-0.0510762-0j -0.00737222-0j -0.0420036-0j -0.00742525-0j -0.000618771-0j -0.0256411-0j -0.0259069-0j -0.00427352-0j -0.00261699-0j -0.00431781-0j -0.00053419-0j -0.00264411-0j -0.000539726-0j -3.14775e-05-0j -3.18037e-05-0j -0.0186669-0j -0.0230991-0j -0.0134745-0j -0.00301236-0j -0.00245958-0j -0.0037276-0j -0.00035501-0j -0.00217444-0j -0.000307448-0j -0.00304358-0j -0.000439302-0j -0.00177542-0j -3.6233e-05-0j -0.000380447-0j -0.00025626-0j -1.6538e-06-0j -0.000221927-0j -4.48361e-05-0j -2.61544e-05-0j -2.04648e-06-0j -1.19378e-06-0j 0.0436616-0j -0.0171631-0j -0.0105102-0j 0.00690351-0j -0.0150177-0j -0.00619448-0j 0.0054577-0j -0.00271372-0j 0.00363847-0j 0.000787751-0j -0.00166181-0j -0.0023745-0j 0.000909617-0j -0.00214538-0j -0.000979433-0j -0.00143026-0j 0.000321598-0j -0.00131377-0j 7.58014e-05-0j -0.000309659-0j -0.000875849-0j 8.03995e-05-0j -0.000189627-0j -0.00187721-0j -0.00125147-0j -0.000357564-0j -0.000270952-0j -0.00077431-0j 6.69996e-06-0j -0.000218962-0j -0.000126418-0j -0.000516206-0j -2.9797e-05-0j -0.000111762-0j 2.49693e-07-0j -7.74148e-05-0j -0.000312868-0j -3.16045e-05-0j -1.82469e-05-0j -0.000110616-0j -1.93537e-05-0j -0.000129052-0j -2.63371e-06-0j -2.60724e-05-0j -2.76539e-05-0j -1.61281e-06-0j -4.56266e-05-0j -1.07543e-05-0j -9.81524e-08-0j -2.30449e-06-0j -6.01058e-08-0j -1.14067e-05-0j -8.58834e-08-0j -9.50555e-07-0j -3.54251e-08-0j 
0.0514387-0j 0.00740101-0j -7.66604e-06-0j -0.00610897-0j 1.62004e-05-0j 0.000262413-0j 0.000263445-0j -0.00206217-0j -0.00514785-0j -0.00207028-0j 0.0498112-0j -0.00516809-0j 0.0500071-0j -6.17238e-05-0j -6.19665e-05-0j -0.000196636-0j 4.09579e-06-0j 0.000276501-0j 0.0014962-0j 0.00247704-0j -3.11647e-05-0j 0.000356396-0j -0.00210389-0j -0.0293514-0j -5.1595e-05-0j -7.42349e-06-0j -0.0034831-0j -0.00523463-0j 0.00061137-0j -0.000501149-0j 4.17679e-06-0j 0.0412727-0j 0.000109034-0j 0.00736072-0j -8.69996e-08-0j -5.87322e-06-0j 0.000459928-0j -3.13242e-06-0j 0.000325837-0j -0.00342887-0j -0.000148366-0j 0.000191234-0j -0.00549644-0j 2.33529e-05-0j 3.83274e-05-0j -0.000790828-0j -0.00242919-0j 0.0011061-0j 0.0431938-0j 3.74344e-05-0j -0.0014257-0j -2.61035e-07-0j -0.000978417-0j -0.00389396-0j -0.000114545-0j 5.38606e-06-0j 2.71531e-05-0j 0.015514-0j -0.000560264-0j 0.00177307-0j -1.23638e-05-0j -0.000294178-0j 0.000255109-0j -0.00228537-0j 0.00129285-0j 0.0306007-0j 6.66367e-06-0j 1.59362e-05-0j 7.8013e-07-0j -0.00032882-0j -7.57265e-07-0j -0.000693162-0j -0.0139337-0j -0.00010566-0j -8.11499e-05-0j 0.000315623-0j 0.0109909-0j 0.0179596-0j -8.80518e-06-0j 3.69506e-05-0j -0.00500457-0j 0.000915923-0j -0.000406818-0j -4.7627e-05-0j 5.15747e-09-0j -0.000417055-0j -5.36485e-07-0j 0.00645057-0j 2.44282e-07-0j 0.000537557-0j -3.14864e-07-0j 
0.0342925-0j 0.00493401-0j -5.11069e-06-0j -0.00407265-0j 1.08002e-05-0j -0.000180068-0j 0.00017563-0j 0.00141507-0j 0.00353246-0j -0.00138019-0j -0.0341805-0j -0.00344539-0j 0.033338-0j 4.23549e-05-0j -4.1311e-05-0j 0.000646697-0j -2.81054e-06-0j 0.000184334-0j -0.0049207-0j -0.00814649-0j 2.13853e-05-0j -0.00117212-0j -0.00140259-0j 0.0965311-0j 3.54045e-05-0j 5.09401e-06-0j -0.00232207-0j 0.0172157-0j -0.000419523-0j -0.0003341-0j -1.37366e-05-0j 0.0275151-0j -7.48191e-05-0j 0.00490714-0j 5.96993e-08-0j -3.91548e-06-0j -0.000103311-0j 1.03019e-05-0j -7.38091e-05-0j 0.000770209-0j 0.000101809-0j 0.00012749-0j 0.00123463-0j -7.68031e-05-0j -8.60926e-06-0j 0.000177639-0j 0.000550264-0j -0.00075901-0j -0.00970238-0j -0.000123114-0j -0.000950465-0j 8.58493e-07-0j 0.000219776-0j 0.000882065-0j 2.57297e-05-0j -1.77137e-05-0j -6.15075e-06-0j -0.00348481-0j 0.000126912-0j -0.00121668-0j 8.48408e-06-0j 0.000967495-0j -0.000175056-0j -0.00152358-0j -0.000290406-0j -0.00693171-0j -2.19155e-05-0j 1.06241e-05-0j -2.5657e-06-0j -0.000219213-0j 1.701e-07-0j 0.000157016-0j 0.0095613-0j 0.000347496-0j 1.83822e-05-0j -0.000216581-0j -0.00248967-0j 0.0119731-0j 2.89585e-05-0j -2.53556e-05-0j 0.00343414-0j -0.000207476-0j -0.000271212-0j -3.17513e-05-0j -1.69619e-08-0j 0.000286183-0j 1.21525e-07-0j 0.00430038-0j -1.67627e-07-0j 0.000358371-0j -2.09909e-07-0j 
-0.00251082-0j -0.000362406-0j -0.287756-0j 0.000352365-0j 2.93637e-05-0j 0.00122459-0j 0.00127277-0j -0.0294644-0j 0.000124985-0j -0.0306237-0j 2.55124e-05-0j 0.000129902-0j 2.65161e-05-0j 1.50333e-06-0j 1.56248e-06-0j 0.00180462-0j -0.00106496-0j -0.000594718-0j 0.00029122-0j -0.0343268-0j -0.000171857-0j -0.00495464-0j -9.59723e-05-0j 2.97225e-05-0j 0.0202572-0j 0.00292388-0j 0.0113125-0j 3.50283e-06-0j -1.75401e-05-0j 0.00163282-0j 1.59882e-07-0j -9.79513e-06-0j -2.06712e-06-0j -1.15437e-06-0j -9.43509e-08-0j -5.26894e-08-0j -0.000723178-0j -0.00160174-0j 0.00152057-0j -0.000114344-0j -0.000716798-0j -0.00143923-0j -9.03973e-05-0j -0.000253258-0j 0.0174604-0j -1.30477e-05-0j 0.000240424-0j -0.000113336-0j 0.00217501-0j -0.000200218-0j -0.000227563-0j 0.0386724-0j -5.32671e-06-0j 0.000190072-0j 0.000181251-0j -2.8899e-05-0j -0.0367126-0j -1.33168e-06-0j 2.74345e-05-0j -8.95997e-05-0j 0.0173063-0j 0.00481736-0j -1.29326e-05-0j -0.000179904-0j -1.10973e-07-0j -0.00457324-0j -1.1798e-05-0j 0.0347488-0j 0.000401447-0j -2.59669e-05-0j -4.13572e-09-0j 1.12001e-05-0j 0.00215582-0j -2.94949e-06-0j -0.000381103-0j -5.27971e-06-0j 2.80002e-06-0j 0.0043286-0j -2.45791e-07-0j 0.000179652-0j -1.31993e-06-0j 2.33335e-07-0j -1.0601e-05-0j 0.000360717-0j -9.16008e-09-0j -1.09994e-07-0j 8.69588e-09-0j -2.65024e-06-0j -4.09923e-09-0j -2.20853e-07-0j -8.23072e-09-0j 
-0.0300059-0j -0.00431725-0j -0.000502791-0j -0.400668-0j 0.00106253-0j 0.00015756-0j 0.00014293-0j -0.00123818-0j -0.0030909-0j -0.00112322-0j 0.029908-0j -0.00280391-0j 0.027131-0j -3.70606e-05-0j -3.36195e-05-0j 0.000114704-0j -0.000276501-0j 0.000318283-0j -0.000872781-0j -0.00144494-0j 0.00210389-0j -0.000207898-0j -0.00242181-0j 0.0171217-0j 0.0034831-0j 0.000501149-0j -0.00400944-0j 0.00305354-0j -0.0412727-0j -0.000576879-0j -2.43646e-06-0j 0.0475095-0j -0.00736072-0j 0.008473-0j 5.87322e-06-0j -6.76073e-06-0j -0.000268292-0j -0.000205445-0j 6.45829e-05-0j 0.00200018-0j 8.28537e-05-0j 4.5571e-05-0j 0.00320626-0j 0.00153164-0j -2.23576e-05-0j 0.000461316-0j -0.000481481-0j -0.000617694-0j -0.0251964-0j 0.0024552-0j -0.000339743-0j -1.71204e-05-0j 0.000570744-0j -0.000771807-0j 6.68182e-05-0j 0.000353255-0j 5.38191e-06-0j -0.00904981-0j -0.000111048-0j -0.000990154-0j 6.90448e-06-0j -0.0192942-0j -0.000142464-0j -0.000544603-0j -0.000754163-0j 0.00606525-0j 0.000437049-0j 3.79759e-06-0j 5.11662e-05-0j -7.83575e-05-0j 4.41738e-07-0j -0.000137389-0j 0.00778113-0j -0.00692992-0j -1.60844e-05-0j -0.000176257-0j 0.00217846-0j 0.00427976-0j -0.000577503-0j -2.06348e-05-0j 0.00279476-0j 0.000181542-0j -9.69444e-05-0j -1.13495e-05-0j 3.38262e-07-0j 0.0002329-0j -1.06335e-07-0j 0.00153717-0j -1.36417e-07-0j 0.000128099-0j -7.50319e-08-0j 
4.48361e-05-0j 0.0881632-0j 6.38837e-07-0j -1.62004e-05-0j -0.00591511-0j -2.18677e-05-0j -2.19537e-05-0j 0.000522832-0j -2.23187e-06-0j 0.000524888-0j -0.00620644-0j -2.24064e-06-0j -0.00623084-0j 0.0697022-0j 0.0699763-0j 1.63863e-05-0j -3.41316e-07-0j -2.30417e-05-0j -0.000379338-0j 2.15909e-06-0j 7.90134e-06-0j 0.00424551-0j 0.000533408-0j -3.8716e-05-0j -4.49723e-08-0j -8.8431e-05-0j -3.03602e-06-0j -0.0199914-0j 8.06427e-07-0j -0.00596985-0j -0.00952346-0j 5.44407e-05-0j 0.000416407-0j 0.028111-0j 0.000198367-0j 0.0133915-0j -3.83274e-05-0j 2.61035e-07-0j -2.71531e-05-0j 0.000869339-0j 1.23638e-05-0j -1.59362e-05-0j -4.79092e-06-0j -5.92077e-06-0j -3.19395e-06-0j -0.0094206-0j 0.000615885-0j -0.000280436-0j 0.000114545-0j 3.26294e-08-0j 0.000361464-0j 2.17529e-08-0j -2.82308e-07-0j -3.39414e-06-0j 0.041823-0j 6.41605e-05-0j -2.26276e-06-0j -0.000961486-0j -0.00667404-0j 1.54548e-06-0j 1.03032e-06-0j -7.8013e-07-0j 0.00303894-0j -1.99202e-06-0j 0.0152708-0j 8.11499e-05-0j 1.9227e-09-0j -1.32802e-06-0j -0.000284843-0j -0.003917-0j 0.00289084-0j -2.00001e-07-0j -3.69506e-05-0j 6.54835e-06-0j 0.0296296-0j 9.10683e-08-0j -0.000681166-0j 4.7627e-05-0j -0.000104004-0j -0.0134915-0j 0.000310161-0j 0.0108186-0j -1.17381e-07-0j 0.0173897-0j -1.96885e-05-0j -0.00492613-0j 0.00204802-0j -0.000399778-0j -0.000932542-0j 0.00634947-0j 0.00120199-0j 
0.0296982-0j 0.00427297-0j -0.000255456-0j -0.20357-0j 0.000539846-0j 0.000458952-0j -0.00015756-0j -0.00360667-0j -0.00900343-0j 0.00123818-0j 0.0871182-0j 0.0030909-0j -0.029908-0j -0.000107953-0j 3.70606e-05-0j 0.000223264-0j 0.000413452-0j -8.19487e-05-0j -0.00169881-0j -0.00281248-0j -0.00314594-0j -0.000404659-0j 0.000623545-0j 0.0333262-0j -0.00520829-0j -0.000749369-0j 0.00103231-0j 0.0059435-0j 0.0617151-0j 0.000148529-0j -4.74241e-06-0j -0.0122323-0j 0.0110065-0j -0.00218155-0j -8.78223e-06-0j 1.74069e-06-0j -8.94701e-05-0j 0.000205278-0j -5.67454e-05-0j 0.00066702-0j 0.000268802-0j -3.76734e-05-0j 0.00106922-0j -0.00153039-0j -7.45584e-06-0j 0.00015384-0j 0.000423051-0j -0.00200398-0j -0.00840251-0j -0.0024532-0j 0.000280864-0j 1.71065e-05-0j 0.000190332-0j 0.000678144-0j 2.22826e-05-0j -0.000352966-0j -4.72879e-06-0j -0.00301794-0j 9.75714e-05-0j -0.00321235-0j 2.24002e-05-0j 0.0192785-0j -0.000462194-0j 0.000450221-0j -0.000251499-0j -0.0053292-0j -0.000436692-0j -3.13945e-06-0j -5.11245e-05-0j 6.47778e-05-0j 1.47311e-07-0j 0.000120716-0j 0.0252443-0j 0.00692427-0j 1.41325e-05-0j -0.000571829-0j -0.00191409-0j -0.00353806-0j 0.000577032-0j -6.69453e-05-0j 0.00906703-0j -0.000159511-0j 8.01435e-05-0j 9.38257e-06-0j -3.37986e-07-0j 0.000755598-0j 9.34304e-08-0j -0.00127077-0j -4.42578e-07-0j -0.000105899-0j 6.20286e-08-0j 
-0.00125541-0j -0.000181203-0j 0.00258229-0j -3.16208e-06-0j -2.63507e-07-0j 0.00309737-0j 0.000614704-0j -0.0745245-0j 0.000316124-0j -0.0147901-0j 6.45285e-05-0j 6.2738e-05-0j 1.28063e-05-0j 3.80238e-06-0j 7.5462e-07-0j -0.000458817-0j 4.83443e-05-0j 0.000645169-0j -7.40413e-05-0j 0.00872742-0j 7.80152e-06-0j 0.00125969-0j 0.000104114-0j -7.55681e-06-0j -0.000919584-0j -0.000132731-0j -0.0122721-0j -8.90578e-07-0j 7.9624e-07-0j -0.00177133-0j -4.06492e-08-0j 1.06261e-05-0j 9.38377e-08-0j 1.25229e-06-0j 4.28309e-09-0j 5.71591e-08-0j -0.000361589-0j -7.30897e-06-0j -0.00322719-0j -5.71722e-05-0j -0.00175123-0j 0.000446214-0j -4.51986e-05-0j -1.15565e-06-0j 0.00873018-0j -6.52386e-06-0j -0.000510264-0j -0.000276893-0j 0.00108751-0j -9.13622e-07-0j 7.05526e-05-0j 0.000176467-0j -2.66335e-06-0j -0.000403399-0j 9.06255e-05-0j -1.3187e-07-0j 0.0779172-0j -6.65839e-07-0j -5.82257e-05-0j -0.000218903-0j 0.0422815-0j 2.19823e-05-0j -3.1596e-05-0j 5.57767e-05-0j -5.54866e-08-0j 0.00970603-0j -5.38357e-08-0j -0.0107733-0j 1.83186e-06-0j 8.05067e-06-0j -2.06786e-09-0j -2.37705e-05-0j 0.00526694-0j -1.34589e-08-0j 0.000808836-0j -1.2899e-05-0j -5.94263e-06-0j -0.00134202-0j -1.12158e-09-0j 0.000438912-0j -3.22475e-06-0j -4.95219e-07-0j 3.28667e-06-0j -0.000111835-0j -4.17987e-11-0j -2.68729e-07-0j -1.84557e-08-0j 8.21668e-07-0j -1.00149e-08-0j 6.84724e-08-0j 2.55181e-09-0j 
2.98907e-05-0j 0.0587755-0j 4.25891e-07-0j -1.08002e-05-0j -0.0039434-0j 1.50057e-05-0j -1.46358e-05-0j -0.000358768-0j 1.53151e-06-0j 0.000349925-0j 0.00425887-0j -1.49376e-06-0j -0.00415389-0j -0.0478297-0j 0.0466508-0j -5.38914e-05-0j 2.34211e-07-0j -1.53612e-05-0j 0.00124757-0j -7.10082e-06-0j -5.42191e-06-0j -0.0139626-0j 0.000355605-0j 0.000127329-0j 3.086e-08-0j 6.06814e-05-0j -2.02401e-06-0j 0.0657478-0j -5.53371e-07-0j -0.0039799-0j 0.0313208-0j 3.62938e-05-0j -0.000285739-0j 0.0187407-0j -0.00013612-0j 0.00892766-0j 8.60926e-06-0j -8.58493e-07-0j 6.15075e-06-0j -0.000195275-0j -8.48408e-06-0j -1.06241e-05-0j 1.07616e-06-0j 1.94723e-05-0j 7.17439e-07-0j 0.0021161-0j -0.000139511-0j 0.000192435-0j -2.57297e-05-0j -1.07312e-07-0j 0.000240976-0j -7.15411e-08-0j 6.34132e-08-0j 7.68844e-07-0j -0.00939447-0j -0.000211011-0j 5.12563e-07-0j 0.000215973-0j 0.00151181-0j -1.06051e-06-0j -7.07007e-07-0j 2.5657e-06-0j -0.00208533-0j -1.32802e-06-0j -0.00343019-0j -1.83822e-05-0j -6.3234e-09-0j -8.85344e-07-0j 0.000936792-0j -0.00261134-0j -0.000649353-0j 4.53046e-08-0j 2.53556e-05-0j -2.15363e-05-0j -0.00671174-0j -6.24912e-08-0j 0.000154299-0j 3.17513e-05-0j 0.00034205-0j 0.00925788-0j -0.000212833-0j -0.00245065-0j -7.82541e-08-0j 0.0115931-0j 6.47518e-05-0j 0.00338032-0j -0.00046392-0j -0.000266518-0j 0.000639911-0j 0.00423298-0j 0.000801325-0j 
0.00103566-0j 0.000149485-0j 0.360341-0j -0.000441246-0j -3.67705e-05-0j 0.00051992-0j 0.00248281-0j -0.0125096-0j 5.30641e-05-0j -0.0597379-0j 1.08317e-05-0j 0.000253401-0j 5.17252e-05-0j 6.38262e-07-0j 3.04794e-06-0j -0.000744369-0j -0.00137267-0j 0.000327106-0j -0.000120122-0j 0.0141591-0j -0.000221513-0j 0.00204369-0j 5.27865e-05-0j -1.22599e-05-0j 0.0261103-0j 0.0037687-0j -0.00622207-0j -1.44484e-06-0j -2.26081e-05-0j -0.000898078-0j -6.59478e-08-0j 5.3875e-06-0j -2.66439e-06-0j 6.34923e-07-0j -1.21612e-07-0j 2.89801e-08-0j 0.000298296-0j 0.00200577-0j 0.000213113-0j 4.71647e-05-0j 0.00143923-0j -0.0017475-0j 3.7287e-05-0j 0.00031714-0j -0.00720203-0j 5.38191e-06-0j 3.36961e-05-0j 0.000227563-0j -0.000897147-0j 0.000250721-0j -0.000276304-0j -0.0484272-0j 2.19716e-06-0j 2.66391e-05-0j -7.47622e-05-0j 3.61885e-05-0j -0.00514538-0j 5.49289e-07-0j 3.84502e-06-0j 0.000179904-0j -0.0347488-0j -0.00603251-0j 2.59669e-05-0j -0.000218437-0j 4.57741e-08-0j -0.000640953-0j 1.47739e-05-0j 0.0421915-0j -0.000502709-0j -3.15287e-05-0j 1.7059e-09-0j 1.56972e-06-0j -0.0043286-0j 3.69348e-06-0j -5.34127e-05-0j 1.0601e-05-0j 3.92431e-07-0j 0.00525573-0j 3.0779e-07-0j -0.000360717-0j 2.65024e-06-0j 3.27026e-08-0j -1.28715e-05-0j 0.000437978-0j 1.14706e-08-0j 2.20853e-07-0j 1.21875e-09-0j -3.21789e-06-0j 8.23072e-09-0j -2.68157e-07-0j -9.99363e-09-0j 
-2.61544e-05-0j -0.0514285-0j 4.18992e-05-0j -0.00106253-0j -0.387953-0j -1.313e-05-0j -1.19108e-05-0j 0.000313922-0j -1.34007e-06-0j 0.000284775-0j -0.00372651-0j -1.21565e-06-0j -0.0033805-0j 0.041851-0j 0.0379652-0j -9.55869e-06-0j 2.30417e-05-0j -2.65236e-05-0j 0.00022128-0j -1.25947e-06-0j -0.000533408-0j -0.00247655-0j 0.000614012-0j 2.25843e-05-0j 3.03602e-06-0j 0.00596985-0j -3.49479e-06-0j 0.0116616-0j -5.44407e-05-0j -0.00687196-0j 0.00555535-0j 6.26674e-05-0j -0.028111-0j 0.0323589-0j -0.0133915-0j 0.0154151-0j 2.23576e-05-0j 1.71204e-05-0j -5.38191e-06-0j -0.000507114-0j -6.90448e-06-0j -3.79759e-06-0j 2.7947e-06-0j -0.000388324-0j 1.86314e-06-0j 0.00549535-0j 0.000122072-0j 0.000156607-0j -6.68182e-05-0j 2.14005e-06-0j 8.61366e-05-0j 1.4267e-06-0j 1.6468e-07-0j -6.72739e-07-0j -0.0243968-0j 0.00420808-0j -4.48492e-07-0j 0.000560867-0j -0.00132284-0j -8.63059e-07-0j -5.75373e-07-0j -5.11662e-05-0j -0.00169707-0j -4.74698e-07-0j -0.00890797-0j 1.60844e-05-0j 1.26104e-07-0j -3.16466e-07-0j -0.0186819-0j -0.00093342-0j -0.00168632-0j -3.96415e-08-0j 2.06348e-05-0j 0.000429485-0j 0.00587277-0j -5.08563e-08-0j -0.000135011-0j 1.13495e-05-0j -0.00682131-0j 0.0075342-0j -0.000173207-0j 0.00214432-0j -2.79719e-08-0j 0.00414395-0j -0.00129131-0j 0.00275095-0j 0.00040593-0j -9.52668e-05-0j 0.00052077-0j 0.00151307-0j 0.000286433-0j 
2.58861e-05-0j 0.050901-0j 2.1288e-05-0j -0.000539846-0j -0.197109-0j -3.8246e-05-0j 1.313e-05-0j 0.000914417-0j -3.90346e-06-0j -0.000313922-0j -0.0108549-0j 1.34007e-06-0j 0.00372651-0j 0.121907-0j -0.041851-0j -1.86053e-05-0j -3.44543e-05-0j 6.82906e-06-0j 0.000430707-0j -2.45147e-06-0j 0.000797605-0j -0.00482043-0j -0.00015809-0j 4.39589e-05-0j -4.53976e-06-0j -0.00892672-0j 8.99807e-07-0j 0.0226986-0j 8.14053e-05-0j 0.00176933-0j 0.0108131-0j -1.6135e-05-0j 0.0420344-0j -0.00833148-0j 0.0200243-0j -0.00396894-0j 7.45584e-06-0j -1.71065e-05-0j 4.72879e-06-0j -0.000169113-0j -2.24002e-05-0j 3.13945e-06-0j 9.3198e-07-0j 0.000388008-0j 6.2132e-07-0j 0.00183259-0j -0.000107258-0j 0.000508079-0j -2.22826e-05-0j -2.13831e-06-0j -7.12087e-05-0j -1.42554e-06-0j 5.49174e-08-0j 5.91098e-07-0j -0.00813585-0j -0.00420465-0j 3.94066e-07-0j 0.000187038-0j 0.0011623-0j -2.80002e-06-0j -1.86668e-06-0j 5.11245e-05-0j -0.0055058-0j 3.92431e-07-0j -0.00297064-0j -1.41325e-05-0j -1.26001e-07-0j 2.61621e-07-0j 0.0186667-0j 0.000771654-0j -0.000562356-0j 3.48308e-08-0j 6.69453e-05-0j -0.000429135-0j -0.00516008-0j -1.64993e-07-0j 0.000118627-0j -9.38257e-06-0j 0.00681574-0j 0.0244432-0j -0.000561934-0j -0.00188409-0j 2.31242e-08-0j -0.00342578-0j 0.00129025-0j 0.00892491-0j -0.000356669-0j 7.87566e-05-0j 0.00168953-0j -0.00125085-0j -0.000236793-0j 
-0.0424348-0j -0.00610552-0j -0.000352365-0j -0.280795-0j 0.00074464-0j -0.00021648-0j -0.000224997-0j 0.00170121-0j 0.00424676-0j 0.00176814-0j -0.0410922-0j 0.00441384-0j -0.0427089-0j 5.09195e-05-0j 5.29229e-05-0j -0.000319015-0j 0.00018826-0j 0.000105132-0j 0.00242738-0j 0.00401866-0j -0.00143247-0j 0.000578205-0j -0.000799948-0j -0.0476187-0j -0.00237153-0j -0.000341216-0j -0.00132436-0j -0.00849249-0j 0.0281012-0j -0.000190549-0j 6.77628e-06-0j 0.0156929-0j 0.00501167-0j 0.00279872-0j -3.99888e-06-0j -2.23314e-06-0j 0.000127841-0j 0.000283151-0j -0.000268802-0j -0.000953085-0j 0.000126713-0j 0.000254423-0j -0.00152778-0j -0.00211096-0j 1.06534e-05-0j -0.000219817-0j 0.00200398-0j -0.000944676-0j 0.0120061-0j -0.00338383-0j -0.00189678-0j 2.35959e-05-0j -0.000271959-0j 0.00321235-0j -3.18389e-05-0j -0.000486866-0j -2.24002e-05-0j 0.00431224-0j 0.000462194-0j -0.0015143-0j 1.05594e-05-0j 0.0265919-0j -0.000217878-0j -0.00304052-0j 0.000359359-0j -0.0252443-0j -0.000602354-0j 2.12019e-05-0j -7.05189e-05-0j -0.00043747-0j -2.10488e-07-0j 0.000571829-0j 0.0119002-0j 0.00955103-0j 6.69453e-05-0j -0.00026956-0j -0.00906703-0j 0.0238939-0j 0.000795933-0j -3.1558e-05-0j 0.00427419-0j -0.000755598-0j -0.00054124-0j -6.33642e-05-0j -4.66203e-07-0j 0.000356189-0j 4.42578e-07-0j 0.00858201-0j -2.08631e-07-0j 0.000715179-0j -4.18903e-07-0j 
0.00126842-0j 0.000183081-0j 0.293348-0j -0.000359211-0j -2.99343e-05-0j -0.00187405-0j 0.000577645-0j 0.0450908-0j -0.00019127-0j -0.0138985-0j -3.90428e-05-0j 5.89557e-05-0j 1.20343e-05-0j -2.30062e-06-0j 7.09127e-07-0j 0.000463572-0j 0.00328877-0j 0.00128633-0j 7.48086e-05-0j -0.00881786-0j 0.000530723-0j -0.00127275-0j 0.00020758-0j 7.63512e-06-0j -0.0625576-0j -0.00902942-0j -0.024468-0j 8.99807e-07-0j 5.41667e-05-0j -0.00353165-0j 4.10704e-08-0j 2.11861e-05-0j 6.38361e-06-0j 2.4968e-06-0j 2.91371e-07-0j 1.13963e-07-0j 0.000365336-0j -0.000830297-0j 0.000231711-0j 5.77647e-05-0j -0.000985483-0j 0.000184173-0j 4.5667e-05-0j -0.000131281-0j -0.00882065-0j 6.59147e-06-0j 3.66367e-05-0j -0.000155819-0j -0.00109878-0j -0.000103787-0j 2.91203e-05-0j 0.0200466-0j 2.69095e-06-0j 2.89638e-05-0j -9.15646e-05-0j -1.49804e-05-0j -0.0055944-0j 6.72739e-07-0j 4.18057e-06-0j -0.000123185-0j 0.0237934-0j 0.00249718-0j -1.77803e-05-0j 2.30216e-05-0j 5.60616e-08-0j -0.000696887-0j -6.11571e-06-0j -0.00444666-0j 0.000208098-0j 3.32289e-06-0j 2.08929e-09-0j 1.70671e-06-0j 0.00296391-0j -1.52893e-06-0j -5.80739e-05-0j -7.25877e-06-0j 4.26677e-07-0j -0.000553914-0j -1.27411e-07-0j 0.000246993-0j -1.81469e-06-0j 3.55564e-08-0j 1.35656e-06-0j -4.61595e-05-0j -4.74832e-09-0j -1.51224e-07-0j 1.32511e-09-0j 3.39141e-07-0j -5.6358e-09-0j 2.82617e-08-0j 1.05325e-09-0j 
-0.0212174-0j -0.00305276-0j 3.16208e-06-0j 0.00251982-0j -6.68231e-06-0j -0.000547542-0j -0.000108665-0j 0.00430286-0j 0.0107413-0j 0.000853947-0j -0.103934-0j 0.00213173-0j -0.0206269-0j 0.000128791-0j 2.55599e-05-0j 8.11082e-05-0j -8.54614e-06-0j -0.000114051-0j -0.000617149-0j -0.00102173-0j 6.50273e-05-0j -0.000147006-0j 0.000867809-0j 0.0121068-0j 0.000107656-0j 1.54896e-05-0j 0.00143671-0j 0.00215918-0j -0.00127566-0j 0.000206714-0j -1.72284e-06-0j -0.0170241-0j -0.000227506-0j -0.00303614-0j 1.81531e-07-0j 2.42258e-06-0j 6.39205e-05-0j 1.29206e-06-0j 0.000570493-0j -0.000476542-0j 0.000309576-0j -7.88802e-05-0j -0.000763891-0j -9.63258e-06-0j 5.32671e-06-0j -0.000109909-0j -0.00425316-0j -0.00230796-0j 0.00600304-0j -1.54409e-05-0j 0.00058807-0j 1.07671e-07-0j -0.00013598-0j -0.00681775-0j -1.59194e-05-0j -2.22164e-06-0j 4.75411e-05-0j 0.00215612-0j -0.000980939-0j -0.00369963-0j 2.5798e-05-0j 0.000121342-0j -0.000532303-0j 0.000942668-0j 0.00017968-0j 0.0535773-0j -2.74862e-06-0j -6.57335e-06-0j -3.21787e-07-0j 0.000135631-0j -1.05244e-07-0j -0.00121362-0j 0.0290735-0j 4.35827e-05-0j -0.000142082-0j -0.000658568-0j 0.0192434-0j -0.00740796-0j 3.63195e-06-0j -7.71e-05-0j 0.0104424-0j 0.00160365-0j 0.000167804-0j 1.96451e-05-0j -2.12735e-09-0j 0.000870213-0j -9.39307e-07-0j -0.00266073-0j -5.09711e-07-0j -0.000221731-0j 1.29875e-07-0j 
