-0.0717802-0j -0.00728015-0j -0.0073556-0j -0.00417687-0j -0.00060288-0j -0.00516862-0j -0.000746025-0j -0.00301503-0j -0.000435181-0j -0.002935-0j -0.000518839-0j -0.00342416-0j -4.32366e-05-0j -0.00209686-0j -0.000605312-0j -0.00299614-0j -0.000370676-0j -5.04427e-05-0j -0.00123585-0j -3.08897e-05-0j -0.000529648-0j -4.41373e-05-0j -0.000218469-0j -1.82057e-05-0j 0.442547-0j -0.000376533-0j 0.49991-0j -0.000230578-0j -4.70666e-05-0j 0.408175-0j -2.77343e-06-0j 0.412404-0j -0.000425339-0j -0.000260466-0j 0.357153-0j -0.000347288-0j -5.31674e-05-0j 0.294636-0j -0.00021267-0j -0.000350887-0j -3.13292e-06-0j 0.0941376-0j -4.3411e-05-0j -0.000303877-0j -0.000214874-0j -0.000186086-0j -4.38609e-05-0j -2.55802e-06-0j -0.000250686-0j -3.79846e-05-0j -0.000153513-0j -8.00953e-05-0j -2.58453e-06-0j -4.90482e-05-0j -3.13357e-05-0j -2.23827e-06-0j -1.84648e-06-0j -1.00119e-05-0j -5.89958e-07-0j 
-3.3232e-07-0j 8.10644e-06-0j 8.19045e-06-0j -3.71123e-06-0j 0.00025711-0j 2.30231e-06-0j -0.000159502-0j 1.34302e-06-0j -9.30428e-05-0j -1.35881e-08-0j -5.55854e-05-0j 3.16215e-08-0j 0.00132564-0j -9.70782e-09-0j 0.000129355-0j -1.38712e-08-0j -3.97121e-05-0j -0.00308496-0j -5.72158e-09-0j 0.000947084-0j -5.67434e-05-0j 0.00135326-0j -2.34055e-05-0j 0.000558191-0j -1.04594e-08-0j 4.19269e-07-0j -1.18151e-08-0j 2.06486e-07-0j 0.000968196-0j 1.92429e-08-0j -0.00804374-0j 1.94423e-08-0j 4.73615e-07-0j 2.3325e-07-0j -8.44114e-09-0j -7.71359e-07-0j 0.00109369-0j -6.96358e-09-0j -3.79886e-07-0j -7.79352e-07-0j -0.00908637-0j -2.2249e-09-0j -0.00178126-0j 3.38367e-07-0j -3.83823e-07-0j 1.66642e-07-0j -0.00179972-0j 0.0147986-0j 2.79138e-07-0j 0.000781373-0j 1.37473e-07-0j 8.91861e-08-0j 0.014952-0j 4.39232e-08-0j 0.0006446-0j -0.00649162-0j -0.00535531-0j 0.000205953-0j -0.00171105-0j 
-7.40392e-08-0j -9.97766e-05-0j -9.95374e-05-0j -3.02682e-07-0j -0.00120633-0j 5.24575e-09-0j 2.09068e-05-0j 4.27645e-07-0j 0.00170437-0j 3.09971e-05-0j 7.22676e-06-0j 5.14742e-07-0j 0.00821301-0j -6.57258e-05-0j 1.20009e-07-0j 3.0249e-05-0j -1.53235e-05-0j 0.000136386-0j -3.8413e-05-0j -0.0174147-0j 7.05233e-06-0j 0.00801478-0j -8.95571e-06-0j -0.0101779-0j -1.63715e-07-0j -0.000764352-0j -2.63235e-09-0j -1.67091e-08-0j -9.41779e-05-0j 1.48577e-07-0j -0.0241161-0j 1.48221e-07-0j -1.22899e-05-0j -2.68663e-10-0j 5.58159e-09-0j 0.000693677-0j -1.51427e-06-0j -2.09918e-07-0j 1.51641e-08-0j 0.000692014-0j -0.000387759-0j 1.36822e-07-0j 8.54698e-05-0j 2.60592e-05-0j 1.51278e-08-0j 5.69668e-10-0j 8.52649e-05-0j 0.0218862-0j -0.000980063-0j 3.21083e-06-0j -2.14247e-08-0j 0.000638794-0j 0.0218338-0j 1.39644e-08-0j -0.000120756-0j 0.000822196-0j -0.030922-0j 7.87076e-05-0j 0.0201546-0j 
0.000100788-0j 0.000499309-0j 0.000462012-0j 0.000288295-0j -0.001935-0j -0.00069826-0j 0.00468663-0j 0.000805754-0j -0.00540811-0j 0.000306856-0j -0.00342373-0j -0.00070071-0j -0.000425242-0j 0.000219228-0j 0.00781814-0j 0.000286877-0j -0.00244603-0j 0.000971047-0j 0.000150345-0j -0.000303808-0j -0.00320082-0j -0.000397556-0j -0.00167746-0j -0.000208348-0j -1.6207e-06-0j -0.00376366-0j 3.58337e-06-0j 3.19953e-05-0j 0.0145345-0j -1.49482e-06-0j -5.49371e-05-0j -1.38316e-06-0j 0.00832148-0j -7.07417e-05-0j 2.56008e-06-0j -0.00347134-0j -0.0321359-0j -4.17787e-06-0j 2.95102e-05-0j -0.00321205-0j 0.000121466-0j 4.46681e-06-0j 0.0134056-0j 0.00594515-0j 2.73059e-05-0j -5.05403e-05-0j 0.0124043-0j -5.06702e-05-0j -0.00970204-0j -0.022959-0j 8.2478e-05-0j 0.010373-0j -4.68853e-05-0j -8.81822e-05-0j 0.0374674-0j 8.67796e-05-0j -0.000141618-0j -0.0400586-0j 0.000151412-0j 
5.03941e-05-0j 0.000123522-0j 0.000114295-0j 0.000435439-0j 2.06742e-05-0j -0.00105465-0j -5.00737e-05-0j 0.00121701-0j 5.77823e-05-0j -1.05275e-06-0j -0.00255855-0j 2.40397e-06-0j 2.23179e-06-0j -7.52121e-07-0j 0.00584248-0j -9.84208e-07-0j -0.00182791-0j -5.09632e-06-0j -5.15797e-07-0j 1.59447e-06-0j -0.00239196-0j 2.08648e-06-0j -0.00125356-0j 1.09347e-06-0j -8.10349e-07-0j 6.3886e-06-0j 1.79169e-06-0j -0.00464154-0j -0.000469105-0j -7.4741e-07-0j 1.9121e-07-0j -6.91581e-07-0j -1.41252e-05-0j 0.0102625-0j 1.28004e-06-0j 5.8924e-06-0j 0.00103719-0j -2.08893e-06-0j -0.00428104-0j 5.45226e-06-0j -4.22767e-07-0j 2.2334e-06-0j -0.00043267-0j -1.00915e-05-0j -0.00396126-0j 0.00733186-0j -0.000400351-0j 1.76359e-07-0j 1.64686e-05-0j 0.000741007-0j -0.0119651-0j -1.76076e-05-0j 1.63186e-07-0j 0.0127926-0j -0.00120927-0j -3.02039e-07-0j 4.92905e-07-0j 0.0012929-0j -5.26995e-07-0j 
-9.06791e-08-0j -9.14917e-05-0j -9.12724e-05-0j 7.17052e-05-0j -0.000733582-0j -1.24272e-06-0j 1.27136e-05-0j -0.000101309-0j 0.00103644-0j -2.60488e-07-0j -0.00128179-0j -4.3257e-09-0j 0.00243524-0j 5.52335e-07-0j -2.12855e-05-0j -2.54201e-07-0j 0.00271788-0j 4.044e-05-0j 3.22808e-07-0j -0.00516365-0j -0.00125085-0j 0.00237647-0j 0.00158845-0j -0.00301786-0j -2.00509e-07-0j 4.80914e-06-0j -3.22395e-09-0j -0.000378863-0j 0.0110777-0j 1.81969e-07-0j 0.000645229-0j 1.81533e-07-0j 7.73253e-08-0j -6.09167e-06-0j 6.83602e-09-0j -4.36447e-06-0j 0.000178117-0j -2.57096e-07-0j 0.000343832-0j -4.354e-06-0j 1.03745e-05-0j 1.67572e-07-0j -0.0100534-0j -1.63959e-07-0j 0.000343007-0j 1.29167e-05-0j -0.0100293-0j -0.000585568-0j 6.16635e-06-0j -0.000377675-0j -0.000485783-0j -4.01915e-06-0j -0.000584165-0j 0.000316628-0j 0.014204-0j -2.1998e-05-0j 0.000827322-0j -0.00925801-0j -0.000539239-0j 
1.04671e-08-0j -3.57885e-07-0j -3.61594e-07-0j -1.21492e-09-0j -1.70653e-05-0j 7.53695e-10-0j 1.05867e-05-0j 4.39656e-10-0j 6.17559e-06-0j 4.27985e-10-0j -2.55056e-08-0j -9.95984e-10-0j -0.000147364-0j 3.05768e-10-0j 5.93552e-08-0j 4.36902e-10-0j -1.82221e-08-0j 0.000342938-0j 1.80213e-10-0j -0.000105282-0j -2.6037e-08-0j -0.000150434-0j -1.07397e-08-0j -6.2051e-05-0j 3.2944e-10-0j -1.851e-08-0j 3.72142e-10-0j 3.36233e-11-0j 6.67915e-07-0j -6.06093e-10-0j 0.00181121-0j -6.12374e-10-0j -2.09093e-08-0j 3.79815e-11-0j 2.65871e-10-0j 3.40541e-08-0j 7.5449e-07-0j 2.19332e-10-0j -6.18591e-11-0j 3.4407e-08-0j 0.00204598-0j 7.00777e-11-0j -1.22881e-06-0j -1.49383e-08-0j -6.25002e-11-0j 2.71353e-11-0j -1.24154e-06-0j -0.00333221-0j -1.23235e-08-0j 5.39034e-07-0j 2.23855e-11-0j -3.93741e-09-0j -0.00336674-0j 7.15228e-12-0j 4.4468e-07-0j 0.00146172-0j 0.00120586-0j 1.42077e-07-0j 0.000385277-0j 
-5.939e-06-0j -5.91519e-05-0j -5.47334e-05-0j 1.76564e-07-0j 0.000703693-0j -4.27645e-07-0j -0.00170437-0j 4.93479e-07-0j 0.00196675-0j -1.80817e-05-0j -4.21561e-06-0j 4.12897e-05-0j -0.00479093-0j -1.29182e-05-0j 9.62641e-06-0j -1.69044e-05-0j -3.01178e-06-0j 0.0109401-0j -8.85914e-06-0j -0.0034228-0j -3.94114e-06-0j -0.004479-0j -2.06545e-06-0j -0.00234732-0j 9.55006e-08-0j 0.000445872-0j -2.11152e-07-0j 9.74699e-09-0j 5.49371e-05-0j 8.80831e-08-0j 0.0140677-0j 8.15036e-08-0j -0.000985824-0j -2.15506e-08-0j -1.50854e-07-0j 0.000411241-0j -0.000121466-0j 2.46183e-07-0j 8.98995e-09-0j 0.000380523-0j -0.0311038-0j -2.63209e-07-0j 5.06702e-05-0j -0.000704307-0j 8.31843e-09-0j -1.53965e-08-0j 4.68853e-05-0j 0.0129751-0j 0.00114938-0j -8.67796e-05-0j 2.5126e-08-0j -0.00122887-0j 0.0120059-0j -2.68637e-08-0j 0.000141618-0j -0.0222216-0j 0.036264-0j -0.000151412-0j -0.0387721-0j 
-7.27377e-06-0j -5.42402e-05-0j -5.01887e-05-0j -4.18281e-05-0j 0.000427923-0j 0.000101309-0j -0.00103644-0j -0.000116905-0j 0.001196-0j 1.51951e-07-0j 0.000747709-0j -3.46983e-07-0j -0.00142056-0j 1.08559e-07-0j -0.00170741-0j 1.42058e-07-0j 0.000534189-0j 0.00324387-0j 7.44489e-08-0j -0.0010149-0j 0.000699028-0j -0.00132807-0j 0.000366342-0j -0.000696005-0j 1.16964e-07-0j -2.80533e-06-0j -2.58607e-07-0j 0.000221003-0j -0.006462-0j 1.07879e-07-0j -0.000376384-0j 9.98211e-08-0j 6.2026e-06-0j -0.000488639-0j -1.84758e-07-0j -2.58744e-06-0j 0.0142875-0j 3.01511e-07-0j 0.000203838-0j -2.39417e-06-0j 0.000832185-0j -3.22364e-07-0j -0.0059601-0j 4.43135e-06-0j 0.000188612-0j -0.000349101-0j -0.0055149-0j -0.00034715-0j -7.23163e-06-0j 0.0102075-0j 0.000569706-0j 7.73178e-06-0j -0.000321219-0j -0.000609108-0j -0.0166579-0j 0.000594542-0j -0.000970248-0j 0.0178099-0j 0.00103735-0j 
5.85331e-09-0j 9.8703e-06-0j 9.84664e-06-0j -2.30231e-06-0j 0.000159502-0j 3.99012e-08-0j -2.76432e-06-0j 3.25283e-06-0j -0.000225353-0j 1.68144e-08-0j 6.87834e-05-0j 2.79223e-10-0j -0.0016404-0j -3.5653e-08-0j 1.14223e-06-0j 1.64086e-08-0j -0.000145847-0j -2.72407e-05-0j -2.08372e-08-0j 0.00347827-0j 6.71232e-05-0j -0.0016008-0j -8.52393e-05-0j 0.00203285-0j 1.29428e-08-0j -5.18819e-07-0j 2.08105e-10-0j -2.55513e-07-0j -0.00119808-0j -1.17461e-08-0j 0.00995362-0j -1.17179e-08-0j -8.342e-09-0j -4.10835e-09-0j -4.41263e-10-0j 4.70847e-07-0j -1.92637e-05-0j 1.65955e-08-0j 2.31887e-07-0j 4.69718e-07-0j 0.000160043-0j -1.08167e-08-0j 0.0010873-0j 1.76882e-08-0j 2.31331e-07-0j 8.71127e-09-0j 0.0010847-0j -0.00903327-0j -6.65237e-07-0j 4.08465e-05-0j -3.27622e-07-0j 4.33594e-07-0j -0.00901162-0j 2.1354e-07-0j -0.0015362-0j -0.000339351-0j 0.0127627-0j 0.00100128-0j -0.00831857-0j 
4.6952e-07-0j 5.85154e-06-0j 5.41445e-06-0j 1.34302e-06-0j -9.30428e-05-0j -3.25283e-06-0j 0.000225353-0j 3.75359e-06-0j -0.000260045-0j -9.80842e-09-0j -4.01236e-05-0j 2.23977e-08-0j 0.000956899-0j -7.00747e-09-0j 9.16229e-05-0j -9.16981e-09-0j -2.86657e-05-0j -0.00218509-0j -4.80565e-09-0j 0.000683642-0j -3.75113e-05-0j 0.000894597-0j -1.96587e-05-0j 0.000468834-0j -7.54998e-09-0j 3.02644e-07-0j 1.6693e-08-0j 1.49049e-07-0j 0.000698881-0j -6.96358e-09-0j -0.00580628-0j -6.44343e-09-0j -6.69148e-07-0j -3.29548e-07-0j 1.19261e-08-0j 2.79138e-07-0j -0.00154523-0j -1.94625e-08-0j 1.37473e-07-0j 2.58288e-07-0j 0.0128377-0j 2.08085e-08-0j 0.0006446-0j -4.78062e-07-0j 1.27204e-07-0j -2.35441e-07-0j 0.00059645-0j -0.00535531-0j 7.80162e-07-0j -0.00110396-0j 3.84222e-07-0j -8.34119e-07-0j -0.00495529-0j -4.10795e-07-0j 0.00180159-0j 0.0091717-0j -0.0149675-0j -0.00192619-0j 0.0160027-0j 
-1.84362e-10-0j -4.35756e-07-0j -4.34712e-07-0j -7.53695e-10-0j -1.05867e-05-0j 1.30622e-11-0j 1.83478e-07-0j 1.06486e-09-0j 1.49575e-05-0j -5.29605e-10-0j 3.15616e-08-0j -8.79469e-12-0j 0.000182354-0j 1.12297e-09-0j 5.24116e-10-0j -5.16822e-10-0j -6.69226e-08-0j 3.0282e-06-0j 6.56309e-10-0j -0.00038666-0j 3.07998e-08-0j 0.000177953-0j -3.91125e-08-0j -0.000225981-0j -4.07661e-10-0j 2.29049e-08-0j -6.5547e-12-0j -4.16067e-11-0j -8.26502e-07-0j 3.69967e-10-0j -0.00224126-0j 3.6908e-10-0j 3.68285e-10-0j -6.68987e-13-0j 1.38985e-11-0j -2.07871e-08-0j -1.32892e-08-0j -5.22708e-10-0j 3.77596e-11-0j -2.07372e-08-0j -3.60368e-05-0j 3.40695e-10-0j 7.5008e-07-0j -7.80904e-10-0j 3.76691e-11-0j 1.41851e-12-0j 7.48282e-07-0j 0.00203402-0j 2.93691e-08-0j 2.81781e-08-0j -5.33487e-11-0j -1.91424e-08-0j 0.00202915-0j 3.47721e-11-0j -1.05975e-06-0j 7.64118e-05-0j -0.00287377-0j 6.90735e-07-0j 0.00187309-0j 
-1.47885e-08-0j -2.58335e-07-0j -2.39038e-07-0j 4.39656e-10-0j 6.17559e-06-0j -1.06486e-09-0j -1.49575e-05-0j 1.22879e-09-0j 1.72601e-05-0j 3.08936e-10-0j -1.84109e-08-0j -7.0546e-10-0j -0.000106373-0j 2.20715e-10-0j 4.20416e-08-0j 2.88822e-10-0j -1.31534e-08-0j 0.000242905-0j 1.51364e-10-0j -7.59967e-05-0j -1.72122e-08-0j -9.94475e-05-0j -9.02047e-09-0j -5.21178e-05-0j 2.37802e-10-0j -1.33612e-08-0j -5.25781e-10-0j 2.42706e-11-0j 4.82126e-07-0j 2.19332e-10-0j 0.0013074-0j 2.02949e-10-0j 2.95417e-08-0j -5.36623e-11-0j -3.75636e-10-0j -1.23235e-08-0j -1.06598e-06-0j 6.1301e-10-0j 2.23855e-11-0j -1.14029e-08-0j -0.00289067-0j -6.55407e-10-0j 4.4468e-07-0j 2.11056e-08-0j 2.07134e-11-0j -3.83382e-11-0j 4.11464e-07-0j 0.00120586-0j -3.44428e-08-0j -7.61575e-07-0j 6.25651e-11-0j 3.68249e-08-0j 0.00111578-0j -6.68922e-11-0j 1.24283e-06-0j -0.00206519-0j 0.00337024-0j -1.32879e-06-0j -0.00360333-0j 
