0.0375118+0.01787j 0.020902-0.0362537j 0.0321028+0.0215107j -0.0143558+0.0305102j 0.00247533+0.0034603j 0.00323766-0.00598334j -0.00323835-0.00184531j -0.0118219+0.0127596j -0.00569163-0.0021335j -0.00809281-0.000101313j 0.00579359+0.00113257j 0.00642286+0.0110751j -0.00660943-0.00993361j -0.000126357-0.00472299j -0.00235813+0.00549501j -0.00726475+0.00511263j 0.000221668+0.0114254j -0.004823-0.00668588j -0.00194865+0.0057648j -0.0145864+0.00254829j -0.000298455+0.00608344j -0.00520973+0.00697782j 0.00158795+0.00756164j 0.00251649-0.00109378j -0.00408743+0.00622865j 0.00230621+0.0029223j -0.0027569-0.00906377j -0.00930228-0.000789827j 0.00285378+0.00765999j -0.0112004-0.00544524j 0.00104058+0.00856345j 0.00231978-0.00475078j 0.00285918-0.00421186j -0.00528588-0.00807619j 0.00508889-0.00352375j -0.00223708-0.00377886j -0.00263984-0.00489343j 0.00283461-0.00488264j 0.00231301-0.00675934j -0.00546514+0.00065101j 0.00382326-0.00721667j -0.000236612+0.00482994j -0.00370766-0.00164928j -0.00521381+0.00579287j -0.00132241+0.00140468j 0.00224396-0.00242453j 0.00457482-0.0102202j 0.00026356+0.00276465j 0.00217729-0.000654604j 0.00403408+0.00115038j 0.00179103-0.00146041j 0.0038029-0.00111635j -0.00302622+0.010425j 0.00160606-0.00101426j -0.00413531+0.00467205j 8.95512e-05-0.00385422j 0.00148753+0.00268071j 0.00554891+0.00283224j -0.0038494+0.00351613j -0.00165859+0.00976822j 0.00781221+0.00414243j -0.00689932+0.00473382j 0.0037429+0.00323612j 0.0006256+0.00836293j -0.00174234+0.00442389j -0.00147657+0.0157658j 0.00215564-0.00275805j 0.00481996-0.00477121j -0.00523953+0.0016576j 0.00686203+0.001048j 0.00493726+0.00138538j -0.00747736-0.00135305j 0.00321804-0.00654159j 0.00460296+0.00119019j -0.00522121-0.00861517j -0.0146464-0.000852684j -0.00232152+0.00948516j 0.0109022-0.000680164j -0.00642126-0.00818821j 0.00484497+0.00510164j 0.00493721-0.014978j 0.00152645+0.0152873j -0.00820836-0.00070235j -0.017761+0.0057898j 0.0215601+0.0025606j 0.000412371+0.00239852j 0.0109652-0.0014157j 0.00408888+0.00935662j -0.0240915-0.0190169j 0.0229935-0.0240888j 0.000676311+0.0401864j -0.0407251-0.000972234j 
-0.0634323-0.0206571j -0.0254551+0.0540813j 0.00222327-0.0317988j 0.0214064-0.00656535j 0.0245619+0.0181612j 0.00473536-0.0277697j -0.0529461-0.0103512j 0.0130302+0.0398472j -0.0287353+0.00547368j 0.0263338-0.0168828j -0.0280835-0.0374191j -0.038671-0.00271713j -0.0529931+0.037748j 0.00977122+0.0587676j 0.0110179-0.0370172j 0.0425995+0.0011017j -0.0394977-0.0399045j 0.0137878-0.0135147j -0.00517842-0.0285919j 0.0102429-0.0587242j -0.0181035+0.0174837j 0.037506-0.0290676j 0.00190964-0.0027956j -0.0359305+0.0308812j 0.0176456-0.00147435j 0.0228851-0.0200199j 0.00572156+0.00659065j 0.0281259-0.00206288j 0.0430343+0.00811554j 0.022474+0.00516007j -0.0367931-0.00438734j -0.0161624+0.00660518j 0.0153677-0.0178302j 0.0300323+0.0213125j -0.0182405-0.00488897j 0.0210564+0.0285609j 0.0102396+0.0069297j -0.00598244+0.0139937j -0.0212047+0.00725687j 0.036959+0.00357822j -0.0250622-0.00369644j -0.00955753-0.00499897j 0.0210193-0.0199337j 0.0153177-0.0200612j -0.00553308+0.0440936j -0.0288717-0.00316498j 0.0514874+0.0208991j -0.00863624-0.0316551j 0.00480757+0.0263254j -0.00938654+0.00709358j 0.014437+0.00212463j 0.00687781-0.00545874j 0.00310795+0.00106659j 0.000776094+0.028216j 0.0210319-0.0217916j -0.0156892+0.00464607j 0.00531351-0.024942j -0.0294549-0.0107027j -0.00395256-0.0160427j -0.00943004-0.0209663j -0.00821296-0.0261129j 0.00948786+0.0272456j 0.0279724-0.0462398j -0.0142103-0.0466991j 0.00649418+0.0219224j 0.000406296-0.0146148j -0.0140691+0.0171508j -0.012087-0.0155812j -0.0122985+0.00274231j -0.0197421+0.0041652j -0.015562-0.0540934j -0.0163145-0.00849759j 0.00513314+0.00249387j -0.00244309+0.0135369j -0.0167718-0.0288422j 0.0227959-0.0153567j -0.00501793-0.034766j -0.033127-0.0268106j -0.0581574+0.0111379j -0.00697421-0.0497485j -0.0486418+0.0278499j -0.00771853+0.0173903j 0.0214373+0.0307661j -0.00506105-0.00892317j -0.0240188+0.0128834j 0.032754+0.00544363j 0.0252365-0.0216414j 0.0119294+0.0125818j -0.00213729+0.016146j 0.00128357+0.000115073j -0.0383449-0.0470164j 0.0560521-0.0356284j 
-0.0580409-0.0144807j -0.0217413+0.0526832j -0.0143432-0.0584229j 0.0500399-0.0194303j -0.00815227-0.00456004j 0.00425818+0.00909771j 0.000984014-0.0138298j 0.0113162-0.0046071j -0.00602579+0.000629071j 0.0315652-0.00639287j -0.0236536-0.00960271j -0.00888617-0.0101815j -0.00267952+0.0241975j -0.00609159+0.0176275j 0.0129866+0.00448469j 0.00811545+0.00143325j -0.00171494-0.0243944j 0.0131627+0.0213116j 0.00352009-0.00655507j 0.0137056-0.0222919j -0.0149733-0.00626703j 0.0041928+0.0144241j -0.0015826-0.00704891j 0.00285325+0.00488562j -0.00605559+0.0027765j -0.00616093-0.00502387j -0.00494491+0.00998032j 0.0103047-0.00199948j 0.00320887-0.00719239j 0.0211987-0.00205091j -0.0163897+0.0104229j 0.00468586+0.00885793j -0.00807394-0.00418392j 0.015338+0.0166504j 0.00122529+0.0156564j 0.0141294+0.0100641j 0.0081194+0.00584695j 0.000863438+0.0116327j -0.000882768+0.00624002j 0.0153255-0.0107621j -0.00988631+0.0110002j 0.00500478-0.00865932j 0.0145127-0.00638381j 0.00494812-0.00867474j 0.0131735+0.00182661j -0.00502424+0.0107552j -0.000167365+0.0116738j 0.0115988-0.0030507j -0.0134377-0.00118517j -0.00119997-0.00359547j 0.00603436+0.00277845j -0.00429634-0.0027507j 0.00634795-0.0148364j 0.00713348+0.00738774j -0.0163829-0.0167342j 0.00165314+0.01591j -0.00174049-0.00690611j -0.0280892+0.00168752j -0.00688793-0.0014395j -0.0122205-0.0099242j -0.0115811-0.0131421j 0.00930818-0.00177744j 0.0117785-0.0044721j -0.00129368-0.0300843j -0.00179428-0.0084436j 0.00499841-0.0274301j -0.00461378-0.00416584j 0.00193285-0.0123596j -0.00236727-0.0218668j -0.0176703-0.00238999j -0.011451-0.00757632j 0.0141039-0.0068445j -0.00632018-0.00353463j -0.00348415+0.00757084j 0.0182287-0.00365573j 0.0150912-0.00192454j 0.00500402-0.0292654j -0.0220447+0.00611898j -0.00182977-0.00172546j -0.0137463-0.0327326j -0.02837+0.0311981j 0.0083472+0.00239703j 0.0196499+0.00271875j 0.00765436+0.0121607j -0.0276783+0.0133916j -0.0174843-0.00438192j 0.0213988+0.0339852j -0.0173409+0.00385581j 0.0111898+0.0460462j -0.0365146+0.0281727j -0.0302211-0.045988j 0.0505515-0.0262837j 
-0.0196785+0.000123204j -0.00308099+0.0183076j -0.0103837-0.0281107j 0.0260761-0.00947914j -0.0114056-0.000961026j 0.00863171+0.0195415j 0.0187262+0.00150841j 0.0188768-0.019797j 0.00805083+0.00683843j 0.00505342+0.00963009j -0.00278533+0.00299239j 0.0119547-0.0104916j 0.0147813-0.00179614j -0.0143133-0.0116891j 0.00130528+0.0174373j -0.00713878-8.38405e-05j 0.00655215+0.0013895j 0.00587411+0.0153909j 0.000386134+0.00717631j 0.00945661+0.00480581j 0.0018145-0.009876j -0.00609495+0.0101342j 0.00908087-0.00418099j 0.0169732-0.0101985j -0.00408395+0.00158568j -0.0111559+0.001713j -0.00726914+0.00547114j -0.0022564-0.00527961j -0.0150102-0.00562939j 0.00609445+0.00472368j 0.00321927-0.000916387j 0.0082677+0.00899036j 0.000996063+0.00479793j -0.00663333+0.00873147j 0.00854234+0.0127031j -0.000982746+0.00299291j 0.00551979+0.00435779j 0.000216242+0.000153512j -7.31291e-05+0.00382669j -0.00664936-0.0033783j 0.00450939+0.0082969j 0.0120445-0.00725569j 0.00168343+0.00484393j 0.00283322+0.00387552j 0.0100496-0.0123207j 0.00558523+0.00513624j -0.0171137+0.00392029j 0.00753984+0.0142833j -0.0130685-0.00973873j -0.00367935-0.00300208j -0.00582093+0.00101268j -0.00487498+0.00128389j 0.000703976-0.00607849j 0.00486238-0.0129025j -0.0125982+0.00277442j 0.00716147+0.0149331j 0.00402195+0.00438854j -0.00550202+0.0097452j 0.00422767+0.00932211j -0.00256092-0.00291374j -0.0126933-0.00371953j -0.00189012-0.00592963j -0.0115668+0.0107734j 0.000279804+0.00323116j -0.00669834-0.00981497j 0.00436202-0.016052j 0.0112374-0.00442203j 0.00801758+0.00701358j 0.00344443-0.00380473j -0.00216606-0.00830979j 0.00024051+0.0091684j 0.0199797+0.00485573j -0.00360364-0.00757372j -0.00830658+0.00321549j 0.0175842+0.0110232j -0.00444636+0.00711194j -0.0039374-0.00237017j 0.0108882+0.0166772j 0.0222907-0.0126371j -0.00436205+0.00267732j 0.00841447+0.0145377j 0.00481816-0.0132034j -0.00153974-0.00327921j 0.00865211-0.00189915j -0.0146144-0.00870469j -0.00532962-0.00792411j -5.39407e-05+0.0126984j -0.00564328+0.0044832j 0.00565749+0.0226108j -0.0225008+0.0127574j -0.0105067-0.0153712j 0.0150003-0.00901453j 
-0.0165871+0.0519151j 0.0508916+0.0171774j 0.0934041+0.00653684j 0.00494746+0.104768j 0.0389257+0.0642894j 0.0933131-0.0546416j -0.0443676-0.0369029j -0.0133889-0.0144059j 0.0413646+0.0653374j -0.0311842+0.0345363j -0.0486312+0.0107454j 0.00824068+0.035421j -0.00994727+0.0296767j 0.00228436+0.0146882j 0.0238137+0.0570341j -0.00941199+0.0594985j 0.0239886-0.0483821j 0.0530991+0.0221104j 0.0678494-0.00231927j 0.00499531-0.031489j -0.0268476-0.0205878j -0.0123218+0.0826414j 0.0265021+0.0278931j -0.00729637+0.0069543j -0.0365085+0.0108057j 0.00334432-0.0143093j -0.0148163-0.0247196j -0.0409965-0.0329394j 0.0275943+0.0263013j -0.0193948+0.00566946j -0.0552543+0.10771j 0.0152711-0.0126655j 0.0176832-0.0271423j -0.0108246-0.0134331j 0.0361019+0.0225026j 0.0145571+0.0120727j 0.0326663-0.0497786j 0.0127355-0.00910635j -0.000375234-0.0107681j 0.00320532-0.0237831j 0.0142764+0.00426617j 0.0405594+0.00253163j 0.00219673-0.0075191j -0.0304996-0.00503543j 0.0506552+0.0135467j 0.00398285-0.000354149j -0.00278669-0.0109584j 0.0340599+0.0337749j -0.0213825+0.00259023j 0.0143271+0.0193035j 0.0411217+0.0102387j 0.00736991-0.00182603j 0.0134214+0.0235438j 0.0417061-0.0381235j -0.060698-0.0104376j 0.000506464+0.066564j 0.0193082+0.0194663j -0.0378336+0.0324527j -0.0667068+0.000925726j -0.014317+0.00771609j 0.0320754+0.000351817j -0.0318548-0.010622j 0.0378115+0.0224837j -0.0239124-0.0519034j -0.0388276-0.0237445j 0.00681528+0.0130494j -0.00774984+0.00615384j 0.0547412-0.0724568j -0.0306454-0.0126181j -0.062904+0.000111164j 0.0201138-0.00777765j -0.000726885+0.00134079j -0.0238086-0.0506773j 0.00093035+0.0332527j 0.00153147-0.0519646j 0.00128867+0.00319383j -0.0823491-0.0293879j -0.00751859+0.0631159j -0.0165644+0.00356183j -0.00663104-0.040798j -0.0201927-0.0246823j 0.0110855-0.00265j -0.0359985+0.0432051j -0.0179213-0.00942069j -0.035778-0.0557649j 0.00332232+0.0726407j 0.0509137-0.0247168j 0.0422103-1.56116e-05j -0.0950287+0.0246399j -0.0342729-0.0870218j -0.0368286+0.0263322j -0.0276817-0.0474557j 
-0.0754755+0.0322709j 0.0212286+0.0644877j 0.0560935-0.0670166j 0.058192+0.0487046j -0.00477772+0.0359208j 0.0592197-0.00162957j -0.0385713-0.0512191j 0.00567099+0.0270588j 0.00114827+0.0118132j 0.0277774+0.030333j -0.019252-0.0173196j 0.00433675-0.00324278j -0.0359034+0.0393256j 0.000741092+0.0349774j 0.0242287+0.0269048j -0.0223141+0.0365658j -0.00509174-0.020909j 0.037823+0.0220391j 0.0186937+0.00174532j 0.0104196-0.0440236j -0.0190913-0.00343554j -0.00207713+0.0390232j 0.0181118+0.0046115j -0.00488199+0.00381333j -0.0216666+0.03326j -0.00841875-0.00396496j -0.019573+0.00471323j 0.00112163-0.013761j 0.0265844-0.00810727j 0.0239514-0.00353245j -0.0439297+0.0543203j 0.010339+0.00628866j 0.00821308-0.0287149j 0.028255+0.0158607j 0.0108063+0.0221797j 0.0261413+0.0197293j 0.0175297-0.00258504j 0.00216683+0.0044156j -0.00784582+0.00324455j 0.00981435-0.029892j -0.00224681+0.0265461j 0.0204164-0.0116691j 0.0199035-0.0220169j 0.00248025-0.00671239j 0.0335659+0.0154176j -0.0127802+0.0142559j 0.0170497+0.0172762j 0.0186364+0.00630099j -0.0320004-0.0105672j -0.00129076-0.0039646j 0.0183533+0.00674166j 0.00114413-0.00569429j 0.017466-0.0031675j 0.0215397+0.00680758j -0.0377925-0.0243788j 0.00226927+0.0363911j 0.0196112-0.00306896j -0.0323909+0.0213888j -0.029298-0.00299233j -0.0257204-0.00958384j -0.0166754-0.0115986j 0.00216277+0.000235511j 0.0354575+0.00917572j -0.0206337-0.0544352j -0.029081-0.0175165j 0.00157313-0.0287894j 0.0153851+0.00733347j 0.00960482-0.0271508j -0.00103949-0.0114153j -0.0510349-0.00113679j -0.00083627-0.0261485j 0.00703277+0.00508898j 0.00020261-0.0149623j -0.0211862+0.0300129j 0.0227573-0.0231799j -0.00253303+0.00622632j -0.0387054-0.0323315j -0.00474304+0.0450042j -0.022549-0.0211966j -0.0121075-0.07665j -0.0529434+0.00851073j 0.02977+0.0186487j 0.0135354+0.036296j -0.0106485+0.0294553j -0.0134532-0.0246619j -0.0276707+0.0290051j 0.0747464+0.0216808j -0.00578493+0.0412978j -0.0403139+0.0877922j -0.0787819-0.021805j -0.0715657-0.0319232j 0.0398272-0.0773495j 
-0.00181165-0.044831j -0.0425606+0.00370928j -0.0259985-0.0141722j 0.0117648-0.014648j 0.0348535-0.076454j -0.0325761-0.0166622j 0.088786-0.00160865j -0.0292448-0.122823j -0.0427568+0.00659344j 0.00953161-0.15053j -0.138243+0.0401412j -0.0813093+0.0808465j 0.106602+0.0722356j 0.0677049-0.0171101j 0.0783063-0.0524807j 0.0519789-0.037251j 0.160638-0.144872j 0.0627525+0.160034j 0.148243-0.0237676j 0.059017+0.058792j -0.103345-0.107645j -0.0192079+0.193383j -0.0211936-0.0147476j 0.0448629+0.0604961j -0.0789628-0.0810676j -0.0232849+0.0180514j -0.013129+0.0115962j 0.00783428+0.022968j 0.0370112+0.0434484j -0.0470449-0.0289594j -0.0180111+0.212027j -0.0563913+0.0822854j -0.0532564+0.0139666j -0.0337798+0.0186369j 0.0556565+0.0533255j 0.0125324-0.00948524j 0.0568824-0.0652805j -0.0601486+0.0537935j 0.0333933-0.05497j 0.0347293+0.0488316j -0.0534109-0.0603409j 0.0596764+0.00167954j -0.0218777+0.0407269j -0.0328701+0.00543435j 0.12196+0.0226156j 0.033587+0.0330164j -0.0769035-0.0233735j 0.147173+0.0183645j -0.0572239-0.019013j 0.0907404+0.0218318j 0.155157+0.00556763j 0.00372236+0.0269565j 0.0702746-0.0200828j -0.0481711-0.0476758j -0.0932502-0.0376425j -0.00573658+0.0968738j -0.0966849+0.0641013j -0.117473-0.0229999j -0.0818516+0.0292899j 0.0214747+0.0363991j 0.0374311-0.0169224j -0.0246684-0.111608j 0.0458561+0.0415091j 0.0332876-0.140426j -0.0628104-0.0174566j 0.0584049+0.0136998j -0.154959+0.0269379j 0.142869-0.146187j -0.0787107-0.0728112j -0.0277083-0.0447019j 0.0677873+0.106274j 0.0678308-0.0275252j -0.0278758-0.0489121j 0.0379126+0.0830771j 0.016202+0.0527123j -0.0113166+0.0772588j 0.0814802+0.0414096j -0.0968874-0.0472635j 0.0112478+0.125828j -0.032448-0.0118281j 0.0911548+0.0644639j -0.0171015-0.0177898j 0.0569916-0.0868363j 0.0296314-0.0536634j -0.0559364+0.125762j 0.0528538+0.0213322j -0.0416641+0.0173651j -0.041406-0.0659765j 0.0328839-0.0062304j 0.0287721+0.0347273j 0.028907-0.0171502j 0.0222892+0.0369134j 
0.0472567+0.0632036j 0.0638308-0.041112j 0.0240344-0.00232563j 0.0134689+0.0539898j -0.0118456+0.0460245j 0.0677933+0.0211948j 0.0313802+0.0345536j 0.0554278-0.0925289j 0.153606+0.0918515j -0.0920488+0.129443j 0.0411511+0.099414j 0.122501-0.0291339j 0.106208-0.0415381j -0.0490887-0.102224j -0.0191505+0.139014j -0.106444+0.00922105j 0.0939121+0.054176j 0.0260505+0.069264j 0.0557921+0.0591807j 0.00293024+0.13244j 0.0445038-0.0581325j -0.088951+0.0978691j 0.0576397-0.0123765j 0.100024-0.0852907j -0.0329791-0.00423778j -0.0816315+0.0266053j -0.0335105-0.0133649j -0.0928564-0.0415233j -0.101161-0.02034j -0.0385742+0.0260255j 0.0585484+0.0415914j 0.077379-0.0142656j -0.0281868+0.0216973j -0.0740053-0.0274346j 0.0770214+0.0428189j -0.028728-0.0286394j 0.0113146-0.0344918j 0.0113951-0.0437271j 0.0228641+0.0120543j -0.0623817-0.0179038j 0.0620764+0.0487727j 0.0636045+0.00208683j -0.0361885+0.0497823j -0.00424605+0.0396789j 0.0476349-0.118053j 0.0583607+0.00363582j -0.14564-0.0652015j 0.0365208+0.0993501j -0.0522836-0.0729014j 0.00784063+0.0140628j -0.0343678+0.0158101j -0.022989+0.00236597j 0.0145919-0.0271939j 0.0294316-0.104447j -0.0580113+0.0320216j 0.0461058+0.055059j -0.00593162+0.0639687j 0.0451884+0.0726535j -0.00503325+0.0209168j 0.0319503+0.0304236j -0.00363841+0.051514j -0.01543-0.0616807j -0.0852831+0.126539j 0.0250537+0.0908924j -0.00655342-0.0695912j 0.00579458-0.0131333j 0.014219-0.0563887j 0.0382746+0.0372238j 0.0404439+0.00268191j -0.0319576-0.0311681j 0.0448951+0.069983j 0.0185161-0.001421j -0.0163575-0.0294826j 0.00507048-0.0142871j 0.0619165+0.0467688j -0.00574133+0.0132013j -0.0930041+0.0229532j 0.10344+0.126818j 0.153208-0.0671225j -0.00246393+0.112257j 0.0704658-0.0383367j -0.0177552-0.0821129j -0.132288-0.0179109j 0.0409775-0.0635097j -0.0457554-0.103531j -0.0608741+0.0135623j 0.00607079+0.0519608j -0.0250794+0.00571437j -0.0259168+0.0238436j -0.0470491-0.0314142j 0.00861257+0.0566638j -0.0610418+0.00568527j 
-0.0391253+0.0167433j 0.00330421+0.0357618j -0.00561691-0.10798j 0.0941864-0.0148412j -0.0944976-0.0221333j 0.0159165+0.11553j 0.0702771-0.0487454j 0.0228741-0.0115746j -0.00903188-0.0598131j 0.0608557+0.0367657j 0.0495321+0.00236124j 0.054126-0.0377184j 0.0115049+0.00349256j -0.0106347-0.0271438j -0.0128695+0.0428176j -0.0782261-0.00398206j 0.00705388+0.0724471j -0.00916374+0.0327601j -0.0403107+0.0287092j -0.00165994+0.0269186j 0.0214519+0.00199626j -0.0285387+0.0126237j -0.00570569-0.0260926j 0.044336-0.0366944j -0.0295856+0.0448035j -0.0289479+0.0242825j -0.0180714+0.0307692j -0.0030077+0.0189838j -0.0371291-0.0655736j 0.024508-0.0146473j 0.0409896-0.032962j 0.0352252+0.0219544j -0.0309313+0.00276993j 0.0224743+0.024009j 0.0053618+0.0225382j 0.0198499-0.0187179j -0.0299669+0.0469953j 0.0118073-0.00322489j 0.0022686+0.0251819j -0.0320002-0.0295233j 0.0224816+0.0421954j 0.0107327-0.0333216j 0.00140252-0.00594808j 0.0186988+0.0033854j 0.0171644-0.041287j 0.00483355+0.0356945j -0.026378+0.0091526j 0.000447289+0.0196294j -0.0387571-0.0433068j -0.000573883-0.0332322j -0.0402504-0.00720017j -0.0262124+0.00649262j 0.0198373-0.0220599j 0.00707516+0.0148455j -0.0186028+0.00381513j 0.0353396+0.000509531j 0.00880222+0.00241371j 0.0296254+0.0401833j 0.0294258+0.019752j -0.0200762-0.00518814j -0.0408097+0.0203777j 0.0263239-0.0306912j -0.00858323+0.0532761j 0.0134873+0.0229251j -0.00896477-0.0341251j 0.00426966-0.0540537j 0.0318764-0.0293487j -0.028328+0.04132j 0.0378096-0.0249452j 0.000604439-0.0055658j -0.00804439+0.0264344j 0.0345092-0.00212951j 0.0200592+0.0200046j -0.0352624+0.000130863j 0.0870774+0.0320754j -0.0345597+0.00991295j 0.0134145+0.00547349j 0.0549965+0.0552546j 0.0477111-0.0724445j -0.023831-0.0368004j -0.0205732+0.0296229j 0.0325228-0.00631542j 0.0666831+0.00409857j -0.00391188+0.10642j 0.0264283-0.00984094j -0.0953224-0.0437841j 0.026204+0.110306j -0.0989893+0.0441089j 0.0454385+0.0892027j -0.0751787+0.0662571j -0.0352749-0.0241477j 0.0252886-0.0292409j 
0.00103677+0.0974134j 0.0908977+0.00428881j 0.144291-0.0241897j 0.0384111+0.132431j -0.0261024+0.03529j 0.0798755+0.00691823j -0.00499348-0.104908j -0.0863067+0.0632317j -0.0665268-0.0722292j 0.0602642-0.00802695j 0.00101723-0.0330603j -0.0108094+0.058695j -0.0946525+0.024319j 0.0407671+0.0481593j 0.0249553+0.020231j -0.0580313+0.0897187j -0.023661+0.0187397j 0.0321459-0.00498439j 0.0104614+0.0149629j -0.0358828-0.0846206j -0.0539752+0.0288471j -0.00674452+0.0634739j -0.014641+0.0162417j -0.0288104+0.0284963j -0.0614187+0.0748635j 0.0253037+0.0108962j -0.0129196-0.0152286j 0.000918849-0.00587834j 0.081023-0.00535027j -0.00361711-0.0581106j -0.0649888+0.0988384j -0.0143525+0.0193561j 0.0128734-0.0619731j 0.0478775+0.00940654j 0.000739505+0.0222666j 0.0534166+0.0121685j -0.0108028-0.00288175j 0.00681328+0.00253455j 0.00071142-0.0354586j -0.0183424-0.0367406j 0.022642-0.0114013j 0.0015531-0.00618469j 0.00392127-0.0451793j -0.031853-0.00359963j 0.044507+0.0651544j -0.0137963+0.0203014j 0.0888371+0.015701j 0.0143224-0.0215083j -0.0281859+0.00181271j 0.0186917-0.0117421j 0.0437256-0.00582915j 0.0148643-0.00201947j 0.0178176+0.0444595j 0.0205522+0.0456281j -0.063863-0.0175519j 0.00401632+0.0108377j 0.0306184-0.0106154j -0.0522864+0.0267504j -0.0555525+0.0117929j -0.0599553+0.0200514j 0.00854988+0.00341261j -0.0152901+0.00701744j 0.100383-0.0048265j -0.0182729-0.0752928j -0.0690656+0.000147398j 0.00899823+0.0176948j 0.0193311+0.0167624j 0.00558536-0.0805116j -0.0156226-0.0217246j -0.0161714+0.0213135j 0.00669544-0.0317464j 0.0102558+0.0295294j 0.0357443-0.0221844j -0.0505727+0.0576359j 0.0241947-0.0632829j -0.072487+0.0135807j -0.014846+0.00358226j -0.00385555+0.0408086j -0.0817353-0.0386269j -0.00534401-0.13935j -0.0551564-0.0375959j 0.0865188+0.0951207j 0.0709722+0.0121489j -0.0677878+0.153881j 0.0714893-0.00111468j -0.0339517+0.028022j 0.114618+0.0317935j -0.029341+0.0901906j -0.106611+0.0716665j -0.0629504-0.11453j -0.0602695+0.0601901j -0.0692295-0.0722634j 
0.0581592+0.00857781j 0.00734286-0.0514547j -0.00646758-0.0357018j 0.0348164-0.0230648j -0.097024-0.111118j -0.0760055+0.11525j 0.144073-0.0301874j -0.0576242-0.00617803j -0.093023-0.16941j 0.092272-0.0715078j 0.0694946+0.00405641j 0.0107654+0.0117075j 0.0191092-0.0189024j 0.0570402-0.0506219j -0.0109608-0.0491539j -0.0625042-0.0321578j 0.0308819+0.099279j -0.0534572+0.0281018j -0.0545568+0.0374759j -0.0367019+0.0470175j -0.0176934+0.0236053j -0.0225739+0.0019033j -0.0622176-0.0385546j 0.033774+0.0065375j -0.032087+0.0387512j -0.0177427+0.0518988j 0.00746059+0.0393933j 0.0303108+0.0650095j -0.00298841-0.0613304j 0.00185809-0.0620687j 0.068925-0.0186825j -0.0126909+0.0466402j -0.0528547+0.00857553j 0.0380708+0.0280071j -0.0169762+0.0186373j 0.0195026-0.0358629j -0.0518963+0.0624188j -0.0118102+0.0153441j 0.0374283-0.0222439j -0.0483966+0.0142103j 0.00914855-0.0147009j -0.023624-0.0224302j -0.0133113-0.00189043j -0.00473509+0.0167349j 0.0123177-0.00777742j 0.0185824+0.0466203j 0.00917055+0.00429788j 0.0207069-0.0255112j -0.0190221-0.0240668j 0.0226905-0.0495376j -0.011868-0.0200637j -0.00926536+0.0247346j 0.0234262-0.0134747j -0.059851+0.038525j -0.0116298+0.0079225j 0.0381658-0.049398j -0.0330773-0.00335905j 0.0132803-0.0190174j 0.0423238+0.0370561j -0.0288049+0.0200124j -0.0368717+0.0128332j 0.0464484-0.0367913j 0.0381675+0.0255505j 0.0452551+0.0149726j -0.0230676+8.01119e-05j 0.0093558-0.018151j -0.00386611-0.0271764j -0.0262287+0.0176492j 0.0162959-0.0366925j 0.0882463+0.0178978j 0.0163961+0.0661475j 0.0617224-0.000741963j 0.0448118+0.0461561j -0.0323146+0.0362727j 0.0538823+0.0686052j -0.0834367+0.037707j 0.135724+0.0895786j 0.038356-0.0278454j 0.031353-0.055703j 0.00970261-0.0437329j 0.0434001+0.0266581j 0.0773505+0.0381349j 0.123043-0.0924135j -0.023725+0.163731j 0.117401+0.0806342j -0.0754294-0.0722283j -0.00914569+0.108908j -0.104969+0.0611874j 0.0592885-0.00849888j 0.0237648+0.0481476j 0.0347288+0.0385276j -0.0442334+0.041078j 
