-0.426118+0.415913j -0.261512+0.416296j -0.980256+1.75408j -2.48628-0.589438j -0.657166-0.630923j -0.636624+0.413567j -0.547636-0.755803j -0.0374863+1.08336j -0.0489508+0.54778j -0.655173-0.109806j -0.185244-0.143807j 1.18571+1.06431j -0.150055+0.738038j 0.93233-0.613793j -0.171237-0.182441j -0.161687+0.483716j 0.283709-0.63874j 0.0417623+0.204554j 0.0591766+0.956544j 0.522236+0.749542j -0.307331-1.3499j -0.965598-0.440839j 0.0973617+0.642382j 1.00724+0.265046j -0.855232-0.0977655j -0.378832-0.284465j -0.2336-0.485964j 0.0739358-0.145444j 0.0438812-1.12568j 0.924599-0.838709j 0.367021+1.06846j -0.145125-0.175559j 0.325203-0.220473j -0.423213-1.08792j 0.157562-0.557874j -1.27143-1.0011j 0.165711-1.29151j 0.294532-0.326438j 1.54312-0.735702j -0.0834482-0.90701j 0.578113+2.01757j -3.65912+1.55385j 1.49602+2.78602j -2.02666+1.64231j -1.92396-2.45026j 0.610272-0.418052j -0.356939-0.461571j 0.807553-0.110416j 1.29771-0.271375j -1.29594+0.566679j 0.092544-0.734219j -0.577727-1.79979j -0.541337-2.18777j 1.33663+0.385414j -0.287724-0.298027j -0.478007+0.583411j 1.15584-0.412814j 0.953778-0.287006j -0.130683-0.393169j -0.808129+0.375731j 0.816682-0.230311j -0.617058+1.36961j -1.10361+2.24571j -0.243054-0.16198j -0.58409+0.630354j -0.076041+0.640025j -0.191744-0.358064j -0.5907-0.81654j 0.046464+0.993917j -0.999783-0.0231368j 0.686351+0.307156j -0.362753-0.0272909j -2.21368-0.513748j -0.990953+0.899601j 0.713028-0.850497j 0.825977-0.453568j -1.207+0.0377145j 0.0801862-0.357718j 0.0171635-0.408837j 0.354285+0.170055j 0.79158+0.249166j -0.763829+1.66515j -2.11968-0.882844j 0.246884-0.231128j -0.587216+0.58005j -0.59576-0.238134j -0.889045-0.980608j 0.35131+1.11501j -1.05037-0.593178j -0.054878+1.06213j -1.57696-2.13291j 1.87808-2.19431j 
0.409105-0.778026j -0.271472-0.1549j -0.586176-0.277833j -1.67944+0.355544j 1.3072-2.22573j 1.50439+1.42975j -0.538792-1.58731j 0.248323+1.23628j -0.594477+0.884296j -1.30445-1.58716j -1.64255-0.0472435j -0.810296+0.412167j 0.756317+1.03545j 0.0753326-0.191679j -0.458244+0.489112j -0.0294246-0.0468759j 0.765549-0.711275j 0.185022+0.0178117j -0.556848+0.761733j 0.720234-0.949416j 0.521248-0.182793j -0.842357+0.514665j 0.258238+0.820031j 0.0675657-0.40385j -0.383774+0.0482503j 0.0767092+0.833957j 0.0720041+0.138506j -1.22412-0.0908703j 0.570242-0.4333j -0.699452-1.52237j 1.43403+0.121045j -1.41738+0.648252j -0.129489-0.900012j -1.6528-0.579361j -2.18931-0.251499j 0.35392+0.798921j 1.58893-1.52666j 0.670299+1.90616j 0.151881-0.514458j -0.463145-1.4171j -0.0759489-0.512686j -0.0975013-0.338948j 0.170729-0.507398j -0.901627-0.484322j -0.483005-2.88696j 2.28972+0.0274638j -0.249844+0.0917278j 0.242184+0.491358j 0.783333+1.69261j 1.26995-1.03485j 0.639833+0.648803j 1.02006-1.14565j 0.763874+0.481536j 0.706114+1.68176j 0.175993+0.0244472j 0.270738-3.18442j 0.230542-3.09216j 0.0657793+0.0948971j 0.57953+1.26546j 0.192889+0.107777j -0.488404-1.42392j 0.412428-3.48406j -0.579538-0.909595j -0.617607+3.73204j -0.595935-0.261543j -1.08952-3.26339j 0.386153+1.12091j -0.249238+0.0455929j 0.509013-3.0318j -0.545737+0.695753j -0.0448748-5.15179j -0.0498791+0.397328j -0.235851-0.996422j -0.428342-0.704099j -0.158727-0.336874j 0.00974729-1.38623j -0.0660707+4.60203j -0.548719-1.03335j -1.17942-1.7948j -0.00617624-1.22169j 1.11899-1.28017j 0.522481+3.02405j -0.887239-0.171013j 0.968897+0.17858j 0.00752457+1.72131j -0.173861+0.0265555j -2.31945-2.37631j -0.739628+1.84677j 0.127796+0.485476j -0.0601178+0.0098485j 0.0337747+0.504759j 0.448035-0.235533j 
0.925642-1.19919j -0.133212-0.674252j 0.964831-2.35227j 1.57262+1.32496j 1.16796-0.884086j -0.0367831-0.134338j 0.864604+1.22164j 0.747984+0.716938j 1.35533-1.09954j -0.420846-0.123715j 0.932775-1.02724j -1.10336+0.492071j 0.738398-0.81895j 0.80471-0.210048j 0.584633-0.558023j 0.681495-0.285423j 0.259652-0.588749j -1.46793-0.747569j -0.310087-0.644086j -1.54116+0.477516j 0.840454-0.235817j -0.498286-0.778366j -0.301019+0.83522j -1.38541-0.061253j -0.996911-0.829968j 1.32011-0.0422116j -1.36764+0.808772j -0.656832+0.85458j 1.38735-0.222902j 0.498253+1.49561j -0.731862-1.27646j -0.076462-0.57405j 0.174829-0.115114j -0.772414-2.72857j 0.11601-0.239417j 0.181985+0.997024j -0.129756+0.581843j -1.06609-0.720116j -1.12345-0.507067j -1.18256-0.33829j -1.44771-1.30962j 1.44644+0.314225j 0.903631-0.60112j -0.0753211-0.890474j -0.766671-0.119859j -0.412585+1.70308j -0.298911-0.82443j 1.01025+2.35386j -0.00427146+1.13002j 0.478118-1.58249j 0.527576+3.53104j -0.796508-1.70588j 0.474353+1.00492j -0.397632+1.99191j 0.441266+0.648844j -0.0790133-6.46118j 0.14819-4.08607j -0.724316+0.211027j 0.3556+0.305523j 0.0166443+0.0501396j -0.193323-2.44213j -0.224025-6.74297j -0.393503-0.999786j 0.562113+5.69641j -0.464496-0.0153242j 0.209616-5.67854j 1.0731+1.40011j 1.01484+0.0787935j -0.208527-5.25304j -0.33399+0.798181j -0.859328-6.70058j 0.477864-0.572026j 0.1803-1.7975j -0.680293-2.50501j -0.417018-0.730534j -0.322226-1.82049j 1.10335+6.2598j -1.469+0.0684869j -0.352698-2.65495j -0.7092-1.46129j 0.00428383-2.17315j -0.163839+2.37628j 1.29763-0.179378j 0.511409+1.18839j 0.359674+2.12076j -1.63107-1.27881j -0.0945609-2.29871j -0.12435-1.08677j -0.383488-1.07636j 1.23089-0.473015j 0.761678+0.589902j 0.245898-0.159789j 
0.422576-2.13053j 1.84324+0.0909196j -0.403715+0.56203j -0.0930536+0.0267401j 0.364921+0.166733j -0.755804-0.0415624j -0.556426+0.496017j -0.732862-0.339241j -0.223114+0.979888j 0.323705+0.703758j 0.0958073-0.240396j -0.120629+0.0137578j -0.0142304+1.51759j 1.31288+0.44271j 0.744592+0.780057j 0.31339-1.93472j -1.11086+0.654041j 1.56905+0.5274j 0.996814-0.0580304j 0.644145+0.9599j 0.765839+0.195331j 0.990776-0.0116003j 0.286067+0.293925j -0.0959599-0.434668j -0.340531-0.80725j -0.0250298+0.507648j 0.0621121-0.10778j -1.14014-1.22003j -0.828228-0.302379j -0.258112+0.257276j -1.28725+0.620178j -0.653501+1.38479j -0.0501916+0.0785275j -1.79586-0.167888j 0.962069-0.0803574j 0.0539914-3.03684j 0.409273+0.441735j 0.584035+0.16433j -2.6864-0.345362j 0.26773-0.486524j -0.100904-0.489389j -0.55036+1.26017j -0.236651-0.316545j -0.0444019-0.0739463j 0.181582-0.238809j 0.481744+0.514608j -1.0958+0.0776477j 0.531846+1.52694j 0.654656-0.0727039j 0.112935+0.306501j 0.305089+1.0299j -0.846778-0.36152j 1.57818+0.562062j 0.49035+0.0858575j -0.733326+0.436174j -0.180335-1.46596j 0.700275-0.334574j -0.342044-0.36848j 0.818222+0.400637j -1.78693+0.688168j 0.985431-1.49789j 1.23321-1.29192j -0.472898-1.09412j 0.871926+0.80004j 0.00940748-0.508434j 0.680586-1.54295j -1.49436+0.347942j 0.46837+1.56328j 0.22082-1.4609j 0.415312-0.880176j 0.688483-2.83508j -0.267488-0.160059j -0.830087-2.1087j 0.0102846-1.13379j -0.421702-0.319417j -0.264164-1.46142j 0.470558+2.48309j -1.09834+0.41745j -1.02257-0.0244639j -0.0713435-0.775157j -0.504231+0.930929j 0.301933+1.19563j -0.14846+0.298497j -1.19806-0.0633006j -1.02619+0.34675j 0.445344+1.44115j 0.237399-0.169501j -0.450253+0.438175j -0.183212-0.977928j 0.262797-0.470927j 0.00901306-0.176461j -0.165903-0.209861j 
-3.04967+0.876536j -1.18681-2.51268j 1.20321+0.0919037j -0.113541+0.155506j 0.0835715-0.658537j 0.163071+1.11036j 0.857468+0.585693j -0.159358+0.953496j 1.0364-0.171564j 0.775191-0.62528j -0.51662-0.0519019j 0.0673226+0.137804j 1.77852-0.620447j 0.113885-1.82655j 0.552015-0.936349j -2.39767+0.289738j 1.12389+1.25718j 0.133268-1.70542j -0.444813-1.25484j 0.770294-1.44318j -0.11982-0.944766j -0.540749-1.3595j 0.00783417-0.607718j -0.11951+0.316689j -0.639621+0.840019j 0.685188-0.00415669j -0.559415+0.194027j -1.38966+1.42062j -0.10916+1.12592j 0.0858404+0.161777j 0.991486+1.4331j 1.66032+0.353956j 0.0539929+0.0424602j -0.387296+2.06037j 0.2924-1.29478j -0.444419-1.33146j 0.634626-0.698177j -0.212066-0.323363j -1.49748+0.677286j 0.272207+0.879255j -0.065726+0.210264j -0.316871+0.860494j -0.328462-0.0940341j 0.0559893-0.175637j 0.134366+0.297998j 0.339245-0.691173j -0.46574+0.359197j 0.378034-0.195319j -0.0556197-1.24463j -0.0283579+0.764074j -0.103007-1.46568j -0.652537+0.977998j 1.25131-0.395996j 0.171339-1.32992j -0.455583-0.151862j 0.142782+2.43963j 0.714593+2.08012j -0.0148954-0.369066j 0.341549-0.667833j -1.25027+0.477607j 0.557147-0.213756j 1.1077+2.79926j -0.402084-0.373306j 0.703581-2.48532j 0.146937-0.400939j 0.561505+1.86788j -1.62044-0.558541j 0.243491+1.26445j 0.219894+1.74931j 0.418723-0.800349j 0.897138+2.09836j -0.269081-0.270617j -0.676818-0.810968j 0.138986+0.0832693j -0.179372+0.0501567j -0.0182516+0.722996j 0.0557172-1.53747j -0.75927+0.770683j -0.782053+1.42314j 0.0485361+0.417557j -0.451591+1.59423j 0.270987-0.866131j -0.154569+0.138586j -0.919948-0.98673j -0.746512-1.16373j 0.361956+1.02212j 0.250819+0.804944j -0.331745+0.537802j -0.0257345-0.282605j 0.132329-0.038561j -0.06978-0.294527j -0.157654-0.165304j 
0.182971+0.00878837j -0.0211338-0.183026j -0.354017-0.390039j -0.0491066-0.028326j -0.215011-0.455293j -0.421269-0.0143255j -0.204837-0.748064j -0.414579+1.1784j -0.282231+0.262145j -0.105302+0.683061j -0.343035-0.960867j 0.487377-0.941544j 1.16397+1.29732j 0.830671+0.58563j 0.0744999-0.203283j 0.324299+0.693324j -0.0589811+0.659038j -0.0507075-0.120111j -0.0472955-0.521381j -1.09681+0.83057j 0.739582-0.0124056j 0.622279+0.0114464j -0.228928+1.88677j -0.613951+0.731147j 0.457396+0.558287j -0.575829-1.50662j -0.0237349+0.35993j -0.132072+0.822372j -0.228921+0.182928j -0.333784+0.216421j 0.151165+0.26839j 1.12271-0.277959j 0.425465+1.00481j -1.59546-0.588625j 0.320782-0.217055j -0.318174-0.369996j -0.607657+0.196744j 0.0389943-0.791052j 0.277274-1.05705j -0.0312024-1.24304j 1.25168+1.7134j 0.148568-0.269161j 1.41472-0.0872319j -0.826221+1.76986j 0.331469-1.80135j -0.103709+2.4712j -0.450563-1.25913j 0.141422+3.10403j 0.11014+3.76951j 0.45804-1.5309j 0.61622+6.0117j -0.00554821-3.57573j 0.188704+2.77294j -0.557244+5.29788j -1.35571+1.20985j -0.771913-11.7791j -0.45082-9.47932j 0.163889+0.00785189j 0.433341+3.21757j -0.19242+1.82123j 0.0833316-4.47809j -1.98539-11.4532j -1.38823-1.92018j 0.779219+9.91172j 0.383145+0.865592j -0.565188-8.69497j 0.840453+3.78017j -0.202561-1.49603j 0.701776-8.41299j 0.253894+0.80549j -0.536185-12.3585j 0.312383+0.0401385j 0.575211-2.71534j -0.431-3.14246j 0.470973-0.920034j 0.0865927-6.42625j 1.16584+11.7316j 0.203539-1.49575j -0.542663-6.70286j 1.22627-3.3311j 0.529878-2.97166j 1.39051+4.53462j -0.210657+0.810207j 1.19681+3.59893j 1.1742+4.63416j 0.763151+1.8095j -0.397468-2.60448j -0.422724-0.616236j -0.302585-0.611187j 1.17199-2.11089j 0.533206+3.12812j -2.89682+0.986982j 
-0.00562552-0.151577j -0.0210391+0.0169775j -0.237323+0.472897j -0.442797+0.116139j -0.31341+0.254007j -0.204476+0.81943j -0.349649+0.41661j 0.904063+0.354929j 0.364064+0.289296j 0.849255-0.116196j -0.079962+0.481021j -1.17969-0.496584j -0.0902859-1.39605j 0.669405-0.729522j 0.802087-0.486278j 1.21895-0.60255j 0.799788-0.238935j 0.35119-0.0255644j -1.42626+0.611563j -0.086454+1.97519j -0.307023-0.933536j -0.291687-0.542338j 1.97613+0.135566j 0.903735+0.609443j 1.27069-0.723808j -1.0024+0.922384j 0.577628+0.0567498j 0.766085+0.0346745j 0.581288+0.279794j -0.477614+0.380938j 0.174516-0.233033j -0.881155-1.58221j 1.0752-0.817587j -0.578465+2.73357j -0.70689-0.601401j -0.0214863+0.0499702j 0.843813+0.934271j -1.40105-0.176659j -1.49552+0.0129749j -2.39669+0.0594716j 2.04566-2.16553j 0.643353-1.09376j -1.10589-0.625035j 2.10445+2.27458j -0.147263-1.08068j 0.0710413+0.713248j 0.407911-1.32256j 0.219101+1.13215j 0.396224+1.51159j 0.0937308-0.615084j 0.328728+2.62107j -0.137609-1.16282j 0.119846+1.31144j -0.317974+1.99097j -0.42404-0.227979j -0.476714-4.6925j -0.206512-4.11314j 0.179848-0.128889j 0.34782+1.36156j -0.487961+0.882664j 0.38018-1.79528j -1.29022-4.63091j -0.839528-1.11722j 0.479846+3.87942j 0.292276+0.703748j -0.307671-3.43564j 0.515605+1.40463j 0.0287796-0.61398j 0.329518-2.95251j 0.167546+0.21246j -0.29071-5.11627j 0.108261+0.309387j 0.134726-0.515922j -0.513665-1.32033j 0.433087-0.413224j 0.176022-2.67832j 0.763361+4.87206j -0.97311-0.49696j 0.20843-2.9515j 0.342841-0.953193j -0.353668-0.889886j 0.762802+2.28228j -0.62797+0.121273j 0.0282746+1.31411j 0.634958+1.75393j -0.0831525-0.0214196j -0.213396-1.12576j 0.270558-0.114038j -0.404045-0.221223j -0.421677-0.897148j -0.127854+0.696702j -1.37094-0.0380153j 
-0.228961-0.0357095j -0.480149+0.906319j -0.647867+0.43008j 0.298308-0.69916j 0.267612+0.963096j -0.300855-1.09045j -0.964372+1.79424j 0.286215-2.6991j 0.205985-0.707633j 0.647313-1.33059j -0.141048+2.45665j 0.20165+1.07806j 0.211589-4.0669j -0.82349-1.4626j -0.278843+2.95737j 0.662997+0.997353j 0.935387+0.345233j -0.0354574+1.15653j 0.0985683-2.00726j -0.475246-4.21401j -0.19182-0.752598j -0.347084-1.04851j -0.916332-2.11038j -0.240322-0.230611j -0.780429+2.45588j -0.367138+1.56628j 0.261201-0.528024j -0.588641-1.97078j -0.448344+0.89729j -0.349281-0.968187j 0.323397-0.889122j -1.14374-1.63137j -0.110848+0.863407j -1.40796+0.668448j -0.00394616-0.618491j -0.368009+0.82771j -1.26608+0.557938j -0.0409271+0.710935j 0.819362+0.961403j 0.326099-0.717966j 1.05121-0.985108j 0.235864+3.01607j -1.62723-2.99636j 1.69637-1.35629j 0.278334+5.73976j -0.849426-10.443j -0.768352+4.69172j -1.00513-13.8331j -0.941313-19.1579j 1.18505+5.78647j -2.13787-24.156j 0.957552+14.9124j -1.07548-10.6492j -2.00129-20.6054j -0.497509-7.45711j 3.12111+44.4439j 2.03329+35.5823j -0.336272+0.287246j -1.41806-11.0555j -0.110455-3.73933j 0.588223+14.4507j 2.41036+48.0964j 0.893153+5.80646j -2.04135-41.8714j -1.09395+0.918194j 1.69511+38.006j -1.82064-11.8987j 0.355723+2.92432j 2.7554+36.1225j -0.372301-2.81165j 3.20651+51.5568j 0.782291-2.86254j 1.7659+10.9527j 1.48709+12.9678j 0.386205+4.02448j 1.54538+24.1811j -2.89185-45.3387j 2.08034+6.60498j 1.88349+22.5107j 1.68816+14.7077j 2.03578+12.6455j -0.773929-23.3626j 0.973284-2.02633j -0.210907-9.79281j -2.117-16.7403j 0.70601-0.117467j 1.0197+11.6337j -0.543173+3.42778j 1.63448+4.93357j 2.79765+4.49321j 0.160993-0.592872j 1.25453+0.598334j 
0.0639183+0.169553j 0.329537+0.264365j 0.548507+0.537629j 0.244559+0.285142j 0.222825-0.933314j 0.387698+0.937513j 1.24042+0.386689j 0.181978+1.46335j -0.237615+0.193453j -1.17887-0.21048j -0.838835-1.18744j 1.53697-0.824308j 0.552019+1.3579j -0.0109831+1.73015j 0.713491-0.57766j -0.617359-0.868889j -0.247293-0.648772j -0.590603-0.459767j -0.492528+0.16873j -0.625259+2.83509j 0.90112+0.224563j 0.973+1.07352j 0.0722501+3.165j -0.553204+1.01125j 1.26286+0.946617j -1.18374-1.0786j 0.947125+0.774463j 0.944641+2.41364j 0.481241+0.581219j 0.998325+0.97812j -0.124746-0.134907j 0.904811+1.21503j 1.96395+0.857212j -1.24849+1.79068j 0.541363-0.421759j -0.04782-0.32432j -0.41344+1.95338j 1.43816-0.882039j 0.116104-2.03513j -0.985192-1.80761j 1.94513+0.762909j -0.112906-1.29144j 0.279068+1.45509j -0.789337+0.217331j 0.501972-2.04879j -0.0861073+5.46429j -0.248522-0.758858j 0.23698+6.10812j 0.923743+8.30319j 0.153046-1.83519j -0.0878297+9.59554j -0.410144-7.22013j -0.293512+3.89976j 0.140242+8.49662j 0.371908+3.25394j -0.0415853-19.9675j -0.0109154-14.3838j -0.306753+0.386173j -0.255286+5.1679j -0.041262+0.835407j 0.024293-5.80041j -0.834804-21.8791j 0.935514-3.03511j 1.02874+18.1493j -0.944885-0.595922j -0.839964-16.5451j -0.866708+6.00722j 0.427467-1.76258j -1.01979-15.0612j -0.125284+0.879674j -0.849466-22.2399j 0.488438+1.05085j -0.42559-4.40034j 0.145087-5.326j -0.290048-1.10169j 0.0323839-10.532j 0.18436+20.4931j -0.0318184-3.61015j 0.66791-9.63991j -0.85561-4.95827j -0.842177-5.01486j 0.736994+11.4406j 0.447058+0.700767j -0.72343+5.00771j 0.131132+8.12538j -0.0276502+0.510545j -0.573207-5.25515j -0.899053-2.34758j -0.354149-2.64343j 0.296344-0.233481j -1.3077+1.12834j 0.415705-1.04416j 
-0.0424448+0.0924735j 0.365701+0.186939j 0.78712+0.347993j 0.404766+0.493287j 0.415372-0.557351j 0.874394+0.464642j 1.31156+0.365572j -0.0284742+0.155784j -0.150934-0.184849j -1.30001-0.615511j -0.0645401-0.704188j 0.920192+0.117049j -0.82298+1.15967j -0.733829+0.985199j 0.229776-0.833432j -0.966962-1.40307j -0.569182-1.02309j -0.426065-0.472118j 0.208173+0.952342j 0.961456+1.4949j -0.205807+0.365745j 0.37542+0.882693j -0.0148646+0.725989j -0.077018+0.0639112j 0.737323-0.354077j 0.0926889+0.257402j 0.485438-0.285054j 0.369503+0.990595j 0.600142-0.223471j 1.10667+0.905402j -0.543724-0.342299j -0.525675+2.08036j 0.896675-0.424624j 1.97782+1.42173j -0.132507+0.423079j 0.0768855-0.0191064j 0.553101+0.569761j 1.19324+0.395812j 0.266252-0.199481j -0.264728+0.969952j -1.28137-0.944984j -0.639905-1.09927j -0.0861162+1.90243j 0.796373-2.54908j -0.0683745-0.780936j -0.415986+3.35726j -0.961334-0.187962j -0.309308+3.47286j -0.426142+4.51754j 0.0756194-1.87406j 0.0884691+5.42629j -0.0155972-4.05164j -0.0133433+2.52958j 0.109389+5.90014j -1.37647+3.13606j -0.871873-11.3836j -0.876815-8.22193j -0.223457-0.0181522j 0.345413+2.97002j 0.930463+1.253j -0.781994-4.01572j -0.126501-10.7229j -0.372558-0.504223j 0.0396701+10.0077j 0.829078-0.217552j 0.371171-9.28592j 0.666677+3.25327j -0.654611-1.18093j 0.450683-10.2098j 0.2733+0.265247j -0.368314-13.0564j -0.0971987-0.142441j 0.518981-4.02225j 0.201919-2.80243j -0.187551-1.41193j -0.637327-6.8714j 1.16815+11.1591j 0.537556-1.9535j -1.29612-6.09022j 0.692425-4.60999j 0.0475454-3.48387j -0.047797+4.65756j 0.546766+0.87392j 1.14645+2.44386j 0.859036+4.12977j 1.47758+0.055971j -0.225839-2.5944j -0.636239-1.07808j 0.109454-1.25518j -0.557276-1.62535j 1.94484+0.682526j 0.734133+2.34268j 
0.554407+0.438152j 0.720573-0.775156j 1.00257+0.309068j -0.256372+0.208767j 0.757975+0.296894j -0.137881+2.74703j 1.54063-0.505862j 0.483087+3.58339j 0.0574786+0.810646j 0.241316+0.837183j -0.545289-2.95956j -0.446661-0.116477j -0.246051+4.04631j -0.32262+1.41721j 0.021809-2.76633j -1.49706-1.39804j -0.653846-1.33341j 0.280982-1.60779j 0.069501+1.79722j -0.280973+5.60143j 1.21957+1.55629j -0.927104+1.61074j -0.744155+2.09999j 0.331676-0.143023j 0.503484-1.17377j -0.296893-3.12319j 0.51092+1.23203j -0.174494+2.90614j 1.23298+0.294208j -0.430648+3.02191j 0.387389+1.75271j -1.12923+1.45588j -0.157422+1.8551j -0.198283+0.37595j 0.275957+1.70253j 0.0609364-0.199255j 1.49017+0.1317j 0.169398+1.41522j -0.605727-2.37003j -0.24749-0.952609j 0.386257-0.404965j 0.253768-2.98702j 0.980502+2.70319j -0.871528-0.334946j -1.64168-8.67953j 1.92073+12.8216j -0.262096-3.99146j 1.08695+16.0899j 0.181699+21.719j -0.484609-6.33972j 2.07723+28.1329j -0.608319-19.1621j 1.51144+11.6174j 1.7339+25.1435j 2.37392+9.73521j -3.42622-54.4577j -3.34848-42.8598j 0.365025+1.18743j 0.888005+12.8924j -0.738812+3.0781j -1.25896-16.9504j -3.73867-56.975j -0.416716-6.95691j 3.35568+49.1695j -0.00751993-2.76007j -4.13206-44.3678j 1.5238+16.5732j -0.474411-4.00635j -2.35445-42.2497j 0.0636757+5.7579j -4.32854-60.0597j 0.764345+2.10462j -0.540734-13.3192j -1.72395-14.0234j 0.0158501-3.89571j -2.48538-28.3189j 3.19686+54.2443j -0.290195-8.40838j -2.38454-25.4125j -1.18472-14.515j 0.0195066-15.5505j 1.58932+25.9739j -0.59539+2.93227j 1.61657+11.9765j -0.62837+19.1584j -0.574802+2.58345j -0.53404-13.2407j 2.1113-3.86069j 1.06694-7.59465j 0.348228-4.59338j 0.994142+2.20882j -0.513529-0.81267j 
0.24914+0.2595j 0.628175-0.502523j 1.13137+0.937821j -0.650211+1.16263j -0.448967-0.66555j 1.07712+0.340555j 0.476277-0.414841j -0.67694+2.05735j 0.13135+0.605747j -0.388868-0.0665086j 0.0998259-2.14961j -0.577994-0.131552j 0.118677+2.48787j -0.812739-0.163387j -1.24107-1.7815j 0.536334-1.44671j 0.606768+0.912791j -0.324168-2.52243j 0.294357+1.39404j -0.115215+3.19261j 0.822327+1.0503j 0.661753+1.56791j 0.0112725+1.10195j 0.862475-0.726708j 0.194655-1.26817j -1.56369-1.69321j -1.25965+1.7045j 0.0176703+1.90546j 0.769411+0.813279j -0.169743+1.54001j 0.226059-0.543183j 0.253103+0.810822j -0.0239001+0.263115j -0.444939-1.04331j 0.311435+1.02351j 0.366928+0.188823j -0.940157+0.62185j -0.80872-0.775669j -1.83895-1.31331j -0.289755+0.344033j -0.975585-0.368175j 1.1215-1.34039j 0.7235+2.03337j -0.159949+0.291438j -0.64644-3.11621j 0.160312+8.56752j 1.48007-3.04195j 1.74443+9.65557j 1.21168+13.3332j -1.15314-4.43684j 1.50154+14.6825j -0.114873-10.3522j 0.294937+6.8141j 1.38212+13.2702j 0.501883+5.98608j -1.0921-31.604j -2.66446-22.5264j -0.09535-0.0749552j -1.21055+6.21487j 1.21461+1.21252j -1.42276-10.1389j -2.77717-32.5842j -1.64863-4.50099j 2.06168+29.0159j -0.35721-0.829494j -1.08051-26.0969j 0.565058+8.83361j 0.412197-2.97122j -0.577442-25.1139j 0.636816+3.16168j -1.83653-34.2899j 1.34631+0.81176j -0.159406-6.96894j -1.84064-9.82122j -0.172132-1.8813j -0.6308-14.8276j 2.05621+32.285j 0.42423-3.91417j -0.977228-15.1842j -0.597204-9.72173j -1.16158-9.00144j 1.77994+15.226j 0.331987-0.191962j 0.141421+7.72944j 1.19157+11.1859j -1.14892+3.34124j -0.51824-7.894j -1.70113-2.44295j -0.149092-2.82071j -0.488144-3.87143j 0.106741+0.335738j -0.191117-0.510893j 
-0.138541+0.688685j 0.732165+0.0869764j 0.270432+0.812676j 1.38305+0.218326j -1.33032+0.0749742j -1.00641+1.12229j 0.751151+0.423873j -0.337057+3.74331j -0.380874+0.880365j -1.23035+1.4725j -0.8689-3.42779j -0.400705-1.85605j 0.875393+3.7849j 0.92466+1.02804j -0.502129-3.18506j -1.59244-3.20247j 0.442798-1.239j -0.496904-0.812604j 0.480682+2.24175j 0.77186+4.4082j -0.371714+2.11182j 0.562262-0.55017j 1.8031+1.48181j 1.0514+0.860723j -0.234343-2.06079j 0.704462-1.78892j -0.0364803+1.08966j 0.978468+1.52315j -0.512471+0.602961j -0.127286+0.366079j -1.72499+1.18394j 1.08931-0.560783j -1.14423-1.29281j 1.15425-0.406305j -1.34099+0.436639j 0.0962167-1.20236j 0.960662+1.60353j -1.92037-0.804326j -0.0416801-1.71809j 1.0367+0.876235j 1.07624+1.12927j 0.141909-2.61452j 0.0283952+3.24328j -0.785128+0.268367j -0.129525-5.45087j 0.519045+12.2524j 0.25875-2.34932j 0.697537+14.657j 1.00313+19.6326j -0.224582-5.90963j 0.715902+24.2833j -1.22308-16.8784j -0.00672027+10.424j 1.03919+21.8679j 0.492008+8.50401j -2.65484-48.2002j -1.69295-36.118j 0.361624+0.499226j 0.0875265+12.183j -0.177243+3.30145j -0.538925-14.7764j -2.78553-50.7394j -0.20737-6.70814j 2.34861+43.5859j -0.646104-0.68855j -1.87924-39.2954j 0.88732+14.9607j -0.3688-3.9535j -2.03678-38.5379j 0.385451+3.82497j -2.69396-53.5966j -0.129751+1.27263j -0.825371-12.1335j -0.353125-13.3876j 0.145994-3.685j -1.64965-25.3482j 3.16374+48.7379j -0.19972-8.32928j -0.923729-23.7778j -0.0483401-14.5122j -0.600316-13.3964j 1.4838+23.9378j 0.387232+1.5916j 0.922175+10.4115j 0.91727+18.7417j 0.872768+1.70743j -0.141758-12.1025j -0.718754-4.12937j -0.5179-6.36415j 0.266257-4.29695j 0.220562+2.14673j 0.166498-0.723823j 
