-0.0998963-0.0392721j 0.0926774-0.0190954j 0.0411296+0.0060517j 0.0500107-0.00342269j -0.0485931+0.0162758j 0.0474961-0.0143187j -0.0655481+0.00252036j 0.0254394-0.000250744j -0.00573633+0.0283289j -0.00733661-0.0201895j -0.222318-0.0128364j 0.0173779-0.120878j 0.13173-0.10308j 0.165307-0.0167279j -0.0639118-0.17554j 0.20576+0.0777287j 0.0801748-0.280482j -0.107922-0.250577j -0.142262+0.0627411j 0.0172367-0.122022j 0.133556+0.180438j 0.049563-0.0548819j -0.058694-0.206857j 0.269981-0.134064j 0.101504-0.119879j 0.127398+0.0960068j -0.0436344-0.0271229j 0.00971587+0.207463j 0.221206-0.0212571j 0.0484422+0.00262215j 0.105672-0.000813944j -0.101358+0.0164005j 0.0207612-0.0450052j 0.0743381+0.0575278j 0.0566945-0.0400701j -0.00991147+0.0322032j 0.00583347+0.00126746j 0.0304904-0.0170391j 0.00420318-0.000921527j -0.0149433+0.00427364j -0.017973+0.00970806j 0.0195046+0.0139341j 0.015438+0.0126205j 0.0348122+0.0219717j -0.0118175+0.0391509j -0.0411667-0.0142033j 0.0283457-0.0757962j 0.085669+0.0316818j 0.102561-0.015013j 0.0463492+0.00472134j -0.00953843+0.0431809j -0.0127092-0.00930607j -0.0183162-0.00731263j -0.0071287-0.00169344j 0.000305437-0.00180796j -0.0247495-0.000681557j -0.00455657+0.00834257j 0.0223992+0.00503053j 0.00341868-0.0148081j 0.00365433+0.0146009j -0.00506537-0.0208932j 0.0166848-0.00793536j -0.0114286-0.0117694j 0.0143021-0.00333719j 0.0282566+0.00302516j 0.00652728-0.00337604j 0.0198512+0.000217723j 0.00857149-0.00632484j -0.00010425-0.019744j -0.0071575+8.15524e-05j -0.0088854-0.0160114j 0.0297173-0.0137336j 0.0170135+0.017181j -0.0341871-0.0072355j 0.0391388+0.0269358j 0.0388735-0.0450402j 0.049664-0.00812933j -0.0476569-0.00845257j -0.0118914+0.0049308j 0.0143128+0.00248781j -0.00305294-0.00547487j 0.00772589+0.00130491j 0.00523376+0.00324647j -0.00596017+0.00768683j 0.00610825-0.0138804j 0.0173964+0.0120117j 0.0141107-0.00128994j -0.0179348-0.016237j 0.0163327+0.0104435j 0.0140761-0.00320116j -0.0377265-0.000636583j 0.0572708-0.0110313j 0.0172178+0.0045904j -0.0170953-0.00212707j -0.0132627+0.00374067j 
0.00162948+0.00793231j -0.00334572+0.00184577j 0.000232823+6.94538e-05j -0.0080588+0.0061572j -0.00732807-0.00276184j -0.00629513+0.000325941j 0.00127467-0.00317728j -0.00195709-0.00131067j 0.00522226-0.000759105j 0.00210426+0.0039978j 0.0103636+0.00346471j 0.00357936+0.0120262j -0.00480496+0.00107618j 0.00168932+0.000303548j 0.0114103+0.0132642j -0.0169652+0.0210821j -0.0152595+0.0175744j -0.0249338+0.00812419j 0.00808467-0.00225569j 0.0191222-0.0235527j -0.024126+0.0205895j 0.00603432-0.014536j -0.0173198+0.0173323j 0.00566017+0.000491439j 0.0208872-0.0336709j -0.00148846+0.00755981j -0.0100169-0.00857042j -0.00863613-0.0067482j 0.000217547-0.0100458j 0.0154865-0.00796112j 0.00587801-0.0118121j -0.00647907+0.00230551j 0.0541172+0.00937923j 0.0398992+0.00387493j -0.013375+0.00309127j 0.00469566+0.006295j 0.0230307-0.000383701j 0.00828483+0.00578812j 0.0127699+0.00916086j -0.0159266-1.49192e-05j -0.0116913+0.0014227j -0.0023084+0.00572079j 0.0117066-0.0109159j -0.0121567-0.00219251j -0.0138756+0.00318197j -0.0179777+0.00344944j 0.0135996-0.0136193j 0.027061+0.0116852j -0.0257903+0.0043989j 0.023393+0.00666513j 0.00336108+0.00350206j 0.00930354+0.000241563j -0.00145203-0.00352629j -0.00508898+0.00353451j -0.000164332+0.00849877j -0.00315276-0.00838802j -0.00018732-0.00383978j -0.00737896+0.0277666j -0.0123809-0.0176242j -0.00932069-0.0015526j -0.00665767-0.0312829j 0.00612713-0.035374j -0.00534209+0.00570778j -0.0432547+0.0035746j 0.0240383-0.00999167j 0.019677+0.0210593j 0.0135523+0.01424j -0.00578317-0.029624j 0.0152266-0.0255005j -0.00531839-0.0176991j -0.0389322-0.012766j -0.0144347-0.00377519j -0.0378867+0.0176828j -0.0340339-0.00801924j 0.0268619+0.00568039j 0.0201141-0.019561j 0.0946171+0.0136652j 0.0306884+0.00177644j 0.021017-0.0525416j -0.0070239+0.0174537j 0.0493697-0.00431782j -0.0281156+0.00918729j 0.0264416+0.0381826j 0.0456711-0.10114j 0.0180425+0.0148358j 0.0396681+0.0838293j -0.0820566-0.18035j 0.150125+0.0511769j 0.176985-0.0882453j 0.0351618+0.0267587j 0.0786899-0.074227j -0.0742297-0.0422588j 0.0726255-0.0190628j -0.0115664+0.00631355j 0.000395207+0.00319403j 
-0.0044599-0.00634721j 0.0224853+0.00722187j 0.000372628-0.00120705j -0.0108676+0.000403257j -0.022088-0.000505983j -0.0301774-0.00177465j -0.0110871+0.00349699j -0.000397443+0.000533332j -0.00121051+0.0036257j 0.0154839+0.00323818j -0.00854536-0.013771j 0.0133668+0.000325459j -0.0103564-0.0280588j 0.00654523-0.013605j -0.0249038+0.00290072j 0.0227532-0.0138468j -0.00962761+0.00373274j -0.00857748-0.00924882j -0.00315644-0.0138662j -0.00703169+0.0119366j -0.0186619+0.0118273j -0.0280376+0.0059185j 0.0309761+0.0108954j -0.000181328+0.00188267j 0.0128244-0.00787074j 0.00187384-0.0190511j 0.0197695+0.0339193j 0.000128471+0.00132121j -0.00716889+0.0135947j 0.053248+0.00193822j -0.0288088+0.00515735j -0.0194678-0.00354542j -0.0543576-0.0160555j -0.0504181-0.000256685j 0.0176716-0.00246506j -0.00453285-0.00166289j -0.0331219-0.00268103j -0.0425461+0.00264249j -0.0134531+0.00028555j 0.0370149+0.00146922j 0.00298721-0.000876546j 0.0263363+0.00234829j -0.00187763-0.00625703j 0.0465278+0.00255568j -0.0585825+9.6174e-05j 0.079545+0.00539536j -0.01968-0.000393619j 0.0251973+0.00336122j -0.00073266+0.00803672j 0.0234221-0.00289459j 0.00305912-0.00784127j 0.0199588+0.0109492j 0.0332439+0.0103272j 0.0329057-0.0127985j 0.0141062+0.00726572j -0.0366541+0.015849j 0.0254814+0.0467029j -0.0125601+0.00243883j 0.0104735+0.0299238j -0.00147174-0.00988052j -0.00693255+0.0263402j -0.0030012-0.012032j -0.00474164-0.00428548j -0.016938-0.00132086j -0.0145745+0.00879447j 0.0155682-0.00876967j 0.00249298+0.0257033j 0.0014605-0.0136583j 0.00805425-0.0112653j 0.0245199-0.0245165j 0.0142305-0.000405542j -0.0219538+0.00680152j -0.00304355-0.0197243j -0.00162874-0.00764251j -0.0010437-0.00771417j -0.020022+0.00235044j -0.00695792+0.00515973j 0.0820877+0.0287591j 0.0227787-0.0658405j -0.125662-0.0913337j 0.0236371+0.11036j -0.0920619-0.0142144j 0.0923372+0.108732j 0.187235-0.0594849j 0.103556+5.7199e-05j -0.0172756-0.111043j -0.0645054+0.0256462j -0.0261119-0.202133j -0.0682956+0.144768j -0.14921+0.068336j -0.170346-0.0403567j 0.0847161-0.0879706j 0.0856261-0.0100845j -0.0427523+0.00738694j -0.00386329+0.0165827j 
-0.00272662+0.00159446j 0.00165339-0.0039414j -0.00775308-0.00203894j -0.0103761-0.00569417j -0.031374-0.00353235j -0.0302406-0.00609776j -0.0020575-0.00510202j -0.00411784-0.00124559j 0.0083241-0.00308991j 0.0120269-0.00492713j 0.0250346+0.0097459j -0.00409481-0.000479005j 0.0086165+0.022346j 0.00953856+0.011799j 0.00932402-0.00133652j -0.0137343-0.000950505j -0.00743297-0.000632106j -0.0313124+0.00806493j 0.0196338+0.0116994j 0.0108443-0.0034763j -0.022188-0.00797946j -0.0251698+0.000672714j 0.00979046-0.00609453j 0.00700042+0.00137004j -0.00297189+0.0113207j 0.00630014+0.0171833j -0.0115413-0.0143376j -0.00926857+0.00195185j -0.0023837-0.00793407j -0.0366194+0.00219348j 0.0430208-0.00326652j 0.0281431+0.00554302j 0.0386586+0.00476901j 0.0415812+0.00404542j 0.0103922-0.00409303j -0.0027632+0.00800065j 0.00874074+0.00183739j 0.0299384-0.00802087j 0.00792504-0.00713478j -0.0217534+0.00065081j -0.00230282+0.00300879j -0.0237103+0.00375233j -0.000470009-0.00139648j -0.0352456-0.00153015j 0.0508869-0.0024507j -0.0274751-0.00282751j 0.0133401-0.000136652j -0.0148471-0.0015353j -0.0114478-0.00329182j -0.0224738+0.00159967j -0.00242391+0.0251837j -0.00578341-0.00776168j -0.00927803-0.00989014j -0.0589467+0.0131535j -0.00911396-0.0294904j 0.000108419-0.0163505j -0.00338058-0.0313116j -0.0327923+0.00329174j -0.0109085-0.0187308j -0.0139196+0.0217565j -0.00577367-0.022265j -0.0127199+0.0108881j 0.0024305+0.0197282j 0.00309338-0.000967239j 0.0118047-0.0357864j 0.00481055+0.00218273j 0.0205859+0.000556021j 0.00729271-0.0030572j 0.000307502+0.0299219j -0.0251637+0.00314613j -0.0183348-0.010274j 0.0154214+0.00612595j 0.0108129+0.0124497j 0.039507+0.00635467j 0.0176528+0.00380613j 0.0232021+0.00171767j 0.00538215+0.00369108j -0.0393694-0.0189551j -0.0106495+0.0468138j 0.13194+0.0942337j 0.0191086-0.116218j 0.0607848-0.0136216j 0.10908+0.128361j 0.00597602+0.0184651j 0.162299-0.0773736j 0.117964-0.0230523j 0.0683433-0.0211653j -0.0071795+0.122343j 0.0414014-0.0761539j 0.0503867-0.0273444j 0.0837392+0.0226198j -0.0507233+0.0539285j -0.045663+0.0103908j 0.0453938+0.0193604j 0.0428563-0.0220565j 
0.0120543-0.00425002j -0.00547227+0.000782063j 0.00215909+0.00357141j 0.00625259-0.00342807j 0.00195981+0.0028317j 0.00970443-0.00159499j 0.00203279+0.00599939j 0.000434903+0.00303476j -0.00307468+0.00465394j -0.00452687-0.000757995j 0.0129312-0.00494038j 0.0152694+0.00726702j 0.016831-0.00749547j 0.0253701+0.0166588j -0.00878735-0.000809632j -0.00521963-0.00915333j 0.00645105-0.0183543j 0.00226677-0.0296039j -0.00193383-0.0230167j -0.00933155+0.0456547j 0.00485817-0.0662905j -0.0120785+0.010985j -0.00861031-0.0456767j -0.0148346-0.0288029j 0.00902951+0.050936j 0.00450907-0.0089742j -0.0126563-0.0111162j -0.00137997+0.00108932j 0.00698689+0.00529269j 0.0214539+0.0026286j 0.0427635+0.00220526j 0.032331+0.000770214j -0.0114068+0.000905606j -0.0253529+0.00365791j -0.015892-0.00879367j 0.00533925-0.00389596j -0.00869896+0.00522515j -0.00443253-0.00927578j -0.00341313-0.00657348j 0.00364008-0.00472057j -0.00614971+0.00133404j -0.00182286+0.0069326j 0.003448-0.0057205j 0.0185806+0.00359943j -0.00540782-0.0065644j 0.0361498+0.000403189j 0.0138282-0.00824896j 0.0338631+0.00499873j -0.0232363+0.000270229j -0.00383722+0.00151737j -0.00086391+0.0346569j 0.0223851+0.000382965j 0.038348-0.000536204j 0.0174426+0.00980102j 0.00636361-0.00833181j -0.00510467-0.00643988j 0.0233497-0.0237264j -0.055595+0.00507017j -0.00478429+0.026098j -0.00108012+0.0281444j -0.0123004+0.00276746j -0.0252077-0.0209517j -0.0261643+0.0227299j 0.0294151-0.00801109j -0.00147318-0.0284696j 0.016796-0.0187624j -0.00170661+0.0491693j 0.0388077+0.00386912j -0.0145743+0.00531964j -0.0545185-0.0342351j -0.022635+0.00488374j 0.0402681+0.0202712j 0.036664-0.0250785j 0.0540748+0.00678734j -0.00919496+0.0142786j -0.0154618-0.0169714j 0.0672727+0.013431j -0.00433447+0.00583489j 0.00415319-0.0385058j -0.0616771-0.00980525j -0.138445+0.00194092j 0.0549625+0.175458j -0.037137-0.0563652j -0.100744+0.230519j -0.0112544-0.0258323j -0.0523912-0.180564j 0.131498+0.306489j -0.176508+0.125324j -0.286283+0.0609072j 0.0217973+0.0310698j 0.0120005-0.0780326j -0.0392465-0.0336439j 0.0567926-0.00718311j 0.0189654+0.0480149j 0.0706296-0.0150501j 
-0.00199002+0.000468972j -0.0096482-0.00201086j 0.00352292+0.000200548j 0.00713067-0.00143717j 0.0273974-0.00235147j 0.0295583-0.00189698j 0.00762658+0.000162356j -9.19215e-05+0.00167841j -0.00572689+0.00176105j -0.00677422+0.00192573j -0.0159084+0.00362916j -0.0129411-0.00515675j -0.0127192+0.0012644j -0.0158358+0.00701938j -0.0047679+0.0102315j -0.00350541+0.00462799j -0.00505871-0.00973751j 0.00654566-0.00493883j -0.000135861-0.00766132j 0.000849044+0.013563j -0.00369058-0.0196558j 0.00831449+0.00810767j -0.000273678-0.0144682j 0.00460748-0.0031486j 0.00531506+0.00400369j -0.00910463+0.00285378j -0.00748198-0.0012765j -0.00349404-0.00189549j -0.00270279-0.00245625j -0.0232045-0.00432694j -0.0327532-0.00106699j -0.021874-0.00637638j 0.00170545+0.00301923j 0.0119585-0.000420705j 0.012877+0.00656608j 8.88613e-05+0.00985651j 0.00533606+0.00160484j 0.0019289+0.00486654j 0.00116628+0.00105597j -0.00447851-9.40342e-05j 0.00348621-0.00424938j 0.000829333-0.0028536j -0.00407474-0.00276013j -0.0137098-0.00267753j -0.00310052-0.00262038j -0.0281006+0.0034143j -0.011905+0.013908j -0.0217208-0.00896766j 0.0189286-0.00139946j 0.00974515-0.00343913j 0.000278234-0.023632j -0.0244416-0.00517663j -0.0130781-0.00115083j -0.00336593-0.00518566j -0.00439781+0.0217819j -0.0322194+0.000849466j 0.00692408+0.0200819j -0.014608-0.000542324j 0.0103482-0.0176756j 0.00360491+0.00891541j -0.00272539-0.00745454j -0.000387734+0.0127218j 0.00530992-0.00405284j 0.0136739-0.000437449j 0.00435627-0.00103257j 0.00789756-0.00419703j 0.00965589+0.00851625j -0.00839176-0.00744719j 0.00678274+0.00291925j 0.0215492-0.0219187j 0.0110201+0.0225972j -0.0271853-0.002933j -0.0134286-0.00384966j 0.0165071-0.00208334j -0.0277454-0.00958493j -0.0206663+0.0191159j -0.070144-0.0101341j 0.00225956+0.000945294j -0.00803861+0.0407803j -0.0304558-0.0247632j -0.0450766+0.0182051j 0.0110611+0.0580281j 0.242403+0.485046j 0.166803-0.054588j 0.326398-0.314038j 0.200724-0.0412654j 0.0768256+0.0730551j -0.0453351+0.0183955j -0.0232794+0.00245672j 0.0845663-0.0515139j 0.0113743+0.0329322j 0.0259013+0.022973j -0.0324158+0.00444505j -0.0224777-0.0392218j -0.0623058+0.0156073j 
0.0217272+0.00185587j -0.00892498+0.00794315j 0.00449911-0.00347998j 0.00334902+0.00319194j 0.000605125-0.000183746j 0.000767492+0.000763742j 0.00394015-0.00256778j 0.000693141-0.00364759j 0.00212731-0.00279949j -0.0113192+0.00124662j 0.0301761-0.00838338j 0.0339204+0.0132194j 0.0276699-0.00602233j 0.0190114-0.00380115j 0.00536182-0.00310142j -0.00397747-0.0045509j 0.017014+0.0107533j -0.00885677+0.00805933j 0.00496788+0.000847208j 0.00133503-0.0164918j 0.0123593+0.0219095j -0.0121657-0.00654311j -0.010441+0.0196156j -0.0100768+0.000817919j -0.00438196-0.0128272j 0.00760198-0.00014704j 0.00849383+0.00543689j 0.0169519-0.00838588j 0.00647584-0.000578608j 0.066644+0.00905892j 0.0602801-0.0032317j 0.0512343+0.0119188j 0.0157556-0.00991486j -0.00202806+0.0190274j -0.0181346-0.00921103j 0.00307324-0.0066961j -0.00491697-0.00139185j -0.00535492-0.0105102j 0.00206097-0.00195567j 0.0085225-0.00318635j -0.0128221+0.00680211j 0.000120756+0.00919846j 0.00763808-0.00770314j 0.0253485-0.00142626j -0.00342905-0.00148523j 0.074972-0.00205763j 0.0183588-0.0194321j 0.041263+0.0171147j -0.0638326+0.00379351j 0.00119609+0.0093262j -0.00128759+0.0483157j 0.0362713+0.0108596j 0.0384544+0.00617929j -0.0121086+0.0080541j 0.00832303-0.0313075j 0.0101981-0.00930463j -0.00219483-0.00555551j 0.0175797-0.00238405j -0.0045278-0.0166891j -0.00896997-0.0358113j -0.0110111+0.0317144j 0.00463711+0.0181246j 0.0090051-0.0118828j -0.0139148+0.0114365j 0.0211443-0.00475201j -0.0163489+0.00161927j 0.0299296-0.0124493j -0.0153003-0.014297j 0.0019065+0.0143636j 0.00893754+0.0116089j -0.00653111-0.0053514j 0.0119744+0.00323817j 0.0234897+0.00470701j 0.0345055+0.00534468j 0.04962+0.0215366j 0.0211388-0.0309543j 0.167434+0.0270071j 0.0459017+0.0180501j 0.0451501-0.128854j 0.0198025+0.0361567j 0.0785187-0.0234076j -0.0367898-0.0656034j 0.0808898+0.169161j 0.107983-0.121564j 0.113487+0.0459904j 0.00768924-0.162094j -0.0408836-0.106017j 0.0322633+0.00256535j 0.0102198-0.00260664j -0.152515+0.109208j -0.0198994-0.101841j -0.0581744-0.0678298j 0.095368-0.016816j 0.0424839+0.0861984j 0.134022-0.0320486j 
-0.0157291-0.0018189j 0.0105739-0.00221294j -0.00017998-0.00183034j -0.00751553+0.0026257j -0.000253592+0.00250033j -0.00206738-0.00163705j -0.0030756-0.000536341j 0.00279942-0.0032588j -0.00115677+0.00100134j 0.0105751-0.000233431j -0.0248475+0.00688599j -0.0247943-0.00950122j -0.0263592+0.00475118j -0.0196928+0.00184305j -0.00538136+0.00218014j 0.00180141+0.00383875j -0.0162358-0.00435715j 0.00747325-0.002689j -0.00407702+0.00107866j 0.000212975+0.00595231j -0.0117724-0.00973096j 0.0111299+0.00283323j 0.00904723-0.0082908j 0.00449398+0.00111552j 0.00521691+0.00421753j -0.00859521+0.00135314j -0.00673885-0.00391983j -0.0147337+0.00401892j -0.0111656-0.000120349j -0.0412946-0.00808365j -0.0588595-0.00259795j -0.0448504-0.00933998j -0.0079434+0.00357582j 0.00289843-0.0102481j 0.0170463+0.00712943j -0.0021602+0.00321705j 0.00640586+0.00113376j 0.00675229+0.0130103j -0.0008218+0.00497413j -0.00358001+0.00213495j 0.0132991-0.00812464j -0.00137728-0.00738744j -0.00321335+0.00590852j -0.023055+0.00159405j -0.0120541-0.000475586j -0.0614525+0.00275248j -0.0134101+0.0179933j -0.0196061-0.0120881j 0.0386093-0.00276928j 0.0120432-0.00678473j 0.001644-0.043264j -0.0310077-0.00461163j -0.0273561-0.00308016j 0.02073-0.00923294j -0.0086696+0.0296681j -0.00983896+0.0107924j 0.00599841+0.00950148j -0.0232378+0.00253899j 0.000749154+0.0233108j 0.00250723+0.0213949j -0.00266159-0.0219728j -0.00333096-0.00399063j -0.00285201+0.0100455j 0.00893271-0.00841774j -0.00787588+0.00195248j 0.0127636+0.00380472j -0.00866495+0.0132685j 0.00834911+0.00621j 0.00059811-0.019507j 0.00933731-0.0172225j 0.0108993+2.68434e-05j -0.00808197-0.00639677j -0.0235293-0.0017885j -0.0499286-0.00525816j -0.0383249-0.0180232j -0.018179+0.022037j -0.116162-0.0172444j -0.0154313-0.00965694j -0.0255112+0.0823277j -0.00745461-0.0268928j -0.0321871+0.0190271j 0.0149309+0.0282639j -0.0435763-0.09907j -0.0511992+0.0579072j -0.0691315-0.0475269j 0.00769826+0.150314j 0.0109688+0.0457717j 0.00362419-0.0100079j 0.0245952-0.00641442j 0.122829-0.0741909j 0.0165599+0.0512289j 0.0395935+0.0273561j -0.0415877+0.00432585j -0.0463306-0.0702827j -0.113265+0.0312116j 
-0.00951889+0.00868902j 0.00155753-0.0048332j -0.00393742+0.00123109j -0.00820487-0.00135989j -0.0158089-0.00526601j -0.0211489+0.00597506j -0.000693777+0.000134082j -0.00159323+0.00389481j 0.0110339-0.000230322j 0.00359145+0.00684268j 0.00488007+0.00411727j -0.00579918-0.000520783j 0.000759043-0.00617728j -0.000730383+0.00651669j 0.00341008+0.0411358j -0.0262048+0.0312786j -0.00509891-0.0153698j -0.00771014-0.0214623j 0.0102551-0.0219698j 0.0079307+0.040256j -0.00674388-0.0456355j 0.00725134+0.0127528j -0.00533832-0.0427363j 0.0115615+0.0015339j 0.0143892-0.0137227j -0.00155514-0.0127399j 0.00571321-0.0172576j 0.0089868-0.00156882j 0.00564351-0.00790415j 0.0134931-0.00221872j -0.0149616-0.011903j 0.0286252+0.00814694j 0.049401+0.00773058j 0.03829+0.00125492j 0.00332119+0.00127394j 0.0043296-0.00427782j 0.0189474+0.000854495j 0.00914686+0.0066975j 0.0164849+0.00388547j -0.0117357-0.00364346j -0.0100405+0.00473165j 0.00219985+0.00268497j 0.00527056-0.000869726j -0.00898789+5.64761e-05j 6.07992e-05+0.00411923j -0.00752561-0.00189692j -0.00159385-0.00441992j -0.00557484+0.00812314j -0.0275034+0.00379617j 0.0166949+0.00752973j -0.000288369-0.00584638j -0.0326751-0.000551992j 0.0172898+0.0110102j 0.0414833+0.00424027j 0.00619111+0.00622029j 0.00338593-0.0207577j -0.0115684-0.0187377j 0.0717733-0.0232071j 0.0147434-0.0454094j 0.036716-0.0354703j 0.0210744+0.0284912j 0.0282303+0.024495j 0.0306268-0.0565058j 0.0285659-0.00316691j 0.0325456+0.0364515j -0.0235844-0.0178265j -0.0142605-0.0325959j -0.0604482+0.0140253j -0.00603637-0.0177671j 0.0487257+0.0248338j 0.0162834+0.0345034j -0.0296342-0.00682367j -0.0137884-0.00699121j 0.0210777+0.00670066j -0.00200155+0.0111708j -0.0100096-0.0089203j 0.077569+0.0071873j 0.0244477+0.012972j 0.0316341-0.0686581j -0.121804-0.029196j -0.218648+0.016667j 0.0976041+0.310743j 0.0076455-0.0342996j -0.138517+0.18592j 0.0582972-0.0818624j 0.0506433+0.00710236j 0.0990519+0.0452974j -0.0402174+0.0866861j -0.0140164-0.0351844j 0.0469745-0.0101455j 0.0409168-0.0306863j -0.0259825-0.00941167j 0.0204639-0.0108043j 0.00419766+0.00319698j 0.008255-0.00347932j 
-0.00308656-0.00125384j 0.0160456+0.00595737j -0.0130421+0.000554296j -0.0169713+0.00253227j -0.0414277+0.00180232j -0.0457606+0.00169154j -0.0127687+0.00640636j 0.00175492-5.26276e-05j 0.0105578+8.46767e-05j 0.0201487-0.000827308j 0.015642+0.00163674j -0.00469008+0.00730636j -0.00882515+0.00354863j -0.0124951+0.00901025j 0.0115496-0.0120945j 0.0112508-0.00152575j 0.00598417+0.0008634j 0.0192928+0.0064876j -0.0155282-0.00133468j -0.00030229-0.0127254j 0.00447994-0.00346593j 0.0177826-0.00549843j -0.0268348+0.00246016j -0.016492-0.01271j -0.0011964+0.0109054j -0.011842+0.00728379j -0.0121293-0.0139423j 0.00242168-0.00948324j -0.00338016-0.00226322j -0.016321-0.00360129j 0.00796687+0.0025932j -0.0289034-0.00234739j 0.00744734+0.00151973j 0.00807797+0.00349752j -0.00576633-0.00277876j -0.00309941+0.00442416j 0.00835015+0.00244779j -0.00307465-0.00155076j 0.00649087-0.00027186j -0.0122325+0.00143656j -0.00685796-0.00391794j 0.00264968-0.00491207j 0.00290655-0.00148491j 0.00204493-0.00252443j -0.00857593-0.00296352j -0.0150782-0.00497309j -0.0078454+0.00423015j -0.0131403+0.00105417j 0.0110294-0.0031163j -0.00489845+0.000361853j -0.00234178+0.0138167j -0.0106386-0.00271764j -0.00647537-0.00713271j -0.00634268-0.0044754j -0.00763177+0.00179231j -0.0231961+0.00813038j 0.0103554+0.0107943j -0.0273948+0.00356271j 0.00287935+0.0168934j -0.0194795+0.0176114j -0.0204372-0.0104999j -0.00313805+0.00342538j -0.00797467+0.00952462j 8.30718e-05-0.00073281j 0.00466455-0.0108948j 0.000294145+0.000211459j 0.0275967+0.0139015j 0.0176558-0.00491602j 0.00751319+0.00394444j -0.00369082-0.0141863j 0.0003404+0.00105356j 0.00844428+0.00259038j 0.0157584-0.00123659j 0.0181301+0.000676339j -0.0231475+0.0039229j -0.0128472-0.00118018j -0.0272766-0.00762491j -0.0371021-0.0132112j -0.0204962+0.0382231j 0.00882776-0.0100735j 0.035604+0.0245307j -0.0275961-0.0503594j 0.112562+0.110358j 0.120883-0.0683031j 0.139436-0.0582209j 0.0872883+0.0143766j 0.0259541+0.0567349j -0.015507+0.0788265j -0.0499445-0.0338865j 0.0753209-0.0184118j 0.0584026-0.0154205j -0.0303502+0.0115572j -0.00153724-0.00348041j -0.00369084-0.00901113j -0.0117229+0.00344107j 
0.0135371+0.00227135j -0.00614184+0.00649624j 0.00185723+0.0035616j -0.000334359+0.00162352j -0.00168469+0.00102996j -0.00139129+0.000612973j 0.000614871-0.00211778j -4.24476e-05+0.000745037j 0.00222513-0.00404017j -0.000778911+0.00252233j 0.0277145-0.00806152j 0.00645516+0.0213071j -0.00636308+0.000417239j 0.0018619+0.0159853j 0.0153636-0.0411849j 0.0232289-0.00381211j -0.000705671-0.00110825j -0.00290793+0.0115129j -0.0140308-0.00439953j -0.00541061-0.0334694j -0.0181707-0.00834173j 0.00228063-0.0162659j -0.00975159+0.00723023j -0.0127834-0.0380132j 0.016364+0.0325985j 0.000251886+0.0090303j -0.00218527-0.0368485j 0.00832311-0.0291569j 0.00397772-0.0026261j 0.0225531-0.0041351j 0.0209483+0.00673841j -0.0461425-0.00278645j 0.0177309+0.00487126j 0.00366565+0.0172174j -0.0488308-0.00813699j 0.00726622-0.0051255j 0.0145602+0.00519429j -0.0207589-0.00385814j 0.00702098+0.00236344j -0.0233209-0.00131553j -0.0230191-0.00905461j 0.0162086-0.00246143j 0.00864193+0.00390399j 0.031695-0.00227941j -0.0200285-0.00261592j 0.00189067-0.0134784j -0.00109089-0.00922404j -0.00624366+0.0068548j 0.000794915-0.00655948j -0.00407481+0.00861992j -0.00549929+0.0473241j 0.00244062-0.00509171j -0.0200896-0.000222613j -0.0039582-0.00663932j 0.00336967-0.0125331j -0.000345569+0.0125351j -0.0188328+0.0191502j 0.0758571-0.00223154j 0.00562185+0.0115092j -0.0369955-0.0143906j -0.0280723+0.00598761j 0.03599+0.00999051j -0.000455476-0.00570821j -0.00611032-0.000865828j 0.00896565+0.00915832j -0.0476017+0.0019686j 0.0335047-0.0105886j 0.0127846+0.00392772j 0.000187036-0.0102053j 0.0254742+0.00396961j 0.0300286+0.0087346j 0.0331751+0.00978333j 0.0502986-0.0079573j 0.0125383+0.0097706j -0.00862773+0.0159875j -0.00960398-0.0314253j 0.0475616-0.00750607j -0.0597056-0.00732919j -0.0144311-0.0219636j 0.0197968-0.0342403j 0.121059+0.0770268j -0.0796426-0.133013j -0.00475776-0.00430665j 0.0960884-0.114777j -0.0476473+0.0400069j -0.0192507+0.0255837j -0.00712006+0.171835j -0.0193328+0.198598j -0.146142-0.0590954j 0.108721-0.00812555j 0.128892-0.0742679j -0.0878538+0.00445058j 0.0172548-0.0152252j 0.00873927+0.00992869j 0.0211407-0.00433034j 
