0.0411901+0.0161512j -0.0312711+0.0297284j 0.0215809-0.0864127j -0.0521484-0.0355615j -0.0180361+0.0930035j -0.00373656+0.0438095j 0.000927674-0.0577484j 0.125959-0.0153827j -0.0477553+0.00643945j 0.0131553+0.0516651j -0.0241322-0.0270716j 0.0409643+0.0576333j 0.0050273-0.0812032j 0.00601275+0.059626j -0.0323921-0.00659178j -0.0454007-0.00768826j 0.0852543-0.0274673j -0.0839579+0.105864j -0.035971+0.0806503j -0.0337969+0.0451942j -0.0190618-0.0287925j -0.0331635+0.00427918j 0.0246586-0.00668779j -0.0705049-0.0372058j 0.00379019-0.105834j -0.0871557-0.105461j -0.00043075+0.0713483j 0.0190122+0.0187812j 0.0162407-0.00790098j 0.0229915-0.0687197j -0.0845002+0.116151j 0.0800774+0.0865324j 0.0889623-0.0413025j -0.144108-0.0789128j -0.0565462-0.0544548j 0.0027406+0.00954805j 0.0621734-0.00658537j 0.0556116-0.147569j -0.000127309+0.0800208j -0.0883016-0.106997j -0.0325214-0.00216412j 0.00706532+0.120565j -0.108218-0.11721j -0.0550612+0.130308j -0.00717336+0.0515639j 0.0230359+0.0119616j 0.18521-0.0694689j 0.262173+0.0351593j 0.0480094+0.00213408j 0.00647217+0.0950422j 0.0852593+0.112448j 0.000936299+0.031328j -0.126594-0.0323515j -0.0863602-0.0621622j -0.132072+0.0728842j 0.00914836-0.301608j 0.0942069+0.00746512j -0.0211524-0.0797917j 0.0517979-0.0125845j 0.0365356+0.00224682j -0.0973985-0.0406893j -0.0265178-0.040282j 0.0288746-0.00717521j -0.00585935-0.0619923j 0.0274582-0.0252216j 0.104734-0.00405507j -0.0288322+0.059134j 0.0112759+0.047726j 0.0449491-0.0361426j 
-0.0023534+0.0236613j -0.00968732-0.0155997j -0.0323174-0.0511776j 0.026948+0.100565j -0.0637054+0.0369678j 0.0481793-0.0689726j -0.0155454-0.0952977j -0.0202989-0.056374j 0.079882-0.0641997j -0.0132779+0.027189j 0.0156489+0.0564182j -0.00747571+0.00601764j -0.0422528+0.0550877j -0.0183285-0.0209474j 0.00443922+0.0477492j -0.0523533+0.0162667j 0.00981881+0.047091j 0.0793629-0.0546022j -0.00714034+0.0357744j -0.0393207+0.0254617j -0.0588269+0.0605406j -0.0224111-0.00465367j 0.032576+0.0164469j -0.0113589-0.0232362j 0.0345243+0.00288207j -0.026154-0.0477884j -0.0218164-0.00634604j 0.0106742-0.0565558j 0.02087-0.00468611j 0.0221336+0.0817077j -0.00889522-0.0349803j -0.00780017+0.0187409j 0.0670282+0.0369677j -0.0480536-0.0790329j -0.0114165+0.123862j -0.0465556+0.0628507j 0.0625273-0.093537j 0.00895974-0.201675j -0.00237129+0.10465j -0.00546384-0.0362494j 0.115948+0.121703j 0.0216301+0.00492677j 0.0600795-0.0821252j 0.0329092-0.00150431j -0.147071+0.06963j -0.104419+0.0558957j 0.0275502-0.0726112j -0.0065718+0.0223082j 0.236994+0.0592531j 0.0650462+0.0461168j 0.0446087-0.0698336j -0.0993288+0.0593885j -0.0158315+0.0847718j 0.0727297-0.079586j -0.0525184-0.0415808j 0.0376719+0.127097j 0.0236947+0.0923235j 0.0419768+0.108777j 0.0563145-0.286898j -0.0368229-0.000738031j 0.132186+0.197401j 0.104637-0.125473j -0.124165-0.143554j 0.0290223+0.14539j 0.0838436+0.0213774j 0.200149-0.155769j -0.0157431-0.135711j -0.0395288-0.0561425j -0.0147313+0.044797j 
-0.00718584-0.0248672j -0.0175431+0.0119352j -0.0450219+0.0578368j 0.0210684-0.0288564j 0.0431073+0.00616078j 0.0332351+0.0308503j -0.0134872+0.00528119j 0.041997+0.0192185j 0.0403141+0.0364729j -0.0170706-0.038917j 0.0421385+0.00630707j 0.0550452+0.0236313j -0.120917-0.100558j 0.0801896-0.055393j -0.115905-0.112762j -0.0416405-0.0630956j -0.0163199-0.016553j 0.0413498+0.0287869j 0.0599311-0.122132j 0.0271837+0.015445j 0.0818895+0.0132324j -0.0449278-0.0525534j 0.0315244+0.00651514j 0.0294529+0.0549376j 0.0839452+0.0193295j 0.0199696+0.110457j -0.0757475+0.0389548j 0.0249773+0.0461835j 0.0473851+0.000667641j 0.135225-0.13102j -0.123424-0.0831408j 0.0844798-0.0503487j 0.0281572-0.0329135j -0.202588+0.083809j -0.0312921+0.0469845j -0.00209951+0.0462042j -0.0773471-0.0164234j 0.0673966+0.0880635j -0.0425102-0.0116665j 0.109305+0.0536136j -0.00868035-0.0870214j -0.0788363-0.0288178j 0.187447+0.230127j 0.204255+0.0843499j -0.042766-0.0265175j -0.175667-0.0205906j -0.0317189-0.00411439j 0.022908+0.0248804j 0.0923387+0.0442319j 0.288305-0.117816j -0.0948978+0.0790161j -0.0269949+0.0642905j -0.133832+0.0588546j 0.080431+0.0382725j -0.204026+0.084848j 0.0910356-0.0622253j -0.0288445+0.0153137j 0.0299311-0.0455998j -0.0574013-0.0162986j -0.0104818+0.0105085j -0.113627-0.0134505j 0.136147+0.0237245j -0.03002+0.00699325j 0.089112-0.0402123j 0.128819+0.0139251j -0.0580288+0.0194475j 0.0661049+0.0115418j 0.000951245-0.00155378j 0.00583408-0.00894511j 
-0.00516185-0.0778892j 0.03101-0.00715001j -0.0408938+0.0536515j 0.0326742+0.0282505j 0.10196-0.0671396j -0.0445778-0.030397j 0.0666792-0.0374927j 0.103623+0.0671989j 0.0467006-0.043517j -0.0145564-0.0748717j 0.0337485-0.0528417j 0.0967349-0.0362672j 0.0248411+0.0270964j -0.0646723+0.0960494j 0.0742976-0.00375626j -0.0630993+0.104334j 0.073107+0.154713j 0.0295503-0.0612743j 0.0304366-0.050632j -0.00277666-0.0240256j -0.0215115+0.0793933j -0.00540476-0.0397335j -0.0157594+0.0663477j -0.00162737+0.0176883j -0.107321+0.0874081j 0.025867+0.0703469j 0.0539715-0.0246578j 0.0345035+0.103664j -0.0846752+0.00161177j -0.0547801+0.0822819j -0.12651+0.0417944j -0.0763188+0.0647998j -0.0942828+0.0218744j 0.0193917-0.0891594j -0.0628275-0.0182279j 0.133323+0.0745151j -0.0274211+0.00913434j 0.00803543-0.0626494j 0.0595262+0.0411168j -0.099926-0.131481j 0.00769154-0.0286198j 0.0204909-0.0494725j 0.0108533-0.0169544j -0.059225-0.0568915j -0.0227608+0.0110231j 0.0550871-0.0137599j -0.0726103+0.0786942j 0.0534456-0.0885426j -0.001305+0.0861848j -0.0804012+0.043285j 0.0379573-0.0743748j -0.0139861+0.0555119j -0.0352269+0.0213569j -0.034425+0.0501668j -0.0187974+0.0319236j 0.0457745+0.0423781j -0.132761+0.0370306j -0.0792114+0.0576976j -0.191238-0.12436j -0.0571053+0.0934628j -0.376085+0.00085417j 0.0352943-0.0298887j -0.24682+0.00804733j 0.022475-0.0413305j -0.0272529+0.024634j -0.0863918-0.000977169j 0.224104-0.0289176j 0.000813573+0.00109032j 0.0409349-0.0288075j 
-0.0150846-0.011757j -0.0371275-0.0248719j -0.0190744+0.0276052j -0.00132354+0.0670802j 0.00836111-0.00685696j -0.0449433-0.0190894j 0.00612057+0.00786552j 0.0246402+0.0302128j -0.0308505+0.0283976j -0.00726315-0.00734853j 0.00784883+0.0754408j -0.136198+0.0307849j 0.105504-0.116428j 0.141185-0.0670443j 0.0967026+0.0974235j 0.0303753-0.0288999j -0.0257629-0.0375209j -0.0613225+0.0494782j -0.00925654-0.0163843j 0.0222072-0.0301873j -0.0340282-0.0784329j -0.0254007+0.116067j 0.00835411-0.124218j -0.00499495-0.000467429j -0.00235917+0.0514991j 0.0301026+0.0323561j 0.000622326-0.0536998j -0.117497-0.0246162j -0.0571414-0.050356j 0.126795+0.00712366j 0.0352965+0.0607121j 0.0775058-0.116233j -0.0530726+0.00984999j -0.0858676+0.0388315j -0.0858251-0.0657668j 0.0266826-0.0439978j 9.22426e-05+0.0750868j -0.0506526-0.111375j -0.0915893-0.175146j 0.08322+0.0275128j -0.0802299+0.213025j -0.028893+0.089852j 0.0359999-0.103364j 0.0483031-0.00262456j -0.0546501-0.0150671j -0.0642226-0.0579006j -0.022923+0.0956849j 0.0160351-0.0881748j 0.0638602+0.0213692j 0.132955-0.0229119j 0.130233-0.00471848j -0.13767-0.0804579j 0.0898302-0.0454372j 0.145218-0.0165771j 0.0436213+0.00704266j 0.0623305+0.0390016j 0.00380984+0.0216403j -0.0634403-0.0507478j -0.113409-0.0188552j 0.103883-0.0050086j -0.0744824+0.00694708j -0.112288-0.0307611j -0.0630586-0.0161069j -0.0702324+0.0095551j -0.133376-0.0185984j -0.0232098-0.00733607j 0.0147291+2.2523e-05j -0.000994953-0.00130924j 0.0300463-0.00292662j 
0.00841757-0.0137999j 0.0785891-0.0133082j 0.00886468-0.0141532j -0.000976217+0.0520891j 0.0121447-0.0100856j 0.0152619+0.017431j 0.0197902-0.0115149j -0.00981807-0.00263081j 0.00378133+0.048572j 0.0118067-0.0147137j -0.0396644+0.00297252j 0.0554804+0.00224092j 0.0251131+0.0305275j 0.102444-0.014408j 0.0220654+0.108931j 0.0817978-0.00304734j 0.0118383-0.0355736j -0.142707-0.0969942j 0.00781713-0.0522094j -0.0341163-0.00519295j -0.0469748-0.0983364j -0.0500278+0.0169614j 0.0949581+0.0147308j -0.0655814-0.0402178j -0.0380363-0.0844594j -0.055054-0.0195011j -0.0435506+0.0025619j -0.119008-0.0386412j -0.0451878-0.0486099j 0.0725239+0.0596303j 0.0535637+0.0460174j -0.0695736-0.0304571j 0.0232181+0.0216362j -0.0228485-0.035114j -0.037879+0.0115205j 0.0979428+0.0725243j 0.022953-0.160066j 0.0987894-0.0308834j -0.0141503-0.048127j 0.0444182+0.156976j 0.0390056-0.0349733j 0.120701+0.121442j 0.181852-0.0431402j -0.0847894+0.0107709j 0.0233782+0.170904j -0.0547235-0.0164492j -0.00996569-0.020533j 0.0467138+0.04432j 0.0920769-0.26006j 0.111972-0.0273625j -0.0415107-0.0277297j 0.0763145-0.122641j 0.0291941-0.108467j 0.035559+0.104804j 0.0292581-0.011442j -0.0185521+0.0472183j -0.0168753+0.0559657j 0.0233866+0.0612581j 0.21034-0.0268449j -0.275589+0.0131545j -0.0564156-0.0902202j -0.0300653+0.0553451j -0.0715722+0.0538918j 0.034913-0.0965082j -0.0595906+0.0474354j 0.00986585+0.0370368j 0.0674488-0.0584385j 0.0774714+0.0067991j -0.0533493-0.0148241j 
0.000471522-0.000792287j 0.0235298+0.00417343j 0.00777693+0.00370114j -0.0087466-0.0100373j -0.00309063+0.00692705j 0.00911798+0.0124528j 0.00709568+0.00903945j 0.00277449-0.000219211j 0.00379687+0.0146871j 0.00860073-0.00231703j -0.00803515+0.00944824j 0.0203682-0.0100595j -0.000391687-0.0440228j -0.0303902+0.0112517j 0.0033673-0.00916292j -0.00524523+0.00489766j 0.0235257+0.0229654j -0.00618144-0.0194496j -0.00783822+0.0165961j -0.0130307-0.00579162j -0.0236938+0.0285065j 0.0014462-0.00374074j 0.00131014+0.0208255j -0.00570408-0.00318614j -0.021406-0.000258335j -0.0179736-0.018216j 0.00188867+0.0142746j 0.0167896+0.0141059j 0.00592803+0.00466843j 0.0282752+0.00390154j -0.0178138-0.0187511j 0.0309759+0.0456301j 0.00981318-0.0157076j -0.0430163-0.0308825j 0.000448379+0.00859507j 0.0229333-0.0186867j -0.066703+0.0296856j 0.0228784+0.00970674j 0.0358925+0.00908494j -0.0479579-0.0315309j -0.0398902-0.0336381j -0.0131737+0.0275405j 0.00241081-0.0123497j -0.0368662+0.0201105j 0.0062122-0.00475098j 0.0214128+0.00905908j 0.00930683-0.0132428j 0.0594003+0.00237275j -0.018053+0.0013168j -0.0250517-0.0029227j -0.00597577+0.0390943j -0.00310666-0.0215118j 0.00700675+0.0118278j 0.0243977+0.0181877j 0.0038616+0.0384167j -0.0119308+0.00134429j 0.0290981+0.0137115j 0.013394-0.0200752j -0.0256467-0.00537129j -0.0622083+0.0144245j -0.0477337-0.0370461j 0.0428968-0.0248654j 0.0425138+0.0417365j 0.00513101-0.0752612j 0.0102932+0.00258892j 0.0726992-0.0404989j -0.0115567-0.0256589j 0.0318769-0.0186788j -0.0263421-0.0363423j 
0.000126097+0.0167384j 0.00347988+0.00275818j -0.000542224+0.0184679j -0.0171398-0.0422848j -0.00992133+0.00729059j -0.00259098+0.0171029j -0.00423589+0.0261601j -0.00907256-0.0200532j -0.0126564+0.0216903j 0.00823477+0.0049974j -0.0444599+0.0259868j -0.0121897-0.019836j -0.0125075+0.0112127j -0.00916491-0.0459925j 0.0161056+0.0392904j -0.0428836+0.0541391j 0.0309525-0.0112194j -0.00563271-0.0483991j -0.02972-0.0069271j -0.0222219-0.00738685j -0.0746281+0.0181191j -0.00234117+0.00079109j 0.00873795-0.00176683j -0.0320951+0.00987988j -0.0550382+0.0272843j -0.0547929-0.00848063j 0.0117876-0.0148812j -0.0170332-0.0302403j 0.00802052-0.0139401j 0.00983651+0.0201999j -0.0197607-0.0258434j 0.012225-0.00889708j 0.0155487+0.0021496j -0.0088763-0.0196347j 0.0143652+0.0120085j 0.102014-0.0463498j 0.0272905-0.00850971j 0.0229799+0.0596735j 0.0161935-0.0122639j -0.0105162-0.0206594j 0.01855-0.020864j -0.0123505-0.0282592j 0.0226072-0.0109424j 0.0520065-0.0280037j 0.00874975-0.0377492j -0.021239+0.0113193j -0.0328879+0.00211171j 0.0289983+0.00134851j -0.0421652+0.0174354j 0.0554967+0.0451143j -0.0100005+0.00121785j -0.0543022-0.00742535j 0.015704+0.00571134j 0.00800454-0.0422942j -0.0137687+0.0371192j -0.0191303-0.012021j 0.062595-0.0118893j 0.0296972-0.0439015j 0.0481945+0.04285j -0.0404887-0.0312581j -0.0603943-0.0465336j -0.035464+0.0232539j -0.0782532+0.0427594j 0.0270163-0.03455j -0.102243-0.0209028j 0.0892852+0.0462708j -0.122181+0.0328277j -0.114025+0.000473091j -0.1694-0.00535248j 
0.00466047+0.000426292j -0.000106719+0.0194479j -0.00123265+0.00828712j -0.00858706+0.00708584j -0.00129389+0.00935639j 0.0104438-0.00752364j 0.00754916-0.000288393j 0.0152023+0.0112706j 0.00888555-0.00865665j 0.000148932-0.00245319j 0.00632227-0.00610762j 0.00252344+0.0202113j 0.0149304-0.0214891j -0.0051494-0.0030749j -0.00897408-0.0056471j -0.00098775-0.00903929j 0.000938096-0.0230603j -0.0114982+0.0261684j 0.0183278+0.00684648j -0.00144998+0.0116488j 0.0214306-0.0176842j 0.00501027+0.0138035j 0.00727875-0.018425j 0.00141795-0.0047544j 0.0115657+0.0134082j 0.00369891+0.00755105j -0.00195701-0.00351983j 0.0152045-0.00361838j 0.0106452-0.0266577j -0.0237039+0.0102613j 0.00295979-0.0215544j -0.000221589-0.023124j -0.0115832-0.00633525j 0.00197711-0.012353j -0.00177124-0.0143627j -0.0137951+0.0263935j -0.0161499-0.010595j 0.039126-0.00578262j 0.0132409-0.00293906j 0.00208935-0.000480895j 0.0224298+0.000341166j 0.00709352-0.0260557j -0.0102827+0.00475195j -0.00184616+0.0112609j -0.00629923+0.00495422j 0.00314455+0.00132058j 0.00847801+0.00134026j 0.00394059+0.00350344j 0.00702037-0.0142469j -0.0175049+0.0246482j -0.0251441-0.0143511j 0.00207955+0.0255083j -0.00981868+0.0138728j -0.00314199+0.00709904j -0.0188749+0.00328531j -0.00832801-0.0395756j -0.00157982+0.015269j -0.0202919-0.00476288j -0.001154-0.0163425j 0.0417885+0.0100274j 0.0207983-0.0172957j 0.0410759-0.00673857j 0.013968+0.021803j -0.0464301+0.0289504j -0.0436544-0.0291131j -0.0230855+0.00351625j 0.021813-0.00190938j 0.0456142+0.0196875j 0.0994575-0.00055515j 
-0.000672616-0.00915439j 0.00151312-0.00293795j 0.0109063+0.0084704j -0.0020953-0.035921j -0.00228565+0.00556312j -0.0133725+0.0189622j 0.00768413+0.0249776j -0.00235121+0.0176172j -0.0169997+0.0135036j -0.00342862-0.00753161j -0.0159245+0.00713121j 0.00976575-0.0222649j -0.0135992-0.0106459j -0.0165051-0.011519j 0.00728676+0.0281572j -0.00684853+0.0120359j 0.0232059-0.00278398j -0.00838959-0.00937812j -0.00333619-0.00774741j -0.00264083-0.015124j -0.036666-0.0212766j 0.00386211-0.00149489j -0.0118964+0.0234073j -0.0108997+0.00689199j -0.0155622+0.0117711j -0.0250162+0.00731484j 0.0103745-0.00883497j -0.00381757+0.0112108j -0.00915814+0.00330633j 0.020015+0.0136561j 0.00989866-0.00786657j 0.0150984+0.0136893j -0.0107645+0.0113191j -0.00294623+0.00827396j 0.00579136+0.0111831j 0.0416585-0.0154049j 0.0111483+0.0258548j 0.007856+0.0366664j 0.0109535+0.00907292j -0.00184093-0.0113151j 0.0110281-0.0107382j -0.00369778-0.00247702j -0.00347284+0.00509909j 0.0151852-0.0260878j 0.0104036-0.0172832j -0.0107953-0.00960109j -0.00831708+0.0100367j 0.0102186+0.00549378j -0.0224436+0.00414528j -0.00401124+0.00767784j -0.00154596-0.0156936j -0.0198611+0.0165833j 0.00716628-0.00730843j -0.00331334-0.000802355j 0.00170438+0.0204729j -0.0232177-0.0111068j 0.0416918-0.00997201j 0.02271+0.00747242j 0.00928986+0.02195j -0.00546719-0.00622236j -0.044647+0.0024419j -0.0184882+0.000671086j -0.0420458+0.00935863j 0.000450843-0.0225827j -0.0168688+0.00170019j 0.0183494-0.00444671j -0.0345644+0.0211449j -0.0159048-0.00920242j -0.090587-0.0137197j 
0.000713683+0.00486347j -0.00744096-0.0650539j 0.00394573-0.0236345j 0.00212378-0.0400296j -0.00986673-0.000349164j 0.00714347-0.0043786j -0.00838679+0.0170097j -0.027403-0.00587412j -0.00962035+0.00702479j 0.00654088-0.0103115j -0.0224072+0.0305293j 0.0143893-0.0885645j -0.0645413+0.039706j 0.00518243-0.0225636j 0.0147032+0.0165774j -0.0591934-0.000161621j -0.00857119+0.0483638j 0.0344602-0.0278477j -0.056861-0.0137628j -0.0148183+0.0105309j -0.0835086+0.0236478j 0.0174043-0.0115166j -0.022178+0.00243823j -0.0115061+0.00113292j -0.00288842+0.0288785j -0.0264627-0.021484j -0.0197019-0.0166743j -0.0492027-0.0138716j -0.0144468+0.0212173j 0.0502976+0.0355482j -0.0200169-0.082663j -0.00656674+0.0218488j 0.0364222-0.0027345j -0.0355156-0.0219456j 0.0300105+0.0781097j 0.0829487-0.0866123j 0.0719086+0.0740921j -0.0530368+0.058955j 0.0173786-0.00657405j -0.00919632-0.0143682j 0.00428991-0.0246809j -0.0255803+0.0283596j 0.0342275+0.046784j -0.00308942-0.0552716j 0.0185907-0.00469531j 0.00184809+0.0132481j -0.0244195-0.0320952j 0.0256267+0.029686j -0.0217586+0.012119j 0.0249146+0.00547862j 0.0310306+0.00176828j 0.0223722+0.00774851j 0.0323444+0.0107914j -0.0066567-0.0104959j -0.0110803-0.043989j -0.0337521-0.00780577j 0.0866283-0.0690174j 0.0355856-0.00224976j 0.065255+0.0943047j -0.0867419-0.015565j -0.166959+0.0558421j -0.00852091+0.00625084j -0.0854385-0.0212118j 0.0538777-0.0381757j 0.0167722+0.0453003j 0.13441-0.0712311j -0.183523+0.0191285j -0.155998-0.0124238j -0.380529-0.0397137j 
0.00412713-0.00129152j -0.0115113+0.000840798j -0.0161685-0.0389257j 0.0404156+0.0177074j 0.001661-0.0152846j -0.0249556+0.0204652j -0.0171065-0.0159743j -0.0121003-0.00373212j -0.0450001+0.0225712j 0.00743604-0.00920138j -0.000201594+0.000407937j -0.00751199-0.00855358j 0.00963168-0.0121109j -0.00579838+0.0108178j 0.00692755+0.0524829j 0.0251606+0.0338691j -0.000126293-0.00763843j -0.00542078-0.0218649j -0.00717295-0.0086616j -0.00735559-0.030816j 0.0152397-0.000578276j -0.00306909-0.06151j -0.00536258+0.11551j -0.00107487-0.00767499j -0.0186248-0.0274006j 0.0168774-0.049649j 0.0030439+0.0545223j -0.0121397+0.00867984j -0.00106142+0.000696945j 0.0136452-0.050531j 0.00150692-0.00638078j -0.015774+0.010756j 0.0128906-0.0275271j -0.0112696+0.0283486j -0.0255316+0.00983905j -0.0361642+0.00630022j 0.000979158-0.00355804j -0.07533-0.0148492j -0.0255783+0.0129111j 0.0262539-0.000168862j -0.057767+0.0103994j -7.51789e-05+0.0440071j -0.0174597-0.0123762j 0.0134587-0.0301069j 0.0189769-0.027083j 0.00271164+0.0152546j 0.000989898+0.024508j 0.0107096+0.00855386j -0.0256721+0.0447409j 0.000818395+0.00798033j 0.0632231-0.010918j 0.00744076-0.0423606j -0.0301994-0.0020732j 0.00157536+0.012851j 0.0352757+0.0300442j 0.0424967+0.0325479j -0.0291714-0.0238392j 0.0207272+0.0214783j 0.00791399+0.0086539j 0.00738035+0.0229024j 0.0114475+0.0390162j -0.211745+0.0385913j -0.00879979-0.0806755j 0.0640838-0.0881312j 0.13232+0.101703j -0.00644483+0.0462728j 0.0186864+0.0200086j 0.0189751+0.0055878j 0.0266564-0.00131485j 
-0.00097544-0.00301227j 0.00141547-0.00364232j -0.013346-0.0132987j 0.00506231+0.020757j -0.0107223-0.0190187j -0.0266807+0.00917354j -0.0290452-0.0295989j -0.0110812-0.0268285j 0.0117291-0.00324999j -0.00178751+0.0106333j 0.0103561-0.00517396j -6.45616e-05+0.00390786j 0.0055142-0.0110152j 0.00187272+0.00186554j -0.000353955+0.0225496j 0.0133817-0.00142386j -0.0103582+0.00705591j 0.0134242-0.0152597j -0.000617178-0.0209453j 0.00839931-0.0224447j 0.00406727-0.00555191j -0.0335798-0.0172332j -0.00111001+0.0296985j -0.0185117-0.00964826j 0.00524396-0.00910572j 0.0131881-0.00431751j -1.79296e-05+0.000574422j 0.00319627-0.00477085j -0.00639356+0.0092323j 0.00199119-0.00125237j -0.00654455-0.00928573j -0.00943527+0.00155593j 0.0234535+0.00750562j -0.00426622+0.00730818j -0.0196055-7.05293e-05j -0.0106566+0.0117846j -0.00165771-0.0015642j -0.0320213-0.00443607j -0.00992244+0.0120496j 0.0161134+0.000806302j -0.0186701-0.00410375j -0.00560908+0.0184538j -0.00669828-0.00254713j 0.0084362-0.00655892j 0.00872209-0.0129264j -0.0013938+0.00215835j 0.00879631-0.00629318j 0.00828712-0.0064438j -0.00217464+0.0163148j 0.00417508+0.00460542j 0.019315-0.0082459j 0.00125095-0.00436807j -0.0085062+0.00280808j 0.0041569-0.0045596j 0.00250335+0.0181559j 0.0165107+0.0124772j -0.0117445-0.0062309j 0.00157539+0.0167263j 0.00524642-0.00296384j 0.003694+0.0149453j 0.000552007+0.0161451j -0.0897812+0.0190589j -0.00435341-0.0311703j 0.0279739-0.0355463j 0.0535596+0.0434462j -0.00083201+0.0137361j 0.00763278+0.00229131j 0.0207052+0.00432972j 0.0260317-0.00256271j 
-0.00319177+0.00346948j 0.0148546+0.000375796j 0.0102459+0.0251131j -0.017824-0.0216875j -0.0135518+0.00386632j 0.0133383-0.0102763j -0.00341311+0.0103192j 0.00448197-0.0068057j 0.0374222-0.0169793j -0.00902091+0.0219605j 0.00233402-0.000660967j 0.0169296-0.0169476j -0.0461238-0.0119074j -0.0135551-0.00674155j 0.00859403-0.0164142j -0.0439716-0.0138706j 0.0264068+0.0107631j -0.0141409+0.0112554j 0.00732668+0.0212784j -0.0107691+0.0208073j -0.0299533+0.0347942j 0.015544+0.0234759j -0.0254916-0.01994j -0.0108353+0.010206j 0.0182027+0.0241226j -0.0419248+0.0136148j -0.00956129-0.0167242j 0.0109968+0.0124847j 0.00829617+0.000956111j -0.0090939+0.0120925j 0.00307908-0.0199941j 0.0178732+0.0151665j -0.013032-0.00820751j -0.00560441-0.00611572j 0.0505075+0.0313555j 0.0190652-0.0337506j 0.00726807+0.0363617j 0.0523119+0.0235541j 0.0214051-0.0380459j -0.0405762-0.0130414j 0.0321272-0.00394352j 0.0212406-0.0257725j 0.0345679+0.0244021j -0.0357768+0.0024303j -0.00464401+0.0250008j 0.00676714-0.00238044j -0.017835+0.0225187j 0.00643576+0.0275179j 0.00634594-0.0379952j -0.0207465+0.0121938j -0.0344053+0.00199727j 0.000177883+0.0199917j 0.0187288+0.0148329j -0.0010459-0.00266737j -0.0116585-0.0554683j -0.0476717-0.0369689j 0.0390951-0.00512337j -0.00484178-0.0269588j 0.000699275+0.0351797j -0.0337573-0.0160464j -0.0613661-0.0109394j 0.164776-0.0432375j -0.00102635+0.0517218j -0.0624556+0.0425571j -0.0984691-0.0616462j 0.0416833-0.065049j -0.0530165-0.00706767j -0.0572258+1.73965e-05j -0.133096-0.017179j 
-0.00348079-0.00185492j -0.0176797-0.011501j -0.0126683-0.0137256j 0.00905729+0.00816555j -0.00868907-0.0028709j -0.0071861+0.0127497j -0.00259773-0.0115806j 0.0011121+0.0104097j -0.00967162+0.00490345j -0.00928332-0.00498546j -0.0170681+0.00814203j -0.0099526-0.0178733j 0.00580799+0.0144196j 0.00693689-0.0144273j -2.98032e-05+0.014218j 0.00795432-0.0217946j -0.0102425+0.00246944j 0.00943807-0.00587012j -0.0162522-0.0128839j 0.00527263+0.0105183j -0.00509184-0.0161748j 0.00180381-0.0117632j -0.027988+0.0046732j 0.000781363+0.000417613j -0.0155213-0.0286869j -0.000923951+0.0113708j 0.00132834+0.0069534j -0.0305116-0.0105129j -0.00420664-0.00645048j 0.0170137-0.00411565j 0.00454861+0.00855121j -0.00936452-0.00756398j 0.0115686-0.00582512j -0.0258695+0.00457585j -0.0153441+0.00570697j 0.0283092-0.00483692j 0.0647156+0.00741378j -0.0205123+0.013672j 0.000507916+0.0418172j 0.0220862-0.00111834j -0.00827099-0.00490386j -0.00688987+0.0222413j -0.034627-0.00332693j 0.0179381-0.0130722j -0.0158693-0.0153518j -0.00612041+0.0248529j -0.0210363+0.00654467j -0.0255228-0.0292631j 0.00382389+0.0216753j 0.0151932+0.0124168j 0.0257132+0.0123353j 0.00399988-0.021804j -0.0190846-0.0152606j -0.012249+0.00212152j 0.0152507+0.0151369j 0.0359988+0.0168525j 0.018025-0.0107454j 0.0163113-0.000750302j 0.0057062+0.0265578j 0.0052227-0.00484342j -0.0355431+0.0190519j -0.0859748+0.027137j -0.0474206-0.0371852j 0.0548835-0.0160472j 0.0528175+0.0328189j -0.0074321+0.0185581j -0.0400991+0.0205789j -0.0308796-0.00375815j -0.0604754-0.00206111j 
