0.101123+0.0595101j 0.167472+0.122301j 0.200141+0.281181j 0.116658+0.191829j 0.155611-0.204765j 0.302946-0.392415j -0.0623472-0.290203j 0.160477-0.0250439j -0.131373-0.291412j -0.328782-0.548419j -0.492786+0.016539j -0.00956719-0.546087j 0.937898-0.0265569j -1.71258+0.777952j -0.73419-2.26783j 0.082027-0.187404j 0.148294-0.190901j 0.0874867-0.437054j 0.120675-0.272859j 0.444712-0.30366j -0.620397+0.406077j -0.0572041-0.115663j -0.186497-0.521784j 0.358477-0.0292715j -0.299888-0.384964j 0.522465+0.374397j -0.312651-0.0475724j -0.400033+0.00638191j 0.591954-0.220984j -0.18356+0.116303j 0.519562-0.00311126j 0.143707-0.183028j 0.152909-0.596614j -1.06207-0.40884j 0.94235-1.14931j -1.5795-3.06407j 2.3719-1.44543j 0.13692+0.0286929j 0.0255901+0.0761047j 0.124088-0.22734j -0.0302005-0.266175j -0.0240921+0.0364215j 0.0373862-0.0057507j -0.367716-0.244471j 0.0276247-0.00526021j 0.328455-0.182576j -0.135328+0.145214j 0.252499+0.0250323j 0.329828+0.377188j 0.0245237-0.143012j 0.495934-0.0630088j -0.348447+0.462523j -0.14313-0.3434j 0.191987+0.381561j 0.106366-0.469876j -0.160323+0.0296176j 0.246992+0.111565j -0.288597-0.137468j -0.0135072+0.698331j -0.238402-0.491239j 0.133276-0.194307j -0.659829-0.587301j 0.150385-0.231895j -0.639953-0.428218j 0.0223234+0.0530876j -0.684973-0.0123207j -0.562529-0.0313635j 0.250698-0.0191866j 0.453136-0.0233726j 0.523918-0.557906j -0.227681+0.211283j 0.0572602-0.188295j -0.255503+0.755585j 0.182675-0.149702j -0.289946+0.278847j -0.0724885-0.692555j -0.451987-0.00390192j -0.0495333-0.13919j 0.259449+0.739042j 0.0640788+0.211167j 0.157762+0.222268j 0.206518-0.0237905j 0.314993+0.488323j -0.300039-0.314593j 0.11981-0.207669j 0.629576-0.0559734j 0.88151+0.2801j -0.468751+0.448203j 0.359662-1.72853j -0.589801+0.281905j -1.6121-1.23361j -0.973497+1.16947j 3.49424-0.323179j -1.15356+0.0183099j 0.194679+4.11428j 
0.241821-0.391469j 0.564453+0.956958j -0.99684-1.25403j 0.490248+0.216522j -0.321107+1.022j -0.71065-2.2825j -1.73095-1.33519j -0.413941+0.940524j 2.19859+0.468479j 0.650079-0.413939j -1.56459-0.724711j 0.0831814+0.417572j 0.755912-0.115088j -0.26526-1.12727j 0.0940091-0.0894986j -0.353014+0.127865j 0.318049-0.704993j 0.380441+0.817027j 0.108901-0.331262j -0.820169-0.216851j 0.371675+2.30209j 0.272088-0.0764384j 0.0615186-1.99864j -0.371581+0.789973j 0.40381-1.23249j 0.468306+1.0139j 0.0377012-0.792454j 0.219974-0.258771j 0.199057+1.15835j 0.37075-2.32241j -0.104794+1.33016j 0.261088+0.653563j 0.5938+1.76135j 0.110863-0.744552j -0.877328+0.708096j 0.273296+0.259066j -0.0580902+0.116166j -0.095464-0.525269j -0.0976399+0.565761j -0.129232-0.697829j 0.499575+0.504354j -0.156804-1.9559j -0.254337-0.521799j 0.574015+8.00228j 0.112487+1.75012j 0.470601-1.6696j 0.966215+2.98196j -0.679697-9.37757j 0.431323-1.70932j 1.5938-3.36614j -0.759062-0.698949j 1.40861+17.1876j 2.23729-4.81296j 0.0134214+14.538j 0.0858019-8.00127j 0.0412743+2.46949j -1.59056+4.7583j -0.0239328+0.579455j 1.34809+4.15347j -1.5288-16.7196j -0.394596-2.48115j 1.35773-2.28464j -2.20239-0.315824j 0.494267-19.1915j 2.39782+0.218799j 1.15349-10.8195j -0.231814-12.9863j -2.53636+3.81247j 2.62289+8.90526j -0.199024+13.8138j -0.918794-3.00028j 0.146435-0.0799089j 2.46118-16.0749j 1.36094-0.342098j -2.04763-7.74502j -0.568851+5.69128j 0.254142-5.20662j -0.760048+3.52499j 2.12889-6.59605j -0.0723353-9.55617j 0.507679-2.79479j 1.07218-14.4685j 0.968039-5.13605j 1.2533+1.01718j 0.390958-6.88283j -0.52287+5.13327j 0.73553-0.386604j -0.590341+1.9519j -0.715683+2.36028j 0.571646-5.78489j -0.200747+1.72569j 0.168114+1.80236j -0.267956+0.51462j 0.324315+0.477622j -0.0965853-0.390497j 
-0.941324+0.296608j 0.792127+0.316389j -0.66045-0.732138j 0.653466+0.548593j 1.08734+0.456322j 1.79748-0.025849j -0.520492-0.0833027j -0.0119436-1.65324j 0.832126+0.13229j -1.26972-0.0864065j 0.00617759+0.293007j -0.267005+0.477829j -1.66053+0.952126j 0.825562-0.444171j -1.02384-0.165792j 0.80317-0.0247115j -0.860155-0.318783j 0.613641+0.616754j -0.207611-1.28323j 0.760287+1.75224j 0.0744983-2.53922j 0.199478+1.29422j -1.35677+3.14773j -0.192764-1.65761j 0.697107+2.30221j 0.769517-2.38576j -0.472187+0.575763j -1.41733+2.78519j 0.537085-3.41772j 0.105994+2.57514j 0.855124-3.29659j 0.820353-1.92766j 1.1968-2.28897j -0.196785+1.23849j -0.344267-0.54455j -0.339082-0.11484j 0.455346-0.168657j 0.1264+1.2276j 0.741041-0.54418j -0.164461+1.63921j 0.0884887+0.29506j 0.856747+4.7448j -0.892955+0.644857j -1.75411-18.9418j -0.750491-3.83861j -1.37399+5.84419j -2.5871-7.60806j 1.57538+24.3094j 0.0171487+2.83946j -2.83522+6.80943j 0.474473+2.89104j -4.58382-42.6343j -5.35736+11.5203j 0.227986-36.3533j 1.77717+18.0916j -0.505311-5.76794j 3.32613-11.6407j -1.51409+0.573183j -1.39542-8.87663j 4.3392+41.2695j 0.376998+5.85769j -2.20304+8.26678j 5.77287-0.786283j 0.918602+45.4724j 0.286039-1.48489j -4.85236+29.3625j 4.25561+30.5612j 0.0583317-9.06738j -5.25994-22.282j 2.94197-36.0134j 2.45422+7.64711j 0.578402+2.29332j -4.03016+39.2431j -0.400367+1.17854j 3.51305+14.7904j 1.63314-13.8632j -0.92685+11.8969j 2.71739-10.9643j -2.77048+18.5761j 4.80392+23.2244j 2.48456+5.25641j -3.39999+35.8186j -3.59381+14.4196j -1.74388-1.64972j -2.03102+18.3542j 0.690271-13.1535j -2.06712+0.730316j 0.621692-5.58826j -0.271683-7.74308j -2.29019+13.6962j 0.869566-4.14617j 0.801493-3.82454j 0.030355-1.47478j -0.403993-1.21961j 0.0447119+0.96936j 
-0.11676-0.241665j 1.27254+0.953883j 0.415055+0.0120533j -0.94606-0.390065j 0.050715+0.777407j 0.941433-0.214773j -0.207791-2.00641j -0.28018-0.26471j -0.516953-1.87602j -1.61339+0.368427j -0.547753+0.984485j 0.490639-0.00627128j 0.596763-0.197427j 1.22751-0.956813j 0.139687+0.222133j 0.0433128+0.213247j -0.451297+0.0039947j 1.19168+0.18724j 1.19117-0.441278j -0.220127-0.933486j -0.274254+1.23654j 0.0475318-0.251654j 1.68253-2.34627j -0.566816+0.605205j 0.189779-1.81615j 0.0645434+2.64611j 0.154068-0.931574j 0.105172-1.9154j 0.907946+2.04157j -0.219543-1.82967j -0.736067+2.04838j -0.453681+0.614892j -0.59261+1.62159j 1.13774+0.258658j -1.33739+0.791507j -0.0303899+0.285524j 0.108327+0.068685j -0.114352-0.50386j 0.065598+0.132789j 0.40344-0.844896j 0.246384-0.789953j -0.602605-3.17813j 0.292417-0.116229j 1.3888+13.0176j -0.32051+2.42424j 0.94774-1.83602j 0.414177+4.10378j -1.646-15.7491j -0.353399-2.49082j 2.06636-4.18256j 0.63912-0.251796j 3.1899+26.4743j 4.00096-7.88956j -0.209336+23.2351j -1.41012-11.2798j 1.45926+3.43237j -2.50179+7.74403j 0.906265-0.178798j -0.859392+6.77819j -2.33034-26.1064j 1.68138-4.25475j -0.309391-4.39609j -3.38198+0.86057j -0.523221-29.0152j -0.223811+0.879727j 2.66765-18.8638j -2.43548-19.6685j 0.0694104+5.83894j 2.97422+14.5207j -1.5839+22.7472j 0.383824-3.6725j -1.90013-1.65206j 2.20199-24.8494j 0.414961-0.825254j -2.49135-9.93439j 0.401394+9.49498j 1.3605-7.51609j -1.65057+6.54959j 1.9685-11.5265j -3.42444-15.415j -1.29659-3.96982j 1.71636-21.7328j 3.05916-9.89076j -0.0956916+1.4033j 1.17974-11.1591j -0.915428+8.53553j 1.85145-2.39761j -0.0812076+3.11266j -0.434036+4.82727j 1.25557-9.48801j -0.369027+2.51581j -0.282817+3.08108j -0.0905573+0.941918j -0.0173685+0.453946j 0.0106056-0.686175j 
-0.123592+0.0992257j 0.308963-0.801585j -0.612203-0.17841j 0.634335-0.17789j -0.745045+0.447243j 1.22018+0.127544j 2.03627+0.136756j -0.102819-0.52324j -1.63517+1.24761j -0.592494+1.86752j -0.0547799-1.82276j 0.591014-0.509556j 0.766606-1.09259j -0.296428+0.822242j -0.327763-0.52833j 0.198086+0.111037j -0.183976+0.148862j -0.618569-0.402296j -0.238969-0.654543j -0.821056+1.6577j 0.0789839-0.765642j 0.0013112+0.664331j -0.485978+2.3286j 0.689458+0.295108j 0.0415249+0.151174j 0.575272-1.62143j -0.111552+0.666149j 0.174251+1.75744j 0.504188-1.79597j -0.522711+1.47373j 0.831783-2.30519j -0.0511562-0.280956j 0.928106-0.377747j -0.0363538-0.215172j 0.210506-1.05963j -0.227627-0.491858j 0.237649+0.0164285j 0.0241605+0.553304j 0.541072-0.192804j -0.0738828+0.602801j -0.259974+0.371339j 0.287054+2.31549j 0.309494-0.229347j -0.870161-8.39477j -0.482985-1.42134j -0.16854+2.1985j -1.06583-2.69275j -0.0979029+10.2405j 0.664006+1.04951j 0.349866+3.69062j -0.507321+1.25839j -1.3043-17.531j -1.00838+6.15773j -0.638891-15.1289j 2.07934+6.99504j -0.0535169-3.24072j 1.76563-6.45621j -2.11293+0.685093j -0.175848-3.8224j 2.98238+18.0812j 0.508258+1.93084j -0.605003+3.59116j 2.24213-0.546859j -1.17799+18.3674j -2.53738-0.95796j 0.0338293+13.3772j 2.16548+12.4984j 2.2372-3.66791j -2.60928-9.40458j 0.759184-15.7434j 1.66702+2.27422j 0.17812+1.12116j -1.59196+16.7992j 0.799442+1.04916j 1.22276+6.34905j 0.986237-6.53382j -0.34858+5.01494j 1.19974-4.4576j -0.570758+7.94824j 1.93419+9.77834j 2.01749+2.93795j -1.15331+15.0729j -1.06351+6.32546j -0.492329-0.404155j -0.957723+7.50291j -0.0679002-5.50976j -0.966554+1.09692j 0.262332-2.44177j 0.270937-3.52247j -0.671055+6.13029j 0.331321-1.9283j -0.0955083-1.31606j 0.0133817-0.686199j -0.0237086-0.799409j 0.0198984+0.482811j 
-0.311018-0.2432j 0.706479+0.177517j -0.761739-0.852779j -0.807482-0.990094j 1.24563-0.247648j 0.539542-1.77765j 2.0757+2.61242j 0.204346-0.80364j 0.619051-0.338289j -0.503644+0.203599j -0.00157825-0.108462j -0.370965+0.126639j -0.587824+0.296266j 0.0578773-0.127276j -0.184331-0.224942j 0.0475184+0.182238j -0.337573-0.14029j 0.595746+0.356417j 0.297357+0.213298j 0.429874+0.140704j 0.863006+0.126971j -1.29384+1.35248j 1.43854+0.519076j 0.161541-0.30551j 0.0203357-0.203527j 0.226282-2.03904j 0.903268+2.22201j -0.317859+1.07292j 0.515666-1.05214j 0.0683536+1.25628j 1.07318-1.40748j 0.285911-0.42663j 0.204895-0.983581j -0.219576+0.329972j -0.0425552-0.257378j -0.0736651-0.131354j 0.0657985+0.0277647j -0.0578129+0.448805j 0.268014+0.117068j -0.0944387+0.546531j 0.123809+0.227698j 0.270198+1.8988j -0.316861+0.363369j -0.87781-7.5801j -0.0826423-1.78928j -0.826307+2.26877j -0.251279-2.83371j 0.592366+8.87322j 0.185173+1.21737j -1.09095+4.37464j -0.562588+1.09343j -3.33622-17.6116j -3.07091+3.42226j 1.50009-15.3317j 0.76844+6.76863j -0.258845-2.36373j -0.186237-3.34912j -1.45714+0.934971j 0.684781-3.94746j 2.38724+17.2802j 0.0415301+2.35366j -0.0549929+3.35681j 2.68783-0.0331538j 0.0660773+17.6171j -1.29084-0.187228j -1.67742+11.97j 1.54222+12.2853j 1.28224-4.09475j -1.35761-9.68268j 1.31523-14.6532j -0.670776+2.72596j -0.344745+1.44012j -0.97503+15.192j -1.34184+0.93879j 2.22766+6.02876j -0.481561-5.77788j 0.106509+4.40697j 0.81353-4.26531j -1.98851+7.64523j 1.61772+8.51955j 0.98137+2.71472j -1.23363+14.3348j -1.14719+6.48778j -0.762368-0.999102j -0.742119+7.24219j 0.0447447-5.64222j -0.980544+0.649313j 0.385151-2.07125j 0.0173373-3.33576j -0.887685+5.57968j 0.269741-1.6516j 0.313005-1.55914j -0.10719-0.594482j -0.00522294-0.436024j -0.0253147+0.430859j 
0.20895-0.122516j 0.886145-1.44265j -0.820261+0.124318j -1.52446-1.21402j -1.50409+0.0936956j 1.03016+0.0956721j -0.303563-1.13362j -1.56566-1.26824j -0.138347+0.693705j 0.483644-0.0098483j -0.108413+1.37571j -0.138293+0.687126j 0.208251-1.08795j -1.10198+1.13201j -0.197676-0.612027j 0.0587419+0.113429j -0.614584+0.2046j -0.678072-0.202861j 0.682488+0.29547j -0.879682-0.425164j -0.340067-1.27445j -0.411436-0.0408524j 0.75923+0.806117j -0.244595-0.119603j -0.913452+0.105873j 0.539131-0.855469j -0.794024+1.34887j -0.172532-0.509212j -0.621727-1.16848j -0.198863+1.0957j 0.630716-0.883454j 0.471789-0.549322j 0.30011-0.852753j -0.185627+0.0620606j -0.0164958-0.722275j -0.075271-0.731463j 0.207398+0.0724957j -0.00339569+0.261937j 0.452082-0.263218j 0.0128379+0.399251j 0.172967-0.255558j 0.154317+1.32187j 0.462127-0.814633j -1.15506-3.77514j -0.365113-0.788715j -1.60913+0.0357804j -0.921588-1.32055j 0.285061+3.76138j -0.330874+0.495025j -0.644853+1.96422j 0.688736+0.754287j -0.453074-9.04313j 0.0279143+0.753949j -1.01767-5.8625j -0.0132241+2.01995j 0.185943-1.38097j 0.761486-2.96047j 0.267574+1.42227j -0.343806-1.922j 0.69354+6.91865j 0.271109+0.759187j -0.0484846+1.34753j 0.753983-0.171627j 0.601513+9.07149j 1.20125-0.836469j -0.744996+5.03478j 0.760934+3.64251j -1.33476-0.675784j 0.446173-3.84773j 0.321417-7.88739j 1.07263+0.426971j -0.00196173-0.267934j 0.617957+7.0007j -0.166112+1.57521j 1.41952+1.88208j 0.462267-2.85227j -0.0122098+2.57233j 0.575372-1.71716j -0.560734+4.13744j 0.693012+4.5552j 0.349641+1.52457j -0.422273+6.28088j -0.219557+2.72996j -0.153395-0.20458j -0.197786+3.03639j 0.114211-2.4465j 0.290026+0.454679j 0.0419318-0.979151j -0.0264211-1.68666j 0.0293182+2.40525j 0.338768-0.885569j -0.423329-0.261119j 0.0655752-0.303106j 0.0739215-0.701812j 0.0137384+0.246268j 
-0.318621+1.28592j 0.380949-1.65705j 0.319662+0.137235j 0.060843+0.620732j -0.94069+0.657063j 0.494525-0.372012j 1.11921-0.722442j -0.36963+0.594824j 0.817212+0.416152j 0.348905+0.12177j -0.291867+0.220754j 0.96806+0.349289j 1.07838+1.18521j -0.203008-0.214454j -0.396648+0.935396j 0.391863-0.914971j -0.362434+1.00227j 0.548102-0.781369j -0.967966-0.717591j -0.254804-1.21738j -0.0280865+0.964209j -0.379434+0.00690902j 1.73168+0.153977j 0.158716+0.981804j 0.256691-0.119458j 0.115521+2.2216j 1.07344-1.60779j 0.105912-0.986364j -0.302772+1.98595j -0.397903-0.383063j -0.711217+1.74303j 0.248905+0.39861j 0.0172235+1.68648j 0.179372-0.28309j 0.59447+0.962165j -0.0940913-0.0996008j -0.147284-0.463513j 0.219486-0.422496j -0.365922-1.05676j 0.30796-0.66146j -0.400764-0.796251j -0.531007-2.66761j -0.102333+0.845036j 0.710024+8.38384j -0.398972+2.06173j 0.427919-2.62978j -0.43296+3.32345j -1.55528-11.0974j -0.381821-1.64765j 1.43324-2.83049j 0.667435-0.370787j 2.28737+19.1244j 2.92646-5.08349j 0.814736+15.8713j -0.931431-8.42753j -0.842822+2.56722j -2.89923+5.48432j 0.717125+0.436272j 1.26063+4.02595j -3.21073-16.975j -1.27847-2.71688j 1.44366-3.5265j -3.46298+1.53656j 0.620766-21.1725j 0.956044+0.875033j 1.653-13.4067j -1.16336-13.9626j -0.909136+3.95207j 1.57672+10.4076j -0.74955+16.0878j -0.626192-3.33474j -0.872962-1.49762j 1.10965-17.3887j -0.313137-0.025722j -1.93863-7.7638j -0.362542+6.24223j 0.804902-5.18196j -1.32941+4.64488j 1.14019-7.67696j -1.65326-10.3776j -1.23565-3.5851j 1.60309-15.8691j 0.78708-6.66775j -0.283508+0.818156j 0.893284-7.92271j -0.144534+6.17204j 0.282656+0.21914j -0.0475856+2.40898j -0.177384+3.9055j 0.562776-5.53014j -0.180352+1.48535j -0.491456+1.70943j 0.252026+0.538703j -0.229872+0.585121j 0.0817992-0.515679j 
-0.0582258-0.779527j -0.885382-0.0376227j -0.100176+1.2401j -1.07314+0.992397j -0.457468+0.602853j -1.134-0.896344j 1.0122+0.486359j -1.56656-0.137749j -1.10122-0.314689j 0.138728-1.0418j 1.00563-0.313983j -0.135666-1.05299j -0.774111-0.294959j 0.286399-0.0458155j 0.0257474-0.243074j 0.0657783+0.477942j 0.561899-0.357244j -0.482568-0.930818j 0.484746-0.744077j -0.294304+2.12844j 1.21595-0.888782j -2.29735-0.164487j -0.166513+1.80023j -0.441316+0.0710842j -1.0277+1.61957j 0.949178-1.39153j -0.537534-0.290724j 0.753482+2.2505j 0.191953-1.2703j -0.891984+1.46843j 1.09462-1.45823j -0.0743712-0.697194j 0.0327135-1.23757j -0.288471-0.0367272j 0.00517484-0.681017j -0.0794569-0.0775865j 0.0401267+0.0429106j -0.0130959+0.615132j 0.289606+0.396612j -0.199113+0.720049j -0.332231+0.5917j 0.365392+2.7899j 0.33285+0.171892j -0.551449-10.4069j 0.0249398-2.48128j 0.297826+3.59463j -0.517934-3.75507j 1.50276+11.7663j 0.260066+2.17004j -2.59393+6.19392j -0.457601+0.761535j -2.35079-23.2128j -2.54283+5.55452j -0.742207-20.1957j 0.893249+9.67178j 0.221001-2.47431j 2.10466-5.57943j -0.61476+0.851235j -0.467643-4.79089j 2.08563+20.5376j 0.43387+3.69821j -0.764555+4.7475j 2.99311-1.59057j 1.01568+25.4494j 0.315444-0.817605j -2.28711+16.0573j 1.5931+15.8586j -0.165314-4.86925j -4.30138-11.613j 0.333163-19.6698j 0.984336+3.2291j -0.18407+1.0103j -2.8749+21.7728j -0.146841-0.362061j 2.24435+8.63624j 0.433265-8.18786j -0.0425628+6.64448j 1.42292-6.22617j -1.70647+9.28099j 2.77123+11.8675j 1.38325+3.9248j -1.49814+19.2345j -1.94601+8.54783j -0.491822-1.53801j -0.990358+9.69116j 0.283099-7.61772j -1.41547+0.589901j 0.329648-2.62795j 0.312251-4.45199j -1.12199+7.35186j 0.30424-2.11124j 0.365471-2.06665j -0.131913-0.869108j 0.0253372-0.500269j -0.0557753+0.550537j 
0.191748-0.31768j 0.568171-0.590578j -0.0147823-0.0366352j 0.098309-0.658793j -0.320286+0.228728j -0.630159+1.38868j 0.411488-0.571046j -0.218704-1.10064j 1.23182-2.63855j 0.00215684+0.207102j -0.833701-0.803677j 1.5434-0.104413j -1.33613-0.340734j -0.620968-0.487388j 0.177265+0.192269j 0.0476865-0.517009j -0.392158-1.0193j -0.393311+0.726276j -1.51414-0.595833j -0.662018+0.0635811j 0.121342+0.0475199j 0.187515+0.197405j -0.345079+1.15035j 0.55284+1.10744j 1.05789+1.74866j -0.194991-0.783805j 0.100981+0.63147j -0.225605+0.379431j 0.206819+0.462368j 0.0863817+0.751881j 0.32897-1.45754j 0.0986262-0.0714144j 0.401578-1.08162j 0.128115-0.587628j -0.357791-0.22344j 0.0675568-0.335377j -0.2261-0.12466j 0.120248+0.18198j -0.0584735-0.25201j -0.329751+0.392363j 0.628181+0.776103j 0.707029+1.28138j -1.34165-0.111861j -0.924862-5.22246j -0.43876-0.62642j -0.81274+1.4592j -1.38927-1.21266j 0.790531+6.48385j 1.56208+0.852934j -1.31782+2.41576j -2.19056+0.251836j -1.80974-11.9534j -1.98049+2.95181j -0.760316-9.37565j -0.493273+5.19105j 0.534881-1.50221j 1.16413-3.89601j 0.915186-0.295656j -0.596188-2.11822j 1.70176+10.9679j 0.659887+1.72778j -0.207699+2.41674j 1.52177+0.114769j 0.407384+13.5677j -0.538703-0.909477j -0.881741+7.28859j 1.03005+8.61455j 0.459015-2.0369j -1.36324-5.70088j 0.0800548-9.41704j 1.06721+2.04724j -1.06977+1.0709j -0.386038+10.8731j -0.0785154+1.04155j 2.08021+5.17225j 0.520069-3.88688j 0.561859+2.51525j 1.1948-2.44384j -1.01641+5.10616j 1.76327+5.14248j 0.370597+1.62343j -0.770042+10.0435j -0.680443+4.56421j 0.195832-0.470155j -0.203837+5.028j 0.0767588-3.78433j -0.437375+0.241211j -0.0676396-1.46914j 0.0471493-2.75113j -0.336959+3.54314j 0.0797183-1.03461j 0.259043-0.758208j -0.256208-0.56964j 0.232783-0.249254j -0.130286+0.274394j 
-1.00551+0.324484j -0.951948+0.476637j -0.804743+0.535489j 0.229047+0.952145j -1.71966-1.10098j -0.619368-1.45731j -0.357916-0.253452j -0.16557-0.546034j 0.662816-1.64991j -0.193983+0.872119j -0.673224-1.53412j -1.46399-0.603932j 0.348033+1.26314j 0.175494+0.0252851j -0.669817+0.0653199j 0.501204-0.0504941j 0.130109+0.572932j 0.84352+0.408123j -0.792976-0.48973j -0.302429-2.16004j -0.225701+1.65451j -1.04888-1.69962j 1.63739-3.43808j -0.103116+0.361588j -0.296823-2.06597j 0.490571+3.42045j -0.102027-1.26443j 0.693691-2.10188j -0.82007+2.68226j 0.571168-3.95019j -1.10363+2.23222j -0.407463+1.94961j -0.268176+2.84835j -0.405493-0.0442255j 0.233155+1.50321j -0.0220297+0.351298j 0.212294-0.105316j 0.0459498-0.72892j -0.0388423-0.727092j 0.160064-1.11196j 0.19896-0.994573j -0.306926-4.09832j -1.1923-0.762032j 2.31528+15.2764j -0.146647+3.55235j 1.70113-5.86033j 0.394491+6.09691j -1.89489-20.0082j -0.668494-2.75058j 1.26126-6.48329j 0.6626-1.40701j 4.9419+36.0005j 4.09558-9.11408j 0.723057+29.6375j -1.87636-13.9332j 0.542629+4.06752j -2.42643+10.9781j 1.22648-1.47818j 0.269459+8.18352j -3.02421-33.9119j 0.0775537-6.06137j 0.57833-6.56691j -3.52622+1.86329j -2.53475-37.3003j 0.485961+0.223539j 2.58985-25.3013j -3.86314-25.0851j -0.369551+8.45815j 5.52888+19.2722j -0.917861+30.6334j -2.37353-6.93474j 0.235275-2.91987j 2.83863-32.4463j 0.735683-0.730095j -2.89809-12.1207j -1.10204+11.2968j 0.0892525-9.01114j -1.33569+9.30955j 1.9064-15.4854j -3.39696-18.9211j -0.710397-5.85929j 1.15097-29.1452j 2.22085-13.2055j 0.213435+1.34104j 0.648615-14.9582j -0.59509+11.7424j 1.21795-0.636186j -0.0586804+4.43046j -0.270508+7.01244j 0.983907-11.0819j -0.279407+3.3932j -0.545612+2.70789j 0.495172+1.53305j -0.416345+0.774144j 0.223732-0.836001j 
0.648151-0.988987j -0.513408+0.302324j -0.114677+1.64682j 1.00188+0.0520755j 1.00904-0.722127j 1.66594-1.65937j -0.401653-0.410696j -0.168496+0.746277j -1.39126-0.696133j 0.664258+0.526915j 0.448047-0.513907j -0.0950557+1.62305j -1.12031-0.468455j 0.397197+0.326496j -0.545475+0.0591622j 0.404396+0.296487j 0.00274574-1.83562j 0.215077-0.346689j -0.480396-0.19161j 0.179318+0.725998j -0.908151-0.386076j 0.685172-0.252306j 0.529336-0.838134j -0.764765+0.511879j 0.247796-1.14869j -0.228784-0.511186j -0.337164-0.582671j 0.0394222+0.174777j -0.831463+0.229836j -1.08083+0.259081j 0.0446655-1.04611j -0.158823+0.345371j -0.542994-0.262588j 0.139827+0.294419j -0.216982-0.0551438j -0.0570613-0.268572j 0.210531-0.228513j 0.0894105+0.245106j 0.0998945-0.376487j -0.346691+0.476034j 1.70129-0.42669j 0.770828-0.452872j -2.00043+0.484373j 0.227209+0.627083j 0.200648-0.312251j 0.508294+0.276705j 0.56064-0.781375j -0.226902-0.771155j -0.370321+0.69985j 1.01028-0.326758j 0.754045-0.859444j 0.180995+0.715746j 0.442335-0.929636j -0.5267+0.83496j 0.0337644-0.141628j -0.856822+0.838768j 0.207164+0.816283j 0.747175-0.502131j 1.60137+0.734964j 0.470516-0.773994j -1.47476+0.564521j 1.67345+0.0998996j 0.175531+0.350676j -0.364607-1.46738j 0.197771-0.128713j 0.217233-0.663895j 0.782394-0.374862j -0.276557+0.280697j -0.317353+0.864729j 0.436482+1.25535j -0.52315-0.944589j 0.081157-1.36022j -0.122403-0.773602j 0.303684+0.0762182j -0.124817-0.310948j -0.281505-0.0335911j 0.0514805+0.44232j -0.157996+0.374758j 0.299046-0.403221j -1.37964-1.11363j 0.022644+0.0914367j 0.556583-0.461194j 0.551896-0.596554j -0.276639-0.417874j -0.00885946-0.463596j -0.142215+0.292224j 0.432592-0.468168j 0.162346+0.300808j 0.144868+0.415619j 0.275989-0.430046j -0.0140923-0.00368127j -0.245843+0.283571j 0.0615448+0.00862542j -0.188226-0.134458j 0.0523925-0.0843658j 
-1.5529-0.738472j -0.343355+1.79963j 1.34404-0.273442j -1.29171-1.09051j -2.13439+0.511593j 1.12567-0.0888126j 0.428334-1.01143j 0.181248+0.507164j -0.248353-0.42747j -0.868474-0.269326j 0.691182+0.0784117j -1.20407-0.465508j -0.452656+0.835261j -0.00779022-0.445788j -0.148761+0.0135487j 0.612834+0.461927j 0.0653846-0.666273j -0.597912+0.715813j 0.859987+0.419753j 0.637143-0.872263j -0.198309+1.93047j 1.3721+0.393757j -0.0494418-1.51423j -0.36088-0.124007j -0.0747649-1.15741j -0.159704+2.10051j 0.167756-2.22854j 0.826247-3.01023j 0.0971848+2.16918j 0.0817781-1.79791j -0.305081+1.84534j -0.253996+0.849098j -0.582145+1.83509j -0.53358-0.047643j -0.0825774+1.21201j 0.101618+0.302023j 0.00421775-0.000647395j 0.0198151-0.419844j 0.547797-0.297761j -0.211475-0.879384j 0.744448+0.210545j -0.138311-2.8478j -0.257869-0.928734j 1.33975+10.3559j -0.0157271+1.64779j 1.23249-5.08274j 1.60395+3.40069j -2.21655-15.1967j 0.36797-2.57738j 3.25345-3.30323j -0.834299-0.00449659j 2.97077+24.855j 2.48601-7.30273j 0.942941+21.3965j -1.08445-10.671j -0.196508+3.73671j -2.02153+7.3319j 0.233058-0.193261j -0.294635+5.39827j -2.32395-24.1825j -0.263182-3.3115j -0.343915-4.59896j -3.34266+1.25103j -2.57289-26.4037j 1.18991+0.519518j 2.78823-18.2235j -3.06912-18.7528j -0.938611+5.99032j 1.93855+13.0393j -1.35678+20.981j -1.88506-4.71102j -0.301217-1.50199j 0.705928-23.344j -0.771269-0.388199j -1.26259-9.50912j -1.13222+8.24815j 0.319492-6.80705j -1.11353+6.2784j 0.440482-10.3511j -2.69093-13.7968j -0.960887-3.80598j 0.980013-20.7966j 1.50546-8.84994j -0.338234+0.862461j 0.572485-10.6637j -0.324686+7.95752j 1.0951-0.441775j 0.156155+3.05807j -0.433494+4.58887j 0.683848-8.04411j -0.126552+2.58703j -0.224088+1.91499j 0.259951+1.11415j -0.146464+0.594745j 0.104879-0.571304j 
