-0.193019+0.115222j 0.481475+0.0766969j 0.169506+0.403788j 0.190437-0.402304j 0.289689-0.0114386j 0.00733019-0.0524311j 0.0490138+0.0266363j -0.016605+0.0120352j 0.0307641-0.0284266j -0.0424667+0.00319573j 0.00324417+0.0447022j 0.056553+0.0191618j 0.0120327-0.0186893j -0.032845-0.00094408j 0.00489327-0.0183493j -0.00400739-0.0245771j -0.0226593-0.0217779j -0.00301617-0.0559571j 0.0280996-0.0162577j 0.088863-0.0145573j 0.0697976-0.0725087j -0.0237429-0.0163164j -0.0302975-0.00750584j -0.0184707+0.0175465j 0.015613+0.0138097j 0.0147055+0.0137029j 0.00597698+0.00168219j 0.0201193-0.0230964j 0.00335148-0.0159721j -0.00168296+0.0108966j 0.0327944-0.0323442j -0.0284496+0.0152485j -0.0223662+0.00466723j -0.0173208-0.0352519j 0.0130926+0.0052725j 0.00995631-0.00747894j 0.00616407-0.0351809j -0.0178651-0.0179168j 0.00913173+0.0302104j -0.0040649-0.00970456j 0.0234411-0.0216878j 0.00640962+0.00893442j 0.038597+0.00953984j 0.00481682-0.041859j 0.0219701+0.00441613j -0.0236473-0.00625008j -0.0274866+0.0243051j -0.0147773-0.0197684j -0.0180252+0.00204213j -0.0222836+0.0059926j 0.0107545-0.0323702j 0.026528-0.0213339j 0.0215319+0.0369202j 0.0205808-0.0142496j -0.0200751-0.0118542j 0.0197948+0.0305303j -0.0191822-0.0151878j 0.0559608-0.00226712j 0.0362397-0.019575j 0.0102448-0.0144268j -0.0086356+0.0247757j -0.00329703+0.00400172j -0.00512675+0.0138982j 0.00315543-0.00552622j 0.00237336-0.014985j -0.00168235-0.00302423j 0.000732146+0.0128602j 0.0134893+0.0129702j -0.00598321+0.0133395j 0.0083227-0.00491843j -0.0127065+0.0190815j 0.000419296+0.00547088j 0.00190331-0.0023696j -0.000884762+0.00058329j 0.0161092+0.00724428j 0.0194295-0.0379305j 0.00998428+0.0110011j -0.00520777+0.000162534j -0.00221843-0.00250651j 0.0217556+0.00300879j 0.00391222+0.00454661j -0.0355059+0.0263578j 0.00291128-0.0057194j 0.019258-0.00727338j -0.00694985-0.000150545j -0.00350316-0.013232j 0.00146759-0.00588437j 0.00620482-0.0116119j -0.00358535-0.00475883j -0.00772572+0.0212048j 0.0190178-0.00484918j -0.00609356+0.0136154j 
-0.0150997-0.0147727j -0.0172629+0.0306075j -0.00973419+0.00546322j 0.020724-0.0347104j 0.0349388-0.0169999j -0.0173926-0.0518946j 0.0540529-0.0339267j 0.0378413+0.0131254j -0.0349766+0.0103057j -0.0537472-0.0360535j -0.0151524-0.00171991j 0.0202182-0.0201245j 0.0210032-0.0411793j -0.0447014-0.0297639j -0.00702104+0.0198137j -0.0366991+0.00525619j -0.0179592-0.0235005j 0.0448173-0.0745175j -0.00248048+0.0114094j 0.0264681-0.0197065j 0.00839651-0.00246585j 0.0518646+0.0364166j -0.0119202-0.0145983j -0.076304-0.00604158j -0.0155236-0.0070436j 0.0133646+0.037318j 0.0161517+0.0288633j 0.0921762+0.063577j 0.054504+0.0596234j 0.0896251+0.0335041j -0.00811852-0.0082568j 0.0559024-0.0674322j -0.00584724+0.0167125j -0.0808933-0.0321512j -0.0653591+0.00978388j 0.0527329+0.032694j -0.0662185+0.0432925j 0.103161-0.00974301j -0.13862+0.0413116j -0.0123993+0.000823888j -0.0316842-0.0265694j 0.0731511+0.029896j -0.0666711+0.000359681j -0.0723015+0.0285528j 0.113101-0.0597321j 0.147335+0.0157666j -0.00537292+0.0662386j 0.0166523-0.0584871j 0.0776984+0.00254925j 0.00470945+0.0296544j -0.0641473+0.102284j 0.0183836+0.00689101j 0.0331059+0.0421555j 0.00253724+0.0196617j 0.0648303+0.0125986j 0.160335-0.0776695j 0.132386+0.00451151j -0.0815166-0.0473402j 0.0464916-0.0615848j 0.0267274-0.00988275j 0.0237184+0.00595268j -0.0413847+0.0354574j 0.071663-0.0145991j 0.0318295+0.0262904j -0.0920703-0.108683j -0.0353024-0.0949159j -0.0441643+0.139655j 0.00283202-0.0538219j 0.0278691-0.0701979j 0.0605976+0.15644j -0.0763596+0.134855j 0.101682-0.00472632j 0.0402017-0.0934389j -0.017005-0.0709941j -0.0759752+0.014721j 0.02639+0.0156453j 0.00976242-0.076119j 0.0651658+0.0214245j 0.00522873+0.0924991j -0.0330062+0.0229669j 0.0262816+0.0803979j 0.0137095+0.00805682j -0.00490069-0.0911478j 0.0149714+0.0514534j -0.0255369-0.0203435j 0.113454-0.00900161j -0.193929+0.0837842j -0.0123695+0.0586639j -0.0202839+0.0494381j 0.055526+0.0118696j 0.0356176+0.0569442j 0.0138049-0.0486396j 
0.0178101-0.00254356j 0.00512593-0.00821136j 0.0078897+0.015631j 0.0113591+0.0209492j -0.012421-0.00590041j -0.00539866-0.00569992j 0.0738535+0.0525971j 0.0463784+0.044299j 0.0336675-0.0231311j 0.00662477-0.00812893j -0.0034286-0.0487128j 0.0296388+0.0403346j 0.0215582+0.0586117j -0.0197118-0.0375669j 0.0919565+0.00664003j 0.0523603+0.0157385j -0.0497119-0.0353455j -0.0450226+0.037727j 0.0228764+0.0248399j 0.0167954+0.032053j 0.0156132+0.0136869j -0.00127081-0.0225869j -0.0348313-0.0240515j 0.0193335+0.0809129j -0.0561028-0.00133209j 0.0103142+0.00555623j -0.040442-0.0428609j 0.0138037+0.0900794j 0.00676254-0.0363851j 0.0939347+0.0377313j -0.0141014-0.0272409j -0.0737601-0.00116782j 0.107123-0.0695517j 0.0279877-0.00121916j 0.0360651+0.0210967j 0.0125214+0.0127418j 0.00155565+0.0369192j 0.0775414+0.000441872j 0.100869+0.0417436j -0.00841049-0.0342743j 0.0716285-0.00424684j 0.103817-0.0319034j 0.00458893-0.0519692j 0.0755312+0.0113601j 0.0243933+0.0839953j 0.052635-0.0150106j 0.0823318+0.0939282j -0.0231585+0.0105679j -0.00643912+0.0393828j 0.0560322+0.0610486j 0.0391449-0.0293754j 0.047109+0.0341886j -0.0427875-0.00831646j 0.0595613+0.0247279j -0.0400737+0.0241326j 0.0198375-0.122727j 0.0613455+0.0290192j 0.0322829-0.00169299j 0.0265312-0.0805492j -0.0320923-0.034609j -0.0177074-0.0350504j 0.0879761-0.0521395j 0.0483143+0.0918944j 0.0250945-0.136512j 0.0405084-0.0349376j -0.0774347+0.0152476j 0.0302277-0.00717342j -0.0536569-0.0939693j 0.078154+0.0857868j 0.101065-0.0563194j 0.0457277-0.0589367j 0.0144132-0.0769869j -0.0129409-0.150104j -0.11036+0.0505497j 0.0705716-0.0535221j -0.032612-0.155577j -0.0236769-0.101949j 0.0724182+0.0202708j -0.0834799-0.0261344j 0.0438173-0.051536j -0.0904041-0.0604708j -0.0603732-0.0369249j -0.0080422-0.0125655j -0.0400115-0.0360307j -0.0191103+0.0102068j -0.114461+0.0148809j 0.0369945+0.0364935j -0.0496566+0.0228977j 0.114729+0.031645j 0.00574543-0.032991j -7.35638e-05-0.019451j -0.0215682-0.0230921j 
-0.0119875-0.013358j -0.0204916-0.00588121j 0.0167011-0.0172847j 0.00979165-0.00780597j 0.0207926+0.0305091j -0.0271583-0.087705j -0.0215554+0.0353551j 0.0206747+0.05031j -0.0669835-0.0243512j -0.0350443-0.0706061j 0.00284137-0.0335706j -0.0112939+0.0183229j -0.0110151+0.0304471j -0.0063769-0.00318532j -0.0204567+0.00091367j -0.00720146-0.00642533j -0.00145448-0.0230875j -0.0202363-0.0234077j -0.0417894-0.0424039j 0.0192995-0.0540837j 0.0182957-0.033018j -0.0427287+0.0146845j 0.0436028-0.00821632j 0.0243979-0.0125178j 0.0188653+0.0111373j -0.0222855+0.0355913j -0.0774653+0.0716156j 0.0370565+0.0258969j 0.0301432+0.021354j 0.0179962+0.0172324j 0.0273011-0.0229493j 0.0255323-0.026939j 0.000207462+0.0103735j -0.0127179-0.0339652j -0.0195496+0.0072165j 0.0369749-0.0422925j 0.0366173-0.0354225j 0.037501-0.0373951j 0.0193012-0.11796j -0.0439992+0.065348j 0.0745803-0.0446867j -0.0309375-0.013654j 0.0264822+0.0101465j 0.00308967+0.0262098j -0.0532969+0.043867j -0.0237056+0.0877465j 0.0119213-0.0802069j -0.0739709-0.049632j -0.0761947+0.00385796j 0.0249944-0.0411249j -0.00890769+0.0295952j 0.012473-0.0175035j 0.0206616-0.000509866j -0.0410825-0.00843592j -0.0148559-0.0280615j -0.0114154+0.0265239j -0.0819972+0.0320942j 0.0125238+0.0101325j -0.0192128+0.0220679j 0.00642692+0.038243j -0.020765+0.0140806j -0.104214-0.0310328j -0.028529-0.0167559j 0.00472249+0.0465094j -0.078757+0.0316164j -0.00462394+0.0105j -0.0100731-0.0153366j 0.0666669-0.0460516j -0.0421201-0.0381375j 0.138818-0.0126436j -0.0557557+0.126186j -0.00679091+0.0476339j 0.00124419-0.0350383j 0.0810525-0.0259345j 0.00907057-0.0514748j 0.0591793+0.0370333j -0.0288129+0.0817169j -0.0678076-0.00201412j 0.0128166-0.102945j -0.045366+0.0283609j -0.0399466+0.0754164j 0.0250472+0.0288227j -0.00559294-0.035742j 0.0765944-0.0197105j -0.0455742+0.00186799j 0.0555402-0.0213331j -0.0317339+0.00671089j -0.0268899-0.00153328j -0.0817121+0.0402322j 0.0241907+0.0293414j -0.00387728-0.00869279j 0.0120674-0.0201618j 
-0.00993885+0.00704494j 0.030266+0.00694713j -0.00754869-0.0352412j -0.0422483+0.0301305j 0.0198633+0.00491699j 0.0120923+0.0473936j -0.0243715+0.0291667j -0.0534812-0.0273571j -0.00518409-0.0362035j 0.0138702-0.0542296j -0.034285+0.0415438j -0.0693167-0.0303896j -0.0172344+0.00647853j 0.0529789+0.0256141j -0.0149065+0.0061588j 0.0546344+0.0541132j 0.00749306+0.0654408j -0.0126256+0.049879j -0.0331055-0.0534936j 0.0433656+0.0532066j 0.0195573+0.00858555j 0.0345761+0.00372647j -0.0545634-0.00567543j -0.0207638-0.028881j -0.068244-0.00489847j 0.0258581-0.0609152j 0.0238566+0.00368044j 0.00334-0.0361145j -0.0913099-0.00789153j -0.0148466-0.0384695j 0.0762811+0.0195785j 0.0200459-0.0280615j -0.043551-0.00724841j 0.0204201+0.164155j 0.00980876-0.0335381j 0.000993824-0.0426355j -0.0591742-0.171539j -0.060184+0.0725581j -0.0379156+0.079639j 0.00354895+0.0424426j 0.00344582-0.0206137j -0.0474809-0.0903949j -0.0504974+0.0654953j 0.0195618-0.0818205j 0.0215733+0.0585466j 0.0165908-0.0833568j -0.0199082+0.0605729j 0.044231-0.0109583j 0.126762-0.0543754j -0.0146795+0.00781488j -0.0681178+0.0725578j 0.0054685-0.106789j -0.104396+0.0133136j -0.00186337+0.00967984j 0.0388205-0.0593292j 0.0251365-0.00319884j 0.0345104+0.00976065j 0.0319818-0.0264516j -0.023413+0.0912541j -0.0545546+0.0520767j -0.0336037-0.0292279j -0.0665328-0.0010422j -0.0101602-0.0588718j -0.0107439+0.0267696j 0.0592876+0.0624402j -0.00589285+0.033173j 0.0605198-0.121999j 0.116164+0.00674373j 0.047547+0.00757838j 0.0411402+0.0210801j -0.0414475-0.0328084j -0.164021+0.0728953j -0.140379-0.0478802j -0.0812452-0.0576013j 0.00254107+0.0358678j -0.0402898-0.0252832j 0.0105988-0.0322017j 0.00688599-0.132821j -0.00447606-0.00913802j 0.0194953+0.0241228j -0.016758+0.0395036j -0.0882453+0.0264009j 0.0364729-0.0314074j -0.0111435-0.0678584j -0.0844783+0.00970815j -0.00355942-0.0435651j 0.0389775+0.0871952j -0.088891+0.0490953j 0.00797324+0.136213j 0.0268005+0.0419815j -0.00937558-0.0227595j -0.00938418-0.0569528j 
0.00181522-0.0158699j -0.0185595-0.00177116j -0.00757035-0.0114451j -0.0252875+0.00260108j -0.00576681+0.0138921j -8.04267e-05-0.0363407j -0.0121936-0.0130114j 0.0363702+0.0851577j 0.0186865+0.0415409j 0.0107276-0.0509508j 0.0199196-0.00835136j 0.0189699-0.00200559j -0.0452415+0.0871599j -0.0178409-0.0246104j -0.0305473-0.00931244j 0.0473259+0.0698058j -0.0291472-0.0559082j -0.0474574+0.0855211j -0.0242193+0.00623825j 0.0613228-0.168404j 0.0413062-0.0527383j -0.00818036-0.029685j 0.0146733+0.118282j 0.021538-0.0372879j 0.0122848+0.0347249j -0.0321067-0.0526839j 0.0282273-0.00465533j 0.017199-0.0528885j -0.016105+0.117114j -0.0223719+0.0323787j -0.0823128+0.0828696j -0.00396058-0.0157315j -0.0506459+0.0218322j -0.106625-0.0250628j -0.0825553+0.0703792j 0.0788711-0.0632667j 0.0534191-0.0295038j 0.00944194-0.0587285j -0.0348567-0.0679559j 0.0321398-0.0822787j 0.0816388+0.0447601j 0.0262033-0.137795j 0.0145991-0.0434038j 0.160205-0.0194954j -0.0342922+0.0934239j 0.110764-0.0535831j 0.0361449-0.00970781j -0.0987673-0.0959895j -0.0491864-0.0130243j 0.0109684+0.0264774j 0.0401545+0.0428163j 0.0566053-0.000507823j 0.0346223+0.0106866j -0.00176191+0.0125243j -0.0181412-0.0441717j 0.013071+0.0469492j 0.000862629-0.0370737j -0.0238133+0.034691j -0.0279098+0.0453666j -0.027882+0.0278189j -0.00496116+0.0205285j -0.0443057-0.011482j -0.041292-0.0132105j -0.0199512-0.0149773j 0.0292196+0.0116947j -0.0124848-0.0112546j 0.0390751-0.00451541j 0.00670625+0.00518379j 0.028018-0.0233055j -0.0374874+0.0785839j 0.106562-0.0289896j -0.0480528+0.00108793j -0.0103764-0.00304312j -0.037064-0.0289805j -0.0271262+0.016109j 0.00484882-0.018685j 0.00907909+0.0381948j 0.0163107-0.0187129j 0.0339735+0.00614218j 0.00449805+0.0185645j 0.0590109+0.0203594j 0.0471423+0.0109249j 0.0152171-0.0195538j -0.00501631+0.0308046j 0.0503798+0.00384756j 0.0427638+0.0630495j -0.019958+0.0260543j 0.00913084+0.0117951j 0.00594608-0.00982198j 0.0102968+0.0188198j 0.00816299+0.0295032j -0.00611538+0.0131703j 
-0.0165954-0.00706636j 0.0296232-0.00777497j 0.027374+0.0122839j 0.0326711-0.000521329j 0.00121625+0.0220759j -0.00169325-0.0118638j 0.0108219+0.0439682j 0.00953861+0.0863686j 0.0203314-0.0250994j -0.0306993-0.0546204j 0.0880825-0.0132197j -0.0315672-0.0414238j 0.0506344+0.0144477j -0.014243-0.0147958j 0.0363174-0.0110419j 0.0335854+0.0109946j -0.0508794-0.0305487j -0.0166329-0.0441782j 0.0837122+0.0502292j -0.014321-0.0282839j -0.0286539-0.00806814j -0.0142808+0.00646353j 0.0869919+0.046751j -0.0988197-0.0460139j -0.00288328+0.0128263j 0.0875481+0.03795j -0.0178828+0.0453627j -0.0470578+0.0334582j -0.0851802-0.109505j -0.203269-0.021866j 0.0987811-0.133429j -0.0464941-0.0178574j 0.121544+0.0115875j -0.0659348-0.0573488j -0.0639497+0.123553j 0.172966-0.000491022j 0.0377865+0.0793402j -0.0924591+0.0282257j 0.0343593+0.0162983j 0.00393653-0.0291687j 0.000781495-0.0346108j -0.132624-0.0929877j -0.0695258+0.0467949j 0.00621079+0.062481j -0.121275-0.0227719j -0.0628314-0.00744526j -0.0064901+0.0961096j -0.0838462-0.00705956j 0.0317463-0.0169067j -0.148255-0.00833543j -0.17578-0.0199434j -0.0724753-0.0431248j -0.0801235-0.0232334j -0.0812016-0.0391511j -0.0643138+0.0833117j 0.0189447-0.0113635j -0.014181-0.0115613j 0.0375-0.0170416j -0.0145772+0.0742558j -0.016737+0.0176892j -0.0282008-0.0169639j -0.0299471+0.0282836j 0.000217887+0.018409j 0.049388+0.0444197j 0.0431755-0.0424648j 0.044127+0.0294239j -0.0621818+0.028776j -0.00178001+0.0128707j -0.0849993+0.0596516j -0.0265097-0.0427205j -0.0930474+0.0251995j 0.0567183-0.01221j -0.0413966+0.0273529j 0.0100281-0.0440608j -0.120228+0.0017747j -0.0717712+0.0132554j -0.00825434-0.0767898j -0.00138911+0.0130244j 0.0238464+0.0281839j -0.0124624-0.0422869j -0.0916335-0.0212527j -0.0770913-0.0488289j -0.00761131+0.0486521j -0.0264948-0.0456597j -0.0523265-0.0465243j -0.0760038-0.129284j 0.0146557-0.0216019j 0.0124269+0.00646516j -0.0141543+0.00339088j -0.026657-0.0357745j -0.0169127-0.0690593j 0.0304326-0.00405146j 
-0.0245054-0.0446474j -0.0341899-0.00979075j -0.0140661+0.00507081j -0.0196386+0.00439154j -0.0325285-0.0360821j -0.0367071-0.0564649j 0.0493035+0.0484541j -0.0263362-0.101638j -0.0545469-0.0352991j -0.0260501-0.0473182j -0.0443491+0.00687155j -0.0302164-0.0451423j -0.0374934-0.0927075j 0.00143178+0.0228371j -0.0250316+0.0413249j -0.0239051+0.0399153j 0.00742848-0.0410738j -0.0326095-0.00553835j -0.0300542+0.0478867j -0.0170454-0.0036755j 0.0226364-0.0368309j -0.0372496-0.0316417j -0.0160861-0.006905j -0.0712134-0.0480242j 0.00630206-0.0297769j -0.00681267-0.0169337j 0.0836417+0.00626168j 0.0927929-0.0462746j -0.0872697+0.0575007j -0.0994432-0.0603796j 0.0881994+0.0480986j -0.254753+0.0546909j 0.175762+0.0275837j 0.0399619+0.0520054j 0.0156387+0.0537755j 0.0869094+0.04809j -0.0567225-0.0138628j 0.0296802+9.85875e-05j 0.0996625-0.00416463j 0.0440422+0.0314741j -0.0421775+0.013861j -0.00899349+0.0707848j -0.0857981+0.020422j -0.0315469+0.00995861j -0.0658987+0.089851j 0.0765124+0.0643816j -0.166938-0.051314j -0.245202-0.000338091j 0.0519384+0.0190259j -0.184505+0.0285301j -0.107912-0.0282851j -0.0192775+0.00433003j -0.0135479+0.0342302j -0.0507178+0.0709803j -0.0825922-0.0215814j -0.0397119-0.0209815j 0.169579-0.0563126j 0.0589417-0.00765649j -0.0775892-0.0231589j 0.0167633-0.0345166j 0.0128192+0.028473j 0.0080048-0.0219373j 0.00229278-0.000755672j -0.0416564-0.0388325j -0.0403002-0.0493437j -0.0768384-0.0124866j 0.0226004-0.00114379j 0.0169803-0.00728186j 0.0806498-0.0456412j 0.0198543+0.042754j 0.0702088-0.0367341j -0.0233754+0.00230681j 0.0444583-0.0360773j 0.00158833-0.00265469j 0.0766397+0.00364768j 0.0469521-0.0309689j 0.00485517+0.0711232j 0.0314339-0.00367829j -0.000497604-0.0453955j 0.0127743+0.0516519j 0.069846+0.0402241j 0.0724904+0.0241553j -0.0103798-0.050506j 0.0181701+0.0511493j 0.063617+0.0281831j 0.0488792+0.107794j -0.0208372+0.0163672j -0.00942842-0.017777j 0.0188312-0.00840762j 0.0404453+0.0249697j 0.023318+0.0414594j -0.0178664+0.00602247j 
-0.0230123-0.0315726j -0.00375812-0.0123888j -0.0290221-0.0325598j -0.0196424+0.00832865j 0.0111231-0.00333067j 0.0325541-0.0478622j -0.0208547+0.00878928j -0.0533729-0.0214935j -0.0281782+0.0282094j 0.00777207-0.0350511j -0.0375048+0.03788j -0.0421988+0.00618363j -0.0113337+0.0409808j 0.0417019+0.00340144j -0.0228915-0.0141233j 0.0421354+0.040996j 0.000645421+0.0642621j 0.00256818+0.0238575j -0.0261595-0.065081j 0.0610982-0.040743j 0.0113112-0.00968187j -0.0127163+0.0169871j -0.00244902-0.0258538j 0.0452854-0.0169081j 0.0229962-0.0201386j 0.0661274+0.0268938j -0.102754-0.0208119j 0.0197649+0.0731789j -0.00981223-0.0774256j -0.00921016-0.0244156j -0.0585871-0.0232727j 0.00160244+0.019179j 0.0347643-0.0889168j 0.0448716+0.0994477j 0.0266628-0.00579752j 0.00967603-0.0041375j -0.0255518-0.0412381j 0.0673362+0.0736077j -0.0148327+0.0364869j -0.0451314+0.031079j 0.0339216+0.00186026j -0.0511383-0.0723303j 0.0506195+0.116578j 0.0611659-0.128456j -0.0532747+0.0888837j -0.071753-0.0587122j 0.0279123-0.0683514j 0.0358086-0.0368956j -0.0314538+0.00232828j -0.0265996-0.106484j 0.0143189+0.0130805j 0.0591218+0.0560177j 0.0768909+0.0138836j 0.0480512+0.111582j -0.0691438-0.0145262j -0.0512822-0.0205464j -0.0436321+0.0168781j -0.028772-0.138179j 0.0103869-0.0103077j 0.0269644-0.0398966j 0.022136+0.0820091j 0.0302887+0.0266734j 0.0344453+0.0232459j 0.0356984+0.0236467j -0.0158794-0.00235716j -0.0489022-0.117079j 0.184959+0.0677205j 0.0423449-0.0334102j -0.110773+0.087578j 0.0362463-0.0524534j 0.0134978+0.0653315j -0.0694221-0.0856829j 0.0380024-0.017901j 0.129776-0.0889283j -0.0429702+0.0571099j 0.0319232-0.0808777j -0.0251996+0.00723347j -0.0210331-0.00100453j -0.00702853-0.00907939j -0.0150855-0.00193532j -0.055806-0.0389554j 0.0873887-0.0555901j -0.065357+0.0354068j 0.00633065+0.064395j 0.0658577-0.0862726j -0.00017544+0.0425081j -0.0751809+0.0753163j 0.110341+0.0785785j -0.0239247-0.0653899j -0.00951907-0.00746578j -0.000833625-0.0110858j 0.0405259+0.0569132j 
-0.0330352-0.0496604j -0.019441-0.0185715j 0.00142455+0.0245968j -0.0228919+0.00459436j -0.00171006+0.00117961j -0.0155606-0.000342859j 9.26995e-05-0.00506124j 0.0392435+0.0170968j 0.0460559+0.0153096j 0.0211683-0.0393739j 0.0361545-0.00724307j -0.0141122-0.0128188j 0.00261719+0.0284258j 0.0282816-0.0564109j -0.00720571+0.0215364j 0.00248667+0.0448629j 0.00925007-0.0319052j 0.0215287+0.0067797j -0.00186141+0.0255516j 0.00997725-0.0380755j 0.00155539-0.0498936j -0.0597763-0.0128255j 0.0353025-0.0232816j 0.0554108+0.0059204j -0.0193981-0.0332418j 0.0959821+0.0568385j -0.0642405+0.00416626j 0.00982756-0.0187658j -0.033485-0.00296933j -0.027702-0.00727j -0.0450439-0.0552963j 0.0490362-0.002687j -0.0208171+0.0431662j -0.0214841-0.00108511j -0.0158308+0.0584545j -0.00546452-0.0232818j 0.0541261-0.00136441j 0.0408756+0.0246611j 0.101664+0.0269231j -0.0852172-0.0476569j 0.143006+0.0485649j -0.0182916-0.0358276j 0.0102173+0.0152182j 0.0174977+0.0335774j -0.0283825+0.0010134j -0.0843813+0.00817129j -0.0301762-0.0707256j 0.0113773-0.0324301j -0.047161-0.0135883j -0.00488238-0.0256401j -0.0413205+0.0335703j -0.0426318+0.0126591j 0.0919251+0.0308871j 0.0360541+0.0549206j 0.0112024-0.0438402j -0.0415864+0.0178018j -0.0618458+0.0148658j 0.0328368-0.0528215j -0.0320416-0.00235531j 0.0279716-0.0893596j -0.00774935-0.021596j 0.122218+0.0510605j 0.0629922-0.0483719j -0.00122294+0.0415155j -0.0417892-0.0164944j 0.0140565-0.0342975j -0.0140533-0.0380795j -0.0839472+0.079539j 0.0464394-0.0659044j -0.0636816-0.0125159j -0.0763809-0.0105441j 0.00535571+0.0637584j -0.0139987+0.0249543j 0.0360135+0.0816592j 0.0304793+0.0618428j 0.0369809+0.0878361j -0.0026396-0.0159815j -0.0215249-0.0299345j 0.00103973+0.0535007j 0.0109615+0.0520714j 0.0404613+0.0102456j -0.00173848+0.0258588j -0.0234381+0.00579003j 0.00520315+0.00766137j -0.0113914+0.0329995j -0.0176894-0.0031616j -0.0138868-0.0310224j 0.000694677-0.0444742j -0.0102167+0.0204999j 0.00290758+0.0263529j -0.00313133-0.0160039j -0.0161334-0.00502008j 
-0.0382973-0.0157817j -0.00955131+0.00530897j 0.00396636+0.02913j -0.0435481-0.0125876j 0.0419352-0.0145822j 0.0106202+0.0284598j -0.00350443+0.0459301j 0.0089059-0.00604723j 0.0286176+0.0536837j -0.0132508-0.0196361j -0.00335043+0.0209376j 0.0117219-0.0648288j -0.0189152-0.0565924j -0.0232736-0.0500031j -0.00848948+0.0332857j 0.0227079+0.0330182j 0.00268913-0.00356021j 0.0309727-0.0218881j 0.0209678+0.0298472j 0.0313079+0.0232223j -0.0255953-0.017041j 0.0779823+0.0303346j -0.0561012-0.019736j 0.0379163-0.0549262j -0.0457247-0.0543288j -0.0717212-0.023678j 0.152892-0.113781j -0.0397957-0.123989j 0.0868012+0.0960401j -0.0488372-0.0684271j -0.0164621+0.0481625j -0.0680756-0.0264973j -0.0465144-0.0421455j -0.0170566+0.00846859j 0.0070864-0.0165879j -0.0141068-0.061862j -0.023573-0.0248809j -0.00253263+0.093188j -0.0644082+0.0493111j 0.019702-0.0755949j -0.0512233-0.0105878j 0.044592-0.0556614j 0.00199317-0.0766251j -0.0512523-0.0122711j 0.0503044-0.0294246j 0.0191235-0.00527026j 0.0608265+0.034515j -0.0011627-0.00979156j 0.0403026-0.0587823j 0.0866286-0.0290932j -0.0301191+0.0172277j -0.061765+0.0266774j -0.0469959+0.071906j -0.0288177-0.00502298j -0.0289845+0.021287j 0.0566558-0.00158272j -0.0185586+0.000580821j -0.0247835-0.0564183j 0.028233+0.0349033j 0.0124216-0.0672352j 0.019903+0.0981494j 0.0803589-0.0658082j -0.11644+0.0105429j -0.0216322-0.00603594j 0.0724288-0.133025j -0.0831218-0.0340583j -0.154466-0.111106j 0.0279031+0.0770846j -0.0285194-0.00863803j -0.0610871+0.0541323j 0.0938369-0.0236693j -0.00739252+0.112779j -0.0213129+0.034605j -0.0121045-0.0462895j -0.0913042-0.104719j 0.00484259+0.0372332j 0.00315112-0.0454196j 0.00293492-0.0253386j 0.00652687+0.00728929j 0.0778672+0.0244086j -0.0292111+0.0757568j 0.014306-0.131641j -0.0426647+0.00930853j -0.0300573+0.0647961j 0.0171442-0.0370991j -0.103622+0.00601569j -0.0896225+0.0510845j 0.0499297+0.0418416j -0.0168556+0.0157743j -0.0511151+0.0422294j -0.0398839-0.0494973j 0.00668375+0.0384671j 
