-0.0815081-0.174968j 0.0254168-0.380368j -0.307554+0.256362j -0.0859504+0.147071j -0.0828217-0.0995979j -0.176653+0.0154162j 0.028546-0.0453356j -0.334785+0.0864376j -0.231146+0.0661773j -0.00473859+0.946536j 0.440359+0.416988j 1.44782+0.439684j -1.40008+1.20275j -0.424833+1.44176j 1.97927+0.226899j 0.175834-0.251801j -0.455944+0.281155j -0.716942-0.158173j -0.271371+0.094195j 0.15888+0.370163j -0.556747-0.396676j -0.0126942+0.0112663j 0.17231-0.277634j 0.0770179-0.0163105j -0.399913-0.283741j -0.672362+0.325779j 0.21084+0.0730071j -0.268662-0.503612j 0.137883-0.249994j -1.15522-1.57633j 2.1159-0.665241j 0.940601-0.320106j -0.0559917+1.72508j 0.0781236-0.0674762j 0.0345-1.02488j -3.56587-0.0385951j 1.32498-2.45131j 0.069011-0.0949411j -0.128494-0.118592j 0.390491-0.0614115j 0.00912626+0.334275j -0.0398485-0.606362j 0.402175+0.104457j -0.539243+0.0995068j -0.300242-0.266379j -0.0203039+0.339737j 0.212524-0.185174j -0.0435302+0.466205j -0.511864+0.789342j -0.182429-0.106133j 0.488146+0.658584j -0.479168-0.50025j -0.360652+0.0549758j -0.398495+0.180313j -0.530538+0.237421j -0.243996-0.311518j 0.0458313+0.284812j 0.0939642+0.166806j -0.292134+0.995534j 0.157681-0.690496j 0.411622+0.0400519j -0.564665-0.684602j 0.171627+0.140795j 0.475909+0.544581j 0.113907+0.0304595j 0.20878-0.00883832j 1.15896+0.0741453j 0.135232-0.106639j -0.383269+0.556532j 0.72886-1.27422j -0.713523-0.78472j 0.679049-0.565849j 0.388479+1.15465j -0.205978-0.445367j -0.470377-0.824762j -1.2186+0.335592j -0.814861-0.947039j -0.809072-0.020062j 0.371188+0.0161595j -1.48495+0.134804j 0.0385202-1.03527j -0.552652+1.29933j 0.736399-1.34904j -0.192484-0.503017j 1.05192+0.461815j -0.774427-0.447743j 0.477936-0.591876j -1.12342-0.287707j 1.15832+0.973289j 0.415503+0.444915j -2.22355-0.623094j 1.44457+1.78997j 2.861-3.00157j 0.151992+0.0923062j -1.90358-1.95458j 
-0.241952-0.0692567j -0.424992-0.47621j -0.125432+0.734459j -0.0425143+0.420189j -0.299843-0.0661451j -0.569998-0.00912278j 0.379886-0.185113j 0.0765404+0.401502j 0.0867172-0.128147j 0.644231-0.0329935j -0.00364819-0.135179j 1.39722-0.689145j -0.208131+2.58956j 3.18111+0.94273j 2.16894-1.72144j -0.0582001-0.205409j -0.0691674+0.571576j -0.620027+0.448294j -0.270525+0.380803j 0.395852+0.197878j -0.68968-0.179916j -0.0354732+0.0335477j 0.334981-0.293907j -0.132904-0.132239j -0.204841-0.22119j -0.14079-0.0644913j 0.176856+0.181885j 0.0483321-0.134077j 0.245041-0.011884j -0.584353-0.363087j 0.647056-1.21361j 0.337321-0.183602j 0.391559+1.03191j -1.1743-1.02198j -1.81515+0.510002j -1.66765+1.19058j -1.62822-1.3044j 0.0847414+0.0160362j -0.144659+0.13273j 0.165569-0.0499446j 0.388505+0.101054j -0.0672127-0.201246j 0.223982-0.439107j -0.248109+0.0896481j -0.19426-0.106354j 0.46367+0.172793j -0.0767225-0.402589j -0.0623834+0.0160433j -0.237538+0.383809j -0.191736+0.143623j 0.795161-0.199436j -0.186416-0.245671j 0.00585976+0.414621j -0.117189+0.218757j -0.255381+0.0846807j -0.0514584-0.172013j 0.250759+0.129444j 0.453741-0.0151754j -0.308943+0.326869j 0.199125-0.360706j 0.343674-0.32423j -0.619835-0.0507949j 0.264662-0.254246j 0.371367+0.274698j -0.0135911+0.0353502j 0.235218-0.273216j 0.555121+0.0763294j 0.081354-0.0611465j -0.547426+0.0752553j -0.0560487-0.351596j 0.0660032-0.896091j -0.0280083-0.198179j 0.37188+0.299059j 0.146787-0.376684j -0.286279-0.497547j -0.402433+0.417382j 0.060843+0.241813j -0.00234059+0.308873j -0.223392-0.108135j -1.56656-0.16808j 0.571864-0.559228j 0.620963+1.22834j -0.169022+0.699135j 1.60123-1.21615j 0.491538+0.162513j 0.421949-0.458368j 0.0396698-1.31332j -0.754438+0.633807j 0.856658+0.740907j -0.206937-1.38544j -0.841492+0.946635j 1.87631-0.278736j -1.50172-1.81418j -0.30949-2.8212j 0.0826864+1.1482j 
-0.535182+0.342096j -0.68034-0.0075471j -0.107361-0.108469j -0.179274-0.335476j 0.322244-0.62747j 0.685248-1.1923j 0.498911+0.887112j 0.0273171+1.52254j 0.886361+0.493082j 1.59005+0.414075j -0.680841+0.313428j 0.00518066-1.45366j -1.25532-0.858599j 0.696371-0.157395j -3.36736-0.967716j -0.556357-0.251309j 0.495414+0.642028j -0.043392+0.37842j 0.172498-0.00169806j -0.425225+0.192201j 0.541524+0.181774j -0.109819-0.147778j 0.411286+0.809737j 0.885702-0.48426j 0.192262+0.679337j 1.15617+1.13847j -0.353082+0.313921j -0.0784017+0.115185j 0.358177-0.0114563j -0.339796+1.22644j 0.535914-1.00454j -0.318457+0.747971j -1.33855-0.382218j 0.0947692-1.31119j 0.0547544-0.826719j 1.12768+0.296085j -1.60993+1.95369j 0.0393023-0.143852j -0.207343+0.114322j 0.0847656-0.204381j 0.419762+0.206215j -0.224371-0.0514456j 0.000878116-0.568352j -0.0134413-0.00425175j -0.110723+0.0992598j -0.222031+0.216027j 0.11426-0.121544j 0.0559868-0.0470435j 0.478697+0.164315j -0.0853455+0.0672155j -0.42399-0.55403j 0.367328+0.0540505j -0.482805-0.0264669j -0.325536-0.292952j 0.499029+0.39042j 0.392999+0.653951j -0.232004+0.0461963j -0.529646-0.527462j 1.05673-0.082797j 0.0173033+0.102186j 0.0175845+0.615095j 1.23675+0.761021j -0.0795273+0.27131j -0.0127069+0.177955j 0.115327-0.337462j 0.0287903+0.260062j -0.426231-0.851848j -0.269025+0.16523j -0.103977-0.13789j -0.0279077+0.898924j -0.494461+0.107757j -1.05513-2.00799j -0.181237+0.0276328j 1.24074+0.559169j -0.0730861-0.142289j 0.273251+0.135854j 0.351517+1.67313j -0.296354-0.413404j -0.437926-0.470396j -0.0168101-0.804476j 0.616024+1.31664j -0.778517+0.18345j -1.37906-0.325087j 0.196474-0.736916j 0.0863131+0.735876j 0.497095-0.128587j 0.706715+0.403982j -0.792109+0.699982j -1.24673+0.655205j 1.3005-0.148872j -0.358177+0.624444j -0.815477-0.74406j -1.11715+0.673867j -2.30981+0.534003j 1.27334+0.0270834j 
0.0363759-0.795483j -0.259513-0.0293138j 1.23879+0.152304j 0.955403-0.365831j 0.23136+0.184267j -0.120708+0.269446j 1.43482-0.6251j -1.57615+0.823908j 0.485143-0.437059j 0.0543593-1.07332j -1.59063-0.558724j 0.460375+2.30806j 0.487271+0.0495564j -1.38037-0.484294j 0.674996-2.38941j 0.69523-0.434306j -0.17731+0.222841j 0.369843+0.703325j 0.46878+0.386274j 0.186648-0.873699j -0.385182+0.350796j -0.0459723-0.142015j 0.931064+0.417148j 1.0766+0.196273j -0.423312+0.191636j -0.117002-0.661588j 0.141829+1.15269j 1.02074+0.501895j -0.0294225+1.52717j 0.911429-0.0330619j -0.0994506-0.561557j 0.793076+0.952919j 0.630674+0.19534j 1.34232-1.04489j 1.08132+0.92623j -0.0938586-0.552633j -1.12399-0.482136j 0.139134+0.112839j 0.494177-0.369652j 0.0277445+0.152652j -0.421355+0.0407108j -0.151829-0.139037j -0.15199-0.335705j 0.168492+0.133609j -0.393681-0.0406043j -0.148794-0.863433j -0.487432-0.175979j -0.390803-0.463782j 0.176524+0.466025j -0.00464256-0.0163564j 0.269946-0.725024j 1.12409+0.470614j -0.530378-0.171951j -0.251645-0.214884j 0.267088+0.503905j -0.782929+0.618202j 0.395186+0.237771j -0.0974578-0.490057j 0.193465-0.208076j 0.506316-0.191683j -1.36359+0.471416j -0.229032-0.0841935j 1.22459-0.12082j -0.0803942+1.23655j -0.669823-0.036319j 1.43802+0.0990497j -1.03328-0.386345j 0.547124+0.155579j -0.0883462-1.06342j 1.27177+1.1618j -0.190278-0.0741606j 0.140959-0.0264093j -0.721265+0.346274j 0.553271-1.19653j -0.262722+0.567893j 0.382166+0.592235j -0.406257+0.0233629j -0.107841+0.123908j -0.717428+0.520333j -0.125515+0.750358j 1.12572-0.381582j 0.851174+0.418628j 0.174273+1.28136j 1.57745-0.00365653j 0.273736-0.0824445j 0.0790152-0.624302j 1.05311+0.0663391j -0.430443-0.657607j 1.18785-2.08712j -0.116245+1.30756j 0.566222-1.62908j -0.293073+0.551799j -0.150721+0.0321162j -0.750911+0.343151j 0.0403139+0.45029j 
-0.00563998-0.435703j -0.259478+0.11604j 0.670171+0.631989j 1.50842+0.260228j -0.455755-0.260615j -0.206342+1.37969j -0.454451-0.237778j 0.254202-0.80241j -0.561162+0.3292j 1.43138+1.82691j -0.253021+1.45108j -1.43162-1.01107j -1.18467-1.90586j -0.0347793+2.28768j 1.11667-0.620124j 0.413782-0.219613j -0.0877401-0.0181031j -0.130049+0.383195j 0.469665+0.825736j 0.446494+0.24808j -1.05068+0.860859j -0.482762+0.165454j 0.0934754-0.873702j -0.0017616+0.808721j -0.441992+0.0438542j -0.266926+0.381345j 0.837723-0.109519j -0.563127-1.06618j -1.59307-1.04415j 0.562501+1.14222j -0.663975-0.400506j -0.257271+0.668334j -0.661537-0.805198j -0.876152-0.762636j 0.873908-1.59664j -1.01036-0.832113j -0.388423-0.753682j 0.064736+0.0820257j 0.211253-0.189237j -0.0296962+0.157694j -0.0900578-0.176543j 0.171582-0.0953179j 0.300079+0.0726202j -0.359003-0.223512j -0.151554+0.0974313j 0.676226+0.339426j -0.656741-0.0115987j -0.239308+0.536242j -0.0606245+0.289431j -0.326536+0.898883j 0.540448-0.653812j -0.317232-0.189119j 0.550955+0.580638j -0.148444+0.837018j 0.0145079+0.156846j -1.14903-0.160745j 0.830239-0.301123j -0.272605-0.218563j -0.0124111+0.746106j 0.155729-0.768696j -1.49564-0.804275j -0.349498+0.758703j 0.20184-0.591219j 0.939912-0.0949397j -0.129648-0.633941j -0.0497077-0.505989j -0.540362-0.247555j -0.226359+0.569487j -0.892541+1.22735j 0.48546+0.110772j -0.335147+1.10539j -0.553686+1.08829j 0.788184-0.883993j 0.11714-0.140642j -0.390767+0.941957j 0.113849-0.462623j 0.744112-0.900663j 0.182007-0.26625j 0.0193829+0.0768802j 0.28131+0.764384j -0.789258+1.13251j -1.00773+0.443649j -1.43583+1.00792j -0.248102-1.10927j -0.288336+0.266232j 0.357466-0.614545j 0.913688+0.49548j -0.334658+0.779098j -2.26905+0.143066j 1.50727+0.250678j -0.702149-0.880838j -1.01368+1.34595j 0.366145-1.01406j 0.0847389+0.00440789j -0.337539+0.347845j 
-0.381361-0.0179329j 0.126292+0.768069j 0.093673-0.174967j -0.334223+0.144226j -1.24199-0.200719j -1.16656+0.816033j -1.12202-0.543686j -0.821799+0.437656j 2.24623+1.28039j -0.564301-0.770365j 0.854638-1.93007j 0.778192-1.19744j -1.66312-1.20487j -0.290314+0.0611697j -0.177427-0.443164j -0.168127-0.383697j 0.459597-0.386596j 0.393958-0.229357j -0.508609+0.0215483j 0.02771+0.576853j -0.864757+0.161718j -0.23767+0.405915j 0.0563172-1.44557j 0.807706+0.165954j 0.634225+0.556969j 0.0673568-0.357789j -1.41257-0.916134j 0.715133+0.117578j -0.226007+0.789786j -0.985148+1.02349j 0.0701915+1.3357j -0.927858+0.986688j 0.308101+2.17415j -0.945114-1.0695j 1.53635+0.243926j -0.388132+0.308535j 0.11981+0.0739223j 0.106485-0.0304235j -0.209851-0.499359j -0.0591669-0.0745651j 0.272576-0.351906j 0.0574032+0.313186j -0.58104+0.651536j 0.276178-0.279508j 0.0641707+0.108172j -0.241538+0.733482j 0.0770677+0.245851j 0.191319+0.628448j -0.37721+0.123989j -0.359226+0.537541j 0.875277-0.193877j -1.14706-1.24008j 0.282998+1.33861j -0.156033+0.499172j 0.119363-0.200738j -0.0613787-0.0989077j -0.308372+0.0128074j -0.659172+0.20689j -0.137584+0.0594082j -0.594679+0.89913j -0.14703+0.179386j 0.071283-0.109963j -0.33177+0.281053j -1.87605-0.3061j 0.830784+0.724996j 0.668144+0.147459j -0.450572-0.875655j -0.338829-0.901895j 1.00599+0.871208j -0.345846+0.450145j 0.5569+0.97701j 0.267712-0.562196j -0.0665173-0.411138j -0.912842+0.980366j 0.557763-0.676769j -0.241195-0.927737j -0.407974-0.0563468j 0.377014-0.42718j 0.705123-0.0687396j -2.08831-0.0583182j 2.16855-0.719301j 1.36752-1.08938j 0.429314-1.23183j -0.166136+0.231305j 0.275597-0.234814j -1.22642+0.831524j 0.222396-0.342981j 0.114574-0.43406j -0.840285-1.85288j 0.65857-0.00348528j -0.945664-0.379558j 0.270906-0.741067j 0.27139+0.186636j 0.726398+0.0413342j -0.14821-0.0435799j 
-0.596856-0.0976078j 0.167257+1.36024j -0.0451376-0.209036j 0.17639-1.30359j -0.893283-1.01217j -1.01524-0.180667j -0.567979+1.39131j -1.97589-0.142096j -1.24969-2.72199j -0.760529-0.124816j -0.604504+0.273951j -1.1487-1.14356j 0.377835-1.19799j 2.36845+1.01906j 0.180651-0.216006j -0.276835-0.705965j 0.731985-0.455774j 0.447493-0.0273657j 0.762355-0.706102j 0.0235323+0.966365j -0.233174+0.111836j 0.169555+0.225946j 0.650677-0.0760246j 0.803686+0.599258j 0.493212-1.97074j 0.151605+0.0411632j -0.245338+0.201931j -0.42263+0.0111349j 0.43591-0.0895547j 0.0702961-1.49771j -1.11897+0.23167j -1.14113-0.3398j 0.230227-1.14499j -0.675788-0.264549j 0.378292+0.345788j -1.12321+1.0201j 0.285205+0.352391j 0.158176-0.0145039j -0.274251-0.831837j 0.000201079-0.0667043j 0.304467-0.360769j -0.0511147+0.136048j -0.354227+0.0280868j 0.213512+0.109394j 0.0519278+0.515409j 0.382275+0.32197j -0.391728+1.32451j 0.667611+0.908955j 0.112269-0.50615j 0.334377+0.303631j -0.00478287+0.313834j -0.485099-1.62947j -0.970533+1.32842j -0.23277-0.413507j -0.21981-1.13538j 0.107601-0.170822j -1.139+0.940868j 0.101469+1.44968j -0.190495+0.00358481j 1.30301+0.847327j -0.114039+0.0896372j 0.0598507-0.299601j 0.76367+0.9319j -0.880205-0.450612j -0.127144-1.40451j -0.15383+0.0125971j 0.51366-0.111139j -0.119429+1.09559j 0.54826+0.627755j -0.836831-0.759606j -1.00871+1.12781j 0.249561-0.786197j 0.310062+0.373335j 1.61628-0.070438j -1.50422-1.57948j 0.252936-0.876044j -0.321905+0.0584712j -0.445459+0.596406j -0.878898-0.421337j 1.63582-0.269453j -1.24189-0.467049j -0.295142+0.356759j 1.83456+1.10489j 1.35063+0.186482j -0.900666-0.734618j -0.409019-0.763138j -1.49713+0.378504j -0.508027+0.167801j -0.619539-0.396025j -0.850117+0.0758931j -0.59366-0.24015j 0.917368-0.186035j -0.129208+0.274916j 0.980764+0.55578j -0.101491-0.120822j 
0.294578+0.244906j 0.655137-0.640048j 1.12807+0.742592j -0.390108-0.0813229j -1.06767+0.483039j -0.707515-1.13155j 1.20943+0.0282959j -0.410659+0.234869j 1.38951+0.206345j -0.190278+1.98768j -2.36116-1.70674j -0.996994-0.641779j -1.30697+0.263826j -0.830567-0.748667j -0.205135-0.351566j -0.100204+0.335259j -0.566813-0.150239j 0.0182757+0.272768j 0.217706+0.159787j 1.36296+0.305718j 0.194604-0.502529j -0.375603-0.23652j 0.856468+0.746198j 0.640901-0.300101j 2.08905+1.01858j -1.9188+0.51606j 0.0954393-0.519455j -0.640466+0.302871j -0.152043-0.191802j -0.334445+0.74028j 0.407395+0.739206j -0.838568-1.77807j 0.584958-0.57582j -0.295579+0.0890676j 0.10325-0.465383j 0.616188-0.19099j -0.118418-0.175465j -0.00962455-0.0374186j -0.261673+0.414847j -0.134178+0.0358796j -0.731414-0.0306222j 0.143053-0.0851068j 0.539928-0.256499j -0.526172-0.0431714j -0.18753-0.24887j 1.15171-0.08656j 0.208883-0.461781j -0.138426-0.485928j 0.315193-0.0243584j -0.355647-0.208185j -0.508709+0.305947j 0.843993+0.41205j -0.418069+0.0215707j -0.144643+0.341672j 0.806892-0.327035j 0.533247+0.569098j -0.180313+0.230425j -1.14863+0.259123j -1.08632+1.7345j -0.243752+0.704296j 0.66092+0.295384j -0.983018+1.5931j -0.934372+0.48325j 1.19586+1.45908j -1.40458+0.407308j -0.612292+0.146711j 0.2406-1.36493j 1.31083-0.315895j -0.818707-0.0932735j 0.64141+1.8042j 1.24+1.75711j 0.130631+0.309368j 0.168327-0.573975j -0.0387844-0.892711j 0.466322-0.345389j -0.771382-0.862777j -0.132083-0.140793j 0.105581+0.881836j -0.207717-0.0885651j 0.269282+0.448573j 0.763617-2.83399j 0.355967+0.927924j -0.175152+0.801591j 0.159911-0.863155j 0.404211-1.10244j 0.0547588+0.229743j 0.109467-0.0415007j -0.0354241+0.152596j -0.0164604+0.224573j -0.0974031-0.0509273j 0.193682+0.217866j -0.530372-0.0421504j 0.177703-0.147395j -0.302263-0.421271j 0.0578232+0.139997j 
0.289699-0.301311j 0.493818-1.31527j -1.56993-1.27595j -0.0904325+0.512887j -0.554623-0.416753j -1.9129-0.160461j -0.286997-0.207204j -1.24444-0.0202153j -0.277872+0.0361721j 1.93625-0.285266j -0.400043-0.132974j -0.635427-1.12517j 2.15824-1.44626j -0.119924-1.67632j 0.186373+0.353276j 0.239569+0.151388j -0.52007+0.207109j -0.351161-1.73354j -1.12827+0.0222346j -0.547032-0.160985j -0.25838-0.909565j -0.573735+0.964587j 0.469242+0.657974j 2.06496-0.188864j -0.244938-0.630959j -0.611776+0.127731j 0.808331+0.0439782j -0.1015-0.115456j -1.35793-0.154214j 0.803692+0.538148j -0.455486-0.778783j 0.0518039+0.764335j 0.785426-0.291663j -1.25224-0.0563322j -0.175751+1.49797j 0.654717-0.0430819j 0.278346-0.238885j -0.0751272-0.0845714j 0.161948+0.00956057j 0.00697098-0.0783174j -0.197692+0.740444j 0.11186+0.220843j 0.503137+1.16252j 0.50877-0.584351j 0.344319-0.331798j -1.69183+0.623977j 0.985477-0.98194j 0.433098-0.122293j -0.905027-0.159983j 0.14833+0.628484j 0.957458+0.930973j 0.897762+0.083612j -1.29192-0.703625j -0.143876+0.427047j -0.617556+0.163499j 0.252857+0.905496j -0.13639-0.835002j 0.466049+0.459805j 0.833866+1.24736j 0.308863+0.342032j -0.133988+1.03963j 0.612053+1.11211j 0.493981-0.0917676j -0.0526541+1.13646j -0.24328-0.735151j 0.248088-0.693653j 0.619548+0.774639j 0.165592+0.793736j -0.42008+0.329222j -0.291573-0.409758j -0.724222+1.55347j 0.0437928+1.07317j 0.19304-0.282912j -0.55851+0.547658j 0.0160242+0.838391j 0.486107-0.672292j 0.00161268-1.03886j 0.376429-0.612212j 0.145421-0.13534j -1.10413+0.271007j -0.959167+0.616728j 0.105235+0.302635j -1.12568+0.686185j -0.559421-1.04868j 0.274044+0.535748j 0.880188-0.402867j -1.74218-1.39428j 0.414385+0.625692j 0.0585557-0.946949j -0.926455-0.195154j 0.245251+0.0345124j 0.575307-0.653074j 0.00932358+0.36779j 0.119846-0.413142j 0.0217374-0.098644j 
0.126833+0.17152j 0.987325-0.254434j 0.352043+0.538184j -0.498904-0.436953j 2.36463-1.27778j -1.26535+2.47784j 0.869246+0.125482j -0.243215-0.00222272j 1.51607-0.0469656j 0.322172-1.61306j 1.48056+1.3946j 0.0806425-0.902355j -1.35984+0.30845j -0.198117-0.852736j 0.337183-0.371433j -0.276874+0.30658j -0.717822-0.52678j -0.0795578+0.442572j -0.0652805-0.242052j -0.882139-0.0630041j -0.851169+0.366032j 0.880712-1.73874j 0.409837-0.0648827j 0.774787-0.611767j -0.0108401-0.301427j -1.10509-1.25321j 0.0838569+0.725356j -2.43431+0.735967j -0.368344+0.0512512j -0.351351+0.620171j -0.737475-0.230256j 0.182779+0.222162j -0.870621-0.00683415j -0.13817-0.397991j -0.2222-0.395707j 0.569882-0.0433137j -0.0321723-0.322308j -0.0193889-0.0443383j -0.429959+0.348717j -0.0512971+0.0579665j -0.830019-0.218298j -0.0580999-0.0502985j 0.0344939-0.344147j -0.256466-0.0405929j 0.0493296-0.259459j -0.286056-0.0494832j 0.295564+0.423253j -0.929698-1.3535j -0.0813941+0.392955j -0.610013-2.2829j 0.643513-0.680429j 0.474564+0.196046j -0.0796918+0.5557j 0.257341-0.196357j -0.232569+0.657671j 0.0632879+0.575377j -0.0576025+0.499769j 0.585372-0.699291j -0.354557+0.623767j 0.143503-0.775167j 0.138293+0.169961j -1.09602+0.347889j 0.715451+0.898326j 0.614662-0.949427j 2.14987-0.0152821j 0.946609+1.53691j -0.662508+1.69885j -1.91694+0.498747j 0.147079+1.15933j 1.05488-0.553731j 0.81491+1.94903j -0.297731+0.137041j -0.696349-1.19957j 1.25004+0.813864j -0.28106-0.0234363j -0.461759-1.33368j 0.202544-0.331725j -0.207599-0.231235j -1.41916-0.668335j -0.386641+0.91546j 0.45577+0.356093j 1.10959+0.218217j 0.0539563+0.130616j 0.346107-0.986755j 0.213445+0.303521j -0.234737-0.225106j 0.895395+0.0805411j 0.279433+0.606785j 0.873518+0.14559j 0.284032+0.241256j 0.261319+0.0418162j -0.417462-0.00759585j 0.111028-0.160487j -0.135337-0.419317j -0.00726496+0.164323j 
0.540061+0.379921j 1.47262+0.166142j -0.366315+1.14652j 1.51233-1.90939j -0.514154+0.654511j -0.902115-0.0465245j -0.0345195-1.96667j 1.68236+0.457126j 0.331859+1.22043j -2.03543-0.121578j -1.25677+1.3562j 0.742626-1.44708j -0.292881+0.32996j 1.06853-0.785831j 1.00455-0.174148j -0.537172+0.491143j -0.544054-1.14675j -0.364991+0.515779j 1.46123-0.381314j 0.845586+0.816574j -0.925168-0.815226j -1.49748+0.531415j -0.544689+0.631595j 0.422724-0.297807j -1.07428-0.364249j 0.392879-0.238074j 0.677443-0.00355279j 1.2076+1.23555j 1.15637-0.29711j 0.00822913+0.139968j -0.241856+0.362477j 0.214981+0.11843j -0.000906621-1.01943j -0.583388-0.713386j -0.311177-0.385005j 0.430413+0.492861j 0.331277-0.513613j 0.0700962-0.0833272j -0.716579+0.497107j -0.13381-0.0115944j -1.07389-0.854772j -0.0253986-0.112133j 0.608287-0.574027j -0.848766-0.305341j 0.40089-0.0644495j 1.48166+0.255883j 0.365925+0.203617j -0.679521+0.533775j -0.395217-0.210229j -1.33929+1.14882j 1.18146+0.176226j 1.33543+0.319018j -0.897373-0.245114j 0.252696+1.17534j -0.776412+1.23368j 0.305141+0.490412j 0.648706-1.11069j 1.35825-0.194056j -0.0353852-1.65135j -0.20277-0.670862j 0.231776+0.782254j -0.292971-1.72976j -0.221413-0.146906j 1.76268+0.136039j 0.34395+0.79897j 0.000222603+0.761249j -0.299063+1.29642j -0.265365-0.352095j 0.0972817-1.58938j 0.878545+0.000178945j -0.40519-0.168348j 1.02317-0.355946j -0.836775+0.249333j 0.412457-0.961818j 1.10284+1.44922j 0.530692+0.482033j -0.0557107+0.727458j -0.453762-0.205236j 0.0122729+1.26763j 0.681384+2.16493j 0.190445-0.379519j -0.00478121-0.553302j -0.147777+0.399251j 0.50859-1.29121j 0.226297-0.109194j 0.0376099+0.0345561j -0.108185+0.141849j -0.164426+0.713402j 0.269671+0.1738j -0.126766+0.140361j 0.0355221+0.00838519j -0.137726-0.0762193j 0.250005-0.215183j 0.441397-0.584229j -0.164109+0.227467j 
0.153392-0.1521j 0.481073+0.426375j 1.79231-0.393906j 0.00528616+1.42037j -0.553692-2.106j 0.326553+0.456817j 2.40195-1.63949j 0.420298+0.112736j -1.46863+1.20517j 0.907724+1.57881j 0.754112+0.138637j -0.480798-0.77229j -0.533936-0.186507j -0.157649+0.648356j -0.24681-0.029153j 0.347551+0.339248j 0.0567616+0.135233j 1.60245+0.686244j -1.16167+0.39205j -0.207953+1.97092j -0.573698+1.5458j 0.46317+0.473189j 1.16736+1.60436j 0.0413008-0.595197j -0.237323-0.579546j -0.155277+0.151508j -1.2745+0.851494j -0.299658+0.528412j 0.0400573-0.899068j 0.236124-0.99955j 0.801036-0.0701694j 0.22472-0.0312314j -0.0602752+0.394647j -0.44159-0.149498j 0.143904+0.0802242j -0.218993-0.220646j -0.0924551+0.134437j -0.0299804+0.00807987j 0.647849+0.332655j 0.200125+0.120756j 0.270624+0.130673j -0.208033+0.286874j -1.85395+0.59891j 0.0837356+0.123294j 0.265026+0.0945386j 0.93156+0.930939j 1.10117+0.151655j -0.366923+0.788609j 0.667571+0.702103j -1.39805+0.377496j -0.974776-1.9932j 1.15915+0.209554j -2.01812-0.506701j -1.34219+0.0355023j -1.46898-0.827418j -0.158581-0.0383062j 0.487323-0.610572j 1.46552+0.832613j -0.482308+1.10925j -0.354877+0.771587j 0.116138-0.0967521j -0.694071+0.93465j -0.964309+1.07809j -0.0983343-0.346548j -0.623794+1.01562j -0.978142+0.988425j -0.285814-0.0650567j 0.324741-0.946195j 1.71291+0.426795j -0.667-0.307157j -0.0528193+0.629868j 0.0115968-0.280848j -0.785538+0.183776j 0.684038+0.181761j 0.147344+0.121196j -0.343774-0.449084j -0.159088-0.112191j -0.673092+0.0304714j -0.119963+0.150777j 1.10185-1.45237j -0.0922004+0.166399j -1.21543+0.294692j -0.2752-0.794524j -0.183805+0.288996j -0.0679988+0.249896j 0.327662+0.297631j -0.101288-0.476698j -0.0433799-0.227462j -0.281919-0.686139j -0.0059888+0.0734736j -0.162852-0.261917j 0.00549462+0.1181j -0.149545-0.0107178j -0.126829+0.259314j 0.0745471-0.0730834j 
-0.958922-1.14887j 0.407215-1.71819j -0.709054+1.80903j 1.62781-0.888511j -0.679718-1.38739j 1.06002-1.46247j 1.07421-0.517201j 1.04056-0.598211j 0.0982107-0.636972j -0.314135-1.62779j -0.559137+0.688296j -2.15316-0.360503j 0.803453-0.579002j -0.166196-0.330215j -0.0768754-0.691751j 0.535751-0.764522j -1.20145+1.11025j -0.862612-1.05293j 1.22936-1.14936j -0.613457+1.53577j -1.04926+0.770931j -0.119685-0.74425j -0.112554-0.145173j -1.59897+0.724428j 0.0290915+0.408871j 0.620304-0.494522j -0.950524+0.335938j -0.0319377+0.459802j 0.541703-0.29703j 0.156165+1.10507j -0.828151-0.613338j -0.446112-0.179952j 0.0732989-0.29186j -0.496063+0.859806j 0.11295+0.534503j -0.109249-0.211039j -0.409961-0.237228j -0.0955347-0.100107j 0.0318117-0.769051j 0.0765416+0.116362j -0.307998+2.01663j 0.66972-0.147405j 2.26969-0.18078j 0.381479-0.380579j 0.267323+0.316358j -0.842936+1.14747j 0.388179+1.13801j 0.602942+0.714723j 1.07742+0.716065j 0.302302-0.156701j -1.50723-1.52577j 0.317698-0.827214j -0.601741+0.754549j -0.638086+0.0983151j -1.05773-0.756962j -0.252853-0.788102j 0.495561+0.252708j 1.01273+0.664203j -0.515329-0.990692j -0.659554-0.524164j -0.342837-0.946648j -0.741351-1.15751j -0.374798-0.588117j -1.2073-0.338403j -0.102939+0.994815j 0.0955519-0.0111942j 0.114568-0.519392j -0.00199319-0.880124j 0.834377+0.899176j -0.659829+0.0589397j -0.261771-0.968585j -2.07584-0.320984j -0.349632-0.376083j -0.189125+0.0104848j -0.694101-0.503205j -0.105521+0.564193j 1.4775+0.119905j 0.314821+0.0696734j -0.222191-0.0650571j -0.606972+0.55319j 0.199899-0.257432j 0.357786+0.139098j 0.0474028+1.07854j -0.296367-0.403444j 0.0238784-0.327988j -0.111429-0.504499j -0.624917-0.30449j 0.261872+0.158822j -0.5951-0.103942j -0.208388-0.179793j -0.19024+0.1152j 0.31683-0.0952405j -0.134563+0.0407536j -0.177527-0.329672j 0.12164+0.0364838j 
