-0.102635-0j -0.0104423-0j -0.0105505-0j 0.574581-0j -0.00086746-0j 0.711008-0j 0.414754-0j -0.00107343-0j -0.000626166-0j -0.00423634-0j 0.0715973-0j -0.0049424-0j -6.24072e-05-0j -0.00302659-0j -0.0043246-0j 0.0835302-0j 0.0511516-0j -0.00178381-0j -7.28084e-05-0j 0.0730889-0j -4.45859e-05-0j 0.0301477-0j -6.37073e-05-0j -2.62779e-05-0j -0.00327116-0j -0.000545194-0j -0.00369517-0j 0.0641716-0j 0.00651541-0j -0.00301709-0j -4.01573e-06-0j -0.00304836-0j -0.000615862-0j -0.00263996-0j 0.0724895-0j -0.000502849-0j -0.00217785-0j 0.00735994-0j 0.0591875-0j -0.00050806-0j -4.53625e-06-0j -0.000695835-0j 0.00600937-0j 0.0598008-0j -0.000439993-0j 0.051789-0j -3.70383e-06-0j -0.000362976-0j 0.00607164-0j 0.0052582-0j 0.0427238-0j -3.74222e-06-0j -0.000115972-0j 0.00433779-0j 0.0136504-0j -3.24085e-06-0j 0.00138594-0j -2.67357e-06-0j -8.54218e-07-0j 
0.00333931-0j 0.0471463-0j -0.0161855-0j 0.000195538-0j -0.00268976-0j -0.000712123-0j 0.000141147-0j 0.00979572-0j -0.00194157-0j 0.000137833-0j -0.00114886-0j 0.000160805-0j -0.000291277-0j 8.7419e-05-0j -0.000414102-0j -0.00134034-0j -0.000728655-0j 5.80376e-05-0j -0.000339823-0j 0.00345162-0j -0.000184739-0j -0.000483755-0j 0.000875107-0j -0.000122649-0j 0.00010643-0j -0.00083638-0j 0.000120225-0j 1.08625e-05-0j -0.000211312-0j -0.000288902-0j -2.50341e-05-0j 9.91809e-05-0j -0.000944792-0j 7.62517e-05-0j 1.22705e-05-0j 0.00227034-0j -0.00020854-0j -0.000238703-0j -2.94859e-05-0j -0.000779414-0j -2.8279e-05-0j 2.26396e-05-0j 0.000573603-0j 1.01226e-05-0j -0.000599224-0j 7.78241e-06-0j 6.79544e-05-0j 0.00163882-0j -0.00019692-0j -0.000151395-0j -2.12841e-05-0j -2.3329e-05-0j -0.000177913-0j 0.000414049-0j 2.31064e-06-0j -1.79356e-05-0j -4.49499e-05-0j 4.90521e-05-0j -5.32519e-06-0j 
0.0046061-0j -0.0222381-0j -0.023113-0j -0.000279399-0j 0.00384332-0j -0.000324257-0j -0.000181078-0j 0.00446037-0j 0.00249085-0j -0.000196945-0j 0.00164158-0j 0.000221807-0j 0.000416197-0j 0.000414102-0j -0.000195207-0j -0.00184881-0j -0.00345162-0j -0.00039195-0j -0.000468737-0j 0.00162709-0j -0.000875107-0j 0.00326699-0j 0.000412525-0j 0.000828295-0j -0.000152074-0j 0.00119508-0j 0.000165834-0j -1.5521e-05-0j 0.000301938-0j 0.00013627-0j 3.57704e-05-0j 0.000141631-0j -0.0013032-0j -0.000348686-0j 1.69253e-05-0j -0.00107088-0j 8.83165e-05-0j -0.000329256-0j 1.3908e-05-0j -0.00111301-0j -3.90068e-05-0j -0.000339219-0j -0.000270559-0j 1.44552e-05-0j 0.00274015-0j -3.55877e-05-0j -3.20529e-05-0j -0.000694036-0j -0.000281204-0j 0.000692303-0j 9.01377e-06-0j -3.3314e-05-0j 0.00266575-0j -0.000175349-0j -3.46214e-05-0j 8.20167e-05-0j 0.000673505-0j -2.07735e-05-0j 7.97897e-05-0j 
7.46923e-05-0j 0.000438613-0j -0.000427802-0j 0.0474629-0j -7.1656e-05-0j -0.000517434-0j 0.0339368-0j 7.81184e-07-0j -5.12353e-05-0j 0.000177941-0j -0.00300734-0j -7.07351e-06-0j 2.62132e-06-0j 0.000127127-0j -0.000175354-0j 0.000119548-0j -0.00214855-0j -0.000219586-0j -1.04203e-07-0j 0.00296362-0j 1.87276e-06-0j 0.00371117-0j -2.58321e-06-0j -3.23481e-06-0j -0.0265771-0j 2.29001e-05-0j -0.000520157-0j -0.00269544-0j -0.00027367-0j 0.0482071-0j 1.68675e-07-0j -0.0470189-0j 4.48192e-07-0j -0.000371618-0j -5.27541e-05-0j -4.15375e-05-0j 0.034469-0j -5.35618e-06-0j 0.00488914-0j 4.05137e-05-0j 3.30124e-09-0j 0.0221239-0j 0.0004964-0j -0.00476863-0j 3.20204e-07-0j -3.76893e-05-0j -3.05953e-07-0j -2.97001e-05-0j -0.000484165-0j -3.82664e-06-0j 0.00349582-0j 2.98412e-07-0j -1.9063e-05-0j 0.000354935-0j 0.0022438-0j 2.35852e-09-0j 0.000227815-0j -2.18762e-07-0j -1.40413e-07-0j 
0.000615862-0j -0.00295444-0j -0.00298505-0j -0.00344778-0j -0.000496067-0j -0.00426641-0j -0.00248874-0j -0.000613851-0j -0.00035808-0j 0.0108915-0j -0.0601212-0j -0.00428138-0j 0.000159435-0j -0.0026218-0j -0.0037462-0j 0.0236332-0j 0.0144723-0j -0.00154523-0j -6.26728e-05-0j 0.0206791-0j -3.83791e-05-0j 0.00852968-0j -5.48387e-05-0j -2.26198e-05-0j 1.96286e-05-0j 0.0222683-0j -6.58074e-05-0j -0.000385062-0j 0.00372591-0j 1.81041e-05-0j -4.61698e-06-0j 1.82917e-05-0j -0.0746573-0j 1.58411e-05-0j 0.00129097-0j 0.0205388-0j 1.30682e-05-0j -0.0124916-0j -0.000355155-0j 0.0207516-0j 1.5479e-05-0j 4.17536e-06-0j 0.00343652-0j -0.000358835-0j 0.0179714-0j -0.00031076-0j -4.25838e-06-0j 0.0148257-0j 0.00347213-0j 0.00300696-0j -0.000256364-0j -4.30251e-06-0j 0.00473687-0j 0.00248061-0j -8.19096e-05-0j -3.72608e-06-0j 0.000792568-0j -3.07386e-06-0j -9.82113e-07-0j 
-0.00576796-0j -0.00944153-0j -0.0450868-0j 0.000115246-0j -0.00158529-0j -0.000417946-0j 9.95963e-05-0j 0.00574913-0j -0.00137001-0j 8.12357e-05-0j -0.000677116-0j -0.000277757-0j -0.000171672-0j 5.80376e-05-0j 0.00039195-0j 0.00231516-0j -0.000483755-0j -0.000475901-0j 0.000586973-0j -0.00326699-0j -0.000122649-0j 0.00396673-0j -0.000828295-0j 0.0010057-0j 6.27275e-05-0j -0.000492944-0j -0.000207664-0j 6.4021e-06-0j -0.000124543-0j 5.78555e-05-0j -1.47545e-05-0j 0.000276281-0j 0.00163193-0j -0.000148362-0j -2.11946e-05-0j -0.000454658-0j 4.9999e-05-0j 0.000412309-0j 5.90485e-06-0j -0.00217116-0j 4.8846e-05-0j -0.000248434-0j -0.00011487-0j 2.81979e-05-0j 0.00116591-0j -1.51422e-05-0j -1.36086e-05-0j -0.000392918-0j -0.000548546-0j 0.000294568-0j 5.10301e-06-0j -6.49859e-05-0j 0.00195232-0j -9.92711e-05-0j -2.53557e-05-0j 3.48972e-05-0j 0.000493256-0j -1.17606e-05-0j 5.84358e-05-0j 
4.97949e-05-0j 0.000292409-0j -0.000285201-0j -0.000330965-0j -4.77707e-05-0j 3.60813e-06-0j -0.000236646-0j 5.20789e-07-0j -3.41569e-05-0j -0.0343696-0j 2.09706e-05-0j 0.00136626-0j 1.74755e-06-0j -0.0245549-0j 0.0338699-0j -8.33621e-07-0j 1.49821e-05-0j 0.0424133-0j -6.94684e-08-0j -2.06657e-05-0j 1.24851e-06-0j -2.58784e-05-0j -1.72214e-06-0j -2.15654e-06-0j 9.16003e-05-0j -0.00442318-0j 1.79277e-06-0j 9.34892e-06-0j 1.90834e-06-0j -0.00016615-0j 1.1245e-07-0j 0.000162055-0j -8.65689e-05-0j 1.28081e-06-0j 1.82974e-07-0j 0.00802303-0j -0.0001188-0j 3.73493e-08-0j -1.69576e-05-0j -0.00782528-0j 2.20083e-09-0j -7.62521e-05-0j -3.46146e-06-0j 1.65397e-05-0j -6.18478e-05-0j 1.30723e-07-0j -2.03969e-07-0j 0.00573661-0j 3.37614e-06-0j 2.66836e-08-0j -1.2125e-05-0j 1.98941e-07-0j 0.00368205-0j -2.47501e-06-0j -7.78245e-06-0j 1.57235e-09-0j -1.58859e-06-0j -1.45841e-07-0j -9.36083e-08-0j 
0.00263996-0j -0.000790491-0j 0.000271378-0j -0.0147793-0j 2.23127e-05-0j 0.053824-0j -0.0106682-0j -8.12595e-05-0j 1.61061e-05-0j 0.000108966-0j -0.00184161-0j 0.000127127-0j 1.60523e-06-0j 6.91108e-05-0j -0.000327376-0j -0.00214855-0j -0.00116802-0j 4.58827e-05-0j 1.87276e-06-0j 0.00553291-0j 1.0181e-06-0j -0.000775453-0j -4.82271e-06-0j 6.75916e-07-0j -0.0162751-0j 1.40234e-05-0j -0.0183847-0j -0.00165061-0j -0.000167588-0j 0.0441784-0j 1.03292e-07-0j -0.0151666-0j 1.58411e-05-0j -0.0116603-0j -0.00186456-0j -3.80662e-05-0j 0.0318896-0j -0.000189311-0j 0.00448055-0j 1.30682e-05-0j 1.16681e-07-0j -0.003462-0j 0.000454915-0j -0.00153819-0j 1.0047e-05-0j -0.00118258-0j -2.80384e-07-0j -2.74776e-05-0j -0.000156174-0j -0.000120069-0j 0.00323423-0j 9.62566e-08-0j 2.98302e-06-0j 0.000328375-0j -0.000351114-0j 7.40035e-08-0j -3.5649e-05-0j -2.02392e-07-0j 2.1972e-08-0j 
0.00021774-0j 2.21533e-05-0j 2.23829e-05-0j -0.00368242-0j 1.84032e-06-0j -0.00455676-0j -0.00265811-0j 2.27728e-06-0j 1.32841e-06-0j -2.66739e-05-0j 0.00136186-0j 1.04853e-05-0j -3.92943e-07-0j 6.42091e-06-0j 9.17463e-06-0j -0.000535335-0j -0.000327825-0j 3.78434e-06-0j 1.54463e-07-0j -0.000468418-0j 9.45889e-08-0j -0.000193213-0j 1.35155e-07-0j 5.57486e-08-0j 6.93977e-06-0j 1.15663e-06-0j -2.32664e-05-0j 0.0392509-0j -4.17565e-05-0j 6.40077e-06-0j 8.51937e-09-0j 6.4671e-06-0j -3.87774e-06-0j 5.60067e-06-0j -0.131593-0j 1.06679e-06-0j 4.62032e-06-0j 0.000139994-0j 0.0362023-0j 1.07785e-06-0j -2.85622e-08-0j 1.47621e-06-0j -3.85133e-05-0j 0.0365775-0j 9.33445e-07-0j 0.031677-0j 7.85768e-09-0j 7.70053e-07-0j -3.89124e-05-0j -3.36991e-05-0j 0.0261322-0j 7.93911e-09-0j 2.46036e-07-0j -2.78004e-05-0j 0.00834937-0j 6.87547e-09-0j -8.88236e-06-0j 5.67198e-09-0j 1.81222e-09-0j 
-1.07809e-05-0j 0.00603341-0j -0.0058847-0j 7.1656e-05-0j 0.0459776-0j -7.81184e-07-0j 5.12353e-05-0j -0.000501242-0j 0.0328748-0j -2.56836e-05-0j 0.000432697-0j 1.02097e-06-0j -0.00515442-0j -1.83493e-05-0j 2.53102e-05-0j -1.72005e-05-0j 0.000309134-0j 3.16945e-05-0j 0.000204898-0j -0.000426405-0j -0.0036825-0j -0.000533963-0j 0.00507948-0j 0.00636074-0j 0.00383607-0j 0.000315006-0j 7.50782e-05-0j -2.0241e-06-0j -0.00183671-0j -0.0069581-0j -0.000668011-0j 0.0067866-0j 6.16518e-06-0j 5.36384e-05-0j -3.96149e-08-0j -0.000571376-0j -0.00497516-0j -3.59474e-05-0j 3.67143e-06-0j 0.000557293-0j -1.30741e-05-0j -0.00319332-0j 0.00333154-0j -3.58094e-06-0j 4.40462e-06-0j -2.83023e-08-0j 0.00121168-0j -0.000408544-0j -0.00324942-0j -2.56821e-05-0j 2.62514e-06-0j -0.00118181-0j -0.000262225-0j 0.00238211-0j 1.68495e-06-0j -9.34056e-06-0j 0.00152896-0j 0.000866371-0j 0.000556082-0j 
-5.13218e-05-0j 0.000749052-0j 0.000756814-0j -3.00523e-06-0j -0.0059093-0j -3.71878e-06-0j -2.16929e-06-0j -0.00731239-0j -0.00426556-0j -0.000907627-0j -0.000159435-0j 0.000356781-0j -0.0582133-0j 0.000218483-0j 0.000312184-0j 6.26728e-05-0j 3.83791e-05-0j 0.000128769-0j 0.0228832-0j 5.48387e-05-0j 0.0140131-0j 2.26198e-05-0j 0.0200228-0j 0.00825899-0j -1.63572e-06-0j -0.0056458-0j 5.48395e-06-0j -1.66945e-07-0j -0.000464245-0j -1.50868e-06-0j 0.00521377-0j -1.52431e-06-0j 0.0189282-0j -1.32009e-06-0j 5.59703e-07-0j -0.00520729-0j -1.08902e-06-0j 0.00155644-0j -1.53979e-07-0j -0.00526126-0j -0.0174798-0j -3.47947e-07-0j -0.000428188-0j -1.55574e-07-0j -0.00455638-0j -1.34731e-07-0j 0.00480882-0j -0.00375882-0j -0.000432625-0j -0.000374664-0j -1.11148e-07-0j 0.00485865-0j -0.00120096-0j -0.000309082-0j -3.55122e-08-0j 0.00420772-0j -9.87533e-05-0j 0.00347119-0j 0.00110906-0j 
0.00175997-0j -0.000526994-0j 0.000180919-0j 0.000103058-0j 1.48751e-05-0j -0.000375322-0j 7.4391e-05-0j -5.4173e-05-0j 1.07374e-05-0j -0.021047-0j 1.28418e-05-0j -0.0245549-0j 1.07015e-06-0j -0.0133488-0j 0.0632332-0j 1.49821e-05-0j 8.14478e-06-0j -0.00886232-0j 1.24851e-06-0j -3.85817e-05-0j 6.78732e-07-0j 5.40733e-06-0j -3.21514e-06-0j 4.50611e-07-0j 5.60935e-05-0j -0.00270864-0j 6.33644e-05-0j 5.72502e-06-0j 1.16861e-06-0j -0.000152265-0j 6.88613e-08-0j 5.22729e-05-0j -0.00305973-0j 4.01882e-05-0j 6.4671e-06-0j 0.00735254-0j -0.00010991-0j 1.32009e-06-0j -1.55404e-05-0j -0.00252415-0j 7.77871e-08-0j 1.19321e-05-0j -3.17218e-06-0j 5.33508e-06-0j -0.0019406-0j 4.10169e-06-0j -1.86923e-07-0j 0.00530734-0j 1.08902e-06-0j 8.37254e-07-0j -1.12177e-05-0j 6.41711e-08-0j -0.000576175-0j -2.2898e-06-0j 1.21781e-06-0j 4.93356e-08-0j 2.48585e-07-0j -1.34928e-07-0j 1.4648e-08-0j 
-0.000381045-0j -0.0108737-0j 0.00373298-0j -2.23127e-05-0j -0.0143168-0j 8.12595e-05-0j -1.61061e-05-0j 0.0521397-0j -0.0103344-0j -1.57279e-05-0j 0.000264972-0j -1.83493e-05-0j -0.00315643-0j -9.97528e-06-0j 4.72527e-05-0j 0.000309134-0j 0.000168055-0j -6.6226e-06-0j -0.0036825-0j -0.000796075-0j -0.00200193-0j 0.000111572-0j 0.0094831-0j -0.00132908-0j 0.00234911-0j 0.000192901-0j 0.0026536-0j -1.2395e-06-0j -0.00112475-0j -0.0063766-0j -0.000409071-0j 0.00218911-0j 0.000217905-0j 0.00168302-0j -1.40017e-06-0j -0.000523626-0j -0.00460287-0j -0.00127054-0j 3.36461e-06-0j 0.000179762-0j -0.000462095-0j 0.000499697-0j 0.00305312-0j -1.15508e-06-0j 0.000138204-0j -8.88041e-07-0j 0.00111042-0j -0.000377973-0j -0.00104814-0j -0.000805828-0j 2.4287e-06-0j -0.000381209-0j 4.10335e-05-0j 0.00220386-0j -2.63665e-07-0j -0.000293079-0j -0.000239255-0j 0.000801541-0j -8.70168e-05-0j 
0.00364144-0j 0.000372861-0j 0.000387531-0j 0.0211176-0j -3.18819e-05-0j 0.0245081-0j 0.0136863-0j -3.70005e-05-0j -2.06626e-05-0j -0.000155699-0j 0.00263143-0j 0.000175354-0j -2.29366e-06-0j 0.000327376-0j -0.000154325-0j -0.00296362-0j -0.00553291-0j -0.000309864-0j 2.58321e-06-0j 0.00260821-0j 4.82271e-06-0j 0.00523693-0j -2.27342e-06-0j -4.56473e-06-0j 0.023255-0j -2.00376e-05-0j -0.025359-0j 0.00235851-0j 0.000239462-0j -0.0208382-0j -1.47591e-07-0j -0.021658-0j 2.18505e-05-0j 0.0533205-0j -0.0025719-0j 1.79552e-05-0j -0.0135052-0j -0.000261127-0j -0.0021134-0j 1.86616e-05-0j 1.60944e-07-0j 0.0518727-0j -0.000214575-0j -0.00219655-0j -4.59435e-05-0j 0.00540774-0j 1.32252e-07-0j 1.16367e-05-0j -0.000223018-0j 0.000549054-0j -0.00136969-0j 1.37456e-07-0j -4.4696e-05-0j -0.000139066-0j 0.0052609-0j -3.38406e-07-0j 0.000534145-0j 8.57126e-08-0j -3.29217e-07-0j 
-5.4435e-05-0j 0.000527814-0j 0.000533283-0j 0.000612674-0j -0.00204525-0j 0.000758146-0j 0.000442252-0j -0.00253087-0j -0.00147634-0j 6.66846e-06-0j 0.0215938-0j -2.62132e-06-0j 0.00133829-0j -1.60523e-06-0j -2.29366e-06-0j -0.00848837-0j -0.00519805-0j -9.46086e-07-0j -0.000526071-0j -0.00742733-0j -0.000322151-0j -0.00306362-0j -0.000460312-0j -0.000189869-0j -1.73494e-06-0j 2.75573e-05-0j 5.8166e-06-0j -0.00323681-0j 0.0308841-0j -1.60019e-06-0j -5.84388e-05-0j -1.61677e-06-0j -9.23891e-05-0j -1.40017e-06-0j 0.0108518-0j 2.54169e-05-0j -1.15508e-06-0j -0.103543-0j -0.00298541-0j 2.56803e-05-0j 0.000195923-0j -3.69053e-07-0j 0.0284854-0j -0.00301635-0j 2.22398e-05-0j -0.00261224-0j -5.38999e-05-0j 1.83469e-05-0j 0.0287806-0j 0.0249247-0j -0.00215499-0j -5.44584e-05-0j 5.86193e-06-0j 0.0205618-0j -0.000688528-0j -4.71624e-05-0j 0.0065696-0j -3.8907e-05-0j -1.2431e-05-0j 
-1.24487e-05-0j 0.00344684-0j -0.00336188-0j -0.00791048-0j -0.00113816-0j 8.6239e-05-0j -0.00565614-0j 1.24081e-05-0j -0.000813805-0j 0.00428138-0j -0.0236332-0j -0.000170193-0j 6.26728e-05-0j 0.00305876-0j -0.00421912-0j 0.000939466-0j -0.0168844-0j -0.00528337-0j -2.49137e-06-0j 0.0232896-0j 4.47756e-05-0j 0.0291642-0j -6.17616e-05-0j -7.73405e-05-0j -2.29001e-05-0j -0.0259797-0j -4.48192e-07-0j 0.000449239-0j -0.00434689-0j 4.15375e-05-0j 5.38647e-06-0j -4.05137e-05-0j -0.000508465-0j -3.20204e-07-0j 8.79234e-06-0j 0.0471236-0j 2.97001e-05-0j -8.50758e-05-0j -0.000814857-0j -0.0459621-0j 1.05422e-07-0j 1.9063e-05-0j 0.00788466-0j 0.000794772-0j -0.000363265-0j 6.28155e-06-0j -9.7703e-06-0j 0.0336942-0j -0.00769032-0j -6.07811e-05-0j -0.000582637-0j 9.52949e-06-0j 0.0216267-0j 0.00563767-0j -0.000373967-0j 7.53171e-08-0j 0.00361855-0j -6.98594e-06-0j -4.48394e-06-0j 
0.00242763-0j 0.000248574-0j 0.000258354-0j -0.000147256-0j -2.12546e-05-0j -0.000170898-0j -9.54366e-05-0j -2.4667e-05-0j -1.37751e-05-0j 0.0300734-0j -1.83493e-05-0j -0.0338699-0j -1.52911e-06-0j -0.0632332-0j 0.0298081-0j 2.06657e-05-0j 3.85817e-05-0j 0.0598507-0j 1.72214e-06-0j -1.81874e-05-0j 3.21514e-06-0j -3.65178e-05-0j -1.51561e-06-0j -3.04315e-06-0j -8.01503e-05-0j 0.00387029-0j 8.7402e-05-0j -8.1803e-06-0j -1.6698e-06-0j 7.18206e-05-0j -9.83938e-08-0j 7.46463e-05-0j -0.00422046-0j -0.000183774-0j 8.92043e-06-0j -0.00346806-0j 4.65469e-05-0j 1.82088e-06-0j 7.33016e-06-0j -0.00360451-0j 1.07296e-07-0j -0.000178784-0j 1.49626e-06-0j 7.61856e-06-0j 0.00887405-0j -1.87563e-05-0j 8.81681e-08-0j -0.00224765-0j 1.55513e-06-0j -3.82862e-06-0j 4.75067e-06-0j 9.1637e-08-0j 0.00863309-0j 9.69727e-07-0j -1.82471e-05-0j -2.25604e-07-0j -3.72466e-06-0j 5.71417e-08-0j -2.19478e-07-0j 
-0.00455997-0j 0.000158304-0j 0.000755959-0j -0.00871058-0j 1.31506e-05-0j 0.0315894-0j -0.00752773-0j -4.76913e-05-0j 1.13648e-05-0j 6.42224e-05-0j -0.00108541-0j -0.000219586-0j 9.46086e-07-0j 4.58827e-05-0j 0.000309864-0j 0.00371117-0j -0.000775453-0j -0.000376233-0j -3.23481e-06-0j -0.00523693-0j 6.75916e-07-0j 0.00635862-0j 4.56473e-06-0j -5.54243e-06-0j -0.00959218-0j 8.26508e-06-0j 0.0317556-0j -0.000972834-0j -9.87729e-05-0j -0.00884717-0j 6.0878e-08-0j -0.0422485-0j -2.73621e-05-0j 0.0226873-0j 0.00322064-0j 7.62314e-06-0j -0.00764577-0j 0.000326995-0j -0.000897275-0j 3.64033e-05-0j -2.01541e-07-0j 0.0379901-0j -9.11013e-05-0j -0.00428482-0j -1.95485e-05-0j 0.00230094-0j 5.61497e-08-0j 6.58795e-06-0j -0.000435042-0j 0.000233617-0j -0.00077543-0j 2.68135e-07-0j -3.27341e-05-0j -7.87302e-05-0j 0.00385294-0j -1.43988e-07-0j 0.000391193-0j 4.85249e-08-0j -2.41109e-07-0j 
-0.000525597-0j 0.00512895-0j 0.00533074-0j 3.18819e-05-0j 0.0204568-0j 3.70005e-05-0j 2.06626e-05-0j 0.0237412-0j 0.013258-0j 2.24732e-05-0j -0.00037861-0j -2.53102e-05-0j 0.00451012-0j -4.72527e-05-0j 2.22749e-05-0j 0.000426405-0j 0.000796075-0j 4.4725e-05-0j -0.00507948-0j -0.000375269-0j -0.0094831-0j -0.000753491-0j 0.00447033-0j 0.00897582-0j -0.00335656-0j -0.00027563-0j 0.00366026-0j 1.77109e-06-0j 0.00160712-0j 0.00300773-0j 0.000584509-0j 0.00312607-0j 0.000300568-0j -0.00769615-0j -1.93133e-06-0j 0.000246985-0j 0.00194931-0j -0.00175253-0j -1.58703e-06-0j 0.000256703-0j -0.000637394-0j -0.00748718-0j -0.0014401-0j -1.64947e-06-0j -0.000631983-0j 4.06087e-06-0j -0.000523764-0j 0.000160071-0j -0.00149676-0j 0.00368492-0j -1.02855e-06-0j -0.000544371-0j -0.000614823-0j -0.000933329-0j 3.9506e-06-0j 0.0013402-0j 0.00358486-0j -0.000339451-0j 0.00130381-0j 
4.53625e-06-0j -8.84305e-05-0j -8.93469e-05-0j -2.53953e-05-0j 0.00105197-0j -3.14251e-05-0j -1.83313e-05-0j 0.00130175-0j 0.000759355-0j -5.55705e-07-0j -0.00179951-0j 2.18444e-07-0j 0.0212554-0j 1.33769e-07-0j 1.91138e-07-0j 0.000707376-0j 0.000433178-0j 7.88405e-08-0j -0.00835533-0j 0.000618954-0j -0.00511657-0j 0.000255306-0j -0.00731091-0j -0.0030156-0j 1.44579e-07-0j -4.61698e-06-0j -4.84717e-07-0j -2.83625e-06-0j -0.00790127-0j 1.33349e-07-0j 0.0210254-0j 1.34731e-07-0j 1.5479e-05-0j 1.16681e-07-0j 9.50887e-06-0j -4.25838e-06-0j 9.62566e-08-0j 0.02649-0j -2.61596e-06-0j -4.30251e-06-0j -0.0704903-0j 3.07545e-08-0j -0.00728759-0j -2.64307e-06-0j -3.72608e-06-0j -2.28897e-06-0j 0.0193924-0j -3.07386e-06-0j -0.00736311-0j -0.00637664-0j -1.8883e-06-0j 0.0195934-0j -9.82113e-07-0j -0.00526046-0j -6.03321e-07-0j 0.0169684-0j -0.00168074-0j 0.0139982-0j 0.00447249-0j 
-4.40129e-06-0j -2.58455e-05-0j 2.52085e-05-0j -0.00844884-0j 4.22237e-06-0j 9.21081e-05-0j -0.00604107-0j -4.60317e-08-0j 3.01907e-06-0j -1.04853e-05-0j 0.000535335-0j 4.16811e-07-0j -1.54463e-07-0j -7.49106e-06-0j 1.03328e-05-0j -2.12806e-05-0j 0.000382462-0j 1.29392e-05-0j 6.1402e-09-0j -0.000527551-0j -1.10354e-07-0j -0.000660623-0j 1.52217e-07-0j 1.90613e-07-0j -8.0964e-06-0j -1.3494e-06-0j -1.5846e-07-0j -0.0457927-0j 4.87159e-05-0j 1.46857e-05-0j -9.93927e-09-0j -1.43238e-05-0j -2.641e-08-0j -1.13209e-07-0j -0.000896238-0j 2.44762e-06-0j 1.05006e-05-0j 9.5345e-07-0j 0.0830616-0j -2.38729e-06-0j -1.94528e-10-0j 6.7398e-06-0j -8.83638e-05-0j -0.0810143-0j -1.88682e-08-0j -0.000640303-0j 1.80284e-08-0j 1.75009e-06-0j 8.61859e-05-0j 6.81177e-07-0j 0.0593905-0j -1.75841e-08-0j 1.1233e-06-0j -6.31817e-05-0j 0.0381199-0j -1.38977e-10-0j -4.05533e-05-0j 1.28907e-08-0j 8.27389e-09-0j 
-0.000439993-0j -0.00621208-0j 0.00213262-0j 0.00246321-0j 0.000354407-0j -0.00897066-0j 0.00177804-0j -0.0012907-0j 0.000255825-0j 0.0026218-0j -0.0144723-0j 0.00305876-0j 3.83791e-05-0j 0.00166285-0j -0.00787687-0j -0.0168844-0j -0.00917892-0j 0.00110397-0j 4.47756e-05-0j 0.0434804-0j 2.43416e-05-0j -0.0060939-0j -0.000115305-0j 1.61604e-05-0j -1.40234e-05-0j -0.0159093-0j -1.58411e-05-0j 0.000275102-0j -0.00266192-0j 3.80662e-05-0j 3.29853e-06-0j -1.30682e-05-0j -0.0179714-0j -1.0047e-05-0j 0.00031076-0j 0.0431854-0j 2.74776e-05-0j -0.00300696-0j -0.000746758-0j -0.0148257-0j 3.72608e-06-0j -2.98302e-06-0j 0.00722572-0j 0.000256364-0j -0.0113982-0j 0.000197097-0j -8.95378e-06-0j 0.0311729-0j -0.00248061-0j -0.00190713-0j -0.000539039-0j 3.07386e-06-0j -0.00338419-0j 0.0052158-0j 5.85191e-05-0j 2.36323e-06-0j -0.000566238-0j -6.46318e-06-0j 7.01656e-07-0j 
1.03739e-06-0j -0.000873894-0j 0.000852354-0j -6.8951e-06-0j -0.0135581-0j 7.51694e-08-0j -4.93012e-06-0j 0.000147809-0j -0.00969431-0j -0.000356781-0j -6.26728e-05-0j 1.41827e-05-0j -0.0228832-0j -0.000254897-0j 0.000351594-0j 2.49137e-06-0j -4.47756e-05-0j 0.000440281-0j 0.000909652-0j 6.17616e-05-0j -0.0163486-0j 7.73405e-05-0j 0.0225505-0j 0.0282387-0j 1.90834e-06-0j 0.00658676-0j 3.73493e-08-0j 1.94769e-07-0j 0.00054162-0j -3.46146e-06-0j -0.00608273-0j 3.37614e-06-0j 0.000128914-0j 2.66836e-08-0j 3.81195e-09-0j -0.0119475-0j -2.47501e-06-0j 1.06004e-05-0j -3.53284e-07-0j 0.011653-0j -0.000119049-0j -1.58859e-06-0j -0.000982422-0j 3.44576e-07-0j 9.21004e-05-0j 2.72339e-09-0j 0.0110332-0j -0.00854265-0j 0.000958207-0j 7.57328e-06-0j -2.52604e-07-0j -0.0107613-0j -0.00548311-0j -0.000702449-0j -1.62134e-07-0j -8.50526e-05-0j -0.000450868-0j 0.00788895-0j 0.00506353-0j 
