-0.0103352-0j -0.00736065-0j -0.00106242-0j -0.00423634-0j -0.00428024-0j -0.000748886-0j -0.000756647-0j -6.24072e-05-0j -6.30539e-05-0j 0.577605-0j 0.714749-0j -0.000497692-0j 0.416937-0j -0.000304773-0j -0.000615862-0j -6.22114e-05-0j -0.000377137-0j -0.000359253-0j -3.66584e-06-0j -0.000219996-0j -7.69827e-05-0j -4.53625e-06-0j -4.49066e-05-0j -2.64615e-06-0j -0.00230581-0j -0.00269011-0j 0.0719741-0j -0.00164735-0j -0.00235384-0j -0.000303817-0j -0.000970911-0j 0.0839698-0j -4.38521e-05-0j 0.0514208-0j -3.79771e-05-0j -0.000354453-0j 0.0734736-0j -4.47564e-06-0j -0.000217057-0j -5.11608e-05-0j 0.0303063-0j -2.04284e-07-0j -0.000310146-0j -4.43066e-05-0j -3.13295e-05-0j -2.71321e-05-0j -4.47657e-05-0j -5.22158e-06-0j -0.000127929-0j -3.87683e-05-0j -3.19755e-06-0j -2.38331e-07-0j -1.84649e-05-0j -1.45948e-07-0j -1.59911e-05-0j -4.56888e-06-0j -2.0854e-07-0j -1.88457e-06-0j -8.60184e-08-0j 
0.000713282-0j -0.000992732-0j 0.00666262-0j 0.000442884-0j 0.000401762-0j -0.00494129-0j -0.00448249-0j -0.000615681-0j -0.000558515-0j -2.16248e-06-0j 5.21278e-06-0j -0.00495862-0j -6.00049e-06-0j 4.24222e-05-0j 0.011953-0j 0.0191473-0j -0.000102261-0j -0.0137593-0j -7.28397e-05-0j 0.000117714-0j -0.0461556-0j 0.000175584-0j 0.0531302-0j -0.000202117-0j -1.6698e-06-0j 3.79494e-06-0j 2.56803e-05-0j -1.19296e-06-0j -1.53045e-06-0j -0.00303663-0j -8.41778e-07-0j -5.83635e-05-0j 0.02038-0j 1.83469e-05-0j -0.00050378-0j 0.00690132-0j 2.35373e-05-0j 0.00422141-0j -0.00216947-0j -0.0463175-0j 1.2946e-05-0j -6.7888e-06-0j -0.00278322-0j 0.00114494-0j 0.0145602-0j -0.000359918-0j 0.0186793-0j -0.00959396-0j -0.00153082-0j -0.00046174-0j 0.00301592-0j 1.54289e-05-0j 0.010274-0j -4.85015e-06-0j -0.000253966-0j 0.00386914-0j -6.22228e-06-0j 0.00212809-0j -3.42237e-06-0j 
0.000144861-0j -9.32907e-09-0j -3.69463e-05-0j -4.34644e-05-0j -4.36353e-05-0j -1.01978e-05-0j -1.02379e-05-0j -0.011516-0j -0.0115612-0j -2.18444e-07-0j 4.55003e-09-0j -0.00100705-0j 3.07166e-07-0j -2.22948e-08-0j 2.09761e-05-0j -0.000124868-0j 4.64385e-10-0j 0.00141607-0j -0.0317673-0j 3.135e-08-0j 2.60092e-06-0j 0.000661691-0j 0.000175584-0j 0.0446698-0j -1.68675e-07-0j -3.40951e-09-0j 5.21543e-06-0j 3.54661e-07-0j -1.6149e-07-0j 3.20846e-06-0j 2.08151e-07-0j 1.05422e-07-0j 0.0127066-0j -1.09661e-05-0j 5.32297e-07-0j 6.48542e-08-0j 4.99328e-06-0j 0.000850087-0j -6.7462e-06-0j 0.000256845-0j -6.43602e-06-0j -0.00924351-0j 3.0718e-06-0j 1.07596e-08-0j -0.0267173-0j -1.11922e-06-0j 0.0121654-0j 1.71832e-05-0j -3.95936e-06-0j 5.09625e-07-0j -0.00178742-0j -0.000186844-0j -0.0156804-0j 0.0194357-0j -6.56874e-07-0j 0.000813879-0j -0.00884979-0j -0.00104904-0j 0.0114068-0j 
1.15806e-05-0j 3.28883e-06-0j -0.000227854-0j -1.97987e-08-0j -2.00038e-08-0j -8.0225e-05-0j -8.10564e-05-0j 0.00191329-0j 0.00193312-0j 2.74456e-08-0j -1.72695e-08-0j -1.09671e-06-0j -1.00739e-08-0j -5.38411e-07-0j 6.90075e-07-0j -0.00250859-0j 3.38782e-07-0j 4.02544e-07-0j 0.0208406-0j 1.97623e-07-0j 0.00157847-0j -0.0131134-0j 0.000920775-0j -0.0076495-0j -1.07763e-08-0j 2.47247e-08-0j 4.16937e-07-0j -7.69893e-09-0j -1.10008e-08-0j 1.35749e-07-0j -4.53758e-09-0j -9.56607e-07-0j -9.40488e-06-0j 2.97874e-07-0j -8.1792e-06-0j -3.11459e-07-0j 4.25623e-07-0j -0.0131185-0j 9.69839e-08-0j 2.15783e-05-0j 1.7556e-07-0j 0.0266386-0j 1.38577e-07-0j 1.87661e-05-0j -6.71917e-06-0j -5.8435e-06-0j -9.60081e-06-0j 0.0300986-0j 5.71602e-08-0j -8.3496e-06-0j -0.00937228-0j -0.0611188-0j -3.96013e-06-0j 0.0190315-0j -3.44403e-06-0j -0.0133918-0j 0.0271936-0j -0.00552382-0j 0.0112168-0j 
0.000176449-0j -0.00149948-0j -7.14172e-05-0j -1.53392e-06-0j -1.39149e-06-0j -0.00369265-0j -0.00334979-0j 3.24157e-06-0j 2.94059e-06-0j -1.08124e-06-0j 2.60639e-06-0j 8.49694e-06-0j -3.00025e-06-0j -0.00611543-0j -2.04823e-05-0j -0.000620017-0j 0.0147416-0j 2.35775e-05-0j 2.54326e-07-0j -0.0169692-0j 0.00149459-0j -6.13066e-07-0j -0.00172043-0j 7.05707e-07-0j -8.34899e-07-0j 1.89747e-06-0j 6.35272e-06-0j -5.9648e-07-0j -7.65227e-07-0j 3.17719e-05-0j -4.20889e-07-0j -1.44378e-05-0j 1.51323e-06-0j 4.5386e-06-0j 0.0359305-0j -7.22077e-05-0j 5.82259e-06-0j -6.71423e-05-0j 2.26989e-05-0j -3.4391e-06-0j 3.20253e-06-0j 1.77343e-08-0j 2.91205e-05-0j -0.0816591-0j 1.0811e-06-0j 0.02567-0j 1.38695e-06-0j 0.000152594-0j 1.60168e-05-0j 0.0329322-0j -4.79688e-05-0j -4.03046e-08-0j 7.62848e-07-0j 1.267e-08-0j 0.0181133-0j -6.15394e-05-0j 1.62544e-08-0j -3.38478e-05-0j 8.9402e-09-0j 
0.000132832-0j 2.19614e-06-0j -2.24669e-05-0j 3.68741e-07-0j 3.70191e-07-0j 0.00179735-0j 0.00180442-0j -0.00341424-0j -0.00342767-0j -2.67538e-07-0j 5.57263e-09-0j 6.39652e-06-0j 3.762e-07-0j -0.000499135-0j -1.33235e-07-0j 0.0145949-0j 1.03966e-05-0j -8.99451e-06-0j 0.000852762-0j 0.000701862-0j -0.000304001-0j -1.77624e-05-0j -0.0205227-0j -0.00119912-0j -2.06584e-07-0j -4.17578e-09-0j 4.78234e-06-0j 4.34369e-07-0j -1.97785e-07-0j 5.23192e-06-0j 2.54932e-07-0j 9.66678e-08-0j -5.35235e-05-0j -1.00555e-05-0j 0.00892223-0j 1.05755e-07-0j 4.57864e-06-0j -0.0484434-0j -1.10008e-05-0j -1.0819e-06-0j -5.90158e-06-0j 0.000120063-0j 5.00908e-06-0j 0.000180349-0j 0.00011254-0j -0.0187601-0j -5.12437e-05-0j -0.000979209-0j -6.45638e-06-0j 0.00854219-0j 0.101858-0j 2.42689e-06-0j 6.60499e-05-0j -0.000252448-0j -0.0110103-0j -0.04638-0j 0.000114949-0j 0.0597808-0j -0.000148162-0j 
-8.45021e-05-0j -6.11864e-07-0j -0.00242319-0j -2.60972e-05-0j -2.36741e-05-0j -6.12302e-06-0j -5.5545e-06-0j -0.00691448-0j -0.00627247-0j 1.27425e-07-0j -3.07166e-07-0j 0.000587445-0j 3.53582e-07-0j 1.30053e-08-0j -0.00141607-0j 7.28397e-05-0j -3.135e-08-0j 0.00163005-0j 0.0185309-0j 3.60874e-08-0j -0.000175584-0j -0.0446698-0j 0.000202117-0j 0.05142-0j 9.83938e-08-0j -2.23619e-07-0j -3.04233e-06-0j 7.02959e-08-0j 9.01829e-08-0j -1.8716e-06-0j 4.96022e-08-0j 6.91429e-06-0j -0.00741219-0j -2.17355e-06-0j -3.10507e-07-0j 4.25358e-06-0j -2.78845e-06-0j -0.000495884-0j -1.33714e-06-0j 0.0168456-0j -1.5337e-06-0j 0.00539205-0j -1.71542e-06-0j 7.05687e-07-0j -0.00529553-0j -2.21837e-07-0j -0.00679365-0j 0.00112699-0j -9.43512e-07-0j -2.84595e-07-0j -0.000354277-0j -0.0122545-0j -0.00373663-0j 0.00385226-0j -1.56533e-07-0j -0.000454503-0j 0.00494209-0j -0.000249985-0j 0.00271824-0j 
-5.11265e-07-0j 1.0835e-09-0j 1.51237e-05-0j 6.23599e-10-0j 6.30062e-10-0j -3.70462e-08-0j -3.74301e-08-0j -0.000212696-0j -0.0002149-0j -8.64456e-10-0j 5.43938e-10-0j 4.84178e-08-0j 3.17297e-10-0j -8.82282e-11-0j -3.04657e-08-0j -1.74161e-06-0j 5.55154e-11-0j -1.77717e-08-0j -0.004693-0j 3.2384e-11-0j 1.09586e-06-0j 0.00295295-0j 6.39253e-07-0j 0.00172256-0j 3.3942e-10-0j -7.78755e-10-0j -1.84071e-08-0j 2.42493e-10-0j 3.46491e-10-0j 4.47225e-11-0j 1.4292e-10-0j 4.22327e-08-0j 6.24243e-07-0j -1.31507e-08-0j -1.87867e-09-0j -1.0261e-10-0j -1.87906e-08-0j -1.52538e-05-0j 3.19513e-11-0j -1.43224e-06-0j -7.75071e-09-0j -0.0189426-0j 4.56542e-11-0j 4.31036e-09-0j 4.45981e-07-0j -1.34218e-09-0j 6.37248e-07-0j 3.4998e-05-0j 1.88314e-11-0j -1.9178e-09-0j -1.08979e-05-0j 0.0434614-0j 2.62851e-07-0j -0.0135333-0j -7.91054e-10-0j -1.55716e-05-0j -0.0193373-0j -6.42297e-06-0j -0.00797622-0j 
-1.43303e-05-0j -7.05114e-08-0j 4.88512e-06-0j -2.38021e-08-0j -2.38957e-08-0j -9.64473e-05-0j -9.68265e-05-0j 0.00230018-0j 0.00230922-0j 1.72695e-08-0j -3.59711e-10-0j -6.90075e-07-0j -2.42836e-08-0j -3.38782e-07-0j 1.43738e-08-0j -0.00157847-0j 7.05659e-09-0j 9.70354e-07-0j 0.0131134-0j 4.76381e-07-0j 3.28785e-05-0j -0.000273144-0j 0.00221958-0j -0.0184395-0j 1.33349e-08-0j 2.69545e-10-0j -5.15933e-07-0j -2.80384e-08-0j 1.27669e-08-0j -1.67981e-07-0j -1.64558e-08-0j -1.04288e-08-0j 1.16379e-05-0j 1.08481e-06-0j 1.01212e-05-0j -3.39548e-09-0j -4.93957e-07-0j 0.0162333-0j 3.53202e-07-0j 2.35243e-07-0j 6.36679e-07-0j -0.0329636-0j -1.60826e-07-0j 2.04586e-07-0j -2.44703e-05-0j -2.12812e-05-0j 1.11422e-05-0j 0.000328131-0j 2.07295e-07-0j 9.69014e-06-0j -0.0341325-0j -0.000666309-0j -1.43616e-05-0j 0.0693101-0j -1.249e-05-0j 0.0155418-0j -0.0315595-0j -0.0200324-0j 0.0406782-0j 
-7.74851e-05-0j 0.000144038-0j -0.00147353-0j 2.21402e-07-0j 2.00845e-07-0j 0.00107918-0j 0.000978976-0j -0.00205-0j -0.00185966-0j 1.56064e-07-0j -3.762e-07-0j -3.7313e-06-0j 4.33048e-07-0j 0.000291162-0j 8.99451e-06-0j -0.00851367-0j -0.000701862-0j -1.03537e-05-0j -0.000497445-0j 0.000807921-0j 0.0205227-0j 0.00119912-0j -0.0236239-0j -0.00138032-0j 1.20507e-07-0j -2.73876e-07-0j -2.7897e-06-0j 8.60945e-08-0j 1.10451e-07-0j -3.05196e-06-0j 6.07501e-08-0j 6.34013e-06-0j 3.1222e-05-0j -1.99306e-06-0j -0.00520463-0j 6.93616e-06-0j -2.5569e-06-0j 0.0282586-0j -2.18042e-06-0j -7.09581e-05-0j -1.40634e-06-0j -7.00368e-05-0j -2.79727e-06-0j 0.0118285-0j 2.23061e-05-0j -0.00371837-0j 2.86166e-05-0j -0.0642232-0j -1.53855e-06-0j -0.00477031-0j 0.0201889-0j 0.000159172-0j 1.57396e-05-0j -5.00367e-05-0j -0.00262376-0j 0.0259005-0j -6.41923e-05-0j 0.0142457-0j -3.53069e-05-0j 
6.32658e-07-0j -2.32299e-11-0j -3.24247e-07-0j 7.49697e-10-0j 7.52645e-10-0j -4.45373e-08-0j -4.47124e-08-0j -0.000255705-0j -0.00025671-0j -5.43938e-10-0j 1.13298e-11-0j 3.04657e-08-0j 7.64862e-10-0j -5.55154e-11-0j -6.34579e-10-0j -1.09586e-06-0j 1.15635e-12-0j -4.28396e-08-0j -0.00295295-0j 7.80634e-11-0j 2.28261e-08-0j 6.15079e-05-0j 1.54095e-06-0j 0.00415231-0j -4.20011e-10-0j -8.48988e-12-0j 2.27776e-08-0j 8.83126e-10-0j -4.02121e-10-0j -5.53413e-11-0j 5.18308e-10-0j 4.60415e-10-0j -7.72461e-07-0j -4.78928e-08-0j 2.32473e-09-0j -1.11864e-12-0j 2.18074e-08-0j 1.88757e-05-0j 1.16362e-10-0j -1.56141e-08-0j -2.81084e-08-0j 0.0234403-0j -5.29841e-11-0j 4.69909e-11-0j 1.6242e-06-0j -4.88804e-09-0j -7.39559e-07-0j 3.81543e-07-0j 6.82931e-11-0j 2.22571e-09-0j -3.96885e-05-0j 0.00047381-0j 9.53244e-07-0j -0.0492862-0j -2.8688e-09-0j 1.80717e-05-0j 0.0224419-0j -2.32932e-05-0j -0.0289262-0j 
8.35931e-06-0j -4.62462e-06-0j 0.000320399-0j -1.42914e-08-0j -1.29645e-08-0j -5.79095e-05-0j -5.25326e-05-0j 0.00138109-0j 0.00125285-0j -1.00739e-08-0j 2.42836e-08-0j 4.02544e-07-0j -2.79531e-08-0j 1.97623e-07-0j -9.70354e-07-0j 0.000920775-0j -4.76381e-07-0j 1.11699e-06-0j -0.0076495-0j 5.48367e-07-0j -0.00221958-0j 0.0184395-0j 0.00255498-0j -0.021226-0j -7.77871e-09-0j 1.76786e-08-0j 3.00961e-07-0j -5.55738e-09-0j -7.12958e-09-0j 9.7989e-08-0j -3.9214e-09-0j -6.83991e-07-0j -6.7888e-06-0j 2.15017e-07-0j -5.90406e-06-0j -2.22699e-07-0j 2.75846e-07-0j -0.0094694-0j 7.00067e-08-0j 1.54289e-05-0j 1.5172e-07-0j 0.0192287-0j 8.98119e-08-0j 1.34181e-05-0j -4.85015e-06-0j -4.21806e-06-0j -6.22228e-06-0j 0.021521-0j 4.93982e-08-0j -5.41137e-06-0j -0.00676527-0j -0.043701-0j -3.42237e-06-0j 0.0137377-0j -2.97635e-06-0j -0.00867919-0j 0.0176241-0j -0.00477371-0j 0.00969359-0j 
-3.6905e-07-0j -1.52358e-09-0j -2.12663e-05-0j 4.50138e-10-0j 4.08343e-10-0j -2.67414e-08-0j -2.42584e-08-0j -0.000153532-0j -0.000139277-0j 3.17297e-10-0j -7.64862e-10-0j -1.77717e-08-0j 8.80441e-10-0j 3.2384e-11-0j 4.28396e-08-0j 6.39253e-07-0j -7.80634e-11-0j -4.93131e-08-0j 0.00172256-0j 8.98597e-11-0j -1.54095e-06-0j -0.00415231-0j 1.77381e-06-0j 0.00477978-0j 2.45006e-10-0j -5.56824e-10-0j -1.32869e-08-0j 1.75041e-10-0j 2.24561e-10-0j 3.22824e-11-0j 1.23512e-10-0j 3.01971e-08-0j 4.50602e-07-0j -9.49265e-09-0j -1.35609e-09-0j -7.3368e-11-0j -1.21782e-08-0j -1.10108e-05-0j 2.30637e-11-0j -1.02408e-06-0j -6.69821e-09-0j -0.0136735-0j 2.95885e-11-0j 3.08198e-09-0j 3.21926e-07-0j -9.68839e-10-0j 4.13e-07-0j 2.50242e-05-0j 1.62742e-11-0j -1.24293e-09-0j -7.8665e-06-0j 0.0310757-0j 2.27158e-07-0j -0.00976883-0j -6.83633e-10-0j -1.0092e-05-0j -0.0125325-0j -5.55077e-06-0j -0.00689309-0j 
