0.00117437+0.0165693j -0.0148954-0.00449202j 0.00763184+0.00907264j -0.004862+0.00669728j -0.00750714-0.0230301j 0.019278-0.00276661j -0.00442054-0.00437211j -0.00045582-0.00524458j -0.00196928-0.000288546j 0.00733517+0.00184526j 0.00244896+0.00952878j -0.0061912-6.1662e-05j -0.00708983-0.00381714j -0.00908753+0.00228186j -0.00381835+0.0153697j 0.00340902-0.00434449j 0.00122606-0.00567935j 0.0088037-0.00996175j 0.0179211+0.0152176j 0.00542066+0.00398066j -0.0162998-0.0175965j 0.00179177+0.00666595j -0.000354129+0.0160415j -4.82472e-05+0.00696964j 0.00291851+0.0101054j -0.00948252-0.00932978j 0.00645993+0.0017708j 0.0110463-0.00608446j 0.0107678-0.000319237j -0.011714+0.0143595j -0.0122664-0.0118701j -0.00384025+0.00306607j 0.0155535-0.00204024j 0.0129194-0.00469219j 0.00354964+0.0104103j -0.00688964-0.00574867j 0.00478814-0.00257981j 0.0107688-0.0110833j 0.008702+0.00263278j -0.00516114-0.00671481j -0.0122831-0.0205446j -0.00259632+8.19838e-05j 0.0157349-0.00499957j 0.00362011+0.00562738j -0.00336066+0.000464209j -0.00512433-0.0191075j 0.0131386+0.000700345j -0.0102393+0.00751431j -0.00866024+0.00832926j 0.00567661-0.00128964j 0.0105312-0.0133644j -0.000120307+0.00862881j -0.000343296-0.00396851j -0.000760959-0.00224904j 0.00639488-0.00784408j 0.007038+0.0029027j -0.00637983-0.00155107j -0.0158755-0.000951748j -0.00143172-0.0025033j -0.00175537+0.00742416j -0.00429139-0.00153076j -0.000481981-0.00435547j 0.00675604-0.000541554j 0.0037188+0.00208143j -0.00548036-0.00149957j 0.000573529-0.00278409j 0.00148583-0.00875245j 0.000950699+0.00559998j 0.00280114-0.00587388j 0.00995753+0.0029193j -0.00648992-0.000348973j -0.00522933-0.00105657j -0.00236666+0.00345791j 0.00711484+0.00333837j 0.0132418-0.00530629j -0.00213438+0.00649116j 0.00256384-0.00923992j -0.00079761-0.000398419j 0.0110609+0.00253534j 0.000798272+0.000137363j 0.0142535+0.00625867j 0.00801377-0.0064341j -0.00424638-0.00273214j -0.0233504+0.0102007j 0.00976634-0.0043779j 0.00726673-0.0046711j 0.00334528-0.00449299j -0.012326-0.00761537j -0.00722906+0.0105628j 0.00523543-0.00476626j 0.000675651+0.00613767j 0.000976888-0.0163974j 0.0254044+0.0249352j -0.00929696+0.00524607j -0.0103612-0.00393526j -0.0034514+0.0145599j -0.00242414+0.0125253j 
0.00442078+0.0218557j -0.00455407+0.0221864j -0.0111184-0.0177612j -0.00825974+0.00536925j -0.0145259-0.0368379j 0.006739-0.0418034j -0.0112003+0.000100721j -0.0209369-0.0201231j 0.0375661+0.00629959j -0.0251623-0.0107971j -0.0222777-0.00828811j -0.00474894+0.00624388j 0.0175546+0.0379707j -0.0148893+0.0222213j -0.0165816+0.00358479j 0.00657233+0.0164242j 0.021597-0.0423545j -0.00712962-0.0321304j 0.028349-0.0158243j 0.0378242-0.00858351j -0.0250176+0.00451266j 0.0490755+0.0349667j -0.000667783+0.0474412j 0.0587729+0.0177871j 0.02116-0.0378088j 0.0105685-0.012087j 0.0341562-0.0530473j -0.0260525-0.0675069j 0.0350676-0.00722485j 0.0423375+0.012215j -0.0553559+0.0895397j -0.0530565+0.0693965j 0.0419799-0.000680818j 0.00694118-0.0718235j 0.0356283+0.0241841j 0.014966-0.0638992j 0.0739697-0.0550417j 0.051563-0.0704276j -0.0807127+0.048204j 0.0222785+0.00642998j -0.0766158+0.00377089j -0.0985932+0.0515843j 0.0584905-0.0294266j 0.0902155+0.00502391j 0.0118641-0.0154468j -0.0221997-0.0290983j 0.0410843-0.0411371j -0.00437176-0.0199j 0.014862+0.00880963j 0.0115314+0.00310418j -0.0161006-0.05611j 0.0237793+0.00756876j 0.00184688-0.0762134j -0.0127295-0.0264387j 0.0104954-0.00349586j 0.0447267+0.0294646j -0.00871706+0.00439232j -0.0340117+0.0127315j 0.0223029-0.0061669j 0.0282065+0.00577605j -0.0325683+0.00528554j 0.0139844+0.00365762j 0.0112682-0.0210472j 0.0120361-0.0123924j -0.00438227-0.0102095j -0.00350632+0.00567481j -0.0326837+0.0432245j -0.010416-0.00406009j -0.000824391-0.00364143j -0.0158721-0.0188449j -0.00819229-0.00103033j -0.0158362-0.0304456j -0.0292255+0.0367607j -0.000916339+0.0164345j 0.00813298-0.0162847j -0.014735-0.0159076j -0.00127342+0.0199618j -0.000414959-0.0199025j 0.0199564+0.0106798j -0.0251918+0.00304024j 0.0170944-0.00893257j 0.00619246-0.012286j -0.012876-0.0288946j -0.0253131+0.000713643j 0.00301804-0.0202979j -0.00028897-0.00779848j -0.0149278-0.0203289j -0.0209188+0.0241585j -0.0142285+0.00279928j -0.00756053-0.00434403j -0.0251862+0.00676754j -0.00572929-0.0159676j -0.0147577-0.0133017j 0.0110453+0.0150869j -0.00723551+0.028894j -0.00354101-0.0117527j -0.0113407-0.00632418j 
0.00883374+0.0151654j -0.00739878-0.0142763j -0.00167801-0.003531j 0.0129566-0.00812144j -0.0184277-0.0333641j 0.0240501+0.0228753j 0.00732517+0.0152462j -0.0121654+0.0112558j 0.00226549-0.00989463j -0.0300436-0.00768451j 0.0221787-0.0203247j 0.0338381-0.0107839j -0.00674406-0.0285152j 0.00883663-0.0208873j 0.0265612-0.0101724j 0.0285412+0.0102406j 0.0105455-0.0675198j 0.0254471+0.0167222j 0.00150798+0.0132232j -0.0156307+0.0221273j -0.0394127-0.0296313j -0.0197566+0.00458279j -0.00217337+0.0358495j 0.0139985+0.0286631j -0.0143266+0.018532j 0.0546155-0.0408535j 0.0705361+0.00365263j 0.00676481+0.0344249j 0.00841436+0.0496431j -0.00285141+5.73513e-05j -0.0949195+0.0104445j 0.0951537+0.0979069j 0.0556456-0.0231606j 0.0497296-0.0272016j 0.0311064+0.0141395j 0.00952761-0.0486135j -0.0342163-0.026465j -0.000517469-0.0433606j -0.0144495+0.00375772j 0.0141888+0.0140726j -0.0380504-0.0497976j -0.0207644-0.0285638j 0.0637923+0.00600568j -0.0104522+0.00377109j -0.0522505-0.0112101j 0.0220449-0.0551051j -0.019253+0.0106528j -0.014733+0.0368189j -0.00590202+0.0401365j -0.00443263-0.0286262j -0.00889989-0.0597414j 0.0215829+0.0237372j 0.005518-0.0609712j 0.0070931-0.014151j -0.0183111+0.000457039j -0.0143754+0.0212399j -0.00264978+0.011814j -0.0255833-0.0070531j 0.0212302-0.0124283j -0.0516212+0.0279663j -0.0243139+0.00202698j -0.01196-0.0191032j -0.000766849+0.0260185j 0.0106368+0.01876j -0.012054+0.0151443j -0.00260935-0.0187996j 0.00779216-0.0239286j 0.00150326+0.0154113j -0.00615392-0.000863555j 0.00807325+0.00657987j 0.00501386-0.0104219j -9.9863e-05-0.000463949j 0.00491217+0.00442897j 0.0233814+0.0138371j 0.00192397-0.000129571j 0.00427648-0.0090789j -0.00418924+0.0358687j -0.0131707-0.0248357j 0.00386054+0.00430141j -0.00886157-0.027839j -0.0019445+0.00884521j 0.027631-0.0163482j -0.000686059+0.00576959j 0.00168147+0.00493539j 0.0194416-0.0259167j 0.0114547-0.0098052j 0.00278189-0.0178278j -0.0135174-0.0144276j 0.0139127+0.00923158j 0.0170792-0.0109261j -0.0076806-0.00734687j 0.00493728-0.0254578j -0.0125552-0.0132719j -0.00230776+0.00691809j -0.0087428+0.00215016j 5.89361e-06-0.0168274j -0.00899094-0.00291289j 
-0.00281944-0.00377796j 0.0128531+0.00987986j -0.00730344-0.00389471j 0.0160879+0.000328788j 0.0144959+0.00639953j -0.0165888-0.0107493j 0.00443069+0.0107683j -0.0244831-0.0102371j 0.0272038-0.00097949j -0.0171677+0.024716j 0.00518941-0.0183088j -0.00192513-0.0520842j 0.0116687-0.0148092j 0.033037+0.0231202j 0.00608352-0.0261451j 0.0389463+0.0529916j 0.0487698-0.00527457j 0.0129504+0.0311353j -0.0019046+0.00869784j -0.00962104+0.00320828j 0.0619905+0.0592954j 0.0107371-0.0190282j 0.0169813+0.0445611j 0.0152939-0.032873j 0.0153607+0.0496938j 0.0355296-0.0659118j 0.0156787-0.0787168j -0.00378904+0.00719567j -0.0970118-0.0451003j 0.00721803-0.0894524j 0.0347561+0.126323j -0.0796736+0.0128101j 0.0906735+0.0160804j 0.0595704+0.0623828j -0.063959-0.038223j -0.0646749+0.0917487j -0.03628+0.0269686j -0.03534-0.0313005j 0.0278173-0.0404367j 0.0150376-0.0432063j 0.0400609+0.0642354j 0.00672694+0.0333557j 0.0332173+0.125225j -0.0360774-0.0286785j -0.036861-0.0636924j 0.0248735+0.0287777j -0.00499362+0.00721329j -0.00690243+0.0234907j -0.00573046+0.00664114j -0.0917396+0.0075853j 0.017158+0.00569506j 0.00277087+0.0139192j -0.00326171+0.00715308j 0.00302147-0.000534549j 0.00323472+0.0270099j 0.00305392+0.0110095j 0.031866+0.0154586j -0.0297365-0.00972209j 0.00755323+0.0190296j -0.0369754+0.0152598j -0.0283106+0.00944451j -0.0197083+0.0166766j 0.0384642+0.0249698j 0.00716565-0.00163054j 0.00588983+0.00794356j 0.0191709+0.00302334j -0.00967142+0.00726997j -0.0408101-0.024222j 0.0156832+0.0357639j 0.0297786+0.0104664j -0.00441741-0.00363385j -0.0332091+0.0105508j 0.00635354-0.0218219j 0.0198716+0.013357j 0.0124312+0.00592462j 0.00886413+0.00581022j 0.0153408+0.030889j 0.00787388+0.0106304j -0.0107279+0.00405814j 0.0124431-0.0260406j -0.0257563+0.0114795j 0.0207858+0.0190477j -0.0088847-0.014718j -0.0194653-0.00615529j 0.0227315+0.0158442j 0.0103558-0.00406282j 0.00861591+0.00679394j -0.0164186-0.00111359j 0.00308101-0.0122176j 0.0166302+0.0116891j -0.001672-0.00624922j -0.0182774-0.0154558j -0.0213803-0.00883637j -0.00751895-0.00801629j -0.00698113-0.00313656j -0.0107644-0.0114797j -0.0116091-0.0034273j 
-0.0106355-0.023611j -0.00653793+0.00908397j 0.00730003+0.00207103j 0.00548164-0.00819857j 0.0296201+0.032183j 0.0116792-0.00463156j 0.00736514-0.00836794j 0.0199574-0.0401556j 0.0058512-0.00326182j 0.00828003+0.0210209j 0.00845204-0.0258809j -0.00316612+0.0255392j 0.00355845+0.0642696j 0.0055315-0.00335135j -0.0227272-0.00368197j -0.0280987+0.0497188j -0.0239646+0.00266394j 0.0256674+0.057857j -0.00771883-0.0195334j -0.0203859+0.0233718j 0.049861-0.0442985j 0.0012826+0.0596833j -0.0646817-0.0103813j -0.079443-0.00289943j -0.036461-0.0369602j 0.00877928+0.0191554j -0.000604767+0.0308595j 0.0140651-0.0331251j 0.00889154+0.0302685j -0.0663795+0.00894106j -0.00104244+0.0804091j -0.00722929-0.0244579j 0.0525574+0.0224295j -0.0208588+0.02759j 0.0271922+0.0389255j -0.0841904+0.0341466j -0.0331499-0.0319033j 0.00461452+0.12101j 0.0741667-0.0185204j 0.0549198-0.00852625j -0.00206419+0.0145765j 0.123158-0.0741973j -0.116679+0.0386372j -0.0430115+0.0963443j 0.035673-0.0271527j 0.0177724-0.0376966j -0.000395443-0.0530994j -0.0171157-0.0536384j -0.042303-0.0118806j -0.0439665+0.0144266j 0.0145976+0.013764j -0.0477313-0.000871056j 0.00736045-0.0144831j -0.0180194+0.0177894j -0.0436754+0.0370964j -0.00485788-0.00284896j 0.00356939-0.00907624j -0.0208177-0.000906765j -0.0336537+0.0352527j 0.00381615+0.0208198j -0.0331749+0.0192481j -0.00101269+0.0097367j 0.00961228-0.0220089j 0.0123721-0.0259324j -0.0111107-0.00776427j 0.0186001+0.00642394j 0.0174195-0.0134238j -0.00606895+0.00861713j -0.00858879-0.00398374j 0.0371133-0.036431j -0.0131204-0.0300828j -0.00482819-0.00508327j -0.00221906+0.0196314j -0.00394746+0.0193238j 0.0119159-0.00332596j -0.00212246-0.0190031j -0.0202625-0.0155678j 0.0114225+0.00227346j -0.0102209+0.00213179j 0.0488415-0.0268053j -0.00670644-0.006474j -0.010768+0.0243095j 0.0204009-0.0175967j -0.0132486-0.0213455j 0.00819043+0.00296323j 0.00995612-0.00652547j -0.00299926+0.00708465j -0.0183769+0.0171775j 0.00837109-0.0214265j -0.000461288+0.00638137j 0.0112326-0.0155229j 0.00543469+0.00205596j -0.0133432+0.013996j -0.00721544+0.00062973j -0.011994+0.00655472j 0.0042805+0.00327517j -0.0070817+0.00731042j 
0.0124923-0.00486361j 0.0376868+0.0189595j -0.0120922-0.000697756j 0.0131631-0.00055122j -0.0113173+0.00906087j -0.0648114-0.0378368j -0.00087724+0.00430828j 0.00838606+0.0008408j -0.00202332-0.0368199j 0.00939451+0.0374623j 0.0048423-0.0031587j -0.0107669-0.0162529j 0.0102143+0.0200373j 0.0213691+0.0268162j 0.0163248+0.00650016j 0.00276324+0.0285064j -0.0083298-0.0422425j -0.0835833-0.0104196j -0.0227132-0.0257872j -0.000784127-0.0287142j 0.0552077-0.00686633j -0.00474675-0.00799806j 0.0617313+0.0110909j 0.00144694-0.0763338j 0.015036-0.0216552j -0.0125396-0.0759084j -0.089328-0.0829625j -0.0739016-0.0766512j -0.0712545-0.0453096j 0.00335502+0.0338084j 0.0279867+0.177159j 0.0194706-0.00869436j -0.0677255-0.081608j -0.0791245+0.000402479j 0.00404885+0.0191375j -0.00106244+0.113384j -0.00503677-0.0122601j -0.0925442+0.0148615j -0.00954075-0.0100966j 0.0207002-0.0250747j -0.00440615+0.0678735j -0.0378444+0.0588767j -0.0790261-0.0372923j -0.0551555+0.0374166j 0.0531418+0.0147032j 0.0228313-0.00831681j -0.00370535-0.0321881j 0.03102+0.0141454j 0.0264683+0.00155341j -0.015334-0.0033687j 0.00774291-0.0139061j -0.000255133+0.00182308j -0.0553484-0.0401803j -0.0117816+0.0150482j -0.017708-0.0031938j 0.0111895-0.0209603j 0.0209288+0.00693128j 0.00690015+0.0581146j -0.0263297-0.0444956j 0.00455415+0.0617361j 0.00548666+0.000873745j 0.00623727-0.000938056j -0.031506-0.0424872j -0.0164156-0.0137445j 0.004093+0.0141824j -0.0128384-0.0203089j 0.0125427-0.00560466j -0.0175358-0.0260746j 0.014828+0.00478916j -0.0179795-0.040604j 0.0210414+0.00556117j -0.00232321+0.00516104j 0.0187036+0.00420464j -0.0282728-0.0144241j -0.0272052-0.00244329j -0.00557131-0.030938j 0.014696+0.00899039j -0.0282732+0.000408603j -0.00855235-0.0189318j -0.00717697+0.00759767j -0.000369345-0.0191472j -0.0326136-0.0245588j 0.00422513+0.0071716j 0.0157345+0.0114197j -0.0135731-0.0257304j 0.00310964-0.0114111j 0.0047668-0.00630252j 0.0258519+0.0400759j 0.0060825-0.0152313j -0.010118-0.0125015j 0.0132341+0.0152883j -0.017899-0.0238848j 0.0104816+0.0227661j 0.00214063-0.00140826j 0.0283521+0.0259003j -0.017441-0.0156683j 0.0113573+0.0182223j 
-0.00673156-0.016244j -0.00130056-0.00672744j 0.00367101+0.0120424j -0.0100088+0.00259686j -0.000795791+0.0176027j -0.00350714-0.0051684j -0.0187397-0.0593526j -0.0108932-0.0274998j -0.0045717+0.0379849j 0.0160314+0.00785758j -0.0281111+0.0227743j 0.00224877+0.0429538j 0.00175596+0.0614689j -0.0314967-0.06097j -0.0292919-0.0113434j 0.0366377-0.0103367j 0.0318327+0.0909307j -0.0123114-0.0535037j 0.0219792+0.0271388j 0.045261+0.0416647j 0.00357857-0.042695j -0.0611436-0.033223j 0.116244-0.000403622j 0.0709283+0.015643j 0.00438936-0.0776606j -0.00431374+0.0836605j -0.0224485+0.0240493j 0.0489737-0.0405994j -0.0578884-0.0546699j -0.0107008+0.0467907j 0.120247-0.0343805j 0.0108456-0.0818534j -0.020162+0.033205j -0.0168902-0.0140694j -0.0810604+0.0228554j -0.0276195-0.056671j -0.0132554+0.0754659j -0.0747725+0.0179928j 0.0324691+0.0575559j -0.124088-0.0585908j 0.0325432-0.102683j -0.0547597-0.0585841j 0.0812453-0.0536019j -0.00491456-0.00825787j -0.072426+0.0156155j -0.0352838-0.0545251j -0.104331-0.049447j 0.00586563+0.0165268j 0.00188963-0.0618979j 0.0214351+0.0317809j -0.0498714+0.0243793j 0.0257631-0.0220582j -0.0318845+0.00187659j 0.00548289-0.0268191j -0.00558782-0.000403401j 0.0109541+0.0388535j 0.0251576-0.0221572j 0.0422227+0.00968612j 0.0121021-0.0116073j -0.0279856-0.0149049j 0.0384126-0.020192j 0.0130704+0.0380471j -0.0125743-0.0589294j -0.00321489-0.0240205j 0.011184-0.00124064j -0.00556646+0.030449j -0.0241447-0.00316723j 0.0231941+0.0128327j 0.0440432-0.000890279j -0.0147935-0.0160492j -0.000228674-0.0163049j -0.0055308-0.00701855j 0.015696+0.000184935j 0.0107838+0.00736594j -0.0154973-0.0196173j 0.0199789+0.0240607j 0.0240102-0.0236338j 0.0144619+0.0175336j -0.0169834+0.0027418j -0.0370757+0.0110811j -0.00323648+0.0177567j -0.00191607-0.026097j -0.0486833-0.0283867j 0.00656952-0.025442j -0.0117649+0.0121314j -0.0181698+0.00264445j -0.00338246+0.00556733j 0.00499325+0.00211745j -0.0188998-0.0265458j 0.00481647-0.027116j -0.0136995-0.0150135j -0.000558685+0.0288938j 0.0132998-0.00184387j 0.00835821+0.00428928j -0.000636264-0.00166696j 0.00194738+0.0217995j 0.00799483-0.00682055j 
-0.0101038-0.00902996j 0.0204321-0.00509167j -0.00245953+0.000626704j 0.0192361+0.000213434j 0.030603+0.00246599j -0.0191221+0.0151128j -0.0111348-0.00713216j -0.00742295-0.0130588j 0.0219818+0.0145403j -0.0125736+0.0156495j 0.0378054-0.0206736j 0.0532622-0.00398567j 0.0151131-0.0197808j -0.00741015+0.00660226j 0.0421897-0.0231337j 0.0148023+0.0293757j 0.0399864+0.0388778j -0.0367958+0.022662j -0.011101+0.0228416j 0.0123159+0.0330247j 0.0564982+0.0159997j -0.0332685+0.0172364j 0.0127063+0.0209443j 0.0455112+0.0164177j 0.01359+0.0495972j 0.119359-0.0445494j -0.0245405-0.00846771j -0.0491125+0.0648887j -0.087594-0.0115692j 0.0612281-0.0250479j 0.00488593+0.0943258j 0.046611-0.0833619j -0.11326+0.02106j -0.0467529+0.0862778j 0.0343057-0.0451767j 0.102542+0.032053j 0.0376342+0.0176537j -0.070279+0.025821j -0.0997739-0.061641j -0.0894441-0.0630581j 0.0294689+0.0684259j -0.130884+0.025255j 0.0132678+0.0756673j -0.0385954+0.0541923j -0.0136204-0.0769644j 0.0331783-0.0440639j -0.0224682-0.0085322j -0.0131578+0.014393j 0.0477339-0.00603265j 0.0327977-0.0364332j 0.0383832-0.0146203j 0.0648566+0.0184268j -0.0150687+0.027998j 0.0160758+0.0237863j 0.0561305-0.00142014j 0.0174106-0.00483585j 0.00569603+0.00172232j 0.0317622-0.0169903j 0.0113665+0.0242176j -0.0342229+0.00734501j 0.018551+0.0123436j 0.0419613-0.0144528j -0.0452953+0.0200083j -0.03389+0.00414169j 0.00646823+0.0200236j -0.0213741-0.00438662j 0.0229962-0.0221623j 0.00349297-0.00630225j 0.0175045+0.00086047j -0.0511557+0.0101027j 0.0399842-0.00656962j 0.0542754+0.00370437j 0.00323007-0.0181523j -0.00813899+0.00867406j -0.00791891+0.0195693j 0.0152984-0.0044146j 0.0169268+0.00397155j 0.0046702+0.0148413j 0.0120457-0.000859644j -0.0253908-0.00897188j 0.0143143-0.00883572j 0.00751374+0.0310426j -0.0176686-0.00471368j 0.0438832-0.0128943j 0.0130808+0.00894425j -0.00235806-0.000325303j 0.0242206+0.0013584j 0.0445572-0.0259432j -0.0262668-0.00432555j 0.0111661+0.0125289j 0.00702757-0.0147747j 0.0128136-0.00955436j 0.0012533-0.012821j -0.00386206-0.00928862j 0.0222857-0.0170805j 0.00264726-0.00656269j -0.000688256-0.00620397j 
0.00133712-0.0117198j 0.0236988-0.00444696j -0.00829384-0.00381208j -0.00243457+0.00115249j -0.00900075+0.0243511j -0.0464489+0.00723603j -0.0159963-0.021784j -0.0364074-0.00177097j 0.0151735+0.0197902j -0.00298524-0.0192803j -0.00840325+0.00961561j -0.0080871+0.0302854j 0.05412+0.0226936j 0.00605079-0.0196764j -0.00560839-0.0253666j 0.0689265-0.00293786j 0.0011754+0.0460014j -0.0411258+0.0122964j 0.000875427-0.00234003j -0.0324038-0.00672327j -0.00735087-0.0189221j -0.0216287-0.000716427j -0.0169867-0.0294452j -0.0748358+0.0370696j -0.0690341-0.0633414j -0.00911404+0.0680488j -0.0448103+0.0400752j -0.152576+0.0570589j -0.0912974-0.0266693j -0.00736872-0.00799061j 0.0491048+0.031189j 0.0807673-0.0618757j 0.00625134+0.110068j 0.0656298+0.00843665j 0.0976686-0.0590107j 0.133878-0.195186j 0.0496326-0.0890073j -0.0128355+0.00523451j -0.0755194+0.144102j -0.0117949-0.0196468j 0.0053802-0.0145653j 0.0201563+0.0658994j 0.071815-0.0900346j -0.0179783-0.0345507j -0.0083316+0.0360568j 0.0195737-0.0495168j -0.075357-0.0527099j 0.0281202-0.0655621j -0.0150186-0.0165084j 0.0552331-0.0351928j -0.034436+0.0300524j 0.00612216-0.0582909j -0.0296562-0.00976174j 0.00335902-0.00954791j -0.00939594-0.00375372j -0.00146978+0.0180522j -0.0152096+0.0351071j 0.00148862-0.0149768j -0.00664693+0.008876j 0.0340142-0.0146483j 0.0106058-0.0128788j 0.0466081-0.0103948j -0.0439081+0.00674651j -0.0141314+0.00379554j -0.0129411+0.00951415j -0.000222923+0.0390197j -0.0136746+0.0164988j -0.0213644+0.0124123j 0.0301156-0.0165636j -0.0332075+0.018223j 0.001603-0.030575j -0.0117985-0.0224411j 0.00693549+0.0379527j 0.0121386+0.00781296j -0.0269734+0.0177499j 0.014221+0.012632j 0.016152-0.0195134j -0.0060652+0.00609904j 0.000920728-0.00853117j 0.00543413+0.0345208j -0.000507244-0.00274959j -0.0176968-0.00942854j -0.0399776+0.00777136j -0.00852471-0.0236755j -0.00701004+0.00294998j -0.0081122+0.0123755j -0.00836555+0.0105777j 0.0264229-0.017968j -0.0136056+9.86739e-06j -0.0103239-0.0126656j -0.00483789+0.00599446j -0.0103953+0.0164508j 0.00458249-0.0108951j 0.00988655-0.00711097j 0.0138309-0.011397j -0.00662516+0.00754232j -2.22521e-05-0.0104203j 
-0.0233101+0.00375944j 0.00347869-0.0211978j -0.0095641+0.0244417j -0.016858+0.00261541j 0.0350191-0.00606064j 0.00101716+0.0312956j -0.0121468+0.000350785j 0.00430942+0.0153701j -0.00605311-0.0283817j -0.00934498+0.0283113j 0.000967672+0.0103821j -0.0145838+0.0159813j -0.00376068-0.0402887j -0.00703515-0.0251067j -0.0281655+0.0137477j 0.0277389+0.000487196j 0.0397535+0.0280828j -0.0292994+0.0228119j -0.0178649+0.0330385j -0.00823577-0.00663773j 0.0126747-0.0449405j -0.081897-0.0600739j -0.0823529+0.076373j -0.0269665+0.00429295j -0.0318228-0.00259786j -0.00202846+0.0110665j -0.0591922+0.0578901j -0.00768254+0.117203j -0.0693945+0.00669479j -0.0136293+0.0222053j 0.061306-0.0330946j -0.0223091-0.017452j 0.00224844-0.0292322j 0.0232556+0.0462705j -0.0285762-0.0963999j 0.0307185-0.0517446j 0.0290848-0.0113459j 0.00263456+0.0314837j 0.0576104+0.0748068j -0.0312837-0.0438127j 0.0328559-0.0342068j -0.0026462-0.0115271j -0.0313831+0.0514611j -0.0253533-0.0276973j 0.0255244-0.0157826j 0.0610809-0.0239016j -0.0180844-0.012893j -0.0121667-0.0236017j -0.0531539+0.0304405j 0.0369449-0.00148783j 0.0691931-0.0216854j -0.0448685-0.0218415j -0.0102418+0.0319454j 0.00522392-0.00288775j 0.010332-0.00202778j 0.00163286-0.00144918j 0.0345984+0.0249902j 0.00951363+0.0217741j -0.00936042+0.00833882j -0.0290222-0.031947j 0.0143627+0.0260263j 0.0237806+0.0035656j -0.0348249+0.0242688j -0.0287566+0.0312692j 0.0133265+0.00752071j 0.0150706-0.0133099j 0.00664479-0.039941j -0.00155358+0.0327948j 0.00698182+0.00576847j -0.0301433+0.0474932j 0.000655246-0.0189925j 0.0128943+0.0148776j -0.00793275+0.00145263j -0.0225924+0.0105509j -0.0179605+0.0256292j 0.000684514+0.0166161j -0.00894578+0.0165596j 0.0101256+0.0147989j -0.00848114-0.014039j 0.00143709-0.00716945j -0.0128457+0.00845174j -0.00162682+0.00711035j 0.0011744+0.00149909j -0.00491878+0.0253113j 0.0213689-0.00111718j 0.00737264-0.015734j 0.0197369+0.0113401j 0.0281441-0.0218602j -0.0181581+0.00237335j -0.00470764+0.0137265j 0.00497442-0.00231102j 0.0115982+0.00791884j 0.0226389-0.00182102j -0.00789369-0.0060731j 0.011876-0.0218663j 0.00674821+0.00738412j 0.0161107-0.00242555j 
-0.0259419+0.0117405j -0.000602347-0.0163262j 0.0393716-0.0101688j -0.00568709-0.0174859j 0.0491741-0.0320954j -0.00956534+0.0460119j -0.00682343-0.00307204j -0.00418554-0.036415j -0.0158218-0.0113965j 0.0944749-0.051525j -0.0127396-0.00120873j -0.00921041-0.0266147j 0.0292939-0.0119561j -0.0218313+0.00271005j -0.0357562+0.0110132j 0.0217525+0.0886775j -0.0390003+0.056386j 0.07493-0.0104435j 0.0301006+0.00865796j 0.0211163-0.0196288j 0.0739741-0.0854946j 0.0380446-0.0650456j 0.0603334-0.0709733j -0.0757643+0.0488392j -0.0293244-0.0195274j -0.0277403+0.00454178j -0.0608174+0.0451074j 0.0370265-0.0263965j -0.0112173-0.0269456j -0.0783012-0.0308653j 0.159101-0.0499883j 0.000757958+0.03233j -0.00811926+0.121488j -0.0969212+0.12503j 0.040423-0.0150463j -0.125702-0.00493578j -0.105077-0.0306665j 0.0360723-0.035701j 0.137016+0.0131216j -0.00395854-0.0260619j -0.00118663+0.00674843j 0.00121295-0.0126817j -0.109265+0.0575559j -0.0652705-0.017101j 0.009581-0.018852j -0.00105043+0.0107942j -0.0267349-0.0667182j -0.0305529-0.00124083j -0.00373553-0.0522895j -0.0289122+0.0499783j 0.025981+0.0247806j -0.0124513+0.00116517j 0.00346221+0.0215382j -0.0383+0.0141741j 0.00521953-0.0747116j 0.0308402-0.0326199j -0.000393046-0.000450298j 0.011781+0.00425271j -0.0101438+0.0121218j -0.0126244-0.0295318j -0.021468-0.0101377j 0.0274946-0.0202812j -0.0239191+0.0180746j -0.00717683-0.0215238j -0.00833001-0.00294239j 0.0276124+0.000809975j 0.00851158-0.0212957j 0.0104724+0.0106089j -0.0354491+0.00926997j 0.0431881-0.0167208j -0.0173207+0.00325206j -0.0146917-0.00276329j 0.0380997-0.00312235j 0.00991405+0.00456226j 0.0151435-0.0381459j 0.0177063+0.0292659j -0.0137314-0.013415j 0.0153678-0.000305298j -0.0293658+0.01199j 0.0334779-0.0217357j 0.015888-0.0106938j -0.0131804-0.00610413j 0.0129312-0.0198611j -0.0125328-0.000698683j 0.0154671+0.0164622j 0.00169959-0.000965178j 0.026681-0.0197331j -0.00507206-0.00830829j -0.0027358+0.0160966j -0.00777245+0.00955768j 0.0062168-0.017502j 0.0173486+0.0146753j -0.000419156+0.0166373j -0.0175066+0.0218257j -0.0175886-0.0069257j 0.0122328+0.0124837j -0.00130346+0.00510992j 
