-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
0.00170843+0.000181726j 0.0006497-0.00118125j 0.000311497-0.00256457j -0.00237687+0.000696524j -7.61243e-05-0.00053526j 0.00146256+0.00282173j 0.000445418-0.000766042j -0.00116596-0.000786804j -0.00105762+0.00427574j 0.00241509+0.000111099j -0.00202947-0.000188107j -0.00118492-0.0013191j 0.00130026+0.00291034j -0.000462072-0.000679929j -0.000586032-0.00118262j -0.000832499-0.000220248j -0.00100805+0.00104914j 0.000806762+0.00224701j 0.00423568-0.000312394j -0.00252872+0.000502421j -0.000794279-0.00205753j 0.00227742-0.00197712j -0.000999241+0.00335079j -0.00279414+0.00554993j -0.00725861-0.00103979j 0.00432398-0.00337772j -0.000571368-0.00355229j -0.00577705+0.00273908j 0.00285118-0.00287958j 0.000383721-0.00352919j -0.00250635-0.00106746j -0.00155098-0.000418126j 0.00468216-0.00130953j 0.00211867-0.00248944j 0.00229264-0.00735934j -0.000117398-0.00290941j -0.00654385+0.000773876j 0.00191182-0.00139122j -0.000394391+0.000112219j 0.00462078-0.00271063j 0.00516427-0.00474548j 0.00619844+0.00129386j 0.000895799+0.00873869j -0.00744197-0.000617106j -0.0015093+0.00369743j 0.000929324+0.00324334j -0.0012797+0.00431673j 0.00018659+0.000129777j -0.00222039+0.000295421j -0.00203084-0.00395008j 0.000858-0.00013112j 0.000358497+0.000324607j 
-0.000367316-0.000882114j -0.00205275-0.000166728j 9.87086e-05-0.000264234j 0.000196393-0.000332951j 0.000379323+0.00109553j 0.0021565-0.000965986j -0.000109825-0.000472783j -0.00123966-0.00020705j -0.000580925+0.00265848j -5.29961e-05+0.00162119j -0.0011968+0.00078683j -0.000750248-0.00104942j 0.000920053+0.00155147j -0.00075954-0.00133667j -0.00363433+0.000340118j -0.00192131-0.00263087j -0.00124567+0.000469607j 0.000700523-0.00169356j 0.002421+0.00126706j -0.00234318+0.0015503j -0.000254209-0.00125941j -0.00082735-0.00132417j 0.000394615+0.00381552j -0.00141981+0.000968402j -0.000252299+0.00274468j 0.000813815-0.0037684j -0.000435168-0.00056799j -0.00239304-0.00167287j -0.00111879-0.00539304j 0.0012581-0.00386754j 0.00124641+0.00185403j -0.000983748+0.00153552j 0.000869585-0.000703005j 0.00207738-0.00294483j 0.00356971-0.00424466j 0.00203123-0.00299719j -0.0038739-0.00214699j -0.000339127+0.00263544j -0.000899419-3.97057e-06j 0.00308529-0.000636547j 0.0035922-0.000986485j 0.000521562+0.00168749j -0.000384059+0.0020198j -0.00152255-0.00249509j -0.00205713+0.00176257j -0.000261769+0.000334333j -0.00163129-0.00143007j 0.000855303-0.00110147j -0.000694695+0.00225734j -0.00260491+0.000532371j -0.000220281+4.33141e-05j -0.000234807-0.00183603j 
0.000757743+9.25306e-05j 0.00205372+0.000486957j -0.000572571-0.000298987j -0.00112613-2.70943e-05j -0.000441962-0.00159325j 0.000477776-0.000684598j 8.27391e-05+0.000263634j -0.000159482+0.00103089j 0.00131908-0.00104785j 0.00223125-0.0026715j -0.00152833+0.00162753j -0.000745874+0.00110363j 5.69235e-05+0.000573769j 0.00203193-0.00066175j 0.00447838-0.00193668j -0.000390071+0.00134996j 0.00171195+0.00183583j -0.000587227-0.00130777j -0.0021061-0.000663045j -0.000866632-0.000968211j -0.0031344-0.000670879j -0.000359113-0.00209838j -0.000289001+0.000560779j 0.00591033+0.00312068j -0.00206753-0.00191612j 0.000789051+0.00115048j 0.00169849-0.00114412j -0.000647728+0.00518616j 0.00238694+0.0100663j -0.000782485+0.000740336j 0.00210933+0.00142332j -0.0015378-0.000439495j 0.000866751+0.00189083j -0.00114296+0.00435763j 0.000434005-0.00190573j -0.00289255+0.000105233j -0.0012574+0.00256944j -0.0021329+0.000199046j 0.00312552+0.00389922j -0.00165527-0.00333345j -0.000868264-0.00475388j 0.00469858+0.000123418j -0.000713908+0.0036524j -0.00475612+0.00322202j -0.004482-0.00224124j -0.00044567-0.00280727j 0.00447171-0.000953195j 0.000392297+0.00198j 0.00134706+0.000425987j -0.000777016-0.00113416j -0.0010332-8.42278e-05j -0.000514433+0.00207709j 
0.000243229-0.0010858j -0.000501924-0.00115812j 0.000812208-0.00218825j -0.00207097-0.00274778j -0.00164404-0.00109612j 0.00129179+0.000825858j -0.00178103-0.000770695j 0.000862506-0.00107794j 0.00105055+0.00261514j -0.000187133+0.000531813j -0.000725011-0.000594631j -0.00303534-0.0010641j -0.000403257+0.00315576j -0.00187941-0.0011436j 0.00125379-0.00505278j -0.00457526+0.00169274j 0.00153314+0.00373393j 0.0025189+1.63426e-06j -0.00176443-0.000512184j -0.00104902+0.00531702j -0.000426065+0.00106171j 0.000720019+0.00476452j -0.00566428+0.00136316j -0.00220186+0.000324875j -0.00073121+0.00172605j 0.00288102+0.000697078j -0.00439068+0.00521173j -0.00134594-0.0033262j -0.00129834-0.00463059j -0.00333537+0.00518334j -0.00248431+0.000381565j 0.00326276+0.00203768j -0.000870039-0.00474268j 0.000746041-0.00384119j -0.00311281-0.00141096j 0.00484945+0.00121477j -0.00596924-0.00345561j 0.000275939+0.00272119j 0.000733755-0.00468195j -0.00123364-0.00173197j -0.0037846+0.000540231j -0.00292276-0.00443956j 0.00383715-0.000996678j 0.001363+0.000156659j 0.0011817+0.00538729j 0.000500983+0.00182711j -0.0052185+0.0014973j -0.00028672+0.00107699j -0.00230678-0.00112488j -0.00247034-0.000915601j -7.0022e-05+0.000957563j 0.000619107-0.00146186j 
-0.0038412+5.15048e-05j -0.00189111+0.000971842j 0.000902862-0.000962638j 0.00136891-0.00253162j -0.00279905-0.00131953j 0.000845252-0.00232282j -0.00177746+0.000182676j -0.00105182-0.000832708j -0.00045068-0.00398464j -0.000371547-0.00266062j 0.000554309+0.00157747j -0.000773966+0.000734552j -0.00171898-0.000449307j -0.00104006+0.000802342j 0.00126408-0.00274684j -0.00140738+0.00230174j -0.00166429+0.000135387j 0.0039664-0.00456484j 0.00170149-0.00213269j -0.000292347+0.000422933j -0.00256348+0.00262693j -0.00281785-0.00119352j -0.00475732+0.000329887j -0.0023977-0.00417047j 0.00126481+0.000541902j 0.00360011+0.000889548j -0.00262581+0.00446256j -0.000167072-0.000979366j 0.00103754+0.00589864j 0.00384985+0.00450502j 0.00340185-0.00240944j -0.00168855-0.00218507j -0.0044195+0.00158883j 0.00215402+0.00390539j 0.00324447+0.00152799j -0.00556211-0.00537805j -0.00446171+0.00458498j 0.00307383-0.000265245j 0.00151548+0.00283757j -0.00446206-0.00339058j -0.00429549-0.0023862j -0.00196909-0.00202158j 0.00272205-0.00281469j 0.00101487+0.00382315j -0.00433821-0.0048501j 2.47854e-05-0.00320504j 0.00340111+0.000885013j 0.000525265+0.00303226j 0.000902294-0.00104413j 0.000521791+0.00430836j -0.00246162-0.00037234j -0.000994768-0.000297058j 
0.00116874+0.000870371j -0.000731954-0.00121552j 0.000952036-0.00129632j -0.00199119-0.000691845j -0.00260051-0.00166013j -5.8198e-07+0.00392336j -0.00283972-0.00187559j -0.00210895-0.00317355j -6.43118e-05-0.00385275j -0.00385638-0.00143016j 0.00140533+0.00205536j 0.00356579-0.000120455j 0.00342321+0.000800103j -0.00223472+0.00614227j 0.00215657-0.000679872j -0.000354493+0.00291174j -0.00583404+0.00121879j 0.00375217-0.00077622j -0.000573509-0.000116842j 0.00653306-0.000639724j 0.000148514-0.000897697j -0.00259294+0.00262346j -0.000166025-0.00242295j -0.00796275+0.00268501j -0.00683096+5.25712e-05j -0.000370161-0.00100047j 0.00408677+0.00066502j -0.00392711+0.0019133j -0.00155491+0.00589773j 0.00272661+0.0049154j -0.0105461+0.00254219j -0.00278871-0.00803023j 0.000264084-0.00562151j -0.00163916+0.000523934j 0.00323625-0.000389897j -0.00476838+0.0044575j -0.0055248-0.00148584j -0.00105195-0.00503885j 0.00313305-0.00379189j 9.45176e-05-0.001697j -0.00303249-0.00405682j 0.00284734-0.00659676j 0.00869446+0.00100625j 0.000767474+0.00567965j 0.00348169+0.00506694j 0.00116884+0.00333027j -0.00800409+0.00628662j -0.000695768-0.000123598j -0.0024916-0.00217482j 0.000529386-0.00274667j 0.00187346+0.000359547j 0.00165893-4.66899e-05j 
-0.0030593-0.00110382j -0.00250126+0.00155949j -0.000486254+0.00132743j 0.00136765-0.00180615j -0.000937221+0.00115266j 0.00251168-0.00323196j -0.00196513+0.00125224j -0.000344339+0.0011585j 0.00192032-0.00240279j 0.00214368-0.00181201j -0.00248584+0.00362199j -0.00104866+0.00174765j -0.0017532+0.000476774j -0.000277134-0.00210927j -0.00073686+0.0015666j 0.00346258-0.00341324j 9.7259e-05-0.00177916j 0.000262594-0.00708026j 0.000134479+0.00255902j -0.00402619-0.000433701j -0.00596598+0.00193686j -0.001575-0.00322439j 0.0013668+0.00529356j 0.00133046-0.00472991j 0.00143714-0.000718282j -0.000617468-0.00212976j -0.0024368+0.00377688j 0.000189995+0.00336103j -4.22407e-05+0.00515655j 0.00338229-0.000655407j 0.0125326+0.00154895j -0.000105334-0.00177189j -0.00441636+0.00200527j 0.00351208+0.00513829j 0.00187221-0.00477756j -0.00285613-0.0118624j -0.00779502+0.0124165j 0.00403696+0.00581381j 0.00103347+0.00839609j -0.0056055-0.00336182j -0.000798907-0.00318529j -0.00205698+0.00675113j -0.00646744+0.000216627j -0.00362202+0.000891561j -0.0108932-0.00649328j -0.00254718-0.00966595j 0.00993971-0.00607421j 0.00423296+0.00415428j 0.00283869+0.00430098j 7.98457e-05+0.00589659j -0.00510584-0.00226435j -0.00202032+0.000507323j 
-0.00138003-0.000742789j -0.00230601+0.000250415j -0.0010897+0.000490713j 0.00030734-0.00196201j -0.000878627+0.00221709j 1.55854e-05+5.78079e-05j -0.00156481+0.00030908j 0.00204014+0.00102962j 0.00124924-0.00241008j -0.002132+0.00219582j -0.000660299+0.00323903j -0.000969982-0.00110878j -0.00153029-0.000317606j -0.00154945+0.000497177j -0.00155161+0.00103264j 0.00349795-0.00152797j 0.00136826+0.000816664j -0.00216684-0.00420297j -0.00384489+0.00338121j -0.000592707+0.00193948j -0.00437794+0.00247048j 0.00138752+0.0042222j 0.0018947+0.00180034j -0.00449044-0.00654064j 0.00477748-0.00154965j -0.0097117-0.00047176j -0.00560451+0.00797857j 0.00323741-0.000572326j -0.0079695-0.00140708j -0.00110133+0.00222102j 0.00736196+0.00542773j 0.0042402-0.00178483j -0.00794886-0.0051197j 0.00230252+0.000272704j -0.00771262-0.00452822j 0.00300128-0.00307783j -0.00459949+0.0123937j 0.00380645+0.00667061j -0.00114052-0.000782507j -0.00937129+0.00148554j -0.00485989+0.0049445j -0.0103301+0.0044722j -0.00520301-0.00809654j 0.00410349-0.00255996j -0.0049477-0.00258665j -0.00074898-0.00826778j 0.00494799-0.00487477j 0.0040686+0.00333201j 0.000261717+0.00223372j 0.00241033+0.00499317j -0.00274055-0.00226596j -0.0017346-0.000660214j 
-0.0011294+0.000366613j 0.000720222+0.00020803j -0.000601768-0.000832333j 0.000293908+1.13801e-05j 5.95534e-05-0.00046061j 0.00202124-0.00173428j 0.000389021+8.8477e-05j 0.000359262-0.00196027j 0.000834061+0.00135933j 0.00158049-0.00192344j -0.00168156-0.00195622j 0.000418+0.0010503j 0.000684162-0.000671551j -0.00123514-0.00129964j -0.000488343+0.00100823j 0.00321438-0.00362832j 0.000686993-0.00463191j 0.00312022+0.00313756j 0.0020418-0.000987156j 0.00100089-0.00203039j 0.00273844+0.00333986j 0.00144276-0.00111963j 0.00151558+0.00137485j -0.00408301+0.00103284j 0.00154808+0.00164168j -7.24613e-05-0.00218544j 0.000738766-0.00325064j -0.00420798-0.00102203j 0.0015366-0.00758052j 0.00307656-0.00674108j 0.00123465-0.00552842j -0.0038656+0.000560438j 8.67704e-05+4.53265e-05j 0.00527866-0.00295814j 0.00463357+0.00336918j 0.00123176-0.00373292j 0.000114778+0.00313498j 0.0082931+0.00127628j -0.00311218-0.00326935j 0.00404189+0.0016501j 0.0023049-0.000304669j 0.00367537+0.00127959j 0.002428+0.00364063j -0.00331709-0.000382965j 0.000605624-0.0014038j 0.000129825+0.000674173j 0.00110449+0.000969482j -0.00101367-0.000984497j 0.000194869-0.00103118j 1.88175e-05+0.000998417j 7.50369e-05+0.00029892j -0.00049881+0.000297392j 
0.000762018-0.000390614j 0.000355084+0.00101567j 0.000232578-0.000552896j -0.00126356+0.00142539j 0.000992212+0.00289675j -0.00135961+0.0037493j 0.00417168-0.000897376j 0.00218586+2.27523e-05j -0.00273654+0.00150968j -0.0016452+0.00310548j 0.000493365+0.00320667j -0.0031244-0.000783568j 0.00249284-0.00121406j 0.00210955+0.00257333j -0.000909412-0.000512751j -0.000720214+0.00287415j 0.000627357+0.00286038j -0.00436837+0.00126097j -0.000920757+0.00349403j -0.00325478-0.00427274j -0.00104605-0.0027081j -0.000720108-0.00255278j 0.000668574-0.00267444j 0.00360107+0.0022009j 0.00104622+0.00405349j -0.000572533+0.00118798j -0.00252587-0.00256421j -0.00263496+0.000455499j -0.00448143+0.00858507j -0.001846-0.00477631j 8.50383e-05+0.00498787j -0.0083594+0.00531641j -0.00246325+0.0026425j 0.00101352+0.00181454j -0.000526103-0.00602387j -0.0031067+0.000771032j 0.00164548+0.00678265j 0.0004382+0.00102227j -0.000514056+0.00174294j -0.00187107+0.000455558j 0.0015305-0.00241453j 0.00367481+0.000493033j -0.00134509+0.00129164j -0.000633238-0.0018735j -0.00365066+0.000262737j -0.000453825-0.00336967j 0.00218893-0.00193282j 0.00226317+0.00124216j -0.00129897+0.00186996j -0.000893224-0.00141372j -0.000662664+0.000369874j -0.00234248+0.000497538j 
0.00152907+0.000365069j 0.00179938-0.0011177j -3.79819e-05-0.00232472j -0.00117036-0.0018688j -0.000648163-0.00167943j 0.00090515-8.47935e-05j -0.000871997-9.55349e-05j 0.00268673-0.00285806j 0.00083514+0.000832939j -6.25343e-05-0.000816667j -0.00133043-0.00191863j -0.000407205-0.00159286j 0.000767609+0.000449699j -0.0018024-0.00106398j 0.0033029-0.0026566j -0.00269918-0.000797185j 0.00426185+8.39117e-05j -0.00137314+0.00290823j -0.00656304+0.000128421j 0.00511267+0.00053511j -6.98445e-05+0.00143872j 0.00354921+0.00424742j 0.00287412-0.00163376j -0.00443671+0.00222206j 0.00556797+0.000810446j -0.00730289-0.00142708j -0.00107188-0.000716444j -0.00147087-0.00540938j -0.00682769-0.0071216j 0.000748547-0.00544224j -0.000997077-0.00247238j -0.00261158+0.00170151j -0.00143415-0.00528454j 0.00572671-0.00323557j -0.00266904+0.000719414j 0.00536121+0.00316622j -0.000262172+0.00529179j 0.00714559+0.00481459j -0.00135121-0.00818268j -0.00171153+0.00115603j -0.00165768+0.00387643j -0.00127265-0.000627954j 0.00193743-0.00168474j 0.00174052-0.00249421j 0.00315936-0.00150524j 0.00349248-0.000691131j 0.00186904+0.0022667j -0.00180387+0.0024604j -0.00129404-0.00273398j 0.00204282-0.000170135j 0.000762571-0.00115552j -0.000685787+0.000386534j 
-0.00125953+0.000311358j -0.000981807+0.000285539j -0.000685047-0.000212213j 0.000146317+0.00162879j -0.00172574+0.000498991j 0.000487475-0.00231228j -0.0017279+0.00139676j -0.00375548+0.00185233j 0.00194242-0.00355008j -0.00110564+0.00102727j -0.000300248+0.003272j 0.00353706-0.00191808j 0.00292648+0.000375641j 0.00124351-0.00258821j 0.00172004+0.000232044j -0.00501304-0.00194635j 0.00673155+0.00224908j 0.00306773-0.00361043j -0.00232058-0.000579391j 0.00440037+0.00185198j -0.00100787-0.00100904j -0.00334934-0.000615896j 0.00146502+0.00241746j -0.00373872+0.00841997j 0.00524052+0.00263993j -0.00549363-0.00391514j 0.00720487-0.00108431j -0.00598429+0.00131919j -0.00310379+0.00264142j 0.0011465-0.00909293j 0.00441151+0.00328602j -0.00394311+0.000228734j 0.00118298-0.00275302j 0.00287619+0.00168322j 0.00664817-0.00125038j 0.00647936+0.00186652j -0.0022515-0.00381787j -0.0028896+0.0045124j 0.001722-0.00230457j 0.00412341-0.00110987j 0.000401464-0.00291067j 0.00385692-0.0010604j 0.00200616+0.000814247j -0.00372328+0.00290908j -0.00363554+0.000833654j -0.00233448-0.000730612j -0.00171601-0.00260708j 0.000275675-0.000635901j 0.00277583+0.00335425j -0.0027279+0.000236453j -0.00102739+0.000191392j 0.00101732+0.000546675j 
0.00156145+0.000571377j 0.00131263-0.00123528j 0.00113537-0.00153613j -0.000107632-0.00251498j 2.45346e-05-0.00238306j -0.00174427-0.00106511j -0.000868934-0.000204115j 0.00273286-0.000878233j -0.000708015+0.00308901j 0.00233413-0.000202645j 0.00105954-0.00485127j -0.00363845-0.00107324j -0.00241494+0.00118645j -0.000950405-0.00432635j 0.00159361-0.00541069j -0.00257225+0.00262897j 0.00281067-0.000643394j -0.00313968+0.0025242j -0.00296632-0.0025734j -0.00092708+0.00520194j 0.00032858-0.00119988j 0.00339217+0.000940601j -0.000203395+0.00162751j -0.00130823-0.00316505j 0.00025394-0.00336411j 0.00220346-0.00470176j -0.00464852+0.0018358j 0.00195935-0.00398622j -0.00152277-0.00800417j 0.00248134+0.00422066j -0.00294648-0.00749735j 0.0031846-0.000729356j 0.00520646+5.2656e-05j 0.00356245+0.000197168j -0.0056076-0.000252921j 0.000602286+0.000485725j -0.00181363+0.0025921j 0.00365763+8.95087e-06j 0.00102504-0.000446992j -0.00278278-0.00165334j -5.12179e-05+0.00380891j -0.00305297+0.00113421j -0.00138579-0.00180441j 0.00227688-0.00406759j 0.0034766-0.00305018j 0.00571887+0.00055896j 0.00345351+0.0039184j -0.00343149+0.00300697j -0.00143381-0.00379337j 0.00288405+0.000916594j 0.000931479-0.00201738j -0.000708435-0.000522318j 
0.0015002+0.0013529j 0.00121425-0.00120021j -0.00103451+0.000875872j 0.000432144+0.000975001j -0.000465034-0.0017029j 0.00170128-0.00133197j -0.00501039+0.00237411j -0.00152497+0.000783207j 0.00293112-0.00312367j 0.000375976-0.00493849j 0.000949129+2.20252e-05j 0.0061885-0.000177317j -0.00332366+0.000932844j -0.000348493+0.00353744j 0.00230781+0.00484093j 0.0030506-0.00646608j -0.00610772+1.79224e-05j -0.000861332-0.00263743j 0.00189803-0.00144978j 0.0045236-0.00250363j -0.00638187+0.000451827j 0.00494736+0.00531245j 0.00681271-0.00117031j -0.00207377+0.00687818j -0.00617616-0.00911849j -0.0117106+0.00328807j 0.00420151-0.00268313j 0.00835652+0.00518696j 0.00699713-0.002911j 0.00372525-0.00251745j 0.00248135-0.0020381j 0.00663517-0.00928037j -0.000254084-0.0061547j -0.00363403-0.00279916j -0.00337327+0.00151058j -0.00244152-0.00177298j 0.00031653+0.00513621j -0.00211884-0.00340902j 0.00158039-0.00164784j -0.00257604-0.00172696j 2.85594e-05+0.000929276j -0.00268479+0.00431668j -0.00327074-9.23823e-05j -0.00256536+0.00261748j 0.00118697-0.00264868j 0.000956209+0.000916062j 0.0045543+0.00390711j -0.00068139+0.000411007j 0.000534291-0.00213096j 0.00479305+0.000937702j 0.0015513-0.0034217j 0.000798328+0.000722315j 
0.00139701-0.00284155j -0.00299298-0.000730413j -0.000659663+0.000148757j -0.00318004+0.00131272j 0.00055309+0.00336728j 0.00359458+0.00245628j -1.38995e-05+0.00150529j -0.00137434+0.00105041j 0.00253037+0.0024364j 0.00129639+0.00546034j -0.00198774+0.00659386j -0.00222475-0.000626719j 0.00644502+0.00388015j -0.0001874-0.00248113j -0.000346918+0.000359516j 0.00126494-0.00246807j 0.00663365+0.00417096j 0.00122248-0.000906018j -0.000598045+0.00468902j -0.00326149+0.00650693j -0.00229513-0.00247946j 0.000836002+0.00101459j 0.00273517+0.00548611j -0.000332969+0.00537365j -0.00837813+0.00533162j -0.00023935-0.00343992j 0.0022732+0.00524303j -0.00395839+0.00760388j -0.00491754+0.00436652j -0.00583456+0.00284656j 0.00644219+0.0129696j 0.000193299-8.07267e-05j -0.000699372-0.0057174j -0.00149517-0.000525041j -0.00589029-0.00894104j 0.00769235-0.00105314j -0.00986541+0.00418758j -0.00357418+0.00691951j 0.00341801+0.000748904j 0.00113725+0.000646964j 0.0018654-0.00487234j 0.00521504+0.000307712j 0.000662748+0.0081043j -0.005936+0.00142342j -0.00376311+0.012408j -0.00618397-0.00148601j -0.00763193-0.0066048j 0.00572048-0.00185333j 3.9467e-05+0.00788259j -0.00672445-0.00310508j -0.00280646+0.00167254j 0.000723296-0.000285898j 
0.001374-0.00312582j -0.00341899-0.000619174j 0.00112426-0.000382667j -0.00404621-0.00128995j 0.000616638+0.00220463j 0.00409576+0.000730565j 0.000970908+0.000754236j 0.00103215-0.00136309j 0.00170733+0.0068005j -0.0014589+0.00304046j -0.00141489+0.00548727j -0.00310926+0.000200909j 0.00265844+0.00441522j -0.0022137+0.000580912j -0.00683348+0.00239464j -0.00552076+0.000269045j -0.00353357+0.00275441j -0.000198429-0.00353714j 0.0048985+0.00461451j -0.00253362+0.00249455j -0.00390879-0.0015581j -0.00168302+0.00381341j -0.0031944+0.00279915j 0.0051034+0.00202894j 0.000912135+0.00881349j 0.00228658+0.00135479j -0.0045603+0.00254639j -0.0013938-0.00713641j -0.00527066-0.00422451j -0.00665019-0.00312193j 0.00331611+0.00506856j 0.00163683+0.00975119j -0.00564902-0.00243634j -0.001459-0.00808462j 0.00049169-0.010392j 0.00117695-0.00425518j -0.00540165+0.00193046j 0.00407982+0.00503706j -0.00426129-0.00271707j 0.000287026-0.000582328j 0.0041946-0.000141227j -0.00188207-0.00133657j -0.000304192+0.00353673j -0.00130509-0.0039082j -0.000857666+0.01038j -0.00232104-0.000383982j -0.00637505-0.00349962j 0.00309221+0.000390679j -0.000696166+0.00573489j -0.00527684-0.00286098j -0.00263501+0.00208606j 0.000714389-0.00116015j 
0.000857235+0.000464189j 0.000202511-0.00069364j -0.000205988-0.00145083j -0.00187411-1.64983e-05j -0.000973279+0.000187837j 0.00111587+0.00124226j -0.00208018+0.000993936j -0.000229706-9.58821e-05j 0.000937901+0.00116997j 0.00143186-0.000631747j 0.00101152+0.000942792j -0.00167811-0.000151285j 0.00138179+0.00169649j 5.43719e-06+0.000729827j 0.00212729-0.00170847j 0.00465846-0.00146458j -0.000731804+0.00122107j 0.00167398-0.000235467j 0.00283991-0.00263862j -0.00214194+0.00293212j -0.00399387-7.28251e-05j 0.00364113+0.00114305j 0.00073082+0.00154342j -0.00518761+0.00648434j -0.011375-0.00317695j -0.000514273-0.00252994j -0.00251946+0.00256236j -0.00046327+0.00946224j 0.00428095+0.0011818j 0.00173332+0.00476411j -0.000323443-0.000815732j 6.9013e-05-0.00611166j 0.00158413-0.0044864j 0.000678043-0.00114983j -0.00522908-0.004737j -0.00408142-0.00354265j -0.00787402+0.0118201j 0.00234783-0.00433518j 0.00409281+0.00176095j -0.00359063-0.00325762j -0.00154125-0.00424861j 0.00439104+0.00041007j 0.00341703+0.00508185j -0.00407837+0.00411106j -0.000876925+0.00360004j 0.000116533-0.000219517j 0.000805448+0.00399784j 0.00118825+0.000831186j -0.00202196-0.000454743j 0.000893473+0.000439678j -0.000209672-0.00170024j -0.0010067+0.000180799j 
0.00180245-0.00172386j -0.00122504-0.000610514j 0.000689711+0.00188207j 0.000282767+0.00153282j 0.00153171-0.000452757j -0.00041938+0.0011762j 0.000551022-0.000963662j 0.00124768-0.00103891j -0.000753352+0.000440437j 0.00155212+0.00524273j -4.14972e-05-0.000866021j 0.000155422-0.00012353j 0.000548554+0.000111319j -0.000680448-0.000436655j -0.000743668+0.00354678j -0.000121824-0.00317697j 0.000392447-0.000484318j -0.00851032+0.00129452j -0.00653919+0.00773138j 0.00100617+4.36745e-05j 0.00576833-0.00405247j 0.0011096-0.000228301j 0.00891945+0.00165896j 0.00370422-0.0103682j 0.00178513-0.00019023j -0.00332985-0.00142078j 0.00656937+0.000233869j 0.00275528-0.000161165j -0.00744368+0.00197367j -0.0012305+0.0048312j -0.000222848+0.00842849j 0.00521342-0.00351524j 0.00251397+0.00251511j -0.00346591+0.00456614j -0.00647423+0.000389402j 0.00512112+0.00481316j 0.00346654-0.00607866j -0.00624353+0.00597085j -0.000529949+0.00208598j 0.00036904+0.00642421j 0.0047313+0.0037221j -0.00467843+0.00482189j -0.00822267-0.00125826j 0.00350325-0.00693481j 0.00274042+0.00104711j -0.00118437-0.000120771j -0.00264489-0.00451813j 0.00017031-0.00104255j 0.00158514+0.00194518j -0.000494104-0.00210987j 0.000195489+0.000984771j 0.00145844-0.000889602j 
