-0.0420682+0.198947j 0.147794-0.0358148j 0.0186419-0.114745j -0.0300581-0.0962274j 0.0157815+0.0384217j 0.00981847-0.024016j -0.00870805+0.115834j -0.0289405-0.0550761j 0.0184597-0.0396581j 0.0933574+0.121321j -0.168992+0.0299647j 0.120031+0.204182j -0.0504966-0.00889299j -0.203681+0.134712j 0.0780226+0.0108019j 0.0482205+0.0362178j -0.0355254-0.0748478j 0.0444345+0.0775084j 0.0102359+0.0554835j 0.0230787-0.0376104j 0.0363493-0.0195833j -0.0558905+0.0733156j -0.0296699-0.0400935j 0.0145081+0.0275145j 0.0961696-0.0202393j 0.212117+0.0720235j 0.0201723+0.1162j -0.023431+0.103175j -0.219234+0.0675689j 0.030845-0.112078j 0.0698947+0.0871666j 0.0895893+0.0849358j 0.0632173+0.00620951j -0.0367392-0.00644295j -0.0464399-0.0193513j 0.0155043+0.0122963j -0.0385483+0.0829154j 0.0106995-0.056932j -0.0398908+0.0459424j 0.0234665+0.0113332j -0.0816684-0.0618599j 0.101582+0.0662688j 0.0216265+0.0608543j 0.04333+0.00467699j 0.114772-0.0127152j 0.0282977+0.11597j 0.0597339+0.0655285j -0.126213+0.106876j 0.0350628-0.164337j 0.0292555-0.0746884j -0.0348683-0.0208936j -0.043797-0.0517316j -0.0209361-0.016501j 0.0441667-0.0112726j -0.00165447-0.0236487j 0.00380226+0.0366604j 0.00105087-0.0116476j -0.0153688-0.0142997j 0.000120082-0.0102224j 0.0225716-0.0184355j -0.00290821+0.027425j 0.0208447-0.0138201j 0.00958233+0.0066836j 0.0298263+0.0111245j 0.0765622-0.0120893j 0.00240133-0.00647703j 0.00703323-0.00967923j -0.0159553-0.00305269j 0.00759276-0.0116693j -0.0284345-0.00485114j -0.0444174+0.0114598j 0.0154804+0.0151354j -0.0145398-0.00576723j 0.00969801-0.0333894j -0.0122068+0.00182927j 0.0362575-0.0252587j -0.00860655-0.0286349j 0.0260772+0.0349713j 0.0105228+0.00716741j 0.00148414+0.00385823j 0.0018267+0.0080996j -0.0016635-0.0054586j -0.00830224+0.000617783j -0.00144484+0.00746864j -0.0105585-0.00117351j -0.00299014+0.00229146j -0.00329577-0.00545946j 0.00390286-0.000598206j -0.00296579+0.00140131j 0.0168302-0.011413j -0.0143148+0.00501202j 0.0141344-0.0211656j -0.0208838-0.0153343j 0.00498457+0.00503165j -0.0116745+0.00511432j 
-0.000518112+0.000904482j 0.000195857+0.000963066j -8.8594e-05-0.00342443j 0.00158813-0.0035769j 0.00301735+0.00165476j -0.0043661+0.00631344j 0.0022825+0.00414093j 0.000634907+0.00204009j -0.000941233-0.0105874j -0.00345445-0.00837584j 0.00264728-0.000420513j -0.00022388-0.000888916j -0.00133726+0.00170412j 0.000451869-0.00202825j -7.79431e-05-0.00369661j 0.00130055+0.00141199j -0.00517483-0.000845431j -0.00492863-0.00211503j 0.00242159+0.0016402j 0.000740076-0.00254076j -0.00204117+0.000337584j -0.0014434-0.000206708j 0.00240975+0.00642461j 0.00283292+0.00249702j 0.00104852-0.000187372j 0.000106366+0.00165666j -0.0012362-0.00119735j -1.10078e-05-0.00577457j -0.000440583-0.000965286j -0.000570423+0.000824939j -0.000625124+7.58906e-06j -0.00161979+5.5602e-05j 0.000661689+0.000712727j -0.000996361-0.000224574j -0.000379999+0.00053164j 0.00105854-0.00335636j 0.00679471+0.000566104j -0.00146852-0.0015796j -0.00390743-0.00249462j -0.00147784-0.000692138j 0.00432381+0.00179996j 0.00227578+0.00296026j -0.00104649-0.000385836j -0.00414062-0.000453771j 0.000929098-0.000231191j 0.00276849+0.000536288j 0.00452134+0.000238709j 0.00290371+0.000415261j 0.00276938+0.000959435j -0.000622829+0.000707113j 0.000791432-0.00248148j -0.000639574+0.000748144j 0.000302608-0.00169164j 0.00145996+0.000396078j 0.0013418+0.00169403j 0.00233796-0.00379007j 0.00958947-0.00127777j 0.00170318-0.00110998j 0.0049745+0.00637848j -0.000777771+0.00157177j -0.00154743+0.00432291j 7.71449e-05-0.00638445j 0.00299135+0.00715509j -0.00215263-0.00131677j 0.00069726+0.00714486j 0.000933189+0.00664004j 0.00349987+0.00504476j 0.00157109+0.00423342j -0.00298636+0.0019605j -0.00291944+0.00116181j 0.00342991-0.00108663j -0.000593983+0.00310632j -0.00524954+0.000811341j -0.00301086-0.000101747j 0.000535084+0.000733517j 0.00120348-0.00248763j 0.000568174-0.00183353j 0.000574424+0.000753353j 0.00140196+0.00498016j 0.000477432-0.000642249j 0.000838321+0.00206807j 0.00411497+0.00118193j -0.00104015+0.00639736j 0.00600279-0.00424876j -0.00243589-0.00710535j -0.00163838-0.00221126j 0.000797591+0.00019512j -0.000954232-8.30795e-06j 0.000670642+0.00151994j -0.00136062-0.000988525j 0.00159445+0.00313784j -0.000532873+0.000972139j 0.00049761-0.00101307j 0.00120143-0.00108799j -0.00054449-8.66611e-05j 
0.00195866+0.000225416j 0.00210915+0.000137347j 0.00124793+0.000574807j 0.000780859+0.00110343j 0.00268154+0.00164924j -0.00185578+0.000895274j -0.000515469+0.000528006j 0.000304922+0.000547124j -0.00184704-0.00145778j 0.000387907-0.000209754j 0.00197862-0.000208799j 0.000363269+0.00175538j 0.000128622+0.00233305j -7.77157e-05-0.00294537j -0.000508885-0.00250422j 0.000376798+0.00257734j 0.00110619+0.0028207j -0.000461526-0.00409176j 0.000150935+0.00242532j -0.00020739-0.000671889j -0.000413342-0.00190318j -0.000874746+0.00511334j -0.000230296+0.00151731j 0.00247917-0.00279699j 0.000610053-0.00240756j -0.00150306+0.00224348j -0.000236516+0.00176646j 0.000529448-0.00173391j -0.000362331+4.85866e-05j -0.00105183+0.000834398j -0.000359776-0.000265976j 0.00226646+0.000576298j -0.00168986+0.000581717j 0.000445449-0.00144885j 0.00247257-0.0014494j -8.18309e-05+0.000638849j 0.00502499+0.00048777j -0.00186616-0.00201064j 0.000637446+3.64042e-06j 0.00330753+0.00227057j -0.000406564+0.00139783j 0.00285313+0.00200733j 0.00112842-0.000614274j -0.0028108-0.000102779j -0.000311637-0.000164987j 0.00147723+0.000917616j 0.00145122-0.000475832j -0.00228582-0.00103178j -2.47136e-05+0.000831161j -0.000875367-0.000725426j 0.000472117-0.00164181j -3.54655e-07-0.00134387j 0.000627013+0.00137964j -0.000636904+0.00343246j -0.00106772+0.00161621j -0.000826163-0.00170722j -0.00101985+0.000337187j -0.00133472-0.00171518j -0.00239164+0.00258193j -0.000532286+0.0077748j 0.000478755+0.00669885j 0.00152633+0.00230608j -0.000323601+0.00138248j -0.000388357-0.00449996j 6.53063e-05+0.00305249j 0.000158133+0.007379j 0.0010762+0.00102442j 0.000603818-0.00479716j 0.00142687+0.00162696j -0.000661045+0.000116999j 0.000842131-0.00271495j 0.000132474+0.00165596j 0.00194652+0.00293954j -0.000437755-0.000618098j 0.000484239-0.000575076j -0.000449323-0.000155553j 7.80721e-05-0.00145233j -0.000605734-0.000126054j 0.000914017-0.000438682j -1.82421e-05+0.000209588j 0.00162156+0.00325252j -0.000430991+0.00159911j 0.000211123-0.000330957j -0.000334524+0.000831502j -0.000907257+0.00277781j 0.0014572-0.000175738j -0.000962578-0.000789579j -0.000257699-0.00230103j -0.00103317-0.000199854j 0.000355778+0.00166286j 0.000509569-0.00218749j -0.000562606-0.00118036j 0.000580562+0.000159604j -0.000518537+0.00068466j -0.000464114-0.000448766j 
0.00303742-0.000525515j 0.00234345+9.74898e-05j 0.00156099+0.00377271j 0.00113791+0.00548801j 0.000525876+0.00214946j -6.68483e-05-0.00350877j -0.000723907-0.00198226j -0.000432944-0.00128994j -0.00132529+0.00580452j 0.00299317+0.00599734j 0.00139532+0.000743687j 0.00159063+0.00151669j -0.000577492+0.00228615j -5.73406e-05-0.00211653j 0.000301763-0.00114872j -0.000133849+0.00205083j 0.0039792+0.00287576j 0.00225663-0.00356441j -0.00197272+0.00113715j -0.000614936+0.00126351j 0.00313215-0.00267146j -0.000560873+0.00512726j -0.00226034-0.00155264j 0.00127928-0.00294588j -0.000689723-0.0014404j -0.00252573+0.001463j -0.000199342+0.0017058j 0.00171314+0.000382572j -0.00116078-0.000357468j -0.00196344-0.000179784j -0.000648827-0.000783981j 0.000715437+0.00113751j -0.00181852-0.00188504j 0.00108028-0.000312434j -0.000902766-0.000259331j -0.000846298+0.000335613j 0.00282385+0.00223488j -0.000411665-0.00113493j 0.00433964+3.10836e-05j 0.00541005+0.00339361j -0.00547163-0.000633493j 0.000477239+0.000350081j 0.00133089+0.00200285j -0.00100198+0.00225295j 0.00183533+0.000115035j -0.00124592+0.000358138j -0.00276224-0.000438755j 0.00181001-0.002j 0.000889998-0.000488379j 0.000474976-0.000967182j -0.000168664+0.0009881j -0.00128937-0.00113079j 0.000193339-0.000433556j -0.000225548+0.00224133j 0.00430976-0.00236666j -0.000963818-0.00517097j -0.00520939+0.00141172j -0.000608852-4.03465e-05j -0.00240505-0.00524618j -0.00218888+0.00474198j 0.000299021+0.00189838j -0.00253247+0.00150818j 0.00158207-0.00397272j 0.000998762-0.00340121j -0.00340614+0.00209987j -0.00224647+0.00752424j -3.3146e-05-0.000959715j 0.000157005-0.00799655j 0.00380784-0.00103641j 0.00389013-0.000973591j -0.0046643+0.00143818j 0.000893699+0.00151424j 0.000943337+0.00188966j -0.000742265+0.000196743j -0.00267613-0.0042067j 0.000436375+0.00289512j 0.000422556-0.00133185j 0.000696499-0.000545193j -0.000664552-0.000715564j 0.000560835+0.000161371j -0.00056166+0.00144492j -0.000282331+0.00305162j -0.000314225-0.00502837j 0.000217862+0.000481379j 0.000524532+0.00224583j -0.00170891+0.00108939j 0.000429207-0.0028842j -0.000180512-0.000756496j 0.00080283+0.000242012j 0.000194131+0.000121925j 0.000743822+0.00188278j -0.000240558+0.0017226j -0.000825036-0.00176695j 0.000675512-0.0012545j 0.000537015-0.000649789j 
-0.00103217+0.000407871j -3.80141e-05-0.000111563j 0.00229389-0.000493142j 0.0049862+0.00233549j 0.000542079+0.00398896j -0.000352317+0.00386137j 0.0024034+0.00199938j -0.00137024-0.000672908j 0.004309+0.000335563j 0.00115693-0.000422287j -0.00286178+0.00114955j 0.0021719-0.00175469j -0.00202803+0.000810355j -4.66552e-06+0.000372052j -0.00147672+0.00129407j -0.00690419+0.000729889j 0.00230958-0.00463867j -0.000993069+0.00126467j 0.000277609+0.00517561j -0.000799034-0.000340867j -0.000850372-0.00450531j 0.000190909-0.000265138j 0.00011001+0.00188091j -0.00237918+0.00294367j 0.000325976+0.00103243j -0.000603674-0.00070537j 0.00124303+0.000347937j -0.001617-0.00123041j 0.000766392-0.000146852j -0.000239952+0.00191889j -0.000112516+0.00114928j 0.00194357-0.00028839j -0.00242207+0.000152787j 0.00229057+0.00155793j 0.00527804-0.0017023j 0.00237959-0.00264164j -0.000623094-0.000631334j 0.00111368-0.00174095j -0.00200878+0.0017837j -0.00302275+0.00181184j 0.00415132-0.000915671j 0.00305244-0.00282285j -0.00555359+0.00145482j 0.0012969-0.000550271j -0.00576277+0.000167343j 0.00264695-0.00329369j 0.00103701-0.000763372j -0.00828192+0.00235015j -0.00402373+0.00407257j -0.0018508-0.00536975j -0.00315262-0.00275155j -0.00218322-0.000111683j 0.00294732+0.00346887j -0.00375504+0.00685474j 0.00398608-0.00062636j 0.00471488+0.00541312j -0.000207045-0.00498633j 0.00221716+0.00534519j -8.56667e-05+0.00271715j 0.000722514-0.00268167j -0.00114885-0.000841379j 0.000433976-0.00340379j 0.00374762+0.00132015j -0.00134528-0.00459239j -0.00187368+0.00072734j 0.000817284-0.00423726j -0.00034906-0.00601949j 0.000859582+0.000102656j -0.000396553+0.00139769j -0.00217917-0.00146732j 0.000417532+9.6938e-06j 0.00224055-0.000222315j 0.00497232-0.00110733j 0.00168938-0.00194182j 0.00160202+0.000860833j -0.00212586+0.00116623j 0.0024026-0.00731345j -0.000679746-0.00466944j -0.00090141+0.00476659j -0.00199984-0.00083496j 0.00180253+0.00130247j -0.00246389-0.00534939j 0.00243596+0.00354218j 0.000688774+0.000598522j -0.000993129-0.00333827j 0.00370442-0.0030686j -0.000884744+0.00321734j 0.000583638-0.00082612j -0.00188053-0.00289281j 0.00251281-0.00105983j -0.00382234-0.00167042j -0.00132921+0.000688272j 0.00529018+0.00418117j -0.00145668-0.00282376j -0.0039895+0.000145929j 
-0.000774251+0.00113612j 0.000348573-0.00107905j -0.00163886+0.000673709j -0.00343544-0.00257762j 0.000333808-0.00118304j -0.000246894-0.00331693j -0.00320309-0.00342053j -0.000355157+0.000987084j -0.00142082-0.000500935j -0.00183652+0.000701269j 0.000734831-0.000996373j -0.00482259+0.00479154j 0.002458-0.0014797j 0.000471975+0.000517789j 0.000856692-0.000314329j 0.00385347-0.00015314j -0.00222595+0.00440223j 0.000227419-0.000494369j 0.000967037+0.000670048j -0.00103082-0.00166457j -0.00337348+0.000801225j -0.00118537+0.0025705j -0.00176269-0.00149289j 0.00305828-0.00400726j -0.00212754-0.0021247j 0.00180097+8.74464e-05j -0.0015228+0.00205743j 0.00107905+0.00163697j 6.99464e-05+0.00205382j 0.00115174-0.000171594j -0.000737227+0.000693427j 0.0047798+0.0013944j 0.00118281+0.000269205j -0.00253329-0.00208737j 0.00772617-0.00299355j 0.000408335+5.46635e-05j -0.00112641+0.00149881j -0.000902897+0.0015901j -0.00129235+0.000828972j -0.00127743+0.000285842j 0.00357969+0.00106707j 0.00385085+0.000456363j -0.000354264-0.00120771j 0.00206702-0.00195656j -0.00165246+0.00113034j 0.00228841+0.00303629j -0.00137869+9.87169e-05j -0.00519168-0.000961283j -0.00393997+0.00161601j -0.00173442+0.000246514j 0.00186665+0.000553084j 0.00380129-0.000350308j -0.00290107+0.00688775j -0.00555993+0.0027779j -0.00665173+0.0033967j 0.00345537+0.00738028j 0.00305514-0.0013993j 0.000685832+0.00149681j 0.00241668+0.0019517j 0.000671245+0.00372706j 0.00173696+0.00611196j -0.00238208-0.00184343j -0.00723423+0.00548419j 0.00190669-0.00068227j 0.00428542+0.000902989j 0.00169668+0.00129425j 0.00302-0.00332589j 0.00170215+0.000190296j -0.00527887-0.00141361j -0.00366078+0.000661569j 0.0043597-0.00254688j 0.00174472-0.000829109j 0.00344039-0.00140127j 0.00591674-0.00120846j 0.00132036+0.00383335j 0.00124906-0.00055143j -0.000945633+0.0043396j -0.00205748+0.00297719j 0.00108121-0.00391726j -0.000898322+0.00258299j -0.000679834+0.000709043j 0.000871357+0.000627132j -0.000512081+0.00834847j 0.00254207+0.00588527j -0.00142772+0.00646136j -0.00149762+0.00186341j 0.0018214+0.00222208j -0.0015103-0.00356894j -4.38438e-05-0.00401296j 0.00207773-0.00154994j -0.000139528-0.0034217j -6.20304e-05-0.00243611j 0.00103754+0.0054247j -0.0032776-9.09373e-06j -0.00105608+0.00370002j 
0.00188865+0.000262814j -0.00141322+0.000185856j 0.00168227-0.000784566j 0.000528081-0.00303668j -0.00107161-0.00442404j 0.00219273-0.00403632j -0.000105777-0.00360964j 0.00182983+0.000553199j 4.58097e-05-0.000856555j 0.00274957+0.00118921j -0.00102379-0.000432449j -0.00132183-0.00142526j -0.000378948-0.000558513j -0.00131941+0.000521922j -0.00336874-0.000786699j -0.00149868+0.00176582j -0.00174769+9.96016e-05j 9.70859e-05+0.0013712j 0.000929127-0.000812352j -0.00194806+0.00120179j 0.00165607-0.00161101j 0.0013142-0.000403386j -0.00182818+0.000928648j -7.64391e-06-0.00120454j 0.00213783+0.00154881j -0.00131648-0.00109179j -0.000791884-0.000747896j -0.000591951-0.000637435j 0.000264491+0.00026458j 0.000217613+0.000181395j 0.00065667-0.000291688j -0.00108119+0.000249669j 0.00280184+0.000797013j -0.00236528+7.224e-05j 0.00221543-0.00100709j -0.00285631-3.82301e-05j -0.000324902+0.000476498j -0.000324751+0.00052066j 0.000495839-0.00241803j -0.00409744-0.00197347j 0.00504645+0.0020937j 0.00333049+0.00113857j 0.00184852+0.00197787j -0.00117908-0.00176396j 0.00108136+0.000927476j 0.00192234+0.000526998j -0.000823705-0.00202813j 0.00129853-0.00034596j -7.80311e-05+0.000118464j 0.000991813+0.000606578j -0.00152444-0.0019091j -0.00109268+0.000172551j 0.00174763-0.0015817j -0.000135214-0.000950113j -0.00541091+0.00250766j 0.000680631+0.000214842j 0.00659609-0.000951541j 0.00136739+0.00123658j 0.00871464+0.00280766j 0.000554488-0.000643391j -0.00231525+0.00389121j -0.00155694-0.00321474j 0.00459434+0.00948374j -0.00437648+0.00181666j 0.0038966+0.00299195j 0.000579594+0.00530924j 0.00145902+0.00256383j 0.00249347+0.0100762j -0.00428798-0.000723872j -0.000273764+0.0025795j 0.00427143-0.00201875j 0.00175004+0.000853501j -0.0058476-0.00263157j 0.000183568+0.00112413j 0.00218012+0.00248832j 0.000171371-0.00359775j 0.000807864-0.00208178j 9.4858e-05-0.00174953j 0.00100787+0.0030668j 0.000285725+0.0004884j -0.000268608-0.00105717j 0.00236724-0.00253073j 0.000771252-0.00332755j 0.000883789+0.00298664j -0.00246411+0.00501275j -0.000750694+0.00456539j -0.00130279+0.00298759j -0.00143356+0.00214845j -0.000375692+0.00112971j -0.000608712-0.000617313j 0.000752748+0.00241683j -0.000497051+0.00162969j -5.70278e-05-0.0011109j 0.00169791+0.000266013j -0.000163104-0.00154351j 
-0.00183154+0.000218957j 0.000812016-7.23533e-05j -0.00146813+0.00140678j -0.00029454+0.00276655j 0.00226792+0.00282962j -0.000643521+0.00421777j 0.000638792+0.00334824j -0.00154064+8.41621e-05j -0.000682554+0.000824463j -0.00287588-0.000133243j 0.00168905-0.000653305j 0.000463694+0.00146641j 0.000246217+0.000739094j 0.00136149-0.00110965j 0.00245134+0.000145479j 0.00156516-0.00286652j -0.000396942+0.0017933j -0.00204365+0.000511708j -0.000512861-0.000586406j 0.000942364-0.000194437j 0.00120123+0.00112799j -0.000969455+0.00108886j -0.000337423+7.8428e-07j 0.00120509+0.00179654j -0.00209028-0.000724887j 0.00199148-6.63273e-05j 0.000657387+0.000242638j 0.00246807-0.00203137j -3.78631e-05-0.000319129j -0.000822284-0.00031004j -0.000542713-0.000534379j 0.000575487-0.000758737j 0.000578713+0.000464554j -0.000631693-0.00232944j -0.00159355+0.00250286j 0.000414038-0.00428732j 0.00183847-0.00254528j 9.58617e-05-0.000140714j -0.00539048+0.00702525j -0.00165496+0.000926077j 0.00225013-0.00370496j 0.000150543+0.000938508j -0.00351266-0.00531406j -0.00107986+0.00120713j -0.00112121-0.000316259j -5.49366e-05-0.00183828j 0.00582402+0.000186427j 0.00107818-4.15372e-05j 0.00303315-0.00172944j -0.000253549+0.00159832j 0.00139289-0.00066952j 0.000505406-0.00018507j -0.00371236+0.00032495j -0.00145067-0.0014487j 0.00307411-0.000470071j 0.0024404-0.000728346j 0.00378934-0.00135646j 0.000638487-0.00187166j 0.0009796+0.00765159j 0.000508743-0.00155519j 0.00116015+0.00290915j 0.000890145-0.00565242j 0.000919752-0.00241682j 0.000435764-0.00121088j 0.000785526+0.00295337j -0.000911547-0.00579203j -0.000532476-0.000978891j -0.00112927-0.000552331j -0.000161955+0.00445609j -0.00359051+0.00316143j 0.00102674-0.00259347j -0.000525535+0.00346444j -0.000258233+0.00112217j -0.000381111-0.00013567j 0.000374283+0.00214487j -0.00265684-0.00263075j -0.0012556+0.00120719j 0.000335823+0.000526999j -0.000371918+0.00123999j 0.000502073+0.000878832j -0.00109865-0.000526079j 0.00239603+0.000147419j 0.00469987+0.0146896j -0.00144104-0.0061756j -0.0031472-0.0136168j -0.00265897-0.0021072j 0.000601263-0.00151011j 0.000962543+0.000686054j 0.000532528-0.00106871j -0.00149879-0.00162847j 0.0019368+0.00210649j 0.00212692+0.000724687j -0.00111932-0.000422785j 0.000498764+0.000824541j 0.00144887-7.99871e-05j 
2.57254e-05-4.05342e-05j 0.00018023+0.00104123j 0.000190166-0.000334103j 0.00101334+0.0014181j 0.000254829+0.00105979j -0.00096593+0.00269802j 0.000314908+0.00227526j 0.000109923-0.000182617j -0.00027043-0.000785303j -0.000498914+3.02412e-05j -0.000727147-7.66746e-05j 0.00142261-0.000894768j -0.000359655+0.000773869j -0.000933215+0.000879879j 0.000436026-0.000203904j -0.00101267-0.000360084j 0.00105479+0.000918915j -0.000851112+0.00106445j 5.6528e-05+0.000699848j -0.000501122+0.00159733j 0.000421641-0.00014593j -0.000803355-0.000387148j -0.000336624+0.00125844j -0.000516724+0.00236884j -0.000198738+0.00138607j -0.000120037-0.000553184j 0.000277663-0.000962342j 1.05994e-05-0.00118229j -0.000421774+0.000244565j -0.000135804+0.000602123j -0.000106313+0.00137188j -0.00294472-0.000310981j -5.52567e-05+0.00101065j -0.000621004-0.0004125j 0.00296436-0.00244993j 0.00120407+0.0034159j 0.000134625+0.00205607j -0.00055452+1.74704e-05j 0.00374188-0.00482966j -0.000234383-0.00155445j -0.000916394+0.0020389j -0.00138147-0.00124255j 0.0018131+0.0022734j -0.00200572-0.00340726j 0.00260454+0.00142673j -4.19255e-06+0.0019872j -0.00603519-0.00355996j 0.00145785+0.00156416j -0.00243977-0.00170217j 0.00106356+0.00248433j 0.00187112-0.000305102j -0.00305045+0.00212746j 0.00388149-0.000691124j 0.00375911-0.000207485j 0.000827557-0.0043415j -0.00354204-0.000389229j 0.00344788+0.00265158j -6.85318e-05+0.000486583j 0.00239417-0.00205517j -0.00406222+0.0015288j -0.000781943+0.0013135j -0.00126449-0.000717709j 0.00540656+0.00193397j 0.00119607+0.00499084j 0.00268323-0.00150667j 0.00484863+0.00880802j 0.00468575+0.00708415j 0.0026428+0.00462651j -0.00257898-0.00147587j 0.00347778+0.00148337j -0.00019253+0.000164284j 0.00112499+0.00316823j -0.00812445-0.00701203j -0.000643924+0.00474003j 0.0049825+0.000560298j 0.00256676+0.00499875j 0.000927345+0.00025648j 0.00236238+0.000551112j -0.001757+0.00553997j 0.00128461-0.00285319j 0.000721434+0.00296571j -0.00043586+0.00164249j -0.000973155-0.00406324j 0.00172415+0.00463263j -0.000780146+0.00938939j -0.0016283+0.0119361j 0.00140817+0.0016699j -0.0010564-0.0029038j 0.000641794+0.0017381j -0.00147814-0.00387642j 0.00494603+0.00312194j 0.000577793-0.000669132j 0.000651336-0.00220328j -0.00283531-0.00346134j 0.00297407+0.00347229j 
-0.00120004-0.000499833j 0.00109888-0.000373878j -0.000884019+0.000205036j 0.000278827+0.000760876j 0.000693356+0.000723601j 7.58139e-05+0.000698776j 0.000814596+0.00113566j -0.000930167-0.000434727j -0.000503169+0.000391459j -0.000965453-0.000671177j 0.000841245-0.000395864j -0.000762258+0.000700822j 0.00112376+0.000369592j 0.000185259+0.000459857j 0.00119312-0.000158918j 0.00162405+0.000557715j 0.000406117-3.83063e-05j -0.000686166-0.000413217j -4.94631e-05+0.000638227j 1.26492e-05-4.99424e-06j -0.00116801+0.00125908j -0.000980502-0.000400243j -0.000365126+0.000170313j 0.00179749+0.000289051j -0.0020865-0.00132286j 0.000643974-3.48634e-05j -0.000272442-0.00119401j 0.000370498-3.23372e-05j -0.000145263+0.000461563j 0.000352784+0.000259007j 0.000292858+0.000546007j 0.000155713+0.00126169j -9.89354e-05-0.000586942j 0.00077168-0.000714097j 0.00141641-0.00122176j -0.00278147+8.799e-05j -0.00160772-0.000959548j -0.000941818+0.000800909j 0.00391783+0.00334956j -0.00292601+0.00159357j 0.000123551-0.00336109j 0.000832844-0.000119246j 0.00387875+0.000132549j -0.00110147+2.4545e-05j -0.000604885-0.00110419j 0.000889001-0.00116872j -0.00189053-0.000257328j -0.000724481-0.00179188j -0.0011292-0.0013055j 0.00111726+0.000189676j -0.00315593+0.000995041j -0.001319+0.000131957j 0.00127431-0.000584494j 0.000265403-0.000774274j -0.00267977+0.00155661j -0.00268555+0.00160183j -0.0021547+0.000502449j -0.00193557-0.000345377j 0.00166407-0.000679642j 0.00299611+0.000480728j -0.00304087+0.00109497j -0.00129385+0.00265589j -0.000743559-0.00403656j -0.00025659+0.00221497j 0.000478228+0.0015164j 0.000855165-0.000258685j 0.000487367-0.001666j -0.000195815+0.0015778j 0.000965542+0.00103142j 0.00252354+0.00239023j -0.000854577+0.000514444j -0.00243434-0.00281884j 0.000332428+0.00217523j 0.000287536+0.00129433j 0.00211211+0.00294636j 0.000468799-0.000901414j -0.00194312+0.000102502j 0.000458155-0.000134907j -0.0029414-0.00363498j 0.000221179+0.00105213j -0.000401827-0.007058j -0.00113561-0.00407602j 0.000386237+0.00213751j -0.00507712+0.00461208j 0.0026801+0.0062742j 0.00097904+0.00190397j -0.00173535+0.00160831j -0.000331206+0.00603165j -0.00239291-0.00105068j 0.00153394-0.00233776j -0.00266968-0.00190966j -0.00185716+0.00121405j -0.00052028-0.000866172j 0.00156577+0.00257559j -0.000100088-0.00178964j 
0.000524012+0.000172573j -0.001781+0.00355999j -0.00132072-0.00337964j -0.000347392-0.00333818j 0.000959026-0.00309708j -0.000303064+0.00431542j -0.00153342+0.00577453j 0.00076714+0.000179241j -0.000903569-0.0046027j -0.00231652-0.00273578j -0.000200091+0.000835892j -0.000257023-0.00020262j 0.000466846-0.00021739j 3.95003e-05-0.00034593j 0.000455316+0.000238868j 0.000694361-0.000851907j 0.000256293+0.000135303j -1.41477e-05+0.00029817j -0.000210243-2.56334e-05j 0.000898266+0.000508431j -0.000974484+0.000907448j -0.000366193-7.93133e-05j 0.000205349+0.000346757j 0.000387925-0.000250737j 7.57156e-05-5.78361e-06j 0.000163401-0.000296535j 0.000798319-0.000208305j 0.000469974+0.000371954j 0.000538705+0.000403719j 0.000195547-4.5239e-05j -9.81298e-05+0.000392225j 0.0011111+0.000781146j 0.000687747+0.000207171j -0.00126804-0.000464566j 0.0021268+8.47862e-05j -0.00249537+0.0018539j -0.00260381-0.000898815j 0.000247179+0.000164296j 0.00388966+0.00252369j -0.00223159+0.0018188j 0.00165912-0.00193667j 0.00232064-0.0003124j 0.00450093+9.98042e-05j 0.00186433+0.00051665j 0.000657863-0.000270367j -0.00027002-0.00202132j -0.00230932-0.00100281j -0.00086718-0.000815539j -0.00035603-0.000806812j 0.00149924-0.000494581j -0.00156935-0.000111029j -0.00024639-0.000379705j 0.00038505+0.000557684j -4.90076e-05+0.00114974j -0.00154525-0.000314527j -0.00225362+0.00134141j -0.00444627+0.00244761j -0.000587751+0.00116734j -0.000784786-0.000686406j 0.000553422-0.00136047j -0.00188041+0.000810604j -0.000544979+0.00194649j 0.000893144-0.0038002j -0.000258729+1.1449e-05j -0.000763832+0.000694575j 0.000731027-0.00191652j -0.00234103-0.00228545j 0.000181072+0.00072976j -0.000340225-0.00119193j 0.00373439+0.00312834j -0.00145565+0.000164624j 0.000292184+0.000578497j 0.00111848-0.000485015j 0.00110984+0.000302112j 0.00142105+0.00176981j -0.00305852+0.000283436j -0.00171479+8.57961e-05j 0.000677592-0.000275276j -0.00315135-0.00177481j 6.86987e-05+0.0015185j -0.000829581-0.00448318j -0.00314946-0.00312575j 0.000282965-0.00580495j -0.00555108+0.00388662j 0.00254294+0.00232066j -0.000522313+0.00426102j -0.00153786+0.00143018j 0.000446642+0.00434691j -0.00216002-0.00180699j 0.000661311-0.00369948j -0.00126876-0.000738434j 0.000654633+0.000381521j -0.00134042+0.000896212j -0.0010141+0.000889765j 0.000430829-0.0010848j 
