-0.0104171-0.0013882j -0.0005645+0.010579j 0.00210566-0.00632636j -0.00637965-0.00226959j 0.00204024+0.00228713j 0.000797372+0.00311424j -0.00509185+0.00141263j -0.000934103+0.00307038j -0.00133105-0.00110747j 0.00168767-0.00118929j 0.00208167-3.86037e-05j -0.00126697-0.00454884j -0.00785545-0.00315891j -0.00155254+0.00819753j -0.00165822+0.00178765j 0.00143603+0.000968369j -0.00312823-0.000573695j 0.000233246-0.000113883j -0.00213523-0.00127105j 0.000177012+0.00218925j 0.00272419-0.00275595j -0.00127571-0.00113232j 0.00477196-0.00164592j 0.00190803+0.00112726j -0.00433218-0.00137969j 0.0013553-0.00214174j 0.00289795+0.00113154j 0.00289004-0.00550108j -0.000613983-0.00417249j 0.00141518+0.00334303j -0.000781649-0.000986478j -0.000110518+0.000812937j -0.00064435-0.00447374j 0.00155572+0.00169682j 0.00163971+8.30408e-05j 0.000575873-0.00517021j 0.00103699-0.000581001j 0.0051169-0.00237483j 0.00469223+0.00152896j 0.000536685+0.00261673j -0.0020322-0.00514076j -8.77578e-06-0.00192343j 0.0049112+0.000815602j 0.0027489+0.00385974j 0.000871162-0.00122001j -0.00219273-0.00324396j -5.98226e-05+0.00218535j 0.00261788-0.00251468j -0.00261098+0.000974729j 0.00537825-0.000643564j 0.00169594+0.00210094j -0.00295002+0.00421978j 0.00055939-0.000619734j -0.00107724+0.0013131j 0.00388528-0.00160126j 0.00162174+0.000932021j 0.00271116+0.00148849j 0.00227991-0.00319803j 0.00260855+0.00158177j 6.93411e-05-0.0031274j -0.00224818+0.00031143j -0.00188479-0.00271086j -0.000745173+0.00128766j -0.00122402+0.00237051j -0.00146612+0.000551985j -0.00212507+0.000966965j -0.00295864+0.000627986j -0.00264475-0.00305275j -0.0044201-0.00201706j 0.00121032+0.00243275j -0.00183802-0.00466997j -0.00268465+0.00196242j 0.0004865+0.000848317j 0.00230248+0.000793125j -0.00191393+0.00163189j -0.00611392-0.000696314j 0.00155931+0.000279154j 0.000268756-0.012806j 0.014271+0.00510056j 0.00582692-0.00946748j -0.00393469-0.00154809j -0.00354597+0.00243817j -0.00451924+0.00269892j 0.00429646+0.00570964j -0.000947292+0.0011773j -0.00561308-0.00604782j -0.000962986-0.00490218j 0.00584346-0.00912943j 0.0109699+0.00508633j -0.0050222+0.0076575j -0.0169015+0.0146513j -0.0130973-0.0185357j 
0.00113409+0.00182403j 0.00184123-0.00292582j -0.00202887+0.00297186j -0.000252362+0.00101712j 0.00361215-0.000996762j 0.00189737+0.00314232j -0.00161899+0.00290145j -0.00154057-0.000731138j -0.00231948-0.00274965j 0.00201923-0.0062075j 0.00198489+0.00540845j 0.00672262+6.20754e-05j 0.00144652+0.00104217j 0.0015352-0.00280463j 0.00391167+0.0022396j -0.00354758+0.0040591j 0.00474692-0.00172279j -0.00213349+0.00440825j 0.00379164-0.0047065j -0.0025121+0.00267824j 0.000274114+0.00125263j -0.000114772-0.00376886j 0.00215887-0.000223146j 0.00120177-0.00291309j -0.00380624+0.00749563j -0.000446893-0.000800015j 0.00291127-0.00278877j -0.000438689-0.00468753j -0.000256432+0.00232419j -0.00213853-5.42653e-05j 0.00462034-0.00119508j -0.00162023-0.000549764j -0.000797054-0.0031068j 0.00135099+0.00136154j -0.00108666-0.00486141j -0.00620051-0.00687254j 0.00159867-0.00131878j -0.000761189+0.00693928j 0.0017242+0.000928093j 0.00202785+0.00525261j 0.00107749-0.00674816j 0.00287062+0.00471573j -0.00137982-0.000726981j -0.00617172-0.000809431j 0.00131241-0.000434595j 0.00184809+0.00188395j 0.00353277+0.00411845j -0.000881872-0.00177491j 0.000654479+0.00218804j 0.00150961-0.00463924j -0.000710568+0.000766902j 0.00405408+0.00294791j -0.00176801-0.00232911j 0.000141487+0.000981474j -0.00115687-0.00456058j 0.00292604-0.00965172j 0.0020772-0.00469093j -0.000728498-0.00453384j 0.00511165-0.00577825j -0.00127243-0.00203496j 0.00017489-0.000463604j 0.00182935+0.00139499j 0.00410165+0.00439397j -0.00077042+0.00487912j 0.00332162-0.00331881j 0.00268504-0.00209829j 0.00350093+0.000497296j -0.0042298+0.00981245j 0.00241197+0.000642945j -0.00946384+0.000504157j -0.00385239-0.0026766j 0.00163577+0.00391271j -0.00394442-0.00104659j 0.00402126-0.00235545j 0.00164221+0.00296962j 0.00413541+0.00812351j 0.00460884+0.00108132j 0.00382629-0.00697054j -0.00563465-0.000493445j 0.00327517-0.00423258j 0.0130112-0.00294925j 0.00811851+0.00127854j 0.00823282-0.00228405j -0.00351363+0.0020534j 0.00302521+0.00279432j 0.00111012-0.00568412j 0.00215964-0.0020125j -0.000620988-0.00630485j -0.00429356-0.00274123j -0.00482746+0.00150437j 0.00857141-0.00286558j 0.00197984-0.000206601j 
0.00133495+0.00212299j 0.00254463+0.000292621j -0.000895928-0.00239688j -0.00177148+0.000769794j -0.00292687+0.000974966j -0.00543781-0.00425773j 0.004315-0.00260414j 0.00498816-0.00408031j 0.00330327+0.00526264j -0.00303987+0.00300943j 0.00187128-0.00574676j -0.00538921+0.00479071j -0.00129382-0.000477115j 0.00188882+0.000305641j 0.00187055+0.00211345j -0.00124663-0.0076467j -0.000400591-0.00164284j 0.00466344-0.00376331j 0.00471627-0.000716364j 0.00424028-0.00112997j -0.000723575-0.010384j 0.00600972-0.000274258j 0.00444345+0.00136608j -0.00356609-0.00483038j -0.00435943-0.00323873j -0.00396295+0.00569017j -0.00091779+0.000529955j 0.000344069-0.00473112j -0.00176736+0.000514284j -0.000489204-0.00217003j -0.0039178+0.000108567j -5.75727e-05-0.00314851j -0.00115268-0.0014713j 9.23627e-05-0.00253862j 0.000369542+0.00175545j -0.00371555+0.0063701j -0.00143223+0.000534177j -0.00714612+0.00226628j 0.000943211-0.00285079j 0.00403382-0.00179851j 0.00288078+0.00788575j -0.00309033+0.00417712j -0.00147028+0.000767114j 0.00482391-0.00549412j -0.00287141+0.00272488j -0.00344564+0.000311109j 0.000188686+0.000990465j -0.00728879-0.000269041j 0.00298924+0.00129307j -0.00985535+0.0012664j -0.000328601-0.00675556j 0.0063055-0.00440942j -0.00186664-0.00695256j 0.00718579-0.00423632j -0.000735708+0.00407974j -0.00330827+0.00672992j -0.00668759+0.00200006j -0.000161696-0.00703515j -0.00566047-0.00576445j 0.00137156+0.00546404j -0.0085361+0.00141476j 0.00371467+0.000199527j -0.00333069+0.000323456j -0.0087739-0.000207886j 0.0042312+0.000260435j -0.000959555+3.08182e-06j 0.00321019+0.00402267j -2.35741e-05-0.00135576j 0.00792841-0.00289682j -0.00143424+0.00137411j -0.00120125+0.000913095j 0.00554146+5.20475e-05j -0.00680521+4.18965e-05j 0.00195827-0.0036923j -0.00107303+0.00417966j 0.00131845+0.00222858j -0.000997069+0.00643233j 0.00138201+0.00334702j -0.00307703-0.00529007j 0.00226142+0.000633463j -0.00620516+0.0110566j -0.00251924-0.000947302j -0.00133925-6.60739e-05j -0.0053929-0.000924563j -0.00594294+0.000645037j 0.0105884+0.00461298j -0.00554213+0.0150324j -0.00404199-0.00343553j -0.00242995+0.00353668j 0.000183923-0.00652989j -0.00416631+0.00368281j 0.00487392+0.00111824j 
-4.33428e-05+0.00181119j 0.0021523+0.00195466j -0.00343575-0.000569144j 0.00095728+0.00409583j 0.00256128+0.00162976j -0.00299292-0.0027007j -0.000676119+0.00304856j 0.00306904+0.00202978j -0.00248682+0.00493521j -0.000917487-0.00359696j -0.00142406+0.00402444j -0.00038891-0.00138543j -0.00123069+0.0012712j -4.85692e-05+0.00442983j -0.000807503-0.00136372j -0.00126324+0.00270977j -0.00128372+0.00191405j -0.00122688+0.00252784j -0.0013483+0.000552901j -0.000137145-0.00434425j -0.00284536+0.0012871j -0.0055374-0.00154343j 0.0020434-0.00302422j 0.00153632-0.000720346j -0.000557457+0.00111692j 0.00181078+0.00166546j -0.00179386+0.000859066j -0.00259006+0.00204172j -0.00063501+0.000469007j 0.00264714-0.00123996j -0.00201633-7.4863e-05j 0.00292244-0.0032641j -0.00275528+0.00166608j 0.000767811+0.00108237j -0.00084362+0.0052331j -0.000210358+0.00118892j -0.00723302-0.000887683j -0.000503958-0.00236215j 0.00264687-0.000694296j 0.00280636-0.00453782j 0.00159747-0.001425j -0.00204745-0.00283938j -0.00196386+0.00387914j 0.00194191-0.00349117j 0.000459847+0.00157727j -0.00108461-0.00225848j 0.00109758-0.00250834j -0.00146774+0.00104741j -0.00168889-0.00478338j -0.00500828+0.000281137j 0.00245635-0.00229411j 0.00120687-0.00113149j -0.00438382+0.00108853j -0.00170715-0.00193362j -0.000822637-0.00243666j -0.00118557+0.00644215j -0.00379247+0.00475141j -0.00273081-0.00386256j -0.00525991+0.00152427j 0.002105-0.000830986j -0.000247324+0.0101065j 0.0030795+0.000974425j -0.00638766-0.000670661j 8.59138e-05+0.00506247j 0.000891687+0.000989982j 0.00210329+0.00153469j 0.000626337-0.00456681j 0.00523278-0.00493422j 0.00179304+0.00316477j 0.00130093-0.0037398j 0.00458153+0.00160692j -0.000708038-0.00376869j -0.00171987-0.00132709j 0.00314921+0.00149494j -0.00258862-0.00184402j -0.00222497-0.00403007j -0.00140103+0.00163201j 0.00250797-0.0023781j -0.000559734+0.00530478j -0.00489795+0.0073423j -0.00108115+0.00152427j 0.00342316-0.00113947j -0.0031147-0.00201651j 0.00666746+0.00490068j 0.00353392-0.00130474j 0.0028096+0.000512399j -0.00752791+0.00106933j -0.0116556+0.00181212j 0.00543785-0.00458537j 0.00183999+0.00527267j 0.00538802+0.00146346j -0.00811854+5.64685e-06j 
0.00263533-0.00126258j 1.15479e-05-0.00268162j -0.00157664-0.00375301j -0.00237418-0.000184587j 0.000606006+0.00202436j -0.00129028-0.00185678j 0.00146094-0.0013404j 0.000698975-0.00267097j 1.99231e-05+0.00217235j -0.000928478-0.0012134j 0.00562093+2.61015e-05j 0.00407009-0.00154578j -0.00067658-0.00173855j 4.71834e-05-0.00235943j 0.00647123-0.000687164j -0.0017302+0.00227542j -0.00238978+0.00476568j -0.00486065-0.0044997j 0.00246723-0.00159461j 0.00425356+0.00335078j -0.00624996-0.00425706j -0.00141136-0.00498845j -0.000969288-0.000351583j -0.00544879-0.00157426j -0.00823892+0.00493067j 0.0031219+0.00145765j 0.00412109-0.00403745j -0.00451374+0.00797284j 0.00618771-0.00502193j -0.00491488+0.00508736j 0.00884274+0.00101749j 0.00188975+0.00611118j -0.00196254+0.00487934j 0.00380377-0.00673178j 0.000182946+0.000471955j 0.000320782-0.00328485j 0.00983489+0.00300972j 0.00335137-8.61907e-05j -0.00572017-0.00349481j -0.00335244+0.000407047j 0.00135492+0.00291162j -0.00215773-0.00383415j 0.00354755+0.00406643j 0.000252415-0.00261905j 0.00888716-0.00845408j -0.00268938+0.00347662j 0.0039092-0.00149195j 0.00172292+0.00497038j -0.00284218-0.0092253j -0.00561452-0.000291956j 0.00547949+0.00590511j 0.00283151-0.00220701j -0.00215527-0.0022696j 0.000700826-0.0021815j -0.00763657-0.00427332j 0.00646939+0.00107658j -7.26358e-05+0.00536699j -0.00436542+0.000367126j 0.00195078+0.00220785j 0.00217723+0.00388699j -7.54254e-05+0.00507657j 0.000352589+0.00303682j 0.00253593-0.00861827j 0.00415014+0.00800722j 0.00397271+0.000671855j 0.000615282+0.00437192j 0.00570659-0.00797432j 0.00458835-0.00544493j -0.000768921+0.00143582j -0.00578662+0.00885262j 0.00531876+0.00204969j 0.00516943-0.00605144j -0.00144029+0.00373972j 0.00158082-0.00532746j -0.00373516-0.000970304j 0.00166156+0.00262559j -0.000237342-0.00353328j -0.00194254+0.00391577j 0.000714922-0.000779574j 0.007261-0.00529234j 0.00176414+0.0061777j -0.0098371+0.00386421j -0.0033238+0.00583953j -0.00147515-0.00164028j -0.00637306+0.00971483j -0.00211923-0.00302527j 0.00283989-0.00016423j 0.00370875+4.58636e-07j 0.00403418+0.00229275j -0.00486604-0.00043555j -0.00147189+0.00335367j 0.00185247-0.00220414j 
0.00231506-0.00207623j -0.00351638-0.00127032j -0.00641342-0.00327646j 0.00053245+0.00123209j 0.00233889+0.00176428j -0.00378613-0.002731j -0.00289415-0.000241729j 0.00219423+0.00065285j 0.000448971+0.00336231j 0.00127993+0.0030317j 0.00360664+0.00148926j 0.00028302-0.0046628j 0.00174789-0.00130912j -0.000498413-0.0030263j -0.00340515-5.92349e-05j 0.000362037+0.00019888j 0.000700044-0.0015957j -0.00446242-0.000778677j 0.00662221+7.75488e-05j 0.00416211+0.00327616j -0.000159262+0.000768231j -0.00758323+0.000508505j 0.00213369+0.00668961j 0.00225392-0.00422662j 0.000110647+0.00381723j -0.000347429-0.00312153j -0.00141761-0.00365512j -0.00401512-0.00517879j -0.00239152-0.0031684j -0.000178349+0.00263079j 0.00507218-0.00125396j 0.00104473-0.000153628j -0.00325196-0.0037722j -0.000713407+0.00163934j 1.48312e-05+0.000940301j 0.00564547-0.00503543j 0.00498477-0.00301992j 0.000238203+0.00157635j -0.000498989-0.000726442j -0.00183635+0.00293809j 0.00299265-0.00426157j -0.00512328-0.00032954j -0.00412377-0.00456789j 0.000773847+0.000176189j 0.00408031-0.000880336j 0.00437452-0.0015864j 1.15891e-05-0.003533j 0.00620462+0.0041903j -0.00179624-0.00319721j 0.00593328-0.00463531j 0.00408195-0.00080987j -0.00154866+0.000696022j -0.00117861+0.00251782j -0.00381508-0.00586594j -0.000193678-0.000948146j -0.000765891+0.000854322j -0.00456993-0.00109788j 0.00372134+0.00346341j -0.00447273+0.00164335j 0.000668562+0.0018562j 0.00515165+0.0030408j 0.00259685-0.00213928j -0.00487994-0.00761609j 0.00310948-0.00891362j -0.00603691-0.000616578j 0.0018544+0.000658968j -0.00333666+0.000246625j 0.00380761-0.00561144j 0.00295586+0.0006908j 0.0124091+0.00835889j 0.00807084+0.00243405j -0.00201008-0.00395957j 0.000486492-6.46953e-05j -0.0021794+0.00409002j -0.00208994+0.000164758j 0.00170786-0.00922569j 0.00155979+0.0011478j -0.00351508-0.0030058j 0.00144835+0.00037994j -0.00328419-0.00521667j 0.00316343-0.00277136j -0.00072228-0.0047707j 0.00327317+0.00354887j 0.00438402+0.000180528j 0.00594999+0.00517618j 0.00499736+0.0049252j -0.000868943-0.00170952j -0.00652225+0.00155084j -0.00303806+0.00134773j -0.000217155-0.00247257j 0.00633424-4.95738e-05j 0.00418449+0.000998025j 
-0.000238595+0.000166728j -0.000115921+0.00028142j -0.00278973-0.000194832j -0.000650456+0.000779994j 0.00207674-0.000235535j -0.00103617+0.000294059j 0.000506028-0.000207694j 0.000853263+0.00260544j 0.000191552+0.00108725j 0.00108621+0.00259787j 0.00480969-0.00237856j 0.000533277-0.00137232j -0.000890809+0.00114006j 6.55542e-05+0.00124893j 0.00503738-0.00122557j -0.00178299-0.00278331j -0.0023309-0.000215145j -0.00320233+0.00590721j 0.004335-0.000515644j -0.000701296-0.00556028j 0.000169221+0.00484829j -0.00280599+0.00962928j 0.000287709+0.00160189j -0.00253874+0.000866953j -0.00538926-0.0031397j 0.00161192-0.00168955j 0.00324396+0.00513582j -0.00543711-0.00438743j 0.00332547+7.4192e-05j -0.00174744-0.00290686j 0.00229262-0.0101106j 0.00032341+0.00156748j -0.00545144-0.00103491j 0.00558584+0.00411943j -0.000579065-0.00654593j 0.00363011+0.00501736j 0.00651647-0.00640297j -0.00350321-0.00531198j 0.00183337+0.00180326j -0.00692078-0.00310447j 0.00128493+0.00516575j -0.00523851+0.00447116j -0.00181924+0.00141476j 0.00169391+0.00955952j 0.00543171+0.0217261j 0.000698772-0.000399732j 0.00156926-0.00669623j 0.00456949-0.000616133j -0.000135801+0.00569107j 0.00145114+0.00311321j 0.0010589-0.0112345j -0.000600269+0.00454189j 0.00237835-0.000138986j -0.000542289-0.000999262j -0.00332792+0.0126412j -0.000984137+0.00252957j -0.00146173+0.000525592j -0.00163915-0.000725294j 0.00226384-0.00525355j 0.0016352-0.00417184j 0.00342021+0.000202097j 0.00116136-0.0079063j 0.00487788-0.00653016j -0.000970092+0.0158923j 0.00128045+0.00273393j 2.1196e-05+0.0018758j 0.00123476-0.0032804j -0.00397566+0.0100409j -0.00120627-0.00306498j 2.77487e-05-0.00195399j 0.00192155+0.00264205j 0.00125564-0.00142376j 0.00239018-0.00338994j 0.000883838+0.00105356j -0.00284006-0.00148667j -0.000186065+0.000914298j 0.00135938-0.000982786j 0.00132868-0.00285133j -0.00102592+0.00224521j 0.000594366+0.00105044j 0.00145861-0.000389584j -0.00102136+0.000115169j 0.000446006+0.000335131j -0.00101775+0.00042501j 0.00125403+0.00289381j -0.000648813+0.00130757j -0.000957151-0.00134821j 0.00238822+0.000957335j 0.000244499+0.00184159j -0.00228695-0.000438224j -3.14465e-05-0.000785741j 0.0010643-0.000126408j 
-0.000100581+0.00185431j 9.07319e-05+0.00232763j -0.00200167+0.000354695j -5.67272e-05+0.00329164j 0.00243819-0.00378915j 0.00153323-0.000654736j -0.000558121+0.00437741j 0.000110814-0.00146717j 0.00257671+0.00406046j 0.00194045-0.00193438j 0.00220231-0.0107356j 0.00084575-0.00395389j -0.00295455-0.00269925j 0.00023551-0.00101278j 0.00346429+0.000822799j -0.00262664-0.00376625j 0.00216304-0.00577918j -0.00322183-0.00347403j 0.00178573-0.00308506j 9.28814e-05+6.75059e-05j -0.000305372-0.00974449j 0.000196098-0.00268441j 0.000765121-0.00826669j 0.00172625+9.53583e-05j -0.00410565+0.00241384j -0.000413817+0.00154933j -0.000951065-0.00128894j 0.00081341+0.00118146j 0.00115857+0.00511775j -0.00204904-0.00256105j 0.000894067+0.00304426j 0.000271784-0.00515784j -0.00136781+0.00226855j 0.00151726-0.00325026j 0.00308232+0.0032694j 0.00386539+0.0122793j 0.0026909-0.00279383j 0.000270993-0.00686308j -0.00133099-0.0133262j -0.00316517-0.00404419j 0.00377772+0.0049799j -0.00524374-0.00671586j 0.00221923-0.00736395j -0.00110038+0.0059234j 0.00055429-0.00385373j -0.000174993-0.00353488j 0.00015131-0.00583607j 0.00149933+0.000186098j -0.000307732+0.0022162j 0.00059844-0.00415593j 9.09114e-05+0.00447384j 0.000977665-0.00199441j 0.00342155+0.00213049j -0.000320143-0.00193178j 0.000644732-0.00478211j 0.00108523+0.00118541j 0.00499576-0.00332218j -0.00155653+0.0100491j 0.00323306+0.000104838j 0.00170817+0.00026367j 0.00345878-0.00112684j -0.00151482+0.00128179j -0.0023592-0.00335905j 0.00551011-0.00360073j 0.00151116+0.000170707j 0.000811597+0.0122434j -0.00393168+0.0095238j -0.00607999+0.00352277j -0.00275148+0.00418431j 0.00180734-0.00452205j 0.00375703-0.0112334j -0.00457951+0.00790939j 0.00273578-0.00238097j -0.00268+0.00719946j -0.00404532+0.00412978j 0.00126379-0.00356386j -0.000610321+0.00309498j 0.00758749-0.00225855j -0.00450565+0.0118635j -0.00139016+0.00175065j 0.00219053+6.5394e-05j 0.00544549+0.00487578j 0.00319789-0.0045156j 0.0012236+0.00134338j 0.00315565+0.00174873j 0.000265442-0.000650148j -0.000661823-0.00164508j 0.00278551-0.00968476j 0.0003674-0.000749873j -0.00206084+0.00075099j 0.00133015+8.43458e-05j 0.000722343+0.000954653j 
-0.000398229-0.00310947j -0.0025908-0.000750402j 0.00247613+0.00361471j 0.00221289-0.00299886j -0.00322342-0.0015147j 0.000175427-0.00220555j 0.00222666-0.0060093j -0.00753531-0.000849884j -0.00849207+0.00260927j 0.00100778-0.00657215j 0.000928461-0.00179852j 0.00362472+0.000212822j -0.000175333-0.000205578j -0.00121709+0.00180257j 0.00178118-0.00337738j 0.000972377+0.00249804j -0.00324676+0.00123237j -0.00281553+0.000895898j 0.00244145-0.000683945j -0.0057713-0.00256524j -0.00221599+0.00149885j -0.00539155+0.00272625j 0.00251478-0.00307626j 0.00200289+0.000736762j -0.000520072-0.00381715j 0.00520857+0.00168844j 0.00201581-0.00424031j -0.00313294-0.00160382j 0.000114648-0.00329657j -0.00223059-0.00566231j 0.00664458+0.00271341j -0.00033245-0.00117453j 3.96665e-05-0.000262362j -0.00297418+0.00148799j -0.000544747+0.000922426j 0.00440811-0.00289594j 0.000230067+0.00722143j -0.00693128-0.00507221j 0.00831557+0.000966836j -0.00492502+0.00356716j 0.0030923+0.00420744j 0.00174864-0.00283316j -0.00339597+0.00202032j 0.00551146+0.00534791j -0.00340943-0.000359719j 0.00165835+0.000571401j -0.00247622-0.00134324j -0.00097676+0.000707691j -0.0110205+0.00733975j 0.00383801+0.00258793j -0.00614471-0.0011479j -0.00380558-0.00282213j -0.00652287-0.00207995j -0.000446029+0.00125959j 0.00297879+0.00289427j 0.000141331+0.00255465j -0.00783118-0.0042088j -0.00280863+0.0069674j -0.00152057+0.00785587j 0.00339981-0.00753002j -0.00250861-0.000599735j -0.00254615-0.00292335j 0.000980101+0.00775786j -0.00473977-0.00579578j 0.000275873-0.00262365j -0.006176-0.00155585j -0.00155576+0.00389914j 0.000433242+0.00369686j 0.000742998+0.00548004j -0.00498874+0.00491116j -0.00118386-0.00877882j 0.000120167+0.00168297j -0.00628709-0.00273923j 0.000182027+0.00157649j -0.00118041+0.000558978j 0.00413621+0.00723855j -0.00579317+0.00322988j -0.00723656+0.003534j 0.00353865-0.00809183j -0.000740142-0.00313579j -0.00435671-0.000385545j -0.00716806+0.00562678j -0.00425946+0.014892j 0.0100172+0.00262014j -0.00252656+0.000423316j 0.000989715-0.000936939j 0.00133404+0.000463553j -0.00512664-0.00131052j 0.00195019-0.00509064j -0.00142849+0.00164053j 0.00265577+0.00561944j -0.00148123+7.41185e-05j 
0.00426855-0.000565237j -0.00270042-0.00277075j 0.00299536+0.00331309j 0.00170463-0.00203795j -0.00267989-0.00276327j 0.000996932-0.00189545j -0.00175207-0.00261149j 0.000974091-0.000242063j 1.96224e-05+0.00326565j -0.000130009-0.00069141j -0.00542329-0.00370511j 0.000392865-0.00166474j 0.00464643-0.000737789j 0.00038019-0.000725537j -0.00521997-0.00338119j 0.000867323+0.00172669j 0.00385851+0.000708371j 0.0040244-0.00130067j -0.0102544+0.00390667j -0.00066884-0.00181376j 0.0024514-0.000571118j 0.00626407+0.0045172j -0.00393567+0.000236843j 0.002194+0.000633843j 0.00444461-0.00246889j 0.00117465-0.000315971j 0.00251946-0.00120844j 0.00156088+0.0058517j -0.000849238-0.00193672j 0.00235776-0.00356674j -0.00388472-0.0021917j 0.00560183+0.0017731j 0.00821319-0.00174235j -0.005819-0.00158157j -0.00388331+0.00193805j -0.000834613+0.00377931j -0.00673511+0.00216293j 0.0073196-0.0071511j -0.00940508-0.00463419j 0.0122067-0.0029056j -0.00116492+0.00442032j 0.00760241-0.0010351j 0.00529879+0.00248806j -0.00852387+0.00248871j 0.00230054+0.000213992j -0.00343538+0.0034363j 0.000313453-0.0059322j -0.00116878-0.00110448j 0.00170496+0.00264671j 0.00262395+0.00324084j 0.00339503-0.000395383j 0.00236351-0.00362518j -0.00539403-0.00193206j -0.00175623-0.00461286j -0.00264753-0.00199688j 0.000397082+0.00303697j 0.0059454+0.00527198j -0.00393313+0.00650809j -0.00354614-0.00245889j -0.000379224-0.00272769j -0.00236017+0.00192858j 0.00400917+0.00120475j 0.00250463-0.0065102j -0.00144754+0.0106057j -0.00303145+0.0024257j -0.000573927+0.00276361j 0.00602438-0.00628622j -0.00179487+0.00551461j -0.00120255+0.00634804j -0.00256778+0.00207652j -0.00389029-0.000717889j -0.00206932-0.00379023j 0.001148+0.00137022j 0.00509866+0.00257222j 0.00473288+0.00302131j -0.00296733-0.00374616j 0.0048807-0.00179037j 0.000790831-0.000256762j 0.00552597+0.000657015j -0.000801468-0.00148587j 0.0091059+0.00616659j -0.00317405+0.00459652j 0.00210136+0.00818476j -0.00297314-0.00424481j -0.000678288+0.0066232j -0.0015099+0.00373596j 0.0030946+0.00103713j -0.00354455+0.00168544j -6.7694e-05-0.00293059j 0.00439623+0.00171457j 0.00191399+0.00237373j 0.000438873+0.0018015j 
0.00233461+0.000511664j 0.000240402-0.00185576j -0.00272362-0.000207698j -0.00108161+0.00250818j -0.000485938-0.00112112j 0.00182406-0.00128819j 0.000739249+0.00255393j 0.000474429+0.000816601j -0.000268048+0.00231545j -0.00146289+0.00203505j -0.00196776-0.00353302j -0.00220644-0.00318544j 0.00178534-0.00100074j -0.00219508-0.00227191j -0.000454856-0.000369903j 0.00175037+0.000655247j -0.0041809-0.000195553j -0.00341688-0.000323714j -0.00186954-0.0024209j 0.00804783-0.00178406j -0.00374602-0.00132678j -0.00272385+0.00282708j 0.000568822+0.00123889j -0.0041593-0.00104336j 0.0109552-0.000954576j 0.000691176+0.000673875j 0.00472447+0.00148106j 0.00350828+0.000308179j 0.000218508+0.00194022j 0.000564384+0.00282684j -0.00817039-0.000103749j 0.000286451+0.00684309j -0.000972443+0.00122234j -0.00622402-0.00249874j 0.00192103-0.000406885j 0.000762313-0.00158984j -0.00256789-0.00188883j -0.00957135-0.00264151j 0.00474866-0.00329592j -0.0061267-0.00233121j -0.00538085+0.00067748j 0.0148014-0.00313167j 0.000393547-0.00313226j 0.0064139-0.000372633j -0.00390628-0.00017134j 0.00637809-0.000117534j 0.00202762-0.00342323j -0.00739403+0.00139068j -0.000537493-0.0028055j 0.00247219-0.00115951j -0.00233082-0.00608124j -0.0056379+0.00180708j -0.00846591+0.00176385j 0.00623493+0.0037123j 0.0146638-5.0185e-05j 0.0105256-0.00069946j -0.00584696-0.00678888j -0.00440083-0.00428735j 0.0120193+0.0009184j 0.00172579+0.00193472j 0.0015729+0.00595793j -0.00307254-0.00400962j 0.00587668-0.00443791j -0.0040838-0.00182138j 0.000248324+0.000381515j 0.00111872+0.00330022j 0.00470391+0.00327236j -0.00450679-0.00175546j 0.000282404+0.000414925j 0.000604193-0.00125488j -0.00318879+0.00109745j 0.00313278+0.00233055j -0.00113557-0.000210388j 0.0021919+0.00322207j 0.00180596+0.00227338j 0.000583545-0.00133065j 0.00345245+0.000262106j 0.002444-0.00272332j -0.00311491+0.00381106j 0.0116584-0.000242109j 0.00327473-0.000423205j -0.00611508-0.00257874j 0.00419016-0.00552281j -0.00599003+0.00190386j -0.00585995+0.00682669j -0.00292016+0.00391311j -0.000472361-0.000399182j 0.00188292-0.00377983j 0.00261694-0.000422267j 0.000182287-0.00125179j -8.69685e-05-0.00173622j 0.00267795-0.00177318j 
