-0.000522631-0.00265042j 0.00147327-0.000516047j 0.00107553+0.00404858j 0.00256965-0.00350982j -0.00114169-0.00389695j -0.00080525+0.00409595j 0.00104556-0.00388476j 0.00312312-0.00849764j 0.00225206-0.0049896j 0.00081212-0.000333464j 0.00176468-0.00346996j -0.00112857+0.00175355j 0.000291861-0.000830691j -0.00177368+0.00328813j 0.00414502-0.00650425j -0.00163104+0.00232027j 0.000109144+8.07683e-05j -0.00122013+0.00180179j 0.000265396-0.00136173j 0.00149549-0.00315275j 0.000197741-0.00069756j -0.00322606+0.00478744j -0.00276212+0.00461065j 0.000380373-0.00149751j 0.00350584-0.00557769j 0.00382719-0.00456788j 0.00384777-0.00386555j 0.000947029+0.00228664j 0.00324576-0.00196029j -0.00198745-0.000506438j 0.00208199-0.00283089j 0.000336004-0.0039016j 0.00202069+0.00223348j 0.00122294+0.00546745j 0.00130844-0.00167783j -0.00254882-0.00469057j 0.00184915+0.00455395j -0.00230375-0.00900289j 0.00197568+0.009987j 0.000364772+0.00504519j 0.000863616+0.00733091j 0.000267027-0.00494228j 0.000157502+0.00508633j 0.000527523+0.000178789j -0.000488104-0.00700208j -0.000139496-0.00555033j -9.78223e-05-0.00983272j -3.0852e-05-0.00573008j -0.000195048+0.00192535j -7.93402e-05-0.000193381j 8.6995e-06+0.000242003j -0.00122768-0.000457967j -2.50196e-06+1.68077e-05j 0.000115846-0.00217373j -0.000625766+0.00688717j 0.0009507-0.00761642j 0.00087459-0.00758003j -0.000658214+0.00536773j -1.81482e-05-0.00205625j -0.000531141+0.00462166j -0.000164484+0.0058535j -0.00120669+0.00684975j -0.000257119+0.00294512j 0.00265017-0.00938586j -0.00361763+0.00695484j -0.00206072+0.00180207j -0.00244626+0.000887812j -0.000166396-0.00573813j 0.00380327-0.0051039j 0.00115194+0.00492588j -0.00270529+0.00330607j 0.00153002+0.003174j 
0.00127482-0.00088563j 0.000750401-0.00164617j -0.00146476+0.00217718j 0.000280705+0.000557385j 0.000548753-0.000847187j -0.00134927-0.000958627j 0.000943022-0.000263522j 0.000212319+0.00223099j -0.00107792+0.000610721j -5.6285e-05+0.000620533j 0.000644239-0.00123072j -0.00144432-0.00198011j -0.00225138+0.000258053j 0.0015295+0.00135005j 0.00068487+7.40235e-05j 0.000628503+0.00136721j -0.00221369-0.000552794j -0.00150814-0.00132417j -0.00147498-0.000481691j 0.000557317+0.000646514j 0.000576074-0.00230356j -0.000586753-0.00034032j -0.000102859+0.00104566j 0.000717737-0.000116732j -0.00211987-0.000877399j 0.00102365-0.00060677j 0.000873241-0.00137602j -0.00191595-0.00105664j -0.000809312-0.00161318j -0.000448993+0.00127794j 0.00013783-0.00139211j -0.000878835+0.00109389j 0.000514807-0.00138698j -0.00200593+0.00257642j 0.0017469-0.00123202j 0.00268778-0.00339002j -0.00271178-0.000260092j 0.00218811-0.00250608j -0.00306216+0.00232942j 0.000146001-0.000955994j 0.000979354-0.00214605j 0.00378526-0.00435548j -0.00169359+0.00351968j 0.00256632-0.000683534j -0.00400624+0.00327171j 0.00177671-0.00252358j -2.48593e-06+0.00173785j -0.00214568+0.00291856j 0.00275574-0.00195878j 0.0016696+0.000994053j 4.00764e-07-0.000111002j -0.000981723+0.00104777j 0.0054138-0.00196176j 0.00442109-0.00374601j -0.000199097+0.000402546j -0.00644543+0.00419365j 0.0012973-0.0018868j -0.00122121-0.000645511j -0.0015247-0.00140066j 0.000206896-0.00131811j 0.00342264-0.000806356j -0.00195112+0.00233944j -0.0039257+0.00182881j -0.00354915+0.00133737j 0.00539499-0.00181876j 0.00354093+0.0012296j 5.39827e-05+0.00236269j 0.0013855-0.000825016j -0.00316416+0.00173653j -0.00431968+0.000416011j -0.000494018+0.00223114j -0.00226272+0.000924725j 
-0.00166945-0.00104168j -0.000436492+0.00321037j 0.0022949-0.000169005j 0.00132582+0.00112392j 0.000410346-0.000594559j 0.00310345-0.0022376j -0.00370111+0.00155326j 0.00165045+0.000430884j 0.000997261-0.000773164j 0.000929019+0.00117251j -0.00284402+0.000217868j -0.000159719-0.000900907j 0.00582498-0.000118928j -0.00238604+0.00220632j -0.00151515-0.000773386j 7.62885e-05+0.000591098j 0.00406652+6.45861e-05j 0.00540878-0.000812123j 0.00180154+0.00138374j -0.00138753+0.000594263j -0.00223915-0.00238139j 0.000601425+0.0019091j 0.000717036+0.00125039j -0.00127393+0.000637035j 0.00459339+0.000998944j -0.000214908+0.000380442j -0.00012571-0.00317611j 0.00439954-0.00041552j 0.00602589+0.00296874j 0.00207312-0.000581473j 0.0043379+0.000282524j 0.00265052+0.000904849j 0.00198141-0.000194676j 0.00031808+0.00046901j 0.000742491-0.00122722j -0.000424539-0.000798057j 0.00360659+0.00181905j -0.000510378-2.58492e-05j 5.42389e-06+0.00181244j -0.000704334-0.000642375j 0.000651714+0.000570337j -0.00108401-0.00168849j -0.00179314-5.73066e-06j -0.000422415-0.00272414j 0.00206088+0.00304823j 0.00231889-0.00106155j -0.00351479-0.00125227j -0.00123965+0.000246437j -0.00163241-0.00162257j -0.00312486-0.00366547j 0.000234574+0.00218789j 0.000379088+0.00180235j 9.42711e-05-0.00417905j 1.10366e-05-0.000881748j 0.00138944-0.000650043j -0.00235947+0.00111205j 0.00229804+0.000115739j 0.00157047+0.00400503j 0.000817536+0.00337564j -0.000997041+0.00124575j -1.57368e-05-0.00211425j 0.000220441-0.000695011j 0.000116304+0.000386813j 0.0013434+0.0010262j 0.000514647-8.78556e-05j 0.000435246-0.00294635j -0.0022258-0.000901664j 0.0012983+0.00165783j 0.00016768+0.00151475j -0.00178213-2.16649e-05j -0.000708482-0.00476235j -0.00109241-0.000416675j 
0.0018456-0.000118056j -9.24413e-05-0.00127073j -0.000309266+0.00151421j -1.20653e-05-0.000677156j -0.000720487-0.000582349j 3.55846e-05-0.00052366j -2.19947e-05-0.001462j -0.00171775-0.000112333j 0.00014758+0.000241008j -0.000238002+0.00116918j 0.00165425+0.000215267j 0.00175203+0.00138995j -0.000646307+0.00179602j 7.54748e-05+0.0010613j -9.04334e-06-0.000239898j -0.000452619+0.00111299j -0.000906266-0.000439206j -0.00103281-0.00079035j -0.000816802+0.000926294j -0.000414284-0.00184547j 0.00268302+0.000387525j 2.38661e-05-0.000195762j -0.000589003-0.00064075j 0.000620949+9.51238e-06j -0.000143939+0.00149893j 0.00077706+0.00174655j 0.00230484+0.00130182j -0.00173953-0.00149749j -0.00253365-0.0014053j -0.000252891+0.000620067j -6.46812e-05-0.00154963j -0.00113686+0.00121634j 0.000936771-0.00109169j -6.84671e-05+0.000586691j 0.00168768-0.000288409j 0.000552957+0.000370909j -0.00103987-0.00231327j -0.00232023+0.000589386j 0.00151577-0.00124547j -0.000871728+0.000683588j -0.00227162-0.000416377j -0.000483122+0.00119077j 0.00103614+0.00106193j 0.00162478+0.00209555j -0.000190859-0.00142095j 0.00157602+0.000282186j -0.00287905+0.00173274j 0.00124025+0.000351072j -0.00253604+0.00128822j -0.00110866+0.00284163j -0.0012216-0.00107911j 0.000969221-0.000309695j 0.00130189+0.00291386j -0.00139042-0.000102706j 0.00142746+0.00125885j -0.00102181-0.000637925j 0.000332638+1.8664e-05j 0.00170034-0.00215424j -9.06599e-06-0.0029212j -0.00172024-0.0020201j -0.00326228+0.000162802j 0.00162563+0.00100577j 0.000280004+0.000275522j 0.000625348-0.000730868j -0.00196971-0.000850634j 0.000206247+0.00287956j -0.00118309+0.000353664j 0.00141127-0.0015798j 0.000766422+0.000447221j -0.0025091-0.000193496j 0.0018758+0.00327999j -0.00125386-0.000598004j 
0.00100806-0.00100905j 0.000397246+0.000848568j -0.000527052+0.0013625j 0.00044493+7.84585e-05j -0.000111644-0.000942425j 0.000731607-0.00148647j 5.91958e-05-0.000469219j -0.00104069+0.000209362j 3.87563e-05+0.000129766j -0.000586199+0.00128898j 0.000896651+0.000388012j 0.000966941+0.000438561j -0.000275877+0.000538887j -0.000893688+0.00204586j 1.35404e-06-1.55581e-05j -0.00067604+0.00112668j -0.000103067-0.00113615j 0.000576167-0.00130203j -0.000678343+0.000619377j -7.71064e-05-0.00118193j 0.00225142-0.000539645j 0.000137481+0.000246219j -0.000339195-0.00015067j 0.000260532+8.68843e-05j 5.33492e-05+0.000550627j 0.000114716+0.00135469j 0.00226532-0.00059149j 0.000104167-0.000946119j -0.000416516-0.000161151j -0.000412356-0.000519491j 0.000768252-0.00181534j -0.000550612+0.000154706j 0.00160184-0.000755057j 5.65271e-05+0.000598773j 0.00152706-0.00113275j 0.000623128-0.000485772j 0.000440304-3.17865e-05j -0.00144038+0.000502249j 0.000674551+6.02232e-05j -0.00111807+0.000222386j -0.0012245+0.000353637j -0.00061979-0.000589037j -8.38804e-05+0.000619966j 0.00143715-0.000652664j 0.000314436+0.00113768j 0.00220993-0.000648868j -0.00313972+0.00092036j 0.000105874+0.000306622j -0.00251674+5.57241e-05j -0.0016578-0.000165951j -0.000800208+0.000701813j 0.000757997+0.000729664j 0.00143788-0.00108623j -0.000688552-0.000482496j 0.00165008+0.000109355j -0.00220607+0.000842153j 0.00141909-3.49825e-05j 0.00175179+0.000704948j -7.8279e-05+0.000314895j -0.0016011-0.000215476j -0.00160664-0.000655745j 0.00134197+0.000259272j 6.38965e-05+0.000464151j 0.000691553+0.000136827j -0.00047346-0.000444368j 0.00100902+0.000101675j -0.00160034-8.45047e-06j 0.00149074-0.000252762j -7.97948e-05+0.000884545j -0.00275124+0.000265638j 0.00112352-0.000848731j -0.0017937-0.000120955j 
-0.000219921-0.000272089j 0.000678616-0.00268431j 0.000120253+0.000965755j -0.000728116+0.00207254j -4.01834e-05+0.00122061j 0.0016945-0.00308185j -0.00235663+0.00139663j -0.00239089+0.00703757j 0.000865534-0.00183421j 0.000724384+0.000669635j 0.00102848-0.00359455j 0.00466997-0.00887611j 0.00284429-0.00139677j -0.00187594+0.0034288j -0.000435293-3.43374e-06j -0.00037979+0.00241789j 0.00103247-0.000843924j 0.00300259-0.00158012j 0.00274011-0.00115806j -0.00470595+0.00429701j 0.00448645-0.00676727j 0.000658396+0.000707784j -0.00325223+0.00380836j -0.000469808-2.02939e-05j 0.00490716-0.00182977j 0.00333106-0.00122748j 0.00359198-0.00373546j 0.00223093-0.000496214j 0.00165885-0.00153646j -0.00309535+0.00319543j 0.0018008+0.000807603j -0.00199142+0.00297603j 0.00156681-0.00263407j -0.000910888+0.00194033j 0.000582528-0.0010234j -0.000253873-0.000720679j 0.0017839-0.00261182j -6.28282e-05-0.00136353j 0.000673922+0.00156629j -0.00112513+7.75096e-05j 0.000869048-0.00246886j -0.000313961-0.000847244j -0.000915464+0.00285833j -0.00115888+0.000916097j 0.00119842+0.000367627j 0.000661514-0.00192265j -0.00267993+0.00164459j -0.00109232+0.00236538j -0.000653313-0.000943458j -0.00321843+0.00206969j 0.00184978-0.000757034j 0.000817621+0.000361925j -0.00103815-9.79774e-05j 0.00101871-0.00281718j -0.000211298+0.00039351j -0.00214917+0.00264132j 0.00102047-0.00180163j 0.00325465-0.000843011j 0.00287353-0.00181353j 0.00102492-0.00129261j -0.000685648-0.00170884j -0.00139477+0.00177017j -0.00152564+0.00122829j -0.000223358+0.000571719j 0.00188145-0.00200686j -0.00164227+0.000905716j -0.00134642+0.00128369j 0.00242745-0.000775871j -0.000565504+0.00175556j -0.00217344+0.000116855j -0.00387628+0.00253864j -0.000979171+0.00143491j 
-0.000957883-0.00145653j -0.00121514+0.00169869j 5.62238e-06+0.00196556j 0.000185363-0.000965933j 0.00126368-0.00238857j 0.00243885+0.00103703j -0.00016053-0.00223275j 0.00220936-0.00482704j -0.000113751+0.000900739j -0.00219908+0.00151831j -0.00245347+0.00242976j -0.0036388+0.00577432j -0.000180734+0.00422127j -0.00260673-0.00118291j 0.000525267-0.00148737j -0.00182759-0.00084182j 0.00202892+0.00215834j 0.00289239+0.00188625j -0.00250747+0.00220274j 0.00388599-0.0026213j -0.0025247+0.00320853j -0.000676748+0.000157288j 0.00251386-0.00278638j -0.00104574+0.00133926j -0.0029123+0.00488352j -0.00425379+0.000770816j -0.00142831+0.000725023j 0.00388853-0.000130189j 0.00219477+0.00126626j 0.00114303-0.00130837j 0.00307488+0.000288668j 0.00125908+0.000846091j -0.00105304-0.00158871j 0.00109549-0.0007003j -0.000706999-0.000637208j 0.000800237-0.000374998j 6.45907e-05-0.00147377j 0.000878977+0.00227729j -0.000680187-0.00194817j 0.00104566+0.00140192j 0.00044301+0.0015354j 0.000670184+0.00176412j -0.000677625-0.000357648j 0.000279409-0.00040717j 0.000763521-0.00120308j 0.000803465-0.00178328j -0.000645661+0.00355757j -0.000408202-0.000358419j -0.000119648+0.00353751j -0.000867165+0.00218196j 0.000213954+0.00053856j 0.00048353-0.000850253j 0.000151511+0.000302649j 4.49905e-05+0.00214702j 0.000660149-0.00159614j -0.000932424+5.23813e-05j 0.00109866-0.00115362j 0.00098908-0.00186826j 0.000220164-0.00112147j -0.000801747+0.00143975j -0.000876712+0.00244571j 0.000284989-0.00193615j 0.000542835-0.00101446j 0.000235547-0.00222575j -5.07325e-06+0.00207994j 0.000144605+7.53808e-06j -0.00152353+0.00103094j 0.000400799-0.00152326j 0.000380893-0.000183109j -0.000565288+0.00166988j -5.36244e-05-0.0016354j -7.53246e-05+0.000389101j 
0.000496174-0.00180628j -0.00206055+0.00341174j -0.00157647+0.00215993j -0.00278939+0.00315171j 0.000815508-0.00149709j 0.0036532-0.00404547j 0.000277872+0.000355968j -0.00367475+0.00408123j -0.000499503-0.000755732j -0.00323725+0.00246627j 0.00191119-0.00095714j 0.00303342-0.00548411j -0.000838887-0.000856467j -0.0064732+0.00549211j 0.000705465+1.78494e-05j -0.00402307+0.00334358j 0.0021524-0.00306342j 0.00580602-0.00219837j -0.000681946-0.000982883j 0.000317313+0.00129946j 0.00842502-0.00432896j -0.000488187+0.000509086j -0.00347471+0.00153617j 0.000562656+0.000772095j 0.0013704-0.000466999j -0.00214343+0.000669985j 0.00629987-0.0036218j 0.00502614-0.000354209j -0.0018097+0.000469825j -0.00412571+0.00100865j 0.00250708-0.00209939j -0.000852126-0.000189529j -0.00245518+3.67228e-05j 0.000937132-0.000783747j -0.000644326-0.00116864j 0.000736464-0.00166368j -0.00297675+0.00272059j 0.00192339+0.000205838j -0.00310818+0.000901638j 0.00152615-0.000520836j 0.000806189+0.000325379j 0.00181926-0.00269976j 6.09925e-06-0.000596268j 0.00219737-0.00337944j -0.0026027+0.00301599j -0.000549079-0.00186391j 0.00364166+0.000762588j -0.000791352+0.000118043j 0.00342901-0.00103696j 0.00432871-0.00172946j -0.000904435+0.00110539j -0.0014317+0.000249917j 0.0039566-0.00408925j 0.00205272-0.00127988j 0.000156004-0.0016238j -0.00187492+0.00273147j -0.000455389-0.00082463j -0.00382125+0.000306049j -0.0037696+0.00155697j -0.000517608+0.0018647j 0.0039141+0.00102465j -0.0001718-0.000241676j -0.00101532+0.000985872j -0.00283634+0.00103655j 0.00278026+0.000521987j 0.00364666-0.00158907j 0.00127018+0.00149297j -0.0024444-0.000292812j -0.00215229+0.000369172j 0.000591874+0.00181998j 0.00309907-0.00228883j 0.000336461+0.000393678j 
0.00145634+0.000596933j -5.07018e-05+0.0022384j 0.000760446-0.00261465j 0.00186403-0.000126186j -0.000692715+0.00121724j -0.00228386-0.00168517j 0.000583817+0.00308574j 0.00129302+0.00126166j -0.000444238-0.000589392j 0.00216163-0.00160184j 4.24708e-05+0.000126098j -0.000998679-0.00191588j 0.00053077-0.00512925j 0.00293521+0.00150361j -0.00117821+0.00177058j 0.00246677+0.000108972j -0.00089792-0.00319525j -0.00282603-0.00320702j 0.00120707-0.00182302j -0.000590506+0.00124064j -0.00163392-0.000975331j 0.0010609-8.90623e-06j 0.000780347+0.00161554j 0.000827825-0.00112051j 0.00181435-0.00557649j 0.00211071-0.000377604j -5.95521e-06-0.000686494j -0.0038267-0.000471094j -0.00143708+2.04258e-05j 0.0026013-0.00129532j -0.00154089-0.00298292j 0.00181735-0.00242129j 0.00165018+0.00170216j 0.00070819+0.000343532j 0.00162322-0.000641577j -0.000642926+0.000721245j 0.000434293+0.00292469j -0.0035626-7.34769e-05j 0.00189898+0.000822826j -0.00192155-0.000728274j -0.00304748+0.000607212j -0.00249863-0.00157919j 0.00163538-0.0013457j 0.00185031-0.00150756j 0.000573044+0.00259987j 0.00154068+0.00188551j -0.00231426-0.00320435j 0.00153316-0.00105698j -0.00362264-0.00282876j 0.00029252-0.0041898j -0.00231406+0.000892893j 0.000219099+0.00157952j 0.00149969-0.00239484j -0.00327468-0.00116993j 0.00242141+0.00117186j 0.000685913-0.000531651j 0.000267654+0.00229538j -0.000723187+0.00350423j -0.00214905+0.00298121j -0.00295105-0.000358599j -0.0017586-0.00228494j 0.00313626+0.000956674j 0.00176776+0.00128741j 0.00231053+0.00214947j -0.00328219-0.00135131j 0.00214411-0.00112673j -0.000103325-0.00198615j -0.000223747+0.00151898j 0.0010969+0.000357547j -0.00110128-0.000672088j 0.00495947-0.00155692j -0.000657088-0.00177245j 
-0.00123675-0.000947348j 6.07788e-05+0.00200881j -2.23059e-05+0.000200962j 0.00205212+0.0018671j 0.00112421-0.000336152j -0.00287017-0.00346162j 0.00272341+0.00231496j 0.0059348+0.00356975j -0.00176009-0.000847954j -0.00042902+3.31196e-05j -0.00262165-0.00119819j -0.00809727-0.0058146j -0.00327699-0.00332578j 0.00241204+0.00441953j 0.000714041+0.000804543j 0.00160769+0.00104212j -0.00154101-0.00245951j -0.000681182-0.00446166j -0.00153754-0.00286843j 0.00420007+0.00445859j -0.00440697-0.00646096j 0.000942115-0.000247543j 0.00283169+0.00363748j -4.71399e-05-8.09372e-05j -0.00286927-0.00528733j -0.00213194-0.00252881j -0.00287733-0.00582176j 0.00177228-0.00159594j -0.000310784-0.000572179j 0.000467649+0.00192066j -0.000453506-0.00265376j 0.000891677-0.000197511j -0.00158762-0.00082708j 0.00247057+9.89741e-05j -0.00221249-0.00158697j -0.00247031-0.000913187j 0.00121032+0.00137969j -0.00132526+0.000149134j 0.0020883+0.00146464j -0.000829764+0.000413248j -0.00118072-0.000140152j -0.00417627-0.00125774j 0.00198695+0.000296464j -0.00226274-0.00270592j 0.00410271+0.00232175j -0.00246753-0.00199161j 0.00111589+0.000993486j 0.00151692+0.000765203j -0.00236628-0.000909427j -0.00101115-0.00120186j 0.000632563+0.000584446j 0.00126465+0.000564513j -0.00428037-0.0050755j -0.00377011-0.00234893j 0.00011916-0.00124345j 0.00417109+0.00475368j -0.00112904-0.00128451j 0.00090708+0.00105177j 0.000678216+0.00200836j -3.09113e-07+0.00181816j -0.00102759-0.00179609j 0.00178239+0.000197681j 0.0020527+0.00193391j 0.00205471+0.0019098j -0.00162073-0.00225787j -0.000435411-0.00353178j 0.00135401+0.000726099j -0.000537468-0.000500458j 0.00149615+0.00172111j 0.00138396+0.00309313j -3.49475e-05-0.00201789j 0.00108271+0.0015587j 
-0.000296079-0.000923632j -0.00019983-0.00102652j -0.000707998+0.00450079j 0.000294704+0.00259094j 0.000710787-0.00234152j -0.000156193-0.000516858j 0.00148716-0.00404619j 0.00301692+0.00162793j -0.000690021+0.000997175j -0.00268176+0.00378447j -0.000898521-0.00145642j -0.00492872+3.52091e-05j -0.0044958+0.00654642j -0.000653702+0.00354963j 0.00201042-0.00222949j -0.00152045+0.00258084j -0.00190729+0.0013874j 0.000991289-0.00121311j -0.00424354+0.00134923j 0.00424504-0.00134209j 0.000343248-0.00453366j -0.000856145+0.000409776j 0.00156138+0.00171331j -0.00040117+0.00036601j -0.00481961+0.0043334j -0.0035805+0.00176571j -0.000407021-0.00212394j 0.00360915-0.00272404j -0.00171993+0.000347964j -0.00134893+0.00468341j 0.000972178+0.000801705j -0.00251031+0.00365367j -0.00111287+0.000711622j 0.000945083-0.000108724j -0.000613772+0.00154218j -0.00155727-0.00109517j 0.000588156-0.000284517j -0.000876132-0.00268176j 0.00142024+0.00187618j 0.000304266-0.000934268j -0.00103435-0.00249333j -0.00253943-0.000612753j 0.000555672+0.00181118j -0.00155324+0.00150247j 0.00293129+0.000133388j -0.00184424+0.000978073j 0.000106621-0.00155338j 0.00127261+0.00194888j -0.00152759-0.00201145j -0.00157105-2.38458e-05j 5.77145e-05-0.00208374j 0.000991477+0.000529959j -0.00343171+0.000687907j -0.0019719-0.0027243j -0.00114513+0.00183669j 0.00268005+0.00129085j -0.00157587-0.00027914j 0.0012701+3.83527e-05j 0.000953677-0.00132141j 0.00133708-0.00219695j -0.000774217-0.00338322j 0.000555572+0.00214556j 0.000957524+0.00108699j 0.000341666+0.00170737j 0.000282377-0.00392246j -0.00206768+0.000521862j 0.000752538-0.000635032j 0.000199915-0.000233612j 0.00052314+0.00269859j 0.000709735-0.000785581j -0.0013152+0.00261758j 0.000896135-4.41488e-05j 
-0.0031634+0.00304529j -0.00099266+0.00333335j 0.0023403-0.00533963j 0.00119448-0.0001865j 0.000566647+0.000915983j 0.00208462-0.00195826j -0.00189515+0.00569302j 0.00125904-0.00241877j -0.000167274-0.001593j 0.00184693-0.00295712j -0.00312383+0.00314784j -0.00168961-0.000327856j 0.00715497-0.00779981j -0.00193525-0.000689614j -0.0032355+0.00143839j 0.00123418-0.00144856j 0.00627751-0.00313804j 0.00375116-0.00274889j 0.00374379-0.00227409j 0.000451768+0.00250626j -0.00516178+0.00392162j 0.00125819+0.000467337j 0.000648448-0.000448087j 6.43302e-05+0.000844549j 0.00604851-0.00492196j -0.00145739-0.0013754j -0.00314601+0.00174576j 0.00167919-0.00141602j 0.00500903-0.00212674j 0.00340464-0.00292835j 0.0030792-0.00175091j 0.00571334-0.00386366j -0.00224863+0.00233169j 0.00095571-0.00107873j -0.0013417+0.00152587j -0.00071715+0.00080546j -0.000215405+0.00161827j 0.00158777-0.00126063j -0.00165732+0.00135793j 0.00171951-0.00150137j 0.00106829-0.000661981j 0.000698354-0.00142332j -0.000369033-0.00151843j -0.000584717-0.00043024j -0.000401269+0.00070885j -0.00199178+0.00156009j 0.00347004-0.00348216j -7.1803e-05-0.000267121j 0.003019-0.00308935j 0.00302072-0.00356695j -0.000145713-0.000345307j -0.00132549+0.000756086j -0.000187556-0.000942935j 0.000964841-0.000221741j -0.00108827-0.000179651j 0.00172624-0.00118566j -0.00144058+0.000889795j -0.00341179+0.00246011j -0.00213104+0.00199786j 0.000831987+0.000741764j 0.00308563-0.000749692j -0.00123049+0.000280744j 0.000294856-3.32442e-05j -0.000751351+0.000675992j 0.0011215+0.000278479j 0.000280227-0.0015288j 0.00124594-0.000845645j -0.00235598+0.00175117j 0.000149455-0.000891066j 0.00308811-0.00110984j 0.000343798-0.00130568j 0.00233272-0.00194697j 
-0.00346259-0.00219296j -0.000551289+0.00220641j 0.0060925+0.00418845j 0.00123588+0.0013321j -0.00387268-0.00230851j -0.000731376-0.00293584j -0.00436249-0.00231932j 0.000188458-0.00204028j 0.000849007+0.000914575j 0.00423373+0.00623637j -0.000209224+0.000367481j 0.00200063+0.00310305j 0.00731636+0.0063591j 0.00375784+0.00483493j -0.00170664-0.00309068j 0.00244322+0.0044855j 0.000993173+0.00147721j -0.000386766-0.00339603j 0.00175143+0.0060649j -0.00195985-0.00496951j -0.00203885-0.00475691j 0.000214908+0.000934072j 0.000407621-0.0023113j 0.00146342+0.00101887j 0.00531367+0.0066107j 0.00183805+0.00445254j -0.00161619-0.00382879j -0.00178685-0.00538467j -0.000145205+0.00147512j 0.00173421+0.00211734j -0.000851861-0.00452109j 0.00425203+0.0033538j -0.0033368-0.00161893j 0.0013737-0.000626997j -0.00179286-0.0016852j -0.00142966-0.00117717j -0.0031565-0.000263792j 0.00117902+0.00228361j -0.00127531-0.00203686j 0.00128939+0.0016755j -0.000379132+0.00160126j 0.000629385+0.000795461j 0.00310591+0.000101487j 0.000459143-0.00164129j -0.000211305-0.00106058j -0.0029206-0.00334434j 0.00570465+0.00574617j 0.00152429-2.51633e-05j 0.00283792+0.00433302j 0.00480871+0.00464117j -0.000111489+8.91337e-05j -0.000149307-0.00169115j -7.43043e-05-0.0016298j -0.00101113+0.00126505j 0.000191708-0.00217265j 0.00294912+0.00390679j -0.00184771-0.00269005j -0.00273183-0.0045045j -0.0029668-0.0021735j -0.000904054+0.00224936j 0.000150518+0.00380084j 0.000490772-0.00183184j 0.000593173+0.000143569j -0.000629353-0.000945777j -0.00117231+0.000648005j 0.00204914-0.000315247j 0.0017395+0.00291812j -0.0026065-0.00347556j 0.00177286+0.000222624j 0.00174751+0.00476326j 0.00159402-0.0005664j 0.00152665+0.00248924j 
-0.000652163-4.8746e-05j -0.000794726+0.00586083j -0.00284793+0.000780671j 0.000552229-0.000181571j 0.00181761-0.00438093j 0.00397805-0.00448299j 0.00180361+0.000941991j 0.00194535-0.00484362j -0.00152325+0.000114387j -0.00467031+0.00290351j -0.00174236+0.00520452j -0.00375406+0.00576158j -0.000170325-0.00147315j -0.00556635+0.00560898j 3.37452e-05+0.000640805j -0.00274775+0.00190332j 0.00313674-0.00496349j 0.00471586-0.00559109j -0.00323018+0.000631191j 0.00562583-0.00329322j 0.000906985+0.00339353j 0.000535125+0.00022054j 0.00304058-0.0019997j -0.00039003+0.00227347j -0.00146489+0.000366388j -0.00560601+0.00388748j 0.00184545+0.000241376j 0.00532132-0.00506767j 0.00266011-0.00182891j 0.000686094-0.00336005j 0.0055326-0.00620746j 0.00114954-0.00231493j 0.00098032-0.000474379j 0.000758113-0.00196373j 0.000736706-0.00144468j 0.000646607+0.000231324j 0.00167324-0.00050914j -0.00107236+0.00257624j 0.000892865-0.00112276j -0.0010253+0.000415858j -0.000347653+0.00196231j -0.000458204+0.000999512j -0.00112861-0.000467581j 0.000673363-0.00281901j 0.00105689-2.02225e-05j 0.00287482-0.00218693j -0.00423355+0.00283261j -0.0008332-0.00123425j -0.00293465+0.00244426j -0.00357803+0.000218843j -0.000188475+0.00259444j 0.000765222-9.83208e-05j 0.00109165-0.00226644j -0.000907447+0.00140924j 0.00216241-0.0019841j -0.00285437+0.000275736j 0.00273036-0.000514692j 0.00266329+0.000323221j 0.00110446+0.00191076j -0.00200542+0.002391j -0.00199659+0.00105029j 0.00138147-0.00221768j 0.000543319-0.000553277j 0.00146779-0.00125668j -0.000813943+0.0017891j 0.00068605-0.00136441j -0.00270633+0.00139495j 0.00163665-4.74653e-05j 0.000219989-0.000445337j -0.00221548+0.00141497j 0.000744182-0.0037578j -0.00145597-0.00110035j 
