-0.000963718+0.000408631j -0.00062503-0.00208547j -0.0016685+0.00164003j 0.00169752+0.00465659j 0.000720885-0.0037562j 0.00201006+0.00219774j 0.00157558+0.000676038j 0.0024145+0.00692713j 0.000513328-0.00644313j 0.00179457+0.000264491j -0.00196982-0.00093948j -0.00151618-0.00286083j -0.00303767-0.00741118j 0.00215495+0.00505264j 0.00275519+0.0127234j 6.79458e-05+0.00313287j -0.000588589-0.00371333j -0.00110115-0.00605723j -0.000952296-0.00291475j 0.000810775+0.00952326j 0.000344563+0.00114189j 8.21795e-05+0.0063376j -0.000144281+0.00451803j 0.000465497+0.00472093j -0.000409848-0.00482423j -5.32572e-05-0.00238826j 0.000430125+0.0107317j 0.000557325+0.00379999j 0.000560833+0.00861968j -6.8555e-05-0.00308348j -0.000105211+0.00481059j -2.14673e-05+0.00851502j -3.55562e-05-0.000453425j -5.45571e-05-0.00163549j -0.000469019+0.00216695j -8.18088e-05+1.47464e-05j -0.000276105+0.00126264j 0.00075637+0.000431858j 0.000452403+0.00015925j 0.000192916+0.000261437j 7.02523e-05+0.00174214j -0.000148608-0.000514224j 0.000168806+0.00370868j -0.000153732+0.00252919j 0.000723925-0.00975107j 3.25581e-05-0.00133109j 0.000225705-0.00395597j 0.000350519-0.00343751j -0.00151747+0.0110147j -0.000308246+0.00133721j -0.000470769+0.00619302j -0.000179769+0.00252757j 0.000620713-0.00371413j 0.000510266-0.00240917j -0.000316664+0.0050514j -0.000736831+0.00662467j 0.000228896+4.12059e-05j 0.00114977-0.00751857j 0.00122357-0.00304796j 0.00125625-0.00539931j -0.000342056+0.00223718j 0.000295057-0.00248554j -0.00289778+0.00920352j -0.00246318+0.00404401j 0.00239668-0.00432783j 0.00114194-0.00157994j 0.0016795-0.000123097j -0.00148913-0.000416747j -0.000497313-0.00582474j -0.00225938+0.00586519j -0.00143512+0.00052536j -0.00183946+0.00173596j -0.000716033-0.00344378j 0.0016618-0.00429646j 0.00170355+0.00169411j -0.000675372+0.00212573j 0.00113816+0.000531348j 
-0.000214532-0.000970199j 0.000417153-0.000186064j -0.00102967-0.00195153j -0.00063928+0.000497673j 0.00117122+0.00218847j 0.00034965+0.00190383j 0.00145043+0.00198333j -0.000421166+0.000835338j 0.000864456+0.00148315j 0.00121714+0.00152935j -0.00135582-0.00249133j -0.000631925-0.000239009j -0.00315885-0.0029503j 0.00121244+0.00267305j -3.58761e-05-0.00297655j 0.00171304-0.00110311j -0.000858342+0.00189379j -0.00141508+0.00143643j 0.000426009+0.00138337j 0.00112448-0.00250006j 0.000605725-0.00052339j 0.00099871-0.00139371j 0.00155865+0.00474175j 0.00263554-0.000136262j 0.00145084+0.00368581j -0.00178308-0.000703026j 0.00106973+0.00129028j -0.000914481+0.00204487j 3.09483e-06-0.000220935j 0.000324883-0.000813046j -0.00140575-0.00561687j 0.000431759+0.00425j 0.00119182-0.000268493j 8.8411e-05+0.00610708j 0.00124403+0.00349987j 0.00134588-0.00167319j 0.000557722+0.00124879j -0.00192789+0.00102116j 0.000403123+9.79533e-05j -0.00210104+0.000382966j -5.46195e-05+0.000604217j 0.00164496+0.00239597j -0.00133075+0.00483179j 0.000402631-0.00549102j 0.000751601-0.00370176j 0.000876839+0.000223403j -0.00124346+0.00560258j -0.000200764-0.000746149j -0.000497198+0.00108835j 0.000129601+0.00152217j -0.00162704+0.000391072j -0.00206983+0.000594042j -0.000859397+0.00359553j 0.00191736+0.00137158j -0.00219561+0.00375734j -0.00114419-0.00244518j 0.000751334+5.7777e-05j 0.00138712+0.00238516j -0.000681809+0.00146076j 0.00118533+0.00122511j -0.000623281-0.00128723j 0.00128694+0.000894302j -0.000219201-0.00152469j -0.0017383+0.00364911j 0.00263504-0.00262432j 0.000553828-0.000126293j 0.00147044-0.00245534j -0.00156984+0.00180517j -0.00126257+0.0017016j 0.000727673+0.000598335j -0.00125374+0.00166257j -0.000583334+0.00163708j -0.00129388+0.00242634j -0.000831062-0.000300223j 0.00128072-0.0018456j 0.000513118-0.000277357j 0.000564802-0.000845708j 
0.000261348-0.000591374j -0.000787534+2.78546e-05j 0.000618112-0.00125768j 0.00093497+4.62777e-05j -0.000838398+0.00135141j -0.000258175+0.000497328j -0.00149698+0.000735831j 0.000121246-0.000164574j 0.00115501+0.00158572j 0.000860111+0.00185463j 0.00108997-0.00143467j 0.000371072-0.00128518j 0.00478118-0.00179949j -0.00183145+0.000898893j -0.00121453-0.000520879j -0.00171204+0.000755075j 0.00278411-0.000309301j 0.00410193-0.000732671j 0.00141491+0.00127269j -0.00496933-0.00269878j -0.000610134-0.000915031j -0.00138591-0.00141624j -0.0033986-0.000368551j -0.00541017-0.00124586j -0.00361366+0.0010027j 0.000994048+0.000773611j -0.00480771-0.00159729j 0.002649+3.84344e-05j -0.00236182-0.00132755j -0.00375463-0.00143829j 0.00417451-0.00051233j -0.00334661+3.03618e-05j -0.00324949-0.0013079j -0.000777006+0.00077518j -0.00238337+0.000145141j -5.4713e-05-0.000774839j -0.00066287+0.000816722j 0.00782762+0.00304657j -0.00615582-0.00256672j 0.00474733+0.00189139j -0.000276623+0.000656845j -0.00160786-0.000134775j 0.00191597+0.0015846j 0.00040366-0.000799256j -0.00314829-0.00226652j -0.00334843-0.00192209j 0.00211603+0.00303333j 0.00279176+0.00125073j 0.00387534+0.000654369j -0.00103849-0.00168868j 0.00470429+0.00282269j 0.00317869+0.000510713j 0.00124932+0.00258145j -0.00401103-0.00216862j 0.00283222+0.00213736j 0.0027395-0.000617126j -0.00148431-0.00067317j -0.0052991-0.00167179j -0.00227307-0.000912181j -0.00215957-0.00343467j 0.00125634+0.00167785j -0.000274605-0.000751868j 0.000609035+0.000943995j 0.00136985+0.00253865j -0.0018214-0.00423324j 0.00052899-0.000995369j -7.15902e-05-0.00177574j -0.00146375+0.00101618j -0.00192432+0.000585642j -0.00022679-0.000760346j 0.000530594+0.00147144j 1.61817e-05+0.0004556j 0.000133438+0.00150714j 0.000684364+0.000832699j 0.000402871-0.00128849j -0.000550312-0.00101872j 0.000275579-0.000496869j 
-1.33322e-05-0.00148286j -0.000204469+0.00173484j -0.000626798+0.00130692j -0.000345037+0.00101922j -0.000866452+0.000253918j -0.000204967+0.000335j 0.000835502-0.00042003j -0.000653481+0.000314116j -0.000550971-0.00046907j 0.000312455+0.00162801j 0.000162475-0.000436573j 0.000484096+0.00134767j 0.000150693-0.000597541j -0.000659181-0.00154885j 0.000170421+8.31562e-05j 0.000562442-0.000841112j 0.000273492-0.000606998j 0.000401278+0.0006112j -0.000631873+0.000329465j -0.00027197-0.000957692j -1.1279e-05+0.00211951j -5.30702e-05+0.000221162j 0.000125189+0.000837922j -0.000428706-0.000696807j 0.000148171-0.000236654j 0.000767585-0.00105437j -0.000115912-0.000905985j 0.000693067+0.000208237j -0.000315013+0.000601571j -0.00159462+0.0017596j -0.000685631+0.000743664j -0.000224757-0.000288246j 0.00173063+0.000416165j 0.000455361+8.37883e-05j -0.000978+0.000855382j -0.000271652-8.44441e-05j -2.60284e-05-0.00178133j 0.000879974+0.000587408j -0.000412268-0.00115494j -0.00155919-0.000568717j 0.000215952-4.90128e-06j 0.000610761-0.00106673j 0.000477135-2.87584e-05j 0.000870296-0.000404807j 0.000908382-0.00053794j 0.000444407-0.000192604j -0.000333107+0.000150725j 0.00147136-0.000463678j 0.0019181-0.000265484j -0.000214815+0.000354227j -0.000860316-0.000283326j 0.00123495+7.79268e-05j 0.000611874+0.000368027j 0.0011112-0.00062052j 0.000940818+1.85547e-05j -0.000774401+0.000517328j -0.000298364+0.00173135j 0.000126965-0.00124947j 0.0010239-0.000996146j -0.000611457-2.50607e-05j 0.00126458-0.000560332j -0.000290435+0.000102896j 0.00022137-0.000131949j -0.00077329+0.00134379j -0.00066284+0.00138543j 0.000687737-0.000722084j 0.000351294-0.00154289j 0.00010755-0.000832961j -4.7588e-05-0.000601093j 0.000605652+0.000271439j -0.00146341-0.0011781j 0.000440371-4.11017e-05j 0.00100925+0.000596844j -0.0020609+0.00153549j 0.000326513-0.000881777j -0.00191531+0.00176972j 0.000542672-0.000458453j 
0.0016484+0.000116668j 0.000694947-0.00120107j 0.000671793-0.000667725j -0.000900964+0.000853398j -0.000841252-0.000128276j -0.000368086+4.44732e-06j 0.000806805-0.000594993j 0.000513357+0.000784802j 0.0020765-0.000895904j -0.00134011+0.000684701j 0.00232131-0.000831105j 0.0017256-0.00153119j -0.00023804+0.00084573j 5.89237e-05+0.00152425j -0.000227141-0.00030988j 0.0024907+9.56964e-05j -0.000914727+0.00043093j 0.000879915-0.000914155j -0.000305046+0.000276097j -0.00264943+0.00241712j -0.00218369-0.000364227j -0.000475767+0.000427239j -0.000136682-0.000929977j -0.00181278+0.00135418j -0.00132988+0.000905821j 0.00220172-0.000991865j 0.000663951-0.000857382j 0.00198165-0.00116274j 0.000363736-8.2491e-05j -0.00239424-5.61539e-05j -0.00233102-0.000466429j -0.00237133-0.000414622j 0.000860354+0.000270736j -0.00146333+0.000245285j -0.00106318+0.000184308j -0.002782+0.0012852j 0.00294627+0.000460467j 0.0034265-0.00150118j -0.00103732+0.000661324j -0.000796639-0.00044505j 0.00233637+6.89497e-05j 3.09966e-05+0.00169814j -0.000687867-0.000399475j 0.00147003+0.000619824j 0.00143583+0.00118613j 0.000351799+0.000897841j 0.0033305-7.20224e-05j -0.000582674+0.00105118j 0.00140267+0.00136217j -0.00047979+0.000405844j 0.00154707-0.000365265j 0.000151282-0.000636796j -0.000776176-0.000328415j -0.00111693+0.000884512j -0.000539132+0.000573699j 0.000914789-0.000110627j 0.00316532-0.000346635j -3.37828e-05+0.0015739j 0.000388389+7.63567e-05j -0.00212781+0.0004285j 0.0017808+0.000689111j -0.00400082-8.10429e-05j -0.000374077+0.000915749j 0.00169649-0.000867738j -0.000787855-0.00105329j 3.71674e-05+0.000987929j 0.00102989+0.000754738j -0.00188255-0.00120757j 0.00205468+0.000796307j 0.00252522-0.000347158j 0.000463603+0.000730469j 0.000739175-0.000266753j -0.000328416+0.000353381j -0.000876997-0.000717864j 0.00121218+0.000720762j 0.00112074-0.00093366j 0.00135372+0.00116553j 
-0.000150665-0.000574933j -0.00317044+0.00138131j -0.00221095+0.000969162j 0.000640411-0.000271348j -0.00128976+0.000807226j -0.00131733+0.000822364j 0.00142769-0.00184682j -0.00129474+0.000230468j -0.00217007+0.000242085j 0.00069858-0.000474498j 7.42798e-05-0.000426293j -0.00193942+0.000135176j 0.000340594+0.000495217j -0.000551089+0.000404596j 0.000451816+0.000428525j 0.000437859+0.000167716j 9.62621e-05-0.000756861j -0.00174554+0.000889209j 2.92033e-05+0.00041866j 0.00125916-0.000129175j 0.000842786-0.000396004j 0.00082095-0.000532684j -0.00181454+0.000336791j 0.00143843-0.0014289j 0.000438085-0.000999595j -0.000535077-0.000420454j 0.00104771-0.0008697j -0.00342094+0.000644471j -0.00241923+0.000698836j -0.00110088+5.67392e-05j 0.000380297+0.000815028j 0.0013738-0.00035103j 0.000815515-0.0013694j 9.4632e-05-0.00086988j 0.000400286+0.000530557j 0.00207916+0.000651382j -0.000892948+6.31967e-05j -0.00213172-0.000497779j -0.000428445+0.000105686j -0.00362657+0.00142033j 0.00140265-0.000259606j -0.000205126-0.000921148j 0.00130954+0.000266026j 0.00223204+0.000926979j -5.65919e-05-0.000606254j 0.00187894-0.00134953j -0.00350143-0.000268702j 0.00142299+0.000356409j -0.000262603-0.000143732j -0.000947169-0.000388566j -0.00155177+2.22626e-05j 0.000539604+0.000622251j 0.000959864+0.000482746j 0.00266151+0.00118981j -0.000162936+0.000229753j -0.00168196-0.00101206j -0.000964172-0.00062852j 6.14373e-05-0.000209558j 0.00148853+0.000263448j -0.00054061+7.39458e-05j 0.000627535+0.00140713j 0.00277584+0.000581639j 0.000467728-0.000204518j -0.00105064-0.00107241j 0.000494909+0.000267791j -0.00051691+0.000226223j 0.000884988-8.24031e-06j -0.000267192+0.000893405j -0.000643159-0.00140396j -0.000240066-0.000501281j -0.00303835-0.000708272j -0.00224407-2.52821e-05j 0.0020099-0.000438574j -0.00178052+0.000153982j -0.000377397-0.000773596j -0.0041186-0.00104829j -0.000870447-0.000484412j 
-0.000775005-0.000445922j -0.00157245+0.000228813j -0.00188557+0.00028247j -0.000276104-2.09574e-05j 0.000497399+0.000153674j 3.45182e-05-2.37663e-05j -0.00121334+0.000218631j -0.00220394+0.000292175j -0.00240837+0.000916282j 0.000247646-0.00109891j -0.00259344+0.00116096j -0.00306287+0.000254968j 0.003458-0.00213913j -9.37383e-05+0.000158767j 0.00067862+0.00015262j -0.00492971+0.00374496j 0.00202432-0.00200193j -0.00014329-0.00149037j -0.000954688+0.00115222j 0.00395505-0.0021739j 0.00254315-0.00200005j 0.000210784-0.000318767j -0.00112856+0.000377926j 0.0014751+0.000240811j 0.00106914+0.000738121j -0.000361879-0.000268513j -0.00249166+0.00198877j -0.00100121-0.000560811j -0.000833629+0.000343539j 0.00181958-0.000357351j 0.00458555-0.00236403j 0.00166034-8.05479e-06j -0.00103549-0.000655715j 0.000998089-0.00117759j -0.00164202+0.000230251j 0.00353632-0.000115642j -0.00361399+0.00163031j -0.000253485-0.000808415j 0.000797393+0.00187355j 0.00153934-0.000114724j -0.00560207+0.00088031j -0.00107301-0.00015384j 0.00125843-0.000216899j -0.000926372-0.000419699j -0.000591413+0.00028424j 0.000419696-0.00114847j -0.00528925-0.000101786j 0.0032878-0.00135963j -0.00067095-0.00144846j -0.0012653-0.000202113j -0.00274578-0.000114481j 0.00320726-0.000846339j 0.000474917-0.000146971j -0.00138621+0.00193896j 0.000541664-0.00060164j 0.00171406-0.00103983j -0.0059434-0.000714436j -0.00339566-0.000142571j -0.000567839+0.000262163j 0.00199667-0.000808876j -0.00145339+0.00101737j 0.00585053+6.67054e-06j 0.00137873-4.41544e-05j -0.00219065-0.00138932j 0.00104108+0.00014452j -0.000590401+0.000273705j -0.00169058+0.00122792j 0.00412671+0.00178745j -0.00312568-0.00101781j -0.0018806-0.00014869j -0.000897318-0.000785487j -0.000174506+0.000151119j 0.0001893-0.000736114j -0.00197384-0.000443318j -0.000448773-0.00102476j -0.00224682-0.00089185j -0.001098-0.000915556j 
-0.000448383-0.000786759j 0.000397012+0.000797765j -0.00146996+0.000113079j -0.00073698-0.00121901j 0.00175918-0.000264464j 0.00157211-0.00222875j 0.00220089-0.00224969j 0.000799059-0.00181998j 0.000871372-0.00108596j -0.000638293-0.00377322j -0.0021243+0.00349996j -0.000312403+0.0019634j -0.00493734+0.00372175j 0.00322332-0.00257477j -0.00175527+0.000644249j 0.000955896-0.00226783j -0.000307369-0.000338265j -0.000719996+0.000877205j 0.000360187-0.00100435j 0.000677457-0.000169245j -0.00134664-0.00142524j -0.000211043-0.000872645j 0.00550467+2.95925e-05j 0.00275728-0.00442685j 0.0043128-0.00202478j -0.000494107+0.00391809j 0.00421857+0.00142091j 0.000718576+0.00110494j 0.00200217-0.000196429j 0.00105008-0.00124915j -0.00676587+0.00309527j 0.00543795+0.00021205j 0.00169103+0.00088596j 0.004022-0.00220353j 0.0034035-0.00165399j -0.00163909-0.00271043j 0.00171845+0.0028122j -0.00454146+0.00399765j 0.00376613+0.00164926j -0.00216641+0.00143695j 0.00104158-0.00110128j 0.00313823-0.0038299j 0.00218779+0.000182752j -0.00370245+0.00219651j -0.000674118+0.00153303j 0.00141712+0.00224701j 0.00239107-7.53817e-05j -0.0023753-0.0013517j 0.000139468-0.00150958j 0.00176773-0.000909799j -0.00276465+0.00164466j -0.0023201+0.00287827j 0.00138156-0.00180722j 0.00389786-0.000724344j 0.00222912-0.00148452j -0.00426841+0.00176304j 0.000529425+0.000365693j 0.00563405+6.60809e-05j 0.00127899+0.00355296j 0.0036738-0.00125453j -0.00197905+0.00110524j 0.00125659-0.00407102j -0.00178083+5.34234e-05j 0.00253081-0.00078831j -0.000922085-0.00018201j 0.00116672-0.000979988j -0.00154823+0.00166771j 0.00194776+0.00148266j 0.00358834+6.22362e-05j -0.000695487+0.00125895j 0.0010862-2.0851e-05j 0.0011348-0.000230591j 0.00239852-0.0017078j 0.000916238-0.00234268j -0.000200104-0.000565641j -0.0005715+0.00146913j 0.000647364-0.00120032j 
-0.0010375+0.000934021j 0.000462146-0.00113294j -0.00211943+0.0017092j -0.00106966+0.00204853j 0.00238727-0.00238625j 0.00135283+0.0019062j 0.00137233+0.000721953j -0.000788699+0.00213018j -6.30997e-05-0.00170968j 0.000456389+0.00178358j -0.00254941-0.0015889j -0.000567085+0.000253978j -0.00311773+0.00104706j 0.00249088-0.00023949j -0.000288598+0.000127259j -0.00164335-0.00142271j 0.000202271+0.0017725j -0.00163125+0.00150526j -0.00115618-0.00103651j 0.00306204+0.00199526j 0.00091048+0.00296663j -0.000429561+0.00144463j 0.00518439-0.000268537j 0.00341363+0.00320225j 0.00418113+0.000548897j -2.50772e-05-0.00300146j 0.00212993-0.00115769j -0.00125001+0.000657002j 0.00102825+0.0013985j 0.0020216+0.00278874j -0.0036794-0.00194429j 0.00329184+0.000536795j 0.00227819+0.000470043j 0.00381056+0.00341453j 0.00220003+0.000257172j -0.000136596+0.00179552j 0.00118697-0.00532771j -0.00205869-0.00468742j 0.00469439+0.000713109j -0.0014491-0.00193654j -0.00202375-0.000945997j 0.0015987+0.00252512j 0.00139467+0.000299538j -0.00283707-0.0036051j 7.2149e-05-0.000196406j 0.00306144-0.000372495j 0.001288-0.00137777j -0.000987969+0.000507909j -0.00252008+0.00151675j 0.00111044+0.00307141j -0.00211794-0.00424996j 0.000269177-3.12396e-05j 0.000595278+0.000662728j 0.00189391+0.000627819j -0.00116941+0.00188862j -0.00111762+0.000405102j 2.14089e-05-0.00109209j 0.0032732-0.000533366j 0.00395331-0.00168953j 0.000767281+0.00405657j -0.000788877-0.0028911j -0.00046549+0.00404126j -0.000490135-0.000934116j -0.00112156+0.000311148j -0.000322902+0.00215355j -0.00133801+0.00115622j -0.000611648-0.00251549j 0.00285213+0.000498577j 0.000123678+0.000564279j 0.00165429-0.000843113j 0.000974767-0.000684302j 0.00131601+0.00157809j -0.000929288+0.0021339j -0.00324896+0.00166921j -0.00183694-1.47227e-06j 0.000807021-0.0008631j -0.00183229+0.000520747j 
-0.000489932+0.00143964j 0.000525618-0.0007191j -0.000815535-1.29313e-05j -6.65843e-05-0.0012821j 0.000596167-0.000478877j -0.000256329-0.00100132j 0.00152771-0.000495601j -0.0012142+0.000448789j -0.000382168+0.00149667j 0.00048319-0.00353223j -0.00091135+0.00238249j 2.3451e-05+0.000105462j -0.00143759+0.00123983j -0.000957924+0.00118811j -5.60663e-05-0.000125589j -0.00205393+0.00234113j -0.000147712-0.000271221j 6.79682e-05+0.000228538j -0.000438471-2.34864e-05j -0.000146478-0.00129323j 0.00212108-0.00375946j 0.000183466-0.000408203j 0.00179926-0.000913745j 0.000576727-0.00158782j 0.0013679-0.00115516j -0.000143452+0.00255383j 0.00115449+0.00134543j 8.39316e-05+0.000952184j -0.000110537-0.000117945j 0.00151245-0.00287833j 0.00047357-0.00168503j 0.00260975-0.00119069j 0.000511494-0.000550462j 0.00149859-0.00179882j 0.00135736-0.00130162j -0.000582489-0.0016903j -0.00160999+0.00396941j -2.66076e-05+0.00205322j -5.66843e-05+0.00118566j -0.00160029+0.000410887j -0.000750905+0.00117146j -0.0013283-0.000373011j 0.00111022+0.00031669j -0.0015054+0.0018484j -0.00156432+0.00139906j 0.00085773+0.000594863j -0.00120185+0.00140169j -0.000747659-0.000121835j -0.00208162+0.000257357j -0.000464524-0.000961504j -0.00167672+0.00134588j 0.000804848+0.000943028j 0.000992942-0.000873927j -0.000572405+0.000414729j -0.000650439-0.000509745j -7.09361e-05+0.000539904j -0.000118935+0.000459626j -0.000952613+0.000550245j -0.000263035+0.00163596j 0.000928267-0.00137346j -0.00229773+0.00216045j 0.00285673-0.00251486j -0.00102809-0.000225368j 0.00200849-0.000462493j 0.00217234-0.00109421j -0.00209164+0.000484853j -0.00202558+0.00185979j 0.00134925+0.000255909j -0.000291874+0.00113462j 0.000218484+0.00157256j -0.00146344+0.000792925j -0.000486627-0.000184746j 0.00121209-0.000756203j 0.000511234-0.002278j -0.000990365+0.00050791j 0.000547644-0.0004656j -0.000933835+0.000683585j 
-0.0020393+0.000508919j -0.00156227+0.0011773j -0.00150582+0.000820024j 0.00225391-0.00244142j 0.00046135-0.000448787j -0.000480999-0.000272862j 0.00015459+0.000912292j 0.00038648-0.00282372j -0.00128388-0.00112201j 0.0020473+0.000923848j 0.000188364-0.00115733j -0.00182971+0.00173131j -0.00254355+0.00171473j 0.000702404-0.00232254j -0.000402254+0.0011723j 0.00229553-0.00533801j -0.000991439+0.00211916j -0.00325866+0.00270616j 0.00253283-0.0032487j 0.000537506+0.000740965j -0.000177039+0.00393627j -0.00011517+3.65735e-06j 0.000181854+0.000436458j 0.00105264-0.00177625j 0.00180045-0.00201724j -0.00256081+0.00173773j 0.00260289-0.00117002j -0.00498105+0.0023902j -0.00132371-0.000755335j 0.000143139+0.000206348j -0.00123343+0.00445643j 0.00300207+0.000898446j -0.00124877+0.00118009j 0.000891683+0.00144245j 0.00389789-0.000767484j 0.00160962-0.000333301j 0.00113935-0.00408619j -0.00579522+0.0021603j 0.00155658-0.00232425j -0.000636438-0.00100814j 0.00392955-0.00246596j 0.00114161-0.00277166j 0.000634354+0.000767631j -0.000235815+0.000336765j -0.00230452-0.00150282j -0.000203593+7.44284e-05j 0.000200784-0.00224678j -0.0027311+0.00176398j -0.00241402-0.000782039j 0.00145466-0.000723584j 0.00186205-0.00112154j -0.00416666+0.0033411j 0.00133479+0.00102153j 0.00452578-0.00206529j 0.000228497-0.000361742j -0.00438463+0.000817623j 0.000300369-0.000470306j 0.0045659-0.0023997j 0.00214982+0.000639247j -0.000553057+7.19803e-06j 0.0003773-0.00153459j -0.000109019+0.00226271j -0.000235047-0.000977788j -0.00167718+0.000597517j -0.00194903+0.00149281j -7.66917e-05-0.00227145j 0.00230179-0.00281008j -0.00121748+0.00086613j 0.000503049-0.00176955j -0.00305778+0.000753521j 0.000558821-0.00212399j -0.00216074+0.00020635j 0.000543399+0.000640436j 0.0019438-0.000293361j -0.00250431-0.000275993j -0.00181024+2.01284e-05j -0.00218336-0.000883267j 
0.00167785-0.000364201j -0.000652338-7.58925e-05j 0.000588288-0.000554229j -0.000710841-0.000687708j 0.00207602-0.00180905j 0.00144595+1.96014e-05j -0.00430559+0.00208781j 0.00193498-0.00132521j 0.0012714-0.000734562j -0.00333939+0.000827188j -0.000789796+0.000371j -0.0026346+0.0013376j 0.00282199-0.000588466j 0.00494325-0.00252358j -0.000694267+0.000316738j 0.000262505+0.000143773j 0.00107464+0.00144973j -0.000591015+0.000448252j 0.000733848-0.000635045j 0.00317158-0.000653514j -0.00485208+0.000762773j -0.00120504-0.000152943j -0.00136966+7.77052e-05j 9.40909e-05-0.000221587j 0.000201303-0.000277569j -0.000423695+0.00161799j -0.000998414-0.0001262j 0.00117297+0.00140579j 0.00143983-0.000821857j -0.00037845-0.00160461j 0.000240043+0.00036809j -0.00105772-2.54843e-05j -0.00413196+0.00251237j -0.000975807+0.00115984j -0.000692099-0.00209745j 0.00127245-0.000706605j 0.0036296-0.00131842j -0.00237352+0.00154341j 0.00406886-0.00113134j 0.00725049-0.000443294j -0.00281001-0.00109642j 0.00207562+0.000609123j -0.00141492-0.000457518j -0.00155204-0.000425725j 0.000607382+0.000759993j -0.00294375-0.000459677j 0.00156846-0.000366496j -0.000291953+0.00129585j 0.000296754+0.00195443j 0.000844571+0.000188898j 0.00184899+0.000290869j -0.00119099+0.00041918j -0.00148969-6.69021e-05j 0.0004748-0.000488322j 0.00084688+0.00125626j 0.000180112-0.000487451j -0.00506297-0.00150556j 0.00306813-0.000135509j -0.000123553+0.000174568j 0.00172038-0.000388428j 0.00111413-0.000479832j -0.000821241-0.00103069j 0.00102409+0.000471396j -0.00394408-0.00111642j -0.00367262-0.00140117j 0.00266472+0.00106844j 0.00228263+0.00036235j 0.00277181+0.000562006j -8.95959e-05-0.000199988j -0.00272368-0.000678412j 0.006046-4.83185e-05j 0.00100221+0.00175421j -0.00385082-2.12244e-05j 8.14194e-05-0.000739361j 0.000730552+0.000940627j -0.00102402-0.000563242j 0.00118756+0.000666552j 
-0.0017775+0.00166563j 0.000122707+0.000203318j 0.000542184-0.000276676j 0.00282599-0.00182899j 0.000915564-0.000332827j -8.61932e-05-0.000186519j -0.00276109+0.00353997j 0.00124448-0.000627243j -0.000143703+0.00245415j 0.000714671+8.10881e-05j 0.000743875+0.00069445j -0.00159726+0.00113857j -0.000391392-0.00358061j -0.000343174+0.000558727j 0.000183004-8.7569e-05j 0.00195533+0.0026547j -0.00162166-3.71085e-05j -0.00197466+2.14509e-06j 0.00356056-0.000798116j -0.00094438-0.00244701j -0.000930838-0.000862381j -0.000576857-0.000183896j -0.00178864+0.00134737j -0.000244586+5.18062e-05j 4.95552e-05-0.000177149j -0.00294456+0.00162538j -0.000514304+0.00243884j -0.00329189+0.00104948j -0.000385043-0.00021145j 0.00162315-0.00237436j 0.00233072-0.00312242j -0.000599363+0.000544122j -0.0042976+0.000967999j -0.00220522+0.000809011j 0.001508+0.000928058j 0.00210638-0.00261924j 0.000320895+0.00160515j -0.00271405-8.36125e-05j 0.000718444-0.000833105j 0.00427584-0.00213252j 0.00090571+0.00338795j -0.000872993+0.00126358j -0.000952077-3.80651e-05j -0.000712403+0.000179897j -0.00247738-0.000768535j -0.00308636-0.000696525j -0.000789436+0.00249732j -0.00219515-0.00116838j -0.00317942-7.13839e-05j 0.00047343+0.000166341j 0.0032531+0.00116314j -0.00318425-0.00185545j -0.000210677+0.000846632j 0.000643766+0.000633844j -0.00073316-0.000339963j -0.000473498-0.00213803j -0.00192625+0.00254243j -0.000515216+0.00201044j -0.00145893+0.00105094j -0.000807291-0.00152534j 7.56382e-05+6.775e-05j 0.000425995-0.00180778j 0.00074117-0.0015545j -0.0021944+0.00120839j -0.000255766-0.0013457j -0.000234407-0.000481734j 0.00181795+0.000455553j 0.000282204-0.00157709j -0.00224594+0.00203503j -0.003749+0.000948278j 0.00173315+0.000370863j -0.00134385+0.000205974j -0.00220671+0.000670336j 0.00341721+0.000206068j -0.00213325+0.000161216j 0.000531497-1.54428e-05j -0.00228488+0.00042008j 
