0.26913-0.150985j 0.151014+0.268748j 0.0585125-0.0957067j 0.0969947+0.0547071j 0.0477219+0.0693549j -0.0957751+0.0230526j -0.0873206+0.0857713j 0.06579+0.158105j 0.157988-0.0292943j 0.0406966-0.0785073j 0.0419937-0.0508841j -0.0196582+0.00800238j 0.11995+0.062308j -0.0608223-0.189506j 0.0773677-0.179441j -0.0828282-0.00487793j -0.0578362-0.0227983j 0.0664171-0.0482418j -0.0771077+0.0213471j -0.040673+0.0544288j 0.00483374+0.041303j 0.0210192-0.0704822j -0.0245671+0.0622677j 0.0801198-0.0351906j -0.0647501+0.0457321j 0.0623167+0.0350204j 0.165569-0.0712499j 0.0602006+0.0455055j -0.0999105-0.00122997j -0.0257131-0.0221169j -0.0621988+0.0230953j 0.0422202-0.00821994j 0.00729669+0.00927515j 0.0406808-0.0143023j -0.014871+0.021817j 0.0124497+0.0342615j 0.0352938+0.0135759j 0.00726689+0.0151593j -0.00596409+0.073182j 0.00277153-0.0153735j -0.0450346+0.00690148j 0.0142756-0.0318042j -0.0179204-0.0283687j -0.0412096-0.0293829j -0.0670068-0.028547j -0.00280904-0.00391911j 0.0524172+0.0378469j -0.0398895+0.0142918j -0.156746-0.053047j -0.0451581-0.00510661j 0.0768746+0.115213j -0.0747807+0.0127576j 0.0457584+0.0621359j -0.0504039-0.0352305j 0.012936+0.0783904j 0.0159772+0.0760318j -0.0172326+0.0469838j -0.0144235-0.0528309j 0.0836488+0.0500683j -0.040533-0.056634j 0.0306261-0.0271378j 0.0868261-0.00199294j -0.0187956-0.181898j 0.10372-0.174191j -0.115097+0.00425163j -0.0248412+0.0115668j -0.036625-0.051378j 0.0352698+0.07514j 0.154495+0.0322678j 0.066254-0.145099j -0.0757719-0.0886365j -0.0971571-0.02395j 0.0470007-0.0695483j -0.0978154+0.0580262j 0.0612341+0.0964516j -0.151393+0.266926j 0.267194+0.151357j 
-0.00320265-0.00207217j 0.00194518-0.00294805j 0.0025678+0.000610957j -0.000549146+0.00323847j -0.0011089+0.00539291j -0.00406309+0.00156194j 0.00610147+0.00121136j 0.000297535-0.00618694j -0.000485905-0.00473364j -0.00824549-1.48988e-05j 0.00264791+0.00389644j 0.000223662+0.000722474j 0.00234024-0.00103922j -0.00343764-0.000585134j 0.000350672-0.00690485j 0.00482503+0.00530397j 0.000459879-0.000992328j 0.000343798+0.00240451j 0.00166658+0.00192398j 0.00548758+0.000672374j 0.000223644-0.00213851j 0.00164334+0.00166375j 0.00101269-0.00372136j 0.00267388-0.00339872j 0.000117991-0.000625775j 0.00429537+0.00149572j 0.0024417-0.000251877j 0.00162325-0.00305537j -0.00207769+0.00226823j 0.00307531-0.00018272j -0.00154026+0.00153239j -0.00254767+0.000816067j 0.00476793+0.00657375j 0.000101962+0.00221085j 0.00292411-3.0671e-05j -0.00195523+2.66068e-05j -0.00169877-0.000201553j 0.000407827+0.000249941j -0.000412381+0.00227578j -0.00086035-0.00176628j 0.00221054-4.42837e-05j -0.000388924-0.000710764j 0.00238903+0.000654641j -0.00164371+0.00483254j 0.00208766-4.39982e-05j 0.00545674-0.00470148j 0.00243746+0.000920793j 0.00254977-0.000683211j -0.00532029-0.00204842j 0.000382432-0.00012581j -0.0025752-0.000151209j -0.00659461+0.00302435j -0.00151229-0.00055764j -0.000394393-0.00148528j -0.000458843-0.00232462j 0.00183977-0.000910764j 0.00015543-0.00569402j 0.00541677-0.0015542j 1.84576e-05+0.00349994j -0.000163787+0.00410827j 0.00114744+0.00212059j -0.00212046+0.00577969j -0.00276289-0.00687933j 0.00324146-0.00222868j -0.00373339-0.00168293j -0.000418235+0.00113985j -0.000928482+0.00385667j -0.00841064+0.00254403j 0.0013609+0.00632405j 0.00454689+0.00676144j 0.00548175-0.00403331j -0.00259501+0.00111932j -0.00491909-0.00183204j -0.0021143+0.00286366j 0.00182658+0.00233197j -0.00170124-0.00272943j -0.00288958+0.00187632j 
0.000366806-0.00282746j 0.00304345+0.000642111j 0.00121968+0.00748583j -0.00699039+0.00105612j 0.00504549+0.00177825j -0.000993371+0.002846j -0.00183901-0.00119104j -0.00340793+0.00519372j 0.00288131+0.00229626j 0.00103299-0.000836571j -0.000286094-0.00189559j 0.000228016-0.000454804j -0.00251968-0.000311615j -0.00162296+9.82966e-05j -0.00208043+0.00245613j -0.000479518+0.000150879j 0.00234796-0.00469475j -0.00102419-0.00285788j 0.00364007-0.000921131j -0.00162656+0.000989431j 0.000976843+0.00732836j -0.00249607-0.000115295j 0.00202531-0.000833256j 0.00243849-0.00250842j -0.00148163+0.000907331j -0.00499611-0.00318341j 0.00248509-0.000649642j -0.00226231-0.000335882j 0.00304732+0.000603743j -0.000818275-2.99317e-05j -0.000804458-0.000196393j 0.0035081+0.00224985j -0.00446218+0.000776823j -0.00149028-0.00220272j 0.00121+0.00238987j -0.000397727-0.00204681j -0.00146355-0.00196583j 0.000126957-0.000152983j -0.00173382-5.55969e-06j -0.00233243+0.000183392j -0.00253102+0.00200273j 0.00289377-0.0024418j -0.00194286-0.000788712j -0.0022689-0.000869006j 0.001374-0.00338711j -9.82898e-05+0.00445528j -0.00202918+0.00225322j 0.000689063-0.00120464j -0.000920301+0.000972285j -0.000930961+0.00159733j -0.00398687-0.000457958j -0.00182202-1.83652e-05j -0.00303062-0.000583592j 0.00325891+0.00358451j 0.00129443+0.00252449j -0.00106599-0.000380158j 0.00223444-0.00464496j 0.00225214+0.00240709j 0.00627265-0.00124857j -0.0015847+0.00113898j 0.000898821+0.00665478j 0.00255501-0.000846526j -0.000766087+0.00241686j -0.00397751+0.000612167j -0.0018648+0.00034769j 0.000890818+0.00145725j 0.00116264+0.0027088j -0.000615583-0.000241129j -0.00365133+0.00156536j 0.00376393+0.00127152j -0.00146821-0.00131848j 0.00426635+0.000602228j -0.000549984+0.00566048j -0.00735267-0.000239436j -1.41183e-05+0.00819192j 0.0034648-0.000218763j -6.36472e-05-0.00318197j 
-0.00229307+0.000385876j -0.000590253-0.0023153j -0.00172651-0.000958256j 0.000544088-0.00147885j 0.00542829+0.00187557j -0.00328406+0.00823796j 0.00590061+0.00514274j 0.00591881-0.0026282j 0.0018107-0.00503943j -0.00396219+0.00142152j 0.00353128+0.000620029j 0.0057607-0.00302703j 0.00492846+0.00556269j 0.00507571-0.000874993j 0.00105055-0.000567221j -0.000271463-0.00409195j 0.00142897-0.00311983j 0.00147863-0.00392132j 0.00331791+0.00151493j -0.000119865-0.000790236j 0.000695611-0.000734658j -0.00627449+0.00705039j -0.00107184-0.0031417j 0.000351649-0.00301467j 0.00120985-0.000837542j 0.00187268-0.00105467j 0.00607046+0.00225859j 0.0026834-0.000263684j -0.000553983+0.00371442j 0.00220975+0.000616049j 0.000981868-0.00219522j -0.00288061+0.00152069j 0.00445379+0.000108744j -0.00396206+0.00157843j -0.000841679+0.0029743j -0.00131239+0.00524615j -0.00271029-0.0017009j 0.000258832+0.00130173j 0.00741491+0.00339109j -0.000665913+0.000531284j -0.0025188-0.000720501j 0.00208158+0.00163005j 0.00430919+0.00133608j 0.000687922+0.00396712j -0.000408346-0.00317848j -0.000449006-0.00336764j -0.00227282+0.00155389j 3.22462e-05-0.00291847j 0.000236952-0.000139796j 0.00266658-0.00597659j -0.000461332+0.00467317j 0.00239581+0.000797907j -0.00199645-0.000464975j 0.00340331+0.000678996j -0.00212097+0.00328733j 0.00128813-0.000793191j -0.000663754-0.00127143j 0.0080792+0.00557675j 0.00502352-0.00356388j 0.00107127+0.00284648j 0.00246416+7.91281e-05j 0.00351089+0.00614359j 0.00206963-0.00266295j 0.00433393-0.00511866j -0.00224916-0.00629162j -0.00304499+0.00228032j 0.00104473-0.00360886j 0.000141455+0.00268358j 0.00205539+0.00114543j -0.00412487+0.00366295j 0.00108196+0.0058272j 0.00222145+0.00567594j -0.00682205-0.00166264j -0.000157991+0.00216825j 0.00145431-0.000397403j -0.00312807-0.00108407j -0.00128148+0.00306172j 
0.00173172+0.00138271j -0.00136682+0.00151457j -0.00119892-0.00224087j 0.00204256-0.00156818j 0.000291241-0.00281502j 0.00146129-0.000382086j -0.00167053+0.000757765j 0.00135001+0.000650896j -0.00274546+0.000441078j 0.00175155+0.00161778j -0.00150477+0.000259093j -0.000740611-0.000391465j -0.000473191+3.6912e-05j 0.000978184+0.00149602j 0.00145168+0.00204157j -0.000946156-0.00119494j -0.000896081+0.00101493j 0.000279267+0.000818912j -0.00116822-0.000110789j -0.00124883+0.000425288j -0.000662612-0.00125996j -6.43848e-05-0.000666792j -0.00112252+0.00150289j -0.000819255+0.00153587j 0.000174849+0.000432424j -0.000514492+9.56013e-05j -0.00177086+0.000936761j 0.000648273+0.00192046j 0.00038111-0.000638752j 4.84268e-05-0.000169972j -0.000268059+0.000918413j -4.2104e-05-0.00104761j -0.000247531-0.0028867j 0.000345674-0.000514095j -0.0021989+0.000553625j 0.00115059+0.000952137j 0.000352194+0.000731581j 6.0686e-05-0.000479274j 0.00115382-0.00085501j 0.000732303+0.000251894j -0.00016772-0.000374756j -0.000441425+0.00145687j -0.000319391+0.000426222j 0.000103136-0.00202733j -0.00325166+0.000948796j -0.00240242-0.000127675j -2.56909e-05+0.000249009j -0.000876184+0.000895771j 0.00198729+0.000268791j -0.000183253-0.000327171j 0.00171412+0.000932983j 0.00238922-0.00218153j 0.00132488+0.000112256j -0.00139819-0.00148983j -0.000633977+0.000407414j -0.000255723+0.00250839j -0.001015+0.00441119j -0.00170788-0.00112354j -0.00145538-0.000800068j 0.00174993-0.00105014j -0.000953976-0.00178423j -0.000266531-0.000945413j 0.00181591+0.00235683j 0.000863706+0.000697871j 0.00334571-0.000998161j -0.00240941-0.00200591j 0.000717192-0.000527222j 0.00226236-0.000223261j 0.000384655-0.0025824j -0.00392542-0.00304001j -0.0017531+0.00348518j 0.00102375-0.000596117j 0.00214216-0.000290907j 0.00336382-0.000520549j -5.71823e-05-0.00373814j -0.000170048+0.000877084j 0.000917366-6.28879e-06j 
-0.0015885-0.00205557j 0.00206365-0.00148959j -0.00150977-0.00158116j 0.00186342-0.00143747j -0.00112504+0.00147089j 0.000478195-0.00265012j -0.00304599-0.0021247j -0.000905752+0.00106946j 0.000782199-0.00442048j -0.00208188-0.000262003j 0.000242814-0.00211746j 0.000291027-0.00158276j 0.0020945-0.000670287j -0.00175571-0.00435581j -0.00175705+0.00230687j -0.00223038+0.00159064j 0.000381068+0.00303254j -0.000593786-0.00124089j -0.00422239+0.000462576j -2.86297e-05-0.00316567j -0.000387673-0.00212007j 0.00126198-6.46364e-05j -0.0012907+0.000788899j 0.000323482-0.00246317j 0.00150793-0.00131332j 0.0017206-0.00137886j 0.00276527+0.000498034j 0.00142155+0.00063245j -0.00222305-0.00263077j 0.00158091+0.00134459j 0.00447857+0.000913873j -0.00123921+0.000426123j -0.00149078+0.00236588j -0.000664359-0.000619002j -2.59926e-05-0.00125984j 0.000568602+0.000749335j 0.00234787-0.000445381j 0.000585133+0.000978572j -3.60113e-05+0.004183j 0.00252199-0.000173264j 0.00117776-0.00189354j 0.00131429-0.00152362j -0.000406926-0.00265652j 0.000479111+0.00123409j -0.000726575-0.0012485j 0.00208437+0.00103819j 0.00054976-0.000207736j 0.000884006-0.003278j 0.000941384-0.00428661j 0.000836025+0.000304651j -0.000463902+0.000214455j 0.00370711-0.00122331j -0.00145128+0.000447742j 0.00130924+0.00177847j -0.00406813+0.00144812j -0.00882004-0.00182753j 0.000982723+0.00338899j 0.00199095+0.00410708j 0.000979667-0.000958189j -0.00268446+0.0013473j -0.000980432-0.00334219j 0.0013017-0.000724889j -0.000655005-0.000614952j -0.001062+0.00104679j -0.00164249+2.45935e-05j 0.000822704+0.00142542j 0.000952179+0.000550708j 0.000306166+0.00182811j 0.00163677-0.00190859j 0.00127959+0.000388424j 0.00231952-0.00338456j -0.00393875-0.00302672j 0.00177265-0.00256142j 2.60956e-05-0.000707715j -0.000853246+0.000203938j -0.00055025+3.02917e-05j 1.21913e-05+0.000627533j 
0.00345109+0.00062726j -0.000548024+0.00332656j 0.00320627+0.00337978j -0.00364582+0.00276597j 0.00370716-0.00225639j -0.00051595+0.00420581j 0.00248343+0.00275173j 0.000408038+6.95501e-05j -0.00338955+0.00572192j 0.00268786+0.00157758j -0.00165794+0.0032013j -0.00178699+0.00195028j -0.00381396-0.000430559j -8.0873e-05+0.00715648j 0.00302881-0.00229801j 0.00390338-0.000349616j -0.000460434-0.0051223j 0.000885024+0.00278615j 0.0057806-0.000213627j 0.00010216+0.00503459j 9.76652e-05+0.00442399j -0.00111711-0.00109632j 0.00173422-0.000919982j 0.00196283+0.00222257j -0.00214461+0.00233613j -0.00358411+0.000967151j -0.003442+0.000565267j -0.00168477-0.000370474j 0.00453032+0.0033051j -0.00163378-0.00202248j -0.00664834+0.00170097j 0.00210168-0.000467176j 0.000209728-0.00261408j 0.00103513-0.000844833j 9.7279e-05+0.00295007j 0.000110086-0.00112018j -0.00303488+0.00123724j -0.000106118-0.00173892j -0.000395826-0.0056109j -0.00391689+0.000322354j -0.000756849+0.00285704j -0.00129977+0.00225231j -0.000380267+0.00341465j -0.00287101-0.00248933j -0.00136514+0.00182649j -0.00366816+0.000185351j 0.000243454+0.0020506j -7.57878e-05+0.00482713j -0.0018753+0.00516286j -0.00172399+0.000985506j -0.000687142+0.000686982j -0.00554807+0.00068283j 0.00127498-0.000374309j -0.00177631-0.00270677j 0.00504497-0.00128187j 0.0105385+0.00425792j -0.00162433-0.00367941j -0.00235645-0.006768j -0.000582732+0.00126268j 0.0037948-0.00141049j 0.00137905+0.00601456j -0.00170844+0.000513918j 0.00111485+0.00142724j 0.000745676+0.000175426j 0.00313003-0.000390216j -0.0024529-0.00247934j 0.000411932+0.00206982j -0.00170461-0.0011154j -0.00260285+0.00239618j -0.00120737-0.000514545j -0.00235784+0.0041032j 0.00587131+0.00198993j -0.000551607+0.00475679j -0.000723652-0.000312055j 0.00011502+0.00061364j 0.00159727+0.000738665j 0.000842217-0.00167768j 
0.00379715-0.00235443j 0.00243478+0.00355698j -0.00129402-0.00268629j 0.00273009-0.00222303j 0.00505453-0.0034434j 0.00193739+0.00230282j -0.00363716+0.00180455j 0.00308595+0.00234467j -0.00617587-0.00446787j 0.000202089+0.00421864j -0.00323773-0.000721588j -0.000661609-0.00220608j -0.000637549-0.00107688j -0.00139314+0.00212231j 0.00209704+0.00510128j -0.00173341-0.0002398j 0.000186085+2.16423e-05j 0.00136007+0.00145212j -0.00244863+0.000540267j -0.000675166-0.000220458j -0.00168317-0.00035283j 0.000177292-0.000504243j -0.0018604+0.00194813j 0.00259587-0.00074549j 0.00203742+0.00103607j -0.00143883-0.00168798j 0.00174335+0.00528255j 0.00273755+0.00401072j 0.0022437-0.000977053j 0.00229893+0.000238225j 0.00067089+0.0060647j -0.000620878-0.000970079j -0.00258811-0.00262485j -0.00131402-0.00281277j -0.00368486+0.00535533j 0.00278918+0.0032589j 0.000648354+0.00119206j 0.000844676-0.000633379j 0.00247338+0.00145454j 0.00113372-0.000125191j 0.000600659-0.000525494j 0.00153248+0.0016886j -5.63188e-05-0.000867987j -0.00321852-0.00148331j -0.00940876+0.000755957j -0.00466292+0.00214137j 0.000244568+0.00387554j 0.000911432-0.000667348j 0.00185669-0.00273404j 0.000158949+0.000157757j -0.000922833+0.00464202j 0.00382492-0.00465137j -0.00141021+0.000244309j -0.000558402-0.00105038j -0.0047971+0.00367996j -0.00457413+0.00512535j -0.00129928+0.00782444j 0.00137108+0.000414426j 0.00226734-0.00266551j 0.00194932-0.000471107j -0.000122684-0.000369548j 0.00244071+0.000548766j 0.00391594+0.00339989j 0.000620981+0.00131124j 0.00604795-0.00459613j -0.0073762-0.00377483j 0.00319618+0.00509539j -0.000842237+0.00277164j 0.000335669-0.00283226j -0.00526853-0.00268514j -0.000905456+0.00539636j 0.00309284-0.00181111j 0.00297783+0.00137506j 0.00214523-0.00220662j -0.00146707-0.00239983j 0.000494793+0.00160241j 0.0016976-0.000661506j 
-0.0027296+0.0066961j -0.00703688-0.00285677j -0.00275239-0.00464966j 0.0039028-0.00198127j -0.00634518-0.00120183j -0.000302309-0.00215826j 0.00367853+0.00281401j 0.00367131-0.00461851j 0.00286327+0.00185196j -7.52278e-05-0.00264623j 0.00203137+0.00264635j 0.00146911+0.00017251j 0.00264973+0.00247577j 0.00648921-0.00161565j 0.0014178-0.00261069j -0.00134141-0.00213088j -0.000398929+0.00445389j -0.000408983-2.81613e-05j -0.000500184+0.000874974j -0.00037573+0.000208489j -0.00123379-0.00513974j -0.0023934+0.00238694j 0.00052548+0.000791784j -0.005336+0.00524171j -0.000439645-0.00153697j 0.00438415+0.00207899j -0.00455565-0.00245611j 0.00115895-0.00121349j -0.00443023+0.00241201j -0.00061832+0.000508463j -0.000894411-0.00703493j -0.00151945-0.00106984j 0.00493025-0.00233648j 0.00140437+0.00408915j -0.00127183-0.00381418j -0.00083896+0.000679098j -0.000760057-0.00111496j -0.0014743+0.00120417j 0.0025755-0.00115433j 0.00114241-0.000661943j -0.00135966-0.00133037j -0.00201782+0.00154566j 0.00181272+0.0018622j 0.00472025-0.000735166j 0.00470042+0.00105878j 0.000711521-0.00526942j -0.0019188-0.00353064j -0.0022041+0.00145451j 0.00114869+0.00181183j 0.000331773-0.00363342j 0.00424164-0.00339105j 0.000580264+3.15085e-06j 0.00366602-0.000960745j -0.00174816-0.00195665j 0.0026364-0.00266113j 0.00455772-0.00180048j 0.000892207-0.000135025j -0.00132684+0.000448573j -0.00549701+0.00105263j 0.000782197-0.000188351j -0.00233508-0.00354026j -0.00389707+0.000987921j 0.000116668-0.00134166j 0.00289361-0.00197904j -0.000869018+0.00135121j 0.00337117+0.00162295j -0.00336344-0.00746535j 0.00325461-0.00398498j -6.43973e-06-0.00064089j -0.00372511-8.18875e-05j -0.000985023+0.00202229j -0.00246383+0.00331724j -0.00228834-0.00487349j 0.00518317+0.00129922j 0.000878097-0.00601407j -0.00283558-0.000321332j -0.000605157+0.00267045j 
-0.00188495-0.00505224j 0.00534499-0.001692j 0.00152068+0.0051115j -0.0040397+0.00126272j 0.00243341+0.00449864j -0.000911082-0.000692395j -0.00349159-0.00455881j -0.00438053+0.00392766j 0.00106984-0.00370823j -0.000720748+0.0014654j -0.000243106-0.00465326j -0.000864321-0.00076586j 5.23274e-06-0.00215729j -0.00610874-0.00236973j -0.00279836+0.00144627j 0.00115764+0.00324056j 0.00139374-0.0030795j -0.00160632-0.00179488j -0.000241104-0.000412136j 0.000126125-0.00258j 0.00109434+0.00312494j 0.00208258-0.00094248j 0.00057122-0.00128009j 0.00186653-0.00537095j -0.00101344-0.00136005j -0.00274244-0.00134515j 0.00570514-0.000616946j -0.00152011-0.000905322j 0.000679754-0.00328618j 0.000587368+0.000149294j 0.00410473+0.000491033j 0.000991882+0.000324618j -0.00192419+0.0057153j -0.00267448-0.000767242j 0.00271295+0.000212798j 0.000274112-0.00149511j 0.00157148-0.00105155j 0.00100729+9.38059e-05j -0.0020319+0.00312995j 0.000114969-0.000216071j 0.000968053-0.000899016j 0.00131319-0.00355778j -0.0020385-0.00213091j -0.000675006+0.00303027j -0.000442222-0.0014263j 0.00456697+0.00322863j 0.000853549-0.000118586j 2.18529e-05-0.00342396j -0.00241124-0.00208289j 0.00106803+0.00183118j -0.00355937+0.001787j -0.000967101+0.000102004j -0.00304504+0.000720966j 0.00350408+0.00197049j -0.0019849+0.0021751j -0.00665375-0.000421174j 0.000133827-0.00251495j 0.00258403+0.000999532j 0.00315082-0.000619531j -0.00171496+0.00140843j 0.00103969+0.00160319j 0.00226505-0.0016783j -0.00149355-0.000937918j -0.00277037+0.000844697j -0.00347628+0.00124355j 0.00136365+0.00130019j 0.00160358+0.00236252j -0.00114692+0.00232002j 0.000848308+0.00125751j 0.00595526+0.00207248j 0.00248642-0.00527204j -0.00184992-0.00197185j -0.000487643+0.00115187j -0.00517372+0.000469434j 0.000362787+0.00587955j 0.00119367-0.000903594j -0.000664447-0.000994223j 
-0.00414894+0.00054391j -0.000291854-0.00391575j 0.00312289+0.00552016j -0.0047345+0.00391089j -0.00311727+0.00621611j -0.0030344-0.00209018j 0.00181905-0.00475645j -0.00603371+0.000107199j 0.00644719+0.00178464j -0.00107094-0.00212874j 0.0023022-0.00256615j -0.000396448+0.00191542j 9.64144e-05-0.00115476j -0.00391155-0.00264325j -0.00336649-0.00336205j 0.0028184+0.00254972j 0.000384477-0.00243613j -0.0022062-0.00111655j 0.0022721-0.000430472j 0.000620629-0.000686754j 0.00226767+0.00163777j 0.000448203-0.000590972j 0.00134867-0.00322136j -0.00106438-0.00155096j -0.00228602-0.000229868j -0.000634585+0.000244393j -0.000940091-0.00427001j -0.00407863-0.00224174j -0.00112689-0.000553682j -0.00137645+0.000300556j -0.000930963-0.00421628j 0.000582075+0.00103478j 0.00288396+0.00396875j 0.000467921+0.00189527j 0.00301083-0.00463965j -0.00343188-0.0033075j -0.00095925-0.00139009j -0.000554949+0.00027159j -0.00326087+0.00123488j -0.00140565-3.53219e-05j -0.000970896+0.00124494j -0.0015087-0.00250477j -0.00121825+0.00131623j 0.00175375+0.00182907j 0.0057177-0.00279771j 0.00579314-0.00260837j -0.000694445-0.00251049j -0.000535141-0.000490717j -0.00234027+0.00214703j 0.000135798+0.000978706j -0.00118762-0.0030368j -0.00290682+0.00435379j -0.000465172-0.000643674j 0.00170189+0.00085158j 0.00234326-0.00294837j -0.000393415-0.00287744j -4.30877e-05-0.00686816j -0.000190377-0.000272661j 0.000663745+0.00156526j -0.00143736+0.00107719j 0.0008693+0.0016627j -0.00148652-0.000565082j -0.00370686-0.00176286j -0.00156472-0.000554893j -0.00459493+0.00422139j 0.0046649+0.000888504j -0.00209835-0.000671444j -0.000998474-0.00113206j 0.000279563+0.0031827j 0.00607972+0.00206013j 0.000441738-0.00469882j -0.00171602+0.00153436j -0.00306401+0.000254068j -0.00344367+0.00196358j 0.00162668+0.00405027j 0.000921634-0.00242439j -0.00224612-0.000709897j 
-0.000366135-0.000168708j 0.000251523-0.000347352j 0.000486179+0.000747411j -0.000543965+0.000652852j -0.000125196+0.00143266j -0.000868921+2.15243e-05j 0.000238154-0.000943462j -0.0010915+0.000362697j 0.00162116-0.000475875j -0.000897629-0.000268472j 0.000439437-0.000682442j 0.00023814+0.000172595j 0.000274377-4.61414e-05j -0.00107778-0.000598904j -0.000887955-0.000105477j 0.000324425+0.000170643j -2.58255e-05-0.000279227j -0.000273233-0.000418426j 9.53759e-05-8.55917e-05j 0.000136418-0.000326203j 0.000378219-2.04372e-05j -0.000228443-3.45259e-05j -0.000392912-0.0005939j 5.39344e-05-0.00082621j 0.000265162+0.000324713j -0.000135686-0.000434223j -0.000195496-0.000105346j -0.000494647+0.000322539j -2.24621e-05-0.000121289j 0.000199006+0.000346123j -0.000156623+0.000291638j 5.28412e-06+0.000428579j 0.000381466+0.000199465j 7.22509e-05-0.00018022j -0.000183221-0.000727386j -0.000736954+0.000283027j -0.000240253+0.000150167j 8.22434e-06-4.02382e-05j -0.000296431+0.00100503j 2.07235e-05+0.000304538j -0.000199617+0.000556834j -1.47838e-05-8.09668e-05j 5.44106e-05+0.000209212j -3.2693e-05+0.000270871j -0.000148092-0.0011948j 0.000292417-0.000803209j -9.53503e-05+7.42345e-05j 0.00018377-0.000415774j 0.000161054+6.45564e-05j 0.000113519+0.000225672j -0.000246949-0.000292783j 0.000659835+0.000532693j -0.000471562-0.000209569j 0.000391038+0.000213005j -0.000534125-0.000357182j -0.00117213-0.000379554j -0.000526006-0.000226344j 0.00031705+0.000619831j 0.000903581-0.000143802j -0.000223515+0.000409295j 0.00027224-5.99676e-05j 0.00016299+0.000270632j -0.000369954+0.000187051j 7.18435e-09-1.20239e-05j -0.000262067+0.000168366j -9.09109e-05-0.000378641j 3.67571e-05+0.00047894j -0.000294664+0.000284676j 0.000279118+0.000273274j 0.000470776+6.07726e-05j 5.45067e-06-8.92158e-05j 1.45591e-05-1.89424e-05j -0.000142683+4.60832e-05j -0.000172168+8.55228e-05j 0.000134343+0.000282785j -2.7449e-05-8.48413e-05j -2.63605e-05+5.28273e-05j 
0.000698977-0.000175261j 0.000324669+0.000679645j -0.00114758+0.00141417j -0.00108093-0.00115491j -0.000498405+0.000863427j 0.000161927-0.000174247j 0.00115528-0.00200302j -0.0018289-0.000779173j -1.94194e-05+0.000248622j 0.000359831+0.000745983j 5.0461e-05-0.000902919j -0.00163821+0.000281142j 0.000121026-0.00106109j -0.00166694-0.000920741j -0.000920333-0.000307926j 0.000309054+0.000137812j 0.000477539-0.00107692j -0.000220698-0.000750864j 0.000355504-0.000427476j -0.000711759+0.000214421j 0.0003858+0.00158923j 0.000300762-0.00106634j 0.000201479-0.000362213j 0.000548456-0.000684924j -0.000262715-0.000288348j -0.00120133-0.000679709j 0.000575105+0.000235505j -0.000983945-0.000159655j 0.000649866-0.000671767j -0.000578491-0.000311027j -8.09732e-05-2.88337e-05j 0.00100509+0.00043273j -0.000525946+0.00110948j -0.000144035-0.000557519j 0.000494069-0.000601283j -0.000209355-0.000751778j 0.000211671+0.000578932j 0.000349564-0.000294225j -0.00082313+0.000417318j -0.000327978+0.000108404j -6.85214e-05+0.000725582j -3.85717e-05-0.000580143j -0.000770206+0.000201424j -0.00033675+0.000150123j 0.000116222-0.000123274j 0.00074345+0.000798449j 0.00014058-5.84692e-06j -4.93728e-05-0.000141983j -0.000108238+0.000670962j 0.000122056+0.000760317j -0.000751027+0.000136443j 0.000183278+0.000225929j -0.000510616-3.97899e-05j 0.000582815+0.000112251j 0.000185213-1.96353e-05j -0.000752472+0.000148853j -0.000225954-0.000585662j -0.000433646-0.000469395j 0.000285948-9.07095e-07j 6.19865e-05-4.47451e-05j 0.000575169+0.000105367j 0.000225924-0.000514256j -0.000308159-6.51812e-05j 0.000136665+0.00028803j -0.000279767-0.000119205j -0.00044684-0.000613128j 8.27889e-05+1.19852e-05j 0.000293292-0.000439577j 7.0255e-05+4.61203e-05j -0.000107173+0.00057654j 0.000522623+0.000617819j 4.12573e-06+5.21153e-05j -0.000760201-9.37383e-05j -2.14011e-05-0.000914361j -0.000931484-1.52835e-05j 0.00030107+0.000203518j 0.00035438-0.000303134j 
