0.0265789+0.0279399j 0.0280629-0.026693j 0.0166417+0.0124999j -0.0123321+0.0172644j 0.00715716+0.0043578j -0.00134335+0.0020572j 0.00186142+0.00069932j -0.000293314+0.00630554j 0.00290274-0.00192767j -0.00106612+0.00103763j -0.000881279+0.0019923j 0.00192724+0.00204668j 0.000960057+0.00121312j -0.00181522+0.0028262j 0.00454325-0.00160699j 0.000794186-0.00146801j 0.00210016+0.000986177j -0.00214662-0.00018741j -0.00236969-0.00447021j -0.00248408+0.00145261j 0.00184241-0.000978605j -0.000160803+0.00271822j -0.000941384-0.00503515j -0.00625845+0.00398007j 0.00631296+0.00477674j -0.000749581-0.00480416j -0.00239746+0.0179062j -0.0189598-0.000627656j -0.0242975+0.026318j -0.0262991-0.0245401j 0.00784445+0.0135886j -0.0131608+0.00834125j -0.0182767+0.0379166j 0.0419253+0.0173902j -0.00259057-0.0329094j 0.0274844-0.017127j 0.0213713-0.00144437j 0.0287925+0.00579791j -0.0264233-0.0129971j -0.00739062-0.015131j 0.0121534+0.0202094j -0.00407973+0.0194895j 0.000749675+0.0128236j -0.00665666-0.00022298j 0.00685481+0.013326j -0.00392734-0.0122709j 0.00400292+0.0233047j -0.00487056-0.0175821j -0.00180992+0.00652827j 0.000544164-0.00135705j 0.000149156-9.07819e-05j -0.0208783-0.000538967j -3.76731e-05-0.000809105j 0.00200204+0.00746309j 0.00752006-0.0203893j -0.0090472+0.0166279j 0.00978979-0.0155321j -0.0091909+0.00875871j 0.00335568+0.00567419j -0.00503401+0.00953107j 0.000905466-0.018444j -0.0161731+0.0173548j 0.00294583-0.0118973j -0.0308647+0.00953733j 0.0321619+0.00957798j -0.0161254-0.0112125j 0.0168568+0.0238878j 0.0224174-0.0307325j 0.049511+0.0289578j 0.0263319-0.0456352j 0.0499784+0.0297938j -0.0296558+0.0496746j 
-0.00055089-0.00094596j -0.00118868+0.000803843j 0.000935751-0.00146537j -0.00265508-0.000228462j -0.00101922+0.00388585j 0.000696964+0.000726944j 0.00326274-0.000536722j 0.00479937+0.000272147j 0.000699434+0.0015113j 0.000818924+0.000797615j 0.00206193+0.000635919j 0.000494515+0.00156433j -0.000118264-0.00155986j 0.00153521+0.000865135j 0.00160393+0.000453332j -0.00321784-0.000493873j 0.000529417-0.00248483j 0.000836196+0.00253341j 0.00155315+0.000111498j -0.00114404+0.000184751j 0.00154063-0.00156343j 0.00228536+0.00366665j 0.0025962+0.00160356j 0.000459855-0.000373555j 0.000884779-0.000621523j -0.000307897+0.00180087j 0.000564683-9.74305e-06j 0.00164426-0.00150375j -0.000419042-0.000284781j 0.000595166+0.000258708j -0.000277712+0.000361773j -0.000213803-0.000768865j -0.00074893+0.00165602j -0.000102718+0.00118242j -0.00138665+0.00189158j -0.000496902-0.000265809j 0.00147355-0.000939245j -0.0013771-0.000823951j -0.00021149+0.000537393j -0.000870456+0.00217005j 0.00114809+0.000702941j 0.00132638-0.00299826j 0.000239558-0.000770706j 0.00363911-0.000593723j -0.00162816-0.00233016j 0.00230526-0.000672615j -0.00135594+0.00104025j 0.0016406+0.000667363j 0.000779506+0.00240854j -0.000105603+0.00125879j -0.00166793-0.000488771j 0.00118508-0.000876573j 0.00113376-0.00301637j 0.0011526-0.00176197j -0.00043253-0.00152209j 0.00495293-0.00244457j -6.6245e-05+0.00125543j 7.11847e-05+0.00199046j 0.00201983-0.000856882j 0.00179695-0.000707706j 0.00183031-0.000487695j 0.000877988-0.00236768j 0.00130017+0.000103335j -0.00072318-0.000280631j 0.000429279-0.000637357j 0.00056684-0.00104965j -0.00106096+0.00139681j 0.000593198-0.00291906j -1.55702e-05+0.000231502j 0.000503429+0.00150544j 5.98271e-06-0.000470456j 0.000271624+0.000438925j 
0.000238604-0.00113505j -0.000999481-0.000221752j -0.00136098-0.000347885j -0.000423588-0.00143763j 0.00191787-0.00161297j -9.30601e-05+0.00269771j 0.000278415+0.0020077j 0.00192557+0.00220739j 0.0028263-0.000727267j 0.00158241-0.003184j 0.00258932+0.00878121j 1.89224e-05-0.00286183j -0.000108546+0.000330375j 0.000495771+0.00341712j -1.92674e-05+0.00257191j 0.00257388+0.00287244j 0.000598217-0.000956287j 0.000592482+0.0015262j 0.000265854+0.000445721j 5.54028e-05-0.0010679j -0.00311779+0.0052312j 0.00141769+0.00166025j 5.61526e-05-0.00053278j -0.000763336+0.00129882j -0.00033009-0.0020236j -0.00144148-0.00481579j -0.00162717-0.00227375j 0.000168333-0.00087575j 0.000889659+0.00056799j -0.000495847+0.00031932j 0.000810713-0.00082109j 0.000706136+0.000765909j 0.000488312+0.00124137j 0.000401546+0.000603522j 0.000668238+0.00303559j 0.000937801+0.00150945j 0.000858482+0.000774236j 0.00297138+0.000298233j 0.00344011-0.0030529j 0.00313262-0.00307132j -0.00271184-0.00145273j 0.00219413+0.00305295j -0.00153474+0.00327725j -0.00310782+0.0025266j 0.00227726+0.00174207j -0.00138786+0.00306068j 0.00105957-0.00175238j -0.00370373-0.000746001j -0.00305773-0.00117001j 0.00149749+0.00177612j -0.00135874-0.000472192j -0.00021056-0.00114193j -0.0010981+0.00259586j -0.000511959+0.00374025j 0.00277585+0.00219065j -0.00242559+0.00198234j -0.00134441+0.00144149j -0.00146589-0.00145688j -0.000928734+0.00167654j -0.000397686+0.00188407j 0.000549725+0.00118251j 0.00353613+0.000416066j -0.00273148-0.000984516j 0.00190531+0.00409824j 0.00160815-0.000377752j 0.000951327-0.000505963j -0.000804823-0.00161826j 0.000354457+0.00217045j 0.000405232+0.000111477j 0.000216021-0.00141006j -0.000573564+0.000410735j -0.000390726-0.000667398j 
0.000121799-0.000503527j -0.000549472+0.000311618j -0.0003828-0.000708513j -0.00168006+0.00161785j 0.00119736+0.00090489j 2.38893e-05-0.00171749j -0.00144735-0.0015025j -0.00222182-0.00135535j -0.000847473+0.00019776j 0.00113356+0.00382029j 0.00109169-0.00078866j -0.00113501-0.00101879j 0.00143617-0.00284061j 0.00230253+0.00274871j 0.000634325-0.00206499j 0.00289601-0.00137519j 0.0041882+0.000756359j -0.00142034-0.000271971j 0.00378556-0.0053894j -0.00255402+0.0016702j -0.00125228-0.000347947j -0.00352667-0.00359776j -0.00338083+0.00121226j -0.000673226-0.00131986j -0.00133004+0.00302616j 9.57735e-05-0.00124597j -0.00158442-0.00192723j -0.00396855+0.00184536j 0.00151633-0.00143867j 0.00132825-0.00144451j 0.000827145+0.00027236j -0.000676075+0.000719479j 0.00196135-0.00186222j 0.00010245-0.000381662j -0.000154497-0.000861585j -0.0014038+1.15234e-06j -0.000910311-0.000820437j 0.00196889+0.000632417j -0.00117117+0.0010575j -0.000228624-0.000985921j 0.000971527+0.000403301j -0.000102787+0.00244177j 0.00110225+0.00127793j -0.000871806-0.00240902j -0.00112124-6.93248e-05j -0.000916592+0.00157943j -0.00274996+0.000442848j -0.000492075-0.0010074j 0.000363271+9.12969e-05j -0.000248694-0.00471872j 0.000472733+0.00207269j 0.000287064+0.000872092j -0.00187901-0.000341302j -0.000634836+0.00196316j 0.00245106-0.000502279j -0.000121292+0.000104637j -0.00174061-0.00141148j 0.00237137-8.14639e-05j -0.00195324-0.00028509j -0.000245531+0.00124955j -0.00119994-0.000164142j -0.00135028+0.000496198j 0.000644241+0.000139874j 0.00206474-0.00159515j -0.000915906-0.000140529j -0.000843583+0.00170883j 0.000755577-0.000850034j 0.00313913+0.00234062j 0.000161167-0.000454668j -0.000819521-0.00177783j -0.000837258-0.000197533j 0.000105283-0.00139094j 
-0.000709647-0.000261131j -0.000466144+0.00126914j -0.000362362-0.00122872j 0.000498633+0.000143533j 0.00309959-0.00114182j 0.0034629+0.000190955j -0.00165614-0.000545011j -0.00245737-0.00318295j -0.00189477-0.000835059j -0.00283054+0.000210692j -0.000734922+0.000722247j 0.00188718-0.00419634j -0.000834108+0.000169539j 0.00217845-0.000877631j 0.00103128-0.00155139j 0.00011485-0.00116403j -0.00155918-0.0019706j 0.00380032-0.00147078j -0.00280819+0.00375682j 0.000771451-0.00163322j 0.000417789+0.00453908j 0.00232035-0.00184036j 0.00115671-0.00467091j 0.00112927+0.000434683j -0.000154472-0.00442074j 0.00332196-0.00130106j 0.00201143-0.000396657j -0.00265683-0.00310504j -0.00017684+0.000830468j 0.00117015-0.000537374j -0.000131333+0.000417924j -0.000542032-0.000416873j 0.000111079-0.000783219j 0.000146386+0.000415861j -0.00191086-0.0020237j -0.00126098+2.80648e-05j -0.00121108-0.00118964j 0.000381077+0.000487239j -0.00221565+0.0019084j -0.00107399-8.1275e-06j 0.00158432+0.000351854j -0.000318481+0.000655746j 0.000516541-0.000413284j 0.00115163-0.00360116j -0.00387936-0.000791086j 0.00145538-0.000996562j -0.00275404+0.000293781j 0.00160647+5.8065e-05j 0.00272456+0.000430101j -0.00111027-0.00267082j -0.000784606-0.00010195j 0.00175426+0.00128888j 1.90058e-05-0.0016492j -0.000567094-0.00119527j -0.000457074-0.00287377j 0.00239574-0.000876106j -0.000175973-0.00141314j 0.00238517+0.00161182j 0.000423128-0.00223886j 0.00108584-0.000318953j -0.000292939-0.000556956j -0.00228513+6.07519e-05j 0.00220376+3.81286e-05j -0.000210216-0.00231056j -0.000265097-0.000541557j -0.000695859+0.000895145j 0.00105866+0.000561356j 0.0016553-0.000560247j 0.000879321-0.000330476j 0.000174605+3.19756e-05j -0.000531238+0.000515926j -0.000661318-0.000628501j 
0.000203189-9.54973e-05j -0.000123444-1.41077e-05j -0.00351946-0.00194594j -0.000778141+2.62191e-05j 0.00404254+0.000862248j 0.000861754-0.00138958j 0.00189824-0.00036226j 0.00189978-0.00195441j -0.000244745+0.0017142j 0.00104223+0.000986253j 0.0015383+0.00209882j 0.0015623-0.000844678j 0.00132191+5.20835e-05j 0.00178677+0.0018901j 0.00253666-0.000451158j -0.00340177-0.00110978j -0.00209039-0.00081837j 0.00105708+0.000239811j -0.000931929+0.00216408j 0.00160505-0.00173619j 0.00247822+0.00140363j 0.00355083+0.000975737j 0.00532779-0.00343358j 0.000819687+0.00032198j -0.00193119-0.00358571j 0.000999498-0.000538401j 0.000796622-0.00123261j -0.00065756-0.00294197j -0.000813133+0.000634213j -0.000237011-0.000851999j 2.24733e-06-0.000244043j -0.000314364+7.3786e-05j 0.00108046-0.000302225j 0.000573641+0.00136383j 0.00133357-0.0028821j -0.000628446-0.00035353j -0.00188405-0.00131603j -0.00193775-1.47519e-05j -0.000540993+0.000490262j -1.95555e-05+0.00133745j -0.00207705-0.00320452j -4.44049e-06-0.00370171j 0.00114683-0.00253941j 0.0012662-5.17283e-05j -0.000219336+0.00119773j 0.00348653-0.00147644j 0.000395172+0.00203548j 2.79096e-05+0.00371069j 0.00297076+0.00244925j -0.00313925+0.00081294j -0.000340254-0.000688113j -0.000670403+0.00364374j -0.00132414+0.00186697j 0.00444348-0.00354396j -0.00249259-0.00328156j 0.000470676-0.00237549j 0.00309638+0.00215018j -0.00169393-0.000894761j 0.00108533+0.000911358j 0.0021143+0.000455846j 0.00204843-0.00082156j -0.00241801+0.00093628j 0.000556526+0.000872831j -0.00158489+0.000821564j -0.000358111+0.000608079j -0.0022301-0.000802005j 0.00127922+0.00162556j -0.00418597+0.00115727j 8.66698e-05+5.24532e-05j 0.00159817-0.000434803j -0.000259185+0.000614069j -7.03796e-05-0.00022647j 
0.00059331-0.000783605j -0.000687888-0.000748068j 0.0007851-3.23922e-06j -0.000659928-0.000398307j -0.000526096-0.000480653j -0.000290684+0.00184491j 0.00030918+0.000839078j 0.00137163+0.00155698j 0.00278221-0.00129494j -0.000194577-0.00248438j 0.0022012+0.00559352j -0.000122922-0.000806196j -0.000145996+6.30477e-05j 0.000590988+0.00242964j -0.000214775+0.0022989j 0.00234729+0.00152339j 0.00159681-0.00207265j 0.00063867+0.00189766j 0.000244003-0.000590341j -0.00170896+0.000436338j -0.00194757+0.0033739j 0.001296+0.00201165j -0.00194135+9.97015e-05j -0.000886405+0.000659869j 0.000935574-0.000693592j -0.00213697-0.00367893j -0.00174554-0.00142515j 0.000723223+0.000592618j 0.000342039+0.000754943j -0.000785276-0.000262033j -0.000111579-0.000620731j 0.000698436-0.000270161j -0.0001258+0.00100133j 0.000482202+0.000243399j 0.00222533+0.000742811j 0.000972948-0.000582862j 0.00230461-0.000653761j 0.000672012-0.000553571j 0.000622743-0.000611057j 0.000198832+0.000369691j -0.000230793-0.00149554j 0.00276541-0.00148629j -6.34338e-05-0.00152617j 0.000372958-0.000746687j 0.000422871-0.000899237j 0.00111266+0.000113834j 0.000299301-0.00161821j 0.00678467+0.000297393j -0.000360054-0.00140471j 0.00109139+0.00732118j -0.00480172+0.00126974j 0.00137093-0.0078027j 0.00373682-0.00246999j -0.00146919-0.00241675j -0.00296673-0.00248958j 0.00556476-0.00344739j -0.00326597-0.0014823j 0.000568297+0.00155385j 0.00140342-0.000760715j 0.0060529-0.0044522j 0.0040577+0.00295731j 0.00142764-0.00280309j 0.00135585+0.00260045j -0.0038847+0.000266735j -0.00319653-0.00048227j 0.00147658-0.0023702j -0.00251146+0.00138141j 5.92159e-05-0.00383923j 0.00179848+0.000989431j 0.00110115-0.000402036j 0.000289092-0.0010945j 0.00102085+0.000628749j 
2.65236e-05-0.000601112j -0.000105786+0.000197091j -0.00192841+0.00120584j -0.000166176-0.000505283j 0.00235099-0.00144705j -0.000832581+0.00102013j -0.00156558+5.70347e-05j 0.00117746-0.000796649j -0.00340991-0.000837489j 0.00176148-0.00152443j 0.000200065-0.0014622j -0.000465611-0.000449288j -0.000292234+0.00201408j -0.0012653+0.000198972j 0.00149817-0.0012556j 0.00155212-0.000414513j -0.00240679+0.00378478j -0.000483148-0.00136285j -0.000782811+5.65547e-05j 0.00364842-0.000797904j -0.00108101+0.00139378j -0.00122705-0.00256073j 0.00212276+0.00053853j -0.00048679+0.0009458j 9.72582e-05+7.26456e-05j -0.000470793+0.000275802j 0.000606237-0.000163365j 0.000667197+0.00118755j 0.000100381-0.000535759j -9.77564e-05+0.000738353j -0.00101703+0.00091813j -0.000872257-0.00104749j -0.000587106+0.00104158j 0.00121012-0.000391439j -0.00128883+0.00236592j 0.00107897+0.000888731j 0.00109743+0.00236153j -0.00271705-0.00112983j -0.00223054+0.0037138j -0.0040023+0.00165735j 0.0057033+0.00580001j -0.00236719+0.000372917j -0.00060762+0.0010445j 0.00158343-0.00180862j -0.00335255-0.000138505j -0.00107772-0.00342141j -0.000870402+0.000640918j 3.54079e-05-0.00290713j 0.000468967-0.00151691j 0.00100709-0.00312256j 0.00296099-0.000315181j 0.00222043-0.000607698j 0.00280201-0.00305035j -0.00323819+0.0003372j -0.000610246+0.00091687j -0.000344443+0.0026279j 0.000136239-0.00143228j 0.00325006+0.000611382j -6.0244e-05-0.00399711j -0.00330928-0.00126713j -0.00418148-0.00210617j -0.00214284-0.00150371j -0.000320354-0.00154167j 0.0012099-0.00528135j -3.3503e-05-0.00267678j 0.000999458+0.00125727j -0.000560163+0.00046257j 0.00326694-0.00333539j -0.00143481+0.00088633j 0.000165421+0.00237036j 0.000275365-0.00143517j 0.00100727+0.000678443j 
-0.000302817+0.000876675j 0.000715495-6.10694e-05j 0.000917316+0.000503518j 0.00139721-0.00231389j -0.00100291-0.00219368j 0.000896696+0.00387512j -0.000525824+0.00215024j 0.000694434+0.00225936j 0.000680425-0.00304909j -0.00190685-0.00531448j 0.000639495+0.0046962j 0.000245952-0.00264536j -0.00175478+0.0023496j -0.00141746-0.000456877j -0.000790798+0.00243589j 0.00372519+0.00232393j -0.00154614-7.37417e-05j 0.00142397+0.000145599j -0.00207378+0.00245759j 0.000476414-0.000906865j -0.0026763+0.00486853j 0.00107658+0.00069707j -0.00110186-0.000583956j -0.000999385+0.00215174j 0.00245865-0.00153j -0.0013246-0.00258434j -0.000434193+0.00105995j 0.00163112-0.00120965j -0.000462004+0.000805175j -0.000309983+0.000578222j 0.000201381-0.000863176j 0.00116936+0.000189036j -0.00153633+0.000654879j -0.00106679+0.000531932j 0.000892725+0.000739991j -0.000736622+0.00183121j -0.00120833+0.000146001j -0.00150698-0.000466029j 0.000230125+0.000226335j 0.00105758+0.000403976j -8.73537e-05+0.000372568j -0.000712746-0.000599361j 0.000282697+0.000632259j -0.0003299+0.00180757j 0.00133573-0.00071532j -0.000611674+0.000672669j 0.00271896+0.00217916j -0.00253047+0.000340006j -0.00112566+0.00040389j -0.00105858+2.40911e-06j 0.0033205-0.00114896j -0.00163002+0.00260542j -0.00106752+0.00186294j 0.00209835+0.000910861j 0.00169086+0.0015571j -0.00372825+0.000708877j 0.00178756+0.00182517j -0.00232834-3.92525e-05j 0.000309596+0.00281457j -0.00297626+0.0013548j -0.0010958-0.000445461j 0.000603332+0.000786907j -0.000492785-0.00134313j 0.00157833+0.00121682j 0.0016332+0.000815045j -0.000106681+0.00108212j 0.00170685-0.000400737j -0.00185505+0.000629421j -0.00107241-0.000199294j 1.86942e-05+0.000921073j 0.000359834+0.000409321j -0.000285911+0.000399988j 
-0.000820328+0.00043179j 0.000237828+0.000835661j -0.000140671-0.000373744j 0.00151225+6.52981e-06j 0.00130013-0.000581974j 0.00104977-0.00021238j 0.000895661+0.000716301j 0.000341125-0.00113101j -0.0010265+0.00127536j -0.00118731-0.000918998j -0.00144069-0.00108132j 0.00104202-0.000315432j -0.000859205+0.00240583j -0.0010733-0.00242918j 0.000431639+4.41779e-06j -0.00339019-0.000235647j -0.00414823+0.000140369j 0.00158805-0.00132984j -0.0034704+0.00513823j 0.00330401-0.00250289j 0.0025357+0.00108678j 0.00306583+0.001235j 0.00454259-0.00283852j 0.0015101+0.000625729j -0.000402146-0.00387408j 0.00172271+0.00116881j 0.00205136+0.000670377j 0.00151722-0.0027508j -0.00123058+0.00111347j -0.000488792+0.000609727j -0.000138524+0.000680294j -0.000483098+2.97068e-05j 0.00119717+0.000275291j 0.000774643-0.00117999j -0.000405613-0.00129833j 0.000596783+5.34203e-05j 0.000727907-0.000251437j 0.00234502+0.00162477j 0.000153856-0.000166013j 0.000756072-0.00217517j -0.000639517-0.000392952j -1.29367e-06+0.00210521j -0.000246501+0.000882432j -0.000499368-0.000864957j -0.00136033-0.000217879j -0.00111573+0.000677977j -0.00116173-0.00275198j 0.000849112-0.000168747j -0.000140754-0.000655206j 0.00118949-0.000149309j -0.00248284+0.000338869j 0.00188952-0.00112724j 0.00135736-0.00064356j -0.00199415+0.000649732j 0.00116251-6.78193e-05j 0.00114236+0.000997221j -0.000997079-0.00248648j 0.00194905+0.00127455j 0.000583703-0.00125723j 0.000908881+0.000102724j -0.000514247+0.0014556j 0.000293728-0.000481719j 9.99509e-05+0.000651101j -0.000181682-0.000189645j -0.000129693-0.000920074j 0.00092411-7.05774e-05j 1.99149e-05-0.000239136j 0.0020227-0.00040883j 0.000967497+0.000222381j -0.000690351+0.000164291j 0.000254257+0.000513222j -0.000679484+0.000176835j 
-0.000666879+0.000509182j 0.000205812+0.000614296j 0.00104478+0.00017607j 0.000600237+0.000725018j -0.00202274+0.00117721j -0.00045337-0.00308877j 0.00287922-0.00112615j 0.00119683+0.000567897j 0.00276039+0.00115223j -0.000646227+0.00251343j -0.000612197-0.0027637j 0.000624765+0.00356501j -3.14408e-05-0.000186427j -0.00108948-0.00317239j -0.000706519+0.00176736j -0.00597183+0.000303912j -0.00196882-0.00324441j 0.000379382+0.000576225j -0.000815337+0.00327819j -0.000681672+0.000405833j 0.00431255-0.00544905j 0.00382509+0.00378121j 0.00192641-0.000535104j 0.00199259-0.00165601j -0.00157693-0.000911576j 0.00144606+0.00294692j 0.000929873+0.000785314j 0.00173848-0.00172048j -0.00152459+0.0002062j -0.00036519-2.2511e-05j 0.000318915+0.000838771j -0.000567347+0.000618773j 0.000339536-0.000857941j -0.00015215-0.000741244j -0.00126167-0.000404697j -0.0014197-0.000843059j 0.000629457-0.000753494j 0.00176855+0.00111224j -0.000388967-0.000766843j 0.000713928-0.000882549j -0.000109898+0.000478437j 0.000201818+0.00270146j 6.49609e-05+0.000316635j 0.000270772-0.00126581j 5.16227e-05-0.0015435j -0.000857755+0.00146721j -0.0019964-0.000972604j 0.000793968+0.000481284j 0.00063935+0.000216993j -0.000321104-0.00235j -0.00133587+0.000292634j 3.60129e-05+0.00122202j -0.000735119+0.000688713j -0.000680063+0.000624035j 0.00193745+0.00034934j 0.00110121+0.000141371j -0.000635989-0.00150411j 6.23076e-05+0.000858697j -0.000221901+0.000309337j 0.000489846+0.00109847j -0.000393683+0.000206949j 0.00111233+0.00030915j 0.000945914+4.28712e-05j 0.00145486+0.000777624j 0.000115327-0.000203772j -0.000119474+0.00100137j 0.000155102-0.000494043j 0.00246598+0.00200639j 0.000495764+0.000582331j -0.000606713-0.000328061j -2.83733e-05-0.000235519j 3.03361e-05-0.00035563j 
0.000351528-0.000965142j -0.000442452-0.000128346j -0.00216388+0.00103047j -0.00107493+0.00105686j 0.00204392-0.00170748j 0.00011218-0.00295051j 0.00128769-0.0013252j 0.000784301-0.000880999j 0.00309031-1.24758e-05j -0.000409369+0.000765698j 0.00254257+0.00242681j 0.000365638+0.000634905j 0.00159036-0.000187066j 0.00067606+0.000990736j 0.000286768+0.00173931j -0.00212433+0.000440063j -0.000388428-0.00252854j 0.000871803+0.000648219j -0.000321047+0.00185935j -0.000778479-0.000146199j 0.00219947-9.28701e-05j 0.00413132+0.00179986j 0.00137444-0.00288955j 0.0020598-0.00029877j -0.00305074-0.00263796j 0.000967263-0.0018689j -7.52343e-05-0.00252667j -0.000769824-0.000690188j -0.000534835+0.000206878j -0.000310349-0.000761995j -0.000179364+0.000587465j -0.000951573-6.56659e-05j -0.00139748+0.000769607j 0.00166158+0.00235855j 0.000589485+0.0026919j -0.00133827-0.000994322j 0.00167327-0.000680162j -0.00223867-0.000708733j -0.00073971-0.0009735j -0.00113868+0.00243794j 0.00310208+0.00202546j 0.0016641+0.000735266j -0.00169493-0.00101284j 0.00108071-0.000299251j -0.0011613-0.000730884j 0.000219703-0.000898014j -0.000852971+0.000598437j -9.52399e-05-0.001095j 0.000635141-0.000872981j -0.00186001-0.0023281j 0.000328424-0.00259253j -0.000269123+0.0028642j -0.00136805+0.000772672j -9.96468e-05+0.000784458j -0.000801222+0.000339252j 0.000523363-4.12816e-05j 0.000460909+0.000463764j -0.000763981+0.000641898j 0.000419375-0.000336507j -0.00183058+0.000525071j -0.00175032+8.91031e-05j 0.00212792-0.00065643j 0.000596338-0.0018889j 0.00154188-0.000327165j 0.00174243-0.00093613j 0.000207993+0.000555527j 0.00128246+0.000753568j 0.00102075-0.00171499j -0.00144164+0.00107445j 0.00132344+0.00131546j -0.00041534-0.000462445j 0.000474145-0.000159827j 
0.000284685-0.000268023j -3.46364e-05-0.000381312j -7.85504e-05+0.000551442j 0.000738069+0.000678193j 6.11134e-05-0.00195098j -0.00066152-0.00120206j 0.000558455-0.000594431j -0.000497463+0.00100207j 0.00500183-0.00269447j -0.00171804-0.00106753j 0.00262787+0.00446416j 9.36964e-05-8.74778e-06j 0.000714294+9.35085e-05j 0.000166723+0.000870727j -0.00139179+0.00370383j 0.000980293+0.00239266j 0.000141202-0.00387463j 0.00094435+0.00112467j -0.00017903+0.00143875j -0.00266268+0.00130535j -4.28694e-05+0.00137123j 0.0038994+0.00191452j -0.00299083-0.00181521j 0.000765452-0.000127824j -0.00183507-0.00156708j -0.00106255-0.00404257j -0.00217489-0.00165477j -0.000431836-0.000395367j 8.85409e-05+0.000225525j -0.000329322-0.000439409j 0.000384997-0.000232109j 8.90732e-05+0.000609112j -0.000884168-7.70272e-05j 0.000793259+0.000746861j 0.000944773-0.00111189j 0.0013866-0.00012901j 8.06826e-05+0.000874613j -0.00050057+0.000137533j 0.00111228-0.000823342j -0.000951355-0.000762403j -0.000402486-0.0013888j 0.00121804+0.000239336j -0.000255394-0.000727505j -0.00125766+0.00150847j 0.000679992+0.00207762j 0.000406809+0.000202447j 0.000233158-0.0017731j -0.00184533-0.000440815j -0.000634709-9.49735e-05j 6.71069e-06-0.000684809j 0.000188476-0.00129747j -0.00084017+0.00140363j -0.000712014+0.00176598j 0.0004459+0.000766403j -0.00109761-0.000135138j -0.00141735+0.00193839j 0.000225002+0.00112663j 9.58339e-05-0.00191254j -0.00046252-0.000397942j -0.000674303+0.000889756j -4.92712e-05+0.000252925j 7.09402e-05+0.000584333j -0.00199883-8.93717e-05j 0.00064441+0.00066443j 0.000554437+0.000123875j 0.00015118-0.000890445j -0.000793806-0.000602553j -0.000854253+0.00117061j -0.00038006-0.000272969j 4.01594e-05-0.000289015j -0.000190304+0.000123404j -2.05833e-05-0.00019831j 
0.000518717+6.59685e-05j 9.64007e-06-0.000519536j 0.000814577-0.00119294j -0.00085055+0.00169607j -0.00133889+0.00197708j 0.000678273-0.00298273j 0.0011246-0.0026149j -0.000335216-0.00130959j 0.00352758-0.000361978j -0.00145979+0.00301936j 0.00112522-0.00121319j -9.48325e-05+0.00221746j 0.00112006-0.00210027j 0.00108445+0.000381055j -0.000644389+0.000547899j -0.00114367+0.000459247j 0.00271321-0.00358401j 0.000445501+0.00115004j 0.00211576-0.00156841j -0.00418446+0.00254656j 0.00114249-0.00346029j 0.00193069+0.00118474j -0.00258804-0.000335224j 0.000995844-0.0018914j -0.00162878+0.000601969j 0.0010716+0.000386744j -0.000104285-0.000768493j -0.00216202+0.000295615j -0.000219091+0.000244659j 0.000276533-0.0015993j 0.000723703-0.000186599j -0.000169803+0.000633442j 0.000210168-0.00186281j -0.00135125+0.00139339j 0.00321367-0.000954948j -0.000204318-0.00259338j 0.000690508-0.00151875j -0.00158951-0.000984748j -0.00275173-0.000732294j -0.00193932+0.00230918j 0.00198143+0.000770043j 0.000964641-0.000414356j -2.1938e-06-0.00319379j 1.57616e-06-0.000680713j 0.00065427-0.000687634j -0.000455075-0.000586329j -0.000336454+0.000132179j 0.00402041-0.000226492j 0.000673264-0.00206872j -0.00185999-0.00135811j 0.000949758+5.10361e-05j -0.00136153+0.00111116j -0.000647314+0.00160524j -3.61393e-05-0.000638037j -0.00233643-0.000528328j -0.000416881-0.000935025j -0.000484841-0.00213226j -0.000884006+0.000690585j -0.000649645+0.000678317j 4.40447e-05-0.00167903j -0.00126778+0.00239057j 0.00021487-0.000149544j 0.00162688+0.00155908j -0.000498393-0.00169926j -0.00163264+0.000702287j -0.000519006+0.000315662j 0.0015765+0.00153011j -0.000701762-0.0018022j -0.000525706-5.71531e-05j 0.000327301+0.000339437j 0.000146507+0.00025217j 3.76414e-05+0.000196628j 
