-0.251318+0.165485j 0.134347+0.260012j 0.00211814+0.0683004j 0.0292547+0.017731j 0.101343+0.116346j 0.0996636+0.0467623j -0.179744+0.083481j -0.122715-0.198299j 0.0959627+0.0198727j 0.0143412+0.168722j 0.0732099+0.0646783j -0.0835204-0.153189j 0.00796997+0.025624j 0.00441335-0.0893002j 0.0769333-0.0338715j 0.0443896+0.0503603j 0.00101647+0.0253587j 0.0564739-0.200899j 0.0770509-0.0984041j 0.0216949+0.131922j -0.0271011-0.0536148j -0.0982735+0.18921j -0.167488-0.0147895j 0.129654-0.0253769j -0.0885994+0.132327j 0.0995154-0.0601601j -0.122184-0.016805j 0.242273-0.210187j -0.211706-0.298472j 0.0745645-0.174362j -0.154034-0.0567613j 0.0430894-0.0235775j 0.0190785+0.0304445j -0.00709406+0.0345138j -0.0541776-0.000752198j -0.0113185+0.0163106j 0.00458115+0.0479004j -0.0314483+0.00681528j -0.0202065+0.0114543j -0.010565-0.00444568j -0.0168815-0.0221314j 0.00384832-0.0100139j -0.00798599+0.00394219j 0.00692701-0.0120128j -0.0107287-0.0185591j -0.0269099+0.000499516j -0.00321395-0.00218619j -0.00709367-0.00937954j -0.00954929+0.00231312j -0.0340458+0.00378732j 0.00629242-0.00650041j -0.00123774+0.00636372j 0.000817782+0.0151715j -0.000654122+0.00439304j 0.00785526+0.00532578j -0.00885522+0.0076259j -0.0133423+0.00518464j 0.0223767+0.0143244j -0.0176549-0.0159121j 0.0103979-0.0148237j 0.0116896-0.000897076j 0.0352633+0.0202094j -0.00404116+0.0179656j 0.00490404+0.01243j -0.000165876-0.00276216j -0.00332454-0.00891178j 0.00588971+0.0115368j -0.0387192+0.00508672j -0.00652494-0.0481651j 
-0.000704141+2.18052e-06j 0.000308008-0.00029041j 0.000674531-7.1483e-05j 7.99222e-05-0.00022411j -0.000784633+0.00160151j 0.00041057+0.00411154j 0.000732535+0.00112398j 0.0016661+0.00178936j -0.000353016-0.00241108j 0.00156576+0.00362047j -0.00415969-0.00364094j 0.000469902-0.00205943j 0.00084296-0.0032815j -0.00682713+0.00740007j -0.00331236+0.00198102j 0.0040331+0.00602685j 0.00111731+0.00132237j -0.000122728+0.00133299j -0.00305991-0.0037218j 0.000967778-0.00206317j -0.000943041+0.00303337j -0.00454946+0.00316019j -0.000950656-0.00272049j -0.0028154+0.00387861j 0.00131962+6.43124e-06j -0.000138535+0.000226589j -0.000525654+0.000849123j 0.000907665+0.000394093j 5.72408e-05+0.00120289j 0.00185045-0.000587689j -9.77838e-05-0.000903156j -0.00241783-0.000165131j -0.000650547+0.00252308j -0.000350494+0.000930812j -0.00118492+0.00379781j -0.000493696+8.2426e-05j -0.00125581-0.00306445j 0.00134044-0.00584354j 0.00198025+0.00880181j 0.0040643+4.38339e-05j -0.00190132-0.00257421j -0.00221713+0.00157881j 0.000368809+0.00282146j 0.00349998-0.0010927j 6.21663e-05-0.00407791j -0.00303404-0.00144633j 0.000976133+0.00208371j -0.00337006+0.0045572j 0.0024362-0.00407727j -0.00179651+0.00755937j 7.93182e-05+0.00370935j -0.00470396-0.0041574j 0.00130853-0.00762741j -0.000618991-0.00216747j 0.00808751-0.00184577j 0.00074166-0.000546149j 0.00539888-0.000897126j -0.000526119-0.00334761j -0.00160402-0.00221368j 0.00175755+0.0119058j -0.00101233-0.000143417j 0.000223559+0.000954742j 0.00200284-0.00331356j 0.00226935+0.0057932j -0.0011928+0.00319401j -0.00133259+0.000282419j -0.00181205+0.00291126j -0.00029722-0.000377543j -0.000855138-0.000477425j 
-0.00170999-0.00301561j 0.000840281+0.00159991j -0.000226042+0.00335732j -0.00437323+0.00210195j -0.00160576-0.00187706j -0.00214951+0.000171308j -0.00393952+0.0047497j -0.00269847-0.00207677j -0.00215553+0.00282984j -0.00267916-0.00481162j -0.00555214+0.00110973j 0.00360927+0.00641892j 0.00251714-0.00124276j 0.0035103-0.0028386j -0.0136825-0.00650627j 0.00514413-0.00667962j -0.00291597+0.00826606j 0.00295253-0.00113319j -0.00551423-0.0035404j -0.00260071+0.00972236j 0.00203399+0.00336601j 0.00176461-0.00639529j 0.00110337+0.000391578j 0.00040262+0.00302239j 0.00375196+0.00154604j 0.00205912+0.0033253j -0.00494641-0.00190225j -0.00129634+0.00248398j -0.00180638+0.000890932j -0.000571755-0.000852471j -0.00234275-0.00074117j -0.00107192-0.00148858j -0.000707265+0.00396708j -0.00353983+0.00249686j -0.00171627+0.000941426j 0.00773787+0.00293406j 0.00186219-0.00145614j 0.00155901+0.00107753j 0.000291991+0.00389187j -0.000147279+0.00016766j 0.00185977+0.000178526j -0.00315458+0.00770304j -0.00340228+0.00429417j -0.00188789+0.00453681j -0.000268604+0.00234225j 0.00532777-0.00676237j 0.00124765-0.0033043j 0.00754873+0.00113733j 0.00315614-0.0102314j -0.00141584+0.00900135j -0.00370506+0.00520402j 0.00604199+0.00733j -0.00755544-0.00259806j -0.00438253+0.00483566j -0.0110392+0.00731173j -8.45582e-05+0.00745971j -0.0047746-0.00968494j 0.000622573-0.00265433j 0.00387632+0.00216426j -0.0053314+0.00576727j 0.00384102-0.00384114j 0.00138679+0.00822702j 0.000434984+0.00431819j -0.0037682+0.00100661j 0.00268593-0.00327236j 0.000885491+0.00106855j 0.00311861-0.00384773j 0.00161827+0.000192185j 0.000747046+0.000373674j 
-0.00116902-0.00031486j -0.000444813-0.000207946j 0.000879446-0.00154682j 0.00153847+0.00195283j 0.000205299+0.00356399j -0.00184259+0.00535755j 0.00661487+0.000389029j -0.000114557+0.00771299j -0.00219336-0.00265385j -0.000687939+0.00684647j 0.00242775+0.00408399j -0.00298856-0.00279896j -0.00235529+0.00387496j -0.00423444+0.00315955j -0.004775-0.00269245j 0.0114329+0.0103784j 0.00194799+0.00243338j 0.000764905+0.00224501j 0.00295098-0.00111708j 0.00190861+0.00228862j 0.00114984+0.00340728j -0.00463905-0.00178126j 0.00113423+0.00183426j 0.00499901-0.00475605j -0.00407649-0.00244816j -0.000919932-0.00133408j 0.00158908+0.000206464j 6.34042e-05+0.000902137j 0.000100113+0.000274001j -0.000433149+0.000410978j 7.67705e-06+0.0010382j -0.000360463+0.000864134j -0.000221242-0.000200949j 0.000304179+0.0012555j -0.00229546-0.00048321j -0.000504754+0.000734481j 0.000146814+0.00128171j 0.00369868-0.00730368j 0.00462448+0.00461423j -0.00359861-0.0024164j -0.00015778+5.59634e-05j 0.000995533-0.00150047j -0.00334123+0.000751546j 0.000786038+0.00505569j 0.00101431+0.00757528j 0.00524877-0.00429921j -0.00394509+0.00506846j 0.00127602+0.00356945j 0.00437938-0.00516854j 0.000613349+0.00354528j -0.000224126+0.00228065j -0.00151489-0.00184327j -0.00354294-0.000271234j 0.00291862+7.01839e-05j -0.00376376+0.00432661j 0.000448978+0.0125185j -0.000898946-0.00569466j -0.000148018-0.00159929j -0.00392584+0.00107936j -0.00154091-0.00178089j 0.0019854-0.00152565j 0.000254167+0.00173001j -0.0037327+0.000268236j -0.00044602-0.00126116j -0.000348281-0.00372431j 0.00176016-0.00129418j -0.000687166-0.00110896j -0.000944711-0.000580937j 0.000949051-0.000930767j 
-0.000479141+0.000405856j -0.000255403+0.000490415j 0.00050321-0.00057319j 0.00129312+0.000650629j -0.00327187-0.00126788j -0.00234309-0.00238216j -0.00325728+0.00296508j 0.00303846+0.000771766j -0.00441304-0.00234491j 0.000770464+0.000350127j -0.00147655-0.000790278j 0.0011232-0.00531376j 5.61896e-06+0.00258828j -0.0043815-0.000416582j 0.00120702+0.0010643j 0.00525212+0.00856886j 0.00400845+0.000464428j -0.00126871-0.000288136j -0.0015104+0.000391401j 0.00122109-0.000588729j 0.00387573+1.26346e-05j 0.00112554+0.000877134j -0.00356818+0.00247692j 0.00528948+0.00584887j 0.0024635-0.00439152j -0.000120075-0.000285945j -0.00132216+6.10579e-05j -0.000907032+0.000961846j 0.000365364+0.000899664j -1.48713e-05-0.00101255j -0.000478248-0.000320679j 7.52834e-05-0.00175487j 0.000266964-0.00126441j -0.00122739-0.00139989j -0.00174087+0.00215174j -0.00087578+0.00103205j -0.00194227-0.00227293j 0.00213558-0.00430272j 0.0011478+0.0040481j -0.00300635+0.000526125j 0.000117736+3.6101e-05j 9.00769e-05+0.0013247j 0.00457096-0.00418107j -0.000209749+0.00294585j -0.00305364-0.00178596j -0.000882961-0.00304752j 0.00047001-0.00186264j -0.00136623-0.000673845j 0.000772554-0.00334829j 0.000783515+0.00338589j 0.0019969+0.0035239j -0.00177984+0.000607953j -0.00418882+0.000990875j 0.00254775-0.00142335j -0.00287979+0.000168899j -0.00211124+0.00437151j 0.000125186-0.00276448j 0.00255746-0.00182547j -5.83217e-05+0.00209778j -0.00288518+0.00111269j -0.00191074-0.00166552j -0.00062977+0.004023j 0.000950375+0.00282071j -0.00154285+0.00179483j -0.0019862-6.82234e-05j 0.000631124+0.000499333j -0.00053943+0.000951677j 0.000825745-8.98553e-05j 0.000133675+0.000162127j 
0.00102472+0.00146891j 0.000179591+0.000800686j -0.00128757+0.000963803j -0.000147791-0.00243951j -0.0011271-0.00152234j 0.00337574-0.00144288j -0.00400903-0.00418016j -0.00183464+0.00515305j -0.00301855-0.00200699j -0.00250415+0.00432069j 0.000727992+0.000655714j -0.00129456-0.00135609j 0.0063317-0.000779238j 0.00710612-0.000310236j -0.00855967+0.000652916j 0.0023472+0.00390801j 0.00213416-0.0033393j 0.00152023-0.00116665j 0.00282756-0.00227018j 0.00132982+0.000847758j 0.00361856+0.00315563j 0.00385696-0.00432193j -0.00142378-0.00151249j -0.00121127+0.000314855j 0.00250839+0.000653506j 0.000342208+0.000669846j -0.000571161+0.000914613j 0.000529362-0.00135474j 0.000805334-0.000520689j 0.000259071+0.000314469j 0.00119507-0.00101309j -3.80418e-05+0.00275781j -2.79489e-05+0.00021668j 0.00139548+0.00265495j -0.00338117-0.00224345j -0.00289084+0.00162935j -0.00360345+0.00175478j 0.0044739-0.00403526j 0.00683634+0.00428194j 0.001298-0.000235572j -0.00186802+0.00378593j -0.000230572-0.0078978j -0.00100053+0.0084107j 0.00570422+0.00209056j -0.00322482+0.000441119j -0.000602902+0.00456754j 0.000735284+0.00766424j -0.010187+0.00296792j 0.00544919-0.00015215j -0.00200167-0.00368922j 0.00431313+0.00403492j -0.0103329-0.0067617j -0.00138515-0.00197414j 0.00660671-0.00108667j 0.00786301+0.00076699j -0.00186756+0.010674j 0.00579865+0.00680693j -0.0014751-0.000673312j -0.00345199-0.00194991j 0.000463508+0.00386553j 0.0003908+0.00531659j -0.00123144-0.00437767j -0.000859835-0.00142168j 0.00310326+0.00103021j -0.00058323+0.00198766j -0.000825009+0.000810477j -0.000796198+0.00235278j -0.000626762-0.000210845j -0.000351845+0.000250168j 
0.00163648-0.000305182j 0.000137676-0.00204034j 0.000554484-0.00133746j 0.00116045-0.00168673j 0.00344064-0.000224454j 0.00196562-0.00178364j -0.00531956-0.00403037j 0.00277804+0.00095801j 0.00242661-0.00123325j 0.000447096+0.00377945j 0.000875057-0.00910656j -0.00179099+0.000149689j 0.00886612-0.00429418j 0.0055216-0.00108256j 0.00573528+0.00104735j -0.00845421-0.000793723j -0.00350807-0.00923216j 0.000420857-0.00276362j 0.00514404-0.00284433j 5.3789e-07-0.0072891j -0.00128562-0.00372308j 0.00147234+0.00348613j 0.00267126-0.00298697j -0.00675788-0.00160991j 0.00213972+0.00200185j -0.0032096-0.00102982j 0.00267129-0.000800232j -0.000179635+8.2288e-06j -0.000723017-0.0023114j -0.000496406-0.000612057j -0.000451868+0.00169162j 0.000165042-0.0023765j -0.00188794-0.0019127j 0.00126342-0.001995j -0.00378227+0.00176609j -0.000364252-0.000570264j -0.00169058+0.000251055j 0.00183382-0.00659571j 0.000520203+0.00250214j -0.00182041-0.00369353j -0.00206049+0.000621737j 0.0027484-0.00631882j -0.00147793-0.00104874j -0.003217-0.00191959j 0.00178341+0.000938704j -0.000703758-0.00322467j 0.000502322+0.00123877j 0.000798455+0.00229831j 0.00549016-0.00125921j 0.00240185+0.00364102j 0.00353223+0.00251466j 0.000520535-0.00240848j -0.000910974+0.00207293j 0.00528514-0.000978974j -0.00120979+0.000138629j -0.00188218+0.0044831j 0.000465972-0.00832828j -0.00187661-0.00185517j -0.00417066+0.000577739j 0.00108323+0.000613978j 0.00106888-0.00215766j 0.000455088+0.00260003j -0.000662534-0.0012239j -0.0026745+0.000867247j 0.00107081-0.00219611j 0.00225191-0.000348819j 0.000838273-0.0025764j 0.000315281+0.00061817j -9.90728e-05-0.000110262j 
-0.00028136-0.000839925j -0.000148769+0.00137012j 0.00085991+0.000857005j -0.00142664-0.000358625j -0.000435903+0.0012983j 0.00128868-0.000607443j 0.000595251+0.00125777j -3.74406e-05-0.000954445j 0.00164607+0.001953j -4.50538e-05+0.00101346j -0.00116545-0.000415697j 0.00203624-0.000195439j -0.00911049-0.00250832j -0.0108866+0.0129097j 0.00414678+0.00197375j -0.00131773-0.00200749j -0.00740215+0.00161101j -0.00365852+0.00234469j -0.0022321-0.00662941j 0.000757279-0.00423738j -0.00538685+0.00259936j -0.00669482+0.00583224j 0.00186127+0.000827238j -0.00228395+0.00457154j -0.000898098-0.00260567j 0.0014591+0.000895413j -0.00124701+0.00125957j -0.000371572-0.000433682j -4.22126e-06-5.76613e-05j -6.86653e-06+0.000830928j 0.000284585-0.00108237j -0.0011592+0.000984433j 5.23127e-05+0.0012435j -0.000682798+0.000394642j 0.00245481-0.000675978j -0.000258802-0.000877364j 0.00133542+0.0011226j -0.00289995+0.00652971j -0.00156941-0.00275628j -0.00078207-0.000729962j -0.00133326+0.000849604j -0.0021687-6.35593e-05j 0.00470971-0.00647857j 0.00294882-0.00166081j 0.00365218+0.00200772j -0.00174347+0.000992587j -0.00476991-0.000176291j 0.00456478-0.00158922j 0.000642885+0.00591114j -0.000833008-0.00271693j -0.00212103-0.00636234j 0.00265323-0.00235914j 0.00140356-0.000205405j -0.00273252-0.000568271j 0.00370229-0.000591192j 0.00252903-0.00757436j 0.00254867-0.000369078j 0.000332506-0.00144747j 0.00080868+0.00106395j 0.00214798-0.00515625j -0.0053585+0.000254574j 0.00169708+0.000777627j 0.00136739-0.00180995j -0.00175071-0.00179896j -0.00131823+0.00181825j -0.000180226+0.000898909j 0.000175991+0.00100401j -0.000162064-0.000194549j 0.000323105+0.000214192j 
0.00106552+0.0024786j 0.00106229-0.00154202j -0.000854533+0.00149883j 0.00363375+0.000678391j -0.000847935+0.00118172j 0.00169176+2.20304e-05j 0.00236897+0.00511155j 0.00175654+0.00478784j 0.00315864-0.0041333j -0.00114749-0.00123192j -0.00694153-0.00499525j -0.000432989+0.0089454j -0.000304254+0.00598029j -0.00591893+0.00528767j -0.00251818+0.00188804j 0.0031754-0.00650981j 0.00823402+8.7744e-06j 0.00979279+0.000895584j -0.00444157+0.0137631j 0.00901365+0.00751152j 0.00399485+0.00601834j -0.0132971+0.00738457j -0.00979973-0.00416979j -0.00389161+0.00986876j 0.0123234+0.0119795j -0.0116025-0.00313384j 0.00705429-0.0136924j -0.00373944+0.00317264j 0.00227095-0.00590292j 0.000536504-0.00243252j -0.00101431+0.0016525j 0.000986574+0.000688406j 0.00109571+0.00129748j -0.000968266+0.000490766j 0.000293472+0.000250454j -0.00101945+0.00110377j 0.00164734-0.000542377j -0.000538314+0.00103982j 0.000224802+0.000480342j 0.00196997+0.00119816j -0.000959219-0.00401156j -0.00144461-0.00121969j 0.00155527+0.000419446j 0.00349138-0.0018605j 0.00125262-0.0014095j -0.00123806+0.00264817j 0.00185374+0.000763493j -0.000717632-0.00103804j 0.000324653+0.000542054j 0.00174639+0.00280439j -0.00211899-0.00153344j -0.00126302+0.00317917j -0.00400105-0.00731657j -0.000821813+0.00451009j 0.00370442-0.0017826j -0.000175535-0.00619857j 0.0101863-0.00278055j -0.00223009-0.000314907j 9.59166e-05-0.00235503j 0.00593546+0.00307414j 0.00413168+0.0048859j 0.00399815-0.00430194j 0.00254199-0.00513891j 0.000616984+0.00381654j -0.00235457-9.85231e-05j 0.00488967-0.000545261j -0.00173665-0.00244959j -0.00061223+0.000820191j 0.000433627-0.00191262j 
-0.000747373-0.00166211j 0.00095113+0.000523073j 0.00215266+0.00122877j -0.00233307+0.000547271j -0.000615239+0.00256816j -0.00117109+0.00174817j -0.00493623-0.000442218j 0.00449191+0.0095546j -0.0066863-0.00178307j 0.00227535+0.00946313j -0.000278658-0.0031569j -0.0026643-0.00129066j 0.0115995-0.0039083j 0.00192908+0.000965986j -0.0154152+0.00157693j 0.0142319+0.0110341j 0.00241455-0.00187718j 0.00238815+0.000725019j 0.00304957-0.00908378j 0.000957584-0.00186131j 0.0064198+0.00317707j -0.00145987-0.00381681j -0.000579341+0.000255603j -0.000920349-0.000323023j 0.00178754-0.00136401j 0.00042363-0.000648539j 0.000630037+0.00165256j -0.000181618+0.000177903j -0.000377576-0.000545122j 0.000107568+0.00133311j -0.000650883-0.000253762j 0.000192599-0.00204264j -0.000647218-0.000420221j 0.000308601-0.00114851j -0.00043056-0.00169673j 0.00118132-0.000297089j -0.00203874+0.00163029j -0.00037225+0.00296939j -0.00186893-0.00314173j 0.00177433-0.000821236j 0.000651184+0.00199873j 0.0017003-0.00273973j 0.000847931+0.00288123j -0.00339053-0.00199181j -0.00235562-0.00343659j -0.00230953+0.0015838j 0.00474932-0.00315808j -0.00150808-0.0011745j -0.00195493+0.00232712j 0.000820101-0.00360316j 0.00378023+0.000882831j 0.000854599+0.00245602j 0.000583665+0.00345j 0.000948936+0.00036871j -0.000724619-0.00127328j -0.000197319-0.000921671j -0.00191787+0.00387488j 0.000146261+0.0023653j 0.000918444-0.000289923j 0.000448667+0.000268017j 0.000932659+0.000617929j -0.00113065-0.00035165j 0.00189169+0.000912476j -4.39868e-05-0.00147023j 0.00189997+4.5367e-05j -0.000726614+0.00146832j 0.00140131-0.0011315j 0.00074631+0.000718981j -0.000496868+0.00068156j 
-8.50079e-05-0.000569029j -0.000536982+0.000171468j 0.000960549-0.000189948j -9.98347e-05+0.000262193j 0.000466248+0.000333318j -0.000492548-0.00121094j -0.000298732-1.79091e-05j -0.00108087-0.00136269j 0.00115284+0.000491087j -0.000156398-0.00105872j -0.000549043+0.000876961j 0.000325406+0.00065411j -0.00321076-8.34353e-05j -0.00187325+0.00384728j 0.00292051-0.00136751j -0.0035299-0.00232061j -0.00242979+0.000128505j -0.00230966+0.000962165j 0.000518026-0.000111397j -5.09991e-05-0.00243835j -0.00152934-0.000437737j -0.00157807+0.0026899j 0.000156511-1.54608e-05j -0.000539829+7.50882e-05j -9.79045e-05-0.000213048j 0.000610168-0.00110369j 0.0012661+0.000458721j 9.4219e-05-0.000721044j 0.000320456-0.000891259j -0.000808339+0.00034756j -0.000357379+0.000764521j 0.000331536-0.00183725j 0.00142721-0.000782389j -0.00235444-0.000190489j -0.000972575+0.000294198j 0.00179816+0.000514178j 5.53025e-06-0.000987115j 0.0014518-0.00392103j 0.00058856-0.00111846j 0.00420152+0.00371708j 0.00278458-0.00343375j 0.00509897+0.00359524j -0.00211636+0.0157806j -0.000631567+0.00515432j -0.0110203-0.00151251j 0.0066007+0.00100498j 0.0107569-0.00433286j -0.00860238+0.00337101j -0.00783869-0.00687404j -0.000889018+0.000247417j 0.00515563+0.00652473j -0.000529215+0.00896616j -0.00203904+0.000968823j 0.00354884+0.00348802j -0.00673691+0.00492886j -0.00247306+0.00592242j -0.00127867+0.00896044j 0.00192334+0.0047288j 0.00414836-0.00116598j -0.00246935+0.0107429j 0.0118766+0.000396523j -0.00309945-0.00186738j 0.00182364+0.00445604j 0.00404036+0.00108674j 0.00133842-0.00167732j -0.000357069+0.000196438j -0.000264774-0.00133299j 0.000500955+8.72385e-05j 0.000194407+0.000317204j 
0.000921006+0.00287734j 0.000228693+0.00131235j -0.00444791-0.0016136j 0.000275789-0.00348181j 0.000255735-0.000354752j 0.00371034+0.00297244j 0.00122341-0.00353178j 0.00109901+0.000752152j 0.0001993-0.00207209j 0.000247132+0.00117525j 0.00306376-0.0021387j 0.000608048-0.00292267j -0.00244543+0.00143595j -0.001778+0.00155717j 0.00555242+0.00545512j 0.000739138+0.00315259j 0.00118143-0.00290116j 0.00223544-0.000879601j -0.00141397-0.000711923j 0.000108393-7.36504e-05j -0.00168247+0.000796849j 0.000524324+0.000181634j -2.0297e-05+0.000329335j -0.00229986+0.00190514j 0.000664313-0.00101627j -0.000956683+0.0010032j -0.00320576-0.000766855j -0.000733037+1.12283e-05j 0.000238524+0.00216557j 0.000444426-0.000577041j 0.0021055-0.00157072j 2.54768e-05+0.00196116j -0.000836907+0.000874251j 0.00213836+0.000922283j 0.0013441-0.000483483j 0.000570657-0.000457434j 0.00289326-0.000402375j -0.00278577-0.00125188j -0.00155716+0.00200228j 0.00410923-0.00475655j -0.00166218-0.00259934j -0.00177166+0.00211459j -0.00826142+0.0163091j -0.004869-0.00105883j 0.00764654+0.00241151j 0.0070115-0.00169745j -0.000612722+0.00462468j 0.00687852+0.00670641j 0.00207424-0.00429371j -0.00336082+0.0061271j -0.00415424-0.000341926j 0.00317962-0.00584313j 0.0088415-0.00803895j -0.00366717+0.000617369j 0.000950496+0.000604684j 0.00157592-0.00277646j -0.00527267-0.00165846j -0.00449889+0.00393351j -0.00392057-0.00332216j 0.00545742+0.00221469j 0.00301437-0.00510527j -0.00347195-0.000573013j -0.00645652-0.00262571j 0.00282778-0.000726564j 0.00435943-0.00396971j -0.00162428-0.00120823j 0.00145339-0.00166006j -0.00259399-0.000420419j 0.00020775-0.00170552j 
-0.00122+0.00129737j -0.00185189-0.00701398j 0.00985594-0.0039924j 0.00866589+0.00591778j -0.0014256-0.00361232j 0.00306278-0.0082653j -0.00200499+0.00542575j -0.00133915-7.87999e-05j 0.000993249+0.00214923j -0.00299702+0.00742924j -0.0110396+0.00855988j -0.00596443-0.000921504j 0.00038473-0.0106544j 0.00828087+0.00546133j -0.00860679-0.00767875j -0.00385086-0.00465048j -0.00646376+0.000386174j -0.0097635-0.00274002j -0.000182341+0.00164612j 0.00299175-0.00187391j 0.000395063+0.00184518j -0.00238092+0.000793214j 0.00300209-0.00704885j 0.00419618-0.00110182j 0.00166199-0.00184305j 0.00211846-0.000897807j 0.00603463+0.00352767j 0.00543749-0.000913071j -0.000582574-0.00394163j 0.000410665+0.000928694j 0.00197438+0.00430075j 0.00150853+0.00473417j 0.00548701-0.0040622j 0.0042553+0.00122462j 0.00361734+0.00335134j -0.00534854-0.00034146j 0.00364195-0.005816j 4.0685e-05-0.00547729j -0.00219207+0.00158684j -0.00345674-0.00182664j 0.00238677-0.00402506j -0.0010491+0.00415643j -0.00200298+0.00151056j 4.20624e-05+0.00264677j 0.000801764+0.00462671j 0.00372257+0.00336567j -0.00597807+0.00129297j -0.00123063+0.00234522j -0.00204584-0.00376574j -0.00195716+0.00609532j -0.0018636-0.00278342j 0.00174572-0.00510887j 0.00570669+0.000113527j 0.000961092-0.00063396j 0.00110799-0.00024946j -0.00053516-0.00252013j -0.00163094-0.000492912j -0.00276172+0.00203496j 1.76994e-06-0.00152138j 0.00320514-0.000937579j -0.000133122-0.00211j -0.00138947-0.00018844j -0.00529056-0.00120226j 0.00107209+0.000166093j 0.00149666-0.00229793j 0.00131996+0.000700428j 0.0015205+0.000433011j -0.00127546-0.000589351j 0.000911119-0.00109661j 
-0.00170388-0.00407792j 0.00355363+0.00367269j 0.0011005+0.00584755j -0.00801058+0.00164099j -0.00100441+0.00414498j -0.00893704+0.00308746j 0.00119957+0.00380192j -0.00161068-0.0075397j 0.00139262+0.00243155j 0.00205005-0.0122647j -0.000581812-0.00282678j 0.0060717+0.00687655j 0.00197343+0.00400327j -0.0061329-0.00122635j -0.00260711-0.0020061j -0.00291707-0.00732229j 0.0036881+0.00838992j 0.00286732+0.00447532j -0.00291022+0.00137969j -0.00470226+0.000205022j -0.000637188-0.00131681j -0.000915298+0.00249397j -0.00345615+0.00337688j -0.00126787+0.00177451j 0.000599131+0.00308247j 0.00383096-0.00134529j -0.00207081-0.000373332j -0.00156908-0.000167527j -0.00162827+0.000398105j 0.000389347+0.00293768j -0.00125979-0.0020214j -0.00122118-0.00636746j -0.00450227+0.000861358j 0.00159373-0.00286203j -0.00338352-0.00252036j 0.00194394-0.0012859j -0.00561357+0.00656045j 0.000489786-0.00155805j -0.0012382-0.00268347j 0.00308241-0.00526519j -0.00312058+0.00565316j 0.00435363-0.0112818j -0.0031124+0.00607494j -0.00942595-0.00637838j 0.0018307-0.00486319j -0.004002+0.000269295j 0.00571547-7.26223e-05j 0.00110199+0.00052857j 0.00482123+0.00413369j 0.00227804-0.00450337j 0.00830022+0.00307758j 0.000777334-0.00353877j 0.00419269+0.0047131j 0.00435321-0.000936471j -0.000246213-0.00206618j -0.000823561+0.00118908j -0.00497124+0.000359126j -0.00219682+0.00136053j -0.00494504-0.000575509j 0.00299657-0.000244902j 3.41903e-05-0.000751725j -0.00239795+0.000682804j 0.0017959-0.00140262j -0.000612953-0.00272218j 0.00488253-0.00190708j -0.000876138+0.00231521j 0.00205545-0.00259713j 0.000436973+0.00106797j -0.000945362+0.000884446j 
0.000623559-0.00220434j -0.00106873+0.00222228j 0.00172248+0.00162478j -0.00210555-0.00254418j 0.000792652+0.00315411j -0.000202468-0.00418575j -0.00278415-0.00295891j -0.00482553+0.00268562j 8.11976e-06+0.00137843j -0.00139276+0.00235235j 0.000519256+0.00576967j -0.00244974+0.00555716j -0.000851489-0.00510234j 0.000191472+0.0109973j -0.0114779-0.000740283j -0.0011382-0.0044607j -0.00291375-0.00194757j -0.0040781+0.00585216j 0.00641579-0.00503952j 0.00180808-0.00524632j 8.97087e-05+0.0046171j -0.00427613+0.00325712j -0.00314088-0.00189767j -0.00288617-0.000446597j -0.000585184+0.000931561j 0.00460825-0.00566993j 0.00701388+0.00300306j 0.00109426-0.00643397j 0.0013776-0.00421406j -0.00185883+0.0013806j -4.47819e-07-0.000390352j -0.00238092-0.00262494j -0.00105433+0.00144476j -0.00352711-0.00116428j -0.00184277+0.0012399j 0.000886115+0.000627643j 0.00156923+0.00137829j -0.00132333+0.00106869j 0.000496286+8.40461e-05j -0.00399743+0.000179582j -0.00306109+0.00142983j 0.00112499-0.00232836j -0.000554135-0.0013728j 0.000602639+0.00029811j 0.00346384+0.00137686j 0.00240883-0.00123072j 6.03109e-05+0.00445656j 0.00493895-0.00204164j 0.008206-0.00268527j -0.000230791+0.00245333j 0.00245693-0.00118287j 0.00281071-0.00256177j -0.00264013+9.13554e-06j 0.00492224+0.00223596j -0.00353444+0.00597366j -0.00227349-0.00394365j -0.0012517-0.00967585j -0.00308827-0.00298283j 0.00204598+0.00357501j -0.000153281+0.000802588j -0.000385556+0.000628064j 0.00451796+0.00533096j 0.00211225-0.000318902j -0.00464941+0.00204705j -0.000180495-0.00239147j 0.00215701+0.00195938j 0.00136905-0.00304315j -0.000898789+0.00158992j 0.000113223+0.000503881j 
