-0.141195+0.124858j 0.120776+0.164905j -0.230323+0.0780471j -0.0281299-0.234369j -0.125958+0.06353j 0.0952071+0.0637347j -0.0441512-0.148181j 0.209247+0.00578966j -0.0194897-0.0481936j 0.0304405-0.00702178j -0.05123-0.072752j 0.0131611+0.078483j -0.1057+0.137952j 0.049807+0.0468455j 0.035424+0.0372287j -0.0341385+0.0423103j 0.011913+0.0150023j -0.0203387-0.0508331j -0.0286334+0.0138611j 0.175127+0.121478j -0.0886729+0.0408399j 0.0276371-0.0330742j -0.071499-0.0601919j 0.0916994+0.0608499j 0.0187893+0.017034j -0.0981881+0.03852j -0.00872285+0.0948556j -0.13917-0.065762j -0.0147677-0.0427844j 0.0420247+0.0935963j -0.0054635+0.116565j -0.0711187-0.0158136j 0.0066321+0.0514823j -0.0161942-0.0170163j -0.0219071-0.0487447j -0.00863934-0.0498352j 0.013693+0.0312797j -0.0299697+0.024884j -0.104146-0.00209868j 0.0414143-0.05909j -0.068085-0.0443452j -0.00480424+0.0279541j 0.0202196+0.0626983j -0.022937+0.0906427j -0.0400351-0.0308879j -0.045997-0.0886783j 0.0953042+0.00466653j -0.0260094-0.021083j -0.0597477+0.113862j -0.0461837+0.0966159j 0.0657037-0.0425065j -0.0465499-0.0702033j 0.108365+0.044013j 0.000971513+0.0327045j 0.0118998+0.0475966j 0.0630249+0.0806599j 0.0400043+0.0226161j -0.00307442+0.0757308j 0.0457014-0.0873601j -0.0428637+0.0134615j 0.0500058+0.0921003j 0.0584495+0.0698394j -0.0456123-0.179554j 0.0317674-0.0818142j -0.106811-0.0851727j 0.131114-0.0563347j -0.14963-0.135341j -0.173085+0.120942j 0.152045+0.100554j -0.125228+0.166209j 
-0.000958624-0.00113047j -0.000178689+0.000858621j 0.0019938+0.00114042j -0.0013488+0.000997935j -0.00223101+0.00131133j -0.00119299-0.00119356j 0.00138179-0.000331915j -0.0016688-0.000877305j 0.00128272+0.000594296j 0.000705754+0.000955921j -0.00179118+0.00206498j 0.000980107+0.0010618j 0.000136023-0.00119373j 0.00113432+0.00117305j 0.00444769+8.70462e-05j -2.25116e-06+0.000629668j 0.00319998-0.000225803j 0.00179696+0.00188656j -0.00040757+0.00383823j -0.00144544+0.00175662j -0.00284226+0.00235525j 0.00109556+0.00265576j 0.00263647-0.00485622j 0.000998443-0.00221285j -0.00262522+0.00389579j -0.000131561+0.000150655j -0.0033046+0.00267228j -0.00114925+0.00264742j -0.0035944+0.00172674j -0.0029651-0.0054098j 3.00403e-05-0.00225183j -0.00396721+0.00272361j -0.00209978+0.0022518j 0.00043119-0.00412503j -0.00293753+0.000504805j -0.00378988+0.00214159j 0.00123684-0.00239136j 0.00220847-0.00582829j 0.000415143-0.00421326j -0.000781484-0.00157427j 0.00442104-0.000935601j 7.59025e-05-0.00191285j -2.37035e-05+0.0012468j -0.000711827-0.00311831j -0.001618+0.00069268j 0.0017629-0.00010051j -0.00126813+0.00432528j 0.00229798-0.00772127j -0.00147359+0.000213432j 0.00292135+0.000778092j -0.00359969-0.00191822j 0.00288075+0.000487391j -0.00106146-0.00193911j 0.00196733-0.00130237j -0.000809318+0.000286681j 0.00414424-0.00307348j 0.000715609-0.00320992j 0.00393858-0.00148572j 0.000147991-0.00588753j 1.28768e-05+0.00117365j 0.00112584+0.00148317j -0.000501933-0.00140509j -0.00211561+0.0046825j 0.00423961-0.00128377j -0.00233039-0.0018285j -0.000821847+0.00284281j -0.00300317-0.00167638j 0.00145717-0.000488314j 0.000801857+0.00101229j -0.000422643+0.000260471j 
-0.00119104-0.00117942j -0.00131677+0.0010764j -0.00136842+0.00027712j 0.000246421-0.000522562j -0.000203107+0.00102235j -0.000480961-0.000936542j -0.00348935+0.000189734j -0.00120272-0.000365827j -0.00170339+0.000144145j 0.000907273-0.00192549j 0.000525104-0.00204189j -0.00179205+0.00148605j -0.000107581+0.000164767j 0.00198108-5.50918e-05j -0.00294845+0.00497087j -0.00277267+0.00109507j -0.00073775+0.00214577j -0.000615154+0.00371139j 0.00417546-0.00348879j 0.00115924-0.00854243j 0.00181647+0.0022139j 0.00109404-0.000646987j -0.00363116+0.000977731j -0.00309498-0.00424915j 0.00509016+0.0081038j -0.000420974+0.00588586j 0.00123934+0.000942316j 0.00099356+0.00294512j 0.00106488-0.00212147j 0.00468346-0.000433674j -0.00350376-0.00653118j -0.00433241-0.00263155j 0.00132569+0.00357974j -5.46054e-05-0.00192752j 0.00757789-0.00103155j 0.00913387+0.0066535j 0.00264105+0.00682546j 0.00247714-0.0022217j 0.00117972-0.0014711j -0.00347465-0.00697932j -1.28972e-05+0.00291922j 0.0117742+0.00176734j 0.00052542+0.00330973j -0.00425035-0.00599765j 0.000227543-0.00495538j 0.00141308-0.00456725j -0.00768462+0.00160704j -0.000376644+0.000304416j 0.00196887-0.000403628j -0.00481593+0.00520895j 0.00127976-0.000981391j -0.00453057+0.00149814j -0.000189463-0.00205603j 0.00466861-0.000427921j -0.000553347+0.0018976j -0.00327659+0.00124298j -0.00210524+0.000664036j 0.00204424-0.00416742j 0.00203691-0.00156506j -0.00128805+0.000686767j 0.000304827-7.16076e-05j 0.00140908-0.00372851j 0.00125428+0.0032263j 0.00194058+0.00131812j -0.00207928+8.08442e-05j -0.000808515-0.000663432j -0.00314524-0.00127255j -0.001286+0.000587725j -0.000872615+0.00239411j -0.0016826-0.000579981j 
0.00117682-0.00218627j -0.00155887-0.00109782j -0.000358028+0.000822607j -0.00157598-0.000637978j -0.0013076+0.00417172j 0.00213573+0.00184528j 0.0010387+0.000970787j -0.00105749+0.00197716j 0.000573612+0.00299518j 0.00254917-0.00486002j -0.00383478-0.000456243j -0.00167044-0.000971474j -2.80214e-05-0.00177927j -0.00181664-0.000103307j 0.0035147-0.00367379j 0.00397113+0.00209832j 3.78612e-05+0.00133664j 0.00193958-0.00291237j 0.00926196-0.00184702j 0.00312402-0.00487797j -0.0037949-0.0043648j -0.000941493-0.000384166j -0.00122455+0.00122593j 0.00111576-0.00664431j 0.00110049-0.00141598j -0.00101098-0.00238128j -0.002441-0.00243859j -0.00621427-5.71569e-05j 0.0014771-0.00375363j -0.00120698-0.00143776j -0.00514426-0.00229822j -0.00408664+0.0024975j -0.00252833-0.00706458j -0.00389419-0.00122078j -0.0015186-0.000875765j 0.000911193+0.00119423j 0.000872544-0.00521662j 4.52222e-05-0.00501697j -0.00207682-0.00134671j -0.00317347+0.00181218j -0.0126959-0.0101179j 0.00884593+0.00699236j -0.0057675+0.00108775j 0.00734555-0.0020007j 0.00293224+0.00576315j -0.00414969+0.00107273j 0.00217181+0.00222277j 0.00470723+0.00142323j -0.014587-0.00580507j 0.00436156-0.00233134j -0.001446+0.00242125j 0.00525775+0.00184317j -0.00397247+0.00196204j -0.00188333+0.00945051j -0.00250474-0.0019982j -0.00245676+0.00394491j -0.00143249-0.002673j 0.0113335-0.00534955j 0.00180158-0.00863285j 0.000665238+0.000517881j 0.00228437-0.00215053j -0.00366085-0.0022176j -0.00126652+0.00907302j 0.00194542-0.00112427j -0.00589695-0.00140869j -0.00227583+0.000899358j -0.00482815-0.00565025j -0.00140516+0.00100056j -0.000712776+0.000672913j -8.51336e-05-0.000792582j 
-0.00082066+0.00259635j 0.00236907+0.00114004j 0.00177667+0.000445816j 0.0002192+0.0025854j -0.000185307-0.00510862j -0.0026582-0.00316574j 0.000914312-0.00189226j -0.00165604-0.00091605j 0.000414536-0.00356328j -0.00202281+0.00456793j 0.00199932-0.00118399j 0.00215446+0.00139607j -0.00228591+0.00401878j 0.000388585+0.00185263j -0.00610551+0.0011593j 0.000304127+0.00255492j -0.000393694-0.00404725j -0.00500644+0.000253116j 0.00174804+0.000184107j -0.000362812-0.00198851j 0.00612487-0.000152691j 7.64933e-05+3.41873e-05j -0.00427573+0.00493412j -0.00460215+0.00582077j -0.00353683-0.000457093j -0.00095467+0.00292684j 0.000909855+0.00237085j -0.000323582-0.00570395j -0.00032874-0.00317602j -0.00127674+0.00599697j -0.00317409+0.000365489j -0.00386425+0.00271267j -0.000441205-0.000475047j -0.00108529-0.00116711j 0.00168758-0.00291844j 0.000168953-0.0024511j -0.00810633+0.000967167j -0.007709+0.00884416j 0.0120801+0.00679125j 0.00694568+0.00350824j 0.00651246-0.00176239j -0.00450604-0.00415285j 0.00153801-0.00204399j 0.0051628+0.0054566j 0.000616318-0.00445236j -0.00125122-0.0052098j -0.00256666-0.00313444j 0.000343386+0.00976568j 0.00571417+0.00077935j -0.00133064-0.00512601j -0.00426047+0.000879865j -0.00339923-0.0103263j -0.00302705-0.00387867j -0.00735967-0.00207328j -0.00155658+0.00544826j 0.002242-0.00261704j -0.000210937-0.00230527j -0.00653641+0.00339209j -0.000446496+0.00392313j -0.00306992-4.4794e-05j -0.00129753-0.000879448j 0.00444623+0.00510496j 0.00101468-0.00629597j -0.000482764+0.00122101j 0.00366262+0.000991401j 0.00348756+0.000908012j 0.00355156+0.00525725j 0.00240279-0.000132774j 0.0011153-0.000864514j 0.000508479+0.00138063j 
0.000822822+0.00050151j -5.28849e-05-0.000553048j -0.00128478+0.000421769j -0.000746233-0.000854142j -0.000293297+0.000148093j 0.00145023+0.00114378j 0.000174678+0.000214514j -0.000481381+0.00101058j -0.000481608+0.000840681j 0.000111638-0.0008373j -0.00140767+0.000905789j -0.00150001-0.00169441j -0.00120483-0.00121413j -0.00254032-0.00133359j 9.25491e-05-0.00194238j 0.00197648+0.00155191j -0.000480842-0.000849621j 0.000871184-0.000279529j 0.000501116-0.00192767j 0.00274153+0.000403829j -0.00139883-0.00297952j -0.000176179-0.00114478j -0.000884475+0.00214167j 0.00228284-0.000996508j 0.000913509-0.00492719j 0.00119179-0.00462216j -0.00104645+0.00198051j -0.00468836-0.0040721j -0.000292885-0.00228759j 0.000527139+0.00415607j -0.0030076-0.00488785j 0.00345663+0.00080526j 0.000857208-0.00751428j -0.00306493+0.00236099j -0.00402626+0.00117843j -0.00137517-0.00758681j -0.0056126-0.00623519j -0.00431216+0.00016786j -0.00332504+0.00650488j 0.00286942-0.000159405j -0.00169831-0.00735397j 0.00641717+0.00535073j 0.00195849-0.000479624j 0.00888635+0.00104426j 0.00374774+0.00723294j 0.00161276+0.00294164j 0.00061204+0.00205389j 0.00226914+0.00926456j -0.00828276-0.00721574j -0.000865649-0.00292116j 0.00011847-0.00664441j 0.00286772-0.0022909j -0.00580062+0.00503979j -0.00662106+0.0076114j 0.00194681+0.00182299j -0.00222001+0.00269862j -0.00038018-0.00554542j 0.00438259-0.0014922j -0.000986686-0.000977636j -0.00152812+9.26739e-05j -0.0023828-0.00410571j -0.00200452+0.00435904j 0.00137755+0.00042433j -0.002973-0.0017363j -0.000613279+0.00312419j 0.00153152-0.00198235j 0.00144704-0.000147901j -0.000683733+0.00095527j -0.000931922-0.000686479j 0.000432719-0.000198807j 
0.00118799-0.00125961j -0.000717142-0.00141179j 0.000635783-0.00140804j 0.000512126+0.00113454j 0.00108937+0.00167483j -0.00118634+0.00224441j 0.000641297+0.000755595j 0.0019721+0.000274118j -0.000415501-0.000992994j 0.000985617-0.00397023j 0.00067255-0.00187351j 0.000916097+0.00109742j 3.74764e-05-0.000226214j 0.00178244-0.00166043j 0.00307931+0.000560118j 0.00267996-0.00227146j -0.00160697-0.00233685j 0.000725325-0.00488947j 0.00750114-0.000541596j -0.0062711-0.000110585j 0.00115165-0.00321743j 0.00219415+0.00128752j 0.00369625-0.00233621j -0.00261048-0.000355995j -0.00122903-0.0032432j -0.00486733+0.00524999j -0.00163468-0.00490908j 0.000559218-0.000499891j 0.00645974-0.00268037j 0.0038903-0.000216646j 0.0033816+0.0104953j -0.00615979-0.000914554j -0.00309962-0.00288552j -0.00287902+0.000932042j -0.00708694-2.97938e-05j 0.000129236+0.00254961j 0.00193232+0.000240732j -0.000700002+0.00814428j 0.0086785-0.00180688j -0.00505303+0.00966194j -0.0113478-0.000458945j -0.00851494+0.00212918j -0.00969935-0.00294268j 0.000483874+0.00228882j -0.00175867-0.00798513j -0.0117922-0.00336428j 0.00674134-0.00679085j -0.00369028-0.0068967j 5.04961e-05+0.00190603j 0.00505291-0.00250617j -0.00355533+0.00968645j 0.00181455+0.00350565j 0.00639218-0.00537699j -0.000547071-0.00291995j -0.00350095-0.00557253j 0.00239883-0.000426343j -0.00294063+0.00469143j -0.00158563+0.000192306j 0.00104325-0.00115563j 0.00348989-0.00350607j 0.00356901+0.000403961j 0.000410117-0.00417554j -0.00135121+0.000831388j 0.00147677+0.000488419j -0.00250442-0.00226572j -0.00109297+0.00208153j -0.00102437-0.000880363j -0.000527968-0.00173895j 0.000384012-0.000273859j 0.000283466-0.000278986j 
-0.00136425-0.000674953j -0.00128759+0.00198473j -0.00251558+0.00135866j 0.0013984-0.00140341j -1.72988e-05+0.000330337j -0.000352286+0.00309678j -0.00437025+0.00339294j 0.00120319-0.00343685j -0.00411916-0.00138896j -0.000693656-0.00226528j -0.00269841+0.00116658j -0.000798587+0.00140014j -0.00279561-0.0036567j 0.000573958-0.00417291j 0.00125303+0.00356558j 0.0017349-0.00293997j -0.00244772-0.00327722j 0.00565896+0.00615941j -0.00150798+0.00225723j -0.00686375-0.00165524j 0.000929651-0.000655456j -0.000598018+0.00134754j 0.00630942-0.00566402j 0.00275431-0.000861135j -0.00337345-0.0027172j 0.000459729+0.0113489j -0.000891679+0.00216036j -0.0119248-0.00180255j 0.00110652-0.00216953j 0.00367206+0.00323253j 0.00548087-0.00290545j 0.000409987-0.00337631j 0.00483004+0.00303015j 0.0023535-0.000536617j -0.0133704+0.00840642j -0.00100608-0.0112308j 0.000130846-0.00142273j -0.00189551+5.24678e-05j -0.00357168+0.00357718j -0.00577864-0.00164052j 0.0115115-0.00460299j 0.00407336-0.000825936j -0.00249383-0.000703946j 0.0016321+0.000671931j 0.00353738-0.00715921j 0.00319742+0.00464657j -0.00547268+0.00471162j -0.0036585+0.000952407j -0.00494826-0.00776625j -0.00894438-0.00092479j -0.0082777-0.0106178j -0.0024363+0.00106656j -0.00360952+0.00423041j 0.00378599+0.000801651j 0.00303312-0.0015895j -0.00163878-0.00224751j -0.000195257-0.0100702j 0.00299934-0.00565715j -0.00247225-0.00422804j -0.00302603+0.00302563j -0.00475259-0.000535754j 0.000968782+0.00114862j 0.000564273-0.000431568j 0.00106027+0.000126194j -0.00230437+0.00222978j 0.00122344-0.00314992j 0.0014822-0.000140605j -0.000430278+0.000240047j -0.00103736+0.00239802j -0.00129405-0.000326537j 
0.000355656+0.000541614j 0.00124748-0.000627157j 4.83316e-05-0.000104714j -0.00106307+0.00100714j 0.0010515+1.28377e-06j -0.000392776+0.000857036j 0.000859763-0.00103052j -0.000192889+0.000946514j -5.16402e-05+0.000279955j 0.000121651-0.00137003j -0.000177591-0.000839065j 0.00025394-0.00125027j 0.000857007+0.00107267j 0.00206622+0.000436266j 0.000385165-0.00525105j -0.00166382+0.00160239j -0.000873194-0.00261495j -0.000658563-0.00129044j 0.00136798+0.00370054j 0.0010672+0.00288027j 4.92116e-05+0.0047547j 0.00352246-0.00208651j 0.00527557+0.00134402j -0.00150748-0.00167233j -0.00290538-0.00183788j -0.00253388-0.0027602j -0.00626263+0.000497469j 0.00255746+4.88609e-05j -0.00608248+0.00235215j -0.00267125-0.00580052j 0.00124333-0.00152088j 0.000699932+0.000577779j -0.0024807-0.00107819j -0.00309459-0.000788319j -0.000100477-0.0047002j -0.007555-0.000128306j 0.00123363-0.000689266j 0.000455234-0.00171132j -0.00190947-0.00633055j 0.00103622-0.00128214j 0.000783199-0.00354335j -0.00391481+0.0011709j 0.00286884-0.000576427j 0.00224041+0.000312393j -9.88265e-05+0.000796603j 0.00363479-0.00143902j 0.00271773+0.000708561j 0.000860162-0.00153699j -0.000542959+0.00189872j 0.00161091-0.00047275j 0.000694624+0.0040384j 0.00324215-0.00230077j 0.00191852-0.0036499j 0.00058774+0.00101113j -4.83681e-05+0.000487278j 0.00043372-0.0034371j -0.000745926+0.000637624j 0.000579911-0.00100937j -0.00210629-0.000979919j 0.00133062+0.00103798j -0.000480253+0.000975359j 0.000158527+0.00110817j -0.00101351+0.000970196j 0.000539764+0.000132509j -0.000160428-0.000139487j 0.000816014+0.000989848j 0.000331142-0.000144418j 0.000661128-0.00122125j 0.00140514-0.000411727j 3.27742e-05+0.000819293j 
-0.00127646+0.000680944j 0.000996787+0.00153287j -0.00121117+0.00198973j -0.000318171+0.00187122j 0.00549845-0.00056854j 0.00187445+0.0015079j -0.000922266+0.00273556j -0.000277589-0.000533067j -0.00238997-0.00242269j -0.00167435-0.00307854j 0.00264131-0.00101586j 0.00142485-0.000559318j -0.000565057+0.000379015j 0.0015057-0.000688844j -0.00113793-0.000330927j -0.00375631-0.00153702j -0.00683612-0.00196604j 0.00480071+0.000173535j 0.00108493+0.00158992j 0.00168119+0.0081374j 0.00331362+0.00943236j 0.0072894-0.00165347j 0.00520657-0.00161483j -0.0046912-0.00297632j 0.00942348+0.00174771j -0.00169913+0.000130938j -0.0112616+0.00475941j 0.00771887-0.00115971j -0.00548359-0.00346229j 0.0100658-0.00508008j 0.00443716-0.00814919j 0.00296352+0.000257711j -0.00446063-0.0060255j 0.00542624-0.00416729j 0.00202733-0.00319616j -0.0102728-0.000125052j 0.00109464-0.0021291j -0.00692194+0.00330608j -0.00114457-0.00284335j 0.00130428-0.00642823j 0.00179302+0.00508319j 0.00191062+0.00334699j 0.00514666-0.00486066j 0.00138675-0.00227069j 0.00288195-0.00163902j 0.00584668-0.00679316j 4.92034e-05+0.00160224j 0.00320592-0.00357935j -0.00187147-0.00304888j 1.43035e-05+0.00311344j 0.00211672-0.00117415j 0.00422166+0.00263257j 0.00393195-0.00403563j -0.000838165+0.00182048j 0.00405332+0.000163041j -0.00152671-0.00262744j -8.0254e-05+0.00108414j 0.00040815+0.00175105j -0.00188421-0.00106088j 0.000140356-0.00247177j -0.000764724-0.00192085j -0.00117395+0.000404564j -0.000222149-0.0014776j 0.00121331+0.00238804j 0.000346449+0.002586j 0.000331012-0.000354267j 0.000556736+0.00205459j 0.00104706+0.000244464j 0.00101107+0.00194682j -0.00163008+0.000917447j 
-0.00044706-0.000158289j -0.000734483+0.00111377j -0.00163979+0.000796138j 0.000591456-0.00111518j 0.00146295-0.000930331j 0.000254001-0.000144357j -0.0015352+0.0024475j 0.000206245-0.000671062j -3.45092e-05-0.00199954j -0.000469825-0.000301452j 0.000733144+0.00086388j -0.000651759+0.00213013j -0.000772182-0.00119672j -0.00185325-0.00107074j -0.0031854+0.00351679j -0.000790346-0.00143139j -0.00155286+0.00177148j 0.000320035-0.00181143j 0.00472828-0.00597212j -0.000281542-0.00272j 0.000755939-0.00452148j -0.00203775+0.00326762j -0.00751926+0.000911096j -0.00313451+0.000623099j 0.00482335+0.00202678j 0.0014569+0.00411525j 0.00173945-5.80424e-05j -0.00255594+0.000292492j 0.00549538-0.00676667j 0.00896653+0.00269271j -0.00591903-0.000794618j -0.00583367+0.00370767j 0.00277967-0.00543569j -0.00440303+0.0093846j -0.00287738+0.00170233j 0.0132137-0.00341492j -0.00200481+0.00446947j -0.0010999+0.00779596j 0.0115644+0.00720777j -0.000881498+0.00120321j -0.00519853-0.000706192j 0.00777449+0.00280083j -0.00173996+0.00110288j 0.00264908-0.00379274j 0.000796034-0.00320147j -0.00286235-0.00413158j -0.0024738-0.00490736j 0.000483712+0.0081779j -0.00195379-0.00433267j -0.00319438+1.45352e-05j 0.000618175-0.00506379j -0.0023668-0.0021835j 0.0037163-0.000918565j -0.00219439+0.0070114j -0.00100361-0.000874554j -0.00018111+0.00382586j -0.00375877+0.000932497j -0.00150589+0.000331586j 0.00292685+0.000454516j 0.000888948-0.00422361j -0.0014529-0.00278358j 0.00198946-0.00218027j 0.00128904-0.00162335j -0.00101023+0.00302037j 0.00179776+0.00105796j -0.00231981-0.000730888j 0.000352483-8.03823e-05j -0.00128258+0.002118j -0.000922446+0.00153264j -0.000997731-0.000304552j 
-0.000452722-9.64359e-05j -0.000333414+0.000929404j -0.000611322+0.00169309j 0.000127439-0.000521285j 0.00165192+0.000750698j 0.00189875-0.000114735j -0.00236666+0.00170565j -3.21423e-05-0.00134766j -0.000982099+0.0011002j 0.000605748-0.000335266j -0.00130149-0.000355173j 0.00142917+0.000218168j -0.000511442-0.00248346j -0.00423811-0.000885638j 0.000892022+0.00305527j 0.00196392-0.00197063j 0.000667031+0.00238916j -0.00144307+0.00137468j -0.0027139+0.00097582j -0.00179477-0.000552423j 0.00161799-0.00036295j -0.0016198-0.00113137j -0.00282843-0.000710446j -0.000349643+4.41248e-05j 0.00289207+0.00357412j 0.0038324+0.000438066j 0.00372156-0.00317857j 0.000110333+0.00142261j 0.00331167-0.00304698j -0.00093904+0.0015114j 0.00498476+0.00126496j 0.00339349-0.00105462j 0.00325704+0.00973241j 0.014991-0.0128881j 0.0110179-0.00074345j -0.00971981+0.00869904j 0.0100326-6.23655e-05j -0.00390895-0.00595284j -0.0123837+0.00429211j 0.000469514+0.000173659j 0.00393224+0.00551413j -0.00280475-0.00870117j -0.00202435-0.000751999j -0.00298295+0.00326114j 0.00355062+0.000200606j 0.00233778+0.00217963j -0.00174456+0.00231113j 0.00715341-0.00743073j -0.00328975-0.0018789j 0.000216939-0.000493164j 0.000296686+0.00231355j -0.00225915+0.00790506j -0.00527942+0.0054009j 0.00268747-0.00800563j -0.000375632-0.00111869j -0.00552469-0.00169964j 0.00983041+0.00231917j -3.32804e-05+0.00321663j 0.00334169-9.95809e-05j -0.00359693+0.00164527j 0.00142132-0.00195547j -0.00556562-0.00102012j 0.000440368-0.00174794j -0.000365899-2.88402e-05j -0.00104096+0.00194194j 0.00147446-0.00196132j 3.61118e-05+0.000224908j -9.67312e-05+0.0019103j -0.0010509+0.00114522j -0.000594534-0.000691445j 
-0.00219756+0.000580245j 0.000999012+0.00205532j 0.000126025+0.00355142j 0.00103435+0.00154919j 0.000354545-0.00165838j 0.00024373+0.00170807j 0.000100394+0.00273677j 0.00119843-0.00122327j -0.00115035-0.00115082j -0.00185632-6.18667e-05j -0.00100229-0.00246613j 0.00527119+0.00318952j -0.00105271+0.000631716j -0.000973402+0.00192358j -0.0018917+0.00138433j 0.00479592+0.00307266j -0.00346113-0.00020754j 0.00119118+0.00356246j 0.00425264-0.00368456j -0.00209219-0.00284051j 0.00119634-0.000320636j -0.000161809-0.000846481j -0.00277737+0.0045084j -0.00495948+0.00244558j -0.000396088+0.00101228j -0.000511314+0.00561754j -0.00087638+0.00111105j 0.000482233-0.00543309j -0.00452962-0.00390363j 0.000855967+0.00498413j 0.000730212-0.000315558j -0.00415978-0.00278387j -0.0011401-0.00741654j 0.00233134-0.00611022j 0.00799612+0.000627786j -0.00292479+0.000715606j -0.00454-0.000486291j -0.00292042+0.0100066j 0.0103342+0.00197056j 0.00594148+2.18439e-05j -0.00262966+0.000357666j -0.00251028-0.00204762j -0.00313535-0.00440955j 0.00141081+0.00561054j -0.00132606-0.00378074j -0.00367965-0.00486422j -0.00290327+0.000901427j 0.00118875+0.00905769j 0.00127773+0.00418033j -0.00300607-0.000776665j -0.00191474+0.00991415j -0.00504122-0.00304526j -0.00554547-0.00186038j -0.00135456-0.000509049j 0.0017738+0.00296474j -0.00225382+0.00231373j -0.00269404-0.000464278j -0.00027539-0.00438014j -0.0043175-0.00162006j -0.000314899+0.00240634j -0.000667419+0.00131559j 0.00246822+0.00064427j 0.000677394+0.000414864j 0.00449918-0.000967054j -0.000722125+0.000554224j 0.00117523+0.000441725j -0.00153638+0.00130512j 0.00171148-0.00094718j 0.000825205+0.0016508j -0.000770897+0.000614757j 
-0.000804992-0.000946041j -0.000909014+0.000657476j -0.00179564+0.00280842j 0.00126159-0.00189462j 0.000410648+0.00176394j 0.00273556+0.00388827j -0.00367551+0.00214835j 0.00309127-0.00162017j 0.000838086+0.00110486j -0.00179387+0.00117325j -0.00347836+0.00202622j 0.00237073+0.00402507j 0.00352574-0.010321j -0.00599148-0.0041872j 0.00770878+0.000688809j -0.000633252+0.00486978j 0.0103842-0.000849822j -0.003322+0.00356848j -0.00152816-0.00215341j -0.00553323+0.00372055j -0.00726677-0.00545427j 0.0023989+0.000530203j -0.00440231-0.00454388j -0.0017651+0.000466933j -0.00488636+0.00319363j 0.000488697-0.00522525j 0.000746625-0.00137963j 0.00244461+0.00398436j 0.00156819-0.001815j 0.00271767-0.00517212j -0.00871077-0.00139128j -0.013941+0.00262121j 0.00679302+0.00112454j -0.0096448+0.00397599j 0.00190326+0.000432667j 0.0017769+0.00484026j 0.00262336+0.00308262j 0.00437544-0.00057232j 0.00836076+0.00760441j 0.00580843-0.000502311j 0.000286175-0.00284572j -0.00323839-0.00375909j 0.00295288+0.000941996j -0.00208906-0.00355042j -0.00218432+0.00516595j 0.00121964-0.00392834j 0.00141905-0.004735j 0.00265579-0.00104811j 0.00117502+0.000911527j 0.00195984-0.00169107j 8.29525e-05-0.00254288j 0.00327665+0.000667195j -0.000334689-0.004032j -0.00253952-0.00164495j -0.000813121+0.000173253j 0.0019225-0.00197885j 0.00331781+0.00206548j 0.00159466-0.00011915j 0.00261988-0.00350895j 0.00239739-0.00107618j -0.00345503-0.00459319j -0.00122591-0.00346722j -0.000115873+0.000877734j 0.000331913-0.000229465j 0.0018939+0.00260902j -0.001921-0.00209029j 0.000384994-0.00240051j -0.00229869+0.00175752j -0.00162817+0.00201426j -0.00153773-0.00176469j 
