-0.00295329+0.000695745j -0.000873304+7.61995e-05j 0.00388016-9.13835e-05j 0.00242559-0.00172533j 0.00244513+0.00150076j 0.0101015-0.00416519j -0.00288864-0.00293716j 0.00388898-0.00791756j 0.00152588-0.00232288j 0.00243059-0.0051885j 0.00699499+0.01029j 0.00317423+0.0242975j -0.00877037-0.0179721j -0.00108721-0.00902602j -0.00312779-0.00118369j 0.00603751+0.00469009j -0.00257348-0.0122291j -0.00949055-0.0296884j 0.00182769-0.0139647j -0.0224146+0.00690062j -0.00259116+0.00749171j 0.00762221+0.00413827j -0.00124531-0.00382056j -0.0033-0.000798648j -0.000397579+0.00876838j 0.00264638+0.000881136j 0.00183327-0.0019098j -0.00440375-0.00312342j 0.00144775-0.00460231j 0.00396492+0.00280232j 0.000509383-0.0128137j 0.00221819-0.00262009j 0.00222992-0.00467739j 0.00152412-0.00207364j -0.00251954+0.00450053j 0.00163423+0.000121592j 0.000508898-0.000518457j 0.000980237+0.00316642j -0.000949475+0.00528402j -0.00486128+0.00446167j 0.00151635+0.00362605j 0.00165819+0.00037139j -0.0064295-0.00790095j 0.000108514+0.000894316j -0.000661026+0.00450805j 0.00202449+0.00115208j 0.00189197-0.00491065j 0.00294706+0.000386338j -0.00280291+0.000809175j 0.001769-0.00429901j 0.00244495-0.00162747j 0.00411123+0.00279416j 0.00431524+0.00252756j -2.38214e-05-0.00967268j 0.00024483-0.00750605j -0.000559257+0.00805442j 0.00408473+0.00188038j -0.00222146-0.0130876j 0.00524848-0.0103544j 0.000371065+0.00170914j 0.000248474-0.00125251j 0.00265865-0.00233997j 0.000741629+0.00077132j 0.000500676+0.00188993j 0.000637995+0.00106074j -0.00225811+0.00143449j -0.000451586-0.000697085j -0.000992917+0.00183953j -0.000183761-0.000491122j 8.5317e-05-0.000202745j 8.44579e-05-0.00252811j -0.00116361+0.000766299j 0.000334857-0.00217198j 0.00182066-0.00020111j -0.0025563-0.000205304j 0.00119063+0.00166215j -0.00245886-0.0019722j 0.000289556-0.00109188j 0.00201515-0.00517291j -0.00218391+0.00098151j 0.00225131+0.00179521j 0.00320942+0.00147454j 0.00141902-0.000509712j 0.000473872+0.00420876j -0.000111569+0.00219654j -0.00148515+0.000625607j -0.000643981+0.000201258j -0.00013915+0.0036042j 0.000132249+0.000943297j 0.00201085+0.00112946j 0.000294512-0.00269669j 0.000717241+0.000819339j 
0.00409816+0.0010182j 0.000934446+1.4833e-05j 0.00384493+0.00374832j -0.00184571+0.0090133j 0.00120745+0.00510804j 0.00200426+0.00240787j 0.00616-0.000199607j -0.0051831-0.00135699j 0.00757165+0.000674721j 0.00814589-0.000973557j -0.00133902+0.000965964j 0.00376404-0.000413127j -0.0087326+0.000545641j -0.0152749-0.00223541j -0.0101947+0.00188704j 0.0104839-0.00573459j 0.0101057+0.00830755j 0.0105008-0.00036742j 0.00470066-0.00058276j -0.00274899+0.00508157j 0.00453028-0.00124534j -0.010108-0.00190938j 0.0015748+0.00022052j 0.00406766+0.00131312j 0.00753233+2.26732e-05j -0.0032127-0.00348073j -0.00626898-0.00114719j 0.00569557+0.00265407j -0.00264123+0.00415698j -0.00295993-0.00485071j -0.00844038+0.000906602j -0.00200455-0.00379203j -0.00697329-0.000263777j -0.00087608+0.00311943j -1.38681e-05-0.000659502j -0.00219372+0.00697159j -0.00252465+0.000403576j 0.00102763-0.000933673j 7.98092e-06-0.00186736j 0.000120354+0.000758383j 0.00232682+0.00222082j -0.000129063+0.00133799j 0.00418313-0.0012368j -0.000206494-0.00172621j -0.00384603+0.00223299j 0.00373545+0.00129838j 0.00279343+0.00316327j 0.0012714+0.000621547j 0.0082277-0.00610166j -0.00743755-0.0025536j -0.0073195+0.00876255j 0.00241065+0.00445374j -0.0044625-0.000936954j -0.000333498-0.00876735j -0.000790155-0.0105998j -0.0130493+0.0133804j -0.00533909-0.0136968j 0.0122803-0.000139357j -0.0114166+0.000512624j -0.000568381+0.0017071j 0.00325108+0.000874651j -0.00503953+0.00213811j -0.00151043+0.00392612j 0.00236571-0.0093851j -0.00708436+0.00163006j 0.00713791+0.0139094j 0.0026766+0.00110643j 0.00291612+0.00103936j 0.00579846-0.013596j 0.00193319-0.000953121j -0.00177765-0.000558533j 0.00263312-0.00252822j -0.000239279+0.00273004j -0.000107318-0.0027682j -0.000890132-0.00648073j -0.00385648+0.00710881j 0.00689551+0.00103928j 0.00687252-0.00598625j 0.00870786+0.0116044j 0.00483851+0.0112405j -0.00792988+0.0015116j -0.0141641-0.00526362j -0.011814-0.00443783j -0.000686441-0.00819187j 0.00267012-0.000863897j 0.00853857-0.0068471j 0.00062709-0.000514161j -0.00329631-0.00640842j -0.00147671-0.0023564j -0.014971+0.000873865j -0.000432103+0.0104956j -0.00601512+6.63489e-05j 
-0.00134319+0.00259872j -0.000916997-0.00120909j -0.000688737+0.00321187j 0.00378936+0.00960625j -0.000712488+0.00474327j 0.00967128-0.003584j -0.00142409+0.00631174j -0.00909187+0.000366327j 0.0007391+0.00118914j -0.0130825+0.00541503j -0.00495305+0.00414147j -0.0114324+0.00561309j -0.0174289-0.00434153j -0.00368483-0.00938129j 0.00793901+0.000774678j 0.0131721-0.00386108j 0.00541012+0.00478927j -0.0108754+0.00752935j 0.014274+0.0076143j -0.0203182-0.01163j 0.00571218-0.00655525j -0.00229422-0.00664948j -0.000239985+0.001722j 0.0125699-0.00313455j -0.00578521+0.000495226j -0.00582513-0.00275939j -0.0026543-0.000406488j -0.0044591-0.00211334j -0.0072782+0.0010726j -0.00136785-0.00491807j 0.00201514-0.00215119j -0.00418288-0.000403571j 0.000136881+0.00294098j -0.00350544+9.01739e-05j 0.00788413-0.00183757j -0.000491709-0.00761564j -0.00135872+0.000582423j 0.00481884+0.00164392j 6.95054e-05-0.00372653j -0.00385746+0.000240753j -0.000312345-0.0032944j 0.00181458-0.00194401j 0.000278792-0.00172882j -0.00263568-0.000282883j 0.00335897-0.00301046j -0.00520771+0.00212743j -0.00990708+0.00267211j 0.00269761+0.00202301j -0.0125895-0.000130355j -0.00334734-0.00512246j -0.00271366-0.0013892j -0.00753514+0.00789j 0.0131285-0.00163947j 0.0019182-0.00373412j -0.00598741-0.00507036j -0.0040575-0.0159406j 0.00372604+0.00575544j -0.00507852+0.00511065j -0.00501645-0.0161587j -0.00438311+0.00132438j 0.00141801+0.0107728j -0.000443402-0.00238277j -0.00276437-0.00191073j -0.0058715-0.000971577j 0.00787676-0.00290247j -0.00273757+0.00696849j -0.000698626+0.00293689j -0.00315676+0.000148221j -0.00223079-0.00422122j 0.00073609+0.00129683j 0.00789342+0.00137975j -0.00247157-0.000312108j 0.00596031+0.00331207j 0.00662265-0.00625744j 0.00251201+0.00124861j 9.78163e-05+0.00312792j 0.000497212+0.0108877j -0.00128372-6.02502e-05j -0.00745965+0.00906213j -0.00506954-0.000939869j 0.00731297+0.00452209j -0.00125149+0.00103874j -0.000417545-0.00260886j -0.00117783-0.00108095j 0.00156442+0.00247425j 0.000767172-0.00346606j -8.43747e-05-0.000547002j -8.64933e-05-0.00308855j 0.00157795+0.00359459j -1.89213e-05+0.00430195j 0.000958829+0.00236727j -0.000467149+0.000516302j 
-0.00491041+0.00300801j 0.00332046-0.00313972j -0.00213011-0.000613808j -0.00180753+0.00926608j 0.00353989+0.000630823j 0.000255208-0.00114216j 0.0130043-0.00527441j 0.00591886+0.000704644j 0.0114009+0.00496562j 0.00301609-0.00427951j -0.0150177-0.00490044j 0.00333134-0.00602349j 0.00173759+0.0011236j -0.00253174+0.0113203j 0.00418916+0.00380557j -0.00371112+0.00537354j -0.00613737-0.0099677j 0.00195618+0.00384817j 0.00472952-6.3698e-05j -0.00290902+0.00211897j -0.00176632+0.00176504j -0.00103093-0.000958013j 0.00568819-0.00344752j 0.0044863+0.00878601j 0.00260212+0.00155985j 0.00282023-0.0114706j 0.00435822+0.00554125j -0.00327306+0.000197512j 0.00490861-0.00250059j -0.00293035-0.00276313j -0.00103324+0.00361805j 9.01412e-05+0.00411877j -0.00221713+0.00376711j 0.00457871-0.00104865j 0.000150987+0.00187829j 0.000809825-0.00648788j 0.00611655-0.00534839j 0.00476355-0.00439958j -0.00255884+0.0075888j 0.001554-0.00116541j -0.00470171+0.000915318j -0.00151587+0.00132295j -0.00139929+0.00102521j 0.0144925-5.13634e-05j 0.00158816+0.0053275j 0.00165179-0.00251155j -0.0103837-0.0111444j -0.00954823+0.00619839j -0.0118811+0.00178919j 0.00309623+0.00354695j -0.00650828-0.000399642j -0.0144688+0.000876881j 0.0133231-0.00627928j -0.00391787-0.00297338j 0.000698003+0.0036931j 0.0117043+0.00432456j -0.0117138+0.00204635j 0.00390523-0.00861561j 0.00338101-0.0120677j 0.000457-0.00469227j 0.00136304+0.00157141j 0.00936254+0.00724005j 0.00279462+0.00637075j 0.0022046-0.0118394j -0.00125005+0.00271275j 0.00228191-0.00516502j 0.000839817+0.00495972j -0.000114628-0.00484547j 0.00331947-0.00806863j -0.00279665+0.00037308j 0.00895183-0.00814431j -0.0013984+0.00365717j 0.00723432-0.000512733j -0.00297336-0.00124849j 0.00403052-0.00393165j -0.000493455-0.00657115j -0.0117088+0.0041303j -0.00728999+0.0124491j -0.0101084+0.00501971j -0.00418627-0.00609828j 0.0155396-0.0147485j -0.0059094-0.00341425j 0.0104437-0.00104754j -0.012504-0.0014073j 0.000246082-0.00426589j -0.000456723-0.000950281j 0.00348323+0.000248336j 0.00244407-0.0087735j 0.0033025-0.00326859j -0.000490455+0.00118881j 0.00558197+0.0029446j -0.00333194+0.00199381j 
0.00131061-0.000949112j -0.00567862+0.00119949j 0.00350255+0.000176252j 0.00866712+0.00110713j -0.00142015+0.000844858j 0.00303407+0.00419001j -0.00388161+0.00130684j 0.00135142-0.00406658j 0.00712425+0.00438129j 0.00840451-0.00273038j 0.00286145-0.00392052j 0.00481358-0.00843308j 0.0051462-0.00413406j 0.000922782+0.00222114j -0.00426719-0.00101578j -0.00376298+0.0019226j 0.00510291-0.00232138j 0.000142773-0.000548069j -0.000922521-0.00567406j 0.00363429-0.00993669j 0.00371605-0.00536794j 0.00085211+0.00253098j -0.00463624-0.00457569j -0.00147321-0.0070258j 5.25395e-05+0.00301623j 0.00538155+0.00476919j 0.00665023-0.00228885j -0.00658337+0.00422787j 0.00891198-0.00382723j 0.00748684-0.00328447j 0.00224122+0.00523474j 0.000425937-0.00300428j 0.00263533-0.00317046j -0.00413001-0.000946836j 0.00301746-8.74511e-05j 0.0160974-0.00141368j 0.00390998-0.00258233j 0.00942288+0.00262422j -0.00392136+0.00263126j -0.000813508+0.00187193j -0.0065386-0.000506399j 0.00634047-0.00179842j 0.00172861-0.0013631j 0.00858911+0.00316767j 0.00701088-6.28231e-05j 0.00222487-0.00284312j -0.0045867-0.0055983j -0.00753701-0.00963408j -0.0226722-0.00242246j -0.00714406+0.000360079j -0.00642529-0.00590358j -0.00838941-0.00629566j 0.0328235+0.00110805j -0.0049516-0.0017214j 0.00122709-0.00928501j 0.00575404+0.0111751j 0.00279533-0.01467j -0.010243+0.01323j -0.00404163+0.0111779j -0.00237874-0.0015686j -0.00454189+0.00173513j -0.00060832+0.00422743j -0.00602884+0.0060328j -0.00861298-0.00425392j 0.00930418+0.00399224j 0.00837987-0.00952129j -0.000363664-0.000821394j 0.000733486-0.000125582j 0.000631296-0.00448937j -0.00108246-0.000106167j -0.00813091-0.00763078j 0.00544884+0.00163215j -0.0086095-0.0049286j 0.00216773+0.00469724j 0.00231215-0.0016022j -0.0108134+0.000197146j 0.0106614+0.00782933j 0.0224503+0.0008014j -0.0127019+0.00470788j 0.012229+0.00367896j 0.00419601-0.00714027j 0.00667306+0.00357482j -0.00364853-0.00694283j 0.000343663+0.00622077j -0.00169614-0.0010312j -0.00401839-0.000787479j 0.000950748-0.000891256j 0.0103788+0.00455471j -0.0027887-0.00271677j 0.000987169-0.00172542j -0.00151642-0.00463248j 0.0012274+0.00101856j 
0.00276112-0.00258573j 0.000762846-0.000706219j 0.00338642-0.00523666j 0.0039834+0.00586214j 0.00195214+0.000818131j 0.00434881-0.00366771j -0.00630366-0.00133204j 0.00634951+0.000658894j -0.00427399+0.00187921j 0.00744279-0.00122677j 0.00881995-0.000607326j 0.00339813+0.000737123j 0.00841248+0.00304491j -0.0119597+0.0004525j 0.00097913-0.00295959j 0.00410525+0.00465765j 0.0047064+0.000498036j -0.0177105-0.00514838j 0.00194531-0.00245277j 0.00161954+0.00140045j 0.00747673+0.0017198j 0.00282867-0.000851212j -0.00602652-0.000735861j 0.00318226-0.00481082j 0.00729269+0.00178151j -0.00382689+0.00282432j 0.00536029+0.000786172j 0.00845732+0.00398989j -0.00542349+6.16642e-05j -0.00593983-0.00218176j 0.00587011+0.00399825j -0.00496606+0.00248243j -0.00423346-0.00211264j 0.0117248-0.00390685j -0.00462181+0.00389271j -0.0072166+0.000756555j 0.0119229-0.000516818j -0.00295978+0.00676468j 0.00558028-0.00491761j 0.000521756-0.000421294j -0.00307761+0.00424722j 0.0023189-0.00160397j 0.00267643+0.00512674j 0.0279973-0.00297292j 0.0215929-0.0078028j 0.015626-0.00301981j -0.00728836-0.00129345j -0.00396749-0.00833893j 0.00942707+0.000475834j -0.00574267-0.0047978j -0.0222699-0.00307723j -0.0234207+0.00178556j -0.0287758+0.00557421j -0.0211823-0.00189222j 0.0118831-0.00311213j 0.00775312+0.00809575j -0.00661671-0.00325066j 0.00501692+0.00648421j -0.00571359-0.00260559j -0.00514786+0.00364826j 0.00332893+0.00377177j -0.000184949-0.00204368j 0.0026022-0.00472576j -0.00404778+0.00342603j 0.00327361-0.00188375j -0.00820532-0.00357898j 0.00413128+0.00699364j 0.000765812-0.00172885j -0.0069893+0.00202437j -0.00209419-0.00322454j 0.00192857-0.00106857j 0.000771916+0.00534978j -0.0010504+0.00531162j -0.010829+0.00939879j 0.00489041+0.00150718j 0.00724692-0.00898601j 0.0045095+0.0049933j -0.00983628-0.00652632j -0.00526919+0.00282333j -0.00701695-0.00515164j -0.0106977+0.00392495j 0.00128195-0.000491086j 0.000202902+0.00264478j 0.00427285+0.000450621j -0.00158072-9.52816e-05j -0.00168039+0.00186179j 0.00616279+0.00112685j -0.00336042-0.00120028j -0.000407553+0.00470211j 0.00440835+0.00105595j -0.00139678-0.00204696j 0.00314492-0.00104606j 
-0.00146812-0.00357494j 0.000635877-0.00321145j -0.00400535-0.0037441j -0.00132629+0.00216845j -0.00386094-0.00210598j -0.00343278+0.00391319j 0.0118837-0.00101768j -0.00360725-0.00127749j -0.00088315-0.00310951j 0.00130907+0.00236627j -0.00100527+0.00143629j -0.0130201-0.00182521j -0.0184672-9.60427e-05j -0.00981722-0.000594852j 0.0105938+0.00254951j -0.00516374+0.000173395j -0.000226488-0.000451635j 0.0163671-0.000400621j 0.00193932-0.00211461j -0.00935808-0.00058386j -0.0134508+0.000769157j 0.00182504-0.000108666j -0.00143578-0.00306037j 0.00203865+0.00465129j -0.00139247+0.00159563j -8.13833e-05-0.00506621j 0.00642463+0.00357709j -0.00283518+0.0018164j -0.0037985-0.00690937j -0.00215878+0.000533168j -0.00313162+0.00369721j -0.000213131+0.00108462j 0.00294642+0.0011975j 0.0111925+0.00353787j -0.00230455-0.00320131j -0.00362889-0.00153539j 0.0116283-0.00161245j -0.0039014-0.00461305j -0.000643423+0.00465802j -0.000499387+0.00122783j -0.00264559-0.00349232j 0.00261822-0.000486556j 0.0029365-0.00458348j 0.022998+0.000164008j 0.0163502-0.00270428j 0.0119213+0.00389192j -0.00418323+0.000785708j -0.006907+0.0100955j 0.000964376+0.00865903j -0.00326214-0.00368917j -0.0128594+0.00112214j -0.0153351-0.00677173j -0.00882607-0.0109177j -0.00923929+0.000571687j 0.0172645+0.00574789j 0.00447895+0.0023242j 0.00234917+0.00202313j -0.00710036-0.00957269j -0.00286905-0.00173548j 0.00554233-0.00206806j -0.00296157-0.00462368j 0.000705117-0.000363179j -0.00499003-0.00235419j 0.00716845+0.00336702j -0.00329726-0.00650677j 0.0082246+0.00356199j 0.00426525+0.0116572j 0.00338779-0.00343889j 0.00615538+0.000572396j -0.00476485-0.00402913j -0.00519167-0.00194479j 0.00393617+0.00833323j -0.00867632+0.00732333j -0.001219+0.00795923j 6.59119e-05+0.000783586j 0.00198335-0.0136145j -0.000990012-0.0038332j 0.00156906-0.013533j 0.00177715+0.00642851j 0.00605968-0.00479744j -0.0086119+0.00781514j -0.00409094+0.00239332j -0.000365157+0.000933008j 3.60311e-05+0.00083026j -0.00114973+0.00199297j 0.00330224+0.00451117j 0.00730832-0.000541147j -0.00214032-0.00058253j -0.000210375+0.00100751j -0.00343066-0.00029018j -0.000173466-0.000895738j -0.00174982-0.000156843j 
0.000606051+0.000980403j -0.00142065+0.000833728j -0.00399708+0.00219105j 0.00367117-0.00989372j 7.24648e-05-0.00154985j -0.00579228+0.00226003j 0.00282186-0.00079259j -0.0105644-0.00125747j -0.00423871-0.00129654j -0.00909711+0.00436022j 0.0185338+0.00273985j -0.000978143+1.34356e-05j 0.00491962+0.000348907j -0.00545098+0.000554262j 0.00613147+0.00306103j 0.017941+0.000590326j 0.00458096+0.0022547j -0.00141856+0.000687696j -0.00186881-0.00159709j 0.0041905+0.00438136j -0.00142014+0.0016273j -0.00457743-0.000437196j 0.000645623+0.00125013j -0.000593379+0.00328809j -0.00493521+0.00101978j -0.000471518-0.00263941j -0.0040038+0.000156788j -0.00270028-0.0027708j -0.00144132-0.00170763j 0.000183036-0.00093723j -0.00297019-0.000991767j 0.00523486-0.00319438j 0.00148513+0.00156727j -0.000662764-0.00220369j 0.00366784-0.000208725j 0.00425742+0.00433809j 0.00714166-0.00566312j 0.00271502-0.000411042j 0.00434485+0.00342661j -0.00492799-0.00266191j -0.00665275-0.000473612j 0.00335461-0.00692791j 0.00732841-0.00342894j 0.0271059-0.00436121j 0.0197946+0.00031406j 0.0126578-0.000256418j -0.00336824+0.00302325j -0.00937977+0.0063432j 0.000198998-0.000562385j -0.000565205+0.0038734j -0.00487144+0.00231775j -0.000742564+0.00074738j 0.00710106-0.00684168j -0.00108066+0.00340712j 0.00270595+0.00105143j -0.000116987-0.00832976j 0.00183392+0.00401922j -0.00196503-0.00336029j 0.000608693-0.00331263j 0.00306485-0.00278216j -0.00221916-0.000548933j 0.0015122-0.00234113j -0.00128308+0.00774767j 0.00612871-7.54143e-05j 0.00135883+0.00306685j 0.00368951+0.00603881j -0.000758543-0.00998581j -0.00389129+0.00510094j 0.00703508-0.000869246j 0.00216097+0.00343752j 0.00551724+0.00221195j 0.00418795-0.00698553j -0.00516971+0.000204722j -0.00430216-0.00199298j 0.000114625-0.000851735j 0.00523579+0.00880977j -0.0105142-0.00337212j 0.00538095+0.00664205j 0.00269033-0.00581335j 0.00450575+0.00407839j 0.00976752-0.00193045j -0.00266849-0.00089574j 0.00153293-0.00111132j -0.00368291-0.00237488j 0.00189454+0.000820216j 0.00207601-0.00224319j -0.00278003+0.00125826j 0.000845637+0.00102908j 0.0013453-0.00298604j -0.00348318+2.76846e-05j 0.00194615+0.00261205j -0.00291599+0.000782423j 
-0.00103636+0.00539233j -0.0014741+0.00139644j 0.00136541+0.00813321j -0.000741904+0.00100334j 0.000715157+0.00377389j 0.000853356+0.00363777j 0.00490573+0.00290206j -0.00417903-0.000808371j 0.00357999-0.00491584j 0.00359987-0.0003837j 0.0100123+0.00222919j 0.00488392+0.00171191j 0.0103387+0.000957464j 0.00608504-0.00528338j 0.00447775+0.00143606j -0.0059162+0.000163942j -0.00288051+0.00108181j 0.00531871-0.00183709j -0.0194919+0.000501625j -0.0168041+0.000755189j -0.0133642-0.00241892j -0.00155227-0.000481175j -0.00419768+0.0040862j 0.0055489-0.00196353j 0.00940629-0.0094027j 0.00658399+0.00213328j 0.0107103-0.00383648j 0.00812698-0.00583721j -0.0093068+0.00786516j -0.0021222+0.00424761j 0.00623614-0.00657867j -0.00364263+0.00479567j -0.00372242+0.00349512j 0.00959574-0.00201172j -0.00237831-0.00328102j -0.000239913-0.0018337j 0.00927977-0.00523886j 0.00786325-0.00333588j -0.00559332+0.000974589j 0.00333797-0.0005716j -0.00209776+0.000708124j 0.0129023-0.00326723j -0.00512935+0.00165393j -0.0152133-0.00451272j -0.00643757-0.00812249j -0.0159678-0.00100441j -0.0120593+0.005495j -0.00277779+0.00376002j -0.00721135+0.00570959j -0.00299867+0.00714686j -0.0169473+0.0106573j -0.00751328+0.013331j -0.0036888+0.0142635j -0.00873366+0.00267573j 0.00427006-0.00532979j 0.00319479-0.000649856j -0.00474681+0.00406021j -0.00141839-0.00190777j -0.0043661-9.02325e-05j -0.000233152-0.000830864j -0.000466648+0.0030296j -0.00922202+0.00868214j 0.0105686-0.00340206j -0.00353491-0.00424279j -0.011779+0.00239554j -0.00252601+0.00343438j -0.00219498-0.00118241j 0.00555927+0.00627633j 0.00186703-0.00536669j -0.00104694-0.000646695j 0.00337852-0.00165226j -0.00295659-0.00273005j -0.0040984+0.00107156j -0.012384+0.00192765j -0.00642648+0.000964902j 0.00413815+0.00595316j 0.00511624+0.00698983j -0.0107998-0.000945026j -0.00995496+0.00146983j -0.00118449+0.000804818j -0.00816767-0.0056712j -0.00638984+0.00226111j 0.00195491-0.00447654j -0.00396773+0.0015779j -0.00248583-0.00148418j 0.0023024-0.00115873j -0.000162414+0.0033531j -0.000603438-0.0017222j 0.000421335-0.0021866j -0.00301821+0.00085404j 0.00184246+0.000694368j -0.00212128+0.00150996j 
0.00227434-0.00857889j -0.00183633+0.00439447j -0.000149757-0.0016592j -0.00128738-0.0342681j 0.000419651-0.010016j 0.00613653-0.00117781j 0.000201671-0.0124927j -0.0107157-0.00956365j 0.00259635+0.0140967j -0.00219216-0.0119333j -0.00192736-0.0133854j -0.00570935-0.0125643j -0.00599096+0.00341979j 0.00233622+0.0139979j -0.0084294-0.00371181j 0.00525699+0.0162343j 0.00574001-0.0232752j -0.00648775-0.00221405j 0.0194374-0.0144356j -0.00483627+0.00256973j 0.00473415+0.00162871j -0.000338342+0.000215081j -0.00701016-0.00372315j 0.00585409+0.000974204j 0.00493061+0.00253538j -0.00135419-0.00658431j 0.00154354+6.55836e-05j 0.00292759+0.000372316j -0.00458075+0.00141672j 0.0022506-7.24199e-05j -9.14919e-05-0.0020973j -0.00401107+0.000848559j -0.00162158+0.00129045j -0.000708848-0.00145392j -0.00171728-0.00286699j -0.000958732+0.000758613j 0.00114984+0.000919842j 3.9344e-05+3.45946e-06j -0.00624947-0.0051162j 0.00369312+0.000405234j 0.0017275-0.00226037j 0.009344+0.00155328j -0.00199159+0.0026322j -0.0100531+0.00356053j -0.00464167+0.00164711j -0.00494336+0.0039417j -0.00116182-0.00087183j -0.00241431-0.000926933j 0.00132423+0.00110912j -0.00141709-0.00215281j -0.00381493-0.000821611j -0.00118189+0.002934j -0.00349669+0.00259411j -0.0029738-0.00325567j -0.00275513+0.0033262j -0.000162903+0.000649166j -0.00506758+0.0013424j 0.00321119+0.00128099j -0.00188494-0.00353297j -0.00284915-0.000682845j -0.000932823+0.00228615j -0.00291871+0.00138476j 0.00296538-0.00267956j -0.00287258-0.00259571j -0.00338887+0.00147488j -0.00140524+0.00216088j -8.43864e-05+0.000113663j 0.00168655+0.0071104j 0.000663922-0.00242879j -0.000856844-0.00360992j 0.00132212-0.00254145j -0.00119426+0.00137639j 0.00127619+0.00466196j 0.000362261+0.00484845j -0.000702271+0.000945374j -0.000788232+4.98441e-05j 0.00245845+0.00491747j -0.00530625-0.000953645j -0.00299835+0.00156064j -0.00446929+0.00058146j -0.00303724-0.00149325j -0.00377603+0.000621351j 0.00245215-0.00235254j -0.00331182+0.000290425j -0.00115136+0.000119461j 0.00106598-0.000996565j 0.000325894+0.00055854j -0.00261135-0.00162614j 0.0011603+0.00054379j -0.000248003+0.00185049j 0.0016407+0.000782176j -0.000776343+0.000774672j 
-0.00118233+0.00480698j -0.00144233+0.00378774j -0.00110859+0.00547524j 0.00257401-0.00708373j 0.00273994+0.00329862j 9.89036e-05+0.00250448j -0.00715467+0.00344752j -0.00109653-0.00226928j -0.00287785-0.00380489j 0.00330831+0.00166485j 0.0131981+0.00242472j 0.0114729+0.00259723j 0.0117278+0.000634818j 0.0145776-0.00575091j -0.0122813-0.00363959j -0.0113868+0.00217404j 0.00290471+0.00234668j 0.00583512+0.00110168j -0.011135-0.00257429j -0.0117593+0.000162854j -0.00597587-0.00121774j -0.00444728-0.00235945j 0.000784426+0.0020367j -0.00210208+0.00121806j -0.000534233-0.0017195j -0.00250721-0.00194577j -0.00578932+0.00727689j 0.00379824+0.000578163j 0.00357976-0.00621759j 0.0103074-0.00680116j -0.00688688-0.000424514j 0.00125661+0.0020822j 0.00096278+0.00424255j -0.0105902+0.000220223j -0.0139928+0.000325549j 0.00150901-0.00324384j -0.0109488+0.00253056j -0.00603247-0.000582719j -0.00338588-0.00169389j 0.00376039-0.00213243j -0.00359818+0.000626467j 0.00675163+0.0040972j 0.00634361+0.00805114j 0.00693262+0.00309637j 0.00304263+0.00745517j 0.00731023+0.00345929j 0.00999402-0.00521656j -0.0168491+0.00357886j 0.00938554+0.013854j 0.00330626-0.00150934j -0.00220839-0.00969961j 0.0204739-0.00317424j -2.91853e-05-0.0102807j -0.00424388-0.00558656j 0.00295404+0.00532832j 0.00922844+0.00198089j 0.000571997+0.0060401j 0.00127301+0.00210901j -0.00234746-0.0157234j 0.000130373+0.000805762j -0.00161301+0.00823145j 0.00417473-0.00124332j -0.00743896+0.00191383j 0.00292804-0.00169952j 0.00724528-0.00243469j 0.000398129+0.00702206j 0.00346966+0.000437495j -0.00666527+0.0142031j -0.00105057-0.00455006j -0.00534881-0.0081454j 0.00369093-0.00133194j 0.000146751+0.00188607j 0.00511654+0.0126193j 0.000788212+0.00711341j 0.00532676+0.001821j -0.00128038-0.00415923j -0.0106515+0.00913637j -0.000422058-0.00293818j -0.0010206+0.00661297j -0.00240628-0.00116255j 0.00938383+0.00424404j -0.00418077+0.00240012j 0.0035341-0.00162122j -0.00356129-0.00223399j 0.000645861+0.000101934j 0.00161235-0.00290292j 0.00210891-0.00233839j -0.00401371-0.00115454j 0.00322793+0.00142216j 0.000676315+0.00395362j 0.00308536+0.0021451j -0.00114345+0.00119515j 
