2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.00147469-2.36959e-05j 0.00116464+0.000647846j -0.000194698-0.000495876j 0.0030414-0.00045898j 0.00265011+0.000456507j -0.00233676+0.00306877j -0.00197207+0.00123075j -0.00151833+0.000605496j -0.00477714+0.00333819j 0.00454911-0.00373944j -0.00186904-0.00131264j 0.000779037-0.00057315j -0.00134735+0.00216336j -0.00172039+0.00137146j -0.00442917+0.00135234j 0.00341653-0.00171615j -0.00553978-0.00597118j 0.00326603+0.0017569j -0.00106954-0.00320562j 0.00225778-0.00682633j -0.00455413-0.00453483j -0.00284912+0.00172154j 0.000423821+0.00206676j -0.00587672-0.00115025j -0.000575014+0.00103323j -0.00203925+0.00234062j 0.00816811-0.00300823j 0.00664082+0.00311216j 0.00181508+6.20157e-05j 0.00488939-0.00277196j 0.00376315-0.00153058j -0.00144757-0.00476312j -0.00093115+0.00358303j 0.00370213+0.000730775j 0.00883296-0.00656426j -0.00919963-0.00285749j 0.00689961+0.00517886j -0.00156513+0.0011589j -0.0025139+0.00267397j -0.0103086-0.0116017j 0.0101516-0.00320431j 0.00189416+0.00158418j -0.00946557+0.00415549j 0.00167218-4.54086e-05j -0.00823708+0.00445133j 0.0109482-0.00313756j -0.00209099-0.0039265j 0.00700593+0.0042838j 0.00131447+0.0010669j -0.0046509+0.00408003j -0.00131406-0.00266405j 0.00218603+0.0016221j -0.000327186+0.000726855j 0.000745105-0.0011774j -8.96501e-05-0.00173328j 0.00123156+0.00133283j 
-0.00199994-0.00102769j -0.000589611-0.00211036j -0.000887735-0.00160628j 0.00201149+0.00217923j 0.00231072-0.00160584j -0.00107415-0.00032122j 0.00164548+0.00247163j -0.00261012-0.00391134j -0.00528381+0.00134538j 0.000277674-0.00698604j -0.00506855+0.0041032j 0.00212323+0.0037985j 0.0020648+0.00274567j -0.00106565-0.000937176j -0.00329976-0.0021264j -0.000839425+0.000131673j -0.00287536-0.00154569j -0.000404719-0.000875704j 0.00151246+0.00170991j -0.000733154-0.00482804j -0.000381886+0.000909681j -0.00307083-0.00495242j 0.00161408-0.00537038j -0.00641408-0.00073582j 0.000484477+0.0020953j 0.00537486+0.000568279j 0.0101719-0.00270052j -0.0009272-0.00277995j 0.00190666-0.00207325j 0.0155864-0.00218963j 2.15274e-05-0.00197033j 0.00900884-0.000691395j 0.00158437-0.00577013j 0.0110428-0.00145013j 0.00895512+0.0059968j -0.00907163-0.000487842j 0.00685062-0.00485915j 0.00565328-0.00129883j -0.00488893-0.00755921j -0.00160235-0.000162714j -2.47344e-05+0.0044624j -0.00842517-0.00661764j 1.53309e-05-0.00162986j 8.94648e-05-0.00317926j 0.000242128-0.00137665j 0.000932069-0.000105774j -0.00659402+0.00226043j 0.00308835+0.00625064j 0.00498511-0.000294003j 0.000610316+5.56836e-05j -0.00214075-0.000598992j 0.00012538+0.00573086j 0.00257814-0.00619529j 0.00316449-0.00144431j -0.00127907-0.00149117j -0.00109048+0.00378931j 
-0.00165698-0.000945739j -0.000254486-0.000220452j -0.000612566-0.00124054j -0.000798122+0.00443263j 0.00161584+4.90613e-05j 0.000928916-0.001435j -0.000806577-0.0014848j 0.000419162-0.0032313j 0.00131861-0.00112483j -0.00118926-0.000750958j 0.00122708-0.00150961j -0.000294891+0.00123494j 0.00205592+0.00175406j 0.00266769-0.000738675j 0.00527762-0.00330107j -0.00427676-0.000921676j 0.00741076-0.00460008j -0.00300505+0.0014914j 0.00165748-0.00195791j -0.00115906-0.000457208j 0.00832419-0.00120548j 0.00107415+0.00153992j 0.00443279+0.00366476j -0.00340061-0.00630236j -0.00798168-0.00123451j 0.00459463-0.00177832j 0.00654486+0.00095956j -0.00276645+0.00196685j -0.0032285-0.00422189j 0.00782722+0.00707349j -0.00275466+0.00257493j 0.0149173+0.00134549j -0.00790216-0.000621677j 0.00693732+0.00508793j -0.00658304+0.00239816j 6.55736e-05-0.0073997j -0.0055352+0.0034943j 0.0173418+0.00915914j -0.01391-0.00441452j 0.0162538-0.0040734j 0.00391794-0.00517476j -0.00594409-0.00369633j -0.00224346-0.00227989j -0.00540096-0.00339173j -0.00398728+0.0018519j 0.00135844-0.00148621j 0.0027466-0.0024199j -0.00913172+0.000527674j 0.00321948-0.00557539j 0.00268032+0.00271885j 0.00344408-0.00394069j -0.000284761-0.001838j 0.000805118-0.0022682j 0.00111481-0.000479425j 0.00156679-0.000420112j -0.000701961+0.000500228j 
-0.001541+0.00118767j 0.00265294-0.00228477j -0.00121934+3.52149e-05j -0.00121462-0.000386201j 0.003294-0.00576049j -0.000266927+0.00172162j -0.000261553+0.00577551j 0.00141343-0.00292305j -0.00227454+0.00147527j 0.00186175-0.00106084j 0.000141557-0.00234841j 0.00311717-0.00608074j 0.000549784-6.38931e-05j -0.000740398+0.00191321j 0.00153704+0.0021471j 0.00315795+0.000965574j -0.000168228+0.00284808j 0.000276032-0.000864263j 0.00340275+0.00303026j -9.75965e-05+0.00490416j 0.00224735+0.00243347j -0.00479855-0.00330315j 0.00628261-0.00399107j -0.00559704+0.00299123j -0.00758458+0.00733909j -0.00113138-0.00307032j 0.0105504+0.000417903j -0.0025475-0.00415506j -0.00098559+0.0143377j -0.00381341+0.0103887j 0.0098813-0.00825186j -0.0044987+0.0146531j -0.0103964+0.00935439j -0.000558104+0.0138588j -0.000273871+0.00754435j -0.00848243+0.00577394j -0.000806889-0.00441998j 0.0123558-0.00158497j -0.00481397-0.00139844j -0.00556181+0.010366j 0.00623835-0.000902663j -0.000449307-0.0110835j -0.00222174+0.00607332j -0.0130045+0.010289j 0.000886097-0.00558833j 0.00699735+0.00203983j 0.00598478-0.00288378j 0.0094854-0.0047358j -0.00445853+0.0044852j 0.00598856-0.00546695j -0.00381312+0.00590516j -0.00282281+0.000539145j 0.000596997+0.00033617j 0.000551275+0.0013964j -0.00199755-0.000428269j 0.000752119-9.3389e-05j 
-0.000734231+0.00225552j -0.000283558-0.00237907j 0.0006789+0.000849572j -0.0018993+0.000268389j -0.000605815-0.00130797j -0.00147054+0.000118463j 0.00297467-0.00233478j 0.00115043+0.00177624j -0.0058122+0.00396326j 0.00374495-0.00496135j -0.006984+0.00058001j -0.00170401+0.000737161j -0.00110595-0.000496482j -0.000529918-0.00222205j -0.0044218-0.000862957j 0.00312002-0.00540485j -0.00844641+0.00237091j -0.00326892-0.000926955j -0.00440661+0.00074374j 0.00172768-0.00269462j -0.00392642-0.000455583j 0.0011026+0.00198442j -0.00920434-0.00163912j -0.00843615+0.00511648j 0.00408222+0.00195319j 0.000201797+0.00479257j -0.00919434-0.00621547j -0.00225028+4.57733e-05j -0.0106488+0.000804339j 0.0127439+0.00121405j -0.0033149-0.00322618j 0.00591329+0.00285808j -0.00619992-0.00190115j 0.0114346-0.0014879j 0.000440796-0.00750647j -0.000339963+0.00106621j -0.00493824-0.00341081j -0.00116889+0.0031839j -0.0129674-0.00805652j -0.00927963+0.00182648j -0.015644-0.0115714j -0.00373173-0.00386331j 0.00574046+0.00688995j -0.00366428-0.000937864j -0.0131269-0.0106365j -0.00599064-0.00468851j -0.00244673-0.000180963j -0.00147366-0.00812916j -0.00291359-0.00853857j -0.00115802-0.000580607j 0.000774223-0.00335893j -0.00114187-0.00556796j -0.000595459+0.00340883j -0.000699134+0.000744071j 0.000543759+0.00216608j -0.000355417-0.00405842j 
-0.00119229-0.00110794j -0.000373627+0.000921232j 0.000444487-0.000205853j -0.00183592+0.000421034j -0.00355989-0.000312457j 0.00124655+0.000529358j 0.00497835+0.00134905j -0.000672065-0.00129728j -0.00147864-0.00102656j -0.00135453+0.000809434j -0.00479356+0.000652382j -0.000872557+0.00297172j 0.00034698+0.00141951j 0.00162991+0.000777167j 0.000240535+0.00194434j 0.000846646+0.000893054j -0.00611537+0.00548842j -0.00435972-0.00396608j -0.000633735+0.00498429j -0.00283582+0.00326121j -0.000616773+0.00419935j 0.00203423-0.00130635j -0.00600653-0.00422352j -0.00448357-0.000391391j 0.00721705-0.000713593j 0.000651096-0.000920535j -0.00453078+0.000287254j -0.00469204+0.000370349j -0.00654558-0.00265294j 0.010313+0.00195849j -0.00413041+0.000555547j 0.00121554+0.00564818j 0.00574423-0.00603909j 0.00480455+0.00259884j 0.0053855+0.00461347j 0.00466209+0.00285825j 0.00287817+0.00142706j -0.00426728-0.00104359j 0.00451043-0.00128535j -0.000817143-0.00450947j -0.00445537+0.0106597j -0.00189661+0.00700205j 0.00808434-0.00456797j 0.000474005+0.000752966j 0.00550141+0.00166977j -0.00434631+0.00207014j -0.00145087+0.00112038j 0.00456791+0.00812432j 0.00232941+0.00942226j -0.00147894-0.00228131j -0.00323887+0.0048271j 0.00225125+0.0035785j -0.000524491-0.00228342j 0.00104124+0.00173085j -0.000887108-0.00208499j -0.000153651+0.00416114j 
-0.00170445+0.000749818j -2.12358e-05+0.00300494j 0.0013995+0.00186571j 0.000160783-0.00123181j -0.00118639+0.0002697j 0.00017633+0.001958j 0.00218515-0.00324987j 0.000960986+0.00445033j 0.00207306+0.00160156j 0.00287641+0.00246902j 0.000370578-0.00592135j -0.00100086-0.00075386j -0.00038738-0.00251683j 0.00229885+0.00152046j 0.00417987+0.00412564j 6.21257e-05-0.00343062j 0.00108453-0.000842735j -0.00232674+0.000637959j -0.000325222-0.00237749j 0.00148418-0.00126956j 1.96566e-05-0.00551678j 0.00302616+0.00265227j -0.00358246+0.00965524j -0.00752792+0.00135999j 0.000202594-6.14559e-05j -0.00168779+0.000591343j -0.00027072+0.00282851j 1.30805e-05+0.00768471j -0.00507194+0.00270161j 0.00227905+0.0086715j -0.00432417+0.0014682j 0.00307317-0.00257063j -0.00515915+0.00860878j 0.00263761+0.00405228j -0.00560407-0.00142316j 0.00462299-0.00732436j -0.00297427+0.0137015j 0.00532519+0.0081854j -0.00182507+0.0103424j 0.00287079-0.0100708j 0.00860606-0.00211926j 0.00845528+0.0105591j 0.00491281-0.00451145j -0.00465284+0.00598632j -0.00405444+0.0102256j 0.00942944-0.00135651j 0.00524591-0.00704911j 0.00094979+0.00470707j 0.000128678+0.00802076j -0.00241012+0.0046863j -0.000844507+0.000387238j 0.00536733+0.000561977j -0.00419228+0.00528632j -0.00287069+0.000692065j 0.00158777-0.000353127j 0.00324412+0.00144513j 
0.00132757-0.00121411j -0.000936494-0.000817837j -0.00025129-5.27742e-05j 0.000460547+0.000464585j -0.0020585+2.86987e-06j 0.00126659+0.000660985j -0.000496887+0.00249333j -0.0014367-0.00170112j 0.000590773-0.000838947j -0.00230208+0.0037547j 0.00033997+0.00286295j -0.00109604-0.00239334j 0.000260941+0.000503282j -0.00235579+0.00110048j -0.00164487-0.000512152j 0.00067231+0.00348723j -0.00438759+0.00395314j 0.00105633+0.00169084j -0.0012517+0.00295079j 0.000672567+0.00504227j 0.000587022+0.00706278j 0.00188718-0.00446134j -7.71067e-05-0.00408319j 0.00460178+0.000741287j 0.00302278+0.0044387j -0.00355957-0.00087614j -0.00372094+0.00789132j 0.000180894-0.000581472j 0.000104516+0.0101459j -0.009668+0.00855674j 0.0058539-0.00140355j -0.0120106+0.0154679j 0.00301973-0.0019925j -0.00997675+0.00452936j -0.00180531+0.00468287j 0.00203556+0.00628845j -0.000505026-0.00787301j -0.00894557+0.000194192j 0.0127996-0.0103273j -0.00527207+0.00833185j -0.00644891+0.00696501j 0.0079755-0.0103495j 0.00296806-0.00309817j -0.0012001+0.00793576j 0.00730804-0.00924747j -0.0044896+0.00847409j 0.00461314+0.000315106j 0.00523653-0.00574791j -0.00220828-0.000654796j 0.00226335-0.00240661j -0.00273245+0.00693768j -0.00201555-0.00100271j 0.000676792-0.000497587j 7.95424e-05-9.58118e-05j -0.000771505+0.00092104j -0.000975838+0.000682727j 
-0.000547871+0.0015708j 0.0017892-0.00114934j -0.00104308+0.00296035j -0.00173073-0.00397227j 0.00308009-0.00623791j -0.000865443+0.00324638j 0.00178018+0.000524361j 0.000229205+0.00470775j -0.00160004+0.00345258j -0.000172961-0.00349763j 0.000233535-0.00374904j 0.00273113-0.000281983j 0.00101269-0.00262726j 0.00206532-0.00180004j 0.00168463+0.00575206j 0.00379659-0.00176765j -0.00223955+0.000264697j 0.00462273-0.0084396j 0.00468761+0.00134083j -0.00287637-0.00217832j -0.00843275-0.000675814j -0.0092894+0.00137273j -0.000673075-0.00303631j 0.00321308+0.00214448j -0.00549934+0.00338906j 0.000949186+0.000342576j 0.00286861-0.0101559j 0.000979996-0.00732971j 0.00986513-0.0107872j -0.00738081-0.00298551j -0.00118459-0.00225932j -0.000396607-0.00678251j -0.00342529-0.0048002j -0.00427901-0.00231313j 0.00497814+0.00213972j -0.00684211+0.00392079j 0.00358419-0.00288646j -0.00561501-0.00806435j -0.0029551+0.00219958j -0.00258334+0.00361691j 0.0131872+0.00536475j -0.0106203+0.00524412j -0.000592081-0.00156813j 0.00451686-0.00412633j 0.000399874-0.00251096j 0.00283712-0.00310446j -0.0048366+0.005191j 0.0015651+0.00127557j -0.00293557+0.00442661j 0.000962612-0.00429724j -0.00240704+0.00491997j -0.000871131-0.000716414j -0.00123229+0.000712022j -0.00158278+0.00271312j -0.00234167-0.000157937j 0.000181531-0.00046686j 
-0.00169537+0.000439559j -0.000525092-0.00301384j -0.00159678+0.000684317j -0.00194189+0.00457079j 0.000458922-0.00435786j -0.000529612+0.000779527j 0.00366527-0.000660118j -0.00113209-0.00149041j -0.00039879+0.00523679j -0.00468069-0.0052481j -0.000445298+9.50178e-05j 0.00521013+0.00140262j 0.00407777+0.000714414j 0.0017663-0.00241263j 0.00470806-0.00173931j -0.00034589-0.0062554j -0.00480629-0.000631905j 0.00793389+0.00382519j 0.00449289+0.00144751j 0.000515686-0.00453004j -0.00471722-0.00762546j -0.00569358-0.00157013j -0.000988385+0.000902634j -0.000721693+0.00793977j -0.00431388+0.00530927j 0.00105168+0.00485718j -0.00652369-0.000907694j -0.00363+0.00230303j -0.0002084+0.00655409j -0.0120853+0.000437758j -0.00753128-0.00285737j 0.0108948-0.00265948j -0.00413108+0.00370472j -0.00662069-0.00904857j -0.0101214+0.000148226j -0.00173822-0.00522464j -0.00235036+0.00211348j 0.000701722-0.00365798j 0.0043919+0.00228212j -0.00127807+0.000750142j 0.0103069+0.00550389j 0.000516196-0.000388731j 0.0157903-0.000855159j -0.008124+0.005481j -0.00158789+0.00609861j 0.00437094+0.00134947j 0.00361799+0.00261878j -0.00316491+0.00297657j 0.0059994+0.00155929j 0.00330881+0.00556088j -0.00286953+0.00111768j 0.00265656+0.00594482j -0.00181567+0.00112427j -0.000416632-0.0025585j -0.000257721+0.00252371j 0.000833129+0.0024374j 
0.000106859+0.000841333j 0.000163944-0.000947483j 0.000692143+0.000847503j 0.00149141-0.00154154j 0.000596708+0.00055679j -0.000607883-0.000676366j -0.000742723-0.00179721j -1.64795e-05+0.00278643j -0.00167799-0.00141753j 0.00229036-0.00684797j -0.00310547-0.000531437j -0.00112075+0.00769514j -0.00163826+0.00090899j 0.000573084-0.00504877j -0.00110126-0.00536948j -0.00117999-0.0025323j 0.00336937-0.00178287j -0.0112183+0.00629925j -0.000676474+0.000575162j 0.00383256-0.0117736j 0.00153478-0.00230786j 0.00260631-0.00909163j -0.00192994+0.0062768j -0.00377863+0.00755479j 0.00444335+0.00455536j -0.00111915+0.0104269j 0.000267338+0.00447556j -0.00117196-0.000209043j -0.00816491+0.00336381j 0.00394263+0.0134373j 0.00672598-0.00109139j -0.00149273-0.00427315j -0.00381164+0.00120955j 0.00667388-0.0055369j -0.000161375+0.0109982j 0.00681351-0.0123886j 0.0043989-0.00193801j 0.00116185+0.00540262j 0.00605654-0.00692881j -0.00867191+0.00650648j -0.00670798-0.00140369j 0.0128705-0.00499476j 0.00399553-0.00752068j -0.00252242-0.00299405j 0.00483606-0.00645554j 0.00399296-0.00267248j -0.00503712+0.00211309j -0.00170851+0.00515867j -7.72227e-05-0.00202792j -0.00294599-0.00375448j 0.00120068-0.00144248j -0.00148276+0.000143009j 0.000715759-0.00172517j 0.00142644+0.000815562j -0.00191467-0.00111463j -0.00103711+0.000282995j 
0.000154399-0.000238189j -0.000853844-0.00131979j -5.15355e-05-0.00158672j 0.00016729+0.00349674j -0.000371283+0.00115596j -0.00149656-0.00362168j 8.5243e-05+0.00224081j 0.00096889-0.00445813j 0.000830574-0.00230798j -0.00163751+0.00133736j 0.00109106+0.00293486j 0.0028076+4.5022e-05j -0.00122085+0.000482552j -0.00174336-0.00119406j -0.000396025-0.00581652j -0.00178302+0.00345375j 5.08964e-05-0.00134371j 0.00175166+0.00604734j -7.07276e-06+0.00137566j 0.00273653+0.00622996j 0.0030851-0.00319866j 0.00229144-0.00236389j 0.00374624-0.00366979j -0.00350676-0.000321856j 0.000952578+0.00320484j -0.000268769-0.0030121j 0.000427432+0.00291064j -0.00596668+0.000172258j -0.00454302+0.00777668j -0.000662314-0.00722698j -0.00331335-0.000912933j 0.00687158+0.00435672j 0.00343774+0.00356905j 0.00367456-0.0029502j -0.00514009+0.000376316j 0.000757262+0.00164645j -0.00311952-0.00226596j 0.00827719-0.00524055j 0.00443476+0.00438701j 0.00490001+0.000313143j -0.00535767+0.000956636j 0.000617266-0.0040859j 0.00857416+0.00678072j -0.00602031+0.00366792j 0.00255441+0.00280442j -0.00182074+0.00667183j 0.00205258-4.45304e-05j -0.00237821+0.00212338j 0.00394427+0.00108834j 0.00526851+0.00388834j -0.00178016-0.00308929j 6.64356e-05+0.00894632j -7.9708e-05+0.00115903j 2.36894e-05-0.00355076j 0.000540634+0.00269636j 0.000653664+0.00155714j 
6.43856e-05-0.00168792j 0.000111213-0.000686939j -0.000616794+0.00161044j -0.00163014-0.000285096j 0.000981804-0.00284892j 0.000201108+0.000618544j -8.06042e-05+0.00340608j -0.000674178+0.00133478j 0.000543932-0.00233938j -0.00123267+0.00173429j 0.00451802-0.00995221j 0.002555-0.0032644j 0.00184009-0.000351095j -0.000872544+0.000927506j 0.00307108-0.000992191j 0.000760277+0.000369744j -0.0088613-0.00471929j 0.00334027-0.00641422j 0.00122279-0.00307205j 0.00191346-0.00496859j 0.00237187-0.00241541j 0.000362012+0.00236809j 0.00643851-0.00180614j -2.10605e-05-0.0126518j 0.00497579+0.00545152j -0.00417836+0.00671958j 0.000309075-0.000997147j -0.000811222-0.0044126j 0.00469194-0.0167101j -0.00766279+0.0248764j 0.00268169-0.00111911j 0.00788331+0.00317168j 0.0111368-1.17582e-05j -0.00666556+0.0133603j -0.0038293+9.16667e-05j 0.0034516-0.00120979j -0.00771786-0.00149827j -0.00328811+0.00909476j 0.00988387-0.00831394j 0.00330138-0.00201705j 0.00712934-0.0126952j -0.00418588-0.00253346j 0.00460861+0.00513818j 0.00225691-0.00601822j 0.00388987-0.000954469j 0.00474817-0.00716108j 0.00301276-0.00186486j -0.00313461+0.00302971j 0.000817579+0.00052216j -0.000889483+0.00139305j 8.5826e-05-0.00345021j 0.00189708+0.00147759j -0.00101154-0.000656787j -0.0018358+0.000126425j 0.00054606+0.000416264j -0.00143317+0.000323627j 
0.000287075+0.00150602j 0.00173957-0.00047722j -0.00037858+3.27665e-05j -0.00229362+0.00338847j -0.00163591-0.0013478j 0.00260919+0.00120479j -0.00136179-0.00161738j -0.000662932-0.0022429j -0.00171184-0.00135735j -0.00143918+0.00134561j 0.00121213-0.0041228j 0.00242609-0.00233754j 0.00247574+0.0023961j -0.00265301-0.00347331j 0.00354503-0.00724606j 0.00064714+0.00216031j -0.00490253-0.00729894j -0.000995215+0.00330546j 0.00160302-0.00120416j 0.00288753+0.00125865j 0.00690436-0.005318j -0.000840952+0.00286779j 0.00649152+0.000582278j 0.0030492+0.00245576j 0.00271645+0.00302089j -0.00740191+0.000116718j -0.00386997-0.00109977j 0.00144954+0.00829734j -0.00341022+0.00336844j 0.00414822-0.000171405j 0.00785377+0.00855916j 0.00776514-0.0098601j 0.00139864+0.00261135j -0.00425842-0.00338186j 0.0073829+0.0015394j -0.000810616-0.00813432j -0.00572497+0.00486756j 0.00303362-0.0107302j 0.000893701+0.00134025j 0.00210557-0.0192853j 0.00304068-0.000654979j -0.000995308+0.00524362j -0.0108377-0.00852281j -0.001158+0.00480511j -0.000686317-0.00745346j -0.000208126-0.00148978j 0.00300932-0.00179332j 0.000924469+0.00286732j -0.00022957-0.00518191j -0.00548973-0.00586722j 0.00291777+0.00334049j -0.000409238-0.00939607j -0.000773373+0.000559795j 0.00266259+0.00267039j -0.0010233-0.00274895j -0.0004992-0.00212962j 
-0.000246679+0.00085308j 0.00094368+0.000854758j -0.00028802-0.00187295j -0.0011429+0.00432608j -0.00120202+0.00222856j -0.000404502-0.00223845j 0.000153961-0.00339856j 1.85415e-05-0.00297851j -0.00198608-0.000937075j -0.00116128+0.00447678j -0.00328195+0.00351014j 0.00116783-0.000643284j 0.00238566-5.50272e-05j 0.00234561-0.000828948j -0.00487748-0.00568099j -0.00143391-0.00178692j 0.0028436+0.00202967j 0.00586407-0.00666874j 0.00109964+0.000503938j -0.00494988+0.00555003j -0.00659299+0.0020347j -0.000730715+0.00520985j -0.00558504-0.000248349j 0.00532092-0.00823879j -0.00913739-0.00163866j 0.00735006-0.00470633j -0.0103061+0.0124129j 0.00158859+0.00608064j -0.000277569+0.00733157j -0.0034418+0.00692874j -0.00852811+0.00521856j -0.01118+0.00289149j 0.000302271-0.000620396j -0.0117404+0.0157031j 0.000107831+0.00578094j -0.00691701-0.00499308j 0.00876922+0.00286876j -0.0109659+0.0023343j -0.000961491-0.00538208j -0.00144984-0.00239548j 0.000501761-0.00596374j 0.00568646-0.00143156j -0.000977713-0.00355022j -0.00112442+0.00407745j 0.00210982-0.0010292j -0.00899752+0.000380298j 0.00518495-0.00560313j 0.00188397+0.000392408j 0.00163351-0.00331267j -0.00165687-0.00240346j 0.00235673-0.0032616j 0.000168253-0.00340457j -0.000743745-0.000740032j 0.0025131+0.000209067j 0.000408511-0.00223396j -5.07955e-05-0.00125175j 
0.000260129-0.000102213j 0.000420467+0.000570352j -0.000790799-2.93089e-05j -0.00139494-0.00154949j 0.000172703-0.000439468j -0.000567349-9.76115e-05j 7.12059e-05-0.000253276j -0.00118991+0.000497799j -0.00139651-0.000821111j -0.000305899-3.12375e-05j -0.000115604-0.00233978j -0.00081257-0.000839319j 0.000649559+0.000271809j 0.00234167+0.00251154j -0.00112835+0.000103245j -0.000608033-0.003295j -0.000937223+0.00208481j -0.000295814-0.00447084j 0.000733027-4.5898e-05j -0.00169238-0.00543546j 1.8441e-05+0.00150169j 0.000139585-0.000475037j -0.00263901+0.00166267j 0.00112286-0.00324737j 0.0029191+0.000623443j 0.00208764+0.00477384j -0.00752661+0.00283557j 0.000104697-3.30223e-05j 0.00288536-0.00266946j 0.00233504+0.0201635j -0.00402921-0.00264348j -0.00208723+0.00458693j 0.0127342+0.00575061j -0.00221199+0.0111782j 7.08213e-05+0.00488571j 0.00436116-0.00185356j 0.00151295-0.00180111j -0.00650534+0.00662547j 0.00654696-0.00432272j -0.00214831+0.0101182j -0.00865229-0.0127049j 0.00180794-0.00543498j 0.00842399+0.00159108j 0.00335452+0.00137297j 0.00541857+0.00120552j -0.00383746-0.0124673j 0.00105522-0.00444867j 0.000155976-0.00234446j -0.000352366+6.71647e-05j -0.00447649-0.0044344j 0.000938071-0.00581722j 0.00237393-0.00226401j -0.00130732-0.00413239j 0.000432063+0.000348147j 5.35918e-05-0.0019282j -0.00143683-0.001653j 
