-0.000531215+0.0312301j -0.0307154-0.000770861j -0.0174597+0.0220678j 0.0225987+0.0175288j -0.000334441+0.00578856j 0.0077098-0.00184945j -0.0028385+0.00774327j -0.00653905-0.00474699j 0.00245237-0.00740673j 0.00567492-0.00288058j -0.0020373+0.00487498j -0.0042392+0.00862843j -0.00960024+0.00640997j 0.0144371+0.00604081j -0.0018487-0.00166853j 0.00120069-0.0125309j 0.00206534-0.00275378j -0.00380483+0.000876885j 0.00645453-0.00213405j 0.000592686-0.00178859j 0.00156586-0.00962883j -0.00267632-0.00168375j 0.00133779-0.00592841j 0.00341076+0.00615567j -0.0034076-0.00216723j 0.000461908+0.00258994j 0.00045727+0.00282282j -0.00371819+0.000105599j 0.00870312+0.00524354j 0.00470467-0.00466431j 0.000565655-0.00518154j 0.00702073+0.00771816j -0.00420085-0.002107j -0.00115019-0.00188593j 0.00161821+0.00636087j 0.0120118-0.000394015j -0.00853429-0.00156803j 0.000273983-0.00177415j -0.000874785+0.00586361j -0.00219491-0.000915115j -0.00356501+0.000139041j 0.00398535-0.00406131j 2.02973e-05-0.00646376j -0.000889431-0.00259809j 0.00755391-0.000731094j 0.0126418-0.00312686j -0.000372911-0.00151835j -0.0023148-0.00415504j -0.000781142+0.00039731j 0.00629651-0.00582384j -0.00128465-0.0077016j 0.00890399+0.00092836j 0.000810187-0.00547421j -0.00338995-0.00966044j 0.00324672+0.00216166j 0.0031062-0.00791557j -0.00417513-0.0092781j -0.00609495+0.00140617j -0.00886883+0.00147921j 0.000431433-0.00215804j 0.00494753+0.00291941j -0.000485243+0.00755099j 0.00335543-0.00252767j 0.00580197-0.00189433j 0.000771949+0.0100915j -0.00945977+0.00582747j -0.00548762+0.00183426j 0.00135277-0.00216118j 0.00321442-0.0127967j 0.0108336+0.00607593j -0.000179935-0.00378772j 0.0134163+0.00693648j 0.00386734-0.0105551j -0.0263355+0.000117581j -0.000920659-0.0259356j 0.020761-0.0212165j -0.0216584-0.0205178j 
0.0165561-0.00170701j 0.0018381+0.0169392j -0.0248456-0.0216334j -0.0206004+0.0240484j 0.0388361+0.010368j 0.0201412-0.0503629j 0.0255504+0.0148315j -0.000676224-0.00490788j 0.0197132+0.0106329j -0.0242863-0.00440445j -0.0359437+0.0255095j -0.0155084-0.0261499j -0.00160679+0.00858692j -0.00155233+0.0265118j -0.00550911-0.0205814j -0.00296111+0.00160544j -0.00938377+0.00419447j -0.00150637-0.00253958j 0.00398178-0.0119675j 0.014724+0.00379808j -0.00502041-0.00147063j 0.000752218+0.0229145j -0.00585584-0.00308002j 0.0108465-0.0125793j -0.0226364-0.0217478j 0.0195603-0.00601378j 0.000589289-0.00724994j 0.00806712-0.0180647j 0.0105945-0.00847103j -0.00361379-0.00545773j 0.002061+0.00948568j -0.00979915-0.00366868j 0.000935457-0.00256542j -0.00990732-0.0104445j 0.00967371-0.00358149j 0.00279908-0.0173731j -0.00193209-0.000793084j 0.0240842+0.00116436j -0.0130046-0.00927379j -0.00405106+0.00834239j 0.0157593-0.00749937j 0.000236194-0.0125906j -0.00570954+0.0149305j 0.0131604-0.00234831j -0.0046748+0.00331413j -0.0114153+0.00215983j -0.0157807+0.0063383j 0.00973671+0.0109039j 0.00671496-0.000905321j -0.0185235-0.00231074j -0.00860409+0.000157121j 0.00720973-0.00446187j 0.0137462-0.0128114j -0.00270894+0.0160986j -0.0121594-0.0114643j -0.00293543-0.021455j -0.0219315+0.0136394j 0.0112868+0.0219448j 0.0171726-0.00428983j -0.0136024-0.000490657j -0.00157834-0.00557222j 0.0059436+0.0189279j 0.00294521+0.0353883j -0.00599779+0.00401076j -0.0512566-0.000451219j -0.0123501-0.0280261j -0.00643815-0.0394676j 0.0350848-0.00915204j 0.00673111-0.0167371j -0.00443488+0.0259799j -0.023984-0.0265137j 0.0422382-0.000742376j 0.0124103-0.0308993j 0.00937157-0.0110577j 0.0139068+0.00751046j -0.00806367-0.0173737j -0.0169168+0.0083198j 
-0.00665636+0.0124634j -0.0129094-0.00738987j 0.0178193+0.0166343j 0.01606-0.0201487j -0.000492916-0.00493535j -0.0107161-0.0104059j 0.0327355-0.00630119j 0.00614242+0.0346416j -0.0195615+0.00231477j 0.00760378-0.00519099j 0.00638874-0.0132157j 0.0213207-0.00515388j -0.00168262+0.0221789j -0.00128399-0.0103087j -0.00859913-0.00888861j 0.0125757-0.006938j -0.00995451-0.000156521j -0.018859-5.23087e-05j 0.012103-0.00451353j -0.00474875-0.00849975j -0.0273162-0.028236j -0.00848864-0.0116113j 0.00542487-0.0149343j 0.00111238+0.015032j -0.0117776+0.00425613j -0.00178481+0.0130204j 0.00603825+0.0180773j -0.0181751+0.0152109j 0.029327-0.00743698j 0.00484047-0.00672326j 0.0108263-0.0105043j 0.00924667+0.0114908j -0.0144118-0.00443778j -0.0048072+0.0171662j 0.00284828+0.00718838j 0.0281362-0.00438508j -0.00107597+0.0134058j -0.00139738-0.0148565j 0.00935982+0.0252047j 0.00276327+0.00125376j -0.0195132+0.0081325j 0.0166787-0.0224794j 0.0100685+0.00863384j -0.00139857-0.00305452j 0.0137799-0.00491237j 0.0016178-0.00349701j 0.000615536+0.0128839j -0.0190708+0.00195528j 0.00231763+0.00792856j 0.0358909-0.00565639j 0.00361486-0.018999j 0.00454729+0.0244678j -0.00415825-0.00973097j -0.00311858-0.028897j 0.0104314+7.01519e-07j -0.00523153-0.0140077j -0.00192986-0.00923341j 0.0173862-0.0152731j -0.00622566-0.0027121j 0.0040598-0.00367854j 0.0102173+0.00849777j -0.0102018-0.0178826j 0.00706651+0.00401363j 0.0168711+0.00670826j 0.00865536+0.00322174j -0.00341358-0.00840139j 0.00119163-0.00117456j 0.00882253-1.46604e-06j 0.00129286+0.000348689j -0.0297524+0.0181329j -0.0285335-0.00838967j -0.024791-0.019974j 0.00067254+0.0368768j -0.00408161-0.00388532j 0.00493654-0.0019167j 0.0208095+0.0157644j 0.0168598-0.0210774j 
0.00677178+0.00656832j -0.00652233+0.006353j -0.0261637+0.00482737j 0.00670646+0.0251063j 0.0117731+0.00323177j 0.00507513-0.0205326j 0.015357+0.009429j -0.00792076+0.00374324j 0.00162319-0.0111121j 0.0136428+0.00398131j 7.71185e-05-0.0116307j 0.0054788+0.00892658j -0.0257159+0.000581606j 0.000998135+0.0101562j 0.0224308-0.0111866j 0.00732947-0.0209738j 0.0158717-0.00875915j -0.00559845-0.0122762j 0.00159449+0.0127178j 0.000702122-0.017587j -0.0218232+0.00362972j 0.00157568+0.0162362j 0.00881827+0.00257652j -0.00375391-0.00732565j -0.0137504-0.00269774j 0.0195593+0.00784378j -0.0040504-0.0098042j -0.00523767+0.00109069j -0.00286032-0.00126257j -0.0140238-0.00901723j 0.00348122-0.0170895j 0.00933416+0.0125477j -0.000687767+0.0115447j 0.00291672+0.019265j 0.00849614+0.00811028j 0.0025002-0.0179892j -0.0157249+0.00812423j 0.016221+0.00379022j -0.00563056-0.00605344j -0.0136202+0.00183521j 0.0146233-0.00379537j -0.0064084-0.0158928j -0.00107333+0.00401071j 0.00246628-0.00938298j -8.01345e-05+0.0140881j 0.0123324+0.0099464j 0.0129788-0.00747212j 0.00236449+0.00693104j 0.0144015-0.00957588j 0.00192295-0.00512266j -0.00794699-0.00549665j 0.00756687-0.0138531j -0.0207434-0.00248656j -0.0193733-0.00817857j -0.0141207+0.00705649j -0.00772236-0.0209451j -0.0249271+0.0141832j 0.00813169+0.0106234j 0.00611415+0.00230645j 0.00235195+0.0211632j -0.00657968-0.0240323j 0.000330114+0.0313622j 0.0134257+0.0114075j -0.0200444+0.00762874j -0.0278778-0.00190233j 0.00764599-0.0134031j 0.00951859-0.00578654j 0.00538461+0.0137833j 0.00524404-0.00808107j 0.00383978-0.0221887j 0.0113768-0.00134844j -0.00247196-0.00292049j -0.00704539+0.0156714j -0.0160336-0.00578633j 0.00765363-0.0147349j 0.0189946-0.0149402j -0.014069-0.0181269j 
-0.0116288+0.011499j -0.0118518-0.012085j 0.0048399+0.0228561j 0.0218137-0.00528452j -0.013598-0.013998j -0.0252843+0.00622481j 0.0182626-0.0139144j -0.00448751+0.022637j -0.00859087-0.0156046j 0.0108962+5.44218e-05j -0.00563444+0.00762061j -0.00354598-0.0481371j 0.0678078+0.00696389j -0.00238156-0.0144293j -0.00961948+0.0307458j 0.005141+0.00125609j -0.011104-0.0170721j 0.0085044-0.00812123j 0.00928783-0.017125j -0.0182002+0.00608877j 0.0255577-0.0159744j -0.0270889-0.0358642j -0.00745271+0.00617744j 0.00653381+0.002623j 0.0186869-0.00692142j -0.00689919-0.0110036j -0.017181+0.0129069j -0.00110632-0.00689446j 0.0107569+0.0109832j 0.00754128-0.00389607j 0.00801626+0.0151402j 0.0156299-0.0135004j -0.00338135-0.00635143j 0.000107676-0.0243259j 0.00843125+0.00671763j 0.00909477+0.00863243j 0.0165288-0.00850501j -0.020384-0.00836951j -0.000449504-0.0120267j 0.0088893-0.00297011j -0.00349663+0.00880006j 0.0253428+0.00712368j 0.0136511-0.0198018j 0.00635082+0.0186958j 0.0116111+0.00617046j 0.0046918-0.00778203j -0.00370277+0.0055629j -0.00957077+0.00068119j -0.00740404+0.0183013j -0.00687725-0.00848782j 0.010601-0.00230992j -0.0202811+0.00552592j 0.0196726+0.0161071j 0.0184749-0.0236757j 0.00404364+0.00418105j 0.021448-0.00216417j -0.015966-0.00801812j -0.0112092+0.000456691j -0.0252324-0.0121914j 0.00347667-0.0249971j 0.000413717+0.0224898j -0.000989204-0.00525275j 0.00656432-0.0131013j 0.0225061-0.0369209j -0.0185582+0.00903736j 0.00598679-0.0338662j 0.0285126+0.020054j -0.00793609+0.00613259j -0.00945459-0.00390028j 0.00568902+0.0105535j -0.0230539+0.0190972j -0.0237021-0.0225308j -0.00625774+0.0132469j -0.0210973+0.0330409j -0.0343883-0.0214448j 0.0183202+0.0214265j 0.021611-0.0188j 
0.0186905-0.0239494j 0.0241938+0.018686j -0.0157267-0.0122863j -0.0112162+0.0169981j -0.0186956+0.00734892j 0.00624595+0.0112687j 0.00967748-0.00915441j 0.0203805+0.0144698j 0.0100445+0.00667987j 0.0116066+0.0254458j 0.0200171-0.0236323j 0.0129167+0.0161141j -0.0214157-0.00517141j 0.000721168+0.00215406j 0.0215531-0.0054393j -0.000432584-0.0270849j 0.0164983-0.0013694j -0.0138955-0.014631j -0.00953576+0.0151463j -0.00262951+0.0117536j -0.0145865+0.00626339j 0.003423+0.012904j 0.00233504+0.0139107j 0.0156723-0.0034755j 0.0158875+0.00305591j 0.0192658+0.0106129j -0.0110729-0.0165583j 0.00332391-0.00182363j -0.0123872-0.00029986j -0.0226877+0.0104961j 0.0155865-0.001643j -0.00928411+0.00907608j 0.016813+0.00440145j -0.00409665+0.0106672j -0.00466064-0.00481429j 0.0024802-0.0102675j -0.0103174+0.0111205j 0.00781516-0.00333079j -0.000215308+0.00568206j -0.0105595+0.00486915j 0.0182782+0.00470218j 0.00239569-0.00420865j -0.0021374+0.0204689j -0.00688112+0.0202218j 0.000539462+0.0228493j 0.00244867+0.00135423j 0.0170462-0.00465426j -0.00772652+0.0161596j -0.00926894-0.00894143j -0.0104854+0.00691855j 0.00958356+0.00146918j 0.00421446-0.013745j -0.00962148+0.00292198j -0.00175078-0.00437745j -0.000497675+0.011898j -0.0145293-0.0016338j -0.00998135-0.00447055j 0.00532051+0.0167722j -0.00829783-0.00162635j 0.0194714+0.00318456j -0.0197657-0.023605j -0.00385324+0.0199209j 0.00761778-0.0268981j -0.0233667-0.00642431j -0.0123443+0.00887655j -0.00479483-0.0161445j 0.0152232+0.011564j -0.0420193+0.00221309j -0.00978191+0.040599j -0.00936042-0.0065125j 0.00719054+0.00480603j -0.00701347+0.00803734j 0.00497497+0.00421931j 0.0061092-0.0233253j 0.0247076+0.00491662j -0.021957-0.00999913j -0.00990609+0.022336j 
-0.00664862+0.00109581j -0.0010406-0.00686836j 0.0054895+0.0108315j 0.0106695-0.00676164j -0.0161177-0.0227602j -0.0181555+0.020409j -0.0126941+0.0128977j -0.0248624-0.00399357j -0.00413802-0.00921934j -0.0116808-0.00211492j 0.00189603+0.0239681j -0.0033691+0.015636j -0.00786248+0.020371j 0.0261147+0.00220639j -0.005163-0.0123638j -0.00708341-0.00863297j -0.0124301-0.0122507j 0.00352572+0.00409636j 0.0207752-0.0197927j 0.00695515-0.00437925j -0.0147505-0.00628744j -0.0133328+0.0154083j -0.00501812+0.00224607j 0.00383738-0.0114834j 0.00140906-0.0065761j -0.00197262+0.00419558j -0.00586792+0.00689492j -0.00374053+0.000522475j -0.000728566-0.0185817j 0.00276537-0.00453186j -0.00632558-0.00989216j 0.00174361+0.0097916j -0.00893498-0.0145104j -0.00770157-0.0151318j -0.00635421+0.0108981j -0.006395-0.00804484j -0.0108206-0.014077j 0.0135262+0.0041578j 0.00158368-0.00444479j -0.00436328-0.00638674j 0.00381602+0.0186834j -0.0103983+0.00180926j -0.00324101+0.00214873j 0.0122282+0.0155633j 0.0150567+0.00304751j -0.0136821-0.00427074j 0.0097141+0.00191375j -0.00112986-0.000581288j 0.0195047-0.0035861j -0.00215986-0.000660358j -0.00331135-0.000361102j 0.00935865-0.00369437j 0.0182944-0.0111745j 0.00778212-0.00215241j -0.00350619-0.00421212j 0.00425979+0.00193345j -0.0145674+0.0181357j 0.00434122-0.00144045j -0.00261013-0.0132476j -0.00573919-0.00091377j -0.00731861+0.0181376j 0.0122132-0.00422309j 0.0107841+0.00732014j 0.0345715+0.00328309j 0.0113429-0.00374464j 0.0198855+0.0112637j 0.00176775+0.022987j -0.0030095+0.0132236j -0.00128905-0.0113845j 0.00845713-0.0214084j 0.0299386+0.00909303j -0.00543824+0.0273094j 0.0202798+0.00429774j -0.00777816+0.00151373j -0.00043667-0.00914754j 0.0155073+0.0081412j 0.00869801-0.0155128j 
-0.0178806-0.0285406j 0.0291096-0.0174049j 0.0160894-0.0282673j -0.0289308-0.0128272j -0.0245717-0.0226714j -0.0239252+0.0296755j -0.0143021-0.0196085j 0.0100197+0.00649376j -0.00711802+0.00315667j 0.00460879+0.000867667j 0.00133485-0.0183329j 0.00996857-0.00934789j 0.0158858-0.0186915j -0.0215573-0.0122042j 0.00267059+0.0155902j -0.00685557+0.0263827j 0.00363683-0.0102991j 0.0187583-0.00592041j -0.00519185+0.0100211j -0.0126132+0.00317721j 0.017996+0.0072927j -0.017755-0.00350979j -0.00834075+0.0271163j -0.0171816-0.00868857j 0.0144299+0.012826j -0.0213419-0.00428234j -0.0151419+0.00765024j 0.0112978-0.00521896j -0.0218551-0.000824846j -0.00376298+0.00190003j -0.000641223+0.0110005j -0.0181471-0.00682793j 0.00517868-0.000437621j 0.0131128-0.00349305j -0.00663439-0.0150563j -0.0184373+0.0084436j 0.0172096-0.0159386j -0.0201769+0.0161141j 0.00222057-0.0266031j -0.00115727+0.000535702j -0.000364529-3.41023e-06j -0.00459588+0.0267179j -0.000756448+0.00058686j 0.00610695+0.00938329j -0.0131252-0.000965913j -0.0139506+0.00374044j 0.0156198-0.00462342j 0.01037+0.0027598j 0.0080628+0.0287277j -0.00935932+0.00599671j 0.0147243+0.00937031j -0.018412+0.00389554j -0.00415694+0.0265088j 0.0148614+0.0126053j 0.00196455+0.000597849j -0.000365758+0.0283683j 0.00766845+0.00896475j -0.00564364-0.00675755j 0.0199978+0.00579527j 0.0112572+0.00820649j -0.0140577-0.0111391j 0.00251087-0.0162989j -0.00737453-0.0308404j -0.013029-0.00817869j 0.017661-0.00319313j 0.00841428-0.00812144j 0.0254743+0.0196374j -0.0135647-0.00390417j -0.0198875-0.0049532j 0.00809667-0.00728007j -0.00790311-0.0016319j -0.00364981-0.0112364j -0.0168674+0.00721339j 0.0129984+0.0265318j -0.0261657+0.0169136j -0.0224923+0.0151584j 0.0137865+0.0232534j 
0.0091323-0.00202111j 0.0025491+0.00780337j 0.0017632+0.00318591j 0.00486041-0.0025498j -0.011535+0.0159749j 0.0150133-0.000253082j 0.0128968+0.0111911j 0.000635617+0.012035j 0.00129403+0.00351364j -0.013645+0.0141074j 0.0106439+0.0285331j -0.0147377-0.00240803j -0.0026647+0.00377309j 0.0124764+0.00251449j 0.00231587-0.00825756j 0.00994931-0.0233386j -0.0129689-0.00589707j -0.0146738+0.00638712j 0.0178609-0.0109408j 0.00901981+0.00158795j -0.0145452-0.00789792j 0.00680471-0.00889791j 0.000146721-0.0158355j 0.0280803-0.000431647j 0.0103469-0.00982836j 0.0076395+0.00320379j -0.00514036-0.0110113j -0.0100515+0.0101085j 0.0210455-0.00399171j 0.00717752+0.00343819j -0.00272677-0.00572275j 0.0157476+0.00167788j 0.00121472-0.00296927j -0.00373581-0.0128801j -0.00274394+0.00316381j 0.00789685-0.00217615j -0.00638799+0.000121351j -0.00112681-0.00806749j 0.00221244+0.020856j -0.00352739-0.00402572j -0.000504807+0.0101447j -0.00155857-0.0162071j -0.00112896-0.00171397j -0.0085264+0.00750524j 0.00450122+0.00927951j -0.0014855-0.00902031j -0.00150452-0.00451003j -0.00107577+0.00564877j -0.00815071-0.00766436j -0.00764585-0.00898668j -0.00234587-0.00272329j 0.00503469-0.000762871j 0.0123574-0.00494341j -0.00446032-0.00551558j -0.00719881-0.000963369j 0.00454857-0.00662346j -0.00576365-0.00660717j 0.0066493+0.00779145j -0.0072495-0.00763752j 0.00753382-0.0055192j 0.00538016-0.00261204j -0.0026656-0.00579778j 0.00620015+0.00851616j 0.00444821+0.00613612j -0.0077776+0.0163342j -0.0130363+0.00322429j -0.00829351-0.000492965j -0.0157096+0.00203953j 0.0116221+0.0156519j -0.0132772+0.0025797j -0.000942928-0.0146174j 0.012636+0.00164807j 0.000171506+0.00146388j -0.0135078-0.012131j 0.0115633-0.0132693j 0.0111324+0.00399903j 0.00442886-0.0102714j 
-0.0124589-0.0275957j 0.0284121-0.0125605j 0.00911539-0.0264253j -0.0246593-0.00675198j 0.00202396-0.0105909j -0.0126384-0.00777681j 0.00664899-0.0161675j 0.0175418+0.00741612j 0.00348476+0.0157538j -0.0106235+0.00287591j -0.00825669-0.00735313j 0.0214341-0.00473728j -0.0105074+0.00405729j -0.0135704+0.000449662j -0.0125749-0.00703839j 0.000927181+0.0284157j -0.00489443+0.0140155j -0.00437102+0.00531606j -0.00826232+0.00771004j 0.0167483+0.0132554j 0.0105209-0.00423252j 0.0120043+0.00650048j -0.00726964+0.00401858j 0.000125691-0.00185241j -0.00755715+0.000210234j 7.36611e-05-0.0055847j 0.00135129+0.00273323j 0.0045021-0.00880414j -0.0100563-0.00441799j -0.00572118+0.0116665j 0.00711127+0.00367961j -0.0284287+0.00699959j 0.00199116+0.00896825j -0.005929-0.00415825j 0.000829176-0.00366089j -0.0121359+0.0033146j 0.0141017+0.00515732j 0.00370188+0.000445405j 0.00201421-0.00610813j 0.00263341+0.00707786j -0.000792778-0.0100571j -0.00328663+0.00806716j 0.000516175+0.0238175j 0.00355181-0.00417775j -0.00294528+0.000193671j -0.0118169+0.00489561j -0.00981737+0.00896314j 0.0092718+0.00768289j 0.00132897+0.020177j -0.00923162+0.00885636j 0.00705539+0.00887965j -0.00491433-0.00440523j 0.000299841-0.00300766j 0.00168922+0.0230787j 0.000308998-0.00474241j -0.00576017+0.0130155j 0.00585974+0.0107546j 0.00713436+0.00694961j 0.027395+0.00656254j -0.0110707-0.00104695j 0.00480347-0.00962333j -0.0040947-0.0043111j -0.0168571+0.0102165j -0.0137279-0.0112377j -0.00722746-0.0196708j 0.00659494-0.000590252j 0.00536218-0.0137592j 0.00331828-0.0148326j -0.0223687+0.00642406j 0.00322859-0.00785755j 0.000749034+0.00563539j -0.00845976+0.00714256j 0.00181384+0.00854294j 0.0103027+0.0142015j -0.012703+0.0113166j -0.0100978+0.00580725j 0.00506465+0.0113806j 
0.025088-0.0191362j 0.0187652+0.0244759j -0.000651977-0.0317063j -0.0304147-0.000172776j 0.0137641+0.0259097j 0.0215918-0.0104131j -0.00835994-0.00178937j 0.016881-0.017552j 0.00608118+0.00902092j -0.0035988-0.00463216j -0.00413631+0.00989661j -0.0168917+0.00538002j -0.00780737-0.00766801j 0.0084483+0.00153174j 0.00286008+0.00386768j -0.0147285-0.0129608j 0.00101501+0.00613547j 0.0109502+0.00642134j -0.0171099+0.00187083j -0.00595289-0.00332517j 9.43958e-05+0.0150711j 0.0148731+0.0110115j -0.00670626+0.00638511j 0.00531394-0.00737863j 0.00463796-0.00415621j -0.000159788+0.00171854j 0.0029719-0.00697541j 0.00546796-0.00816708j -0.00553197+0.00629124j 0.00273183+0.00211831j -0.00696476+0.018941j -0.00631399-0.00929706j 0.0170956-0.0100874j -0.00273486+0.00382401j -0.000137643-0.0169564j -0.00494657+0.00983084j -0.00135168-0.00890687j 0.0058444-0.00529157j -0.0111004+0.00129421j -0.00358248+0.00548978j 0.00851841-0.00331359j -0.00788872+0.00868166j -0.00927193+0.0118835j -0.00029473-0.00210537j -0.0114572-0.000104548j -0.0027071+0.00445873j -0.00151025-0.000389725j 0.00446544-0.00418506j -0.0061055-0.0111729j 0.00480382+0.0149048j -0.000669327+0.0125809j -0.00439171+0.000228292j 0.00623214+0.00645858j 0.0146875+0.0150564j -0.00832839-0.000681173j 0.00257611-0.000616178j 0.0138084-0.00296981j 0.0018473+0.000645281j 0.000196899+0.00179188j -0.00172764+0.00825251j -0.0125342+0.00326244j 0.00137556+0.0155567j -0.00102209-0.000696955j -0.0153692+0.00648212j -0.00137432+0.00183894j -0.00768491+0.0083934j -0.00661785-0.0103194j 0.000890477-0.00306502j 0.00332448-0.00846502j 0.00533588+0.00740099j -0.00440221-0.00740504j 0.021612+0.0146316j 0.0209839-0.0100323j 0.0223442-0.0217225j 0.0258166+0.0234647j -0.0328884-0.00893943j -0.00804647+0.0337213j 
0.00892548-0.0054146j 0.00513814+0.00970299j -0.0152083+0.021788j 0.0217961+0.0147725j -0.00411006+0.0145981j 0.0233017+0.0129412j -0.0162788+0.0149568j -0.00407565-0.0133987j 0.0149434+0.00850044j -0.00582529+0.0242149j 0.0178032-0.00808789j 0.00064848+0.00704119j -0.00953686-0.0100143j -0.0168109+0.00756451j 0.00470118-0.00578827j 0.0117733+0.00376243j 0.00480021+0.0188081j -0.0208291-0.00137084j -0.00592927+0.00235858j 0.0113206+0.0229817j 0.0136687+0.0116563j 0.00449475-0.00967181j 4.82416e-05-0.00913072j 0.0103359+0.00182847j -0.00113673-0.00559715j 0.020381-0.0163592j 0.00220991-0.0126722j 0.019032-0.00323103j -0.0184342+0.00127504j 0.00529711+0.00861486j 0.00217871-0.00282893j -0.0113686-0.00484426j -0.0071584+0.00899691j -0.00157547+0.00308168j -0.0020942+0.0035874j -0.00486214-0.00451508j 0.0120466-0.00301188j 0.0136077-0.000157068j 0.00567269-0.00386363j 0.000549302-0.000705414j 0.00141713-0.0012164j -0.00205257-0.000687939j -0.00178574+0.00914206j -0.00371455-0.00319975j -0.00121826+0.0122471j 0.000229534+0.0222348j -0.00648728+0.00121248j 0.000197607+0.0129353j -0.0123788-0.000676363j -0.0160266+0.0129444j -0.0083081-0.00216627j -0.00702535-0.0162218j 0.00770361-0.000693548j 0.0020398+0.0097149j 0.00120173-0.00319762j -0.0169234-0.0115926j -0.00119049-0.000865138j 0.0154883+0.01036j -0.00433094+0.00912249j 0.000538335-0.023725j 0.0109087-0.00968182j -0.0160659-0.00619986j -0.00838942+0.0078764j -0.00466815+0.000261537j -0.00705264+0.000314088j -0.0116083-0.00104254j -0.00680054+0.00441539j -0.0230796-0.0256402j -0.0255413+0.00999665j -0.00404899-0.00553531j 0.0051926+0.00161247j -0.0056225+0.0167613j 0.0240238+0.0116084j -0.0132056-0.00390527j 0.00932139-0.0121272j -0.0146086-0.0105485j -0.0101446+0.0144269j 
-0.00363126-0.0279571j 0.0277816-0.00297969j 0.0154056-0.00891057j -0.00969952-0.0150878j -0.00138025-0.0114008j -0.0143819+0.00230738j 0.00260702-0.0145112j 0.00836422+0.00305553j 0.00591951-0.00308736j 0.00411695+0.0111433j 0.00719287-0.0121151j 0.0157185-0.0018217j 0.0125751+0.00359634j -0.0007366-0.0125998j -0.000617329+0.00557591j -0.00274271+0.00196576j 0.000552035+0.00844069j -0.00409409-0.00566767j -0.0130573+0.000799462j 0.00300758+0.0141821j 0.00492698+0.00887175j 0.00941233-0.000240317j -0.001462+0.00942548j 0.00422193-0.0060493j 0.00647793+0.00141101j 0.0072087-0.0051547j -0.00396423-0.00264512j 0.0100525-0.00555723j -0.0124723+0.0026747j -0.00917659+0.00469553j 0.00773368+0.0084612j -0.00567268-0.000728876j -0.000460753+0.00785881j -0.00195443-0.00198967j -0.00242697-0.00394561j -0.00849775-0.00151682j 0.000533411+0.00103193j -0.008502+0.0048118j 0.00178812+0.00214383j 0.00618476+0.00748346j 0.0144224-2.0915e-05j 0.00392451+0.00489251j 0.00502277+0.0147583j -0.000196138-0.000760688j -0.00495862+0.00233851j 0.00218627+0.00702851j -0.00202546-0.00709988j 0.00154858+0.0109358j 0.00314159+0.00323613j -0.00693491+0.00672448j 0.0113204+0.00348853j -0.00545228-0.000896251j 0.00741205+0.00341963j 0.00856886-0.00568833j -0.00883487+0.0104221j 0.000683863+0.0130106j -0.0016456+0.00485058j 0.0111749+0.00450639j -0.0072463-0.00697253j 0.00181514-0.00440627j -0.00664141+0.00730846j -0.00907393-0.000558514j -0.00679171+0.00318929j -0.00786717-0.0132316j 0.00473471-0.0137607j 0.0176843-0.0045363j -0.000622212+0.00828639j 0.00647957-0.0101721j 0.000521074+0.00808967j 0.000299107-0.00894802j 0.0170666+0.0131476j -0.0314767+0.0107462j -0.0041244+0.0254851j 0.0226106+0.00395024j -0.00600093+0.0255054j -0.020452+0.0167804j 0.0165891+0.0202335j 
-0.00355113+0.0281044j -0.0282913-0.00409954j -0.00759438+0.0187972j 0.018679+0.00659956j -0.00848894+0.0110206j 0.00890355+0.0111677j -0.0086519+0.00908988j -0.00911376-0.00109975j -0.00972807-0.0058583j 0.0121134-0.00694329j 0.00998151-0.00113902j -0.00720675+0.0164346j -0.00840192+0.00160156j 0.014283+0.0023929j -0.00388089+0.00256601j 0.0066205-0.00896654j -0.00431243-0.00690985j -0.00453016+0.0123846j 0.0142962+0.000276048j -0.00148037+0.0021776j 0.00382332-0.0133222j -0.00706113-0.00503481j 0.00411661-0.0149218j 0.00123452+0.0163047j 0.00569899+0.00118116j -0.00764404+0.00526543j 0.0116678+0.00336683j -0.00936367+0.00555827j 0.0080668+0.00161486j 0.00183383+0.00221856j -0.000676556-0.0129674j 0.0101401+0.00556346j 0.00228687+0.00967038j -0.0027897-0.00895802j 0.000172677+0.0133806j -0.00558803+0.0068604j -0.00781679+0.00470206j 0.0019724-0.0028319j 0.00197393+0.0106094j -0.00247103-0.00801582j -0.0109987-0.00406044j 0.00433888-0.00322117j -0.00255698-0.0175194j -0.00947194-0.00207296j 0.0219101-0.00107216j 0.0184511-0.00815909j -0.0036415+0.00141579j -0.00557386-0.0106541j -0.00500676-0.00966667j -0.00276319-0.00193195j -0.00553961-0.00561915j 0.00290859-0.00620029j -0.0102062-0.00582442j -0.0172288-0.00147114j 0.0104767+0.00300816j -0.000449565-0.00137048j 0.00444304+0.00553104j -0.00517805-0.00564326j -0.00116858-0.00319241j -0.00509506-0.0138244j 0.0111608-0.00688066j 0.00373351-0.000818242j -0.00376851+0.00412367j 0.0174534-0.00392137j -0.000112039+0.00744256j 0.00585864+0.00994433j -0.00818945+0.00555149j 0.0016628+0.0036957j -0.00831326-0.00503898j 0.0140385-0.010412j 0.00467944+0.0187451j -0.00397722-0.00810276j -0.00573646-0.00981053j -0.0381569-0.000509982j -0.00138627-0.0416089j 0.0324712-0.00615554j -0.00569933-0.0328205j 
