-0.0112386+0.00520903j -0.131552+0.0970549j -0.116186-0.0537303j -0.00421039+0.0308107j 0.0332466-0.0345558j -0.0545557-0.0178806j 6.06455e-05+0.00673715j -4.72099e-05-0.0151687j 0.00307162-0.0412177j 0.0304079-0.0193245j 0.0133003-0.0774443j 0.0165883+0.0151329j -0.00359684+0.0359874j -0.00453883-0.0113795j 0.0426472+0.00378471j -0.00905592+0.0199158j 0.0180462+0.0258852j -0.0367494-0.0142046j 0.0143483+0.00630815j -0.0116052-0.0851101j -0.00910845-0.0180236j 0.0553007-0.0126564j -0.00364903+0.00351841j 0.00957569+0.0281997j -0.0286711+0.00744433j 0.0455674-0.0367303j -0.0349521+0.0207709j -0.00214361-0.0637142j 0.0139581-0.0927934j -0.00620286-0.00949728j 0.0179986+0.030018j 0.0128494+0.0116437j -0.0180045-0.00922292j 0.0152403-0.0270595j -0.00853241-0.0314544j 0.00636139-0.0190037j -0.0217803-0.00375387j -0.00116895+0.0135244j -0.0331268+0.0105101j -0.0130874-0.00119903j -0.0227085-0.0594496j 0.00188687-0.0201139j 0.00795991+0.00307882j -0.00863181+0.00696225j -0.00725973-0.00241142j -0.0232268-0.0357325j 0.0287047+0.00082701j 0.00992224+0.0206584j 0.0374231+0.0124275j -0.0146822+0.00607465j -0.00135929+0.0396871j 0.0103782+0.0230277j -0.0514191+0.0424072j -0.00627156-0.00345092j -0.0396268+0.0082136j 0.00384573+0.00333081j -0.0143535+0.000502658j -0.0247733+0.0296338j 0.0924459-0.0304116j -0.10502-0.0481461j 5.54413e-05+0.073806j 0.0590697+0.0326389j 0.0508152+0.0149231j 0.0085324-0.0523861j 0.0562882-0.116149j 0.0470656-0.057732j 0.0125989+0.0623906j -0.0584756-0.0383761j -0.0604131+0.0378051j 0.102306-0.0524606j 0.00610193-0.0194154j 0.0134585+0.0188057j 0.0282629+0.0227991j -0.0103512-0.0201851j 0.0513007-0.0124424j 0.00983974+0.0362617j 0.0362359-0.00423349j 0.023505-0.0109448j -0.0206937+0.0377782j -0.0181863-0.00372662j 0.0138307+0.111948j -0.25874+0.038909j 0.0392438+0.102521j -0.0733546-0.141247j -0.108191+0.208736j -0.10433-0.0878027j -0.048096+0.082069j 0.0052703-0.0162108j 0.00470324-0.07251j -0.0289054-0.124469j 0.105195+0.0606071j -0.169401+0.126264j 
0.0686027-0.0556134j 0.0829508+0.0547453j 0.0574051-0.00256405j -0.00227212-0.0417401j 0.0485702-0.0056746j 0.0453338-0.0154356j 0.0958325+0.0911991j -0.119345+0.0320199j -0.0393689-0.0102629j 0.0599423-0.11903j 0.0691218-0.0469951j -0.115155-0.0269085j -0.0905571+0.0246951j -0.0454043+0.0467813j 0.0390472+0.0907669j -0.0308734-0.0566829j 0.022536+0.0459467j 0.0965109+0.128752j 0.032111-0.0573353j 0.0807811+0.00417447j -0.130763-0.104177j -0.119312-0.067456j -0.132407-0.0394854j -0.045731+0.0870132j -0.0658155+0.0820036j -0.00206922+0.0475505j -0.00170221+0.0780314j 0.0468115-0.0497662j 0.0469426+0.0275597j -0.00889914-0.0299523j 0.121473+0.129302j -0.0490078-0.0600545j -0.04685-0.0173288j 0.0115383-0.0500605j -0.0712788-0.0380194j -0.028117+0.047357j 0.0551465-0.039843j 0.0201113+0.0964895j 0.0449982-0.0366496j 0.0666069+0.028451j -0.0425072+0.0614531j 0.00226065-0.0182691j 0.0421235-0.00447366j 0.00548044+0.0147153j 0.0146819+0.0104009j -0.0803926+0.0467658j -0.0125921+0.0773464j -0.0424154+0.0120983j 0.0372588+0.0104228j -0.0801932+0.0276191j -0.0270755-0.121168j -0.018359-0.0294789j 0.0176074-0.137699j 0.00296115-0.104672j -0.0966543+0.0137383j 0.0279209+0.0284713j 0.0491759-0.00661329j 0.0187487-0.00176823j 0.0349712-0.0409275j 0.0974235+0.0196312j 0.0514687+0.0110895j -0.0635204+0.0934631j -0.00338812-0.0308332j -0.00970472+0.0537605j -0.0789272-0.00266654j 0.0276486+0.00727943j 0.0306937+0.104439j -0.0142466-0.0649174j -0.00592053-0.0518288j 0.00590584-0.00226378j -0.0295158+0.0107872j -0.0485485+0.029371j 0.00991238+0.0690362j -0.00286442-0.00626135j 0.0154438+0.031214j 0.0264686-0.0416698j 0.0254738+0.0273503j 0.0402611+0.0502732j -0.0393391+0.0280804j 0.028937-0.0381874j -0.0280393+0.0870709j -0.0423377-0.12078j 0.0629692+0.0814139j -0.0383815+0.066299j 0.0339981-0.0311768j 0.0506998+0.0143788j -0.0106587+0.0140741j 0.0790578-0.021144j 0.0679221+0.000559096j 0.0686697-0.0487779j 0.020948+0.00497704j -0.060889-0.0256879j 
-0.0581801-0.083842j 0.0391172-0.0525482j -0.0392767-0.0566191j -0.00557974+0.0262245j 0.0437967-0.0311761j 0.0591785-0.0679955j -0.0354308+0.0563326j 0.0695084-0.0506042j 0.0089684+0.0736261j 0.0560789+0.048989j 0.0260499+0.0643376j 0.0585302-0.0212196j -0.00215686+0.0570726j -0.0727756-0.0438519j 0.0506714+0.0262579j 0.0607666-0.010629j 0.0124322-0.0245283j -0.0766815+0.0455392j 0.0509866-0.0644543j -0.0251711-0.0585052j 0.00533322+0.0694201j 0.0353453-0.0514546j -0.0742695-0.0663959j 0.0515228-0.0786308j -0.0355683-0.000816771j -0.112036-0.0773404j -0.0291242+0.0134568j -0.0224833+0.0238133j 0.0652511+0.0504695j -0.0648964-0.0269766j 0.0709356+0.0393151j -0.0194615+0.0292757j 0.0792717-0.0922451j -0.0513598-0.0628616j 0.0167854+0.0251681j -0.0925129-0.0480896j -0.0300723-0.0829108j -0.00866229-0.0403038j 0.0993473+0.137557j -0.0308826+0.0609571j -0.0855419-0.0628194j 0.0398226-0.0639539j -0.0222233-0.0041173j 0.0497723+0.0461424j 0.0628834+0.0102075j -0.0367328-0.0198867j -0.00250904-0.0571124j -0.038499+0.0229812j -0.0634877-0.0115834j -0.0142846-0.078701j -0.00695399+0.0375435j 0.0281121-0.0146677j 0.0334881-0.0039621j -0.00421309-0.0180946j 0.0141676-0.0448509j 0.0522517-0.0236992j 0.0163495+0.119503j -0.0145492+0.0710343j 0.0251755+0.0478106j -0.00927051-0.0225394j 0.0837209-0.0511085j 0.0196903+0.0549413j 0.105583+0.056071j -0.063111-0.0290851j 0.0940917+0.163657j 0.0630406+0.044502j -0.0271045+0.0265636j 0.0163856-0.0110709j 0.0520381+0.0668649j -0.011136+0.0457897j 0.00140656+0.0589155j -0.0594907-0.0662346j -0.0664709+0.0242406j -0.031861+0.0521516j -0.0886423+0.0726818j 0.0350846-0.0376343j 0.0735559-0.032522j 0.0219108+0.0224753j -0.120383+0.00786217j -0.0164465-0.0563862j -0.129867+0.0069306j -0.00469908-0.0755029j 0.0134312+0.0765519j -0.0581268-0.00693184j 0.0928776+0.0840291j -0.00104729+0.0444899j 0.000628448-0.0111191j 0.0481602-0.0352901j 0.0818457+0.0371297j 0.0742911-0.0862201j -0.0132861-0.0340083j -0.0565608-0.00591132j 
-0.0671509+0.0140684j -0.0473041+0.0103714j 0.0174121-0.0591212j -0.00409164+0.0760949j 0.0181844+0.0202114j -0.10491-0.0226663j 0.090687+0.0261736j 0.0120828-0.0988616j -0.00932573+0.0187188j 0.0363931-0.0104849j 0.0536054-0.0597637j 0.0176448+0.0323084j 0.00753788+0.0141544j -0.00863347-0.00255978j -0.0303892+0.00897947j -0.0409331-0.0543042j 0.0158252-0.0259385j -0.0950712-0.00272465j -0.0339134+0.0187975j 0.0905458+0.0272853j 0.110269-0.00593149j 0.0278064-0.0235347j 0.0667811-0.00398581j 0.0113593-0.0407271j 0.0335319-0.00419997j -0.0798112-0.06505j 0.0180911-0.0693545j 0.0106467-0.0775267j -0.066212-0.00801082j -0.0634876+0.0317521j 0.0868889-0.00298842j 0.0589708+0.0630231j 0.0105295-0.0680923j 0.0503601+0.00311749j 0.123361-0.0282035j -0.0212975+0.0809766j 0.0141838-0.0929838j -0.0221166+0.0554404j 0.0557409+0.0248214j -0.00992459+0.00783119j -0.0588885+0.00448486j -0.0394563+0.0291664j 0.0403364-0.092861j 0.0751278-0.0645353j 0.103564+0.0268393j -0.00321064+0.0359177j -0.0602565+0.0394732j -0.071476-0.0908299j -0.0814687-0.047417j 0.0247888+0.028041j 0.0200107-0.0211038j -0.0807176-0.00919918j -0.0577208+0.0366086j -0.000583911-0.0703387j -0.0653856-0.0205728j -0.00744806+0.029275j 0.0124657-0.0466204j -0.0129637-0.0547089j 0.0775285+0.0801333j -0.0565638-0.0254999j -0.0392178-0.0553015j 0.0673221-0.0823823j 0.0441713-0.0395098j 0.157745+0.0933873j -0.115064-0.0786606j 0.0137491-0.082206j -0.0326851+0.0444142j 0.0126786-0.142077j 0.0520213-0.123348j -0.0767817-0.0325109j -0.0634555-0.0149848j -0.0205707-0.0657016j -0.0241487-0.007239j -0.0890923-0.139213j 0.088399+0.134759j -0.0125872+0.0790105j 0.00249134+0.00775404j -0.0543307+0.019366j -0.0248723-0.0701977j 0.070126+0.043288j 0.0319794-0.0819173j 0.103113+0.0419015j -0.0599839+0.00923547j -0.0311958-0.0866715j 0.0109417+0.0760971j 0.0476045+0.0278534j -0.135508+0.00152368j 0.0347635-0.0411308j -0.0209384+0.0408936j 0.0115198+0.0952512j 0.0479533+0.0232813j 0.033011-0.029591j 
0.0405159-0.0446627j 0.0596323+0.00552109j -0.0270107+0.0986561j 0.0283964-0.036984j -0.013969-0.000670927j -0.00133893+0.0508895j 0.0238118-0.000219966j -0.0310962+0.0171832j 0.00220299+0.00425962j -0.00918478-0.011928j -0.0808519-0.0472188j 0.0455756-0.0539936j -0.00494444+0.0473906j -0.0713015-0.0305509j 0.0116379-0.0150604j 0.0279149-0.0126523j -0.0178195-0.0305878j 0.00770575-0.0078163j -0.0294371-0.00665082j -0.0172661-0.0142572j -0.0605909-0.0175502j 0.0252916+0.0151868j -0.0168618-0.0162252j -0.0394728+0.00108001j -0.0419626-0.00358637j -0.0500728+0.00188998j 0.0623491-0.0304886j -0.0115307+0.011516j 0.0370277+0.00521198j 0.0557551-0.0299875j 0.0549433-0.000707448j -0.0331207-0.0115846j -0.0402328-0.0316643j -0.010857+0.0720103j -0.062799+0.0208687j -0.0200953-0.00580344j -0.00567077+0.111253j 0.0314136+0.0158606j 0.0301459+0.0277506j -0.0139333+0.0590527j 0.0902136+0.000579605j 0.00574772-0.0753541j -0.000345281-0.00832959j -0.142744+0.0310282j -0.0647808-0.0207635j -0.112797-0.0648472j -0.00966271-0.00585258j 0.000625777+0.0196186j -0.00513991-0.00292709j -0.0197198+0.0144802j 0.0296604+0.00144391j 0.0982148+0.0276832j 0.233795+0.0668985j 0.017755-0.0600437j -0.0857402+0.0438655j 0.055737+0.101109j 0.0230112+0.0408655j -0.0368823-0.0478352j 0.0575466+0.0776133j -0.00385039-0.084685j 0.0433326-0.00675842j 0.142831+0.0534979j 0.0320736+0.0274449j -0.0497839+0.10982j 0.148343+0.00556952j 0.0612542+0.0306825j -0.0632319+0.0325425j -0.0863753-0.016863j 0.114757+0.0742504j 0.0883177-0.0172871j -0.0944166-0.0520412j 0.0120864+0.011097j -0.0896779+0.0678474j -0.102062-0.0198369j -0.0244416-0.0207106j 0.0332564+0.123259j -0.0052725+0.0392737j -0.0110078+0.0256455j -0.000798313+0.000222082j 0.0359439+0.0240831j 0.0199526-0.00691168j -0.118733+0.100323j -0.0534388-0.014195j -0.0927701-0.0110016j -0.0955529+0.0393001j 0.0091661+0.0725334j -0.00317914-0.0089983j -0.0341289-0.0155172j 0.0206717+0.0198349j 0.0777868+0.00235196j -0.00937272+0.0327601j 0.0568243+0.0264694j 
-0.0114276-0.00385769j 0.0758949-0.0167521j -0.0947636+0.0160314j -0.0204723-0.0508517j 0.0226748+0.00344444j -0.0411718-0.0493839j 0.0960302+0.0812262j -0.0192817+0.0156942j 0.0118807-0.0317654j 0.0471358-0.0201758j -0.0422537-0.000747251j -0.0200901-0.0864931j -0.0635487+0.00677225j -0.0688601+0.0658356j 0.0114196+0.018808j 0.0513859+0.00477933j -0.0550831+0.0284633j 0.0501771+0.00750574j 0.0485532+0.0459203j 0.0144442-0.0430818j 0.0320565-0.0313077j 0.0466765-0.00583625j -0.0926504-0.073712j -0.00635082+0.0528542j 0.0123752+0.0415011j -0.11341-0.140345j 0.0860181-0.0658213j 0.00175325+0.074741j 0.00051351-0.0191437j 0.0308435-0.00602443j 0.102571+0.0468531j -0.00769424-0.0242666j 0.0449764+0.00200421j -0.0944344-0.0521485j 0.0156644-0.0101202j -0.072195-0.00803052j -0.0357021-0.0819358j 0.052115+0.0434638j -0.00910398-0.0232444j -0.0394342-0.0447994j -0.00141048+0.0228436j 0.0124062+0.0488833j 0.00672347-0.0400798j -0.0136579-0.047934j -0.0126081-0.00943844j -0.0314118-0.113789j 0.0149367+0.0526957j -0.052819+0.0252752j -0.0179567+0.0437707j 0.0376748-0.0441005j 0.00194341+0.0306973j -0.0651309-0.00983595j -0.0961148-0.0117644j -0.059449+0.0186719j -0.0390622-0.0228058j -0.127107+0.0333493j -0.0213758+0.0289391j -0.0935671+0.0940546j 0.0137734+0.161102j 0.105232-0.119851j 0.00711416+0.00890637j -0.0882598-0.0512448j 0.0121381+0.0484238j -0.13871-0.0716117j 0.0842674+0.0385964j -0.00104037-0.040994j -0.0437031-0.039304j 0.101288+0.0224171j -0.151234+0.0997575j 0.089582-0.0663603j 0.00718138+0.0110433j 0.0802948-0.126157j 0.00204256-0.102443j 0.0206953+0.0253532j -0.0770231-0.127855j -0.00395606-0.00926663j -0.000429166-0.0950771j -0.0221913+0.0320653j 0.0349289-0.00773849j -0.0148201-0.0116982j -0.045384+0.0241795j 0.0531176+0.0892049j 0.00515124-0.0136648j 0.104655-0.0750852j -0.0197996+0.0244717j -0.0704101-0.00425662j 0.0628746+0.00876411j -0.0759223+0.0422057j -0.0462859-0.0256151j -0.0166988+0.0283881j -0.00539421+0.00454954j 0.0218969+0.016463j 
-0.00534757-0.0840286j 0.0394044-0.058001j -0.0155929+0.0241722j 0.0652385-0.0581926j 0.0112006-0.030076j -0.0076411-0.0224729j 0.0796284-0.0395282j -0.0277969-0.0291568j 0.0599657-0.0202729j 0.0403459+0.0437782j -0.0454866-0.00712431j 0.0971669-0.0188754j 0.0824457+0.00338581j -0.0531534-0.0134986j 0.0108623-0.0826579j 0.0382508+0.0335909j 0.0232318-0.00983392j 0.00737937-0.0302295j 0.0551972+0.00242529j -0.0134816+0.0522383j -0.0320721+0.055478j 0.0132907+0.0863399j 0.0011125-0.0394119j -0.0570069-0.0231059j -0.0832438-0.0354852j -0.163703-0.0791686j 0.0825606-0.00956428j 0.0838127-0.11856j 0.0568244-0.0114695j 0.0234152-0.00979389j -0.0142632-0.142219j -0.0113818+0.122704j 0.00342172+0.063529j -0.0719829-0.0609512j 0.014531+0.0028808j -0.00108517-0.08069j -0.110682+0.0527206j -0.0247132+0.0517339j -0.0433404+0.0146347j -0.0752182-0.0323554j 0.0148785-0.028448j -0.0583178+0.056702j 0.0157737-0.0267254j -0.0232865+0.00434096j 0.00182061-0.0357021j -0.00156569-0.00443525j -0.0516279+0.0399157j -0.0908748-0.00942599j -0.0757857+0.0957806j -0.00545114+0.0181118j -0.0580894-0.0381277j 0.103598-0.0672405j -0.0769526+0.0342063j 0.134007-0.0974387j 0.00463259+0.0168691j 0.0871161-0.0296978j -0.0472704-0.0506297j 0.0178898-0.108449j 0.0135857-0.0439313j 0.064726+0.0332316j 0.0137464-0.0674573j -0.0013229+0.0593364j -0.00987872-0.0443839j -0.0924915+0.0558396j 0.0887116+0.074334j -0.0164775-0.0425529j 0.00635582+0.0548878j 0.0963986+0.0417752j -0.101442-0.0497937j -0.100204+0.0290877j -0.164973+0.0303464j -0.0325472+0.0109203j 0.0053553+0.0283718j -0.0259277+0.0464966j -0.107104-0.0734812j 0.0459925+0.038191j -0.0521727+0.0221817j 0.00435915-0.0384405j -0.00686838-0.0227938j 0.124135+0.0281159j -0.0753724+0.0885538j 0.050254+0.015888j -0.0143121+0.0362811j 0.0647629-0.0243051j 0.0112177-0.0303208j -0.0130249-0.0535892j 0.0570227+0.0671326j 0.0289544-0.042129j 0.0740229-0.0447332j 0.0551174-0.0130194j 0.0262501+0.0463721j 0.0123385-0.0329736j 
0.00265491+0.00481179j -0.0154397+0.00955185j 0.0496501-0.0439367j 0.0549521-0.0083392j -0.0209498+0.00429811j 0.0154416+0.0370126j -0.010778+0.0279705j 0.0778703-0.00262225j -0.048423+0.00378902j 0.0371943-0.0129027j -0.0395822+0.0118084j 0.0501564-0.00251117j -0.0235832+0.0153069j -0.0147308-0.00314695j -0.00534401+0.0377177j 0.00228709+0.00131933j 0.0670561-0.013006j 0.0127399-0.00500215j -0.0124917+0.00541688j 0.00120052-0.00827598j -0.0584704+0.0114171j -0.0296999-0.020765j -0.0211143-0.00703473j -0.0352016+0.00259085j 0.0212362+0.0212838j 0.00515503+0.0551155j -0.0196072+0.0183476j 0.00783974+0.0392654j 0.0149635+0.00270146j -0.0872588-0.0587001j -0.0680157-0.0142509j 0.0402059-0.00762865j 0.0159812-0.00861443j 0.0245297-0.0950743j -0.0557322+0.0279929j 0.0055669-0.0370682j 0.105008+0.00474761j -0.0135484-0.0179539j 0.0789879-0.0455734j -0.0255303-0.0287756j -0.0171368+0.0135086j 0.0754092+0.0531357j -0.0182738-0.00236484j -0.0221331+0.0799105j 0.0217993-0.0071974j -0.0527506+0.121727j -0.0217502-0.0549552j 0.0271195+0.0660281j -0.0754592-0.0562751j 0.0401843+0.058637j 0.033194+0.00560325j 0.0643093-0.0903238j 0.0570364-0.0724793j 0.0174577+0.0793968j 0.0199418-0.0541198j 0.116476-0.0693471j 0.0401647+0.0626451j 0.0663032+0.108915j 0.0960051-0.000993783j -0.0461754+0.048739j -0.0620454+0.0977618j -0.0578484-0.102554j -0.00357674-0.00761681j -0.0606297-0.0108859j -0.0311543+0.0857286j 0.179207+0.0604689j -0.0157829-0.0771021j 0.078632-0.00850561j -0.105702-0.0630577j 0.0283796+0.0429611j 0.0251846+0.121122j 0.0740632+0.098604j 0.0133479+0.0806877j -0.00303711+0.0238705j -0.0284394+0.00421536j 0.0264884-0.0367335j 0.0921738-0.107526j -0.0617307+0.0826912j -0.0235831-0.100544j -0.195728+0.00935241j 0.123248+0.0986106j -0.0344063+0.00557357j 0.100626+0.135823j -0.00120553+0.0763205j 0.0796099+0.00350019j -0.0802795-0.0311602j -0.00230295+0.0427347j -0.0208878-0.0642322j 0.0129564+0.00112201j 0.0317626-0.0728114j -0.00718323+0.0412741j -0.0228664-0.0182163j 
0.0535267-0.0435726j -0.0258059+0.00752712j -0.00754081+0.0368894j 0.0885976+0.0310171j 0.0588586-0.0135542j 0.0845266-0.00540504j -0.063298-0.0404525j -0.0887679-0.0181604j -8.36637e-05+0.00820053j 0.0131408+0.0669539j -0.0241963+0.0260149j -0.0707402-0.0334316j -0.0317322-0.0027058j -0.0136917-0.0412315j 0.0453957-0.0345259j -0.0372069-0.0168008j 0.0144512-0.0679047j 0.00852361-0.0587571j 0.0379698-0.0032993j -0.0031814-0.0628363j -0.0658604+0.0200249j 0.0294322+0.0300556j 0.00433522-0.0171439j 0.0416533+0.0520705j 0.0322235+0.0666145j 0.122405+0.0234124j -0.0230764+0.0142927j 0.0754631+0.019186j 0.0450894-0.0451638j 0.0376447-0.118814j 0.00600317+0.0536472j -0.0405858-0.0704237j 0.0232484+0.00962419j 0.0437272-0.0261544j 0.0281891+0.201482j -0.0159497+0.0182586j 0.0457112+0.0404117j -0.0456267+0.051601j -0.0500127+0.0297307j -0.0401501-0.0677491j -0.0113746+0.0395935j 0.0266703+0.0259248j -0.00245558+0.016643j 0.0741056+0.0294274j 0.0599315-0.0296175j -0.0484696-0.0694169j 0.0295506+0.0314524j -0.0028958+0.0197605j 0.00828634+0.110678j 0.00847275+0.0275837j 0.0873745-0.0821442j -0.0609287+0.00612023j 0.0864931+0.117203j 0.0193312-0.0208025j -0.0387077-0.0295191j 0.0375491-0.0356821j -0.110379-0.100677j -0.00196722+0.0118929j -0.0104461-0.105913j 0.0117759+0.170578j -0.0384285-0.0753785j -0.0826497+0.105271j -0.0314011-0.0294565j 0.0533466+0.212206j 0.036432+0.0314376j -0.08898-0.00672414j 0.0381473+0.00835113j -0.0722931+0.0407074j -0.0226788+0.0131984j 0.0546198-0.0400528j -0.0280145-0.0203664j -0.0956385-0.0856649j -0.00216955+0.0194015j -0.00947508+0.0135431j 0.0923032+0.0528037j -0.00729941-0.0560653j 0.0177478+0.0607011j 0.0662226-0.0671867j 0.0211824-0.0207815j 0.152517+0.0583104j -0.122097+0.0154181j -0.00308101+0.0593683j -0.0628634+0.0153557j -0.0380883+0.130302j -0.0767376-0.0693827j -0.0382166+0.00230922j -0.0271459+0.00227667j -0.10142-0.070201j 0.0470683-0.00829066j 0.0307917-0.108624j -0.00249557+0.0396314j -0.0604276+0.0162434j 
0.0139625+0.0334647j 0.00547269+0.0141272j -0.0103476+0.016703j 0.0512291-0.0204064j 0.00282744+0.0246999j -0.00787203+0.0179658j -0.0567+0.0193308j 0.0503745+0.00796107j -0.0312584+0.0298944j 0.0395906-0.0200673j -0.0293049+0.0875674j 0.00590677-0.0225526j -0.0288939+0.0326921j -0.0228467-0.0253823j -0.00525673+0.0250779j -0.0234286-0.00533393j -0.0567411-0.040879j 0.00363807+0.0220016j -0.0269712+0.0239737j 0.00198785+0.0244888j -0.0380603+0.0159736j 0.00751656-0.00109932j -0.0441017+0.045562j 0.0524966+0.0379207j 0.0120026+0.00769954j -0.0118469+0.00124863j -0.0462237-0.0646064j -0.0478972+0.0432954j 0.0416198-0.000842736j -0.00604469+0.0228831j 0.00680776-0.0142118j -0.00823756+0.0192157j -0.0324625+0.0226568j 0.0760992-0.0371095j -0.0176157+0.0108705j 0.0243054-0.026202j 0.0639736-0.0903202j -0.00827775-0.0277781j 0.00141572-0.0753627j -0.00713786-0.0644868j 0.0607364+0.0403023j 0.054086+0.12504j -0.0250453-0.0155129j -0.0747139+0.0158868j 0.0597262-0.0608154j -0.0309755-0.0268087j -0.0314877+0.0767074j -0.146407+0.0622974j -0.0758659+0.0680683j 0.0619475-0.0307082j 0.0167165-0.0332865j 0.020977-0.0612241j -0.0424527-0.154485j -0.0385834+0.0367648j 0.00504619+0.0589394j -0.00155227-0.0596776j -0.0954516-0.0440485j 0.0350417+0.140565j -0.00470551-0.0543309j 0.0457143+0.0321011j -0.0546286-0.0729785j -0.0564153-0.136433j 0.00112169+0.00127181j -0.0215986-0.0354881j -0.0128835-0.0983606j -0.00628755-0.0153297j 0.049162-0.00467988j 0.0330767-0.0999631j 0.00474359+0.0179157j -0.00747588-0.0914705j -0.00340357+0.0276703j -0.0694496-0.0163065j -0.0963727-0.00692741j -0.0287045-0.0309074j 0.0682774-0.0156645j -0.0678015+0.053107j -0.0112819+0.048306j -0.00737651+0.0461385j 0.0273868-0.0255811j -0.0963423-0.0656902j 0.0369063+0.029443j 0.000334134+0.165258j -0.0297732-0.0729515j 0.0132632+0.143487j 0.0637357+0.0291783j -0.0347933+0.0510978j 0.0270171-0.0553357j -0.117598+0.0341625j -0.0289702+0.00715332j 0.0513038-0.0626436j -0.0339507+0.0108434j -0.00525785+0.00530723j 
0.00906612+0.0133663j -0.0147532+0.000705655j -0.00371473-0.0149701j -0.021897+0.00194915j 0.0241326-0.0626916j 0.0458207+0.0202977j -0.0147294-0.0148956j 0.0559151-0.0187086j -0.00206355+0.0738878j 0.0187962-0.0188599j -0.00151377+0.000513833j 0.0749351-0.00240719j -0.0163835+0.0369561j -0.167797-0.0359401j 0.0343338+0.0240891j 0.128212-0.0139143j 0.00785638-0.102522j 0.0432502-0.0237517j -0.0135906-0.0366673j -0.0754304-0.0256373j 0.0228772-0.0174605j -0.0138251+0.00999674j 0.0494511-0.0228268j 0.0475931+0.0234207j 0.0838407+0.0271833j -0.0253339-0.0712441j -0.0538542+0.0226728j 0.0836703-0.045333j 0.0269446-0.0286035j 0.028348-0.0107694j -0.03651+0.0499106j 0.0924247+0.0481272j -0.0119218-0.0599641j 0.01608-0.00382435j -0.0340759-0.101754j -0.0661437+0.0245929j -0.0335495-0.0634027j 0.135188-0.0400549j -0.0059132-0.0553364j -0.0413118+0.0978984j -0.0273107-0.0137629j -0.0175324-0.0102417j -0.0181548-0.177168j -0.0170918-0.154994j 0.0385952+0.00770749j 0.0265633-0.106092j -0.0395428-0.0832053j 0.0271927+0.0690187j -0.0641475-0.0114114j -0.108187-0.0215463j -0.0453737-0.0258959j 0.0244464+0.0401595j -0.06608+0.112576j -0.0106403+0.0571398j 0.0261425-0.0241268j -0.0496734-0.0592548j -0.0391094+0.0611808j 0.0969729-0.00656394j -0.0737133+0.000351316j 0.0444684+0.0161039j -0.0567852+0.0188998j 0.0301945+0.0912141j 0.00795746-0.0133206j 0.0369778+0.0640123j 0.0340918-0.0531338j 0.00650163-0.0102363j 0.125495-0.0547432j 0.0221606-0.124493j 0.0209792+0.108567j -0.0223332-0.037933j -0.00305515-0.04269j -0.121663-0.0166471j 0.0103257-0.0138591j -0.00402643-0.00719174j 0.121758+0.03584j 0.0392432-0.0155998j 0.0325509-0.011383j 0.00266774+0.0257583j -0.0366427+0.0356997j -0.0174222+0.020852j -0.00962471-0.0696679j -0.061996+0.013866j 0.0110115-0.00104897j 0.0108763+0.043112j 0.0729631+0.00280849j -0.011777+0.0533974j 0.0305352-0.0425862j -0.03627+0.0431919j 0.0195179+0.0108781j 0.0207445-0.0196873j -0.010044+0.000998032j 0.00711846+0.0120196j 
