1.68017e-13+0.0275736j 2.28998e-13+0.160709j -1.18729e-13-0.0876491j -7.81461e-15-0.00597353j -2.0825e-14-0.0155932j -4.85401e-14-0.0353028j 4.38998e-14+0.0325082j -5.15349e-14-0.037382j -2.61449e-15-0.0024562j -1.18779e-13-0.0799208j -8.21168e-15-0.00543519j 1.11023e-13+0.0797053j 3.21787e-14+0.0240249j 8.49416e-15+0.00637218j -7.00129e-14-0.0501786j -6.09363e-14-0.0424504j 4.72361e-14+0.0414547j -3.42768e-14-0.0203392j -1.38787e-13-0.109181j 4.67699e-14+0.0409449j -9.3133e-14-0.0562113j 1.29555e-13+0.0929821j -7.39279e-14-0.0588473j 1.08122e-13+0.0764676j -8.372e-14-0.0605514j -1.04954e-13-0.0647056j 2.35245e-14+0.0226562j -7.32924e-14-0.0865129j 3.31355e-14+0.0217377j 1.8034e-13+0.0988592j -3.26137e-14-0.00860356j -1.3795e-14-0.0211727j -1.27043e-13+0.013484j -9.29157e-15-0.0135674j -1.48883e-14-0.0237025j 5.9056e-13+0.0628636j -7.12488e-14-0.0456469j -2.036e-14-0.0246729j -1.85515e-14+0.0163144j -6.6982e-15-0.0469373j 8.37856e-15+0.00229431j -5.29397e-14-0.0995717j -2.84244e-14-0.0207711j 1.59258e-14+0.0160004j -1.43292e-13-0.105464j -6.76996e-14-0.0565026j 1.04429e-14-0.0159331j -1.24118e-13-0.0983279j 2.83323e-14+0.0204577j -2.83935e-14-0.00963147j -5.06034e-15-0.000384315j -4.80732e-15-0.00373587j -2.10969e-14-0.0125569j 3.03678e-16+0.000695997j -2.58327e-14-0.01695j 3.63362e-14+0.0264951j 6.57157e-13+0.0609416j 1.31344e-15+0.00218027j -6.84892e-14-0.04738j 3.17529e-14+0.0210463j -3.9438e-14-0.0283304j -7.23484e-14-0.047229j 4.46547e-14+0.0310724j -3.74495e-15-0.00270719j -5.05405e-14-0.0376149j -1.40781e-14-0.0110176j 1.88287e-14+0.0167306j 5.95177e-14+0.030151j -4.59077e-15-0.00322453j -5.28181e-14-0.0382523j -6.5359e-14-0.0460918j 4.24527e-14+0.0307356j 6.35028e-14+0.0461768j 1.63348e-13+0.11866j 1.33713e-14+0.010756j 4.86787e-14+0.0456792j 3.7188e-13+0.123515j 
-3.72926e-15-0.00093534j -2.42969e-16-0.00193976j -1.21669e-16-0.00173761j -1.11478e-16-0.00253977j 6.05423e-17+0.00224826j -1.10299e-16-0.00155972j 2.8648e-17-0.000327967j 1.44648e-16+0.00254857j 4.15091e-17+0.00146072j 8.43549e-17+0.00100205j 2.78961e-16+0.00183362j 4.62733e-17-0.000409298j -1.1085e-16-0.00129486j 1.39614e-16+0.00161895j -1.21926e-19+0.000253238j 3.02635e-17+0.000233672j 1.73492e-16-0.000334283j 1.35653e-16-0.000661785j 1.74991e-17+0.00145117j 2.15121e-16+0.00123672j 5.48164e-16+0.00157182j -1.35281e-16-0.0052342j -9.31115e-18-0.00015188j -2.67861e-17+0.00081326j -1.88876e-16+0.000362525j 3.55582e-16+0.00109528j -1.80358e-16+0.00158801j 1.29044e-15-0.00213747j 3.71973e-16-0.000412579j -6.47681e-16-0.00123275j 2.0809e-16+0.000174989j -1.02518e-16+0.00186555j -5.51394e-16+0.000134244j -4.46956e-16-0.000190741j -6.24032e-16+0.00135007j -3.26159e-14-0.00399018j -6.34864e-16-0.000135043j -3.14426e-17+0.000260658j -5.92186e-16+0.000408315j -3.44438e-16+4.54609e-05j -4.79242e-17+0.000932947j 1.12209e-15-0.00152775j 9.56982e-17+0.000597014j -5.68627e-17+0.000176644j 6.12205e-17-0.000479135j -3.24033e-16+0.0013738j -1.2604e-16-0.00016348j -1.16917e-16+0.00140489j 1.50384e-16+0.000358116j 2.09159e-15+0.00087292j 9.26737e-16+0.00271663j 1.22653e-16-0.00053606j 2.14884e-16+0.00164033j 2.0835e-16-0.000830824j 1.28567e-16+0.000598669j -2.84675e-16-0.00341701j -2.48862e-14-0.00265714j 3.00464e-17+0.00119485j -1.89687e-17+0.000394069j -8.17694e-17+0.000234192j 2.12592e-17+0.00087876j 1.23072e-16+0.000325898j -6.49275e-17-0.000535284j -1.61873e-16-0.00213274j 1.50604e-17+0.000799571j -2.1615e-17+0.000416259j 2.18151e-16-0.00191218j -1.43654e-16-0.000369804j 1.23813e-16+0.00135994j 1.47329e-16+0.00260301j 2.83393e-17+0.00058005j -1.1072e-16-0.00246739j 1.16467e-16+0.0012672j 1.88134e-16+0.00113545j -3.89409e-16-0.00293824j 2.96582e-16-0.000696698j -3.61532e-15-0.00215538j 
-3.61064e-14-0.010434j -2.33327e-15-0.00215782j -2.6385e-17-9.356e-05j -2.86947e-17+0.00907118j 5.98266e-18-0.00194605j -5.86345e-17+0.00363305j -2.16204e-17+0.000387864j -1.74607e-18+0.000974644j 1.0325e-17+0.0043191j -9.91693e-17-0.000505296j 3.04874e-16+0.00214997j -4.24382e-18+0.000533797j -6.15537e-17-0.00324927j -1.85969e-17+0.00146397j -9.30366e-17+0.00161223j 1.35071e-16-0.00398721j 4.99673e-17+0.000175506j 3.87945e-16-0.000486327j -1.4771e-16+0.000868194j 1.75532e-16-5.40401e-05j 7.07974e-16+0.00178796j 2.73853e-16-0.00467494j 5.64528e-16-0.0044933j -2.3858e-16-0.00165148j -1.88003e-16+0.00356893j 2.831e-16+5.0615e-05j 3.67053e-16-2.64209e-05j -9.1806e-16+0.00249675j -3.12924e-16-0.00326714j 2.75833e-15+0.00493859j -7.76529e-16-0.00319953j 1.1544e-15-0.00773809j -1.35553e-14+0.000973269j 4.10932e-16+0.000750777j 1.26587e-15-0.00216013j 7.01828e-14+0.0086083j 1.78128e-15+0.00039551j 1.51432e-15-0.00219489j -3.16246e-15+0.000956818j 1.69012e-16+0.000171792j 1.18263e-15-0.00350129j 4.52487e-15-0.00525977j -6.90589e-17+0.000739617j -2.72445e-16-0.00381814j -5.3593e-16+0.000574325j 3.72673e-16-0.00195155j -6.95257e-16+0.00214999j -1.16959e-16-0.0019713j -1.24082e-16-0.0055317j -1.34562e-15-0.000269637j -9.99705e-16-0.00289761j -2.0006e-15-0.00626275j -8.34711e-16-0.0037699j -1.93622e-15+0.00582687j -7.25243e-16-0.00110905j 5.47055e-17-0.00781369j -5.16622e-14-0.00550548j -4.46153e-16+7.17029e-05j -6.66863e-16-0.00609336j -5.93483e-16-0.00205774j 5.28027e-17+0.00165944j 3.39747e-16+0.00133162j 2.2093e-17-0.00187597j 6.76087e-17-0.00132913j 1.19233e-16+0.00322477j 3.45957e-17-0.00301071j 2.29885e-16-0.00176071j 3.77586e-17-5.03331e-06j 7.64749e-18+0.000583935j 2.46693e-17+0.00460605j 8.27749e-18-0.000889499j -7.52977e-18+0.00585656j 4.6982e-17-0.00307186j -7.45241e-17-0.00266125j 3.41097e-16+0.00384351j 9.26394e-16+0.00922328j -1.38681e-14-0.00764499j 
-2.23084e-15-0.000453813j -2.19122e-16-0.00256066j -2.67955e-17+0.000321537j 8.36847e-17+0.00173876j 2.98264e-17+0.000847557j 8.4263e-17+0.00483598j 5.63556e-17-0.00310714j -1.89246e-17-0.00312567j 1.11737e-16+0.00341937j 5.40249e-17+0.0012108j 1.20554e-16+0.000469665j 1.49105e-17-7.06791e-05j -1.09675e-16+0.00222505j -9.77434e-17+0.00111947j -1.08494e-17-0.00217683j -1.10757e-16-0.00127338j -2.75967e-16+0.00121238j -1.3543e-16+0.000418717j 3.86123e-17+1.19276e-05j 5.72359e-17+0.00078316j -1.88462e-16-0.000703678j -4.27912e-17-0.000751553j 3.87472e-16-0.00326162j -4.31723e-17+0.00112723j -2.12363e-16+0.00425212j 2.93177e-16-0.000328189j 2.92978e-16-0.00246596j 2.01524e-16+0.000389836j 1.81504e-16-0.00412302j -4.21906e-16-0.00203831j 9.19351e-17-0.000100843j -1.88597e-15-0.000539208j 3.42158e-14-0.0034702j 3.95382e-17+0.000719995j 4.25689e-16-0.00111729j 3.29982e-14+0.00400532j 1.13708e-15+0.00171241j 1.57222e-15+0.00140399j -2.83264e-15+0.0027227j -4.95519e-15+0.00414065j -3.13777e-16-0.000162633j -4.8271e-17+0.000207042j -1.6086e-16-0.00158522j 3.72766e-16-0.00292542j -1.53139e-16-0.00026423j 1.50712e-16-0.00156554j -6.02773e-16+0.00169699j -1.41381e-16+0.0011188j -1.34244e-16-0.00251899j 2.67887e-15+0.001714j 4.10075e-16+0.000766893j -1.17774e-15-0.0035415j -1.00923e-16+0.00069181j -1.52092e-16+7.48452e-05j -1.81436e-16+0.000450848j -9.891e-17-3.21697e-05j -3.32067e-15-0.000343524j 4.21686e-16+0.00233793j 2.95096e-16+0.00187846j -3.57207e-16-0.00113407j 1.33975e-16-0.000610458j 1.91906e-16+0.0015818j 2.70629e-17+0.00199184j -9.7656e-18+0.00168191j 4.24669e-17+0.00112248j -9.08436e-17+0.00181753j -1.18109e-16+0.000831065j -2.53096e-15-0.00409318j -6.58352e-17-0.000982797j 9.16538e-17+0.00120992j 5.20635e-17+0.00107068j 1.10532e-16+0.00345809j -1.16904e-16-0.00376804j -1.35537e-17-0.00101762j -2.38297e-17-0.000345449j 3.53562e-16-0.0012748j -4.46641e-15-0.00265665j 
4.44497e-15+0.00121198j -1.42202e-17+0.00245552j -4.66975e-17-0.00374948j -1.95353e-17-0.00284642j 2.52647e-16+0.00420544j 1.70171e-16-0.00809278j 1.43841e-17-0.000209946j 5.87005e-17+0.00254295j 2.40025e-16+0.000807687j 1.53405e-16+0.00226364j 5.12552e-16+0.00367768j 2.13929e-17-0.000900003j -3.61096e-16+0.00140146j 3.9266e-17+0.00317978j 1.49341e-16+0.000460464j -6.60737e-17+0.00149106j 4.84422e-16-0.00197411j 9.93344e-17-0.000779497j 2.68581e-16-0.000952549j 1.48675e-16+0.000949699j 9.80813e-16+0.00306635j -3.41611e-16-0.00176308j 7.71361e-17-0.000655691j 2.01397e-17+0.00368446j -2.06485e-17-0.00168503j -4.45267e-16-0.00351258j -4.78805e-16+0.00196707j 1.10093e-15-0.00248117j -2.82559e-16+0.00351985j -5.97675e-16+0.000372168j 2.37677e-16+0.00218425j 1.25943e-15+0.00154946j -2.93633e-14+0.00305984j -6.22817e-16-0.00444314j -9.4528e-16+0.00393579j -1.26061e-14-0.00152286j -3.30666e-16-0.000230654j 1.84356e-16-0.000923004j -3.88979e-18-0.000450618j -3.91153e-15+0.00262153j -8.87801e-16+0.00423886j 5.86731e-15-0.0074393j 5.83658e-16+0.00364363j -6.98567e-16+0.00236639j 4.60341e-16-0.0059388j -8.04224e-16+0.00237992j 1.43912e-15-0.00163689j 6.54474e-16-0.00218918j 6.25296e-17+0.00294753j 3.07316e-15+0.00161488j 1.38734e-15+0.00413876j -1.3213e-16-0.000487068j 2.47596e-16+0.00232307j 1.19402e-15-0.0024811j 4.70251e-16-0.00301759j -4.05506e-16-0.00480022j -1.52491e-14-0.00160195j 1.50059e-16-0.000900793j -2.9374e-17-0.000136339j 1.18693e-17+0.00198363j -2.98315e-16+0.00315492j -3.72792e-17-0.00219111j -2.26627e-18-0.00158621j -3.89582e-16+0.000618913j 9.65851e-17+0.000884609j 6.23094e-17-0.000186975j 2.5425e-16-0.00280941j 6.61265e-16+0.000992505j 1.20283e-16-0.00063921j 3.3716e-16+0.00465265j 5.88152e-17+0.00150602j -3.63532e-17-0.0067455j -2.1106e-16+0.00451557j 8.30625e-17+0.0054951j -5.0346e-16-0.00189711j -2.55964e-16+0.000130951j 3.51855e-15+0.00237254j 
9.15677e-15+0.00265693j -2.18629e-16+0.0027062j -4.31641e-16+0.00192423j -2.60783e-16-5.58135e-06j 9.24483e-16-0.00432461j 1.55948e-16+0.00140813j -6.02449e-17+0.000163665j 3.01482e-16-0.00162269j 8.33726e-16-0.00354632j -1.16464e-16+0.000248516j 1.00958e-16-0.00291329j -1.32517e-16+0.000932164j -6.98718e-16+0.00245576j 2.04207e-16-0.00114751j 3.03823e-16-0.00161633j -2.46968e-16+0.000230389j 8.89107e-18-0.000300324j -8.70836e-16+0.0024382j 7.39924e-16-0.0019881j 6.68893e-17-0.000469871j -3.0609e-16-0.00109006j -1.75042e-15+0.00606663j -7.57251e-16+0.00203792j -3.88028e-18-0.000143821j 7.76236e-16-0.0015548j -9.07476e-17+0.00148756j 5.34289e-16-0.00127869j -1.65938e-15+0.00154528j -8.15227e-16+0.00151225j -8.67481e-17+0.000242322j -1.74137e-16+9.93419e-05j -2.58165e-16-0.000689345j 1.35132e-14-0.00138009j 5.46253e-16+0.00168471j 1.12208e-15-0.00234954j 6.81378e-15+0.000886384j 2.37322e-16+0.000939219j -2.02775e-15+0.00193154j 5.15531e-15-0.00216196j -1.74135e-15+0.00116107j -6.28774e-16+0.000389089j -5.0292e-15+0.00499666j -2.47486e-16-0.000311277j -2.62733e-16+0.0013243j 5.89632e-16-0.000187664j 5.84101e-16-0.00130442j 1.04082e-15-0.0010925j 1.06188e-15-0.001703j -4.36039e-16+0.00112933j -1.03235e-15+0.000221068j 4.97149e-16-0.00345621j -7.50474e-17+0.00410224j 4.59211e-16-0.00140707j 3.53629e-16-0.000466448j 3.60385e-16-3.49368e-05j -1.07695e-15+0.005727j 4.54947e-14+0.00498113j 8.24137e-16-0.00223119j -1.08305e-17+0.00128068j 3.01722e-16+1.41341e-05j 5.03349e-18-0.00143871j 1.14133e-16-0.00066343j 1.31062e-16+4.97398e-05j -1.06976e-15+0.00359552j 2.08319e-16-0.00102987j 3.50669e-16-0.000561946j -9.0245e-16+0.0028516j -4.43293e-16-0.000666659j 2.00246e-16-0.000360976j 9.61971e-16-0.00549461j -1.30869e-18-0.000453362j -1.53383e-16+0.001944j -4.17506e-16+0.00093487j 1.36092e-16-0.00147712j -5.8995e-16+0.00240249j -5.82995e-16-0.000936706j 6.27343e-15+0.00435495j 
1.3947e-14+0.00420986j 1.01287e-15-0.00228795j 1.66451e-16-0.00553664j 7.10611e-17-0.0113943j -1.19298e-16+0.00481045j -2.10985e-17-0.000861191j 5.54801e-17-0.00236675j -5.12528e-17+0.00155908j -1.45941e-16+0.00251307j 1.93755e-16+0.0017756j -3.17388e-18+0.000657542j 1.50365e-16-0.000540652j 1.15088e-16-0.000821835j -3.36107e-17+0.00473335j -1.03034e-17-0.00260602j -1.07898e-16+0.00145741j -2.26065e-16+0.00068918j -9.56415e-17+0.000254438j 2.63997e-16+0.000850379j -8.57804e-17+0.0049738j 1.6682e-16+0.000580781j 2.06302e-16-0.00640557j -9.68988e-17+0.00101641j 5.02211e-17+0.00238559j -1.94653e-16-0.000187191j 6.53577e-16+0.00296239j -7.67982e-16+0.00225984j 3.66436e-15-0.00612273j 1.06715e-15-1.7397e-05j -2.51532e-15-0.00530083j 6.41982e-16+0.00109368j -2.422e-15+0.00843056j 3.73549e-14-0.0033928j -7.62279e-16+0.000772637j -1.12627e-15+0.00145434j -9.01038e-14-0.0111105j -1.69259e-15-2.93805e-05j -1.85619e-16+0.00197509j -7.5413e-16+0.00133223j -2.95898e-15+0.00173447j -1.02182e-15+0.0040136j 1.29596e-15-0.00146956j 4.47764e-17-0.00166326j 4.9312e-16-8.86429e-05j 2.95683e-16-0.00153589j -4.61918e-16+0.000809006j -4.19131e-16+0.000272275j -4.51018e-16+0.00415077j 3.29146e-16+0.00402889j 6.27936e-15+0.00254196j 2.23007e-15+0.00792419j 7.73408e-16-0.000313162j 7.30981e-16+0.00528035j 1.29309e-15-0.00447046j 4.49085e-16+0.000926206j -2.26996e-17-0.0024211j -3.49326e-15-0.000421893j 5.32776e-16+0.00493398j 8.09836e-16+0.00615597j -8.82422e-17+0.000622374j 1.45787e-16-0.00108681j 2.95113e-17+0.000882018j -2.80713e-17+0.00176647j 1.01958e-16-0.00440588j -1.55493e-16+0.00134611j -1.96508e-16+0.00431504j 2.6242e-16-0.000473305j -1.84113e-15-0.00312203j -4.00579e-17+0.00268101j -9.10145e-17+0.00161999j 6.6634e-17+0.00166588j 7.33769e-18-0.00409589j 2.94701e-17+0.00199321j 2.19573e-16+0.00573969j -7.81271e-16-0.010001j -1.22153e-17-0.00767941j 5.46385e-16-0.000285247j 
-1.86281e-14-0.00539466j -1.06065e-15-0.00255564j -6.91756e-17+0.000282595j -4.48477e-16+0.00643829j -2.16356e-16+0.00293134j -2.90117e-17+0.00122716j 4.50301e-17-0.00088425j -7.74116e-17+0.000271949j -2.35704e-16+0.00449435j -1.91488e-16-0.00275307j 1.61951e-16+0.00443383j 3.04103e-17-0.000832493j -9.12746e-17+0.00059513j -4.02759e-17-0.000662159j -1.39943e-16+1.75014e-05j 1.78104e-16-0.0021603j 1.968e-16+0.000993786j 5.37174e-16-0.00273689j -2.66062e-16+0.00140616j 1.40017e-16+0.00170096j 6.87921e-16+0.00231091j 6.0673e-16-0.00486634j 1.34452e-15-0.00743581j -3.48969e-16+0.00175724j -9.16931e-16+0.00344259j 4.80894e-17-0.00318158j 4.46621e-17-0.000793507j 1.65451e-15-0.00143421j 6.7088e-16-0.00622566j 8.75343e-16+0.00225656j -3.90669e-16+0.000648186j 2.01555e-16-0.0033152j -3.07279e-15+0.000130254j -6.09465e-16-0.000746157j -1.62538e-15+0.00325993j 4.14044e-14+0.00512827j 7.73682e-16+0.000756754j 3.12662e-15-0.00110409j -7.30358e-15+0.00425191j 2.99644e-16+0.000195424j 7.55784e-16-0.00199913j 2.293e-15-0.00224809j -3.94768e-16-0.00143538j 5.38561e-17-0.00216146j -3.17422e-16-0.000889373j -3.53396e-16+0.000814404j -1.21148e-15+0.00286827j -2.86579e-16-0.000797295j 3.61442e-16-0.00548364j -4.37519e-16-0.000414024j -6.19186e-16+0.00060614j -1.25832e-15-0.00582636j -2.58428e-16-0.00162096j -5.87016e-16+0.00115779j -2.9104e-16+0.000759907j 4.02838e-16-0.0050255j -3.66419e-14-0.00393709j -3.09404e-16-0.000806996j -2.00527e-16-0.00335053j -2.99697e-16+0.000501247j -1.48423e-16+0.00137607j 1.86429e-16+0.00115332j -1.50457e-17+0.000234833j 5.37019e-17-1.04197e-05j 1.66847e-18+0.000377238j -5.82024e-17+0.000813437j 7.49567e-16-0.00340363j 5.65572e-16+0.00103011j 7.6036e-18-0.000362896j -3.55981e-16+0.00559098j 5.3008e-17-0.000234398j -7.20765e-17+0.00188762j 1.63829e-16-0.00294273j 1.0394e-16-0.00188995j 3.71957e-17+0.00202703j 3.63982e-16+0.00442884j -9.65601e-15-0.00567335j 
4.56694e-15+0.00143579j 2.23294e-16-0.00110701j -3.15121e-17+0.000755295j 1.00984e-16+2.09787e-05j 7.67088e-17-0.000807158j 6.06364e-17+0.00286475j 1.2912e-17-0.00285844j -3.74898e-17-0.00233851j 1.01633e-16+0.000827921j 2.69883e-16+0.00298888j 7.19985e-17-0.000134801j -1.04207e-17-0.000101179j -4.47666e-18+0.00325281j -4.92146e-18+0.00175012j 8.52529e-19-0.00273182j -1.49759e-16-0.000202225j -1.20324e-16+9.29611e-05j -1.86234e-16+0.00117375j 1.48317e-16-0.000645527j 1.09412e-16+0.00102247j 3.43552e-17-0.000202408j -6.70772e-17+0.0013084j -4.61826e-17-0.00100403j 5.55687e-17+0.00109778j -5.21478e-17+0.00325091j 2.20959e-16+0.000856437j 1.85505e-16-0.00196943j -1.31174e-16+0.000544736j -2.9647e-17-0.00140612j -5.10064e-16-0.00190968j 2.16296e-16-0.000101652j -2.09117e-15-0.00057183j 3.55079e-14-0.00360608j -2.29226e-17+0.000721072j 3.26125e-16-0.000912304j 1.21283e-14+0.00141391j 1.06617e-15+0.00240313j 3.56467e-16+0.00321484j 2.34564e-16+0.00140386j -6.88255e-15+0.00575744j -7.74368e-16+0.00160091j -1.84614e-15+0.00218062j -4.30494e-17-0.000308337j 3.37713e-16-0.000586312j -1.41531e-17-0.00179889j -4.31471e-17-0.000205646j -1.21338e-16+0.000815997j 3.45168e-17+0.00059033j -1.56801e-16-0.000678502j 1.37206e-15+0.00108029j 3.09117e-16-5.60901e-05j -2.13125e-16+6.81397e-05j 3.65803e-17+0.000623126j 3.99227e-17-0.000154053j -9.01883e-17-0.000324904j -2.22455e-16+0.00301647j 2.03717e-14+0.0021815j 3.21125e-16+0.000535211j 3.43761e-16+0.00273669j 9.18723e-17-0.000310977j -6.49206e-17-4.57809e-05j 1.17455e-17+0.000181328j -2.99963e-17+0.00045469j 8.57402e-17+0.00340156j 9.84533e-17+0.0014516j 4.59241e-17+0.000833227j -2.16524e-16+0.00154572j -2.69696e-15-0.00432558j -9.29148e-17-0.00119249j 1.25359e-16-0.00101117j 1.08367e-16+0.00165662j 8.64294e-17+0.00161972j -1.12012e-16-0.00135243j -1.65947e-17-0.000923888j 2.7131e-17+0.000165776j 4.24457e-18-0.00225914j 4.99725e-16+0.000227793j 
-9.88355e-15-0.00298984j -5.5716e-16+0.00183976j -3.97315e-17+0.000370757j 6.63213e-17+0.000752841j 5.13793e-18-0.00580979j -3.21171e-17+0.0016775j -5.26368e-18+0.00202496j 5.89545e-17+0.00292352j 1.64014e-17-0.00271349j -1.70983e-16-0.00119413j -1.5583e-16-0.0014424j 1.38814e-16+0.00253288j 2.25494e-17-0.00120756j 4.45697e-17-0.0006693j -6.65622e-17-0.00124714j -1.44785e-16-0.00205132j -1.35363e-16-0.000396335j -1.7606e-16+0.00182949j 1.86355e-16-0.00129507j -1.10784e-16+0.00167754j 1.06983e-16+0.000533358j -1.18955e-16-0.000994295j -4.54227e-16+0.00120479j 7.97994e-18-2.01153e-05j 4.15855e-16-0.00153324j 4.12334e-16+0.00507169j -2.23401e-17+0.00135058j 8.55004e-16-0.00154922j 1.39751e-16-0.000259257j 1.47859e-15+0.00285134j -6.55915e-16-0.00184797j -3.22034e-16-0.00235349j 9.32065e-15-0.00109225j 4.39116e-16+0.00406042j 6.19169e-16-0.00269844j -1.85156e-14-0.00230177j -2.48368e-16+5.68507e-05j -2.35136e-15+0.00222227j 4.45749e-15-0.00217962j 3.02359e-15-0.00229773j 3.68893e-16-0.00162505j -4.52896e-15+0.00521877j -1.48329e-16-0.000168117j -1.45377e-17+0.0016706j 1.81689e-16-7.16073e-05j 4.53604e-16-0.00101915j 7.43146e-16-0.00125326j 2.76189e-16-0.00235437j -2.08161e-16-0.000847865j -2.08516e-15-0.000383655j -6.13551e-16-0.00440647j 9.37638e-16+0.00420482j -1.91784e-16-0.00292943j -4.97458e-16+0.00151707j -4.93004e-17+0.00162785j -5.81363e-17+0.00179152j 1.3742e-14+0.00147949j -2.7126e-16-0.00251933j -4.85975e-16-0.00198923j 2.47572e-16-0.000747175j 7.24602e-19-0.000752359j -4.09842e-17-0.000389997j 1.7745e-17-0.00175666j -5.87189e-17+6.02195e-06j -6.89025e-17-0.000504594j 7.32007e-17-0.00281631j -1.24892e-16+0.000628182j 5.63945e-16+0.000815357j 3.81537e-17+0.00293903j 3.92873e-18-0.00443821j -1.7747e-16-0.00215118j 6.57746e-17+0.00290506j 7.84474e-17+0.00274148j -3.50982e-17-0.00231873j 2.39368e-16+0.00185639j 5.84943e-17+0.00342466j 9.0553e-16+0.000760181j 
-4.0347e-15-0.00130196j -3.09052e-16+0.00102376j -1.18708e-16+0.00174917j -2.27638e-16+0.00254334j 4.61166e-17-0.000827897j 1.95371e-16-0.00266856j -1.75234e-16+0.0019192j -1.75166e-16+0.00221955j 1.01407e-16-0.00211314j -6.17571e-17-0.00182264j -4.38961e-17+0.000964458j -9.85451e-19-0.000671799j 7.66139e-17+7.57021e-05j 1.38126e-16-0.00266943j -1.4737e-16+0.00139718j 1.74804e-17+0.000341965j 5.8906e-16-0.00202673j 2.90312e-16-0.00033821j -6.07201e-17-0.000485946j 2.72273e-17-0.000296222j 4.01562e-16+0.00170968j 5.98256e-17+0.000231426j -8.0509e-17+0.000372307j -1.51275e-17+0.000220018j 2.74783e-17-0.000910751j -1.99094e-16-0.000523985j -1.39536e-16+0.000281663j 3.1312e-17-0.00011992j -9.48799e-17+3.72821e-05j 2.54282e-16+0.00179927j -1.19342e-16+0.000761069j 1.13504e-15-0.00109328j -2.19865e-14+0.0021471j -2.82618e-16-0.000931398j -1.47206e-15+0.00292063j 1.22231e-15+0.000178674j -1.86411e-16-0.000276196j -4.51984e-16-0.000599945j 8.30392e-16-0.000878401j 3.88734e-15-0.00269784j 5.7456e-16-0.00129023j -2.09284e-15+0.00229721j -1.68391e-16+0.00154705j -5.10006e-16+0.00254422j 6.65819e-17-0.000343066j -2.77312e-16+0.00135377j 3.28795e-16-0.00057288j 2.96427e-16-0.00211068j 5.79523e-17-0.000740617j -2.49614e-15-0.00117627j -6.91987e-16-0.00241485j 1.03777e-16+0.00137633j 7.2722e-17-0.00283084j 2.76634e-16-0.000422913j 2.32896e-16-0.000209531j 1.45195e-16+0.000390467j -3.98192e-15-0.000422527j -1.72605e-16-0.00337095j -1.82343e-16-0.00171512j 1.52277e-16+0.0004311j -3.66649e-16+0.00181087j 2.98172e-17-0.00088258j 8.86941e-17-0.00133473j -1.7547e-17+0.000735829j 3.14841e-17-0.00171615j 2.31063e-16-0.00170195j 3.31667e-16-0.00156889j 2.11628e-15+0.00388126j 1.53348e-17+0.00020794j -6.4579e-17-0.000163266j 8.96636e-18-0.0011751j 6.11581e-17-0.00134358j -7.29912e-17+0.00155608j 4.3071e-17-0.00188687j 7.50667e-17+0.00291287j -3.03466e-16+0.00282508j 6.59461e-16+0.000552671j 
-1.42713e-14-0.00439834j -7.96823e-16-0.00115274j -7.35327e-16+0.00303652j -1.01199e-15+0.00434221j 9.99311e-16-0.00409671j -1.21908e-16+0.000622602j -3.83889e-16+0.00152644j -5.55987e-16+0.00217105j 6.04268e-16-0.00253312j 2.15656e-16-0.00138989j -4.33566e-17+2.43216e-05j 3.96749e-16-0.00257455j 3.21003e-16-0.00171647j 1.85658e-16-0.000593217j -2.63645e-16+0.00162091j -7.8649e-17+0.000600223j 1.11896e-15-0.00268887j 1.24725e-16+0.00038297j -4.04637e-16+0.000906316j -8.19501e-17+0.00133468j 4.94636e-16+0.00326286j -4.35317e-16+0.00221423j -3.75545e-16+0.000602694j 5.46148e-16-0.00403276j 3.23979e-16+0.000258358j -3.00858e-16+0.00241154j 4.72145e-17+0.00093348j -3.13424e-15+0.00405195j -8.66761e-16+0.000553681j 8.69419e-16+0.00365468j -9.32749e-17-0.00209799j 1.48704e-15-0.00352654j -1.34353e-14+0.00113137j -4.45332e-16+0.000391356j -1.20665e-15+0.00175795j 6.06774e-15+0.000729852j 5.06512e-16+0.0017671j -1.41597e-15-0.000646954j 4.19566e-15-0.00287726j 1.23989e-15-0.000688386j 6.459e-16-0.00156862j -4.06174e-15+0.0034473j -4.22979e-16+0.00139394j -4.41684e-16+0.001266j -8.04707e-16+0.0020584j -4.18011e-16+0.000931004j -2.19828e-15+0.00298397j -1.33193e-16-0.00035339j 3.01908e-16-0.00139001j -3.27038e-15-0.00157429j -3.90969e-16-0.00361373j -6.69914e-16+0.000592896j 9.5197e-16-0.0068135j -9.68348e-16+0.00232197j 1.06279e-16-0.00092028j 1.59972e-16-0.000539989j 1.17825e-14+0.00131103j 5.66721e-16-0.00357535j 1.52465e-16-0.00163776j 8.54882e-17+0.00142255j -4.46527e-16+0.00143848j -6.38182e-18+0.00010285j 5.32841e-16-0.00278523j -2.52165e-16+0.000587021j -2.52848e-16+0.0014291j 4.17719e-16-0.00154473j 3.8118e-16-0.000905459j 1.22629e-15+0.00303844j -2.79057e-16+0.00107194j 3.27936e-16-0.00122542j 1.41212e-16-0.000637764j -4.71424e-16+0.00213443j -1.29104e-16+0.00017262j 9.92359e-16-0.00476958j -5.15085e-16+0.00380712j -7.32778e-16+0.00443624j -4.16984e-15-0.00247758j 
