-0.0124164+0.0140899j 0.0610238+0.0569397j -0.00773982+0.0539568j 0.0253295-0.0316667j -0.00865327-0.0470954j 0.0065907+0.0198712j -0.0444268-0.00789521j -0.0279512-0.0172752j 0.0130777+0.060571j 0.0806618+0.0568971j -0.0863734+0.016614j -0.104668-0.0543808j -0.0160262-0.0635724j -0.0428182-0.0558876j -0.0414067-0.0638101j 0.0430273+0.0498926j -0.0295555-0.0214815j -0.0268895+0.0171513j -0.0231645-0.0220211j -0.0332386+0.0685338j -0.0154978-0.0837429j -0.0134538-0.0408288j 0.0387521+0.0101026j -0.0943285-0.139286j -0.0899265+0.073678j -0.0443558-0.0324583j -0.0499591-0.0493686j 0.0395854+0.0719439j -0.0279306-0.0115798j 0.0108612+0.0127673j 0.00574995-0.0101805j 0.0403989+0.0067701j -0.105609-0.0775235j -0.019617-0.00119997j 0.0364545+0.0114534j 0.0145-0.0438738j -0.0133362+0.0269593j 0.0108512+0.0170111j -0.0078035-0.109582j 0.0106338-0.0197182j -0.00814456-0.0445393j -0.0226408-0.012307j 0.0387914-0.0010761j 0.0435016-0.0107377j 0.0324191-0.0461159j -0.0260518+0.0541522j 0.0162794-0.00761702j 0.0164052-0.0102833j 0.084131+0.0216755j 0.042944+0.0264429j -0.0789935+0.0172755j -0.0391271-0.0129147j -0.0177265+0.0193265j 0.0664912+0.107525j -0.1043+0.0440408j 0.160484+0.202686j -0.0055984-0.0416157j -0.0487198-0.0239451j -0.0456278-0.0338867j 0.0388176+0.00707171j 0.0361489+0.0369778j -0.0337114+0.0148179j 0.150997-0.00756887j -0.013647-0.0177346j -0.0211005-0.0291715j -0.00198022-0.0134882j -0.0404285+0.0447612j -0.000398063-0.0240792j -0.0145114-0.0327812j 0.00676021+0.0384847j -0.00172863+0.0201513j -0.00664841-0.00152044j -0.0623285-0.0855654j 0.0388925+0.0240788j -0.0162747-0.0167859j -0.0086931-0.0220686j -0.0341491-0.0314566j 0.0918856+0.00191589j 0.0571179-0.00627754j -0.0543442-0.0107028j 0.066878+0.0217796j -0.06975-0.0114133j -0.00472706-0.0207261j 0.0776899+0.0666891j 0.0314846+0.0315973j 0.0816715-0.0364805j 0.0300293+0.0195387j -0.0333352+0.0863372j -0.123003-0.0567631j 0.00652138-0.0347413j 0.0598922+0.0176645j -0.064053+0.0735711j 
-0.111481-0.0190676j -0.01699-0.0729546j 0.0200975+0.111849j 0.0759469-0.00661366j 0.0485417+0.136088j 0.0193823-0.0400226j 0.0306772+0.128223j 0.0975032+0.0957691j -0.0559341+0.00989583j 0.0789654-0.0335802j -0.0257908-0.083981j -0.099439-0.0256273j -0.0347063+0.108748j -0.104685+0.0145094j 0.168636+0.0330334j -0.0992475-0.121041j -0.031787+0.0389186j -0.0386604+0.0353757j 0.0487976-0.139425j -0.0207916-0.00289709j -0.0197464-0.0193666j 0.0238998-0.0252845j 0.141795+0.141932j -0.0329452-0.0102409j -0.0383445+0.0102909j -0.083438+0.0917533j -0.00994843+0.0221781j 0.00684513-0.0797854j -0.0113331-0.0714413j -0.0210651-0.0175606j -0.067773-0.0564058j -0.0214819+0.083102j -0.044767+0.0492509j -0.0184605+0.0421594j 0.0750813-0.00651242j -0.0270944-0.00630308j -0.0244943-0.0240267j 0.111894+0.00879958j 0.053346+0.0449263j 0.0478377-0.115952j -0.039238+0.0858074j -0.00176622-0.103851j 0.0555194-0.0106441j -0.030737+0.0392251j -0.0174998+0.0471295j 0.0226673-0.0588082j 0.0866006+0.00165198j -0.0390035+0.0234921j 0.0734366+0.0755286j -0.00267454-0.00975473j -0.00368958-0.00283034j 0.0624934+0.0721794j -0.00717315-0.0818139j 0.0103725-0.0606469j -0.0612506-0.0974681j -0.0791531+0.105996j 0.0247296-0.0640679j -0.0423869+0.0320764j 0.0244635-0.0112835j -0.0451716+0.00289134j -0.014893+0.0746584j -0.0240078-0.0287416j 0.00725873-0.0615602j -0.00633587+0.022364j 0.00930052+0.0319013j 0.000778978+0.00922815j -0.0385725+0.02061j -0.00463128+0.0173242j -0.0115801-0.00152478j 0.0135895+0.00191344j -0.0255033+0.0164347j -0.0115269+0.0309684j 0.024067-0.0544357j 0.0417713-0.0227194j 0.00925102+0.0132644j -0.0200631-0.00273867j 0.00178268-0.0308815j 0.0181352-0.0350889j 0.00320317-0.0205055j -0.0162611-0.0231869j 0.0205982-0.0238888j -0.0240385+0.00193765j 0.00614637-0.0221503j -0.00461268+0.00419407j 0.0120267+0.0156977j 0.0251669-0.0164546j -0.0106416-0.0139432j -0.0259387+0.00160328j 0.00302956-0.0181738j 0.0119763-0.0213772j 0.00148468-0.0225067j -0.0234942+0.0138384j 
0.0284813-0.0729584j 0.0721924+0.0298566j -0.0338133-0.00806633j 0.0904128+0.0958466j 0.0335884-0.0821832j 0.0316223+0.0549649j -0.0922256-0.0697351j 0.0146343+0.111015j 0.00993605-0.018112j -0.165025+0.0152103j -0.0100492+0.00270935j -0.114565-0.0144958j -0.0842023-0.134205j 0.0558797+0.0161216j -0.0912559+0.0165917j 0.0416037+0.190576j 0.0560407+0.065087j -0.0565782-0.118327j -0.103318-0.0666861j 0.0268385+0.0664484j 0.0318371+0.0117041j 0.0463308+0.051745j 0.0145981+0.0388918j -0.00696159+0.0841502j 0.0492324+0.0331331j -0.0362538+0.000344569j 0.0760606-0.00431288j -0.0109343+0.0106438j 0.0328319-0.00294858j 0.0584143-0.0311374j 0.0108539-0.0134658j -0.00440788-0.099378j 0.0308228-0.0246279j -0.0400392-0.0202945j -0.0594206+0.00847201j 0.0629747+0.0441188j 0.0100754-0.0915055j 0.0792639-0.0472201j -0.0685987-0.0444823j -0.00169225+0.139975j -0.0468832+0.0218454j 0.0113442+0.10295j 0.0976827-0.0839893j -0.0239717+0.0509137j 0.103584+0.162366j -0.0224289-0.0438295j 0.021289-0.0966079j 0.0238533+0.0623355j -0.0153611+0.00907135j -0.0133867+0.0905443j 0.0059758-0.0283743j -0.00752438+0.00538677j 0.0229496+0.0141902j -0.018239-0.056763j -0.00397271+0.0484465j -0.000801477-0.000901248j 0.0122046+0.00490324j 0.016203+0.0780105j -0.00999166+0.00610989j 0.0212998-0.0430313j 0.00784584-0.054024j -0.0102402+0.0246516j 0.000195626+0.0161732j -0.00526016+0.0590349j -0.00873246-0.00271498j 0.0155772-0.0170131j 0.00942047+0.0198909j 0.0029441+0.10027j -0.00203373-0.0282894j -0.00317406+0.00153422j -0.00686567+0.0407102j -0.0331532+0.0939632j 0.0395972-0.167982j 0.0171487-0.125984j -0.034379+0.0573178j -0.0296524+0.0849513j 0.0308923-0.0842678j 0.00475753-0.03798j 0.00818888-0.0335286j 0.0146541-0.00867389j 0.0135911-0.0444057j 0.0133429-0.0278683j 0.000360713-0.00319824j -0.0109446+0.0124653j 0.00973577-0.0397985j 0.0168651-0.00694407j -0.00637926+0.0106931j 0.00154137+0.0245229j 0.00489839+0.00856305j 0.00407587-0.0092596j 0.00655212-0.000566033j 0.0052898-0.0078009j 
0.00671101+0.010068j 0.022575+0.0177091j -0.067633-0.0563326j 0.0585978+0.045678j -0.0416154-0.011978j 0.0233861-0.0152323j -0.00818185+0.0934031j -0.00521428-0.0475314j 0.0518869+0.00750534j -0.0606558-0.0748142j -0.0498601-0.013471j -0.0833795-0.0080636j -0.0468595-0.0543362j 0.0490944+0.0254667j 0.094456+0.0170477j 0.172614-0.0748992j -0.0422545-0.0125222j -0.017086-0.0266704j 0.0415182-0.0567461j 0.0113857-0.0556178j 0.00469967-0.0520799j 0.0207238-0.0320384j 0.0109223+0.0226651j -0.00179195+0.0413648j -0.000377881+0.050925j -0.0484202+0.0311419j 0.00272943+0.0191641j -0.0294592+0.0311388j -0.0335692-0.0245291j 0.0153294-0.00771943j -0.013306+0.102248j -0.0830114-0.0299743j -0.0144843+0.0340805j -0.0806086+0.0638767j -0.0177397-0.00766423j 0.123154+0.049326j -0.0143337-0.0865817j -0.11811+0.134187j 0.0110037+0.0486052j 0.0487661-0.0352078j 0.0288999-0.0624346j -0.00736796-0.0251736j -0.0495701-0.0204791j -0.024276-0.0593237j -0.0246106+0.00671499j -0.0149436-0.0972243j -0.00836857+0.016837j -0.0193127+0.0412056j 0.0660951+0.00306035j 0.0594895-0.0196235j -0.0058333-0.0230612j 0.0322526+0.0425902j -0.00691974-0.0853333j -0.00253042-0.0103003j -0.00518856+0.0289712j 0.0280362+0.011317j -0.022473-0.035188j 0.00765077+0.0215475j -0.00359356+0.0587874j -0.0104256-0.0370731j 0.024479+0.0214929j -0.023663-0.000121479j 0.0407885+0.0146807j 0.0240884-0.00358695j 0.00886275-0.0167857j -0.0179498+0.0287741j 0.00855162+0.0281876j -0.0339224+0.0155278j -0.0115788-0.0263314j 0.0143505+0.0340899j 0.00631615-0.0050852j -0.0120866+0.0413174j 0.0210333-0.0559298j 0.00126605-0.00421461j -0.0298676+0.0244323j -0.0247021+0.00291523j 0.011686-0.0104115j 0.0088583-0.0188486j 0.0139361-0.0473609j -0.00187199-0.00328456j 0.0118506-0.0208771j -0.0136494-0.00653326j -0.00693112-0.0216009j -0.00615839-0.0177026j 0.0161039+0.0133142j 0.00866701-0.0111616j -0.00649748+0.00216521j 0.00491864+0.00616837j -0.00303365+0.012856j -0.013998-0.0185789j 0.0014121+0.00790906j -0.00504998+0.00970857j 
-0.0394823-0.0794578j 0.0581243-0.0109357j 0.0634874+0.00528122j 0.0131097-0.0432746j 0.0631099+0.0601578j 0.0148336-0.0372373j 0.12544+0.067926j -0.00108191+0.000489034j -0.0248563-0.029538j 0.132202+0.0539251j -0.114474+0.106757j -0.12842-0.0646559j -0.0925331+0.0730974j 0.00537336-0.0264775j 0.0263792-0.0822061j -0.149067-0.023115j 0.0212635+0.0473832j 0.180258-0.137503j 0.0110968+0.0405215j -0.0590256+0.0671784j -0.127316+0.0363672j -0.00713348-0.0658764j 0.0555996-0.000633167j -0.0145203+0.0514358j 0.00828732+0.019371j 0.0121444+0.0394581j -0.0289439+0.0117892j 0.0493751-0.00200285j 0.0139879-0.00113692j -0.0282242+0.0140228j 0.0400574+0.0902356j -0.00189178+0.0191981j 0.00809477-0.0918729j 0.0189451+0.0422526j 0.031742+0.0543738j -0.0183895-0.0719886j -0.0279779-0.0518628j 0.0303909+0.00949068j -0.0816192+0.0574297j -0.00711586+0.00848636j 0.0444187+0.0420031j 0.0011428-0.0350222j 0.0315691+0.00295667j -0.0557073+0.0250422j 0.135553+0.000434832j -0.0365423-0.0982071j 0.028191+0.00374585j 0.0245267+0.0091717j 0.00448714+0.00175741j -0.0884395+0.0477927j -0.0503884+0.0389154j -0.0465992+0.0148425j -0.0304386-0.0243628j 0.00777213-0.0147536j 0.0870087-0.00823454j -0.045664+0.0447699j 0.0934446-0.044271j -0.0744315+0.00738933j 0.0474783-0.0647819j -0.0116536-0.0173577j -0.0147459-0.020604j 0.0330363-0.0241009j -0.0224408+0.0228085j -0.0250633+0.0161441j -0.0457532+0.0565992j -0.0217773+0.0271237j 0.00342345-0.0219763j -0.00554338+0.00622347j 0.0327395-0.0150099j -0.0541115+0.037837j -0.0169699+0.00282535j 0.00585716+0.0150183j 0.0257606-0.0312061j 0.0227828+0.0348512j -0.00260608-0.00347964j -0.00687481-0.00872604j 0.0199505-0.00862778j 0.0321824-0.0266114j 0.015298-0.0282559j -0.00390422+0.00394175j 0.0289083-0.00856872j -0.0230948-0.0126114j 0.0239539-0.000200333j 0.00460105-0.00654733j -0.0248274+0.0258235j 0.0265801+9.54942e-05j 0.0141839-0.0135871j -0.0400229+0.00134821j -0.000926591+0.0109742j 0.0419249-0.0188056j -0.00411125-0.0120508j -0.00938085-0.00529136j 
0.0107661+0.0400525j -0.0162283+0.0424057j -0.00992841-0.0833312j -0.0709542+0.0902913j 0.114356-0.147645j 0.0695685-0.105422j 0.0283005+0.0849904j -0.0992511-0.00544569j -0.0604682+0.181661j -0.0476635-0.120747j -0.0662421-0.0110568j -0.0341158-0.053261j 0.0426555+0.00378792j -0.0441641+0.0442131j 0.0382861+0.18362j 0.0729341-0.0346102j -0.0335564-0.0305415j 0.0578088-0.0640842j -0.0188181-0.0310353j 0.00914197-0.0677128j -0.165473+0.0436962j 0.0233594-0.0742643j 0.0364282-0.033401j -0.0814132-0.0209233j 0.00968073-0.0404335j -0.0326522+0.048874j -0.00257413+0.0350579j 0.0423108-0.0436745j -0.00654132+0.00472973j 0.0710965+0.0355944j 0.0699922+0.00753747j 0.0115807+0.0647527j 0.0178538+0.117566j -0.0824878+0.0298628j -0.0297206-0.0301694j 0.0841706+0.00456466j 0.096793-0.0187191j -0.0354949+0.0721249j 0.0732792+0.0703164j 0.0257665-0.0202859j 0.0542265-0.10523j -0.0159023-0.0154339j 0.0217273-0.0188168j 0.0102941-0.0509239j -0.089937+0.00886784j -0.0611478-0.04566j -0.0214163-0.0137879j -0.0120854-0.0224163j 0.0204108-0.0043302j -0.0084969-0.00194451j 0.0436224-0.0179797j -0.0204952+0.00809201j -0.0676928+4.07113e-05j 0.0284379+0.00205244j 0.0216109-0.0493197j -0.0432775-0.0317888j 0.015375-0.0484222j -0.0285115+0.00605591j -0.0118482+0.0113084j -0.0138442+0.0332734j -0.00728148+0.066261j 0.0306353-0.0568969j -0.0259146+0.0210858j -0.00578802+0.0282572j 0.00912515+0.00987247j -0.0182864+0.0189552j -0.0205745+0.0273703j -0.00864625-0.00833209j 0.0279238-0.00635781j -0.0598188-0.0226099j 0.0143465-0.0012517j -0.00733039-0.00464511j 0.0124536-0.0104325j 0.00585054-0.0124033j -0.0179355+0.00568522j -0.00213419+0.0210773j 0.00340587-0.0211828j 0.00160409-0.00267084j 0.016586+0.00489491j 0.00619738-0.0068106j 0.0110979+0.00302516j 0.00366548-0.0179415j 0.0112506+0.017313j 0.00513884+0.00575904j 0.00066736+0.0362341j -0.00975303-0.000560962j 0.0253749-0.0280949j -0.0197231-0.0199335j -0.0217552+0.00223891j 0.0134568-0.000867634j -0.018132-0.00102698j -0.0199699-0.00102936j 
0.0314015-0.0441602j 0.0166397+0.019173j -0.053706+0.0344135j 0.0376083-0.0501403j -0.0443114+0.146184j 0.0284503-0.0126297j 0.0484725+0.000414302j 0.00428134-0.0637542j 0.0465406-0.0364757j -0.161291+0.12754j 0.00426083-0.0117489j 0.0217427-0.0636224j -0.0399228-0.0170848j -0.0287306-0.0354722j 0.00284437-0.00942825j 0.0153891+0.0459576j 0.0642006-0.040635j 0.0110209+0.0381547j -0.0041116+0.00326919j 0.0817011-0.0112351j -0.0555535+0.0394481j -0.0433199+0.0128503j -0.0467038-0.0592615j 0.0499677-0.00333926j -0.00864222+0.0208758j -0.0382878-0.0663732j -0.00618929-0.0288861j 0.0325451+0.109041j -0.00431742+0.0355226j -0.0463272+0.0540943j -0.00888385+0.0936118j -0.0358033-0.0320415j -0.0427677-0.0841976j 0.0392277-0.0953742j 0.0468889+0.0289473j -0.0433851+0.0421854j -0.0490084+0.0736348j 0.0681171-0.0260991j 0.0240463-0.0515672j -0.0122737+0.0340404j -0.0484191-0.0164553j 0.0280983-0.0392937j -0.0406255-0.00866713j -0.00368567-0.04638j 0.00472968+0.0643994j 0.056216-0.0897237j 0.0064317+0.0286184j 0.022302-0.0182465j -0.024758+0.0473236j -0.0370798-0.0660406j -0.0264623+0.0199642j 0.0189635+0.00325399j 0.0255631-0.0148743j 0.0268265+0.0286771j -0.0221024+0.0653956j 0.0610951-0.0282949j -0.0410877+0.0440256j 0.00953991-0.0134214j -0.0150646+0.00543012j 0.0101313-0.00772344j -0.0177715+0.0104308j 0.0463249+0.00833169j -0.0259499-0.0197433j -0.0360575-0.0374758j -0.0328831-0.0579181j -0.0150963-0.0269489j 0.0432314+0.0350145j -0.0346398-0.0317381j -0.0234585-0.0150479j 0.0455515+0.07848j -0.00481675-0.0135451j -0.00504741+0.0296904j 0.00397129+0.0117741j 0.00181891+0.0062258j -0.0111779-0.00931679j -0.036042-0.0287647j -0.00587328+0.00142307j 0.00133605-0.0184275j -0.0190135-0.0328587j -0.0108323-0.00117824j -0.00571738+0.0149219j 0.0202131+0.000916183j -0.0140336+0.00840059j -0.00884979-0.0124316j 0.0242614+0.0420632j -0.00460818+0.00234067j 0.00393383-0.0123007j 0.0248422+0.00456174j -0.0172246+0.00666544j 0.000378158+0.0111103j -0.0207178+0.0178877j 0.0378678+0.0561102j 
0.0289836+0.0584814j -0.0935419+0.0270053j 0.128279-0.000391278j 0.0601729-0.0681765j -0.0554724-0.0285426j -0.130816-0.145238j -0.0104694-0.103692j -0.0374433-0.0234094j -0.137081+0.00261634j 0.10045-0.0756988j -0.116283+0.035411j 0.0428163-0.033417j -0.0488516+0.0610677j -0.234117-0.0206665j 0.0240724-0.0171654j -0.0199414-0.0375275j -0.0418055-0.030002j 0.0412919+0.0216002j 0.00712373-0.0102064j 0.0122625-0.00769508j 0.0675934+0.083855j -0.0768231-0.0447829j -0.0194554-0.0807666j 0.0324043-0.051788j -0.0132031+0.0306425j -0.0266488-0.0229128j 0.0338555-0.0188412j 0.0595835+0.026028j 0.00523107+0.0248271j -0.0490071+0.00681616j -0.0922493-0.00184155j -0.147834+0.0136609j -0.0655423-0.0139631j 0.00470278+0.0199102j 0.0516364-0.0182637j 0.0549609-0.0579538j -0.13166+0.0559029j -0.035591-0.00242762j 0.0379096-0.119849j 0.000443042-0.0174913j -0.0486147-0.00670252j 0.0941586-0.0218596j -0.020391-0.0427694j -0.0285894-0.0204674j 0.066136+0.00467292j 0.100809+0.0045147j 0.0180418-0.0114148j 0.0224943-0.0166562j 0.0174211-0.0304561j -0.0139934+0.0630921j -0.0771824+0.020046j -0.0061949-0.0570611j 0.0290939+0.0413978j 0.0562294-0.0651113j 0.0767689-0.0221017j 0.0146539-0.03625j 0.0378458+0.0787177j -0.041019+0.0468811j 0.0703712-0.00249805j -0.0158772+0.0130806j -0.0316058-0.023591j 0.0113787+0.00687812j 0.0315584+0.0128709j -0.00960523+0.00463894j -0.0227622+0.00213148j -0.0223889+0.0105339j -0.0234594-0.00735925j 0.0107027+0.0100989j 0.0179747+0.0108968j -0.00784113-0.0435723j -0.0162146+0.00175108j 0.00147412-0.00703427j 0.0371067+0.00314635j 0.018743-0.0205466j 0.0215983+0.00496251j -0.00200674+0.0326424j -0.0133841+0.00265333j 0.0304436+0.0324064j 0.0255019+0.0494809j -0.0124723-0.00192454j 0.0236225+0.0367463j 0.012897-0.00971685j -0.0206288+0.0154538j -0.00235335+0.0150722j -0.0169862-0.0328021j -0.0265849+0.00859413j 0.00893645-0.0143712j -0.0414405+0.0169072j -0.0188206+0.0228125j 0.0257103+0.0296155j 0.00374886+0.0221009j 0.0104576-0.0221594j 
-0.0207923+0.0623347j -0.0220908+0.0251948j -0.103407+0.00929134j 0.17059-0.0956421j -0.145088-0.0358373j -0.0787982+0.0578068j -0.159514+0.178481j 0.0555337-0.0477791j -0.119749+0.065813j -0.162966-0.0341859j -0.0474644+0.0511677j -0.139278+0.0245301j 0.0151414+0.108372j 0.0208606-0.0385534j 0.0174823-0.0480697j 0.027136+0.0811706j -0.0347524+0.0131783j -0.100596+0.0412721j -0.0440776+0.0510138j -0.0558849+0.011502j 0.105789-0.0586571j -0.0033139-0.0831429j 0.0626816-0.0747533j 0.0200846+0.012845j -0.00235036-0.064219j 0.0373452+0.0469285j 0.0482256-0.00427738j -0.0134697-0.084163j 0.0144127-0.0076185j -0.0398953+0.0121459j -0.0270305+0.020011j -0.023153+0.0143524j 0.0285157+0.0686229j 0.0192032-0.0316523j -0.0238954-0.0324629j 0.0919622-0.0639821j -0.0786995-0.0017385j -0.052512+0.0336694j 0.00822107-0.012658j -0.0145332-0.00380612j 0.0337823-0.0374095j -0.0172645+0.00562239j -0.00648195+0.0162478j -0.0314569-0.0456542j -0.0708856+0.0867833j 0.0115544+0.0118733j 0.0592011-0.0297695j 0.00289436-0.0530823j -0.106986+0.0850006j 0.0199728-0.0581931j 0.00151296-0.0284143j -0.0588676+0.0165373j -0.0450804+0.04994j -0.0190078-0.0875196j -0.019686-0.0582249j 0.0166931+0.00937373j 0.0713445-0.0884761j 0.0200083-0.022675j 0.0279404-0.00207135j 0.0288212+0.02342j -0.0235591+0.0704008j 0.0282597-0.11186j 0.0320909+0.0653134j 0.0126019+0.033882j 0.00733954+0.0239079j -0.00396322+0.0438341j -0.0450796-0.0293298j -0.00236225+0.000117472j 0.0230953-0.000724705j -0.0425601+0.0129049j -0.00362335-0.0178264j -0.0496385+0.00451149j 0.030718-0.015686j 0.00331949+0.024209j -0.0175621+0.0238324j 0.0330131+0.0165576j 0.0326261+0.00238j 0.0615732+0.0117378j 0.078651+0.00289211j -0.00671804-0.00345947j 0.0322173+0.0115757j -0.0322018+0.0123063j 0.0375375-0.0165277j 0.0289119-0.000471246j -0.03343+0.0254595j 0.0389821+0.0102265j 0.0242612-0.0329778j -0.0309121-0.00822894j -0.0128263+0.0159049j 0.0164459-0.0117824j 0.0329992+0.00699778j -0.0400889-0.0288105j 
-0.027629-0.00590112j -0.0468035-0.00235792j 0.191514-0.104753j 0.0654043-0.0182442j -0.0697776-0.0522969j -0.0696547-0.0719825j -0.095634-0.0771476j 0.0895743-0.0275374j -0.194151-0.0309398j 0.0796579-0.123503j -0.0610117-0.0379667j -0.0252461-0.0127779j -0.0590301-0.0261867j -0.0107841+0.054377j -0.000578331+0.0252208j -0.0338775-0.0160291j -0.0712891+0.0306529j 0.0776347+0.0211592j -0.0771637+0.0127853j -0.0710631-0.0277847j 0.0310624+0.0411023j 0.0673405+0.0223398j 0.0514322-0.0445993j -0.0331914+0.0312073j -0.0720107+0.0671664j 0.101769+0.0358642j 0.077128-0.0107569j -0.000378495+0.0718516j 0.0158712+0.00350619j -0.0046325-0.0478094j -0.067038+0.104972j -0.0192034-0.03222j 0.126732+0.0131732j -0.00324224+0.0540119j -0.0455735+0.0101596j 0.0583055+0.0592031j 0.00230482-0.0788155j -0.0376782+0.0051085j -0.147271+0.00454661j -0.000282543+0.0256987j 0.0478319+0.0964012j 0.0364063+0.033398j -0.0120194+0.0238617j -0.0203977+0.0109639j -0.0063565-0.00862795j 0.0849241-0.013947j -0.0251381+0.0359567j 0.00931376+0.0356619j -0.0499093-0.064108j 0.0530131+0.0425339j 0.0297495-0.0719222j -0.00484235-0.0130086j 0.00951584-0.0757198j 0.00894374-0.00586189j 0.111273+0.0141186j 0.0561682+0.0391821j 0.0451886+0.0662061j 0.0443583+0.0480113j -0.00650441+0.0457864j -0.0538202-0.014681j -0.0102469-0.00792063j 0.0214613+0.0565336j -0.0762604-0.0647414j 0.0139804-0.0181781j 0.0090242-0.0318839j 0.00670817-0.0208464j 0.000173022+0.0349145j -0.00401376-0.0164084j 0.0266512+0.00766276j -0.0731928-0.0263007j 0.00753375-0.0196735j 0.0184986-0.00984468j -0.00119543+0.00417835j 0.0110444-0.00326212j -0.00532937+0.00375148j -0.0150416+0.0435063j 0.0213566+0.0300803j -0.0260751+0.0655064j -0.0286751+0.0503801j 0.0225228+0.000793323j -0.0168837+0.0189611j 0.0141394-0.0459084j -0.0200004+0.0203604j -0.0261815+0.0111078j 0.0135201-0.0546383j -0.0274567-0.00648176j -0.00151873+0.0180343j 0.00270859-0.0142473j 0.0108607-0.0244507j -0.0234934+0.0115647j -0.0651336-0.0106639j -0.0129514+0.0186637j 
-0.00166235+0.0809744j -0.0882932-0.106408j 0.189644+0.0907581j -0.154052+0.174042j -0.104529-0.00954634j -0.0832604-0.0131118j 0.0691031+0.164006j 0.0807027-0.00458883j -0.13752+0.0552043j 0.0312724-0.0879734j 0.0578908-0.0184449j 0.0576838+0.0206448j 0.0838554-0.0152426j -0.00917238-0.0239624j 0.0373637+0.0176814j -0.0248176-0.00119496j -0.0359673-0.0301199j 0.0200314+0.0297942j -0.00182193-0.0247509j 0.0201733-0.0336106j -0.0494676-0.0128102j -0.0554046+0.00514699j -0.00208445+0.0895756j 0.0328235-0.00647696j 0.0186019-0.0231201j 0.112828+0.0598617j 0.0499526+0.0440716j -0.0467441-0.0925515j -0.0242713-0.0231873j -0.00306926-0.0468509j -0.0651579-0.170393j 0.0255966-0.0598317j 0.098365+0.0626332j 0.0320565+0.0355605j -0.0134928-0.0271842j -0.0234653+0.0303062j -0.0277673-0.0688297j -0.00859579-0.0129788j -0.0854443+0.0463732j 0.00507735-0.0339297j 0.00674694-0.0224409j 0.0376903+0.0281137j -0.0056371-0.0388982j -0.0114223-0.0475609j 0.0469824+0.00230609j 0.0660315+0.0843301j -0.0425484-0.0381303j 0.0253305+0.00646284j -0.0455091+0.0267163j 0.0582044-0.00158845j -0.0577839+0.0617283j 0.0062421+0.0440726j 0.0134744+0.0153345j -0.0165311+0.00292614j -0.0504413+0.0786726j 0.072856+0.0195925j -0.0155403-0.0521549j 0.0597483-0.00765279j 0.0172086+0.018031j 0.0287975+0.00149195j 0.0397104-0.00477509j 0.0586352-0.0230559j -0.0101879+0.0622878j -0.0217486+0.0570256j -0.0633627+0.0576483j -0.0166672+0.0316679j 0.0275141-0.0314238j 0.00821532+0.00987231j -0.0145919+0.00734009j 0.0269229-0.00780353j -0.0293219+0.021582j -0.0351908+0.00159361j -0.0110335+0.012384j -0.0026155-0.00700424j -0.00145196+0.00626352j 0.07618-0.0301426j -0.00863153+0.00690063j 0.0602519-0.0604756j 0.058535-0.0472067j -0.0164828+0.0251946j 0.0227437-0.0442535j -0.0350417+0.0441808j 0.0281023-0.0458441j 0.0286789-0.0464901j -0.0361929+0.0327088j 0.0285275-0.0405664j -0.00171585+0.00965062j 0.0138877-0.00131387j -0.000207574+0.0349958j 0.0179403-0.0554211j 0.0572049-0.025639j 0.0301381-0.0330439j 
