0.0064822-0.00113811j -0.00113127-0.00616206j 0.00259429+0.00371983j 0.00526061-0.00213861j -0.00143937-0.00250762j 0.000880756+0.00367755j -0.00498035+0.00134478j -0.00124172-0.000848694j 0.00110713-8.89487e-05j -0.00142355+0.0029881j -0.00304439-0.00352425j -0.00325248-0.00453662j 0.0053629-0.00372993j 0.000637724+0.00185589j 0.00154538+0.00274334j 0.000914268-0.00205432j -0.000299216+0.00137083j -0.00238348+0.000580604j 0.0049837+0.0046877j -0.000525711-0.00248639j -0.00122938-0.000648597j -0.00224157-0.00174912j -0.0013454-0.00266932j -0.00118567-0.000732045j 0.00249467-0.000975753j 0.00387677+0.000808263j 0.0043778+0.000814052j 0.00200559+0.00156995j -0.00129476+0.000208526j 0.00373328-0.000175919j -0.00306831-0.0016151j 0.00096829+0.00154499j 0.000414826+0.000693518j 8.81866e-05+0.00435827j -0.00180129-0.00233215j -0.00462765+0.00187134j 0.00123448-0.00111935j -0.000614153+0.000430389j -0.00208297+0.000545321j 0.00444106-0.00510361j 0.00213173-0.00150197j -0.00240176+0.00299734j 0.00137114+0.001093j 0.000292069-0.000542307j -0.00279602-0.00113353j 0.0010404+0.00141614j 0.00294959+7.09073e-05j 0.00196447+0.000137229j 0.000123623-0.000702653j -6.72277e-06+0.000115494j 0.000539375+0.00197235j -0.00184055-0.0017345j 0.000662557-0.00246207j 0.000665135-0.00212891j -0.000336551-0.000627206j 0.000954098+0.00202407j -0.00115049-0.00206758j -0.00254055+0.00195825j 0.000987031-0.00942919j 0.0127167+0.00374249j -0.00482165+0.0079693j -0.00161537+0.00311545j -0.00135229-0.00500782j -0.00360999-0.00437486j 0.000633245+0.000684858j -0.00143518+0.00139601j -0.00498887-0.00207417j -0.000387919-0.00824049j 0.00658447-0.00101736j -0.00203958-0.00072051j -0.00818676-0.0231374j -0.0227771+0.00582271j 
0.00336854-0.000150658j -0.00144678-0.00161525j -0.000441264+7.02901e-05j -0.00335242-0.00193828j -0.0027218-0.00156468j 0.00140559-0.000741839j -0.00260752+0.00399479j 0.000373252-0.0025602j -0.000414844-0.000650909j 0.000287327-0.00061166j -0.00624015-0.000596448j -0.000489357-0.00209436j 0.00512751-0.0025418j -0.00178753-0.00116853j -0.00195565+0.000143167j 0.00350184+0.000697083j 0.00522786+0.00226876j 0.00299057+0.001344j 0.00315306+0.00574529j -0.00336749-0.00592078j -0.00904644+0.00590258j -0.00238913-0.00264265j 0.00061578-0.00078101j -0.00503021-0.00233415j 0.0021114-0.00220456j -0.00524021+0.00335773j -0.00315028-0.00190967j 0.00648855+0.00332215j 0.00379501-0.00181299j 0.00133554-0.00735844j 0.00120638+0.00619745j -0.00721826-0.00494459j -0.000841483+0.00136603j -0.0049351-0.00138439j -0.00314871-0.00147399j -0.00441236+0.00358777j -0.000365248+0.00128027j 0.00145821+0.00148878j -0.00573337+0.0026625j 0.00406394-2.59927e-05j 0.00232446+0.00011207j -0.00526381-0.00121176j 0.00538583+0.000828232j 0.00211684+0.00102635j 0.00419467+0.0022929j -0.00404723-0.00644879j -0.00071975-0.00462031j 0.00117081-0.000659028j 0.00237996-0.00534915j 0.00128995-0.000619388j -0.00102337+0.00265305j -0.00334584-0.00173241j 0.00117013+0.0040106j -0.00133021+0.00702388j 0.0016867+0.000888534j -0.00319562+0.00261864j 0.000129745+0.00509939j -0.00110986-0.000119598j 0.00157934+0.00135748j 0.000716205-1.01129e-05j 0.00516359-0.000925141j -0.00342795+0.0024463j -0.00413376-0.00134601j -0.00255005+0.000311653j -0.000194451-0.00219732j -0.00144763+0.00215202j -0.00413375+0.000770769j 0.00205851+0.000684748j 0.00297241-0.000462226j 0.00154288-0.00248281j -0.000568448-0.00168585j -0.00141471-0.000947377j 
0.00103964+0.00129678j 0.00131259+0.00261915j -0.00241764+0.00205614j -0.000302183+0.00242042j -0.000267283-0.00190192j -0.000855313+0.00171031j -0.00315685-0.00194836j 3.46377e-06+0.00315385j 0.00055796+0.00177522j 0.00173294-0.00050525j -0.000825589+0.0019244j 0.000908142+0.0028518j 0.000215795+0.00324638j -0.00152664-0.00399571j -0.00482898+0.000145286j -0.000575999+0.00718149j 0.000647955+0.00373424j -0.00419863+0.00448915j -0.00256364+0.000207602j -0.00331566-0.00231823j -0.000628619-0.00450684j -0.00237388+0.000978732j 3.38486e-05-0.00103617j -0.00212498+0.000208899j 0.0026138-0.00459612j 0.0004424+0.00285913j 0.00596494-0.00126906j -0.00513038+0.00273054j -0.00100215+0.0110322j 0.000732552-0.0084255j 0.000802249-0.00502224j 0.0018254+0.00684144j -6.23109e-05-0.000493534j -0.00170136-0.00502963j -0.00380576-0.00348009j 0.00593564-0.0066928j -0.00435907-0.00165334j 0.0043603+0.00914591j -0.00183092-0.00378157j -0.00496502-0.00126944j 0.000865-0.00216225j 0.00332085-0.00394929j -0.0016944-0.00191513j 0.00212138-0.00273291j -0.000254798-0.0020378j -0.00162429+0.00137272j 0.00201798-0.00154514j -0.00194949+0.00251469j 0.00260308+0.00335408j 0.00416839-0.00442092j 0.000709558-0.00413874j -0.00066609-0.00279505j 0.00188625+0.00382115j 0.00447063+0.000713154j 0.000249142-0.000558088j -0.00131944+0.000794517j -0.00591042+0.0026383j 0.00123453-0.0023535j -0.00151432-0.0025686j -0.00107007+0.00360996j -0.00327442+0.00172683j -4.56405e-05+0.00145073j 0.00317544+0.00341069j -0.000174014+0.000581194j -0.00145256+0.00244879j 0.00515205-0.00217811j 0.00223928+0.000286453j 0.00204444-0.000701092j -0.00160531-0.000608594j 0.00425708-0.000550551j -0.00258836+0.000396405j 0.00144971-0.000301798j 
-0.00122271+8.10279e-05j 0.000309725-0.00140619j -0.000859531+7.19901e-05j -9.83715e-05+0.000733429j -0.00106084+0.000758184j -0.00300189-0.00355988j -0.00229566+0.00401259j 0.000944101-0.00150579j 0.00101807-0.00166453j -0.00116828+0.000377553j -0.00204149-0.00161695j -0.0017768-0.00219485j 0.000802504+0.000332981j 0.00608105-0.00537722j 0.00220056-0.00691456j -0.00188978+0.0022455j 4.94555e-05+0.00669025j -0.000908921+0.00427289j -0.00236082-0.00159906j 0.00567335-0.00595092j 0.00506517+0.00177944j -0.00293212-0.000927716j 0.00248444+0.000157921j -0.00144875+0.00452876j 3.89222e-05-0.00270529j 0.000606426+0.00726639j -6.01364e-05+8.39426e-05j -0.00816065-0.00238617j -0.000889302+0.000502085j 0.0117345-0.00413597j -0.00598462+0.00121824j -5.70385e-05+0.000925561j 0.00375002-0.00119436j -0.00297674-0.00190872j -0.00525587-0.00237494j 0.00710362-0.00591725j 0.00456786-0.0047281j -0.0038155-0.00142208j 0.0056041+0.00285157j 0.000361511+0.00322873j -0.00115498+0.00169888j 0.000509441-0.002643j -0.0058907+0.00237765j -0.000481581-0.00262843j 0.00265934+0.00275571j -0.000748471-0.000995527j -0.000209927-0.00350703j 0.000574929-0.00423791j 0.00242754-0.00174364j -0.000507952+0.00409604j -0.00173109+0.00277009j -0.000203392+0.000744783j -0.000998384+0.000310286j -0.000369152-0.00149519j -0.000821898+0.000296961j -0.000588446+0.003428j 0.000794741-0.00160353j -0.00063958+0.000665314j -0.00173231+0.00159786j 0.00108435+4.64427e-05j 0.00168981-2.80592e-05j 0.000440659+0.00206046j 0.00184646+0.00216315j -0.001737-0.00162415j 0.00221915+0.000748873j -0.000433658-0.0047871j 0.000958788+0.00424142j -0.0019946-0.000987892j 2.16625e-05+0.000747947j 0.000155449-0.000719878j 0.000571149+0.000268811j 8.94366e-05-0.00100822j 
-0.00229408+0.00165402j 9.6804e-05+0.000116585j -0.00239927+0.000919849j -4.74657e-05-0.00306027j -0.000268167-0.00185207j -0.00281608-0.000341262j -0.0041304+0.000236296j -0.00312894-0.00111134j 0.00163464-0.00511134j -0.00270629-0.00355222j -0.00069687-0.00404788j 0.00338851-0.00195903j -0.000783745+0.00312864j 0.00435509-0.00573053j 0.00472708+0.00413959j -0.00949101+0.00100291j -0.0088541+0.0028339j -0.00152451+0.00391135j 0.00183217-0.000434044j 0.00160638-0.00501573j 0.000673642+0.00141175j -0.00219774+0.00324954j 0.00749396-0.000807405j 0.00311393-0.00657536j 0.0036659-0.00334713j 0.00491458+0.001283j -0.00278653-0.00429547j 0.00356631+0.00279081j -0.00184336+0.00342216j -0.00115916-0.00182704j -0.00337775+0.00230017j -0.00505986-0.00232965j 0.00529553-0.000412052j -0.00067346-0.000470449j 0.0105665-0.00314011j 0.00290282+0.00605123j -0.00162568+0.00502868j -0.00320954+0.00410469j 0.0031648-0.00011297j -0.000761515+0.00278791j 9.50199e-05-0.00229801j 0.00121061+0.000842702j -0.000413166+0.000787732j -0.0049508+0.00470087j -0.000804887-0.00339739j -0.00194756+0.000513208j -0.000231276-0.00710596j -0.0035997+0.000156069j -0.00145569-0.00298909j 0.00175197+0.000633104j -0.000686688-0.00482384j 0.0021896+0.0002048j -0.00348655-0.00381928j -0.00195234+0.00337673j -0.00348974+0.00112732j -0.00258856+0.00179016j 0.000968962+0.000841904j -0.00152656+0.000667667j 0.00024891-0.0022987j -0.000335334+0.000700494j -0.00177317-0.000517599j -0.00060321+0.00363827j 0.000663216+0.00207985j -0.000892743+0.00212223j -0.00208903+0.00133512j 0.00101338-0.000794463j 0.00108802+0.00174142j 3.95226e-05+0.00136196j 0.000455204-0.000457115j -0.00045641+0.00175789j 0.000390992+0.000984628j 0.00128435+0.00108312j 
0.00146342-0.000197651j 0.000432113+0.000271058j -0.00129841-0.00095934j -0.000221591-0.00107745j -0.00177335+0.00067472j -0.00103181-0.00295699j -5.37131e-05-0.000218693j -0.00148625-0.00595266j 0.00216915-0.00708681j -0.00400278-0.0024617j -0.00209397-0.00104172j -0.00244931-0.00271224j -0.00491149-0.00147026j 0.00101036+0.00493359j 0.000665427+0.00664112j -0.000838764-0.00398974j -0.000382694-0.00453184j -0.00017386-0.00226085j 3.29641e-05-0.000248421j -0.000325538+0.00279153j -0.00148246+0.00917384j -0.0100757+0.00318499j 0.00858451+0.000672385j 0.0085003-0.00453229j -0.0060356-0.00178445j 0.00642872+0.00462969j 0.0023536-0.00383738j 0.00185661+0.000664656j 0.00171855-0.000173418j -0.0101152+0.00826663j 0.00753415-0.000211936j -0.00143375+0.00128626j 0.00295306+0.00610778j -0.000746261+0.00230632j 0.00303786+0.0022312j -0.00734207+0.00354956j -0.0044986+0.00213653j -0.00262819-0.00150275j 0.0034439+0.00416957j -0.00290349+0.00354025j 0.00494613+0.00251417j 0.000231798+7.10556e-05j 0.00413343-0.00176967j -0.000765962-0.000429612j 0.00257558-0.00132702j 0.000319206+0.00613074j -0.0030726-0.0009889j -0.00470714-0.00187143j -0.00345602-0.00315939j 0.00269973-0.00128221j 0.000274543-0.000573908j -0.000251991-0.00083563j 6.09286e-05-0.00292739j 0.00163519+7.2784e-05j -0.000747979-0.00159829j 0.00138398-0.00254759j -0.0015065-0.00185082j 2.97386e-05+0.00489468j 0.0037212-0.000507928j -0.00187112-0.0035484j -0.00178598-0.00192027j 0.00489703+0.0016914j -0.000334222-0.00079737j 0.00104062-0.00115515j -0.000876372-0.00113996j -0.00159688-0.00195932j 0.00293227+8.53245e-05j 0.0010977+0.000362595j 0.000180724-0.00139608j 0.000610513-0.0013832j -0.000721473+0.000237205j -0.000793893-0.000890779j 
0.000468852-0.000252122j 0.000352815-4.88301e-05j -0.00182687-0.000825752j -0.000907957+2.32548e-05j -0.000948357+0.00278913j -0.00256449+0.000962894j 9.69603e-05+0.000246182j -0.0024381+0.00157157j 0.00161956+0.00115044j -0.000753054-0.000541284j -0.00232799+0.00570389j -0.000963387-0.00797461j 0.000219758+0.00205167j 0.000793994-0.00589833j 0.00174291+0.00323969j -0.00597471+0.0023413j -4.11126e-05-0.000928941j 0.00446436-0.00703368j -0.00210687-0.0039931j -0.00427677-0.0054295j -0.00230263-0.00162544j -0.00306205-0.00146285j -0.00563756+0.000206406j -0.000649643-0.000837429j -0.00146758-0.00300067j -0.0073367+0.00457785j -0.00347361-0.00136479j 0.00248872+0.00507881j -0.00414367+0.00892824j 0.00604745-0.00860306j -0.00881509+0.0125915j -0.00228712+0.00484301j -0.000143249+0.00187096j 0.004079-0.0026512j -0.00527237+0.00541684j 0.00258099-0.00394304j 0.00253984+0.00231735j 0.000947312+0.00307747j -0.00230313-0.00103827j 0.00248925-0.00626645j -0.00454353+0.00395725j 0.00202812+0.00422625j 0.000302521-0.00488005j -0.00160754+0.00275956j 0.00105845-0.00205242j -0.00360746+0.00041904j -0.000784151-0.00526499j -0.00176407+0.000232305j -0.00123916+0.000797871j 0.00055976-0.00309189j 0.00209593-0.00103232j -0.000405078+0.00170298j 0.00258457-0.00384499j -0.00582984+0.00334373j -0.00217622+0.0031027j -0.00190403+0.00155996j 0.000237971+0.0011748j -0.00138364+0.00453886j -0.00155702-0.000593495j -0.00222005-0.000367615j 0.000769841+0.00280266j -0.00389929+0.00333469j 0.00340965-0.00235246j 0.000258079+0.00198041j 0.000457148-0.00339158j 0.0010557+0.00137212j 0.0023679-0.00100267j 0.000816142+0.000324396j -0.000251425-0.00013944j 0.00054106+2.29282e-05j -0.000590693-0.000279756j 0.000716415+0.000804204j 
-0.00172371-0.0004891j 0.000862494+0.00269502j -0.00317468+0.00172942j -0.0028745+0.00154003j -0.000100999-0.000383855j -8.99384e-05-0.00275446j -0.00212788+0.00108071j 0.00147567-0.00205129j 0.00239668-0.00164549j -0.000447282-0.00152228j -0.000427988+0.00390663j 0.00287983-0.00202935j -0.00251719-0.00365754j 0.000368809-0.00393455j 0.000841382+0.000517656j -0.000244704+5.83927e-05j -0.00162207+0.005624j -0.00550646+0.00484057j 0.00085742+0.00269244j 0.0025126-0.00353607j -0.000747882-0.00070703j -0.00492689-0.00604153j -4.24679e-05+0.00572528j 0.0058487-0.000680032j 0.0028402+0.0046294j -0.00750966-0.000635537j -0.00167822+0.00148885j -0.000787305+0.00395214j 0.00290562+0.00169701j 0.00842057-0.00817493j -0.00705708+0.00178515j -0.0032883-0.0051814j 0.00331661+0.00447336j 0.00102453+0.00340656j 0.00081695+0.00815591j -0.00052222-0.00317044j -0.000988548-0.00804677j -0.000689656+0.00246654j 0.00422627-6.7893e-06j 0.00140188-0.00668161j -0.00262984-0.000566224j 0.000805059+0.0011988j 0.00118287-0.00114413j -0.00302743+0.00202997j -0.00359975-0.000949598j 0.00455418+0.00363725j 0.000994196-0.00140392j 0.00110294-0.0103421j -0.00255921-5.2938e-05j -0.000579027-0.0031189j 0.000368133+0.0017358j -0.000267907-0.000714549j 0.00297643+0.00160063j -0.00367006-0.00476922j -0.00259532-0.00591335j 0.00152442-0.000240436j -0.00217207-0.00295845j 0.00119822+0.00495775j 0.00258813+0.00441035j -0.00187163-0.0014372j -0.000704292-8.66735e-05j -0.00111168-0.00280309j -0.000493664-0.00109906j -0.000635019+0.00250751j 0.000392221+0.00047041j -0.000658437+0.00245133j -0.0010927+0.00339009j 0.00277249+0.000544431j -0.00274509-0.0025681j -0.000448229-0.000972745j -0.00122823+0.000719066j -0.00263093+0.00172737j 
0.000207748+0.000893245j -0.000896204+0.000990372j 0.00013134+0.000677213j -0.000459783-0.00199627j 0.00119682-0.000554632j -0.000725385+0.000244886j 0.00106255-0.000137255j -9.41462e-05-0.000159479j 0.00322063-0.00345524j 0.00378049-0.00307649j 0.000797926-0.000164733j 0.0029937-0.00378919j 0.00280599-0.00358247j -0.00357876-0.00391607j 0.000592732+0.000673496j -0.00340892+0.00260787j 0.00521784+0.0032918j 0.000914804+0.0108964j -0.000307571+0.00274072j 0.00305412-0.00356616j 0.00052763-0.00104876j 0.00035166-0.00301341j 0.00165939-0.00095385j 0.00297637+0.00370265j 0.00122975-0.00648859j 0.00242767-0.00173589j 0.00117864+0.000113859j 0.00070215+0.00461161j -0.00480471+0.000245371j -0.00520973-0.00507494j 0.00516419+0.0052354j -0.00434761-0.00344794j -0.00266335-0.00341239j 0.00424006-0.00152633j 0.00483234-0.000427588j 0.0027228-0.00357277j 0.00305624+0.00307149j -0.00115152-0.000726862j 0.00333634+0.000813496j -0.00292933+0.00427255j 0.00119614+0.000870661j -4.28647e-05-0.00279799j -0.000173652+0.00365263j -0.000923653+0.00144203j -0.00177297+0.00415386j 0.00116521+0.000599583j -0.000359581-0.00585649j 0.00451202-8.23411e-05j -0.00262409-0.00323807j 0.00488754+0.0015037j 0.000340845+0.000430273j -0.000342205+0.000106679j 0.00253328+0.000639325j -0.00159309+0.00370593j 0.00339089-0.00208902j -0.00219724+0.00306392j 0.000856918+0.00235702j -0.00385107+0.000315066j 0.00055478+0.00279703j 0.0018867+0.000681158j -0.00257508+0.0008769j 0.00107355+0.00155826j 0.00221516+0.000598896j 0.00223204+0.000554072j -0.00302785+0.00101721j 0.000712513-0.00119548j -0.00176077+0.000937517j 0.00103102-0.00136725j -0.000237819-0.000672078j 0.00103258+0.000356116j -0.000531973+0.00103824j 0.000816995+0.000495886j 
-2.49999e-05+0.0052206j -0.00127916+0.00246451j 0.003664+0.000456478j 0.000353875+0.00122561j -0.000347899-0.00224575j 0.00130386+0.00561026j 0.00308819+0.00197812j 0.00300827+0.00109554j 0.00211932+0.00254739j -0.000144328-0.000246652j 0.00249822+0.00675484j 0.00240839-0.00262318j -0.000140718+0.00711375j -0.00176833-0.00607443j 0.00179466+0.00228023j 0.00517971+0.00615794j 0.00206584-0.00396548j 0.0032661+0.00214811j -0.00226373-0.00125544j 0.00364928-0.00630156j 0.00203954-0.00317404j 0.00557475-0.00448049j -0.000699582-0.0034165j -0.00197061+0.00684489j -0.00139233+0.000993825j -0.00158275+9.30089e-05j -0.00433035-0.00717522j 0.00394796+0.00484969j -0.00235516-0.00130592j 0.000590986-0.00301159j -0.0016433+0.00844629j 0.001488-0.000435535j 0.000885812+0.00306825j -0.00156875+0.000897173j -0.00442289+0.00336614j 0.000627918-0.000922445j 0.00450028+0.00812227j 0.00194568+0.00352927j -0.00369319+0.00647433j 0.00479159-0.00681688j 0.00358619-0.00398257j -0.00528146+0.000193985j 0.00433056-0.00432874j 0.000887727+0.00310374j 0.00288688+0.00512065j 0.00187635+0.000106177j 0.00614536+0.000886616j 0.00470601+4.62688e-05j 0.00118629-0.00471706j -0.000314458+0.00062051j -0.00381234+0.00117269j -0.00686158+0.00292694j -0.00288904+0.00293656j 0.00179722-0.003606j -0.00128039+0.00234779j -0.00246244-0.000377306j 0.00162837-0.00273282j -0.0044036-0.00200247j 0.00183348-0.000851488j -0.000715357+0.00265158j 0.00193397-0.00864568j 0.000876988-0.0018602j -0.00199813+8.97662e-06j -0.00308817+0.00320166j 0.000291863-0.00476915j 0.000866706+0.000801008j -0.00256031+0.000878964j -0.002835+0.00339055j 0.00291347-0.00267893j -0.00085492-0.00204857j -0.00143908-0.0027912j -0.000392745-0.00227951j 
0.000288532-0.00258504j 0.000224178+0.000688432j -0.00105915+0.00170347j 0.00279705+0.000958636j 0.00234846-0.000880265j -0.00446337+0.000132422j -0.000263971+0.0023146j 0.000365209+0.00522735j 0.00376882-0.00286513j 0.00279228-0.00304607j 0.00172203+0.000511653j -0.00133015+0.000465071j 0.000862828+0.00192596j -0.00527402-0.00704971j -0.00512917-0.00206914j -0.0129081-0.00260479j -0.00332266-0.00234377j -0.00240997-0.0017079j 0.000935943+0.00379669j -0.00831517-0.00275531j 0.00142746-0.0110464j -0.00855776-0.0105937j -0.00407837-0.000319112j 0.00951115-0.00158564j 0.00841104+0.00668889j 0.00130875-0.00140964j -0.00609863-0.00477638j 0.00717461+0.00363429j -0.000977215+0.00887366j -0.00302288-0.00430072j -0.00379681+0.00164939j -0.00924993-0.00497826j 0.00140462+0.00171403j 0.000450467+0.00324614j 0.00679433-7.47814e-05j 0.000436314-0.00556666j 0.00166608-0.00708771j -0.00346731+0.0020507j 0.00242437-0.00655403j 0.00439174+0.00152241j -0.00407188-0.00298979j 0.00175951-0.000449121j -0.00056154+0.0040011j -0.00296774-0.00133753j -0.00345462-0.0039435j -0.0011593+0.00341343j -0.00419172-0.000529098j -0.00345523+0.00043678j 0.00148133-0.00342827j -0.00287761+0.000673965j 0.00448355+0.000157591j 0.00227496+0.00478836j -0.000305075-0.0005488j 0.00219964-0.00205504j -0.00200242-0.00175667j 0.00600274-0.00194296j 0.0019398-0.00358525j 0.00207226+0.00383675j 0.0029065-0.00215064j 0.0021259-0.00306076j 0.00116029+0.00391026j -0.00143337+0.00203314j 0.00359956-0.000408893j 0.000291744+0.00605081j 0.00257065+0.00159024j -0.00152468+0.00158908j 0.00379556-0.00301296j 0.00213022+0.000102668j -0.000251516-0.000173816j 0.00201891+0.000140663j 0.000958584+0.000521197j -0.000981926-0.00180294j 
0.0012889-0.000637956j -3.39074e-05+0.00115948j -0.000722314+0.00115185j -0.0014942+0.00121281j 0.000663626+0.00246493j -0.00145652-0.00132644j 0.0018192+0.00338302j -0.00382424+0.00194949j -0.000184586+0.000978049j -0.00146104+0.00234561j 0.000275272+0.00153165j 0.00424264+0.00482261j -0.000141108+0.00162872j -0.000815991-0.0051576j 0.00408203+0.00148739j -0.0014038+0.00325359j -0.000336195-0.00221538j -0.00380844+0.00263532j 0.0023805+0.000877344j 0.00217311-0.00495198j -0.00335089+0.00325192j 0.00158097+0.00494961j 0.0011047-0.00595521j 9.67395e-05-0.0021105j 0.00776435-0.00297768j -0.00411446-0.00156908j -0.00289637+0.000703747j 0.00100397+0.00466153j 0.00134341+0.0026672j 0.00414655-0.00160851j -0.00505838+0.00357231j 0.000740301-0.00455164j -0.00284871+0.000233148j 0.00748949+0.00190556j -0.00132542+0.00355121j 0.000130151-0.00313183j -0.00328565-0.000586111j -0.000319037+0.00493072j -0.000659793-0.00407844j -0.0036314-0.00231159j -0.000170888-0.00149521j 0.000861394+0.000741644j 9.36152e-05+0.000711959j 8.79301e-06+0.000325166j -0.00315776-0.0028576j 0.00205304+0.00731829j 0.00377431-0.00137926j -0.000361943-0.00580796j 0.0010286-0.000855294j -0.00154355-0.00175587j -0.00311515-0.00174263j -0.000982312-0.00242201j -0.000339614+0.000282836j -0.00418866-0.00203595j -0.00054444+0.000161347j -0.00233129+0.000672082j -0.00229701+0.000760455j 0.000316874-0.00100365j -0.000354934+0.00412753j -0.00306891+0.000865428j 0.000398962+0.0013126j -0.000510039-0.00146315j 0.000171764-0.00260841j -0.00210459+0.00364712j 0.00126599-0.00102878j -0.00183139+0.00248331j 0.0018716-0.00115888j -0.00188729-0.000762148j -0.0011277-0.00153966j -0.00185974-0.0013965j -0.00015405+2.867e-05j 0.000140426-0.000322262j 
0.000508906-0.000987411j 0.000137118-0.00109129j -0.00254084-0.000584312j 0.000481886-0.00283691j 0.00106194-0.00261632j 0.000720498+0.00139328j -0.00293869-0.00333165j -0.000354423+0.00162332j 0.00687247+0.000218684j 0.00104192-0.00039194j -0.00331293+0.00373998j 0.00238732-0.00476197j -0.00457482-0.00145114j 0.0023685-0.000916614j -0.00114678-0.00076307j -0.00295854+0.000106708j -0.00308258+0.00500298j 0.000607126-0.00233221j -0.00118032+0.00169283j 0.000490328+0.00288659j 0.00562159+2.49639e-05j -0.00121511-0.00329041j 0.00492401+0.00900501j -0.00545641+0.00132809j -0.0044774+0.00812447j 0.00619266+0.00133784j 0.00673855+0.00193414j -0.00662058-0.00502433j -0.00383626-0.00122998j 0.00125881-0.000640785j 0.00580428+0.00579893j -0.00532873-0.00131291j 0.00422353+0.00523666j 0.000421168-0.00363195j 0.00388784+0.00757084j 0.00126474+0.000829326j -0.000861108-0.00180097j -0.00105401-0.00185059j -0.00207316-0.00373796j -0.00243891-0.000659468j 0.00126274+0.0064901j 0.00135849-0.00336894j -0.0012249+0.00185819j 0.000124768+0.00286731j -0.00161767+0.00321953j 0.00776106+0.00237025j 0.00208848+0.00538952j -0.00176594+0.00673255j -0.00122421+0.0022632j 0.00682433+0.000465585j -0.00274859+0.000593282j 0.00117542+0.000820907j 0.00163436-7.13819e-05j 0.00275563+0.00297055j -0.000505081+0.00124356j -0.00137687+0.00194727j 0.00243462-0.00038123j -0.00180751-0.000743644j 0.00114035+0.00115369j 0.00174794+0.000987399j 0.0015563+0.000974412j 0.0036393+0.00217154j 0.00161273-0.00105978j 0.00732582-0.000936788j -0.00250305-0.00348352j 0.00258343-0.00176673j -0.00220747-0.00274507j 0.00243066+0.000898437j -0.000191521-0.000476192j 0.00159177-0.00208097j -0.000364669+0.000715116j 0.000452934+0.00048193j 
0.00082813+0.000582375j -0.00258044+0.000816874j 0.000628608+0.00136169j -0.00270431+0.000947363j 0.0005055-0.00280723j 0.00170829+0.00260207j 0.00168971+0.000552197j 0.00116432+0.00209884j -0.00420666-0.00219447j -0.00178087+0.00438544j -0.00405552+0.00258561j -0.00403077+0.000633221j -0.00791351-0.00277971j 0.00248717+0.00217336j -0.00225852-0.00803455j 0.00827047+0.00770701j 0.000523329-0.000176031j 0.00299414-0.00564351j -0.0120543+0.0019464j -0.00185327+0.00233908j 0.00633962-0.00716792j 0.000381816-0.00884645j 0.00114209+0.00250273j -0.00419027-0.00167916j -0.0104549+5.34118e-05j 0.00717925+0.00898659j 0.00191218-0.00166374j -0.00780528-0.00318779j 0.00494177+0.00899165j 0.00404982-0.00366722j -0.00223422+0.00606888j 0.00248002-0.00808534j 0.00661953+0.0058949j -0.00110523-0.000145739j -0.00590062-0.00326206j -0.00310732-0.00814187j 0.00280715-0.000853301j -0.00261178-0.00228599j 0.00280444+0.00287392j 0.00455908+0.00255871j -0.0049997+0.0011182j 0.00336939-0.0026909j -0.0034897-0.00298158j -0.00275855+0.00333829j -0.0027074-0.00228069j 0.0031026+0.00439715j -0.00811631+0.000806569j -0.00451829+0.00220065j 0.000885573-0.00102498j 0.00596072+0.00287649j 0.000866784+0.00269971j 7.15617e-05+0.00119588j 0.000461144-0.00017114j -0.000375961+0.00154538j 0.000473406+0.002716j -0.00225351+0.000929251j -0.00414989-0.00141706j 0.00131941+0.00445672j -0.00191936+0.00048806j 0.00142358-0.000504276j -0.000465344+0.00423005j 0.00229424-0.00189509j -0.000790558-0.00157794j 0.00506317-0.00271189j 0.000921551-0.000457917j 0.00462926-0.0026123j 0.00102854-0.00116875j 0.00236058-0.00069956j 0.000641716-0.00167175j 0.00248399+0.000326375j 0.00125839-0.000245685j 0.00300084+0.00062171j 
