0.00543542-0.00240883j -0.000208534-0.00318029j -0.00761179+0.00112927j -0.003864+0.00378211j 0.00491824-0.00172163j 0.00963097-0.00344387j 0.0019973+0.00425302j 0.0122392-0.00174477j 0.00246132-0.000128284j 0.0104186-0.00434933j 0.000291104-0.000955262j 0.0106063-0.00025669j -0.00497232+0.00254321j -0.00129145-0.000120315j -0.00482866-9.43013e-05j -0.010043+0.00201604j 0.0120793-0.00266562j 0.00375241-0.000418689j 0.00179647-0.00128442j -0.00397749-0.000606717j 0.00900723-0.000157192j -0.00414932+0.00163997j -0.00330266-0.000674993j 0.0154037+0.000729176j -0.0106114-1.72501e-05j -0.00950339-0.000818115j -0.0059682-0.00169742j 0.00642176-0.00102361j -0.00686411-7.97408e-06j 0.00603498+0.00177391j -0.0109176-0.0012238j -0.00603689-0.00105898j -0.00085742-0.00387659j 0.00751964+0.00211634j 0.0135447+0.00107482j -0.00577234-0.00371824j 0.000139103-0.00109414j -0.00420267-0.00063026j -0.0100251+0.00101208j 0.00532452+0.00738905j 0.0146178+0.00576576j -0.00819699+0.00320628j -0.00194007-0.000538394j -0.00370373+0.000294373j -0.00100781+0.000638072j -0.00206781+0.00105583j 0.00209522-0.000496853j 0.0037001-3.40256e-05j 0.00194995-0.00106215j -0.00158766+0.000445202j -0.000702314-0.000162776j -0.00189106+0.000627945j 0.0017031-0.000633667j 0.00241792-0.000209666j -0.000369338-0.000347657j -0.000807303+0.000148316j -0.000935083+0.000132321j 0.00252393-0.000385274j 0.00148459-0.000171875j 0.00221684-0.000481469j -0.000674432-0.000186158j -0.000723762+0.000541304j 0.00144235+5.84426e-05j -0.00110012+1.97574e-05j -0.0017197+0.000151965j 0.000815957+2.00708e-05j 0.000402621+0.000662864j -0.000634568-2.67929e-05j 0.000907927-0.000122755j 3.76873e-05+0.000387969j 0.000144622+0.000328723j 0.000568582-2.35303e-05j -0.00156385+0.00035079j -0.000224608-0.000590362j 0.00263842+6.27055e-05j 0.00185796+0.000161768j -0.000359525+0.00014942j 0.00155635+7.26698e-06j -0.000558151-0.000269414j 0.00154171-0.000147699j -0.00216542+0.000143499j -0.000322253-0.000597799j -0.000286653+0.000150952j -0.00282592-0.000561184j 0.000464802+0.000821147j -0.000107835-0.000457379j 0.00317461+0.00026496j -0.00105905-1.82859e-05j 0.00129966+0.000538054j -0.00219882-0.00027109j 0.00152806+1.23538e-05j 0.00341117+5.68588e-06j 
0.00200014-0.00161162j 0.00142035-0.00500226j -0.00171403-0.00115095j 0.000683867+0.00162713j 0.00117011+0.00270315j -0.00184664+0.0010643j -0.00364533+0.000772828j 0.000887364+0.000513839j 0.00276854+0.00180512j -0.00432109+0.00417783j 0.00177654+0.00272822j -0.00547041+0.00145798j -0.00102961+0.000232229j -3.82312e-05+0.00135938j -0.00125879+0.0011068j 0.000717306+0.000344384j -0.000170002+0.000123674j -0.000640113+4.9249e-05j -0.000993099-0.000580963j -0.00123982+0.00378661j 0.000374573+0.00224899j 0.00136466+0.00155883j -0.000609756-0.00387855j 0.00160899+0.00181147j -0.00327907+0.00100646j 0.00241554-0.00026388j -0.00279272+0.000822095j 0.0010534+0.00351646j 0.002041-0.00141024j -0.00207281-0.00377423j 3.338e-05-0.0068416j 0.0129825+0.0021555j -0.000142783-0.000494142j 0.00309328+0.000923884j 0.00457325-0.0037029j 0.00490999+0.00239846j -0.00284021-0.002819j -0.000678491+0.00594823j -0.000615898+0.00208798j -0.000806374-0.00142034j 0.00520873-0.00235482j 0.00181664+0.0028914j 0.00216865-0.00139322j 0.000509055-0.000712734j -0.00379274-0.000139046j -0.000722693+0.00165229j 0.00428829+0.0012139j 0.000692587-0.0010111j -0.00320955+0.000376083j -0.000149674+0.000531306j 0.00064071+0.00133155j 0.00301807+0.00317406j 0.00290363+0.000992695j 0.000437217-0.00013909j -0.00041783-4.50622e-05j 0.00105009+0.00161746j -0.000742032-0.00192872j -7.27397e-05-0.00040483j 0.000160466-1.70912e-05j 0.00234548-0.000777654j 0.00109759+0.000744733j 0.00215083+0.00132976j 0.00178555-0.00203821j -0.000487756-0.000695615j 0.0015379+0.00125201j 0.00215936-0.00477034j 0.00250139-0.0026025j 0.000301641+0.000926356j -0.000683576-0.00116296j -0.000129305-0.000586941j -0.00115827-0.00412044j 0.00406839+0.00321326j 0.0005044+0.00285938j 0.00116407+0.000469661j 0.000134746-0.00036653j 0.00478353-0.00822018j 0.00108945+0.00337017j -0.00115659+0.00125719j -0.00368393+0.00426433j 0.0026157-0.00464714j 0.00558184-0.00616779j -0.00195747+0.00782962j -0.00166112-0.00272386j 0.00377833-0.00700625j 0.0018126-0.002448j 8.88575e-05+0.00299591j 0.00124292+0.00226164j 0.00679273-0.00563697j 0.00794621+0.00228159j 0.00185028-0.00102998j 0.00624491-0.00045002j -0.00345449+0.000570287j 
0.00123505-0.000291351j 0.00168795-0.000895982j -0.00310251+0.00210808j 0.00308236-0.000334812j 0.00302362-0.00016872j 0.0020327+0.00181463j -0.00116986+0.000523011j 0.00441822-0.00203032j 0.00268713+0.00096663j -0.0037875+0.00325422j 0.00281473+0.00301814j -0.00215691+0.0016941j 0.000498764+0.000142057j -0.00143142+0.00126634j 0.0022861+0.00226302j 0.00185799+0.00108631j 4.46919e-05-0.00113348j -0.000724668+0.00112017j 0.00151805+0.00238305j -0.000556598+0.00297469j 0.00397598+0.00115112j -0.000475381+1.22287e-05j -0.00124624-0.00346491j -0.000742699-0.00262882j -0.00037402+0.00239602j -0.00210841+0.000496363j -0.00136163+0.000364627j -4.39977e-05+0.00127454j 0.000672216-0.000877112j -0.00448253-0.0017114j 0.00609261-0.00202396j 0.0149511+0.00105676j 0.00296823-0.00248363j 0.00499394+0.00196364j 0.00404494+0.00478252j -0.00199048-0.00201232j -0.0040248-0.00857566j 0.00291802+0.00384393j 0.00363223+0.0018977j -0.00438483-0.00108999j 0.00744488-0.0010029j 0.00258453+0.00482623j 0.000457202-0.000581058j 0.00365746-0.00398375j -0.00210316+0.00101539j 0.00122723+0.00147352j 0.000682583+0.000886199j 0.00274044+0.00166863j -0.0018583+0.00275142j -0.000760669-0.000585165j 0.00100969-0.000150907j 0.00118425-0.00144262j -0.000715028-0.00248782j -0.000747225+0.00228506j 0.00143867+0.000899001j 0.00256686-0.000293311j -0.000264448+0.00075891j -0.00125008+0.00225502j -0.00213969-0.000142156j -0.000194585+0.00319576j -0.0011474-0.00332431j 0.00269997-0.00442881j 3.38656e-05+0.00275082j 0.000172822+0.00181211j -0.000697843+0.00012999j -0.00358387-0.00199474j -0.00130686+0.00275062j -0.00252052-0.00171348j -0.00183385-0.00313701j -0.000819005+0.000646954j -0.00221836-0.00137271j 9.55307e-05-0.00224507j 0.00332807+0.00282552j -0.000415116-0.00594027j 0.00262552-0.001464j 0.000148721-0.00632089j 0.00389875-0.00176008j -0.00085072-0.0053436j 0.000151395+0.00710983j 0.00207391-0.000677268j 0.00190307+0.000568008j 0.000464709+0.0110906j 0.00255912-0.00796309j -0.0023334+0.0013161j 0.00096296-0.00197312j -0.00322076+0.00190878j 0.000975223-0.00263345j -0.00390827-0.000223792j 0.0072377+0.0011131j 0.000159529+0.00163524j -0.000754046-0.00367661j 0.00308929-0.000101037j 
-0.000119306-0.000979356j -0.00103136+0.00276551j -0.00271168+0.000328639j 0.00165361+0.00344017j 0.00192894+0.00321783j -0.00260268-0.00262858j 0.00115713-0.00212313j 0.00106681+0.00158477j 0.00196588-0.000525375j 0.00228346-0.0034125j -0.000644143-0.0034124j 0.00249991-0.00541041j -0.000984846+0.0011284j -0.000492407+0.00048026j -0.00711773-0.00105631j -0.00515755+0.00184394j 0.00211822-0.00225133j -0.00439851-0.00239678j -0.00298756-0.00401691j 0.00034705-0.00837523j -0.00318085+0.00420463j -0.00175026+0.00393947j 0.00360779-0.00381216j 0.0094362+0.00246546j -0.000263831-0.00361812j 0.00036563+0.00218873j 0.00117558-0.00633944j -0.00204581+0.00702375j 0.00588797-0.00988568j -0.00485699+0.00591971j -0.0052586-0.00662404j -0.000686199+0.00573906j 0.00266803+0.0021745j 0.000630971-0.000524049j -0.0132372+4.72774e-05j -0.00960503+0.0079209j -0.00228867+0.00242099j -0.000982105+0.00411829j -0.000582178+0.00126904j -8.53809e-05-0.00540835j -0.00682522-0.00310761j 0.00335507-0.00279231j 0.00537309+0.00247723j 0.000305595+0.00244624j -0.00341583-0.00329015j -0.00343056-0.00192867j 0.00247387+0.00379481j -0.00153987-0.0010198j -0.000761871-0.00202066j -0.00029516+0.000151572j 8.65484e-05+0.000704673j 0.00185149+0.001951j 0.00405489+0.00264535j -0.00091174-0.00110478j -5.84947e-05+0.00265933j -0.00378099+0.00522664j 0.00240721-0.00314141j -0.00174376-0.00104773j -0.00346938-0.00541699j 0.00209139+0.00130753j 0.00250048-9.0163e-05j 0.00241642+0.00437056j -0.000976472+0.00109317j -0.00290455-0.00122822j 0.00119169-0.00110647j 0.0052691-0.00385015j -0.000760012-0.00292174j 0.000996964-0.00254593j 0.00287386-0.00365894j -0.000255767-0.0025785j 0.00061068-0.00293043j -0.00103545+0.000309119j 0.0014769+0.0062344j -0.000703625+0.00280312j -0.00402789+0.00343887j 0.0094558+0.00795482j -0.00116896+0.00340585j 0.000265955+0.000674304j -0.00489068-0.00606778j 0.000655282+0.00532869j 0.00476644+0.0121461j -0.0115012-0.00102853j 0.00412763-0.00113887j 0.000324155+0.00347366j 0.000105684+0.0106151j -0.00335272+0.00375732j 0.00589668+0.00278927j 0.00133311-0.00122707j -0.00166672+0.00514642j -0.00234425-0.00111833j 0.00280832+0.000240874j 0.00524997-0.00272497j 
-0.00121831-0.000773072j -0.00206941+0.00282499j -0.00041831+0.0018274j -0.000937343+0.00443297j 0.00348338+0.00337066j -0.00485149-0.000277298j -0.00270957+0.00306938j 0.00199243+0.00409525j 0.000908484+0.00153731j -0.00150769-0.000237659j 0.000238575-0.000750209j -0.00386164+0.00214725j -0.00119563+0.00154684j -0.000252989-0.00145769j -0.00384714+0.00163237j -0.00155585-9.13197e-05j 0.000880234+0.00180947j -0.00323558-0.0012483j -0.0050628-0.00172749j 0.00217522+0.00634441j -0.00149785+0.00500976j 0.00185219+0.001656j 0.000891824-0.00158684j 0.00574561+0.00237704j -0.00441892-0.000580207j 0.00170405-0.00428518j 0.00373743+0.00141172j 0.00475666-0.0005922j 0.00148901-0.000308151j 0.00368556-0.00325245j 0.000799681+0.00988097j 0.00213608+0.001372j 0.00402339+8.07968e-06j -0.00480374-0.0120701j 0.000959528+0.00214196j 0.00377343+0.00288014j 0.00556594-0.00537114j 0.00233598-0.000206451j 4.31995e-05+0.000653369j 0.00479287+0.00491498j -0.000202407+0.000425322j 0.00128622-0.00428245j 0.000289697+0.00171382j -0.00140298+0.000325639j -0.00530142+0.00236859j 0.00146571+0.000330356j 0.00463072-0.00112238j -0.00233433+0.00107386j -0.00523887+0.00266128j -0.00189226+0.000772403j -0.00173285+0.00056025j 0.00716636-0.00393105j 0.00583509-0.000113414j 9.12766e-05-0.000547782j -0.00344955+0.00305635j 0.000292411+0.00317421j -0.00100588-0.0023028j -0.00174602+0.00165345j 0.0058307-0.00182761j -0.00402271-0.000200552j -0.00119194-0.0040022j 0.00710354+0.000470947j 0.000589558+0.0019926j -0.00450014-0.00303971j 0.00078412-0.00216947j 0.003978-0.00695978j -0.000568943+0.000867227j 0.00185528-0.00150899j -0.00133818+0.001204j -0.0016223+0.00310462j -0.00177807-0.00284j 0.00262914-0.00452728j 0.000224421+0.000632746j -0.00118874+0.000784921j 0.00128869+0.00247613j 0.00631634-0.0038494j 0.00711295+0.00166558j -0.0105483+1.56503e-05j 0.00701164+0.00192329j -0.00135626-0.00523166j -0.00213028-0.0017229j 0.00272146+7.79973e-05j -0.00493012+0.00197965j -0.0100811-0.00346048j -0.00318069-0.00028212j 0.00847092+0.010229j 0.00362491+0.00126543j -0.00611908-0.00493694j -0.000277637+0.00149059j 0.00467292+0.00543409j -0.00205243-0.00218153j -0.00119373+0.00138272j 
0.00212334+0.000509433j 0.00131987-0.0074647j -9.52264e-05-0.00112145j 0.00440717-0.00201229j 0.00100431+0.00178082j -0.00194493+0.000323083j -0.00338135-0.000822313j -0.000972441-0.00363788j 0.00154859+0.00225484j -0.00189088+0.00743086j 0.00165036+0.00462726j -0.0074482+0.00305585j -0.00154994-0.000803749j 0.00102623+0.00445365j -0.00109614-0.00339867j 0.00202722+1.55622e-05j -0.00333773-0.000799956j 1.76849e-05-1.21298e-05j 0.00117435-0.00041108j -0.00373957+0.00477426j -0.00181824+0.000963875j 0.00291935+0.00122271j -0.00457833-0.00532929j -0.00197522+0.00706069j -0.0069396+0.00264891j 0.00553232-0.00103921j -0.00791676+0.00365027j 0.00416509-0.000954103j -0.00411029+0.003769j -0.00375458-0.00405272j -0.0140829-0.00948433j 0.00596493+0.000190871j -0.00459429-0.00400304j 0.00456404+0.0104245j -0.00268054-0.0110927j 0.0149274+0.00569279j 0.00075471+0.00511498j 0.00064823+0.00613725j -0.00336915-0.00826251j -0.00139507-0.00134521j 0.00852783-0.00778839j 0.000713118+0.00358384j 0.000641189+0.00212576j 0.00435111-0.000873236j -0.00279744-0.00257435j 0.0017614-0.00327103j 0.00454279+0.000210653j -0.00160454-0.00131587j -0.000883899-0.00263151j 0.000178784-0.0020612j 0.00236643-0.00313798j 0.00402992+0.000167145j 0.00295675+0.00317959j 0.00172883-3.14881e-05j -0.000350705-0.00277114j -0.00136629+0.000477881j -0.000211493-0.00273429j -0.00155758+0.00390681j -0.000629226+0.00354549j 0.00307465+0.0013621j 0.00171294-0.000521978j -0.00215589+0.00164301j 0.000906593+0.00389936j 0.00224494+0.000483631j 0.00296813+0.00021046j 0.00229029+0.00251186j 0.00114336+0.00547284j 2.33844e-05-0.00242389j -0.00277994-0.00270446j -0.000366135+0.00320441j -0.00478715-0.00284927j 0.00231596+0.000324409j -0.000164646-0.00503291j 0.00272007-0.000626901j -0.00366072+0.00480759j -0.00175175+0.000558234j 0.000974781+0.00247905j -0.000489316-0.00814427j -0.00245472+0.0019174j -0.00289411-0.00656902j -0.00243151-0.000650602j 0.000226884+0.000308407j 0.00132417-0.00267791j -0.00144621+0.00381491j 0.00168404-0.00161778j -0.00724108+0.00252427j 0.000532644+0.00290465j -0.00751796-0.00474413j 0.00134657-0.000297244j -0.000492509-0.000567031j -0.00532745+0.000437314j -0.0026901+0.000394039j 
-0.00161219-0.002398j 0.00219379+0.00288789j -0.00218421+0.000516365j 0.000627674+0.00655488j -0.00380234+0.00182609j 0.00473067+0.00472177j 0.000103745+0.0045107j -0.00194032+0.00250949j -0.00221265-0.000323177j -0.00245811+0.000821121j -0.00082817+0.000618968j 0.000937133+0.00252797j 0.00200793+0.00104024j 0.0010341-0.00288207j 0.00182823+0.00609707j 0.00249966+0.00224633j 0.00104597-9.98657e-05j 0.00268021+0.00101301j 0.000861518+0.00378726j -0.00535153-0.00289327j 0.00372131+0.000364357j 7.0908e-05-0.00383524j -0.000614323-0.00161667j -1.18873e-05-0.0076439j 0.0024655-0.00433652j -0.000731388+0.00240084j -0.0045302-0.00285814j 0.00102777+0.00204959j -0.00230704-0.00649299j -0.0011995-0.00459438j -0.00622518-0.00878792j 0.00369762+0.000595372j 0.00472083-0.00490906j -0.00424117+0.0146431j -0.00111226-0.00861199j 0.00461329+0.00563697j 0.00232769+0.0073916j -0.00184354+0.0052548j 0.00068292-0.00118841j -0.000173399-0.005234j 0.0041984-0.00185476j 0.00584691+0.000216661j 0.000494226+0.00181225j -0.0017756+0.00294306j 0.00239522-7.20776e-05j -0.0015843+0.000260082j 0.000723369-0.00132444j 0.00387112+0.00382836j 0.00226576+0.00443485j 0.00171589-0.000896383j 0.00140265+0.00118065j -0.000622675-0.00458644j -0.00446594-0.00487772j -0.00147824+0.00236488j 0.00310811+0.0030619j 0.0038265+0.000233145j 0.00135013+0.00115682j -0.00312292+0.000511242j -0.0055604-0.00663224j -0.000160388+0.00499345j -0.000232297-0.0010823j 0.000925492-0.00500647j -0.00051693+0.00199799j -0.00068891+0.00435592j -0.00186238+7.62849e-05j -0.00419916-0.00259801j -0.00153396-0.00122251j -0.000302143-0.000323781j 0.000836171-0.00128618j 0.00198686-0.00241395j 0.000309155+0.0011665j -0.00407528-0.00289345j 0.00741785+0.00562221j -0.00192041+0.00030154j 0.00238731-0.00221844j 0.00145505+0.00453084j -2.05665e-05-0.00384382j 0.00212361+0.00348695j -0.000207054-0.0068887j 0.00151401+0.00931658j 0.00427383+0.00632424j -0.000276475+0.00458147j 0.000675244-0.00572029j 0.000985748+0.00796553j 0.00170405+0.00659789j 0.00395605-0.00610931j 0.000647643-0.00353689j -0.00107087+0.00512585j -0.00113191+0.00130024j 0.000147819+0.000774733j 0.00128983-0.00250287j -0.00048334-0.00525459j 
0.00099961-4.84775e-05j 0.000125641-0.00280801j 0.00059417-0.000490754j 0.00113999-0.00390213j -8.17797e-05-0.00304779j 0.00047982+0.00304911j -2.77387e-05-0.00272094j -0.000355041-0.00439343j -0.00087577-0.00324618j 0.00234019+0.00259222j 0.00235191+0.00102363j -0.00147125+0.00151838j -0.000967107+0.000636693j -0.000248136+0.00123837j -0.0019374+0.00334396j 0.00077627+0.00364504j -0.00348083-0.00132928j -0.000885804+0.00151209j 0.00267+0.00566714j 0.000896945-0.00155707j -0.00492682+0.00213777j 0.000963467-0.00352246j -0.00190718+0.00328415j 0.0026116-0.00643964j -0.000453165+0.00375231j 0.00161293-0.000842815j -0.00778814+0.00151872j 0.0018591-0.00543788j 0.0055408+0.00132586j 0.00635571+0.00407886j -0.00675767-0.00334243j 0.00159073-0.00559135j -0.000916165+0.000480993j -0.00217208+0.0029588j -0.00354005+0.001687j 0.00484092-0.00443839j -0.00210603+0.00218299j 0.000234946-0.00148337j -0.000283983+0.000396545j -0.00301715+3.02694e-05j 0.000250881+0.00264718j -0.00303687+0.0024849j -0.0012866-0.00436274j 0.00157493+0.000563811j 0.00252111+0.00132443j 0.00136132-0.00136694j -0.00170267-0.00232013j 0.000517785+0.000919077j 0.00391556+0.0015553j 0.00187529-0.000356801j 0.000355594+0.00230926j -0.0025743-0.00278074j 0.000153766-0.00501386j 0.00164302-0.00290167j -0.000831176+0.00251793j -0.00124952+0.00475417j -0.00174806-0.00345924j -0.00158129+0.00505462j -0.00283297-0.00429587j 3.60925e-05-0.00334897j -0.00171181+0.00201528j -0.00566299+0.00346023j 0.00230203-0.000238115j 0.00357846+0.000423912j 0.00308799-0.00257672j 0.000497819-0.00475175j -0.000588667-0.00460107j 0.00326178-0.00631185j 0.00382366-0.00362404j 0.00222758+0.000406549j -0.00156799+0.00332764j 0.00234481-0.00149754j -0.00330558+0.00221056j -0.0030721+0.00421133j -0.00539901+0.00484975j -0.00512455-0.0111139j -0.000371381-0.00443896j -0.00155137+0.00730879j -0.00165723+0.000779836j -0.00607+0.00112218j -0.00386803-0.00246951j -0.007279+0.00108787j -0.00714605+0.00233196j -0.00115279+0.00398591j -0.00111895-0.00222038j -0.000972152-0.00485536j 0.0045295-0.00259761j -0.000566361-0.000313007j -0.000142242-0.00212643j -0.000959747-0.00278586j 7.32865e-05+0.000822958j -0.0016842+0.00110962j 
0.00038161-0.00276209j -0.00194782+0.00195672j -0.000380781+0.00265708j 0.00346648-0.00171277j 0.00741976-0.00358586j -0.00661111+0.00459463j -0.00758915+0.00177482j 0.000665641-0.00313232j 0.00243364-0.00285868j 0.00103112-0.000729563j -0.00161007-0.00169211j -0.00538711+0.00259876j 0.000606693+0.00275749j 0.00212349+0.00367411j -0.00260344+0.00769147j 0.00224916+0.00514709j -0.00194005-0.00167822j -0.00386276+0.00593718j -0.00640917-0.000827191j 0.000878558-0.00237359j 0.01104+0.00731005j 0.00632895+0.00139574j -0.00677785-0.0068175j 0.00817565-0.00386033j 0.00287517+0.00562522j -0.00336022-0.00419807j 0.00414534+0.003265j 0.00214766+0.00108483j -0.00767457-0.00936268j -0.00068798-0.000975767j -0.00130142+0.00704845j 0.00296948-0.00383109j 0.000965506-0.00311725j -0.00806279-0.00788346j 0.00455496+0.014097j 0.0050718+0.0056473j -0.00661401+0.000901321j 0.00527558+0.00111364j 0.00128288-0.000327253j 0.00230332+0.00168096j -0.00406743+0.00191503j -0.000301147-0.00331137j 0.00376846-0.00206783j 0.00201255+0.0022266j -0.00512949+0.00110171j -0.00383521-0.00170356j 0.00559921-0.00441774j -0.00345076+0.00144165j 0.000169193-0.000164378j -0.00117541+0.000550427j 0.00272972-0.00224779j 0.00257773+0.000491518j 0.00327103-0.00161187j -0.00403706-0.00402243j 0.00409447+0.000281504j 0.00553698+0.00117243j -0.00494627+0.00047893j 0.00422181-0.00185104j -0.00195365+0.00214451j 0.00114989-0.00076369j 0.000792444-0.000927744j 0.00714274+0.00268318j 0.000488757-0.00489013j 0.00142151+0.00330313j -0.00241435-0.000822389j -0.00413377-0.00482685j 0.00255449-0.00349161j -0.00843597+0.00261163j -0.00639839+0.00133277j 0.0049318+6.75607e-05j -0.00566266+0.00182571j -0.00031253-0.00253853j -0.000845018-7.08124e-05j 0.00667741+0.0013243j 0.00719813+0.00380284j -0.00679995+0.00149333j -5.83633e-05+0.00234486j 0.0044708+0.00447932j -0.00234035-0.00439916j -0.00849082+0.000271257j 0.000513799+0.00391297j 0.00473016+1.71072e-05j 0.00563608+0.00903175j 0.00339368+0.00184876j 0.0030189+0.00157931j 0.00573189+0.00298083j 0.000944699-0.00393994j -0.00627651-0.00453071j 0.00202887+0.00162155j -0.00183916-0.00291501j 0.00187455+0.0024379j 2.74893e-05+0.00104727j 
0.00134175-0.00325124j 0.00404621-0.000742675j -0.000176625+0.00476243j 0.00114753+0.000265021j -0.00207123-0.000534497j 0.00251445-0.00147386j -0.00140222+0.00123299j 0.000474595-0.00288885j 0.000489288-0.00233794j 0.000154094+0.00261625j 0.0040615-0.000397452j -0.00147488-0.000663511j -0.000437475-0.00143684j -0.000418905+0.00215601j 0.00285087-0.000156417j 0.00221564+5.15959e-05j -0.0015024+0.000810805j 0.000441269+0.000692886j 0.00305688-0.00214682j 0.00215719+0.00407323j -0.00153449-0.00485899j -0.00323588+0.00236635j -0.00286085-0.00326162j -0.000748083+0.00309667j 0.00330276-0.00408772j 0.00169881+0.00356883j 0.00220543+0.000744225j 0.0017313-0.000231579j 0.00250062-0.000493034j -0.00197379+0.00432027j -0.00169273-0.00733748j 0.00610202-0.0176204j 0.00120827-0.0100111j -0.000583703-0.0137435j 0.0105331-0.00298876j -0.0076919+0.0101558j -0.0102551+0.00515297j 0.00569215-0.00374431j 0.00613286-0.00763202j -0.000650094+0.00507015j 0.00428925-0.00424033j 0.00916273-0.00598242j 0.00340926-0.000178931j 0.00177195+0.00326398j -0.00152853-0.000651982j -0.0028854-0.000295312j 0.000556819-0.00350966j 0.00438159-0.000475461j 3.57584e-05+4.25978e-05j -8.55103e-05-0.000165241j -0.00251129-0.00115603j -0.00292608-0.00597311j -0.000255641+0.000434614j 0.00224857+0.000407357j -0.000911941-0.00236552j 0.000533888-9.12164e-05j -0.00102273-0.00244664j 0.000863628+0.00477357j -0.000661347+0.000479635j 0.00363572+0.00319972j -0.00247733+0.000884361j -0.00289238-0.00106196j 0.00490934+0.00356673j 0.00296378+0.00146657j 0.000776983+0.000350225j 0.0013202+0.00188167j 0.00500226+0.00376037j -0.000985929+0.000139843j -0.00212623+0.000989464j 0.00241909-5.51402e-05j 0.00030436+0.000783933j -0.00233497+0.00153596j -0.00318234-0.00399595j -0.000951278+0.00170027j 0.00157539+0.00296225j 0.00296844+0.00418779j -0.0011364-0.00316074j -0.00347221-0.000369401j -0.0029714-0.00597369j -0.00169974+0.00228051j 0.00299337+0.00388584j -0.00333079-0.00657049j -0.00149866-0.000765926j 0.00421999+0.0135395j 0.00240808-0.00010745j -0.000850213-0.000199402j -0.00331611-0.000499852j -0.0012494+0.00920653j 0.00143622+0.00518633j 0.000995575+0.00216973j -0.000389303+0.00548051j -0.00350704-0.00208278j 
-0.00332226-0.000449834j -0.000685117-0.00281635j 0.00231945-0.00292256j -0.00186969+0.000939303j 0.00135471-0.00124304j -0.00241054+0.00370159j 0.000929457+0.00605154j 0.000810464+0.000212318j 0.00242878+0.000939112j -0.00305168+0.00118118j -0.000919981-0.000567997j -0.00133206+0.00708073j -0.00129286+0.00159764j 0.00234041+8.78942e-07j 0.00177703-0.00200953j 0.00054622-0.00306259j 0.00326916+0.00331299j 0.0040454+0.000812236j -0.00514116+0.00172848j 0.00605197-0.0030919j 4.15878e-05+0.000366456j 0.00336129-0.00211056j -0.000529544+0.00281375j 0.00422409+0.00018418j -0.0012837-0.00268596j -0.00331062-0.0013584j 0.0040155-0.00660556j -0.00125262+0.00209998j 0.00451835+0.00143837j -0.00200585-0.00602577j 0.0119219-0.00449307j 0.000341975+0.00615535j -0.00341844+0.0018658j -0.0169871+0.00948612j 0.0109674-0.0176908j 0.00591754-0.000202197j -0.005193-0.00055591j -0.00891209+0.00100535j -0.00199163+0.00155799j 0.00857819-0.00615702j 0.00520553-0.00422172j -0.00288512+0.00239531j -0.00243754+0.00212852j -0.00636026-0.00209871j -0.000730156+0.00112056j 0.00243647-0.000205292j 0.00141332-0.0026279j -0.000573363+0.00340127j -0.0015396-0.00033107j -0.00029541-0.00177947j -0.00146318-0.00408006j 0.00381474-0.00216944j -8.69302e-07-0.00343645j 2.84954e-06+0.000944366j -0.000802735-0.00126248j 0.00149361-0.00093241j 0.000882525+0.0014012j -0.00214531-4.03971e-06j 0.00254775+0.00151928j -0.00227719-0.00483244j 0.000144769-0.00428767j -0.00019376+0.00155378j -0.00198913+0.00150842j 0.000981756-0.00344899j -0.000239502-0.0027152j 0.000338167+0.00208658j -0.00142017-0.00338517j 0.0027794+0.000485892j -0.00109664+0.00296428j 0.00123875-0.00269271j 0.000268701+0.00620622j 0.00144559-0.00380134j 0.00448334+0.000356204j -0.00463254-0.00489688j 0.000468565+0.00190141j 0.000772727+0.0034886j 0.0026946+0.000296481j -0.00182335-0.00571832j -0.00121586+0.00858553j -0.000119359+0.00616578j 0.00355823+0.00107008j -5.71173e-05+0.00436804j 0.0005113-0.0115371j -0.00159688-0.00373542j 0.00154015-0.000266995j 0.00183779+0.00592989j 0.0019589-0.000797843j -0.004041+0.00393798j -0.0013588-0.00484915j -0.00207596+0.0018758j 0.000442537-0.00112471j -0.0024032-0.00225233j 
