0.104273+0.0869115j -0.0667891-0.051206j 0.0276+0.105612j -0.00647162-0.0934366j -0.0243645-0.0350453j -0.0156328-0.0312964j 0.0023029+0.0607061j -0.0262693+0.0646772j -0.0204336-0.0104279j -0.00736362-0.0169429j -0.0101897+0.00615365j -0.00685501-0.0174172j 0.0179388+0.0209006j 0.0196271+0.0453695j 0.013432+0.00655906j 0.0145116+0.00520054j -0.0175817-0.00355587j -0.00555114-0.0323238j -0.00345477-0.0287288j -0.0155017-0.00614881j 0.0215795-0.0155088j -0.034437-0.00389235j -0.0163298+0.00924537j 0.00243935+0.0155485j -5.7243e-05-0.00435264j 0.0100368+0.00775905j -0.000810308+0.0220528j 0.0224861+0.00271443j 0.0172217-0.00855546j 0.00675805-0.0152018j -0.0140173-0.0275044j 0.000647951+0.0155051j 0.0191811+0.00280929j 0.000199802+0.022288j -0.0134178+0.0461423j -0.0142163+0.00381336j 0.0107291+0.00653824j -0.00643775+0.00676626j 0.0208853-0.0389571j -0.0255422+0.0246614j -0.0126642-0.0108743j -0.00381833+0.0423926j -0.00108264+0.00463225j 0.0204609+0.0178953j 0.0130488+0.00581166j 0.000835815-0.000783552j -0.00297779+0.0265697j 0.0289302+0.000707466j 0.0187568+0.0335166j -0.0166312-0.00226502j 0.00184209-0.0128558j 0.0030705+0.0104632j -0.0168405-0.00132013j 0.00867741-0.0148349j -0.0397929-0.0078008j 0.0455539-0.0271503j 0.0114459-0.0104155j 0.0116623+0.0128414j 0.0278854+0.00972565j 0.0291494+0.00607687j 0.0306947+0.0354272j 0.00864348+0.0664784j -0.0295808-0.0166307j 0.0136122-0.0392596j 0.0589057-0.00236097j -0.013708+0.114797j -0.0463412+0.0405921j 0.0952749+0.0547535j -0.405057-0.17057j -0.0614655+0.317604j 0.0131064-0.0784113j -0.168833+0.128696j 
0.0161421+0.00945754j -0.0207632-0.00325615j -0.0652999-0.0456071j 0.00580198+0.0324764j -0.00681101-0.00947964j -0.0440788+0.0655562j -0.0116675-0.0662645j -0.0698619+0.0635067j -0.066142-0.00853133j -0.0482758-0.0970782j -0.0421547-0.0638867j 0.039437-0.0715529j 0.0285638+0.0352775j -0.0612672+0.0687693j 0.106413-0.028941j 0.0576714+0.0490609j 0.0293249+0.121235j -0.0246142-0.0332208j -0.176964+0.0911304j -0.0503127+0.0264217j 0.0629692+0.0519786j 0.0291762+0.00351559j 0.115989+0.0670754j -0.0436111+0.0505283j -0.0546296+0.0340833j -0.0179107-0.0379551j 0.175414-0.0121404j 0.0186813-0.102818j 0.0819171-0.076525j -0.000246314-0.0369273j -0.0263664-0.102705j -0.000483845+0.0252908j -0.0282486-0.0403356j -0.0587839-0.00250098j -0.00194735-0.000409244j 0.0239815-0.0195578j 0.0306552+0.010829j 0.0486526+0.0286636j 0.0140181+0.0663529j -0.0922198-0.0101612j 0.0271207-0.00551287j -0.0435131-0.0223048j 0.0294844-0.0672561j -0.048362+0.0244324j 0.0468353+0.00567503j -0.0587289-0.0504396j 0.0326552+0.0140018j 0.0545523+0.0164102j -0.108097+0.0529956j -0.0402254+0.0136167j 0.0123547+0.0736954j 0.0321425+0.0219745j 0.0526225-0.0800854j -0.000624134+0.0604391j 0.00602432-0.109247j -0.00781187-0.0515196j 0.0451796-0.055397j 0.135102-0.04153j 0.0087806+0.00303319j 0.0024131+0.0132544j -0.0746321+0.0492771j -0.106127-0.0402412j 0.0898263-0.0668293j -0.0377311+0.0172864j -0.0723183+0.0531614j 0.047961+0.0465708j 0.00400024-0.0229475j 0.0432065+0.0155225j 0.0473263+0.0551569j -0.0171682+0.0509582j -0.0092334-0.0309261j -0.0166438-0.0119686j 
0.00674087+0.0179896j -0.0342233-0.00801066j 0.0458123+0.00352462j -0.00395448-0.0172481j -0.0430665+0.0498599j 0.0458558-0.0283192j -0.0222984-0.027569j 0.0522488+0.00735522j -0.147347+0.0623711j -0.0982908+0.066478j 0.00732972+0.0862768j -0.0544404+0.0640253j -0.0698157+0.0927807j 0.119705-0.0126786j -0.0425014-0.0405203j 0.0334223-0.122448j 0.128672-0.0539764j 0.139865+0.00269283j 0.000822304-0.00554512j -0.00750474-0.112632j -0.0639706-0.0456162j 0.033687+0.00574585j 0.00346121+0.0381741j -0.0774106+0.00356458j 0.0916996-0.110186j 0.0399031+0.00743208j 0.049809-0.0579115j -0.0353421+0.0412007j -0.0464194-0.0442887j -0.0283065+0.0234504j 0.0513027+0.0961516j 0.0186689+0.0202295j -0.0494532-0.0863605j 0.0204744+0.0737417j -0.022542-0.0541029j -0.0401178+0.00371123j 0.0664623-0.139179j 0.0263067-0.0809326j 0.00355877+0.0556876j -0.00903677-0.0159141j 0.117721-0.0434935j -0.032175-0.0189961j -0.0273281+0.0604437j -0.0356559+0.099206j -0.0198381+0.126821j -0.0235252-0.0739147j 0.0445065+0.0167602j 0.0651235-0.0253556j -0.0749409+0.0108744j 0.0838475-0.00942385j 0.0168174-0.0729704j 0.00734007+0.063678j 0.0084406-0.0303306j -0.0531168-0.0414035j -0.0362991+0.0215283j -0.0288301-0.00224337j 0.0340793+0.0398346j -0.0920285+0.00517588j 0.0404984-0.00538141j 0.0202642-0.0121151j -0.0883736-0.0297377j -0.0226664-0.0803792j 0.0828362+0.0629268j 0.084733+0.0343369j -0.0213792+0.0578227j 0.00646964+0.030963j 0.027099-0.073718j -0.0205482-0.0510496j -0.0193196+0.0211477j 0.00335967+0.0454757j -0.0106072+0.0081544j -0.0270705+0.00883464j 
0.0199777-0.0188219j -0.0138883+0.00855526j -0.014899-0.0420723j -0.0582174+0.0511893j -0.00168982-0.0363936j -0.0190037-0.00508115j 0.0402672-0.0264108j -0.0537513+0.00110507j 0.0367999-0.134008j 0.0892939-0.0104753j 0.0267697-0.0666081j -0.0355864-0.016526j -0.0967608-0.0325906j 0.0535567-0.0670893j -0.0306266-0.0584682j -0.0514183+0.0493071j 0.113998-0.0622663j -0.000949778-0.0126215j 0.0827934-0.0348654j 0.0188546+0.031611j 0.0366059+0.0778871j 0.057934+0.0601903j -0.0414064-0.00142706j 0.0415195-0.01995j 0.00437053+0.00736792j 0.0117826-0.0672366j -0.0620862-0.009493j 0.0151027-0.0340757j 0.0944166-0.00309066j 0.129689+0.0341859j -0.0207609+0.0378869j 0.0581152-0.033223j 0.00561889+0.0416074j 0.0109939-0.0217014j -9.04019e-05+0.00285967j 0.0287788-0.0503676j 0.0538762-0.0250219j 0.0912258-0.0356142j 0.0016855+0.0461561j -0.0756155-0.073205j -0.0181768+0.0219825j -0.0975537-0.0339755j 0.00265031-0.029571j -0.0122147-0.0455562j -0.0892492-0.0591119j -0.102138+0.0438667j -0.12301-0.0448922j 0.0270384+0.0217035j -0.0419728-0.0737094j 0.0911509-0.0598186j 0.0598432-0.051812j -0.108579-0.029726j -0.0434832-0.0878651j -0.0217567-0.025807j -0.0959545-0.00219404j 0.0375435+0.0678235j -0.0284331+0.116752j -0.0785683+0.0589425j 0.0561219-0.0780567j 0.019448-0.0555135j -0.0794966+0.00574945j 0.00509042+0.00187432j 0.00371633+0.050266j -0.0139473-0.0403613j 0.0242761-0.0224742j -0.0170752+0.112811j -0.0145782-0.0651193j 0.0766738+0.00983094j 0.0612127+0.0484658j -0.0746579+0.0224607j -0.0369656-0.0273235j -0.0109037+0.0180698j 
0.00447893+0.00829503j -0.00308797-0.0204656j 0.00344015-0.00655486j 0.0390807+0.0248154j 0.0745954-0.0920653j 0.0221068-0.0094226j -0.00701546-0.0603485j -0.0127776+0.0177832j 0.0142132+0.0899565j -0.0994928+0.0422717j -0.0217098+0.074389j 0.056361+0.0897748j 0.134038-0.027128j -0.00789672-0.0141599j 0.0365958+0.112109j 0.146587+0.0124542j -0.00666179-0.0453738j 0.0498491-0.0242614j -0.0727334+0.0249709j 0.00710117-0.0955025j -0.0615181-0.0724626j 0.00548813+0.0553703j 0.055063-0.0147508j -0.0476586+0.0289823j -0.126099+0.00707362j -0.0558-0.0216562j 0.0719631+0.0734502j 0.00322838-0.0434129j 0.0750239-0.0706996j -0.0630199+0.0395948j 0.0892746+0.0358615j -0.0314985+0.0308419j 0.0368247+0.0336052j 0.113095-0.026327j 0.058204-0.0421462j 0.0276075+0.034804j 0.0350723+0.0464312j -0.0591659-0.0397878j -0.0743523+0.016054j 0.0457983-0.0478758j -0.0689262+0.0930121j 0.011162-0.0362297j -0.0305264+0.0128526j -0.0340213+0.0173323j -0.0136462-0.163509j -0.0430355+0.00366525j 0.0633976+0.0756944j -0.0480855+0.053942j -0.00929341+0.0347135j -0.0339929-0.104685j 0.0104837-0.109359j -0.0103338-0.0123017j -0.00979472-0.194242j -0.058245-0.08318j -0.0047784-0.0480434j -0.00629346-0.0830137j -0.02581-0.0959444j 0.0299044-0.0717818j 0.0791959-0.0353421j -0.0327017-0.0676492j 0.0125548+0.0213929j 0.071823+0.0447711j -0.0513042+0.0353526j -0.0440521+0.0976601j -0.00873021-0.063386j -0.0381334-0.104554j 0.0792365-0.0774333j 0.0482343+0.0483422j 0.0135173+0.0169328j -0.0379906+0.0363083j 0.00362859-0.0202469j -0.0268388-0.0210226j 
-0.00597733-0.017667j 0.0264952+0.0323837j 0.0160443-0.0178573j -0.0503959+0.0145058j -0.0554996+0.0726195j 0.0324266+0.0576636j 0.0187202+0.0273362j -0.00205127+0.0442597j -0.0818963-0.00169849j -0.0229229-0.0484121j -0.0581131-0.0750838j 0.0638258-0.12503j -0.142169+0.115741j 0.0948274+0.0771352j 0.0049357-0.124577j -0.149629+0.0235552j 0.0423486+0.0984705j 0.0896799-0.0249644j 0.0563276+0.0805108j -0.0635771+0.0687177j 0.045417+0.117058j -0.0621555+0.0327028j -0.0257135-0.0170317j -0.00867805-0.0119895j 0.0416463-0.0506168j 0.0837173-0.0482625j 0.0270983-0.102643j -0.00144111+0.00625915j 0.0105858-0.0431491j -0.00387562-0.0057388j 0.0228002-0.0842202j -0.0619347-0.0112191j 0.0595024+0.0873097j 0.0733196+0.0193041j -0.0117569+0.0231124j -0.0376735+0.0530978j 0.0447483+0.0184665j 0.0461924+0.00480526j -0.00535868+0.0121524j -0.0176238-0.0488181j -0.00681315-0.0661732j -0.132744-0.100151j 0.0152798-0.012809j 0.0613044-0.0528788j 0.0186585+0.0466772j 0.0651767+0.0568452j 0.00476605+0.00190781j 0.0167871+0.0084179j -0.0221847-0.008573j -0.0881711-0.0451804j 0.00318241+0.0510527j 0.0226762-0.033332j 0.0657238-0.0843454j -0.00973466-0.0243211j -0.05199-0.0187114j 0.00891634-0.0221728j -0.00386488-0.0628102j 0.0545269+0.0600171j 0.0691334-0.0512742j 0.0203463+0.120595j 0.00107246-0.0386444j -0.0391452+0.0395014j -0.0189915-0.0102715j -0.123316-0.0266942j 0.0189137+0.0205121j -0.0862936+0.000279741j 0.00741984-0.021126j 0.0451532-0.0263867j -0.0503288-0.0183306j 0.000728979+0.00303192j 0.00577106-0.00936261j -0.021085+0.0326089j 
0.00627347-0.0137361j -3.23854e-05-0.00541652j -0.0263788+0.034115j -0.00327836+0.0311564j -0.032401-0.0229572j -0.0279788+0.00505788j -0.00949152+0.0364024j 0.0541511+0.00503553j 0.0401238+0.0263516j -0.0512211+0.112855j -0.0744486+0.0799643j 0.122444-0.0595597j 0.104986-0.0875535j -0.0809339-0.0167234j 0.0462497-0.0516979j 0.0654648+0.00550873j -0.0833838-0.0602086j 0.0632048+0.0338825j -0.0120451+0.0257247j -0.0231409+0.00990437j 0.000159291+0.073604j -0.0344971+0.0381549j -0.0037137+0.0211085j 0.0715014-0.0111915j 0.018371+0.0535069j -0.0586087-0.0687742j 0.0805099-0.0387864j -0.032323-0.0817049j -0.106536-0.0743995j -0.0478584-0.001452j 0.0198235-0.0279783j 0.0190315+0.0416893j -0.00270395-0.00843525j 0.0480187-0.0527235j 0.0617288+0.0378624j -0.0953981+0.0193051j 0.0894461-0.0801616j -0.0640149+0.126865j -0.0605855-0.0269362j -0.0227247+0.00453468j -0.0423372-0.034404j -0.0735019-0.136372j -0.00480725+0.0457063j 0.024539-0.133996j 0.0604172+0.0366889j 0.0626587-0.0754032j -0.0836438+0.0227347j 0.0947867-0.0795508j 0.0113252+0.0528363j 0.0364697-0.0288653j -0.053534+0.0530542j -0.0284786-0.0398023j 0.0771667+0.0780119j 0.0655925-0.0576294j 0.0319344+0.0830344j 0.0143977+0.0499917j 0.0407898-0.0677553j -0.0797732-0.0345714j 0.0689541-0.0368394j 0.10543+0.129626j -0.0417485+0.0243483j -0.0074466+0.0875552j -0.11949+0.0531425j -0.111752-0.00418683j 0.0418342+0.00810224j -0.0163979-0.0180845j 0.0100119+0.0446555j -0.031154+0.0244554j 0.00384709-0.015533j -0.0189321-0.025382j 0.00758319+0.0293178j -0.0275858-0.0179008j 
-0.0255095-0.0401095j -0.00250813+0.0479108j -0.028964+0.0383779j -0.0179732+0.0754333j -0.0721617-0.0291078j 0.0042649-0.0366977j -0.0140095-0.173685j 0.00262082-0.0130104j 0.00764137+0.112577j -0.133596-0.041435j 0.0134184+0.0684299j -0.094176+0.0894582j 0.0117026+0.0109086j 0.0749322+0.044807j -0.119343+0.0931655j -0.0671291-0.1621j 0.0257838+0.1952j -0.0943052-0.0336556j -0.139742-0.0327442j 0.0582502-0.0280861j 0.119143+0.0473461j -0.04835-0.0246256j 0.0130543-0.0636808j -0.107129+0.0222445j -0.00247364+0.0286577j -0.0808152-0.0405884j 0.054613+0.0617697j -0.00305712-0.0441787j -0.0466748-0.098205j -0.00145375+0.034377j 0.000415093+0.058556j -0.0604311-0.0162649j -0.0043641-0.00265201j -0.055607-0.0493422j -0.0195669-0.0154889j 0.0551402+0.107504j 0.0310557-0.0394097j 0.0537741-0.0157235j 0.00201225+0.0256662j 0.0476333+0.0478791j 0.0341167+0.0700922j -0.00138724+0.0004751j 0.0163604+0.071464j 0.063505+0.0252491j 0.0293698-0.0188822j -0.0509526-0.0301323j 0.0308553-0.00230221j 0.0360319+0.0178108j -0.0678382+0.0475193j 0.0160305+0.0203001j 0.0559568+0.0189326j 0.0685664-0.0250049j 0.0285672-0.020662j -0.0384208-0.139378j 0.0762449+0.0609642j 0.00798893+0.0127302j 0.0182323-0.0347898j -0.0671912+0.0387892j -0.0534913-0.0773065j -0.0413044-0.00370902j -0.00607871-0.0114954j -0.0148486+0.0557689j -0.0260966+0.00106698j 0.0518774-0.0139226j 0.0343193+0.0384724j 0.024759+0.0344195j 0.0496774-0.0199044j -0.0136655+0.00213407j -0.0207034-0.0362901j -0.0859795-0.0329097j 0.0305892+0.00728172j -0.0141273+0.051202j 
-0.00423463-0.0114549j 0.00300686+0.00975038j 0.0482952-0.0358848j -0.0227997-0.022644j 0.00179015+0.0197634j 0.0754269-0.00454304j -0.00925583-0.0614717j 0.0584112-0.0841306j -0.137033-0.0863378j 0.0896714-0.0623194j 0.00574072-0.0369014j -0.0724999-0.0533759j 0.0175968-0.126583j -0.106552+0.0135796j -0.0201309-0.0373451j 0.00753951-0.0234889j 0.12885-0.0209473j -0.114026-0.0502609j -0.0313757+0.0208089j -0.144574-0.0234018j 0.00231408-0.0791473j 0.155067+0.108974j 0.00833141-0.0604375j 0.0255203-0.0487282j -0.0165474+0.00819108j 0.0656143-0.0829837j 0.0177766+0.062851j 0.0400204-0.04042j 0.0497121-0.0243154j 0.00941874-0.0379259j -0.0779195+0.0693135j 0.0244871+0.081113j 0.0132639-0.111323j 0.00513062+0.0903822j -0.0105535+0.0160972j 0.025411-0.0863831j -0.0785729-0.0690706j 0.101237-0.0823035j 0.0700798+0.0140821j -0.0790525+0.0899404j 0.0691966-0.0979223j -0.0557712+0.0830544j -0.0450515+0.0410955j -0.0495611-0.0506134j -0.0443916-0.0295117j 0.0264278-0.0481222j 0.0503085+0.0326683j 0.0752872-0.105632j 0.0105981-0.0181196j 0.0521797-0.097139j 0.0591278-0.0578829j -0.0550075-0.128728j -0.00228687-0.0673074j -0.0630629-0.0652897j 0.0575018-0.00806852j -0.0210428-0.0831639j 0.0495665-0.0251139j 0.00519669+0.0678964j 0.0923783+0.0410885j 0.114289+0.113533j -0.040298+0.0886174j 0.0332537-0.0296594j -0.0123253+0.0163456j -0.0219447+0.0470117j -0.0860481-0.0106337j -0.0409426+0.014287j 4.03327e-05+0.000265969j -0.0262629-0.0223647j -0.0213995-0.00333604j -0.0439994+0.0677125j 0.0230159-0.0179209j -0.0325475+0.0125362j 
-0.0283565-0.0207241j -0.0266613-0.00417037j 0.0340039-0.00172083j 0.0474988-0.0224555j 0.0643167+0.0191253j -0.0191302-0.0192104j -0.007439-0.08438j -0.0412484-0.0538645j 0.0455961+0.136113j 0.0259946+0.0531995j 0.155805+0.00958212j 0.0797831-0.05424j 0.0922165-0.0917394j -0.0293264-0.0177037j 0.0822847+0.0579027j 0.145242-0.120886j 0.0360694-0.0296754j 0.00445954+0.0131572j 0.0597275-0.00997211j -0.0195795-0.0937218j 0.0179999+0.00474562j 0.0598777+0.00329564j 0.0166363-0.0609954j 0.0439854+0.0492336j 0.0160591-0.0133266j 0.0188378+0.0161615j 0.102192+0.00948856j -0.040902-0.0147742j 0.0989252+0.00273322j 0.0868653+0.00269538j 0.0549337+0.0513242j 0.0380702+0.0838364j -0.0233327+0.00387719j 0.012724+0.0396825j 0.000491026-0.0504757j 0.0239845-0.0228095j -0.0058248-0.0296273j -0.0541137+0.000324903j 0.0022744-0.00677241j 0.0646486-0.0586029j -0.0126155+0.0202194j -0.0321033-0.0384346j 0.0301401+0.0978274j 0.0548833+0.0529201j 0.0327924+0.0581184j -0.0111741+0.0252254j -0.0536837+0.0138474j 0.0598948-0.0212363j -0.0533209-0.0516041j -0.0271141-0.0171491j -0.0413996-0.0851456j 0.0794578+0.00609574j -0.00428159-0.0335002j -0.000216083-0.0559975j 0.114759+0.078235j 0.00565032+0.0111409j 0.0200687+0.0869016j -0.028409+0.143072j 0.0177078-0.0513118j -0.0168981+0.0337526j -0.0261606+0.0657825j 0.0368144-0.127098j 0.0438693-0.0198776j -0.016733+0.0210819j -0.01599-0.0210519j -0.0431365+0.0431022j -0.0317761-0.120486j -0.0219735-0.0192823j 0.00733209+0.0242752j 0.0220395-0.00092633j 0.000383587+0.000427196j -0.0214991+0.037048j 
0.0179853-0.00124941j -0.0152107-0.00393043j -0.0333405+0.042771j -0.00960271+0.0143952j -0.0144951-0.000179637j -0.113042-0.0623092j -0.0231548-0.00123574j 0.0582994-0.0058588j 0.181279+0.0183308j -0.0476975+0.170083j -0.0540058+0.00487321j 0.0392675+0.0298291j 0.0958028-0.0321614j -0.0201922-0.0753979j 0.0197722-0.0096896j 0.00864946-0.0280511j 0.0308719-0.0583576j 0.0452965+0.015272j 0.0338603-0.0400093j 0.0625805+0.056023j 0.0305966+0.047398j -0.0769719-0.0617403j -0.00386733+0.0010407j 0.04663+0.0521751j -0.0228451-0.0517119j 0.0247735-0.0216896j -0.0603533+0.031642j 0.00825094+0.0182243j 0.00603464-0.0514978j -0.0117743+0.0426779j -0.0752967+0.0337581j 0.0166156-0.00631472j 0.00999216-0.03656j -0.0376922-0.0474749j -0.05835+0.00416842j 0.0676833+0.0917788j 0.0535654+0.0388799j 0.0463738-0.056114j 0.0102857-0.0616074j -0.0646615-0.0574503j 0.0311184+0.0904347j -0.0236696+0.011937j -0.00338093+0.0173318j 0.0484892+0.0177306j 0.0722968+0.191014j -0.0982033+0.00280739j 0.0956999-0.0224534j 0.0176867+0.0145153j -0.0159688-0.0835359j -0.0993161-0.00407808j 0.0564473+0.103845j 0.127431+0.057992j 0.116179-0.221112j -0.0818918+0.0257922j -0.156399-0.0257791j 0.0487627-0.046173j -0.0863814-0.000197373j 0.141102-0.00268647j 0.0989716+0.0415128j -0.0971702+0.0224071j -0.119518-0.0577118j -0.00699465+0.0328028j 0.0759608+0.00638632j -0.0476435+0.0764839j -0.0260845+0.0430021j -0.00641095+0.0977846j -0.0186938+0.00013151j 0.00196513-0.0295445j 0.01176-0.0106011j -0.00938764-0.00460803j -0.00181263+0.0196074j -0.00329065-0.0066341j 
-0.00451369-0.0174528j 0.00247988+0.0155713j 0.0155141-0.0159932j -0.0193261+0.0278796j -0.0822985+0.0274734j 0.0344085+0.102135j -0.00316155+0.0916523j 0.0399515+0.00934056j -0.0650989-0.0741951j 0.0279831-0.0269303j 0.00151647-0.0605662j 0.0727766-0.0596501j -0.0242293+0.0530102j -0.0274252-0.0756004j 0.019292-0.0786829j -0.026506+0.0812015j 0.000798969+0.0555866j 0.0109822+0.0423638j -0.00507229+0.0122693j 0.063948+0.045006j -0.0311917+0.0455037j 0.0262506+0.071412j -0.061527+0.0836216j 0.0197687-0.0657261j 0.020421+0.0570045j -0.0339974+0.0316206j 0.0389342+0.064709j 0.0168733-0.0420414j 0.00910755-0.0457609j 0.0305188-0.0139645j 0.0529295+0.0698074j 0.0226703-0.0541752j 0.0924552+0.0586146j -0.0576726+0.0222577j -0.0312357-0.0420326j 0.0448043+0.0507294j 0.0346784-0.0233116j -0.132542+0.00700474j -0.0712409-0.0775253j 0.00435866-0.0299534j 0.0999019+0.046005j 0.00117177-0.0170647j 0.00317566+0.0599646j 0.0111547-0.00714611j -0.0114442+0.0695737j 0.0635827+0.00344585j 0.0530035-0.0636744j 0.0698299+0.138832j 0.0404671-0.0425982j -0.0307198-0.109907j 0.0376325+0.0532622j 0.054651+0.0170493j -0.0100814-0.0330009j -0.154011-0.0198286j 0.0414987+0.0923053j 0.0738489-0.0199639j 0.0508013+0.0454867j 0.0785489+0.0199031j -0.107988+0.00814957j -0.199616+0.007442j 0.0496076+0.0355503j 0.0781663+0.0367215j -0.124374-0.0283655j 0.00798094-0.0245208j 0.024479+0.0179633j -0.0506404-0.0433365j 0.0500825-0.036397j -0.0184979+0.022382j -0.0437271-0.025439j 0.0218705-0.0258452j -0.0314253+0.0215978j -0.0230826+0.0127552j 
-0.0242213+0.0240162j -0.0170593+0.0264582j -0.0197164-0.012763j -0.033074-0.0744386j -0.0206755-0.0929126j 0.0498179-0.0324289j 0.0826646-0.0762058j -0.011649-0.115095j -0.0469156-0.00614047j 0.127412-0.0677633j 0.00155757+0.0816126j -0.106899+0.0364934j -0.0130938-0.136368j 0.0283669+0.0770789j -0.0681752+0.0171037j 0.0571098-0.0885224j -0.0453439+0.0227647j -0.00779793-0.0672282j 0.0227122-0.0130471j 0.0712986+0.0752039j -0.0226279+0.0123383j 0.0406602-0.0104576j -0.0368281-0.00917036j 0.0219907+0.0112143j -0.0252744+0.0109447j 0.0218035-0.0302723j 0.0703563-0.0778641j 0.0582068-0.0723316j -0.0844915+0.115871j -0.0789695+0.00920552j 0.0394651-0.0142952j -0.042696+0.0255007j 0.00788406-0.06818j 0.01085-0.0157233j -0.015036-0.0675632j 0.0356612-0.0258069j 0.0339127-0.00047519j -0.102521+0.0339129j -0.00188567-0.0547338j 0.0483322+0.0611483j 0.0880346-0.0633163j -0.0576813-0.0106055j 0.0271052+0.0622974j -0.039292-0.0985577j 0.0358527+0.0264325j -0.0412287-0.0121556j 0.0874725+0.0371174j 0.0138628-0.140979j 0.0661058-0.0117752j 0.0203406-0.0349658j -0.0964434+0.00792406j -0.0150558+0.0329168j 0.0425569-0.154554j -0.0182304+0.0634392j -0.0371859-0.0186198j -0.0544909-0.00582138j -0.0705209-0.0276508j 0.0464681-0.0517499j 0.0672929-0.00744291j -0.133816+0.00219229j -0.0198501-0.0283604j 0.0404354+0.0948334j -0.0623545+0.0674154j -0.01083+0.0167408j 0.0115182-0.0315496j 0.0250209-0.108695j 0.0347708+0.0736078j -0.0196231-0.00838063j 0.0904631-0.0223746j -0.0110233+0.00997084j 0.0358496-0.017415j 0.00624421+0.0594755j 
-0.00125125-0.0011926j 0.0135533-0.0481303j -0.0274268+0.0327485j 0.0369799+0.0182689j -0.0370664+0.0257345j -0.0405231+0.0446399j -0.0120234+0.0562408j -0.0640397+0.0705881j -0.00206612+0.085166j -0.126282-0.125691j -0.0970167+0.0667943j 0.0156534-0.0920919j -0.148168+0.0335018j 0.0234786+0.117386j 0.000103482-0.0399421j -0.0517104-0.0382975j -0.0881775-0.0345982j 0.0130398-0.0728886j -0.0279339+0.00961224j -0.00646273-0.071782j -0.0277224-0.0204889j -0.0247653-0.0454731j -0.000181756+0.0657018j -0.0148753-0.0515252j -0.120032-0.0441247j -0.085262+0.0399468j 0.0266084-0.0205774j 0.0287563-0.0306585j 0.0865883+0.11728j 0.00787364+0.014685j 0.0280162+0.0795937j 0.00797912+0.101209j 0.0639943+0.0554874j -0.0151851+0.0213127j -0.0117228+0.00267372j 0.0647307-0.0355029j -0.00737487+0.0411151j 0.0463881-0.0412463j 0.059636-0.0242968j -0.00163461-0.0828933j 0.0668337-0.096022j 0.0780913-0.0589224j -0.0570172-0.0573879j 0.018713+0.0151804j -0.00388101-0.127647j 0.0141124+0.0494265j 0.0815607-0.00950297j -0.0130944+0.0295742j -0.0532065-0.172755j 0.106385-0.140264j -0.0108262+0.0280743j 0.0119632-0.113165j -0.0151293+0.0177942j 0.0816731-0.0831825j 0.00558062+0.054446j 0.0730626-0.0345267j 0.0388239-0.0486752j 0.0731664+0.00486633j 0.0727828+0.0252892j -0.030213+0.118956j -0.063826-0.0346034j 0.053454-0.016066j 0.0876024+0.155511j -0.0486127+0.0518976j 0.0168783+0.0299005j 0.0157917+0.0315733j -0.0682585-0.011507j 0.0292742+0.0320696j -0.0288026+0.0460701j -0.0223828-0.0251997j 0.0032155-0.00767012j 0.0198324-0.0381831j 
-0.0167173+0.0410223j 0.00203414+0.0470046j -0.0301076-0.0239847j -0.0825735-0.035369j 0.0421269+0.00739759j 0.0221953-0.0704266j -0.0276312-0.0984156j 0.0300654+0.0139323j 0.0506718+0.00935014j -0.0914939+0.152008j -0.00704335+0.0137695j 0.0237551-0.0304712j -0.00478462+0.100487j -0.0177243+0.0322131j -0.00760865-0.00721118j -0.044262-0.0264436j -0.00454246-0.0426383j 0.0229192+0.0146998j -0.0113038-0.026839j -0.0410005-0.00459449j 0.0964654+0.0168575j -0.0489188-0.0118603j 0.0282434+0.035111j -0.0811457+0.0571109j 0.0634552-0.0935941j 0.00751658+0.00218883j 0.0339179+0.0269235j -0.101699-0.0407351j -0.013221-0.0184961j -0.0461103+0.0186972j 0.050308-0.0383138j 0.0154188-0.015085j 0.113415+0.0318004j 0.0165386-0.0107127j -0.120439-0.0206083j 0.0855479+0.0258821j -0.051438+0.0111639j 0.0231366-0.0168312j -0.0753743+0.00766008j -0.0186965-0.052043j 0.00914526+0.0264801j 0.026364+0.0838912j 0.00862778-0.0158325j -0.00541179+0.0430375j -0.0186404-0.0935247j 0.0621984+0.156626j -0.135548-0.00510096j -0.0418879-0.0485538j -0.0363384-0.0457206j -0.0192881+0.05557j 0.0777513-0.139842j 0.0131396-0.0130828j -0.0493802+0.091974j -0.00918731+0.00352654j 0.169763-0.0461599j 0.00458106+0.0205872j 0.191418+0.116567j -0.0422154+0.0584109j 0.0617203+0.0571715j 0.019977+0.0717969j 0.0944937+0.0460545j -0.0788756-0.111924j -0.100621-0.077082j -0.0688691-0.10286j 0.0162114-0.0798175j -0.0403693-0.0136676j 0.0420026-0.00775453j 0.0266823-0.0766538j 0.0567003-0.0505189j -4.45818e-05+0.00793623j -0.00383666-0.0272345j -0.0010927+0.0507527j 
