-0.00289061+0.0397362j 0.00735555+0.00259852j 0.00205102-0.00040876j -0.00131912+0.0566576j -0.00145501-0.0414634j -0.0057511-0.0446165j -0.00342359+0.0261899j -0.00201149-0.0201619j 0.00955592+0.038678j -0.00125384-0.0116345j -0.00467431-0.00456662j 0.00218396+0.0602457j -0.00361506-0.00295535j -0.00285393-0.0387391j -0.00121805+0.0313105j 0.00646996-0.00487429j 0.00478748+0.0161318j -0.000174012-0.034936j 0.000878269-0.0157807j -0.00723446-0.0209955j 0.00180124-0.0531757j 0.00429464-0.0157008j 0.000679437+0.0143511j -0.00388791-0.0667113j 0.00656001-0.0148051j 0.00842005-0.0167458j -0.00559062+0.010145j 0.00310193+0.0390496j -0.00239751+0.00552471j 9.48869e-05+0.0019926j 0.00201701+0.0327251j 0.000663801-0.0164616j -0.00453912+0.0309686j 0.00220839-0.0174999j 0.00643606-0.0217796j 0.00100343-0.0213895j -0.00106657+0.00636584j 0.00191453-0.026826j -0.0132846+0.0156904j 0.00545379+0.0104168j -0.00186341+0.0400753j -0.00174104+0.0125222j -0.00344494+0.0030484j -0.00159235+0.057925j 0.0125009-0.0592701j 0.00156566+0.00192075j 0.00453131+0.00250822j -0.00601547+0.0140487j 0.00547467-0.0270058j -0.00155825-0.0299235j -0.0119933+0.0479314j -0.00460255+0.00243719j 0.0148957-0.036839j -0.00112519+0.0416564j 0.00635667-0.0224382j -0.000401375-0.00548466j 0.0300565+0.0314068j 0.00877177-0.0159634j 0.00457528+0.00267856j -0.00138948+0.0138167j -0.00770254+0.0346959j 0.00879546+0.00454173j -0.0042553+0.0048877j 0.000470111+0.00511106j -0.00937456+0.0288089j -0.0111975-0.00948529j 0.00588058+0.0181782j -0.00187616-0.0214265j 0.00652588-0.00794997j -0.0100803+0.0114882j -0.00655832+0.00158125j -0.00735651-0.00889871j -0.0032632-0.00609797j -0.0136438-0.00430576j -0.00748049+0.0274533j 0.00482679-0.0139053j -0.00544283+0.00409628j 0.00788941-0.0203194j -0.000739573+0.00910235j 0.00755341+0.0198032j -0.0121077+0.00331859j 0.0128294-0.0143298j -0.003974+0.012644j 0.0161641+0.0011495j 0.00611441+0.0149837j -0.0182243+0.017507j 0.00113707+0.00519476j -0.0110762-0.0260643j 0.0416798-0.0185256j -0.100872-0.157058j 0.188007-0.0422199j 0.091607+0.0434893j -0.0186188+0.0844686j -0.246891+0.0261703j 0.0259985+0.255093j 
0.0046291+0.00842886j 0.00588886+0.0264008j -0.00791024+0.0504925j -0.00621904+0.110932j -0.00356249-0.051478j -0.00456648-0.237796j 0.001671+0.0703302j 0.00487088+0.0286946j -0.00754097-0.083025j 0.0157046-0.10134j 0.0139941-0.0363871j 0.0239313-0.023482j 0.00701954-0.00258271j -0.00814105+0.00954042j 0.00586683+0.0218158j -0.0152926-0.0912025j 0.0171477+0.0168764j -0.00835162-0.024589j 0.00890589-0.0367463j -0.00843225+0.0219358j -0.0129297-0.0209079j 0.0175978-0.0682646j -0.0235873+0.000639853j 0.0100256-0.0262312j 0.00564877+0.0513261j -0.0309333+0.015109j -0.0179149-0.00444497j 0.0154596-0.00623804j -0.00299109-0.0178391j -0.00363919+0.0102718j 0.020415+0.028892j -0.0141807-0.0650827j -0.00156626-0.0125165j 0.036993-0.00808195j -0.0477799+0.0050102j -0.00109239-0.0565572j 0.000857947+0.0121714j 0.0568644-0.0610442j -0.0307678-0.0176734j 0.00994669-0.0521699j 0.0379311-0.00330292j 0.0240494+0.0147425j 0.0543364+0.0134797j 0.0222444-0.00378581j 0.00349095-0.0319517j -0.0163613+0.0102792j -0.00414996+0.031144j -0.0367517+0.00257221j 0.00534866-0.0248703j 0.000435329-0.0113434j 0.0147728+0.0081446j 0.0257583-0.00596545j -0.0107932-0.0116443j 0.0128639+0.00134654j 0.0241324-0.0331851j -0.00358086-0.0261285j 0.00371895-0.0330758j 0.00142024-0.000391821j -0.0306115-0.0126139j -0.0016993+0.00932945j -0.00280596+0.00423079j -0.0161193-0.0214502j 0.00228649+0.000973043j 0.0217399-0.0317698j -0.00153908+0.0224039j 0.0178361-0.00295217j -0.00777049+0.00601569j 0.0189504-0.0368742j 0.00397873-0.0165598j 0.00952864-0.00480518j -0.00540465+0.0175636j 0.00782129-0.00115376j -0.0156537+0.0345423j -0.0116085-0.00289472j -0.0162353+0.00497163j -0.012681+0.00848104j 0.0003648+0.0179302j 0.0359148-0.00270819j -0.0350114+0.0156949j -0.0161919-0.0129448j 0.0239125+0.0381766j -0.0315397-0.0185132j 0.00419018+0.00314033j -0.0295053-0.0223763j -0.0257573+0.022582j 0.0684196+0.0328378j -0.0138791-0.00271898j -0.0177133-0.0307742j 0.0430651-0.0432428j 0.0071956+0.018051j -0.00157685-0.0156564j -0.00795845-0.0147794j 0.0125689-0.0110002j 0.0317133+0.00271568j 0.0303267-0.00525048j 
0.0146811+0.0185255j -0.000669886-0.00697789j 0.00426717+0.0544654j 0.00763578-0.000755878j -0.00161617-0.138919j 0.00581657+0.0136512j 0.00288931+0.0107184j -0.0189797+0.0380405j 0.00130141-0.0979293j -0.00129483+0.0799816j 0.00774271-0.0338474j 0.0161778+0.117711j 0.00656469-0.0229463j 0.0022006+0.0265612j -0.0182422-0.10087j 0.00938102+0.0155274j 0.0160613-0.166798j -0.00386547+0.0572035j 0.00290998-0.0734961j 0.0224482+0.0155452j -0.00958895-0.0216978j -0.0165387+0.0800809j -0.00349623-0.0273349j 0.0119002+0.0457603j 0.0219307-0.0818184j 0.00663485-0.0564396j -0.00621206+0.0392043j 0.0102115-0.00476674j -0.00290829+0.0149592j 0.0212279+0.000637857j -0.0192652+0.0150186j 0.0046958+0.0268986j 0.00284992-0.0278296j 0.0207504-0.00935763j -0.000588502-0.0234643j 0.0114813+0.054384j 0.00184552-0.0314491j -0.00644362+0.0590114j -0.00266414+0.00418307j -0.0103503+0.0155903j 0.0290075+0.00923547j 0.0118428+0.0236527j -0.01161+0.023005j 0.00794878-0.000951478j -0.0106895+0.0163019j 0.0274962-0.00932428j -0.00100918-0.0392806j -0.00630142+0.0117417j -0.0119689-0.00767695j 0.0107433+0.00339008j 0.00173318+0.00229158j 0.0121529+0.00341563j -0.0073712+0.0373313j 0.00646034+0.0400039j -0.00247387+0.0691913j -0.0170948+0.00641801j -0.0280481-0.00987852j 0.018472-0.0266898j -0.0228929-0.0212282j -0.0263806+0.0118076j 0.0232649+0.0336763j 0.0048902+0.00777416j 0.0159831-0.0121963j 0.00120684+0.000546537j -0.0151616-0.0385118j 0.00531712+0.0193671j -0.00471758-0.0379946j -0.0014229+0.00652202j -0.0105579+0.0111608j 0.0242179+0.0207108j -0.0103166+0.0232729j -0.0257369+0.0250995j 0.0134475-0.0250745j -0.0126882+0.0252145j -0.0194447-0.00781594j -0.00119734-0.0317956j 0.0239965-0.00415496j -0.0227246-0.0182899j 0.0313068-0.00131202j 0.0203896+0.00554437j -0.0490488-0.0318414j -0.00206952-0.00987976j -0.042581+0.0334342j -0.00734921+0.00576158j -0.0415401-0.0518125j 0.035393+0.00600122j 0.0267497-0.0139688j -0.027605+0.0145515j -0.0500682+0.00664396j 0.0734545-0.0406141j -0.0181612-0.18601j -0.0495822+0.0158745j 0.0231838-0.0335238j -0.0871486-0.00787666j 0.126734-0.0201903j 
0.00468591+0.0348626j 0.00555545+0.0135408j -0.0119294+0.157442j -0.000570684+0.0314779j -0.00584689-0.30264j -0.00946622+0.0958979j -0.000126704-0.0940165j -0.00842442+0.147071j -0.00925898-0.142405j 0.0144642-0.00864635j -0.00196782-0.0848926j 0.013124+0.12904j 0.0107788+0.0090514j -0.00846604-0.0172169j 0.014328-0.00670677j -0.00698835-0.0290253j 0.0110195-0.00318535j -0.00587038+0.0685043j 0.00901218-0.0280679j -0.00074391+0.00340171j -0.0053686+0.0342329j 0.0309987-0.0519296j 0.00185801-0.00880828j -0.0115236+0.0157244j -0.0268245+0.0300229j 0.00899856-0.00666358j 0.0182614+0.0296174j 0.0331882+0.0389721j 0.0439137-0.00667983j -0.000178115+0.0184179j -0.0100605+0.0371098j -0.0061709-0.0554325j -0.0351128-0.0346032j -0.0134969-0.0109837j 0.0306392-0.0234518j 0.0159693-0.0309983j 0.0241078+0.00947415j -0.0376359-0.040881j -0.00901399-0.0223675j -0.0075936-0.0160987j 0.0079672+0.0276188j 0.0102385-0.0134592j 0.00933701+0.00161248j 0.0240841-0.0158234j -0.020777-0.0129337j -0.0172355+0.0359151j -0.0200101-0.00176082j 0.0194056+0.00226168j 0.0511728-0.0115725j 0.0419504+0.00192522j 0.0126631-0.00455114j -0.000345759-0.00682828j 0.00709839-0.0241451j 0.0206007+0.0189805j 0.00269277-0.0111618j -0.0098793-0.0167158j 0.0181097-0.0325761j 0.00567891-0.00544005j -0.0355713-0.0417214j 0.00404878-0.0114677j 0.011195-0.00299668j 0.00737207-0.00491256j 0.00580179+0.00445975j -0.0136612+0.00105368j -0.00704654+0.00873611j -0.0101462+0.00307298j -0.00914766-0.00836614j 0.0157377-0.00684757j -0.0126075-0.0190135j 0.0141283+0.0122442j -0.0262493+0.0134493j -0.00798981-0.00172912j 0.00816309+0.00891905j -0.00479993+0.0162453j -0.0363513-0.00619866j 0.00394936+0.00565138j 0.0118897+0.0232108j 0.00779093+0.0037838j -0.0157736+0.0111371j -0.0177066-0.0432806j -0.001159+0.0177148j -0.0459197-0.0236579j 0.0132679+0.0205305j -0.0168632-0.0113304j -0.0229235+0.0054357j 0.0226784+0.00793515j 0.0142827+0.0184569j 0.00737288-0.0281441j 0.026267-0.00693816j -0.0016526+0.0228855j 0.0175812-0.00149787j 0.0121116-0.0154555j 0.00496768-0.000142965j 0.0272239+0.0046196j 0.0242359+0.00604725j 
-0.00592734-0.018136j -0.00742622+0.0197638j 0.00449387-0.162464j -0.0281592+0.0207711j -0.00904862+0.240331j 0.00154599-0.274753j 0.000569815+0.169043j -0.011917-0.11846j -0.00389994+0.117334j 0.00297466+0.0515753j -0.00405188+0.128931j 0.00885485-0.019585j -0.0154811-0.0260819j -0.00251564+0.00265805j -0.00955339-0.0332927j 0.00281275+0.0681051j 0.0202021+0.0309348j -0.0130506-0.0332556j 0.00115823-0.157024j 0.081725-0.0213524j 0.00460606-0.0384784j 0.00414507+0.0810553j 0.0108637+0.0417226j -0.00742298-0.026464j -0.0154325-0.0203118j 0.00847241+0.0101306j -0.00139892-0.0617023j 0.0180894+0.0158362j -0.00898079+0.0406899j 0.00842761-0.0135643j -0.0305674+0.0115639j 0.00663146+0.0176616j -0.000887686-0.00108026j -0.00535111+0.02538j 0.00229265-0.010135j 0.00359077-0.0239425j -0.0131241-0.0496449j 0.0183958-0.019221j 0.020552+0.0154106j -0.00514518+0.0809586j -0.0115431+0.0461011j 0.00163236+0.0714531j 0.0300597+0.00415297j 0.00882356+0.0348991j 0.0249776+0.0203098j 0.025772-0.0220969j 0.0123295+0.0159056j -0.00266065-0.0343852j 0.00267339+0.0346645j 0.0214655+0.0070217j 0.0121487+0.0241158j -0.0198502-0.0112176j 0.00364629-0.00198199j 0.00196598+0.0566281j 0.00433124-0.00135718j 0.00345811-0.0261295j 0.0115139+0.0466977j -0.00679803-0.0298378j 0.00384156-0.0166962j 0.00335394+0.000622735j -0.00165779-0.0435726j 0.00903988-0.0352984j 0.00170384-0.0109161j -0.0013493+0.0380562j -0.00551583+0.0296227j 0.00406593-0.00651624j -0.010465+0.0152858j 0.0153235+0.0316567j 0.0134214-0.00646179j 0.00186207+0.0140546j 0.0137583-0.0261753j 0.0260599+0.0234924j 0.0115568-0.00466912j 0.00900217-0.0107908j 0.00909687+0.0105568j 0.0102883-0.0157138j 0.0223455+0.0117941j 0.00268027-0.0438966j -0.0172223-0.0574835j -0.0196963+0.0234117j -0.0453353-0.030756j 0.0281642+0.0365243j -0.00677089+0.0153895j 0.00851171+0.0119402j -0.0414983+0.00153503j -0.0154388-0.00197113j 0.0661315+0.019787j 0.0142311-0.0642052j -0.0148209+0.0480458j -0.0294204+0.0264625j 7.40212e-05+0.0179313j -0.0262385+0.00552589j -0.0413909-0.000724185j 0.040931+0.00476019j -0.0353718+0.00723715j 
0.000676343-0.00156033j 0.000775369+0.00521527j 0.0321804+0.0750781j 0.00327323-0.0349792j 0.00833103-0.115902j -0.00874489+0.192796j -0.0162911-0.218996j -0.000943492+0.0128865j 0.00168417+0.0132616j -0.0124104+0.0745932j -0.00304912-0.0283547j 0.012628-0.0834856j -0.00534708+0.0438008j -0.00168983+0.0316649j -0.0129894+0.033259j 0.00912461-0.0641059j 0.022036-0.0134665j -0.0201487+0.0288652j 0.00426663+0.0362979j 0.0170567+0.0485891j -0.00275484+0.0275704j 0.00543068-0.0865042j -0.0196859-0.0640836j 0.0364145-0.00836297j -0.00608776+0.0381606j -0.000917273+0.0517675j -0.00081081-0.0425707j 0.0160442-0.0165659j 0.0072331-0.0123062j 0.000546929-0.023369j 0.0296536+0.030249j -0.00871419-0.0736419j 0.0140641-0.00838293j -0.00475808-0.00678405j -0.00582099+0.0223734j -0.0119201-0.0148337j -0.0194548+0.0583035j -0.0180926-0.0402449j -0.00103962-0.0262106j -0.000326995-0.0485638j 0.0011353-0.0233386j -0.0534145-0.0337512j -0.0173338-0.0235973j -0.00747196-0.0150548j -0.00613572+0.00140474j -0.0164549+0.045205j 0.0134882-0.0289076j 0.0100936+0.0181081j -0.0302898-0.017577j -0.0151138-0.00444597j 0.00101835-0.0175626j -0.0182877-0.013165j -0.00984791-0.00491391j -0.00650812-0.0576528j -0.0082283-0.0226014j 0.0173222-0.00887581j -0.0369903-0.0399423j 0.00337786-0.00251612j -0.00599396+0.0124505j 0.0123067-0.0102112j 0.00581532+0.0329294j 0.00157857+0.0251953j 0.00992426-0.0198708j -6.71315e-05-0.0198161j -0.0190055-0.00272029j 0.0140044-0.0150905j 0.00123136-0.00868811j 0.0205961-0.0162264j -0.0112922-0.00426311j 0.00317637-0.0248958j 0.00120246+0.0168282j -0.00185833-0.00312658j -0.0156059+0.0158865j -0.00803585+0.00799474j -0.0018622+0.0337901j -0.014824+0.0138921j -0.0148268+0.005954j 0.00458692+0.031159j 0.00438035+0.0288782j -0.0308746-0.0155591j 0.0474099+0.0252165j -0.0329701-0.0198603j 0.0372126+0.00824262j -0.0103264-0.00672504j 0.0290647+0.0318461j 0.000308961+0.00393832j -0.0225948-0.00948563j 0.000175779+0.00873085j 0.0115519-0.0500013j 0.000453272-0.0622892j -0.022886+0.0411583j 0.0501572-0.00901742j 0.0364487+0.0184845j -0.0377412+0.010274j -0.0231162-0.00342257j 
0.00309117-0.0107173j 0.00764348+0.0198132j -0.0111056+0.130123j -0.000353749+0.0652322j -0.00550808-0.168835j -0.00240855-0.159304j -0.00582848+0.0179253j -0.00436019+0.0738424j 0.00143229-0.211917j -0.0141236-0.0987452j -0.00696552-0.0606831j -0.000796172+0.0756965j 0.000325921-0.0460199j -0.00457681+0.00964187j 0.00679972-0.0064428j -0.0035489-0.141487j -0.00806784-0.0851953j 0.00403167-0.151301j -0.000843728+0.0246202j 0.00191787-0.0549782j 0.00709829+0.114237j -0.00887246-0.0159926j 0.0062909-0.0464766j -0.00343466-0.0498372j -0.0293452+0.0855051j -0.00254411+0.030177j -0.00266478+0.00135346j -0.0001721-0.0411718j -0.0241267-0.00300786j -0.0025143-0.0113941j 0.000243748+0.0207289j 0.0028362-0.0481935j 0.0168871-0.0124352j -0.000131952-0.013963j 0.0109839+0.0395847j 0.0152573-0.0232267j 0.00530106+0.0331147j 0.00333825-0.00872319j -0.00514712+0.00106147j 0.0204621-0.0463519j -0.016536-0.0769618j -0.0175995-0.0398649j -0.0065369+0.0579814j -0.00684808-0.0468668j 0.00627634+0.0196623j -0.0199774-0.0140767j -0.0287804+0.0306092j 0.0124786+0.0286981j -0.0144496-0.000909776j -0.0128166-0.0156326j 0.0036895-0.00761764j 0.0135065-0.00890012j 0.0163055+0.0253273j 0.0317148+0.00641152j 0.0242964+0.00451796j -0.0144237-0.00729556j 0.0160283+0.0103189j 0.000624351-0.0108907j 0.0209147+0.00475943j -0.00510068+0.00559261j 0.000570235+0.0157911j 0.0122425+0.0123715j -0.0264407-0.00154171j 0.00720711-0.0200276j 0.00781721+0.00011443j -0.00223376+0.0187921j 0.0272434+0.0157393j 0.0121687-0.0360064j -0.00179041-0.00018057j 0.00250789+0.0201204j -0.0285274+0.0380806j -0.0172328-0.0397063j -0.0137517+0.0246987j -0.0259108-0.0041792j -0.0152558+0.0143128j -0.0241547+0.00131127j -0.0112603-0.00069356j -0.0284793-0.00246085j 0.0091502+0.042498j 0.0163729-0.000263745j 0.0288819+0.0630165j -0.00607863+0.00193676j 0.0130346-0.0487061j -0.0107317-0.0153458j 0.0168884+4.7331e-05j 0.0176217+0.0223146j -0.0299955-0.0653718j -0.0411613+0.018205j 0.0476754-0.0157415j -0.0194116+0.0743036j 0.0607509+0.0489548j -0.017178-0.0520413j 0.0209804-0.00953403j 0.0727298-0.0191558j -0.010072+0.00631235j 
-0.0101134-0.0286083j -0.0116983+0.0392184j -0.00322297-0.0283106j 0.00148331-0.0415066j 0.00565751+0.0896638j 0.00996141+0.149592j 0.0116111-0.226537j 0.0172987-0.0179815j -0.0074386+0.104007j 0.0117004-0.00422319j 0.00187504-0.00775314j -0.0056552-0.0429183j 0.00982534+0.0364331j 0.0108745+0.0508221j 0.000451746+0.0345727j -0.0171551-0.162151j -0.00252451+0.249004j 0.0101564-0.097149j 0.00684723-0.151602j 0.0240269-0.119721j 0.00448886+0.00361013j 0.00219876-0.022532j 0.0294239+0.00448274j 0.00125191-0.133501j 0.00813214+0.111709j 0.00147128+0.139599j 0.00857165-0.0827648j 0.00490806-0.0128532j -0.00822746+0.0611348j 0.0132047-0.0299151j 0.00418084+0.000985778j -0.00720567-0.0545046j 0.00628149+0.0696947j -0.0002078+0.0186564j 0.0157519+0.0768675j -0.001251-0.124825j -0.0553581+0.0564838j -0.00175098-0.0930721j -0.0129567-0.0169654j 0.00882319+0.019046j -0.0261937-0.0185151j 0.0162341-0.0175779j 0.0190106+0.0440305j -0.0206807+0.0276795j 0.0270382+0.0291032j -0.0149772-0.00729387j -0.00331385-0.0278201j 0.0112334+0.0319936j -0.00358417+0.0221262j 0.0121214-0.00764849j -0.00867918+0.0358981j -0.0145013-0.0195994j 0.0355952-0.0586699j -0.0255513-0.0044484j 0.00752529-0.0615762j -0.00303993-0.0414396j -0.0356538-0.022421j 0.00650964-0.0350895j 0.0119304+0.0014127j 0.00272098+0.0370641j -0.0554716-0.0370475j -0.0271379-0.0132848j 0.00203802+0.00507853j 0.0259577-0.00719063j 0.0304223+0.00487242j -0.00853287+0.000462435j 0.00792878+0.0349602j 0.0165438-0.00421873j -0.0156847-0.0163406j 0.00415679+0.0292454j 0.000739603-0.00777976j 0.0036327-0.0473975j -0.00318764+0.0671162j 0.00945317-0.0266037j 0.0130507+0.0527667j 0.00801827+0.0271747j 0.0071493+0.00266455j -0.000253978-0.0164229j -0.066213-0.0265705j -0.0411312+0.0491307j 0.0544865+0.0347087j -0.000798687+0.0192488j 0.0808628-0.0460736j -0.0250853-0.00710712j -0.0043884+0.0533822j -0.0160545+0.0393662j 0.0387973-0.0752492j -0.00492934-0.0566033j 0.0546446-0.0765082j 0.0562685-0.0702963j -0.0243834+0.0013013j -0.039206-0.0596137j 0.0788926+0.0317872j -0.0152149-0.0122239j -0.043262-0.0150646j 
-0.00303153+0.0124284j 0.0118307-0.00014446j -0.0153674+0.00866913j 0.0160102+0.0026866j 0.000514264-0.0708073j -0.00309771+0.142364j 0.0111637-0.0995006j 0.0228539-0.0349334j -0.00385952+0.0331631j 0.0239317+0.0642159j 0.0175453-0.114496j 0.0316881+0.0887795j 0.0284764-0.0276608j -0.000976324-0.0873346j 0.0103709-0.0965621j -0.0434812+0.152921j -0.000690696-0.351288j -0.0200923-0.0334572j 0.0251431+0.0645671j 0.0311554+0.00562051j -0.00244913-0.386194j -0.0114778+0.0126495j 0.0283945+0.0268797j -0.00670812-0.0460321j -0.0661711-0.0839686j -0.0133475-0.0329456j 0.00880176-0.0344413j -0.0188965+0.0145096j -0.0339369+0.0523319j 0.0120491-0.0178458j 0.0416404+0.00648206j 0.000147559+0.0514581j 0.0232194+0.0847147j 0.00808435-0.0891408j 0.0251926-0.0868644j -0.015823+0.00567735j -0.0265604-0.067706j -0.00504524+0.0098214j -0.00632579-0.0438678j 0.0338577-0.0273101j -0.00326472+0.0144361j 0.00705496-0.0281485j 0.0121089+0.0290233j 0.00202347+0.0191136j 0.0256782-0.0787451j -0.00531279+0.0203823j 0.00245866-0.0944331j 0.0119049+0.0542242j 0.00217457-0.0508904j -0.032125-0.0593261j 0.00550312+0.0675537j 0.0136197+0.0597905j 0.0137139-0.0142718j -0.00305095+0.044796j -0.00769558-0.0427649j -0.0227131-0.0146921j -0.024191-0.0446478j -0.0167407-0.0774736j -0.0168295+0.0262911j 0.00388867+0.0349533j -0.00835851+0.0438907j -0.00905678+0.0222024j 0.0311507-0.0261369j 0.0122713+0.0246502j -0.00922675+0.0316158j -0.00983749+0.022846j 0.0160181-0.0172389j -0.000432365+0.0208022j -0.029885-0.00615108j 0.016992+0.0363555j -0.0128268+0.0369983j -0.0298351+0.0418141j 0.00573501-0.0164412j 0.0375853-0.0187684j -0.0282259+0.053194j 0.0082582+0.0176695j -0.0280444-0.0119369j -0.0223076-0.0173538j 0.0180693-0.0157765j -0.0475969-0.0271603j 0.0136996-0.0382591j 0.044228+0.0696817j -0.0314496-0.0705258j 0.00816201+0.0248116j 0.0413514-0.0707821j -0.0717291+0.039996j -0.010058-0.000777482j -0.000373155-0.0243048j -0.0514089-0.057096j -0.00482314+0.0446224j 0.0460977+0.0110407j -0.0788819-0.0167742j 0.0622804+0.0272176j 0.0792644-0.049037j 0.0283179+0.0184829j 
0.00911651-0.0259472j -0.00291997+0.000272851j 0.00236793-0.0137653j -0.013352-0.101243j -0.0018302+0.0279898j -0.000152454+0.233828j -0.0112182-0.219047j -0.0198106-0.010198j 0.00418041+0.0412813j -0.0265248+0.001697j -0.00084564-0.080201j -0.0163649-0.103463j -0.00399283-0.00133667j -0.00413965+0.00624659j -0.0082733-0.0736839j 0.03596+0.0669185j 0.00884579-0.0335601j 0.00201142-0.11551j -0.0114577+0.00134792j -0.0529921-0.0667607j 0.00814149-0.359523j 0.00757342+0.0714322j -0.0319793+0.0815945j 0.0191747-0.00859246j 0.0631562+0.0248044j 0.0140695+0.0281714j -0.0229942-0.0321803j 0.0200882+0.0211649j 0.0399825-0.0549621j -0.0180446-0.0138759j -0.0224161-0.033555j 0.00897087+0.0755305j -0.0173307-0.0711494j 0.0243771-0.00908115j -0.0304541+0.0217532j -0.00555612+0.0434106j 0.0725187+0.0120541j 0.00988986+0.00102467j 0.0451843-0.00872722j -0.0704851+0.00988097j -0.00790991+0.0488345j -0.0142629-0.038576j -0.0172262+0.000438389j 0.0262058+0.039051j -0.0161526+0.116339j 0.00732342-0.00269091j 0.00937052+0.000117944j 0.0137578+0.0110278j 0.0458146-0.01076j 0.00757368+0.000475491j -0.0232168-0.0357002j -0.00637199+0.0289596j -0.00788418-0.00837071j 0.00452102-0.0254053j 0.00247236-0.00367918j 0.00950033-0.0168208j -0.0137634+0.0283691j -0.0348408+0.0261174j 0.00762881-0.0237614j 0.011009+0.0178738j 0.00695864+0.00296884j -0.010915+0.0369597j -0.0140725+0.0186124j 0.0130651-0.0505229j -0.00540582-0.0445199j 0.00759858-0.0216535j -0.00696655-0.00105542j 0.0237596-0.0281729j -0.0250743+0.00723396j 0.0329535-0.0198111j -0.000381912+0.019679j -0.0269781+0.00992792j 0.0140785-0.0360812j -0.0404999+0.0424489j 0.0278754+0.0145154j 0.0130946+0.0157647j 8.24071e-05+0.012244j 0.00590034-0.0221876j -0.0201278+0.0131056j -0.0253611+0.0646297j 0.0437594-0.0508045j 0.00213261-0.102074j -0.0693691+0.07045j -0.0328869+0.0220321j -0.00187003+0.0295253j 0.0772284-0.000696071j -0.0606332-0.0135318j -0.0619261-0.0187063j -0.0487851-0.035813j -0.0155468+0.019503j -0.0131107+0.0452222j 0.148359+0.029717j -0.0362552+0.00125985j 0.00840789+0.0414575j -0.0138571-0.0123373j 
-0.0260246+0.0120893j -0.00604318+0.016201j -0.00135168+0.0130686j -0.0263991+0.00579862j 4.36873e-06-0.111001j 0.00433977+0.00552271j 0.0026632+0.0154084j 0.0138222+0.0924272j 0.00648224-0.11056j -0.00335468+0.0297651j -0.0159454-0.0250311j -0.0223107+0.11089j -0.0220079+0.0257744j 0.0146676-0.0753642j -0.00799918+0.187244j 0.0147463+0.544328j -0.0154818+0.0470756j 0.0208914-0.348921j -0.0198961+0.342262j 0.0153258-0.0259397j 0.00490387+0.11911j -0.00929547-0.057788j 0.00426944+0.0931093j -0.00954193-0.130255j 0.0429717+0.106094j -0.0206064+0.103568j -0.00294474-0.0443225j -0.00225873+0.0926942j 0.000144583-0.0345432j 0.00953733+0.0133139j -0.0348227+0.0231313j -0.00302201+0.0918836j -0.00381168+0.0390332j 0.000358155+0.0377092j 0.0159496-0.0289914j 0.00717814+0.0458322j -0.0358091-0.0570617j 0.00685596+0.00860515j -0.0115558-0.00466491j -0.0126656+0.051385j -0.0268927+0.0174254j 0.00114129+0.0416227j 0.0326385+0.0736874j -0.0204895+0.0482758j 0.0413188+0.0672527j -0.00798198-0.0467397j 0.00204881+0.0674281j -0.0174758-0.0688272j 0.0245735+0.0265683j 0.0301064+0.0256172j -0.00103321-0.00178244j 0.0179424+0.0426076j -0.0150668-0.0215018j -0.00666505-0.00149823j 0.000470812-0.0197537j 0.0224521+0.0324685j 0.00931389+0.0865969j 0.0103045+0.0489123j 0.00292298-0.0128993j 0.00314996+0.00334012j -0.0274401-0.0127851j -0.010483+0.0230452j 0.00378024+0.038036j -0.0107491+0.0741902j 0.0130639-0.0218888j -0.0308112+0.0149057j -0.0167235-0.013221j 0.0126142-0.0122384j -0.0404817-0.0344309j -0.00513675-0.00559369j -0.0270415-0.0290584j 0.041324-0.0521834j 0.0113906-0.0362431j 0.00458844-0.0552762j 0.0141355+0.0173648j 0.0133822+0.00289557j 0.0162719+0.0217237j -0.00280003-0.0104588j 0.00451213-0.00169041j -0.0265415+0.036051j -0.0127781+0.0134464j 0.00351545+0.0472629j -0.0593684-0.0286586j 0.0167598-0.00815872j 0.0307237+0.0140132j -0.0307997-0.00486694j -0.0243569-0.0113179j 0.0573512-0.00967613j 0.0131831+0.0233303j 0.0117158-0.0171713j -0.0165448+0.0153284j -0.0410756-0.0243058j -0.0168865+0.00715575j 0.00288848+0.023873j -0.0761467+0.00385844j 
