0.004806-0.0247454j 0.00269939-0.00528133j 0.000315801+0.00257309j -0.00263471+0.0374955j -0.00134599+0.00709986j -0.00122405+0.0139064j 0.000697328+0.00249898j 0.00156826+0.00136964j 0.00140199-0.00680376j 0.000465263-0.0141782j -0.0010723-0.0239861j -0.00044514-0.0104594j -0.00151442+0.0127705j 6.18257e-06+0.0183431j 0.00130221-0.00256637j 0.000603133-0.00751004j 0.000544394-0.00660082j -0.00127159+0.00751819j 0.000182505+0.00226421j -0.00107194+0.00798288j -6.63802e-05-0.0207394j 0.000466864+0.0307333j 0.00119693+0.0436903j -0.000635658+0.00515028j -0.000574899+0.0314249j -0.000747439+0.0561326j 0.000341366+0.00770454j -5.76683e-05-0.0218896j -0.000996198+0.00256727j 0.000954506-0.00165499j 0.00189068+0.0508673j -0.000194866-0.0155828j -0.000717661-0.00245867j 0.000134146+0.0222961j -0.00111806-0.0346339j 0.000784371+0.0404744j 0.000661194-0.0107127j -0.00065324+0.0319435j -0.000731975+0.00840488j 0.00108204+0.00879038j 0.00252595+0.0190926j 0.0032846-0.0281687j -0.00179765-0.00553891j -0.00232459-0.00611563j 0.00133787-0.000907975j 0.00335592+0.0224681j 0.00520694-0.0207646j -0.000462036+0.015011j -0.00849877+0.0412497j 0.00157162+0.17878j -0.0155387+0.0959504j -0.000922233-0.892126j 
-0.0014874+0.0526047j -0.00756428+0.012834j 0.00282989-0.0411109j -0.00298142-0.0554511j 0.00170347+0.0338973j 0.00523705-0.0575204j 0.00115308-0.0532762j -0.000784735-0.0394453j -0.00281244-0.0293815j -9.75351e-05-0.0257109j -0.00010858+0.108227j -0.000319787+0.0200373j -0.00162876-0.0744233j -0.00011594-0.0605803j 0.00040004+0.0739624j -0.00238502-0.0205058j -0.000504637-0.0284728j 0.000289122+0.0421402j -0.000403671+0.142454j -0.000277508+0.129263j 0.000953541-0.014192j 0.00197089-0.00700904j -0.00102688-0.0356855j 0.0012974-0.00418877j -0.00038367+0.00865072j 0.000875073-0.12506j -0.00114298-0.0107569j -0.00082855+0.0427722j -0.000815112-0.0274713j 0.00342352+0.0179273j -0.00330867-0.0752563j 0.00403186-0.073083j -0.00126037+0.118663j 0.00432534-0.119971j -0.00337696-0.0726704j 0.000832138+0.168013j 0.00203188+0.0344032j -0.00291729+0.00122844j 0.000615468+0.164362j -0.00140445-0.049103j 0.00216313+0.157735j -0.000673575+0.0218106j 0.00311708+0.0404902j 0.00445108+0.0556966j -0.000396666+0.0135994j -0.00320842-0.0571701j -0.00144562-0.00876782j 0.00124985+0.00348501j 0.000186764+0.0279841j -0.00195841-0.0108907j 0.00240781-0.0109031j -0.00313904-0.029012j 
0.0102828+0.0115282j -0.00153791+0.0588819j -0.00104731+0.028334j -0.0011776+0.0101j -0.00163983+0.0825308j 0.00120974-0.04172j 0.000410337+0.000829553j -0.00157981-0.0329722j 0.000515614-0.0923321j -0.00241508-0.289164j 0.00121755+0.185978j 5.45115e-05+0.144748j -0.00196845-0.117655j -0.00146118-0.0304866j 8.61315e-05-0.0758984j 0.000455043-0.102531j 0.000962562+0.0153981j 3.94347e-05-0.0167259j 0.000576519+0.193544j 0.00132344+0.0711814j 9.26118e-05+0.0767042j 0.00194272-0.139256j -0.00278702+0.0321888j 0.00156974-0.0586696j 0.000796988+0.0218122j 0.00336397-0.142253j -0.00295831-0.143425j 0.000267022+0.0768246j 6.52182e-05-0.0923663j 0.00183178+0.0442792j -0.00242285-0.101549j 0.00392423+0.108144j -0.00097256-0.00219314j -0.000709782-0.233371j -0.00286999-0.122712j 0.001675-0.13995j 0.00103558-0.127449j -0.000124817+0.159742j -0.00191484-0.211641j -0.00114881-0.0662522j 0.000885994+0.217006j -0.00301106-0.154668j 0.000495795-0.0398145j 0.00182454+0.0475258j -0.000955026+0.0135198j -0.00258504-0.0405612j -0.00131852-0.0268837j 0.00336363-0.0624607j -0.000100062+0.0058706j -0.000818327+0.0378735j 0.00157895-0.00865384j -0.00322721-0.0166954j 
-0.00179756-0.0096372j 0.00566355-0.0238576j -0.00222443-0.0101657j 0.00453287+0.0173075j 2.5128e-05+0.0276007j -0.00190509+0.122612j -7.09045e-05+0.0118754j -0.000137216+0.111913j -0.0017021+0.212476j 0.000518939+0.153393j -0.000490966-0.0323058j -0.00138167-0.00231128j -0.00118613+0.152784j 0.00261667+0.000241672j -0.000570832-0.14957j 0.000677046-0.0422322j 8.80716e-05-0.00326371j 0.000438702+0.0661709j 0.000207891-0.0013648j -0.00163467-0.102742j 0.000588956-0.0855203j 0.0010534+0.119791j -6.78817e-05-0.0742079j -0.00183344+0.0285171j -0.00150631+0.188095j -0.00089162+0.059876j 0.00180086-0.0943534j -0.00302868-0.214989j 0.00109063+0.0263444j 0.00347664+0.026365j -0.00259099-0.0555735j 0.00415846-0.0613284j -0.00271788-0.0970375j 0.00291593+0.102857j -0.00195047+0.105537j 0.00248678+0.126941j -0.00257787-0.0642968j 0.00146244+0.125665j -0.00100838-0.249646j 0.00123006+0.0950825j 0.00299307-0.09774j 0.00238835+0.166335j 0.00336627+0.129227j 0.00342386+0.11983j -0.00183269+0.0938378j 0.00138276-0.0338108j 0.00166362-0.0269774j -0.00232193-0.0361299j -0.000557871-0.00767864j -7.76805e-05-0.0122498j -0.00106572+0.00222873j 0.0011457+0.0199813j 
-0.000765116+0.051453j -0.0051563+0.0225063j 0.00416283+0.0163893j -0.0026287-0.0544751j 0.00147789+0.0751557j 0.00430043-0.105522j 0.000514817-0.174292j -0.00108052-0.0358702j -0.000626997-0.0596492j -0.00180212+0.0123658j 0.000189925+0.0810245j 0.000382358+0.152331j 0.00111224+0.0326181j 0.0007867+0.031179j 0.0023459+0.0218215j -0.00182564+0.212511j 0.000272635+0.0199123j -0.000636059+0.0430966j 0.000672823-0.111945j 0.000628902+0.187104j -0.00045072+0.112311j 0.000392818+0.143831j -0.00154265-0.253231j 0.00130464+0.11775j 0.000674823-0.0428678j 0.000888198+0.101324j -0.00264488-0.0878409j 0.00128449-0.0626116j 8.88726e-05-0.0881515j 0.000463248+0.11285j 0.000217148-0.0624543j -0.0023591+0.113402j 3.41253e-05+0.125095j -0.00111295-0.194936j 0.000287552+0.0085599j 0.00191935+0.498922j 0.00153011-0.0858224j -0.0027917-0.127737j -7.11418e-05-0.0239593j -0.000143166-0.0772416j -0.00201436-0.251054j -0.000610195+0.109564j -0.00158704+0.00245717j 0.00117304-0.00629354j 0.00136133-0.091992j -0.0023478-0.0481706j -0.000798803-0.0172473j 0.00303168+0.0824096j 0.000422232+0.00314371j -0.00103808+0.000178837j 0.00120936-0.0194303j -0.00405864-0.0249556j 
-0.0117522-0.0676725j 0.0211721-0.0416726j 0.00565493+0.0684128j 0.00248138-0.00843923j 0.00938856+0.0144047j -0.00345018+0.0390367j 0.00487448+0.0300032j -0.00324495+0.00948665j 0.00244228-0.0658053j 0.00344906-0.0466685j -0.00595462+0.175369j -0.000863111-0.0255274j -0.000286959-0.0246411j -9.71979e-05-0.0771549j 0.00246166+0.0598075j -0.00120951-0.0387716j -0.00214979+0.0307689j 0.000186287-0.0380669j 0.000129174-0.00306922j 0.00273972+0.0358492j -0.0010248+0.153529j 0.00174349-0.0801989j 0.00202802-0.0838995j 0.00137476+0.0357609j 0.00183069-0.0530713j -0.00291596-0.0152461j -2.62595e-05-0.115263j 0.00183303+0.160067j -0.00211787-0.0615312j 0.00640312+0.257254j 0.00288147-0.0848677j -0.00243812+0.116779j -0.00117105+0.199929j -4.691e-05+0.0818736j -0.000122359-0.00662637j 0.0004604-0.0809257j -0.00307819+0.0252096j -0.00382136-0.0766502j -0.000458704+0.029549j -0.0018691+0.0117368j 0.00179539-0.011143j 0.00184701+0.00663993j -0.000345413+0.0486151j -0.000557099-0.0395122j 0.00187253-0.0391634j 0.000251219+0.0468113j 0.00305108-0.0765113j 0.0001942-0.12471j 0.0013104+0.0472147j -0.00269994+0.0725244j -0.00022686+0.0456513j 0.00188462-0.017275j 
-0.00973801-0.0166397j -0.00587986-0.00505925j 0.00011371+0.0678025j -0.00503828+0.0995355j 0.00156521-0.060457j 0.00322504+0.0652045j -0.000747741+0.0284562j -0.000227015+0.106575j 0.0010568+0.134297j -0.000330319+0.2057j -0.00152758-0.217256j 0.00365844+0.0677879j -0.00119457-0.191044j 0.00370942-0.108388j -0.00102135+0.0562885j 0.000600008+0.0389012j 0.00100769-0.00695113j 0.00118034+0.0362178j 0.00152832+0.0690513j 0.00340587-0.0647642j -0.00196963+0.0926037j 0.000986421-0.0168851j 0.000957398-0.120748j 0.00192676-0.091012j -9.03855e-06-0.306396j -0.00232076+0.0474279j 0.00413643-0.0562695j 0.00170823+0.0338705j 0.00061514+0.223995j -0.000218998+0.0965918j -0.00109465-0.212847j 0.00226334+0.175499j -0.000982006-0.257287j -0.00101806-0.19377j -0.0018537-0.334793j -0.00218121-0.0984413j 0.00210278+0.0162516j -0.0029084+0.096005j -0.00203194+0.0603823j -0.000750068-0.00447391j -0.000745738-0.0606579j 0.00157526-0.0329283j 0.000173026+0.036489j 0.000169861+0.0741939j -0.00082052-0.0164094j 0.00265934+0.0331299j 0.000448728+0.0855807j -0.0021174+0.0630536j 0.00516292+0.0337867j 0.00474809+0.0273356j -0.000419324+0.0282217j 0.00355571-0.0237496j 
0.00909499-0.0644318j 8.82906e-05+0.0137012j 0.0010619+0.131162j -0.00352726-0.0243864j -0.00103414-0.0106638j 0.0006595-0.0540509j 0.00420268-0.128662j -0.00398408+0.0839434j -7.18673e-05-0.0762423j -0.000620376+0.0190889j -0.00131142-0.0687288j -0.00242422+0.0429713j 0.000495359+0.00525674j -0.00123271-0.09202j 0.000576146-0.148995j -0.000494499+0.146224j -0.000338305-0.106113j 0.000329512-0.0724756j 0.000595483-0.306122j 0.000353447-0.144343j 0.00161897+0.108646j -0.000122235-0.180998j -0.00139651-0.0257365j 0.000707439+0.0492686j 0.00185701-0.238703j 0.00178848+0.00449204j -0.00073191+0.202006j 0.00105862-0.136465j -0.00031318-0.102612j 0.00356293+0.0543326j -0.00201312+0.0766868j 0.00102927+0.292257j -0.00152704+0.011329j 0.00253301+0.317546j 0.000173576-0.0288473j 0.00179775-0.0738386j -0.00277578-0.114608j 0.000387278+0.209842j 0.000882671+0.155261j -0.000712213+0.0537251j 0.00133225-0.054069j -0.00175048+0.0240054j 0.00127938-0.0657989j 0.00149955-0.0724688j -0.000487093-0.10643j -0.0020455-0.0644896j 0.000522113+0.0805327j 0.00342198-0.020382j -0.00437-0.0233201j -0.00352792-0.0128718j 0.00142796-0.0300624j -0.00320527-0.00814171j 
-0.00463467+0.0310039j -0.00334831-0.0350396j -0.0034233-0.00846653j -0.00409725-0.0245869j 0.000733932-0.00885569j -0.00103164+0.0277429j -0.000357912+0.0905655j 0.000752784+0.114217j -0.00165781+0.180836j 0.00248498+0.0278293j -0.00156937-0.0547692j 0.000970083-0.243519j 2.26331e-05-0.124344j 0.00218614-0.0317115j 0.00109316-0.25488j -0.000215357+0.0298274j -0.000277986+0.08014j 0.000206387-0.0905959j -0.000290436+0.0284397j 0.000606688+0.109439j -0.000347318-0.0750971j 0.00185564-0.112241j 0.00230063-0.00551809j 0.000345173+0.0208544j -0.000133923+0.147379j -0.00223477+0.0558761j 0.000918321+0.0584584j -0.000658587-0.233202j 0.000138649-0.0720121j -0.000705757-0.0638844j 0.00167631+0.054592j -0.0003842+0.300295j -1.41645e-05+0.55024j -0.000602554-0.153523j -0.000426096-0.169557j -0.000639864-0.141459j 0.00111056-0.172817j -0.0002763-0.082732j -0.00116496-0.0322081j 0.000642777-0.0501152j 0.000520256+0.0620671j 0.000557994+0.134018j -0.000639434+0.0412875j -0.00100138-0.0378j 0.000205997+0.0347044j 0.00109623+0.0171127j -0.000171871-0.00294831j -0.00276881+0.0249734j 0.000374217-0.0134845j 0.00180661-0.00837243j -0.00121951+0.00258113j 0.002116+0.00453227j 
0.007416+0.0053798j -0.00261465+0.0490456j 0.000233644+0.0372914j -0.000978312-0.0217306j -0.00326952-0.0721452j 0.000201375+0.10425j -0.00152125-0.0153034j 0.000451332-0.0230799j 0.000639191+0.288705j -0.000103624-0.0181708j 0.00218028+0.102544j 0.00120434+0.00827056j -0.00107487-0.317125j -0.00145689+0.0953617j 0.00076691-0.0237222j 0.00232975+0.0295909j 0.000568373-0.142257j -0.00154447+0.13375j 0.000327703+0.0763942j -0.000641249-0.117809j 0.00104571+0.00466784j -0.00174907+0.110498j -0.00197835-0.0848081j 0.000250224-0.068722j -0.000812939-0.0665073j 0.00120362+0.0527996j -0.00155621+0.0189673j 0.00148761-0.239215j -0.000139329-0.00839897j -0.00247844+0.532578j -6.48769e-05-0.039081j -0.000565657-0.149515j 0.00168772+0.117432j -0.00111464+0.174936j 0.000525563+0.0975124j -0.0010974-0.128583j 0.000918104+0.187906j 0.00016894-0.170944j -6.02494e-06-0.128416j -4.1189e-05-0.0236541j 2.71077e-05+0.0357211j -0.000321858-0.0268575j -0.00110914-0.022734j -0.000625897+0.0856614j 3.8867e-06-0.0103259j -0.00166273-0.080363j 0.00115325+0.00450948j 0.00251666+0.05134j -0.00054858+0.0239784j 0.000185037+0.0209477j -0.000835676-0.0218443j -0.00202674-0.00484995j 
-0.00739658+0.0571374j -0.0113826+0.00377419j -0.00558337-0.00734627j 0.000225793+0.0819975j -0.00165658+0.140946j 0.00113072-0.081385j -0.00863533+0.0171686j 0.0027036+0.0453264j 0.00124692-0.0192204j -0.00520499-0.146518j 0.00182317+0.074099j 0.0022561+0.158345j -0.0028073-0.00193832j 0.00362+0.196164j -0.000613262+0.106774j 0.000224973-0.00450982j 0.00341811+0.15935j 0.00154495-0.126527j 0.00257455+0.00331089j 0.000163364-0.0941089j -0.00140597+0.065334j 0.000850527-0.0564084j 0.00220483-0.00445342j -4.11903e-05+0.117612j -0.00273563+0.0351779j -0.00179572+0.151894j 0.00277967-0.0656225j -0.00254187+0.188944j 0.00259639-0.0846695j -0.00489676+0.10258j -0.000736878+0.108424j 0.00453133+0.22162j -0.000925114+0.111543j 0.000809911+0.34345j -0.00300407+0.174632j -0.000606313-0.0128577j 0.00579879+0.0228151j 0.000645889+0.0197542j -0.000831508-0.0732674j 0.00284939-0.00226316j -0.00181635-0.0206616j 0.00112179-0.0670005j 0.000885364-0.0183245j 0.000837484-0.0123754j -0.00330791-0.00255836j 0.00443209-0.0597662j -0.003383-0.0244007j -0.0044295-0.0185595j 0.00540754-0.0405123j 0.00642247+0.0555152j -0.00018302+0.0345284j 0.00471266+0.0119086j 
-0.00593784+0.0163654j 0.000689964-0.0571328j -0.00430234+0.0990941j -0.00191323-0.079425j -0.0010754+0.00545237j -0.00371889-0.116329j -0.00130235+0.016529j 0.003817+0.0802027j 0.00362769-0.128801j -0.00166572-0.236925j -0.00317889+0.0602064j -0.00097716+0.0134216j 0.000215348-0.287572j 0.00206875-0.202529j -0.00013811-0.00262928j -0.00109796+0.0808558j -0.000369685+0.0464896j -0.000735346+0.0294192j -0.000733266-0.223321j -0.000893876+0.0793709j -0.00178315-0.102963j 0.0015902+0.154527j 0.00375808+0.00363544j 0.000208253+0.0438739j 0.000181828+0.212063j -0.00310922-0.142362j 0.00141906+0.130275j -0.0014823-0.241081j 0.000522757-0.313677j -0.0015353+0.0137827j 0.00271003-0.170799j 0.000428062-0.0172005j -0.000745238-0.39965j 0.000588054-0.0424334j -0.00020478+0.0293469j 0.000274244-0.0778175j 0.00167479-0.0325197j 0.00167114-0.13632j 3.62719e-05+0.0496331j 0.00217708+0.0342058j 7.83112e-05+0.035548j 0.00157703+0.0763744j -0.00109285+0.00472091j -0.000874093-0.0672487j -0.00194124-0.0469261j 0.00250756-0.0655952j -0.00164749+0.00235346j -0.00431934-0.0677811j -0.000577359-0.036155j 0.00198982+0.0652645j -0.000507187+0.0174343j 0.00428195-0.00247961j 
-0.00347376+0.0656593j -0.000830692-0.00255059j 0.00443231-0.0964247j -0.00268762-0.0807471j 0.00139555+0.258307j 0.00289504+0.0361547j 0.00079809-0.037882j -0.000776416-0.0568581j 0.000362701+0.0137809j -0.00106068-0.12017j -0.00121607+0.146758j -0.00090452+0.350205j -0.00112167-0.0276449j 0.000324813-0.33368j 0.00222424-0.105101j -0.000203803+0.111716j 0.000629466-0.174335j -0.000281802-0.0684271j 0.00116884+0.0115278j 0.000718283-0.131162j -0.000682385-0.0316833j 0.000320057-0.0615735j 6.16564e-05-0.0678057j 0.00261164-0.0167175j 0.00137527+0.051823j -0.000125635+0.248245j -0.000456286-0.201168j 0.00214456-0.102025j -0.00102147-0.0205184j 0.00140399-0.276486j 0.00155101-0.0328623j -0.00049712-0.262027j -0.000426692+0.108691j -0.00109201+0.132055j -0.000439102-0.0894315j -0.000504886-0.264602j 0.000858728+0.0759106j -0.00279637+0.0688144j -0.00047558-0.0141492j -0.00128664-0.00669443j -0.000249484-0.171287j -0.000225336+0.0465467j -0.00159049+0.0580633j -0.000587291+0.0790195j 0.000774038+0.023962j -0.000696256+0.00861339j 0.000960938+0.0736362j 0.00185529+0.0566745j 0.000231624-0.00549804j 0.00110562-0.0218446j -0.000879573-0.00851091j -0.00197543-0.0159919j 
0.00611782+0.0152315j 0.00105734+0.0641628j 0.00294297-0.0956197j 0.000345553+0.0800344j -0.00205475+0.0548278j 0.00101598+0.0873378j 0.00230141-0.0231532j 0.00048839-0.0470911j -0.00107261+0.139429j 0.00198786-0.226783j 5.32662e-06-0.23191j -0.000999165-0.211344j -0.000914674-0.0951202j -0.000970459-0.174228j 0.000765209+0.19277j 2.164e-05+0.100652j 0.000366523+0.168036j -0.00086264-0.110519j 0.000449916-0.0151077j -0.00180598+0.0749556j 0.00126072-0.0546748j 0.000364507+0.0713689j -0.000663664-0.038193j -0.000161169+0.148314j 0.0010464+0.16092j 0.00220415+0.272531j 1.779e-05-0.117599j 0.000216743+0.295852j -0.000246132-0.0413425j 0.00300546+0.125966j -0.000751926+0.111275j 0.00203185+0.0983013j -0.00190008-0.207391j 0.000925246+0.0746316j -0.000338499-0.08798j 0.000768903-0.153094j -0.00253866-0.107516j -0.00160924-0.13422j -0.000242122+0.00220281j -0.00190218-0.00303089j 0.00121284-0.00698341j -0.000741257+0.183863j -0.000266259+0.0639801j 7.89826e-05-0.0216397j 0.00109538+0.0765244j -0.00138817+0.0934982j 0.00275672-0.0140557j 0.000575204+0.100638j -0.00238827+0.0367268j -0.00255906-0.101857j -0.00367724-0.0274414j -0.00258815+0.0226589j 
-0.00324437+0.0196436j 0.000992657-0.0280291j 0.00154206+0.0488279j -0.00342724-0.0318475j 0.00673462+0.023471j 0.00155224-0.172107j 0.00376962+0.145409j 0.000381229-0.150358j -0.00149755-0.159743j 0.00210657-0.438573j -0.00176055+0.109107j -0.00249894-0.114763j -0.000602911+0.0402499j -0.00285141+0.223817j -0.000496593-0.0909538j 0.000182556-0.0258209j -0.00158956+0.0603335j -3.25148e-05+0.0978208j 0.00111817+0.0102448j 0.000241397-0.122883j 0.000599793+0.0263624j 0.000256015+0.110036j 0.000176626+0.00938823j 9.25584e-05-0.107066j 0.00142456-0.0782058j 5.75983e-05+0.165072j -0.000918756+0.0757143j 8.69847e-05-0.216775j -0.00188089+0.454537j 0.00410164-0.0352862j 0.00105754-0.159593j -0.00121493+0.175077j 0.000351541-0.0615338j 0.000473412+0.0736645j -0.00133919+0.0260893j 0.00152909+0.00322577j -0.00051669+0.0839331j -0.000372099-0.0278499j -0.000380822+0.00687912j -0.000220753+0.0214771j 0.00143268-0.0229759j 0.000684379+0.0546811j 0.000553456+0.0478974j 0.000939436-0.00298965j 0.000690319+0.0799762j -0.00215407+0.121479j 0.000413475-0.036838j -0.000459342+0.0809597j -0.000626038+0.00206545j -0.000346671-0.0761526j -0.000707067-0.00427657j -0.000886596+0.00358562j 
0.0011524-0.00690863j 0.00410223+0.00477776j 0.00620076-0.136729j 0.00116662+0.0475865j -6.87431e-05-0.0138209j -0.00217399+0.244803j 0.000751816+0.221924j -0.000647821-0.342167j -0.000232565-0.138573j 0.0001836+0.192371j 0.00269289-0.124142j 0.000665162+0.364853j -0.0005916-0.20372j -0.00256374+0.206629j -0.000485799+0.00391569j 0.0015964-0.0126267j 0.000404877+0.136008j 9.00779e-05-0.0293356j -0.0023839+0.0694629j 0.000448962+0.00610051j 0.00127802-0.0554869j -0.000836376+0.0222935j -0.00348218+0.0861286j -0.000570476+0.0781857j 0.00107157+0.0796103j 0.000528284-0.0562081j 0.000566493+0.116855j 0.000379086-0.135553j -0.000498006-0.274939j 0.00140793-0.106134j -0.000427782-0.0149095j -0.000908647+0.29873j -0.000328891-0.0300425j 0.000207416+0.041246j 0.000962367-0.0301136j 0.000543865+0.0189866j -0.00146297+0.179899j -0.000179192-0.0175959j 0.000232684-0.0499974j -0.000637028-0.0303874j 0.00115094-0.0893503j -0.000557419-0.0404994j -0.000603761+0.065154j 0.000455786+0.0600241j 0.00108884+0.0909243j -0.000131557+0.0722099j 0.000949732+0.0440928j 0.000914808+0.0689076j -1.60808e-05+0.0511163j 0.000433433-0.0658592j -0.000594012-0.000221001j -0.000466516-0.00193691j 
-0.000586577-0.0320886j 0.00184119+0.026004j -0.00118473+0.346822j -0.0077627+0.0226531j 0.00386811-0.293449j -0.00309947-0.263502j 0.00389752+0.000250173j -0.00105128-0.0638906j -0.000202318+0.533773j -0.00224447-0.0504614j -0.00333614+0.160138j -0.00156024+0.249589j 0.000994734-0.0372686j -0.00104976+0.0418002j 0.000668912+0.05066j 0.00170135+0.0709129j 0.000234517+0.093758j 0.000877547-0.0835726j -0.00104728+0.0206126j 0.00176072-0.00279242j 0.00118656-0.0136716j 0.000746508-0.051003j 0.000680776-0.0270955j 0.00212637+0.0430673j 0.00256383+0.0485998j -0.00025026-0.137058j 0.00162447+0.0538571j 0.00145235+0.147237j -8.81448e-06+0.0298419j 0.00311678-0.238352j 0.00200323+0.0903285j 0.0005375+0.0326025j -0.00229414-0.0159922j 0.00144185-0.0193479j -0.000519485+0.133567j 0.00181775+0.0222666j -0.000790418+0.0459059j -0.00171348-0.0396546j 5.45526e-05+0.0117738j -0.000224408+0.0348596j -0.000622883+0.013447j -0.00179796+0.044079j -0.00183613+0.0776059j -0.000900255+0.0201841j -4.76521e-05+0.0812702j 0.000740092+0.0520223j 0.00030512+0.0673921j -0.00254887+0.0436845j -0.00260848+0.0329745j -9.32456e-05-0.0158915j -0.000751184-0.000789706j 0.00163434-0.0250945j 
-0.0044642+0.0455771j 0.00176223+0.018152j -0.00300533-0.146658j 0.00369735-0.289817j -0.000784307+0.0305898j 0.000416968+0.195686j 0.00114737-0.218375j -0.00181913-0.267421j -0.00208219+0.253369j -0.00103431-0.247749j -0.0028478-0.300459j -0.00190778+0.0636781j 0.000552293+0.0260291j 0.00153638+0.136122j 0.000509014-0.0896138j -0.00203808+0.0848118j 0.00010129-0.257513j -0.000133318+0.122008j -0.0010397-0.0308058j -0.000974407+0.199231j 0.00227034+0.052098j -0.000652295-0.0124765j 0.000513203+0.141045j -0.000147559+0.156271j -0.00255836-0.0604531j -0.000102703-0.103843j -0.0014908+0.0345645j 4.15757e-05+0.100654j -0.000596223+0.131337j 0.00154508-0.0830151j -0.00167265-0.0215232j 0.00250123+0.0577811j -0.00119939-0.0207498j 0.000692657+0.0751245j 0.00127173-0.0446219j -0.000241117-0.0230609j -0.00171923-0.0435334j 0.0017701-0.0445503j 0.0004626-0.0581682j 2.357e-05-0.0426396j -0.00123931-0.00271366j -0.00209243-0.0540024j 0.00124773-0.103661j -0.000626442+0.00499726j -0.00218589-0.0579662j 0.000446147-0.19033j -0.00199141-0.055785j -0.000169565-0.0854779j -0.00119887-0.00750529j -0.0015739+0.0927734j 0.00481282-0.000298698j -0.000461624-0.0104272j 
-0.000473644-0.00924746j 0.00277672-0.0405579j 0.000820893+0.0840355j 0.000508333+0.138898j 0.00113973+0.566838j 0.0025237-0.156367j -0.00165334-0.250027j -0.00299385+0.310957j 0.00268175+0.0552246j -0.00139538-0.0271725j -9.21364e-05-0.144515j 0.000923559+0.113615j -0.00061567-0.0667079j 0.0018826+0.203715j 0.000913161-0.0179608j -0.000781671+0.0286147j -0.00022237+0.0650204j 0.00103035+0.0905851j 0.00216635+0.149745j 0.00289507+0.0685629j -0.000551111-0.130844j 0.000192142+0.0277843j 0.000771587+0.147589j 0.00167155+0.0123611j -0.000263165-0.0821761j -5.18819e-05-0.154714j -0.00114353+0.211573j 0.00313479-0.0245677j -0.00164134+0.0156026j 0.000984391+0.0479591j -0.00279051+0.170924j -0.00122752-0.0801266j 0.00104153+0.00253369j -4.0099e-05-0.0186988j -0.00227882-0.108219j 0.000539053-0.0210246j 0.00256894+0.0596891j -0.00205108-0.0302882j -0.00154158+0.00518644j -0.00068876+0.00413262j -0.00108626-0.0649192j -0.00180165+0.0450188j -0.00137566+0.0674509j 0.000250808+0.0308487j -0.000755612+0.0629488j -0.00194352+0.0943635j -0.00321263-0.0343674j -0.000977844+0.0138122j 0.00352287+0.0171216j -5.99359e-05-0.0685671j 0.00191367+0.0110268j 0.00291568+0.00555081j 
-0.00321537-0.0152891j -0.00282515+0.0237542j 0.00475043+0.230184j -0.00490593+0.263399j -0.000941928-0.184693j 0.00178158+0.508113j 0.00382481-0.539508j -0.00063096+0.0289062j 0.000658574-0.108659j 0.00297104-0.110428j -0.00119239+0.147693j 0.00186432-0.062314j 0.000762559+0.000432744j -0.0012057+0.0967829j 0.00253096-0.010078j -0.000641784-0.0867336j -0.00171921+0.0914672j -0.0013959-0.01693j -0.00114941-0.0135061j -0.000553732-0.0162969j 0.000895513-0.0820914j -0.000318843+0.00494964j -0.00252053-0.00554406j 0.00101801-0.00786288j -0.0013405-0.0041329j -0.000160181+0.0450987j -0.00239265-0.00369932j 0.00229758-0.0559593j -0.000752414-0.0556338j 0.00072375-0.156882j -0.00122588-0.0373059j 0.000130374+0.00255284j 0.000231765-0.00334679j -0.000687773-0.0324603j 0.0012539+0.0361707j -0.000983622-0.0620077j 0.000819811+0.0481934j -0.00068948+0.00346008j -0.00026429-0.00749993j -0.000116309+0.0536771j 0.000402767+0.0429242j 0.000265016+0.0239162j -0.000709782+0.0426758j 0.000297118-0.0102741j -0.00088409-0.0748618j -2.17548e-05-0.0133276j 0.000867802-0.120784j 0.00384882+0.072749j 0.00142873+0.00747124j 0.00284403-0.0446345j 6.92982e-05+0.00471761j -0.00184934+0.00993149j 
0.00748374-0.0679213j -0.00108997-0.280252j -0.0054637+0.45523j -0.00497325-0.628411j -0.00540549+0.166332j -0.000682411+0.265528j 0.00127503+0.112437j -0.000622374+0.0832808j 0.00104915-0.0504518j -0.00383855+0.0595434j -0.0016574+0.0300975j 0.00148895-0.0332391j -0.00192016+0.0222931j 0.000331549+0.049509j 0.000467894+0.108363j 0.00153314-0.0470476j 0.00114441+0.0840464j -0.000626297-0.0502581j -0.000155737+0.0441886j 3.54008e-05-0.0289866j -0.000291784-0.013856j -0.000216498+0.0358538j -0.00165156+0.00635164j 0.000670001+0.0174258j -0.00113453-0.0150009j -0.00020395+0.0672836j 0.000519432-0.0442347j -0.000242608+0.084265j 0.000996765+0.0016637j -0.00121018-0.0250811j 0.000275459+0.0113833j 0.00299101+0.0142733j -0.00126482-0.00743068j -0.000600275-0.0134306j 0.000406758-0.0430285j -0.00110282+0.0250326j 0.00212957+0.0498287j -0.000455445-0.0209616j 7.04482e-05+0.00725896j 0.0012465+0.00826629j 0.000377343-0.00563186j 0.00162184+0.010646j -0.000327058+0.015814j -0.000404723+0.0173945j -0.00161296+0.0282373j 0.00251798+0.0126896j 0.00189015-0.00492546j 0.00304654+0.0164647j -0.000516917+0.0378249j 0.00234286-0.0383725j -0.0032953+0.0104952j 0.000945457+0.00734749j 
