-0.0397362-0.00289061j -0.00259852+0.00735555j -0.00040876-0.00205102j 0.0566576+0.00131912j -0.0414634+0.00145501j -0.0446165+0.0057511j 0.0261899+0.00342359j 0.0201619-0.00201149j 0.038678-0.00955592j 0.0116345-0.00125384j 0.00456662-0.00467431j -0.0602457+0.00218396j -0.00295535+0.00361506j -0.0387391+0.00285393j 0.0313105+0.00121805j -0.00487429-0.00646996j -0.0161318+0.00478748j 0.034936-0.000174012j 0.0157807+0.000878269j -0.0209955+0.00723446j -0.0531757-0.00180124j -0.0157008-0.00429464j 0.0143511-0.000679437j -0.0667113+0.00388791j 0.0148051+0.00656001j 0.0167458+0.00842005j -0.010145-0.00559062j -0.0390496+0.00310193j -0.00552471-0.00239751j 0.0019926-9.48869e-05j -0.0327251+0.00201701j 0.0164616+0.000663801j -0.0309686-0.00453912j -0.0174999-0.00220839j -0.0217796-0.00643606j -0.0213895-0.00100343j 0.00636584+0.00106657j 0.026826+0.00191453j 0.0156904+0.0132846j 0.0104168-0.00545379j -0.0400753-0.00186341j -0.0125222-0.00174104j -0.0030484-0.00344494j 0.057925+0.00159235j -0.0592701-0.0125009j -0.00192075+0.00156566j 0.00250822-0.00453131j 0.0140487+0.00601547j -0.0270058-0.00547467j 0.0299235-0.00155825j -0.0479314-0.0119933j 0.00243719+0.00460255j -0.036839-0.0148957j 0.0416564+0.00112519j -0.0224382-0.00635667j -0.00548466+0.000401375j 0.0314068-0.0300565j -0.0159634-0.00877177j 0.00267856-0.00457528j -0.0138167-0.00138948j 0.0346959+0.00770254j -0.00454173+0.00879546j 0.0048877+0.0042553j -0.00511106+0.000470111j -0.0288089-0.00937456j 0.00948529-0.0111975j 0.0181782-0.00588058j 0.0214265-0.00187616j -0.00794997-0.00652588j 0.0114882+0.0100803j -0.00158125-0.00655832j -0.00889871+0.00735651j 0.00609797-0.0032632j -0.00430576+0.0136438j -0.0274533-0.00748049j -0.0139053-0.00482679j -0.00409628-0.00544283j 0.0203194+0.00788941j -0.00910235-0.000739573j 0.0198032-0.00755341j 0.00331859+0.0121077j -0.0143298-0.0128294j 0.012644+0.003974j 0.0011495-0.0161641j 0.0149837-0.00611441j 0.017507+0.0182243j 0.00519476-0.00113707j 0.0260643-0.0110762j 0.0185256+0.0416798j 0.157058-0.100872j 0.0422199+0.188007j 0.0434893-0.091607j 0.0844686+0.0186188j -0.0261703-0.246891j -0.255093+0.0259985j 
-0.00842886+0.0046291j -0.0264008+0.00588886j 0.0504925+0.00791024j 0.110932+0.00621904j -0.051478+0.00356249j -0.237796+0.00456648j 0.0703302-0.001671j -0.0286946+0.00487088j -0.083025+0.00754097j 0.10134+0.0157046j 0.0363871+0.0139941j 0.023482+0.0239313j -0.00258271-0.00701954j 0.00954042+0.00814105j 0.0218158-0.00586683j -0.0912025+0.0152926j -0.0168764+0.0171477j 0.024589-0.00835162j 0.0367463+0.00890589j 0.0219358+0.00843225j -0.0209079+0.0129297j -0.0682646-0.0175978j 0.000639853+0.0235873j -0.0262312-0.0100256j -0.0513261+0.00564877j -0.015109-0.0309333j 0.00444497-0.0179149j 0.00623804+0.0154596j 0.0178391-0.00299109j 0.0102718+0.00363919j -0.028892+0.020415j 0.0650827-0.0141807j 0.0125165-0.00156626j -0.00808195-0.036993j 0.0050102+0.0477799j -0.0565572+0.00109239j 0.0121714-0.000857947j 0.0610442+0.0568644j -0.0176734+0.0307678j -0.0521699-0.00994669j 0.00330292+0.0379311j -0.0147425+0.0240494j -0.0134797+0.0543364j -0.00378581-0.0222444j -0.0319517-0.00349095j -0.0102792-0.0163613j 0.031144+0.00414996j 0.00257221+0.0367517j -0.0248703-0.00534866j 0.0113434+0.000435329j -0.0081446+0.0147728j -0.00596545-0.0257583j -0.0116443+0.0107932j 0.00134654-0.0128639j -0.0331851-0.0241324j -0.0261285+0.00358086j -0.0330758-0.00371895j -0.000391821-0.00142024j -0.0126139+0.0306115j -0.00932945-0.0016993j 0.00423079+0.00280596j 0.0214502-0.0161193j 0.000973043-0.00228649j 0.0317698+0.0217399j -0.0224039-0.00153908j 0.00295217+0.0178361j 0.00601569+0.00777049j 0.0368742+0.0189504j -0.0165598-0.00397873j -0.00480518-0.00952864j -0.0175636-0.00540465j -0.00115376-0.00782129j -0.0345423-0.0156537j -0.00289472+0.0116085j -0.00497163-0.0162353j 0.00848104+0.012681j -0.0179302+0.0003648j 0.00270819+0.0359148j -0.0156949-0.0350114j -0.0129448+0.0161919j 0.0381766-0.0239125j -0.0185132+0.0315397j 0.00314033-0.00419018j -0.0223763+0.0295053j 0.022582+0.0257573j 0.0328378-0.0684196j -0.00271898+0.0138791j 0.0307742-0.0177133j 0.0432428+0.0430651j -0.018051+0.0071956j 0.0156564-0.00157685j -0.0147794+0.00795845j -0.0110002-0.0125689j -0.00271568+0.0317133j 0.00525048+0.0303267j 
0.0185255-0.0146811j -0.00697789+0.000669886j -0.0544654+0.00426717j 0.000755878+0.00763578j 0.138919-0.00161617j -0.0136512+0.00581657j -0.0107184+0.00288931j 0.0380405+0.0189797j 0.0979293+0.00130141j 0.0799816+0.00129483j -0.0338474-0.00774271j 0.117711-0.0161778j 0.0229463+0.00656469j -0.0265612+0.0022006j 0.10087-0.0182422j -0.0155274+0.00938102j -0.166798-0.0160613j 0.0572035+0.00386547j -0.0734961-0.00290998j -0.0155452+0.0224482j 0.0216978-0.00958895j -0.0800809-0.0165387j 0.0273349-0.00349623j -0.0457603+0.0119002j -0.0818184-0.0219307j -0.0564396-0.00663485j 0.0392043+0.00621206j -0.00476674-0.0102115j 0.0149592+0.00290829j -0.000637857+0.0212279j 0.0150186+0.0192652j 0.0268986-0.0046958j -0.0278296-0.00284992j 0.00935763+0.0207504j 0.0234643-0.000588502j -0.054384+0.0114813j 0.0314491+0.00184552j 0.0590114+0.00644362j -0.00418307-0.00266414j -0.0155903-0.0103503j 0.00923547-0.0290075j 0.0236527-0.0118428j 0.023005+0.01161j 0.000951478+0.00794878j -0.0163019-0.0106895j -0.00932428-0.0274962j 0.0392806-0.00100918j -0.0117417-0.00630142j 0.00767695-0.0119689j 0.00339008-0.0107433j 0.00229158-0.00173318j -0.00341563+0.0121529j -0.0373313-0.0073712j -0.0400039+0.00646034j -0.0691913-0.00247387j -0.00641801-0.0170948j 0.00987852-0.0280481j 0.0266898+0.018472j 0.0212282-0.0228929j 0.0118076+0.0263806j -0.0336763+0.0232649j 0.00777416-0.0048902j 0.0121963+0.0159831j 0.000546537-0.00120684j -0.0385118+0.0151616j 0.0193671-0.00531712j 0.0379946-0.00471758j 0.00652202+0.0014229j -0.0111608-0.0105579j -0.0207108+0.0242179j 0.0232729+0.0103166j -0.0250995-0.0257369j -0.0250745-0.0134475j -0.0252145-0.0126882j -0.00781594+0.0194447j 0.0317956-0.00119734j -0.00415496-0.0239965j -0.0182899+0.0227246j -0.00131202-0.0313068j -0.00554437+0.0203896j 0.0318414-0.0490488j 0.00987976-0.00206952j -0.0334342-0.042581j -0.00576158-0.00734921j 0.0518125-0.0415401j -0.00600122+0.035393j 0.0139688+0.0267497j 0.0145515+0.027605j 0.00664396+0.0500682j -0.0406141-0.0734545j -0.18601+0.0181612j -0.0158745-0.0495822j 0.0335238+0.0231838j -0.00787666+0.0871486j -0.0201903-0.126734j 
0.0348626-0.00468591j 0.0135408-0.00555545j -0.157442-0.0119294j -0.0314779-0.000570684j 0.30264-0.00584689j -0.0958979-0.00946622j 0.0940165-0.000126704j 0.147071+0.00842442j 0.142405-0.00925898j -0.00864635-0.0144642j -0.0848926+0.00196782j 0.12904-0.013124j -0.0090514+0.0107788j 0.0172169-0.00846604j 0.00670677+0.014328j 0.0290253-0.00698835j -0.00318535-0.0110195j 0.0685043+0.00587038j -0.0280679-0.00901218j -0.00340171-0.00074391j -0.0342329-0.0053686j 0.0519296+0.0309987j 0.00880828+0.00185801j -0.0157244-0.0115236j 0.0300229+0.0268245j -0.00666358-0.00899856j 0.0296174-0.0182614j 0.0389721-0.0331882j -0.00667983-0.0439137j -0.0184179-0.000178115j 0.0371098+0.0100605j -0.0554325+0.0061709j -0.0346032+0.0351128j 0.0109837-0.0134969j 0.0234518+0.0306392j 0.0309983+0.0159693j -0.00947415+0.0241078j -0.040881+0.0376359j 0.0223675-0.00901399j 0.0160987-0.0075936j 0.0276188-0.0079672j -0.0134592-0.0102385j 0.00161248-0.00933701j 0.0158234+0.0240841j 0.0129337-0.020777j 0.0359151+0.0172355j 0.00176082-0.0200101j -0.00226168+0.0194056j 0.0115725+0.0511728j 0.00192522-0.0419504j -0.00455114-0.0126631j 0.00682828-0.000345759j 0.0241451+0.00709839j -0.0189805+0.0206007j 0.0111618+0.00269277j 0.0167158-0.0098793j 0.0325761+0.0181097j 0.00544005+0.00567891j 0.0417214-0.0355713j -0.0114677-0.00404878j 0.00299668+0.011195j -0.00491256-0.00737207j -0.00445975+0.00580179j 0.00105368+0.0136612j 0.00873611+0.00704654j 0.00307298+0.0101462j 0.00836614-0.00914766j -0.00684757-0.0157377j 0.0190135-0.0126075j -0.0122442+0.0141283j 0.0134493+0.0262493j 0.00172912-0.00798981j 0.00891905-0.00816309j -0.0162453-0.00479993j -0.00619866+0.0363513j -0.00565138+0.00394936j 0.0232108-0.0118897j 0.0037838-0.00779093j 0.0111371+0.0157736j 0.0432806-0.0177066j -0.0177148-0.001159j 0.0236579-0.0459197j -0.0205305+0.0132679j 0.0113304-0.0168632j -0.0054357-0.0229235j -0.00793515+0.0226784j -0.0184569+0.0142827j -0.0281441-0.00737288j -0.00693816-0.026267j 0.0228855+0.0016526j -0.00149787-0.0175812j 0.0154555+0.0121116j 0.000142965+0.00496768j 0.0046196-0.0272239j 0.00604725-0.0242359j 
0.018136-0.00592734j -0.0197638-0.00742622j -0.162464-0.00449387j 0.0207711+0.0281592j 0.240331+0.00904862j -0.274753-0.00154599j 0.169043-0.000569815j 0.11846-0.011917j 0.117334+0.00389994j -0.0515753+0.00297466j -0.128931-0.00405188j 0.019585+0.00885485j -0.0260819+0.0154811j 0.00265805+0.00251564j -0.0332927+0.00955339j 0.0681051-0.00281275j -0.0309348+0.0202021j 0.0332556-0.0130506j 0.157024+0.00115823j -0.0213524-0.081725j -0.0384784-0.00460606j 0.0810553-0.00414507j 0.0417226-0.0108637j -0.026464+0.00742298j 0.0203118-0.0154325j -0.0101306+0.00847241j 0.0617023-0.00139892j -0.0158362+0.0180894j -0.0406899-0.00898079j -0.0135643-0.00842761j -0.0115639-0.0305674j -0.0176616+0.00663146j 0.00108026-0.000887686j 0.02538+0.00535111j -0.010135-0.00229265j -0.0239425-0.00359077j -0.0496449+0.0131241j 0.019221+0.0183958j 0.0154106-0.020552j 0.0809586+0.00514518j -0.0461011-0.0115431j -0.0714531+0.00163236j -0.00415297+0.0300597j 0.0348991-0.00882356j 0.0203098-0.0249776j 0.0220969+0.025772j 0.0159056-0.0123295j -0.0343852+0.00266065j 0.0346645-0.00267339j -0.0070217+0.0214655j -0.0241158+0.0121487j -0.0112176+0.0198502j -0.00198199-0.00364629j 0.0566281-0.00196598j -0.00135718-0.00433124j -0.0261295-0.00345811j 0.0466977-0.0115139j -0.0298378+0.00679803j -0.0166962-0.00384156j -0.000622735+0.00335394j -0.0435726+0.00165779j 0.0352984+0.00903988j -0.0109161-0.00170384j -0.0380562-0.0013493j -0.0296227-0.00551583j 0.00651624+0.00406593j 0.0152858+0.010465j -0.0316567+0.0153235j -0.00646179-0.0134214j 0.0140546-0.00186207j 0.0261753+0.0137583j 0.0234924-0.0260599j 0.00466912+0.0115568j -0.0107908-0.00900217j -0.0105568+0.00909687j -0.0157138-0.0102883j -0.0117941+0.0223455j 0.0438966+0.00268027j 0.0574835-0.0172223j 0.0234117+0.0196963j -0.030756+0.0453353j 0.0365243-0.0281642j 0.0153895+0.00677089j 0.0119402-0.00851171j 0.00153503+0.0414983j -0.00197113+0.0154388j 0.019787-0.0661315j 0.0642052+0.0142311j -0.0480458-0.0148209j -0.0264625-0.0294204j -0.0179313+7.40212e-05j 0.00552589+0.0262385j -0.000724185+0.0413909j -0.00476019+0.040931j -0.00723715-0.0353718j 
0.00156033+0.000676343j -0.00521527+0.000775369j 0.0750781-0.0321804j -0.0349792-0.00327323j -0.115902-0.00833103j 0.192796+0.00874489j -0.218996+0.0162911j -0.0128865-0.000943492j 0.0132616-0.00168417j -0.0745932-0.0124104j 0.0283547-0.00304912j 0.0834856+0.012628j 0.0438008+0.00534708j 0.0316649+0.00168983j 0.033259+0.0129894j -0.0641059-0.00912461j 0.0134665+0.022036j -0.0288652-0.0201487j -0.0362979+0.00426663j 0.0485891-0.0170567j 0.0275704+0.00275484j -0.0865042-0.00543068j -0.0640836+0.0196859j -0.00836297-0.0364145j -0.0381606-0.00608776j -0.0517675-0.000917273j 0.0425707-0.00081081j 0.0165659+0.0160442j 0.0123062+0.0072331j -0.023369-0.000546929j -0.030249+0.0296536j 0.0736419-0.00871419j 0.00838293+0.0140641j -0.00678405+0.00475808j 0.0223734+0.00582099j -0.0148337+0.0119201j 0.0583035+0.0194548j 0.0402449-0.0180926j -0.0262106+0.00103962j -0.0485638+0.000326995j 0.0233386+0.0011353j 0.0337512-0.0534145j 0.0235973-0.0173338j -0.0150548+0.00747196j 0.00140474+0.00613572j -0.045205-0.0164549j -0.0289076-0.0134882j 0.0181081-0.0100936j -0.017577+0.0302898j 0.00444597-0.0151138j 0.0175626+0.00101835j -0.013165+0.0182877j -0.00491391+0.00984791j -0.0576528+0.00650812j -0.0226014+0.0082283j -0.00887581-0.0173222j -0.0399423+0.0369903j -0.00251612-0.00337786j 0.0124505+0.00599396j 0.0102112+0.0123067j 0.0329294-0.00581532j -0.0251953+0.00157857j -0.0198708-0.00992426j 0.0198161-6.71315e-05j 0.00272029-0.0190055j 0.0150905+0.0140044j -0.00868811-0.00123136j 0.0162264+0.0205961j -0.00426311+0.0112922j -0.0248958-0.00317637j -0.0168282+0.00120246j -0.00312658+0.00185833j -0.0158865-0.0156059j 0.00799474+0.00803585j -0.0337901-0.0018622j 0.0138921+0.014824j -0.005954-0.0148268j -0.031159+0.00458692j -0.0288782+0.00438035j -0.0155591+0.0308746j 0.0252165-0.0474099j -0.0198603+0.0329701j 0.00824262-0.0372126j -0.00672504+0.0103264j 0.0318461-0.0290647j 0.00393832-0.000308961j -0.00948563+0.0225948j -0.00873085+0.000175779j 0.0500013+0.0115519j 0.0622892+0.000453272j -0.0411583-0.022886j -0.00901742-0.0501572j 0.0184845-0.0364487j -0.010274-0.0377412j 0.00342257-0.0231162j 
0.0107173+0.00309117j -0.0198132+0.00764348j 0.130123+0.0111056j 0.0652322+0.000353749j -0.168835+0.00550808j -0.159304+0.00240855j 0.0179253+0.00582848j -0.0738424-0.00436019j -0.211917-0.00143229j 0.0987452-0.0141236j 0.0606831-0.00696552j -0.0756965-0.000796172j -0.0460199-0.000325921j 0.00964187+0.00457681j -0.0064428-0.00679972j -0.141487+0.0035489j 0.0851953-0.00806784j 0.151301+0.00403167j -0.0246202-0.000843728j -0.0549782-0.00191787j 0.114237-0.00709829j -0.0159926+0.00887246j -0.0464766-0.0062909j -0.0498372+0.00343466j -0.0855051-0.0293452j -0.030177-0.00254411j -0.00135346-0.00266478j 0.0411718-0.0001721j 0.00300786-0.0241267j -0.0113941+0.0025143j -0.0207289+0.000243748j 0.0481935+0.0028362j 0.0124352+0.0168871j -0.013963+0.000131952j 0.0395847-0.0109839j -0.0232267-0.0152573j 0.0331147-0.00530106j 0.00872319+0.00333825j 0.00106147+0.00514712j -0.0463519-0.0204621j 0.0769618-0.016536j 0.0398649-0.0175995j -0.0579814-0.0065369j -0.0468668+0.00684808j 0.0196623-0.00627634j 0.0140767-0.0199774j 0.0306092+0.0287804j 0.0286981-0.0124786j -0.000909776+0.0144496j 0.0156326-0.0128166j 0.00761764+0.0036895j -0.00890012-0.0135065j 0.0253273-0.0163055j 0.00641152-0.0317148j 0.00451796-0.0242964j -0.00729556+0.0144237j 0.0103189-0.0160283j -0.0108907-0.000624351j 0.00475943-0.0209147j -0.00559261-0.00510068j 0.0157911-0.000570235j -0.0123715+0.0122425j -0.00154171+0.0264407j 0.0200276+0.00720711j -0.00011443+0.00781721j -0.0187921-0.00223376j 0.0157393-0.0272434j 0.0360064+0.0121687j -0.00018057+0.00179041j 0.0201204-0.00250789j -0.0380806-0.0285274j -0.0397063+0.0172328j -0.0246987-0.0137517j -0.0041792+0.0259108j -0.0143128-0.0152558j 0.00131127+0.0241547j 0.00069356-0.0112603j 0.00246085-0.0284793j -0.042498+0.0091502j -0.000263745-0.0163729j 0.0630165-0.0288819j 0.00193676+0.00607863j -0.0487061-0.0130346j -0.0153458+0.0107317j 4.7331e-05-0.0168884j 0.0223146-0.0176217j -0.0653718+0.0299955j -0.018205-0.0411613j 0.0157415+0.0476754j -0.0743036-0.0194116j -0.0489548+0.0607509j -0.0520413+0.017178j -0.00953403-0.0209804j 0.0191558+0.0727298j -0.00631235-0.010072j 
0.0286083-0.0101134j -0.0392184-0.0116983j -0.0283106+0.00322297j -0.0415066-0.00148331j 0.0896638-0.00565751j 0.149592-0.00996141j -0.226537-0.0116111j 0.0179815+0.0172987j 0.104007+0.0074386j 0.00422319+0.0117004j 0.00775314+0.00187504j 0.0429183-0.0056552j 0.0364331-0.00982534j 0.0508221-0.0108745j 0.0345727-0.000451746j -0.162151+0.0171551j -0.249004-0.00252451j 0.097149+0.0101564j 0.151602+0.00684723j -0.119721-0.0240269j 0.00361013-0.00448886j -0.022532-0.00219876j 0.00448274-0.0294239j -0.133501-0.00125191j -0.111709+0.00813214j -0.139599+0.00147128j 0.0827648+0.00857165j 0.0128532+0.00490806j -0.0611348-0.00822746j -0.0299151-0.0132047j -0.000985778+0.00418084j 0.0545046-0.00720567j -0.0696947+0.00628149j 0.0186564+0.0002078j 0.0768675-0.0157519j -0.124825+0.001251j 0.0564838+0.0553581j 0.0930721-0.00175098j -0.0169654+0.0129567j 0.019046-0.00882319j 0.0185151-0.0261937j 0.0175779+0.0162341j -0.0440305+0.0190106j 0.0276795+0.0206807j 0.0291032-0.0270382j 0.00729387-0.0149772j -0.0278201+0.00331385j 0.0319936-0.0112334j 0.0221262+0.00358417j 0.00764849+0.0121214j -0.0358981-0.00867918j -0.0195994+0.0145013j -0.0586699-0.0355952j -0.0044484+0.0255513j -0.0615762-0.00752529j -0.0414396+0.00303993j -0.022421+0.0356538j -0.0350895-0.00650964j 0.0014127-0.0119304j -0.0370641+0.00272098j -0.0370475+0.0554716j 0.0132848-0.0271379j 0.00507853-0.00203802j 0.00719063+0.0259577j -0.00487242+0.0304223j -0.000462435-0.00853287j 0.0349602-0.00792878j 0.00421873+0.0165438j -0.0163406+0.0156847j 0.0292454-0.00415679j 0.00777976+0.000739603j -0.0473975-0.0036327j -0.0671162-0.00318764j -0.0266037-0.00945317j -0.0527667+0.0130507j 0.0271747-0.00801827j -0.00266455+0.0071493j 0.0164229-0.000253978j 0.0265705-0.066213j 0.0491307+0.0411312j 0.0347087-0.0544865j 0.0192488+0.000798687j -0.0460736-0.0808628j -0.00710712+0.0250853j 0.0533822+0.0043884j 0.0393662+0.0160545j -0.0752492-0.0387973j 0.0566033-0.00492934j 0.0765082+0.0546446j 0.0702963+0.0562685j -0.0013013-0.0243834j -0.0596137+0.039206j 0.0317872-0.0788926j 0.0122239-0.0152149j 0.0150646-0.043262j 
0.0124284+0.00303153j -0.00014446-0.0118307j -0.00866913-0.0153674j -0.0026866+0.0160102j 0.0708073+0.000514264j -0.142364-0.00309771j 0.0995006+0.0111637j -0.0349334-0.0228539j -0.0331631-0.00385952j 0.0642159-0.0239317j -0.114496-0.0175453j 0.0887795-0.0316881j 0.0276608+0.0284764j 0.0873346-0.000976324j 0.0965621+0.0103709j -0.152921-0.0434812j -0.351288+0.000690696j -0.0334572+0.0200923j 0.0645671-0.0251431j -0.00562051+0.0311554j 0.386194-0.00244913j -0.0126495-0.0114778j -0.0268797+0.0283945j 0.0460321-0.00670812j -0.0839686+0.0661711j -0.0329456+0.0133475j -0.0344413-0.00880176j 0.0145096+0.0188965j 0.0523319+0.0339369j 0.0178458+0.0120491j 0.00648206-0.0416404j 0.0514581-0.000147559j 0.0847147-0.0232194j 0.0891408+0.00808435j 0.0868644+0.0251926j -0.00567735-0.015823j 0.067706-0.0265604j 0.0098214+0.00504524j 0.0438678-0.00632579j 0.0273101+0.0338577j 0.0144361+0.00326472j -0.0281485-0.00705496j 0.0290233-0.0121089j -0.0191136+0.00202347j 0.0787451+0.0256782j 0.0203823+0.00531279j 0.0944331+0.00245866j -0.0542242+0.0119049j 0.0508904+0.00217457j -0.0593261+0.032125j 0.0675537-0.00550312j -0.0597905+0.0136197j 0.0142718+0.0137139j -0.044796-0.00305095j 0.0427649-0.00769558j 0.0146921-0.0227131j 0.0446478-0.024191j 0.0774736-0.0167407j -0.0262911-0.0168295j 0.0349533-0.00388867j -0.0438907-0.00835851j 0.0222024+0.00905678j 0.0261369+0.0311507j 0.0246502-0.0122713j 0.0316158+0.00922675j 0.022846+0.00983749j 0.0172389+0.0160181j 0.0208022+0.000432365j 0.00615108-0.029885j -0.0363555+0.016992j 0.0369983+0.0128268j -0.0418141-0.0298351j -0.0164412-0.00573501j 0.0187684+0.0375853j 0.053194+0.0282259j -0.0176695+0.0082582j -0.0119369+0.0280444j -0.0173538+0.0223076j -0.0157765-0.0180693j 0.0271603-0.0475969j 0.0382591+0.0136996j -0.0696817+0.044228j 0.0705258-0.0314496j -0.0248116+0.00816201j 0.0707821+0.0413514j -0.039996-0.0717291j 0.000777482-0.010058j -0.0243048+0.000373155j -0.057096+0.0514089j 0.0446224+0.00482314j 0.0110407-0.0460977j 0.0167742-0.0788819j -0.0272176+0.0622804j -0.049037-0.0792644j 0.0184829-0.0283179j 
0.0259472+0.00911651j -0.000272851-0.00291997j -0.0137653-0.00236793j -0.101243+0.013352j 0.0279898+0.0018302j 0.233828+0.000152454j -0.219047+0.0112182j 0.010198-0.0198106j 0.0412813-0.00418041j -0.001697-0.0265248j 0.080201-0.00084564j 0.103463-0.0163649j -0.00133667+0.00399283j 0.00624659+0.00413965j -0.0736839+0.0082733j 0.0669185-0.03596j 0.0335601+0.00884579j 0.11551+0.00201142j -0.00134792-0.0114577j -0.0667607+0.0529921j -0.359523-0.00814149j 0.0714322-0.00757342j 0.0815945+0.0319793j -0.00859246-0.0191747j -0.0248044+0.0631562j -0.0281714+0.0140695j 0.0321803-0.0229942j -0.0211649+0.0200882j 0.0549621+0.0399825j -0.0138759+0.0180446j 0.033555-0.0224161j -0.0755305+0.00897087j 0.0711494-0.0173307j -0.00908115-0.0243771j 0.0217532+0.0304541j 0.0434106+0.00555612j 0.0120541-0.0725187j -0.00102467+0.00988986j -0.00872722-0.0451843j 0.00988097+0.0704851j -0.0488345-0.00790991j 0.038576-0.0142629j -0.000438389-0.0172262j 0.039051-0.0262058j 0.116339+0.0161526j 0.00269091+0.00732342j 0.000117944-0.00937052j 0.0110278-0.0137578j -0.01076-0.0458146j -0.000475491+0.00757368j 0.0357002-0.0232168j 0.0289596+0.00637199j -0.00837071+0.00788418j -0.0254053-0.00452102j -0.00367918-0.00247236j -0.0168208-0.00950033j 0.0283691+0.0137634j 0.0261174+0.0348408j -0.0237614-0.00762881j -0.0178738+0.011009j 0.00296884-0.00695864j -0.0369597-0.010915j 0.0186124+0.0140725j 0.0505229+0.0130651j 0.0445199-0.00540582j 0.0216535+0.00759858j -0.00105542+0.00696655j 0.0281729+0.0237596j 0.00723396+0.0250743j -0.0198111-0.0329535j -0.019679-0.000381912j 0.00992792+0.0269781j 0.0360812+0.0140785j 0.0424489+0.0404999j -0.0145154+0.0278754j 0.0157647-0.0130946j -0.012244+8.24071e-05j 0.0221876+0.00590034j -0.0131056-0.0201278j 0.0646297+0.0253611j -0.0508045-0.0437594j -0.102074-0.00213261j 0.07045+0.0693691j 0.0220321+0.0328869j 0.0295253+0.00187003j -0.000696071-0.0772284j -0.0135318+0.0606332j 0.0187063-0.0619261j 0.035813-0.0487851j -0.019503-0.0155468j -0.0452222-0.0131107j 0.029717-0.148359j 0.00125985+0.0362552j -0.0414575+0.00840789j 0.0123373-0.0138571j 
0.0120893+0.0260246j 0.016201+0.00604318j -0.0130686-0.00135168j -0.00579862-0.0263991j 0.111001+4.36873e-06j -0.00552271+0.00433977j -0.0154084+0.0026632j 0.0924272-0.0138222j 0.11056+0.00648224j 0.0297651+0.00335468j -0.0250311+0.0159454j 0.11089+0.0223107j -0.0257744-0.0220079j 0.0753642+0.0146676j -0.187244-0.00799918j -0.544328+0.0147463j 0.0470756+0.0154818j -0.348921-0.0208914j 0.342262+0.0198961j 0.0259397+0.0153258j -0.11911+0.00490387j 0.057788-0.00929547j -0.0931093+0.00426944j 0.130255-0.00954193j 0.106094-0.0429717j 0.103568+0.0206064j -0.0443225+0.00294474j 0.0926942+0.00225873j -0.0345432-0.000144583j -0.0133139+0.00953733j 0.0231313+0.0348227j 0.0918836+0.00302201j 0.0390332+0.00381168j -0.0377092+0.000358155j 0.0289914+0.0159496j -0.0458322+0.00717814j 0.0570617-0.0358091j 0.00860515-0.00685596j 0.00466491-0.0115558j -0.051385-0.0126656j 0.0174254+0.0268927j 0.0416227-0.00114129j 0.0736874-0.0326385j -0.0482758-0.0204895j -0.0672527+0.0413188j -0.0467397+0.00798198j -0.0674281+0.00204881j 0.0688272-0.0174758j -0.0265683+0.0245735j 0.0256172-0.0301064j -0.00178244+0.00103321j -0.0426076+0.0179424j 0.0215018-0.0150668j 0.00149823-0.00666505j 0.0197537+0.000470812j -0.0324685+0.0224521j -0.0865969+0.00931389j -0.0489123+0.0103045j 0.0128993+0.00292298j 0.00334012-0.00314996j 0.0127851-0.0274401j 0.0230452+0.010483j -0.038036+0.00378024j 0.0741902+0.0107491j -0.0218888-0.0130639j 0.0149057+0.0308112j 0.013221-0.0167235j -0.0122384-0.0126142j 0.0344309-0.0404817j 0.00559369-0.00513675j -0.0290584+0.0270415j 0.0521834+0.041324j -0.0362431-0.0113906j 0.0552762+0.00458844j 0.0173648-0.0141355j -0.00289557+0.0133822j 0.0217237-0.0162719j -0.0104588+0.00280003j -0.00169041-0.00451213j -0.036051-0.0265415j -0.0134464-0.0127781j -0.0472629+0.00351545j 0.0286586-0.0593684j 0.00815872+0.0167598j -0.0140132+0.0307237j 0.00486694-0.0307997j 0.0113179-0.0243569j -0.00967613-0.0573512j 0.0233303-0.0131831j -0.0171713-0.0117158j 0.0153284+0.0165448j 0.0243058-0.0410756j -0.00715575-0.0168865j 0.023873-0.00288848j 0.00385844+0.0761467j 
