0.00511467+0.000446011j -0.000347958+0.00580535j 0.0016184+0.00654466j -0.0057534-0.00040534j 0.00133419+0.00157596j -0.00338268+0.00328449j -0.00593628-0.00192752j -0.000901328-0.00349512j -0.0022862+5.26843e-05j -0.00035147+0.00239341j 0.00428183-0.00100224j 0.00322883+0.000511774j -0.0012748+0.00328036j 0.000690925-0.00369598j -0.00126685-0.00075989j -0.00227124-0.000197162j -0.000154988+0.00143506j 0.00187932+4.81128e-07j 0.0021091-0.00133761j -0.0018018+0.000289182j 0.00120489-0.00138399j -0.00216033-0.0035875j 0.000409622+0.000866676j 0.00112218+0.000878837j 0.000939913-0.00104857j 0.000929594-0.00269184j 0.000576176+0.00189723j -0.00130185+7.09509e-05j 0.000564029-0.000359292j -0.00188361-0.000168577j -0.00015078+3.30181e-05j -0.000353881-0.000303199j 0.000609687-0.000154804j -0.000159192+0.00100375j 0.00096236-0.00220239j -0.000391534-0.000483042j -0.0011628-0.0024656j 0.00262428+0.00223568j -0.00091518-0.00219561j 0.00118959-0.00201257j -0.00262264+0.00194913j -0.000355739+0.00314585j -0.00106183-0.00272094j -0.00124471+0.00129321j 0.00357702+0.00128028j 0.000109279+0.000127689j 0.00168673+0.00376665j -0.000146385+0.00221115j 0.00356917-0.000324553j -0.000873184+0.00147306j 0.00199293-0.00108902j -0.000219956+0.000134377j -0.000499608-0.00304805j -0.00368452-0.00289941j -0.0158673+0.000828124j 0.00137237+0.0170419j 
0.000835923+0.000103469j 0.002015-0.000191804j -0.00187711-0.00329413j -0.000658933-0.00151778j -0.00153439-0.00174721j -0.000350505-0.00147261j 0.00127944-0.00174173j -0.00063108-0.000220095j -0.00194736+0.00213521j -0.00114963+0.00141949j -0.00299966+0.00362289j 0.000590944+0.000873385j 0.000943866+0.000656324j 0.0102243+0.00216017j 0.00561338+0.00248278j 0.00261072-0.00369722j -0.0025622-0.00188846j -0.00277385+0.00380732j -0.00173724+0.00475381j -0.00233321-0.00262049j -0.00199197+0.00503j 0.00356657+0.00425497j 0.00752916+0.00420106j 0.00516374+0.00186625j -0.00387068-0.00159894j -0.0016468+8.82106e-05j -0.00333461-0.00862959j 4.04029e-05+0.000753192j -0.00219238-0.00579451j 3.45458e-05+0.00475806j 0.00330051+0.000628676j 0.00109264+0.00735053j -0.00146873+0.00328153j -0.00308064+0.00595818j -0.00222242-0.00354209j -0.00241575+0.000156547j 0.000744512-0.00116591j -0.00776446-0.0105917j 0.00138092-0.0015057j 6.83576e-05+0.00577779j 0.000312582-0.00100699j 0.000471896+0.00395179j -0.00515423+0.00671351j 0.00218636-0.000477066j -0.00327815-0.00144724j 0.00244637+0.0028463j 0.00262905-0.00270657j 0.00312438-0.00473549j -0.00164815+0.00154746j 0.0013619-0.000894292j -0.0023015-0.00139036j 0.00105803-0.000341985j -0.000826931+0.00189739j -0.00210309-0.00056007j -0.000444542+0.000143677j 0.00183702+0.00201585j 
0.00152729+0.000220345j -0.000786754-0.00341994j 0.000228984+0.00105785j 0.000103973-0.000378055j -0.000730118-0.00224555j 0.00286853+0.00128652j -0.000584276-0.00119074j -0.00139611+0.00481366j -0.000691033+0.00118884j 0.00121158+0.00146366j 0.00398833-0.00114725j -0.00209924-0.00136789j -0.000861218+0.00400271j -0.00281185-0.00751458j -0.00190756-0.00569643j -0.00123651-0.00182942j 0.00102404+0.00216993j 0.00716439+0.000447109j 0.00380632+0.00014888j -0.000132562+0.00028732j 0.0014543+0.00181364j -0.00258772-0.00486703j -0.000410405-0.00262603j -0.00551938-0.00874959j 0.000797441+0.00363813j -0.000293225-0.00404342j 0.000378993+0.00362187j -0.00121869+0.00306081j 0.000586003-0.000875501j 0.00101398+0.000960257j 0.00283129-0.0051731j 0.000995573-0.00564772j -0.000344563-0.0066837j 0.00214687-0.0011095j -0.000363832+0.00244611j -0.00237377-0.00527602j -0.00330454+0.000112632j -0.000218051+0.0060724j 0.00268166-0.000410851j 0.00219824-0.0051278j 1.5002e-06+0.00282825j -5.43075e-05+0.000568956j 0.00397645-0.00334621j -0.00179837+0.00253227j 0.00363401+0.00370366j -0.00130969-0.00180211j -0.00293926+0.00263196j -0.000766799+0.00163497j 0.00299914+0.00292631j -0.00113162+0.0012408j -0.00125033-0.000298846j -0.000427372+0.00188419j 0.000447307-0.00177452j -0.00019714+0.00102425j -0.000597125-0.00239668j 0.00156197+0.000247974j 
0.000456464-0.0023664j 0.000383115+0.000303873j 0.00186561+0.00112331j 0.00254228+0.000783302j 0.00178845+0.000322801j 0.0011669-0.00292094j 0.00142847-0.000795748j 0.00151846-0.00335574j -0.00201058+6.94076e-05j -0.000374474-0.00176319j -0.0010687+0.000996021j 0.000149537-0.00219548j -0.00192275-0.00276707j 0.00380766-0.00497419j 0.00312166-0.0010541j 0.00170939+0.00124479j -0.00227653+0.0032035j 0.00228986+0.00476611j -0.00139342-0.00134154j 0.000588001+0.00146477j 0.00159244-0.00279233j 0.00317916-0.00546057j 0.000425043-0.00270258j -0.00137744-0.00126483j -0.00181312-0.00240565j 0.0063505+0.00431042j 0.00477766+0.00383967j -0.00566001-0.00224867j 0.0058529+0.00551082j -0.00606856-0.0025981j 3.46235e-05+0.00276608j 0.00530991-0.00350726j -0.00479026+0.0013281j -0.00113065-0.00253747j 0.00131139+0.00853273j -0.00198096-0.00395339j 0.00524501-0.0020676j -0.000158909+0.0061069j -0.00244916+0.00428071j 5.27255e-05+0.000446381j -0.00017042-0.000276867j -0.00154149-0.00220943j -0.00203356+0.00118473j -0.000155365-0.00269105j -0.00102849+0.00339831j 0.000946949-0.00277997j -0.0025374+0.00093274j -0.00238149+0.00369424j 0.00242819-0.00089106j 0.000387039-3.84989e-05j 0.0016068+0.000595523j 0.000606613+6.46718e-05j 0.000975-0.00185044j 0.00178415+0.00139519j 0.000369389-0.000537235j -0.00175203-0.00132952j 
-0.000428888+0.00190059j 0.00163377-0.00208405j 8.35746e-05+0.00612918j 0.00277516-0.0008703j -0.00223406+0.000568934j 0.00409249+0.00220568j 0.00325585-0.000554044j 0.0027209+0.0014824j -0.002609+0.00363938j -0.0020797+0.00118724j 0.00295095+0.0018468j -0.0031759-0.00273666j -0.00184873+0.00105047j 0.000850923-0.00799131j -0.00337679-0.000462542j -0.00192548-0.00324031j -0.0009051-0.000357612j 0.00763413-0.00288069j 0.00311951+0.00264318j 0.00101736+0.00140097j 0.000344722+0.00715158j -0.00250829+0.00520332j 0.00166935-0.0027994j -0.00475416-0.0011243j 0.00105303+0.0071675j 0.0057023+0.00231971j 0.000601757+0.000364855j 0.0010047+0.000415235j 0.000292293-0.00362293j -0.000199182+0.00104343j -0.000652267-0.00683583j 0.000757908-0.00171198j -0.00256374+0.00515583j -0.000339812+0.00381803j -0.00287725-0.00389069j -0.00303816+0.00379097j -0.00267474-0.00346819j -0.00425665+0.00446282j 0.000766976-0.0015987j -0.00103356+0.000743577j 0.00431992+0.000132861j -0.00029439+0.000675776j 0.00296631+0.00268388j -0.00170351-0.00200336j 0.00157456-0.000595219j 0.000213096+0.00128671j -0.00153169-0.00427686j -0.000974537-0.00351416j 0.00261367-3.33029e-05j -0.00263044-0.000580363j -0.00110711-0.00160453j 0.000715485+0.00266756j 0.00241641+0.000671549j 0.0016417+0.0030471j 0.00104313+0.00176659j 0.00023006+0.00167588j 
-7.84675e-05-0.00121327j 0.00134876+0.0013048j -0.000873599+0.000927485j -0.000803592+0.000731233j 0.00122876+0.000690151j 0.00386943-0.00385782j -0.000780273+0.00076961j -0.00394245+0.00123707j 0.000656031-0.000515925j -0.00182872-0.00110612j -0.00152512-0.00427318j 1.01379e-05+0.00147921j -0.00048512+0.00431419j -0.000837647+0.000785952j 0.000229618+0.000898939j -0.00271785+0.000384073j -0.00359727-0.00248702j -0.0020862-0.00126168j -0.00218243+0.000958001j 0.00166672-0.00515994j -0.00216846-0.00532476j 0.00363516+5.69322e-05j -4.27652e-05-0.00153226j 0.000901236+0.00249216j 0.00305924-0.00334079j 0.000636726+3.77398e-05j 0.00303437+0.00140874j -0.000546541+0.00227998j -0.00102134+0.000186804j -0.000908807-0.00272517j 0.000345141+0.00149653j -0.0014229-0.000497024j 0.00175708+0.00031425j 0.000233979+0.000789518j -0.00136916+0.00168434j 0.00285724-0.00283902j 0.000304377+0.00446268j 0.00215413-0.000614463j 0.00182843-0.000443356j 0.00115815-0.000904712j -0.00164012-0.000783868j -0.000821575+5.2624e-05j -0.00211025-0.00123655j 0.000740244-0.00132562j 0.00114102-0.00304953j -0.00222434-0.00103835j -0.00462862+0.00364658j 0.00118767+0.00220649j 0.000178654-0.000269559j 0.00150191+0.000548952j -0.000127411+0.00138943j -0.00218912+0.000143256j 0.000269782-8.81739e-05j 0.000517252-0.000580902j 0.000194339-0.000171475j -0.00164516+2.7045e-05j 
0.00206148-0.00165675j 0.00116081-0.00101325j 0.00104405-0.000926674j 0.00112025+0.00133431j 0.00182263-0.000181653j 0.00371196+0.00354593j -0.000999285+0.000533255j 0.000863714-0.00221974j 0.00142906-0.00381803j 0.000906251+0.00170299j 0.00273279+0.000789602j 0.00291664-0.00128209j 0.00446957-0.00244683j -0.00064008+0.00547207j 0.00120561+0.00197697j -0.0025797-0.00308557j -0.0043622-0.0018766j 0.00106049-0.00183537j 0.00209258-0.00250531j 0.0019967-0.00185564j -0.00470542-0.00255508j 0.00270877+0.00330876j -0.00128314+0.00585437j -0.00313299+0.00549221j 0.000863601+0.00264877j -0.00368506+0.000775584j 0.00655257-0.00366848j -0.00282036+0.000768971j 0.00465008-0.00111825j -0.00373473-0.00120904j -0.000379734-0.00252703j 0.00978724+0.00509142j -0.00335728+0.000766357j 0.000733271-7.39486e-05j 0.00543293-0.00329244j -0.00452575-0.00241342j 0.00115081+0.00692633j 0.0063813-0.00236409j -0.00220139+0.000904588j -0.00405691-0.00166761j -0.000482115-0.00497724j -0.00162097-0.001172j -0.000818697-0.000781903j -0.00224747-0.00259751j 0.00406028+0.000339984j -0.0020136-0.000344114j 0.0027561-0.00148124j 0.00172297+0.000143024j -0.00126113+0.000201349j 0.00112742+0.00112462j -0.00131531-0.00327461j -0.000902396-0.000661307j -0.00043897-0.00183867j -0.000995121+0.000820636j -0.000340045-0.00178878j 0.000696826-0.000449162j 
-0.000823717+0.00306188j 0.00146912+0.00172675j 0.000168323+0.000957671j 0.000853876+0.000407527j 0.000646151+0.00267708j 0.00286461+0.00151862j -0.0012673+0.00212358j -0.00453446-0.00133308j 0.00186388-0.00174595j -0.0001567-0.000470703j 0.00405039-0.000259688j -0.000971865+0.00252094j -0.000789326-0.00185375j -0.00280129+0.00341168j -0.00128823+0.00476079j -0.00360246+0.00447775j 0.00288991+0.00232201j 0.00156008+0.00255074j -0.00143792-3.69017e-05j 0.00466149+0.00564118j -0.00214923+0.00352691j -0.000337591-0.00227625j -0.00368083+0.00378862j -0.00200361-0.00279785j 0.00194884-0.00844528j -0.00436288+0.00241811j 0.003345+0.00486561j -0.00265096-0.00718188j -7.73392e-05+0.00170863j 0.000717252-0.00216442j -0.00183685+0.00111929j 0.000872814+0.00236307j 0.00431585-0.00149521j 0.00200429-0.000746737j 0.0017427+0.00447542j -0.000467397-0.00249431j 0.000261381-0.00140144j 0.0101261+0.00332514j -0.00092518+0.00361996j -0.00524412+0.00218423j 0.000322872+0.00167114j -0.00230998+0.00306613j 0.000756035-0.00107912j -0.00231113+0.00125542j 0.000648537+0.00313246j -0.00192393-0.00220607j -0.00149816+0.000860485j 0.000138558+0.00545026j 0.000667275-0.000857298j -0.00136592+0.00202899j -0.000101278+0.000181964j -0.000945364-0.000121227j 0.00115879-0.000234089j 0.000233281+7.18079e-05j 0.00220029+7.0863e-05j -0.00184486+0.00184605j 
-0.00163794+0.00236854j -0.0019563-0.002578j 0.000205268+0.00164823j 0.000949643-0.00139266j -0.00222182+0.000797038j -0.00251347-0.000390178j 0.000234295-0.00113845j 0.00406187+0.00161401j -0.000358907+0.00260835j 0.0018873-0.000129908j 0.00107702+0.000228164j -3.77039e-05-0.000400702j 0.00100054+0.000992074j 0.00143144-0.00674863j -3.32885e-05-0.00275545j -0.000371988-0.00110751j 0.000722565-0.000164114j 0.00669905-0.00193243j 0.00411001+0.00314786j -0.00476743-0.00025476j 0.00273911+0.00315318j -0.00320973+0.00165286j 0.00394036-0.00614822j -0.00143009-0.000254775j -0.00365153+0.00764085j 0.00285229+0.000697541j -0.00333578-0.00135051j 0.00283417+0.0026179j -0.00355404+0.00130673j 0.00285951+0.0020202j -0.00107099-0.00112576j 0.000178342-0.000610469j -0.00289336+0.00222783j 0.00165657+0.00304609j -0.00150435-0.00210157j -0.00385269+0.0037175j -0.00288363-0.0030445j -0.0071826+0.000921208j 0.000241402-0.00339037j 0.00211142+0.000516996j 0.00443057-0.00109833j 0.00387603-0.000331313j 0.00244734+0.00351029j 0.00238376-0.00233033j 0.000586825+4.73763e-05j 0.000869261+0.00176848j 0.00153615-0.0020187j -0.000479544-0.00408012j 0.00157558-0.000159373j 0.000991981-0.000870712j -0.000195594-0.000403338j 0.00251324+0.000736127j 3.88759e-05+0.00161914j 0.00141172+0.00125758j -0.00129548+0.00139111j 0.00196508+0.00154299j 
-0.000696419-0.000725298j -8.89622e-05-0.00169077j 0.000609845-0.000415356j 0.00231513-0.000578751j 0.00275348+7.27225e-05j -0.00110238+0.00197566j 0.000203123-0.000161959j 0.00160445-0.00143514j -0.00128761-0.003455j 0.00236193-0.00236689j 0.00159844+0.00102092j 0.00333549-0.00277504j 0.00130154-0.0022597j 0.00366036+0.00231279j 0.00150964+0.000503342j 6.6135e-05-0.00318592j 0.000725571-0.00192339j 0.000474421-0.00387931j 0.000503628-0.000440808j -0.00112367-0.000361065j -0.00040852-0.00225684j 0.00037311+0.00378342j 0.0023222+0.00262912j -0.000184408+0.00636122j -0.00406347+0.00549613j 0.00222131+9.58553e-05j 0.00268281-0.00716687j -0.00026163+0.00168987j 0.00299524-0.00415887j -0.000953604-3.06298e-06j -0.00131869+0.000396448j 0.00669182-0.00199918j -0.00315644+0.00411171j -0.00159435-0.00129821j 0.00208085-0.00372473j -0.000178064+0.0027067j 0.000162238+0.00273416j 5.04823e-06-0.0026504j -0.00251665+0.0016861j -0.00079859+0.00393926j -0.000351653-0.004119j -0.00139087-0.00168075j -0.000414246-0.000180038j 0.00111758+0.000356262j 0.002719-0.000728899j -0.00220375+0.000753482j 0.00359789-0.00345586j 0.000827863-0.000829568j -0.00114784+0.000815204j 0.00146834+0.000525026j -0.00046676+0.000356851j 0.00169505+0.000171527j -0.00106185-0.00133595j 0.000933835+0.00095288j -0.000363372-0.00107082j 1.77669e-05-0.00136809j 
-0.00347722-0.000604185j 0.00185734-0.00192725j -0.00353769+0.001003j -0.000594216-0.000769782j 0.00121062-0.000680147j -0.00385679-0.00449463j -0.000260555-0.00262874j -0.00360189+0.00479145j 0.00244074+0.0029462j -0.000835368+0.000299475j 0.000642951+0.00749403j 0.00273568+0.00349095j -0.00269833+0.00227177j 0.00459282-0.0107452j 0.00200997-0.00296953j -0.000442663-0.00159022j 0.0002687+0.00555942j -0.00130739+0.00385008j -0.00256452+0.00356231j -0.00504551+0.00286809j 0.00131604+0.00515481j 0.00511347-0.00351545j 0.00346705-0.00669139j 0.00444491-0.00323512j -0.00431726-0.000818063j 0.00339898+2.54565e-05j -0.0016482-0.00326075j 0.00170881-0.00262085j -0.00187482-0.00061583j 0.00212498+0.00101531j 0.00211749+0.00222394j 0.0029861+0.00107676j 0.00428429+0.00542482j -0.000411138+0.00103948j 0.000657755+0.00735495j 0.00186826+0.00356381j 0.00124354-0.00574249j -0.00620323+0.00398152j -0.00079531-0.00199175j 0.00207891+0.00609948j -0.00335411-0.00048975j -0.000269652-0.000329647j -0.00150485+0.00850271j -0.00105249-0.00158215j -0.00255069+0.0026782j 0.000150002-0.00107389j -0.000271405-0.00143351j 0.00387074-0.00408975j -0.000666364+0.000658562j 0.00173385-0.00192593j -0.00155034+0.00379493j 0.0014364-0.000808443j 5.85833e-05+0.00186804j 0.00172985+0.000248108j 0.0012639+0.000967521j 0.000622887-0.000721501j 
-0.00107131+0.000126325j -0.00240263-0.00113355j -0.000916899-0.000227068j -0.00197554-0.000760565j -0.00226393-0.00013536j -0.00192493-0.00163618j -0.00142968+0.000655142j 0.000464838-0.000520066j -0.000219953-0.000837934j 0.00155328-0.000494872j -8.53825e-06-0.00121368j -0.000815735-0.00107955j 0.00215515-0.000928998j 0.000691402-0.000723996j 0.00120249-0.00138513j -0.00195508+0.000948636j -0.00185561-0.000676714j 0.00177498+0.00121307j 0.00300002+0.00194727j -0.00413348-0.00230816j -0.00204519+2.83494e-05j -0.000447481-3.14768e-05j 0.00243144-0.00273199j 0.00279688-0.000336179j 0.000576094+0.00211654j -0.00401832+0.00213671j -0.00680792-0.00118693j 0.0042152+0.00137881j -0.00619389+0.00172941j 0.00313963+0.000534764j 3.23207e-06+0.00113708j -0.00168995-0.00059468j -8.6216e-05+0.000104824j 0.00251518+0.00384381j -0.00149483-0.00293845j -0.00273935-0.000901247j -0.000247016+0.000441429j -0.00335342-0.00382416j 0.000400947-0.0012729j 0.0014185+0.000272945j 0.00113558-0.000457152j 0.00283638-0.000725496j -0.000201788+0.00276302j 0.00199919-0.00323607j -0.000323382-0.00105209j 0.00088601+0.00130645j 0.000948432+5.30865e-05j -0.000332667-0.00242067j 7.31766e-06+0.000138368j 0.00177132-0.00154457j -0.000762106+0.000791649j 0.0014295-0.000229367j -0.00117343+0.00103703j 0.000607631-0.000412469j -0.00175698+0.000403569j 0.00157646-0.00024062j 
-0.00303917-0.003091j -0.00408718-0.00166462j -0.000862127-0.00195819j -0.00205987-0.00222182j -0.00121613-0.00144934j -0.00333973-0.00021465j -0.00331224-0.00339798j -0.00180708-0.00456954j -0.00168169+0.000718151j 0.0010293-0.00253982j 0.000676614+0.00483513j -0.00401742-0.00185812j -0.000947757-0.00235443j 0.00357348-0.00266418j 0.00479574-0.000141735j -0.00392891-0.00429617j -0.00187718+7.42079e-05j 0.00185569+0.00765699j 0.00035401+0.0014269j -0.00764976+0.000746834j -0.00304129+0.00205535j 0.00203081-0.00236832j 0.00383856-0.00106667j 0.00679068-0.00313783j 0.00313246-0.00113191j -0.00133247+0.00266259j -0.0119141-0.00336361j 0.00639709-0.0039852j -0.0051221-0.0012371j 0.00555135+0.000929026j 0.00100237+0.00355882j -0.00277907+0.00055668j 0.00286832+0.00475675j 0.000497531+0.00704726j -0.00305628+0.00180081j -0.00121912-0.00227434j 0.000219384-0.00198443j -0.00534198-0.0038585j 0.000461055+0.00152507j 0.000706906+0.00452941j -0.00213553-0.00232841j -0.000840357-0.000884229j -0.00173392+0.00869707j 0.000529891-0.00291023j -0.00188436+0.00156638j 0.00234814-0.000279103j 5.94993e-05-0.00366051j -0.000899386-0.00331663j -0.000168827+0.00156649j 0.00120347-0.00225302j -0.00351257+0.00264084j 0.00397145-0.00214842j -0.00231343+0.00114803j 0.00312647-0.00196496j -0.00219524+0.000589324j 0.0011528-0.00299936j 
-0.000188632+0.00321858j 0.00177414-0.0015233j -0.00466823+0.00121354j -0.00166993-0.00300721j -0.00274469-0.00130441j 0.00169033-0.00212417j 0.000832021+0.00178936j -0.00147171+0.00279372j 0.000492881-8.72437e-05j -0.00177197-0.0012829j 0.000565152-0.000414227j 0.00164176-0.00226097j 0.00151525+0.00193012j 0.00259382-0.00585406j -0.000820603-0.00135072j -0.00244968-0.000264596j -0.00265313+0.00221282j -0.000128088-0.0010435j 0.00248545+0.00366637j -0.00150844+0.00564137j -0.00176277+0.00411607j 0.00126345-0.00172856j 0.00182993-0.0051827j 0.00357371-0.00369751j 0.00327758+0.00128173j -0.00275508-0.000730636j -0.00414749-0.00390133j 0.0025663-0.00160176j -0.00482595-0.00168891j 0.00196632+0.00153179j 0.00297372-0.000618719j 0.00231861-0.00149263j -0.000503516+0.00251118j 0.000729467+0.00119115j -0.00214652-0.00142541j 0.000655565+0.000215333j -0.000340022-0.00203504j -0.004708+0.00220393j -0.00147023+0.00070522j 0.000103954+0.00346988j -0.000623644+0.00166333j -0.00138214+0.00364844j -0.000398873+0.00293215j -0.00180985-0.00145545j -0.00015347-6.5452e-05j 0.00176015+0.00278265j -0.000867709-9.28993e-05j -0.000157552-0.00309485j -0.00124395+0.000502244j 0.000108529-0.00235528j -0.00118068+0.000654478j -0.000188289+0.000360568j 0.00101968+0.00265207j -0.000303139-0.000255423j 0.00138016+0.000920611j 0.00191936+0.00165583j 
-0.0015511-0.00105154j -0.00222788+0.0018796j 0.00179674-0.00159525j 0.00203155+0.00027566j -0.000381348-0.000425225j -8.2236e-05-0.000967953j -0.000662111+0.000518149j 0.00231112+0.00117505j 0.00166022+0.00144382j 0.000359859+0.000174384j 0.00270895+0.000655187j -0.00115393+0.00376244j 0.00267092+0.000669294j -0.000760212+0.00223448j 0.00175075+0.0011375j -0.00778643+0.000698205j -0.00159689-0.000231484j 0.000592728-0.00217448j 0.00213573-0.00130855j -0.00216788+0.00272393j 0.000745932-0.00138291j 0.00220177-0.000467814j 0.000824047-0.000523603j -0.00274893+0.00417774j -0.000531198-0.000699712j 0.00172759-0.0033869j 1.78467e-05-0.00125476j -0.0021671-0.00193809j -0.00126808-0.000302511j -0.00117068-0.000936843j -0.00473984-0.000835541j 0.00462277+0.00482078j -0.000226823-0.000801473j 0.00227944-0.000221644j -0.00126006+0.0015092j -0.0025871+0.000183357j 0.00387844+0.00371499j -0.00121095+0.00290357j 0.000800888-0.000404207j 0.00118829-0.000212344j -0.000773712-0.00109071j -0.00064094+0.00247527j 0.00330272-0.000373251j -0.000809451+0.000959817j -0.000197726+0.00106103j -0.000278252+0.00127523j -0.00170608-0.00120223j -0.00123799-0.000932005j 0.00360357-0.00275139j -0.000778249-0.000696486j 0.000500615+0.00102053j 0.000552545-0.00170416j -0.000458035+0.000811609j 0.00176977-0.00109376j -0.00129198+0.00118646j -0.00139764-0.00129843j 
0.000294698+0.000626181j -0.00120425+0.000357522j 0.00297873+0.00065786j 0.000133089+0.000572877j -0.000367642+0.000386968j 0.0035235-0.00135946j 0.000375586+0.00153566j -0.00136367+0.00144855j 0.00230182+0.00112399j -0.000371109-0.000613336j 0.000173922-0.00158528j -0.00478813+0.000483601j 0.00113633+0.00258869j -0.00436824+0.00289852j -0.00136298+0.00272917j -0.00394434-0.00341537j 0.00015571-6.745e-05j 0.00195371-0.00592469j 0.00347007-0.000189081j 0.00217547+0.00208127j 0.00181403+0.000388538j -0.00143586+0.00108516j 0.00065035+0.00165866j -0.00740877+0.00147823j 0.00139201-0.00310441j 0.00126717-0.00269759j 0.00722147-0.00104831j -0.00145313-0.000522493j 0.000675072-0.00321714j -0.00142107-0.00037276j -0.00354758-0.00430755j -0.00137799+0.00178485j -0.00295076+0.000315713j 0.00156303-0.000195002j 0.000361235-0.00150975j -0.00424527-0.000633895j -0.00121977+0.004099j 0.00296995+0.00112693j 0.00165416+0.00227165j -0.00313818+0.0010416j 0.0021335+0.000102542j -0.00264571+0.00358342j 0.000888192-0.00236952j -0.00168777+0.00201388j 0.00258518+8.88325e-05j -0.00183456+0.000889916j 0.000527734+0.000916625j 0.000661843+0.00304213j 0.00148058-0.00212632j -0.000190251+0.00168904j -0.000384942-0.000663355j 0.000274025+0.00107971j -0.00176633-0.00159376j 0.000370983+0.00149104j -0.000838593-0.000399324j -0.000845314+0.000888522j 
-0.00194695+0.00150053j -0.00323695+0.00106813j 0.00351856-0.00269098j 0.0025685-0.00226039j -8.53238e-05-0.0021623j 0.000512803+0.000460504j 0.000548926+0.000958201j 0.000593697+0.00152088j -0.0016998+0.00191049j 0.00359705-0.0016774j 0.00625432-0.00262988j -0.0002626+0.00213412j -0.00136877-0.000112706j 0.000879772+0.0014887j 0.00267428+0.0015432j -0.00134189+0.00333477j 0.000285273-0.00053116j 0.00437293-0.00210081j 0.00143094+0.000958297j -0.00491228+0.00370137j 0.00163159+0.00233847j 0.000555306-6.48547e-06j 0.00373058+0.00222795j -0.00153994+0.00181888j -0.000666176+0.00250481j 0.0041232-0.00243903j -0.000574809-0.00187947j -0.000790591-0.00234292j -0.00127427-0.000536138j -0.00106948+0.000840759j -0.00240131+0.00266519j 0.00191542+0.00148181j -0.000569635-0.00297714j 0.000584869-0.000872386j 0.00116313-0.0003649j -0.00170491-0.00020705j 0.000451056-0.000896112j -0.00169747-0.00351126j 0.000403027+0.0009153j -0.000354144+0.00176373j -0.000777091-0.000146596j -0.00501266+0.000728017j 0.00335374-2.08291e-05j -0.000156148+0.00221211j 0.00201291+0.00123302j -0.00242747+0.00225047j -0.00143596-0.00205175j -0.00114019-0.00179317j 0.00369698-0.00309497j -0.000738153-0.000573215j 0.000315137+0.000295994j 0.00217559-0.00228523j -0.00258922+0.000487222j 0.0024047-0.00191043j -0.00135329+0.000375523j -0.00199726-0.000188171j 
