-0.00586012+0.0038608j 0.00334055+0.00652344j 0.00601402+0.00411797j -0.00229499+0.00666134j 0.00455891+0.000159008j 0.00203298+0.0039525j 0.0032376-0.00464629j -0.00536233-0.00316255j 0.000332385+0.000287884j -0.0021912-0.00111819j 0.00205199-0.00294233j -0.00342494+0.00280773j 0.0032506+0.0028204j -0.00132975+0.00143177j 0.00115885-0.000708375j 0.000371495-0.000520767j 0.000680507+0.00131501j -0.000623704+0.00148248j 9.71247e-05+0.000165882j -0.000396435-0.00119879j -0.00129031+0.00164726j -0.000670983-0.00325574j 0.00355399-0.00025656j 0.000226157-0.00254457j 0.000511231-0.00242692j 0.000851712+0.000376767j 0.00250829-0.00129566j -0.00180231-0.00105069j -0.000249574+0.00112355j 0.00169935-0.000249397j 0.00172228-0.000152712j 0.00197365+0.00168182j -1.26822e-07-0.000917789j -0.00118286-0.000130077j -0.00205976-0.000363945j 5.04507e-05-0.000308512j -0.000439387-0.0016509j -0.00144657-0.000792184j -0.000538082+0.00042381j 0.00106369+0.00117875j 0.000191003+0.000193821j 0.000581385+0.00160764j -0.000261605+0.000809681j 0.000670246+0.000669827j -0.00253754-0.00206368j -0.000679421+0.00029277j 0.000185118+0.000107819j 0.000589769+0.00190866j -0.00127536+0.00283487j -0.00130977-0.00249714j -0.00127157+0.00175709j 0.00236023-0.000591902j -0.000281891-0.0012426j -0.0019883-0.000587427j 0.00243773-0.0011545j -0.00126499+4.04834e-05j 0.00269174-0.00253594j -0.000462631-0.003931j -0.0026992-0.00190229j -0.000634913-0.00196452j 0.00138214+0.00188613j -0.000668633+0.00185128j -0.000861816-0.0037078j 0.00322428+0.000461004j -0.000113384+0.00270968j 6.6947e-05-0.00232459j -0.00103742-0.00133023j 0.000611645-0.00295536j 0.00235811-0.000137404j -0.00237136-0.00161432j -0.00133447-0.000303696j -0.00120566+0.00038839j 0.00227278-0.00142229j -0.00416207-0.00122839j 0.000943341+0.00559802j 0.000406098+0.0151565j -0.0138171+0.00108059j 
-0.00172616+0.00388913j -0.00228774-0.000973438j 0.00197029-0.00304991j 0.00132732-0.00201859j 0.00208643+0.0028093j -0.00129987-0.00226811j 0.00176717+0.000709698j -0.00168086-0.000567307j 0.00150332-0.000430285j -0.00371734+0.00182875j 0.000901459-0.00202417j -0.0016002-0.00337322j -0.000983712-0.000671736j 0.000874826-0.00389453j -0.00149111+0.00243474j -0.00204201-0.00616513j -0.00158013-0.00277662j -0.00694747-0.00085401j 0.0033552-0.0025489j -8.33587e-05+0.00368847j 0.000946501-0.00364451j -1.55374e-05-0.00247053j 0.000817647+0.000320274j -0.0055665-0.00236837j -0.00246026-0.00049486j 0.00267228-0.00304443j 0.00216484+0.00153465j -0.00108731+0.00643958j -0.00120803-0.00020358j 0.00177649+0.00143804j 0.00825821+0.00367725j 0.00304653+0.00401089j 0.00254605+0.00040774j -0.000841039-0.00124482j 0.0020402-0.00163966j -0.00807686+0.00121516j -0.00014019+0.000459799j -0.00215246-0.00143253j 0.00138822+0.00252923j -0.000345379-0.00241309j 0.00118376+0.00467052j 0.00389204-0.00193224j -0.00291889+0.00415764j 0.00198407-0.000674893j -0.00282168+0.00457611j 0.00702305+0.00152754j -0.00248253-0.00123013j -0.00418691-0.00261541j 0.000697379+0.00223464j 0.0022647-0.0025524j 0.00369197+0.00277322j 0.00499166-0.00182867j -0.00199717+0.000869763j -0.00261231-0.00253936j 0.00328667-0.00164502j -0.00492532-0.00563394j 0.00401464-0.00193697j -0.00142846+0.00160536j 0.000734356-0.0028623j 0.00202926+0.00045402j -0.00036399+0.0010679j -0.000841785-0.00193082j -0.00252353-0.00120729j 0.000751049-0.00164749j 0.000468163+0.00166005j -0.00123284-0.00330073j -0.000126575+0.0010758j 2.27512e-05-9.53291e-05j -0.000187705+0.000475055j 0.000615986-0.00198325j 0.00087557+0.00257554j -0.00124251-0.00273659j 0.00108469+0.000776305j 0.000817096-0.00410214j 0.00120092+0.00064182j -0.000739796-0.00170279j -0.00254829+0.000383944j 
9.14543e-05-0.000826803j -0.00567286-0.00147763j 0.000746585-0.000624016j 0.00195447+0.00330961j -0.000935957+0.000981226j -0.00254152-0.000880013j 0.00304587+0.00206105j 0.000768204-0.000238275j -0.00452932+0.000934658j -0.00668973-0.000711409j 0.00190436+0.00265681j -0.00122202+0.00108348j -0.00366961+0.00184589j 0.00028106+0.000265324j 0.00139902+0.000791665j -0.00180567+0.00451477j 0.00382253+0.00261255j -0.00447952-0.00257303j 0.00183594-0.000869775j 0.00255353-0.00138181j -0.000423686+0.000643563j -0.00166371+0.00337668j 0.0019799-0.00481667j -0.00180818+0.00118408j -0.00844262-0.00297813j -0.000900965+0.00542684j 0.0039573+0.00359682j 0.00194546-0.000196316j 0.000698777-0.00211177j 0.000350615+0.000973491j 0.00654269+0.00430597j -0.000259992+0.00188391j 0.000427876-0.00328985j 0.00712984+0.00178034j -0.000522795+0.000990237j 0.00303928-0.00323292j 0.00401893-0.000907605j -0.000648422+0.00310773j 0.000597836-0.00507589j 0.00147805-0.000722319j 0.00207924-0.00503737j -0.00960848+0.00122626j 0.000432996+0.00596379j 0.000867085+0.00115388j -0.00108098-0.00393671j 0.000970903-0.00134812j 0.000161835-0.00197284j -0.00171094-0.0043242j -0.00400229+0.00185721j 0.00127545+0.00204118j -0.00103934-0.0060067j -0.00620508+0.00255608j 0.000973106-0.00550994j -0.00274071-0.00232804j -0.00412452+0.00388262j 0.00205477-0.000764875j -0.00378217-0.0031532j 0.0016232+0.00538865j -0.00183993+0.00340557j -0.00414677+0.00278932j -0.00127139+0.00260182j 0.000235754-0.000780768j 0.000716141+0.00018489j -0.00169134-0.000914415j -0.000122627-0.00123306j -0.00259614-0.00208468j 0.000718913-0.00317323j 0.000119344+0.00611116j -0.00103379+0.000707512j 0.00220428+0.00455206j -0.000299627+0.00115828j 0.000823675+0.00187391j -0.00283156+0.000603206j 0.00154693+0.00206238j 0.00131319-0.000971053j 0.000508972-0.00171054j -0.00114479+0.0030582j 
-0.00149276-0.00258739j -0.00313523+0.00125479j 0.000831896+0.00263307j 0.000472683-0.0032957j -0.000988829-0.00408938j -0.00139598+4.57396e-06j 0.00265562-0.00283087j 0.000530569-0.00338832j -0.00322894-0.000558263j -0.00389056-0.00177415j 0.0012071+0.00227021j 0.00227314+0.00316838j 0.000631896-0.0011528j -0.00217713+7.35603e-05j -0.00261692+0.0012122j -0.000225244+0.0041476j -0.00437008+0.000502674j 3.60197e-05+0.00180206j 0.00580055+0.000478285j -0.00390342-0.00214963j 0.00411078+0.000315479j 0.000344432+0.000466508j 0.00402152+0.00018038j -0.00191022+0.00334059j -4.7954e-05+8.0368e-05j -0.000176797-0.00368281j 3.65765e-05+0.000585397j -5.24917e-05-0.00278404j 0.00186377+0.00310433j 0.00180879-0.00650523j 0.00135313-0.00330612j 0.00101091-0.00700053j 0.00183482+4.82569e-05j -0.00264947+0.00335412j -0.00528702-1.94999e-05j -0.00184067+0.0010105j -0.000479676-0.000788333j -0.00433181+0.00162568j 0.00307157-0.0041103j 0.00430358+0.00973971j 0.00313063-0.00233843j -0.0048996-0.00230371j -0.00833582-0.00379194j -0.00202115-0.00532738j 0.000716016+0.000635863j 6.26897e-05+0.00051263j -0.00191202-0.00159739j -0.00220919-0.0044331j -0.0024013-0.00197126j 0.00295761+0.00027248j 0.00397698-0.0070514j 0.000605699-0.00254605j 0.00125238+0.000144805j -0.0038746-0.00135131j -0.00227262-0.00157917j -0.00229853+0.00718054j 0.00127517+0.000760291j -0.00309599-0.000893954j -0.00257665-0.00213758j -0.00130413+0.000806657j -0.00196717-0.000918504j 0.00155038+0.00316309j -0.00339929+0.00135454j 0.000135854+0.000742476j 0.00314652+0.00443988j -0.00173511+0.000739912j 0.00205278-0.00011157j 0.00052705+0.00349087j -0.000760786-0.00116957j 6.23611e-05+0.00193628j 0.00101341-0.000180544j 0.00138038+0.00108866j -0.00124975-0.00402669j 4.98197e-05-0.00201545j 0.00193297+0.000556452j 0.00106857+0.00134183j -0.00162404+0.000941185j 
0.000621538-0.000901226j -0.00129084-0.00125479j 3.28411e-05+0.00031511j 0.000956553+0.00171746j -0.000739534+0.00161301j -9.21159e-05+0.000805101j 0.000868257-0.000982433j -0.000637626-0.000579207j -0.00150987+0.000304153j -0.00129412-0.00205851j 0.00154503-0.00204286j -0.00114728+0.00148638j -0.00114494-0.00220993j 0.000218283-0.000228265j 0.000474433+3.65423e-05j -0.000464854-0.00191096j -0.00126109+0.00169518j -0.00302534+0.000383134j 0.00153347+0.000674008j 0.000533551-0.00503773j -0.000699317+0.000984999j -0.000933956-0.00411772j 0.00227118+0.00170468j -0.000649987-0.00234991j -0.00013512-0.00484506j -0.00160539-0.000147431j 0.000610901-0.00445958j -0.000921548-0.00470558j -0.000348762-0.000280774j 0.000728918+0.0049111j 0.00268208-0.000949351j 0.00235107+0.00234811j -0.000217913+0.00263489j 0.000566044-0.00245834j -0.000390587+0.0002884j 0.00214319-0.00116011j 0.000700401-0.000256896j 0.00235329-0.00303444j 0.000134519+0.00997849j 0.000357743+0.00167184j 0.000774506+0.000389052j -0.00408622+3.59603e-05j 0.000863511-0.00332197j -0.00211619+0.00165272j 0.000748687-0.00440301j 0.000624321+0.00537084j -0.00102317-0.000957382j -0.00148115+0.00471936j 0.0016468-0.000254747j 0.000313224-0.00082587j -0.00278801+0.0114847j -0.00127706+0.000357436j 0.00115384+0.00145109j 0.000394641-0.0015194j 0.00287409-0.00752075j 0.00310262-0.00518603j -0.00191253+0.00134872j 0.00196012-0.00432965j -0.000840705-0.00202555j 0.00199381-0.00404969j -0.000536041+0.00241456j 0.000371649-0.00169452j 0.00298518-0.00347456j 0.000281123-0.00273082j -0.00160877+0.00139068j 0.00238363-0.00377497j -0.0041047+0.00114643j 0.00445016-0.00134593j 0.00474707-0.000627333j -0.00135807+0.00188208j 3.31681e-06+0.000923321j -1.60035e-05-0.000690969j 0.00151666-0.00131315j -0.00301323+0.00104002j -0.00166766+0.00335082j -0.00234752+0.000165479j 0.000234665-0.00183863j 
0.000549464+0.00134202j 0.000921023+0.00236083j -0.0017039+0.00144014j 0.000236731-0.000154217j -0.00125265+0.000241251j 0.00111732+0.00129385j 0.000953034+0.000147289j 0.00199124+0.00104357j 0.000209077+0.000348934j -0.001717-0.00225045j 0.000764422-0.00076087j 0.00127555+0.00327341j 0.00214677+0.00291232j -0.0019139-0.00358131j 0.00268518-0.00263896j 0.0012417-0.000496986j 0.00520635+0.00232266j 0.00303421+0.00195577j -0.00244156-0.00568132j 0.00195732+0.00113519j 0.000586348+0.000103306j 0.0041112+0.00519374j -0.00389405+0.00193522j 0.000446504+0.00364084j 0.000449887-0.00478889j -0.00143518-0.00350335j -0.00165415-0.00141812j 0.00298053+0.00400559j 0.00418059+0.00212983j -6.89016e-05-0.000126808j -0.00143801-0.00277041j 0.00109693+0.00113503j -0.00308327+0.00524756j 0.00282729+0.002481j -0.000894807+0.00651014j 0.00206442+0.00407571j 0.00178349-0.00127945j 0.00563539-0.00234838j -0.00425397+0.000606672j -0.000666686+0.00851996j -0.000750086+0.00291357j -0.00545536+0.00245098j 0.00544208+0.00268341j -0.00114943+0.00172045j 0.00124435-0.00449743j -0.0043448+0.00196544j 0.00118768-0.00186258j 0.00190697+0.00190376j -0.00110327+0.000604993j 0.000344823-0.00346186j -0.00260353+0.000711555j -0.00107244-0.0038283j 0.00162751-0.00338289j 0.00249857+0.00254248j -0.000551244-0.00295505j 0.00350643-0.00247306j -0.00392942+0.000283929j 0.000443115+0.00103886j 0.000206391+0.00404767j -0.0010449+0.00152792j -0.00143969+0.00203118j -0.000795461+0.000275287j 0.00281392+0.000109611j -0.00199961+0.00376138j -0.00183292+0.000499564j 0.000748552+0.000113245j -0.00110074+0.000831421j 0.00181861-0.000728306j 0.0024129-0.00332174j -0.000121557+0.000457301j 0.000184385+0.000667164j 0.000107277-0.00124431j 0.00177941-0.00064572j 0.00109528-0.0010684j -0.00251759-0.000911511j -0.00178212+0.00110381j 0.000642815+0.000848663j 
-0.000582995-0.00320198j -0.0036122+0.00262285j 0.000402091+0.00203309j 0.000671521-2.57594e-05j 0.00238991-0.00157212j -0.00624237+0.00118621j 0.00266235+0.00214033j 0.00339298+0.000473528j -0.00350519-0.000497532j -0.00180121-0.00363097j -0.00258292+0.000951668j 0.00216095-0.000454038j -0.00306378+0.00311032j -0.00188109+0.000131849j -0.000684471-0.00014713j -0.00266387+0.00220988j -0.00203969-0.00407867j 0.00128993-0.00103159j 0.0041911+0.00257207j 0.00115741-0.000417975j 0.00069297-0.00325905j 0.00275754-0.00200094j 0.00335128-0.00587212j -0.00364435-0.000756973j -0.00344538-0.00144221j 0.00288665+0.00443658j 0.00232984-0.00420497j -6.74866e-05-0.00361049j -0.000396263+0.00228133j 0.00285777-0.00353828j 0.00661371-0.00071876j -0.00302157+0.00350496j 0.00163801+0.00285967j 0.00349218-0.00367709j -0.00340325-0.00353887j 0.00253824-0.00887475j 0.000865685-0.000204859j 0.00441788-0.00136306j 0.00158177+0.00195742j -0.00289698+0.00555838j 0.00286252-0.000845241j -0.00760076+0.00563076j -0.00297546-0.00562941j -2.41571e-05-0.00206875j 0.00151953-0.0018996j -0.00273278+0.000564765j -0.0047526-0.0015237j -0.00149059-0.00470773j -0.0047704+0.0052074j 0.00291451-0.00180971j -0.00226765+0.00346188j -0.00752635+0.00289779j -0.00526304+0.00245936j 4.77901e-05-0.00603507j -0.0018024+0.000877704j 0.00604042-0.0047457j -0.00365817-0.000265964j 0.00433232-0.00153912j -0.000930876+0.000251864j 0.000487787-0.000641954j -0.00332568-0.000801486j 0.00225976+0.00278004j 0.00191607-0.00223697j -0.0020572+5.44278e-05j -0.000307006+0.00424079j 0.0021361+0.000508416j -0.00117034+0.000436165j -0.00138119+0.00359646j 0.00459674-0.0007068j 0.000779728+0.000598532j -0.000924676+0.00112273j 0.00488307+0.00360112j -0.000954105-0.00197379j 0.00188853-0.00134029j -0.000706233-0.00253833j 0.00165786+0.00178746j -9.49954e-05+0.00342481j 
-0.00159747+0.00127048j 0.00109387-0.00090601j 0.00232242-0.00115373j 0.00305772-0.00168414j 0.00207834+0.00171578j -0.00316789+0.00116407j 0.00231018+0.00149652j 0.00263823+0.000722049j 0.000597701+0.000256208j -0.0040207-0.000514844j -0.000913217-0.00283133j -0.000973692+0.000321407j 0.00481327+0.000119967j -0.000261326-0.00315789j -0.000941262+3.57164e-05j 0.000647633-0.00147309j -0.00158933+0.00232491j 0.00239308+0.00309939j 0.00454725-0.00497064j 0.000669454+0.00342737j -0.000544905-0.00215154j 0.00170236+0.00136723j -0.00453556+0.00416069j -0.00193187+0.00289903j 0.00187772-0.00256528j 0.00452583-0.00706546j -0.00268154+0.0015205j -7.68807e-05+0.00749135j 0.00251205+0.000907107j 0.000806789-0.00264275j 0.00237815-0.00321328j 0.00316618-0.00110004j -0.0020573+0.00109196j -0.00437078+0.0038976j -0.00603091+1.58192e-05j -0.00683393+0.0089746j 0.000858706-0.000169619j -0.000215338-0.000219058j -0.00214771-0.000498982j 0.000191668+0.0057113j -0.00149754+0.00244016j 0.00318896-0.000878787j -0.0032412+0.00513633j -0.00136522-0.000835719j 0.000992162+0.00199329j -0.00107418-0.00307563j -0.00214754+0.000635012j -0.00213765+0.00147113j 0.000384278-0.00185653j 0.00119455-0.00337191j 0.00209297-0.0024135j 0.00695229-0.00359054j 0.00176919+0.0010625j -0.00305498+0.00171122j 0.00259981-0.00253249j -0.00310352+0.000940372j 0.00142176-0.000928873j -0.00484508+0.00238005j -0.000131622+0.0010902j 0.000396358+0.000264741j -0.00262838-0.00200716j 0.00121069+0.000580467j -0.00317709+0.00311558j 0.00133836+0.00377959j 0.00255538+0.00201287j -0.000921187-0.000697969j 0.00121224+0.00347873j 0.00261928+0.000493717j 0.000901745-0.00175879j -0.00143218-0.00158704j -0.000453074+0.00318858j 0.00203613-0.000126925j 0.000493819-0.00121562j -0.000397212-0.00222233j 0.000657774+0.00229299j 0.00152533-0.00148296j -0.00017764-0.000154141j 
0.000940787+0.000352716j -0.00156801+0.000973773j -0.00072377-7.10349e-05j 0.00152153+0.00184994j -0.00100095-0.00151529j -8.57727e-05+0.000149282j -0.000567624-0.00241132j -7.81809e-05-0.000518682j -0.00285314+0.000212638j -0.00146926+0.00177597j -0.000919101+0.00113323j -0.00560404-0.000616039j -0.00204801-0.000854036j 0.00270243+0.000997391j 0.00187558+0.000948827j -0.00314609+0.000961598j -0.00579118+0.000415315j 0.0020835-0.0020141j 0.00411452+0.00183297j 0.0037966-0.000683521j 0.000874776-7.21943e-05j -0.00460227+0.000585383j 0.000353391+0.000583153j -0.000735167+0.00242597j 0.00493512+0.00132378j -0.00135293-0.00329428j -0.00112501+0.00060482j 0.0032935-0.0022457j 0.000328173+0.00109626j -0.000718345+0.000927271j -0.00526322-0.00256786j 0.00293231+0.00120861j -0.000918951-0.00101723j -0.00326747+0.00107341j -0.00740499-0.00175272j 0.00320109+0.00239185j 0.00142937+0.00182606j -0.0010833-0.000917291j -0.00145241-0.000348048j -0.000524141+0.000828433j 0.00317464-0.00262258j -0.00353204-0.00336655j -0.00175411-0.00205799j -0.00111289-0.00186041j 0.00417154+0.00152332j -0.00302317+0.00062456j 0.00416852+0.00338547j 0.00387044+0.0025296j 0.00122225+0.00120458j -0.00124818+2.91493e-05j -0.000943046-0.000900386j 0.000902317+0.00174777j 0.00832418+0.00533031j 0.000630545-0.00231251j -0.000606069+0.000466888j 0.00142505+0.00324998j -0.00187815-0.00153512j -0.00176028-0.00220094j -0.00139671-0.00460511j -0.0030568-0.00221148j -0.00346526-0.00386782j 0.00186699-0.00132912j 0.000551502-0.000360145j -0.000707292-7.42257e-05j -0.00134695-0.00226805j -0.00103949-0.000476052j 0.00174492+0.00030829j 0.00215652+0.00208712j 2.55446e-05-0.000467892j 0.00022405+0.000916035j 0.000667423-0.00096785j -0.00020034+0.00100273j -0.000290766-0.000167019j 3.07488e-05+0.000375278j -0.000644376+0.000499913j -0.00206998-2.20415e-05j 0.00041574+0.000447542j 
-0.00142249-0.00204695j 0.00137027-0.00400727j 0.00180117-0.00186184j 0.00113311+0.00162199j 0.000631171+0.00145321j -0.000577363+0.00117338j 0.000566636+0.00381914j 0.000539992+0.00141827j -0.00144959-0.00184578j -0.0032386-0.000856129j 0.000198977-0.00274063j -0.00343174-0.000605307j 0.000966059-0.00145599j 0.00148005-0.000233405j -0.00142191+0.00119722j -0.00177585+0.000301009j -0.00147876+0.00331609j -0.00251967-0.000725115j 0.000928078+0.00135908j 0.00360511+0.000611009j -0.00453277+0.0016028j -0.00184855+0.00112201j -0.00337513+0.00570239j -0.000812557-0.0023906j -0.00277414-0.00104712j 0.00186685-0.00295862j -0.000289686+0.001921j -0.00251362+0.00541615j 0.000529839-0.000241766j -0.00176434+0.00238516j 0.0046135-0.000318728j 0.00288962-0.000707127j -0.000110963-0.000582998j -0.000650266+0.00162144j -0.000924519-0.00423j -0.00698505+0.0056938j 0.0020788-0.000888344j -0.00164261+0.000929256j 0.000432678+0.000494856j -0.00315054-0.000938942j -0.000980271+0.00193686j 0.00045332-0.00693592j -0.000464192+0.00258893j 0.000862083-0.000647621j -0.000478678+0.00192085j 0.00200051-0.00187873j 0.000158467+0.00195652j -0.00316784+0.00160016j 0.00292533-0.00226278j -0.000781917+0.000745726j 0.00109523-0.00117734j 0.00375253-0.00184112j 0.000966472+0.000610489j -0.00586943-0.00178031j 0.00280447-0.00198936j -0.00418682+0.00109184j -0.00265673-0.00290056j 0.00033743+0.00391618j 0.000487469-0.00125525j -0.00202609-0.0011945j 0.00126572+0.00150782j 0.00134947-0.00172151j -0.00203331+0.00174116j 2.23223e-05-0.000919891j -4.43935e-05-0.00239266j -0.00267091-0.00268693j -0.00108412+0.00115603j 0.000129378+0.000964366j 0.000581232+0.000923618j -0.00118747+0.000278451j -0.0014871-0.000118704j -0.000506871-0.00185779j 0.000701972+0.000260376j -0.00113906+0.00190037j 0.000890988+0.00152742j 0.00272209-0.00129234j -0.00063848-0.00266447j 
0.00050077-0.00154613j 0.000346313-0.00097044j -0.00154679+0.00127917j -0.00112849+0.00292623j -0.00151218-0.0012635j 0.00286989-0.00013863j -0.000580212+0.000218347j -0.00170995+0.000705505j -5.64222e-05-0.00183195j 0.00265704-0.00271389j 0.00509375+0.00133396j 0.00488825-0.000122474j -0.00105239+0.000619472j -0.00137932+0.00326202j -0.0013751-0.000289488j 0.00512319+0.000576584j 0.00263884+0.00226125j -0.00355613+0.00477348j -0.00184391+0.00241947j -0.0104877-0.00199969j 0.00589214+0.00253224j 0.00648795+0.00109491j 0.00011982+0.00212261j -0.00240548+4.02337e-05j 0.00131816+0.000386304j -0.000805588+0.00236194j 0.0039495-0.00114614j -0.00324024-0.00100641j 0.00455622+0.00184199j 0.00437599+0.00277812j 0.00352199-0.000478044j 0.000884987-0.00192391j 0.000792153+0.00055507j -9.38891e-05+0.00061566j 0.00701847+0.00244329j -0.00509007-0.00082835j -0.00244101-0.00098147j -0.000151671+0.00236786j -0.00205599-0.00316574j 0.00251229+0.00201331j -0.000459189+0.000255529j -0.00227315+6.26831e-05j -0.00102165-0.000148538j -0.000675127+0.000706254j -0.00136714-0.00218432j 0.00447655+0.00287885j -0.00445917-0.00560613j -0.00430635+0.00055662j -0.000754155-0.00278581j 0.00418607+0.0039826j 0.00186659-0.000548139j -0.000496244+0.000241589j -0.00591659-0.00581317j -0.000137546+0.00259747j 2.00736e-05-0.00164785j -0.000658431+0.00309408j 0.0041878+0.00685209j -0.00072448-0.00259517j -2.71426e-05+0.000866054j 0.00341334+0.00375057j 0.00235257+0.00137422j -0.00263737-0.00119025j -0.0032244-0.00114271j -0.00299333-0.00180398j 0.000902381+0.00153422j 0.00127328+0.0017802j -0.0012709-0.0019424j -0.000891694-0.00111897j 0.00210302+0.00129763j -0.000594171+0.000872471j -0.00036071-0.000277955j -0.000118078-0.000488708j 0.00141218+0.00180432j 0.00106366+0.00221565j -0.00116894-0.000982414j 0.000161876+0.000268078j -0.000137488-0.000444756j 
-0.00216112+0.000193337j 0.00286729+0.00136927j -0.00123078+0.00220994j -0.00450926-0.0017793j -0.00465673+0.00117579j 0.00357025-0.000894617j -0.00100008-3.86945e-05j 0.000405879-0.00074513j -0.00182194+0.000831633j -0.00542639+0.00337634j 0.000878294-0.00137894j 0.000984429-0.000113417j -0.000856497+0.00120033j -0.00618681+0.00039641j -0.000150983+0.00115639j 0.00144965-9.11918e-05j -0.00500972+0.000810101j -0.0042062-0.00103607j 0.000352517-0.000371182j 0.00351382-0.00112495j -0.00125857-0.00246241j 0.00313107+0.00105268j -0.000275498+0.00260398j 0.00114906+0.000478956j -0.000162699+0.00185096j -0.00525667-0.00153594j -0.000206703+0.00068608j 0.00114969+0.000138083j 0.0080703-0.0014755j -0.00209648+0.000686158j 0.000251036-0.00146875j 0.00123387-0.00119093j -0.000205844-0.00102124j 0.00566546-0.000466884j 0.000327453+0.0011313j -0.000784007+0.00138322j 0.000734598-0.00285818j 0.000331739-0.00105643j 0.000630048-4.01469e-05j 0.00906885-0.000831445j 0.00601123+0.000945652j -0.00824225+0.00219116j -0.00264078+0.000700972j -0.00273392+0.000299555j -0.0023963-0.00100942j 0.00369007+0.00282128j -0.000545533+0.000563647j -0.00558932+0.000330832j -0.000267819+0.000837056j 0.00157413+0.00107127j -0.00108455-0.00192067j -0.00251902+0.00164102j 0.00274455+0.00065753j -0.00442342-0.000371514j -0.00276047-0.000913466j 0.00284869-0.000628945j -0.00218423+0.000799998j 0.00236346+0.00148208j -0.00223824-0.00265389j 0.00169854+0.00302869j 0.00095083+0.00108279j 0.00240951-0.003386j -0.00115699-0.000287592j -0.000232682+0.00152605j 0.00261436+0.00273299j 0.000384132-1.62086e-05j -0.000399461+0.000378256j 0.00357026+0.000925502j -0.00269204-0.00214787j 0.00175035+0.00207233j 0.000638839+0.00125627j -0.00189245-0.00322256j -0.00131186+0.000455525j 0.0013213+0.000641465j -0.00201945-0.00187067j 9.96096e-05-0.00105146j 0.00134001-0.00177102j 
0.000260953+0.00141393j -0.00283029+0.00132946j -0.000909097-0.000293286j -0.00398791-0.00211905j -0.00105284+0.0018571j -0.00264697-0.00114151j 0.000853876+0.00054329j -0.0031273-0.00198942j 0.000658804-0.00111828j -0.0009322-0.00137059j -0.000354372+0.000575191j -0.00153268+0.00209634j -0.000891772+0.00105578j 0.000207583-0.00569897j -6.9174e-05-0.00245071j -0.00176982-0.000715642j -0.00109615+0.001027j 0.00178011+0.00370576j 0.00232236+0.00102643j -0.00312975-0.00451479j 0.000922497+0.00326591j -0.00985537-0.00430737j 0.003681-0.00383387j 0.0028529+0.000775093j -0.00327243-0.000664738j 0.00300397+0.00519392j -0.000783631-0.00199604j -0.00658052-0.00415183j -0.00669658+0.000350687j -0.00460213-0.00228967j -0.00276138-0.00231319j -0.00628575-0.000507321j 0.00267347+0.00305662j -0.00237132-0.00477257j -0.000554235-0.00209102j -0.00422439-0.00702341j -0.000611984-0.00219656j -0.00138873-0.00247741j 0.00489211+0.00111448j -0.00333931+0.00281298j -0.00182736+0.000495971j 0.00491523+0.00462803j -0.00263825-0.00278377j 0.0013727-0.000126786j 0.00158029-0.000895677j 0.00123658+0.000772186j 0.00264564+0.00231649j 0.00020184+0.00205714j 0.00138918+0.000453858j 0.000499601-0.00160101j 0.00137256+0.00166215j 0.00060775+0.00080205j 0.00326465+0.003697j -0.000403431+0.00141353j 0.00193403-0.00071528j -0.00259616-0.000734404j -0.00176955-0.00385168j 0.000249542-0.00392965j -0.000774147+0.00273087j -0.00266321-0.00326285j 0.00105776+0.000188634j 3.38144e-05+0.00124716j 0.00200335-0.00317908j -0.00151231-0.0018399j -0.00222569+0.00186664j 5.11146e-05-4.10719e-05j -0.000384706+0.000216306j 3.07462e-06+0.000771904j 0.000309509+0.00222328j -0.000200852+0.000126983j -3.43832e-05+0.000421518j -0.000966197-0.000157337j -0.0010191+0.00039976j -0.000341796-0.00166951j -0.000212173-0.00282968j -0.0012267-8.21598e-05j -0.000598419+0.00210669j 
