0.00889254-1.29899e-15j -0.0207406-2.80625e-16j 0.00606105-6.53064e-17j -0.00787991+6.52148e-17j 0.00814609+1.09141e-18j -0.004158+2.38549e-17j -0.00728726+7.09588e-18j 0.00495662+6.63881e-18j -0.00334534-4.08686e-18j 0.00935719-1.392e-17j 0.00153877+5.79905e-18j 0.000862615-9.04705e-18j -0.0133097+3.92058e-17j -0.00759461+6.54885e-17j -0.00320286-8.46095e-17j -0.0142237+1.6846e-16j -0.00809799-3.59242e-16j 0.000442243-9.89106e-20j 0.00139647+1.55838e-17j -0.0101301-3.61071e-17j 0.00959449+5.13277e-17j 0.00472299+1.23251e-16j 0.0115098+4.00311e-17j -0.000242356+3.09901e-17j 0.0119075-2.87671e-17j 0.00688649-1.15398e-17j -0.000698783+3.86818e-17j -0.00307254-2.20047e-16j 0.0104113-2.87282e-16j -0.000441843+1.3737e-17j 0.0151243+1.97947e-16j 0.00494478+9.75473e-17j -0.00445313+7.06577e-18j -9.69345e-05-1.12844e-18j -0.015572+1.16102e-16j -0.000552176+3.06358e-17j 0.0031823-6.5555e-18j -0.00393424+5.4458e-17j 0.00500442+1.05276e-16j -0.00974953-5.88115e-17j -0.00857088+1.21437e-16j -0.00382526+1.34239e-16j -0.0061001-6.39972e-17j -0.0120108+4.26063e-18j 0.00857787+2.87989e-17j -0.00171737+1.48951e-17j 0.00166513+4.53924e-18j 0.00181556+7.77091e-19j 0.00468523+8.38645e-18j -0.00821691+4.65009e-18j 0.00550766-8.16404e-18j -0.000548805+3.61148e-18j -0.00218924-3.53349e-17j 0.0143055-4.15432e-17j -0.0196089+9.49862e-16j 0.006681-4.37045e-15j 
0.00297151-1.67966e-15j 0.00411292-2.05239e-16j 0.00547146-7.82334e-16j -0.00146746+3.30455e-16j 0.00320495-7.47842e-16j 0.000751042+9.90938e-19j 0.00170158+2.65451e-16j 0.000812582-2.52365e-16j 0.00150466-2.36383e-16j 0.00482452-5.45659e-16j -0.00752947+9.85031e-16j 0.00471817-6.99952e-16j 0.00406738-5.89966e-16j 0.0102641-1.31199e-15j 0.00347279-2.36892e-16j 0.00149535+3.43149e-16j -0.00606039+6.26759e-16j 0.00688053-6.18129e-16j -0.00576981+6.54314e-16j -0.00574216+9.72158e-16j 0.000511534-2.82921e-16j -0.00276548+9.90607e-17j 0.0140175-2.00916e-15j 0.00254935-1.12705e-16j -0.00207857+4.06896e-17j 0.00487116-4.77038e-16j 0.0104026-1.00631e-15j 0.0049481-3.72316e-16j -0.00467657+5.0882e-17j -0.0100565+1.38236e-15j 0.00846136-1.50024e-15j -0.00205875+2.40075e-16j 0.00340251-4.34574e-16j 0.0115108-1.28899e-15j 0.00148505+2.2895e-16j -0.000339774+1.11873e-16j -0.006632+7.5881e-16j 0.0127297-1.26071e-15j 0.0027088-2.74077e-16j -0.00775059+1.02672e-15j 0.00247778+3.00114e-17j 0.00347171-4.62522e-16j -0.00409528+4.49152e-16j 0.00925026-1.2744e-15j 0.00284923-4.24373e-16j 0.00761875-7.85533e-16j -0.00519426+8.51302e-16j -0.00214912+9.90773e-17j 0.0038736-6.26152e-16j -0.000786788+5.89882e-16j 0.000246486-1.25154e-16j -0.00589421+5.52857e-16j -0.000698731+8.00065e-17j 0.00412927-8.52947e-16j 0.0052987+4.40024e-17j 0.00311986-1.3123e-15j 
0.00147141-1.45858e-15j 0.0161946-3.7549e-16j 0.00633359+1.77795e-17j 0.000229356+1.08669e-16j -0.0077736+1.98925e-16j 1.49724e-05+6.10849e-18j 0.0168732-1.34136e-16j -0.00413304-7.25079e-17j -0.00423949+1.50476e-16j 0.00865613-1.05255e-16j 0.00101155-2.39225e-16j 0.00103576+1.10418e-16j -0.00590414+1.08629e-16j -0.000166307+2.49082e-16j 0.00651636+7.11371e-17j 0.0140676-1.86159e-16j -0.000853266-2.71892e-16j 0.00604329+1.69042e-16j 0.00140939-3.7861e-16j 0.00519236-1.43944e-16j -0.00370856-3.64755e-17j -0.0110666+1.28e-17j -0.00378931+2.95022e-16j 0.00554828-2.84544e-17j -0.00247405-1.18071e-16j 0.0168165-1.74036e-16j 0.0119504-1.24612e-17j 0.00420098+2.73068e-16j -0.0184888+7.77748e-16j 0.00659014-4.46737e-16j -0.0105011+1.07882e-16j -0.00356543-7.79649e-17j -0.00451097+1.86559e-16j 0.0118168+2.28527e-16j 0.00953344-9.91728e-17j 0.00459612+9.95233e-18j -0.00902602+3.33021e-17j 0.00534291+1.9725e-16j -0.00302945+1.14927e-16j -0.00470068-7.70511e-17j 0.015259-2.15625e-16j -0.00489864+1.43358e-16j -0.00381247-1.21119e-16j -0.00437194+2.06011e-16j 0.00205826+2.7987e-17j 0.00450157+1.7047e-16j 0.00509118-2.84462e-16j -0.00461934+2.07236e-17j -0.00337359-1.4917e-18j 0.0161123-1.86038e-16j 0.000997475-3.62098e-17j -0.0111017+2.70837e-17j 0.00107396+6.69159e-17j -0.00144043+6.81313e-17j 0.0166233-1.79119e-16j 0.00193952+7.07466e-16j 
-0.00114286+1.2023e-15j -0.0125725+1.93041e-16j -0.00503226+9.18151e-17j -0.00241603+6.58224e-17j 0.00234789+1.64605e-16j 0.00152855-7.59258e-17j -0.00674873-1.30793e-16j 0.00357349-7.84285e-17j 0.000843137+7.02523e-17j 0.00113534-1.44021e-16j -0.00088974-5.29636e-17j -0.0028811+9.66734e-17j -0.00488608+1.10794e-16j -0.0025656+9.30303e-17j 2.67448e-05-1.90445e-16j -0.00757145-2.4201e-17j 0.00225953-2.30754e-17j -0.00208214-7.47663e-17j -0.00157531-8.93865e-17j -0.00392366-7.5481e-17j 0.00256407+1.25676e-17j 0.00790721+6.5087e-17j 0.00344252+9.89997e-17j 0.000976397-1.05857e-16j 0.00380595+6.22059e-18j -0.00721943+5.17748e-17j -0.00153893-5.5608e-17j -0.00128161-3.01873e-16j 0.00761008+1.21397e-17j -0.00194517-1.40887e-16j 0.00205635+2.4672e-16j 0.00557172-5.45546e-17j 0.000219674+8.61873e-17j -0.0056245+8.86269e-17j -0.00554209-5.26212e-17j -0.00445257+5.12291e-17j 0.00535383-1.38613e-16j 0.000196902-1.27622e-16j 0.0010219+1.78113e-16j 0.0016003-3.14321e-17j -0.00883289+2.02933e-17j 0.00130435+1.31879e-16j -0.00319052+1.37197e-17j -0.00504807+1.3501e-16j 0.000904344+1.88671e-17j 2.74237e-05-3.19871e-17j 0.00277223-2.34843e-16j -0.000438486+1.03496e-16j 0.00370419-6.66345e-17j -0.00658802-1.45917e-16j -0.000736899-4.61662e-18j 0.00420685+7.32432e-17j -0.00369981+1.335e-16j 0.00042939+1.15189e-16j -0.0128069-8.52204e-18j -0.00239166-7.80221e-17j 
0.00626624-5.42763e-16j 0.00130813+3.36382e-17j 0.00745382+1.62487e-15j -0.00805503-1.69169e-15j -0.000422427-1.56997e-16j -0.00135786-3.41157e-16j 0.00223989+5.46663e-16j 0.00738843+1.63875e-15j -0.0046338-1.06156e-15j 0.00990655+2.08505e-15j 0.00129448+4.07892e-16j 0.00278921+6.2822e-16j 0.00231708+6.40621e-16j 0.00140595+2.4946e-16j 0.0011266+1.70753e-16j -0.00032219+2.11324e-17j -0.00341314-9.07661e-16j 0.00637639+1.43189e-15j 0.00861731+2.03394e-15j -0.00421927-8.51165e-16j 0.00628848+1.41934e-15j -0.00480922-1.17236e-15j 0.00970871+2.00094e-15j 0.00161957+2.92038e-16j 0.00305471+6.01202e-16j 0.00684401+1.46311e-15j 0.00512464+1.0098e-15j 0.0105133+2.48178e-15j -0.010235-2.2911e-15j 0.00240391+5.73858e-16j 0.0101708+2.38377e-15j -0.00170547-4.05496e-16j -0.00392577-8.76826e-16j 0.00165685+2.61986e-16j -0.00260796-5.09873e-16j -0.000212368+4.89382e-17j -0.00210766-4.42449e-16j 0.00734302+1.5298e-15j -0.00172204-3.47846e-16j -0.0103553-2.31219e-15j 0.00369285+9.16764e-16j -0.00455009-1.013e-15j 0.000386232+2.57166e-16j 0.00389614+9.13969e-16j 0.00460695+9.6564e-16j 0.00127495+1.77689e-16j 0.00324291+7.19096e-16j -0.00173902-3.4207e-16j 0.00763185+1.64019e-15j 0.00129114+3.68611e-16j 0.00507601+1.15851e-15j -0.00754959-1.66917e-15j -0.00412213-8.67531e-16j 0.00764086+1.6527e-15j 0.00222846+1.04827e-15j 0.00509471-6.88589e-16j 
-0.00361815+2.80842e-15j -0.0255807+6.13185e-16j -0.0140222+1.42751e-16j -0.0109828-9.63889e-17j -0.00238238-2.27515e-18j 0.00418049-2.72215e-17j -0.0135435+1.26228e-16j 0.0158679+5.83487e-17j -0.00333855-5.95149e-17j 0.00517052+2.10752e-16j 0.00656939-5.89241e-17j -0.0101219+9.93582e-17j -0.00700447-1.18131e-16j -0.0120411+7.8395e-17j -0.000382271-4.66674e-17j -0.014771+1.70001e-16j 0.0134172+6.33801e-16j -0.00533142-7.93492e-17j 0.0124347+8.83341e-17j -0.00412212-9.19874e-17j 0.00911522+6.37332e-17j 0.0160812+3.91333e-17j 3.82224e-05+1.69085e-16j 0.00215836+6.79882e-17j 0.00977805+8.89088e-17j -0.0208707+3.26531e-16j -0.00869636+3.28974e-16j 0.00662696-1.99334e-16j 0.0068292-5.49069e-16j 0.00901321-6.74093e-18j 0.000754306+1.27343e-16j 0.0126558+3.56467e-18j -0.00556991-8.97448e-17j -0.0262823+2.1326e-16j -0.0112351+8.27444e-17j -0.0120723-2.06172e-17j 0.0176659-4.93729e-16j -0.00146879-7.15437e-17j -0.0053953-3.84775e-19j 0.00532577-1.64042e-16j -0.0175301+3.31974e-16j -0.00380861+6.30203e-17j -0.00018767-1.53398e-16j -0.0118879-1.43399e-17j 0.000248608+1.0469e-16j -0.00563564+6.38313e-17j 0.016703+4.37665e-17j -0.00221055-7.20363e-17j 0.0133399+1.00497e-16j -0.0110322+9.43409e-17j 0.00100624+2.82305e-17j 0.00875344-1.60272e-16j -0.0136972+1.50658e-17j -0.00193568+1.67795e-16j -0.0270202-9.2257e-17j -0.00748483+7.14812e-16j 
0.00940278-2.2702e-15j -0.0101332-4.41765e-16j 0.00909928-2.58295e-16j -0.00924672+1.52118e-16j 0.00986172-1.82796e-16j -0.00245954+7.2695e-17j -0.00972203+1.75283e-16j 0.00984729-8.56549e-17j -0.000628138-3.15761e-17j 0.00735879-1.14559e-18j -0.00467225+1.03726e-16j 0.00642411-1.89282e-16j 0.00715114-2.95309e-16j 0.00764567-2.20902e-16j -0.0025639+1.46092e-17j -0.0116406+2.63146e-16j -0.01018-2.92523e-16j 0.00656527+1.97936e-18j 0.00236547-6.5356e-17j -0.0134761+9.8133e-17j 0.0103209-6.18146e-17j 0.00108338+8.50133e-17j 0.0236816-2.31269e-16j -0.00154741+1.45674e-16j 0.00508752-1.75828e-17j 0.00115124-1.68559e-17j 0.00309922+1.39e-16j 0.00832636-1.87897e-16j 0.00306584-4.66066e-16j -0.0102854+9.64825e-17j 0.0267289-5.95946e-17j -0.000757139+2.60496e-16j 0.00148092-8.02969e-18j 0.00312863-8.901e-17j -0.0111701+1.93162e-16j -0.00241181+1.5367e-17j -0.000814821+7.88759e-17j 0.0100254+6.1326e-17j 0.00428114+2.15995e-16j -0.0142331+9.31365e-17j -0.00631861+9.06761e-17j 0.00111606+8.41126e-17j -0.000576712-8.0529e-17j 0.0116547-3.84335e-16j 0.00663197-3.84697e-17j 0.00276903+1.73262e-17j -0.00592794+2.31293e-16j 0.0013339-7.74545e-17j 0.0116507-1.16469e-16j -0.0121468+2.11855e-16j 0.0054918-9.18793e-17j -0.00368386+3.96888e-17j -0.00386249-5.10639e-17j 0.014763-2.52941e-16j -0.00837429+8.43962e-16j 0.00800758-4.06961e-15j 
0.00285057-7.69219e-16j -0.00188139-1.39343e-16j 0.00156177-5.95109e-17j -0.00383962+4.87526e-17j 0.00246485-7.45414e-17j -0.0037402+1.03001e-16j -0.0112947+2.25615e-16j 0.00815426-1.00669e-16j -0.00159176-1.28446e-18j -0.00805209+2.19778e-16j 0.00785941-1.34143e-16j 0.0019424-4.01144e-17j 0.0181724-3.87084e-16j -0.00154906-5.70468e-18j -0.0103732+2.60494e-16j -0.00749824+9.86399e-17j 0.00078044+1.18107e-16j -0.00375278-1.14892e-16j 0.0160654-1.8605e-16j 0.000432799-1.21458e-17j 0.00685712-9.8222e-17j -0.000539005-1.53775e-18j -0.00245722-2.00646e-17j -0.00962209+1.80681e-16j 0.000896667+4.22521e-17j -0.0107351+2.79458e-16j -0.0175505+4.16969e-16j 0.00548675-2.53898e-16j 0.00413017-4.60109e-16j 0.00549233-5.77128e-17j 0.0140012-1.35366e-16j -0.00462465+1.98297e-16j -0.000807791-1.47604e-17j -0.0167909+2.8091e-16j -0.00656254+1.67373e-16j 0.000164504-2.37574e-17j 0.00754532-2.17567e-16j -0.00911815+5.40951e-17j -0.00289336-1.21346e-16j 0.000389869+1.90015e-17j -0.00441102+1.23894e-16j -0.002863+4.29285e-17j 0.0157912-1.70194e-16j 0.0132952-2.64865e-16j -0.00297319-7.97502e-18j -0.0113088+1.37652e-16j -0.00312354+1.45715e-16j 0.00661141-1.36385e-16j 0.00450951-4.73893e-17j -0.00921198+1.93093e-16j 0.00461968-8.4885e-17j 0.00554322-1.20159e-16j -0.000141217-5.09172e-17j 0.00418341-9.04829e-17j -0.00229744+3.1968e-16j 0.00292451-1.4264e-15j 
-0.0052738+2.47259e-15j -0.0141066+5.23646e-16j -0.0104116+4.11881e-17j -0.000814998-3.60179e-17j -0.00166097+4.51798e-17j 0.00485523-4.81465e-17j -0.00133852-1.0834e-16j 0.000628603+4.16735e-17j 0.00103196+1.91117e-17j 0.004958-1.06256e-16j -0.00264771+2.1881e-17j -0.00717612+4.43208e-17j -0.0168271+1.90115e-16j -0.00556569+6.65926e-17j 0.0059656-1.89635e-16j -0.00391624+4.09849e-17j 0.00672295+3.20417e-16j -0.00236049-2.36244e-17j -0.00761213+8.78289e-17j -0.00208577-7.06686e-18j -0.00129858+2.87773e-17j 0.0109019+9.00487e-17j -0.000134372+4.04739e-17j 0.00677719-7.83942e-17j 0.00409152-8.92865e-18j -0.00597766-8.34613e-17j 0.00535572-1.16398e-16j -0.00409244-6.88994e-17j 0.00560211+3.38517e-17j -0.000729071+2.39589e-17j -0.010594+2.31241e-17j 0.0104901-1.12338e-16j -0.000836958+3.47148e-18j -0.0027883-8.52151e-17j -0.00181718-2.70239e-17j -0.00644406-2.54363e-17j 0.0050111-9.54293e-17j 0.00287051-8.59719e-17j 0.000372745+7.75586e-17j 0.0052779+1.24838e-17j -0.00841689+5.48496e-17j 0.00170435+5.24709e-17j -0.0111368+6.30694e-18j -0.0163568+1.60315e-16j 0.00108865+1.76883e-17j 0.00425441-4.27442e-17j 0.00905859-9.34555e-17j -0.00468439+5.21006e-17j 0.00177602+3.82453e-17j -0.00125946-1.00125e-16j -0.00400942+1.07018e-17j 0.00359841+6.18227e-17j -0.00566223+5.42619e-17j -0.00524326+5.95928e-17j -0.0147731-3.43471e-16j -0.00703814+1.53842e-15j 
-0.00536198+1.46254e-15j 0.0042448+3.00825e-16j -0.00562803+2.74385e-16j 0.00778871-1.43061e-16j 0.000586098+2.42765e-17j -0.000737065-2.09868e-17j -0.0062035+2.10451e-16j -0.00449297-5.82074e-17j 0.00427108-7.60921e-17j -0.0165167+3.51278e-16j 0.00276263-9.64197e-17j -0.000520351+7.50685e-17j 0.0122274-3.18741e-16j 0.000308446+4.41372e-18j -0.00684258+1.99571e-16j -6.13415e-05-1.53498e-17j 0.00379083+3.35631e-17j -0.00782416+1.96775e-17j 0.000394973-5.94111e-17j 0.00661595-7.82907e-17j -0.00439897-8.5147e-18j 0.00151957-1.66715e-16j -0.0128928+1.61023e-16j -0.00765273+1.16633e-16j -0.00553697+1.44471e-16j -0.0120252+5.40558e-16j -0.0146354+3.59203e-16j -0.00658062-1.50355e-16j 0.00938903-3.39588e-16j 0.000427969+4.39623e-17j -0.0038527-6.22385e-17j -0.00354329-1.07101e-17j 0.00451739-1.01466e-16j -0.00916996+3.88501e-16j 0.00249396-3.19312e-17j 0.00172739+3.33213e-17j 0.00417802-2.29055e-16j -0.0117233+7.36749e-17j -0.000582275-1.29218e-16j 0.0111935-1.76958e-16j -0.00264863+1.33151e-16j 0.00351869-1.44741e-16j 0.0105932-1.65786e-16j 0.00796729-1.65145e-16j -0.00777278+1.29598e-16j -0.00733105+1.21191e-16j -0.00696917+5.11034e-17j 0.00561484-7.85292e-17j -0.00668638-1.70348e-18j -0.00410213+1.50414e-16j -0.00299734+5.50275e-17j 0.00963914-2.44897e-16j 0.00564514-5.41664e-18j -0.00703113+1.8913e-16j 0.00306269-3.01839e-16j -0.00339855+1.75535e-15j 
-0.00169621-5.51189e-16j 0.0150808-6.47933e-17j 0.000176053-9.73848e-17j -0.0044053+1.95982e-17j -0.00992844-1.16433e-16j 0.00326229+1.19961e-16j 0.00948359+2.66346e-16j 0.00610059-4.85103e-17j -0.00400324+1.88545e-17j 0.00644911+2.66092e-16j 0.00203498-2.01305e-16j -0.000718107-5.33283e-17j 0.00807005-4.18618e-16j 0.00368631+2.35224e-17j 0.00576331+3.50536e-16j 0.0111151+7.51009e-17j 0.00667437+3.47663e-16j 0.00607644+1.80391e-16j 0.0105711-3.3543e-16j 0.00436348-4.01621e-17j -0.000293631-1.21265e-16j -0.00699794-3.69765e-17j -0.00100315+1.40813e-16j 0.00433863+2.63033e-16j -0.00435207-3.62698e-17j 0.000654638+9.40205e-17j 0.0070631+4.64298e-16j 0.0152761+3.64123e-16j -0.0216126+1.24384e-16j 0.00714861-2.39601e-16j -0.00572909-3.35747e-16j -0.00277085+1.11272e-16j -0.00323987+1.29435e-17j -0.00177725+3.17542e-16j 0.00958115+1.05203e-16j -0.00179807-8.7573e-17j -0.00239069-1.91107e-16j 0.0113921+3.18299e-16j -0.00792609-3.88811e-19j -0.00206704-4.66744e-17j 0.00998254+2.3538e-17j -0.00386791+2.29351e-17j 0.00339837-3.44642e-16j 0.00773756-2.75824e-16j -0.00154116+5.57249e-17j 0.00261384+3.07193e-16j 0.00826686+1.7343e-16j -0.00530731-2.30174e-16j 0.00614235+4.06778e-17j 0.00974928+2.21824e-16j 0.000954454-9.49544e-17j -0.00775785-1.71694e-16j -0.00575716-7.55157e-17j -0.00508119-9.0537e-17j 0.0147933-4.1247e-16j -0.00204661+1.99233e-15j 
0.00400751-1.49237e-15j 0.00735093-4.48741e-16j 0.00622992+1.76365e-16j 0.000532348+9.18894e-17j 0.00338623+2.64542e-16j -0.00606202-1.75264e-16j -0.00814424-3.09116e-16j 0.00268842-6.31737e-17j -0.000494978+3.80975e-17j -0.012673-3.15467e-16j 0.00755815+1.15698e-16j 0.00547842+1.59441e-16j 0.0233064+3.05046e-16j 0.00145801-5.17108e-17j -0.0125056-2.5497e-16j -0.00305503-3.57333e-16j -0.00338392-3.58413e-16j -0.00357295-3.28333e-16j 0.0141624+1.61408e-16j 0.00319344-1.70876e-17j 0.00396125+1.01068e-16j -0.00638839-1.19898e-16j -0.00539815-1.49175e-16j -0.0125375-3.63467e-16j -0.00272135+6.74873e-17j -0.00527755+3.8643e-17j -0.0187703-4.55534e-16j 0.00250713-3.57922e-16j 0.00329998+1.87309e-16j 0.00412453-2.68653e-17j 0.0142886+5.57565e-16j -0.0100575-9.04109e-17j 0.00100193+7.07295e-17j -0.0108555-1.35052e-16j -0.0032477-2.26126e-16j 0.00505922+1.80172e-16j 0.00282393+8.86392e-17j -0.012253-5.54286e-16j -0.00152609-8.14907e-17j -9.04141e-06+2.74593e-17j 0.00129079-1.48566e-16j -0.00207532-2.58909e-17j 0.019071+4.97617e-16j 0.0187374+2.63673e-16j -0.00422382-1.20094e-16j -0.0121042-3.69366e-16j -0.0097306-3.39256e-16j 0.00899279+3.01251e-16j -0.00100676-1.53422e-16j -0.00630881-2.81867e-16j 0.00468364+1.03537e-16j 0.00422172+1.81035e-16j 0.0056084+2.02703e-16j 0.00465198+2.10791e-16j 0.00722046+2.75519e-16j 0.00567594-1.42991e-15j 
-0.0020518+1.7754e-15j -0.0176988+3.61756e-16j -0.00719955+6.2248e-17j -0.00240416+1.37845e-18j -0.000890737+4.51674e-17j 0.00227001-4.64493e-17j -0.000697652-2.26336e-17j 0.000341305-2.47908e-17j -0.00145928+1.86207e-18j 0.00743848-4.06523e-17j 0.000824747+6.96285e-18j -0.00716225+4.82445e-17j -0.0225616+4.2966e-17j -0.0111475+5.49592e-17j 0.00407488-1.41781e-16j -0.0060336+9.21185e-17j 0.00432327+1.7034e-16j -0.00318659-3.58738e-17j -0.00474789+2.93747e-17j -0.00233032-3.99363e-18j 0.000997633+1.77764e-17j 0.00971847+9.47953e-17j -0.00183151+1.31725e-17j 0.00595362-3.77677e-17j 0.00796476+6.0013e-18j -0.000264178+5.01627e-17j 0.00333781-5.8396e-17j -0.00648868-1.81784e-16j 0.00707383+4.5925e-17j 0.00363713+5.92798e-17j -0.00909518-4.23661e-17j 0.0107402-8.01897e-17j -0.00421532-3.93127e-17j -0.00312556+3.35029e-17j -0.00568801+9.98429e-18j -0.00430978+2.62929e-17j 0.00552267-1.28706e-16j -0.00273256-1.25692e-16j 0.0010139+4.39856e-17j 0.00287482-2.18932e-17j -0.00795667+1.26832e-16j -0.00187659+4.82055e-17j -0.0115612-1.01126e-16j -0.0230348+2.50375e-17j 0.00351632+6.06061e-17j 0.00146996-1.38266e-17j 0.0106915-7.10013e-17j -0.00343164+3.4518e-17j 0.000407758-1.83659e-17j -0.000325172-2.5879e-17j -0.0015336+1.55239e-17j 0.00274969+1.20797e-17j -0.00461158+6.6118e-17j -0.0010466+6.94583e-17j -0.0181582-3.40285e-17j -0.00421544+1.42403e-16j 
0.00189835-7.19874e-16j 0.00360901-1.71291e-16j 0.00387501+8.11456e-17j 0.00115093-7.63364e-18j -0.00523284-3.18671e-17j -0.0023223-6.1401e-17j 0.0122631+8.82813e-17j -0.00643007-3.94516e-17j -0.00484372-8.69633e-17j 0.00641018+4.82496e-17j 0.00551478+1.24899e-16j -0.00210908+6.78463e-18j -0.0168983-1.24539e-16j -0.0106963-1.28396e-16j 0.00244973+1.07123e-17j 0.00684316-1.37931e-17j -0.000808452-9.31497e-17j -0.0003466-1.6162e-17j 0.000963091+1.18733e-16j 0.00549994+9.37195e-17j -0.00233169+2.99597e-17j -0.00582934-6.63614e-17j -0.0106851-1.93721e-16j 0.0032805-3.77743e-17j 0.00335501+3.73239e-17j 0.0163808+1.18892e-16j 0.0038851-1.93358e-16j -0.00568942+6.60618e-17j -0.00622279+3.89762e-16j 0.0111471+2.46259e-16j -0.012637-2.45306e-16j 0.000444304-8.53118e-17j -0.00712495-1.64784e-16j 0.00597123-1.25321e-17j 0.00224313-5.07696e-17j 0.0054464+1.10374e-16j -0.00359456+8.4316e-17j -0.00772627-2.44793e-16j -0.000918071-1.87203e-16j -0.00100951-2.36132e-17j 0.00887423+6.84581e-17j -0.00701036-1.71722e-16j -0.00514127-4.42212e-17j -0.0181995-1.92814e-16j 0.00302046+5.9567e-17j -0.00114854-9.57505e-17j 0.00702435+6.91211e-17j -0.00160146+3.04179e-17j -0.00761907-7.98375e-17j 0.0127733+1.05658e-16j 0.00148796+8.84644e-17j -0.00524221-4.8717e-17j 0.00300421+3.69374e-17j 0.000418215+6.46388e-17j 0.00360766+9.19741e-17j 0.00182243-3.43315e-16j 
0.00384868-1.44484e-15j 0.00439055-3.51144e-16j 0.00629456-7.71658e-17j 5.62459e-05+7.6805e-17j -0.00342073+1.49826e-16j -0.00391041-5.33692e-18j 0.00915042-3.24927e-16j -0.00434661+6.65652e-17j -0.00503726+1.09867e-16j 0.0042931-3.20582e-16j 0.00671733-2.50037e-17j -6.82316e-05+8.01925e-17j -0.0100456+4.83989e-16j -0.00919796+1.95503e-16j -0.000725373-1.21802e-16j 0.00485669-2.20312e-16j -0.00258389-1.42217e-16j -0.000299804-1.15263e-16j 0.00484552+5.8197e-17j 0.00467849-9.39158e-18j -0.000137933+4.48067e-17j -0.00722211+9.07486e-17j -0.00903477-1.47633e-17j 0.000172215-2.21776e-16j 0.00315556-1.19988e-16j 0.0149004-4.30654e-16j -0.000138011-4.25574e-16j -0.00365089+8.96706e-17j -0.00544366+5.88214e-16j 0.0108988-1.20253e-16j -0.00604023+1.72136e-16j -0.00206659-1.10258e-16j -0.00666244+1.16978e-16j 0.00353715-2.29731e-16j 0.000330721-7.60363e-17j 0.00618563-1.92186e-18j -0.00295975+2.0897e-16j -0.00905551-1.55308e-16j -0.000962061-1.53176e-16j -0.00267172+1.1079e-16j 0.00845882-2.09691e-16j -0.00733122+9.26893e-17j -0.000510999+2.49458e-16j -0.0119018+4.27563e-16j 0.00269176-1.24456e-16j -0.00362557-1.43661e-16j 0.00412583-2.43601e-16j 0.000586695+1.49165e-16j -0.00618369+3.945e-17j 0.00981701-3.06078e-16j 0.00322688+8.48112e-18j -0.00472083+1.99261e-16j 0.00365932+2.90274e-17j 0.00309667-1.57968e-17j 0.00455153+2.09364e-16j 0.00399047-1.19509e-15j 
-0.00340319-2.07724e-16j 0.0197893-5.54065e-17j -0.000500467+7.53114e-17j 0.00126216-4.62043e-17j -0.00324431-3.47111e-18j 0.00175821-6.66221e-17j -0.00242883-1.4788e-17j 0.00522268+2.98677e-17j 0.00247931-4.41284e-17j -0.0105688+2.31242e-18j -0.000510993+9.53434e-17j 0.00424329+1.30049e-17j 0.0319806-3.3032e-17j 0.0140395-1.79751e-16j -0.00282115+1.10103e-17j 0.00714605-1.86839e-16j 0.004298+1.78948e-16j 0.00236478-6.71349e-17j 0.00956485+1.15941e-16j 0.0044325+2.25632e-17j -0.00147786+2.75678e-17j -0.00631885-1.94537e-16j -0.000188984-8.9548e-17j -0.0055751-8.00527e-17j -0.0114442+7.82776e-17j -0.0133314+8.12511e-17j -0.00592152-4.60013e-17j 0.0137206+1.52277e-16j -0.0108636-5.08508e-17j -0.00254046+2.64133e-18j 0.00587984+1.48088e-16j -0.00956735-1.04684e-17j 0.00575916-1.05774e-17j -0.00692224-8.33868e-17j 0.00943471-1.30293e-16j -0.00084585+2.53952e-17j -0.00077147+7.09308e-21j 0.00758174-1.53391e-16j -0.00571243-3.86196e-17j 0.00268053+1.01027e-18j 0.00525403-8.76807e-17j 0.00353346-1.37424e-16j 0.0161673+2.53633e-16j 0.0306667-2.43086e-17j -0.00804965-6.24663e-17j -0.00194294-1.33824e-16j -0.00699796+2.15986e-17j 0.00174326+4.67161e-17j 0.00477031-1.82576e-17j -0.00172494+7.08397e-18j -0.000592822+5.03076e-17j 0.000421144-1.30181e-19j -0.000323429+4.18656e-17j -0.00621735+8.19938e-17j 0.0193005-4.96146e-16j -0.00153388+2.34386e-15j 
