-0.179287+1.66533e-16j 0.0199559+0.0174296j 0.0243351+0.0378513j 0.0660939+0.120135j -0.0266191+0.0127516j 0.00667148-0.0126557j 0.0156126+0.113282j -0.0147529-0.029349j -0.00128225+0.0557769j -0.0306017+0.0354001j -0.0102005-0.0427972j 0.00413576+0.0334862j 0.0145851-0.00767905j -0.00970694+0.0617618j 0.0154617-0.02698j 0.00254174-0.0393102j 0.0100088+0.00171902j -0.000891544+0.0104371j -0.019356-0.00826122j 0.0343672-0.00155334j 0.0159924-0.00159585j -0.00648304+0.0250737j 0.0154616-0.0171683j 0.0116339+0.00599856j 0.071532+0.00896631j 0.00633591+0.0254627j 0.0126619-0.00219023j 0.0129961-0.0200398j 0.0270184+0.0085878j 0.0380056-0.0248276j -0.036695-0.0452644j 0.0497883-0.00239573j 0.0669723-0.0565033j 0.0339535+0.0898511j 0.192489+0.0480723j 0.0411464-0.158764j 0.0362357+0.117771j 0.100503-0.0352296j 0.0519374+0.0342864j 0.0489793+0.048421j 0.118865+0.0345323j -0.0397026+0.0203669j -0.0516924-0.0701432j 0.0241516+0.0289913j -0.010387+0.027747j 0.0141694-0.0010204j 0.0262101+0.0188359j -0.00842004-0.0495495j -0.0136052+0.0322406j -0.0254698+0.0198293j -0.00902717-0.00430952j 0.0107251+0.0399988j -0.00881232+0.00188659j -0.00329924+0.00414723j 0.0153665+0.00671266j 0.0122623+0.000921389j 0.0146189-0.00493004j 0.00382487-0.0226699j 0.00693413-0.0101252j 0.000316899-0.0249761j -0.00126054-0.0185124j 0.0204812-0.019156j 0.00075607+0.00387176j -0.0144029+0.0255012j -0.00195695+0.00983636j -0.000132643-0.0253961j 0.0355836-0.00611299j 0.00178612+0.00704137j 0.0129473-0.0106095j 0.0215489-0.0106291j 0.00204624-0.0224334j 0.00865801-0.00248754j 0.0279871+0.0356425j -0.056992-0.00610434j 0.00614119+0.0178782j -0.0115008-0.0018198j 0.00894608+8.45505e-05j -0.0087761-0.0301126j -0.0226376+0.0114141j -0.0189504+0.0501523j 0.00941083+0.0276847j -0.00900168+0.0122552j 0.00930327-0.0508508j -0.0070358+0.0401225j 0.0709257-0.183593j -0.0963767-0.112575j -0.300256-0.0458218j 0.034886+0.133797j 0.0399352-0.139961j 0.0594011+0.0484974j -0.0146127-0.0158397j -0.142168-0.0168879j 
0.00413576-0.0334862j 0.0116968+0.0759935j 0.0370698-0.0629934j 0.0148474+0.00582752j 0.0867008+0.0275708j -0.00514967+0.0175599j -0.00699226+0.0508037j 0.0267521+0.065149j 0.0222467-0.0253289j 0.0393064+0.0178663j 0.00948759-0.0289809j -0.022758-3.69149e-15j 0.0241167+0.033788j 0.0386017-0.0722469j 0.0756625+0.00902776j 0.0637392-0.00572032j 0.0581526-0.115817j -0.0791186-0.0809626j -0.0582486+0.0984763j -0.0830071+0.0434283j 0.0826516+0.105887j -0.0246819-0.0724884j -0.0670795+0.116127j 0.0331425-0.0208468j -0.0809126-0.121479j -0.0561015-0.121081j 0.233009+0.0126891j -0.213096+0.0801617j 0.00220342-0.312907j 0.0221988+0.00768573j -0.0269983-0.15094j -0.0706518-0.0300433j -0.137387-0.196169j -0.0832439+0.144891j 0.216512-0.107986j -0.0407701+0.114757j -0.17055+0.163625j -0.0942027+0.0126723j 0.050066+0.0634353j 0.0490557+0.0326476j 0.0167316+0.018774j -0.0657858+0.0074341j 0.00319596+0.0494751j 0.0360829-0.0251636j -0.0238969+0.000710815j 0.0250366+0.00128818j 0.0118184+0.00227166j 0.0245515+0.00222826j 0.00158122+0.0320557j 0.0156784+0.00618106j 0.017225-0.00932698j 0.00556654-0.0227549j 0.00367873+0.0053843j 0.00385746-0.0178422j -0.0079217+0.000938796j 0.0104342-0.0187779j 0.00626813+0.0059654j 0.00805047+0.00424023j -0.00216-0.0303516j -0.010506-0.00109011j 0.0251873+0.00541827j 6.96804e-05+0.0102006j -0.0100717+0.00961843j 0.0245862-0.0220128j 0.0214681-0.00911793j -0.0223791-0.0240335j 0.00607626+0.00343326j -0.0123432+0.0401143j 0.012931-0.00956046j 0.00829917-0.0289486j 0.0142946+0.00691664j 0.00452204+0.0183894j -0.011224-0.0024135j -0.0188598-0.00477147j -0.0161719+0.00730768j -0.000271063-0.0133551j -0.00782749+0.00928635j 0.0103032+0.010814j 0.0252088-0.00715611j -0.0400254-0.0276063j -0.0165776+0.0561152j -0.0222525-0.0241826j 0.00171752+0.0261366j -0.00811003+0.0229774j -0.0141787+0.00942704j 0.0159857+0.0210853j 0.000531685+0.0202307j 0.00177647-0.0137475j 0.0322289-0.00893745j 0.0207333+0.0208245j -0.0226965+0.0126725j 0.0136623+0.00912847j 
0.0145851+0.00767905j -0.00281228+0.0235538j 0.0103071+0.000139887j -0.00505836-0.0672519j 0.0493898-0.0210114j -0.0108865+0.00303487j -0.0342431+0.0145328j 0.019223+0.0355192j 0.0114441-0.0247434j 0.0139604-0.0276596j 0.00130757-0.0665922j 0.0241167-0.033788j 0.0215698+8.63198e-15j -0.0325343-0.0140906j 0.0905704+0.0801609j 0.0181896-0.0471955j -0.0763872-0.029441j 0.0351027-0.037197j 0.131546+0.0869319j -0.0285723-0.0578379j -0.0909431+0.0780778j -0.0187809+0.0211161j 0.225337+0.00788127j 0.0998508+0.122176j 0.0792754-0.221121j 0.104494+0.124586j -0.0379365+0.0967432j -0.125408+0.0665314j -0.0213802+0.43725j -0.133247+0.152773j -0.0394382+0.026166j -0.0292771-0.19956j 0.023772-0.0131445j -0.0538663+0.195666j 0.0427155-0.0474674j 0.0247577-0.0537562j -0.0218947+0.0438456j -0.0409326-0.0138038j -0.0261119+0.0485559j 0.0229098-0.0472767j 0.0250369-0.0168678j -0.00147541-0.0054292j 0.00160547-0.0033352j 0.00700121-0.0326044j -0.0195284+0.0101565j 0.00279677+0.00803378j 0.0113455+0.00533301j 0.0112886+0.0131046j -0.00114587+0.000914536j 0.000545564+0.00441918j -0.00294949+0.00852457j -0.00909568-0.00668326j -0.00382002-0.00946224j 0.00416223-0.00262065j -0.00280892+0.00629845j 0.00750735-0.00314771j 0.00314135+0.00742542j -0.0079428+0.00375479j -0.00165603-0.0147665j 0.000382402+0.00128478j -0.00768166-0.0277039j -0.0184365+0.0137979j -0.000127385-0.0107732j 0.00632143-0.0046091j 0.02111+0.0303541j 0.0139888+0.0206172j 0.0229159+0.00109798j 0.0131434-0.0179005j -0.000172844+0.0200684j 0.0135106-0.0434807j -0.00125318+0.0196309j 0.021526-0.00632031j -0.0065285-0.00869962j 0.0140315-0.0124235j -0.0114543-0.00494772j 0.00067887+0.0294965j -0.00360092+0.000888228j 0.00602162+0.00566238j 0.00472013+0.0245075j -0.0176396-0.010063j -0.0156541+0.0239998j -0.0037838-0.0194611j 0.00272427-0.00376189j 0.00545975-0.00908868j -0.00699007-0.00426856j -0.0011504-0.00157702j 0.0101599+0.0182285j -0.00101666+0.00623237j 0.0044731+0.00238965j 0.00919236+0.00760749j 0.00526631-0.00737156j -0.00771815+0.0075014j 
-0.00970694-0.0617618j 0.0181757+0.0132039j 0.0509788+0.0152794j -0.0112464+0.0310795j 0.0260433-0.00525013j -0.0736605+0.0574163j 0.000366828+0.0976254j -0.0434356-0.052601j 0.0483762+0.0166658j -0.117502+0.0667969j -0.0342134-0.0155084j 0.0386017+0.0722469j -0.0325343+0.0140906j 0.0283999-2.26e-14j -0.0526315-0.0478904j -0.10706+0.0285396j 2.31951e-05-0.013205j 0.0722396-0.0504848j 0.0561149-0.0246842j 0.0593159-0.059476j -0.0198564-0.00598566j 0.0893051-0.155437j -0.0996702+0.00625307j 0.104536-0.0489879j -0.00295065+0.0609755j 0.0895681-0.0377165j -0.0332378-0.0238541j -0.13128+0.0147835j 0.0645767+0.119911j 0.0512667+0.0302843j 0.227233-0.20692j -0.125548-0.00799282j -0.0392552+0.0881191j 0.0293936+0.0406427j 0.0528287+0.0673401j -0.159212-0.00102255j 0.0491136+0.0894324j -0.0696548+0.176193j 0.0417331+0.0462534j -0.0609269+0.0716898j -0.0512757+0.0501412j 0.016025+0.00729353j -0.0367721-0.00188274j 0.0186056+0.0255215j -0.00820673+0.00640212j -0.00263958-0.0246919j 0.0035661-0.0256336j -0.0147326-0.0283735j -0.0279214-0.00289164j 0.00366392+0.00220504j 0.0117998-0.00607972j 0.0137663-0.0205563j -0.0118409-0.00432567j -0.00996265-0.0170278j 0.00543389+0.00410242j 0.00385468-0.0184794j -0.000897013-0.00221784j 0.0118484-0.00979662j 0.0144758-0.00705598j -0.0055363+0.00272899j -0.0179688-0.0077948j -0.0129587+0.00735108j -0.031897-0.0165416j -0.00107685+0.00730171j -0.000337068-0.0108339j -0.0310174+0.0149674j -0.00998986+0.00420251j -0.0249223+0.0304084j 0.00305724+0.0141529j 0.00804293+0.0308727j -0.00206451+0.0073876j -0.0187779+0.0151067j 0.020441+0.0165618j -0.000819348+0.00746553j 0.00469719-0.0195735j 0.0128604+0.021033j 0.0158364-2.10814e-05j 0.0308878-0.0230504j -0.0152048+0.0010294j -0.0011496+0.00346368j 0.0042652+0.00581955j -0.00568323+0.0241326j -0.0238822+0.00787737j -0.00745385+0.000314115j -0.0239698+0.000291514j -0.0151079-0.0189882j -0.00688999-0.0377084j 0.018553+0.00799071j -0.00691644-0.00854752j -0.00257379+0.00222419j -0.0233969+0.00872014j 0.00817682+0.00455164j 
0.0154617+0.02698j 0.0215366-0.0127341j -0.0492873-0.00104069j 0.042304+0.0430741j -0.0467594+0.0210705j 0.0760571+0.0559862j -0.0818527-0.0143399j -0.0713856+0.112527j -0.00388116+0.0327172j -0.0987513+0.00514264j 0.0210646+0.0948209j 0.0756625-0.00902776j 0.0905704-0.0801609j -0.0526315+0.0478904j -0.00828065-5.57887e-15j -0.0123859-0.0695556j 0.0354499+0.0917243j 0.0610522+0.0441307j 0.0340013+0.0707513j 0.0382282-0.0108856j -0.034252-0.0382673j 0.0530556+0.176266j -0.118814-0.116362j -0.00767681+0.0183397j -0.0611211+0.024606j -0.26011-0.0684934j 0.0942555-0.0909289j -0.103131-0.0656154j 0.0324202-0.209186j -0.0300285+0.195109j 0.133553+0.104975j -0.110922+0.0637062j 0.0356708-0.00922048j 0.166827+0.0979981j -0.0604047+0.0137267j -0.0125973-0.223742j -0.0607112+0.0720025j -0.00854954-0.139838j 0.0609527+0.0036604j -0.0328818+0.0260403j 0.0325739-0.0138789j 0.0069015-0.0122751j 0.0194842-0.0311927j -0.0401355+0.0292509j 0.0304397+0.000869434j -0.0155528-0.0307088j 0.00740072-0.000774258j -0.0360853+0.0191814j 0.00111984-0.00602577j -0.00596827-0.00400539j -0.000304344-0.00349596j -0.00778948+0.0115527j -0.026626-0.00902564j -0.0102415-0.0067037j 0.00628397+0.0268421j 0.00818265+0.0152766j 0.00967842+0.010284j -0.00101993+0.0192003j 0.00529725+0.0234179j -0.0197448+0.0144021j -0.00249307+0.020953j -0.00362207-0.035739j -0.0376241-0.00461818j -0.000864523+0.00222474j -0.00750389-0.0217883j -0.0126389+0.00907282j 0.0132118+0.0410174j -0.00324294-0.0138335j 0.0215243-0.0112328j 0.0244899+0.00278961j -0.0132947-0.00735842j -0.00432183+0.0141282j -0.0133155-0.0102782j 0.0155669+0.002734j 0.0171098+0.0305662j 0.00205126+0.0157186j -0.00426857+0.00517575j 0.00229809+0.00858592j -0.0138735+0.0143115j 0.00824968+0.0096894j -0.00877752-0.00753634j -0.00244328-0.0141846j 0.0124569-0.00982816j 0.00503079+0.00400198j 0.0117466-0.00772975j -0.00307043-0.00969672j 0.0358915-0.0010424j 0.00747184+0.0321534j 0.00835448-0.0181261j 0.00361426+0.00264651j -0.00101344-0.013527j -0.0112816+0.00820136j 
0.00254174+0.0393102j -0.0392975-0.0238776j 0.0173984-0.00665785j -0.008973-0.0890664j 0.029253-0.0291591j 0.0209481-0.0806571j 0.0088375-0.0158856j -0.0244957-0.0277295j 0.0313044-0.00387184j -0.0357361-0.0304388j 0.0558195-0.0529965j 0.0637392+0.00572032j 0.0181896+0.0471955j -0.10706-0.0285396j -0.0123859+0.0695556j -0.0368768-1.27676e-15j 0.0882102-0.0816784j -0.0681759-0.023576j 0.0510542+0.00822639j -0.0340284+0.0719829j 0.156804-0.0227825j 0.0516259+0.159978j -0.00415443-0.0956559j -0.238841+0.0382392j -0.0325894+0.266072j 0.142014+0.0828048j -0.0170569-0.105943j -0.110637-0.173087j 0.2112-0.164376j -0.00778728+0.00658221j 0.204087+0.0842181j 0.050722-0.250762j -0.0129172-0.055403j -0.0400386+0.149699j -0.095155+0.04852j -0.0741178+0.00339343j 0.0688956+0.035259j -0.038678-0.037227j -0.0542132+0.0306862j -0.00289433-0.052165j 0.00871162+0.0231869j 0.0750824+0.0272872j -0.0221572-0.0272134j -7.17519e-05-0.0316145j -0.0125429+0.0127861j -0.0260205+0.0183073j 0.00533005-0.000581254j 0.00518953-0.012164j -0.00129091-0.00658451j -0.00350048-0.00293777j -0.0137015+0.0135319j 0.00989917-0.00549005j 0.00291478-0.0294407j 0.0104701-0.00721645j -0.00427246-0.0033789j -0.00377045+0.00528981j -0.00471009+0.00808491j 0.00691159-0.00268008j -0.0169907+0.00653271j 0.00285271-0.0173094j -0.0144362+0.0162557j 0.000668078+0.0127282j -0.0250451-0.0250422j -0.00873153-0.0235572j -0.0163405-0.0142679j 0.00382661+0.0302517j -0.0169847+0.0187692j -0.00758741+0.0128209j 0.031583-0.020113j 0.012212-0.015915j 0.0225671-0.0053198j -0.00260258+0.0052708j 0.0181007+0.00778571j 0.00579042+0.0256513j -0.00347842+0.0304856j 0.0262142-0.0194882j -0.0102602+0.00836789j -0.00302006-0.00883049j 0.00836376-0.00863464j -0.0112761-0.012247j 0.000799738+0.00277896j -0.0125027-0.00626632j -0.0126707-0.0080206j -0.00292101-0.0039582j -0.0157344-0.0129125j 0.00699101-0.0200956j 0.0181809-0.0100138j -0.00118664+0.00203276j -0.00879008+0.00483836j -0.0100224+0.000461897j 0.0206297-0.0202971j -0.020271-0.0175681j 
0.0100088-0.00171902j -0.00166515+0.00983859j -0.0230631-0.0468989j 0.0205849+0.0761626j -0.02899-0.00115869j 0.0586535-0.0303489j 0.0323862-0.0254037j -0.0378909-0.0153054j 0.00528684+0.0431444j 0.00101103+0.0174082j 0.0304078+0.0283367j 0.0581526+0.115817j -0.0763872+0.029441j 2.31951e-05+0.013205j 0.0354499-0.0917243j 0.0882102+0.0816784j 0.136171+7.36911e-15j -0.0909021-0.0242436j 0.0614692-0.066174j 0.0387689+0.20823j 0.0993317+0.182254j 0.149461-0.0230131j 0.0780827+0.100088j 0.149118+0.121211j -0.171336-0.115494j 0.0676435+0.159873j -0.0841316+0.00792943j 0.0211239+0.0763755j 0.0657194+0.200998j 0.151867+0.0515382j 0.0531609+0.109636j 0.0126889-0.0809562j -0.0435805-0.0946338j 0.103794-0.0901958j -0.054309-0.0473228j -0.0578085-0.071827j -0.0622632+0.0443938j -0.000646079-0.0360809j 0.0197009-0.0551944j -0.00908855+0.0220314j 0.00243416+0.0232365j -0.0295225-0.0149271j -0.00121059+0.0234996j -0.000650301+0.0429084j 0.0230347-0.00815554j -0.0117827-0.00497274j -0.0173311-0.0129806j -0.0145288-0.0245011j 0.00266313+0.00151026j -0.00426175-0.0155943j 0.00153237-0.0131024j 0.0146718-0.0199499j 0.00143771+0.00776152j 0.00656091-0.00224925j -0.000504841+0.00266499j -0.00254023+0.00803804j -0.0196564-0.031966j 0.00736348+0.000263989j -0.0105239-0.00470538j -0.0100344-0.00987435j 0.0160504+0.00390153j 0.0236385-0.0066188j -0.035459-0.00646488j -0.0125916+0.00404464j -0.00515353-0.00402553j 0.00305232+0.00147445j -0.0139113+0.00356101j -0.0182099-0.042919j 0.0310089+0.0566921j -0.00148013-0.00629403j -0.00730602-0.0276451j -0.0174302+0.00421707j 0.00467597-0.00208908j -0.0108732+0.00133127j 0.0161454+0.0201023j 0.0119087-0.0222594j -0.0144466-0.000464163j -0.0160176-0.00535371j 0.0100512+0.00222838j 0.0161042-0.0138481j 0.0090819-0.00106601j -0.00481519+0.00587743j -0.00190714-0.00406259j -0.00899289+0.0133758j 0.000299721+0.00509196j 0.00993009+0.00487533j 0.0178357-0.00319604j 0.00129752-0.0010122j 0.00425276-0.00432881j -0.00248717-0.00720739j -0.011704-0.0103995j 0.00494913-0.00442389j 
-0.000891544-0.0104371j -0.00588667+0.0076668j 0.0219004-0.00303568j -0.0018494+0.0323341j 0.0110377+0.0127348j 0.0176273-0.101192j 0.0196048+0.0436454j -0.0120453+0.0109105j 0.0228114-0.105619j 0.0153011+0.0355165j 0.0882171-0.06674j -0.0791186+0.0809626j 0.0351027+0.037197j 0.0722396+0.0504848j 0.0610522-0.0441307j -0.0681759+0.023576j -0.0909021+0.0242436j 0.397356+3.73174e-14j -0.066073-0.00530659j 0.113206-0.0068336j -0.00946486+0.0490989j 0.0451982-0.00838425j -0.167362-0.0908843j -0.0101827-0.167663j -0.0394421+0.177705j -0.170754-0.0874835j -0.0587583-0.0710048j -0.00971365-0.0307382j -0.22093+0.038799j -0.194892-0.0397493j -0.0140703+0.0541677j 0.0920697-0.108191j -0.0403858+0.00438945j 0.0258602+0.00713642j -0.1131-0.0664603j -0.00479403-0.00576326j -0.0147282+0.0371605j -0.0770623-0.00827497j -0.0135549+0.0152524j -0.0272604-0.00693341j -0.0424149+0.0324357j 0.0228211+0.0260841j -0.0159184-0.000535596j -0.00313999+0.00692042j 0.00405454+0.00477429j -0.0169769+0.0255897j -0.00425819-0.0184948j 0.0109185-0.0217262j 0.0164229+0.00698217j -0.0232878+0.00593679j -0.0118177+0.00267559j 0.0342022-0.0210976j -0.0065139-0.00357064j -0.00232011-0.0175498j 0.0158998-0.00353326j -0.0056821-0.00122768j 0.0373071+0.0076588j -0.00501942+0.00644301j 0.036491+0.00908419j -0.0215175-0.00254837j 0.0222739+0.0134405j -0.00253626+0.0023789j -0.0153106-0.00365314j 0.00565225+0.00511939j -0.0162148-0.0177112j -0.0178018+0.00809215j 0.00214858+0.00796384j 0.0255349+0.0090894j -0.0328276-0.00607535j 0.014473-0.00409682j 0.000706631-0.00385464j 0.00754773-0.00822213j -0.00318283-0.00247193j 0.0138391+0.00410913j 0.0138118+0.0102883j -0.0040916-0.0034958j -0.0112481+0.00316595j 0.00879819-0.0157857j -0.0114756+0.00355641j 0.0108842-0.00430311j -0.00541024-0.00179272j -0.0058619+0.00555243j -0.00662195-0.00698223j 0.000737871+0.00385211j -0.0054611-0.00439123j 0.00520382-0.0180517j 0.0116199-0.00231688j -0.00458673+0.0091007j 0.0026972-0.00218746j -0.00764483+0.003097j -0.00173309-0.00558846j -0.00323942-0.00828746j 
-0.019356+0.00826122j -0.022908-0.018134j 0.00532247-0.000457708j 0.0198525+0.0218572j 0.0450058+0.0490433j 0.00493163-0.0567134j 0.00268222+0.0526999j 0.0385176+0.0235475j 0.0289479-0.024135j -0.0954317-0.0366107j -0.106349-0.0212607j -0.0582486-0.0984763j 0.131546-0.0869319j 0.0561149+0.0246842j 0.0340013-0.0707513j 0.0510542-0.00822639j 0.0614692+0.066174j -0.066073+0.00530659j 0.142513+1.35586e-14j 0.179282-0.134448j 0.261402-0.108445j 0.193346+0.0772815j -0.102347+0.137579j 0.139572+0.0780512j -0.133824+0.0524522j 9.38908e-05-0.0816506j -0.0296749+0.107974j -0.0111584+0.0699974j 0.0210213+0.0348979j -0.0679625-0.196558j 0.060002+0.142007j -0.0715559+0.0929421j -0.0997729+0.0346331j 0.0138588-0.0048653j -0.0974482-0.0477954j 0.0616104-0.00774755j 0.029617-0.0570917j -0.0237432-0.0177191j 0.0266945-0.0272709j -0.00920387+0.00418179j -0.0205518+0.0227954j 0.0435177+0.0104047j 0.0137978+0.000145748j 0.0053422-0.0133423j -0.0229318+0.00190923j 0.00815846+0.0248826j 0.0179598-0.00962671j 0.023851+0.000810284j -0.00591871-0.000609653j 0.00077574+0.00889914j 0.0143133+0.0181921j 0.00934453+0.0203508j -0.00861101+0.0131462j -0.0134976-0.0155236j 0.012668+0.00183536j 0.00998897-0.0122706j 0.0164413+0.008849j -0.00301138+0.0128529j 0.0123835+0.0103826j -0.0459397-0.0102325j -0.0437741+0.0265258j -0.00099456-0.00752703j -0.0340936+0.000921765j -0.02419-0.00956174j 0.0078079+0.0269865j -0.0146148-0.00352338j 0.000270343-0.00311842j -0.0146855+0.00433543j 0.00865404-0.0257297j -0.019707+0.0147394j -0.00720065+0.0138315j 0.00734832-0.0288094j -0.0190394-0.0189732j 0.0218431-0.00426229j -0.00308294+0.0140903j 0.00798278+0.0247953j -0.0138455+0.000818349j 0.000110887-0.00758383j 0.00316036+0.0141106j -0.00915765+5.64832e-06j 0.00661387-0.00337265j -0.00252524-0.00140879j -0.00493305+0.000615434j 0.00477589-0.00818277j 0.0135784-0.00335453j 0.0080877-0.0143481j 0.0031554-0.00738837j -0.0177729+0.00432042j 0.0145594-0.000425564j -0.0066928+0.00591767j 0.000755947+0.00172645j -0.00407686-0.0142634j 
0.0343672+0.00155334j 0.0144733-0.0315709j -0.0223012-0.0908995j 0.0651751+0.10556j 0.0190366-0.111793j 0.0200788-0.0378474j 0.00443061-0.0551165j 0.078618-0.142139j -0.120248-0.068004j -0.0433961+0.112765j -0.151921+0.00881844j -0.0830071-0.0434283j -0.0285723+0.0578379j 0.0593159+0.059476j 0.0382282+0.0108856j -0.0340284-0.0719829j 0.0387689-0.20823j 0.113206+0.0068336j 0.179282+0.134448j 0.259831+2.04767e-14j -0.0590745-0.0596763j -0.167807+0.152066j 0.102324+0.0591825j -0.0283459-0.217035j 0.102674-0.11353j 0.0489876+0.00920868j 0.0251397+0.0607579j 0.0150985+0.0366797j -0.0863146+0.0342515j 0.197915+0.051163j 0.158407-0.133136j 0.0174945-0.0987094j -0.082843-0.0665839j 0.00337368+0.0269325j 0.0154933+0.0602952j 0.0434175+0.0746111j -0.0410274+0.100621j 0.0146889-0.197827j 0.012985-0.0385785j -0.0905725+0.0521188j -0.0327848-0.0073766j -0.00163033-0.0115104j 0.0371729+0.0537988j -0.00354101+0.0084432j 0.00626757+0.0377961j 0.00270143-0.00649713j 0.000608048-0.0201191j 0.0103111-0.0392359j 0.0091174+0.0293395j 0.0285539-0.0137822j 0.024638+0.0106388j 0.0137126-0.0107905j 0.0112796+0.00640434j 0.0180839-0.00572886j 0.00528192+0.0253037j -0.0106854+0.00966026j -0.00525993+0.0287311j 0.00153519+0.0178233j 0.0255461-0.010773j 0.00589807+0.0173289j 0.00369864+0.0196869j -0.0271851+0.0160369j -0.0151257-0.00428204j -0.0220514-0.0102422j -0.0131112+0.0021436j -0.0137436+0.00500207j -0.0299475-0.0348424j -0.00365507+0.0196729j -0.00709748+0.00562809j -0.0316038-0.0157327j -0.0170957-0.0203181j 0.0241187-0.00648221j 0.000350627-0.00990509j -0.0102256+0.0250623j 0.000190614+0.00822551j -0.0018234-0.00649151j -0.0188677+0.0103629j -0.00600661+0.0068452j -0.0050967-0.0119054j 0.00558152-0.0279812j -0.00531676-0.00576472j 0.00131767-0.00229709j -0.00678984+0.0108912j -0.00853928+0.00996841j -0.00170802-0.00334732j 0.0104475-0.00121715j 0.00601691+0.0127012j -0.00782331-0.00450489j 0.0176421-0.0163967j -0.00740999+0.0215537j 0.000678821-0.00984949j 0.00689325+7.37216e-05j 
0.0159924+0.00159585j -0.00305984+0.0252697j 0.0286999-0.0369287j -0.0137837-0.00521048j -0.00921742-0.0100388j 0.0944184-0.0382313j 0.0583492+0.0448643j -0.0443837+0.0489666j 0.0745298-0.0790061j 0.0755237-0.0665036j -0.0255156+0.0569301j 0.0826516-0.105887j -0.0909431-0.0780778j -0.0198564+0.00598566j -0.034252+0.0382673j 0.156804+0.0227825j 0.0993317-0.182254j -0.00946486-0.0490989j 0.261402+0.108445j -0.0590745+0.0596763j 0.0832436+1.37842e-13j -0.210788+0.153861j 0.0254626+0.106023j -0.138885-0.131606j 0.0202058+0.0983579j -0.138149-0.044895j 0.0612577-0.0417768j -0.0356404-0.0936463j 0.146481+0.0050113j 0.0850853+0.0293062j -0.066812-0.0809405j 0.0326473+0.0528773j -6.93225e-05+0.11427j 0.0875424-0.11454j -0.0877559-0.027998j -0.000880575-0.0232242j 0.0210539+0.0144111j -0.0664077-0.0520307j -0.0287601+0.0371983j 0.00280839-0.0455708j 0.00114342-0.0127494j 0.00278164+0.0128612j -0.013123+0.028219j 0.00545642-0.0315933j 0.00486452+0.0110893j -0.0307514+0.0153451j -0.0137686+0.00278431j 0.0152987+0.0222412j -0.00148086+0.0166585j -0.0130008+0.0137829j 0.00106299-0.000731836j -0.0278971+0.0129563j 0.00573713+0.00465422j 0.0185253+0.00600691j -0.00041311+0.0104873j 0.000734962-0.0101908j 0.000585682+0.00717034j -0.00286689-0.0139129j -0.00847227+0.0328014j 0.00163071+0.00230776j -0.0536665-0.00467398j -0.0254093+0.00546888j 0.00202645-0.0186099j 0.011402+0.00192641j 0.0259933+0.00555227j 0.0256062+0.00650428j 0.00518489-0.00203857j 0.0196872-0.00456553j 0.0112413-0.025406j -0.000527944+0.0125337j 0.00373754-0.00322461j -0.0286336-0.013627j 0.00398081-0.011197j 0.00149751-0.0201608j 0.00638108-0.0241531j -0.0048948+0.00228332j 0.00818562+0.0046478j 0.00154932+0.00981047j 0.0133875-0.00134466j 0.0101798-0.00840652j 0.000500867+0.00912739j 0.00603188-0.00182473j -0.00299425+0.00766668j -0.00265714-0.0101406j 0.0111498-0.0027867j -0.00790502-0.00146195j 0.00705324+0.000391332j 0.00240561-0.000691242j 0.00485935-0.000931096j 0.00426244+0.0120436j 0.00716693+0.00660234j 0.00308528-0.00424102j 
