0.0103867+0.00208436j 0.0035264-0.00918419j 0.00379596+0.0160585j -0.00921367+0.00596853j -0.00101534-0.00962231j -0.00633006-0.00651673j -0.0050955-0.0045561j 0.00221407-0.00617502j 0.0011616+0.00164403j 0.00532197-0.00756568j 0.001871+0.00770657j -0.00142225-0.00383689j -0.00158661-0.000747261j 0.00379454-0.0138545j 0.0224674-0.00650877j 0.00676576+0.014892j 0.00235606+0.000888125j 0.00290839+0.000300693j 0.00316841-0.00321174j -0.00339115-0.000343582j 0.00299699-0.0067592j 0.00822674+0.00849365j -0.00728117+0.000823063j -0.000556751-0.00126361j 0.00477883-0.00101601j -0.00600747-0.00198618j -0.00383247-9.51224e-05j 0.000578743-0.00114792j -0.00182822-0.000375724j 0.000820781+0.00642345j -0.00296094-0.00810491j -0.00853612-0.00147215j -0.001027-0.00997472j -0.00106728+0.0010309j 0.00293553-0.00813299j -0.00563872+0.00452468j 0.00541562+0.00209953j -0.0037227+0.00827689j -0.00431295+0.00138351j -0.00707357+0.00350647j -0.0110738-0.00999393j 0.00675486-0.00827987j -0.00366154+0.00664378j -0.00537016-0.00509242j -0.00486868+0.00388416j -0.0103646+0.00557369j 0.000995375+4.49168e-05j -0.00484644-0.000121846j 0.00814262+0.00227599j -2.55949e-05+0.000381766j 0.0011509+0.00165523j 0.00118622-0.000447603j -0.00125992-0.0022943j -0.00376474+0.00025005j -0.001767-0.0126675j -0.00129151+0.00368438j 0.00231066-0.00179628j -0.000552123+0.000500832j -0.00467601-0.00585857j -0.00283116+0.00235718j -0.00392457+0.00708158j 0.000437726-0.0017702j -0.00898058+0.000468866j 0.002599+0.0064251j -0.00375392-0.00422195j 0.00865316+0.0107623j -0.0118199+0.0126704j -0.0212392-0.00796099j 0.00771246-0.0218843j 
-0.000336755+0.00312652j 0.0001985-0.00143248j -0.000615646-0.000111777j 0.00541529+0.000421533j 0.00477179-0.00897217j 0.000625782+0.00739528j 0.0104605-0.0153389j 0.0098611-0.006493j 0.000843065+0.00223073j -0.00616268-0.00094833j -0.000477547-0.0136659j 0.00185241-0.00119779j -0.00587852+0.0009784j 0.00786026+0.00331366j 0.0157738+0.014076j 0.00429209+0.00133178j -0.00943153+0.00712145j -0.00459758-0.00232588j 0.0104777-0.00433275j 0.00738722+0.00272618j -0.00378483+0.00394445j -0.00453341+0.00133245j -0.00813933-0.00606422j 0.00543355-0.000131206j -0.00607159-0.00134827j -0.0013488-5.17825e-05j 0.00896396-0.00359996j 0.00857258-0.00293956j 0.00198754-0.000449602j -0.00730818-0.00199183j 0.00118412+0.00476427j -0.00236732+0.00140116j -0.00347772+0.00588643j 0.0172275+0.00299195j -0.0058409-0.00179643j 0.00901151-0.006917j 0.00745479-0.00107852j 0.00516151-0.00285696j 0.00842909+0.00743384j 0.000967662-0.00290944j 0.000176401+0.000383912j -0.0022684-0.00123107j 0.00448853-0.00242752j -0.0039935-0.00246117j 0.00213769+0.000496299j 0.00317846-0.00907578j -0.00384189+0.00436552j 0.00737491+0.0102254j 0.00275879+0.00625368j -0.0069891-0.00648109j 0.000824605+0.0110462j -0.00564896+0.0125806j -0.00499787-0.000549371j 0.000511414+0.0117298j -0.000201324-0.00214722j -0.0011056+0.0108836j -0.00754151-0.00742787j -0.000677099-0.000234744j 0.00641518+0.00511654j 0.00330483+0.00245971j 0.00156415+0.00108416j 0.00112319-0.00240364j 0.00409641+0.000212088j -0.00296375+0.0015813j 0.00311038-0.00291132j 0.000171401+0.00107666j 0.00367642+5.44214e-06j 0.00401217-0.00143365j -0.0013439+0.000560601j 
-0.000541683-0.000985578j 0.00220664+0.000815335j -0.00411276-0.00778329j 0.00599681-0.00663694j -0.00579046+3.67512e-06j 0.000251396-0.00265773j -0.00496663+0.000956684j 0.00224586+0.0103813j -0.00229959+0.00973724j 0.00447162-0.00032585j 0.00357045+0.00284833j -0.00930997-0.00352973j 0.00177603-0.00461984j -0.0072792-9.09936e-05j -0.00327144+0.00175053j -0.000439145-0.00953709j 2.79608e-05-0.00024307j -0.00282957+0.00831529j -0.00188037+0.0020453j -0.00421714+0.00179915j 0.00309427+0.00161488j -0.00496736-0.000854507j -0.0069097+0.00171809j -0.00167284+0.00157493j 0.00238302-0.00197539j 0.0158876-0.0018208j 0.00540595+0.00531242j -0.00631665+0.00346401j -0.00391432+0.00165329j 0.00501857-0.0114566j 0.0105698+0.00213596j -0.0108147+0.0108331j -0.00925993+0.00947472j -0.00511068+0.000525531j 0.0115391-0.0196996j -0.00273015+0.00541242j -0.00181666+0.00261395j -0.00131534-0.00105625j -0.00252368+0.00592832j 0.00155102-0.00839496j -0.0057851+0.00245653j 0.00143031-0.000519307j 0.000832733-0.000440182j 0.00132885-0.0016923j -0.00782845-0.000338522j 0.00308833-0.00184201j 0.00568335+0.00327384j 0.00717195+0.0067285j -0.000143347+0.00406533j 0.00299447+0.00125324j -0.00750994-0.00160439j 0.00885155-0.00746416j -0.00806264-0.00783382j 0.00749603+0.0039398j -0.000779564+0.000246922j 0.00557939+0.00665244j -0.000372653-0.000724324j -0.00530151+0.00201465j -0.00362407+0.00137872j 0.0014893-0.000270927j -0.000202021+0.00235932j -0.00097428-0.00324442j -0.0032125-1.41586e-05j -0.0011027-0.00300918j 0.00190457+0.00340341j -0.00247942-0.0005099j -0.00106055-0.000832913j -0.00108386-5.97772e-05j 0.00215822+0.00245004j 
-0.000315638-0.000377852j -0.000729185-0.00233476j 2.35986e-05+0.000932703j 0.00153871-0.00289005j 0.00423579+0.00133925j -0.00246931-0.000162873j 0.00601519+0.00290693j -0.00464864-0.0029785j -0.00829171+0.000220423j 0.00296959-0.00214176j -0.00367707+0.00784627j 0.00692727-0.00245302j 0.00462722-0.00132813j 0.00867443-0.00562722j 0.00680021-0.0080682j -0.00286545-0.00153896j -0.00118923+0.00120065j -0.00120228-0.00258715j 0.00412646+0.00270978j 0.000762251-0.00368006j -0.00273514-0.00107787j -0.0002914-0.00233376j 0.00587699-0.00153281j 0.00142202+0.000414505j 0.000280712+0.000214755j -0.00125454+0.000190386j -0.00195718+0.00972254j 0.00471973-0.000244056j 0.00178075-0.00852068j -0.00807574+0.00213195j -0.00333572-0.00336688j 0.00589825-0.00632787j 0.00255351-0.00192554j 0.0076892-0.00495303j -0.0142059+0.00904952j 0.0107059-0.00462661j 0.00399148+0.000542254j -0.00213133+0.00778258j 0.00231422-0.00389654j 0.00128859-0.000991127j 0.00135772+0.00444287j 0.00209104+0.00268682j -0.00172171+0.00355239j 0.00245919+0.00349914j 0.00653702+0.00542789j 0.00263809-0.00121668j -0.000824655-0.00173942j -0.00308851-0.008738j -0.000836972+0.00243163j 0.00257443+0.00348017j -0.00751274-0.0206912j -0.0057586-0.00358349j 0.00398507-0.0070565j -0.00595769-0.016723j -0.00211009-0.00858583j 0.00232109-0.0133123j 0.00150088+0.00235756j -0.000746161-0.00327078j 0.00398955+0.0120715j 0.00105804-0.00447984j -0.000878744-0.00517863j -0.00266178+0.00227527j 3.36841e-05+0.00116062j 0.00190595-0.000963655j 0.000522802-0.000835701j -0.000423337-0.000652854j 7.12197e-05+0.00192884j 0.00010453-0.000665478j -0.00014922-0.00289843j 
0.00288198+0.000291999j 0.00286871+0.000352315j -0.0015658-0.00190704j 0.00272089-0.000562841j -0.00459967-0.00660501j 0.00141267-0.00169718j 0.00330685-0.00640384j 0.00767497+0.00213125j -0.000940544+0.0102256j 0.0145119-0.0116128j -0.00513767+0.000722258j 0.00237391-0.00393306j -0.00510068+0.00316605j 0.00017296-0.00581327j 0.00707363-0.000844549j -0.00502843+0.00125814j -0.0039181-0.00390406j -0.00606851-0.00456042j 0.000915711-0.00248817j 0.0023358+0.00604801j -0.00649209+0.00242738j -0.00166361-0.00110612j -0.00226824-0.00571303j -0.0047902+0.00353769j -0.000796743+0.00235237j -0.00435825+0.00690432j -0.0038666+0.0064429j 0.00648567-0.0076106j 0.00635675-0.0132422j -0.00811024+0.00164686j 0.00577455-0.00498772j 0.00312435-1.66551e-05j -0.0012859-0.00350481j 0.006715-0.00508296j -0.0119159+0.0213711j 0.0115062-0.0101639j 0.00550637+2.05539e-05j -0.00158638+0.0127102j 0.00436976-0.00779961j 0.000746186+0.000880682j -0.0013013-0.00668085j 0.00291136+0.000985348j -0.00194416-0.000208144j 0.0005146+0.00379296j 0.00419641-0.00205646j -0.00590494-0.00489581j 0.00320167+0.00219234j 0.00338414+0.00200436j 0.00496029-0.00162461j 0.00395747+0.00331224j 0.00358723-0.0135622j 9.05879e-05+0.0189212j 0.00559888-0.00488138j 0.00712264+0.00923598j 0.00659668+0.00697167j 0.010575+0.00605875j 0.00383115-0.000411646j 0.00478363+0.00460093j 0.00254103-0.00302448j 0.00383498+0.00700744j -0.000949138-0.00121693j -0.000655368+0.00505849j 0.000130871+0.0031803j 0.000517823+0.00132239j -0.000212372-0.0025364j -0.000313747+0.000454069j 0.000431696+0.000376966j 0.00036365+4.46311e-05j -0.00158252+0.00131478j 
-0.000387162-0.00121552j -0.00103217+0.000614255j -0.00139118+0.000443611j -0.0033063-0.00277228j 0.0080518+0.00558852j -0.0056708+0.00147321j 0.00725715+0.00906032j -0.00916685-0.00558361j -0.00336965-0.0053879j -0.0110569+0.00118098j 0.00594336+0.00444744j 0.00329301+0.00269374j 0.00565974+6.82029e-05j 0.010149+0.00622979j 0.00521358-0.00866708j -0.000274927-0.00401385j 0.00728672+0.00119955j 0.00547173+0.00646726j -0.0014761-0.00222796j 0.00292111-0.00663276j 0.000652688+0.00337821j -0.00134058-0.00014237j 0.00366971+0.0120783j 0.00366153-0.000892009j 0.000328926+0.00656297j 0.00656971-0.00315182j -0.00350147-0.000973244j -0.000967052+0.00101054j 0.0060142-0.00171895j 0.0101213-0.00642697j -0.00166107-0.00263948j 0.00209804+0.00296425j 0.00207718-0.000878775j -0.00237579-0.00559456j 0.000271443-0.00854342j -0.00198844+0.00101724j -0.00308482-0.00518469j -0.00194672-0.00147464j -0.00203168+0.00230513j -0.00498677+0.00278234j -0.000464169+0.00104835j -0.00301224-0.000730785j -0.00214216+0.00230457j -0.00313322+0.00488793j -0.00171939+0.0034328j -0.00201966-0.00136393j 0.00186333-0.00121387j -0.00150466-0.0100614j 0.000621844-0.00192651j 0.00458762+0.00811543j 0.0156584-0.00908071j -0.0182214+0.0139253j 0.00485054+0.00696923j -0.000161561-0.000595849j 0.0012798-0.000172378j -0.000632931+0.00113963j 0.00415798+0.00596243j 0.00121516+0.00217638j -0.00632524-0.00740504j 0.00710745+0.00137893j -0.000989823-0.00384628j -0.00424863-0.00157702j -0.00181314-0.0014328j -0.000787037+0.000141644j 0.00150773+0.0011572j -0.000343889-0.000676966j -0.000715512-0.00237933j -0.00131562-0.000345818j 0.00115685-0.000768863j 
-0.00189371+0.00504205j -0.0021729-0.00298771j 0.00542904+0.00596803j 0.00559276-0.00142863j -0.00229574-0.00377841j 0.00629729+0.00237487j -0.00540873-0.00284181j 0.00201306-0.00611284j 0.00126565-0.00285465j -0.0114761+0.00211046j -0.00638121-0.00419393j 0.00527324-0.00840697j 0.0015228-0.00684817j -0.0063588+0.00140701j -0.00146724+0.0184368j 0.00603619+0.00618194j -0.0117305+0.00625237j 0.000165367-0.00767917j -0.00158506-0.00172771j -0.00262071+0.00585895j -0.00115684-0.00467959j 0.00446767+0.00573989j 0.0122218-0.00290797j 0.00244369-0.00640681j 0.013445-0.000867713j -0.00320784-0.00712639j 0.0104631-0.00865972j 0.000389889-0.00202668j 0.00085652+1.13894e-05j 0.00933976-0.0100068j -0.00189685+0.00546786j -0.00614646-0.00133906j -0.00384258+0.00170349j -0.0108545+0.00543179j 0.0133209-0.0104599j -0.0135092+0.00502897j -0.00642975+0.00425183j 0.0124295-0.00676991j -0.00192197-0.00230403j 0.00468533+0.00514408j 0.00334712+0.00701379j -0.00235884+0.00280561j 0.00138788-0.00161283j 0.00428648-0.00341084j 0.00470721+0.00370394j 0.00770728-0.00227726j -0.00394876-0.0066668j -0.00606971+0.0045595j -0.00469844+0.00800702j 0.00214641+0.00456836j 0.00275218-0.00956958j -0.00600009+0.00411433j 0.00237008+0.000153714j -0.000362545-0.00615953j 0.00732666-0.00504765j 0.00318623+0.00305593j -0.000428957+0.00504891j 0.00434304-0.00664148j -0.00666846+0.00922638j 0.0105281-0.00704111j 0.00174956+0.00230941j -0.000866628-9.70721e-05j 0.00029406-0.0024622j 0.000453405+0.00163051j -0.00057247-0.00101257j 0.00245884+0.00223923j 7.60783e-05+0.000848436j 0.00506354-0.00250921j -0.000682702-0.000322647j 
-0.00496713+0.000309822j -0.000301665-0.00321297j 0.000598074-2.14527e-06j 0.00245599-0.00948833j -0.00175301+0.00354942j -0.00240511-0.000838505j 0.00357553+0.0093266j 0.000402345+0.00233339j -0.000389831+0.000923879j 0.00623137+0.00759632j -0.00422542+0.0213185j -0.000412615-0.0124554j 0.00492388-0.000691327j 0.000460491-0.00226592j 0.00234176-0.0078426j -0.00164616-0.00433752j -0.00268796+0.00654659j -0.0018738-0.0037222j 0.0013698-0.00450199j 0.00543283+0.00456712j 0.00304589-0.000994435j -0.0058375-0.000543112j 0.0050517-0.00567002j 0.00655991+0.00223317j 0.0021472+0.00478696j 0.00298766+0.00477844j 0.00210793+0.00301749j 0.00481656-0.00257788j -0.000481016+0.00130111j -0.00203002+0.00800739j -0.0115673+0.00797978j 0.00283001-0.00372527j -0.0037778-0.00224227j 0.0047617-0.00702329j -0.00809499+0.0077701j -0.000436399+0.00153367j 0.000819902+0.00159383j 0.00811556+0.000937577j 0.011581-0.0091433j 0.00142297-0.00152191j -0.00651357+0.00805878j -0.0102956+0.00568976j -0.00597551+0.00569869j -0.000120453+0.00305423j 0.00164743+0.000757224j 0.00533524-0.00981223j 0.00281978-0.00376735j 0.00636827-0.00236844j -0.00254308+0.00580088j -0.00385149+0.000890448j 0.00547129+0.0135067j 0.0118205-0.0119653j 0.00488924+0.00174998j 0.00130438+0.000526684j 0.00269158+0.00585984j 0.00111653-0.000626861j -0.00514187+0.00162327j -0.00490933+7.04275e-05j 0.0038577-0.00471017j -0.00312519+0.00237857j -0.000950413-0.00520502j -0.00720309+0.00390972j 0.00236479-0.00169018j 0.00160435-0.00173285j -0.000220595+0.000217868j -0.000508425-0.00204166j 0.00096087+0.000349843j 0.00586622-0.00664637j 0.00059311-0.00393745j 
0.00115103-0.00229765j 0.00164631+0.00178945j -0.00598795-0.00240491j -0.00541372-8.48127e-05j -0.00280277+0.0054351j -0.0092136-0.00282937j 0.00251276-0.0010364j 0.00508424+0.00723396j 0.0230016+0.000955137j -0.0147625+0.00521094j 0.00765368+0.00480216j -0.00284206+0.00426627j -0.00126348-6.36254e-05j -0.00168774-8.78e-05j -0.00248922-0.00825558j -0.000939022-0.00417761j 0.00507363-0.00338469j -0.000194135-0.000453758j 0.00327945+0.00676402j 0.0027795+0.00144717j 0.00150331-0.00323671j -0.0023652-0.0013885j -0.00791604-0.00178549j -0.00603857+0.00144551j -0.00885754-0.00711311j -0.00362151+0.00286707j -0.00400279-0.00155136j 0.00201219-0.00055991j 0.00630653+0.000665007j 0.00181539+0.00210052j 0.00379537+0.00293178j -0.000928119-0.00316947j -0.000518982+0.000532872j -0.00260961+0.00274887j 0.00681948+0.00173343j -0.00266994+0.00145716j -0.000765421+0.000446424j -0.000173337+0.000766342j -0.00351902+0.00281056j -0.00110786-0.00228687j -0.00660711-0.00037942j 0.00232213-0.0020642j 0.000363372+0.00163484j 0.00598465-0.00119844j 0.00229986+0.000933711j -0.00661351+3.16287e-05j 0.00852667+0.00615552j 0.00641414-0.00180541j 0.00451481-0.000527643j -0.00619134+0.00367099j 0.0119539+0.00763789j -0.0116445-0.00551658j 0.00337301+0.0110425j -0.00317869+0.000244867j -0.00443475+0.000245469j -0.000502189+0.0027703j -0.00273668-0.000680035j 0.00121059-0.000497101j 0.00591046+0.00315067j -0.00170449+0.00227467j -0.00118456-0.000983626j 0.00326154-3.76816e-05j 0.00225093+0.000363839j -0.000397745+0.00128667j -0.000190811-0.00472341j 0.0016797-0.00353223j 0.0004573+0.00028434j -0.00379268+0.00155546j 0.00133855+0.00115973j 
-0.00260795-0.00104018j 0.00032371-0.000390661j -0.00300798-0.00416939j -0.00760346-0.0012631j -0.00685055+0.0038127j -0.00640942-0.00471772j 0.00428626+0.00233975j 0.00836532+0.00698667j 0.0277335+0.0103507j -0.0148275+0.00517561j 0.00054422+0.00726516j -0.00580881-0.00194223j -0.00102616+0.00514118j -0.000768053-0.00181576j 0.00209872-0.0073697j -3.26303e-05+0.00355703j 0.00208071-9.51724e-05j 0.00490626-0.00324701j 0.00055047-0.000976205j 0.0092315+0.00335482j 0.00734347-0.00326589j -0.00430341-0.00226595j -0.00498143-0.00416742j 0.0145027-0.00333765j -0.00456659-0.00542005j 0.00860787-0.000646012j 0.00465129-0.00387315j 0.000364542-0.00373859j 0.00260852-0.00715066j 0.00202357-0.00699444j -0.00136987-0.000363015j 0.00191169+0.0037327j 0.00397651+0.00567003j 0.00294858-0.000449227j -0.00951438-0.00283912j -0.00116447+0.0126684j 0.00378176-0.000738886j 0.00068583-0.00874579j 0.00847629+0.00262435j -0.00516083-0.000613638j -0.00437635-0.00255892j -0.00259751+0.00168169j -0.00367748-0.000164696j 0.00043949-0.00237606j -0.00564367-0.00344599j 0.00267258-0.00169117j -0.00259708-0.0048429j 0.00841977+0.00723126j 0.000951361+0.00222754j 0.00423942-0.00621749j -0.00110377-0.00747067j -0.0102644+0.00580531j -0.00493149-0.00897773j -0.000203137-0.00313426j 0.00571758-0.000340176j 0.00168291-0.000563225j 0.00289403-0.00369198j -0.00247621-0.00144396j -0.00505876+0.00181746j -0.00286038-0.00418851j -0.00399227-0.000415533j -0.00295046+0.000390271j -0.00154813-0.000399505j 0.00115219-0.00356308j -0.00121498+0.00587809j 0.00138383-0.000216044j -0.00118317-0.000873445j 0.000984583-0.000859368j -0.000319021-0.0005192j 
0.0029376+0.000890946j 0.000625191+0.000682865j -0.00138632+0.00491449j -5.5776e-05+0.00572133j -0.00556963-0.00615284j 0.000589229+0.00190808j -0.00580241-0.00778391j 0.00182359-0.00389211j 0.00932188+0.00171149j -0.00254682-0.00300139j -0.00716218-0.00463899j 0.00655739-0.00233157j -0.00357294+0.00286238j -0.00149823-0.00389467j 0.000756674+0.00419544j -0.0023003+0.00576568j -0.00407492-0.00571275j 0.00521261-0.00325886j 0.00201783-0.00238718j 0.000259018-0.00179553j -0.000127094-0.00212342j 0.00712647+0.000658657j 0.00301817-5.42336e-05j 0.00509991-0.00543626j -0.00464867+0.00770113j -0.0108977+0.00221621j -0.00141239+0.0092303j 0.00481752+0.00356612j 0.00500322+0.00776227j -0.00302068+0.0031465j 0.000573531+0.00378557j 0.00569787-0.00364015j 0.00551825-0.00612056j 0.00487946+0.000568856j -0.00995941+0.00777667j 0.00986282-0.00183474j 0.00579712+0.00315324j -0.000126512+0.00697924j -0.00204366-0.00476235j -0.000483332+0.00261502j 0.00324365-0.00263575j 0.00686342+0.00313983j 0.000877074+0.00143693j -0.000704849+0.00482151j -1.00019e-06+0.000735472j -0.00282356+0.0046897j -0.0058257-0.00405324j 0.012541+0.00238477j 0.00653777-0.00168574j -0.00638325+0.00373583j 0.0154187+0.010132j -0.00323114-0.0349105j -0.00395177-0.00272974j 0.00504165-0.00626639j -0.00112889+0.00385553j 0.00202095-0.00519589j -0.00433191+0.00474096j 5.98118e-05-0.000761094j 0.0054632-0.00501515j -0.011071+0.0019808j 0.00526163-0.00033958j 0.00389276+0.00161428j 0.00135576-0.000116089j -0.000396373+0.000409792j -0.00168274+0.00119896j -0.00573471+0.00398286j 0.000513453+0.000226146j -0.00259612+0.00207773j -0.00051776+0.00118074j 
-0.000649419+0.000892546j -0.000798759-0.00183759j 0.00258669+0.00562937j 0.00532244-0.00277195j -0.00244824+0.000745715j 0.00363587-0.00349512j -0.00728727+0.00429522j -0.00611108-0.00499897j -0.00709752-0.0032757j -0.0098042+0.000932896j -0.00649681+0.00120741j 0.00320395-0.00153781j 0.00841631-0.00399858j -0.00192706-0.00877585j 0.00231105+0.00691372j 0.0052701+0.00621735j -0.00482142+0.0036773j -0.00196702-0.00295032j 0.00183002+0.0009886j -0.00352473-0.00129113j -0.00251269+0.000796499j -0.000859495+0.0010676j 0.0118594-0.00417043j -0.00519147-0.00669134j 0.00314053-0.00628857j 0.000432887-0.00633945j -0.0108106-0.00324421j 0.00178552-0.00368761j 0.00445186-0.00250432j -0.004689+0.0087954j 0.00678095-0.000800696j 0.000282453-0.00627718j 0.00408616-0.00323504j -0.00414735-0.00080934j -0.0124091+0.00971978j 0.00349426-0.0078691j -0.000834889+0.00361734j -0.00957031+0.00730975j 0.00567434-0.0058623j -2.67684e-06+0.000116748j 0.00683694+0.00594118j 0.00616289+0.00222325j 0.000663857+0.00139402j 0.00882227-0.00422323j -0.000343523-0.000926632j 0.00732648+0.00689171j 0.000587105-0.00352958j -0.00600303-0.0139854j -0.00594833-0.00346007j 0.000298676+0.00196378j -0.00221409-0.00707081j -0.00357647-0.0144115j 0.00253892-0.00348809j 0.000691958-0.0130128j 0.00372805+0.00133439j 0.00539224-0.00710054j -0.00347629-0.00141162j 0.00494789+0.00251458j -0.00388908-0.00163401j 0.0038349+0.0103479j 0.00202219+0.00271643j -0.0028881-0.00360316j 0.000500953-0.00335958j -0.000905963+0.00109842j -0.00181104+0.00188827j -0.00243343+0.00212838j 0.000243061+0.00170801j 0.000494313+0.000579565j 0.000228997-0.000709989j 
0.000620087-8.50214e-05j -6.38151e-05+0.000186752j -0.00345128+0.00672372j 1.94559e-06-0.000515867j -0.00352028-0.00116511j -0.00556719-0.000311922j -0.00172067-0.00142308j 0.00170922-0.000168191j 0.00520059+0.000677253j -0.00591376+0.00158556j 0.00197354-0.000427917j 0.0017586-0.00479152j -0.00042157-0.00116918j -0.00318057-0.00126068j -0.0027282+0.00250152j -0.00408623+0.00244425j -0.00139422-0.00292901j 0.000221291-0.0017379j 0.00443182+0.000540592j 0.00377011+0.000737992j -0.00244247+0.000579742j 0.00201036-0.000608349j -0.000472435+0.000800776j -0.00779238-0.0109684j -0.00164783-0.00200779j -0.0129283-0.00269798j 0.00168264-0.0057719j 0.0035981-0.00307475j -0.000123912-0.00677988j -0.00294741-0.0150325j -0.00137492+0.000845464j -0.00203579+0.0056198j -0.0034289+0.000175523j 0.002471-0.000626485j 0.0131775-0.00291489j -0.00391623+0.00682265j 0.00524622+0.00272851j 0.0105505+0.000354004j -0.00946019-0.00214444j 0.00606853+0.00161931j -0.00160764+0.00218135j -0.000733257+0.00395088j 0.00184107+0.00389765j 0.00304543-0.000794444j 0.00224387-0.00541933j -0.00105911+0.00460846j 0.0017498-0.00267742j 0.00283601-0.0107373j 0.0037394-0.00579416j 0.00863198+0.000159929j -0.0122043-0.0095006j 0.0062499+0.00154573j -0.00142105-0.000430052j -0.00545571-0.0045098j -0.000295554+0.00263118j 0.00590124-0.0071094j 0.00194187-7.43912e-05j 0.000451784-0.00284984j 0.00389702-0.00592016j 0.00263409-0.00116821j -0.00121423-0.00179057j 0.00375065+0.00151817j 0.00224756-0.00132633j 0.00124273+0.000698008j -0.00357254-5.29894e-06j -0.000195042+0.00144641j 0.000437175+0.000266564j -0.00248142+0.000421241j 0.00131612+0.000135085j 
-0.00319013-0.000319998j -0.00376532+0.00179387j 0.00276777+0.00114227j 0.00645344-0.00333397j 0.00254857-0.00137439j 0.00297285+0.00207104j -0.00675191+0.0059323j 0.00630324-0.00156407j 0.000598617-0.000753773j -0.00849958+0.00703322j 0.00372278-0.00509198j -0.00257953-0.0019695j 0.00210789-0.000184776j 0.004776-0.000889838j -0.00378676+0.000941805j -0.00231733+0.00368556j 0.00388087-0.00122259j -0.00606883+0.00944882j 0.0113246-0.00955434j 0.00584187+0.00420039j -0.00394462+0.00485484j -0.00275724-0.00015924j -0.0143038-0.0034139j 0.00373418+0.00789031j -0.00447969+0.00485242j 0.00236516+0.001554j -0.000104174+0.00645946j 0.00862398-0.00603014j 0.00260761-0.00677174j -0.00729836+0.0111242j 0.00383681-0.00768105j -0.011961-0.00193627j -0.00754924-0.00294818j 0.0189571-0.00574309j 0.00557457+0.0070989j -0.00353656-0.00708698j 0.0147978-0.00360992j 7.90655e-05+0.0031138j -0.00316195-0.00720657j -0.000242066+0.00169889j 0.00580503-0.00115566j -0.00509523+0.00326372j 0.00186317+0.00118477j -0.00109695+0.00413105j -0.00082379-0.000279628j -0.00778654+5.13151e-05j 0.00495785-0.00546599j -0.00233851+0.00719183j -0.000227872+0.000949614j 0.00312249-0.00188068j 0.00419208-0.00506565j 0.00659045-0.0086154j 0.00532557-0.00872254j 0.000692149+0.000252237j 0.00389454-0.00248516j 0.00263263-0.00165615j -0.00143731+0.000136219j 0.000913359-0.00555013j 0.00447772+0.000501992j 0.00281613-9.75558e-06j -0.000167333-0.00170641j 0.00255922+0.00221644j 0.00215869-0.00254026j 0.00313994-0.000104772j -0.00443008-0.00177405j -0.000217385-0.000853419j 0.000869131-0.000684344j 0.00108691-0.00249497j -0.000546432-0.00244404j 
0.00128891+0.00030251j 0.000391312-0.000316534j 0.00216358-0.00641331j 0.0013087-0.000277495j 0.0037934+0.00356717j -0.00517909-0.00570794j 0.0100821+0.000243763j -0.00676678+0.00726676j -0.00620849-0.00552698j -0.000472246+0.001444j 0.0107218+0.00893724j 0.00237393+0.00662098j -0.00227041+0.00137803j -0.000446007-0.00268615j 0.00118533-0.006717j 0.000959286-0.00213504j -0.00202882+0.000878261j -0.00921901-0.00404862j 0.00131921+0.00122267j -0.00392464-0.00279138j -0.00628839-0.00436037j -0.00273507+0.00368063j 0.0073073+0.0075901j -0.0204081-0.00834362j 0.00391577-0.000127193j -0.00847188-0.00783809j -0.00856126-0.0118549j 0.00679502-0.0046755j 0.0103429-0.00954808j -0.00186823-0.0100889j 0.00539085-0.000624359j -0.00326693+0.0018191j -0.00541609+0.000413334j -0.000875206-0.00538769j 0.00208822+0.00104022j -0.00572434-0.00438565j -0.003023-0.00736348j 0.00298521-0.00232543j 0.00107559-0.000828089j 0.00352353+0.00435472j -0.00358017-0.00187486j -0.00248665-0.00364485j 0.00101382+0.000832206j 0.00109609+0.00279877j 0.00210851-0.00157032j -0.00461431-0.00821427j 0.00122167+0.00146098j 0.00406655+0.0108861j 0.00544637+0.0082353j -0.000771821-0.00447788j -0.0166919+0.0139985j 0.00443963-0.0228664j -0.00340986-0.00449883j -0.00473597-0.0013514j -0.0038651+0.00076833j -0.00132439+0.00603182j 0.0045007-0.00403486j -0.00407264+0.00367559j 0.00796395+0.00660158j -0.00412346-0.00252223j -0.00330456-0.000258571j 0.00104995+0.00164397j -0.000972728+0.00205091j -0.00162849+0.000371647j 1.9845e-05+4.79152e-05j 0.0012355-0.00199783j -0.00113693-0.00139421j 0.00267477-0.000472112j -0.000370214+0.0015506j 
