0.0255555+0.252869j -0.252938+0.025559j -0.0546331-0.269516j -0.279946+0.0582229j 0.0985645+0.173262j -0.105748+0.117543j -0.065628+0.0700977j -0.174152+0.0134358j 0.0843584+0.167522j -0.0293729+0.113028j 0.0665753-0.100316j -0.0566208+0.00852274j 0.0382442+0.00476662j 0.0889166-0.0826018j 0.0889964-0.078684j -0.0408079-0.000720769j -0.0228333-0.0124403j 0.0735343-0.0484739j 0.00728864+0.0238436j 0.0776622+0.0128492j -0.0571774-0.0548136j 0.0356232+0.0185388j 0.00223762+0.0510749j -0.00651318+0.00413197j 0.0280411+0.00539244j 0.0612336-0.0143507j 0.0218582+0.0170071j -0.160302-0.0241516j -0.00230903-0.001286j -0.0160178+0.00672432j -0.0405704-0.0327675j 0.0181446+0.00242789j 0.00620249+0.00392916j 0.026987-0.0441028j -0.0461646+0.00665095j -0.0741908+0.034804j -0.0798212-0.0144199j -0.0442917-0.0292719j -0.0444312-0.0746787j -0.0190823+0.00676147j -0.0361051-0.0838061j 0.0615913+0.0640277j -0.0532388-0.102333j 0.0423934+0.01719j 0.0586029+0.0501246j 0.0156877+0.11392j -0.000424262-0.10899j -0.117624+0.146247j -0.175718-0.0234113j -0.0685279-0.0688626j -0.0971935-0.120412j 0.101592-0.167177j 0.273476+0.0641988j -0.0596708+0.261691j -0.24872-0.0275373j -0.0275158+0.248557j 
-0.00386748-0.00293902j 0.00306923-0.00384204j -0.00832521+0.00931394j 0.0100484+0.00870373j 0.0123901-0.00743915j 0.0103815+0.0146877j -0.00656089+0.00937336j -0.00502232+0.00237484j 0.00991048+0.00559361j -0.0052604+0.00743775j 0.00374602+0.00449106j 0.0103466-0.00690537j -0.00869805-0.00966998j -0.00620174-0.0037691j 0.00650981-0.00572339j 0.00826253+0.00325345j -0.0021524+0.0126005j 0.00330102-0.000602455j -0.000880616+0.00258678j 0.00633268-0.0003451j 0.00569468+0.00366666j -0.00139484+0.00566026j 6.31411e-06-0.000285776j 0.00303453-0.00174913j -0.000676631+0.00212251j 0.002086+0.00425565j 0.00111485+0.00482699j -0.00179654+0.00307085j 0.00428847+0.00437122j 0.000467499+0.00519669j -0.000518412+0.00403243j -0.00626311-0.00677376j 0.00285261-0.00560479j 0.00449939+0.00851616j -0.00740274+0.00229866j 0.00356085-0.00198724j -0.00351642+0.00195465j -0.000185281-0.000452162j -0.00424364+0.00098092j 0.0116109-0.00673769j -0.00581877+0.000403698j -0.00185325+0.00068186j 0.00472711-0.00275648j 0.0034434-0.0049153j -0.0021937-0.00320198j 0.00641599-0.0101436j -0.00742423-0.00989731j -0.0037586-0.00512178j 0.00681469-0.00261381j 0.00511434-0.00590671j 0.0158059+0.00398973j -0.000873452+0.0135638j 0.000811266+0.0148312j -0.0143216+0.00165647j -0.005029-0.00191895j -0.00181293+0.00515189j 
0.00273221-0.0114273j 0.0115051+0.00249803j 0.00799285+0.00813121j 0.00787159-0.00850509j 0.00644859+0.00531749j -0.00379818+0.00828759j -0.00388432+0.00149203j -0.00656431+0.0020147j 0.00677482+0.00507678j 0.00417883+0.00329412j 0.00296297-0.00434395j 0.00298183-0.00752105j -0.00364201-0.00891497j -0.00500575-0.000348966j 0.00156667-0.00817338j 0.00397582-0.00433774j -0.00634025-0.00367031j -0.00283305-0.00289628j 0.000602953+0.00183596j 0.00288743+0.00300624j 0.00127022+0.0011735j -0.00452235-0.00279629j -0.0107615+0.00563741j -0.000348576+0.00743714j 0.0107166+0.000300967j 0.00040447-0.000333529j 0.00604645+0.00165468j 0.00373284+0.00363101j -0.00199036+0.00346867j -0.000528035+0.00019222j 0.00545908+5.339e-05j 0.000186375-0.00431131j 0.00457303+0.00287168j 0.000185431+0.00512414j -0.00411535-0.00311346j -0.00552932+3.992e-05j 0.00190853+0.0117291j 0.00109626-1.05377e-05j 0.00219268+0.0041132j 0.00232926+0.00722238j -0.000294042+0.00565076j 0.00238325-0.00178666j 0.00138852-0.00484253j 0.0147645-0.00673269j 0.00348585+0.00408865j -0.0019604-0.0109395j -0.00800865-0.000227574j 0.00178352-0.00340347j 0.00704823-0.00325828j 0.0064841+0.00554711j -0.00403245+0.00862985j -0.00612155-0.00237859j 0.014541+0.000572029j -0.000345461+0.0138662j -0.000767495-0.0137786j -0.0135644+0.000580996j 
0.0122669-0.00575592j 0.00555177+0.0122021j -0.00266538-0.00471292j -0.0051486+0.00288826j 0.00675608-0.0101401j 0.0132556+0.00360236j 0.00392908+0.00691739j 0.00150946+0.0114813j 0.0151793-0.00280958j -0.0101414+0.00982121j 0.00281353+0.0144608j 0.000959567-0.004201j 0.00366912+0.00429487j -0.00993163-0.00673193j 0.00420014-0.00303699j 0.00769456-0.00275468j 0.00587966+0.00398211j -0.0024882+0.00123189j 0.00168892+0.00129176j 0.00282596+0.0129948j -0.000611268+0.00143074j 0.00537591+0.00328142j 2.28431e-05-0.00246644j -0.00261357+0.000609601j 0.000664114+0.00595175j -0.00351189+0.00166023j 0.00509214+0.00612084j 0.00561747+0.000369348j 0.00428845-0.00188345j -0.00792062+0.00623045j 0.000742825+0.00217317j 0.00546165-0.0028985j 0.000492949+0.00301725j -0.00347936-0.0026003j -0.00194184+0.00398945j 0.00196751-0.00113649j -0.00558953+0.0107511j 0.00228336-0.000777472j 0.00208124-0.00145067j 0.00395265-0.00500064j -0.00746629-0.0105236j -0.00683877-4.53433e-05j 0.0117734-0.0047828j -0.00344045+0.00103166j -0.0017653-0.0129425j 0.0046199-0.00681217j -0.00677557-0.010458j -0.0196675+0.000358406j -0.00364159-0.0123517j -0.00134491-0.0101289j 0.011793-0.0117096j 0.0119564+0.00779148j -0.00082534-0.00116576j 0.0013884-0.00115371j 0.00762105-0.0107056j -0.0107694-0.00781811j 
-0.00247442-0.00803941j 0.00793515-0.00264241j 0.0137749+0.000373419j -0.000337999-0.0142526j 0.00431402+0.00845664j -0.00830762+0.00597268j -0.0032583-0.00161996j -0.0055392+0.00164207j 0.00167354+0.00299818j 0.00635472-0.00619666j -0.00449558-0.00775639j -0.00283888-0.00322449j -0.00461809-0.00348116j 0.000795198+0.00202306j -0.0045462-0.00327027j -0.00244114-0.00337013j -0.00900206-0.00406741j -0.00441722-0.000977884j 0.000867636+0.000253359j -0.00116442+0.00047798j -0.000860586-0.000738724j -0.00645881-0.00180383j -0.00561613+0.00937043j 0.0023098+0.00642109j 0.0072819-0.00594543j -0.00102742-0.00229683j 0.00221879-0.00305477j 0.00389048+0.00124611j -0.00252495+0.00390542j -0.000410817-0.00315599j 0.00350901-0.00385645j 0.000824441-0.000412722j 0.00379007+0.00199559j 0.000864436+0.00147328j -0.00243109-0.00338794j -0.00529996+0.00357819j 0.00652351+0.00468372j 0.00087059+0.000354931j 0.00433339+0.0023923j 0.00177253+0.00979641j 0.0065972+0.00488806j 0.00279765-0.00420912j -0.00330468-0.000118704j 0.00900174-0.0102926j 0.00785329+0.00557359j -0.00701697-0.00183744j -3.02606e-05+0.00588991j 0.00539096-0.0059078j 0.0054171-0.00194081j 0.00872372+0.00546466j -0.00390975+0.0135805j -0.0107188-0.00214768j 0.00869303-0.0105139j 0.0101351+0.00805679j -0.00338099-0.00626735j -0.00623084+0.00320723j 
0.00206901+0.00258912j -0.00280953+0.00194028j 0.00257932+0.00211156j 0.00214549-0.00262213j -0.000134857-0.0001894j -0.000329161-0.00132571j 0.000770235+2.0501e-05j -0.00150884+0.00102255j 0.00106655+0.00125049j 0.000725588-0.000311633j -0.000764588+7.57905e-05j 0.000278233-0.0018358j -0.000107909+0.000719823j 0.000749189-0.00101555j -6.48223e-05-0.000517598j 0.00150685+0.000256229j 0.00180557-0.000965136j -0.0011974-0.00116631j 0.00124461+0.000329998j -0.00260676+0.000465507j -0.000602259-0.00177856j 0.00056211+0.000541022j -0.000192369-0.00117055j -0.00137976+0.000311383j -0.000200975+0.00177915j -0.000746356-0.00189083j 0.000260188+0.000873749j 0.000609117+0.000820221j -0.000530915+0.000147124j -0.000501404-0.00121064j -6.13108e-05-0.00050788j 3.8044e-05+0.002228j -0.00109808+0.000634168j 0.00091918-0.00231501j 0.00102892+4.87877e-05j 0.000178357-0.000238615j -0.00181318+0.000719897j -9.67796e-06+0.000983536j 0.000653002+0.000116835j -0.00164328-0.000285113j 0.00122544-8.23334e-06j 0.000933356-0.000292913j 0.000862891+0.00104593j 0.00149497-0.000114998j 0.000136945+0.000908057j -0.000247058-0.000926552j -0.000120058-0.000968326j -0.000814529-0.0008547j -4.72441e-05-0.00108677j 0.000349121-3.43629e-05j 9.75451e-05-0.000428101j 0.00120203-0.000772132j 0.00175655+4.42223e-05j 9.86071e-05+0.00131264j 0.00254634+0.00125021j 0.00110453-0.00254002j 
0.00105425-0.000963406j 0.000912511+0.000979728j 0.000114737-0.00114368j -0.00122241-0.000194859j 0.000257402+0.000220525j -0.000421498+5.84814e-05j -0.000441576-0.000757304j 0.000273559-0.000323858j 1.92848e-05-0.000123816j 0.000162164-3.97643e-06j -0.000106941+0.000179504j -0.000173048-0.000337815j 9.65053e-05+0.000258366j -0.000221157-0.00012255j 1.50943e-05-0.000439441j 9.48809e-05-0.000617327j -0.000288196-0.000499122j -0.000467971+1.64651e-05j -7.43073e-05-0.000386844j -8.12352e-05+0.00076945j -0.000289911+0.000497058j 0.000170188-1.09913e-05j -0.000735505+0.000588463j -4.0218e-05+0.00084222j 0.000906708-9.73566e-05j -0.000557176+0.000562032j 0.00044948-0.000319525j 0.000744829+7.69993e-05j 4.20224e-05-1.22074e-05j -0.000733846+0.000321171j 2.11089e-05+0.00017611j 0.00107158-0.00041486j 0.000499457+0.000957241j -0.000932008-0.000342063j -0.000446652+0.000128723j -0.000319024-6.69087e-05j 0.000865357+0.000748177j 0.000476411-0.000301501j 0.000376129-0.000380486j 0.000271871+0.000991319j -0.000680501-0.000547748j -0.000292716-0.000245763j -0.000298385-0.00050393j -0.000173414-0.000604135j 0.000269858-0.000768344j -0.000567692+0.000368593j 0.000171536+0.000505526j 0.000238372+0.000542938j 6.645e-05+0.000858852j -0.000868991+0.000506253j 5.69047e-05+0.000353311j -0.000430189+0.000873124j 8.19088e-05+0.000232727j -0.000415254+0.000206672j -0.000456493-0.0009588j -0.000995822+0.00033947j 
-0.00481469-0.00206368j 0.00256554-0.00492779j -0.00448989+0.000186972j 0.000251518+0.00418096j -0.00108153-1.04427e-05j 0.00227197+0.000365779j -0.000686942+0.000887176j 0.000565419-0.00343518j -0.0027494-0.000450172j -3.84566e-05+0.000345714j -0.000915035-0.0012206j 0.00191917+0.00268221j -0.000904964+0.000500503j 0.000449157+0.00119065j 0.000555777+0.000711966j -0.00202135+0.00158733j 0.000290216+0.00297853j 0.00258177-0.000728646j -0.00161226+0.0011102j 0.000975452-0.00377749j 0.00173785+0.000629212j -0.00129567-0.000572014j 0.00130708-0.000214853j 0.000128752-0.00266402j -0.00202026-0.00124207j 0.00319379+0.000482626j -0.000970569-9.27863e-05j -0.00155319+0.000311701j 0.000884932-0.00198744j 0.000984047-0.000888069j 0.000715039+0.00053911j -0.00174659-0.000661568j -0.000832062-0.00136725j 0.00147857+0.00233829j -0.00048669+0.000668437j 9.3135e-05+0.000773362j -0.000339501-0.00184738j -0.00104929-0.000498167j -0.0003898+0.00145919j 0.000242515-0.00113972j 0.000142269+0.000222703j -0.000960985+0.000770498j -0.000666596+0.000328913j -0.00252827+0.00247332j 0.000251414-0.00143007j 0.000907181+0.000897916j 0.00105887+0.00165563j 0.000965012-0.000675316j 0.00190343+1.28853e-05j -0.00097263+0.00119729j -0.00102764-0.000826644j 1.93283e-05+0.0019968j -0.000656827-0.000226137j 0.000501723+2.30974e-05j 0.000665438+0.000871325j 0.00119685-0.000900003j 
-0.00301831-0.000898806j 0.000995445-0.0029516j 0.000487194+0.00128397j 0.00169447-0.000462627j -0.00111901-0.00275108j 0.00317153-0.00106935j 0.00132259+0.00123747j 0.00105231+0.000314133j -0.000375352-0.000448144j 0.000899063-0.000620574j -0.00140045-0.0019932j -0.00093128+0.00211271j 0.000987252+0.000415305j 0.00164682-0.00124792j 0.000631943+0.00101549j -0.000229532+0.000935614j 0.000814014+7.71407e-05j 0.000517612+0.000314706j 0.000711437-0.000330454j -0.000752238-0.000673356j -0.00087085-0.000534578j -0.00020199-0.000589196j 0.00139359-0.00176204j 0.000440162-0.000457117j -0.000996215+0.000221498j 0.000333219-0.00183603j 1.04484e-05+0.000455849j -0.00138215-0.000683563j -4.07054e-05-0.00101685j -0.000219414-0.00199844j -0.000177969-0.00105331j -0.000498687+0.00170656j -0.000504496-0.000503825j 0.00073564-0.000250644j 0.00130078+0.000520616j 0.00036521-0.000226989j -0.00167558-0.000882155j -0.00147597+0.000949384j 0.000706646+0.00011654j -0.000739352-0.00119838j 0.00157589-0.000357068j 1.80182e-05+0.000510048j 0.000946731+0.00118945j -0.00155879-0.000272529j 0.000504722-0.000687344j -0.0004436-0.000486835j -0.000751903+0.000558834j -0.000540631-0.000103367j 1.61186e-05-0.000396609j -0.000479593-0.000335495j -0.000809576-0.000312031j -0.00195141-0.000836069j -0.00102662-0.0012479j 0.00086588-0.0013066j 0.00229895+0.000259803j 0.000434471-0.0021906j 
0.00411803-0.00343158j 0.00282282+0.00449714j 0.00666474-0.00471633j -0.00491534-0.00596409j 0.00182586-0.001298j -0.00227698+0.00070238j 0.000463973-0.00156805j 0.00224856+0.00462707j 0.00307085-0.00281004j 5.79641e-05-0.00093349j 0.00110167+0.00120961j -0.00431398+0.000273061j 0.00214122-0.00148117j -0.0018914-0.00109086j -0.00186837-0.000799308j -0.000715383-0.00358574j -0.00400722-0.0017616j -0.00144581+0.00362579j -0.000583439-0.00307123j 0.00191676+0.00487222j -0.00035982+0.00128759j 0.00214229-0.00137911j 0.000869948+0.00204696j 0.00449118+0.00232688j 0.00207961-0.00299016j -0.00269752+0.0031677j 0.000431585-0.00276069j 0.00109539-0.00189061j 0.00103018+0.00238317j -0.000422825+0.00265889j -0.00221598+0.000384104j 0.000885898-0.00309107j 0.00421314-0.000332255j -0.00396371+9.51949e-05j 0.0011192+0.00158623j -0.000654854-0.000219391j 0.00269245-0.00273599j 0.00064331-0.000752813j -0.00160329-0.00480951j 0.0030917-0.00127521j -0.00223222+0.000742754j 0.000484028+0.0001151j -0.00235343+0.000759128j -0.00411759-0.00340237j -0.00271029+0.000113j -0.00168575+0.0031831j 0.00128363+0.000238108j 0.00449306+0.00118089j 0.0021588+0.00643726j -0.00309104+0.00240676j 0.00353186-7.95842e-05j -6.81207e-05+0.00313859j 0.00406231+0.00581705j -0.00667886+0.00479651j 0.00291067+0.0036608j 0.00312399-0.00264371j 
-0.000929409+0.00516287j -0.00495562-0.000777022j 0.00143885-0.000670576j -3.92667e-05-0.00133504j -0.00535706-0.00399676j 0.00292319-0.00579605j 0.0053066-0.00188204j 0.00529627+0.00281324j -0.00112328-0.000322495j -0.00165266-0.000611129j -0.00249156-0.000721531j 0.000894369+0.00498003j 0.00300876-0.00288481j 0.00145135-0.00444511j 0.00353284+0.00188202j 3.48195e-05+0.00151044j 0.000610314-0.000930279j 0.000459137+0.00170434j 0.000207845-0.00299725j 0.00218933+0.00192912j -0.00433489+0.0070384j -0.000165697+0.0015705j -0.00343379-0.00309925j -0.000608778+0.0014386j 0.00152902+0.00123958j -0.00491606+0.000306358j -0.000379406-0.0013483j -0.0025981+0.000621131j -0.00333659-0.00176201j -0.00320594+0.00112729j -0.00128861+0.000601773j 0.00574896-0.000113011j 0.000680916+0.00368729j -0.00421295-0.00017559j -0.00132546-0.00226392j 0.000487489-0.00489676j -0.00127837+0.00320706j 0.000946989+0.00304383j 0.000183628-0.000294035j -0.000236444+0.00325616j -0.00440094-0.00144104j 0.00246304-0.00154382j 2.13239e-06-0.00139009j -0.000977619+0.00210605j 0.00144529+0.00022287j -0.000142997+0.000657351j -0.00334175+0.00151944j 0.00223022+0.00108738j 0.00531301-0.00336859j 0.00414647+0.00191368j 0.00365121+0.00155309j 0.000128479+0.00499599j 0.00209217-0.000744721j 0.00118379+0.00311485j -0.00337182+0.000156442j 0.000239258+0.00348455j 
-0.00163966-0.0034551j 0.00370999-0.00187995j -0.00625564+0.000311587j 0.000267812+0.00559128j 0.00217401+0.00345863j -0.00134627+0.00477507j -0.00647056+0.000739391j -0.00259443-0.00760354j -0.00237526+0.000588805j 0.000733996-0.000304504j -5.00423e-05+0.00177171j 0.00454267-0.00374644j -0.00447174+0.00100084j -0.00265079+0.00320061j -0.002066-0.00211452j 0.00094405+0.00172165j 0.00112835+0.00279657j 0.00125813-0.00421784j -0.00102775+0.00376777j -0.0019985-0.0057108j 0.00445021-0.0048675j -0.00121603-0.000755125j 0.00133464+0.000593464j -0.00141017-0.00369615j -0.00234243+0.000187176j 0.00623982-0.00067924j 0.000258586+0.00270929j 0.00117554+0.00126722j 0.00254833+0.000680817j 0.00215732-0.00233167j 0.000856539+0.00107198j -0.00524538+0.000171476j -0.00267848-0.00289163j 0.00567084+0.00185389j 0.000415916-0.000717402j 0.000420248+0.00487593j 0.000239166-0.000350609j -0.000227534-0.00162607j -0.000818145+0.00316805j -0.00157192-0.00223452j 0.00520197+0.000479508j -0.00270044+0.000301229j 0.00248891+0.00165585j 0.00213587+0.000696378j 0.00210299-0.00164384j 0.00240079-0.00167385j 0.00242843+0.00112266j -0.00287173-0.004287j -0.00541735-0.00409542j 0.000920444-0.00312378j -0.00595562-0.00376316j 0.0039399-0.00829271j -0.00158625-0.00467223j 0.00565212-0.00309667j 0.00289543-0.00350265j -0.00319575-0.00299485j 
0.00507205+0.00250842j -0.00284443+0.00510724j 0.00456708-0.00348721j -0.00420639-0.00412781j 0.00361266+0.00271104j -0.00394534+0.00251218j -0.000972835-0.00146943j -0.00136462+0.00206806j -0.00028658+0.00222971j -0.00862781+0.000686492j 0.00764053+0.00874141j -0.00253054-0.00858184j -0.00261692+0.00158701j -0.00330016+0.00720734j -0.0031716+0.00309904j 0.00307862-0.00631624j -0.00131899-0.000208569j -0.00654807+0.000469074j -0.00108765+0.00159872j 0.000239229+0.00340918j 0.00480925-0.000294471j 0.00411172-0.00355309j 0.00119711+0.00544997j -0.000419346-0.000255409j 0.00283248-0.00139514j 0.0021158+0.0014874j 0.00179824+0.00309369j 0.00461188+0.000535092j 0.00104892+0.00549208j 0.00230091+0.00434966j 0.00280345+0.000780864j -0.00454469-0.00408815j 0.00336515-0.00147516j 0.00106527+0.000187752j 0.000518086+0.00376221j -0.00165539-0.00212696j 0.00131958-0.00386486j 0.00514919-0.00570911j -0.00215581-9.43367e-05j 0.00627732-0.00369879j -0.00241012+0.00246541j -0.0021966+0.00108955j -0.00339144-0.00503248j -0.000451227-0.00126632j -0.00509617-0.00157384j -0.000325016+0.00228855j 0.00639932-0.00343161j -0.00254733-0.000353282j -0.00297745+0.00814499j -0.00495978+0.000238669j -0.00356153+0.00331763j -0.00647331-0.00507765j 0.00197197+0.00232508j -0.00366983+0.00126162j 0.00123556+0.00608736j 0.00579466-0.00129827j 
-0.00144129-0.000482538j 0.000601658-0.00144264j -0.00297369-0.00089331j -0.000736363+0.00275915j -0.00250965-0.000237969j 0.000928753-0.0025817j 0.00138868+0.000805814j -0.000579718-0.000883135j -0.00164993+0.000182625j 0.00116408-0.000416061j -0.000337492-0.00166073j 0.000742539-0.00012958j -0.0015352+9.66768e-05j 0.000851262+0.000340014j 0.000686116+3.43793e-05j -0.000284113+0.00184409j 0.000607225+0.000483268j 0.00058925-0.000712134j 0.000332028+0.00123343j -0.000168642-0.000685533j -0.00111883+0.00046495j -0.00093369+0.000453802j -0.000717898-0.0008156j -0.00189902-0.00016446j -0.000923044+0.00110172j -8.40186e-05+8.68538e-05j -0.000592646-0.000273521j -0.000911105+0.000325633j -0.000538494-0.00126154j -0.000222345-0.000716848j 0.00136384+0.000205012j 0.00107737+0.00191893j -0.00151601+0.000370961j -0.000266418-0.000575728j -0.000354011-0.00148148j 3.84971e-05-0.000559825j -0.000864332+0.00175394j -0.000281438+0.000863089j -0.000178659+0.00163807j -0.00260307+0.00160642j -0.000258582-9.31581e-05j 0.000695455-0.000378273j 0.00125913-9.7639e-05j 0.001974+0.00246183j 0.000846822+0.00167517j 0.000831091-0.000743897j -0.000866202-0.000825423j -0.000875247-0.000481009j 0.00014276-0.00250025j 0.00257481-0.00158602j 0.0017508+0.000897992j 0.000223538+0.00108422j -0.000503189-0.00297104j 0.00334294-0.000401843j -0.00122276-0.00176882j -0.0016618+0.00125896j 
-0.000514177-0.000596991j 0.000567491-0.000496321j -0.000449813+0.000911651j 0.000843085+0.000585753j 0.00143339+0.00146414j -0.00242102+0.000570907j 0.00120338-0.00146498j -0.00043313+0.00204921j 0.000170589+0.000609773j 0.000217154-0.0014736j -0.00094816-0.00147883j -0.00158714-0.000603937j -0.0011406+0.00201657j 0.00153326+0.00038197j -0.000330181+0.000271732j 0.0011411+6.66445e-05j 0.000614116+0.00184057j 7.51731e-05-0.000195566j 0.000936211+0.000226723j 0.000100947-5.69879e-05j -3.22384e-05-0.00111795j -0.000755563+0.000292653j 0.00141696-0.000992525j 0.000300126-4.39547e-05j -0.000365256+0.00123857j 0.00181585+0.000245348j -0.000546588+0.000586873j 0.000331527+0.000160378j 0.000590723-0.000176546j 0.000217484-0.000241083j -0.000812571-0.0011491j 9.06186e-05+0.000764316j -0.000944148-0.000895989j 8.04142e-05+0.000379547j 1.64787e-05+0.000136345j 0.0008347+0.00076255j -0.000153186-0.000925968j 3.51853e-05-0.00049577j -0.0006261+7.89986e-05j 0.000625713+0.000104718j 0.00100488-0.000260085j -3.32433e-06+0.000226486j 0.000636883-0.000860456j 0.000835557-0.00159094j -4.66026e-05+0.000606908j -0.000789889-0.00113779j -0.00112307-0.000917141j -0.000888024-6.95359e-05j 0.001438+0.00157189j -0.00291663+0.00105096j 0.000137586-0.00232211j 0.000766956+0.000720697j -0.000285074-0.000751213j 0.000612092-0.000180504j 0.000226819-0.00071434j -0.000725727-0.00022049j 
-0.00130221-4.39745e-05j -4.82322e-06-0.00128276j -0.000334306+0.0012074j 0.00114885+0.00055833j 0.000530165+0.00444937j -0.00773984-0.00222125j 0.00513509-0.00668589j 0.00191154+0.00535551j 0.00114763+0.00121193j 7.62196e-05-0.00366062j -0.00422768-0.00279183j -0.00205357-0.000215163j -0.00361034+0.00265207j 0.0021971-0.00249375j 0.000627239+0.000108188j 0.00259319+0.00110672j -0.000278433+0.00385951j 0.000852369+2.54286e-05j -0.00039713-0.00103841j 0.00200699+0.00127203j 0.00109385+0.00266466j -0.000431483+0.0015947j 0.00248289-0.000767821j 0.00188581+0.00145197j -0.000921389+0.00288942j 0.00213307+0.00405887j -0.00285455+0.0001064j 0.000865532+0.00133789j -0.000674471-3.99358e-06j -0.00183701+0.00277197j -0.00245614-0.00318597j 0.00398509-0.00141282j 3.41215e-05-0.00201824j -0.00290216+0.00251962j -0.00196437+0.00066046j 0.000910859+0.00121221j 0.000679435-0.00179404j 0.00233284-0.000284399j -0.000468851-0.000857487j 0.00464972+0.00240663j 1.99991e-05-0.00152199j -3.34234e-05-0.00305932j 0.00216511-0.00198813j 0.00386679-0.00227729j -0.00155705+0.000900865j -0.0017145-0.00515457j -0.00381852-0.000796126j -0.000504266-0.00125318j 0.00555917+0.00186266j -0.0069669+0.00415317j 0.000103175-0.00855642j 0.005472+0.00238962j -0.000236707-0.00201802j 0.00220694+0.000144929j -0.00166948+0.000672061j 0.000610672+0.0016878j 
-0.000237518+0.00347511j -0.00341429-0.000160236j 0.00251113-0.000634249j -3.48305e-05-0.00257381j 0.00129893-0.00659687j 0.00544993+0.00512238j -0.00605784-0.000607987j 0.00559383-0.00260253j 0.000562167-0.0019336j -0.00320162+0.00182714j -0.00168605+0.00425363j 0.00118629+0.00452393j 0.00598421+8.68549e-05j -0.00242944-0.00267844j 0.00171318-6.3173e-06j -0.000576563-0.00262591j 0.00337952-0.00340236j -0.000381262-0.000314125j -0.000621247-0.000285036j 0.00114546-0.000277055j -0.00156235+0.00123372j 0.00186259+0.00141547j -0.00525477-0.00206748j -0.000284473-0.000924545j 0.00436242-1.89137e-06j -0.00142074-0.00382024j 0.00103285+0.0017633j -0.000428217-0.00124266j -0.0016751-0.00051553j 0.0020043+0.000473395j -0.000548641+0.00483187j 0.000355433-0.00225937j -0.00153016+0.00373667j 0.00113728+0.000187983j 0.000365044+0.000342115j 0.000432246-0.0048063j -0.00269045+0.0029805j -0.000992104+0.000372682j -0.00020655+0.00083377j -0.00136459-0.00255433j -0.00418018+9.45402e-05j -0.000430055+0.000815612j -0.00290914-0.00191644j -0.00407512-0.000695096j 0.00221964+0.00244684j -0.00396648+0.00481962j -0.000273012+0.00336272j 2.07704e-05+0.00217387j 0.00134915-0.00715076j 0.00973317+0.00437698j -0.00387758+0.00668577j -0.0014746-0.00160314j -0.000389851+0.000989343j -0.000643988+4.52727e-06j -0.0019371+0.000849653j 0.00086865+0.00199208j 
0.00395298-0.00599046j 0.00565065+0.00382105j 0.00506283+0.00436358j 0.00339174-0.00501846j 0.00410773+0.00248276j 0.000152407+0.00470794j -0.00472258+0.00454445j -0.00402851-0.00134858j 0.00564748-0.00483302j 0.00832872-0.000115963j -0.00461488-0.000910787j 0.000179096+0.00483209j 0.00767845-0.000942311j -0.00420657-0.00577292j -0.00328175-0.00674006j -0.00228155+0.00153791j -0.00233587-0.00219488j 0.00438431+0.000473041j 0.000841298-0.00343062j -0.00329197-0.00120007j 0.00135735-0.0059852j -0.000141017-0.000604804j 0.00361521-0.00173936j 0.00678072+0.00038887j -0.00157478-0.00436236j -0.000977233-0.00173874j 0.00118293-0.00462743j -0.00140978-0.00137554j 0.00204264-0.000623142j -0.00183995-0.00248872j -0.00770992-0.00137015j -0.00217847-0.00265823j 0.00236981+0.000424172j 0.00156372+0.000598089j 0.00298548+0.00201745j 0.00119783+0.00743372j 0.00442582-0.00305236j -0.00616716+0.00282783j 0.00319715-0.00847886j -9.86069e-05-0.00306361j 0.00323483-0.00173061j -0.00295111+0.00378434j 0.00034042+0.00826509j -0.00736337-0.00671881j 0.00233581-0.0070513j -0.00204577+0.00306014j 0.00206116+0.00823415j 0.00653985+0.00112633j -0.00527379+0.00269984j -0.00375604-0.000910765j -0.00169851-0.00426651j 0.00477787-0.0021861j -0.000421715+0.0105759j -0.0107789-0.00101594j 0.00591557-0.00045203j -0.000722768-0.00607938j 
