0.0120569-0.00249013j 0.0029254+0.0118329j -0.00164446-0.0116746j 0.00774389-0.00140367j -0.00242211+0.000174124j -0.0047272-0.00252824j -0.00657772+0.00543067j 0.00142028-0.00230801j -0.00195318-0.000594355j 0.0011627-6.24492e-05j -0.00215447+0.00111921j -0.0010323+0.00239958j 0.00164972+0.00253392j -0.00184947-0.00796424j 0.00458661+0.0113521j 0.0071664-0.00568889j -0.00314486+0.00329322j 0.0109914+0.00438333j 0.00570384+0.00724812j -0.00408027+0.00249396j -0.00448772+0.00419265j -0.00841814+0.00317322j 0.00137426+0.000814857j 0.000889213-0.000488109j 0.00428677+0.00217836j -0.00203838-0.00530441j -0.00584158-0.000715459j 0.00974232+0.00353784j 0.000806784-0.00358255j 0.00136531+0.00630678j 0.00809107+0.00897078j 0.00502814+0.00221958j 0.00547881-0.00400842j 0.000956482-0.00403129j -0.00310052+0.0114792j -0.00428557-0.000700172j 0.00410811-0.0109259j -0.00516882-0.0035103j -0.00594526-0.00267296j -0.00516729+0.00264065j -0.00655698+0.00516829j -0.00103005-0.00726049j -0.00856175+0.000870803j -0.00835074+0.00749061j -0.00166581+0.00830825j -0.00684019-0.00858167j 0.00369113-0.00191952j -0.00475755-0.000971914j -0.0120373+0.00637808j -0.0127344+0.00550613j 0.000811397+0.000742909j 0.00134534-0.00209278j 0.000914708-0.00103046j 0.000934028-0.00751113j 0.0034466+0.0117844j 0.00446731+0.00142681j 0.00273744-0.00416631j 0.00669242+0.00658366j 0.000586476+0.000685625j 0.000829755-0.000737839j 0.00314032-0.00422883j 0.00257724+0.000547453j 0.0012981+0.00577899j 0.00128515-0.000720493j -0.00434043-0.00114606j -0.0124708-0.012343j -0.0113549+0.0100384j -0.0327675+0.00131771j 0.00177105+0.0310235j 
-0.00262699-0.00416712j 0.00587058+0.000517573j 0.00387847+0.00423345j -0.00986661-0.00077651j -0.000623091-0.00711687j 0.0066538-0.00244082j 0.00548173-0.00463856j 0.000657981-0.00265093j -0.008392-0.00194737j -0.000857276-0.00256995j -0.00728891+0.00584802j -0.007518-0.00279771j -0.0104279+0.00400941j 0.0174875-0.000124819j 0.00197999-0.00736101j -0.012302-0.0095722j -0.0071307+0.00225443j 0.00815512-0.00385901j 0.00207202-0.0034314j -0.00649099-0.00969508j -0.00432421+0.00855249j 0.00681807-0.00772885j -0.0020347+0.00449401j -0.000456552-0.00117416j 0.00288249-0.00236096j -0.00590934-0.00216175j 0.00286201-0.00335273j -0.00105275-0.00267015j 0.00271095-0.00459093j -0.00270004-0.00945287j -6.78287e-05+0.0123924j -0.00464078+0.0104114j -0.0055174+0.00744155j -0.000790916-0.0101065j 0.00227288+0.00942514j -0.00195571+0.00378712j -0.0108815+0.00992156j 0.00438965+0.00358428j 5.06897e-05+0.00855912j -0.00821695+0.000533261j -0.00279039+0.00692281j 0.00299161+0.00160364j -0.0115306+0.00431104j -0.00785806-7.10219e-05j 0.000950711-0.00488929j -0.00465594-0.00168571j 0.00159033-0.00213689j 0.00174134+0.00067933j 0.00202337-8.0968e-05j -0.00119334+0.00476165j 0.00225162-0.00296091j -0.00208278-0.00409647j -0.0046814-0.000581477j 0.00555727+0.000577071j 0.00371145+0.00620301j 0.0102896-0.00126572j 0.00785661-0.00164252j -0.00380834+0.00287453j -0.00390666-0.00191165j 0.0101439-0.00592267j 0.00632359-0.00310141j -0.00155246+0.00089148j -0.00979046+0.00589599j 0.00832589+0.00545093j 0.00504689-0.00285762j -0.00238188+0.0030766j -4.79738e-05-0.00147441j 0.000144921-0.00343078j -0.00451898-0.00195929j 
-0.001744-0.00123292j -0.000660836-0.00201319j 0.00594282+0.00124775j 0.000546603-0.000570336j 0.00807233+0.00763083j 0.00893327+0.00842704j -0.00239921+0.000767778j -0.00252074+0.00564167j -0.00836758-0.0115112j -0.00138187-0.00777403j 0.000837398-0.0066294j -0.000387753-0.00573308j -0.0204211-0.0155892j -0.00689797+0.0159885j 0.0104436+0.00963922j 0.00366752-0.00870226j -0.00155481+5.92136e-05j 0.00276592+0.00952884j 0.00441232+0.00589682j -0.00684902-0.00158496j 0.01468-0.00215193j -0.00755527+0.00397648j 0.00173043+0.00055204j -0.000977312-0.00362144j 0.00740488+0.00549449j -0.000735957+0.00244553j -0.0115407-0.00353682j -0.00458093-0.00163863j 0.000983454+0.00127406j 0.00577808-0.00155036j 0.0104319+0.00897462j 0.000157715-0.00062594j -0.00150746-0.00281072j 0.00252484+0.00098393j 0.00554863+0.0108987j 0.00128608+0.00696337j 0.00797699+0.000782802j -0.00625295+0.00538267j -0.000636796-0.00980208j 0.00744123+0.000905605j -0.000623331+0.00312715j 0.00288664-0.00354344j 7.62243e-05-0.00106435j -0.0022962+0.00323049j -0.00411082-0.0070069j -0.0107198-0.000619821j 0.000515593+0.000926692j -0.0048524-0.00277544j -0.00182725+0.00172567j 0.00412388-0.00400356j 0.00137351-0.00370314j 0.000503998+0.00236556j 0.0023153+0.000922139j -0.00174837-0.00311285j -0.000130611+0.00275879j -0.00226874-0.00349783j -0.00530004-0.000878226j -0.000997932+0.00480719j 0.00244308+0.00132094j -0.0029245-0.00352524j -0.00334427-0.00433436j -0.00148228+0.000489894j 0.00434419-0.00202393j 0.000708219+0.00459649j -0.00238331+0.00248888j -0.00720444+0.00104088j 0.00504132+0.00664569j -0.00729883-0.00101467j 0.00138443+0.00399271j 
0.00755499-0.00446582j -0.00293389-0.000604635j -0.00711021+0.00544716j 0.00310131+0.00279584j 0.00410889-0.00228199j 0.00786032+0.000275216j -0.00560074-0.00289141j 0.00203118+0.00670893j -0.00528424+0.017187j -0.00674408+0.00159586j -0.00105643-0.00143532j -0.00421856+0.00713451j 0.00356369-0.0188929j 0.00912583-0.0142574j -0.00462501+0.0118279j 0.0023451-0.00472325j -0.00137447-0.00614474j -0.00726205+0.015414j -0.00755547+0.0109862j 0.00596005-0.00562996j 0.000472764+0.00153833j -0.00432998-0.00364946j -0.00620979+0.00192907j 0.00395272-0.00139101j 0.00271899-0.0031819j 0.0048488-0.0038978j 0.00206657+0.00196194j -0.00116844-7.61047e-06j -0.000800387+0.00100104j -0.00141373-0.0042723j 0.000712399-0.000756664j -0.00125456+0.00800529j -0.00110814+0.000860952j -0.00449321-0.00358569j 0.00094388-0.00102689j 0.00701574-0.000899506j 0.000620258-0.0031099j -0.00155344+0.00633239j -0.00751028+0.00354071j 0.00136677+0.00173815j 0.00148635+0.00804101j 0.000717158-0.00086226j -0.003123-0.00178966j 0.00663621-0.00556927j -0.00544042+0.00245265j 0.00572661-0.00234022j 0.000149869-0.00346767j 0.00214048-0.0057099j 0.0108059-0.00100346j -0.00225705+0.00144159j -0.000352099+0.000109327j 0.00374241+0.000388864j -0.000327886+0.00326909j 0.000792966+0.00147559j 0.00253926+0.00198934j -0.000411765+0.00411623j -0.00318686-0.00250349j 0.00128226-0.00021192j -0.00237362+0.00315392j 0.000944718-0.00787104j -0.00601352-0.00771637j -0.00165487+0.00120442j -0.00138261+0.00723123j 0.00320645+0.00679795j 0.00807337-0.00603015j 0.000715499-0.00249266j 0.00974082+0.0114229j 0.00628418-0.00190116j 0.00688774+0.00469775j 
0.00542262+0.00193668j -0.00110055-0.00433717j -0.00580527-0.00201672j 0.00229489+0.00777016j 0.00500861+0.00533877j -0.00454379-0.00337081j 0.00152215-0.00842937j 0.0103774+0.00074919j 0.00921097+0.00447747j 0.00273366-0.00376165j 0.00628303+0.0088807j 0.00201659+0.00254331j -0.0175326+0.0049437j -0.011971-0.0230112j 0.0101073-0.00251879j -0.00172462+0.00835461j -0.0116779+0.00534286j 0.0109887-0.00931447j 0.00343745+0.0023952j 0.00995589+0.00997708j -0.00147433+0.00424478j -0.00113055-0.000424547j -0.000143745+0.00664703j -0.00495079-0.00290897j 0.00384673+0.000820721j 0.0014814+0.00574687j 0.00296898-0.00200269j -0.00257918+0.00362336j 0.00392174+0.000876598j 0.0011497+0.00417474j 0.00125355-0.000527193j -0.00142161-0.00149155j -0.00919317-0.00199132j 0.00366864+0.000819751j -0.0061063-0.000817599j 0.00491968+0.00954728j 0.0012076+0.00660089j -0.00929179-0.00222432j 0.00143404-0.00461463j -0.00505091-0.000947114j -0.00607625+0.00780798j -0.00418483-0.0076271j -0.00406893-0.00270944j -0.00346438+0.000745193j 0.0070845+0.00110716j 0.00155676+0.00131863j 0.00049253-3.92825e-05j 0.00313479-0.00273623j -0.00463324+0.00135883j -0.00532755-0.00857933j 0.000817336+0.00273792j 0.000613865+0.000546764j -0.00173048+0.00588226j 0.0032746-0.00352143j -0.0022247+0.00486888j -0.00185692-0.0042822j 0.00333371-0.00526119j -0.00162594-0.00313872j -0.00928197-0.00348454j 0.00625061+0.00313017j 0.00168621-0.00519934j 0.00148502-0.000509757j -0.000921388+0.00209556j -3.03366e-06-0.00134086j 0.00740066+0.00742895j 0.000331828+0.00933786j 0.00227836+0.0061362j -0.00266992+0.0050247j 0.00276681+0.00495395j 
-0.00544327+0.00461892j -0.00260194+0.000216419j 0.003741-0.000818328j -0.000347782+0.000515809j -0.00616355+0.000518417j -0.00203889+0.00129381j -0.00552433+0.00066494j 0.0159573+0.00536421j 0.0104245-0.00669342j 0.00131815-0.00195869j 0.00857395-0.000403084j -0.00470705-0.00653886j -0.000137729-0.0024459j -0.00514973+0.0066256j -0.0090976+0.00464505j -0.00867349-0.00715804j -0.01205-0.00291289j -0.00530728-0.00134031j 0.00244727-0.00734842j -0.00770828+0.00913723j 0.00117914-0.00623692j -0.00682542+0.00676323j -7.15174e-05-0.00152882j 0.00217773-0.000558292j -0.001872-0.00390927j -0.00529297+0.00261965j 0.00815101-7.81991e-05j 0.00443734-0.00711336j -0.00897406+0.00355327j -0.000360425-0.00142362j -0.00209336-0.00448034j 0.00141043+0.000779971j 0.0013433-0.000201257j -0.00860819-0.00867581j 0.00799068-0.00958148j 0.0144086+0.00414835j -0.00676684+0.00446279j 0.00531921+0.00159741j 0.013061+0.0115542j -0.00350639-0.00762266j 0.00437637+0.0105159j -0.000590599-0.00471939j -0.00446689-0.00874155j 0.00146824-0.00127127j -0.00296324+0.00474784j -0.00898818+0.00551535j -0.000828102-0.0073136j -0.00124412-6.77479e-05j 0.00205979-0.000611355j 0.00121135+0.00627891j -0.000296091+0.00205368j 0.000325739+0.000948539j -0.00355358+0.00188906j -0.000170391+0.00294362j 0.0046398+0.00719193j 0.00516189+0.00772248j -0.0075584+2.8011e-05j 0.00327419+0.00475231j -0.00704464-6.01236e-05j -0.00962434+0.00253814j -0.000802835-0.00369297j 0.00550378-0.00201308j 0.000541303+0.00756159j 0.0109737+0.0135416j 0.0021997-0.00967524j -0.00304251+0.000816466j -0.00065187+5.93759e-05j -0.00129165+0.00489122j 0.00409778-0.000668715j 
-0.000722499+0.000251787j -0.00636616+0.00408963j 0.00295841-0.000327398j -0.00408953+0.00466031j 0.00224313-0.000436206j -0.000351393+0.00273256j 0.00428107+0.00130468j 0.000929589+0.00150285j -0.000739595+0.00714926j -0.00180574-0.00262554j 0.00659331+0.00533331j 0.0112618+0.00397558j 0.0114612+0.00181842j 0.00288146+0.00660649j 0.00527622-0.00186064j -0.00557959+0.00154444j 0.000855781+0.00630207j 0.00381288-0.00505622j -0.00286586+0.00948131j 0.00304335+0.00310073j -0.00163856+0.00084632j 0.0055591+0.0144803j 0.0027602+0.00789287j 0.00194265-0.00156463j -0.00392866+0.00916154j -0.00254554-0.0042336j 0.00258887-0.0031232j -0.00616221+0.00048873j 0.00320739-0.00353039j -0.000377837-0.00345099j 2.33731e-05+0.000886457j -7.26023e-05+0.000867161j -0.0051091+0.004644j -0.00177317+0.0011214j 0.00147622+0.00123065j -0.00388127-0.00993696j -0.00370738+0.00132088j 0.0116671-0.00416445j -0.00254628-0.000112149j 0.00428703+0.00115255j 0.00905275-0.00258843j -0.00119226-0.00759508j -0.00485121-0.00653144j 0.0131649+0.00122614j 0.00481024+0.00374668j -0.0165798+0.00651844j 0.000838625+0.00452919j 0.00616785-0.00845075j 0.00554021-0.00287291j -0.00244949+0.00802312j 0.000260998-0.0016025j 0.000504006-0.00192047j -0.00649585-6.35433e-05j 0.00045192-0.00693885j -0.00248321+0.00442165j 0.0083835+0.0028209j 0.00614954+0.00740957j -0.00357201+0.00154934j 0.00255401+0.00198639j 0.00313561-0.00451176j 3.67824e-05-1.65768e-05j 0.000986186+0.00156792j 0.00286008-0.00849145j 0.00611093+0.011733j -0.0170529-0.00116442j 0.00159907-0.00434803j 0.0103277+0.000702868j -0.0114782-0.00743206j 0.00836663-0.00449636j 
-0.000337206-0.000117821j 0.000535929-0.00226242j 0.00496869+0.000309907j -0.0015975+0.00513132j -0.00718834+0.00626186j -0.0131885+0.00512173j -0.00407026+0.00378566j 0.0067174-0.00430527j -0.000512397+0.000832211j -0.00410226-0.00121112j 0.00348025-0.00994032j -0.00338858+0.00340046j -0.00290227+0.00438863j -0.0104092-0.00496291j 0.000468405+0.00492796j -0.0132526-0.002691j -0.00552241+0.00277341j -0.00517293+0.0040301j 0.00439996-0.00412513j 0.0120796+0.00572687j 0.000307899-0.00484777j 0.000298409+0.00297829j 0.0100474+0.00221176j -0.0085327+0.00316193j -0.0167933-0.00802378j -0.000367779-0.00182584j -0.000638495+0.00470375j -0.00282336+0.000598281j 0.00691948-8.48262e-06j 0.00439528-0.00429331j 0.00179414-0.00122282j -0.000178682+0.00255467j 0.000834789+0.00575543j -0.0127083-0.00392128j 0.0037281-0.00236301j -0.00557711-0.00784347j 0.00534419+0.00639936j 0.0063994+0.0117651j -0.000627047-0.00266424j 0.00357303+0.00933034j 0.00289658-0.00482685j -0.00234007-0.00535214j -0.00444425+0.00174994j 0.00411771+0.00800731j -0.000886976-0.00448306j 0.00606425+0.00276387j 0.00371385+0.0144435j -0.00092471+0.00549327j -0.00240707-0.00646179j 0.00269504-0.00174374j 0.000180178-0.0011908j 0.000494493-0.000402433j -0.00489345-0.00654539j 6.90701e-05-0.00123814j 0.00224203-0.00397915j 0.00128185-0.0104883j -0.00172851+0.00203608j -0.00153035-0.00747109j 0.00467672-0.0015535j 0.00828951-0.0135195j -0.00117564+0.0013253j -0.00320236+0.00263084j 0.00071842-0.00134003j 0.00367674-0.00342988j -0.00677868-0.00043297j 0.000460983-0.00362878j -3.87333e-05+0.00273744j 0.00401869-0.00108621j -0.00203143-0.000746858j 
0.00017341-0.000924143j 0.000350516-0.00287042j -0.00400043-0.00157238j -0.00216889-0.00269064j 0.00213149-0.00208565j -0.000360676-0.00603957j 0.0054569-0.00101147j 0.0028927+0.00122055j 0.00346819+0.00319224j -0.000828678-0.00304954j 0.00735339+0.00175721j 0.0156027+0.0071885j -0.000500439+0.00167046j -0.0117401+0.00242436j 0.00044126-0.00420489j 0.00825396-0.00480692j 0.0038126+0.00270952j -0.00882713+0.00143129j -0.000879088-0.0012206j -0.00447842-0.00396288j 0.00648076-0.0031236j 0.00395235-0.000341428j 0.00400191+0.000771229j 0.000779278-0.00530618j 0.00304547-0.00754833j -0.00118982+0.00443998j -0.00151386+0.00939577j 0.000237379+0.00365864j 0.0147868-0.000161709j 0.00642417-0.00301883j 0.00344948+0.00319131j -0.0167229-0.00557155j 0.01016-0.00649869j -0.0105789-0.00835055j 0.00722074+0.00489438j 0.00687645-0.00178967j -0.00888993-0.00372509j 0.0042692+0.000877001j -0.00568849-0.00849466j 0.00360838-0.00998212j -0.00606853+0.0018751j 0.00923483+0.00931537j -0.00372319-0.00146435j -0.00611416+0.000480219j -0.00252342-0.00710091j -0.00247753+0.000516608j -0.000307191+0.00873922j -0.000119835+0.00641705j 0.00132768+0.0111871j 0.00663695+0.000214269j 0.000359641-0.00352683j 0.00464131-0.00376229j -7.1568e-05-0.00733081j 0.0029033+0.00642379j -0.00107558+0.00624857j 0.0105106-0.00360931j -0.0122173+0.00577495j 0.000703722-0.00507657j 0.00411714-0.00265147j 0.00412154+0.00995852j 0.00209057+0.00203476j -0.0118544-0.00174038j -0.0033494-0.00566582j -0.000487669+0.0139952j 0.00808855-0.00442517j -0.00334168+0.003584j 0.00383234+0.00439989j -0.000854341-0.00357986j -0.00100693+0.00452091j 
0.00111763+0.00138295j 0.00271769-0.000911064j 5.33647e-05-0.000286529j -0.00171514+0.00205638j -0.00129889+0.00200266j -0.00160634+0.00145869j -0.00879621+0.00202028j 0.00319243+0.000284417j -0.00208633-0.00250377j -0.00985588-0.00135878j -0.00508815-0.00111614j 0.0194213-0.00241097j 0.0011095-0.00232405j -0.00141265-0.0017478j -0.00789444+0.00192748j -0.00652195-0.00145056j 0.000612303-0.000891312j 0.0042251+0.00440869j 0.00101087+0.000481229j -0.0138657-0.00316166j -0.00421885-0.00562742j -0.00546505+0.00262293j 0.00108367+0.00252735j 0.00130324+0.00702568j 0.00780663+0.00776924j 0.00647352+0.00687004j 0.00182261+0.0113122j 0.00512553+0.000332354j -0.000567492-0.0173863j -0.000561223-0.00773787j 0.00606856-0.00207558j -0.00350601+0.00584422j 0.00435519-0.0074194j 0.000981697+0.0039717j 0.00118422-0.00342656j -0.00582749+0.0140302j -0.00283289+0.000924295j 0.00941679-0.00553737j -0.0119129+0.0114575j -0.00492064-0.00251066j 0.00484671-0.00214699j -0.00267737-0.00780745j -0.00231607+0.0035821j -0.00548038+0.000741196j 0.00163765+0.00484066j 0.000622926-0.000154141j -0.0136051+0.00307607j 0.0019649-0.0027597j -0.000630732+0.000507346j -0.00197211-0.00677635j -0.000411443-8.80339e-05j 0.00714456-0.000254806j 0.0109599+0.000229852j -0.0018319-0.00198683j -0.00388792+0.000571201j 0.00504004-0.00140058j 0.00415954-0.00445703j 0.00808461+0.000335385j 0.00497568+0.000286692j 0.0163015+0.00339653j -0.000403482-0.00227898j -0.00260243+4.93073e-06j -0.000703678+0.00257628j -0.00088682-0.00515335j -0.00209453+0.00228539j 0.00523687+0.00899244j -0.00238014-0.00071459j 0.00270022+0.00457726j -0.00156031-0.000907446j 
-1.9209e-05+0.00313213j 0.00673473-0.00153308j 0.00252837+0.00373296j 0.00341441+0.00326481j 0.00556214-0.000479583j 0.00332065-0.000631879j 0.0119785-0.000986639j 0.00244444+0.00272367j 0.00605607-0.00312604j 0.0102693+0.0016015j 0.00151697-0.00468076j -0.000459552-0.0056164j -0.00115986+0.00120462j 0.0014152+0.000545931j 0.00936548-0.00545513j 0.00967252-0.00247321j -0.00152462+0.000876842j 0.00475608-0.00453022j -0.00279289-0.012295j 0.000149309-0.00216881j 0.00879139+0.00716737j -0.00548245-0.00356779j -0.00302953+0.00191262j 0.0121637+0.00641085j -0.0147072-0.00482318j -0.00524557-0.00323586j 0.00297563+0.00563785j 0.00913485+0.00165322j -0.00560436-0.00655824j 0.00430971+0.000152939j -0.000952053-0.00674407j 0.000601561+0.001755j 0.00590069-0.00578992j -0.00329156+0.0100381j 0.011255+0.00780517j 0.00136168+0.0054215j -0.00244644+5.17106e-05j 0.00104134+0.000594128j -0.0108419+0.001296j 0.00213897-0.00272957j 0.000928429-0.00148582j -0.00529152-0.010356j -0.00540839+0.00072237j 0.00747257+0.00975409j 0.00499275+0.00597716j 0.00244469-0.00906917j -0.00304032+0.000153119j -0.00212621+0.00235197j -0.00138835-0.00375778j 0.00234145-0.00122905j 0.00129676+0.00103638j 0.0047853-0.00464976j 0.00392559-0.00188074j 0.00281312-0.000263024j 0.00538031+0.00236266j 0.00221421-0.00380361j -0.00477231-0.000397102j 0.000290799+0.00143936j 0.00984182+0.00348654j 0.00576924-0.00678654j -0.000962038-0.00161181j 0.00312741+0.00254113j -5.02995e-05-0.00377903j -0.00298295-0.000104397j -0.00532748+0.00261997j -0.0063857-0.00146881j -0.000145447+0.00762772j 0.008841+0.0104953j 0.00262524-0.000571295j 
0.000125226-0.00191722j -0.00393114+0.00159869j -0.00585139+0.000247611j -0.000827652-0.00109084j -0.00216794+0.00242853j 0.00724908+0.00255811j 0.00318419-0.000429424j -0.0062054+0.000439463j 0.00422701-0.00226643j 0.00880637-0.00175028j 0.00152457-0.00667929j -0.0209945-0.00547164j -0.00326224-0.00363925j 0.00438122-0.00842728j 0.00267693+0.00221666j 0.00384999+0.000650435j 0.00870185+0.00605802j -0.00611005-0.00469469j 0.00874289+0.00710097j 0.00339658+0.00213278j -0.00630583-0.00715589j -0.00889837+0.00185143j 0.000513555-0.000755283j -0.00311505-0.00189761j -0.00399784+0.00751732j -0.00020452+0.00158046j 0.000684459-0.00411765j 0.0125474+0.00505545j -0.00059299-0.006985j -3.7401e-05-0.00426022j -0.00610159-0.00363005j -0.00411051+0.00122681j 0.0191349-0.00147614j -0.00645527-0.000675921j 0.0013664-0.00652939j 0.0119791+0.0077432j -0.0126478-0.00516559j 0.0123255-0.00908709j -0.0116153+0.00235391j 0.00489436-0.00460723j 0.00384164-0.00281631j 0.00516993+0.00448403j -0.00281096+0.00181426j -0.0056029-0.00433916j -0.00276523-0.00325099j -0.00195947+0.00383964j -0.0094953+0.00458117j 0.00878668-0.00442079j -0.000822684+0.00221254j -0.00181864-6.50142e-05j 0.000660551+0.00187851j 0.0042486-0.00626465j 0.0054541+0.000825144j -0.000978974-0.00138406j -0.00612445+0.000860764j 0.00510314-0.00815956j -0.000854149-0.0079794j 0.000295316+0.00171181j 0.000687413-0.0038912j 0.000218364-0.00228358j 0.00158908-0.00136429j -0.0032558+0.00103552j -0.00250448+0.00076673j 0.00206754+0.000369315j -0.00363962+0.00266355j 0.00601271+0.001592j 0.00125793-0.00523375j -0.00679189-0.00413061j 0.000976999-0.0013117j 
-0.00012849+0.000825026j 0.00202839-0.000956271j 0.0023633+0.000395478j 0.002414+0.000653229j 0.00712087-0.000629243j -0.00197139-1.91166e-05j 0.000494553-0.00138197j -0.00971307-0.000318966j -0.00517622-0.00300729j -0.00822161-0.00376943j -0.00816123-0.00302269j 0.012745-0.00641362j -0.00108991+0.000561861j -0.000714934-0.0014919j -0.00274406-0.00235852j 0.00195948-0.00321402j 0.00443979+0.00361693j -0.00214053+0.00320067j 0.00700234-9.87704e-05j -0.00339207+0.00733264j -0.0104981-0.000203919j -0.00593001+0.00163998j 0.0115982-0.000991838j -0.00125675-0.00726968j -0.00859279-0.00751298j 0.00588416-0.00657827j 0.00104028-0.00833259j 0.0170355+0.00314015j -0.0101167-0.00183764j -0.00264071+0.000251402j -0.00235079+0.00062633j -0.00681057+0.00342011j 0.00907661+0.00135994j -0.00928037+0.00814075j 0.012601-0.00443271j 0.0151455-0.0133687j -0.00835621+0.00924227j 0.00997864+0.010658j -0.0064992-0.0112608j -0.00184807-0.00142941j -0.0116256+0.00427761j -0.00290354-0.00808236j -0.000417569+0.00465909j 0.000673336+0.00420831j -0.00295283+0.00249809j 0.00206661+0.00749874j 0.00594099-0.00855106j 0.00692244+0.00398597j -0.00663254-0.00526685j -0.00342351-0.00230748j -0.00097029-0.000852023j 0.00163083+0.00396745j -0.0039084+0.00627616j -0.00147659-0.00114807j -0.00649266+0.000504348j 0.0035814-0.00227113j -0.00233135-0.00193428j -0.00820249+0.00167398j -0.00752229+6.09171e-05j -0.000730623-0.00177299j 0.00321854+0.000850483j 0.00431577+0.00187745j -0.00581376-0.000221369j -0.000592736-0.00851787j 0.00966049+0.00590057j -0.00334554+0.00647725j 0.00204945-0.00309258j -5.65355e-05+0.00304736j -4.38575e-05-0.0021184j 
-0.000708997-0.00111208j -0.00337156-1.4574e-05j 0.00226918+0.000125366j 0.00171095-0.000610238j -0.000657513+0.000891899j 0.000153042-0.000277754j -0.00200392-0.00144536j 0.000456407-0.00110616j -0.00275582+9.82295e-05j -0.00142294-0.00185368j -0.00207152+0.00128807j -0.00355171+0.00389827j 0.00101061+0.00101766j -0.00216267+0.00730764j 0.00178959+0.000785924j 0.000813956+0.000911022j -0.00312256-0.00295933j -0.00118207+0.000984713j -0.0022762+0.00107223j 0.0073065+0.0033822j 0.000905817+0.000417415j 0.00363616-0.00122447j 0.00411019-0.00154587j 0.000164938-0.00305617j 0.00302796-0.00896817j -0.00160409-0.0043969j -0.0054231-0.0100468j -0.00471422+0.00550958j -0.00287957-0.0321139j 0.000445328-0.00305385j 0.000294915-0.000862544j 0.00653314+0.00511532j -0.0123361-0.0140266j 0.00291492+0.00449541j 0.00338855-0.00637721j -0.00450947-0.00958159j 0.00577054+0.00640881j -0.00125003-0.00348668j 0.0179861+0.00107545j 0.00637358-0.000335976j -0.00482399+0.00574257j -0.0065816+0.00393825j 0.00172508+0.00253968j 0.0020834-0.000422412j 0.00647215-0.00493511j 0.00594607-3.90024e-05j -0.0118544+0.00115319j 0.00207223-0.00013781j -0.00426194+0.000388114j 0.00658029+0.0033965j 0.0012608+6.2005e-05j 0.0124575+0.0046945j 0.00352437+0.00188225j -0.0023786-0.000762105j -0.00876559-0.00477715j 0.0172318+0.00875358j -0.0101382+0.000697874j -0.00563833-0.00302248j -0.000657381+0.00133369j -0.000186199+0.00289277j -0.00126194-0.000406341j -0.000826815-7.56642e-05j 0.00337502+0.000874548j -0.0039894+0.00231475j 0.00452978-0.00295528j 0.00127248-0.00229098j 0.00171945+0.0015231j -0.000577567-0.00367165j 0.000631297+0.00187222j 
0.00189319+0.00332522j 0.00304365+0.00435649j -0.00236844+0.00167717j 0.00331817-0.00391567j -0.00611048-0.00205448j -0.003708-0.000687791j -0.00460995+0.00546839j -0.00717427+0.00103092j -0.00287195+0.000459147j 0.00123748+0.00516331j 0.00194847+0.00154799j -0.0015239+0.00462908j 0.0101137-0.00288284j 0.0109408-0.00256664j -0.00870279+0.00519825j -0.00528094+0.00121521j -0.00530761-0.000167745j 0.0121845+0.00415666j 0.002389+0.00347546j -0.00586272-0.000239301j 0.00648488+0.000835766j -0.000746721+0.00148639j -0.0111972+0.000335594j -0.00597746-0.000993182j 0.00773855-0.00999321j 0.00452154-0.00270989j 0.00245119-0.00520306j -0.0104416+0.00264519j 0.0217101-0.000418256j 0.00144286-0.00289874j 0.00377292-0.0023819j -0.00071757-0.00666927j 0.00173189-0.00200738j 0.000181926+0.00853948j -0.00190379-0.00912096j -0.000502167-0.00253184j -0.000741015+0.000978569j -0.00401029+0.00611724j 0.000402187-0.00831829j 0.0026174-0.00452073j -0.00415299+0.00426224j -0.00304187-0.00059876j -0.00817633-0.00105121j 0.00196625+0.00304228j -0.00173316+0.00833555j -0.00424327-0.0106523j 0.00523631+0.00770723j 0.000144637-0.0063918j -0.00597042-0.00434921j -0.00436963-0.00525347j -0.000516592+0.000364961j 0.00443578-0.0111442j -0.00159652-0.00386726j -0.00492875+0.0039757j 0.00234391+0.0101094j 0.016725-0.00991215j 0.00354997+0.00681723j 0.000181034+0.00296335j -0.0019168+0.00177999j 0.00119238+0.00201446j 0.00643722+0.00539555j -0.00537812+0.00173931j -0.00616685-0.00386407j 0.00552712-0.00511981j 0.00122242+0.00386494j -0.00952695-0.00706586j -0.00323182-0.0019293j 0.00296126+0.00582847j -0.00146589-0.00463896j 
