-0.0620719+0.124896j -0.116064-0.0518643j 0.13005+0.213065j 0.252382-0.0855637j 0.0563928-0.0465022j -0.161583-0.0899863j 0.0695805+0.279383j -0.109897+0.140075j -0.0720355+0.0995098j 0.0848894+0.234773j -0.210167+0.0139751j -0.160205+0.0124974j 0.183174-0.160528j 0.028624-0.0308868j -0.00242683+0.0363735j 0.192506+0.034937j -0.0590583+0.0372715j 0.0690512-0.0922152j -0.0255954-0.0487131j -0.00438207-0.0370724j -0.0392587-0.249069j 0.12641-0.0823696j -0.0268019-0.063962j -0.0262757-0.107551j -0.0558177+0.0261425j -0.185165-0.029427j 0.0125462+0.0806906j -0.179296+0.00456433j 0.27474-0.0731325j -0.0478345-0.2807j 0.0921366-0.0346662j -0.0424899-0.110872j -0.0885948+0.137928j -0.142972-0.0891376j -0.0517006+0.0199637j 0.0339186+0.0441223j 0.0126041-0.0638163j -0.0511552+0.0203823j 0.00590276+0.0073223j 0.0403103-0.0369976j 0.0132708+0.0273625j -0.0131363+0.030906j -0.0184054-0.0235999j -0.0467038-0.00455511j -0.00464559-0.0264725j -0.00440736+0.00958714j -0.0373663-0.02563j -0.0105849-0.0316722j 0.015604+0.0207887j -0.00334738-0.0228836j -0.018654-0.00995567j 0.018574+0.0123257j -0.0196684-0.00692875j -0.0110129+0.0115895j -0.00138028+0.018767j 0.0280347-0.0205543j -0.0238688+0.0108949j 0.00346578-0.0218964j -0.00179525+0.018324j -0.00712023+0.011846j -0.0216858+0.00601709j 0.00500019+0.0109947j 0.0131409+0.0227088j -0.0166791-0.0300631j 0.00815647+0.0126432j -0.00649403+0.00271821j 0.031373+0.019219j -0.000500484+0.0355693j 0.0279741+0.00939196j -0.0176132+0.03362j 0.0318464+0.0344957j 0.0289203-0.033512j 
-0.00398084+0.00616466j -0.00828048-0.00401512j 0.0127959+0.00594111j 0.0139307+0.00177609j 0.0034144-0.00794526j 0.00186278+0.00400656j -0.00141947+0.0164592j -0.00877501+0.0208574j -0.000278756+0.00120505j -0.0142932+0.00796003j -0.0119357+0.00579213j 0.0134532-0.00193599j -0.0161925-0.00577802j -0.0156647+0.0193176j 0.0118908+0.00325256j 0.00963526+0.0174956j -0.00995084-0.0248778j 0.00130147-0.00455896j -0.0260928-0.0155267j -0.00775935-0.0203922j 0.0101186+0.00870351j 0.0177495-0.0206213j -6.75711e-05-0.0258792j 0.00747897-0.00704366j 0.00795244+0.00478459j 0.0110126+0.00286048j -0.0131214+0.0120095j 0.00394093+0.0262773j 0.000417872-0.0156413j 0.00522129+0.00369541j -0.00198802-0.00926712j -0.0067349-0.00247075j -0.00803648-0.00830046j 0.000455509-0.00318612j 0.0078055+0.000748127j -0.00679701+0.00245381j 0.0124947-5.56329e-05j 0.00398283-0.0154367j -0.00381547-0.00261548j -0.00481218-0.00523618j 0.00884754-0.00592805j 0.00373611+0.00200786j -0.00451042-0.00228059j -0.00439438+0.0136794j -0.00143805-0.000558135j -0.0118329+0.0071703j -0.000136259+0.00519402j 0.00105298-0.0139684j -0.00125386+0.00118802j -0.00725511+0.00185364j 0.00569425-0.00142966j 0.00349126-0.00518095j -0.00790991-0.0050442j 0.00685865-0.00382863j -0.00417737-0.008355j 0.00150658+0.00321426j -0.00869139-0.00664847j 0.00795667-0.00071142j 0.00593647+0.00548105j -0.00234832+0.00777581j -0.00326989+0.000609779j -0.0052065+0.000854015j 0.00270898+0.00119432j -0.00572708-0.00888853j 0.00916535-0.000816844j -0.000348415-0.00567256j 0.00233152-0.00399639j -0.00775637+0.00982365j 0.00731435+0.00241858j -0.0182554+0.00373009j 0.00409213+0.00892643j 0.0115207-0.00361984j 
0.00492726+0.00437486j -0.00586965+0.00112324j 0.013485+0.00544635j -0.00440386+0.00169411j 0.00744699+0.00196016j 0.00218533+0.0185815j -0.00470147-0.00436361j -0.0120801+0.000609725j -0.00607466-0.00851542j -0.00600439-0.0130774j -0.00127261-0.00986132j 0.0179942+0.0094467j -0.0057283+0.00957931j 0.00897376+0.00990883j 0.0110682+0.0038742j 0.00541979-0.0130734j -0.0167151+0.00531893j -0.00534283-0.0231057j 0.0217799+0.00646472j 0.00849659-0.0065365j 0.00881702-0.00491193j -0.00122009+0.00892507j 0.0221853+0.00682125j 0.00400237+0.00239369j -0.0204078-0.00575449j -0.00515426+0.0211869j 0.00239993-0.0156027j -0.0254887+0.0112535j 0.00856848+0.0018563j 0.00298089+0.00855279j -0.00768271-0.00301116j 0.00162268+0.00825355j -0.0027738-0.00599886j 0.000466864-0.00815443j 0.01177-0.00130124j -0.00129502-0.00140668j 0.00774922-0.00735275j 8.77775e-05-0.0113303j 0.000472627-0.00317905j -0.00787884+0.000257867j 0.0230228-0.0224255j -0.0122947-0.0138057j 0.00829157+0.0142375j 0.00586529+0.00555369j 0.00162804-0.00683432j 0.00100231+0.0094312j 0.00423051-0.00641369j -0.012631+0.0110682j -0.00503071+0.00840679j 0.0184292+0.00171028j 0.0113049+0.00885352j -0.00158532+0.00243244j -0.00456494+0.00698006j -0.0146003-0.00920635j -0.0172911+0.00868099j -0.0107139-0.00433468j -0.00165598+0.0068289j -0.00308844-0.00740224j 0.00892554-0.00386723j 0.00892208+0.0205584j -0.0016654-0.0136178j -0.0101667-0.0072762j 0.0154427-0.00398912j 0.0117596+0.00380067j 0.012072+0.0118141j 0.00206373-0.0039617j 0.006209+0.000951548j -0.0099989-0.0133593j 0.0061622+0.0138911j -0.0103356-0.00918124j 0.0100819-0.00163979j -0.000797706-0.00787677j 
0.00230107+0.00135106j -0.000981571+0.00598228j -0.00120441-0.0136478j -0.00157426-0.00373826j -0.013535-0.00942275j 0.00861365-0.0129397j -0.00156507-0.00566098j 0.00268736-0.0105426j 0.00273243+0.0095915j 0.00324079+0.0122291j -0.0233688+0.0201509j 0.00772706+0.000596348j 0.000208524-0.00270452j -0.0115255+0.00241922j -0.0089032+0.0110628j -0.00727762-0.00987306j -0.0053328+0.0163438j 0.000352502-0.00096472j 0.0136936+0.00300024j 0.00605502+0.00733652j 0.0100512-0.00568112j -0.00389329+0.0205525j 0.0182503+0.0158082j 0.00178706+0.00463079j -0.0124165+0.0199061j 0.0224098-0.0073916j -0.0159035+0.00839678j -0.00377119-0.00217352j 0.00258111+0.00264264j 0.00279988-0.00724582j -0.00318382-0.003379j -0.00699096-0.000935953j -0.00172035-0.00850155j 0.00125248+0.00470403j 0.00162519+0.0203146j -0.00128298-0.0250656j -0.018808+0.0105142j -0.000718885+0.00521604j 0.00428051+0.000327301j -0.0149493+0.0237568j -0.0040682+0.010883j 0.0138719-0.00998413j -0.0137182+0.00502599j 0.0215187+0.0150718j 0.0240804-0.0102302j 0.00335527-0.0135022j -0.0210987+0.00432436j 0.00483809-0.022852j 0.010022-0.0229231j -0.018266-0.0103641j -0.00529114-0.0117788j -0.0048057-0.000722161j -0.0106594+0.0152027j 0.0234202+0.00596239j 0.0151887-0.00318884j 0.0467228+0.0173389j 0.0013533-0.0013051j 0.0186188+0.00580021j -0.00943599+0.0185926j -0.0123718-0.0180754j 0.00446758+0.0214374j -0.00838182-0.00659729j 0.00761291+0.028038j -0.00922881-0.0113574j -0.00609669+0.0104052j 0.000445697+0.0145921j -0.0157591+0.0112022j -0.0203706-0.00237947j 0.00522704-0.00733932j -0.00305997+0.0078027j 0.00225895-0.00016571j -0.000738414-0.00222037j 
-3.65415e-05-0.00317444j 0.00217907-0.000601074j -0.00261984+0.00668996j 0.000567445-0.00016053j 0.000827974-0.00350314j -0.0127854+0.00221741j 0.00360472+0.00358508j 0.00335805+0.00278231j 0.00207772+0.00550147j 0.01214-0.00450553j -0.00630061-0.0107j 0.00275185-0.00186985j 0.00554899+0.00376844j 0.00133247-0.0052897j -0.00429268-0.0103618j -0.008246+0.0142949j 0.00388998-0.00638348j 0.00200306+0.00083456j -0.00542548+0.00380683j -0.00233033-0.00116562j 0.00904565+0.0150352j 0.000180267-0.00670468j -0.00686869-0.00638505j -0.0066904-0.00572521j 0.000933987-0.0121525j 0.000880835-0.00498339j 0.00756069+0.00146828j -0.000784353-0.00274676j -0.00256736-0.00434886j -0.00660978+0.00320969j -0.00140477+0.000515068j 0.00311059+0.00339952j 0.011879+0.00283334j 0.005658+0.00757356j 0.00552927-0.0184801j 0.000257435-0.030078j -0.0250447+0.00443341j 0.00516784-0.0120237j -0.0204232-0.0312486j -0.0426584+0.0173643j 0.0225602-0.0530689j -0.00629623-0.014585j 0.00052344-0.00180439j 0.0376148+0.0168312j 0.0428501-0.0161396j 0.00564981+0.0192487j -0.046037+0.0157524j -0.00714945-0.0332327j -0.0167705-0.00811857j 0.00610453-0.0305819j -0.000671529+0.0249596j 0.00741851-0.00121716j -0.0148935+0.00571005j 0.00168945-0.00707414j -0.00320439+0.0252862j 0.0251211+0.000919248j -0.0258173+0.00584873j 0.0373104+0.00625696j -0.0172811+0.00989731j -0.00457257+0.015935j -0.0146763-0.0314403j -0.00983158-0.00112797j 0.0151312+0.041179j 0.0304307+0.000614319j 0.000921779-0.0123602j 0.0291854+0.00843531j -0.0234632+0.0410326j -0.026038-0.0230093j 0.00924925+0.011349j -0.0118909-0.000110195j 0.00218721-0.000252809j -0.000248777-0.0029243j 
-0.00908416+8.96133e-05j -0.000654122-0.00807904j -0.0110576-0.00120966j -9.39272e-05-2.06027e-05j -0.0125366+0.00232793j 0.00266579-0.00178832j 0.00156389-0.00469186j 0.00861114+0.00167309j 0.0133171+0.0209617j 0.00517008-0.00759471j -0.0200585+0.0133745j 0.000123387+0.00443962j -0.00126479-0.00234689j -0.000345477+0.00379934j -0.0203424-0.00607995j -0.0117487-0.00201246j -0.0211527+0.00554431j 0.00682553-0.00541436j 0.0124117+0.000617939j -0.00467721-0.0111163j 0.00333297-0.00449389j -0.012755+0.023675j 0.0039737-0.0166333j 0.00014472+0.00531583j -0.00787084+0.00998984j 0.0166075-0.00823397j -0.00686248+0.0117447j -0.00182664-0.00525813j 0.00162803-0.00109449j -0.00270235-0.00467971j 7.15714e-05+0.00470412j 0.00423827+0.00181354j 0.0134534+0.0224372j -0.0133478+0.0123692j -0.0211233-0.025536j 0.00262725+0.0269203j 0.0150516+0.00254727j 0.00567231-0.00573752j -0.0178714-0.021176j 0.00503394-0.0310662j 0.0153475-0.0209717j -0.0102568-0.0122183j 0.00248917-0.0105312j -0.00430361-0.0135576j -0.0152932+0.00777499j -0.00643367+0.0180238j 0.0133878-0.00105084j -0.0069569-0.00596538j -0.0205535+0.0140381j 0.021731+0.00487355j -0.0082752+0.0311222j -0.00419774+0.000486903j 0.00908242-0.0240115j -0.00711677-0.0132755j -0.00820153-0.00587598j -0.0444616-0.0285318j -0.0251567+0.00305725j -0.012585-0.00763215j 0.00488272-0.0218051j -0.00938337+0.0155486j -0.0137506-0.0262334j 0.0109549+0.0267294j -0.0221305-0.00732314j 0.0402182-0.00270504j 0.000634391-0.0386212j 0.0121193-0.00543519j 0.00574928-0.00644772j 0.0118462+0.00786427j -0.0126591-0.000511022j 0.00370979-0.0135444j -0.0021357+0.00245582j 0.00211789+0.00114707j 
0.00501083+0.0034642j -0.00288783+0.00344557j 0.00880474+0.00413587j -0.00220806-0.00389306j -0.00541908-0.00588825j -0.018083+0.0158712j 0.00889689+0.00561342j -0.00177104-0.00272614j 0.0155211-0.000615159j 0.0261475-0.0180893j -0.0237581+0.0140654j 0.0127865-0.00463197j 0.0145906-0.000945614j -0.0116682-0.00193762j -0.0112346-0.00118j -0.00192502+0.0368156j 0.00361032-0.00565466j -0.000207045-0.00775753j 0.000110599+0.00555016j 0.000240923+8.70728e-05j 0.0399536+0.0160141j 0.0052423+0.000445989j 0.000190045-0.00683682j -0.0156137-0.00709061j -0.01104-0.015372j 0.0188726-0.011252j -0.00266254+0.00745087j -0.00770027-0.00335259j 0.00297587-0.00113651j 0.00121664+0.00135989j -0.00159641-0.00345003j -0.00202478+0.0019358j -0.00640269-0.0043624j 0.0023399-0.0084023j 0.00617977+0.0092898j 0.00943235+0.00714052j 0.00668998-0.00760575j 0.00273352+0.00854433j 0.0233835+0.0125711j 0.0141536-0.00384931j -0.00450928+0.0248162j -0.000570827+0.0195918j 0.00316485+0.00753603j -0.0243034-0.00394489j -0.0110696+0.0141726j 0.00484021-0.00538893j 0.0178266-0.0121898j 0.00105144+0.0147059j 0.00594655+0.0114512j -0.00243198+0.0129513j 4.70992e-05-0.0188895j 0.00413605+0.00351715j 0.0091364+0.00257083j -0.0100513+0.000786371j -0.00792859+0.000830936j -0.00586233+0.00423516j 0.0144985+0.00133992j -0.0123524+0.00599309j 0.00315881-0.00200047j 0.00679672-0.00705359j 0.00281046+0.0111844j -0.00200136-0.0193779j -0.00118275-0.0176737j -0.0257178+0.00859555j 0.00340116+0.0157697j -0.016956-0.000505133j 0.00928632-0.0176884j 0.0115029+0.00445151j 0.00301215-0.000274404j 0.00301588+0.00328706j -6.84653e-05-0.00168841j -0.00156997+0.000514498j 
-0.0053448-0.00256015j 0.00118958-0.0021773j -0.0126074-0.0193543j -0.00337058+0.00146816j -0.0199535-0.0210907j -0.00337435-0.00137242j 0.0112254+0.0102507j -0.00497577+0.00772927j -0.0163284-0.0258468j 0.00772875+0.0151547j -0.00110705-0.00829324j 0.0142736-0.00306091j 0.00915922-0.00301438j -0.00598954+0.00141785j 0.0187608+0.00737051j 0.0117314-0.000246163j 0.0315432+0.00901707j -0.0132644+0.0095758j 0.00229701+0.00947647j 0.0226083+0.027398j 0.0204471-0.00195501j 0.0180949-0.0192781j 0.0123192+0.022539j -0.00907589-0.00176648j -0.00431815+0.0047057j 0.00583959+0.000683021j -0.00614663-0.00369969j 0.00610904+0.00058899j -0.00110323-0.00528612j -0.0062244-0.00460549j 0.000916576+0.00794803j 0.00625683-0.00263104j 0.0111434+0.0053482j -0.00466843+0.0159162j -0.0139171-0.0134119j 0.0054512+0.0155502j 0.00668595-0.0013157j -9.773e-05-0.0036072j -0.00857161-0.00987105j -0.00268912-0.0167121j 0.00377638-0.0180071j -0.00977099-0.00358414j -0.00561039-0.00509529j -0.000653534-0.0107437j -0.00525463+0.00656945j 3.38213e-05+0.0125825j 0.010267+0.00110568j -0.00728304-0.0120421j -0.0167571+0.0102292j 0.0111295-0.00263409j 0.000641553+0.0203388j 4.33715e-05+0.0034236j 0.0101352-0.013643j -0.00420694-0.00993392j -0.00739152-0.00817684j -0.0269165-0.0165879j -0.0185673+0.00592365j -0.00612068-0.000783253j -0.000689318-0.0147924j -0.00742386+0.0110686j -0.0165967-0.0165397j 0.0095532+0.00997748j -0.013082-0.00133244j 0.0236693-0.00337024j -0.00295603-0.0249952j 0.00986672-0.00268633j 0.00221806-0.0018123j 0.00266386+0.00501364j -0.00799242-0.00154058j 7.56316e-05-0.00790739j -0.00165375+0.00190563j 0.00145224+0.000969858j 
0.00156149+0.00921191j -0.00800158+0.00139646j 0.0006046+0.00808748j -0.000687878-0.0162862j -0.00860491+0.00665021j -0.00503855-0.0137952j 0.000507222+0.0137247j 0.00584468+0.0165641j 0.0116875-0.00703051j -0.000922211+0.00166156j 0.00303984-0.00626177j 0.0116415+0.00701798j -0.00281286+0.00964528j 0.0166893+0.00468687j 0.00364292-0.00442926j -0.000384706-0.00563988j -0.00860226+0.0170682j -0.00894387-0.00656524j 0.01987+0.00821022j 0.00223095-0.000712907j -0.00200434-0.00532141j 0.00890132-0.00222556j 0.0098646-0.0177942j 0.00647042-0.00389813j 0.00312406+0.00290365j 0.00637195+0.000734921j 0.00467818+0.00427533j 0.000273669-0.00103605j -0.000729639+0.00089849j -0.00221631+0.00131329j 0.00407736+0.00485125j 0.00380884-0.000901688j -0.00615119+0.000238799j 0.0190923-0.00295091j 0.0253551-0.0301688j 0.00531595-0.0145299j -0.0209493-0.0143995j 0.0084643+0.010424j 0.037348-0.00523342j 0.0100407+0.0167931j 0.00351813+0.0118723j -0.0139349+0.0353622j 0.0013015+0.0180573j -0.00950989-0.0112498j 0.0168329+0.0158429j 0.0248331+0.00760759j 0.0136679-0.00204784j -0.00820103-0.0140822j -0.0172459+0.0162226j -0.00517029+0.0025746j -0.00144633-0.0219798j 0.00576063+0.0113552j 0.0313381+0.0173875j -0.0188191-4.18536e-05j -0.013714+0.0131314j 0.0157619-0.00771953j -0.00099234+0.0166767j 0.0176943+0.0208191j -0.0251029+0.00195957j -0.000619503-0.00698454j -0.0274963+0.00709851j -0.0162485-0.0530181j 0.00250173+0.00139054j -0.0365371+0.0215052j -0.00321296+0.011076j 0.00193887-0.00751142j 0.00225861+0.013635j -0.00309908-0.00652291j 0.00667472+0.00121732j 0.00423432+0.00400275j -0.00151422-0.00297029j -0.00329035+0.000991864j 
0.00574249-0.00111446j 0.0056029+0.00445725j -0.00748543+0.0174574j -0.0131907-0.00012609j -0.00981006+0.0284284j -0.0136508-0.00280365j 0.0131976+0.0106616j 0.0161908+0.00563028j 5.2613e-05-0.0110809j 0.00431923+0.00173661j -0.00902665-0.0035029j 0.0232548-0.00201105j -0.0020572+0.0168628j 0.0161496+0.00198607j 0.00838704-0.000681733j 0.000878314-0.00159645j -0.0039476+0.010774j -0.00863404-0.00867283j 0.0190232+0.00647621j 0.00773609-4.1957e-05j 0.00857283-0.000992626j 0.00680155-0.00758486j 0.00793294-0.0132946j 0.00138682-0.00590912j 0.00318392-0.0101469j 0.00945874+0.000645854j 0.0111694-0.00432415j 0.00233087+0.00451475j 0.011908+0.00709727j 0.00494944-0.00649822j -0.00387065-0.00425318j -0.00478051+0.00627946j 0.00119767+0.00871739j -0.00833096-0.00443968j -0.00314182+0.0407087j -0.00177018+0.0115194j 0.0148857+0.0130363j -0.00406545-0.000707623j -0.0280334+0.0282717j -0.0058393+0.00154656j -0.00563687+0.00438113j 0.0106359-0.0377697j 0.00241246-0.0205547j 0.0131904+0.0162656j -0.0124276-0.0172295j -0.0172963-0.0138171j -0.0254964+0.00692974j 0.0206354+0.0238686j 0.0317901-0.0298895j -0.00355702-0.00369699j -0.00140763+0.009973j -0.00566701-0.00917277j -0.0389786+0.000720266j 0.0239625+0.00891797j 0.023264-0.000252409j 0.00768393+0.0175935j 0.0131887-0.0213174j -0.0159241-0.0153669j 0.0206553+0.011258j 0.00957458-0.00518687j 0.0409103+0.00237382j 0.014495+0.0453635j 0.00538642+0.00240516j 0.0148766-0.0193014j 0.00555343+0.00743939j -0.0123302+0.0141957j -0.00804035-0.0106866j 0.00553707+0.00408534j -0.00108092+0.000867154j -0.000407759+0.00474414j 0.00183133+0.00107469j 0.00135855-0.00138396j 
0.00479481-0.00103005j 0.0017236+0.00724981j -0.0117282+0.00361362j 0.0117849-0.0113203j -0.021014-0.00434677j 0.0212943+0.0101421j -0.00515711+0.0105064j -0.0138693+0.0227396j 0.0138503+0.00655288j 0.00476367-0.0303373j 0.0241392-0.0164224j -0.0159628-0.00665751j 0.0213795-0.0120802j 0.00696759-0.0249658j -0.0116124-0.0207165j 0.000198912+0.0186694j 0.00748948-0.00161058j -0.0140858+0.00190412j 0.00651828+0.0146467j -0.00946294+0.00315249j -0.000963926+0.00551871j 0.0112418+0.00288859j 0.00634028-0.00804891j -0.000249173+0.00795537j -0.00645437+0.00313588j -0.00150364+0.00933592j -0.00118934-0.00386729j 0.00534278-0.00142433j 0.001099+0.000727486j -0.000912438-0.00225383j 0.000804296+0.000311384j -0.00228869-0.00109316j -0.00660913+0.00924775j -0.00405508+0.00694182j 0.0105047+0.0109304j -0.009453+0.00412833j 0.0037397+0.0021104j 0.00054653+0.0100152j -0.0136354+0.0121287j -0.000331679+0.0140631j -9.2127e-05+0.00755252j 0.00397384-0.0167501j 0.0130497-0.0102209j -0.00137824+0.00371971j 0.00377235+0.00735371j 0.00348903+0.00141555j -0.0217777+0.0167753j 0.0106126+0.00814638j 0.00822487+0.00091506j -0.0194158+0.00171944j -0.0112539+0.0103487j -0.0169285-0.00293325j -0.0141536-0.00790837j 0.00481657+0.00515888j 0.00137539+0.0149311j 0.00292376-0.000851034j 0.00464094-0.00274485j -0.000693877+0.00379134j -0.00556798+0.00539631j 0.0019489-0.00455533j 0.0119615-0.000936724j 0.00662504+0.0130826j -0.00140589+0.00198239j -0.000315008-0.00699803j 0.0010119-0.00254597j -0.00156156+0.00365362j -0.00456796-0.00113427j 0.000415688+0.00338077j -0.00135693-0.00123375j 0.00127562+0.00167031j -0.000285352+0.00074143j 0.000850929-2.43137e-05j 
0.00786043+0.0061133j -0.00764541+0.00581827j 0.00455636-0.00110995j 0.00256178+0.0129327j 0.0155621-0.00197116j -0.00797023+0.000528425j 0.00253116-0.00612409j -0.00328221-0.0156421j -0.00659698+0.00341038j 0.00199327+0.0133818j -0.00463285+0.0113704j 0.00340847-0.00491571j -0.0053426+0.00325375j -0.00331148+0.00818441j 0.00954138+0.00386294j -0.0016503-0.00491698j -0.0021874-0.000434973j 0.00107542-0.000684179j -0.00403206-0.00436561j 0.00319828-7.26621e-05j 0.00220386-0.00244344j -0.00112047-0.000635441j 0.00317231+0.00923316j 0.00309649-0.00460608j 0.00226211-0.000316418j 0.00373928-0.00345179j -0.00221432+0.00762112j -0.00676217+0.000572441j -0.00775394+0.00602011j 0.00713305+0.00696975j 0.0107523-0.00211303j -0.00155526-0.0108037j 0.00447031+0.0142224j -0.0128697+0.0140538j 0.0379881-0.0144282j -0.00900577+0.0101094j 0.0122188+0.00306886j 0.0107322+0.0201447j 0.0101717+0.029864j 0.0190874+0.0306682j 0.0199439+0.00526327j -0.0112551-0.0312233j 0.0432677-0.0377131j -0.0244397-0.00305172j 0.0178728+0.0382693j 0.0324599+0.0243085j -0.0326306+0.0539857j 0.0176704+0.0196527j 0.0180196+0.0282664j -0.0444266+0.0255504j -0.0220064+0.0319368j -0.0698654+0.0122702j -0.0237908-0.020344j -0.0140324+0.00919283j -0.00526643+0.0633678j -0.0163846-0.0178583j 0.00177914-0.00557666j 0.013147+0.0173169j -0.0415392+0.0079317j 0.00929476+0.00969136j 0.00694615+0.0176556j -0.00778317+0.00154487j -0.00306329+0.00539159j -0.00747819+0.00353394j -0.00647798-0.0087286j 0.00325514-0.00907596j 0.0068059-0.00033066j 0.00781784+0.00467666j -0.00551643+0.000827931j 0.00391061-0.00606949j -0.00118068+0.00234484j 0.0020508+0.000586544j 
-0.0103823-0.00664465j 0.00410378-0.00824765j -0.00985018-0.0020641j -0.000739181+0.0078211j -0.00322637-0.00545495j -0.00286896+0.000810308j -0.00477495+0.00340529j 0.00026825+0.00143813j 0.00199281-0.00170309j -0.00134622-0.00143777j -8.43916e-05+0.00151818j 0.00525944+0.00171684j -0.00509663+0.00312908j 0.00353866+0.00543728j 0.00228315-0.00174629j 0.00311286-0.0011164j -0.00602027-0.00235697j 0.000872906-0.00130787j -0.00118193+0.00447432j -0.00293279-0.000893718j 0.00108861+0.000372218j -0.00303909-0.00152142j -0.0042446-0.00348504j -0.00318406+0.00161194j -0.00221378-0.0032334j -0.000798599+0.00253972j -0.000685307-0.00457628j 0.0062206+0.000336372j 0.000572908-0.00511782j -0.00448862-0.000600093j 0.00118451+0.0076641j 0.00809254-0.000561381j 0.0120657+0.0137765j -0.00635417+0.00715292j -0.0210526-0.0262912j -0.00412081-0.0107581j -0.0118637+0.0117144j -0.00659701-0.00874103j 0.00438016-0.00966157j -0.00680164+0.00335066j -0.0227806+0.00740533j 0.0164084+0.00814441j -0.00943279-0.011043j -0.0105684-0.00607993j -0.00641095+0.012915j -0.00674629-0.00713828j -0.0178817+0.0172331j 0.0123593+0.00483223j 0.0032129-0.00413127j 0.00072013-0.0160281j 0.00771236+0.0201888j 0.0403521+0.0116923j 0.0253036+0.00970608j 0.0140108+0.0289289j 0.00164877-0.0150792j 0.0022489-0.0196512j 0.0127489-0.0269576j 0.00243424+0.0282649j -0.0282831-0.00310181j 0.00554712+0.00935108j 0.00316538+0.000149263j 0.0240477+0.00721973j -0.00411081+0.00359496j -0.00697694+0.000541876j -0.0167705-0.0126279j 0.0224609+0.00755715j 0.000137688+0.0148533j 0.0252975+0.0243895j -0.0122065-0.00503215j 0.0126949-0.00734938j -0.021003+0.000662174j -0.0017329+0.018165j 
-0.00147962+0.0104545j -0.0118523-0.00446074j 0.0127807+0.00719323j 0.00904383-0.00747841j 0.00769219-0.00774358j -0.00296182+0.0072629j 0.0100049+0.00317233j -0.00200159+0.0100096j -0.00337069+0.000893505j -0.00531453+0.000720984j 0.00241939+0.00116996j 0.00427397-0.00210115j 0.00304037+0.00134654j 0.0049178+0.00145466j -0.00200029-0.00528119j -0.000760335-0.00443818j -0.00173003+0.00575088j -0.00399572+0.00110337j 0.00250795+0.00109387j -0.000843731+0.00174184j 0.0012357-0.00306126j 0.00053266-6.28142e-05j -0.00331199-0.00161729j 0.00228139+0.000761196j -0.00288856+0.00273385j 0.00128236-0.00138595j -0.00468092+0.00358181j -0.00466053-0.00332806j -0.0043186-0.00229011j -0.00244293+0.00461299j 0.00779032-0.00359135j -0.00494129-0.00756946j -0.00943264-0.0177064j 0.0194344+0.00308898j 0.0249783-0.01859j -0.00267644+0.012954j 0.0213159+0.00651355j 0.0287275-0.0420881j 0.000449517-0.0027518j -0.0110986-0.0224816j 0.0091469-0.0027902j 0.0214264+0.0187798j -0.0156161-0.00416714j -0.0320351+0.0126871j -0.016222+0.0169057j -0.022183+0.00395243j -0.00362194+0.0134408j 0.000193294-0.0301921j -0.00936485+0.0166391j -0.0296852+0.00417976j 0.00673086+4.22974e-05j -0.00846242+0.00500682j -0.00719409-0.0124967j 0.0156178+0.000313633j -0.00546502-0.0293152j 0.00722354-0.00169831j -0.00547345-0.0115188j 0.00668566+0.00906137j 0.00578906+0.00647805j -0.0145239+0.00579363j -0.0132733+0.0113435j -0.0124422-0.00454695j -0.00478148-0.00723098j -0.0095207-0.0255956j 0.00452404+0.0001399j -0.0128595-0.00472935j 0.00534192-0.00341033j -0.0166071+0.0460228j 0.00556969+0.0169217j -0.0223772+0.0158004j 0.00295492+0.0210922j 0.0251562-0.00570329j 
0.0129706+0.00517312j -0.00633655+0.0102743j 0.00614042+0.00221152j 0.00154143-0.0098122j -0.00326031+0.00540883j 0.00757881-0.00580517j 0.00560814-0.00650352j 0.000739235-0.00574298j -0.00365688+0.00182217j 0.000188429+0.00205112j 0.00233595-0.000110204j -0.00697986-0.00106681j 0.00641267-0.00463351j -0.00396219-0.00610613j -0.0080558+0.000749987j -0.00302103+0.0036032j 0.00632837+0.00105642j -0.00432055-0.000373398j -0.00084928-0.00137781j 0.00199983+0.00583692j 0.00257533+0.00290507j 0.00285451+0.00063491j -0.00292197+0.00526467j 0.00706246-0.00368269j 0.00437918+0.00252047j 0.00326436-0.00675438j -0.00651596+0.00842481j -0.000280011-0.00313677j 0.00145645+0.00347452j 0.00352638+0.00138005j 0.00198759-0.0112868j -0.0079229+0.00125493j -0.0164106-0.0162037j 0.0181707+0.00467473j 0.0111985+0.0257588j 0.00989004+0.0101932j 0.00125554+0.0035483j 0.00418328-0.0107392j -0.00403058+0.00658158j -0.0035312-0.00884685j 0.010814-0.00269707j -0.00686773-0.012295j 0.0008756+0.0168532j -0.0121469+0.00330996j 0.00464677-0.00233454j -0.00288396-0.00775525j -0.0117835+0.00436284j -0.00134693+0.0173338j 0.00189373+0.00423862j -0.00334667-0.00504583j 0.00761802+0.00369164j 1.89941e-05+0.0139873j 0.00388037+0.00543136j -0.00806345-0.0140875j -0.0121317+0.0166626j -0.0045784-0.0126916j 0.00743673+0.00928669j -0.00870537-0.0176858j 0.0188145+0.00471832j 0.00801484+0.000286199j -0.00297394-0.00877598j -0.0184042+0.00208161j -0.00418299+0.00200841j -0.0114081-0.00136578j 0.0222194+0.0209771j -0.0168634-0.00172646j 0.000871958+0.00141936j -0.00529144-0.0142713j 0.0257191+0.00976723j -0.0170988-0.00359149j 0.0136341-0.00766075j -0.0019594-0.0118802j 
