-0.00111428-0.00424071j 0.00185144+0.00543613j 0.00109932-0.00473403j -0.00360203-0.00421919j 0.00165157+0.00428787j 0.00253791-0.0056399j 0.00979153+0.0058539j -0.00189182+0.00425518j -0.00802006-0.00601851j 0.00834848-0.00224372j 0.00393297-0.000700729j 0.0125523+0.000647834j -0.00139034+0.00822088j -0.0110294-0.00326225j -0.00330191-0.00541813j -0.00219025-0.00250486j 0.00556978-0.000414701j 0.00174965-0.00169487j -0.00216311-0.00224034j 0.00255109+0.00114736j 0.00656811+0.00354639j 0.00737541+0.000175075j 0.00307424+0.000233237j 0.00426884+0.00207007j -0.00161317+0.00547448j 0.00353368-0.0011498j -0.00323208+0.0015913j 0.000619603+0.00195948j 0.0062083+0.00203721j 0.00484851-0.00332063j -0.000885426-0.00493385j 1.3437e-05-6.94338e-05j 0.00740432-0.00101968j -0.00179321+0.0015585j 0.00119947+0.00396566j 0.00359404-0.000350303j 0.00301577+0.00049507j -0.00439217+0.0049693j 0.00276993+0.00375028j -0.000914449-0.00130435j 0.00715736+0.00228462j 0.00287476+0.00655763j -0.0126323-0.00303987j -0.00377172+0.00489433j 0.00160985+0.000615839j -0.00321215+0.00253754j -0.00777165+0.00224797j -0.0071971+0.003921j 0.0068524+0.00912382j 0.00637805+0.000865243j -0.00908256+0.00314661j 0.00139665+0.0051235j -0.00309674-0.00524785j 0.00744758-0.0102241j -0.00818321-0.00878742j -0.0064588-0.0016852j 0.00229158-0.0110865j 0.00220417+0.00734605j -0.00435977-0.00533067j -0.0114041-0.0180816j -0.00882545+0.00478944j -5.22162e-05+0.00261146j 0.00299148-0.00117052j -0.0091299+0.00592209j 0.00142886+0.0045921j 0.00871243-0.00604868j -0.0144814-0.0294522j 0.0203308-0.00218611j -0.032224-0.0264386j -0.0145699+0.0216158j 0.0296005-0.0152329j -0.0292358+0.026132j 0.0144637+0.0368694j -0.0370615-0.0199565j -0.0214019-0.00413339j -0.0322079+0.00158332j -0.0149743+0.0104009j 0.000384329+0.0218099j -0.0130596-0.00979464j 0.0141379+0.000421771j -0.00632228+0.0110934j 0.0136221+0.000545095j 0.000678596+0.0138377j 0.0187402+0.00515606j -0.00776779+0.00552694j 0.00402141+0.0105097j 0.0160391-0.0026581j -0.0162599-0.00674778j -0.00328207-0.00884132j -0.0236796+0.000361679j 0.00428284-0.00088504j -0.309357+0.000875885j 
-0.00149323+0.000432257j 0.000678478-0.00233109j -0.00079955+0.00125473j -0.00209312-0.000168534j -0.00453259-0.00419758j 0.00814957-0.0057933j 0.00578315-0.00698284j 0.00155406-0.0016396j 0.00315688-0.0051379j 0.000731047-0.00421906j 0.0146212+0.00233408j 0.00148197+0.00523275j -0.0116376-0.000362783j -0.0115422+0.0151615j 0.0013413+0.0222059j -0.00915406-0.00233837j 0.00814994+0.00683763j -0.0177025+0.0436226j 0.0115215-0.0066854j -0.0291696+0.0172424j 0.00912835+0.00120599j -0.00140412-0.00957858j 0.00505698+0.0158049j -0.0121064-0.0227092j -0.00706573+0.00865775j 0.00487563+0.0225525j -0.00766056-0.0398773j 0.00504779-0.00164248j 0.00583087+0.0360748j -0.00759941-0.011647j 0.0061857+0.0433762j -0.000206383+0.0148073j -0.00693216-0.00726308j 0.000187715+0.00313928j -0.00496003-0.0154062j -3.81775e-05-0.00680725j -0.000995148-0.00435883j 0.00165649-0.00352843j 0.00552468+0.0016025j -0.00480993-0.00671255j 0.0132579+0.00455195j -0.000181753+1.71344e-06j -0.00137822+0.00113527j 0.000257072+0.00745609j 0.0121125+0.0139422j 0.0240515+0.0229162j -0.0367607-0.00123577j -0.0130511+0.00644647j 0.00804376-0.00181117j -0.0421871-0.0166046j -0.0177917-0.00348825j -0.00819189-0.00520495j 0.0434702+0.00183134j -0.0218178-0.00035598j -0.0122715-0.000746642j -0.0316751+0.000202237j -0.0142685+0.000942109j 0.00561274+0.00477717j 0.0314366-0.00105808j 0.0444603-0.00127715j -0.0724129+0.00457731j -0.0122924-0.00493954j 0.00145519+0.00325542j 0.0123059-0.0056089j -0.0125748+0.00612408j -0.033581+0.0106812j -0.00904048-0.00152462j 0.0239267-0.00831636j 0.000731075+0.00286488j 0.00192137-0.00223583j -0.00148927-0.00181036j 0.0128152+0.00199718j 0.0155276-0.00432419j 0.0115695+0.000863863j 0.0106717+0.00160522j 0.0083044-0.00161308j 0.00912642+0.00106814j -0.00623967+0.00082339j 0.00274172+0.00148188j 0.00637102-0.00161854j -3.56754e-05+0.000346918j -8.64397e-05+0.000266674j 0.00877111-0.000320961j -0.00403726+0.000189912j -0.000774105-0.000753469j 0.00374036+0.000203351j -0.00522912+0.00247648j -0.00335889-0.000765116j 0.00159387+0.000891075j 0.00196583+0.00048612j 0.00129692+0.000867204j 0.00102392-0.000824781j 
-0.00027984+0.000897482j -0.00114231-0.000369246j -0.000502987-0.00285499j 0.00253769-0.00179854j -0.00237569-0.00194116j -0.000445062+0.00422244j -0.00862275+0.00139117j 0.000569083+0.00476624j 0.0103871-0.00809372j -0.0153141-0.00506866j -0.0115026+0.0139059j -0.00245094-0.00893014j 0.00934324-0.0227882j 0.0144939+0.0103101j -0.0195559+0.0193308j -0.0159792+0.00628923j 0.0108516-0.0169093j 0.0113647-0.0291382j -0.0013895+0.0050841j -0.000549239+0.0167632j -0.00295752+0.0026242j -0.00944398+0.00752311j -0.00480616+0.0195577j 0.0145473+0.0512589j -0.0186634-0.0165906j -0.0160125+0.0277135j 0.00287897+0.00551424j 0.00730058+0.0317136j -0.0104861-0.0108973j -0.0124081-0.0320715j 0.00539796+0.03738j -0.0081503+0.00748729j -0.0011176+0.000233799j -0.000509214+0.0023639j 0.0093056+0.0136717j -0.00525345-0.00281841j 0.00817427+0.0030333j 0.0104497+0.0265132j -0.000649754-0.00373261j 0.0135548+0.0158466j -0.00673546-0.011877j -0.0175665-0.00366325j 0.00440749-0.00801949j -0.00729488-0.0158443j -0.0226534-0.0106585j 0.00659079+0.00265878j 0.0121034+0.00100363j 0.0199895+0.0125948j -0.00260108+0.00720454j 0.0186081+0.000834792j -0.00736582-0.00577183j -0.022158-0.004472j -0.00409802-0.0103067j 0.0144357-0.00551471j -0.041756-0.00672906j 0.0191675-0.010296j 0.0158479-0.0034793j 0.00476088+0.00263135j 0.0668958-0.00619179j -0.00786883+0.00771239j 0.0105455+0.00357808j -0.113493+0.00295045j 0.0692293-0.0108613j 0.0183675-0.000391548j -0.00467106+0.0140578j -0.00923378-0.00082007j -0.0222766+0.00526624j -0.00387579+0.00908025j 0.00206717+0.000268306j 0.00179847-1.47535e-05j -0.00707241+0.000895485j -0.00590414+0.00419717j -0.0109396+1.21304e-05j -0.0178978+0.00311705j -0.00562157-0.00132617j -0.0158731+0.00298574j 0.00852622-0.00114339j 0.000408326-0.000420235j 0.0015261-0.000370418j 0.00956698+0.00136779j 0.00900495-0.00193389j 0.00307094+4.96917e-05j -0.00427673+0.00141481j 0.00458732+0.000126222j -0.00349946+0.000353427j 2.35232e-05+3.31358e-05j 0.000737759-0.00141895j -0.00303182-0.000271076j 0.00127279+0.001209j -0.0037597-0.000425697j 0.000983876+0.000174696j -0.000308532-0.000355605j 
0.000595289+0.00129925j 0.000256154-0.000312829j -0.0027599+0.00204086j -0.00325486+0.000211672j -0.00418329-0.00200274j -6.70436e-05-0.00144637j 0.00615776-0.00556755j -0.0040529-0.000168596j -0.00890715-0.0093085j 0.000103905-0.00765384j 0.0089022-0.00620184j 0.0130842-0.0058397j -0.00791085-0.00802633j -0.0123223+0.017874j 0.01251-0.017489j -0.00274518+0.00943204j 0.00063832+0.00642764j 0.00998946-0.0220386j 0.0167354-0.0416113j -0.00653906-0.00608915j 0.0112485-0.00844547j -0.0104088-0.000428801j -0.0277253-0.028595j -0.00768581+0.0195377j 0.0125087-0.0361765j 0.0146266+0.0265802j -0.00725538-0.00660418j 0.00698053-0.00635334j 0.00219739-0.0209187j -0.00432788+0.00808063j 0.00248829+0.0219015j 0.000267862+0.024413j -0.00243322-0.0101748j 0.0132251+0.00526629j -0.00993853-0.00378001j 0.00507581-0.00425798j -0.00222322+0.00889828j 0.0117193+0.00933628j 0.00419102-0.00475953j -0.00192238+0.0109716j -0.00741319+0.00130098j 0.00702372+0.0132965j -0.00253496-0.00163956j -0.0205481-0.016075j -0.0114084-0.00958495j -0.00233457+0.00198842j -0.013453+0.00723245j -0.012857-0.0169549j -0.0049445-0.00107477j -0.0162733-0.0142441j 0.0287345-0.00239863j -0.000433602+0.00416163j 0.00791453+0.000896142j -0.0551381-0.011034j 0.00324604+0.00838868j 0.0192563-0.00210717j -0.0667653-0.000973736j -0.06104+0.0086482j -0.0764757-0.00745909j 0.037301+0.0013955j -0.0254067-0.00437563j 0.0115955-0.0018322j 0.0413666-0.00374906j 0.00858215-0.00455108j -0.0888991+0.00621254j -0.0191481+0.00340085j 0.0106132-0.00306437j 0.0208568+0.00117086j -0.0147917+0.00253791j -0.00494689-0.000399974j -0.00402914-0.00467726j -0.00192078+0.00407572j -0.00181899-0.000693285j -0.00470683+0.00112022j 0.00622174-0.00253922j -0.00987174+0.000719791j -0.00645192+0.00322917j 0.00471016+0.000685326j 0.00430705+0.00025186j 0.00788066-0.00215364j 0.00245813+0.000198358j -0.00185274-0.000407827j 0.00786338+0.000476268j -0.000435644+0.00261715j -0.00371837-0.000723937j -0.00103796+2.30748e-05j -0.00256571+0.00018391j -0.00445542+0.000699418j 0.00501651-0.000133685j 0.00187631-5.44366e-05j 0.000489818+0.000253267j -0.0012885-0.00105869j 
0.00130455-0.000819103j 0.00148142+0.000998966j -0.00328601+0.000286111j -0.00051268-0.003202j 0.00567105-0.00152443j -0.00678944+0.00787319j 0.0056765-0.00125346j 0.000120984+0.00229862j -0.0107087-0.00628658j 0.00664097-0.00499712j -0.00101088-0.000415112j 0.0208651-0.0183892j 0.0162121-0.0146738j 0.00109193-0.0182591j -0.0123991-0.012481j 0.0191013-0.0278016j -0.00196652+2.22182e-05j 0.000162772+0.037355j -0.00866932-0.00948759j 0.00173253+0.0506066j 0.00266775-0.0100033j -0.00490958-0.0647804j -0.0139131+0.0522593j 0.00465833-0.0190938j 0.0250827+0.027772j 0.00816123+0.000872274j -0.00554388-0.0283364j 0.000502537+0.00161635j -0.00116295+0.0184861j -0.0145125-0.0135572j -0.00379632+0.014883j -0.00707629-0.010317j 0.0126399+0.0243188j 0.000139545+0.0062251j 0.00378917+0.0117541j -0.000411118-0.0117206j -0.0109238-0.0147464j 0.0154842+0.0108203j 0.00789019+0.0119811j -0.00114629+0.00136826j -0.00830937-0.00455954j 0.000949679+0.00158976j -0.0212882-0.020455j -0.00835171-0.00101743j 0.013168+0.00833341j 0.00821142+0.00165945j -0.00228438-0.0184154j 0.019028-0.00105682j 0.00904316-0.00422051j 0.000384001-0.000822729j 0.00913337-0.0187727j -0.00571878-0.00879987j -0.012733+0.0148152j 0.00169402-0.00558369j -0.00974439+0.00454823j 0.0370945+0.00957911j -0.0702905+0.000200331j 0.000907191-0.00301983j -0.058755-0.00250635j -0.00578288-0.00217557j 0.0431307+0.00959967j 0.0157669-0.00484045j 0.0166974-0.00477325j -0.031669+0.00538578j -0.0519151+0.00833704j 0.0246396-0.00673861j 0.000635631+0.00160475j -0.00975193+0.0089268j 0.00593881-0.000838933j -0.00708801-5.71884e-05j -0.00294575+0.0011543j -0.0247663-0.00138569j -0.0231706+0.000514759j 0.00373461-0.0009916j 0.0118373-0.00603006j -0.00808192-0.000641177j -0.000961448-0.00155299j 0.000583534-0.000163289j 0.00853877+0.000992616j -0.00264922+0.00193877j -0.00457187-0.00196201j 8.42754e-05+0.000114099j -0.00572892+0.000266033j -0.00173565+0.0016234j 0.000494813+0.000718909j -0.00598211+0.000670006j -0.00494682-0.00156247j 0.0015304+0.000500695j 0.00211167+0.000341151j -0.00100999-0.000570577j -0.00222056+0.000245401j 9.86653e-05+0.000690892j 
0.00105121+0.000733575j -0.00138613+0.000185355j -0.00112031+0.0016837j 0.00106618-0.000351926j 0.000471621+0.00242193j 0.00223983+0.000775788j -0.00399854-0.00567249j 0.00547331+0.00332622j 0.00165263-0.00171603j -0.00635227-0.00405346j -0.0197312+0.0102701j 0.00278427+0.00259j -0.0233533+0.00117069j 0.00433677-0.00256208j -0.00734927+0.000327886j 0.0173332-0.00767942j -0.025429-0.00587258j -0.00550511+0.00680031j 0.0240474+0.0419452j 0.00918629-0.0348701j -0.00562283+0.0101791j -0.00607054+0.0181153j -0.0342932+0.0147473j -0.00496765-0.0218936j -0.000901083-0.000735597j 0.0154548-0.00906559j 0.00538092-0.0165598j 0.0112964+0.0357296j -0.00367372-0.0261699j 0.00587567+0.00682923j 0.010042+0.0088192j -0.00436256-0.0112912j 0.00913128-0.00468866j 0.00823114-0.00349938j -0.012155+0.000520498j -0.00167596-0.00842211j -0.0191078-0.0064125j -0.0137098+0.00152837j -0.00830586-0.00377216j -0.0105353+0.00349804j -0.0054801-0.00967878j -0.0113594+0.000823762j 0.0172603-0.00218053j 0.00735875+0.0153406j 0.0135143+0.00207515j 0.00395268-0.000934524j 0.00601527+0.0102731j 0.0163446+0.0128896j -0.0471565+0.00166055j 0.0198768+0.00739677j -0.00147514-0.00594852j -0.0286664-0.00187511j -0.00496423-0.00886331j -0.0721408+0.00664835j 0.0270414-0.00617065j 0.0308636+0.00459829j -0.0424534-0.00322509j -0.103973+0.00677542j -0.0436129-0.000255886j -0.00808334-0.00353096j -0.00760887+0.000524177j -0.0138228+0.00893218j 0.00663917-0.000911871j -0.00811559+0.00628221j 0.0133216+0.00150109j 0.00434897+0.00915168j -0.0139442+0.0011411j 0.0167171-0.00288794j -0.0284237+0.000117292j -0.0181478+0.00048543j 0.0201955-0.00109556j -0.00241583+0.00201259j 0.018138+0.0012347j 0.00531888-0.00107912j -0.00320053-0.00350442j -0.00221141+0.001379j -0.00129693+0.0037721j -0.00439415+0.000185024j -0.00837712-0.000366479j 0.00115681-0.00336854j 0.00426003+0.00222193j 0.0132877-0.000337675j 0.00303836-0.00144252j 0.00223328+0.000339873j -0.00231128+0.00202439j 0.00281885+0.00206215j 0.00225366-2.21705e-05j -0.00171153-0.000588792j 0.000791936+9.8625e-05j -0.0032756+0.000281039j 0.000568717-7.33617e-05j -0.0018991-0.000317232j 
0.00040969+0.000848529j 2.44082e-05-0.000114476j -0.00111086-0.00204183j -0.00188185+0.00426235j -0.0117336+0.00599223j -0.00484955-0.00270487j 0.0115684-0.00161493j -0.00584614+0.0076926j -0.000146494-0.0018624j -0.0283871+0.00828698j 0.016898+0.0140691j 0.0114713+0.0030843j -0.0145082+0.0130992j 0.00188098-0.0144548j 0.0213144+0.0225075j -0.0326369-0.0117238j 0.0192817+0.013871j 0.00156156-0.01516j -0.0272153+0.0221056j -0.00279904+0.00675345j 0.0238654-0.0212096j -0.0125515-0.0300711j -0.0205702-0.00878896j -0.0203432-0.00524925j -0.0153547+0.0302352j -0.00251349-0.0321071j -0.00142459+0.0232719j 0.0132128-0.00701535j -0.00147697-0.0219604j 0.00704927-0.00730698j -0.00412858+0.00644452j 0.000240315+0.00233695j -0.00847317+0.000285334j -0.00379262+0.0123877j -0.0144977-0.00339024j -0.0148766-0.000474077j 0.00294193-0.00915982j -0.0154221+0.00333615j -0.0154878-0.00720619j 0.013501+0.00368544j -0.0106957-0.000968181j -0.000516586-0.0132011j -0.00314529+0.00663031j 0.0237598+0.010255j -0.0184153+0.00298213j -0.0252667-0.0102696j 0.00875747-0.00337476j -0.0125555-0.000832629j 0.0526163+0.0114839j 0.00927477+0.0143776j -0.0230705-0.0122538j 0.00625032-0.00146982j 0.00498563+0.00168279j 0.0307545+0.00208551j -0.0462785-0.00167916j -0.00811785+0.00722578j -0.0196589+0.00659128j -0.055536-0.0081709j 0.0647257+6.19015e-05j 0.0300893+0.00343157j 0.0888371-0.00913589j -0.0323847+0.00912322j -0.0346712+0.00281218j 0.0101719+0.0009699j -0.0138515-0.000857769j -0.0390024+0.010676j 0.010616+0.000610809j 0.0065366-0.00694844j -0.0144084-0.000806248j -0.00230224-0.000243377j 0.00738272-0.00283703j 0.00526347+0.00636006j 0.0217057+0.00879622j 0.0113508-0.00212676j 0.0200183+0.00381677j -5.5578e-05-0.000290682j -0.0208632+0.00371248j 0.000623824+0.000448679j -0.00797259-0.00201378j 0.0142622-0.00351071j -0.0065574+0.000118785j 0.0140863+0.00150412j 0.0132097-0.00144976j -0.00155278-0.00253935j -0.0026642+0.000203781j -0.00430459+0.000135524j -0.00125652+0.000703691j -0.00213051+0.000573083j 0.000510877+0.000152204j 0.00475733-0.000776009j -1.87324e-06-0.00137632j -0.00151813-0.000525224j 
0.00188427+5.89038e-05j -0.000594175+0.0011685j 0.000464834-0.000311685j 0.00250117-0.000516602j 0.00230396+0.00250453j -0.00112531+0.00236432j -0.00749757+0.00292704j -0.00643463-0.000139851j -0.0162828+0.0121394j 0.0127571-0.012504j -0.0185718-0.00995615j -0.010835+0.017443j -0.00582955+0.00761883j -0.00253658+0.00249596j 0.0112135-0.00262658j 0.0135228-0.0148813j 0.00176482+0.00927925j -0.0153803+0.027573j 0.027474+0.0262257j 0.0239622+0.0386879j -0.0196014-0.0616488j -0.0279508-0.0120981j -0.0040417-0.03795j -0.00612649+0.0019873j 0.014406+0.0327039j 0.0149831+0.0301081j 0.0150913+0.00462871j 0.0048351+0.0211903j 0.00520279+0.00865999j 0.00218604-0.00375272j 0.0133644-0.0154742j -0.00442004+0.00586216j -0.0121417-0.0115445j 0.0064582+0.0119837j -0.0111292-0.00349972j 0.00527826+0.0165331j -0.0129882+0.0025493j -0.00153698-0.00580234j -0.00138993-0.0016948j -0.0138713-0.0105477j -0.00928096-0.00224472j 0.014726+0.00942436j 0.0143903-0.00848722j -0.00061439+0.0053538j -0.00135302+0.0115846j -0.0100708-0.00955116j 0.00824805-0.0129963j 0.00049728+0.0010794j -0.00308408+0.0107827j -0.0114095-0.0129439j 0.0987716-0.0183853j 0.0121504+0.00975187j -0.00242463-0.00104792j 0.0244515-0.00448992j 0.0514365-0.00245636j 0.0233832-0.00460656j -0.105766+0.0188433j 0.00359707+0.00761627j -0.0129588+0.0106912j -0.00378781+7.85909e-05j -0.0120221-0.000605242j -0.0100908+0.00434613j 0.00295849+0.00225948j -0.00923247+0.00429822j 0.0225887+0.0043731j 0.00643928-0.00402686j -0.0089843-0.000503701j 0.0172429-0.000630354j -0.0101726+0.000248082j -0.0200918+0.00357712j 0.0122454+8.30602e-05j -0.012957+0.00191472j -0.00224032+0.00261117j -0.0114359-0.00220219j -0.0169066+0.00188527j -0.0158577-0.000720442j -0.00787065+4.47265e-05j -0.00905013+0.00299201j -0.00475009-0.00134372j 0.00127944+0.00100626j 0.000449614+0.00121771j -0.000332846-0.000142378j -0.00193928+0.00200081j 0.00214652+0.000549311j -0.00154675-0.000480638j -0.000850109+4.31054e-05j 0.00367061+0.000319472j -0.00150258-0.00062887j 0.00040813-0.000242839j -0.00252095-0.000578985j -0.00117407-0.000338084j -0.00205981+0.000155221j 
0.00127965+0.000603515j -0.00192994+0.000660615j 0.00402679-0.000249657j 0.00346739+0.00266396j -0.00150924+0.00327995j 0.0116857-0.00189583j -0.0218391-0.00375952j -0.0102783+0.00647596j -0.00417616+0.00832941j 0.0229505+0.00360246j -0.0479318-0.00434137j -0.0368576+0.00359049j -0.0487675-0.00291477j 0.00633688-0.00392951j 0.00183557+0.0324232j 0.0286895+0.0139695j -0.0259406+0.0264833j 0.00673739-0.0569482j 0.0453669-0.00560306j -0.00139854-0.00116579j 0.00572758+0.0171714j 0.00259902-0.0135275j -0.0181092-0.00246517j -0.0140404+0.011523j 0.0112454+0.0133092j 0.00288841-0.0133219j 0.0323371+0.00271348j 0.0034331-0.00731641j 0.00915379+0.00287786j 0.021193-0.000895122j 0.0281257-0.00380125j -0.00250014-0.00189223j -0.00763808-0.00500908j 0.0262452+0.0115841j -0.0162926+0.00236278j 0.00699625-0.00374011j -0.0238551+0.00526729j -0.00245424+0.00190708j -0.0134548+0.00323391j -0.0216637-0.00809104j -0.00449235+0.0010823j -0.0214867-0.00816974j 0.0641776+0.0203089j -0.0131806-0.0221067j 0.0125802-0.00517759j -0.0205301+0.00251784j -0.0154532+0.0132864j 0.0215685+0.0095152j -0.00839074+0.0117973j -0.0122254+0.0057025j 0.0122942-0.00352654j -0.0136299+0.00017606j -0.0092076-0.00502512j -0.0800622-0.00182913j 0.107794-0.0115502j 0.0132344+0.00419923j -0.0622421+0.00533245j -0.0429312-0.00341811j -0.011816+0.00224411j -0.0492551-0.00022515j -0.01152-0.00594981j 0.000341856+0.00122806j -0.01513+0.00236822j 0.00203249-0.00134594j 0.0301573-0.000688261j -0.00276183+0.00424029j -0.0225674-0.000967747j 0.0270187-0.00512088j -0.0294774-0.00041076j -0.0139918+0.00165342j 0.0281591-0.00185924j -0.0181561+0.00361499j 0.0027285+0.00507945j -0.0101152-0.00317368j -0.0321295+0.00225896j -0.00772365-0.00158332j -0.00187781+0.00216153j -0.00905779+0.0016355j -0.00896835-0.00251099j -8.35319e-06-0.000935353j 0.0113719+0.00126382j -0.000620374-0.000719062j -0.00308534+0.000104492j 0.00947732-0.000167558j -0.0015816+0.000742845j 0.00935555+0.00128136j 0.00851453+0.000455794j -0.00314149-0.00115788j -0.00161237-0.000978885j -0.00270036+5.8629e-05j 0.000191974-0.000271289j -0.00261594-0.000437122j 
-0.000979493+0.000827015j -0.00228736-0.000125336j 0.00467578+0.00506498j 0.00069218-0.000464926j 0.00276555-0.00171615j 0.0111637-0.00703391j -0.01079-0.0136804j 0.00604772-7.55439e-05j 0.0201214-0.0066055j 0.00918264+0.01062j -0.0122725+0.0208789j -0.0157771-0.000968382j -0.00916452+0.0204376j -0.0178358-0.023401j 0.0106338+0.0207552j 0.0028526-0.0234062j -0.0303994+0.0112006j -0.00108789-0.0119792j 0.0173538+0.0107832j 0.0112272+0.0272663j -0.0106974-0.00853488j 0.00609414-0.035837j 0.00663721-0.0113214j 0.00361479-0.0306072j -0.0318502-0.0183098j 0.00981104+0.0198716j -0.00902974+0.0113437j 0.00482118-0.00655405j 0.0140234-0.0129276j 0.016281+0.00732585j 0.0123728+0.0106202j 0.00478322+0.00143155j 0.00449578+0.00261314j 0.000786128-0.00141212j -0.00795151-0.00628986j 0.00503721-0.0107336j 0.00572236-0.00204579j -0.000918097+0.00282638j -0.0100189+0.0013564j 0.0206901-0.000500695j 0.00833344+0.00223685j -0.0258151-0.0313605j 0.0131728+0.0197721j -0.0272783-0.000195751j -5.46937e-05+0.00823399j -0.00373641+0.00619217j -0.00666377-0.000649158j -0.0111695+0.0118822j 0.00282396+0.00985335j -0.017927+0.00765982j 0.0223233-0.0127012j -0.00720885-0.00696066j 0.0499393+0.00177446j 0.0137551-0.00137125j 0.0181722-0.00282038j 0.0524779+0.00424851j 0.0376917+0.00957374j -0.0866132+0.0158586j 0.060501-0.0183925j -0.0476745-0.00516099j -0.0411622-0.00595559j 0.0301609+0.00103223j 0.00712801+0.00300717j 0.0160545-0.00253501j 0.00382974-0.00301449j 0.0199856+0.000694977j -0.00529081-9.23146e-05j -0.0305397+0.000391137j -0.0127205+0.00639101j 0.00435973+0.00413776j 0.00141375-0.00475051j 0.0137511+0.00037694j 0.0238798-0.00184981j -0.0168805+0.00372702j -0.00967922-0.00208645j 0.0106875+0.00405076j 0.0171106+0.00131621j 0.0133278-0.00160753j -0.00794628+0.000991699j -0.0144723-0.000544939j 0.00989347+0.0012857j -0.000629059+0.00013991j 0.00115669-0.0016112j 0.00224901-0.000345249j 0.00705102+0.00169157j 0.0065348+0.000384883j 0.00431617+0.000986798j 0.00199906-0.00012913j 1.05869e-05-0.000380407j -0.00110965+0.00210259j 0.00330263+0.000258397j -0.000228439-0.000596875j 
0.000667891+0.000915386j -0.00131546+0.00075306j -0.00270922+2.45144e-05j -0.000969487+0.00136877j -0.000185836+0.00413214j -0.00210631-0.0064306j -0.0116481+0.00679224j 0.0128312-0.00220439j -0.0185357+0.00702135j -0.0166012+0.014494j 0.0032105-0.0143676j -0.0128776-0.0401521j -0.00821385-0.0186174j 0.0208928-0.00291454j -0.0283349+0.0406546j 0.0046284-0.0230474j -0.0110187+0.03455j 0.0416137+0.0379678j 0.000346293-0.027724j 0.00159763+0.0596928j 0.00918427+0.0153887j 0.000558862-0.0109937j 0.00809081+0.0161776j 0.00379932+0.0198234j 0.0130411+0.0142028j -0.0193413+0.00803457j -0.00107779-0.0146764j -0.00952869-0.0304739j -0.0064741-0.01619j -0.00538553-0.0281039j -0.0115356-0.0227917j -0.00216917+0.0033618j -0.00674295+0.00677358j 0.0144824-0.00958903j 0.00482663+0.00908381j -0.00434195-0.0160882j 0.0144401+0.00117009j 0.0189408+0.00976552j 0.0160219+0.0154546j -0.0178772-0.00570003j 0.0128611+0.0153236j -0.0275553-0.00621332j 0.0480348+0.00438877j -0.032503-0.0038502j -0.000113014+0.0192532j -0.0184716+0.0279911j -0.00602432-0.00733591j 0.0116015+0.00632747j 0.0418384-0.00551823j -0.00400841-0.0127377j -0.000744961-0.00118324j 0.0134333-0.00930598j -0.0508066+0.0110965j -0.0265753-0.0128556j 0.00189722-0.0015907j -0.0172088-0.0107429j 0.0742231-0.00844848j -0.00262604-0.0163617j -0.0435301+0.00531178j -0.00100339-0.00125053j -0.00215203-0.00220035j -0.0243439-0.00166907j -0.00255611-0.00183505j -0.00395082-0.00349605j 0.0141578+0.00083549j -0.0084247+0.00220231j -0.00535464-0.00280207j -0.00153478-0.00053828j -0.00350574-0.00272479j -0.00167085-0.00262652j 0.00705689+0.0012793j -0.00771703+0.00225923j -0.00444442-0.000413553j -0.0033866-0.0011736j -0.00488542-0.00138357j -0.000636612-0.000788697j -0.00171949+0.000523959j -0.00483191+0.000839397j 0.00125306+0.000218646j 0.00545385-0.000895213j -0.00650683+0.000259176j 0.00263557-0.00183069j -0.00411344-0.00122874j 0.00294658+0.000740096j -0.00564116+0.000345034j 0.00264671+0.000737008j 0.0046189+0.000810006j -0.00210526-1.48835e-05j 0.00131976-0.000542293j -0.000457933+0.00117082j -0.000382471-0.000169867j -0.000969989-0.000257917j 
