-0.00452586-0.0172117j 0.0106758+0.00464201j 0.00805846-0.00537092j 0.00828007+0.0194518j 0.00360258+0.0111332j 0.00341958-0.005651j 0.0077711-0.00411053j 0.0112313+0.00686913j 0.0012805-0.00186269j 0.00279417+0.00180472j 0.000452541-0.00471568j 0.00103292-0.0033447j 0.00488295+0.00215574j 0.00410956-0.00226784j 0.00634251+0.00921667j -3.72045e-05+0.00735385j 0.00397619+0.0035435j 0.00298887+0.00463499j 7.57528e-05+0.0055575j -0.000833957+0.00816694j -0.00179718+0.00968922j 0.00197251+0.0124453j -0.000411219-0.00313032j -0.00957642-0.00532645j 0.012253+0.0139389j 0.000246847-0.011114j -0.00454695-0.00776161j 0.000123124-0.00283963j -0.00389862-0.0121324j 0.000373943-0.00357866j 0.00230568-0.00575408j 0.00525072+0.00512984j 0.00724964+0.00228066j -0.00494559+0.00190848j 0.00736744-0.000850695j 0.00188461+0.0101341j 0.00917272-0.00964299j -0.00290486-0.00501867j 0.00107984-0.00638119j 0.00681255+0.00700913j 0.00163319+0.00293611j 0.00372081-0.0103221j -0.00287437+0.00276602j 0.000293066-0.00582931j 0.00878025+0.00156105j 0.0080486-0.000711366j -0.00212351+0.00937722j -0.0104854+0.00405269j 0.00196577+0.00791548j 0.011375+0.00395172j 0.000333379+0.00148833j -0.00112308+0.0047884j -0.014525-0.00630382j -0.0105797+0.0139208j -0.0222423+0.0200969j 0.0169103+0.0124594j 
0.00192603-0.00277739j -0.00197784-0.000999751j 0.00137466-0.00154643j -0.000724305+0.00203688j 0.00219039-0.00398951j 0.00117627+0.000134139j 0.00162547-0.00434295j -0.00136799-0.000517834j -0.000607384-0.000936102j -0.0056833+0.00114024j 0.000278753-8.17949e-05j -0.00421157+0.00181393j -0.00494129+0.00130301j 0.00206491-0.00379025j 0.000327456+0.00168843j -0.00172396+0.00517971j 0.00727382-0.00537519j -0.00440138-0.000423656j -0.00275319-0.00139532j 0.000438681+0.000658762j -0.00259289+0.00104085j 0.00177079-0.00125045j -0.00119917+0.00560549j -0.00717754+0.0036152j -0.00357079+0.00622792j 0.00683209-0.000281787j -0.00215148-0.0046585j -0.000228489-0.000662267j -0.00205663+0.00398013j 0.000129219+0.00396232j 0.00610921+0.00157898j 0.00333108-0.00321881j -0.000463342+0.00443539j -0.00393523-0.00420542j -0.0150428+0.0106469j -0.00437432-0.00897199j -0.00921968+0.0119747j 0.00138058-0.0023297j -0.00571941-0.00190628j 0.00164919-0.0178376j 0.000669037-0.00865908j 0.00868566-0.0154143j -0.0137021+0.000618069j -0.007053-0.00325924j 0.026595-0.00941022j -0.00152337-0.00652774j 0.000773025-0.0117573j -0.00962504-0.00912585j -0.0124387+0.00406002j 0.00933413+0.00600447j -0.00243384+0.00531755j 0.0291836+0.00218131j 0.00351978+0.0101069j 0.00384092-0.00181135j -0.00710378+0.000351309j -0.00804071+0.00178837j 
-0.000453486+0.00116178j -0.000499755+0.00123679j -0.000518194-8.71866e-05j 0.000472351-0.00213964j -0.000612618-0.00298656j -0.00129226-0.00165291j -0.00204601-0.000695767j -0.00185477-0.00328498j -0.000781882+0.000849043j -0.00164229-4.9673e-05j 0.00178255-0.00209344j -0.00315045+0.00312011j 3.0814e-06+0.00269863j -0.000539705+0.00157586j 0.00237238-0.00112243j 0.00147178+0.00239864j -0.000800276-0.00601824j -0.00253228+0.00417233j -0.0014411+0.00074737j -0.000818904+0.00478892j 0.00100521+0.000804333j 0.00262348+0.00777272j -0.00501062+0.00830542j -0.000351629-0.0024024j 0.00479287-0.00434285j 0.00779333+0.000164941j 0.00679487-0.0102006j -0.00980686+0.0014229j -0.00824544+0.00871471j 0.0135204-0.00417135j 0.00640144+0.00791832j 0.00112656-0.000181952j -0.000414519+0.0172983j 0.000803932-0.00456709j 0.0140268-0.0239916j -0.0040197+0.00817807j -0.00560399-0.00208037j -0.000488721-0.000300743j -0.017871+0.0197788j -0.00317976+0.000879642j -0.00310589+0.00339975j 0.0190232-0.0153934j -0.00964079-0.000976453j -0.0065888-0.00422759j 0.0133802+0.0025096j -0.00317508+0.00539043j 0.00464034-0.00918657j 0.0121409+0.0037882j -0.00718468-0.00081786j 0.00197964+0.0014168j 0.00648183+0.00459727j 0.00119244-0.00131992j 0.00531675+0.0050271j 0.00119637-0.00103458j -0.00192809+0.0011258j 0.00148393+0.00236573j 
0.00020653+0.00191223j 0.00137548+0.00198957j 0.00198244+0.00273346j -0.000166264-0.00141617j 0.00242317+0.00125774j 0.00540747+0.000697606j 0.000513738-0.00141168j 0.00230552-0.00305213j 0.000917846+0.000735903j -0.00468844-0.00592457j 0.00105587-0.000492228j 0.00112587-0.000248315j 0.000788043-0.000441767j 0.00128821-0.00275146j 0.00560376+0.000743055j -0.000297703-0.000768621j -0.00910641-0.00275768j 0.0015077+0.000600293j -0.000356909-0.00179937j -0.00215447-0.00578024j -0.0095355-0.00818214j 0.00242774+0.00675158j -0.0055664-0.00766322j -0.0024993-0.00614933j -0.00628791-0.0112094j 0.00301638+0.00174053j -0.00562352+0.00701642j 0.00734721+0.0130902j 0.0109278-0.00228203j 0.0107822+0.0115505j 0.0111982+0.0181027j -0.0117403-0.00120013j 0.00493699+0.0149278j 0.0182919+0.0136495j -0.00157435-0.00838346j 0.0054443+0.0110477j 0.00660886-0.00519259j 0.0117146+0.00448491j 0.00789046+0.00165191j 0.00830512+0.0165425j 0.0103163-0.00252253j 0.00352013+0.010171j 0.0149122+0.0180972j -0.0120179-0.024251j -0.00357804-0.00917205j 0.00561489+0.0097531j 0.00925323-0.000808671j 0.000523578+0.0176576j -0.00180128-0.0149368j -0.00108293-0.0109869j 0.00195493+0.0152704j -0.00254159-0.00191057j 0.00417275+0.000488382j -0.00203076-0.0034783j -0.00108397-0.00363423j -0.000209138+0.000345344j 
-0.000960587+0.00116317j 0.000916104+0.000363781j 0.000754567+0.000380767j 0.00321637-0.00159431j 0.00317174-0.00208786j -0.00297336+0.00139525j -0.00304193+0.00143379j 0.000346534-0.000862846j -0.00105207-0.000686214j -0.00436611+0.00124984j -0.00505709+0.000936724j 0.00277799+0.000175541j -0.00325176+0.00668773j -0.00526498+0.00289616j -0.00059357-0.00343466j -0.000839831+0.00259969j 0.000296388-0.00146478j -0.00733452+0.00584806j -0.00422144-0.00296524j -0.00931132+0.00495716j -0.00908069+0.00857811j 0.00760175-0.0024331j 0.00390184+0.00202853j -0.00453997-0.00514729j -0.00695004+0.00140065j 0.00512234-0.00440764j -0.000933226+0.00152809j 0.00706814-0.00804722j 0.00365969+1.5224e-06j 0.00932867-0.00715555j 0.0178547-0.00579006j 0.00213674-0.00961873j 0.00746633+0.00708594j 0.0118208-0.00842704j 0.00332412+0.00261037j -0.00306602+0.00749008j 0.00881362-0.00288585j 0.0126063+0.0011087j -0.0190843+0.0153864j -0.00978401+0.0102975j 0.0186646-0.00816243j -0.00558038+0.0171576j -0.00716704+0.0129437j -0.00900835+0.00239939j -0.00455469-0.00219664j -0.00974009+0.0108844j -0.0112208+0.00141022j -0.00922694+0.014558j -0.00431743-0.00186836j -0.00568126-0.00260356j -0.00655212-0.00457514j -0.00686475-0.00244512j -0.00996236-0.00162252j 0.00287766+0.0030189j 0.00224143+0.000476162j 0.00552131+0.000513845j 
0.00218684-0.0013205j -0.00100885-0.000623204j -0.0012053-0.000820682j -0.0040175-0.000715666j -0.00267469-0.00275516j 0.00263257+0.00125032j 0.0012253+0.00111967j -0.00360408+0.00126943j -0.00117823-0.000110561j 0.00188822+0.0030975j 0.00126016+0.00532293j 0.00123673+0.00121253j 0.00441064+0.00276642j 0.00485989+0.00188628j -0.00721656+0.0023273j 0.00450136+0.000804143j -0.00629701-0.00344729j 0.00846463+0.00113776j 0.00895701+0.00191701j 0.00791319+0.00545099j -0.00134101+0.00203598j 0.0056616+9.19086e-05j 0.00920217-0.000720315j -0.00584028-0.000514595j -0.00933168-0.00765473j -0.00121764+0.00127011j -0.0132472-0.0137765j 0.0105455+0.0056068j 0.00906092+0.00465631j -0.0148866-0.00162732j 0.000537005+0.000104646j 0.00657395-0.00325933j 0.0145645+0.00804304j -0.0108798-0.00486268j -0.0397498-0.0263747j 0.0228969+0.00501476j 0.00490511+0.00230713j -0.00079411+0.00401234j 0.0377489+0.0274405j -6.19215e-05+0.00209754j 0.00760931+0.00246065j -0.0165135-0.0246204j -0.00825019+0.00506519j 0.00989901+0.00107122j -0.00379295-0.0117712j 0.0011189+0.00800206j -0.00424774-0.0109214j 0.00174797-0.00366303j 0.00305494+0.00892622j -0.00604477+0.00745267j -0.00461751-0.00384528j 0.00375861-0.00118658j -0.00450843+0.000342148j -0.000845687+0.00201446j 0.00161747+0.00222613j -0.00230523-0.00358247j 
-0.00296304+0.000360746j 0.000197653+0.00324819j 0.00194572+0.0012568j 0.00308825-0.00152649j -0.00432188-0.00281588j 0.00203773+0.00147809j 0.00253763-0.0013166j 0.00991455-0.000690362j -0.00126365+0.00447613j 0.00283163+0.00214146j -0.00181004-0.000617037j 0.00295123+0.000489022j 0.00733321-0.00262033j 0.00306681-0.00161948j 0.00363567+0.00465515j 0.00210152+0.00135796j -0.00223279-0.00450948j -0.00703453+0.00565614j 0.0061251+0.0027077j 0.0170645+0.0011532j -6.58e-05+0.00485352j -0.0148325-0.000553761j 0.0174875+0.00125373j 0.00665176+0.00635586j -0.00662713+0.00643211j -0.00619587-0.00639957j -0.0193041+0.00335803j 0.00680815+0.000146221j 0.00857469+0.000462654j -0.00977359-0.00149831j 0.00607175+0.00583779j 0.00780917+0.0160256j -0.0135911-0.00375961j 0.00176501+0.00618504j 0.00379842+0.0133709j -0.0157949+0.00149492j 0.022286-0.00370348j 0.0020396-0.00759836j -0.0106187-0.00356928j -0.00805181-0.0133052j 0.012326+0.00370579j -0.0162668-0.00193835j -0.00931447-0.0107831j 0.0125015+0.00310525j -0.0114476-0.00590716j 0.00867135-0.00555287j 0.00344746+0.00243569j -0.000125718-0.0086612j 0.00637257-0.00347987j -0.0138334-0.00385603j -0.00546566-0.00740464j 0.0054158-0.000443159j 0.00374233+0.012597j 0.00116552-0.00425931j -0.00225739-0.0044483j 0.000319859+0.00505299j 
0.000904361-0.00119075j -0.00483076-0.000941785j -0.000204464+0.00175775j 0.00382569+0.00283312j 0.00425757-0.00134164j 0.00921728+0.00373301j -0.004513-0.00186565j 0.00306077+0.00105274j 0.00378603+4.25918e-05j -0.00475409-0.000379179j -0.0049503-0.00121141j -0.0120838-0.00749021j -0.00508874-0.00536182j 0.00524036-0.000549247j -0.000376667+0.000623928j -0.0011332+0.00409119j -0.00139232-0.0027812j 0.00390448+0.00561136j -0.00457178+0.00123135j -0.00377104+0.00548924j -0.0036682-0.00613137j -0.00381269-0.00395551j -0.0125864-0.00341204j -0.0100047-0.0051407j 0.00932549+0.00360467j 0.00386445+4.64889e-05j 0.0169802+0.0071023j 0.0105389+0.00274783j 0.00338675-0.0108267j -0.00392817-0.00106856j -0.00614645-0.00805626j 0.00716395+0.000782657j -0.0036777+0.00762001j 0.00161532-0.00882953j 0.00404026-0.0133597j 0.0026091+0.00618412j -0.00367457-0.00869767j -0.00325583-0.0082487j -0.00726324-0.0079055j -0.00370945-0.0102043j -0.00626641+0.00122536j 0.0122001+0.00697794j 0.00223165-0.015396j -0.00995429+0.00685141j -0.00363037-0.000822187j -0.00103846-0.002621j 0.00150106-0.0123107j -0.0062959+0.000922801j -0.000776267-0.0145275j -0.00847459+0.00131009j 0.000224537+0.00679697j -0.00197754-0.0129456j -0.00661809+0.00217405j -0.00101682-0.003422j 0.00199497+0.00324305j -0.00284932+0.000668409j 
-0.000128132+0.00168635j 0.000629264-0.000986406j -8.30471e-06-0.000248913j 0.00219898-0.000493206j -0.00158109+0.00359608j -0.00024136+0.00512679j -0.00195314+0.00221649j 0.00301661-0.000113305j 0.00265749+0.0010015j 0.00349024+0.000949688j 0.00115227-0.00389007j -0.00208676-0.00142787j -0.000176573-0.0034047j 0.00491949+0.00174322j -0.0019356-0.00184484j 0.00115201-0.000472841j -0.00839434+0.00505162j 0.00190729+0.00544732j -0.00873039+0.00608007j 0.00408771+0.000533472j 0.00419531-0.00335489j 0.00146767-0.0093674j 0.00490485-0.00010564j -0.00520914+2.19322e-05j -0.00339047+0.00426314j 0.00556229-0.0126221j -0.0107616+0.00885056j 0.00625308+0.012425j 0.00184785-0.00133604j 0.00774712-0.0187976j -0.000958985-0.0160589j 0.00165664+0.00722761j 0.0127591-0.0130102j -0.00487999+0.00335383j -0.0158012+0.00394187j 0.00474798+0.00906891j -0.00659486-0.00102369j 0.00707026-0.00759572j 0.00786265-0.00987047j 0.00509975-0.00605531j -0.00583715-0.00144518j -0.00846967-0.00449693j 0.00874642-0.00429494j -0.0138115+0.0160571j 0.00406475+0.00129227j 0.0129309-0.00595885j -0.00947688-0.00539655j 0.0118234-0.0173865j -0.00505086-0.00192864j 0.00607021-8.40098e-05j 0.00626505-0.00338168j -0.00463555+0.00235549j 0.0115839-0.00034481j 0.000930967-0.00658507j -0.0013164+0.00111041j 0.00486192-0.000429642j 
-0.0022407+0.00163193j 0.000416776+8.34457e-05j -0.00232585+0.000503843j 0.00395273-0.00111501j -0.00132199+0.00194295j -0.0030124+0.0041356j 0.000885505+0.00106834j 0.00122772+0.000256815j 0.00122656+0.00158368j 0.00558196+0.000144918j -0.00208841+0.000369956j -0.00212652+0.00215633j -0.00129076+0.00442285j 0.00340498+0.00588044j -0.0077005-0.0029155j 0.000850471+0.00189626j 0.000395334-0.00879857j -0.00517357+0.00562005j 0.0028609+0.0032462j 0.00312173+0.00202555j 0.00347797-0.0121012j -0.00338089+0.000982474j 0.0115951-0.00124522j 0.00556318-0.0102106j 0.0113602-0.00671595j 0.000564421-0.001933j -0.00366332-0.00265624j -0.0197677+0.0138404j 0.00316639+0.00638484j 0.0011484-0.00198944j -0.0148932-0.00227444j 0.00448708-0.0114163j -0.0068799+0.00522489j -0.0136151+0.0103756j 0.000188464-0.0195888j -0.0021944+0.024173j 0.00595614+0.0118789j -0.00309825+0.00818441j -0.0106125+0.0204632j -0.00965471+0.0101465j 0.00930274+0.0160664j -0.0147609-0.00256098j -0.0180932+0.0122867j 0.00942969+0.00241148j 0.0124378+7.04084e-06j -0.00945629+0.00705737j -0.00749538+0.00144513j -0.0105191-0.00138112j 0.00714388-0.00289086j 0.010939-0.00417957j -0.0074748-0.00657554j -0.00371288-0.000366896j 0.00325942+0.00187148j 0.0054818-0.00239191j 0.00243861+0.000354569j 0.00609071+0.000885264j 
0.000554191-0.000219796j 0.00141245+0.000635993j 0.00189623+0.00175525j -0.000480405+0.00117918j 0.00228872+0.00151268j -0.00178712+0.00152355j 0.000656103+0.00204916j 0.000707145+0.00458321j 0.00293129-1.79115e-05j 0.000560062+0.00387339j -0.00265112+0.000897268j -0.000277996-0.00249874j -0.00909784-0.00266675j -0.00575346-0.00242078j 0.00136489-0.000235287j -0.00638408-0.00428963j 0.00506593+0.00375402j 0.00829334+0.00582064j -0.0160269-0.00585522j -0.00395989+0.00150979j 0.00818704+0.00550626j -0.00326621-0.00558584j -0.00250173-0.00483276j 0.00543649+0.00891415j 0.0128731-0.000683746j -0.00746946-0.00817728j -0.000772694-0.00765947j 0.000939588+0.00689916j 0.00888829+0.00784083j -0.00332445-0.0109425j 0.00441007+0.00100457j 0.00298422+0.012439j 0.00500876+0.00527476j -0.00359908+0.00377745j 0.00209437-0.00193305j -0.0132948-0.0131955j -0.0175232-0.0142829j -0.00940578+0.00314474j 0.00379557+0.015836j -0.00893519-0.00693227j -0.0072402+0.00944656j 0.00679578-0.00163237j -0.0125803+0.00569468j -0.00215335-0.00404452j 0.00707399-0.00652417j 0.00158542-0.00981198j -0.000269756-0.00602173j -0.00295801-0.0140769j -0.00221351+0.00193797j 0.00152585+0.00682781j -0.00243367-0.00293244j -0.00229609-3.70804e-06j -0.00275445-0.00327605j 0.000531361+0.000964089j 0.00179974-0.00104409j 0.000469041-0.00180326j 
-0.0023497-0.00225048j -0.0010659-0.000695121j 0.000657683-0.00230605j 0.0025179+0.00245443j 0.00214175+0.000864216j -0.00417773-0.00854391j 0.00252587-0.000963968j 0.00285151-0.00108163j -0.000392611+0.00156768j 0.00454996+0.00244715j -0.000259305-0.00104625j -0.00109975-0.00445254j 0.00560404-0.00129103j -0.00426677-0.00539364j -0.0126798-0.00841804j -0.000524993+0.000384092j 0.00050958-1.5018e-05j -0.00189704+0.00174504j -0.00571129-0.0082467j 0.00109906-0.00573991j -0.00745432+0.00696748j -0.00419486+0.00202701j -0.00735641-0.00527321j 0.00352873+0.00409621j -0.00435115+0.0143548j -0.00734741+0.00767046j 0.00784609-0.00177593j -0.00386487-0.0178871j -0.00452404-0.0113843j 0.0124179+0.0173346j -0.0151184-0.0160306j -0.00280071+0.00645487j 0.0090581+0.00630196j 0.00271124-0.00970473j -0.0099557-0.000551612j 0.00327873-0.0126419j 0.00785066-0.00404081j 0.00175273+0.00431276j 0.00699064+0.00781573j 0.00594292-0.00785865j 0.000359853+0.00403597j 0.00283889+0.0112836j 0.00362459+0.00537556j -0.00342176-0.000345869j -0.00508183+0.00882063j -0.00451616-0.00520014j 0.00373565+0.00288333j -0.00141531+0.00336495j -0.000580141-0.00346262j -0.00528243-0.00557444j 0.00431152-0.00872019j 0.00290526+0.00490298j -0.00421824+0.000288819j -0.00206909+0.00378379j -0.00208691-0.00193875j -0.00368258+0.00464112j 
0.000386995-0.000324533j -0.00054669-0.000480827j 0.00273146-0.00324042j 0.00140073-0.000875135j 0.000765635-0.00331928j -0.00148421+0.00158508j -0.00151693+0.00209205j 0.00442583-0.00299408j -0.000236936-0.000832354j -0.00492647+0.00374087j -0.00683629+0.00097814j -0.00294735+0.00262817j -0.00206886+0.002461j -0.00430679+0.00487129j 0.000571296-0.00738831j -0.000370506+0.00461537j 0.00143881-0.00367374j -0.00523283+0.00115088j -0.00451187+0.0118958j -0.00183392+0.007323j 0.00263512+0.0028573j 0.00215858+0.000992667j 0.00470083+0.0176591j -0.000502513-0.0016768j -0.000548861-0.00531869j 0.00452085-0.000321972j 0.00644957-0.0132658j -0.0101754-0.000680613j -0.00404309+0.00356974j -0.00174091-0.012139j 0.000255221-0.00899314j 0.000930573+0.00807892j 0.00259239+0.00299827j -0.00181379-0.0188282j 0.0138877-0.0314891j -0.0127069+0.0180597j -0.00450883+0.00988035j -0.00407112-0.00622657j -0.0157026+0.0147432j 0.0021091-0.00157752j -0.0110891+0.00204145j 0.0201816-0.0260116j 0.00779452-0.0168533j -0.00859971+0.0180793j 0.00187622+0.00189845j 0.00259438+0.00223172j 0.00877583-0.00558396j 0.012421-0.00184453j -0.00735353+0.00288985j -0.00738521-0.00348736j 0.00993818-0.00506946j -0.0031319+0.00434088j 0.000276217+0.00297473j -0.0016932-0.00150805j -0.00306333+0.00116793j 0.00151598+0.00135508j 
-0.00193108-0.000423625j -0.00237073+0.00218781j -0.000165288+0.00177547j 0.0036708+0.00204087j 0.00557815-0.0009166j -0.002553+0.00187318j -0.00192778+0.00024972j 0.00225254+0.00114232j 0.00338287+0.000415793j -0.00766667-0.00592302j -0.0125692-0.00471469j 0.000168735+0.00379815j -0.00787674-0.00352439j -0.0043559-0.00101134j -0.00922735+0.00963694j -0.00723985-0.00350812j 0.00219622+0.00621611j -0.001155-0.00238323j -0.000325094-0.000108644j -0.00698958-0.000287484j 0.00728599+0.00341247j 0.0073293-0.00656476j -0.00122185+0.00900068j -0.0110446-0.00655828j -0.000122123-0.00148318j 0.0145725+0.00123948j -0.00484934-0.0084617j -0.00525742+0.00301709j -0.00685486+0.00966828j 0.00039888-0.00604475j -0.0175822+0.0140996j -0.0123154-0.00725002j 0.00744928-0.0089843j -0.0113403-0.00542189j -0.0152205+0.00518464j -0.0107938-0.0190069j 0.00463227-0.000606589j -0.00102738-0.00584433j 0.00240345-0.00894985j -0.00571411+0.00996857j -0.00765642-0.00402048j -0.00354651-0.00782007j 0.00686839-0.000798882j 0.0088814+0.00836958j 0.00734338-0.00597546j 0.00215429+0.0190082j -0.000822414+0.0105942j -0.0048115+0.000882326j 0.00437705-0.0023465j -0.00464717-0.0072796j -0.00380194-0.00450515j -0.00400302-0.00370315j -0.00848232+0.00123405j 0.00232645+0.0014766j 0.00510114+0.000454082j 0.00103916+0.00205499j 
0.000200724+0.000279509j 0.00198635+0.00152168j 0.00296482+0.001563j -0.00111276+0.000205962j 0.00167121-0.0020428j -0.00224848-3.40951e-05j 0.00158202-0.000945544j 0.00284432+0.00306368j 0.000929759-0.00166839j 0.00248018+0.000279955j 0.00314961+0.00368344j 0.00359422+0.00205267j -0.00665761+0.00500993j -0.00661181+0.00110846j -0.00482302+0.00108721j -0.00645551+0.0027439j -0.000449807-0.00751834j 0.0079194-0.00163162j -0.00855658-0.00103325j -0.00151964+0.00189956j 0.00937105+0.000929833j -0.00266676+0.00550316j -0.00230356+0.0049321j 0.0110337+0.00192022j 0.00105515-0.0144582j 0.000236828+0.00962318j -0.0130909-0.0116355j 0.020267+0.0196918j -0.0166167-0.014545j 0.00208881+0.00635066j -0.00510496+0.00104277j 0.00264889+0.008949j 0.000212355+0.00540534j -0.000350945+0.00550819j 0.00409834+0.00627165j -0.0116224+0.00491843j -0.00687246+0.00129309j 0.000476971+0.0241611j -0.00585901-0.00917376j -0.0114548-0.0139516j -0.000201243-0.00438363j 0.0117571+0.00184021j 0.00134496-0.00834915j 0.00420112+0.00544585j -0.00132362+0.00300349j -0.00596633-0.00807888j 0.0012971+0.00748905j -0.0106972-0.000518165j 0.00126891+0.00467172j 0.00228599+0.00486325j -0.00674273+0.00119122j 0.000689915-0.000280878j -0.00508248+0.000712012j 0.00131597+0.00249868j 0.000189721-0.0031502j -0.000878997-9.87288e-05j 
-5.90829e-05+0.000525867j 0.000248807-0.000582512j 0.00215284-0.000581081j 0.000644166+0.000385787j 0.0029994-0.00113676j -0.000466954-0.000505405j 0.00608357-0.000705663j 0.00305517-0.000898629j 0.00391466-0.001706j -0.00234833-0.00273602j -0.0106004-0.00126537j -0.00628575-0.00195008j -0.0017544+0.000239247j -0.0072012+0.000791629j 0.00279863+0.000762177j -0.00815502+0.00233622j 0.0075821-2.37839e-05j 0.00596585-0.00916756j -0.00301906+0.0109188j 0.00480974-0.00220523j 0.0100156-0.00372872j -0.0132495+0.00190099j -0.0114696+0.00356098j 0.0138152+0.000397335j 0.0131637+0.00092429j -0.0107869+0.008682j -0.00175069+0.00430702j -0.0148996-0.0139102j 0.0153454-0.00855459j -0.0124641-0.00411626j 0.00514975-0.000108376j 0.0150469-0.00115072j 0.00439523-0.00660503j 0.00727781-0.00264487j 0.00293913-0.000460551j -0.0334294+0.00171416j -0.017081+0.0113002j -0.00863308-0.000466232j 0.014777-0.011456j -0.00684286+0.0097176j 0.0133983+0.00433846j -0.00384104-0.00585528j 0.00811505+0.0163975j -0.0107131-0.00508973j -0.0105704-0.0100372j -0.0039487+0.000660811j -0.00596999-0.00138628j -0.0158402-0.00313357j 0.000649123-0.000668523j 0.00207017+4.0713e-05j -0.00612694-0.00133837j 0.00145338+0.000822998j -0.00286323+0.00175812j 5.45228e-05-0.000214494j -0.00168279-0.00235143j -0.00133768+0.000916418j 
8.46127e-05-0.000252054j -0.000252892-0.00283783j -0.000312715+0.000245172j 0.00289986+0.00438505j 0.000652067+0.00931134j -0.00485087+0.000766271j -0.000695861-0.00358324j 0.00676542+0.000579894j 0.00549044+0.00254635j 0.00216758-0.00213144j -0.00645241-0.0086214j 0.010382-0.00637006j -0.00300585-0.013612j 0.00202021-0.00725603j 0.00671433-0.00710619j -0.0086644-0.00898393j 0.00297556+0.00120672j -0.0050116+0.00790871j -0.00755856-0.01836j -0.000210534-0.0135447j 0.0111366+0.00394569j 0.00569802-0.00200616j 0.00604061-0.00844945j -0.00451644-0.0101834j -0.0119445+0.00737719j 0.00291447+0.007396j 0.00311222+0.0127828j -0.000926049+0.0118347j 0.0106275+0.000161989j -0.0157477-0.00235211j 0.0109926-0.0151178j -0.00811575+0.00360454j -0.00354765+0.0119525j 0.00205748-0.00725068j 0.0031381-0.0125256j -0.00790724-0.0074529j 0.000753896-0.0133918j -0.00551669-0.00310412j 0.0106837+0.00642669j 0.00954719+0.00259683j -0.0104926-0.0161523j -0.0064444-0.00178647j 0.00633879+0.00790367j 0.00371201-0.00286615j 0.000586267-0.00171914j 0.00506206-0.00418215j 0.00946652+0.00832153j -0.00132855-0.0188428j 0.00969154-0.00385159j 0.000802349-0.0015163j -0.00333154-0.00353055j 0.00813981-0.00253451j 0.00521995-0.00305884j 0.000552356-0.00408001j -0.00411033+0.000571785j -0.0008627+0.00123349j 
8.9135e-05-0.000988763j 0.00164583+0.000631069j -0.000833951+0.000554167j 0.000417813+0.00120073j 0.000764849-0.00470615j -0.00417782+0.0021204j -0.00220063-0.000589902j -0.00391558+0.00360696j -0.00581896-0.00129118j -0.00385453+0.00451312j 0.00612584+0.00428588j 0.00683785-0.00324131j -0.00688566+0.00579422j -0.0081549+0.00768846j 0.00586627+0.0022441j -0.000809152+0.00806988j 0.0151066-0.00529467j -0.00954967-0.00340939j -0.0112274-0.00347127j -0.022445+0.00996388j -0.000366579-0.00419984j 0.0167163-0.00169844j 0.012687+0.00887943j 0.005617+0.00384932j -0.000422+0.00426579j -0.00275634-0.00161002j 0.00143649-0.000810397j -0.0183187-0.0051721j 0.0175802+0.0107887j -0.00400221+0.00269903j 0.0145574+0.00246673j -0.0183052+0.00276067j 0.00118637-0.00495929j -0.0146572-0.0099804j -0.0007775+0.00351557j 0.00309765+0.00721567j -0.00522984+0.00923804j 0.00318672+0.009565j 0.022125+0.00777938j 0.0251955+0.00439968j -0.00809113+0.0105508j -0.0027033+0.00222199j 0.0135908-0.000686193j -0.000663307-0.00632897j -0.00509882-0.00687371j 0.00339272-0.00103025j 0.0107932+0.000182848j 0.00056376+0.00493616j 0.0067009+0.0064417j 0.00105546+0.0013689j 6.59204e-05+0.00187622j 0.000849321-1.40209e-06j -0.0117365-0.00122j 0.00458356+0.00663187j 0.00276545-0.00026012j -0.000680342-0.000841601j 
-0.00342684-0.00146918j -0.0028173+0.000846918j -0.000595643-0.000935348j 0.00399513+0.000409686j -0.00448012-0.00108767j 0.000210489-0.00478636j -0.00642054-0.00352081j 0.00660304+0.00107618j -4.66016e-05-0.0011762j 0.00687699+0.0031604j 0.00202355+0.00483708j -0.00537324+0.00908173j 0.002998+0.00170053j 0.00483768-0.00489257j 0.0138614+0.000767931j 0.00456994-0.00248388j 0.00294305-0.00215056j -0.00314907-0.00363216j -0.00901126-0.00177769j 0.00451571-0.00463648j -0.0187976-0.000417474j 0.00539352+0.00931574j 0.00765609+0.00767205j -0.000805563-0.00224531j 0.00079731-0.0167287j -0.00206945+0.00259054j 0.0222467-0.000811655j -0.00507711-0.00173073j 0.0035317-0.00706895j -0.0290457-0.00321511j 0.00277069-0.00168061j -0.00459031-0.0162548j 0.00278294+0.0126709j -0.00428803+0.00535544j -0.0142271+0.00266605j 0.0185404+0.00512244j -0.00222765+0.0031715j -0.00368273+0.0138615j 0.00822669+0.00432377j -0.00239265+0.000992033j 0.00155736+0.00119344j -0.00224778-0.000412852j -0.00450201+0.00340731j 0.0057744+0.0186118j -0.00473189+0.00584257j -0.00169905-0.00613623j -0.0154894+0.00472281j -0.00220768-0.00136448j -0.003942-0.000203328j 0.00553081+0.00348082j 0.00475418-0.0012343j -0.00822103-0.00201914j 0.003471+0.00447864j -0.00227377-0.00152782j 0.00343981+0.000365056j 0.00014143+0.00280294j 
