0.994857-0j -0.000857216-0j -0.000524935-0j -0.000107152-0j -6.31399e-06-0j -0.00463339-0j 0.144628-0j -0.000610503-0j -8.81186e-05-0j -7.63129e-05-0j -8.99356e-06-0j -4.10498e-07-0j -0.00298146-0j -0.00301236-0j -0.000471411-0j -0.000476296-0j 0.0720873-0j -0.000248455-0j 0.0728343-0j 0.0104049-0j -0.00025103-0j 0.0105127-0j -6.21138e-05-0j -2.19605e-05-0j -6.27575e-05-0j -5.17615e-06-0j -2.21881e-05-0j -5.49014e-06-0j -5.22979e-06-0j -5.54703e-06-0j -4.57511e-07-0j -4.62252e-07-0j -1.70504e-08-0j -1.72271e-08-0j -0.0022467-0j -0.00278015-0j -0.00162176-0j -0.000350267-0j -0.000433433-0j -0.000252836-0j -0.000271315-0j -3.9161e-05-0j 0.0479074-0j -0.000335736-0j -0.000195846-0j -4.84593e-05-0j 0.00846892-0j 0.0592824-0j -2.82679e-05-0j -2.91889e-05-0j 0.0345814-0j 0.000705743-0j -2.52783e-05-0j 0.0104798-0j -3.61194e-05-0j -5.15991e-06-0j 0.000873313-0j 0.00611319-0j -3.12803e-05-0j -2.57996e-06-0j -2.10696e-05-0j -3.04051e-07-0j 0.000509432-0j -1.82469e-05-0j -6.38507e-06-0j -3.72385e-07-0j -3.19253e-06-0j -3.72462e-06-0j -3.76244e-07-0j -2.40373e-08-0j -1.86231e-06-0j -4.60803e-07-0j -2.19476e-07-0j -7.57105e-10-0j -2.97447e-08-0j -2.68801e-07-0j -9.36869e-10-0j -1.73511e-08-0j -5.46507e-10-0j 
0.000335736-0j 5.59559e-05-0j -0.00658625-0j -0.000668709-0j 4.12154e-07-0j -0.00127232-0j 8.45637e-07-0j -6.60115e-05-0j 9.96593e-08-0j -1.65892e-05-0j -9.72441e-07-0j 4.64261e-10-0j -0.000189079-0j -0.000189822-0j 0.00725873-0j 0.00728727-0j 0.00225961-0j -1.57566e-05-0j 0.0022685-0j -3.4114e-06-0j -1.58185e-05-0j -3.42481e-06-0j 0.000376602-0j 0.000402232-0j 0.000378083-0j -3.28262e-07-0j 0.000403813-0j 6.69226e-05-0j -3.29552e-07-0j 6.71857e-05-0j 2.77393e-06-0j 2.78484e-06-0j -1.08131e-09-0j -1.08556e-09-0j 0.000146657-0j -3.05476e-06-0j -0.000206222-0j 2.28641e-05-0j -4.76244e-07-0j -3.21506e-05-0j 0.411111-0j -0.000620666-0j 1.61674e-05-0j -0.00856316-0j -0.578087-0j 1.2928e-05-0j -0.000273241-0j -3.36755e-07-0j 0.000872754-0j 1.90534e-06-0j -2.27339e-05-0j 2.38168e-07-0j -0.000317162-0j 5.69142e-06-0j -3.9687e-08-0j -3.22018e-05-0j -4.96088e-09-0j 0.00038422-0j 6.60625e-06-0j -4.86395e-05-0j -2.67921e-06-0j 1.98473e-08-0j -3.34902e-07-0j 0.000445979-0j 6.7074e-07-0j -4.67223e-06-0j 1.01313e-06-0j 4.52807e-05-0j -4.13406e-10-0j -1.50011e-07-0j 6.83947e-05-0j 9.73193e-08-0j -2.79085e-08-0j 4.94211e-11-0j 3.12463e-09-0j 6.56989e-06-0j -1.02941e-12-0j 2.10939e-07-0j -6.94938e-11-0j 
-0.000195846-0j -3.2641e-05-0j 0.00384198-0j 0.00039008-0j -2.40423e-07-0j -0.0834477-0j 5.54626e-05-0j -0.00432948-0j 6.53633e-06-0j -0.00108803-0j -6.37793e-05-0j 3.04494e-08-0j -0.000113528-0j -0.000102987-0j 0.00435833-0j 0.00395366-0j 0.00135673-0j -9.46065e-06-0j 0.00123076-0j -2.04829e-06-0j -8.58223e-06-0j -1.85811e-06-0j 0.000226122-0j 0.000241511-0j 0.000205126-0j -1.97097e-07-0j 0.000219086-0j 4.01821e-05-0j -1.78796e-07-0j 3.64512e-05-0j 1.66554e-06-0j 1.5109e-06-0j -6.49245e-10-0j -5.88963e-10-0j -8.55498e-05-0j 0.000206222-0j -0.000237385-0j -1.33374e-05-0j 3.21506e-05-0j -3.70089e-05-0j -0.239815-0j 0.000362055-0j -9.43097e-06-0j 0.578087-0j -0.665443-0j -0.000872754-0j 0.000159391-0j 2.27339e-05-0j 0.00100464-0j -1.11145e-06-0j -2.61692e-05-0j -1.38931e-07-0j 0.000185011-0j -0.00038422-0j 2.67921e-06-0j 1.87844e-05-0j 3.34902e-07-0j 0.00044228-0j -0.000445979-0j 2.8373e-05-0j -3.08407e-06-0j -1.15776e-08-0j -3.85509e-07-0j 0.000513371-0j -4.52807e-05-0j 2.72547e-06-0j -6.83947e-05-0j 5.21232e-05-0j 2.79085e-08-0j 8.75065e-08-0j 7.87299e-05-0j -6.56989e-06-0j -3.21258e-08-0j -2.8829e-11-0j -2.10939e-07-0j 7.56268e-06-0j 6.94938e-11-0j 2.42814e-07-0j -7.99951e-11-0j 
-4.84593e-05-0j 0.000769711-0j -4.94585e-06-0j -0.00448797-0j -0.00163227-0j 0.000183644-0j 1.16323e-05-0j -9.96593e-08-0j -6.39458e-05-0j 1.18722e-06-0j -2.00005e-05-0j -3.07509e-06-0j 2.72912e-05-0j 2.73985e-05-0j 0.0998487-0j 0.100241-0j 3.4114e-06-0j 2.27426e-06-0j 3.42481e-06-0j 0.0021889-0j 2.28321e-06-0j 0.00219751-0j -5.41855e-05-0j 2.01018e-07-0j -5.43986e-05-0j 0.000645475-0j 2.01809e-07-0j 0.000223404-0j 0.000648013-0j 0.000224282-0j 0.000114907-0j 0.000115359-0j 1.07657e-05-0j 1.08081e-05-0j -2.11681e-05-0j 4.40916e-07-0j 2.97656e-05-0j 0.000314511-0j -6.55105e-06-0j -0.000442252-0j 0.000620666-0j 0.398247-0j -2.33356e-06-0j -1.2928e-05-0j -0.000872754-0j -0.0082952-0j 3.93139e-05-0j 4.86065e-08-0j -0.559997-0j 2.62093e-05-0j 3.28135e-06-0j -0.00046832-0j -2.38168e-07-0j -8.18882e-07-0j -5.45921e-07-0j -0.000216119-0j 9.75478e-06-0j -5.52816e-05-0j 4.96088e-09-0j 2.3166e-06-0j -3.68544e-05-0j -7.86023e-05-0j 0.000658532-0j 3.34902e-07-0j 4.50161e-06-0j -4.77977e-05-0j -4.82531e-08-0j 0.000303897-0j 1.63723e-06-0j -1.0393e-05-0j -3.2575e-06-0j 9.95593e-07-0j 0.000110527-0j -6.89826e-07-0j 2.16478e-07-0j 6.72111e-05-0j 1.43686e-08-0j 1.46141e-05-0j 9.70004e-07-0j 
-0.00846892-0j -0.000344071-0j -0.000858914-0j 0.00831095-0j -1.02986e-05-0j 3.94427e-05-0j 0.0580513-0j -0.000496863-0j -7.14887e-05-0j 0.00588753-0j 0.00105-0j -8.37812e-07-0j 2.53803e-05-0j 2.56433e-05-0j -0.000189216-0j -0.000191177-0j 0.0586688-0j 2.11502e-06-0j 0.0592768-0j 0.00844127-0j 2.13694e-06-0j 0.00852875-0j 0.00238357-0j -5.39922e-05-0j 0.00240827-0j -6.32098e-06-0j -5.45517e-05-0j 0.000856109-0j -6.38648e-06-0j 0.000864981-0j 7.13436e-05-0j 7.2083e-05-0j -4.17882e-08-0j -4.22213e-08-0j -3.76123e-05-0j 2.36666e-05-0j 1.38055e-05-0j 0.000276487-0j -0.000173972-0j -0.000101484-0j 0.00043425-0j 6.24799e-05-0j 0.000802024-0j -0.000273241-0j -0.000159391-0j -3.93139e-05-0j 0.639123-0j -0.000504654-0j -2.29331e-05-0j 2.30406e-05-0j -0.000294381-0j -0.00169489-0j 8.13409e-05-0j -0.402152-0j -1.44977e-05-0j -0.000787064-0j 0.00106647-0j -0.234589-0j -5.11817e-05-0j -0.000588177-0j -8.45699e-06-0j 9.75294e-07-0j 0.000622105-0j -2.9856e-05-0j 0.000495241-0j -0.000171895-0j 0.000370096-0j 0.00028889-0j -6.13679e-07-0j -9.224e-06-0j 0.000215889-0j 0.00010816-0j -3.5798e-07-0j 4.25945e-09-0j 5.80398e-06-0j 6.30936e-05-0j -2.68015e-09-0j 3.38565e-06-0j -1.56342e-09-0j 
-0.0592824-0j -0.00737417-0j 3.12803e-05-0j 6.38507e-06-0j 3.76244e-07-0j 4.78365e-06-0j -0.000149318-0j -9.09925e-05-0j -1.31336e-05-0j 7.87876e-08-0j 9.28521e-09-0j 4.2381e-10-0j -0.000172604-0j -0.000173283-0j -2.72912e-05-0j -2.73985e-05-0j 0.00417332-0j 0.00416735-0j 0.00418972-0j 0.000602366-0j 0.00418374-0j 0.000604735-0j 0.000519121-0j -1.27135e-06-0j 0.000521162-0j 4.32601e-05-0j -1.27635e-06-0j -3.17838e-07-0j 4.34302e-05-0j -3.19088e-07-0j -2.64865e-08-0j -2.65906e-08-0j -9.87094e-10-0j -9.90975e-10-0j 0.000133879-0j -2.7886e-06-0j -0.000188254-0j 2.0872e-05-0j -4.34749e-07-0j -2.93493e-05-0j 1.61674e-05-0j 2.33356e-06-0j 0.412122-0j -3.36755e-07-0j -2.27339e-05-0j -4.86065e-08-0j -0.000504654-0j -0.00858422-0j -3.28135e-06-0j -0.000503932-0j -0.579509-0j -4.20545e-05-0j -0.000217456-0j 1.05116e-05-0j 1.04966e-05-0j -4.4388e-05-0j 8.75965e-07-0j 0.000709622-0j 4.52945e-06-0j 1.53737e-07-0j 0.000708608-0j -2.61559e-06-0j 5.91352e-05-0j 0.000305777-0j 9.24571e-07-0j 2.219e-08-0j -3.20223e-09-0j 6.24165e-05-0j 5.44809e-08-0j 1.43236e-09-0j -2.16178e-07-0j -4.62202e-10-0j 3.67793e-06-0j 4.5115e-11-0j -2.9835e-11-0j -3.12026e-08-0j -9.39715e-13-0j -2.01412e-09-0j -6.34388e-11-0j 
2.82679e-05-0j -0.000448998-0j 2.88508e-06-0j 0.00261798-0j 0.000952159-0j 0.0120446-0j 0.000762926-0j -6.53633e-06-0j -0.004194-0j 7.78658e-05-0j -0.00131177-0j -0.000201686-0j 1.63863e-05-0j 1.48649e-05-0j 0.0599518-0j 0.0543853-0j 2.04829e-06-0j 1.36553e-06-0j 1.85811e-06-0j 0.00131427-0j 1.23874e-06-0j 0.00119224-0j -3.25344e-05-0j 1.20697e-07-0j -2.95136e-05-0j 0.00038756-0j 1.0949e-07-0j 0.000134137-0j 0.000351575-0j 0.000121683-0j 6.89934e-05-0j 6.25874e-05-0j 6.46404e-06-0j 5.86385e-06-0j 1.2348e-05-0j -2.97656e-05-0j 3.42636e-05-0j -0.000183465-0j 0.000442252-0j -0.000509082-0j -0.000362055-0j -0.23231-0j 1.36124e-06-0j 0.000872754-0j -0.00100464-0j 0.559997-0j -2.29331e-05-0j -3.28135e-06-0j -0.644619-0j -1.52888e-05-0j 3.7772e-06-0j 0.000273187-0j 1.38931e-07-0j 5.52816e-05-0j 3.68544e-05-0j 0.000126069-0j -0.000658532-0j -6.36352e-05-0j -3.34902e-07-0j -1.35135e-06-0j -4.24235e-05-0j 4.58513e-05-0j 0.000758043-0j 3.85509e-07-0j -0.000303897-0j 2.7882e-05-0j 3.2575e-06-0j 0.000349819-0j -0.000110527-0j 6.06256e-06-0j -3.74974e-06-0j -6.72111e-05-0j 0.000127229-0j 4.02398e-07-0j -1.46141e-05-0j 7.73675e-05-0j -9.70004e-07-0j 1.68225e-05-0j 1.11658e-06-0j 
2.91889e-05-0j 0.0664579-0j 2.97908e-06-0j -5.79533e-05-0j -6.8657e-06-0j 2.62951e-05-0j -0.000200079-0j -0.00100381-0j 0.0138081-0j -2.04205e-05-0j -7.3218e-06-0j -5.58541e-07-0j 1.69202e-05-0j 1.70955e-05-0j -0.000126144-0j -0.000127451-0j 2.11502e-06-0j 0.0587705-0j 2.13694e-06-0j -2.90936e-05-0j 0.0593795-0j -2.93951e-05-0j 0.00481554-0j 1.24629e-07-0j 0.00486544-0j 0.00122091-0j 1.25921e-07-0j -2.96935e-06-0j 0.00123356-0j -3.00012e-06-0j -4.97488e-07-0j -5.02644e-07-0j -2.78588e-08-0j -2.81475e-08-0j -2.50749e-05-0j 1.57778e-05-0j 9.20369e-06-0j 0.000184324-0j -0.000115982-0j -6.76559e-05-0j -3.02808e-06-0j 4.16533e-05-0j 0.000800877-0j 1.90534e-06-0j 1.11145e-06-0j -2.62093e-05-0j 2.30406e-05-0j -0.000503932-0j -1.52888e-05-0j 0.640231-0j -0.00029396-0j 5.84158e-06-0j 8.17392e-05-0j -1.44977e-05-0j -0.402849-0j -0.00159011-0j -3.67567e-06-0j -8.45699e-06-0j -5.14324e-05-0j 1.35768e-06-0j -0.234996-0j -0.000188379-0j -2.14414e-06-0j -3.00022e-05-0j 0.00100054-0j 5.96204e-07-0j -8.54285e-07-0j 0.000583647-0j 0.000118533-0j 6.43202e-08-0j -4.98333e-07-0j -3.75147e-07-0j 6.91443e-05-0j 2.83963e-09-0j -4.04719e-08-0j -2.18836e-07-0j -1.78677e-09-0j -2.36086e-08-0j -1.04228e-09-0j 
0.0345814-0j 0.0043016-0j -1.82469e-05-0j -3.72462e-06-0j -2.19476e-07-0j 0.000313744-0j -0.0097933-0j -0.00596791-0j -0.000861393-0j 5.16743e-06-0j 6.08987e-07-0j 2.77963e-08-0j -0.000103636-0j -9.40136e-05-0j -1.63863e-05-0j -1.48649e-05-0j 0.00250577-0j 0.00250219-0j 0.00227311-0j 0.000361676-0j 0.00226986-0j 0.000328095-0j 0.000311694-0j -7.63353e-07-0j 0.000282753-0j 2.59745e-05-0j -6.92476e-07-0j -1.90838e-07-0j 2.35628e-05-0j -1.73119e-07-0j -1.59032e-08-0j -1.44266e-08-0j -5.92677e-10-0j -5.37647e-10-0j -7.80959e-05-0j 0.000188254-0j -0.000216702-0j -1.21753e-05-0j 2.93493e-05-0j -3.37843e-05-0j -9.43097e-06-0j -1.36124e-06-0j -0.240405-0j 2.27339e-05-0j -2.61692e-05-0j 3.28135e-06-0j 0.000294381-0j 0.579509-0j -3.7772e-06-0j 0.00029396-0j -0.667079-0j 2.45318e-05-0j 0.000126849-0j -0.000709622-0j -0.000708608-0j 2.5893e-05-0j -5.91352e-05-0j 0.000816854-0j -0.000305777-0j -8.96798e-08-0j 0.000815687-0j 1.52576e-06-0j 6.80712e-05-0j 0.000351984-0j -6.24165e-05-0j -1.29442e-08-0j 2.16178e-07-0j 7.18483e-05-0j -3.67793e-06-0j -8.35542e-10-0j -2.48845e-07-0j 3.12026e-08-0j 4.2337e-06-0j -2.63171e-11-0j 2.01412e-09-0j -3.59177e-08-0j 6.34388e-11-0j -2.31848e-09-0j -7.30252e-11-0j 
0.000705743-0j 8.72341e-05-0j -3.72385e-07-0j -0.00103554-0j 0.0116297-0j -3.28689e-06-0j -0.014718-0j -4.33086e-07-0j -0.000851596-0j 7.76594e-06-0j 0.00401002-0j 0.00191029-0j -2.11502e-06-0j -2.13694e-06-0j 4.79728e-05-0j 4.847e-05-0j 5.11381e-05-0j -1.76252e-07-0j 5.16681e-05-0j 0.100555-0j -1.78079e-07-0j 0.101597-0j 6.32098e-06-0j -1.55786e-08-0j 6.38648e-06-0j 0.00230793-0j -1.57401e-08-0j -5.30578e-05-0j 0.00233184-0j -5.36076e-05-0j 0.000842691-0j 0.000851424-0j 0.000159526-0j 0.000161179-0j 3.13436e-06-0j -1.97222e-06-0j -1.15046e-06-0j -7.0099e-05-0j 4.4108e-05-0j 2.57297e-05-0j 3.7851e-07-0j 0.000744281-0j -6.68353e-05-0j -2.38168e-07-0j -1.38931e-07-0j -0.00046832-0j 0.00169489-0j 4.20545e-05-0j -0.000273187-0j -5.84158e-06-0j 2.45318e-05-0j 0.618841-0j 3.52656e-08-0j -0.00106647-0j 3.67567e-06-0j 9.80676e-05-0j -0.38939-0j -0.000622105-0j -2.219e-08-0j -5.16328e-07-0j 2.14414e-06-0j -0.00110136-0j -0.227144-0j -1.29442e-08-0j -6.17066e-05-0j -0.000326531-0j 3.24886e-07-0j -3.59955e-05-0j 0.000693004-0j -0.000219984-0j 1.89517e-07-0j 0.000205461-0j 0.000404252-0j -2.4455e-05-0j 0.000138419-0j 0.000119852-0j 1.53877e-05-0j 8.07446e-05-0j 8.97618e-06-0j 
2.52783e-05-0j -0.000608211-0j 0.0471607-0j -0.000101224-0j 3.10321e-08-0j 2.27723e-05-0j 3.67486e-06-0j 0.0832586-0j -6.25219e-05-0j 0.00685604-0j -8.49601e-06-0j 2.01752e-09-0j 1.46533e-05-0j 1.48052e-05-0j 2.31689e-06-0j 2.3409e-06-0j -0.000352065-0j -0.000353789-0j -0.000355713-0j 2.64378e-07-0j -0.000357455-0j 2.67118e-07-0j 0.00847089-0j 0.00598122-0j 0.00855867-0j -3.67258e-06-0j 0.00604321-0j 0.00049324-0j -3.71064e-06-0j 0.000498351-0j -4.322e-07-0j -4.36679e-07-0j 8.37997e-11-0j 8.46681e-11-0j -2.17155e-05-0j 1.36639e-05-0j 7.97063e-06-0j -3.3855e-06-0j 2.13024e-06-0j 1.24264e-06-0j 0.000504051-0j -3.7851e-07-0j 0.000345593-0j -0.000317162-0j -0.000185011-0j 2.38168e-07-0j 8.13409e-05-0j -0.000217456-0j 1.38931e-07-0j 8.17392e-05-0j -0.000126849-0j -3.52656e-08-0j 0.644759-0j -5.11817e-05-0j -5.14324e-05-0j -0.00138389-0j 2.219e-08-0j -2.9856e-05-0j -0.405699-0j -0.0013819-0j -3.00022e-05-0j 4.24256e-07-0j 1.29442e-08-0j -0.236658-0j 0.000870776-0j -6.57936e-05-0j 0.000869526-0j 0.000507953-0j -2.66952e-07-0j 4.46567e-08-0j 0.000507223-0j 4.1399e-05-0j -1.55722e-07-0j -7.31778e-12-0j -2.80991e-08-0j 2.41494e-05-0j 4.60454e-12-0j -1.63911e-08-0j 2.68598e-12-0j 
0.0104798-0j 0.000425767-0j 0.00106285-0j -0.0102843-0j 1.27438e-05-0j -8.45637e-07-0j -0.0012446-0j 1.06526e-05-0j 1.53269e-06-0j -0.000126227-0j -2.25117e-05-0j 1.79624e-08-0j 3.05124e-05-0j 3.06324e-05-0j -0.000227477-0j -0.000228372-0j 0.0705322-0j 2.5427e-06-0j 0.0708095-0j 0.0101482-0j 2.5527e-06-0j 0.0101881-0j 0.00286555-0j -6.49099e-05-0j 0.00287682-0j -7.59914e-06-0j -6.51651e-05-0j 0.00102922-0j -7.62902e-06-0j 0.00103327-0j 8.577e-05-0j 8.61072e-05-0j -5.02382e-08-0j -5.04358e-08-0j -2.36666e-05-0j 4.92959e-07-0j 3.3279e-05-0j 0.000173972-0j -3.62372e-06-0j -0.000244633-0j 0.000273241-0j 3.93139e-05-0j 0.000504654-0j -5.69142e-06-0j -0.00038422-0j -8.18882e-07-0j 0.402152-0j -1.05116e-05-0j -5.52816e-05-0j 1.44977e-05-0j -0.000709622-0j -0.00106647-0j 5.11817e-05-0j -0.00837655-0j -3.01977e-07-0j -0.000495241-0j 2.22138e-05-0j -0.565489-0j -1.06608e-06-0j -0.000370096-0j -2.0386e-05-0j 6.13679e-07-0j 0.00149962-0j -7.19695e-05-0j 1.03155e-05-0j -0.00010816-0j 7.70884e-06-0j 0.000696386-0j -1.27825e-08-0j -5.80398e-06-0j 0.000520413-0j 2.25291e-06-0j -8.6293e-07-0j 2.68015e-09-0j 1.20893e-07-0j 0.000152091-0j -5.58257e-11-0j 8.1613e-06-0j -3.76872e-09-0j 
-3.61194e-05-0j -0.0822375-0j -3.68642e-06-0j 7.17136e-05-0j 8.49587e-06-0j -5.63758e-07-0j 4.28962e-06-0j 2.15214e-05-0j -0.000296042-0j 4.37807e-07-0j 1.56977e-07-0j 1.19749e-08-0j 2.03416e-05-0j 2.04216e-05-0j -0.000151652-0j -0.000152248-0j 2.5427e-06-0j 0.0706544-0j 2.5527e-06-0j -3.49766e-05-0j 0.0709322-0j -3.51141e-05-0j 0.00578929-0j 1.4983e-07-0j 0.00581205-0j 0.00146779-0j 1.50419e-07-0j -3.56978e-06-0j 0.00147356-0j -3.58382e-06-0j -5.98085e-07-0j -6.00437e-07-0j -3.34922e-08-0j -3.36238e-08-0j -1.57778e-05-0j 3.2864e-07-0j 2.2186e-05-0j 0.000115982-0j -2.41582e-06-0j -0.000163088-0j -1.90534e-06-0j 2.62093e-05-0j 0.000503932-0j 3.9687e-08-0j 2.67921e-06-0j -5.45921e-07-0j 1.44977e-05-0j -1.04966e-05-0j -3.68544e-05-0j 0.402849-0j -0.000708608-0j 3.67567e-06-0j 5.14324e-05-0j -3.01977e-07-0j -0.00839107-0j -0.00100054-0j -7.65617e-08-0j -2.0386e-05-0j -1.0713e-06-0j 8.54285e-07-0j -0.56647-0j -0.000118533-0j -5.16857e-06-0j -7.2322e-05-0j 2.08405e-05-0j 3.75147e-07-0j -1.77942e-08-0j 0.00140691-0j 2.46896e-06-0j 4.04719e-08-0j -1.20126e-06-0j -7.81404e-09-0j 0.000166676-0j 1.78677e-09-0j -8.43001e-10-0j -5.27515e-07-0j -3.72172e-11-0j -5.69098e-08-0j -2.51248e-09-0j 
-5.15991e-06-0j -0.0118318-0j 0.000101224-0j 0.0456875-0j -0.000173803-0j -4.64837e-06-0j 7.14887e-05-0j -0.00845333-0j 0.0567337-0j -0.00140242-0j 0.0117515-0j -1.88986e-05-0j -2.9911e-06-0j -3.02209e-06-0j 4.50716e-05-0j 4.55387e-05-0j 3.57455e-05-0j 7.22168e-05-0j 3.61159e-05-0j -0.000239902-0j 7.29652e-05-0j -0.000242389-0j 0.0819653-0j 6.36304e-06-0j 0.0828147-0j 0.0102128-0j 6.42898e-06-0j 0.00470625-0j 0.0103187-0j 0.00475502-0j 0.00120403-0j 0.00121651-0j -1.17992e-06-0j -1.19215e-06-0j 4.43266e-06-0j -2.78914e-06-0j -1.627e-06-0j -6.58596e-05-0j 4.14405e-05-0j 2.41736e-05-0j -5.11768e-05-0j 0.000343468-0j -7.05439e-05-0j 3.22018e-05-0j 1.87844e-05-0j -0.000216119-0j 0.000787064-0j 4.4388e-05-0j -0.000126069-0j 0.00159011-0j 2.5893e-05-0j 9.80676e-05-0j 0.00138389-0j -0.000495241-0j -0.00100054-0j 0.624617-0j -6.17066e-05-0j -0.00028889-0j -0.000870776-0j 0.000140105-0j -0.000583647-0j -0.00237616-0j -3.59955e-05-0j -0.000507953-0j -0.393025-0j -0.00192383-0j -8.81575e-05-0j -0.229265-0j 0.00149514-0j -0.000208067-0j -5.14252e-05-0j 0.00121052-0j 0.000872164-0j 1.44452e-07-0j 0.000130921-0j 0.000706137-0j -9.08925e-08-0j 7.63705e-05-0j -5.30207e-08-0j 
-0.000873313-0j -0.000107947-0j 4.60803e-07-0j 0.00128141-0j -0.0143911-0j 7.04698e-08-0j 0.000315549-0j 9.28521e-09-0j 1.82579e-05-0j -1.66499e-07-0j -8.59735e-05-0j -4.09559e-05-0j -2.5427e-06-0j -2.5527e-06-0j 5.76734e-05-0j 5.79002e-05-0j 6.14788e-05-0j -2.11892e-07-0j 6.17205e-05-0j 0.120888-0j -2.12725e-07-0j 0.121364-0j 7.59914e-06-0j -1.87288e-08-0j 7.62902e-06-0j 0.00277461-0j -1.88024e-08-0j -6.37866e-05-0j 0.00278552-0j -6.40374e-05-0j 0.00101309-0j 0.00101707-0j 0.000191783-0j 0.000192537-0j 1.97222e-06-0j -4.10799e-08-0j -2.77325e-06-0j -4.4108e-05-0j 9.1874e-07-0j 6.20228e-05-0j 2.38168e-07-0j 0.00046832-0j -4.20545e-05-0j -4.96088e-09-0j -3.34902e-07-0j -9.75478e-06-0j 0.00106647-0j 8.75965e-07-0j -0.000658532-0j -3.67567e-06-0j 5.91352e-05-0j 0.38939-0j 2.219e-08-0j -2.22138e-05-0j 7.65617e-08-0j 6.17066e-05-0j -0.00811073-0j -0.00149962-0j -4.62202e-10-0j -3.24886e-07-0j 5.16857e-06-0j -0.000693004-0j -0.547544-0j -3.12026e-08-0j -1.28531e-06-0j -0.000205461-0j 6.76716e-09-0j -8.67692e-05-0j 1.44348e-05-0j -0.000138419-0j 4.56841e-07-0j 4.27962e-06-0j 0.000974472-0j -1.53877e-05-0j 2.88318e-06-0j 0.000288911-0j 3.20516e-07-0j 0.000194639-0j 2.16376e-05-0j 
-0.00611319-0j -0.000248364-0j -0.000619997-0j 0.00599916-0j -7.43389e-06-0j -5.54626e-05-0j -0.0816292-0j 0.000698667-0j 0.000100524-0j -0.00827879-0j -0.00147647-0j 1.1781e-06-0j 1.83205e-05-0j 1.66194e-05-0j -0.000136583-0j -0.000123902-0j 0.0423494-0j 1.52671e-06-0j 0.0384172-0j 0.00609323-0j 1.38495e-06-0j 0.00552748-0j 0.00172055-0j -3.89736e-05-0j 0.0015608-0j -4.56272e-06-0j -3.53549e-05-0j 0.000617972-0j -4.13908e-06-0j 0.000560594-0j 5.14985e-05-0j 4.67169e-05-0j -3.01643e-08-0j -2.73636e-08-0j 1.38055e-05-0j -3.3279e-05-0j 3.83078e-05-0j -0.000101484-0j 0.000244633-0j -0.000281599-0j -0.000159391-0j -2.29331e-05-0j -0.000294381-0j 0.00038422-0j -0.00044228-0j 5.52816e-05-0j -0.234589-0j 0.000709622-0j -6.36352e-05-0j -8.45699e-06-0j -0.000816854-0j 0.000622105-0j -2.9856e-05-0j 0.565489-0j 2.0386e-05-0j 0.00028889-0j -0.00149962-0j -0.650941-0j 7.19695e-05-0j 0.000215889-0j -2.34666e-05-0j -3.5798e-07-0j 0.00172623-0j -8.2845e-05-0j -0.000696386-0j 6.30936e-05-0j -0.000520413-0j 0.000801618-0j 8.6293e-07-0j 3.38565e-06-0j 0.000599053-0j -0.000152091-0j -9.93328e-07-0j -1.56342e-09-0j -8.1613e-06-0j 0.000175073-0j 3.76872e-09-0j 9.39457e-06-0j -4.33821e-09-0j 
-3.12803e-05-0j 0.000752623-0j -0.0583584-0j 0.000125258-0j -3.84002e-08-0j -4.88229e-07-0j -7.87876e-08-0j -0.00178503-0j 1.34045e-06-0j -0.000146991-0j 1.82151e-07-0j -4.32549e-11-0j 1.76164e-05-0j 1.76856e-05-0j 2.78539e-06-0j 2.79634e-06-0j -0.000423256-0j -0.000425328-0j -0.00042492-0j 3.17838e-07-0j -0.000427001-0j 3.19088e-07-0j 0.0101838-0j 0.00719068-0j 0.0102238-0j -4.41521e-06-0j 0.00721896-0j 0.000592978-0j -4.43257e-06-0j 0.000595309-0j -5.19595e-07-0j -5.21638e-07-0j 1.00745e-10-0j 1.01141e-10-0j -1.36639e-05-0j 2.8461e-07-0j 1.92136e-05-0j -2.13024e-06-0j 4.43714e-08-0j 2.99545e-06-0j 0.000317162-0j -2.38168e-07-0j 0.000217456-0j -6.60625e-06-0j -0.000445979-0j 4.96088e-09-0j 5.11817e-05-0j -4.52945e-06-0j 3.34902e-07-0j 5.14324e-05-0j -0.000305777-0j -2.219e-08-0j 0.405699-0j -1.06608e-06-0j -1.0713e-06-0j -0.000870776-0j 4.62202e-10-0j -7.19695e-05-0j -0.00845042-0j -0.000869526-0j -7.2322e-05-0j 2.66952e-07-0j 3.12026e-08-0j -0.570476-0j 1.81377e-05-0j -4.1399e-05-0j 1.81116e-05-0j 0.00122445-0j -5.56043e-09-0j 2.80991e-08-0j 0.00122269-0j 8.62312e-07-0j -3.75377e-07-0j -4.60454e-12-0j -5.85285e-10-0j 5.82135e-05-0j 9.59093e-14-0j -3.95117e-08-0j 6.4747e-12-0j 
