0.49278-0j -0.512476-0j -0.0595889-0j 0.0716384-0j -0.0430136-0j -0.0363761-0j -0.00525044-0j -0.0424388-0j 0.0764855-0j -0.00612552-0j 0.0360769-0j 0.0110397-0j 0.00520725-0j -0.015317-0j -0.00221082-0j -0.0264821-0j -0.00468141-0j -0.000390118-0j -0.0299147-0j 0.0237299-0j -0.00528822-0j -0.0246783-0j -0.000440685-0j 0.0628994-0j 0.00419489-0j -0.00436256-0j 0.000349574-0j 0.0171291-0j 0.0111191-0j -0.000363546-0j -0.00563321-0j 0.000926595-0j 0.00302803-0j 0.000252336-0j -0.00099582-0j -8.2985e-05-0j -0.0208702-0j -0.00347837-0j -0.00213006-0j -0.0230991-0j -0.000434797-0j -2.56206e-05-0j 0.0177416-0j -0.00384985-0j -0.0121743-0j -0.0184507-0j -0.00235754-0j -0.000481232-0j 0.0206985-0j 0.00295693-0j -2.83568e-05-0j -0.00202905-0j 0.037019-0j 0.00181074-0j -0.0124279-0j -0.00307512-0j -0.00124253-0j 0.0387949-0j -0.00188312-0j 0.000369617-0j -0.000253631-0j 0.00344975-0j -0.00038439-0j 2.17799e-05-0j 0.00747049-0j 0.00211253-0j 0.00616984-0j -1.49454e-05-0j -0.00207132-0j -2.26504e-05-0j -0.00200597-0j 0.00377824-0j 0.000431219-0j 0.00646582-0j -0.00126842-0j 0.00077123-0j 0.00395949-0j 2.54098e-05-0j 0.00124508-0j -0.000258915-0j 0.000808228-0j 0.000762454-0j 4.54452e-05-0j -1.52567e-05-0j -0.000334328-0j 0.000155635-0j -0.000204733-0j 4.76253e-05-0j -4.1791e-05-0j 9.1709e-06-0j -2.46256e-06-0j 
0.000434797-0j 0.000439302-0j -0.00486808-0j -0.00602394-0j -0.00351397-0j -0.00298118-0j 0.0200079-0j -0.00347804-0j -0.00212986-0j 0.0233425-0j -0.00304328-0j 0.0142943-0j 0.0204247-0j -0.00125529-0j 0.00842476-0j 2.27008e-05-0j 0.0365637-0j 0.00455581-0j 2.56433e-05-0j 2.09377e-05-0j 0.0413031-0j 2.11547e-05-0j 0.00514633-0j 1.83205e-05-0j 0.0337238-0j 0.0340733-0j 0.00420196-0j 1.51136e-05-0j 0.0295083-0j 0.00424551-0j 4.82887e-06-0j 0.00367672-0j 0.0243431-0j 0.00303314-0j 0.00777775-0j 0.000969102-0j -8.92616e-05-0j 0.0014178-0j 0.00175108-0j 1.98009e-05-0j 0.79035-0j -0.00300664-0j 1.5654e-05-0j -0.000314511-0j 1.0436e-05-0j 1.58162e-05-0j -0.000388442-0j -0.175323-0j 1.8263e-05-0j -0.000248643-0j 0.000666962-0j -0.000165762-0j 6.45695e-06-0j -0.00030709-0j 1.06534e-05-0j -0.00025122-0j -0.000204727-0j 1.12997e-05-0j -0.000310273-0j -0.138605-0j -0.0924035-0j -0.000290084-0j -0.140042-0j 0.00052728-0j 6.59147e-06-0j -0.000358272-0j -0.00010256-0j 0.00035152-0j -0.000169215-0j 0.000532744-0j 1.71955e-06-0j -0.000126668-0j -0.161706-0j -0.00017948-0j -0.000208992-0j -0.0571718-0j -0.00022167-0j 0.00061516-0j -0.000104697-0j -0.0943286-0j -0.100051-0j -0.000129307-0j 0.000217492-0j 0.000358843-0j -2.73127e-05-0j -0.0583629-0j -3.3733e-05-0j 0.000380611-0j -0.0152254-0j 0.000222023-0j 5.79202e-05-0j 
-2.56206e-05-0j -2.58861e-05-0j 0.000576719-0j 0.000713653-0j 0.000416298-0j -1.83743e-06-0j -0.00727685-0j -2.14367e-06-0j -1.31272e-06-0j -0.00848965-0j -1.87571e-06-0j -0.00519883-0j -0.00742845-0j -7.7369e-07-0j -0.00306408-0j -1.33766e-06-0j 4.53081e-05-0j 0.0511646-0j -1.51105e-06-0j -1.23376e-06-0j 5.11809e-05-0j -1.24655e-06-0j 0.0577965-0j -1.07954e-06-0j 4.1789e-05-0j 4.22221e-05-0j 0.0471907-0j -8.90578e-07-0j 3.65654e-05-0j 0.0476797-0j -2.84544e-07-0j 0.0412918-0j 3.01649e-05-0j 0.034064-0j 9.63783e-06-0j 0.0108836-0j 5.25979e-06-0j -0.000167966-0j 5.36825e-07-0j -1.16678e-06-0j 0.00300664-0j 0.764909-0j -9.22421e-07-0j 3.726e-05-0j -6.14947e-07-0j -9.3198e-07-0j -1.19084e-07-0j -0.000666962-0j -1.07616e-06-0j 2.94566e-05-0j -0.16968-0j 1.96377e-05-0j -3.80479e-07-0j -9.41442e-08-0j -6.27759e-07-0j 2.97619e-05-0j -6.27628e-08-0j -6.65839e-07-0j -9.51198e-08-0j -0.00052728-0j -0.00035152-0j 3.4366e-05-0j -0.000532744-0j -0.134144-0j -3.88406e-07-0j -1.09835e-07-0j 1.21502e-05-0j -0.0894291-0j 2.00469e-05-0j -0.135534-0j -1.01325e-07-0j -3.88325e-08-0j -0.00061516-0j 2.12629e-05-0j -6.40704e-08-0j -0.000217492-0j -6.79569e-08-0j -0.156501-0j 1.24034e-05-0j -0.000358843-0j -0.000380611-0j -3.96415e-08-0j -0.0553314-0j -0.0912922-0j 3.23572e-06-0j -0.000222023-0j -1.03415e-08-0j -0.09683-0j -5.79202e-05-0j -0.0564842-0j -0.0147353-0j 
0.0177416-0j -0.0184507-0j -0.00214538-0j 0.0025792-0j -0.00154862-0j 0.00388694-0j 0.000561032-0j -0.00152793-0j 0.00275371-0j -0.000220537-0j 0.00129888-0j 0.000397464-0j 0.000187477-0j -0.000551458-0j -7.95961e-05-0j -0.000953435-0j -0.000168545-0j -1.40454e-05-0j 0.0031965-0j 0.000854349-0j 0.000565067-0j -0.000888496-0j 4.7089e-05-0j 0.00226457-0j 0.000151029-0j -0.000157065-0j 1.25857e-05-0j 0.000616701-0j 0.000400323-0j -1.30888e-05-0j -0.000202813-0j 3.33603e-05-0j 0.000109018-0j 9.08487e-06-0j -3.58526e-05-0j -2.98771e-06-0j 0.14534-0j -0.000125232-0j -7.66886e-05-0j 0.160862-0j -1.5654e-05-0j -9.22421e-07-0j 0.366693-0j -0.000138606-0j 0.0847818-0j -0.38135-0j -8.48788e-05-0j -1.73258e-05-0j -0.144144-0j -0.00031596-0j -1.02093e-06-0j -7.3052e-05-0j -0.2578-0j -0.000193485-0j 0.0865481-0j 0.000328589-0j -4.4735e-05-0j -0.270168-0j 0.000201219-0j -3.9495e-05-0j -9.1315e-06-0j 0.000124202-0j 4.10736e-05-0j -2.32727e-06-0j -0.0520245-0j 7.60577e-05-0j 0.000222133-0j -5.38079e-07-0j -7.45739e-05-0j 2.42028e-06-0j 0.0139695-0j 0.000136028-0j 1.55252e-05-0j 0.000232789-0j -4.5667e-05-0j 2.77666e-05-0j 0.000142554-0j 9.14832e-07-0j 4.48268e-05-0j -9.32174e-06-0j 2.90987e-05-0j 2.74507e-05-0j 1.63616e-06-0j -5.49289e-07-0j -1.20368e-05-0j 5.60335e-06-0j -7.37102e-06-0j 1.71466e-06-0j -1.5046e-06-0j 3.3018e-07-0j -8.86596e-08-0j 
0.00384985-0j -0.00375496-0j -0.0213258-0j -0.000457217-0j 0.0299874-0j 0.000276099-0j -0.00379793-0j 5.58092e-06-0j 0.000197255-0j -7.67693e-05-0j -0.000272084-0j -0.00271337-0j 0.0037427-0j -0.000340716-0j 0.00468677-0j 0.115358-0j 0.00666052-0j 0.00168867-0j -0.000567916-0j -0.0267636-0j -3.27901e-05-0j 0.0261039-0j -8.31343e-06-0j -0.000405739-0j -0.00154526-0j 0.00150718-0j -0.000391778-0j 0.0376338-0j -2.34264e-05-0j 0.000382122-0j 0.0241553-0j -5.9394e-06-0j 0.00217288-0j 0.000550902-0j 0.00139467-0j 0.000353597-0j 0.000158407-0j 0.17971-0j 1.61674e-05-0j -1.20762e-05-0j -0.000314511-0j -3.726e-05-0j 0.000138606-0j -0.0137002-0j 9.24043e-05-0j -0.00013519-0j -1.23252e-06-0j 2.39768e-05-0j 2.80172e-06-0j 0.157247-0j 2.84052e-06-0j 0.104831-0j 5.71722e-05-0j 1.41465e-05-0j -0.000183756-0j -0.153371-0j 9.43097e-06-0j -9.65845e-05-0j -1.37978e-05-0j -0.000275198-0j -0.000183465-0j 0.0031785-0j 0.000268415-0j -3.26025e-05-0j -0.000171045-0j 2.85949e-07-0j 0.0648609-0j -2.1735e-05-0j -0.208468-0j 3.17989e-05-0j -7.45448e-05-0j 5.83512e-06-0j -5.5627e-06-0j -0.109573-0j -1.87545e-05-0j -0.000113513-0j -9.85761e-06-0j -6.5901e-07-0j -0.194048-0j 0.00036484-0j 0.000191765-0j -1.74572e-05-0j -1.34478e-05-0j 4.32224e-05-0j -0.0845697-0j 0.000339603-0j -7.6082e-06-0j 2.27182e-05-0j 0.000148006-0j 4.02326e-05-0j 1.75341e-05-0j 
-0.0121743-0j -0.0123005-0j 0.00705575-0j -0.00176985-0j -0.00103241-0j -0.000873102-0j -0.000126021-0j 0.00502506-0j -0.000623774-0j 0.000725304-0j -0.000891291-0j -9.0034e-05-0j -0.000128647-0j -0.000367639-0j -5.30641e-05-0j -0.000635623-0j -0.000112363-0j -9.36361e-06-0j -0.000718013-0j 0.00289212-0j -0.000126928-0j 0.00292209-0j -1.05773e-05-0j -0.000512973-0j 0.000511259-0j 0.000516557-0j 4.26049e-05-0j -0.000423181-0j -9.06817e-05-0j 4.30464e-05-0j -0.000135208-0j -7.55681e-06-0j -7.48086e-05-0j -6.23405e-06-0j -2.39017e-05-0j -1.99181e-06-0j 0.0968935-0j -8.3488e-05-0j -5.11258e-05-0j 0.107241-0j -1.0436e-05-0j -6.14947e-07-0j 0.0847818-0j -9.24043e-05-0j 0.380674-0j 0.0856604-0j -5.65858e-05-0j -1.15505e-05-0j -0.487954-0j -7.3052e-05-0j -6.80622e-07-0j -0.000328006-0j 0.0349707-0j -4.4735e-05-0j -0.28464-0j -7.38091e-05-0j -0.000200862-0j 0.0611988-0j -4.51986e-05-0j -9.1315e-06-0j -4.10008e-05-0j 0.000420444-0j -9.22613e-06-0j -5.38079e-07-0j 0.0356993-0j 0.000257468-0j -3.01324e-05-0j -2.416e-06-0j 0.000245259-0j -5.43655e-07-0j 0.00931303-0j -1.84523e-05-0j 5.25555e-05-0j -5.27317e-05-0j 0.00015019-0j -3.76655e-06-0j -3.22915e-05-0j 3.09686e-06-0j -3.07602e-05-0j 3.06574e-05-0j -6.59147e-06-0j -1.88367e-05-0j -2.21946e-07-0j 1.8065e-06-0j -8.02455e-06-0j -3.84502e-06-0j -4.91401e-06-0j -3.88406e-07-0j -1.00307e-06-0j -2.2657e-07-0j -5.91064e-08-0j 
0.0184507-0j -0.0186307-0j 0.00216762-0j -0.00258934-0j 0.00140483-0j -0.00392722-0j -0.000566845-0j -0.00149027-0j 0.000945357-0j -0.000215102-0j -0.00134998-0j 0.000136451-0j -0.000194853-0j 0.00263342-0j 0.000380101-0j 0.000963315-0j 0.000170292-0j 1.4191e-05-0j 0.00311772-0j 0.000888496-0j 0.00055114-0j -0.000897164-0j 4.59283e-05-0j -0.000750494-0j 0.000157065-0j -0.000158598-0j 1.30888e-05-0j 0.000575834-0j -0.00013267-0j -1.32165e-05-0j 0.00214878-0j -1.10558e-05-0j 0.000101794-0j 8.48283e-06-0j 0.000379854-0j 3.16545e-05-0j -0.146846-0j 0.00012653-0j 7.74834e-05-0j 0.156897-0j 1.58162e-05-0j 9.3198e-07-0j 0.38135-0j -0.00013519-0j -0.0856604-0j -0.38507-0j -8.27867e-05-0j -1.68988e-05-0j 0.144711-0j -0.000328589-0j -9.95769e-07-0j 7.38091e-05-0j -0.0529997-0j -0.000201219-0j -0.0785121-0j 0.000331795-0j 4.51986e-05-0j 0.0926937-0j 0.000203182-0j -4.10736e-05-0j 9.22613e-06-0j -0.00012469-0j 4.14743e-05-0j -2.42028e-06-0j -0.255716-0j -7.63567e-05-0j 4.5667e-05-0j 5.43655e-07-0j 6.76498e-05-0j 2.4439e-06-0j -0.256561-0j 2.79652e-05-0j -1.55863e-05-0j -7.98693e-05-0j 4.14269e-05-0j 5.70838e-06-0j -4.89098e-05-0j -9.18429e-07-0j 0.000220337-0j 8.45622e-06-0j -9.98366e-06-0j 0.000134928-0j 3.36369e-07-0j 4.98288e-07-0j 0.000221065-0j 2.75421e-05-0j 0.000135374-0j -5.88293e-07-0j 2.76331e-05-0j 1.62293e-06-0j 1.6283e-06-0j 
0.00235754-0j -0.00229944-0j 0.000276968-0j 5.93809e-06-0j -0.00038946-0j -0.032498-0j 2.44039e-05-0j -0.000656898-0j -0.0232177-0j 4.93289e-07-0j 0.0320255-0j 1.7435e-05-0j -2.40491e-05-0j 0.0401037-0j -3.01153e-05-0j -0.000489336-0j 0.0166268-0j -7.20861e-06-0j 2.40903e-06-0j 0.000113528-0j -8.18547e-05-0j -0.00011073-0j 3.54884e-08-0j 1.72109e-06-0j -0.00385748-0j 0.0037624-0j 1.67242e-06-0j -0.000159638-0j -5.84798e-05-0j -1.6312e-06-0j -0.000102464-0j 2.53541e-08-0j 0.00542422-0j -2.35169e-06-0j 0.00348154-0j -1.50943e-06-0j 9.70043e-05-0j 1.61674e-05-0j 0.180977-0j -7.39513e-06-0j -0.000388442-0j 1.19084e-07-0j 8.48788e-05-0j -1.23252e-06-0j 5.65858e-05-0j -8.27867e-05-0j -0.0137968-0j 2.96129e-05-0j 1.7157e-06-0j 1.41465e-05-0j -9.07838e-09-0j 9.43097e-06-0j 3.50107e-05-0j 0.158355-0j -0.000112527-0j -1.37978e-05-0j 0.10557-0j -5.91457e-05-0j -0.154452-0j -0.000339887-0j -0.000226591-0j 2.85949e-07-0j 0.000331509-0j 1.04199e-07-0j -0.000104743-0j 0.00320091-0j 5.83512e-06-0j 6.94657e-08-0j -1.87545e-05-0j -1.0163e-07-0j -4.56492e-05-0j 0.0653181-0j -6.8703e-06-0j -9.85761e-06-0j -0.209937-0j -0.000140196-0j -0.110346-0j 2.10622e-09-0j -1.74572e-05-0j 0.000450601-0j 0.000236842-0j -0.195416-0j 4.29797e-08-0j -1.3814e-07-0j -7.6082e-06-0j 0.000419432-0j -0.0851659-0j -7.26082e-08-0j 0.000182797-0j -1.28585e-07-0j -5.60397e-08-0j 
-0.000481232-0j 0.00046937-0j 0.00538798-0j 0.000115516-0j -0.00757634-0j 0.00329956-0j -0.0221447-0j 6.66956e-05-0j 0.00235732-0j -0.000447621-0j -0.00325158-0j -0.0158209-0j 0.0218227-0j -0.00407177-0j 0.0273273-0j 9.98854e-05-0j 0.160883-0j 0.0200459-0j -4.91741e-07-0j -2.31738e-05-0j -0.000792036-0j 2.26026e-05-0j -9.86871e-05-0j -3.51317e-07-0j -0.0373254-0j 0.0364054-0j -0.00465072-0j 3.25859e-05-0j -0.000565858-0j 0.00453609-0j 2.09153e-05-0j -7.05055e-05-0j 0.0524854-0j 0.00653964-0j 0.0336878-0j 0.00419748-0j -1.98009e-05-0j 0.000314511-0j 0.000388442-0j 1.50952e-06-0j 0.175323-0j -0.000666962-0j -1.73258e-05-0j -2.39768e-05-0j -1.15505e-05-0j 1.68988e-05-0j -2.96129e-05-0j -0.0133658-0j -3.50215e-07-0j 0.000275198-0j 5.08459e-05-0j 0.000183465-0j -7.14653e-06-0j 0.000339887-0j 2.29695e-05-0j -0.000268415-0j 0.000226591-0j 1.20731e-05-0j -0.000331509-0j 0.153408-0j 0.102272-0j 5.5627e-06-0j -0.149627-0j -0.000583592-0j 2.13807e-05-0j 6.8703e-06-0j 0.000113513-0j -0.000389061-0j -0.00036484-0j 0.000569208-0j 9.3181e-06-0j 0.000140196-0j 0.00310091-0j -0.000191765-0j -0.000450601-0j 0.0632776-0j -0.000236842-0j -1.17964e-05-0j -0.000339603-0j -0.203379-0j -0.106899-0j -0.000419432-0j -0.000240719-0j 0.00077369-0j -0.000148006-0j -0.189311-0j -0.000182797-0j 0.000406662-0j -0.0825053-0j 0.000720173-0j 0.000313865-0j 
-0.0206985-0j -0.0207799-0j -0.0049223-0j -5.21346e-05-0j -0.00351954-0j 0.00152793-0j 0.000220537-0j -6.07381e-05-0j -0.00321266-0j -8.76678e-06-0j 0.00146285-0j -0.000463708-0j 0.000211144-0j -0.00188552-0j -0.000272151-0j 0.00111234-0j 0.000196636-0j 1.63863e-05-0j 2.17703e-05-0j 0.00196019-0j 3.84848e-06-0j 0.0019679-0j 3.20707e-07-0j -4.57748e-05-0j 0.000346516-0j 0.000347879-0j 2.88764e-05-0j 0.00140157-0j -8.09193e-06-0j 2.89899e-05-0j -0.000925961-0j -6.74327e-07-0j 0.000247765-0j 2.06471e-05-0j -0.000163688-0j -1.36407e-05-0j -0.169564-0j 0.000146104-0j 8.94701e-05-0j -0.00325159-0j 1.8263e-05-0j 1.07616e-06-0j 0.144144-0j 2.80172e-06-0j 0.487954-0j 0.144711-0j 1.7157e-06-0j 3.50215e-07-0j -0.00573002-0j -0.000124202-0j 2.06366e-08-0j -0.000420444-0j 0.300767-0j -7.60577e-05-0j -0.386826-0j -0.00012469-0j -0.000257468-0j -0.304274-0j -7.63567e-05-0j -1.55252e-05-0j -5.25555e-05-0j 4.93726e-06-0j -1.55863e-05-0j -9.14832e-07-0j -0.177879-0j 3.02344e-06-0j -0.000259155-0j -3.09686e-06-0j 0.000333307-0j -9.18429e-07-0j 0.0797948-0j -0.0001587-0j 6.17157e-07-0j 0.000262177-0j 0.000204108-0j -3.23944e-05-0j 0.00016055-0j 3.63663e-08-0j 0.000153269-0j 4.16634e-05-0j 3.27721e-05-0j 9.38579e-05-0j -1.90886e-06-0j 2.45504e-06-0j -6.8755e-05-0j 1.91587e-05-0j -4.21036e-05-0j 1.93111e-06-0j -8.59437e-06-0j 1.12893e-06-0j -5.06428e-07-0j 
-0.00295693-0j 0.00307512-0j -0.0168595-0j 0.0202687-0j -0.0121698-0j -0.000647823-0j 0.00891124-0j 0.000254655-0j -0.000458952-0j -0.00350294-0j -0.00021648-0j 0.00631319-0j 0.00297782-0j 9.19097e-05-0j -0.00126428-0j -0.0229402-0j -0.00132451-0j -0.00033581-0j 0.0769098-0j 0.0205561-0j 0.00444059-0j -0.0213777-0j 0.00112584-0j 0.0544869-0j 0.00118686-0j -0.0012343-0j 0.000300911-0j 0.0148382-0j 0.00314594-0j -0.000312938-0j -0.00487979-0j 0.000797605-0j 0.000856722-0j 0.000217209-0j -0.000281747-0j -7.14328e-05-0j 0.000125232-0j 0.142073-0j 1.27814e-05-0j 0.000138606-0j -0.000248643-0j -2.94566e-05-0j 0.00031596-0j 0.157247-0j 7.3052e-05-0j -0.000328589-0j 1.41465e-05-0j -0.000275198-0j -0.000124202-0j 0.358451-0j -3.26025e-05-0j 0.0828762-0j -0.000222133-0j 3.22476e-05-0j 7.45739e-05-0j -0.372778-0j 7.45584e-06-0j -0.000232789-0j -3.35365e-05-0j -0.000627327-0j -0.000145042-0j -0.140905-0j 0.0006524-0j -7.4319e-05-0j -4.48268e-05-0j -1.26763e-05-0j -0.252006-0j -1.7183e-05-0j 0.0846028-0j 7.72894e-05-0j 1.20368e-05-0j -2.26714e-05-0j 0.000246597-0j -0.264095-0j 7.61117e-06-0j 0.000441036-0j -2.3759e-05-0j 2.92143e-05-0j -0.0508552-0j -0.000148064-0j 0.000462194-0j -4.57511e-06-0j 5.22493e-05-0j -1.7541e-05-0j 0.0136556-0j 8.90017e-05-0j 1.2285e-06-0j 5.47558e-05-0j -2.38986e-05-0j 1.0544e-05-0j -2.83126e-06-0j 
2.83568e-05-0j -2.76579e-05-0j -0.000638311-0j -1.36852e-05-0j 0.000897565-0j 2.03366e-06-0j 0.00805399-0j 4.11074e-08-0j 1.45292e-06-0j 0.000162799-0j -2.00409e-06-0j 0.00575405-0j -0.00793689-0j -2.50961e-06-0j -0.00993891-0j -5.8858e-06-0j 0.000199359-0j 0.225128-0j 2.89761e-08-0j 1.36553e-06-0j -9.81455e-07-0j -1.33187e-06-0j -0.00110832-0j 2.07015e-08-0j -4.6252e-05-0j 4.5112e-05-0j -0.0522305-0j -1.92015e-06-0j -7.01185e-07-0j 0.0509431-0j -1.23245e-06-0j -0.000791821-0j 6.50375e-05-0j 0.0734443-0j 4.17444e-05-0j 0.0471403-0j 1.16678e-06-0j -3.726e-05-0j 1.19084e-07-0j -8.89496e-08-0j 0.000666962-0j 0.16968-0j 1.02093e-06-0j 2.84052e-06-0j 6.80622e-07-0j -9.95769e-07-0j -9.07838e-09-0j -5.08459e-05-0j 2.06366e-08-0j -3.26025e-05-0j -0.0129355-0j -2.1735e-05-0j 4.21113e-07-0j 1.04199e-07-0j -1.35349e-06-0j 3.17989e-05-0j 6.94657e-08-0j -7.11412e-07-0j -1.0163e-07-0j 0.000583592-0j 0.000389061-0j -6.5901e-07-0j -0.000569208-0j 0.14847-0j -1.25987e-06-0j 2.10622e-09-0j -1.34478e-05-0j 0.0989799-0j 4.32224e-05-0j -0.14481-0j -5.49074e-07-0j 4.29797e-08-0j 1.17964e-05-0j 2.27182e-05-0j -1.3814e-07-0j 0.000240719-0j -7.26082e-08-0j 0.00300109-0j 4.02326e-05-0j -0.00077369-0j -0.000406662-0j -1.28585e-07-0j 0.0612407-0j -0.196832-0j 1.75341e-05-0j -0.000720173-0j -5.60397e-08-0j -0.103458-0j -0.000313865-0j -0.183217-0j -0.0798495-0j 
0.00202905-0j 0.00205008-0j 0.0554476-0j -0.0139084-0j -0.00811322-0j 0.000145517-0j -0.00200168-0j -0.000837509-0j 0.000103962-0j 0.0115205-0j 0.000148549-0j -0.00143007-0j -0.00204338-0j 6.12731e-05-0j -0.000842853-0j -0.0152935-0j -0.000883008-0j -0.000223873-0j -0.0172758-0j 0.0695861-0j -0.000997464-0j 0.0703072-0j -0.000252892-0j -0.0123424-0j 0.00401773-0j 0.00405937-0j 0.00101863-0j -0.010182-0j -0.000712623-0j 0.00102919-0j -0.0032532-0j -0.000180675-0j -0.000587884-0j -0.000149049-0j -0.000187832-0j -4.76219e-05-0j 8.3488e-05-0j 0.0947157-0j 8.52096e-06-0j 9.24043e-05-0j -0.000165762-0j -1.96377e-05-0j 7.3052e-05-0j 0.104831-0j 0.000328006-0j 7.38091e-05-0j 9.43097e-06-0j -0.000183465-0j -0.000420444-0j 0.0828762-0j -2.1735e-05-0j 0.372117-0j 3.01324e-05-0j 7.45584e-06-0j -0.000245259-0j 0.083735-0j 3.3477e-05-0j 5.27317e-05-0j 7.5331e-06-0j -0.000145042-0j -0.000651244-0j -0.476986-0j -0.000146545-0j -1.7183e-05-0j 3.07602e-05-0j -4.29114e-05-0j 0.0341847-0j -7.71525e-05-0j -0.278242-0j -1.73611e-05-0j 8.02455e-06-0j 3.07538e-06-0j 0.000834775-0j 0.0598232-0j -2.50317e-05-0j -5.98267e-05-0j 5.38191e-06-0j 9.88953e-05-0j 0.0348969-0j 0.000486952-0j -0.000104697-0j 3.13945e-06-0j -7.08764e-06-0j 5.76889e-05-0j 0.00910371-0j -6.10731e-05-0j 8.19002e-07-0j -1.24034e-05-0j -1.59324e-05-0j -7.23529e-06-0j -1.8875e-06-0j 
-0.037019-0j 0.00761053-0j 0.000884925-0j -0.00538168-0j 0.000638773-0j 0.000540204-0j 7.79717e-05-0j 0.000630238-0j 0.00482134-0j 9.0967e-05-0j -0.0027102-0j 0.0006959-0j -0.000391183-0j 0.000227465-0j 3.28317e-05-0j 0.000393272-0j 6.95213e-05-0j 5.79344e-06-0j 0.000444248-0j -0.00178266-0j 7.85327e-05-0j 0.000366486-0j 6.54439e-06-0j 0.00396493-0j -0.000315132-0j 6.47861e-05-0j -2.6261e-05-0j -0.00128679-0j 0.000700907-0j 5.39884e-06-0j 8.3656e-05-0j 5.84089e-05-0j -0.000227474-0j -1.89562e-05-0j 1.47884e-05-0j 1.23237e-06-0j -0.0599498-0j 5.16556e-05-0j 3.16325e-05-0j -0.0663523-0j 6.45695e-06-0j 3.80479e-07-0j 0.2578-0j 5.71722e-05-0j -0.0349707-0j -0.0529997-0j 3.50107e-05-0j 7.14653e-06-0j 0.300767-0j -0.000222133-0j 4.21113e-07-0j 3.01324e-05-0j -0.15669-0j -0.000136028-0j -0.0356993-0j 4.5667e-05-0j 1.84523e-05-0j -0.473024-0j 2.79652e-05-0j -2.77666e-05-0j 3.76655e-06-0j -0.000259155-0j 5.70838e-06-0j -1.63616e-06-0j 0.108553-0j -0.0001587-0j 0.000135012-0j 2.21946e-07-0j 3.07602e-05-0j 3.36369e-07-0j -0.00576215-0j 8.26774e-05-0j -3.23944e-05-0j 0.00040758-0j 1.88367e-05-0j 1.68765e-05-0j 0.000249591-0j -1.90886e-06-0j -9.35341e-05-0j 3.84502e-06-0j 5.09475e-05-0j -5.72777e-05-0j 9.94455e-07-0j 2.2657e-07-0j 4.96494e-06-0j -1.16918e-05-0j 3.04039e-06-0j 3.00211e-06-0j 6.20617e-07-0j -6.88943e-07-0j 3.65702e-08-0j 
-0.00181074-0j 0.00188312-0j 0.000218962-0j -0.000263239-0j 0.000158055-0j 0.0762515-0j -5.726e-05-0j -0.0299739-0j 0.0540206-0j 2.25085e-05-0j 0.0254806-0j -4.0566e-05-0j -1.91343e-05-0j -0.0108182-0j 8.12375e-06-0j 9.73095e-05-0j -0.00330641-0j 1.4335e-06-0j -0.000326242-0j -8.71966e-05-0j 0.0110851-0j 9.06817e-05-0j -4.806e-06-0j -0.000231127-0j 0.00296279-0j -0.00308121-0j -1.28453e-06-0j -6.29418e-05-0j 0.00785329-0j 1.33587e-06-0j 2.06995e-05-0j -3.40482e-06-0j 0.00213865-0j -9.27221e-07-0j -0.000703333-0j 3.04932e-07-0j 7.66886e-05-0j 1.27814e-05-0j 0.143075-0j 8.48788e-05-0j -0.00030709-0j 9.41442e-08-0j 0.000193485-0j 1.41465e-05-0j 4.4735e-05-0j -0.000201219-0j 0.158355-0j -0.000339887-0j -7.60577e-05-0j 3.22476e-05-0j 1.04199e-07-0j 7.45584e-06-0j -0.000136028-0j 0.360978-0j 4.5667e-05-0j -3.35365e-05-0j 0.0834604-0j -0.000142554-0j -0.375406-0j -0.000774789-0j -0.000179136-0j -1.26763e-05-0j 0.000805756-0j 2.37526e-07-0j -2.74507e-05-0j -0.141898-0j -2.26714e-05-0j 5.49174e-08-0j 7.61117e-06-0j -2.47019e-07-0j 7.37102e-06-0j -0.253782-0j 0.000304564-0j -2.3759e-05-0j 0.0851992-0j 0.000544708-0j -0.265957-0j -9.33696e-08-0j -4.57511e-06-0j -0.000182868-0j 0.000570839-0j -0.0512136-0j -1.6699e-07-0j 5.60616e-08-0j 1.2285e-06-0j 0.000109923-0j 0.0137518-0j -1.75001e-07-0j -2.95163e-05-0j -3.36989e-08-0j 9.04878e-09-0j 
