-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
-0.000301728-0.00271281j -0.00205707+0.0095523j 0.00542364-0.007097j 0.00212927-0.00203602j 0.00511943-0.00219973j -0.00646072-0.000760565j 0.000829276-0.00323134j -0.00632971-0.00147333j -0.00320756-0.000586949j -0.00527315-0.00417517j -0.00369672-0.00399858j -0.00351567+0.00607277j 0.00935302+0.00489391j -0.0116358+0.0064696j -0.00302233-0.00560003j 0.0115094+0.00649629j -0.0209734+0.00405318j -0.0275956-0.00344199j 0.0079015+9.41017e-05j 0.0224308-0.00208686j 0.00027632-0.00528138j 0.00883906-0.000663874j -0.0183568-0.00473314j 0.00258604+0.0155049j -0.0101118-0.000251492j -0.0163029-0.00427172j 0.0155639-0.00168368j -0.0207494-0.00747385j -0.00101404-0.0111171j -0.00618725-0.00544574j -0.00164395-0.0116594j 0.0111778+0.0041232j 0.00842673+0.00907787j 0.00700639-0.00186699j 0.00644067+0.00244562j 0.0081125+0.0049215j -0.00821218-0.00714511j 0.00119435+0.00730379j -0.00300674-0.000109263j 0.000918405+0.00326633j -0.000166143+0.0118048j 0.00312968+0.00739026j -0.00869328-0.00568807j -0.0062586-0.0153027j -0.000427901-0.00880809j 0.00141399-0.00339468j -0.00634341-0.00653506j 0.0101346+0.0162183j 0.00290679+0.00300455j 0.00169211+0.0217838j 0.00132149-0.00319112j 0.00452243-0.0094177j 0.00589823+0.0170258j 0.00108128+0.00912802j -0.00787302-0.0222538j -0.00338007+0.0056363j -0.00330205-0.00842652j 0.00730003-0.00288336j -0.000496839-0.0149362j -0.00284757+0.00327654j 5.47935e-05-0.0182625j -0.00168465+0.0122627j -9.56268e-05-0.00498494j -0.000163532+0.010005j -0.00427945+0.00476735j 0.00743302-0.00509114j 0.0118293-0.00935366j 0.00162482-0.0121693j -0.000143959+0.00332474j -0.00473663+0.00260523j -0.00199495+0.00100842j -0.009401+0.00964604j 
-0.0022658+0.00670327j 0.00188099+0.00385482j 0.00243621-0.00387718j 0.0074387-0.00826004j 0.00668494-0.00420544j -0.00709227+0.000356333j -0.00168921+0.0022891j 0.00348133-0.00422279j 0.00271751-0.00263123j 0.00333466-0.00492638j 0.00503299-0.00982794j 0.00310355-0.000415852j 0.0179207-0.0094965j 0.0159645-0.00568797j 0.000900566-0.00104811j 0.00154376-0.00527639j -0.00886256+0.00680916j -0.00619103+0.00562902j 0.0127601-9.15919e-05j -0.0148758+0.000111491j -0.00732501+0.00686302j 0.00761081-0.00905982j 0.0217489+0.00116514j 0.00997773-0.000677266j 0.00746852+0.00354808j 0.000125372+0.0107592j -0.0033065-0.0146607j -0.00120215+0.0102799j 0.0115729-0.00722017j 0.0134628+0.0195962j 0.0161818+0.00708957j 0.00642644+0.0215858j -0.00544632+0.00543953j 0.00857118+0.0106122j 0.00596564+0.00664698j 0.00545864+0.009337j 0.000843082-0.0102555j -0.00713377-0.00145121j 0.00241298-0.0021042j -0.00216119+0.000465552j -0.0143525-0.00809805j -0.00415361+5.13995e-05j -0.00298057-0.0117838j 0.00530794+0.000663717j 0.00557073+0.0150684j 0.00517517+0.00919859j -3.21832e-05-0.00345844j -0.00540954+0.00803513j -0.00237783+0.00692621j -0.000244846+0.00954861j 0.00230539+0.00942757j -0.00100118-0.000695501j 8.4856e-05+0.00762481j 0.00519493-0.00356382j 0.00276776-0.00209927j -0.00286891+0.00996441j 0.00434398-0.00119088j 0.00253747+0.0165365j 0.0038933+0.0144156j 0.000336403-0.00610752j 0.0032313-0.0102285j -0.00319259-0.0128836j 0.000696878+0.00155254j -0.00134227+0.000852952j 0.00393203-0.00678305j 0.00458863-0.00275855j -0.00662443+0.00534129j -0.0139923+0.00215849j -0.0105756+0.0112175j 0.0034657-0.00167529j 0.00884201-0.0104654j -0.00570193+0.00434755j 
-0.00264292+0.00221271j 0.00857743-0.0105325j -0.00330999+0.00980478j -0.00252789-0.000318282j 0.00186695-0.00270596j -0.00913824+0.00167719j -0.00115385+0.00768325j 0.00357279+0.0040434j 0.00508747-0.00191315j -0.00629503+0.0149566j -0.012051+0.00809071j -0.00176681+0.00128193j 0.0125795-0.0206253j 0.00162468-0.00342814j -0.00465324-0.000711819j 0.00615333-0.0142861j 0.00519174-0.00370797j -0.0134201+0.0153986j 0.00550337-0.00275736j 0.0103317-0.00713963j 0.00696123+0.000609517j -0.0151104+0.0104021j -0.0110167+0.00568772j 0.0142684-0.00896566j 0.00235758-0.00201317j -0.00481428-0.00479893j -0.00864777-0.00669293j 1.42456e-05-0.00103151j -0.017658-0.0108823j 0.0104898-0.0129568j 0.00178077+0.0104938j -0.00821711-0.0127906j -0.0124595-0.0101073j -0.0111861+0.00752183j -0.0067093-0.00475682j 0.00252444-0.000228804j 0.00127773-0.00156855j -0.00198158-0.00271646j -0.000608915-0.0108522j -0.00319142+0.00689791j -0.0108997+0.00766831j 0.000865148+0.00291745j 0.00822591-0.00851103j 0.00441775-0.00713565j -0.00391755+0.0062757j -0.00887628+0.0114438j 0.00572087-0.00451691j -0.0175159+0.00712984j -0.0118932+0.0131187j -0.0176185+0.0126809j -0.00757705-0.0107786j 0.0029964+0.00559785j -0.00858316+0.00844569j -0.000184089-0.00204338j 0.0115503-0.00876101j -0.00345299+0.00103599j 0.0145815-0.0145074j -0.00861629+0.000786415j 0.00249193-0.00276797j 0.00220197+0.00336726j 0.0155915-0.00348909j -0.000663963+0.000980448j -0.000872705+0.00286389j -0.00803103-0.00281183j -0.00805315-0.00355913j -0.00182269-0.00758043j -0.00231077+0.00563162j 0.000302067-0.00135435j 0.00446945-0.00603967j 0.0019682+0.0143497j 0.000581159-0.00973094j 0.00369765-0.00549336j 
0.00241211+0.0025934j 0.00109392-0.00325311j -0.0074133+0.00219397j 0.00314056+0.00724943j 0.00259912+0.00535586j 0.00557666+0.003464j 0.00118243+0.00320503j -0.00241902-0.0059112j -0.00662917-0.0149082j -0.0107684-0.00498451j -0.0113743+0.00253616j -0.0106499-0.00622957j 0.0181515+0.011221j 0.00589054-0.00325225j 0.000307391-0.00148231j 0.00483381+0.0136002j -0.00397687-0.0204207j -0.000969222+0.00377465j -0.000172254-0.00727326j -0.00140334-0.00083535j -0.00440161-0.0107953j -0.00729291-0.0147619j 0.00561725-0.00979403j 0.00666905+3.93987e-05j -0.00183641+0.0160089j 0.00479901-0.00477254j -0.0186979+0.0211371j -0.00161782+0.0013546j -0.00161356+0.00704699j 5.14636e-05+0.00172328j -0.00446099-0.00208478j -0.000583202-0.00430204j -0.00941722-0.00817056j 0.00448672+0.00394181j 0.0083305+0.00714054j -0.00857466+0.00434926j 0.0131+0.000257402j 0.0103677-0.00229846j 0.00972563-0.00547696j 0.00347903+0.00858775j 0.0149696+0.00706445j -0.00252462-0.00557107j -0.0118161-0.00621511j -0.00696-0.00284152j 0.00352238+0.00307202j 0.0151894+0.0169045j -0.00261835-0.00389918j 0.00549971+0.00704375j 0.00884401+0.0101691j 0.00270921+0.0154563j 0.00803492-0.000278942j -0.0199328-0.00289764j 0.00181929+0.00431999j 0.0027607+0.00648673j 0.00530503-0.00350859j 0.0036224+0.00177965j -0.00529777-0.0125647j -5.70259e-05-0.00534738j -0.00560913-0.000141364j -0.01082-0.00810661j 0.000602697-0.00442961j 0.00602918+0.00833177j -0.00179828+0.00750005j -0.00564093+0.00103304j -0.00205696+0.00694421j 0.00144784+0.0162151j -0.0167874-0.0101773j 0.00741024+0.00335483j -0.0032884+0.00579949j -0.00329034-0.00603059j 0.00284589-0.00169469j 0.0042495-0.00667264j 
-0.00136712-0.00542517j 0.00552306+0.00554165j 0.00555918-0.00195059j -0.00110506-0.00526075j -0.00141154-0.00500983j -0.00415754-0.00359034j 0.00756256+0.00450884j -0.00545006-0.00872591j -0.0134651-0.0100335j 0.0198726+0.00741278j 0.0133113+0.00585084j -0.0117672-0.0035897j -0.00531124-0.00722575j -0.0170796-0.0167185j -0.00472766-0.00412449j 0.000355785-0.00644696j -0.0189111-0.0172325j 0.00739826+0.00674842j -0.013664-0.011631j 0.00200058+0.00855143j -0.00714885-0.00877763j 0.00691603+0.0108004j 0.00199331-0.0280886j -0.00523262-0.00973551j -0.00204278+0.0001492j 0.00537321-0.00120359j 0.0142241+0.0125265j -0.011818+0.0097055j -0.00320054-0.0112785j 0.00776312+0.00206157j 0.00451613+0.000850647j 0.00425071+7.77728e-05j 3.83466e-05+0.00396056j -0.000626451+0.00841927j -0.00343343-0.00272514j 0.00368648+0.000956793j -0.00396755-0.00570848j 0.00871889+0.00458972j 0.0191919+0.01047j -0.0169491-0.00930338j -0.00262517-0.000108606j 0.00243753-0.00343803j 0.00123582+0.00497329j -0.00271499+0.00415888j -0.0131152-0.00778746j -0.0060599-0.00671838j 0.00372561+0.00611799j -0.0103151-0.00600504j -0.00767685-0.00983424j -0.0165353-0.00995848j 0.00870773+0.00787338j -0.00911574-0.0104269j 0.00365651+0.007809j -0.00742395-0.00798337j 0.000227345+0.0048611j -0.00637614+0.000482096j 0.00229866+0.00974347j 0.00025736+0.000169741j -0.00800802-0.0139028j -0.00288378-0.0115498j 0.00472671+0.00963293j 0.00484913+0.0098327j -0.000130932+0.00738851j -0.00396707-0.0038119j -0.00485157-0.0108755j 0.000281805+0.0100876j -0.00504393-0.0079488j -0.00672312-0.0075838j 0.000173672-0.00171423j 0.00465829+0.00506455j 0.000508463-0.00734724j -0.00718491+0.00465224j 
6.03024e-05-0.000900931j 0.000123014+0.00457063j 0.00410913-0.00334244j -0.00532465+0.00475002j -0.00552689+0.00119865j -0.00387501+0.00556136j -0.00248976+0.00327966j 0.00347272-0.00658005j 0.0158193-0.0199924j 0.0100523+0.000886905j 0.0020496+0.000943142j -1.48211e-06-0.0122599j -0.0177089+0.00919608j 0.000154446-0.0124049j 0.00849418-0.00516533j -0.013456+0.00210509j 0.0208592-0.0179263j -0.0110587+0.0031687j 0.0126756-0.00635604j 0.000875999+0.000733759j 0.0133815-0.00840292j 0.00908827+0.00199599j 0.0210989-0.00577549j 0.00270996+0.00713195j -0.0158498-0.000816049j -0.000201228+0.00845082j -0.0218897-0.00224488j -0.0108947-0.00676439j -0.00878709-0.00500381j -0.000432991-0.00463653j 0.00309833+4.98589e-05j 0.0012935+0.0026065j 0.00397459+0.00456596j 0.000666999-0.00433866j -0.00160296-0.00896285j 0.00760595-2.61564e-05j -0.00415755-0.00696549j 0.000888019-0.00646013j -0.00188482-0.00864053j -0.00277722+0.00189117j 0.00246035-0.019861j -0.00299283+0.00680015j -0.00188033+0.0158025j -0.0043202+0.0117477j -0.00765941-0.00250478j 0.0037803-0.0178845j -0.00284974+0.00407616j 0.00339195-0.00392163j 0.00256764-0.0113852j 0.00467876+0.00140954j 0.00566348-0.00961488j -0.00831842+0.0194901j 0.00593353-0.00113161j 0.00111492-0.00140599j -0.00311374-0.00217485j -0.00187629-0.00102271j 0.0014011+0.00382613j -0.0034292-0.00359937j -0.00650256+0.00332318j -0.012181+0.00944897j 0.00277433-0.00346482j 0.0109407-0.00534862j 0.00534521-0.000203902j -0.00421063+0.00397979j -0.00273165-0.000684096j 0.0110867-0.00663507j -0.0083605+0.00698062j -0.000449795-0.00586415j -0.000203418+6.34549e-05j -0.00279993+0.00403174j 0.00122639-0.00141031j -0.00279845+0.0017409j 
-0.000214018+0.0101974j 0.000575688-0.00506429j -0.00540668+0.00333549j -0.00234401+0.0082251j -0.00562263+0.00724004j -0.0179954+0.00833769j 0.00424727-0.00093475j 0.00909931+0.0036391j -0.00116163-0.00100968j 0.0117711-0.01326j 0.00229809-0.0104186j -0.000490487+0.00128905j 0.00886434+0.0114946j -0.0185979+0.0088927j -0.0239239-0.00790045j 0.00185798+0.00404762j -0.017155-0.00755997j 0.00946546+0.00189834j -0.00801409+0.00319932j 0.0112836+0.00693733j 0.0041884+0.0075871j 0.0200514-0.00227124j -0.0128515+0.000635147j -0.0105465-0.0115632j -0.00269483-0.00352446j -0.00313869+0.00881451j -0.0182409-0.00843633j 0.000652194-0.00616004j -0.00411435+0.00313115j 0.000756784-0.00344883j 0.000674403+0.00333944j -0.00273952-7.89044e-05j -0.0100151-0.0109503j -0.00535738-0.00156988j -0.00494838-0.0059567j 0.00441412-0.00259488j -0.0113195-0.0147209j -0.0117928-0.0014001j -0.00113105-0.00177982j -0.000845915-0.0104949j 0.00747687+0.00506566j -0.00343827-0.00572527j -0.0117814-0.004571j -0.0127978-0.00835637j 0.00128685-0.00273128j 0.0113573+0.00876762j -0.000869714+0.00783252j 0.00238309-0.00126508j 0.00836032-0.00397665j 0.00981666+0.00543064j 0.00257166+0.00414588j -0.00129462+0.00219839j -0.00176689+0.0149849j 0.0071458-0.00817598j -0.00413231-0.00629859j 0.00375915-0.0132733j 0.00156592+0.0128922j -0.00551345+0.0016767j 0.00379986-0.00413567j 0.00206911+0.00146122j -0.00526949+0.00770679j -0.000674851+0.015069j -0.00454281+0.0049107j -0.00480695+0.00149797j 0.00445434-0.00853043j 0.000996052-0.0133251j -0.00304626+0.0098924j 0.00260849+0.00409484j -0.000202067-0.00104069j -0.00289138+0.00290571j 0.00328302-0.00223959j 0.00498842-0.00463146j 
0.00634313-0.0104253j -0.00463204+0.00353519j -0.00476991-0.00504664j -4.37727e-05-0.00584145j 0.0058392-0.00680715j 0.00107425-0.0172435j -0.00325679+0.00349548j 0.016197+0.00104969j 0.00248392+0.000292556j -0.0130161+0.0194684j -0.00633052+0.0105489j 0.0122666-0.00452577j 0.00868455+0.00483184j 0.0116692-0.0129293j -0.00999309-0.0176957j 0.00905361+0.00809984j 0.011175-0.0140551j 0.00524046+0.0106444j -0.000444494-0.0139055j -0.0105687+0.0157505j 0.00698956+0.00179499j -0.00556259+0.0171861j 0.0194977-0.00777305j 0.003011-0.0103464j 0.00182104-0.00813428j -0.00147941+0.00551483j 0.00143852-0.00465107j 0.00500444-0.010566j 0.0176335+0.00978599j -0.00713758+0.00442566j -0.00659665-0.012437j 0.00482076+0.00328555j 0.00517811-0.00249228j -0.00527628-0.00553735j -0.00410332+0.00707353j -0.0027384-0.00406959j -0.0113126+0.00169645j -0.00727842-0.0094951j 0.000717732-0.00594607j -0.00489638+0.00769487j 0.00879398+0.00995039j -0.00914461-0.0041356j 0.00196833-0.00959166j -0.00389019-0.00309644j -0.00319217+0.0125569j 0.00116646+0.00942753j 0.00896371-0.00450611j -0.00430378+0.00890523j -0.00927646+0.00310448j 0.00315223+0.00983031j 0.00845612+0.000104127j 0.00178702-0.00142516j 0.012856+0.00510654j -0.0146902+0.00699406j -0.0006423-0.00236598j -0.00563248-0.00170353j 0.0124887+0.0112008j 0.00135761+0.00115518j -0.00737267+0.00334552j -0.00358684+0.00337852j -0.00135607+0.00488952j 0.0107955+0.00223377j 0.00248424-0.000835579j 0.00328342+0.00748743j -0.00201397-0.00159477j -0.00250043-0.00523776j 0.00870729+0.00691061j -0.00464857+0.00611141j 0.000190416-0.00251627j 0.00276035-0.0100031j -0.00228871+0.00820707j -0.00119458-0.000545985j 
0.00285128-0.0128951j 0.000610577+0.000759525j -0.00358279+0.00501519j 0.00170594-0.00412798j 0.0039129-0.00253849j 0.00215638+0.0103157j 0.00613835-0.00859911j 0.00897359-0.0181666j 0.00567998-0.00242403j -0.00601864+0.00410239j -0.00913918+0.00968393j 0.0125706-0.0119455j 0.00925838-0.0170908j 0.00996221+0.00593398j -0.0147929+0.0244393j 0.00513618-0.010774j -0.00143121+0.0107846j 0.00896979-0.00357814j -0.0055315+0.00244751j 0.0119886-0.00456422j 0.0108663-0.00934768j 0.0112229-0.00947318j 0.00679536-0.00541826j -0.0160013+0.0102875j -0.0133992+0.00167437j 0.0130451+0.00421091j -0.00750952+0.00539276j -0.00438957-0.00188907j 0.00811308+0.00106464j -0.00517325+0.00424766j -0.00102469-0.00829296j 0.00449206-0.000703549j 0.00842834-0.00320294j -0.00537532-0.0010787j -0.00143796-0.00109619j -0.00122962-0.0022411j 0.00758829-0.0135549j 0.00231834-0.0109526j 0.00108999-0.0027637j 0.00222231+0.000598609j -0.0105352+0.0093291j 0.00202116-0.0122932j 0.0158007-0.0145723j 0.0138788-0.00872292j -0.00133941+0.00467442j -0.0170855+0.00325111j 0.00145433-0.00118429j -0.0102796-0.00116925j -0.000349384-0.00485026j -0.0119729+0.00588969j -0.000817943-0.000525559j 0.00049243+0.00323315j -0.0135012+0.00280785j -0.00449452-0.00127439j 0.0060639+0.00110054j 0.00345475-0.00419156j -0.0127262+0.0134754j -0.00200385-0.00315346j -0.000682977+0.00191413j -0.00522599+0.000888682j -0.00497647-0.00173263j -0.00880325-0.000337762j 0.0031285-0.0028727j -0.00144607+0.00050195j 0.0042001+0.00196037j 0.00962648+0.000654861j -0.00638565+0.00451546j -0.00156802-0.00287037j 0.00303952-0.00105817j 0.0016151-0.00245051j -0.00366937+0.00269724j -0.00375969+0.00182935j 
-0.00572565+0.00124915j -0.00163715+0.00456802j 0.000900942+0.00278603j -0.0139423+0.00402022j 0.0165018-0.00253051j 0.0109749+0.00463049j 0.00666999-0.00149785j 0.00714164+0.000506592j -0.00262012+0.00183856j -0.015054-0.00607908j -0.0118096-0.00375748j 0.0183942+0.0122933j -8.69347e-05+0.00307577j 0.0253168+0.0141177j 0.00303096-0.0104649j -0.0196739-0.00376664j 0.00362024-0.0005541j 0.00120111-0.000781699j -0.0046716+0.00294236j -0.00697503-0.0117693j -0.0103647-0.00951261j 0.0124455+0.00964366j -0.00434813-0.00472883j -0.000526073+0.0014891j -0.00437418+0.000328311j 0.0030157-0.00349666j 0.00570274-0.00656162j 0.00841231+0.0120401j -0.01765-0.00107888j -0.00844383-0.0139173j 0.0138533+0.0040593j 0.00462159+0.00806479j -0.000947749-0.00188118j -0.0142174-0.00622922j 0.0146324+0.00436979j -0.00226166+0.000102182j -0.00562341+0.000476473j -0.00413357+0.000938587j -0.000383181+0.00539262j 0.00462569+0.00455163j 0.00697044+0.0011591j -0.00429358-0.00457074j -0.0072681-0.011085j -0.0030796-0.00965545j 0.00909378+0.0177858j 0.0058062-0.0041773j -0.00533211-0.00551659j 0.00616219-0.00694748j -0.00420494-0.00690151j 0.00944192-0.0010815j -0.0024251-0.0217065j -0.00514829-0.00933147j -0.00301562+0.00646086j 0.000429126+0.0100312j -0.000367575-0.00323827j -0.00138809-0.00603153j -0.00237058-0.00106357j 0.0017537+0.00124727j 0.00367145-0.00371943j 0.00301812-0.00390911j 0.00400335+0.00288305j -0.00134365-0.0102883j 0.00200139-0.00517481j -0.000569544-0.0123248j -0.00275841-0.0153061j 0.000283021+0.00676356j -0.00143683+0.00215772j -0.00190687-0.00732234j 0.00107887-0.00666933j 0.000547034+0.00872563j -0.000452648-0.00214566j -0.00151115+0.00475702j 
0.000835568+0.00855051j -0.00159372+0.00799933j -0.00264868+0.0106805j -0.00104686+0.0160412j -0.00360932-0.0184464j -0.00118838-0.00813351j -0.00224883-0.00450829j -0.00120327-0.00969004j -0.0015641+0.00277203j -0.0031452+0.0214954j -0.000581917+0.0162358j 0.00722093-0.0180249j -0.000655239-0.0095426j 0.0118617-0.032156j -0.00290795-0.00235059j -0.0113446+0.0160652j -0.00166505-0.00581117j -0.000601401-0.00657506j 0.00338859+0.00664783j -0.0111154+0.00881218j -0.0142207+0.0126699j 0.0140641-0.0104673j -0.00876041+0.00332213j -0.00193894-0.0011836j 0.00269977+0.000667115j -0.00444779-0.00172216j -0.00580359-7.2569e-05j 0.00481209-0.00467259j -0.00905404+0.00622378j 0.000991942-0.00458646j 0.00390062-0.000910556j -0.0044183+0.00481344j 0.00288888-0.0081555j 0.0080495-0.00559305j -0.00909805+0.00954401j 0.000972406+0.00256053j -0.000355364+0.000892078j 0.00346607+0.00366864j 0.00127826+0.00138469j -0.0152536+0.00166085j -0.00539813-0.00151046j 0.00642882+0.000508078j 0.0168126-0.00167484j 0.0122655-0.00492935j -0.0227107+0.00302897j -0.00189521-0.00255831j 0.00611547-0.00191734j 0.00990757-0.00433042j 0.00240628-0.00952629j -0.000960631+0.00237313j 0.0176687-0.00357938j 0.00707526-0.00455003j -0.00928044-0.00392528j -0.00409022-0.000736749j -0.000298681+0.00260647j 0.00464923-0.0058611j 0.000664317-0.0044922j -0.00127119+0.00293453j -0.000871042+0.00205492j 0.00662805-0.000254904j 0.000836474+0.00064301j 0.0112232+0.00093754j 0.00148027+0.00113246j 0.00680165-8.96175e-05j 0.00780508-0.00070151j -0.0043469-0.00129694j -0.00216335-0.00374109j 0.00534774-0.00154959j -0.00062086+0.00273489j -0.00663856+0.00201394j 0.00460027-0.00226829j 0.000574484-0.00158658j 
-0.00552191+0.000777651j 0.00191447-0.00397158j -0.00447062+0.00160759j 0.00243653+0.00119316j -0.00222261+0.00120382j 0.00550373+0.00730392j -0.000132019+0.00171107j 0.00382761+0.00346704j -0.00137394+0.00281554j -0.00200383-0.00696743j 0.000203589-0.00634362j 0.00199482+0.00273549j -0.0060794-0.0073067j -0.00449591-0.00389866j -0.000471688+2.25131e-05j 0.00332442+0.00561231j 0.00163695+0.000422292j -0.0026021-0.00195763j -0.0011234-0.00336207j 0.00247317+0.0166903j -0.000500463+0.0101192j 0.00572571-0.00476057j 0.00385489-0.0127717j 0.00963696-0.00472704j -0.00216541-0.0125727j 0.000127801+0.00762925j 0.00702021+0.0156178j 0.00197468-0.0162228j 0.000759874-0.00796491j -0.0033563-0.0225276j -0.00419267-0.0177193j -0.00191075-0.017468j 0.000261469+0.00265591j -0.000323152-0.00144667j -4.21158e-05+0.00247457j -0.00649812-0.0011046j 0.00144207-0.00294612j -0.00583189+0.00663429j -0.00188098-0.00578154j 0.00668185+0.000261754j 0.00368279+0.00266948j 0.00492292-0.00150333j -0.00468399-0.00108147j -0.00513114-0.000641132j -0.000191871+0.00482855j -0.00392405+0.00145314j -0.00233931+0.0022575j 0.00313084+0.00360971j -0.00216227+0.00407349j -0.01225-0.00668709j -0.00437185+0.0050007j 0.00252343+0.00759508j -0.00190594-0.00134393j 0.0201087+0.00452164j -0.00897522-0.00290392j -0.00307474-0.0126708j 0.00242068-0.00446717j -0.0179733+7.15445e-05j -0.0110625+0.00262517j 0.00737164+0.00447176j -0.00625282+0.00272866j 0.0229102-0.00791525j -0.0096279-0.00939603j 0.000205315-0.0115944j 0.00483457+0.00237362j 0.00591851-0.00404474j -0.00420591-0.00558362j -0.0290249+0.00529917j -0.0248542-0.0058184j -0.0083293-0.012015j 0.0167387-0.0102553j -0.0169769-0.000617985j 
-0.003002+0.00194339j -0.00430309+0.00184049j 0.000675028-0.00492748j 0.00276497-0.00226951j -0.000228809-0.00295908j -0.00126946-0.00138629j -0.0022063-0.000911576j 0.00293055+0.00111078j 0.00372606+0.00197598j 0.000661065-0.00519849j 0.00155097-0.00623966j -0.00108424-0.00360021j 0.0051549+0.00176521j 0.00384858+0.000118428j 0.00214975-0.00272425j -0.000973361-0.00343238j 0.00418834+0.0126727j 0.00569364+0.0204673j -0.00298357-0.00692124j 0.00607155-0.00324192j -0.00634991+0.00856248j 0.00219753-0.0194883j -0.00856379-0.00828101j -0.00170105+0.00330122j -0.00903374+0.00335659j 0.000517933+0.0109241j 0.00549569+0.00189928j 0.00208558+0.0235689j 0.0106935+0.00276595j 0.00601101-0.000390736j 0.00451674+0.00554435j 0.00154975-0.0216938j -0.00563229-0.00661573j -0.00215884-0.00441876j -0.00481849-0.00101141j -0.000568243+0.00035133j -0.000340149+0.00152841j 4.32708e-05+0.00240067j -0.00440049-0.000668184j 0.00206275+0.00567573j 0.0109192+0.00303259j 0.00351056+0.00162355j 0.00061+0.00367515j -0.00166989+0.0026511j 0.00175128-0.00286105j 0.00955897-0.00323063j 0.00246645+0.001858j 0.00502132-0.0022638j 0.0032807+0.00012381j -0.0102282+0.00634561j 0.00522728+0.00263802j 0.0112212-0.00267336j -0.0140639-0.00149398j -0.00768689-0.00811586j 0.00810641+0.00517496j -0.0136637-0.00413971j -0.00304938+0.000921219j 0.000970196+0.0118468j -0.00409292+0.00274238j 0.00395932-0.011752j 0.021572-0.00376209j 0.00319536+0.0104944j 0.0160671+0.00178366j 0.00783032+0.00034361j 0.00408766+0.00153453j 0.00398794-0.00244202j 0.024056-0.00285079j 0.0146846-0.0120127j 0.00116457+0.00255255j -0.00636812-0.000627819j -0.0163782-0.00416189j -0.0228994+0.00843845j 
