-0.0720061-0j -0.0103932-0j -0.0590299-0j -0.0104351-0j -0.000869593-0j 0.0353457-0j -0.0362942-0j 0.00589094-0j 0.00360745-0j -0.00604903-0j 0.000736368-0j -0.00370426-0j -0.000756128-0j 4.33909e-05-0j -4.45553e-05-0j -0.0260693-0j 0.0317417-0j -0.0188178-0j -0.00420692-0j -0.00343494-0j 0.00512229-0j -0.00049579-0j -0.00303672-0j -0.000429367-0j 0.00418233-0j -5.06014e-05-0j 0.000603668-0j -0.00247947-0j 0.000522792-0j -2.30963e-06-0j -0.00035788-0j -0.000309933-0j 6.16116e-05-0j 2.81217e-06-0j -3.6526e-05-0j -1.66718e-06-0j -0.0204805-0j -0.0238939-0j 0.0434266-0j -0.00323826-0j 0.0205718-0j -0.00862378-0j -0.00256007-0j -0.00377796-0j -0.00170671-0j -0.000369514-0j 0.00686634-0j 0.00325269-0j -0.00298674-0j -0.000426678-0j -0.00136354-0j -0.00199116-0j -0.000150853-0j 0.00542832-0j -0.000431099-0j -3.55565e-05-0j 0.00361888-0j 0.00078351-0j 0.00257148-0j -3.77133e-05-0j 0.00171432-0j -0.000497791-0j 0.000371161-0j -0.00107797-0j -3.14278e-06-0j 0.00090472-0j -0.000175996-0j -0.000718648-0j -4.14825e-05-0j -0.000155592-0j -1.17124e-07-0j 0.000319867-0j 7.53933e-05-0j -4.39989e-05-0j 0.00042858-0j 7.99667e-05-0j 0.000151526-0j -3.66657e-06-0j -0.000179662-0j 3.5715e-05-0j 3.78815e-05-0j 6.66389e-06-0j -6.35201e-05-0j -1.36645e-07-0j -1.49718e-05-0j 3.15679e-06-0j 2.48349e-07-0j -1.588e-05-0j 1.17647e-07-0j -1.32334e-06-0j -4.93178e-08-0j 
-0.00323826-0j -0.000467402-0j -3.77864e-05-0j -6.67976e-06-0j -5.56647e-07-0j 0.316451-0j -0.310628-0j -0.000269246-0j -0.000164879-0j 0.000264292-0j -3.36558e-05-0j 0.000161845-0j 3.30365e-05-0j -1.98319e-06-0j 1.9467e-06-0j -0.00117239-0j -2.06498e-05-0j 0.00165641-0j 0.0370605-0j -0.000154476-0j 0.000652763-0j -2.22967e-05-0j -0.052361-0j -1.93095e-05-0j -2.72085e-06-0j -2.27564e-06-0j -3.92721e-07-0j 0.000218252-0j -3.40107e-07-0j -1.03868e-07-0j 3.15019e-05-0j 2.72814e-05-0j -4.0082e-08-0j -1.82948e-09-0j 3.21515e-06-0j 1.46751e-07-0j -0.000921049-0j -1.52951e-05-0j -0.000658029-0j -0.000145631-0j 0.000913471-0j 0.0011414-0j 0.0225527-0j -2.41836e-06-0j -7.67541e-05-0j 0.0032552-0j -0.000104044-0j 0.000144433-0j 0.000374512-0j -1.91885e-05-0j 0.000180472-0j -1.27459e-06-0j -6.78417e-06-0j 0.0161124-0j 5.40562e-05-0j -1.59904e-06-0j -5.48358e-05-0j 0.00232562-0j -0.0223671-0j -1.69604e-06-0j 7.61226e-05-0j -3.18647e-07-0j -0.00322841-0j -0.0279482-0j -1.41337e-07-0j -1.37089e-05-0j -1.12659e-07-0j 9.5117e-05-0j -2.65539e-08-0j -0.00403398-0j -5.26731e-09-0j -4.84684e-06-0j -1.14241e-06-0j -2.81647e-08-0j 1.90307e-05-0j -1.21171e-06-0j 6.72835e-06-0j -2.34706e-09-0j 2.37792e-05-0j 1.58589e-06-0j 1.68209e-06-0j -1.00976e-07-0j 8.40723e-06-0j -8.74697e-11-0j 1.9816e-06-0j 1.40174e-07-0j -3.76315e-09-0j 2.10181e-06-0j 5.22398e-09-0j 1.75151e-07-0j 6.52748e-09-0j 
-0.00586462-0j 0.0393625-0j 4.99695e-05-0j 0.0812548-0j 0.0100922-0j 3.04083e-05-0j 3.07234e-05-0j -0.000484531-0j -0.00060031-0j -0.000489552-0j -0.272703-0j -0.000606531-0j -0.275529-0j 0.00103075-0j 0.00104144-0j 2.2068e-05-0j 2.73077e-05-0j 1.59295e-05-0j -0.000340469-0j -0.000279762-0j -0.000421309-0j 0.00187773-0j -0.000245764-0j 0.00672143-0j -0.000346188-0j -0.0565029-0j 0.00232357-0j -0.000201943-0j 0.00831734-0j 9.0289e-05-0j 0.00135541-0j 0.00485178-0j -0.0699187-0j 0.000111727-0j -0.0407859-0j 6.5174e-05-0j 1.7337e-05-0j 2.02265e-05-0j 1.23861e-05-0j -0.000262074-0j 1.76982e-05-0j 7.30012e-06-0j -0.000208508-0j -0.000305753-0j 1.44475e-06-0j 0.00139947-0j -0.000187235-0j -0.000267534-0j -0.000243259-0j 0.0033224-0j -0.000110352-0j 1.68554e-06-0j -3.71147e-05-0j -0.000148965-0j 0.00163272-0j 0.000412656-0j 1.03218e-06-0j 0.000999833-0j -0.000212851-0j -0.0276279-0j 1.47485e-06-0j 0.00387613-0j 0.00142863-0j -8.77968e-05-0j -0.00706782-0j 0.00237364-0j -4.33005e-05-0j 6.08344e-07-0j 0.000481432-0j 0.00058928-0j 6.88234e-06-0j -2.6516e-05-0j 0.000294816-0j -0.0322326-0j 0.00339161-0j -0.0197384-0j -3.78879e-05-0j -0.00824579-0j 0.00139897-0j 0.000421253-0j -0.0282035-0j -0.00504949-0j -1.5628e-05-0j 8.02939e-06-0j 0.000173758-0j -0.00721507-0j 4.91698e-06-0j -0.0116334-0j 7.02572e-06-0j -0.00297606-0j 2.89796e-06-0j 
-3.59175e-06-0j -0.0143148-0j -2.94448e-06-0j 0.000100048-0j 0.113702-0j -1.79182e-06-0j -1.81039e-06-0j 5.74012e-05-0j -1.82877e-07-0j 5.7996e-05-0j -0.00103075-0j -1.84772e-07-0j -0.00104144-0j -0.263945-0j -0.26668-0j -1.30037e-06-0j -1.60912e-06-0j -9.38655e-07-0j 4.03345e-05-0j -1.71338e-07-0j 4.99114e-05-0j -0.000682866-0j 2.9115e-05-0j 4.11662e-06-0j -2.12021e-07-0j 0.0066163-0j -0.000845003-0j -1.23679e-07-0j 5.09406e-06-0j -0.0721718-0j -0.000492919-0j 2.97154e-06-0j 0.00818725-0j -0.089308-0j 0.0047759-0j -0.0520964-0j -1.02159e-06-0j -1.19186e-06-0j -7.2986e-07-0j 3.10473e-05-0j -1.04287e-06-0j -4.30164e-07-0j -1.27699e-07-0j 3.62218e-05-0j -8.51326e-08-0j -0.000508942-0j 2.21813e-05-0j 3.16941e-05-0j -1.48982e-07-0j 4.09084e-06-0j 1.30732e-05-0j -9.93214e-08-0j -7.52473e-09-0j -9.12325e-08-0j -0.000593765-0j 0.00464913-0j -6.08217e-08-0j -0.000363605-0j -1.30359e-07-0j -5.19436e-05-0j -8.69062e-08-0j 4.77265e-06-0j -0.000519544-0j -5.37705e-08-0j -0.0188107-0j 2.92264e-06-0j -8.77886e-09-0j -3.5847e-08-0j 0.00542398-0j -0.000214301-0j -0.0111354-0j -5.37593e-09-0j 0.0033215-0j -6.06009e-05-0j 4.17607e-06-0j -3.71103e-05-0j -7.6815e-09-0j -0.0219458-0j 1.72254e-06-0j 0.00474598-0j -5.30258e-05-0j -0.013439-0j -3.16846e-09-0j -0.0129913-0j 0.00195762-0j -0.0192026-0j -0.0079555-0j -2.1872e-05-0j -0.0113674-0j -0.00792067-0j -0.0046888-0j 
-0.00256007-0j -0.000369514-0j -0.00209872-0j -0.000371004-0j -3.0917e-05-0j -0.246163-0j 0.252769-0j 0.000209443-0j 0.000128257-0j -0.000215064-0j 2.61804e-05-0j -0.000131699-0j -2.6883e-05-0j 1.5427e-06-0j -1.58409e-06-0j -0.000926855-0j 0.00112853-0j -0.000669039-0j 0.0292989-0j -0.000122124-0j -0.0356739-0j -1.76271e-05-0j 0.021149-0j -1.52655e-05-0j 0.000148696-0j -1.79905e-06-0j 2.14625e-05-0j -8.81536e-05-0j 1.8587e-05-0j -8.21152e-08-0j -1.27239e-05-0j -1.10192e-05-0j 2.1905e-06-0j 9.99824e-08-0j -1.29863e-06-0j -5.92739e-08-0j 0.00219764-0j -0.000849512-0j 0.00154396-0j 0.000347477-0j 0.0007314-0j -0.000306605-0j -0.0538109-0j -0.00013432-0j 0.000183136-0j -0.00776694-0j 0.000244122-0j 0.000115644-0j 0.020801-0j 4.57841e-05-0j -4.84785e-05-0j -7.07927e-05-0j 1.61871e-05-0j -0.0378052-0j 0.00300237-0j 3.81534e-06-0j 0.000128664-0j -0.00545672-0j -0.0179089-0j 4.04678e-06-0j 6.095e-05-0j -1.76982e-05-0j -0.00258493-0j 0.00750748-0j 3.37232e-07-0j 3.21659e-05-0j -6.25725e-06-0j -2.55504e-05-0j -1.47485e-06-0j 0.00108361-0j 1.25679e-08-0j 1.13724e-05-0j 2.68049e-06-0j -1.56431e-06-0j 1.52375e-05-0j 2.84309e-06-0j 5.38727e-06-0j -1.30359e-07-0j -6.38761e-06-0j 1.26979e-06-0j 1.34682e-06-0j 2.36924e-07-0j -2.25836e-06-0j -4.85821e-09-0j -5.32301e-07-0j 1.12235e-07-0j 8.82965e-09-0j -5.6459e-07-0j 4.18274e-09-0j -4.70492e-08-0j -1.75342e-09-0j 
0.000539709-0j -0.00744767-0j -0.000917833-0j -5.26616e-05-0j -1.3351e-05-0j 0.000269246-0j -0.000264292-0j 0.309358-0j 2.74798e-05-0j -0.303666-0j -0.000536277-0j -2.69742e-05-0j 0.00052641-0j -6.35314e-05-0j 6.23625e-05-0j 0.000195398-0j 3.44164e-06-0j -0.000276069-0j -0.00149155-0j -0.00375222-0j -2.62715e-05-0j 0.0517784-0j 0.00210735-0j -0.000152231-0j -6.60896e-05-0j -5.45804e-05-0j 0.000911997-0j 0.00530133-0j -2.68132e-06-0j -4.16361e-06-0j -0.0731552-0j 0.00021508-0j -9.6135e-07-0j -7.33356e-08-0j 7.71141e-05-0j 5.88257e-06-0j 0.000153508-0j 2.54918e-06-0j 0.000109672-0j -0.00114812-0j -0.000152245-0j -0.000190234-0j 1.91885e-05-0j -1.90658e-05-0j -0.00374151-0j -0.00026479-0j -0.000820254-0j 0.00113867-0j 3.18647e-07-0j 0.0220472-0j 0.0014228-0j -6.2132e-05-0j 1.13069e-06-0j 1.37089e-05-0j -4.39714e-06-0j 0.00558949-0j -0.00267306-0j -0.000189175-0j -1.90307e-05-0j -2.7025e-05-0j 0.00371073-0j 0.000366119-0j 0.000262612-0j -2.37792e-05-0j -4.52773e-06-0j 0.0157513-0j 1.87765e-08-0j 0.00463664-0j 9.28198e-05-0j 0.000328139-0j -2.53547e-07-0j 8.07807e-07-0j 0.00399332-0j -4.48781e-07-0j -0.0218658-0j -1.93076e-05-0j -1.12139e-06-0j -7.51881e-08-0j -0.0273219-0j -0.0055435-0j 2.68027e-05-0j -3.23477e-06-0j -1.40121e-06-0j -4.21043e-09-0j -0.00692673-0j 4.49048e-06-0j -1.81143e-07-0j 3.34906e-05-0j 2.51461e-07-0j 5.61096e-06-0j 3.14206e-07-0j 
-0.00170671-0j -0.000246342-0j -0.00139915-0j -0.000247336-0j -2.06114e-05-0j 0.166784-0j 0.168512-0j -0.000141905-0j -8.68989e-05-0j -0.000143376-0j -1.77382e-05-0j -8.77994e-05-0j -1.7922e-05-0j -1.04523e-06-0j -1.05606e-06-0j 0.00308296-0j -0.000764616-0j -0.000446026-0j -0.0974557-0j 0.000406216-0j 0.0241703-0j 5.86322e-05-0j 0.0140994-0j 5.0777e-05-0j -0.000100747-0j 5.98412e-06-0j -1.45416e-05-0j -5.87691e-05-0j -1.25934e-05-0j 2.73137e-07-0j -8.48259e-06-0j -7.34614e-06-0j -1.48414e-06-0j -6.77416e-08-0j -8.6575e-07-0j -3.95159e-08-0j -0.000485436-0j 0.0028257-0j -0.000346812-0j -7.67541e-05-0j -0.000495549-0j -0.000204403-0j 0.0118863-0j 0.000446782-0j -4.0453e-05-0j 0.00171564-0j -5.48358e-05-0j -7.83532e-05-0j -0.0691896-0j -1.01132e-05-0j -3.2319e-05-0j 0.000235475-0j -3.57557e-06-0j 0.00849198-0j -0.00998666-0j -8.4277e-07-0j -2.8901e-05-0j 0.00122571-0j 0.0121339-0j -8.93893e-07-0j -4.12957e-05-0j 5.88687e-05-0j 0.00175138-0j 0.00500499-0j -7.44911e-08-0j -7.22525e-06-0j 2.08132e-05-0j -1.70336e-05-0j 4.90573e-06-0j 0.000722408-0j -2.77612e-09-0j -2.55451e-06-0j -6.02104e-07-0j 5.20331e-06-0j -1.03239e-05-0j -6.38628e-07-0j -3.65006e-06-0j 4.33609e-07-0j -4.25841e-06-0j -8.60328e-07-0j -9.12516e-07-0j -5.3219e-08-0j -1.50557e-06-0j 1.61597e-08-0j -3.54867e-07-0j -7.6043e-08-0j -1.98335e-09-0j -3.76393e-07-0j -2.83395e-09-0j -3.13661e-08-0j -1.16895e-09-0j 
0.0025866-0j 0.000373343-0j -0.0020601-0j -0.000364178-0j -3.03482e-05-0j -0.252769-0j 0.255285-0j 0.000215064-0j 0.000131699-0j -0.000217204-0j 2.6883e-05-0j -0.00013301-0j -2.71505e-05-0j 1.58409e-06-0j -1.59986e-06-0j 0.00093646-0j -0.00112582-0j 0.000619064-0j -0.0296025-0j 0.000123389-0j 0.0355884-0j 1.78097e-05-0j -0.0195693-0j 1.54237e-05-0j -0.00014834-0j 1.8177e-06-0j -2.1411e-05-0j 8.15688e-05-0j -1.85425e-05-0j 8.29662e-08-0j 1.17734e-05-0j 1.01961e-05-0j -2.18525e-06-0j -9.97427e-08-0j 1.20162e-06-0j 5.48463e-08-0j -0.00222041-0j -0.000833882-0j 0.000525609-0j -0.000351078-0j -0.000750722-0j 0.00147912-0j 0.0543686-0j -0.000131848-0j -0.000185034-0j 0.00784743-0j 8.31061e-05-0j -0.0001187-0j 0.0204183-0j -4.62585e-05-0j 0.000233869-0j -6.94901e-05-0j -1.63549e-05-0j -0.01287-0j 0.00294713-0j -3.85488e-06-0j 4.38007e-05-0j -0.00185762-0j 0.0183821-0j -4.08872e-06-0j -6.25602e-05-0j -1.73725e-05-0j 0.00265322-0j -0.0362174-0j -3.40726e-07-0j 1.09502e-05-0j -6.14212e-06-0j 0.00012326-0j -1.44771e-06-0j -0.00522753-0j -1.26981e-08-0j 3.87148e-06-0j 9.12516e-07-0j -1.53553e-06-0j -1.564e-05-0j 9.67869e-07-0j -5.52959e-06-0j -1.27961e-07-0j 3.08149e-05-0j -1.30334e-06-0j -1.3824e-06-0j 8.06557e-08-0j 1.08947e-05-0j -4.76882e-09-0j 2.56791e-06-0j -1.152e-07-0j 3.00586e-09-0j 2.72368e-06-0j -4.29324e-09-0j 2.26973e-07-0j 8.45879e-09-0j 
-0.0639285-0j 4.7704e-05-0j 3.85656e-06-0j -0.00013187-0j 5.68125e-08-0j 0.000164879-0j -0.000161845-0j 2.74798e-05-0j 0.311539-0j -2.69742e-05-0j -0.000664421-0j -0.305807-0j 0.000652196-0j 2.02408e-07-0j -1.98684e-07-0j 0.000119656-0j 2.10756e-06-0j -0.000169057-0j 1.93095e-05-0j -0.00304961-0j 3.40107e-07-0j 2.27564e-06-0j -2.72814e-05-0j 0.0364853-0j -5.37142e-05-0j -4.4925e-05-0j 4.0082e-08-0j 0.00430865-0j 0.000642632-0j 1.0601e-08-0j -3.21515e-06-0j -0.0515483-0j -7.91284e-07-0j 1.86721e-10-0j 6.34724e-05-0j -1.49777e-08-0j 9.40042e-05-0j 1.56105e-06-0j 6.71598e-05-0j 1.48634e-05-0j -9.32308e-05-0j -0.000116494-0j -0.00227288-0j 2.46823e-07-0j 7.83368e-06-0j 1.69604e-06-0j 1.06189e-05-0j -1.47411e-05-0j -3.77438e-05-0j -0.000378813-0j -1.84193e-05-0j 1.30087e-07-0j 0.0388586-0j -0.00162382-0j 2.81647e-08-0j 1.63202e-07-0j 5.59665e-06-0j 1.21171e-06-0j 0.00225418-0j 0.00320467-0j -7.76923e-06-0j -6.29063e-06-0j -1.68209e-06-0j 0.00281665-0j -2.79022e-06-0j -0.000270637-0j 0.000645291-0j -9.70784e-06-0j 2.71015e-09-0j -2.10181e-06-0j 5.37593e-10-0j 0.0277619-0j 1.16597e-07-0j 5.32173e-05-0j 0.000375697-0j 0.00228953-0j -0.0385389-0j -4.63348e-08-0j 0.000469442-0j -1.61859e-07-0j -0.00317831-0j -1.99343e-06-0j -0.0481552-0j 8.92734e-12-0j -2.02247e-07-0j 2.76727e-06-0j 3.84075e-10-0j -0.00397137-0j -5.3317e-10-0j 3.45777e-06-0j -6.66208e-10-0j 
0.00649095-0j -0.0435663-0j -7.87217e-07-0j -0.00128009-0j -0.000158992-0j -3.36558e-05-0j 3.30365e-05-0j 0.000536277-0j 0.000664421-0j -0.00052641-0j 0.301827-0j -0.000652196-0j -0.296274-0j -0.00114084-0j 0.00111985-0j -2.44248e-05-0j -4.30205e-07-0j 3.45086e-05-0j 0.00037683-0j 0.00030964-0j 6.63729e-06-0j -0.00207826-0j -0.000532406-0j -0.00743925-0j 5.45384e-06-0j 0.0625372-0j -3.66054e-05-0j -0.000437476-0j -0.000131031-0j -9.99316e-05-0j 0.00293628-0j 0.0105106-0j 0.0011015-0j -1.76014e-06-0j -0.0883559-0j 0.000141189-0j -1.91885e-05-0j -3.18647e-07-0j -1.37089e-05-0j 0.000290063-0j 1.90307e-05-0j 2.37792e-05-0j 0.000230776-0j 4.81683e-06-0j -1.59904e-06-0j -0.00154893-0j 0.000207231-0j -0.000287677-0j 3.83229e-06-0j -0.00367722-0j -0.000359459-0j -2.65539e-08-0j 4.10784e-05-0j 0.000164874-0j -2.57218e-05-0j -0.000456727-0j -1.14241e-06-0j -0.00110661-0j -0.000228877-0j 0.0305785-0j 1.58589e-06-0j -6.10644e-05-0j 0.00153619-0j -0.000285987-0j 0.00782264-0j -0.00262713-0j 6.82154e-07-0j 1.9816e-06-0j -7.58447e-06-0j 0.00191951-0j -7.61735e-06-0j 2.93478e-05-0j -0.000326301-0j 0.000507791-0j 0.00364697-0j 0.0218464-0j -4.07404e-05-0j 0.000129904-0j 0.00455697-0j 0.000452969-0j -0.0303269-0j 0.00558877-0j -5.09061e-05-0j -1.26495e-07-0j 0.000565996-0j -0.00775828-0j -5.4421e-06-0j -0.0378942-0j 7.55468e-06-0j -0.00969415-0j 9.43975e-06-0j 
0.00298674-0j 0.000431099-0j 3.48516e-05-0j 6.16095e-06-0j 5.13413e-07-0j 0.28719-0j 0.286502-0j -0.000244351-0j -0.000149634-0j -0.000243765-0j -3.05438e-05-0j -0.000149275-0j -3.04706e-05-0j -1.79981e-06-0j -1.7955e-06-0j -0.00215692-0j -1.87405e-05-0j -0.00152776-0j 0.0681827-0j -0.0002842-0j 0.000592406-0j -4.10207e-05-0j 0.0482942-0j -3.5525e-05-0j -2.46927e-06-0j -4.18666e-06-0j -3.56409e-07-0j -0.0002013-0j -3.08659e-07-0j -1.91094e-07-0j -2.90552e-05-0j -2.51625e-05-0j -3.63758e-08-0j -1.66032e-09-0j -2.96543e-06-0j -1.35353e-07-0j 0.000849512-0j -2.81394e-05-0j -0.00180129-0j 0.00013432-0j 0.000829008-0j -0.00105275-0j -0.020801-0j -4.44923e-06-0j 7.07927e-05-0j -0.00300237-0j -0.000284809-0j 0.000131078-0j 0.000689017-0j 1.76982e-05-0j -0.000166455-0j -2.34495e-06-0j 6.25725e-06-0j 0.0441061-0j 9.9451e-05-0j 1.47485e-06-0j -0.000150108-0j 0.00636617-0j -0.0202989-0j 1.56431e-06-0j 6.9084e-05-0j -5.86237e-07-0j -0.0029299-0j 0.0257775-0j 1.30359e-07-0j -3.75269e-05-0j -2.07266e-07-0j -8.77293e-05-0j -4.88531e-08-0j 0.00372066-0j 4.85821e-09-0j -1.32678e-05-0j -3.12724e-06-0j -5.18166e-08-0j 1.7271e-05-0j -3.31694e-06-0j 6.10622e-06-0j -4.31805e-09-0j -2.19323e-05-0j 1.43925e-06-0j 1.52656e-06-0j -2.76412e-07-0j -7.75425e-06-0j -1.60924e-10-0j -1.82769e-06-0j 1.27213e-07-0j -1.03013e-08-0j -1.93856e-06-0j 4.74095e-09-0j -1.61547e-07-0j -6.0205e-09-0j 
0.000426678-0j -0.0058879-0j -0.0509779-0j -0.00292491-0j -0.000741533-0j -0.000209443-0j 0.000215064-0j -0.240646-0j -2.13762e-05-0j 0.247104-0j 0.000417164-0j 2.19499e-05-0j -0.000428358-0j 4.94203e-05-0j -5.07465e-05-0j 0.000154476-0j -0.000188088-0j 0.000111507-0j -0.00117918-0j -0.00296639-0j 0.00143575-0j 0.0409344-0j -0.000851175-0j -0.000120349-0j 0.00361184-0j -4.31496e-05-0j -0.0498412-0j -0.00214125-0j 0.000146536-0j -3.29162e-06-0j 0.029548-0j -8.68727e-05-0j 5.25384e-05-0j 4.00784e-06-0j -3.1147e-05-0j -2.37602e-06-0j -0.000366273-0j 0.000141585-0j -0.000257327-0j 0.00273942-0j -0.0001219-0j 5.11009e-05-0j -4.57841e-05-0j -0.00105894-0j 0.00892729-0j 0.000631793-0j 0.0019246-0j 0.000911712-0j 1.76982e-05-0j -0.052605-0j -0.000382193-0j -0.00345091-0j -2.69785e-06-0j -3.21659e-05-0j -0.000244224-0j -0.0133366-0j 0.00627193-0j 0.000443871-0j -1.52375e-05-0j 6.44821e-05-0j 0.00297111-0j 0.0203348-0j 0.000210268-0j 6.38761e-06-0j 1.08032e-05-0j -0.036958-0j 1.04287e-06-0j -0.0012455-0j 0.00515536-0j -8.81452e-05-0j 6.04966e-07-0j -1.89539e-06-0j -0.00936971-0j -2.4926e-05-0j -0.0175076-0j 4.53023e-05-0j -8.97878e-07-0j -4.17607e-06-0j 0.00733923-0j -0.00443858-0j 2.14604e-05-0j 7.58988e-06-0j 3.76393e-07-0j -2.33854e-07-0j 0.00186067-0j 3.59544e-06-0j 4.25023e-07-0j -8.99628e-06-0j 2.0134e-07-0j -1.50722e-06-0j -8.44024e-08-0j 
3.97533e-06-0j 0.0158436-0j 4.63872e-08-0j -1.57616e-06-0j -0.00179126-0j 1.98319e-06-0j -1.9467e-06-0j -6.35314e-05-0j 2.02408e-07-0j 6.23625e-05-0j 0.00114084-0j -1.98684e-07-0j -0.00111985-0j 0.292134-0j -0.286758-0j 1.43924e-06-0j 2.53501e-08-0j -2.03344e-06-0j -4.46421e-05-0j 1.89637e-07-0j -7.86303e-07-0j 0.000755794-0j 6.30728e-05-0j -4.55627e-06-0j 3.34016e-09-0j -0.0073229-0j 1.33122e-05-0j -2.67929e-07-0j -8.02517e-08-0j 0.0798795-0j -0.00106783-0j 6.43734e-06-0j -0.000128982-0j 0.00140696-0j 0.0103462-0j -0.112858-0j 1.13069e-06-0j 1.87765e-08-0j 8.07807e-07-0j -3.43631e-05-0j -1.12139e-06-0j -1.40121e-06-0j 1.41337e-07-0j -5.70638e-07-0j 9.42246e-08-0j 0.000563295-0j -2.45502e-05-0j 3.40803e-05-0j 2.34706e-09-0j -4.52773e-06-0j 4.25842e-05-0j 1.56471e-09-0j 8.32835e-09-0j 1.00976e-07-0j 9.35415e-06-0j -0.00514564-0j 6.73173e-08-0j 0.000402437-0j -1.40174e-07-0j 5.74911e-05-0j -9.34493e-08-0j -7.51881e-08-0j -0.000558661-0j -1.75151e-07-0j 0.0208196-0j -3.23477e-06-0j 1.38302e-10-0j -1.16767e-07-0j -8.54492e-05-0j -0.000698059-0j 0.0123246-0j 5.95006e-09-0j -0.00367622-0j 9.54704e-07-0j 4.49048e-06-0j 4.10736e-05-0j -8.25983e-09-0j 0.000345734-0j 5.61096e-06-0j 0.00510331-0j -5.70181e-05-0j 0.0148743-0j -1.03209e-08-0j 0.000204664-0j 0.0063767-0j -0.0206484-0j 0.00880512-0j -7.12454e-05-0j -0.0122232-0j -0.0258006-0j -0.0152732-0j 
0.000284452-0j -0.00392526-0j -0.0339853-0j -0.00194994-0j -0.000494355-0j 0.000141905-0j 0.000143376-0j 0.163046-0j 1.44831e-05-0j 0.164736-0j -0.000282643-0j 1.46332e-05-0j -0.000285572-0j -3.3484e-05-0j -3.3831e-05-0j -0.000513827-0j 0.000127436-0j 7.43377e-05-0j 0.00392225-0j 0.00986698-0j -0.000972772-0j -0.136159-0j -0.00056745-0j 0.000400313-0j -0.00244715-0j 0.000143527-0j 0.0337692-0j -0.0014275-0j -9.92831e-05-0j 1.09488e-05-0j 0.0196987-0j -5.79152e-05-0j -3.55966e-05-0j -2.71545e-06-0j -2.07647e-05-0j -1.58401e-06-0j 8.09059e-05-0j -0.00047095-0j 5.7802e-05-0j -0.000605111-0j 8.25915e-05-0j 3.40672e-05-0j 1.01132e-05-0j 0.00352232-0j -0.00197195-0j -0.000139557-0j -0.000432312-0j -0.000617717-0j -5.88687e-05-0j 0.0116199-0j -0.000254795-0j 0.0114786-0j 5.95928e-07-0j 7.22525e-06-0j 0.000812354-0j 0.00294592-0j -0.00140883-0j -9.97041e-05-0j 1.03239e-05-0j -1.42434e-05-0j -0.00201303-0j -0.067639-0j -0.000142464-0j 4.25841e-06-0j -2.38632e-06-0j 0.00830166-0j -3.46887e-06-0j -0.000830333-0j -0.0171481-0j -5.87635e-05-0j -1.33631e-07-0j 4.25752e-07-0j 0.00210467-0j 8.29105e-05-0j 0.011862-0j -1.0176e-05-0j 6.08344e-07-0j 1.38907e-05-0j 0.00489282-0j 0.00300729-0j -1.45402e-05-0j -1.70487e-06-0j 2.50929e-07-0j 7.77859e-07-0j 0.00124044-0j -2.43604e-06-0j -9.54705e-08-0j -5.99752e-06-0j -1.36415e-07-0j -1.00481e-06-0j -5.62683e-08-0j 
-0.0505399-0j 3.77133e-05-0j 0.0002142-0j -0.00732424-0j 3.15546e-06-0j -0.000128257-0j 0.000131699-0j -2.13762e-05-0j -0.242343-0j 2.19499e-05-0j 0.000516845-0j 0.248846-0j -0.000530714-0j -1.57451e-07-0j 1.61676e-07-0j 9.45967e-05-0j -0.00011518-0j 6.82835e-05-0j 1.52655e-05-0j -0.00241093-0j -1.8587e-05-0j 1.79905e-06-0j 1.10192e-05-0j 0.0288441-0j 0.00293551-0j -3.55163e-05-0j -2.1905e-06-0j -0.0017403-0j -0.0351203-0j 8.38085e-09-0j 1.29863e-06-0j 0.0208208-0j 4.32442e-05-0j -1.02044e-08-0j -2.5637e-05-0j 6.04962e-09-0j -0.000224295-0j 8.6703e-05-0j -0.00015758-0j -3.54642e-05-0j -7.46481e-05-0j 3.12928e-05-0j 0.00542312-0j 1.37089e-05-0j -1.86913e-05-0j -4.04678e-06-0j -2.49156e-05-0j -1.18029e-05-0j -0.00209635-0j 0.000903854-0j 4.94782e-06-0j 7.22525e-06-0j -0.0927171-0j 0.00381005-0j 1.56431e-06-0j -3.89402e-07-0j -1.31317e-05-0j -2.84309e-06-0j 0.00180488-0j -0.0076464-0j -6.22068e-06-0j -0.000349391-0j -1.34682e-06-0j -0.000756612-0j 6.65751e-06-0j 0.000635009-0j 0.0358405-0j 2.60773e-06-0j 1.50526e-07-0j 5.6459e-07-0j -1.2827e-09-0j -0.065139-0j -2.73577e-07-0j 0.00295577-0j 0.000300813-0j -0.00537203-0j -0.0308574-0j -2.57351e-06-0j -0.000126102-0j -1.29597e-07-0j -0.00254481-0j 4.67728e-06-0j 0.0129355-0j 4.95839e-10-0j 5.43277e-08-0j 2.2157e-06-0j -9.01172e-10-0j 0.00106679-0j -4.26899e-10-0j -9.28829e-07-0j 1.78958e-10-0j 
