-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
0.0010017-0j 0.000214521-0j 0.00196655-0j 0.000868961-0j 0.00171677-0j -0.00180653-0j 0.00148234-0j -0.00111465-0j 0.00261772-0j 0.00214728-0j -0.0029507-0j -0.00132285-0j -0.00137742-0j -0.00430868-0j 0.00448307-0j 0.000357673-0j -0.000753186-0j -0.00257237-0j 0.000691867-0j 0.00202284-0j -0.00170305-0j 0.00108285-0j 0.000155484-0j 0.000252844-0j 0.00123723-0j 0.0022403-0j 0.00148443-0j 0.00592257-0j -0.000114274-0j 0.00146712-0j -0.00219748-0j 0.00120136-0j -0.000249151-0j 0.000194894-0j -0.00110023-0j 0.00171363-0j -0.00202554-0j 0.000827994-0j 0.00254413-0j 0.000728708-0j -0.000159168-0j 0.00446155-0j -0.00423284-0j 0.00138959-0j -0.00136414-0j 0.00287963-0j 0.00209541-0j 0.00254309-0j -0.00110951-0j 0.00146257-0j -0.00178746-0j 0.00169647-0j -0.000864636-0j 0.00194945-0j -0.000213777-0j 0.000996731-0j 
-7.0729e-17-0j -1.51471e-17-0j -1.38856e-16-0j -6.13566e-17-0j -1.2122e-16-0j 1.27558e-16-0j -1.04667e-16-0j 7.87043e-17-0j -1.84835e-16-0j -1.51618e-16-0j 2.08347e-16-0j 9.34051e-17-0j 9.72585e-17-0j 3.04233e-16-0j -3.16546e-16-0j -2.5255e-17-0j 5.31819e-17-0j 1.81633e-16-0j -4.88522e-17-0j -1.42831e-16-0j 1.20251e-16-0j -7.64595e-17-0j -1.09786e-17-0j -1.78531e-17-0j -8.73601e-17-0j -1.58186e-16-0j -1.04815e-16-0j -4.18188e-16-0j 8.06883e-18-0j -1.03592e-16-0j 1.55163e-16-0j -8.48268e-17-0j 1.75924e-17-0j -1.37613e-17-0j 7.76864e-17-0j -1.20998e-16-0j 1.43022e-16-0j -5.8464e-17-0j -1.79639e-16-0j -5.14535e-17-0j 1.12388e-17-0j -3.15026e-16-0j 2.98877e-16-0j -9.81182e-17-0j 9.63209e-17-0j -2.03328e-16-0j -1.47956e-16-0j -1.79565e-16-0j 7.83415e-17-0j -1.03271e-16-0j 1.26211e-16-0j -1.19787e-16-0j 6.10513e-17-0j -1.37649e-16-0j 1.50946e-17-0j -7.03784e-17-0j 
-0.00247875-0j -0.000530844-0j -0.00486633-0j -0.00215029-0j -0.00424824-0j 0.00447036-0j -0.00366815-0j 0.00275826-0j -0.00647769-0j -0.00531356-0j 0.00730167-0j 0.00327346-0j 0.0034085-0j 0.0106621-0j -0.0110936-0j -0.000885083-0j 0.0018638-0j 0.00636548-0j -0.00171206-0j -0.00500563-0j 0.0042143-0j -0.00267958-0j -0.000384755-0j -0.000625677-0j -0.0030616-0j -0.00554376-0j -0.00367332-0j -0.0146558-0j 0.000282779-0j -0.00363047-0j 0.0054378-0j -0.00297282-0j 0.000616539-0j -0.000482276-0j 0.00272258-0j -0.00424047-0j 0.00501231-0j -0.00204892-0j -0.0062956-0j -0.00180323-0j 0.000393871-0j -0.0110404-0j 0.0104744-0j -0.00343863-0j 0.00337564-0j -0.0071258-0j -0.00518522-0j -0.00629301-0j 0.00274554-0j -0.00361921-0j 0.00442317-0j -0.00419802-0j 0.00213959-0j -0.00482403-0j 0.000529004-0j -0.00246647-0j 
0.000560837-0j 0.000120108-0j 0.00110105-0j 0.00048652-0j 0.000961198-0j -0.00101145-0j 0.000829946-0j -0.000624077-0j 0.00146563-0j 0.00120223-0j -0.00165206-0j -0.000740645-0j -0.0007712-0j -0.00241238-0j 0.00251001-0j 0.000200257-0j -0.0004217-0j -0.00144024-0j 0.000387368-0j 0.00113256-0j -0.000953517-0j 0.000606276-0j 8.70537e-05-0j 0.000141564-0j 0.000692711-0j 0.00125432-0j 0.000831116-0j 0.00331598-0j -6.39808e-05-0j 0.000821421-0j -0.00123034-0j 0.000672624-0j -0.000139497-0j 0.000109119-0j -0.000616005-0j 0.000959438-0j -0.00113407-0j 0.000463584-0j 0.00142443-0j 0.000407994-0j -8.91164e-05-0j 0.00249796-0j -0.00236991-0j 0.000778016-0j -0.000763765-0j 0.00161227-0j 0.0011732-0j 0.00142384-0j -0.0006212-0j 0.000818875-0j -0.00100078-0j 0.000949834-0j -0.000484099-0j 0.00109147-0j -0.000119691-0j 0.000558057-0j 
0.000130439-0j 2.79344e-05-0j 0.000256079-0j 0.000113154-0j 0.000223554-0j -0.000235242-0j 0.000193028-0j -0.000145147-0j 0.000340873-0j 0.000279614-0j -0.000384233-0j -0.000172258-0j -0.000179364-0j -0.000561066-0j 0.000583775-0j 4.65754e-05-0j -9.80782e-05-0j -0.000334968-0j 9.00934e-05-0j 0.000263409-0j -0.000221767-0j 0.000141007-0j 2.02468e-05-0j 3.29248e-05-0j 0.00016111-0j 0.000291727-0j 0.0001933-0j 0.000771224-0j -1.48806e-05-0j 0.000191045-0j -0.000286151-0j 0.000156438-0j -3.24439e-05-0j 2.53786e-05-0j -0.000143269-0j 0.000223145-0j -0.000263761-0j 0.00010782-0j 0.000331291-0j 9.48907e-05-0j -2.07265e-05-0j 0.000580973-0j -0.000551191-0j 0.00018095-0j -0.000177635-0j 0.000374979-0j 0.00027286-0j 0.000331155-0j -0.000144478-0j 0.000190453-0j -0.000232759-0j 0.000220911-0j -0.000112591-0j 0.000253853-0j -2.78376e-05-0j 0.000129792-0j 
-2.53742e-18-0j -5.43407e-19-0j -4.9815e-18-0j -2.20118e-18-0j -4.34879e-18-0j 4.57615e-18-0j -3.75496e-18-0j 2.82353e-18-0j -6.631e-18-0j -5.43932e-18-0j 7.47448e-18-0j 3.35093e-18-0j 3.48917e-18-0j 1.09144e-17-0j -1.13562e-17-0j -9.0603e-19-0j 1.90791e-18-0j 6.51613e-18-0j -1.75258e-18-0j -5.1241e-18-0j 4.31404e-18-0j -2.743e-18-0j -3.93861e-19-0j -6.40484e-19-0j -3.13406e-18-0j -5.67496e-18-0j -3.76025e-18-0j -1.50026e-17-0j 2.89471e-19-0j -3.71639e-18-0j 5.56649e-18-0j -3.04318e-18-0j 6.3113e-19-0j -4.9369e-19-0j 2.78702e-18-0j -4.34082e-18-0j 5.13093e-18-0j -2.09741e-18-0j -6.4446e-18-0j -1.84591e-18-0j 4.03193e-19-0j -1.13016e-17-0j 1.07223e-17-0j -3.52001e-18-0j 3.45553e-18-0j -7.29445e-18-0j -5.30794e-18-0j -6.44195e-18-0j 2.81052e-18-0j -3.70487e-18-0j 4.52785e-18-0j -4.29737e-18-0j 2.19023e-18-0j -4.9382e-18-0j 5.41524e-19-0j -2.52484e-18-0j 
2.37337e-17-0j 5.08275e-18-0j 4.65944e-17-0j 2.05887e-17-0j 4.06763e-17-0j -4.2803e-17-0j 3.5122e-17-0j -2.64099e-17-0j 6.20229e-17-0j 5.08766e-17-0j -6.99125e-17-0j -3.13429e-17-0j -3.26359e-17-0j -1.02088e-16-0j 1.0622e-16-0j 8.47454e-18-0j -1.78456e-17-0j -6.09485e-17-0j 1.63928e-17-0j 4.79282e-17-0j -4.03513e-17-0j 2.56566e-17-0j 3.68397e-18-0j 5.99076e-18-0j 2.93144e-17-0j 5.30806e-17-0j 3.51715e-17-0j 1.40327e-16-0j -2.70756e-18-0j 3.47612e-17-0j -5.20661e-17-0j 2.84643e-17-0j -5.90327e-18-0j 4.61772e-18-0j -2.60683e-17-0j 4.06018e-17-0j -4.79921e-17-0j 1.96181e-17-0j 6.02795e-17-0j 1.72656e-17-0j -3.77126e-18-0j 1.0571e-16-0j -1.00291e-16-0j 3.29244e-17-0j -3.23213e-17-0j 6.82285e-17-0j 4.96477e-17-0j 6.02547e-17-0j -2.62881e-17-0j 3.46534e-17-0j -4.23512e-17-0j 4.01954e-17-0j -2.04863e-17-0j 4.61893e-17-0j -5.06513e-18-0j 2.36161e-17-0j 
0.000169231-0j 3.62422e-05-0j 0.000332238-0j 0.000146806-0j 0.000290039-0j -0.000305203-0j 0.000250434-0j -0.000188314-0j 0.00044225-0j 0.000362771-0j -0.000498505-0j -0.000223488-0j -0.000232708-0j -0.000727929-0j 0.000757391-0j 6.0427e-05-0j -0.000127247-0j -0.000434588-0j 0.000116887-0j 0.000341748-0j -0.000287721-0j 0.000182942-0j 2.62683e-05-0j 4.27166e-05-0j 0.000209024-0j 0.000378487-0j 0.000250787-0j 0.00100059-0j -1.93061e-05-0j 0.000247862-0j -0.000371253-0j 0.000202963-0j -4.20928e-05-0j 3.29263e-05-0j -0.000185878-0j 0.000289508-0j -0.000342204-0j 0.000139885-0j 0.000429818-0j 0.000123111-0j -2.68907e-05-0j 0.000753755-0j -0.000715116-0j 0.000234765-0j -0.000230464-0j 0.000486498-0j 0.000354009-0j 0.000429641-0j -0.000187445-0j 0.000247094-0j -0.000301982-0j 0.00028661-0j -0.000146076-0j 0.000329349-0j -3.61165e-05-0j 0.000168392-0j 
0.00131847-0j 0.000282359-0j 0.00258843-0j 0.00114375-0j 0.00225967-0j -0.00237781-0j 0.00195111-0j -0.00146713-0j 0.00344553-0j 0.00282632-0j -0.00388381-0j -0.00174117-0j -0.001813-0j -0.00567122-0j 0.00590076-0j 0.000470781-0j -0.000991368-0j -0.00338584-0j 0.000910658-0j 0.00266253-0j -0.00224161-0j 0.00142529-0j 0.000204654-0j 0.000332801-0j 0.00162849-0j 0.00294876-0j 0.00195386-0j 0.00779549-0j -0.000150412-0j 0.00193107-0j -0.0028924-0j 0.00158126-0j -0.000327941-0j 0.000256526-0j -0.00144816-0j 0.00225553-0j -0.00266608-0j 0.00108983-0j 0.00334867-0j 0.000959149-0j -0.000209503-0j 0.00587243-0j -0.0055714-0j 0.00182903-0j -0.00179553-0j 0.00379026-0j 0.00275805-0j 0.00334729-0j -0.00146037-0j 0.00192508-0j -0.00235271-0j 0.00223295-0j -0.00113806-0j 0.00256593-0j -0.00028138-0j 0.00131193-0j 
0.00191948-0j 0.000411071-0j 0.00376836-0j 0.00166513-0j 0.00328973-0j -0.00346172-0j 0.00284052-0j -0.00213592-0j 0.00501615-0j 0.00411468-0j -0.00565422-0j -0.00253488-0j -0.00263945-0j -0.00825643-0j 0.00859059-0j 0.000685385-0j -0.00144328-0j -0.00492925-0j 0.00132578-0j 0.00387623-0j -0.00326344-0j 0.002075-0j 0.000297944-0j 0.000484507-0j 0.00237082-0j 0.00429294-0j 0.00284452-0j 0.011349-0j -0.000218976-0j 0.00281134-0j -0.00421089-0j 0.00230207-0j -0.000477431-0j 0.000373462-0j -0.00210829-0j 0.0032837-0j -0.0038814-0j 0.00158663-0j 0.00487515-0j 0.00139637-0j -0.000305003-0j 0.00854935-0j -0.0081111-0j 0.00266278-0j -0.00261401-0j 0.00551803-0j 0.0040153-0j 0.00487314-0j -0.00212607-0j 0.00280262-0j -0.00342518-0j 0.00325083-0j -0.00165684-0j 0.0037356-0j -0.000409646-0j 0.00190997-0j 
-3.44443e-17-0j -7.3765e-18-0j -6.76216e-17-0j -2.988e-17-0j -5.90328e-17-0j 6.21192e-17-0j -5.09718e-17-0j 3.83282e-17-0j -9.00127e-17-0j -7.38362e-17-0j 1.01463e-16-0j 4.54873e-17-0j 4.73639e-17-0j 1.48158e-16-0j -1.54155e-16-0j -1.22989e-17-0j 2.5899e-17-0j 8.84534e-17-0j -2.37905e-17-0j -6.95573e-17-0j 5.8561e-17-0j -3.7235e-17-0j -5.34648e-18-0j -8.69428e-18-0j -4.25434e-17-0j -7.70349e-17-0j -5.10437e-17-0j -2.03653e-16-0j 3.92944e-18-0j -5.04483e-17-0j 7.55626e-17-0j -4.13098e-17-0j 8.5673e-18-0j -6.70162e-18-0j 3.78325e-17-0j -5.89247e-17-0j 6.965e-17-0j -2.84714e-17-0j -8.74825e-17-0j -2.50573e-17-0j 5.47316e-18-0j -1.53415e-16-0j 1.4555e-16-0j -4.77825e-17-0j 4.69073e-17-0j -9.90188e-17-0j -7.20528e-17-0j -8.74465e-17-0j 3.81515e-17-0j -5.02919e-17-0j 6.14634e-17-0j -5.83348e-17-0j 2.97313e-17-0j -6.70337e-17-0j 7.35093e-18-0j -3.42736e-17-0j 
-0.000197303-0j -4.22538e-05-0j -0.000387348-0j -0.000171158-0j -0.000338149-0j 0.000355829-0j -0.000291975-0j 0.00021955-0j -0.000515608-0j -0.000422946-0j 0.000581195-0j 0.000260559-0j 0.000271308-0j 0.000848674-0j -0.000883023-0j -7.04504e-05-0j 0.000148354-0j 0.000506676-0j -0.000136276-0j -0.000398435-0j 0.000335447-0j -0.000213288-0j -3.06255e-05-0j -4.98023e-05-0j -0.000243696-0j -0.000441269-0j -0.000292387-0j -0.00116656-0j 2.25085e-05-0j -0.000288976-0j 0.000432835-0j -0.000236629-0j 4.90749e-05-0j -3.8388e-05-0j 0.000216711-0j -0.00033753-0j 0.000398967-0j -0.000163089-0j -0.000501114-0j -0.000143532-0j 3.13512e-05-0j -0.000878784-0j 0.000833736-0j -0.000273706-0j 0.000268693-0j -0.000567196-0j -0.00041273-0j -0.000500908-0j 0.000218538-0j -0.00028808-0j 0.000352073-0j -0.000334152-0j 0.000170306-0j -0.00038398-0j 4.21073e-05-0j -0.000196325-0j 
-6.30048e-17-0j -1.3493e-17-0j -1.23692e-16-0j -5.4656e-17-0j -1.07982e-16-0j 1.13627e-16-0j -9.32367e-17-0j 7.01091e-17-0j -1.6465e-16-0j -1.3506e-16-0j 1.85593e-16-0j 8.32045e-17-0j 8.6637e-17-0j 2.71008e-16-0j -2.81977e-16-0j -2.2497e-17-0j 4.7374e-17-0j 1.61797e-16-0j -4.35171e-17-0j -1.27233e-16-0j 1.07119e-16-0j -6.81094e-17-0j -9.77967e-18-0j -1.59034e-17-0j -7.78196e-17-0j -1.40911e-16-0j -9.33681e-17-0j -3.72519e-16-0j 7.18765e-18-0j -9.2279e-17-0j 1.38218e-16-0j -7.5563e-17-0j 1.56711e-17-0j -1.22585e-17-0j 6.92024e-17-0j -1.07784e-16-0j 1.27402e-16-0j -5.20793e-17-0j -1.60021e-16-0j -4.58343e-17-0j 1.00114e-17-0j -2.80623e-16-0j 2.66238e-16-0j -8.74028e-17-0j 8.58019e-17-0j -1.81123e-16-0j -1.31798e-16-0j -1.59955e-16-0j 6.97859e-17-0j -9.19929e-17-0j 1.12428e-16-0j -1.06705e-16-0j 5.43839e-17-0j -1.22617e-16-0j 1.34462e-17-0j -6.26925e-17-0j 
-0.000849038-0j -0.000181828-0j -0.00166685-0j -0.000736531-0j -0.00145513-0j 0.00153121-0j -0.00125644-0j 0.000944774-0j -0.00221878-0j -0.00182003-0j 0.00250101-0j 0.00112124-0j 0.0011675-0j 0.00365204-0j -0.00379985-0j -0.000303164-0j 0.000638401-0j 0.00218034-0j -0.000586427-0j -0.00171456-0j 0.00144351-0j -0.000917827-0j -0.000131789-0j -0.000214311-0j -0.00104868-0j -0.00189888-0j -0.00125821-0j -0.00501998-0j 9.68591e-05-0j -0.00124353-0j 0.00186259-0j -0.00101827-0j 0.000211181-0j -0.000165192-0j 0.000932555-0j -0.00145247-0j 0.00171685-0j -0.000701808-0j -0.00215641-0j -0.000617653-0j 0.000134911-0j -0.00378161-0j 0.00358775-0j -0.00117782-0j 0.00115625-0j -0.00244077-0j -0.00177607-0j -0.00215552-0j 0.000940419-0j -0.00123968-0j 0.00151505-0j -0.00143793-0j 0.000732865-0j -0.00165235-0j 0.000181198-0j -0.00084483-0j 
-2.7216e-18-0j -5.8285e-19-0j -5.34308e-18-0j -2.36095e-18-0j -4.66444e-18-0j 4.90831e-18-0j -4.02751e-18-0j 3.02848e-18-0j -7.11231e-18-0j -5.83413e-18-0j 8.01701e-18-0j 3.59416e-18-0j 3.74243e-18-0j 1.17066e-17-0j -1.21804e-17-0j -9.71794e-19-0j 2.0464e-18-0j 6.9891e-18-0j -1.87979e-18-0j -5.49603e-18-0j 4.62717e-18-0j -2.9421e-18-0j -4.22449e-19-0j -6.86974e-19-0j -3.36155e-18-0j -6.08687e-18-0j -4.03319e-18-0j -1.60916e-17-0j 3.10482e-19-0j -3.98614e-18-0j 5.97053e-18-0j -3.26407e-18-0j 6.76941e-19-0j -5.29524e-19-0j 2.98931e-18-0j -4.6559e-18-0j 5.50336e-18-0j -2.24965e-18-0j -6.91238e-18-0j -1.97989e-18-0j 4.32458e-19-0j -1.2122e-17-0j 1.15006e-17-0j -3.77551e-18-0j 3.70635e-18-0j -7.82391e-18-0j -5.69321e-18-0j -6.90953e-18-0j 3.01452e-18-0j -3.97379e-18-0j 4.8565e-18-0j -4.60929e-18-0j 2.3492e-18-0j -5.29663e-18-0j 5.8083e-19-0j -2.70811e-18-0j 
0.00100017-0j 0.000214193-0j 0.00196354-0j 0.000867633-0j 0.00171415-0j -0.00180377-0j 0.00148008-0j -0.00111294-0j 0.00261372-0j 0.002144-0j -0.00294619-0j -0.00132082-0j -0.00137531-0j -0.0043021-0j 0.00447622-0j 0.000357127-0j -0.000752035-0j -0.00256844-0j 0.00069081-0j 0.00201975-0j -0.00170045-0j 0.0010812-0j 0.000155247-0j 0.000252458-0j 0.00123534-0j 0.00223688-0j 0.00148217-0j 0.00591353-0j -0.0001141-0j 0.00146488-0j -0.00219413-0j 0.00119952-0j -0.000248771-0j 0.000194596-0j -0.00109855-0j 0.00171101-0j -0.00202244-0j 0.000826729-0j 0.00254025-0j 0.000727594-0j -0.000158925-0j 0.00445473-0j -0.00422637-0j 0.00138747-0j -0.00136206-0j 0.00287523-0j 0.00209221-0j 0.0025392-0j -0.00110781-0j 0.00146034-0j -0.00178473-0j 0.00169388-0j -0.000863315-0j 0.00194647-0j -0.00021345-0j 0.000995208-0j 
-1.34259e-17-0j -2.87526e-18-0j -2.6358e-17-0j -1.16468e-17-0j -2.30102e-17-0j 2.42132e-17-0j -1.98681e-17-0j 1.49398e-17-0j -3.50857e-17-0j -2.87803e-17-0j 3.95487e-17-0j 1.77303e-17-0j 1.84618e-17-0j 5.775e-17-0j -6.00873e-17-0j -4.79396e-18-0j 1.00951e-17-0j 3.44779e-17-0j -9.27321e-18-0j -2.71125e-17-0j 2.28263e-17-0j -1.45137e-17-0j -2.08398e-18-0j -3.38891e-18-0j -1.65828e-17-0j -3.00272e-17-0j -1.98961e-17-0j -7.93813e-17-0j 1.53164e-18-0j -1.9664e-17-0j 2.94532e-17-0j -1.6102e-17-0j 3.33942e-18-0j -2.6122e-18-0j 1.47466e-17-0j -2.2968e-17-0j 2.71486e-17-0j -1.10977e-17-0j -3.40995e-17-0j -9.76699e-18-0j 2.13336e-18-0j -5.97989e-17-0j 5.67335e-17-0j -1.8625e-17-0j 1.82838e-17-0j -3.85961e-17-0j -2.80852e-17-0j -3.40854e-17-0j 1.48709e-17-0j -1.96031e-17-0j 2.39576e-17-0j -2.27381e-17-0j 1.15889e-17-0j -2.61288e-17-0j 2.86529e-18-0j -1.33594e-17-0j 
-0.000434204-0j -9.2988e-05-0j -0.000852437-0j -0.000376667-0j -0.000744166-0j 0.000783073-0j -0.00064255-0j 0.000483164-0j -0.0011347-0j -0.000930778-0j 0.00127904-0j 0.000573412-0j 0.000597068-0j 0.00186768-0j -0.00194327-0j -0.00015504-0j 0.000326483-0j 0.00111504-0j -0.000299903-0j -0.000876837-0j 0.000738219-0j -0.000469383-0j -6.73976e-05-0j -0.0001096-0j -0.000536301-0j -0.0009711-0j -0.000643455-0j -0.00256725-0j 4.95344e-05-0j -0.00063595-0j 0.00095254-0j -0.00052075-0j 0.000107999-0j -8.44804e-05-0j 0.000476915-0j -0.000742803-0j 0.000878007-0j -0.000358909-0j -0.0011028-0j -0.000315872-0j 6.89945e-05-0j -0.00193394-0j 0.0018348-0j -0.000602345-0j 0.000591312-0j -0.00124823-0j -0.000908296-0j -0.00110235-0j 0.000480937-0j -0.000633978-0j 0.000774807-0j -0.000735368-0j 0.000374792-0j -0.000845025-0j 9.26657e-05-0j -0.000432052-0j 
-0.000685891-0j -0.000146889-0j -0.00134655-0j -0.000595004-0j -0.00117552-0j 0.00123698-0j -0.00101501-0j 0.000763232-0j -0.00179243-0j -0.00147031-0j 0.00202043-0j 0.000905792-0j 0.00094316-0j 0.00295028-0j -0.00306969-0j -0.00024491-0j 0.000515729-0j 0.00176138-0j -0.000473742-0j -0.0013851-0j 0.00116613-0j -0.000741462-0j -0.000106465-0j -0.00017313-0j -0.000847171-0j -0.001534-0j -0.00101644-0j -0.00405537-0j 7.82472e-05-0j -0.00100458-0j 0.00150468-0j -0.000822604-0j 0.000170601-0j -0.00013345-0j 0.00075336-0j -0.00117337-0j 0.00138695-0j -0.000566953-0j -0.00174204-0j -0.000498968-0j 0.000108987-0j -0.00305496-0j 0.00289835-0j -0.000951497-0j 0.000934068-0j -0.00197177-0j -0.00143479-0j -0.00174133-0j 0.000759713-0j -0.00100147-0j 0.00122393-0j -0.00116163-0j 0.000592042-0j -0.00133485-0j 0.00014638-0j -0.000682492-0j 
-1.44089e-17-0j -3.08577e-18-0j -2.82878e-17-0j -1.24996e-17-0j -2.46949e-17-0j 2.5986e-17-0j -2.13228e-17-0j 1.60336e-17-0j -3.76545e-17-0j -3.08875e-17-0j 4.24443e-17-0j 1.90285e-17-0j 1.98135e-17-0j 6.19782e-17-0j -6.44867e-17-0j -5.14495e-18-0j 1.08342e-17-0j 3.70022e-17-0j -9.95216e-18-0j -2.90975e-17-0j 2.44975e-17-0j -1.55763e-17-0j -2.23656e-18-0j -3.63703e-18-0j -1.7797e-17-0j -3.22256e-17-0j -2.13528e-17-0j -8.51932e-17-0j 1.64378e-18-0j -2.11038e-17-0j 3.16097e-17-0j -1.72809e-17-0j 3.58391e-18-0j -2.80345e-18-0j 1.58262e-17-0j -2.46496e-17-0j 2.91363e-17-0j -1.19103e-17-0j -3.65961e-17-0j -1.04821e-17-0j 2.28956e-18-0j -6.41771e-17-0j 6.08872e-17-0j -1.99886e-17-0j 1.96225e-17-0j -4.1422e-17-0j -3.01415e-17-0j -3.6581e-17-0j 1.59597e-17-0j -2.10383e-17-0j 2.57117e-17-0j -2.44029e-17-0j 1.24373e-17-0j -2.80419e-17-0j 3.07508e-18-0j -1.43375e-17-0j 
1.22398e-16-0j 2.62124e-17-0j 2.40293e-16-0j 1.06179e-16-0j 2.09773e-16-0j -2.2074e-16-0j 1.81128e-16-0j -1.36199e-16-0j 3.1986e-16-0j 2.62377e-16-0j -3.60547e-16-0j -1.61639e-16-0j -1.68307e-16-0j -5.26479e-16-0j 5.47787e-16-0j 4.37042e-17-0j -9.2032e-17-0j -3.14319e-16-0j 8.45394e-17-0j 2.47171e-16-0j -2.08096e-16-0j 1.32314e-16-0j 1.89987e-17-0j 3.08951e-17-0j 1.51178e-16-0j 2.73743e-16-0j 1.81383e-16-0j 7.23681e-16-0j -1.39632e-17-0j 1.79268e-16-0j -2.68511e-16-0j 1.46794e-16-0j -3.04439e-17-0j 2.38141e-17-0j -1.34437e-16-0j 2.09388e-16-0j -2.47501e-16-0j 1.01173e-16-0j 3.10868e-16-0j 8.9041e-17-0j -1.94488e-17-0j 5.45158e-16-0j -5.17212e-16-0j 1.69795e-16-0j -1.66685e-16-0j 3.51862e-16-0j 2.56039e-16-0j 3.1074e-16-0j -1.35571e-16-0j 1.78712e-16-0j -2.1841e-16-0j 2.07293e-16-0j -1.0565e-16-0j 2.38204e-16-0j -2.61215e-17-0j 1.21791e-16-0j 
-0.000396476-0j -8.49084e-05-0j -0.000778369-0j -0.000343939-0j -0.000679506-0j 0.000715032-0j -0.000586719-0j 0.000441182-0j -0.00103611-0j -0.000849903-0j 0.0011679-0j 0.000523589-0j 0.000545189-0j 0.0017054-0j -0.00177442-0j -0.000141569-0j 0.000298115-0j 0.00101816-0j -0.000273844-0j -0.000800649-0j 0.000674076-0j -0.000428599-0j -6.15414e-05-0j -0.000100077-0j -0.000489703-0j -0.000886722-0j -0.000587546-0j -0.00234418-0j 4.52304e-05-0j -0.000580693-0j 0.000869774-0j -0.000475502-0j 9.86153e-05-0j -7.714e-05-0j 0.000435476-0j -0.000678262-0j 0.000801717-0j -0.000327724-0j -0.00100698-0j -0.000288426-0j 6.29996e-05-0j -0.0017659-0j 0.00167538-0j -0.000550008-0j 0.000539933-0j -0.00113977-0j -0.000829375-0j -0.00100657-0j 0.000439149-0j -0.000578893-0j 0.000707484-0j -0.000671472-0j 0.000342227-0j -0.000771602-0j 8.4614e-05-0j -0.000394511-0j 
-8.08939e-17-0j -1.7324e-17-0j -1.58812e-16-0j -7.01746e-17-0j -1.38641e-16-0j 1.4589e-16-0j -1.1971e-16-0j 9.00155e-17-0j -2.11399e-16-0j -1.73408e-16-0j 2.3829e-16-0j 1.06829e-16-0j 1.11236e-16-0j 3.47956e-16-0j -3.62039e-16-0j -2.88846e-17-0j 6.0825e-17-0j 2.07737e-16-0j -5.58731e-17-0j -1.63358e-16-0j 1.37533e-16-0j -8.7448e-17-0j -1.25564e-17-0j -2.04189e-17-0j -9.99152e-17-0j -1.8092e-16-0j -1.19878e-16-0j -4.78289e-16-0j 9.22846e-18-0j -1.1848e-16-0j 1.77462e-16-0j -9.70178e-17-0j 2.01207e-17-0j -1.5739e-17-0j 8.88512e-17-0j -1.38387e-16-0j 1.63576e-16-0j -6.68663e-17-0j -2.05457e-16-0j -5.88482e-17-0j 1.2854e-17-0j -3.60301e-16-0j 3.41831e-16-0j -1.12219e-16-0j 1.10164e-16-0j -2.3255e-16-0j -1.69219e-16-0j -2.05372e-16-0j 8.96005e-17-0j -1.18113e-16-0j 1.4435e-16-0j -1.37002e-16-0j 6.98254e-17-0j -1.57432e-16-0j 1.7264e-17-0j -8.0493e-17-0j 
-0.000886155-0j -0.000189777-0j -0.00173972-0j -0.00076873-0j -0.00151875-0j 0.00159815-0j -0.00131136-0j 0.000986077-0j -0.00231578-0j -0.0018996-0j 0.00261035-0j 0.00117026-0j 0.00121854-0j 0.00381169-0j -0.00396597-0j -0.000316417-0j 0.00066631-0j 0.00227566-0j -0.000612063-0j -0.00178951-0j 0.00150661-0j -0.000957951-0j -0.00013755-0j -0.000223679-0j -0.00109452-0j -0.00198189-0j -0.00131321-0j -0.00523943-0j 0.000101093-0j -0.00129789-0j 0.00194401-0j -0.00106278-0j 0.000220413-0j -0.000172414-0j 0.000973323-0j -0.00151597-0j 0.0017919-0j -0.000732489-0j -0.00225068-0j -0.000644655-0j 0.000140809-0j -0.00394693-0j 0.0037446-0j -0.00122931-0j 0.00120679-0j -0.00254748-0j -0.00185372-0j -0.00224975-0j 0.000981531-0j -0.00129387-0j 0.00158128-0j -0.00150079-0j 0.000764904-0j -0.00172459-0j 0.000189119-0j -0.000881763-0j 
