-0.000690316-0.133775j 0.213447-0.146937j 0.336299-0.0676773j 0.310649-0.223832j 0.112873+0.379745j 0.159742-0.150209j 0.317854-0.27974j 0.0354961-0.24627j 0.456869+0.239233j 0.168658-0.730758j -0.134479+0.338957j 0.143762+0.0992988j 0.183723-0.42602j 0.940887-0.749968j -0.538049+0.242928j 1.09344+0.0220041j 0.217176-0.17285j 0.310609+0.357985j -0.245669+0.00804082j 0.742728+0.695942j -0.878689-0.843483j -0.109269+0.328677j 0.179681-0.27483j -1.01197+0.433252j -0.258211+0.127978j 0.242442+0.53253j 0.653381+0.0770575j -0.184814-0.673492j -0.0659616+0.675965j -0.0424038+0.248528j -0.217044+0.227867j -0.205344+1.12661j 0.384921+0.0750663j 1.04162-0.651653j -0.517956-0.342723j -0.0296514+0.493145j 0.263351-0.730834j 0.0632975+0.366584j -0.271062+0.00186029j -0.467977-0.302488j -0.194159-0.268027j 0.336949+0.818603j -0.0923299+0.922002j 1.35333+0.169541j -0.351744-0.246731j 1.02705-0.960722j -0.591481-0.0255282j 0.358913-0.817219j 0.39577+0.367718j 0.318358+0.768064j -0.740792-0.626849j -0.0371084-0.783602j 0.328844+0.651178j 0.977971-0.0178155j -0.102737-1.24989j 0.825941+0.598063j -0.193861+0.368841j -0.981109+0.490907j 0.556585+0.159137j -0.318206-1.15825j -0.135351-0.507445j -0.30348-0.523621j -0.296527+0.603882j 0.00435447+0.836188j -0.284334+0.424286j 0.252161+0.125174j 0.00691091-0.255155j -1.15809+0.362271j -0.566707-1.88049j 1.68625-0.867934j 
-0.104643-0.0419095j -2.63116+0.490658j 6.15708-0.379288j 0.232179-0.0174349j 0.958586-0.0456767j -14.5054+2.29161j 3.25309-1.08513j -9.90534+0.43981j -15.5179+3.07661j -22.4202+2.63546j 4.41573-0.940731j 29.6512-2.65032j 8.59031+0.520146j 1.33099-0.785363j 10.1333-1.49534j 35.3846-3.2457j -31.4137+2.24278j 37.8493-3.84477j -28.3133+1.18196j -0.66056+0.563781j 10.5111-0.152775j -45.7484+3.19524j 37.2728-1.87934j 19.921-1.132j 30.5109-2.34371j -70.6912+3.61404j 10.407-1.15255j 15.359-0.469544j 2.08586-0.467278j 36.9047-3.47315j -19.7653+0.874252j 46.4772-3.10621j -42.837+1.74655j -21.0416+1.97645j 5.81238-31.3151j 27.4373-1.30717j -19.4611+0.13227j 42.4696-0.652577j -44.3997+0.868552j -19.781+0.979413j -35.9724+1.66682j -1.92033+1.38128j 14.8669+0.0667732j 10.1999-0.100392j -67.0231+0.322609j 28.5189+0.297208j -19.5521-0.620562j 34.1599+0.63552j -43.6604-0.0492354j -10.191+0.477711j 0.67685-0.442091j -25.5021+0.830617j 34.0416-0.0749077j -30.5011-0.249508j 32.1867+2.06041j 7.136+0.149851j 0.681621+0.342134j 9.36425-0.879866j -25.6245-2.46146j 3.46929+2.93582j 17.0409+0.686693j 13.6505+2.04858j 8.22397+1.34585j -0.707718-0.825964j 13.9828+2.10017j -0.70231+1.53755j 1.28861-0.455612j -6.17092+0.307044j 2.03534+0.0513144j -0.668757-0.556058j 
0.20349+0.173264j 3.20508-0.474393j -9.75205+0.758383j 0.443673+0.271697j -1.6621-0.435648j 21.1536-2.81137j -3.94058+1.17553j 15.3498-1.22471j 22.3268-3.1631j 32.2345-4.6839j -5.80652+1.46107j -44.3726+4.75084j -14.4813-0.672527j -1.46761+0.113541j -14.4471+2.74176j -52.1192+5.54396j 47.5549-3.59672j -57.2397+4.25951j 43.5074-3.45024j 2.23325-0.956615j -17.3949-0.369316j 71.0336-5.49849j -57.021+3.8205j -30.7549+2.34814j -46.8845+4.12792j 108.425-7.94564j -16.4973+0.953692j -23.7875+2.10278j -2.82079-0.038161j -56.4482+4.48402j 32.1813-1.39532j -70.7903+4.39393j 66.5355-4.41268j 31.3822-1.51679j -8.74325+48.665j -43.5206+1.76177j 31.4647-1.0596j -67.0534+2.66846j 69.8761-3.65723j 34.0202-2.25356j 55.639-2.0664j 4.36108+0.162419j -22.7423+0.868611j -16.3427+0.902906j 107.617-3.1206j -46.5534+1.01495j 29.3704-0.44404j -55.7847+2.21886j 70.6341-1.16804j 17.5569-0.577587j -1.43223+1.39766j 43.4426-0.928543j -56.7307+0.978276j 48.8908-1.69377j -52.5294-1.30259j -14.7801-1.22406j 0.250864+0.125453j -16.9769+1.87475j 41.7717+0.872906j -4.27106-1.18082j -31.9801-1.50726j -24.0935-1.52851j -16.1434+1.90585j 3.20407+0.918991j -21.9954-2.35175j 0.297707-1.03596j -0.817032+0.210522j 9.62089-0.791086j -3.30364+0.180435j 0.562341+0.24847j 
-0.236785+0.116258j -2.89653+1.19782j 11.1999-0.793565j -1.16718-0.0990448j 0.939101-0.42753j -23.0282+3.65821j 3.73834-1.41297j -16.9497+2.02027j -24.1649+3.89481j -34.4965+4.36587j 5.46312-1.34693j 48.9859-6.14945j 18.6988-0.144802j 1.88029-0.310034j 15.8679-2.91922j 59.8109-7.21296j -54.9653+5.84424j 63.0631-8.03626j -49.0113+5.28401j -3.33234-0.506544j 19.8082-1.72295j -80.2957+8.89065j 63.8067-6.36756j 34.6982-2.21086j 53.5337-5.96614j -121.862+12.2417j 17.7583-1.90962j 26.2115-3.24837j 3.64527-0.0207719j 66.7523-5.94481j -38.6617+3.20243j 80.5859-7.33754j -77.3615+7.16992j -35.5841+3.30558j 8.44199-56.5737j 51.4689-3.15639j -37.7533+2.4878j 78.3402-5.90229j -81.2682+6.44649j -37.9827+4.97461j -66.9453+5.48914j -3.32354-0.148241j 27.8885-0.716088j 19.5054-1.08888j -126.733+8.93363j 54.5552-3.98533j -36.9882+2.92603j 65.9456-5.22332j -84.2994+5.47419j -19.8491+0.396217j 0.81525-0.395289j -51.8811+1.94105j 66.9311-3.8452j -57.4833+4.07473j 62.0874-2.874j 18.9344-0.657362j -2.43787+0.347662j 16.3865-1.19951j -52.4999+1.89743j 7.08987+0.752812j 38.3568-2.53297j 28.9826+0.0771061j 18.0818-1.74439j -4.69531-0.795587j 24.7779-0.632077j -1.63406+0.183252j 0.527267-1.80371j -11.4515+1.23694j 3.09476-0.358034j -0.400397+0.285066j 
-0.141806-0.216361j 0.197671-0.392271j 0.845153-0.0115781j 0.391854-0.0698335j -0.145213+0.236255j -0.119704+0.284702j 0.411611+0.216439j -0.129894-0.0684865j -0.375211+0.632459j -0.447502-0.114461j 0.0189948+0.0879578j 0.956712-0.212538j 0.238363-0.242076j 0.334511-0.342306j 0.589421-0.193958j 0.915949-0.126884j -0.623982+0.513717j 1.30047-0.49199j -0.235699+0.633981j -0.145373-0.0429324j 0.592411+0.39996j -1.16583+0.755288j 1.13759-0.632198j -0.0181377-0.421655j 0.865624-0.998694j -1.15456+0.0992847j -0.128027+0.800634j 0.984091-0.717276j -0.550758+0.450773j 0.498951-0.436401j -0.294387-0.561378j 1.03385-0.01655j -1.05985+0.0903817j -0.193495+1.03292j 0.699232-1.20586j 0.931348+0.333438j -0.4282-0.0737731j 0.947318+0.428966j -1.57151+0.403054j -0.34508-0.528505j -0.917258-0.609105j -0.0545022+1.08461j 0.23596+0.425535j -0.343084-0.198857j -1.56751+0.178796j 0.478732-0.445867j -0.928036-0.155295j 1.42398-1.0669j -1.05053-0.785505j -0.305284-0.493674j 0.0322965+0.247417j 0.225906+0.0309416j 0.650484+0.933846j -1.26723+0.166129j 0.426789+0.385867j -0.811965+0.0230526j 1.40112+0.32726j 0.723756-1.25333j -1.05415-0.0466058j -0.356439+0.0743131j -0.160294+1.14139j 0.915022+0.53462j -0.310251+0.00701586j -1.50591+0.191517j -0.0460668-0.267669j 0.325915+1.32812j 1.1289+0.119508j -1.39517+1.16501j -0.843093-0.153622j 0.566882+0.365528j 
0.0316718-0.119931j -1.90055+0.435274j 5.16495-0.194713j -0.108454-0.465315j 0.295847+0.311079j -11.9862+1.5186j 2.58783-1.01749j -8.39984+0.0968517j -12.6108+2.16907j -18.7815+2.41057j 3.72669-0.883303j 24.8074-1.60238j 7.11719+0.433621j 0.15194-0.116259j 9.11528-1.07731j 29.7032-2.37019j -26.6024+1.86679j 30.401-1.99313j -24.6794+0.915805j -1.36824-0.718754j 8.73538-0.0515294j -39.1727+1.3819j 31.0001-1.00189j 16.8657-0.930259j 26.274-1.36025j -59.5802+2.67982j 8.27454-0.124751j 13.6581-0.334328j 0.972777-0.321749j 30.3202-1.28729j -17.1945-0.272905j 37.2217-1.15963j -36.9725+1.07773j -15.4077+1.28516j 5.96762-25.4904j 22.7945+0.716206j -16.693-0.921117j 35.645+0.595705j -38.1561+0.235139j -18.9456-1.80637j -29.1482+0.993997j -0.337392-1.16174j 12.0486-0.136101j 8.55418+0.739089j -57.0295-1.73154j 24.9842+0.506141j -16.7185+0.814908j 31.0991+1.07305j -36.7131-1.77779j -8.41447-0.569636j 2.16571-0.888778j -21.3107-2.96847j 29.1011+2.39228j -26.1495-0.648695j 26.6592+1.47599j 6.41975+2.88952j -0.682016-0.472495j 8.94542+1.75661j -22.4035-1.22484j 4.0493-0.797517j 15.8982+3.10389j 11.5671+2.74234j 10.8269+2.24147j -1.62664-0.755194j 10.4159+0.746277j -0.469965+0.257783j 0.861848-0.287984j -5.662+0.120149j 1.67826+0.220426j -0.112811-0.241762j 
0.149987-0.0312348j -1.27376+0.216863j 0.594564+0.107939j 0.410839-0.33765j 0.187215-0.771735j -3.96561+0.700694j 1.77898-0.736266j -1.47699-0.321258j -5.07313+1.50237j -4.9735+0.974133j 1.67544-0.676211j 6.37864-0.0445554j -0.413905+0.962807j 0.586567+0.226717j 3.02145+0.276028j 7.30232+1.3773j -5.6542-0.803352j 8.25836-0.554076j -5.44804-0.628757j 1.02635-0.556506j 1.618-0.675887j -8.36074-0.208276j 7.01887+0.558464j 1.70153-0.188026j 5.38762+0.687192j -10.7913-0.518908j 2.11365-0.458364j 2.8951+0.129856j -0.355917+0.705287j 4.75286+2.48737j -2.49677-1.35827j 7.05287+1.69329j -5.25771-2.28021j -3.61727-0.800564j 2.65162-3.15393j 2.84384+2.59459j -2.0302-1.94258j 5.28834+2.88189j -4.74727-2.23588j -4.40887-0.672442j -3.49934-3.04721j -0.979709+1.07349j 0.0025273+2.01003j 0.425119+1.4971j -6.53252-5.39832j 2.57859+1.38913j -2.97119-2.98543j 2.93033+2.10013j -3.86884-4.78027j 0.349912-0.420613j 0.868817-1.51889j -1.04798-3.07662j 2.6321+3.29696j -2.00434-1.99707j 2.27708+3.07007j 0.360816+1.88836j -0.365309-0.71303j 1.81262-1.63523j -1.12948-4.07066j -1.07806+1.75022j 1.27942+1.64684j -0.809306+2.15925j 0.375334+0.617408j 1.5761+0.418118j 0.0208368-0.453479j -0.141079-0.896728j 2.11458-0.0964173j -1.14972-0.712873j 0.149599-0.150885j 0.0333251-0.46208j 
0.00956656+0.116551j 1.2361+0.453929j -2.93207-0.204373j 0.0112327-0.313478j -0.200192-0.465065j 7.66682+0.505189j -2.03217-0.116925j 4.58349+0.582458j 8.50166+0.0856229j 11.1437+1.08741j -2.48512-0.247508j -14.4728-1.59249j -3.1934+0.0395915j -0.79416-0.264336j -5.65128-0.437998j -17.3554-1.47868j 14.813+0.600465j -18.4256-1.73568j 13.0358+1.16013j 1.0469-0.0428871j -4.26631+0.109615j 21.9321+1.54806j -16.845-2.26082j -9.0974-0.560754j -14.9913-0.747811j 32.3694+3.42953j -4.97556-0.435126j -7.12131-0.902719j -0.985241-0.0110188j -18.1014-1.68515j 9.4112+0.189601j -21.2192-2.82837j 19.7916+1.34344j 9.67597+1.03912j -5.01995+13.9916j -12.7222-1.3397j 8.60964+0.970635j -18.687-1.87065j 19.8175+1.71105j 10.1928+0.669651j 16.2591+1.0831j 1.21325+0.449763j -6.08737-0.784697j -4.69646-0.727877j 28.9526+2.92212j -12.3999-0.140693j 7.73219+0.323198j -15.1513-1.15863j 18.5421+1.84087j 4.67569+0.036967j -1.2683+1.12561j 11.7496+0.846867j -14.9451-1.13914j 13.1363+1.65574j -11.6655-1.53607j -3.23898-0.172306j 0.489263-1.0283j -4.97545-0.380753j 9.47649+0.0423592j 0.699991+0.281868j -7.23086-0.0591178j -4.24807-1.71015j -4.09192-0.441083j -0.13622-0.952015j -3.1315-1.62156j 1.25091-0.101159j -0.817142-0.105067j 3.17674+0.225459j -0.92898-0.280617j -0.106665+0.722496j 
-0.832722-0.248184j -5.97764+1.31013j 19.3626-1.08196j -2.14624-0.431171j 2.41036+0.123296j -41.0935+4.65281j 7.08753-1.55734j -30.266+2.83711j -42.7482+5.59943j -60.4903+7.67088j 10.0054-2.32679j 85.265-8.19145j 31.2705+0.583504j 2.6897-0.206071j 27.9175-3.87247j 103.847-8.71969j -96.4654+7.58219j 112.918-10.1113j -85.1719+7.06332j -4.08564-0.925264j 35.6482-1.99628j -141.24+10.8751j 110.31-8.52047j 61.0849-4.80382j 94.5311-7.58111j -214.683+16.0332j 31.6215-2.96126j 46.3909-4.22149j 6.80429-0.642531j 114.235-6.35237j -66.9292+2.53449j 139.592-9.12352j -135.168+8.83865j -62.6864+4.98427j 17.7773-98.6935j 87.7732-3.92785j -63.2058+1.47117j 134.717-6.79715j -141.712+7.05439j -66.8834+4.71004j -117.074+5.42814j -4.88863+0.958746j 46.7181-1.10573j 32.7411-0.740439j -218.573+8.85814j 96.9776-4.20324j -62.5473+2.10966j 114.987-3.81126j -144.247+5.62779j -35.2885+3.12556j 2.71285-1.75188j -87.3106+2.5215j 115.398-4.39706j -100.046+2.94028j 107.259-3.8609j 30.617+1.04867j -3.22886-1.58011j 28.3795-3.90184j -89.1423+1.4518j 12.058+0.494895j 67.9449-0.335033j 47.7743+1.77232j 30.7089-0.864162j -9.32573-1.28259j 44.6883+0.0026395j -1.41519-0.250977j 2.26911-1.03769j -20.06+0.843005j 6.06379-0.698581j -0.889423-0.151797j 
0.44316+0.251688j 0.547093+0.570998j -2.86819+0.539652j 0.0250612+0.274901j -0.634952-0.233594j 4.66474-0.596186j -0.288239-0.376426j 3.36667-0.570778j 3.84535+0.0196297j 7.33547-1.02779j -1.34106+0.452836j -9.23641+1.18235j -3.77224+0.166346j 0.58671+0.649846j -3.58284-0.608518j -11.6836+2.1052j 11.0516-1.22178j -13.6975+2.27805j 10.2617-1.86535j 0.0156173+0.510273j -3.64689+0.488321j 15.9626-2.16181j -12.817+1.29956j -7.0482+0.302977j -11.2599+1.32265j 24.1693-3.3351j -4.23067+0.937327j -4.67497+0.359301j -0.694093+0.085084j -13.2533+0.713318j 7.06445-1.50223j -17.1836+1.65859j 15.5574-2.11889j 7.55497-1.0051j -1.93015+11.3829j -9.87571-0.0959294j 8.35277-1.28094j -17.1011+1.50664j 17.0408-2.12639j 7.77348-0.792337j 13.8178-1.61704j 0.702133+0.834704j -6.36871+0.952161j -4.6156+1.29241j 26.7139-3.128j -11.3955+1.61048j 7.18338-0.689078j -13.8348+0.844573j 16.8843-1.67173j 4.20587+0.0182907j -1.08659-0.6525j 11.1901-2.22536j -13.466+1.62045j 12.7407-0.754922j -13.2728+1.02028j -3.92107-0.388081j 0.814194-0.606129j -2.87317+0.726j 11.3421-0.803547j -2.28201+0.588896j -8.09953+1.07826j -6.84964+0.534889j -3.93285-0.0904058j 0.367643-0.528693j -5.98558-0.218273j -0.413252+1.21571j -0.346717-0.0928356j 2.57645-0.902769j -0.856503+0.55649j -0.436603-0.0127297j 
0.0086623+0.0799735j -0.0454487-0.207838j -0.075597+0.142308j 0.204451+0.225742j -0.270835-0.13341j -0.0857333-0.887479j 0.227891+0.449803j 0.304091-0.319797j -0.161227-0.625148j -0.0159377-1.62908j 0.191698+0.561636j -0.69113+1.48916j -0.316522-0.46258j -0.0501381-0.292763j -0.108707+1.25662j -0.0744633+1.77118j 0.257301-1.07161j -0.557994+0.968275j 0.545634-1.57582j 0.374424-0.336372j -0.321491-0.361555j 0.975178-1.70034j -0.977664+1.52216j -0.100228+0.653531j -0.351743+1.17158j 1.03609-2.51888j -0.417406+0.0863933j -0.466611+1.0631j 0.124253-0.566775j -0.502861+0.540284j 0.621378-0.162028j -1.06141+0.667903j 0.772482-1.18638j 0.0319428+0.626089j 0.0647317+0.75816j -1.19124+0.0929249j 1.14051-0.136588j -1.65026+0.602868j 1.04675-1.2919j 2.16118-1.56958j 0.306284+0.505611j 1.12117+0.789687j 0.0788583-0.140248j -0.570793+0.101271j 2.55807-0.691179j -0.822736+0.264276j -0.0154078-0.414065j -1.30066+1.37698j 2.21986+0.357688j 0.834967+0.621355j 0.389152+0.835199j 2.37893+0.582297j -2.28281-0.0657113j 0.998059-0.555362j -1.45118-0.780135j -2.00418-0.863901j 0.299709-0.113012j -1.71664+0.886867j 1.08945+0.289667j 0.895416+0.487163j -1.88697-0.430202j -1.57886-0.050004j -1.59084+2.19076j 0.0367013+0.265882j -0.44283-0.508582j -0.0165591-0.0432597j -0.0397347+0.289777j 0.0152437-0.446463j -0.115859+0.0924029j 0.0350741-0.0189144j 
0.386757-0.221856j 0.89422-0.449092j -4.28867+0.631246j 0.641431-0.145819j -0.41176+0.431064j 7.97206-0.763072j -0.414012-0.0673198j 6.5744-1.55162j 7.5203-1.3143j 10.5919-1.80837j -1.58983+0.369154j -16.0628+3.15476j -7.30373+0.387789j -0.20693-0.757758j -4.47987+0.115227j -21.461+2.80074j 19.1814-2.08575j -22.864+2.48497j 18.4436-2.42684j 1.96518+0.726396j -7.60672+1.47756j 29.8195-4.77975j -23.6612+2.6656j -13.4597+1.18273j -19.9483+3.33172j 44.9917-6.78096j -6.86424+0.547505j -9.31674+1.13665j -1.39475+0.104337j -24.8423+3.70643j 15.406-2.19512j -30.2482+3.85764j 28.1494-5.28938j 13.0541-1.49446j -1.46712+22.6743j -20.0703+2.21508j 13.9416-3.36914j -29.8938+4.45173j 31.3264-3.75947j 13.3671-0.692147j 25.059-4.20721j 1.64204-0.242355j -12.3771+2.37784j -7.65108+1.64761j 50.4023-7.12259j -22.0021+2.37057j 13.7864-1.0759j -25.6644+3.80636j 32.4161-5.0139j 7.01972-1.65509j -0.916957+0.0770447j 21.1315-2.00989j -26.7176+2.30433j 22.5381-3.62588j -25.2849+4.13798j -7.31147+2.00484j 0.0626055+0.349945j -6.47847+1.02304j 20.4204-2.70904j -3.34741+0.450297j -17.505+2.01257j -12.9738+0.706735j -6.93219+1.49227j 3.38061-0.4491j -10.5664+1.43093j 0.0450977+0.516144j 0.572348+0.390865j 4.30027-0.615585j -1.52601+0.270725j 0.398962-0.169886j 
0.269991+0.505084j 6.11517-1.07737j -18.1812+0.863471j 1.67084+1.3054j -1.11665-0.238823j 40.1591-4.5461j -7.39529+2.43161j 29.2437-1.00756j 43.0374-6.77356j 60.9483-7.5631j -10.7802+2.76681j -83.4455+7.04849j -27.699-1.96732j -2.54573+0.0508213j -29.2001+4.05573j -100.969+7.38004j 92.8533-4.758j -107.695+7.15053j 82.5877-5.20323j 4.39268+1.17136j -32.2629+0.495644j 134.595-6.54181j -106.708+6.53928j -59.0171+1.48203j -90.8431+4.31164j 204.373-7.45928j -30.4189+2.21238j -44.7789+2.03256j -7.20965-0.891977j -109.104+2.747j 61.9792+0.210002j -134.037+5.05473j 128.349-1.93914j 60.4058-2.7556j -21.8103+92.1904j -84.7296-0.202869j 59.2099-0.808748j -128.139+2.39247j 133.185-0.594461j 63.2435-1.90828j 109.037+1.37527j 5.69248-2.09468j -44.6397-0.740959j -30.5353-0.492849j 205.165+1.13862j -89.8015-1.94524j 59.9202-0.632903j -105.765-2.40506j 136.461+2.27711j 34.6147+0.959895j -4.08024+2.91057j 82.3441+1.87597j -108.804-2.77015j 91.9856+2.64533j -101.063-2.44623j -27.6469-2.25345j 1.41139+0.449844j -28.7104+2.82259j 83.9271+2.97337j -11.4101-1.97399j -60.2787-4.62322j -42.7676-3.85962j -28.6495-0.698657j 5.90268+3.37076j -38.345-3.62561j 2.41487-0.0580284j -2.04707+1.8777j 18.5349-0.522311j -5.55715-0.321809j 0.306879+1.15984j 
0.120156+0.369687j 3.26037+0.42094j -8.27284-0.0160846j 0.450427+0.329171j -0.967126-0.433052j 19.8905+0.209857j -4.19574+0.123759j 13.6837+0.599723j 21.7208-0.638489j 29.9684-1.12659j -5.8391+0.416057j -39.6131-0.388272j -11.8591-0.500103j -1.10643-0.406606j -13.8738+0.0539275j -46.9626-1.19677j 43.3351+1.06766j -51.6876-2.04998j 38.6712+0.637417j 1.27733-0.366725j -15.4473-0.522797j 63.5307+2.0379j -49.9553-0.967277j -28.1549+0.0230535j -42.6229-1.30142j 96.1081+2.92612j -14.7977-0.0429719j -21.1019-0.788943j -2.91344-0.216758j -49.2917-1.49064j 27.775+1.82313j -61.5868-1.90883j 58.8209+2.11957j 28.0481+1.04319j -12.6194+41.4318j -37.8918-1.54586j 25.595+0.846967j -57.788-2.14997j 60.4833+2.8501j 29.1931+2.10282j 48.8568+3.11682j 3.55135-0.707628j -19.1924-0.333962j -13.0321-0.74906j 91.3955+4.85472j -40.8432-2.80809j 25.5554+1.53355j -47.4469-3.24785j 59.7449+3.36376j 16.396-0.215156j -3.36402+1.26499j 35.9041+1.48601j -48.216-2.88859j 40.9652+2.88808j -44.5576-2.40284j -10.9944-1.3405j -0.15508+0.465582j -15.2031+0.982949j 35.6246+2.07175j -3.98921-0.314062j -26.5136-3.69289j -17.3956-1.76353j -12.624-0.6695j 2.85801+0.61016j -17.7817-1.88369j 0.611629-0.0837256j -1.2039-1.03661j 8.21704+0.923425j -2.92418-0.268233j -0.175591+0.987928j 
0.233481-0.840944j -2.02711+0.506154j 10.1704+0.429385j -0.294987-0.309953j 0.317241+0.979423j -21.4566+1.92385j 3.46695-1.53389j -15.5576+0.551464j -22.0836+4.39378j -32.7343+2.70322j 6.09035-0.942648j 44.5544-3.9165j 14.7607+0.468872j 2.20254-1.40137j 13.8094-0.944121j 54.6905-3.69133j -49.3978+2.33005j 58.762-1.92569j -45.0924+1.95844j -1.56437+0.450576j 17.5962-0.938182j -72.5682+3.64837j 56.7716-2.97809j 30.9713-1.0816j 48.5864-1.56283j -109.927+4.75242j 17.0481-0.0757083j 23.4573-2.04078j 3.41212+0.318834j 56.9485-1.59245j -34.0328+1.29258j 71.3595-0.98758j -68.9285+1.55664j -32.5384+0.930035j 11.3628-48.5267j 43.1841-0.440199j -32.3441-0.506806j 68.0973+0.546945j -71.7422+0.163351j -33.7922+0.664557j -58.3925-0.666435j -2.08225+0.761417j 24.3484+1.20095j 17.6964+1.11653j -110.326-1.20564j 48.7268+0.362742j -31.728+0.741782j 55.8395+0.839886j -72.4786-0.258223j -17.9451-0.283986j 1.35207+0.00414833j -45.6451-1.36544j 58.1341+0.290239j -48.6207-2.09428j 53.6129+1.33379j 13.5483+1.28078j -1.98167-0.765901j 16.1489-2.03355j -44.422-1.75375j 6.51501+1.67566j 32.8334+1.90748j 23.248+3.03357j 14.7092+0.48653j -4.36059-0.0667837j 19.9045+2.24379j 0.733161+0.938351j 0.665866-0.0490553j -10.9916-0.224045j 3.6394+0.432089j -0.140505+0.310078j 
-0.182729-0.229922j -1.25403+0.529702j 5.57549-0.666511j -0.610144+0.0989639j 0.906076+0.410092j -10.272+0.573339j 1.24075+0.421923j -9.03198+0.563194j -11.7125+1.57383j -15.5712+2.04571j 2.42093-0.377136j 22.2696-2.60924j 9.10844+0.0814527j 0.941065-0.00803894j 7.9013-0.601619j 28.906-3.16036j -27.2209+2.56027j 31.3398-2.9886j -22.7767+2.44805j -1.12648+0.505672j 10.2035-1.21903j -37.6814+2.31352j 29.9919-3.45722j 17.5826-1.6539j 25.7936-1.91069j -58.8296+6.82763j 8.29443-0.167922j 12.7285-0.867617j 2.41034-0.385554j 32.5399-3.70508j -18.2733+1.6188j 39.7239-2.68397j -37.2692+3.25753j -16.5508+1.9831j 4.0388-27.2612j 24.5168-2.87994j -19.0192+1.49431j 38.2147-3.23077j -39.172+2.5121j -18.9604+1.53953j -31.4818+3.24214j -1.20788+0.862249j 13.2812-0.466506j 9.79401+0.276347j -62.1662+5.83789j 27.3919-1.52891j -17.3938+1.51306j 33.1074-2.6757j -41.8088+1.18294j -9.48188+0.756039j 1.48763-0.510212j -25.9545+1.74038j 32.7946-2.43935j -27.326+1.81673j 30.4377-2.03824j 8.41635-0.0329705j -0.835312-0.0256049j 8.02941-0.138573j -27.258+1.61224j 3.87062+0.103599j 20.4088-1.13586j 14.0415-0.486552j 7.7696-0.628708j -3.02889-0.657138j 13.1009+0.089868j -0.0380829-0.019541j 0.227887-0.0885937j -5.51504+0.513091j 2.0484-0.29821j -0.144327-0.0215534j 
-1.04721-0.108188j -2.74767+0.39559j 8.38462-0.297851j -1.60595+0.284087j 0.382371-0.176097j -16.8339+1.8479j 1.72759-0.0973077j -12.9741+0.749025j -16.2589+1.55839j -24.4986+2.20893j 2.68082-0.0411341j 35.5959-3.35267j 15.5902-1.55497j 0.84885-0.271309j 11.1114-1.83231j 44.4973-3.70297j -41.5847+3.35934j 47.8211-4.67552j -36.4822+2.7418j -2.16239-0.498703j 14.409-1.13488j -61.1081+4.94537j 48.4221-5.25783j 27.4544-1.91055j 40.587-2.81397j -92.937+7.94286j 13.2676-1.57927j 19.056-1.72727j 3.15629+1.17621j 49.955-4.6891j -29.9378+1.99623j 60.9818-4.31461j -58.2381+4.95642j -26.9288+1.49108j 8.65233-42.7063j 38.5105-4.15936j -29.0839+1.37846j 60.5814-5.3352j -63.6935+4.25518j -28.5963+1.7995j -50.7908+4.10276j -2.90473-0.823244j 21.899-1.81421j 15.2152-1.40147j -97.8452+7.15594j 43.5604-2.69801j -27.5339+1.27846j 50.9704-4.50688j -64.6668+3.88407j -16.8932+0.985284j 2.27361+0.203708j -39.9406+2.50017j 53.1432-3.95343j -44.6872+2.77719j 48.8434-2.7921j 14.8193-1.20382j -1.44972+0.29771j 11.3929-1.54333j -42.015+2.67078j 7.06026+0.17294j 32.2709-1.20136j 24.2227-1.0949j 13.6355-0.684939j -5.00768-0.0332781j 20.7258-1.23029j -1.2224+0.165866j -0.116293-0.242268j -8.89018+0.0756536j 2.62847-0.377573j -0.756557-0.0750034j 
0.440403+0.350867j 3.92744-0.696543j -12.1379+0.392003j 0.944048+0.410652j -1.55177+0.0973114j 25.385-2.32137j -4.59123+1.70666j 19.3457-0.360371j 28.6217-4.1624j 39.2524-5.40378j -7.13113+1.19978j -54.5932+5.4919j -17.7013+0.0119268j -0.60321+0.422249j -16.9232+2.65917j -64.6955+3.91949j 58.8568-4.27936j -68.7765+4.29919j 53.1965-1.57753j 1.55679+1.33582j -22.1392+0.848819j 88.2945-3.68105j -67.9586+3.03084j -37.2546+1.39619j -59.2448+2.28702j 132.79-6.16996j -19.3504+0.64054j -28.2999+1.76842j -4.27701-0.367329j -70.3855+1.82719j 40.7492+0.460174j -86.4444+2.51134j 84.073-3.2399j 38.8311-1.57274j -14.7801+60.4302j -53.0851-0.63663j 41.2985-1.01081j -83.1913+1.30087j 85.8688-1.03214j 38.7953-2.30749j 70.9418-0.88332j 4.57285-0.336814j -29.9617-2.39564j -20.7665-0.320509j 133.239+1.51367j -57.7123-0.437758j 37.2974-0.0701974j -69.0205+0.0341635j 88.631+0.323065j 22.5688-1.45078j -3.0089+0.620846j 52.602+1.57447j -68.1645-1.10988j 60.458+0.550765j -66.4694-1.92302j -19.3957-0.440108j 0.904041-0.93295j -19.0599+0.690328j 53.9973+0.543716j -7.02276-1.20406j -39.5888-3.58292j -27.1074-3.1035j -18.782-0.000206904j 4.97961+1.90955j -25.9435-0.97851j 0.271674-0.408191j -1.52307+1.24957j 12.2682-0.0724652j -3.63845-0.362135j 0.0890735+0.624776j 
