0.00657373-0.00311334j -0.0622336+0.0419734j -0.0508656-0.013483j -0.0385055-0.0084134j -0.0164986-0.00477802j 0.0139818-0.00191799j -0.0405786-0.0137969j -0.0274451-0.0508831j -0.0120088-0.0123542j -0.000114784-0.00475073j 0.0097221-0.00167328j -0.0138742-0.0204803j 0.00738095-0.00992024j 9.77802e-05+0.0234256j -0.00390912-0.0184557j -0.00527607-0.0103157j -0.00203596-0.00914579j -0.00960631+0.00716787j 0.00360268+0.012169j 0.0201312+0.00484276j 0.00784131-0.0129524j 0.0102802-0.0192142j -0.00400747-0.00445183j -0.00275912+0.0111769j -0.000131463+0.00550222j -0.0191013-0.00663234j 0.0045479+0.0102721j 0.00504735-0.0125119j 0.00421164-0.0170307j 0.00666926-0.0243606j -0.0249463-0.00942331j -0.000362222-0.00766176j 0.0146161-0.0355798j 0.00903686-0.0174982j 0.0196362-0.0465719j 0.0100421-0.0247306j -0.0276285+0.0279089j 0.0112633-0.0168982j 0.0523185-0.00553969j 0.00414474+0.00983664j -0.0412944+0.0457172j -0.0885953+0.0347596j 0.0652336+0.050101j -0.0207944-0.101868j -0.0343194+0.0181139j 0.0484592+0.00296583j -0.00146999-0.0508007j 0.0109522-0.00384096j 0.0537703+0.0285159j -0.0119646+0.0700077j 0.0082153-0.0212545j -0.076215+0.123706j 
-0.0776177-0.00736883j -0.0560523+0.108762j -0.0488173-0.0543026j 0.0781277-0.0513457j 0.127759-0.0918775j -0.0241679-0.0244979j 0.0264975+0.0317461j 0.034501+0.00923034j 0.00836039+0.0628797j -0.0175784-0.00864179j 0.0320027-0.0770741j 0.0155654-0.0358903j -0.0245421-0.0421732j 0.0510957+0.0395891j 0.0713584-0.0114613j 0.0170768-0.0533313j -0.0172165+0.0160715j 0.0367648-0.0360781j -0.029944+0.0692336j 0.0224656+0.02308j -0.0628427-0.033632j 0.0461773-0.0173884j -0.041219-0.0216006j 0.0178596-0.0202606j 0.0214496-0.019063j -0.0134888+0.000429334j -0.0532077+0.0104318j -0.0184655+0.0302016j -0.0180388+0.00364638j -0.0289896-0.0458769j -0.0607194-0.042606j -0.0450062-0.0260386j 0.0449024+0.000755788j 0.0289606-0.0179813j 0.0442282-0.0590476j -0.0356052-0.0190366j -0.051794-0.0470476j 0.0272235+0.0206655j -0.0195171-0.00310295j 0.0570536-0.0237542j -0.0147726+0.0120769j 0.00141716+0.0292875j -0.0138707+0.0156693j -0.0322689-0.0368532j 0.00520777+0.0406774j 0.0171636-0.0387569j -0.0207099-0.0218071j -0.0358394+0.00505462j 0.0230766+0.035238j -0.039536-0.0250276j -0.00914452-0.0430664j 0.0121332+0.0181502j 
-0.0117278-0.0825578j -0.107107+0.0315796j 0.0452114+0.0183203j 0.00955277+0.0283393j -0.0823777-0.0639385j -0.0365697-0.0441822j 0.0031422-0.0300807j 0.034755-0.0234483j -0.0184948+0.0344141j -0.0301108-7.96111e-05j -0.0172936-0.0489268j -0.0662887+0.0940694j -0.00145313+0.0121619j 0.0416825+0.0244006j 0.0215272-0.0443915j -0.00073146-0.0284413j 0.0431696+0.0302357j -0.00637522-0.0121496j 0.0390804-0.0097118j -0.0213947-0.00521819j 0.0422543+0.0200545j 0.00563963+0.00869559j 0.00497966-0.00569089j 0.00976147-0.0172468j -0.0150015-0.00134787j -0.028929-0.0106148j -0.0531785+0.0679651j 0.0463678+0.0272479j 0.0121365-0.0354732j -0.0316261-0.0157329j -0.0432768+0.0128484j -0.0337175+0.000478027j 0.0172902+0.00515106j 0.0133811+0.00547904j -0.00887883+0.0128664j -0.0121035+0.00200256j 0.0187138+0.00724711j -0.00843862+0.00652619j -0.0130586-0.051154j 0.0365165+0.00237331j 0.0143277-0.00828753j -0.0167911-0.00161589j 0.0118621-0.0319466j -0.00629978-0.0284622j -0.0536254-0.00392966j 0.0247639+0.0266756j 0.0325337-0.00059398j -0.0121993-0.0228366j 0.0173213+0.0389145j 0.0460951-0.0140236j 0.0180781-0.0379898j 0.0106672+0.0417233j 
0.0150838+0.042434j 0.075142-0.0754025j 0.0208605+0.0328858j -0.0256092+0.00486509j -0.0120059+0.110133j -0.0039213-0.020878j 0.0356175+0.0348581j -0.0842742+0.0377304j -0.0747895+0.0423547j 0.00653823+0.0666459j 0.0527516+0.00514677j 0.00823721-0.0616275j -0.0101023+0.0196426j -0.0505604-0.00213136j -0.0569738+0.0858393j 0.0186105+0.0452655j 0.0128928-0.0163703j 0.00196361-0.0269013j -0.0187702+0.0219564j 0.00290428-0.00584697j 0.0517216+0.015907j -0.0033157+0.000872433j -0.0173864+0.00101538j -0.0041811+0.00542228j 0.00311648+0.0282705j -0.00531871-0.0528297j 0.044708-0.066795j -0.00824166+0.0269217j -0.0396102+0.0163747j 0.0243462-0.033367j 0.0183983+0.0121682j 0.0226661-0.0400315j 0.0307404+0.0264756j -0.00264167-0.0302049j -0.0298613-0.027015j 0.0116218-0.00781708j -0.0353834-0.0243908j 0.00607138-0.00711747j 0.0101838-0.00422675j -0.0382381+0.000769746j -0.0083933+0.0151765j 0.0268345+0.0090685j 0.00575499+0.023945j 0.0161785+0.0145585j 0.0286296+0.00331634j -0.0117139-0.0228071j -0.045016+0.0207353j 0.0202727+0.0246446j -0.0285718-0.0286628j 0.00807152+0.00261188j 0.00858843+0.0358951j 0.00135881-0.0514049j 
-0.0157953+0.0247948j 0.096082+0.0101691j -0.0206442-0.0373025j 0.0239875+0.0823647j 0.0351343+0.0182943j 0.0371294+0.0215455j -0.0603399+0.0136208j 0.00122905-0.0559232j -0.101429+0.0176403j -0.00775767-0.0466234j -0.0266879-0.0157466j 0.0896968+0.0522218j 0.0392797+0.0563676j -0.0794148-0.0766082j 0.0362963-0.0140633j -0.0490571-0.0173853j -0.00188121+0.0170858j 0.0367571+0.0246249j -0.0546488-0.0197583j 0.0595805+0.0476807j -0.0235474+0.0150877j -0.0209769+0.0441459j 0.00603184-0.0503621j 0.00926058-0.028143j -0.070035-0.0207496j 0.0246079+0.0412906j -0.0254696+0.0253958j 0.00210295-0.00169841j 0.0109347-0.0056984j -0.0208857-0.012856j 0.028421-0.00975427j -0.0290994+0.0239418j -0.0338817+0.0110434j 0.00668627+0.0142345j 0.0329949-0.0160474j -0.0105545+0.0393648j 0.00511973+0.00229385j 0.0101533-0.00813937j -0.0224322+0.00958666j -0.00538146+0.0168121j -0.00948644+0.0311313j -0.00882709-0.00247825j -0.0322324-0.00634013j -0.00327383-0.00109231j 0.0117892-0.0173174j 0.00762718-0.00980311j -0.0181613-0.0107155j -0.028183-0.02402j 0.0388603+0.0269563j 0.00208071+0.00635979j 0.00279008+0.00274799j 0.0362452+0.0137247j 
0.0804231-0.057607j -0.0306762+0.000171135j 0.03051-0.0276101j -0.0665719+0.0373972j -0.0637843+0.046515j 0.0430808+0.00436507j -0.000239809+0.0416753j 0.0582322-0.0239167j 0.0130523+0.00294653j 0.0122515+0.0488512j -0.0955416+0.00149523j 0.113266+0.00905741j -0.0243652-0.100074j 0.0585649+0.00640012j 0.019625-0.0495726j -0.0334104-0.0270127j 0.0335376+0.0222929j 0.059027-0.00651046j -0.00143907-0.0213683j -0.0468579+0.00217387j 0.00373692+0.00720776j 0.00994784-0.0394934j -0.0231586-0.0434278j 0.0258473-0.000586355j 0.0439395-0.0239496j 0.0302928-0.0488611j 0.0190704-0.028816j -0.0229225-0.036097j 0.00483372-0.0330515j 0.0568321+0.0113027j -0.0192439-0.0325177j 0.0319742-0.0195921j -0.0335733+0.00357618j -0.0238485+0.0216621j -0.0234518+0.0849062j -0.0585354-0.0257777j 0.0267121-0.0125853j -0.0148563+0.0360765j 0.0106051+0.0254303j 0.0353683-0.0157841j 0.0222727+0.00970312j 0.0186266-0.0231325j 0.0253266-0.00265312j -0.0432298-0.0257564j 0.0307998+0.0148512j 0.030351-0.0197865j -0.0175074-0.02042j 0.0274524+0.0170679j 0.0310216-0.0131219j -0.0345634+0.00463266j -0.0212273-0.000573801j 0.0222957+0.0329173j 
0.0404497+0.0890708j 0.0653425-0.0141414j -0.025911-0.07729j 0.0457403-0.0553272j 0.0786373-0.0617971j 0.0226884+0.0954299j 0.0049294-0.0652439j 0.0409282+0.027221j 0.0528381+0.0375213j 0.121777-0.0563364j 0.0163163+0.00795209j -0.0708544-0.0169595j -0.0326709-0.0080689j 0.0161993-0.0300623j -0.000541628+0.0366807j 0.0368605-0.00481476j 0.0262884+0.00474966j 0.00757481-0.00939746j -0.0124054+0.0203238j 0.0718729-0.0334238j -0.0577126-0.103193j -0.0414401+0.0131715j -0.0107298-0.00961067j -0.000326116+0.0133315j 0.00445034-0.0234741j 0.0238653+0.0254035j 0.00103278+0.0114847j -0.0124203+0.0320623j -0.0558433-0.017616j 0.0017219-0.00218424j 0.00876399+0.0372003j -0.00478413+0.00808104j 0.037232+0.0207737j 0.032721-0.0235092j -0.00565925-0.0233898j -0.0159461-0.0250341j -0.00700019+0.0195543j -0.0299829+0.00490733j 0.00324956-0.0126819j -0.0242656+0.0273666j 0.018711+0.0343225j 0.00811745+0.0770016j -0.0185661+0.027627j 0.0196063-0.0107795j 0.0176891-0.0217702j -0.0508737+0.00345473j -0.0159335+0.00143033j 0.0068113-0.0143687j -0.0478544+0.00434956j -0.0304529+0.0130876j -0.0320816-0.0061152j -0.0104701-0.0344282j 
-0.0322187+0.00182858j 0.128265+0.0853087j -0.0203146-0.0273196j 0.0155024+0.0940941j 0.0149363+0.0819711j 0.126796+0.121247j -0.0989302+0.0795813j 0.0201985-0.154929j 0.114499-0.0754577j 0.0197909-0.0704838j -0.0400086-0.0471843j 0.145389+0.00681832j 0.0351343+0.0437579j -0.00752015-0.0597833j -0.0603276-0.00338453j -0.0338951-0.00305339j 0.0429274-0.00132317j 0.000122088+0.0222331j -0.0130761+0.0229697j -0.0129559-0.00649814j -0.00420157-0.0731265j 0.0207262+0.0484958j 0.046949+0.0546304j 0.0068552+0.0058436j -0.00709674-0.0274689j 0.0281196+0.0739259j 0.0116175+0.00450943j 0.00144994+0.0401679j -0.00921921+0.0127226j -0.0254683-0.00795071j 0.0229115-0.0151808j -0.00683224-0.00333957j -0.0105696+0.0479842j 0.0115524-0.00826848j -0.0343526+0.0116073j 0.00106464+0.0130088j 0.0356878-0.0120182j -0.0190051+0.0100786j -0.0109671-0.00959952j -0.0395113+0.0561329j 0.0252424+0.00929464j 0.0446867-0.0291284j 0.00175735-0.0021388j 0.00317339+0.0399962j 0.0575973-0.0474337j 0.0116696-0.0260108j 0.0319822+0.00705103j 0.0281084-0.00199731j 0.0658142-0.0313988j -0.0258583-0.0237005j -0.049931-0.00338656j 0.0863616+0.0269505j 
-0.170837-0.0673666j -0.0235474+0.0281643j 0.0865109+0.108776j -0.0170048+0.105333j 0.0461681+0.0788874j 0.0111062-0.133213j 0.00674898+0.195018j -0.128994-0.0130084j -0.0086574-0.0502817j -0.115163+0.00292597j -0.0293338+0.066626j 0.0429488-0.0693373j 0.0753031+0.0271104j -0.00255253-0.0161238j 0.0319261+0.00812984j 0.07727+0.0134113j 0.0166273+0.0199856j 0.0713905+0.0298639j 0.0016239+0.0504381j -0.013831-0.0535596j 0.0173707+0.072085j 0.0408763+0.0332664j 0.00561864+0.0103836j 0.00641435+0.0276218j 0.0222636-0.0228854j 0.017649-0.0256217j 0.0396826-0.0236624j 0.0025508+0.0134448j 0.00664951+0.0309651j 0.00778824+0.0225183j 0.0116+0.0276675j 0.00325745-0.0158596j -0.00858144+0.0313478j 0.024169+0.0493851j -0.0695687+0.0152637j -0.0279951-0.00429988j 0.0244753-0.0578882j -0.00788779+0.0102527j 0.00474477+0.0448701j -0.00136453-0.059409j -0.00907166+0.00550715j 0.000220691-0.0814412j 0.0122904-0.00106085j -0.0228433+0.035261j -0.023624+0.0324811j 0.0646614-0.0359475j 0.00210724-0.00332657j -0.0243965+0.0308651j 0.0325456+0.00476645j 0.0321715+0.00428646j 0.0663876+0.00360394j 0.0159958+0.0143013j 
-0.00976982+0.0500661j 0.0803463+0.0614837j 0.0277037-0.0649276j -0.0327281+0.0452424j -0.034827+0.025593j -0.0382526+0.12838j -0.0914851-0.0250067j 0.019331-0.0853484j 0.0616575+0.00319622j 0.0871205-0.00590402j 0.00791104-0.0365673j 0.0344309+0.0647581j -0.00666986+0.0756717j -0.0798158-0.0295454j -0.0591403-0.0277376j 0.0319216-0.0164273j -0.0158398+0.0471765j 0.00334585-0.0177924j 0.0160222+0.0425636j -0.00564663+0.0313423j 0.0418206-0.0139118j 0.0138662+0.0530648j 0.00130281+0.0340917j 0.0131454-0.0172293j 0.0156605-0.0125074j -0.00847796+0.0265037j 0.0197487+0.0182913j -0.0215183-0.0165847j 0.0160019-0.0278615j -0.0366292-0.0207692j 0.00605697-0.020435j 0.00615764+0.0386412j 0.00532449-0.0262249j -0.00388031-0.0177191j -0.0243951-0.0509273j -0.0242432-0.00418785j -0.00239819-0.000600874j -0.0125497+0.00234183j -0.019769-0.00960877j -0.00607227+0.0460246j -0.00196658+0.00345849j -0.0234136-0.0210328j 0.0170468-0.0144644j -0.00813872+0.0132079j 0.035031-0.0346059j -0.0223153+0.0109915j 0.0586674-0.00873736j 0.0191837+0.0114831j 0.00719943-0.02865j -0.0885216+0.0593814j -0.0155375-0.0342264j -0.00247679+0.019452j 
-0.0260419-0.0165598j 0.0761266-0.00136863j 0.0415392+0.0472143j -0.0358712+0.0613882j 0.0821755+0.00699712j -0.0142017+0.0225352j -0.0108135+0.11034j -0.0238297+0.0419198j -0.00921812-0.0504094j -0.00384414+0.0612582j 0.0183112-0.021286j 0.0115761-0.00800492j 0.0292578+0.0208j -0.020188-0.0728179j 0.101344+0.0044106j -0.0561653-0.0377296j 0.0447516+0.0111851j 0.0282999-0.0302712j 0.0280285-0.0476893j 0.00116048-0.061028j -0.00788695-0.000189009j 0.00638855-0.000395067j 0.00601779+0.00972956j 0.0328536+0.0203836j -0.0243639-0.013005j 0.0054036-0.0224041j 0.0148565+0.000760086j 0.0369209+0.0146143j 0.00865527+0.0350971j 0.00513751-0.0179665j 0.0136117+0.0155169j -0.00125865-0.0145035j -0.00289007-0.00152723j 0.0220911-0.0164016j -0.0131541+0.0500747j -0.0502948-0.00718412j -0.0129012-0.00332679j 0.0119381+0.0136964j 0.00803945+0.0179059j 0.0290945-0.0339923j 0.0120229+0.00700217j 5.55745e-07-0.0202261j 0.0112521-0.013946j -0.0362759+0.00100574j 0.0139275+0.0388977j 0.01419-0.043789j -0.0229044+0.020787j -0.0236358+0.013437j 0.036501-0.00718128j -0.00440093+0.021199j 0.0236848+0.0318362j 0.0242597+0.00286274j 
-0.019113+0.0345381j 0.0302378-0.080543j -0.00669587-0.00491995j 0.0452962-0.0929609j 0.0988718+0.0338175j -0.0675394-0.0197219j -0.0359085+0.0219181j 0.00767162+0.08152j -0.0883995+0.0526795j -0.00250718+0.0600801j -0.0132185+0.0271622j -0.0251103+0.0396437j 0.00501386-0.0280361j -0.0256596-0.0482061j 0.00974234-0.0211006j -0.0263718+0.092291j -0.017658-0.0160717j -0.0115584-0.00736166j -0.0703366-0.0114949j -0.0207672+0.0119467j -0.0298807+0.0653182j -0.057447-0.00792806j -0.0182969-0.0323681j 0.0332441+0.00799498j -0.00984773+0.0254862j -0.0390686-0.0366623j -0.0296246-0.0182925j -0.0265477-0.0284678j -0.00834844+0.00635005j -0.0495983+0.0118521j 0.0182492+0.0266989j -0.0288354-0.0194904j -0.0400964-0.010309j 0.0165197+0.017422j 0.0495028+0.00147878j 0.0023203+0.0204099j 0.0425474-0.0135383j -0.00407803-0.054342j -0.0456305+0.0568881j -0.0027347-0.044662j -0.0125915-0.00134512j 0.0224528+0.021016j -0.0299133+0.00972013j -0.0351824+0.024606j 0.0338402+0.0399767j -0.031924+0.00860341j -0.0231064+0.0241679j -0.00209949+0.0210688j -0.0392019-0.0114165j 0.0208413-0.0273762j 0.0204806+0.0201586j -0.0187666-0.0895968j 
0.0569686+0.00325327j -0.0870387-0.013463j 0.065641-0.000505586j -0.0418849+0.00417483j -0.144317-0.0304819j -0.0924445-0.0145402j 0.0723661-0.119761j 0.0478023+0.0570013j -0.0105647+0.0402263j 0.0565664-0.0130055j -0.0134899+0.00250852j -0.0635003+0.0391437j -0.0209851+0.00303551j 0.00336815+0.0124647j -0.0303618-0.0611791j 0.0100179+0.0332148j 0.0473381-0.00479577j -0.000902547-0.0690755j 0.0112482-0.0286792j -0.00860787+0.00232602j -0.0251854+0.0244559j -4.97695e-05-0.0598638j -0.0697516-0.0533903j -0.0282015-0.0285347j 0.00619535-0.0174265j -0.0173006-0.0318688j 0.0358412-0.0190336j -0.0231833+0.0156458j 0.00105842-0.0453507j 0.00719528+0.0058327j 0.0194473-0.00442306j -0.0132211+0.00971217j -0.00661785+0.00961598j 0.00844685+0.0214999j -0.0206751+0.00103103j -0.00811221+0.0391748j 0.00687829+0.00237245j 0.0189833+0.00789359j -0.0183458-0.015282j 0.00491066-0.00865094j 0.00646234+0.014581j 0.00582336+0.0308954j -0.0156617+0.000171025j 0.0463842-0.0181913j -0.0112023-0.00628342j -0.0338721+0.0177372j -0.00408213+0.0268808j 0.00530947-0.0119623j -0.0392738+0.00431595j -0.00285277+0.0231093j -0.00383444-0.0113725j -0.0328673-0.00325556j 
-0.060339-0.0264428j -0.0701468-0.00227555j -0.0348083+0.0580473j 0.0523337-0.0164244j -0.0557242+0.00132539j -0.0383477-0.149401j 0.0694843-0.0159848j -0.0609066-0.00353819j -0.0333493+0.00947577j -0.0807298+0.014786j 0.0142748+0.000447405j -0.0311398-0.017256j 0.0016409+0.030699j 0.0278764+0.0436285j 0.0187774-0.054159j -0.0214869-0.0400256j -0.0139661+0.01772j 0.00431254-0.0071163j 0.00237826-0.015781j 0.00242839+0.0249989j 0.0281338-0.00728396j 0.032255-0.00750561j 0.0136488-0.0365559j 0.0219156-0.0169819j 0.0221701-0.0161278j -0.0330936-0.0115672j 0.0204141+0.0298586j 0.0129299-0.0250146j 0.0217478+0.00270977j -0.0232632-0.000719828j -0.0352243+0.0305737j 0.000739496+0.000117343j -0.0392946+0.00890647j 0.00926929+0.0120272j -0.00829621-0.022571j -0.0587219+0.00966093j 0.0194186-0.0327847j -0.0206814-0.00214749j -0.0188752+0.00189556j 0.0122714-0.0371916j 0.0206145+0.0165069j -0.016669-0.0355066j -0.0303497-0.0134421j -0.0368591-0.00452447j -0.010011+0.00191232j 0.00596053-0.0360837j 0.0127253-0.00723838j 0.014658-0.00616653j -0.0162953-0.0200934j 0.035379+0.004384j 0.0119943+0.0264662j -0.028543+0.0174272j 
0.0908235-0.0549935j -0.0365188-0.0348304j 0.118523-0.12106j 0.141555-0.00390882j -0.00863365-0.0970713j 0.0206298-0.0105584j 0.0308875+0.0656353j 0.00122917-0.043192j -0.034684+0.0286816j -0.0323993+0.0446759j -0.0176494-0.0401595j -0.00854266-0.0146001j -0.0152159-0.00775359j 0.0803471-0.0619067j -0.0200761-0.00799983j 0.00401551+0.030954j -0.0461633+0.0422085j 0.0347264+0.00164115j -0.00739936+0.0109967j -0.00382676+0.0263017j 0.0129592-0.0251916j 0.00106565+0.000968416j -0.0125503-0.0226521j -0.010302-0.0032107j 0.0161688-0.0126609j 0.0300983+0.00797839j 0.0235363+0.00881437j -0.002079+0.0130331j -0.0202176+0.0205605j 0.000340053+0.0227207j -0.0200325+0.0187672j 0.00684265-0.00125579j 0.0135197+0.0116622j -0.00222755+0.000790564j -0.037509+0.00680792j -0.00279547-0.00707591j -0.015433+0.00760923j -0.00256506-0.0122438j -0.00497332-0.0138045j -0.00578046-0.00692293j 0.0296381+0.0250344j 0.0205468-0.0140971j 0.00772455+0.022196j 0.0284815-0.0215492j -0.0169716-0.00958081j -0.0178098-0.00751857j 0.00039985+0.0030274j 0.00359615-0.0454291j -0.0174272+0.0442044j 0.0257982-0.0426464j -0.0147759+0.0251015j 0.019891-0.0228409j 
0.0409227+0.0810037j 0.0499635-0.0991173j 0.0947342+0.0134299j -0.0919779+0.0327995j -0.0658003+0.0349993j 0.0406426-0.0539714j 0.0862052-0.029808j -0.00701033+0.0546758j -0.0180336+0.0428805j 0.012843+0.0308249j -0.0107046+0.0238343j 0.00893374+0.00743702j -0.0703749-0.0163719j -0.0191297+0.02437j 0.0302272+0.0471276j 0.0472097-0.0300736j -0.0239826-0.00575683j 0.0283446+0.0282893j 0.0147605+0.0145299j -0.0060447+0.00732895j 0.0240939+0.00804426j -0.03063-0.0318906j -0.000428751+0.0222137j 0.000218678+0.0431073j 0.00351039+0.0101769j 0.0404975-0.0356399j 0.00334013+0.0292812j 0.0120154-0.0257116j -0.012893+0.00467126j 0.0331313+0.00672777j 0.00622422-0.00900343j 0.022122-0.0038758j 0.0145276-0.0270987j -0.0140108+0.0012923j -0.0270329+0.0280571j 0.0101976-0.0312645j 0.00670103+0.00218041j -0.0147887+0.0119392j 0.0150177-0.0173067j -0.00510164+4.79695e-06j 0.00130649-0.0243502j 0.0255748-0.0087655j 0.0322689+0.00640871j -0.0115436-0.006719j 0.00235535+0.00230905j -0.0138055+0.0323677j 0.00952997+0.00450714j -0.00943245-0.0162715j -0.0233087+0.0294668j -0.0108001-0.0381383j 0.000496484-0.0375966j -0.0100633-0.0713339j 
0.0221672+0.100369j 0.0945349+0.0626048j -0.0693724-0.112104j 0.00700156-0.00207976j 0.0236109-0.0333492j 0.0187446-0.00581883j 0.00386485-0.0674072j 0.0443831-0.0274864j 0.00395262+0.0126242j 0.0174755+0.00383944j -0.0109837-0.0285487j -0.00119971-0.0101901j -0.042611+0.0543372j 0.00142376+0.0111066j 0.060065-0.00737093j -0.0490111-0.054255j -0.000155484+0.0494527j 0.0072852-0.00542454j -0.0384953+0.00590764j 0.0361413+0.014287j -0.0001566-0.0322858j -0.0235331+0.00958128j -0.0106795-0.0576506j 0.0341306-0.00662117j -0.0042093-0.0358092j 0.00175499-0.0308738j -0.00856611-0.0176016j -0.0426932+0.00996481j -0.00843653+0.0163647j 0.00506278-0.0187294j -0.0260155-0.0236244j 0.0242201-0.00214889j -0.00961191+0.0230048j -0.00788673+0.0127955j 0.0221699-0.0243404j -0.0348714+0.00808173j -0.00192948-0.0272973j -7.99138e-05+0.0221187j 0.00234938+0.0424571j -0.00529925+0.0243463j -0.0152482+0.0271738j 0.0173504-0.00156247j -0.0152648+0.0253919j -0.000967605-0.0225281j 0.0290941-0.0278542j -0.00455579+0.0046419j -0.0240681-0.0277068j 0.00497975-0.0302266j 0.0411494+0.0323665j -0.0385408-0.0171521j -0.0314924-0.039601j 0.0290068+0.0199888j 
0.0550301-0.00214945j -0.0844211-0.011245j -0.137289+0.0015462j -0.0149691-0.188308j 0.0768398-0.013058j -0.0357403+0.0295807j -0.0263035-0.0113001j 0.0280375+0.0606619j 0.0144709-0.0135645j -0.034812-0.0171368j 0.0616199+0.0225901j -0.00579144-0.0128625j -0.0268158-0.0686263j 0.0502806+0.0397307j -0.0127892+0.050688j -0.00128439-0.0688067j -0.0312253-0.0103727j -0.0203948+0.00284295j 0.0167467-0.019665j 0.0115705+0.0165999j -0.0176841-0.000270716j -0.0184088+0.0128545j 0.0197903+0.00339597j -0.0246938+0.0106133j 0.0162962+0.00930309j 0.0149633+0.0127664j -0.00880923+0.00407422j -0.0128178-0.0185667j -0.0119116-0.000237275j 0.00794189+0.00820098j -0.0227538-0.00254078j 0.0194733+0.00487378j -0.00332427+0.00254227j -0.0103288-0.00449512j 0.0318927+0.000570921j 0.00604966+0.000688856j 0.0122468-0.0146617j -0.0194989-0.00428149j -0.00376418+0.0262911j -0.0130689-0.0208887j -0.0180504-0.0263914j -0.00688245+0.0243611j -0.0153861+0.00398502j -0.0129349+0.0229713j 0.0358047+0.010625j -0.000896403+0.00999324j -0.0228384-0.0166762j 0.0517528+0.0447856j -0.0238332-0.0422489j -0.0293602+0.00234618j -0.0214912-0.00612403j -0.0249369+0.0238015j 
0.205727-0.0459483j 0.00174688-0.123399j 0.00741092-0.0255131j -0.044318-0.0352944j -0.0912414+0.0548605j 0.027326+0.059371j -0.0178939+0.0135235j -0.0411856+0.0290635j -0.0551437-0.0450263j 0.0232991+0.0152642j -0.0130241-0.0229177j 0.0283052+0.0367749j -0.0135704-0.0102541j 0.0147857-0.0339449j -0.0335716+0.0609884j -0.0455716+0.0122869j -0.00618492+0.0254636j 0.0156899-0.00920104j 0.00476036-0.0488743j -0.0148116+0.0370001j 0.0472178+0.0132196j -0.00777857-0.0358487j -0.0174566-0.0268459j -0.0157211-0.000863922j -0.000512434-0.00994114j 0.0208102-0.00381363j 0.0181334-0.000177813j -0.0013988-0.0254325j -0.0216562-0.0154919j 0.0282859+0.0110354j -0.0119891+0.00810906j 0.0252498-0.0152012j -0.00879322+0.0296336j -0.00247148+0.00215799j -0.00552246+0.0533098j 0.0106117+0.00385711j -0.0074278+0.00647355j -0.00119929-0.00405844j -0.000509197-0.00748506j -0.0261897-0.0063689j -0.0018595-0.00768026j -5.45025e-05-0.00275017j -0.0036518+0.0154319j 0.0234771+0.00266298j 0.0233808+0.000164298j -0.00333506-0.00896493j -0.0537799-0.0142322j 0.048704+0.0110516j -0.0158823-0.0285392j 0.00410315+0.0120376j -0.00220595+0.0635634j 0.00813461+0.0174978j 
-1.64974e-05-0.117084j -0.188005+0.0669119j 0.0895339+0.01053j 0.0152036+0.043753j -0.0886013-0.0880324j -0.0389729-0.0233053j -0.000739294+0.012272j 0.0142853-0.0425556j 0.0191827-0.0224759j -0.00747142-0.0236608j 0.0242379-0.0308671j -0.0186128+0.0346982j 0.00651622-0.021723j 0.0429616+0.0227569j -0.0125994-0.0388551j 0.00625188-0.0171688j -0.0206908+0.0120013j 0.00766824-0.0163051j 0.0368451-0.0390924j -0.0295349+0.00325223j 0.0116866+0.0377352j 0.0489694+0.00644j -0.0136042-0.0343783j -0.0108243-0.0188779j 0.031731+0.00625676j -0.0142906+0.00403875j 0.0103865+0.0215862j 0.0229603-0.0174415j 0.0247002-0.0176733j 0.00892768+0.0183661j -0.018736-0.0330901j 0.00453616+0.0119724j -0.00862476+0.00516508j -0.00258356+0.0078844j -0.0243848+0.0321751j -0.0114488+0.0137488j 0.0096009-0.0243598j -0.00832869+0.0248153j 0.00107415-0.0205931j 0.0508948-0.0287096j 0.0226875-0.0218838j -0.0140012-0.0365296j 0.0187026-0.0271813j 0.00481118-0.0100417j -0.0484124+0.00195623j 0.0389669+0.00868121j 0.0450309-0.0227447j -0.0103037+0.00152252j 0.01114+0.0137679j 0.00588103+0.00753397j -0.00662069-0.0299535j 0.00937773+0.0653807j 
