-0.0131125+0.00403769j -0.00353355-0.00342894j -0.000113263+0.0021271j -0.0123414+0.00337912j 0.00336809-0.00203893j -0.0137783-0.00199609j -0.0148273+0.00375961j -0.00595739-0.00105019j -0.00709316+0.00324333j 0.0099269-0.000189309j -0.00803421-0.0015002j 0.0211986-0.00164669j 0.0272994+0.00195672j -0.0131132+0.0021023j -0.00659961+0.0022673j 0.00391229-0.00114204j 0.00654793+0.00092771j 0.000550588+0.000848963j -0.00485827+0.000983958j -0.0166028+0.00236427j -0.00313966-0.00158191j 0.00533359+0.000499822j 0.00022933-0.000543314j -0.00136693-0.000846287j 0.00752112+0.000797587j 0.00253345-0.00139473j -0.00948581-0.000156807j 0.00819406-0.00174044j 0.021234-0.000609392j -0.0124695+0.00135517j 0.00880216+0.000998454j -0.00624801+0.000107751j 0.00493716-0.00230979j 0.00126734+0.000522618j -0.00179938+0.000743877j 0.00629558-0.00203354j 0.00266661+3.95491e-06j -0.00377669-0.00228665j -0.00745292-0.00121338j -0.0027057-0.000579805j 0.00848561-0.00272702j 0.00510794+0.00122347j -0.0101145+0.000329394j -0.0033304-0.00219857j -0.00217614+0.000414144j 0.00593646+0.000363577j 0.00324755+0.000138086j -0.000989142-0.0004823j 0.0142723+0.00120143j -0.00165243-0.00234381j -0.00899443-0.00131368j -0.00544551+0.00197857j 9.51864e-05+0.00132247j -0.0140348-6.53222e-05j -0.00278725-0.000190416j -0.00590761+0.00020633j 0.00147366+0.000769014j 0.0093835-0.0033591j 0.00923847+0.00153095j -0.00479002-0.000219865j 0.00272586+0.00324615j -0.00840612-0.000993095j -0.000762849-0.000284851j 0.00180207+0.000227666j 0.0060383+0.00305279j 0.00578867-0.000626659j 0.0150186-0.00369433j 0.00584117-0.00541538j -0.00365009+0.00384908j 0.00918695+0.00493836j -0.00213116+0.000839374j 0.0118391-0.000916293j 0.00784278-0.00208536j -0.0268616-6.11689e-05j 0.0115418+0.00622205j -0.00481481+0.00281559j -0.0382807+0.00365252j -0.000706991-0.0200377j -0.0882713+0.0116264j -0.0572839-0.00374543j -0.0457729+0.00536233j -0.0342878-0.00565135j -0.0339803+0.00903238j -0.0257408+0.00190114j -0.00685266-0.00190245j -0.0177863+0.00396137j -0.00253423+0.00106865j 0.0111224-0.00206793j 0.0202675-0.00549302j 0.0965206-0.000307509j 0.0518051+0.0142742j -0.927853+0.000523412j 
0.0156439-0.00269598j -0.00349783-0.00113459j -0.0156267+0.00466406j -0.0358868-0.00273788j -0.0407934+0.00155257j -0.00343979+0.000717211j -0.0115447+0.00199596j -0.0207798+0.00515765j -0.108402+0.000231678j -0.170246-0.00322844j 0.266379-0.0020198j -0.308625+0.00524955j 0.189838+0.00528009j 0.548205-0.00588396j 0.15955+0.000237301j 0.0970663+0.00286137j 0.172339-0.0030485j 0.059656+0.00267548j -0.0259825-0.00557182j -0.0698205-0.0039938j -0.17853+0.00281536j 0.0499791+0.0066389j -0.203844-0.00320059j 0.123075+0.00363988j -0.104182+0.00498939j -0.155607-0.00200335j -0.0426196-0.00513008j 0.00632615+0.000807436j 0.0555326-0.00578774j -0.0197454+0.00214595j -0.134313-0.000603243j -0.0251123-0.00159997j -0.00639604-0.00279569j -0.0702763-0.00463291j -0.00628859+0.00193871j 0.0155478-0.00127374j 0.0333738-0.000880153j -0.0438163-0.00688022j -0.00603756-0.00439541j 0.0445528+0.00173907j 0.0718815+0.000544325j 0.0124634+0.000324071j -0.06806-0.00163599j 0.0405836-0.00363021j -0.0908622+0.000277175j 0.078408+0.00423799j -0.0135741+0.00113587j 0.0450305+0.00769613j 0.065155+0.000295534j 0.0646492+0.00146175j 0.00158126+0.00401753j 0.0328519+0.00216004j -0.0853741-0.00174975j -0.123645-0.00307674j 0.0531938-0.000462843j -0.0517223+0.00500123j -0.0741047-0.00406606j -0.0393975-0.00244266j -0.0458748-0.00117751j 0.0124683+0.00579112j -0.0464283-0.000277932j -0.0850057-0.005365j 0.0132094-0.000397314j 0.0255588-0.00016465j -0.0115911+0.000516191j 0.100598+0.00234182j 0.00632147-0.00016688j -0.0418428-0.00162049j 0.0447649+0.000179985j -0.00277731+0.00298815j 0.0544705+0.000521092j 0.0395003+0.0024398j -0.0415174-0.000571147j 0.0049526-1.16434e-05j -0.0513977+0.000948448j -0.0229536-0.000412956j -0.0700809-0.00111199j -0.0529544-0.00358834j -0.0641665+0.000287561j -0.0543549-0.00109656j -0.0403968-0.00143191j 0.0881105-0.00154848j -0.00268206+0.000701931j -0.00742195+0.00144462j -0.0156829+0.0030692j -0.0336002-0.00141799j 0.0190348-0.00092405j -0.00446335-0.00102591j 0.0128456+0.000860405j -0.014583+0.000355509j 0.00232461+0.00186079j 0.0123571+0.00190687j 
0.000236022-0.00230853j -0.00632917+0.000555817j 0.035156+0.000542832j -0.0150686+0.00426011j 0.0612378-0.00229753j -0.0457126+0.00307672j -0.0335034-0.00235274j 0.0252074-0.00413397j 0.403933+0.00283147j -0.37211-0.000124505j 0.160292+0.00241762j 0.433681-0.0039454j -0.271046+0.000712323j 0.15902-0.00318295j -0.0243159-0.000204676j -0.00269131+0.00312491j 0.168203+0.00692473j -0.0445035-0.0031006j -0.0636455-0.00797717j 0.0265442-0.000353218j -0.105275-0.000492803j 0.0687551-0.00875453j -0.0660693+0.000998651j -0.232795-0.00612661j 0.0360128+0.00116933j -0.0751192+0.00346985j 0.0767314+0.00270883j 0.0386504+0.00318697j 0.0892929+0.00208915j 0.059924-0.00483333j -0.0735902+0.00361829j -0.0902755+0.00012592j 0.0561731+0.00515374j -0.0155756+0.00162168j -0.192137-0.00369569j 0.0122648+0.00160587j -0.0919985-0.00279087j -0.0556595+0.00190059j 0.102785+0.00501665j 0.0290814-0.00320984j -0.0771909+0.00643648j -0.0180836+0.00202848j 0.0362481-0.00528436j -0.00227269-0.00313839j -0.0292543+0.000114363j 0.0467767-0.00190331j 0.0468688+0.00242009j 0.0631457-0.00297695j -0.0346196+0.000638357j 0.116547-0.00406589j -0.0115699-0.00262714j 0.027442+0.00119201j -0.0770435+0.00121141j 0.011063+0.000237098j -0.0751658+0.00254775j -0.0170024-0.00178104j 0.00802352+0.00257243j 0.108524+0.00194124j 0.0243539+0.00142069j -0.0356665-0.0030051j -0.00677608-0.00185461j -0.0501447-0.000839329j 0.0587484+0.000109876j 0.089218+0.00258926j 0.0677663+0.0037822j -0.0139771-0.000284079j -0.0105482+0.00321349j -0.0203971-0.00202369j 0.00358016-0.000437042j 0.0254337+0.00109552j -0.0204503+0.00227931j -0.00294433-0.00177646j -0.0164322-0.00128214j -0.00996279+0.000975554j 0.0173411-0.000812412j -0.0209646+0.00275614j 0.0263566-0.000457405j 0.0292917+0.000284719j 0.0117791+0.000722794j -0.00999692-0.00156535j -0.000293719+0.00228324j -0.0233405+0.00246164j -0.0137301+0.000800002j 0.0233189-0.0006577j 0.0173226-0.0015416j 0.0298771-0.00250172j -0.0145451+0.001449j 0.0214104+0.000253311j -0.00436539+0.00103292j 0.0125548-0.00023314j -0.00106887+0.00012546j -0.00431047+0.000585905j 
0.000112532+0.000925477j -0.00399571+0.00160559j -0.0214867+0.00247197j -0.0358574-0.000484151j 0.00736845-1.77126e-05j 0.0778831+0.00323561j -0.0537547+0.00357783j 0.0532207-0.00283132j 0.551402-0.00165404j 0.504881+0.00325088j 0.258722-0.00197434j -0.164301+3.58593e-05j 0.0190055-0.00374912j -0.119248+0.00188352j 0.0751125+0.00488257j -0.0931526+0.00320891j 0.0998053-0.00597689j 0.0267418-0.00158258j -0.0863421-0.00430325j -0.119166+0.00286345j -0.116904-0.00139939j -0.0110414-0.00314661j -0.0529843-0.00212274j 0.0889321+0.00113973j 0.128815+0.00760814j -0.034787-0.000896037j -0.0661114-0.003973j 0.077652+0.0019285j 0.16204+0.00430691j 0.214792+0.0014501j 0.0476401-0.00446998j 0.0136614-0.00366259j -0.00780203-0.00445796j -0.0399986-0.000672806j -0.0179338+0.00285085j 0.0390801-0.00476166j 0.0358056+0.00462528j -0.0967277+0.00261211j 0.000970163+0.00411779j 0.0563615+0.00067j -0.0984953+0.00335706j 0.0349853-0.00160117j -0.0215077+0.00210423j -0.000687206-0.00130269j 0.0469098+0.00219934j -0.00574696+4.23928e-05j 0.0110459+0.000901565j -0.0772679+0.00231031j -0.0143991-0.000319794j 0.0460141-0.000306939j 0.0206818+0.00323151j -0.0467843+0.000663546j -0.0182413-9.16704e-05j -0.0318225+0.00102033j 0.00420659-0.000945212j -0.00939493+0.00260607j -0.0609289+9.94136e-06j 0.0102362-0.000404853j -0.0572686-0.00106978j 0.0714073+0.00104193j 0.0282077-0.000329926j -0.00954313-0.000262762j -0.0151723-2.99498e-05j -0.0278471+0.000271154j -0.024748-0.000485272j -0.0132864+0.000209653j -0.0276949-0.00290379j 0.0255681-0.00132459j 0.0344029-0.00120285j -0.0109487-0.00401808j 0.0112154-0.00163437j 0.0142833-0.000463555j 0.0306739-0.00276273j 0.0657886+0.00125175j 0.00604227-0.000776528j 0.000561211-1.97489e-05j -0.0585255+0.000124134j -0.0129618+0.000468543j -0.0217205-0.00103237j 0.0827415+0.00107974j 0.00130675+0.000695543j 0.0408394+0.000118181j 0.00718941+0.000912886j -0.0712363-0.00153375j 0.000983215+0.000656493j -0.0158082-0.000980666j 0.0141834+0.000218886j 0.0160668-8.65109e-05j 0.00699342-0.000543314j -0.00621186+0.00301054j -0.00151175-0.000503847j -0.000621122+0.000101736j 
-0.00274733+0.00229929j 0.0122507-5.68386e-05j 0.0645703-0.00249387j -0.0214545-0.00028556j 0.0578581+0.00549056j -0.132999-0.0025264j -0.430674+0.00566385j 0.732834+0.00430018j -0.0751158+0.00542761j 0.00157967+0.00757052j -0.0442378+0.00572901j -0.0336493+0.00448636j -0.0142355-0.0020994j 0.0029128+0.00795855j 0.192706+0.0114021j -0.0471253+0.00853948j -0.0387397-0.0135579j -0.0390887-0.00159572j 0.00235692+0.00569517j 0.0966844+0.00461442j -0.0865062+0.00418017j -0.143438-0.000562863j -0.0977417+0.00550357j -0.0604176+0.0023167j 0.037788-0.0035123j 0.00115884-0.00447325j -0.0129758-0.00434536j 0.0497841-0.00133388j 0.0314611-0.00368434j -0.068006+0.000210957j 0.015148-0.00108703j 0.0777664+0.0040613j 0.0157673-0.00145987j -0.00356703-0.00288213j 0.0752343+0.00171168j -0.0178582-0.00260499j -0.00734-0.00079407j 0.0259332+0.00204283j 0.0634173+0.000443646j 0.0326364-0.00268313j 0.0116542+0.00333489j -0.0256509+0.00114555j -0.00764025-0.000894818j 0.0358834-0.00073658j -0.00891194+0.00181634j -0.0163667+0.000235208j 0.0626152-0.000467222j -0.0920532+0.00115754j -0.0339501-0.00222384j -0.0615806+0.000717511j -0.0168981+0.00245876j -0.0359338+0.00116104j 0.0258326-0.00210648j -0.0327237-0.00202062j -0.0306475+0.00121868j -0.0137983-0.000481771j -0.0105129+0.000195153j 0.00758548+0.00112456j 0.00923221+0.00100536j -0.0632089-0.00059981j -0.0217098-0.00524905j -0.0347835-0.00267702j 0.0177637+0.00235983j 0.030952-0.00139167j 0.046146+0.00251201j -0.00957384+0.000677268j -0.0354141+0.00168908j -0.0343961-0.000729455j -0.0366529+0.00295229j -0.0312689+0.00210056j -0.0307705+0.00194108j -0.0200621-0.00141745j -0.00022564+0.00413263j -0.00331688-0.00234647j 0.0368862+0.000434702j 0.0109156+0.000379731j -0.0138929+0.00350769j -0.0189301+0.000821001j 0.00336662+0.00231694j -0.0176086+0.000785446j 0.0183897+0.000143325j -0.0250796-0.000313937j -0.00072585+0.00132423j -0.0017871+0.000648445j 0.00732002-0.000926295j 0.00364336+0.000746529j 0.0078173+0.000890373j -0.0233712-0.00101295j -0.00738982+0.00211859j 0.00171431-0.0014849j 0.00423891+0.000466003j 0.00620072-0.00205147j 
-0.00138902-0.00354781j 0.0200862-0.00131648j -0.101787-0.00363007j -0.0271823+0.00541081j 0.0224342-0.0042457j 0.0395565-0.00623775j 0.73743+0.00169466j 0.423149-0.00542439j -0.0397038-0.002229j 0.0378875-0.00280011j -0.0621704+0.00609284j 0.036467-0.00428262j -0.00757079-0.000106396j 0.0831813-0.00630849j -0.128709+0.000351443j -0.0724725-0.00793731j 0.168902+0.00450075j -0.00989704-0.00342515j -0.0412806+0.00589565j 0.0218793+0.00655231j -0.0850076-0.0093816j -0.132216-0.00273074j 0.020516+0.00322685j 0.0121243-0.00274069j -0.00107797-0.00476927j 0.0598203-0.00180523j 0.0639763+0.00651153j 0.0281081+0.00106973j 0.0638868+0.0045442j -0.0357709+0.00138471j 0.0798424+0.00270955j 0.0638547+0.00676695j 0.0293154+0.00501666j 0.0102061+0.00459606j -0.00707188-0.00315965j 0.0225806+0.00196279j -0.0174096-0.00686853j -0.0703216+0.000769702j -0.0228985+0.00151083j 0.0377087+0.00144144j 0.0157395-0.00413414j 0.00493589+0.00379901j -0.00240697-0.00285666j -0.0220285+0.00248986j 0.00956469-0.00177678j 0.0148748-0.00303572j 0.0218236-0.00159702j -0.0521283-0.00496907j -0.0110865+0.00286282j -0.0254168-0.0035469j -0.0538645-0.00438838j 0.0277418-0.00105059j -0.0397399+0.00323024j 0.0358622+0.000601409j -0.00935268+0.000281624j 0.0143046-0.00485185j -0.0145123+0.00551884j 0.0296981-0.000703164j -0.0426523+0.00270382j -0.0152798-0.00469672j 0.0192606+0.00144245j 0.0521847+0.00151053j -0.0238295+0.000205671j -0.00807721+0.000647224j -0.0267805+0.00194528j -0.015913+9.28209e-05j 0.0120832+0.00181846j -0.0254501-0.00102036j -0.000818145+0.00181332j 0.000784273+0.00293943j -0.0193679+0.00178818j -0.00578711+5.29436e-05j -0.0325931+0.00119374j 0.0304504-0.000749583j -0.0142218+0.00126345j -0.0295655-0.000722455j -0.0349616+0.000772721j -0.0299602-0.00278991j -0.0725239+0.00133267j -0.00625428-0.00275189j -0.0396252+0.00076801j 0.0185164+0.000162733j 0.0064387-0.000634602j -0.0255325-0.00165236j 0.00926277-0.00184234j -0.0555195+0.000165201j 0.0318353-0.00133947j 0.0155913+2.15073e-05j 0.00102957+0.00162851j -0.00460568+0.000127297j 0.00105843+0.00227476j 0.00728774+0.00130865j 
-0.010798+0.00124382j 0.00106129-0.00831782j 0.0466796+0.000596242j 0.0425038-0.00315523j 0.26853-0.00726248j 0.833838+0.000817787j -0.080741+0.00444102j 0.0463357-0.000841152j -0.0352079-0.00303216j 0.0200249+0.00458406j -0.0691796-0.0031579j 0.00900647+0.00645823j -0.0922496+0.00672035j 0.101411+0.00365483j -0.0395927-0.00336013j -0.0222968-0.00275423j -0.0959333+0.00136666j -0.0279718+0.00273087j 0.0964986+0.00302685j -0.000411507+0.000146866j -0.0664009-0.00267656j 0.0122697+0.00360312j -0.0462625-0.0122067j 0.00763423-0.000675765j -0.0999854+0.00242019j -0.0463725-0.00450122j 0.020856-0.00100704j 0.019767+0.00235714j 0.00292207+0.00287296j 0.0418733+0.00104359j -0.00655505+0.000487845j 0.0996829+0.0016174j 0.0248259-0.00140209j -0.0138548-0.000340828j -0.048499+0.00126649j 0.0275915+0.00123787j -0.0479957-0.00492614j 0.00537763-0.00147092j -0.0134873+0.00344072j 0.0494208+0.0012179j 0.0173039-0.000151311j 0.0247676-0.00182147j -0.0635536-0.00132911j 0.0592201+0.00109903j -0.0151632-0.00348872j -0.00118079+0.000273017j -0.0221681+0.00241956j -0.000351339+0.00153842j 0.0541636+0.00101262j -0.0196232-0.00396123j 0.0102084-0.00238904j -0.0402643-0.00116647j 0.0336978+0.00807772j 0.0181904+0.00293671j -0.0186024-0.00182694j 0.0144733+0.00265821j 0.00379051+0.00457976j 0.0107617-0.0022438j -0.00468771+0.00281146j -0.00646149-0.00267537j 0.0130697-3.7104e-05j 0.0207868+0.00086743j 0.0150616+0.0042177j -0.00957624-0.000511259j 0.00887663+0.00296426j 0.0350654-0.00341886j -0.0182266-0.00461294j -0.0216809+0.00177601j 0.0340548+0.00511288j 0.00896812+0.00257302j 0.00191791+0.00241952j -0.0184403+0.00144402j 0.0253179+0.000749356j -0.0391159+0.000799381j -0.0122506-0.00196197j 0.0497683+0.00066054j 0.0155885+0.00304324j -0.0343412-0.00287448j -0.0076672+0.00524293j -0.0503107-0.00107979j -0.0126368-0.000825582j -0.0571334+0.000945942j -0.00629315+0.00125086j 0.0130234-4.56072e-05j -0.00352227-0.00268169j 0.0371317-0.00109285j 0.0065296+0.000788661j 0.0164785+0.00388102j 0.000486833-0.00225037j 0.00312211-0.00250215j 0.00843437+0.00367348j -0.000961133-0.000760502j 
0.0111221-0.00453884j 0.000512161+0.00125351j 0.0983451+0.00402606j 0.026205-0.00506071j -0.843465-0.000589351j 0.258054-0.00652825j -0.00597107-0.00313191j 0.0935434+0.00422365j -0.0080885+0.000294639j 0.0405287+0.00169937j 0.0785876+0.00125472j 0.151663+0.00623743j 0.0151487-0.0010886j 0.00466809+0.00450006j 0.10347-0.000103891j 0.0614218+0.0133877j -0.00632364-0.00783233j -0.0422436+0.00581895j 0.081968+0.000476856j -0.00992654-0.0132804j 0.00827495+0.0113314j -0.0566633-0.00245638j 0.128919+0.00635442j -0.00663857+0.00311691j -0.0458039+0.000344467j 0.0202895+0.00120248j 0.025364-0.00672566j 0.0242263+0.00732332j -0.02238+0.00754836j -0.011439+0.00212091j -0.0248806+0.00447958j 0.00189959+0.00327476j 0.00118738+0.0010932j 0.0103186-0.00105456j 0.0282716-0.00155981j -0.0139655+0.000688238j -0.0186103-0.00522118j 0.00932958-0.000833265j -0.0282376-0.00405369j 0.0204525-0.0037126j -0.0257014+0.00326674j 0.0149938+0.00520029j 0.0107532-0.00761221j 0.0100702-0.00349726j 0.0116734+0.000387895j -0.00180316+0.00195257j 0.0274788-0.00116377j 0.0194018+0.00136464j -0.0266249-0.000514644j 0.00702733-0.00112391j -0.00245614+0.00145907j 0.0234689+0.000478437j -0.0117401+6.72627e-07j -0.0279614-0.00109871j 0.00966305+0.000165148j -0.0101823+9.44399e-05j -0.0173142-0.00149191j 0.00419242-0.00250298j 0.000441197+0.00163098j -0.00305789+0.00159875j -0.0148256+0.000608031j -0.0194836+0.000312046j -0.00831495+0.000493936j 0.00179064-0.0016732j -0.00126016-0.000417127j 0.0366763+0.000852414j 0.0394852+0.00276477j -0.00372703+0.00058754j -0.00358945+0.00189144j 0.0198872+0.00281495j -0.00528965+0.00358772j -0.0149879+0.00218223j 0.0346885-0.000551338j -0.0208876-8.78332e-05j 0.021641+0.000532453j -0.0345719-0.00139635j 0.00290198-0.00219605j 0.0227012-0.00180368j 0.0101806-0.00280322j -0.0146193-0.000902735j 0.0307012-0.000715882j -0.014051+0.0014871j -0.0164614-0.000972581j -0.00925419-0.00010008j -0.0167038+0.000198648j -0.0132822-0.00133416j -0.0239221-0.00299825j 0.0386469-1.02504e-08j 0.00169977+0.000986289j 0.00952795-0.0010233j -0.00154444-0.000689022j -0.00467309+0.00243453j 
-0.00231492-0.00565875j -0.0772023+6.39164e-05j 0.199402-0.0130697j -0.880082-0.00283699j -0.00694163+0.00476441j 0.0480444+0.000950638j 0.0384603+0.000583355j -0.0345878+0.000909365j -0.0279552-0.0100698j -0.0849482+0.000533613j 0.0252851+0.0189761j -0.118032+0.00453924j -0.0916361+0.00420706j -0.0989813-0.0116065j 0.0665859+0.00035785j -0.0814664-0.00427161j 0.0139163+0.00568487j -0.0429665-0.00129127j -0.0227584+0.00603767j 0.0661834+0.00872211j -0.0369395-0.00644167j -0.0375008+0.00461923j 0.0239638+0.00175505j -0.0151247-0.00282105j -0.0129414-0.00281896j 0.00192779+0.000126245j 0.0132818+0.00655968j -0.00660845+0.000607132j -0.0142434-0.000581507j 0.0143526-0.00296798j 0.0106837+0.000263674j 0.0226176+0.000386222j -0.0076856+0.00691388j 0.0148292+0.00081978j 0.020475-0.00110688j -0.00893411+0.00408043j 0.00122201+0.000841042j -0.00148415+0.000915144j -0.00254218+0.00116049j 0.000383499+0.00509406j -0.0147422-0.00656175j 0.0105079+0.000371094j 0.0176235+0.00473318j -0.0025788+0.00347144j 0.0138415-0.000183544j -0.0209365-0.00121767j -0.0114081-0.000476558j -0.0344102-0.000310538j -0.0138265+0.00279648j 0.00308723+0.00166043j 0.00875356-0.00240403j 0.00331711-0.00418142j -0.020675+0.000389335j -0.00212911-0.00219316j 0.0184114-0.000303334j -0.0143099-0.0025319j 0.0087239+0.00101662j 0.0074451+0.00177984j -0.0110845+0.00128038j -0.015374-0.00247347j -0.0260557+0.00282272j -0.00124042+0.0017818j -0.00297507-0.00162882j 0.00425378-0.000450195j 0.035075-0.0023475j 0.0206934+0.00162791j 0.0264365+0.0023139j -0.0147139+0.00129582j 0.00947178-0.00118574j 0.00904968+0.000476122j 0.0101537-0.00113j -0.0132673+0.00193912j 0.0135432+0.00130827j -0.0127664-0.00109922j 0.00346699-0.00102119j 0.00160933-0.00157099j 0.0162877+0.000355904j -0.00824318+0.00377234j 0.0265906+0.00088918j 0.00857123-0.00187288j 0.023013+0.000850253j -0.0104738+0.000566162j 0.0182787-0.00046512j 0.0118588+0.00122927j 0.0130368-0.00233391j -0.0022793+0.000620348j 0.000381632-0.00339813j -0.0103138-0.000362232j -0.00841479+0.0017947j 0.00844281-0.00149087j 0.00192178-0.00251547j -0.00782351-0.00074765j 
0.0561896-0.000241131j -0.00224289-0.00416178j 0.864825+0.000263755j 0.19288-0.0109368j 0.104888+0.000701106j -0.0410364-0.00155386j 0.111516-0.00384942j 0.00496121-0.00263602j -0.0634636-0.00277023j 0.0489238+0.0113871j 0.155382-0.00375718j 0.0210873+0.0136232j 0.0485349+0.00979474j -0.0480966+0.0057734j 0.0234056-0.000439186j 0.00899871-0.000264768j 0.0364832+0.00115636j -0.0113047+0.000597786j 0.0648229+0.00727552j 0.0463921+0.00578756j 0.0148987-0.000462602j 0.0338098+0.00205147j 0.00803652-0.00580731j -0.0124084-0.00317589j -0.0121802+0.000236489j 0.00971064-0.00126187j 0.024545+0.00177422j 0.0175227-0.000429113j -0.00526314-0.000279834j -0.0336404-0.00409074j -0.0112318+0.000656556j -0.023002-0.000281701j 0.0492196+0.00642205j 0.0020954-0.0012544j 0.00557384-0.00212987j 0.0275794+0.00405056j 0.00748413+0.00126355j 0.0112425+0.00024553j 0.0159119+0.00312623j 0.0298773+0.00533376j -0.0412094-0.00256176j 0.000214613-0.00251541j 0.0342686+0.00285036j 0.0132179+0.00266847j -0.000672556-0.00180572j -0.00290818+0.00114697j 0.00556157+0.00154932j 0.0118391+0.00038406j -0.0121471+0.00319843j 0.000590508-0.000992423j -0.0105144-0.00312599j -0.0118009-0.00449902j 0.00120242+0.00420596j -0.0142737+0.00219442j 0.00134741-0.00280336j -0.0224168+0.00126571j -0.0125426-0.000183189j -0.00588041-0.000269829j 0.0073194-0.000540355j -0.008826-0.000134923j 0.0232273+0.00609221j 0.0172213+0.00302775j -0.0120993-0.00296588j -0.0111974-0.00114292j -0.0326488-0.00590355j -0.00198532-0.00243038j -0.0028415-0.00453813j 0.015379+0.000429401j -0.00806603-0.00370795j -0.00550402-0.00367027j -0.00448292-0.00427731j 0.0254299+0.00383461j 0.0036482-0.00164527j 0.00843234+0.000449353j -0.0246802-0.00163813j -0.0278447-0.000494918j -0.00344303-0.00106697j 0.026517+0.00134546j -0.00198775-0.00168416j 0.0147772-0.00285063j -0.0062787-0.00222383j 0.0293701-0.00059338j 0.000437987-0.00248895j 0.000440804+0.00229521j 0.00368829-0.0016504j -0.0161553+0.00235312j -0.000374773-0.00149556j -0.0101339+0.00363155j 0.00947599-0.00248435j -0.00230685+0.000390325j -0.00672928-0.00105254j -0.0100493+0.00242772j 
-0.0529792+0.0154205j 0.923357+0.000421234j 0.0232379+0.00166696j -0.0734079+0.000834813j -0.00757897-0.00106299j -0.00699822-0.000584002j -0.0133554+0.0011869j -0.0365811-0.00190152j -0.00404865+0.0069486j 0.0520033+0.00655667j -0.0363188-0.013733j 0.0656891-0.00183239j 0.0462125-0.0010406j 0.0431604+0.0137246j -0.0037229+0.00212409j -0.0224895-0.00391093j 0.029578-0.00217974j 0.00628631-0.00163243j 0.0127187+0.00431096j 0.0117088+0.0112544j -0.0449834-0.00121173j 0.0067256-0.00114653j -0.00987087-0.00270732j -0.00592813+0.000633297j -0.00736996-0.00311846j -0.00219582-0.00271844j 0.0165251+0.00425992j 0.000669573-0.00496809j -0.00848345-0.00720984j -0.00346697+0.00114816j -0.00801806-0.0023654j -0.01128+0.000939493j -0.0127884-0.000736309j 0.0014603-0.00165898j 0.0119903+0.000225246j -0.00299079-0.000422781j -0.000491093+0.00249967j -0.0229073+0.00109696j -0.00948776+0.0023245j 0.0112237+0.00336329j -0.0197838-0.00141389j -0.00660604-0.00348937j 0.0142715+0.00512449j 0.00385117+0.0030809j -0.00395938-0.000740697j 0.00430183-0.00123279j 0.00848036+0.000234267j 0.00825016-0.000373577j 0.000943382-0.00102801j -0.0129494+0.000960787j -0.0128967+0.000652461j 0.0153112-0.0010562j 0.00352243-0.000609645j 0.000350011+0.00227997j -0.00990608-0.00113477j 0.00285919-0.00132472j -0.00127279-0.00187979j -0.0033035-0.00139445j 0.00549048-0.0019191j -0.00707929+4.04094e-05j -0.00122217+0.0011667j -0.00871066+0.000993782j 0.0136838-0.000833357j 0.00174205+0.000118944j 0.0115121-0.00149332j -0.0131244-0.0027774j -0.0103778-0.00371597j -0.0135738+0.000849038j 0.0170981-0.00012659j 0.0232872-0.00233276j 0.0122871-0.00224829j -0.010855-0.00194875j 0.00898781+0.00179813j -0.0123095-0.000965076j 0.0087388+0.000978881j 0.0124189+0.00131667j 0.00328529+0.00327861j -0.0358506+6.0406e-05j -0.000865658+0.00327602j -0.0192129+0.000966684j -0.00773011+0.000358378j -0.0159926-0.00558853j 0.00812164+0.000518253j -0.00937322+0.000675975j -0.00613697-0.000823057j -0.00368944+0.00486122j 0.0141734+0.00247077j 0.00143117+0.000381679j 0.00711393-0.00305964j -0.00704415-0.00198401j 0.00325905+0.00296015j 0.0133176-0.00371921j 
