-0.00642684+0.0123642j -0.0204816-0.00415029j 0.0143803+0.00809266j -0.0394313+0.0191043j -0.0182791-0.00938474j 0.0102081+2.61791e-05j -0.0261175-0.0103199j -0.0025055-0.000772337j -0.00476659-0.0124551j 0.0077005+0.00227347j 0.0151737-0.0131777j -0.00936963-0.00641303j -0.00834173-0.0184245j 0.00214446+0.016793j 0.0158478-0.0260929j 0.024569-0.00646419j -0.0247067-0.00700495j -0.00469021+0.0056167j 0.0145339+0.0427682j 0.0196638-0.012352j 0.0168326-0.0164563j 0.006829-0.011141j -0.00691257+0.0180232j -0.0405897+0.0295232j -0.00508238-0.0112256j 0.0065821-0.0438583j -0.00413643-0.00985944j 0.0233089+0.0310609j 0.0177801-0.00136965j -0.00875306+0.0127189j 0.0297304-0.0063162j -0.031173-0.00882966j 0.00194398+0.0091034j -0.0295743-0.0041534j -0.00168875-0.015318j -0.0211734+0.00957569j -0.00747264-0.0259497j -0.0200978+0.0108487j -2.65112e-05-0.00874792j -0.0175052+0.00147832j -0.019528+0.0151241j 0.0167157-0.0121113j 0.0174319-0.00588368j 0.0379138+0.0333808j 0.0285286-0.0196864j -0.00411-0.0105691j -0.0261714+0.0061092j -0.00765365-0.00752745j -0.0891837+0.000505453j 0.017838+0.103366j 0.0343261+0.0216277j 0.0424359+0.0193112j 
-0.00987101+0.00906397j 0.0287355-0.0215072j -0.0648488-0.0292852j 0.0274879-0.0664047j 0.0168966+0.00807311j -0.0322523-0.00279217j -0.0311893+0.00246844j -0.00666142+0.025377j 0.0248136-0.0322026j -0.0177655+0.0380452j -0.00686469+0.0164518j 0.0280861-0.0341866j 0.0143534+0.0266926j 0.000336793-0.0185748j -0.00409759+0.0214317j 0.0127122+0.0141475j 0.0377228+0.0140523j 0.0168151-0.0217083j 0.0106607+0.0118596j -0.0277339+0.0139408j -0.0208575+0.0272998j -0.01513+0.0274908j -0.0221518-0.0420128j -0.00283314+0.0101382j 0.0376542+0.0400346j -0.0100089+0.0178102j -0.0188132-0.00841707j -0.0198004-0.0324201j 0.00728235-0.00464252j 0.00731153+0.00643454j -0.0102526-0.00825577j 0.0193327+0.0163494j -0.00927442+0.0137535j -0.00217511+0.020541j -0.00120858-0.00109791j -0.00896592+0.0141329j -0.00326442-0.0303718j -0.0191169+0.0158314j 0.00686659+2.62528e-05j -0.00725915+0.00466756j 0.0100633-0.0125718j -0.00946451+0.0165473j 0.0169782-0.0139198j -0.00810583+0.0174188j 0.02239-0.00741669j -0.0150327+0.00552049j 0.026466-0.0206749j 0.00989013-0.00996108j -0.00058722-0.00662191j -0.0320258+0.00151498j -0.0078756+0.000660262j -0.00626527+0.00812747j 
0.00550886+0.000486981j -0.0010696-0.0016489j -0.00312989+0.0114534j 0.00603638-0.0197105j 0.0110655+0.0107412j 0.00535252+9.08019e-05j 0.00044774-0.00888526j 0.019055+0.0102022j 0.00520901+0.0169811j -0.025972+0.00501432j 0.0128866+0.00938159j 0.0184738+0.00428212j 0.0178693-0.00959919j -0.00603765-0.0216201j -0.0187472+0.0324061j 0.0263127-0.0313449j 0.022108+0.040778j -0.00796137-0.0142992j 0.0251696+0.00555036j -0.00445702+0.0119229j -0.0343914+0.0113794j -0.0182293+0.0130543j 0.00407572+0.0220459j 0.0137988-0.0248028j 0.0210188+0.00650725j 0.0237538+0.00936499j 0.0120269-0.021412j 0.00109675+0.0317103j 9.22035e-06-0.0219589j -0.0328711-0.0246927j 0.0046256-0.00123013j 0.016994+0.00180691j 0.0111853+0.00833184j 0.0167558+0.00274439j 0.00624488+0.015408j -0.0236923+0.00759454j -0.00805348+0.00632446j -0.00938523+0.0172383j -0.00901789-0.0048143j 0.0103026+0.0163516j 0.0116215-0.0012156j -0.0208363+0.0122474j -0.00304962+0.00802636j -0.0304122-0.00021458j -0.0107901+0.00181804j 9.71223e-06+0.0197824j -0.00450541+0.0100319j 0.0140271-0.00110578j 0.00582865-0.00198713j 0.0144605-0.0221643j -0.00339653-0.00961496j -0.000924712+0.000602827j 
-0.0160967+0.0128262j -0.00965612+0.000990635j 0.0154357-0.0477896j 0.0390702+0.0108635j -0.00658342+0.0198744j -0.0163939+0.00397768j -0.00856266-0.0304647j -0.0298329-0.0180676j -0.00807091-0.00540577j -0.0111876+0.00648403j -0.00853305+0.038246j -0.0387218-0.0045299j 0.00728762+0.0245744j 0.00957734-0.0173511j 0.0103236-0.027154j -0.000305171+0.00718834j 0.000477425-0.0254058j 0.00620671+0.000900523j -0.0176716+0.0280279j -0.00949821+0.0205482j 0.0421287+0.0144791j 0.027909-0.0236j -0.0036257-0.0202227j 0.000877684-0.00100122j 0.0192292+0.0121518j 0.016465+0.000234336j -0.0193912-0.0013011j 0.00876598+0.000727173j -0.0149523+0.0390925j 0.000471241-0.00164672j -0.00690988-0.00950517j -0.00741513-0.0157491j -0.00669087+0.0137891j -0.0148086-0.0180079j -0.00219196-0.00278265j 0.0124251+0.00130148j 0.0101797-0.0076468j -0.0159511+0.0125776j -0.00424009+0.00119897j 0.00552449+0.0126798j 0.00438892-0.00623231j 0.0217249+0.000124726j 0.00660415-0.00504107j 0.00509559+0.0124268j 0.0143801-0.0257545j 0.0133368-0.00282684j 0.00865411-0.0109287j 0.00296358+0.00257104j 0.00820441+0.00964479j 0.00136912+0.0221186j -0.00255054+0.00884922j 0.00906877+0.0049925j 
-0.00786301+0.012184j -0.0166331+0.0137439j 0.0417833-0.00918029j 0.0322306+0.0448705j -0.0354502-2.39461e-05j -0.010947-0.032944j -0.00869353+0.0138361j 0.0260223-0.0282853j 0.000510612+0.0153887j -0.00647215+0.00171191j -0.0147492+0.00172403j -0.0390225-0.0114667j 0.030761-0.0412353j -0.0123377-0.0242159j -0.00715246+0.00439822j -0.0265179-0.0466534j 0.0387998+0.0111416j -0.0242109+0.0484959j -0.0286603+0.0162364j 0.0215109+0.0174227j -0.0106281-0.0113631j -0.0129515-0.00506709j -0.000358179+0.0135954j -0.00485741+0.0118975j -0.00291342-0.0210533j -0.0241186+0.0115249j 0.00971191+0.00373117j -0.0307455-0.0200289j -0.0142896-0.00713553j -0.0204195-0.00331386j -0.00324931+0.00107584j -0.0184114-0.0146699j -0.00484589+0.0168867j -0.00274311+0.00797868j -0.000129975+0.0124186j -0.00478073-0.028661j -0.0104906+0.0213029j 0.0106343-0.0399749j -0.00465058+0.000711431j 8.02911e-06+0.022022j 0.00268624-0.0318042j 0.0114716-0.021443j -0.0162048+0.0312561j -0.000299689-0.00422922j -0.000800497+0.0178965j 0.026276+0.01684j -0.0161846+0.0279368j 0.020312-0.00317124j 0.00986812-0.0067421j 0.0133092-0.00771154j 0.00409181+0.00735175j 0.00558634-0.00123541j 
-0.0050293+0.00810581j -0.00689108+0.00775075j -0.00157293-0.00612627j -0.00433764+0.00349815j -0.00545377-0.00587424j -0.00390416-0.022449j -0.0119152-0.00220123j -0.0175403+0.00699589j 0.0104221+0.00530248j -0.0112504+0.0116397j 0.000386769+0.00208486j 0.0240244-0.00797854j -0.0251178-0.000294594j -0.0196535+0.00332228j -0.00174736-0.0410295j 0.0286-0.00382055j -0.0338383-0.0279993j -0.00448391-0.0185359j -0.002268-0.00853252j -0.000561394-0.0155394j 0.0239043-0.0134676j -0.0144328-0.00744909j -0.0096742+0.00980043j -0.00629177+0.00300264j -0.00410848+0.0188215j 0.024198-0.0184426j -0.00840658-0.000990696j 0.021345+0.00629863j -0.0158417+0.0113553j 0.0155402-0.00880714j 0.014072-0.00352911j 0.00567118-0.000571371j -0.00125798+0.011583j -0.0163073+3.63325e-05j 0.0121109-0.0133406j -0.00078234+0.0167223j 0.0231618-0.00269715j -0.0157968+0.00545167j -0.0250045-0.00156009j -0.00481433-0.0036157j 0.00639883+0.0217117j 0.0261418+0.00490632j 0.00583201+0.00483819j 0.00932314-0.00205176j 0.00799688+0.00189586j 0.00126726-0.028406j -0.00631862-0.0148672j -0.0092787+0.00344571j -0.0152974-0.0124019j -0.0207271+0.0269518j 0.00780389+0.00988041j -0.00450045+0.0031938j 
0.013383-0.00788477j -0.0125738+0.0113964j 0.0191743+0.0457119j -0.0342199+0.0359329j -0.0240585-0.0150715j 0.016744-0.0292763j 0.00623558+0.034748j 0.0213116+0.0116006j -0.0168543+0.00519103j 0.00918754-0.0283187j 0.0146738-0.0517928j 0.00697028+0.0276246j -0.013203-0.0226406j -0.040753+0.00244311j 0.019355-0.0171799j -0.0116084-0.018262j -0.0328705-0.016415j -0.0112776+0.0173491j -1.09758e-06-0.016966j 0.0117096-0.0197077j -0.0107625-0.0422505j -0.0304818-0.00974263j 0.0300725+0.0426548j -0.0377088-0.0192059j -0.00763177-0.0316777j -0.0119161-0.0174768j 0.0142466+0.00360274j -0.00711217-0.0094461j 0.00157793-0.0356596j -0.00117448-0.00242949j -0.00930327+0.0026006j 0.0014475+0.00137619j 0.0097411-0.010169j 0.00886835-0.00879752j -0.00896338-0.00966742j -0.00218479+0.00606487j -0.0116402+0.0280581j -0.00314833-0.0412311j 0.00247626+0.00755972j -0.017997-0.00882118j -0.0101288+0.00418567j 0.00260984-0.00131105j -0.0198351+0.0263694j 0.0124757-0.0192542j -0.0107081+0.0262382j 0.00931922-0.00849078j -0.0165786+0.0234376j -0.0090508-0.00636141j -0.0112277-0.0123521j 0.00496475-0.00155062j 0.01419+0.00260947j -0.00250866-0.00677922j 
-0.0057033-0.000334034j -0.00368535-0.00191792j 0.0136774-0.00739904j 0.0130695+0.00648978j -0.00207685+0.0116372j -0.022588-0.00633066j 0.00859065+0.0110143j 0.0186245-0.00988369j -0.0126182+0.00344064j -0.000993201+0.00863814j 0.0115556-0.0121088j -0.0123075-0.0134526j 0.00516231+0.0154523j -0.00558246-0.0109204j -0.0125671+0.0189878j -0.00235634-0.00528987j -0.00857424-0.00671325j -0.0169604-0.0085956j 0.0043736+0.00692289j 0.020631+0.00375076j 0.00351424+0.00293282j 0.00885899-0.00472528j -0.00172646+0.0127079j 0.0121894-0.0113416j -0.0124389+0.00212982j 0.00353645-0.00113047j 0.0197997-0.000576412j -0.00218091-0.00390357j 0.000596789+0.00795149j -0.00112079-0.00121048j 0.010567-0.00232671j 0.0176243-0.00222054j -0.00593554-0.0141477j 0.00288313-0.015412j 0.00911114-0.000169899j 0.00412901-0.0182517j 0.00132505+0.0130554j 0.00369343-0.0120273j 0.0015166-0.00450353j 0.00539065+0.0123356j 0.00972355-0.00886505j -0.00475278+0.000282253j -0.00662779+0.00611464j -0.00364685-0.0129972j -0.00225646-0.000436373j 0.0108613+0.00535182j 0.0037812+0.00592137j 0.0121945-0.0041693j 0.00991606+0.00515136j 0.0153748-0.00996576j -0.00475645+0.00236317j 0.00708506+0.00229429j 
0.00646789-0.00406902j 0.00102356+0.0116524j 0.0036082+0.0220316j -0.00707601+0.0147499j 0.00644856-0.00239012j 0.0147811+0.0195417j 0.0280794+0.00477449j 0.0143763-0.017608j -0.0075536+0.013951j -0.00777129-0.0174356j 0.0119126-0.0122621j -0.0047331+0.0123984j -0.00121543-0.0176868j -0.0160339-0.0119064j -0.00428306-0.0131546j 0.00349229-0.00101872j 0.00858426+0.0245359j 0.00291752+0.0188968j -0.00394951-0.0164674j 0.0107047+0.00923576j -0.0167978-0.00429015j -0.0123-0.0134507j 0.0200907-0.0141023j 0.00201202+0.0100065j 0.00522008-0.00312181j -0.0275242-0.000748143j -0.00466506+0.00134342j -0.0040586-0.0162153j 0.0119392-0.00146739j -0.00551632+0.0122373j -0.00580155+0.0177181j -0.000157321+0.00095615j 0.0152397-0.00333845j 0.00345458+0.025327j 0.00400489+0.00145879j 0.00876597+0.00336852j -0.00911023+0.0071643j -0.000983998-0.0137784j 0.00364072+0.0113574j 0.00138892-0.00430707j -0.00981562+0.00793697j 0.0059179-0.0090273j -0.00337796+0.0066604j -0.00166496-0.000259822j -0.0106983+0.0120589j -0.000675699-0.00471517j -0.0120591+0.00261362j -0.014449+0.00417941j 0.000540958-0.0214135j -0.00960761+0.000567501j 0.00159032-0.00107784j -0.00848086-0.000741945j 
-0.00442913+0.0122178j 0.00372306+0.0019984j 0.000434519-0.0203246j 0.0101179-0.00334537j -0.00124716+0.00687243j -0.00156037-0.00602714j -4.28128e-05-0.0187949j -0.0290968-0.0135525j 0.00900672+0.0069854j -0.0138564+0.0109375j -0.0047803+0.027619j 0.00188738-0.0153061j -0.00583676+0.00142457j 0.00594599+0.0100786j 0.00331984-0.0340336j -0.0126262-0.000109952j -0.0135409-0.0107715j 0.00429349-0.000631321j -0.011319-0.00379014j -0.00282706-0.00277357j 0.0326284+0.0100398j 0.00286404+0.013145j -0.0183045+0.00815318j -0.00345783-0.00243863j 0.0106509+0.0113924j 0.00290023-0.016752j -0.0105114-0.00526885j 0.00800384-0.00287207j -0.000815321+0.0124767j 0.0115357-0.0118788j -0.00154599+0.00502007j -0.00506002+0.00629053j 0.00822263+0.0136685j -0.00641634+0.0018194j 0.00368103-0.00116897j 0.00984446+0.00504063j 0.00172749-0.0155029j -0.00399728+0.00716323j -0.00305298-0.00223228j -0.00326924+0.00229722j 0.00298099+0.00398887j 0.0138961+0.00478442j 0.00716185-0.00605589j 0.0107191+0.0180361j 0.00113349-0.00758987j -0.000380572-0.0070915j -0.00302034-0.0184303j -0.00741846+0.0131807j -0.00561605-0.00415246j -0.00860963+0.0123836j -0.00174905-0.000365496j 0.00108149+0.00074688j 
0.00464636+0.00172376j 0.00296641+0.00549094j -0.0091871+0.0103792j 0.00266219-0.00133965j 0.0100401-0.00593964j -0.0063292-0.00779058j 0.0186392-0.00193289j -0.00553718-0.00849934j -0.0016753+0.000383479j 0.00025134+0.00964944j 0.0283531+0.0293828j -0.00900017-0.00104687j -0.00090187-0.0247729j 0.00079576-0.0242291j -0.0105993+0.023175j -0.0196894-0.0166388j 0.012357+0.00219032j -0.0389121+0.0192207j -0.0101312-0.0200704j 0.00363175-0.000585761j -0.00923575-0.000717067j 0.0136818+0.0174807j -0.0170429-0.00121891j 0.00409414+0.00663631j -0.0318792+0.00926686j -0.0299666-0.00141828j 0.0149684+0.00387907j 0.00342265-0.00898811j -0.0117196+0.00152557j -0.00892075-0.0143824j 0.00546958-0.0179773j 0.00587709+0.0276806j 0.00131233-0.0106406j -0.0085928-0.000327542j 0.00157546-0.00632779j -0.00218283-0.0168429j -0.00084769-0.0138704j 0.014476-0.0120765j -0.00187795+0.0083323j 0.0036538-0.00693516j -0.00417409+0.00251483j 0.0062787-0.019169j 0.0151803+0.00411224j -0.00934684-0.00128004j 0.00547517+0.00807954j 0.00585578+0.000707318j -0.00423552+0.00211122j 0.00212871-0.000983804j 0.00192909-0.0228333j -0.0157712-0.00665732j 0.00163134-0.00354784j -0.0105522-0.0031723j 
-0.0049761-0.0106872j 0.0120489-0.00593105j -0.0175151-0.00634678j -0.0105076-0.00473942j 0.00206295-0.0175298j -0.00747702-0.0126633j -0.00350431+0.0260507j 0.0274164+0.000627643j -0.00140271-0.0156338j 0.0187093-0.005674j -0.0340649-0.00264413j 0.0137216-0.00449893j 0.00120345+0.00018463j -0.000551541+0.0158928j -0.00135208+0.00188338j 0.0208399+0.0117608j 0.0219299+0.00898015j 0.0153528-0.00651817j -0.00595982-0.0213975j 0.00811632-0.00548j -0.0159498+0.0106193j -0.022137-0.00699541j -0.00730404-0.0209803j 0.0174896+0.0112717j -0.0260864+0.0218826j -0.0186038+0.0084154j -0.0126153+0.0122646j 0.00508371-0.0207497j 0.013679-0.00674959j -0.00124681+0.0398019j 0.0157869+0.0110899j 0.00541525+0.0130188j 0.0111151-0.00912341j -0.00625599+0.0088321j 0.0092113+0.00663341j -0.00192177-0.0170751j -0.00334518-0.0122461j 0.0123753+0.00424949j -0.00218472-0.0136006j -0.00533182-0.0185541j 0.00576472+0.0107192j 0.011217-0.00316086j 0.00967743-0.00447631j -0.000886563-0.0126414j 0.00321602+0.00635615j -0.0124406-0.0102225j 0.00321302-0.019658j 0.00101143+6.71201e-05j 0.00422276+0.0109073j -0.00870702-0.0102194j -0.00623532-0.000219121j -0.000267684+0.00386476j 
-0.00302521+0.00954318j -0.0181587+0.0194908j 0.0307591-0.0217098j 0.0165593+0.0404967j -0.0236467+0.00922359j 0.00711327-0.0155816j 0.0139262-0.0104696j -0.00641273-0.0410694j 0.00906585+0.0214633j -0.00928344-0.0089576j -0.0130784+0.0403698j -0.028462-0.0144809j -0.00139695-0.0268873j -0.000506537+0.0112274j -0.0077666-0.0267079j -0.0165733-0.00737906j 0.0190236+0.00525581j 0.00889704+0.0146924j -0.0178826+0.029444j 0.0285908+0.0127585j 0.0103698+0.0292722j -0.027018+0.00229322j -0.00427094+0.0149671j 0.00316902+0.0102284j 0.00814631-0.00331861j -0.00431542-0.00617024j 0.00354328-0.0114402j 0.00653193-0.00191585j 0.00861212+0.00460012j -0.0241269+0.0128367j 0.0135075+0.00384886j -0.0182999+0.0119496j 0.0105023+0.0380378j -0.00430399+0.00635065j 0.00513001+0.0100248j -0.0239064-0.0149172j -0.00251069-0.0136167j -0.00121016+0.00834853j -0.0109081-5.7143e-05j -0.00782306+0.00810035j -0.00585541-0.00666709j 0.0241174-0.0212448j 0.00129792-0.000842379j -0.000681118+0.0147091j 0.00370918+0.000390022j 0.00945689-0.0017792j -0.0200804-0.0128452j 0.00859299+0.00921005j -0.00373447-0.0125174j 0.000945168+0.0130862j 0.0110821+0.00691502j 6.40618e-05-0.00396169j 
-0.0107251+0.0202739j -0.00406552+0.00545005j -0.00165992-0.026607j 0.0249379-0.006415j -0.00131455+0.0168925j -0.0060141+0.00981517j -0.00624398-0.0321551j -0.0256205-0.00852333j 0.00879871+0.0078378j -0.022635+0.031988j 0.00018378+0.0278797j -0.0217161-0.0172956j 0.0166955-0.00546722j 0.0183683-0.000880858j 0.0105063+0.025077j -0.0123576+0.00590376j 0.0197518+0.0114191j -0.0217683+0.00512555j 0.00822817+0.0418491j -0.0119521+0.00944989j 0.00020636+0.0154214j 0.018092+0.0266903j -0.0356785+0.00454919j -0.0131222+0.0192642j 0.00792544-0.00142455j 0.00848766-0.00860965j 0.00574499-0.0022407j 0.00261725+0.00826585j -0.00272356+0.00903816j -0.0213788-0.0135715j 0.0183298-0.0244583j -0.0201264+0.00516091j -0.00300586+0.0252508j -0.00807611-0.0132384j 2.63942e-05+0.00363899j -0.0179118-0.00800217j 0.00112241-0.0307905j -0.00941818+0.029757j 0.00349807-0.00116882j 0.00745529+0.0104188j -0.0057063-0.00764631j 0.00546561-0.00525115j 0.019576-0.0244243j -0.000759888+0.0321557j 0.0211159-0.0253598j 0.00963164+0.0174459j -0.00541779-0.00476077j 0.0152709+0.0069944j -0.0147843-0.000840918j 0.00436781+0.0306834j 0.00715985+0.00191083j 0.00714132+0.00634486j 
0.0025247+0.00651545j -0.00881449+0.0125048j -0.000427218+0.0162629j 0.00358032+0.0149647j 0.00974501-0.0101221j 0.0383374+0.0146312j -0.00640077-0.0247231j -0.00973201+0.0087395j 0.0382889+0.0189292j -0.0264942+0.0360696j 0.0140073-0.0101573j 0.00187507+0.00557807j -0.00388371-0.042253j -0.0153186-0.0243156j -0.00162901+0.0297823j 0.0203493+0.017953j 0.00245931+0.00660341j -0.029448+0.00550077j 0.0117417-0.00857135j -0.00258212-0.00633298j -0.0286188-0.00921985j -0.00922357-0.00362632j -0.0032376-0.00725983j 0.020037+0.0267365j -0.0133562-0.0149248j -0.00559073-0.000344401j 0.0155861+0.022035j 0.00125489+0.00169151j 0.00141278-0.0183467j -0.00447716-0.0127205j 0.0105527-0.00210768j 0.00191289-0.0080577j -0.0117277+0.0205247j -0.0258744+0.0029877j -0.00552778+0.00409089j -0.014976+0.0227755j -0.00187057+0.0066759j -0.000911325+0.00687478j 0.000282818-0.00536761j 0.012708-0.00565248j -0.0223504+0.0199433j 0.0111221+0.00439363j 0.00921046+0.00961358j -0.00171188-0.00100442j 0.00614301+0.00954484j 0.0166334-0.0135587j -0.00878112+0.0222593j -0.00984007-0.014229j -0.00219407-0.0194553j -0.0237553+0.0111544j 0.0100213+0.00193437j -0.0136528-0.00826957j 
-0.0014669+0.00346176j -0.0101667-0.0141641j 0.00258336-0.0247956j 0.0254381+3.58828e-05j -0.000520224+0.0158727j -0.0235115-0.0264874j -0.012378-0.00172829j -0.00784549-0.0170151j 0.0133453-0.0132561j -0.00648512+0.0113878j 0.00527347+0.00968439j -0.00814288-0.0014261j 0.0125469+0.00885164j -0.00902669-0.0140092j 0.00538839+0.00121403j 0.00478908-0.0235058j 0.00321895-0.00349737j -0.0161151-0.00495947j -0.0121488+0.0132866j -0.0102082+0.00879751j 0.00672214+0.00820648j -0.000574535-9.58646e-05j -0.00597426+0.00988139j -0.000565885-0.0151955j 0.0118803-0.0221857j 0.0223005+0.0138238j 0.0103215+0.000941839j -0.00270621+0.0124694j -0.00700655-0.0102374j -0.0155916-0.00551463j -0.00116177-0.00109218j 0.0125719-0.00957838j 0.00389736+0.00398164j -0.000594393-0.0190263j 5.89819e-05+0.0102415j 0.000212372-0.00305824j -0.00128172+0.0160284j -0.000755437+0.000781066j -0.0111734-0.00863319j -0.0127028+0.0212863j 0.0184343-0.0103437j -0.00673645+0.00902849j -0.0140275+0.0103626j -0.00914158-0.0101299j -0.000221931-0.00120653j -0.00520604+0.00984303j -0.00199375-0.0075952j 0.011376+0.00197004j 0.00577635+0.0127437j 0.0160052-0.0105748j -0.00386678-0.00110139j 0.00768113-0.00111654j 
0.0121656+0.00711034j 0.00826009+0.0213899j 0.0119491+0.0222894j -0.0133461+0.00351411j 0.0144434-0.00055145j 0.0361988+0.0380707j 0.0434435-0.0215473j -0.00916433-0.00521635j -0.0231417+0.0208463j 0.00321488-0.035102j -0.0039083+0.0371825j 0.00235755+0.00419754j -0.0145951+7.23151e-06j 0.0363967+0.000968718j -0.0287131-0.0421972j 0.0200328+0.0238035j -0.00127019+0.0179079j 0.0242218-0.0134867j 0.0118542-0.0123017j 0.0278268-0.0141952j 0.0231005+0.0117553j 0.006656-0.00834407j 0.0174056+0.000927211j 0.0322933-0.0110753j 0.00466949+0.0181714j 0.0123183-0.00308552j -0.00798796-0.0448663j 0.0410565+0.01223j 0.00192461+0.0423494j 0.00733232-0.00271373j -0.00708109+0.0147759j -0.00251106+0.0107869j 0.0137565+0.00118166j 0.00131684+0.0274534j 0.0237465-0.00546984j 0.00589+0.0241286j 0.00548205-0.00809726j -0.0184625+0.0235305j -0.0112191+0.018322j 0.0118762-0.000559895j -0.0203919+0.0115557j -0.000268494-0.0127692j 0.00247512-0.0107j -0.0179955+0.00804943j -0.0119924+0.00223876j 0.0074025-0.00751914j 0.000306454-0.00731546j -0.0143989+0.00241281j 0.00667906-0.0239943j -0.016011+0.00128098j 0.00140636-0.00460153j -0.0154695-0.000552821j 
-0.0177118-0.0245134j 0.0060445+0.00358205j -0.000189635-0.0161515j -0.0108682-0.0261019j 0.00347466+0.0182298j -0.0378187-0.00274238j 0.0167383+0.0356111j 0.0262844-0.00860596j -0.0164096-0.0126074j 0.02742-0.0165531j -0.0172232+0.00909024j 0.00192413-0.0131776j 0.006412+0.0330348j -0.00280337+0.0335158j -0.00994886+0.0110288j -0.0228774-0.0104814j 0.0143316-0.00755702j 0.0401969-0.0170737j 0.00700847-0.00752592j -0.0140952-0.00338799j -0.0205178+0.00412284j -0.0266058+0.0157394j 0.0216217+0.00501376j -0.00872589-0.043528j 0.014964+0.00770689j 0.00379257+0.00100399j -0.00969131-0.00811327j -0.0138391-0.0116839j 0.0133547-0.0125173j 0.00121909+0.0177515j -0.00346717-0.00138068j 0.0154628+0.00642588j 0.00519887-0.0252087j 0.0231122-0.005946j 0.000310544-0.0227201j -0.012325-0.0340544j 0.00896566+0.00947678j 0.00720188-0.0292616j 0.00228437+0.000149357j -0.00455736-0.00288822j 0.0337191-0.0152745j 0.00553377+0.00250056j -0.00434194+0.0226671j -0.00722338-0.0189808j -0.0118528+0.00838941j -0.00371256+0.0096118j 0.00685969+0.00292541j 0.0243258+0.00606508j 0.00872693+0.00659691j 0.0132678-0.0297815j -0.0121394+0.00289549j 0.00667753+0.00532942j 
-0.0046572+0.0127777j -0.014189+0.000523309j 0.015224-0.0237319j 0.0142212+0.0196903j -0.0239033+0.00520368j -0.0118403-0.0224279j -0.0134061-0.00929997j -0.0226876-0.0170967j -0.00461066-0.0105121j 0.00369536-0.00460819j 0.0245557+0.0189792j -0.040872-0.0121385j -0.00914938+0.00219327j 0.00324961+0.00286182j 0.0180905-0.0238597j -0.0178367-0.00326426j -0.00709142-0.0165257j -0.0154663+0.0197888j -0.0129965+0.0284497j 0.00283972+0.0112096j 0.0386269+0.00860412j 0.0041407+0.0165112j -0.0256135+0.0147163j -0.0241884+0.02442j -0.000108121-0.00425964j 0.00480525-0.0144275j -0.000177141-0.00387066j 0.00696747+0.0044791j -0.00638578+0.0159865j 0.00529639-0.00509498j 0.0161042-0.0134214j -0.022371+0.00807047j 0.000428227+0.0166647j -0.00308523-0.0124019j -0.000717686+0.00707464j 0.000710226-0.00610692j 0.00207235-0.0302929j 0.000952289+0.0161623j -0.00579165+0.00203111j -0.00899345+0.0045464j -0.00344423-0.0015599j 0.00658853-0.0146901j 0.0119398-0.0248383j 0.0177786+0.0322609j 0.0116429-0.024613j -0.00162566-0.00170517j -0.00803319-0.0257808j -0.00452987+0.0126425j -0.0203142+0.0025461j 0.0121872+0.0377498j 0.0124426+0.00806436j 0.0124127+0.00285134j 
0.0128389-0.00557775j -0.00515669+0.00148549j 0.00567195+0.00621707j -0.0157401+0.0188434j -0.00960093-0.0136688j 0.00541755-0.0233584j 0.00551327+0.0171253j 0.0115868-0.0188242j 0.0215728-0.00701615j 0.0193541-0.00944027j -0.01884+0.0125163j -0.00208717-0.0184597j -0.0125883-0.0173506j -0.00251915+0.0216509j -0.0294844-0.0188468j -0.00197234-0.00544981j 0.0151897+0.0115225j 0.00361324+0.00970559j -0.00666186+0.000962296j 0.0246572-0.000148866j -0.00747113+0.0170504j -0.0429039+0.0102541j -0.00865081-0.0108254j 0.00528736+0.022072j -0.00805392+0.00357382j -0.0172875-0.0163797j -0.00725192-0.0122821j 0.0012983-0.0105487j 0.0110244+0.00403612j -0.00536221+0.0189318j 0.0213288+0.00607178j -0.00717896+0.0121207j 0.0156733+0.0118334j -0.000357019+0.0169295j 0.00958046+0.0065682j -0.0122942-0.0154805j -0.00375445-0.0256381j 0.00907705+0.00622294j -0.0120308+0.000541824j -0.0126923-0.0179946j -0.00219705+0.00787508j 0.0154988-0.0221881j 0.00958332-0.00848434j 0.000578225+0.00754678j 0.000829919+0.00833633j -0.0116379-0.0136747j -0.0131336-0.0215271j -0.0010018+0.011887j -0.0129306-0.0161572j -0.00758681+0.00318118j 0.00892406+0.00406137j -0.00772384-0.00562439j 
