0.0137984-1.40304e-14j 0.18569+0.014973j 0.107211+0.106855j -0.0379637+0.00286682j 0.00209288-0.00281416j 0.0418564+0.130566j -0.0501979-0.0842952j 0.0227794-0.0659018j 0.072622+0.0195621j 0.0195071-0.0616234j -0.0731007+0.0759271j -0.0982051-0.175925j -0.134825+0.0434161j -0.0700428+0.0655694j -0.00695308+0.163391j 0.0709703+0.00651968j 0.177857+0.0400298j -0.0347213-0.03534j 0.0793463+0.120555j 0.0354321-0.0157693j -0.0108486+0.00153926j 0.0247772+0.0562496j -0.0157887-0.0652934j 0.019234-0.0245149j 0.000784906+0.00622479j -0.0133455-0.0322128j 0.0279944-0.00778995j 0.00867849+9.06898e-05j 0.0779923-0.0231998j -0.0547202-0.010884j -0.0875818-0.0297632j 0.0313484-0.0105977j 0.0353647-0.13576j 0.0719801+0.0166823j 0.00120827+0.0666126j -0.0594654-0.0408502j 0.014452+0.044951j -0.0750528-0.0149209j 0.00554407-0.00831447j 0.0562746-0.00716529j -0.0115469-0.00795636j -0.0641177-0.0477206j 0.0247657+0.037809j 0.00823788+0.0695239j 0.00156009-0.0192898j 0.0404631+0.0303819j -0.0204506-0.00359974j -0.0134287-0.0120993j 0.0119301+0.0349977j 0.00303724+0.000887765j -0.000392541+0.0164944j -0.00977641+0.00797062j -0.0157347+0.00567139j -0.00309502-0.00622401j -0.0187227+0.0354985j -0.0231981-0.015887j 0.0105052-0.0104708j 0.00174236-0.00664196j -0.0131963-0.0136125j 0.00212765+0.0367604j 0.000248313+0.0183095j 0.00921965-0.0191744j -0.00675411-0.0241679j -0.00484339+0.0420851j -0.00804072-0.00439916j 0.0128108-0.0281656j 0.0166958+0.0126472j -0.0215844-0.0288348j 0.00138714-0.00738553j 0.0177938-0.0342379j -0.0282648+0.0311638j -0.0241439-0.0210707j 0.0120011+0.00391002j -0.0315925+0.0095393j -0.031799+0.025219j -0.000882287-0.00807514j 0.0112685+0.00749488j -0.0146674-0.00788364j 0.0101473-0.0158235j 0.0134641+0.0114312j -0.014167+0.030531j -0.0224969-0.0269904j -0.0242284+0.0459622j 0.0196148+0.00157067j 0.00142446-0.0542184j -0.0682009+0.0716649j 0.0200785+0.0314809j -0.00719708-0.0454274j 0.157505+0.128689j -0.142284+0.000370776j -0.0415656+0.118796j -0.0149098+0.0363857j 0.00848293+0.0492037j 0.0523463-0.136472j 0.00247131-0.0180825j 0.023555+0.0167471j 0.138535+0.0931778j 
0.000248313-0.0183095j 0.0206431-0.019249j 0.0134956-0.0124593j 0.0225993+0.012398j 0.00192736-0.00302606j -0.0205614-0.00919839j 0.00371094-0.0178272j -0.0111568+0.0109554j 0.016753+0.00196445j 0.0031416+0.0326051j -0.0155643+0.0172977j 0.000177751+0.0042143j -0.0081988-0.0102728j -0.0128412-0.00445468j -0.00773353-0.000910924j -0.023144-0.0154545j -0.00486363+0.000899861j 0.00987875-0.00531616j 0.0121017+0.0151768j 0.000753504-0.00426697j -0.0052114+0.0126785j -0.00811901+0.0124507j -0.0134292+0.0312702j 0.0242179-0.0104757j -0.0089698-0.0202802j -0.000410924-0.00505801j 0.00347325-0.00491872j 0.0322119+0.00133813j 0.0201444-0.0277118j 0.004546-0.00885859j 0.0135534+0.0271564j -0.013899+0.0140317j 0.00488272-0.034707j -0.00464562+0.00322376j 0.0107364-0.00672982j -0.00485861+0.00660497j 0.0103608-0.00407818j -0.0336627-0.0131142j -0.0253103-0.0361851j -0.0229608+0.0225889j 0.00830344+0.00245937j 0.00590167+0.0129946j 0.0264532+0.00926411j -0.0505447+0.00563679j -0.108365+0.0515591j -0.00907114+0.0266721j 0.0228002-0.0122083j 0.0306826-0.00335881j 0.00854786-0.032975j 0.0281053-0.0268682j 0.0216117-0.019507j -0.0725748-0.0109299j 0.000236023-0.0213709j -0.0521503-0.0474332j 0.0673439+0.0408638j -0.00763046+0.0222565j -3.89885e-05-0.0305788j 0.0707215+0.0311911j -0.0167907+0.0434821j -0.0466494-0.0587903j 0.243714+1.02973e-14j 0.0219043-0.0445721j -0.0583291+0.0712079j -0.00409929+0.0670603j -0.000241636-0.0105821j -0.00935413-0.129619j 0.0284628+0.0888342j 0.119908+0.110107j -0.0989508+0.137111j -0.0184926+0.00246815j -0.0187958+0.0926704j -0.0203397+0.0358197j 0.0593468-0.0117434j 0.0237158+0.25021j 0.0766506+0.0119932j -0.0921982+0.00163296j 0.0895907-0.0162946j 0.207169+0.0425187j -0.00963226-0.177258j 0.00216676+0.098144j -0.0489176-0.123626j 0.0702446-0.0468317j -0.0811523-0.0629286j 0.0415997+0.0281154j 0.123621-0.0214945j -0.0573403+0.0456565j 0.011182-0.0607503j -0.114791+0.00237237j -0.0165669+0.134216j 0.0854566+0.0665512j 0.0381904+0.0462642j 0.0270071+0.0490738j -0.0174905-0.00323268j -0.00898904-0.0200848j 0.0504528-0.0336527j 0.0407162-0.0115229j -0.0176011+0.0124746j 
0.00921965+0.0191744j -0.0132052-0.00704344j -0.0094804-0.0119093j 0.00990646+0.00145956j -0.00751229-0.00798265j -0.0029177+0.00910436j -0.0058003-0.00132441j -0.0049598+0.0180086j -0.014535-0.000883034j -0.00365298+0.0146283j -0.0156673+0.0132252j -0.00623364-0.0128486j 0.000623464-0.012233j -0.017491+0.000592033j 0.00105151+0.00773894j -0.0226573-0.00921146j -0.0118143-0.0014975j 0.0247481-0.0197681j -0.0231477-0.00319992j 0.0280339+0.0293747j -0.0184272-0.0380178j -0.01824-0.0336886j 0.00344384-0.0401108j -0.0214357+0.00888327j -0.0180662+0.0140752j -0.0159123+0.0227041j -0.0062154-0.0228229j -0.0426123-0.00217795j 0.00145584-0.0418323j -0.0019522+0.0102993j -0.0402595+0.00437851j 0.00379189-0.00294008j 0.0181979+0.0250245j -0.00693207+0.00777641j 0.0249412+0.0101567j -0.00748552-0.0154679j -0.00262878+0.0102388j 0.00904099-0.026975j -0.00399946+0.0215045j -0.000131202+0.00405075j 0.0266347-0.0116845j -0.00215613-0.01034j 0.0329189-0.0295716j -0.0278269+0.0132226j 0.0386121+0.0105841j 0.00154353+0.0422623j -0.00041178+0.025957j -0.0372908+0.0811451j 0.0223081+0.013422j -0.0673508+0.04985j 0.0356696+0.00042681j 0.0186012-0.0523485j 0.0595376+0.00646054j 0.0197213-0.0146108j 0.0796506-0.00653401j -0.0528559+0.015024j -0.00815366-0.00107675j 0.167361+0.0147957j 0.0190316+0.00372129j -0.0536044+0.0526105j 0.0219043+0.0445721j 0.119301-2.91434e-16j 0.0572231+0.10415j -0.00506857-0.0791426j 0.0353092-0.0120595j -0.00668137-0.0912046j 0.130091+0.0153501j -0.0323473+0.0281592j -0.107837+0.0831353j -0.0230925+0.0111383j -0.129838-0.00801567j 0.0785704+0.0717621j -0.031785-0.102603j -0.0870823-0.0520037j 0.0761456+0.0152134j 0.0285637-0.15409j 0.191731-0.0271102j -0.0978959-0.0374893j 0.163634+0.115671j 0.00617694-0.0299952j -0.0275364+0.0251096j -0.116955+0.0586722j 0.0399622-0.119608j -0.00270696-0.00396253j -0.0935237-0.0120382j -0.0741098+0.137249j -0.0669518-0.041294j -0.0240184+0.0198651j -0.00496213-0.0748821j -0.100959-0.0154313j -0.0651615-0.0848185j 0.0104825+0.00903451j 0.0246026-0.0185407j 0.0108196+0.0254392j 0.00257451-0.0198594j -0.0064099-0.0308901j -0.00591917-0.0163561j 
-0.00675411+0.0241679j -0.0124001-0.0203574j -0.00190049+0.0240913j 0.0145872+0.0176251j 0.00128624-0.0137513j 0.0167955-0.0062603j 0.0114518+0.00301391j -0.0048076-0.0196113j 0.00876001-0.0184205j 0.000705137-0.00218767j 0.00407052-0.0230493j 0.00533819-0.0106223j 0.00100734-0.00881112j -0.00184713+0.00133174j 0.0101263+0.0124542j -0.0126261-0.0572232j 0.00567759-0.00410161j 0.0225999-0.032354j 0.023667+0.0252381j 0.0293339-0.0184749j -0.0188869-0.0122871j 0.0171182+0.0108212j 0.00932285-0.00973288j 0.015504-0.00692124j 0.0471187-0.0264887j -0.00953899+0.015897j 0.0161306+0.0128807j -0.0127592+0.00866267j 0.0111851-0.0321394j -0.00233195+0.00858722j -0.0119367-0.0188364j -0.0139244-0.00910865j 0.0279876+0.00746028j -0.00345641+0.0270697j 0.0227211+0.00516508j 0.00476298-0.00311633j 0.010773-0.0171805j 0.00168263-0.0535962j -0.033431-0.0321934j -0.0024864-0.0161071j -0.0127604+0.0224405j -0.00653259+0.0524913j 0.0176044-0.041711j -0.0619298-0.000204967j -0.0372407+0.0213825j 0.0291184+0.0657935j 0.0207803+0.0554351j 0.00576177-0.012742j 0.0173208+0.00785201j -0.0208924-0.00374685j -0.0276173+0.0658581j -0.0421145-0.0161657j -0.0617683-0.0476969j 0.0352625-0.0197765j -0.0409065+0.00651109j -0.00039804+0.00403451j 0.0450444+0.025706j -0.0343595+0.090523j -0.0538782+0.0481797j 0.0445073+0.0808561j -0.0583291-0.0712079j 0.0572231-0.10415j -0.0223347-1.40053e-14j -0.0359587-0.0330681j -0.0393975+0.117984j 0.0462197-0.0813787j -0.100036-0.0896924j -0.0571543-0.0579882j -0.0361795-0.0592537j -0.0187059-0.0666559j -0.101608-0.0791823j 0.10454-0.0189052j 0.137415+0.0515579j -0.014359+0.083121j -0.150801-0.0171329j 0.0538607-0.093763j -0.0989109+0.0251549j 0.090182+0.0326467j 0.0723888+0.069145j -0.0763403+0.0155013j 0.00368632-0.235253j 0.0005938+0.105469j -0.014989-0.0594992j 0.012626+0.05865j 0.0672685+0.00997495j -0.0624383+0.0953681j -0.0791387+0.0171715j -0.02991+0.0553386j 0.0232526-0.0191674j 0.100436+0.00109043j 0.00124919+0.0718148j -0.0776687+0.0353874j 0.0204269+0.00969009j 0.0215186-0.0199162j 0.0710724-0.0284998j 0.0451532-0.0379064j 0.0149867+0.0200193j 
-0.00484339-0.0420851j 0.0035183-0.0229188j 0.0047137-0.0344408j 0.0151334-0.000295837j 0.0148765-0.000568336j 0.000577187-0.0176605j -0.00673674+0.012004j -0.00831989-0.000859274j 0.0254818-0.0103027j -0.00152743+0.00192384j -0.000363977-0.0060038j 0.00863749-0.00498811j 0.0247772-0.0129382j -0.0162126+0.00171261j 0.0145704+0.0108764j -0.0023648+0.0078285j -0.00228508+0.0182727j 0.0211208+0.0473253j 0.0326191+0.0349281j -0.0025618-0.00910884j -0.027308-0.000972167j 0.0262086-0.00521699j -0.0122898-0.016808j -0.0179148-0.0287921j 0.00913956-0.0271551j 0.00468483+0.0353976j 0.0309679-0.0263092j 0.0211508-0.0266562j -0.0394867+0.025441j -0.0134352-0.0180147j -0.0168247-0.0160173j 0.0119306-0.0142993j -0.0021444+0.0120267j 0.00337226+0.0110094j -0.0148566+0.0142395j 0.0186638-0.00397456j -0.00175501-0.0156478j -0.0117838+0.00670492j -0.0166884-0.000775247j 0.0310054+0.0528733j -0.00581321-0.0200091j -0.0054006-0.0502308j 0.0422153+0.00472062j -0.0248162+0.039247j 0.0029388-0.0270039j 0.0560348-0.0426169j -0.0138201-0.028567j -0.0304561+0.0224997j 0.0753795+0.0539037j 0.0798534+0.0828145j -0.0108022-0.0044892j -0.0672414+0.071251j 0.0300805+0.0678339j 0.0668236+0.062864j -0.032268+0.102659j -0.0246568-0.0103454j -0.017868+0.102855j 0.0603131+0.00100597j 0.0659609-0.112757j 0.107266+0.0721465j -0.00409929-0.0670603j -0.00506857+0.0791426j -0.0359587+0.0330681j 0.00506554-1.78468e-14j -0.0918401-0.134035j -0.0936552+0.0786889j 0.0831935-0.0396673j -0.053413+0.102659j -0.122514+0.0922879j 0.0666952-0.0371684j 0.100251+0.0705491j 0.0800826+0.12453j 0.218007-0.00173823j -0.0356123+0.12549j -0.0637122-0.0501862j 0.0894635-0.0459822j -0.0345671-0.0647578j 0.00542246+0.0413055j -0.0567405+0.00965836j -0.0254912-0.0363013j -0.0609269-0.145993j 0.0622337+0.0972958j -0.048233+0.13139j 0.0122604-0.0335451j -0.0177547+0.0768435j 0.00618264+0.0315245j 0.028254-0.0539327j -0.00840329+0.063961j -0.0210111-0.0106276j 0.0197458+0.00211697j 0.06597-0.0659079j 0.0753916-0.0194607j -0.0255903+0.0427518j -0.00518898+0.0160781j 0.0317675+0.0362742j 0.0069751-0.0134218j -0.0630443+0.0372893j 
-0.00804072+0.00439916j -0.016527-0.00712451j 0.0118673+0.0245829j -0.0170543+0.0130135j -0.000630357-0.00257761j 0.00956698+0.00408315j 0.00377859-0.011156j -0.0154374-0.0101545j 0.00988584+0.0065841j -0.00984684-0.00626796j -0.00120937-0.000381588j 0.00400796+0.000223314j -0.00333065-0.00834359j 0.00528341-0.00733678j -0.00499608-0.000141665j -0.00766512-0.00748939j 0.0111663-0.0063542j 0.0101425-0.00817628j 0.00506542+0.0167812j 0.000847577-0.0425902j 0.014675-0.0141334j 0.000890827+0.0102673j -0.010794-0.000413703j 0.0154289+0.0359295j 0.0146414+0.0123279j -0.0205366+0.0237375j -0.00859442-0.0163235j -0.0267054-0.00221053j -0.00485066-0.0128682j -0.0365449+0.019972j -0.00790373+0.00587121j 0.00943541-0.0174013j 0.0179533+0.00809254j -0.00701402+0.0114417j -0.00438678-0.000110016j 0.00856475+0.00646741j 0.00432045-0.0137993j 0.00765742+0.0161558j -0.0094189-0.00548409j 0.00142978+0.0789632j 0.0222205-0.00790585j -0.022198-0.00603305j -0.00777949+0.00451016j 0.0236665+0.014594j -0.0256471-0.0582729j 0.0238667-0.0538097j 0.0231017+0.00847679j -0.0480085-0.0341174j -0.0460106+0.0587506j 0.0016414-0.0301319j -0.051979+0.130691j 0.003556-0.0139334j -0.0659-0.052055j 0.0781352-0.0624964j 0.0471829+0.0171537j 0.0435319+0.0168161j -0.052351+0.0251374j 0.00941442-0.189738j 0.0308858-0.00485771j -0.031754+0.00422247j -0.000241636+0.0105821j 0.0353092+0.0120595j -0.0393975-0.117984j -0.0918401+0.134035j -0.0584178+5.51859e-14j -0.0189527-0.0929456j -0.0391462-0.00397456j -0.0921105+0.115366j 0.244329+0.0952883j -0.222276+0.0544994j -0.229056+0.0428128j -0.070396+0.051355j 0.0244588-0.0601615j -0.0553339+0.0635092j -0.079626+0.0698722j -0.0531826+0.0544357j -0.114491-0.155519j -0.0903651-0.0801635j 0.0764885+0.0322664j -0.0112662+0.00862513j 0.0122277+0.086366j 0.103511+0.0294431j -0.0108817+0.0362188j -0.120657+0.0753017j -0.00180881+0.183852j -0.00979713-0.0272692j 0.0101391+0.0178675j -0.0513551+0.0578391j -0.0772357-0.0672294j 0.0393478+0.0454097j -0.00831434+0.0441653j 0.0301186+0.0268533j -0.047477+0.0352768j 0.0298219-0.0195805j 0.0161586+0.0300606j 0.00333003-0.0029847j -0.00245811+0.0236992j 
0.0128108+0.0281656j 0.0199479+0.0419906j 0.00207851-0.00509606j -0.00584053+0.0103329j 0.0128726-0.0289302j 0.00272264+0.00381013j -0.0108371-0.00419478j -0.00910451-0.0043212j 0.00844844-0.00617508j 0.0117553-0.00188184j 0.000550295-0.019464j -0.00789173+0.00421427j -0.00759551+0.00494111j -0.0103694+0.0141838j -0.00432664-0.00532771j 0.0256378+0.00972344j 0.00490563+0.00496639j -0.0310829-0.0385482j -0.0356194-0.0203094j 0.00766828+0.0116187j -0.0079363+0.00795433j 0.0057534-0.0075108j -0.00542648-0.005123j 0.00855809+0.00503199j -0.027776+0.00805711j -0.00814635-0.0167062j -0.0188399+0.00925436j -0.00650774+0.0102972j 0.0229943+0.00517818j 0.00323511+0.00829218j -0.00088537-0.0149399j -0.0140295+0.00075999j -0.0057292-0.0025928j 0.0193153-0.00334741j -0.000936759+0.00252272j -0.0137664-0.00286281j 0.00485067+0.0471513j -0.000826249-0.00468653j 0.033441+0.0417561j -0.0379385-0.0830172j -0.0130825-0.0288519j 0.0268272+0.00512875j -0.0496864-0.0137963j -0.00982008+0.00300635j 0.0391273+0.0382359j -0.115586+0.012952j -0.040722-0.0266722j -0.024135+0.0378817j 0.0279066+0.00734803j -0.0861932-0.0186677j 0.0602751-0.00143279j -0.0705839+0.0261616j 0.0512771-0.0648681j 0.0184343-0.0441306j 0.0764903+0.0679629j 0.0222375-0.16427j -0.079304-0.0245983j -0.0402053+0.0485678j 0.0109161+0.0577386j 0.0823285+0.0292728j -0.00935413+0.129619j -0.00668137+0.0912046j 0.0462197+0.0813787j -0.0936552-0.0786889j -0.0189527+0.0929456j -0.118918+1.52838e-14j -0.0782372+0.0888388j 0.0773814-0.0010725j -0.187529+0.0718924j -0.237561-0.0441501j 0.0029604+0.031671j -0.0548491+0.0911312j 0.0521913-0.022451j -0.00852029+0.00363298j -0.0562975-0.018151j -0.0220405-0.0461974j -0.0148459+0.11657j 0.0458492-0.0683203j 0.0948131-0.0443501j -0.0691565-0.0159599j 0.0454143+0.0664621j -0.0144083+0.136966j 0.0452264+0.0486551j -0.00517559-0.0369651j -0.0183304-0.0499332j 0.0347461-0.080147j -0.0506657-0.013969j 0.0314589+0.028324j 0.00316061-0.0103755j -0.0373293-0.0559815j -0.0788602+0.0282144j 0.0388477-0.0286649j 0.050105-0.075073j -0.0333364+0.0220865j -0.0697398+0.000229486j -0.0207627+0.0464934j 0.0231136-0.0477074j 
0.0166958-0.0126472j -0.00121059+0.00723016j -0.00689872-0.00100936j -0.00782756-0.00469429j 0.00864142-0.0086096j -0.00983395-0.00431571j -0.020544-0.0223246j 0.0128803-0.0221462j 0.0384065-0.00641008j 0.0120708+0.0060834j 0.0102011-0.0113592j -0.00938973-0.00851561j -0.00878531-0.000678159j 0.00807314+0.00429007j 0.00299809-0.00406932j -0.0121178+0.00612071j -0.000889346-0.00597244j 0.00171459+0.0131822j -0.0137021-0.0151836j 0.00163806+0.0380262j -0.0118059-0.0188434j -0.0333347-0.0251971j 0.0135985-0.020685j -0.0136418+0.00702299j -0.00298833+0.0288521j -0.000610735+0.00214955j -0.00697384-0.0292228j -0.0298129+0.000752207j -0.0203413-0.0272442j 0.00165438+0.0175866j -0.0246506+0.0201755j -0.00829+0.00292234j 0.0113552+0.00568079j 0.00907331+0.00642405j 0.0154407-0.0111126j -0.0249407-0.00316445j -0.00394054+0.0102178j -0.0119968-0.0084313j 0.0176633-0.00971946j 0.00654138+0.0153483j 0.0232822+0.0384389j -0.0113411-0.0139536j 0.0317846+0.00836686j 0.0197611-0.00435802j 0.0499384+0.0118439j 0.014474+0.0326292j 0.0107893+0.0666721j -0.0263343+0.0479098j -0.0350228-0.0100363j -0.0240878+0.014492j -0.0523834-0.0211552j 0.0582294-0.0169647j -0.0217189+0.0100065j 0.025308-0.0387427j -0.0409602-0.0855399j 0.0922571-0.0380465j -0.0258689-0.0529764j 0.0177648+0.0413867j 0.000337542-0.102177j 0.0517203-0.127528j 0.0284628-0.0888342j 0.130091-0.0153501j -0.100036+0.0896924j 0.0831935+0.0396673j -0.0391462+0.00397456j -0.0782372-0.0888388j 0.0867992+1.34684e-14j 0.342202+0.0607993j -0.0157025+0.164527j 0.106829-0.0797849j 0.0223561+0.0838001j 0.215483+0.125426j 0.03648-0.0176318j 0.0980557+0.067223j -0.093338+0.0563602j 0.0417892-0.0805817j -0.0419489+0.00166742j 0.0238456+0.01954j 0.0622793-0.103927j 0.0294511+0.00382025j -0.0154525+0.0436889j 0.0499938-0.0478833j 0.0871239+0.0424001j -0.0333842-0.0210404j 0.0127027-0.0200527j -0.0336781+0.0446944j 0.0309069+0.0413254j 0.00912901-0.0563302j -0.0301868+0.00690255j -0.0342878+0.0255634j -0.0121057-0.0851675j -0.0380117+0.0313291j -0.0302281-0.00154832j -0.00483176+0.0298265j -0.00488954-0.0278123j -0.0234594-0.00992674j -0.0103732-0.0150244j 
-0.0215844+0.0288348j -0.032171-0.00603542j -0.00171392+0.0235583j -0.00540254+0.00301463j -0.00528272-0.00124223j 0.00107503-0.0329721j -0.00667926+0.00396134j 0.0149792-0.0213458j 0.036454+0.017367j -0.0218288+0.000507285j -0.00624608-0.0214828j 0.0132788+0.017591j 0.0172236+0.00653395j -0.00330739-0.00152468j -0.00178344+0.00512549j 0.00155756+0.01384j -0.00870848-0.0114803j -0.0041919-0.0311214j -0.0150862+0.0109628j 0.0167298-0.0489636j 0.0408767+0.0123807j 0.0140445-0.00297131j -0.00780219+0.0223537j -2.70443e-05+0.00239519j 0.0167993-0.00382166j 0.0183699-0.00233729j -0.0114216+0.0298806j 0.00811617+0.0096361j 0.0175593+0.0246187j -0.00200502-0.0074031j 0.0179438-0.00366549j 0.00429312-0.0147893j -0.00650253+0.00803296j -0.00990075-0.00251192j -0.00821611+0.00295233j 0.00612789-0.00233851j -0.00152517-0.000944567j 0.0453489+0.0235419j -0.00585329+0.0286022j 0.0129968+0.0148403j -0.0326599-0.0163847j 0.00822127+0.00121413j -0.0446944-0.0210256j 0.00709423+0.0295966j 0.0119031-0.0288914j 0.0206404-0.019088j -0.0182396-0.038572j 0.00264145-0.0606069j -0.0379645-0.0284518j 0.0384352-0.0178261j -0.0271005+0.0259319j 0.0559805-0.0650871j -0.0656892-0.0443765j 0.0507559+0.0131081j 0.00527959+0.0291376j -0.0510475-0.0867922j 0.0259409+0.0312301j 0.107838-0.00477917j -0.000602252-0.0529843j -0.192418-0.0118082j 0.119908-0.110107j -0.0323473-0.0281592j -0.0571543+0.0579882j -0.053413-0.102659j -0.0921105-0.115366j 0.0773814+0.0010725j 0.342202-0.0607993j -0.0746552+3.06803e-14j -0.0417359+0.014275j -0.0745601+0.0884446j 0.022493-0.0902344j 0.106151+0.0750226j -0.103687-0.00685823j -0.0760118+0.0193709j 0.0772105+0.120801j -0.0383763-0.147621j 0.0149576+0.00263305j -0.0593297-0.0247217j -0.0769307+0.0514334j 0.0398334+0.0138551j 0.0159129-0.0792489j 0.0124991-0.0498818j 0.0587301-0.0126891j -0.0531852+0.0239976j -0.0671835+0.00542051j -0.0430126-0.0123803j -0.0119238-0.0198213j -0.00836422+0.0886189j 0.0181177-0.0433121j 0.0324167-0.0208074j -0.00144139+0.0578645j 0.0204308-0.0528204j 0.0114755+0.0213621j 0.0188788-0.0332616j -0.0246549+0.000395141j -0.0122464+0.00430783j 0.0238091-0.0062035j 
0.00138714+0.00738553j 0.00122346-0.0126238j -0.0105074-0.0135767j -0.00664028+0.0105364j -0.0157797-0.00474075j 0.00540932-0.0133937j 0.00503674-0.0180752j 0.0147892-0.00527856j 0.00374574-0.00164724j -0.0196902-0.00348688j -0.00531849-0.0128634j -0.028812-0.00890847j -0.0177825-0.0180287j 0.00222299-0.0141362j -0.00573993-0.00327052j -0.0170466-0.0248053j -0.000391875+0.00841864j 0.0353569+0.0328137j 0.0146834+0.00627686j 0.0247482+0.0091271j -0.0153265-0.0245001j 0.0106087-0.0345378j -0.0140625-0.0260466j -0.0168743-0.030549j 0.0368159-0.0268637j 0.0115615+0.000865897j 0.0335281-0.0193473j -0.00191833+0.00921903j -0.00938093-0.012253j 0.00684378-0.0141167j -0.0175052+0.000811246j -0.00989059+0.00231739j -0.00611433+0.0031022j 0.00410303+0.0148607j 0.0229938+0.00621525j 0.0113577-0.00213233j -0.00107035-0.0166743j -0.012971-0.0302083j -0.0275707-0.0078388j -0.0119085-0.00880032j 0.060974-0.017413j -0.0166752-0.00680714j 0.0373061+0.0116693j -0.0376931-0.0242472j -0.00469022-0.0168727j 0.0281572+0.000391556j -0.00342853+0.0623179j -0.0293874+0.0238036j 0.0202977+0.0806052j 0.0328484-0.0854972j -0.0771864-0.0225098j 0.0136699-0.0257194j -0.0389855+0.131677j 0.000203812+0.00147609j -0.0151486+0.126992j -0.149878+0.0271249j 0.0423569-0.0650397j 0.01636-0.00178325j 0.0781391+0.0113986j -0.0403051+0.0280117j -0.0989508-0.137111j -0.107837-0.0831353j -0.0361795+0.0592537j -0.122514-0.0922879j 0.244329-0.0952883j -0.187529-0.0718924j -0.0157025-0.164527j -0.0417359-0.014275j -0.146023+6.87644e-14j -0.00807625+0.0784105j -0.129523-0.0209005j 0.0485529-0.0222465j 0.0312054+0.118579j -0.0305367-0.0657117j 0.0290904-0.0245934j -0.0238547+0.050313j 0.0341861-0.0766804j 0.0748835+0.0121123j 0.00682994-0.0740511j 0.0990127+0.109476j -0.0762187+0.0209854j 0.00289064-0.0494107j -0.0717035-0.00713638j 0.00401531-0.0781305j -0.0188432+0.00321327j 0.00536962-0.0353798j -0.0583852-0.00242524j 0.0426871-0.023932j -0.00151721-0.00814265j 0.0254318-0.00737496j 0.00604348-0.0261256j -0.0056971+0.0472386j 0.0176147-0.00940713j 0.0258348+0.0065385j 0.0335611-0.00996563j 0.0238866-0.0370761j -0.00831945+0.00690492j 
0.0177938+0.0342379j 0.00411622-0.00706417j -0.0118043-0.00518915j 0.00337506-0.0170598j -0.00712672-0.0166238j -0.0179313-0.0206536j -0.0103118+0.00198795j 0.00934462+0.00421842j 0.00129692-0.00560201j 0.00430608+0.01065j -0.0156214-0.00885862j -0.0137339+0.00627479j 0.00136744-0.000676677j -0.00137433-0.0112715j 0.00387243-0.00225127j -0.00650082-0.0366712j -0.00127156-0.0032558j 0.0438406-0.000874149j 0.0405252+0.0249651j -0.00976652-0.00310371j -0.0099261-0.0517514j -0.0146361+0.0359346j 0.0293067-0.0114892j 0.0387221+0.00277868j 0.00933988-0.0171343j -0.0296658+0.040618j -0.00358535-0.0104123j -0.00148893-0.0103406j -0.0204836-0.0229627j -0.0150537+0.0197433j 0.0145282+0.0196297j 0.0138947+0.00684717j 0.0160564+0.00193814j 0.0114208-0.0018328j 0.000664788+0.00162239j 0.0351696-0.00289518j 0.000502936-0.0214536j 0.000175488-0.0519085j -0.0146191-0.0298321j -0.0751716-0.0633542j -0.0165632+0.0023496j -0.0294524+0.0178297j 0.00558739-0.0418999j -0.0694985+0.00611806j -0.0906934+0.0289995j -0.079631-0.014493j -0.0288197-0.0134588j 0.0126519-0.0221437j -0.0198028+0.0142439j 0.0377925+0.142469j 0.0745405+0.130634j 0.0755392-0.0442252j 0.108244+0.0664458j -0.0317866+0.012884j 0.0376225-0.0430949j -0.0358646-0.019264j -0.113242+0.14166j -0.018605+0.173082j -0.0153862-0.0496317j -0.056388+0.0946846j -0.0184926-0.00246815j -0.0230925-0.0111383j -0.0187059+0.0666559j 0.0666952+0.0371684j -0.222276-0.0544994j -0.237561+0.0441501j 0.106829+0.0797849j -0.0745601-0.0884446j -0.00807625-0.0784105j -0.0172074-1.90126e-15j -0.0637702+0.179977j -0.0625487+0.0345494j 0.00619803+0.0889264j 0.00511-0.0503252j 0.0661288+0.0203065j 0.0092455-0.0407099j 0.0190012+0.137438j 0.0102997-0.14976j 0.0189497-0.0472545j -0.0281985+0.0292017j 0.0300777-0.0329059j -0.049036-0.0201709j -0.122002-0.0466439j 0.0652501+0.0825149j -0.0152897+0.0258205j 0.0417025+0.0783161j 0.00506242-0.109503j 0.0683695+0.0331554j 0.0254547+0.0513489j 0.0481673-0.0107321j 0.00203735+0.0479533j -0.0272804+0.00681754j 0.0248659-0.109951j 0.041704-0.0478809j 0.0185935-0.0108729j 0.0380894-0.0378016j 0.0140337-0.00969365j 
