-0.172605+7.42462e-16j -0.0220442+0.0193883j -0.0189351-0.0121027j 0.0631986+0.120521j -0.0254958+0.0127737j 0.0180379-0.0114459j 0.0165269+0.118108j 0.00489095+0.0145693j -0.00890178+0.0232593j 0.00449934-0.0402305j -0.0132271+0.0247432j -0.0306652+0.0177704j -0.0221216-0.0475482j 0.0118259+0.0217812j -0.0373577+0.00508331j 0.00434538+0.0260059j 0.00298824+0.0163527j -0.0135555-0.00711149j -0.00844015-0.0348272j -0.026858-0.00649465j -0.00404833+0.00975337j -0.00474556-0.00867704j -4.93316e-05+0.00659336j -0.0277002-0.00644051j 0.00791314+0.00794829j 0.0303608-0.019908j -0.017195-0.0176652j -0.00287173-0.00656355j -0.0107565-0.0174594j -0.00159311-0.0398447j 0.00491508+0.0265589j -0.00388621+0.00540737j -0.00210313-0.00777574j 0.00190852+0.0196401j 0.00154685+0.0061577j 0.0136743+0.00704448j -0.00490373+0.0104439j -0.00263422-0.0106934j 0.00039762-0.00336195j -0.0129011+6.54186e-05j -0.00152295-0.0127804j 0.0101129+0.0257858j -0.0391266-0.00792332j -0.0130123+0.00563899j -0.00123729-0.00101266j -0.0105315-0.0318432j -0.016573+0.034684j -0.0173181+0.00298092j -0.0266419-0.0295744j -0.00209988+0.00281439j 0.0147162+0.00958337j 0.0314733-0.037579j -0.0268202-0.0051413j -0.00580706+0.0182579j -0.0320386+0.0345327j -9.17178e-06+0.00180338j 0.000217308+0.0142406j 0.00838942-0.0197094j 0.0101365-0.0150186j 0.0138572+0.00940711j -0.0128207+0.00212304j 0.0155164-0.0264199j -0.0066057-0.00689196j 0.0149452-0.0159608j -0.00908545-0.0187653j 0.00738838-0.00320747j 0.0221943-0.0003556j 0.0417283-0.0109366j -0.0087474+0.0046891j -0.00436928-0.0252131j -0.0427561-0.0264312j 0.0281617-0.0160811j -0.0336877+0.0217327j -0.0326801-0.0213504j -0.0338549-0.0323081j -0.00309885-0.00786505j -0.00142309+0.00501027j 0.00519254+0.0345043j -0.0363282+0.0492397j -0.00808533+0.0535728j -0.00149438+0.0192633j -0.0148717+0.0101713j 0.00767877-0.0472801j 0.0187448-0.0564389j 0.0967967-0.206668j 0.101485+0.19672j -0.389823-0.0504603j -0.0487069-0.168839j -0.0406702+0.185941j 0.0716768+0.0332671j -0.00997002-0.0147246j -0.181912-0.025116j 
0.00838942+0.0197094j 0.00121976+0.0205211j 0.0486316+0.00602084j -0.0275078-0.0224347j 0.004662-0.0155968j -0.0300941+0.0166149j 0.00505848+0.0381225j -0.00245649-0.00104175j -0.00846552+0.161481j 0.00244136+0.0478815j 0.0422521-0.0683569j 0.0111638-0.03558j -0.0141809+0.00741406j 0.0285784+0.0134838j -0.0445964+0.0503089j 0.00288598-0.022976j 0.0573035+0.194303j 0.0357062+0.0190439j -0.0322606-0.060985j -0.0310933-0.0191261j 0.002494+0.012806j -0.0262406+0.0151491j 0.0250267+0.0322699j -0.00515708+0.0823917j 0.112704-0.0424052j 0.0266605-0.0144598j 0.0174042+0.00899094j -0.0684747+0.00679338j 0.0110825+0.070042j 0.023089-0.0223587j 0.0481177+0.00810524j -0.0031262+0.0490993j 0.0687882+0.0529021j -0.0203344-0.0070685j -0.0391808+0.0388j -0.0349822-0.0679331j 0.0491739+0.0483613j 0.00133697-0.0297108j -0.0294045+0.0411652j 0.00208354-0.0364329j -0.0146241-0.0238604j 0.0584382-0.0047631j -0.0457214-0.0800629j 0.00149863+0.063686j 0.0333646+0.0500519j -0.0165304-0.046078j 0.0240394+0.0193463j -0.0150788-0.0286372j 0.0319071+0.035947j 0.00333999-0.00985181j 0.0511729-0.0557174j -0.0212283-0.0191027j 0.0722084+0.0175805j 0.0532672+0.0240323j -0.104556-0.0536296j 0.0595261-0.0618208j -0.00849742-0.0997735j -0.0527338-5.33601e-15j -0.17981-0.0385121j 0.0383022+0.0131111j 0.129563+0.0439581j 0.106579+0.0590915j 0.00779612-0.000802675j -0.0094303-0.0331806j -0.0655761+0.0270432j 0.129109-0.075736j 0.134989-0.068375j -0.128501-0.0537486j 0.00583483+0.0419112j 0.0949922+0.0927253j -0.213515+0.0957534j 0.0110633+0.0942229j -0.0968503+0.106016j 0.0365018-0.025614j -0.117925+0.00352841j -0.0301779-0.00794384j -0.0562009+0.0873633j -0.0264464-0.0151722j 0.0340306-0.106037j 0.0195699+0.0300769j -0.0183116+0.0498359j -0.0136815+0.0220497j 0.014695-0.0354442j 0.0568083-0.00969263j 0.0141587+0.000331052j 0.0279653+0.0216757j -0.0098579-0.033708j 0.0453522+0.0577919j -0.0201829+0.0572391j -0.00108934+0.0421842j 0.0506899-0.00697488j 0.0264873+0.0310797j 
0.0101365+0.0150186j 0.00253318+0.0029323j -0.0261107+0.00431124j -0.0594294-0.00396955j 0.0166202+0.0956064j 0.0681274-0.013285j -0.0263731+0.0480962j 0.0331547-0.043672j -0.062649-0.0279437j 0.012511-0.0688258j 0.0406244-0.022623j -0.0834213-0.0334308j 0.0355994-0.0610931j 0.00520782+0.0259388j -0.0880578-0.123459j -0.0741383-0.0155812j -0.0610443-0.012155j 0.0482392-0.0572071j -0.0369165-0.0464691j 0.0469414+0.0178263j -0.00311487+0.015919j -0.0755691-0.0517638j 0.0223094+0.0356861j 0.0219596-0.0165022j 0.0614331-0.0152016j -0.0800505-0.016129j -0.0230184-0.0855418j -0.055725+0.0375361j -0.049688-0.00406902j 0.0541554+0.0173086j 0.0197583-0.0421026j 0.0256705+0.0382228j 0.0268793-0.0462625j -0.0218615+0.0542595j 0.00176182+0.0874253j -0.00384854+0.0721841j 0.0758163+0.0269046j -0.0644237-0.0344567j 0.0212198+0.0112616j -0.0216201+0.00635902j 0.0171724-0.0228446j -0.0170033+0.011691j -0.000271865-0.0112442j -0.0355317-0.0108834j 0.0426352-0.0249163j -0.0303733-0.00466797j -0.0129553-0.00619573j -0.0249293+0.0286982j 0.0307484+0.0165848j 0.0634055-0.0594777j 0.0299491+0.0311162j 0.011307-0.00919322j 0.0560963+0.0112374j 0.0979167+0.0141323j -0.0121508-0.0476991j -0.0920204+0.0951538j 0.0333486+0.126341j -0.17981+0.0385121j -0.0721366-5.75928e-15j 0.0375817+0.0573523j -0.0642465-0.00489582j -0.0260729-0.0382633j -0.0530409-0.0161836j 0.0810489-0.0378904j -0.0581429+0.0410727j 0.0957723-0.0239463j -0.104591-0.0152895j 0.0117897-0.0609697j -0.121793+0.0314913j -0.330781-0.0389063j 0.0430859+0.122399j -0.0928961+0.0966403j -0.00571192-0.0229621j -0.171704-0.0632449j 0.00379902+0.0110636j -0.0241896+0.114489j 0.0149129-0.0106132j 0.0795507-0.0818903j 0.0216149+0.0227018j 0.00365682-0.0660848j 0.0101751+0.0812843j -0.0421124+0.130433j 0.0922043+0.00726939j -0.068924+0.0726499j -0.0472676+0.0391324j 0.030276-0.0120684j 0.0656894+0.0877202j 0.0516676+0.0115709j -0.0548267+0.0347003j 0.0050031-0.0166897j 0.0181719-0.0163789j 0.0255334-0.0139465j 
0.0138572-0.00940711j -0.00184659-0.00196254j -0.00252771+0.0691715j 0.0213221+0.00307604j -0.0822203-0.0413857j 0.00486582-0.0258873j -0.00598657-0.0126954j -0.101275-0.0917302j -0.0282695-0.0373754j -0.00464741+0.0522368j 0.103832-0.0172112j 0.063003+0.0990343j -0.00163915-0.00135203j 0.0476223-0.00567299j -0.0353245+0.12677j 0.101174+0.117281j 0.0763565+0.0452782j 0.0205572+0.00263515j -0.0355039-0.0352861j -0.0671678-0.0543476j 0.0237657-0.00922725j 0.072442-0.0147412j 0.0673024+0.0406771j 0.0100802+0.0647069j -0.00788592+0.024328j -0.0116423+0.0254904j 0.0373594+0.0842582j -0.0551208-0.0541945j 0.0469779+0.0137515j 0.0328206+0.00464011j 0.076564-0.0478949j -0.00142487-0.0152163j -0.0315213-0.0287966j 0.0348125-0.0222585j -0.019941+0.0132272j 0.0644061-0.00700571j -0.0482451-0.0661267j 0.0150124+0.0971475j -0.000998202+0.0381593j 0.0725333+0.0484981j -0.0362227-0.0447191j 0.0227597-0.0275714j 0.0220687+0.00343906j 0.0263493+0.068576j -0.0069846+0.0125478j 0.0566006+0.0208425j -0.0690606+0.00143967j 0.017766-0.0302187j -0.0420303-0.000985572j -0.0668561-0.0172394j 0.0562186+0.029108j 0.00983993+0.0512426j -0.0748971-0.0344047j 0.00552792-0.0774401j 0.000479766+0.00667912j -0.0914566+0.0545346j 0.0757542+0.0576708j 0.0383022-0.0131111j 0.0375817-0.0573523j 0.129503+5.34295e-16j 0.0148397+0.020689j 0.0546951-0.0646151j -0.0589342-0.0505053j 0.0885451-0.105025j 0.16969+0.00814343j -0.0348667+0.077121j -0.000518833-0.0166349j 0.0278167+0.114065j -0.154901+0.0107421j -0.0154509+0.00334953j 0.0996624-0.00562246j 0.0452705+0.0102155j -0.0303519-0.0398259j 0.0215734+0.0431607j 0.0240813-0.0783214j -0.128701+0.0910982j -0.0746704-0.174955j -0.0695886-0.111752j -0.0022589+0.0189623j 0.00971359+0.0347154j 0.00971791-0.0399953j 0.110986+0.0418589j -0.0594177-0.0149622j -0.0208501+0.0662003j 0.0330287+0.0494135j 0.0157295-0.0159659j 0.0846699-0.00660726j 0.0303505-0.0931276j 0.0533544-0.0703489j -0.00768372+0.00349354j 0.0170557+0.000647291j -0.0280874-0.00776101j 
-0.0128207-0.00212304j 0.00520578-0.0223105j -0.0209182-0.0232721j 0.0157413+0.0299014j -0.0179899+0.0277557j 0.0227075+0.0302572j 0.0318874+0.00165651j 0.00781188+0.0181345j 0.0262303-0.0565783j 0.0709764-0.0687546j 0.0117352+0.0607849j 0.051228-0.0436883j -0.0174104+0.0256602j -0.0217478-0.0532414j 0.00829271+0.0145836j -0.0865702-0.0461104j 0.0367994-0.0596534j 0.0597822-0.0427506j -0.0363828+0.0699751j 0.107468-0.0591603j -0.0817285+0.0330684j 0.0164878+0.00803952j -0.0297802-0.00310825j 0.0167312-0.0667268j 0.0469594+0.010701j -0.0225341+0.0201433j -0.0224642+0.00223867j 0.00827952-0.0171543j -0.00834089-0.00389988j 0.0149853-0.049253j -0.0161674+0.0342029j 0.00747332+0.0370352j 0.00820491+0.0249762j -0.0203067+0.000111791j 0.0276911+0.0305049j -0.00772532+0.0160529j 0.0308729+0.0160639j -0.0333447-0.0325679j -0.023468-0.00290465j -0.0282196-0.0214348j 0.022034+0.0398962j -0.00637524-0.0715522j -0.00105222+0.0348733j -0.0193914-0.00168306j 0.0657451-0.0272556j 0.073909+0.0129436j 0.0246803-0.0320561j 0.0856282+0.0667933j -0.0162829+0.0267995j 0.00806526-0.0567861j -0.00714109-0.0111748j -0.0352553-0.042512j -0.0444296-0.0322016j -0.018127+0.00599165j 0.00136782+0.0170574j 0.00442779-0.0662501j 0.105936+0.0972417j 0.129563-0.0439581j -0.0642465+0.00489582j 0.0148397-0.020689j 0.139916+6.075e-15j 0.0868863+0.019626j 0.0294236-0.046308j -0.0965449-0.0772315j 0.0776348+0.0337054j -0.0379476-0.149997j -0.00622749+0.0953688j -0.0609697-0.0134916j -0.0561744-0.0251494j 0.0439845-0.0596746j 0.0250379-0.0138554j 0.192927+0.0179916j 0.0573268+0.00468872j -0.0167187-0.0904676j -0.0338466+0.0964022j -0.0918527-0.085906j -0.0315342-0.0910117j -0.00422923-0.233894j -0.0137431-0.0393188j -0.0153926+0.0190132j -0.0120716+0.0550076j -0.0150543-0.0517975j -0.00196026+0.0346386j 0.0430913-0.0227249j -0.0589415+0.0320929j -0.0260771+0.0446171j -0.059795+0.0111197j -0.0167503+0.0324353j -0.0306982+0.00632927j 0.000752174+0.0393977j -0.0365881-0.00861464j 0.0228699+0.000976106j 
0.0155164+0.0264199j 0.0150663+0.0112913j -0.00258421+0.0523711j -0.0335659-0.0230049j 0.0145297+0.0463743j 0.00425132+0.00840673j -0.0390805-0.061061j 0.0191175+0.0263445j 0.0140567-0.0436452j -0.0538225+0.0529734j -0.00604907-0.0524838j -0.0457717-0.0494653j 0.091618-0.0348539j -0.0636221-0.0206305j -0.0478011-0.0264345j -0.0171848-0.0160137j -0.0434693-0.0875497j -0.00104146-0.00493177j 0.0126819-0.0662373j -0.00439911+0.0191837j 0.0374347+0.0025552j -0.0109822+0.00656461j -0.0479709+0.0134244j -0.0428053+0.00563992j -0.0818535+0.00587273j -0.0592859-0.0520157j -0.0163737-0.00324031j 0.0098407-0.00860471j -0.0204945-0.0199013j 0.0240552+0.0332482j -0.00039672-0.00862187j 0.00407015-0.00372669j 0.0527621-0.111191j 0.00747644+0.0383522j -0.0572704-0.00925854j 0.00564071+0.0180951j 0.00988177-0.011236j 0.0388551+0.0230291j -0.013395-0.0203915j -0.00757837+0.0271676j 0.0460909+0.0400585j -0.0604967+0.0472023j 0.047289+0.0211316j -0.0600368+0.0422343j 0.00973253+0.00151408j 0.00518038+0.0153904j 0.0192345+0.0299131j 0.00621484+0.0473099j -0.0592115-0.0478759j -0.020126+0.0376843j 0.00700408-0.0232757j 0.0631508-0.0151281j 0.0855645-0.0479899j -0.017431-0.0526854j -0.0266722+0.013787j -0.062368-0.0304557j 0.0581029-0.0752577j 0.106579-0.0590915j -0.0260729+0.0382633j 0.0546951+0.0646151j 0.0868863-0.019626j 0.00171875-3.05311e-16j 0.0797873-0.0373141j 0.0464336+0.0231558j 0.138211-0.0839993j -0.0839281+0.109549j 0.0616097+0.0130089j 0.0200605-0.0586698j -0.0484641-0.177849j -0.0245595-0.0443363j -0.052586-0.231827j 0.0353417+0.0162978j -0.164738+0.0988305j 0.0258652-0.0523344j -0.0928126+0.118142j 0.0218309-0.148464j -0.00279181+0.0381451j -0.00274864-0.00854263j 0.0168203+0.0707411j -0.018869+0.0222007j 0.00277783-0.0744957j -0.098747+0.0490426j 0.0603632-0.0414405j -0.120831-0.0953497j 0.0396831+0.0115858j -0.00624747-0.000242781j -0.0570031+0.0414344j 0.025587-0.0469625j 0.00143609+0.0197195j -0.0117825-0.0223609j 0.00743205-0.0156105j -0.0318487+0.0155308j 
-0.0066057+0.00689196j -0.00262954+0.0101599j -0.00521151+0.0011423j 0.00716647+0.0441655j 0.00797721-0.00907465j -0.000227991-0.00750772j -0.0247824-0.0582109j 0.00591986+0.0719262j 0.0497952-0.0340868j 0.0310729-0.00774213j -0.0105459+0.0311866j -0.0567437+0.0256281j -0.0108556-0.0383323j -0.0787449-0.0299457j -0.0103739+0.0226643j -0.007838-0.0610533j -0.0310504+0.0145804j 0.0252488-0.0663984j -0.00445715+0.00764289j 0.0188322-0.0359561j 0.0378325-0.0493607j 0.00128841+0.000908091j -0.00611545-0.0506114j -0.0651655+0.000349674j 0.0250783-0.00638996j -0.0371999-0.0103272j 0.0162128+0.0194852j -0.00662643+0.00179796j -0.0147722-0.0458717j 0.020488-0.0461835j -0.0238599+0.00866075j 0.0677138-0.0188794j 0.000881615+0.0152728j -0.0153974-0.0270595j 0.0126734+0.00978161j 0.0363744-0.0108175j 0.0497819+0.0463967j 0.0326379-0.014989j -0.0139612+0.00490933j 0.0219736+0.000622708j 0.03589+0.0542324j 0.0247073-0.00611434j -0.00839021-0.0352976j -0.00911834+0.0618196j 0.00335185+0.0610392j 0.0107191-0.0261822j 0.020655-0.0389953j 0.0938758+0.077511j 0.0704733+0.0740757j -0.0905306+0.0280391j 0.0502749+0.0657882j 0.0521699+0.00231533j -0.0126175-0.0435779j 0.0320965+0.0399822j -0.0259975+0.036784j -0.135048+0.0681096j 0.0359064+0.022582j 0.00779612+0.000802675j -0.0530409+0.0161836j -0.0589342+0.0505053j 0.0294236+0.046308j 0.0797873+0.0373141j 0.0468117+1.60982e-15j -0.0784964-0.108504j 0.155972-0.0165798j 0.00649725+0.00722912j -0.0999881+0.0507877j 0.123594+0.0638732j 0.136456+0.0656216j -0.104229-0.0148853j 0.0779473-0.00100946j 0.163391-0.0167833j -0.117654+0.0207715j -0.0253982+0.0807546j -0.0925362+0.0796054j -0.0527998-0.00722692j 0.0255569-0.038388j -0.0816322+0.0775477j -0.0141113-0.0205433j -0.00599079+0.0761522j 0.0823525+0.144122j 0.0365829-0.0348553j 0.0403351-0.00554581j 0.0496977-0.0945601j -0.0174008-0.0290375j -0.000286789+0.0460481j -0.0680115+0.0328953j 0.0164345-0.00799525j -0.0153322+0.0352773j 0.00125743+0.0135852j -0.00633657-0.00102737j -0.0151878+0.00330518j 
0.0149452+0.0159608j -0.006529-0.00922335j -0.0294787+0.0204276j 0.00804585-0.00790678j -0.00887234-0.00608411j 0.039339-0.0102068j -0.0326191+0.00215845j -0.0423388-0.0377154j 0.0254279+0.00389702j 0.0224234-0.0365914j 0.0936918+0.0432929j 0.0111543-0.0460896j -0.0231775+0.00784547j -0.0489746-0.0397786j -0.0323922-0.0594135j -0.0814695+0.00764059j 0.0507971+0.01724j -0.00991793+0.0324337j -0.012833-0.0341569j 0.00396157-0.0335886j -0.0355414-0.0811689j -0.0138223+0.0155366j 0.0128375-0.0131879j 0.0320758+0.0387412j 0.0114772-0.0273699j 0.0270826-0.0177549j 0.000750352+0.0288462j -0.02361-0.0486354j -0.00457021-0.00394085j 0.00439613+0.0071141j -0.00960704+0.0357558j 0.00608641-0.00634541j 0.0176753-0.0600195j 0.0361707+0.0194732j -0.00485648+0.00807019j 0.0254865+0.00747752j 0.0138401-0.0481287j 0.00120088+0.0352728j 0.0258356+0.00294545j 0.0413236+0.0251221j 0.00845089+0.0295539j 0.00750809-0.0408932j -0.0219621+0.0696628j -0.0806413+0.0727117j 0.0334632+0.00880909j 0.00124261+0.0849778j -0.0525813+0.0119598j 0.0346557+0.0163105j -0.010171-0.0528332j 0.0438331-0.0227023j 0.03554+0.0774033j 0.0847858-0.0507419j 0.102676-0.0806141j -0.0368715-0.0251912j -0.0164586-0.018977j 0.144742+0.0540906j -0.19611+0.126425j -0.0094303+0.0331806j 0.0810489+0.0378904j 0.0885451+0.105025j -0.0965449+0.0772315j 0.0464336-0.0231558j -0.0784964+0.108504j -0.105948-3.6221e-15j -0.104856-0.0937861j 0.0366956+0.00405448j 0.0612986+0.0478243j 0.0816006+0.0422607j -0.0452965-0.0886105j 0.0152904+0.00457807j -0.0168865-0.0262317j -0.115037-0.0410719j 0.0210991+0.000672517j 0.133293+0.0138906j -0.0216314+0.123316j -0.0489825+0.0490347j 0.0385196+0.0297884j 0.0825394-0.00499012j 0.0352968+0.160268j -0.0358997-0.0515685j -0.0202579+0.00955308j 0.0404035-0.070853j -0.00864695-0.0432647j 0.0258676+0.0165973j -0.0138735+0.0570543j -0.0265698+0.00580777j -0.0118839+0.0173424j 0.01262-0.0355571j -0.00209321-0.0148475j -0.0194056+0.0117534j 0.00523125-0.0250818j -0.00507082-0.00844588j 
-0.00908545+0.0187653j -0.0165602-0.00785292j -0.00967569+0.0354937j 0.0104427+0.0298271j -0.014285-0.021321j -0.100305+0.0136222j -0.0209394-0.0372859j -0.0802952+0.0251231j -0.0387571-0.104478j 0.0743138+0.046629j 0.00548002+0.0787516j 0.0571798+0.0895003j -0.0240703-0.0689054j -0.029868+0.0666387j -0.044413+0.0635599j -0.00523569+0.110761j 0.0204169+0.0397889j 0.0304445+0.0103197j -0.0272093-0.0227368j -0.0500677+0.0266508j 0.0211969+0.0327472j -0.038368+0.0332566j -0.0510953+0.0386517j 0.0362896+0.00672898j 0.0283509-0.0280013j -0.0514471-0.00784164j 0.016767-0.0250569j 0.0439866-0.0382507j -0.0152489+0.00813983j 0.048074+0.0124923j -0.0411451+0.0524239j 0.0131807-0.0443684j 0.0113215-0.00642209j 0.0427198-0.0298969j 0.0187366-0.00626306j 0.014148-0.00606391j 0.0688389-0.0735451j -0.0218856-0.00556947j 0.00445854+0.0138308j 0.0178528-0.0255559j 0.0541208-0.0343726j 0.00831297-0.00058543j -0.00655373-0.0605537j 0.040419+0.00438645j 0.0415743+0.00834211j 0.0020217+0.011921j -0.0595815+0.057579j 0.102388-0.0587658j -0.0656857+0.0712497j -0.00728971-0.0124504j 0.027538+0.0524902j 0.0525332-0.0223096j -0.0558904-0.042181j 0.00959268-0.0301633j 0.0250049+0.0291299j 0.0062871-0.0382551j -0.0529396+0.0576737j -0.0655761-0.0270432j -0.0581429-0.0410727j 0.16969-0.00814343j 0.0776348-0.0337054j 0.138211+0.0839993j 0.155972+0.0165798j -0.104856+0.0937861j -0.199222+5.04458e-15j 0.0673732-0.0510406j -0.0537478+0.0667332j 0.0193529+0.0800927j -0.081716-0.0909436j 0.0687159+0.076127j -0.00568174-0.0429066j 0.0107821-0.0346038j 0.104521+0.0272142j -0.0581641-0.0118947j 0.0412239-0.01472j 0.0864511-0.0508253j 0.0360558+0.0435135j -0.00866759-0.0527949j 0.0381271-0.0140257j -0.0571381-0.0232253j 0.0140811+0.131397j -0.0871635+0.0196582j 0.0630239+0.0583356j 0.0449175+0.00528417j -0.0176863-0.0662086j -0.0228037+0.0439785j -0.0770696-0.0159721j 0.0346677+0.00826484j 0.0129738+0.0188496j -0.0181225+0.00344672j 0.0298651-0.005103j -0.0215796-0.0198836j 
0.00738838+0.00320747j 0.00113903-0.0187062j -0.0148289-0.0664512j 0.066905+0.0403552j 0.0138857+0.00318212j 0.0755603-0.0754996j -0.0086159-0.0290545j -0.0597805-0.0757268j -0.0182404+0.0287435j 0.0314738-0.0481861j 0.0616483+0.00223001j -0.0713797-0.0272023j -0.00931585+0.0221926j 0.0397083+0.102365j 0.048641+0.0616924j 0.0139568+0.0608577j 0.0260509+0.0369764j -0.0456819+0.0656778j -0.0428047+0.0301536j -0.0129276-0.0187896j 0.0215526-0.0721174j 0.0232733+0.0663845j 0.0147233-0.112344j 0.0225016+0.000622868j -0.00790674+0.0429762j 0.0105894-0.0482571j 0.0286083-0.00200902j 0.0139099+0.0391038j 0.0066703+0.0538184j 0.0223939-0.0170648j 0.0223224+0.0426008j 0.00566419+0.00131899j -0.0442589+0.0241106j 0.0209485-0.0279241j 0.00962564+0.00964361j 0.0420555+0.0579243j 0.000479279+0.0382635j 0.0596781-0.0225161j -0.0285491-0.053579j -0.0072645-0.057447j -0.0110308+0.0566963j -0.0260443-0.0285833j 0.026722+0.0263717j 0.0476716+0.0301159j 0.0293582-0.017073j -0.0650534-0.0378216j -0.0334892+0.0424138j 0.0480272+0.129332j -0.0195686+0.0334586j 0.0706698-0.0990594j -0.0461628-0.0219537j -0.00344246-0.0210126j 0.0905889-0.0983842j -0.0226129+0.0741003j -0.0256762+0.111807j -0.0436286-0.0107233j 0.0823121+0.0369052j 0.129109+0.075736j 0.0957723+0.0239463j -0.0348667-0.077121j -0.0379476+0.149997j -0.0839281-0.109549j 0.00649725-0.00722912j 0.0366956-0.00405448j 0.0673732+0.0510406j 0.138697-2.70062e-14j 0.0381714-0.0439045j 0.0098206-0.184117j -0.038159+0.0198737j 0.0334387+0.0018491j -0.0510681+0.0464992j -0.076198+0.0400943j -0.0589568+0.0430608j 0.0155474+0.118241j 0.112043+0.076455j -0.0297739-0.0305341j 0.114348+0.0974456j -0.0353653-0.0446254j -0.00557061-0.0643378j 0.0244669+0.0393619j 0.0483191-0.0133672j 0.0547543-0.0527307j 0.039644-0.0329754j -0.041682+0.0456345j -0.0480198+0.033198j -0.0659837+0.0904633j 0.0649791+0.0410891j 0.00427535+0.0132497j -0.0632305+0.0422954j -0.00505338+0.0661245j -0.00328645-0.0111959j 0.0392497-0.0116854j 
0.0221943+0.0003556j -0.0101857+0.0150745j 0.00994278+0.0481101j -0.00635983-0.0120295j 0.00942078-0.0542348j 0.130371+0.0426359j -0.075395+0.0171358j 0.000573101+0.0033655j 0.00188332+0.12112j -0.0797808-0.00730771j -0.0344625+0.047129j -0.0519241-0.00589682j 0.0597329-0.0165303j 0.0586985-0.0643075j -0.0529346-0.0721186j -0.0211961+0.0296444j 0.0177459+0.0669308j -0.0429641-0.0172862j -0.0163297-0.0189504j -0.00298213+0.00916321j 0.0714875+0.067033j -0.0884618+0.100631j -0.00490125-0.00334411j -0.0474833-0.0145395j -0.00113501-0.0221394j 0.0769605+0.0197896j -0.00450894+0.0184338j 0.0137206+0.109542j -0.0263874-0.0055926j 0.0328592+0.0138029j -0.078463+0.00292611j 0.00979611+0.0285896j 0.0280312-0.0563515j 0.0160802+0.029613j -0.0483618+0.0221606j -0.0134986+0.0300349j 0.0532073+0.0036415j -0.0209251+0.0321073j 0.0115615+0.0381937j 0.0374353+0.0573456j 0.00886618-0.00627459j -0.00486892+0.0292045j 0.0236936+0.00334511j -0.0720904+0.00668784j 0.0223263+0.0289486j 0.0121888-0.0303708j 0.0244357+0.0161459j -0.00119949-0.0028098j 0.0855017+0.0836673j -0.00545255-0.00390931j -0.012148-0.178315j 0.0505711-0.00612275j 0.0478543+0.0457691j 0.00999457-0.0470309j -0.0476451-0.100905j 0.114568+0.0496291j -0.0573719-0.175228j 0.134989+0.068375j -0.104591+0.0152895j -0.000518833+0.0166349j -0.00622749-0.0953688j 0.0616097-0.0130089j -0.0999881-0.0507877j 0.0612986-0.0478243j -0.0537478-0.0667332j 0.0381714+0.0439045j 0.177219+2.87964e-16j -0.0687959+0.0208014j -0.10319-0.0258089j 0.0611772+0.0714235j 0.104222-0.0986177j 0.159895+0.132798j -0.0147824-0.0130409j 0.0512931+0.0427232j -0.0147696+0.0581765j -0.00602924-0.0457279j 0.0789569-0.0205944j -0.00963982-0.0373901j 0.00271533+0.0549765j 0.0560823+0.0120937j -0.0999188+0.118146j 0.0624149-0.0592232j 0.0140189+0.0361464j 0.0162547-0.00661089j 0.0217099+0.0681015j 0.0328642-0.0604952j 0.00590384+0.0503014j -0.0052151-0.0141345j 0.00209353+0.000252104j -0.0162782+0.0502378j 0.00374854+0.0054942j -0.0201316+0.0140099j 
