0.0693611-0.159221j 0.188689-0.16883j 0.437684+0.0794393j -0.0478034-0.344632j -0.119174+0.0983837j -0.717476-0.189368j 0.130477+0.189548j -0.0744165+0.607245j -0.490061-0.496174j -0.0337661-0.28551j -0.320343-0.519868j 0.754874-0.37206j 0.706569-0.277262j 0.146295-0.515346j -0.19992-0.210688j -0.761288-1.16777j -0.719358-0.111397j 0.854117+0.189177j -0.424299+0.482615j 0.381533-0.211802j -0.111132+1.18298j -0.0497298-0.260691j 0.404323+1.10229j -0.0388346-0.492187j 0.466491-1.60061j -1.34536-1.02659j 1.52882+0.339386j -2.12505+1.34037j -0.406689+0.142325j -1.5068-1.5214j 0.0699933-0.33464j -0.12719-0.587098j -0.220227+0.219222j 0.0923137+0.67211j -0.164174-0.590617j 0.0877764+0.864744j -0.0573374+0.0571985j 0.940525-0.0272841j -0.536129+0.88951j -0.0508043-0.165325j 1.12692-0.0440455j 0.694258+1.28724j 0.486484+1.21987j 0.399752+0.136096j 0.840181-1.46066j 0.417119-0.725309j 0.566483-0.453433j 0.893762-1.19297j -0.0606408+0.734774j -1.24015-1.55819j -0.209568-0.346237j 1.67341-0.860828j -0.641864-0.476149j 0.925622-0.66559j 0.331065-1.45374j 0.692459-0.745937j -0.236942+1.00189j 0.514397-0.0715348j 0.0184827-1.04541j -0.221599+0.564955j 1.85083+0.348583j -0.610079+0.948778j 0.977253+2.17183j -0.804076-0.514549j 0.924262+0.450198j 0.780988-0.628639j -1.37478+1.04274j -0.0698961-2.80152j 2.71173-0.674295j 
-0.80866-0.869289j -0.269172+0.639527j -0.758727+2.43216j -0.159815-0.354306j 1.38786+1.17677j 1.637-0.222117j -1.57773-1.6984j -0.188441-0.531323j -0.18082+0.659033j 0.119259+0.767123j 0.402466-1.28921j -0.0369914-0.448648j 0.264042-1.23115j -1.92991-0.123743j -0.495588-0.609616j -1.30888-1.60043j -1.03504+0.104534j 0.130281+0.348252j -0.365835-1.44347j 0.636406-0.51076j -0.147695+0.352021j -0.795612-0.462754j -0.342242+0.704839j 0.145014-0.0466886j -0.558979+0.0164515j 0.835359-0.160798j 0.264175-0.0865444j -0.338765-0.332306j 0.708234+0.0732808j -0.0458942-0.36572j 0.646024+0.744397j 0.393756+0.434338j 1.06564-0.75812j 0.885543-0.819919j 0.625869-0.48671j 0.232375-1.41081j 0.781849+0.936126j 0.130068-0.541027j -0.284084+0.403602j 0.218948+1.65583j 1.33608+0.112639j 0.0427446-0.278206j 0.00471931-0.286725j -0.997183-0.523015j -0.242116-0.464582j -0.194871-0.180881j 0.222301-0.861406j -0.108152-0.728471j -0.486627+1.28973j -0.191018-0.64141j 0.883865-0.224919j -0.212056+0.452839j 0.702748+0.16343j -0.541834-0.960317j 0.133913+0.699802j 0.113739+0.911059j -0.81426-0.757916j 0.168305+0.6945j -0.638385-0.0880968j 0.125742-0.479925j 0.556892+1.86059e-05j -0.128413-0.0305956j -0.0604169+0.283571j -0.168579+0.148861j 0.125529-0.391254j -0.681094-0.131445j -0.022978+0.0671036j -0.0187999+0.405618j -0.0822571+0.23038j 
-1.76895+0.365059j -0.119582-0.789923j -1.62207+0.26609j -0.0978795+0.135686j 0.0262317+0.735737j -0.798447+1.44029j 0.74543+1.29714j 0.485347+0.0684242j 0.135467-0.573685j -0.268867-1.17754j -0.682291-2.12734j -0.752066+0.479788j -0.234957+0.111207j 0.534971+0.735447j 0.329553-0.00822379j 0.13972+0.0836069j 0.228199+0.113727j 0.503876-1.43173j -0.0847249-0.449381j -0.0936168-0.457001j 0.0809565-0.0873713j -0.310582+0.28307j 0.0437246+0.600626j -0.249028-0.219174j 0.137664+0.0986019j 0.0902938+0.0571863j -0.244437-0.319756j 0.443515-0.0513912j -2.00585-0.122704j 0.204271+0.210049j 1.11421+0.78783j 1.79123+0.402089j 1.62283-1.92939j -0.485844-1.44928j -0.124521+0.55037j 0.920831-0.0475212j -0.693912+1.29757j -0.10507-0.202863j 0.756898+0.343346j -1.57171-0.190435j 0.502966+0.149449j 0.581264+0.882781j 0.609258+0.829392j 0.115835-0.57549j -1.53513-0.626063j 0.962055+0.504385j -0.155029+0.595871j 1.05247+0.274841j 0.429176-0.741606j 0.933445-1.13807j -0.683397+0.270231j 0.147123-0.0735565j -0.912984+0.954623j 0.127822+0.113091j -0.0456154-0.127457j 0.495217+0.513409j -0.0498955-0.189271j -0.338262-0.443366j 0.276322-0.0836144j -0.742197+0.25001j 0.36902-0.345443j 0.0767136-0.0231669j -0.125731+0.0626093j -0.189662+0.251719j -0.715469+0.277166j -0.132175+0.125207j 0.23312-0.271726j 0.582134-0.132353j 0.195279-0.0776122j 
1.2535+2.33511j -0.909143+0.79346j 1.17952+2.14491j 0.410498+0.303408j 1.40479-0.67964j 1.98699+0.423541j 1.05318-1.16592j -0.0157457-0.476076j -0.669261+0.081106j -1.22299+0.282605j -2.49102+1.29524j 0.857311+0.651227j 0.104871-0.00556018j 0.887686-0.70812j -0.0175945-0.436169j -0.0817754-0.253984j 0.0848225-0.154558j -1.65703-0.538107j -0.818588-0.0784938j -0.657936+0.200494j -0.0279109-0.0748314j 0.317115+0.396111j 0.797171-0.0563454j -0.254542+0.233059j 0.107883-0.233203j 0.0653721-0.345796j -0.42287+0.415773j -0.187275-0.0117054j -0.590286-0.114515j 0.0518092-0.106208j 0.617314+0.0525228j 0.931858+0.00482319j 0.830114-1.33653j -0.50545-0.945641j 0.0496005+0.0450789j 0.412536+0.237377j -0.558623+0.642522j 0.00131985-0.312162j 0.541143+0.234958j -0.85043-0.449715j 0.383282+0.4242j 0.353556+0.628842j 0.200692+0.312799j 0.349583-0.294005j -0.66148-0.381905j 0.421776+0.44212j -0.211506+0.420664j 0.463336+0.280793j 0.342062-0.413302j 0.564918-0.461493j -0.401503-0.0239222j 0.118314-0.0370239j -0.621857+0.318119j 0.11407+0.142585j 0.0764002-0.232255j 0.275397+0.17392j -0.00695072+0.153327j -0.143719-0.28695j 0.28381+0.188324j -0.413499+0.0789409j 0.246417-0.0235089j 0.0885394+0.0532466j 0.0348288-0.0300497j -0.20383+0.0817998j -0.380305+0.0248469j -0.0241395+0.0742249j 0.220166-0.0646153j 0.254257+0.028566j 0.0819988-0.00678093j 
-1.23324-1.76067j 1.67438-0.431311j 0.859877+0.895264j 0.175051+0.780837j -1.42303+0.468668j 0.86934+0.620097j 0.681362-0.566145j -0.0653978-1.43351j 0.315564+0.266675j -0.410081+0.204664j 0.00732292+0.125202j -0.97479-0.00660012j -0.14657+0.548009j 0.153163+0.529246j 0.105923+0.062826j 0.485123+0.129656j 0.328107-0.172322j 0.634534-0.528769j -0.172406-0.129973j 0.171814-0.316675j 0.0232737-0.163046j 0.177553+0.392916j -0.4766+0.307074j 0.335428-0.10179j -0.0526066-0.198502j 0.302699-0.432291j 0.196025+0.0847273j -0.343595+0.549321j -0.998732-3.68823j -0.206295+0.0121555j -3.94313+0.334937j 1.18172-0.644283j -0.652562-0.546445j 0.409153+1.24652j 0.194708+0.385228j -1.92865+0.701493j 0.572811+0.374017j -0.379109-1.22216j 0.714385-0.136964j -0.78784+1.45495j 0.928417+0.754978j -0.340814-1.09449j -0.629566-0.485226j -0.635823+0.0263357j -1.25014-0.383498j -0.309977-0.223469j -0.592712+0.263996j -0.125355+0.080665j -0.13959-0.913275j 0.288189+0.0331863j -0.421401-0.296022j -0.228633-0.170588j -0.50971-0.1781j 0.811848-0.433209j -0.176816+0.0690281j 0.189194+0.13264j 0.0281792-0.555255j 0.0316593-0.517686j -0.0345433-0.0891796j -0.408015-0.389731j -0.353769+0.130566j -0.0351079-0.0241086j 0.0459027+0.261184j 0.0180558-0.339456j -0.0408582-0.296393j -0.0217882+0.19657j -0.178214+0.215367j 0.105721+0.10388j 0.222221+0.085775j 
-2.71885+2.44602j -1.44119-3.1023j 1.00249-1.34977j 1.30092-0.747683j 0.780031+1.66762j 0.39264-1.36023j -0.535181-0.629859j -1.85003-0.124646j 0.424909-0.350481j 0.0381532+0.420559j 0.539203-0.149457j -0.0950358+0.934528j 0.526749+0.345097j 0.744125+0.0234868j 0.0878579-0.0975203j 0.156146-0.53495j -0.158742-0.429322j -0.493799-0.690323j 0.0294817+0.272888j -0.435497-0.229631j -0.181309-0.0516319j 0.412468-0.337565j 0.381535+0.548451j -0.127425-0.431565j -0.122983+0.157128j -0.387357-0.168588j 0.017356-0.343156j 0.181444+0.281266j -0.519934-0.700815j -0.00528408+0.169963j -1.35862+0.415848j 0.614832+0.0598534j -0.494076-0.136434j -0.00466434+0.535832j -0.108645-0.0495871j -0.540896+0.270603j 0.13827+0.222556j 0.135454-0.483422j 0.223003+0.0849843j -0.445377+0.400224j 0.380613+0.352458j 0.00732583-0.366706j -0.25418-0.102195j -0.267136-0.0972086j -0.326908-0.425625j -0.0350036-0.0934196j -0.254602+0.0406657j -0.0651536+0.0448768j 0.167023-0.322349j 0.117808+0.120722j -0.117666-0.173048j -0.0186867-0.0953105j -0.18103-0.12031j 0.293679+0.036085j -0.0751777-0.0348073j 0.00408233+0.11195j 0.108233-0.181688j 0.0989502-0.118664j 0.0414722-0.0588174j -0.103535-0.192318j -0.11821-0.0379992j -0.00401808-0.016227j -0.0326896+0.120009j 0.0746462-0.113555j 0.00161522-0.0857913j -0.0642204+0.0712084j -0.104308+0.0672907j 0.00772015+0.0488375j 0.0362945+0.0425814j 
-0.162166-0.139214j 0.0242622-0.296655j 0.268666+0.123999j 0.126276-0.423639j -0.283109-0.0508812j -0.131965-0.611286j -0.0806732+0.245426j -0.407035+0.097311j 0.213238-0.358524j 0.064813-0.0937387j 0.277056+0.261209j -0.158044+0.676414j 0.0243976+0.346284j 0.185857+0.334566j 0.0402046-0.0478815j 0.359757-0.244907j 0.2452-0.207048j -0.227938-0.546047j -0.334449+0.350142j -0.268737-0.0347574j -0.208931-0.241025j 0.626019-0.440374j 1.05935+0.373711j -0.628009-0.796187j 0.0545657-0.592395j -1.69916+0.623009j -0.284514-0.0242483j 1.0611+3.00684j 0.221772+0.54181j -1.64376+0.660918j -0.108497-0.25559j 0.00174993+0.136093j 0.0879378-0.0369782j 0.266377+0.060469j -0.14717+0.133541j 0.17776-0.0875401j 0.0162093+0.025738j 0.0335618-0.271492j 0.31909+0.266234j 0.0338887-0.0475753j 0.388564-0.0205381j 0.317949+0.0525644j 0.262108+0.202346j 0.0641631+0.0518595j 0.236785-0.441466j -0.0543494-0.195835j 0.0172445-0.18195j -0.192361-0.244434j 0.55972+0.220864j 0.152372+0.0830203j 0.168232-0.0588046j 0.159855-0.165081j 0.122223-0.120385j -0.136134+0.845945j 0.14311-0.29833j -0.285962+0.177326j 0.38315+0.368997j 0.359648+0.0210708j 0.557834-0.12891j -0.0423749-0.168327j -0.549174-0.740605j 0.0412336-0.321605j -0.40463-0.333089j 1.15916-0.324657j -1.41616-0.472941j 0.6941+0.371461j 0.464421-1.61397j 0.944157+1.74921j -1.94076+2.15246j 
-0.070717+0.189876j -0.338031+0.0523879j 0.00959268-0.390937j -0.552365+0.0522562j 0.152815+0.380277j -0.636879+0.492375j 0.308291-0.0138401j 0.332766+0.449932j -0.53385+0.00138359j -0.125196-0.00830076j 0.141902-0.483663j 0.819616-0.159564j 0.380826-0.232264j 0.242494-0.358249j -0.0815851+0.00323473j -0.450382-0.1466j -0.343686-0.0986536j -0.307979+0.518464j 0.620337+0.245937j 0.0477844+0.227179j -0.017443+0.318554j -0.993462-0.162898j -0.0147012-1.21342j -0.42469+1.14452j -0.429817+0.904622j 1.53775+1.94525j -0.557235+0.513533j 3.74314-2.43609j 0.469301-0.139445j 2.25339+1.84719j -0.258776+0.114107j -0.380649+0.115621j 0.306032+0.0636811j 0.293089-0.0883236j -0.32842-0.0528681j 0.370139+0.203465j -0.00280016+0.0210393j 0.136333-0.288694j 0.132161+0.34135j 0.088546-0.0888778j 0.502866+0.058406j 0.232571+0.241228j 0.159574+0.529549j 0.0943642+0.0797134j 0.456315-0.358685j 0.0373101-0.0697994j 0.159851-0.194298j -0.0153497-0.268359j 0.354985+0.607016j 0.203059-0.042395j 0.210757+0.133563j 0.182456+0.0131582j 0.158301+0.0301468j -0.588439+0.706092j 0.402215-0.0823717j -0.312311+0.294524j 0.0257896+0.403679j 0.352857+0.287062j 0.550641+0.290266j 0.00862659-0.287197j 0.0147828-0.913091j 0.295515-0.253178j -0.0778699-0.32638j 0.947555+0.427917j -0.515487-1.1687j 0.462988+0.596213j 1.21208-0.413885j -0.401759+1.13361j -1.87499+0.0796032j 
0.18114+0.0174306j -0.0852823+0.299412j -0.464103+0.0279395j -0.164002+0.0960296j 0.343904-0.0110373j 0.44906+0.12189j -0.0818829+0.228774j 0.137682+0.483045j 0.299967-0.158416j 0.37687-0.0853227j -0.0900923-0.405139j -0.600669+0.570948j 0.381115-0.0711387j 0.381042-0.0665398j 0.182093+0.195852j 0.745-0.188113j 0.0769218-0.443801j 0.656186-1.08696j 0.784754-0.133199j 0.563808-0.0471306j -0.360783-0.150135j 0.365425+0.165683j -0.203502-0.4883j -1.28877-0.108019j 1.82673-1.38233j 1.41012+0.975546j -0.220039-0.55336j 0.112892-0.205774j -0.129951+0.0345668j -1.94116-1.21157j 0.127134-0.49206j 0.348144-0.193148j -0.0286687-0.105596j -0.23882+0.752072j 0.294012+0.0313351j -0.238943-0.237764j -0.0265651-0.0345779j -0.215569+0.387633j -0.244589+0.467987j 0.0244668+0.42078j -0.176957+0.501364j -0.170042-0.13591j 0.0436766-0.142205j -0.192566-0.087143j -0.151473+0.20965j 0.471899-0.520225j -0.147195-0.148112j 0.123929-0.742515j 0.736078+0.285626j 0.163533+0.215429j 0.0577802+0.267421j 0.397876-0.0483211j 0.432491+0.470606j -0.31516+0.939258j 0.0240566-0.469851j 0.928989-0.523289j -0.681139+0.387282j 1.06821-1.68506j 0.254076-0.4434j 0.171204+0.54762j -0.625921-0.706523j -0.854395-0.44634j 0.864906+0.867769j 0.0257609-1.77798j -0.0830202+0.507204j -0.775707+1.20563j -1.83704-0.934157j -0.484139+0.114606j -1.84068-1.67552j 
-0.116592-0.017114j -0.124794-0.210806j 0.235761-0.136655j -0.158491-0.339726j -0.168961+0.218024j -0.452609-0.240339j 0.0620248+0.20509j -0.244256+0.383821j -0.117451-0.319369j 0.00750511-0.0696789j 0.363691-0.0248847j 0.195536+0.423656j 0.283086+0.160964j 0.283615+0.0710354j -0.0304625-0.0144786j -0.0454252-0.269397j -0.0157327-0.174523j -0.16752-0.0312527j -5.47608e-05+0.672984j 0.0163309+0.0275195j -0.151174+0.14096j -0.290927-0.60371j 0.785151-0.189501j -0.877852-0.0505021j -0.585906+0.037996j -1.04195+1.51147j -0.513628-0.431219j 2.53697+1.98709j 0.0776694+0.309167j -0.658062+1.98953j -0.105246-0.161309j -0.32352-0.363604j 0.02093+0.311255j 0.128572+0.331429j -0.0753471-0.430654j -0.0512463+0.53476j -0.0424498+0.00199344j 0.439115+0.136712j -0.399392+0.319991j 0.137485+0.0917006j 0.107363+0.610755j -0.175278+0.413062j -0.494541+0.344501j -0.0543676+0.103896j 0.607842+0.351388j 0.160941-0.0630882j 0.287453+0.0936764j 0.353178-0.212425j -0.548865+0.630465j -0.0127608+0.096652j -0.0983182+0.252856j 0.193669+0.200638j -0.0104701+0.116657j -0.813082-0.511472j 0.215864+0.268594j -0.198205-0.585874j -0.475889+0.310329j -0.267264+0.242678j -0.0930478+0.57885j 0.362016+0.0282151j 1.1762-0.172877j 0.209274+0.276333j 0.59561-0.183906j -0.475804+1.25195j 1.42287-0.96226j -0.793278+0.725547j 0.790956+1.58517j -2.06741+0.102694j -1.1-3.22252j 
-0.0146496+0.189644j -0.551669+0.0445581j -0.301924-0.651336j -0.194111-0.17841j 0.213848+0.423535j 0.140332+0.584735j -0.334163-0.00735792j -0.65045+0.393306j 0.505465+0.26458j 0.318717+0.426816j 0.638822-0.203549j -1.1858-0.322917j 0.255943+0.498184j 0.289837+0.539119j -0.0280698+0.395338j 0.785251+0.995709j 0.721954+0.0108604j 1.61608+0.319902j 1.09705+1.06653j 0.439668+0.469517j 0.0199101-0.541283j -0.194192+0.431249j 0.325674-0.624602j -0.532278-1.43146j 2.17432+2.30713j -1.23085+1.88076j 0.60897-0.928483j -0.2677+0.118692j -0.0443204-0.162783j 1.3024-3.78249j 0.0724729+0.61552j -0.316254+0.374441j 0.0901952-0.0523298j 0.198221-0.548866j -0.341396-0.108158j 0.242249+0.190507j -0.0503688+0.0411029j 0.333246-0.14608j 0.204783-0.229874j 0.310463-0.269672j 0.227751-0.362802j -0.00944951+0.0858453j 0.0193331+0.127628j 0.00804965+0.176834j -0.0400513-0.143637j -0.428905+0.0908331j 0.0801064+0.0970035j -0.366563+0.347372j -0.231071-0.345855j -0.0618403-0.251628j 0.0337374-0.0762185j -0.142179-0.19249j -0.0510187-0.40079j 0.42411-0.32814j -0.0775811+0.42914j -0.634588-0.00892929j 0.270989+0.0299529j -1.15973+0.477499j -0.406407+0.1882j 0.0144292-0.381669j -0.0289553+0.569514j 0.299218+0.53564j 0.121889-0.661978j -0.633025+0.794579j 0.273687-0.140404j 0.56385+0.0426811j 0.115621+0.790203j 0.348588+0.167812j 0.145114+1.14742j 
0.290253+0.112503j 0.153246+0.539803j -0.202197+0.117241j -0.530212+0.391014j -0.0045754-0.130833j -0.219871-0.336962j 0.339342+0.136498j 0.288399-0.0718453j -0.149254-0.291955j -0.204846-0.0566316j -0.0762735-0.449705j 0.330895+0.257733j 0.108129+0.305435j 0.401904+0.845021j -0.138443+0.150384j -0.38737-0.065204j 0.9972-0.377536j 0.770878-0.11633j -1.27358-1.38295j -0.255728-0.459856j 0.134558-0.326049j -0.601573+0.8848j 0.541191-0.717342j 0.136412-0.573136j 0.330083-1.71564j 0.171714+0.90789j -0.457311+1.06791j -0.930049-0.381826j 0.209781-0.0537603j -1.16196+1.15649j -0.332254-0.38983j 0.338366+0.0382275j 0.17616-0.819041j 0.31369+0.386347j 0.110882+0.571263j 0.147233-0.251672j 0.0678078+0.221235j -0.27701-0.166414j 0.386011+0.298354j 0.0831732-1.04708j -0.0409726-0.470806j 0.218168+1.38389j 0.695682+0.983022j 0.261327+0.693533j 0.249635+1.42812j -0.140353+0.739876j 0.328337+0.480228j -0.485069+1.03894j -1.30021-0.576225j -1.16335-0.121939j 0.661724-0.0606109j -0.743842-0.380814j 0.650001+0.270356j -0.0383631-0.796456j 0.933426-0.59809j -0.0345214+1.19268j -0.881754+0.21922j 0.508409+0.521873j -0.0577536+1.48115j -1.23068+0.305333j -1.00447-0.220323j 1.09786-1.26896j -0.739643+0.262832j 1.13757+0.015643j -0.987024-1.31453j -0.591855+0.0717279j -1.36779+0.987712j -0.84258-0.571119j 0.886783+0.530415j 
-0.0984565+0.0425779j -0.153094-0.16701j 0.29256-0.3317j -0.105702-0.0664324j -0.257054+0.113775j -0.342775+0.0222911j 0.0580228-0.181949j -0.26664-0.40854j -0.0483065+0.288869j -0.291131+0.319067j 0.435156+0.425547j -0.0196528-0.6307j -0.352424+0.375183j -0.357478+0.681762j -0.369437+0.128915j -0.675094+0.72338j 0.508964+0.430137j 0.230347+1.134j -0.830778+0.485959j -0.215169+0.145802j 0.306029-0.123922j -0.618755+0.211228j 0.70056-0.112881j 0.874814-0.814108j -1.21834+1.24676j -1.49948-0.385924j 0.641285+0.473322j -0.563032-0.727012j 0.246267-0.143075j 2.70631+0.640724j -0.968423+0.0893823j -0.43747-0.348402j -0.0549687-0.305306j 1.14474+0.282364j 0.141718-0.173531j -0.190968+0.200845j -0.0423281+0.081061j 0.33393+0.277651j 0.70259+0.378461j 0.603926-0.271071j 0.39405+0.0578878j -0.0954996+0.61682j 0.0435385+0.0590677j -0.0839003+0.472648j 0.326612+0.83625j -0.522982-0.412274j -0.149546+0.364367j -0.94783+0.107345j -0.011578-0.965833j -0.307022-0.153058j 0.571017-0.114875j -0.225089-0.413075j 0.968908-0.356441j 0.811296+0.193632j -0.140253-0.397211j -0.135638-0.861515j -0.209853+0.84761j -1.01348-1.73259j -0.461793+0.359051j 0.323646+0.238769j -1.50868+0.232448j -0.373558+0.0528865j 1.03197-0.0168328j -1.41046-0.948354j -0.201855-0.241532j 0.628756+1.22534j -2.09579+1.84978j -0.516471+0.752106j -2.10393+1.36454j 
0.174942-0.422813j 0.586564-0.364468j 0.0652124+0.093212j 0.739899+0.673235j 0.135356+0.227174j -0.1709+0.743655j -0.0237714-0.475031j -0.267185-0.149929j -0.289863+0.286698j 0.199186+0.451959j -0.623525+0.199319j -0.0215175-0.264746j 1.09803+0.218265j 1.71874-0.743483j 0.382378+0.319716j 0.993712+0.620546j -0.490954-1.79947j 0.468159-0.894198j -1.34882+2.15198j -0.541235+0.496585j -0.62098-0.330527j 1.27696+1.08305j -1.19563-0.748058j -1.05925-0.164607j -1.7544+0.807461j 0.857978+0.343817j 2.04082+0.704034j -0.901307+1.61727j 0.200269+0.111312j 1.89314-0.238705j -0.384807-0.283786j 0.0597212-0.115601j 0.529752-0.152537j 0.105415+0.301492j -0.476289+0.0925477j 0.112215-0.0234316j -0.161944-0.0348668j 0.42961+0.218688j -0.182519+0.162689j 0.92284+0.135583j 0.0934158-0.198105j -0.974311+0.180342j -0.303158+0.130748j -0.530853+0.0553181j -0.596149+0.402338j -0.311441+0.161874j -0.497171-0.0500737j -0.853785-0.291152j 0.783724-0.0658886j -1.02991-0.677751j 0.723846+0.0576341j 0.142779-0.139174j 0.325673+0.215697j -0.0512484-0.341868j 1.06325-0.0385507j 0.192633+0.314507j -0.859761-0.334818j 0.0706915+0.0760553j -0.817936+0.268072j -0.602906-0.419756j -0.417035-0.246159j 0.299661-0.213383j -0.100054-0.13757j 0.310691+0.0444988j 0.426801-0.494057j 0.148017-0.0280737j -0.507578-0.0877917j -0.428655-0.109746j -0.256692+0.290771j 
-0.160185-0.0724644j 0.111664-0.316671j 0.209451-0.235963j 0.197463+0.365102j -0.41414+0.00189385j 0.341615+0.143084j 0.475877-0.118404j 0.252356-0.45774j 0.183281+0.24475j -0.143048-0.40388j 0.196999+0.840912j -0.741046-0.401451j -0.271905-0.264002j -0.0128713+0.201686j 0.401146+0.353968j -0.107836+0.263836j 0.568205+0.594709j 0.0762648-0.707435j -0.39301+1.35381j 0.256103-1.84244j 0.205664-0.352443j 0.723203+0.565969j -0.0298204-0.535111j -0.922979+0.462133j -0.470898-2.08275j -0.7554+0.209451j -0.450474-0.384764j 0.128615-1.56385j -0.128673-0.319339j 1.01434-0.271408j 0.22428+0.708266j -0.148283+0.31092j 0.378114-0.119456j -0.0566638-0.517647j 0.42768-0.43776j 0.188923+0.246622j -0.229542-0.198098j -0.541565+0.155677j -0.423923-0.0892429j 0.93849+0.518038j -0.295349+0.262017j -0.769113-0.382309j -1.00518+0.443213j -0.314137+0.337819j -0.0907232+0.116579j 0.203295+0.219349j 0.309871-0.0285654j -0.430137+0.359704j -0.869622+1.00594j 0.619702+1.14612j -0.71892+0.617596j 0.274824+0.012963j 0.736893+0.276687j -1.35615-0.186003j 0.0223376+1.12785j -2.02447-0.314952j -1.01546-0.482189j -0.474721-0.221552j 0.91665+0.200753j 0.314732-0.194897j -0.901441-0.374505j -0.455637-0.308223j 2.08056-0.213636j -0.627454+0.375101j -0.169392-1.18095j -1.25976+0.543072j -1.23715-1.90334j 1.51828-0.808946j 0.617194+0.57265j 
-0.270365+0.265863j -0.189269+0.0437964j 0.431497+0.218956j -0.447485-0.498708j -0.179311-0.244011j 0.190228+0.0125583j 0.252978-0.241105j 0.714162-0.956388j 0.270584+0.0617215j -0.52795-0.168048j 0.38626-0.651637j -0.56479-0.70448j -0.514276+0.215172j -0.621523+0.521625j -0.789239+0.40119j -0.173013-1.29821j 0.0340385-1.57393j -0.473595+0.356574j 0.186619+0.347066j 0.624815+0.955978j -0.392005-1.05118j 0.66979+0.469159j 0.895738-0.226829j -0.89766+0.798669j -0.358924-0.0065558j 0.379896-1.5456j -1.19907-1.06563j -0.139259-0.634831j -0.153022+0.152061j -0.0856133+0.127758j -0.217677-0.422377j -0.794044-0.24411j 0.829133-0.210119j 0.120605-0.0697823j 0.0714027+1.35042j -0.342656-0.189414j -0.344598+0.549006j -0.568307-0.935943j -0.285049+0.904977j 1.40493-2.41643j -0.471283-0.751769j -1.72503+3.81909j -1.05648+1.85045j -0.385175+2.28083j -0.835539+2.58014j -0.72253+0.691779j -0.981065+2.12755j -1.03699+0.307865j 2.16741-2.58821j -1.33949+1.99064j 0.857894-2.9776j 0.792749-0.362643j -0.640402-0.629013j -1.44388+1.69359j 2.06901-3.02401j -0.224863-1.01022j -2.52148+3.24424j 0.507339-0.755251j -0.704994+2.43168j -1.32742-0.72317j -0.650673+3.63532j -2.62649+0.18166j -1.12515-0.762115j 1.33807-0.901908j 1.81348+0.0799519j 0.919673+0.975221j 0.233413-1.28628j -0.42445-0.875712j 0.113571+0.754851j 
0.00108136-0.296968j 0.507593-0.144465j 0.478952+0.176172j -0.285662+0.216085j -0.112164-0.657435j 0.144156+0.713396j 0.28605+0.562729j 0.878199+0.229821j -0.327497+0.511749j 0.561392-0.292304j -1.38972+0.737817j 0.0848381-1.45205j 0.424651-0.812008j -0.640677-0.33537j -0.237065+0.629134j -0.466681-0.296516j -1.14398+1.39439j 0.546418-0.225136j -1.50664-0.210138j 2.39515+0.245845j 0.288762+0.280373j -0.132315+0.624987j 0.446447-0.250844j -0.497574-0.988873j 2.99336-0.0499068j -0.664984-1.31244j 0.980301-1.50417j 2.65778+0.655784j 0.397756+0.0399579j 0.621101+1.02657j -0.325264-0.265253j 0.0443653-0.222448j -0.0671394+0.0174911j 0.0632176+0.22178j -0.260817+0.160514j -0.185786-0.13403j -0.0716444+0.17464j 0.352796+0.0498873j 0.0301881+0.0782511j 0.130759-0.453712j 0.000479369-0.115949j -0.302369+0.26668j 0.0824304-0.102038j 0.0119616+0.014837j -0.136518+0.173528j -0.0964435-0.0274954j -0.395887-0.0370578j -0.0868317+0.109242j 0.87414-0.265304j -0.509898-0.233519j 0.443973-0.245507j -0.140352-0.123879j -0.17273-0.382465j 0.0414287+0.242676j 0.466029-0.49199j 0.413422+0.51979j -0.20152+0.414262j 0.17798+0.178168j -0.348183-0.117029j -0.418757+0.205424j -0.108493+0.748799j -0.121422-0.00821528j -0.414356-0.57316j 0.298039+0.222132j -0.315346+0.193388j 0.205721+0.132082j -0.0858386+0.750056j -0.225966-0.118423j 0.194945+0.00742354j 
