-0.0116582-0.153794j 0.0478003-0.0625544j -0.0257232+0.011931j 0.119151+0.314593j 0.106175+0.101679j 0.0885817-0.158916j 0.0657517-0.366162j 0.143949-0.0659685j -0.233391+0.210504j -0.11642-0.383171j -0.0390649-0.100054j 0.032376+0.0633204j -0.0128176-0.12189j -0.0860753-0.261273j 0.400089-0.441418j -0.237568+0.0884231j 0.228804+0.0189438j 0.0888551-0.0227325j 0.135571+0.362871j 0.0924763+0.122496j 0.0774793-0.0307065j 0.202264+0.564678j 0.0728019+0.409994j 0.313831+0.120764j 0.36379-0.0913344j -0.536873+0.0637451j 0.220165-0.401343j -0.0637749+0.0352318j -0.414884+0.450579j 0.00206157-0.145527j -0.259181-0.671153j 0.19063-0.0192783j -0.101766-0.28048j 0.833382-0.299304j 0.394201-0.201499j 0.201598+0.281734j -0.607767+0.674923j 0.996721+0.602428j 0.113525+0.262109j 0.186674+0.797048j -0.0642233-0.294702j 0.929668-0.373301j -0.534738-0.233449j 0.468763+0.974996j -0.380746+0.136466j 0.330958-0.257564j -0.758917+0.285175j -0.482466-0.293392j -0.824572+0.328085j 0.246298+1.5431j -1.27126-2.30243j 2.12048-1.07919j 
-0.360386-0.0611199j 0.307102+0.557261j -1.06636-0.622591j 1.62916+0.751634j -1.35884-1.01129j 3.71629+3.54034j -0.389089-0.1863j 5.38852+4.11683j -5.21876-4.37157j 1.37261+0.825229j -8.64164-6.36177j 3.92591+2.90541j 4.80287+3.75798j 7.01055+6.20925j 3.31852+2.37645j 16.1616+12.4571j -10.1969-7.88965j -1.47159-0.377443j 4.38436+3.27057j 3.06167+2.91019j 2.85591+2.05501j 18.6244+13.0884j -0.70078+0.00943738j 13.4008+10.0471j 1.12146+0.589097j -3.5403-15.7624j 3.33505-6.2488j 1.38998+0.188916j -13.1271-10.363j 0.810512-1.19795j 18.6021+14.0066j 3.66945+2.95307j -4.4951-1.94855j -4.38464-2.58263j 1.74222+0.725521j -10.3071-8.8313j 18.3289+12.2374j -3.66963-2.67819j 8.17253+6.4491j 4.67434+3.17517j 4.38247+3.33012j 9.66123+6.631j 0.440737+1.34491j 6.2115+3.52223j 6.21936+4.49896j 0.968758+1.59555j -4.84472-2.94253j -0.0179284+1.18094j 1.4896+1.05517j 1.15148+1.02695j -0.476808+0.270078j 0.400731-0.264053j 
0.348187-0.212103j 0.784024-0.864738j -0.743863+0.972186j 1.14043-1.41831j -0.837792+1.83782j 2.54303-4.44456j -0.525235+0.620154j 2.98232-5.34253j -3.28255+5.47636j 0.708545-1.90116j -4.60448+8.55417j 2.5517-4.12869j 2.63093-4.652j 4.94546-8.58084j 2.27819-3.09929j 9.1867-16.2963j -5.81538+11.1399j 0.135855+1.30447j 3.06051-3.77613j 2.56658-3.29131j 2.20703-3.46881j 10.2706-17.7109j 0.232837+0.605903j 8.06277-14.7979j 0.0566308-0.815115j -14.4404+6.43259j -6.40222-2.11204j 0.308228-0.707462j -6.35826+14.3451j 0.630455-1.08327j 9.57552-18.7883j 1.44321-3.11417j -1.74342+4.12632j -2.13301+3.45847j 0.0598309-2.33957j -5.76743+11.5794j 8.69468-15.4662j -0.799988+3.39412j 4.14903-7.16099j 2.30616-5.65905j 1.44283-4.62842j 5.47641-8.77307j 0.677889-0.648118j 1.83822-6.47687j 3.8115-4.7129j -1.91433-2.01315j -2.64947+4.29381j -0.378385+0.927963j 1.51633-1.9994j 0.146461-0.95963j -1.30948+0.00573022j -0.135148-0.292249j 
0.140871-0.649776j -0.655253+2.69234j 0.466148-3.7725j -1.96029+5.9627j 1.6362-5.2798j -3.52039+15.0578j 1.9314-2.77339j -3.78353+18.8896j 4.23903-19.687j -1.68153+3.88257j 5.68144-29.7965j -3.47291+14.945j -2.88132+16.8586j -6.69131+27.6023j -2.31114+9.85047j -10.5195+57.9024j 7.29058-37.7994j 0.287384-3.10361j -2.00858+14.429j -2.40563+12.5207j -1.84411+11.0738j -11.6197+62.0458j 0.788702-0.271556j -8.28105+48.3936j 0.353377+2.22561j 35.3082-31.0537j 20.3138-1.26902j 0.44658+2.14137j 6.53054-47.7436j 0.527845+1.20712j -9.7848+62.6786j -1.4787+8.73646j 0.748975-12.3101j 1.80246-15.4672j 0.0892983+4.52401j 4.79763-37.213j -8.41281+56.9027j 1.87731-9.39521j -0.485623+27.385j -1.18808+17.4717j -2.54811+15.829j -6.16317+29.0193j -2.09503+5.11574j 0.266306+18.6163j -2.05174+18.0197j -0.503102+3.75067j 2.78248-16.7877j 1.22493-5.16547j 0.211743+5.63657j -2.09839+4.67843j 0.734197-1.99007j -0.114199+0.00669904j 
-0.00858777+0.0202042j -0.222023+0.956948j 0.129058-0.440916j -0.582402+0.129769j 0.847153-1.48024j -1.56347+2.51421j 0.20358-0.344001j -1.12526+3.54929j 1.51615-2.94953j 0.162604+1.10902j 1.58064-5.189j -1.01859+1.95967j -1.25209+2.65719j -2.03815+4.05736j -0.555578+1.26942j -4.85716+9.93259j 3.22404-6.76451j 0.55968-1.0069j -1.4249+3.63724j -1.06495+2.69488j -0.404443+2.05387j -3.63188+11.8204j 1.08898+0.416522j -2.60933+9.08945j -0.339444+1.3033j 5.68165-4.03065j 2.76683+0.673426j 0.974946+0.615817j 2.63961-8.123j -0.556971+0.497537j -3.38062+11.0039j -0.67646+1.38139j -0.912475-1.04017j 1.32125-4.0346j 0.0632409+0.914795j 2.81907-5.5676j -3.79099+9.72676j 1.19303-3.14447j -1.57905+4.31951j -1.03301+3.24545j -0.6002+1.99682j -1.68448+4.8832j -1.0471-0.316576j -0.955352+3.2048j -1.23995+3.40104j 1.02602+2.97323j 1.50818-2.41666j -1.41192-2.52999j -0.0857614+2.34084j -1.0762+0.326918j 0.960264+0.101936j 0.015002+0.46165j 
-0.093878-0.305104j 0.629689+0.775464j -1.81487-1.07886j 1.84958+1.86841j -2.31946-1.89649j 5.00123+4.59569j -0.243273-0.585973j 6.55032+6.0829j -6.59785-6.71456j 1.31916+1.05884j -10.6319-8.93395j 5.12736+4.55595j 6.06207+5.25114j 9.10407+7.89066j 3.47861+2.76658j 20.5427+17.8278j -13.118-11.52j -1.39903-1.52152j 6.01194+4.55081j 4.33985+3.95336j 3.83869+3.29371j 23.666+18.5254j -1.02281-0.554053j 17.062+14.1802j 1.18327+1.63673j -3.5419-21.1532j 5.19174-8.3634j 1.21162+0.834594j -18.4893-15.4906j 0.560411+0.612187j 23.7508+18.3881j 5.67971+2.9081j -4.43741-3.93112j -5.79979-4.59513j 0.267664+1.78492j -14.1849-11.2032j 22.1899+16.0082j -4.35501-2.3926j 11.475+9.63939j 5.96347+5.94471j 4.98097+3.92166j 11.0916+6.58266j 0.944228+0.174884j 8.69047+6.81115j 7.68469+4.12294j 0.341932+0.646468j -4.00719-3.39775j -3.02824-1.13508j 2.92626+1.73424j 0.919352+0.82233j -1.14761-0.0357725j 0.45511-0.0990762j 
-0.000714134-0.0168911j -0.155113+0.362417j -0.800892-0.209177j 1.2218-0.0812178j -0.306815-0.153962j 1.53857+0.420236j -0.213021-0.1218j 2.08422+1.26859j -2.54884-1.12643j 0.455703+0.484014j -3.60885-1.80375j 2.1932+0.679844j 2.08634+0.806914j 3.61075+0.866391j 1.75882+0.609903j 6.43621+2.31576j -3.96391-1.52328j -0.169033-0.0342371j 0.847756+0.972629j 0.90166+0.785213j 1.26812+0.806426j 7.07368+4.06145j -0.52527+0.763365j 5.47137+3.05504j -0.197644+0.34707j -3.34641-6.53938j 0.479441-3.32412j 0.503355+0.925272j -6.29577-2.64658j 0.132884-0.282696j 7.96603+3.38215j 1.89862+0.337536j -2.96175-1.43228j -0.464677-0.90504j 0.32727+0.282013j -5.38067-1.20997j 7.13014+2.63297j -0.223844-0.239614j 3.83635+1.65238j 1.80482+0.948364j 2.35841+0.522909j 4.24602+1.46038j 0.71856-0.833181j 2.78083+0.713687j 2.23941+1.02589j -1.67956+1.10098j -1.28511-0.208358j 0.0498158-1.81141j 0.0503271+1.19435j 0.361455-0.710897j -0.555941+0.570446j -0.0931977+0.0779439j 
-0.0257363+0.995102j 2.06926-4.58352j -1.61181+6.58294j 4.23189-10.3269j -4.04831+10.2312j 9.54751-26.6303j -2.95602+4.43914j 11.6232-33.9454j -12.8792+35.586j 2.56655-7.19547j -16.5645+53.8228j 10.3018-27.4184j 9.4318-29.571j 17.0032-49.7948j 6.48517-17.7361j 33.7537-102.945j -23.0789+67.5629j -1.97682+5.93311j 8.11007-26.2362j 8.26433-21.8685j 6.26482-21.0341j 34.3531-112.729j -1.30212+2.10793j 25.3673-86.8254j 1.55408-3.2704j -70.6185+48.3873j -36.37-4.18623j 1.64262-5.56944j -26.5021+86.5838j 0.382233-3.41287j 32.6484-113.823j 5.51955-19.5791j -5.12363+22.8145j -6.40942+27.0104j 1.74649-5.69597j -18.8283+68.225j 28.691-104.632j -4.48693+17.0761j 13.494-49.6612j 8.55824-29.2859j 5.12317-26.7138j 14.4125-54.0725j 1.68799-6.77858j 6.52237-36.6966j 7.39653-35.7577j 0.440366-5.91291j -4.80001+27.2069j -2.28553+9.96666j 2.21305-11.4955j 3.54197-6.87884j -1.83718+3.57087j 0.0469636-0.110337j 
-0.178286-0.58241j 1.63962+1.11081j -3.91656-1.7268j 4.79357+3.19758j -4.16352-3.08137j 10.5992+7.13748j -1.36966-1.38013j 13.6294+9.42078j -13.4563-10.3641j 3.79704+2.56516j -22.3687-14.2528j 10.3704+6.9247j 12.8089+7.93505j 20.2444+13.1281j 7.66114+4.52447j 43.0052+26.8745j -26.9528-16.9034j -2.46576-1.79956j 11.9637+7.0973j 9.19557+6.02533j 7.47669+5.21002j 49.0373+30.3892j -1.0545-1.30534j 36.5567+22.6356j 3.39249+0.830612j -13.0944-39.7096j 5.7332-16.9668j 1.17157+0.959591j -36.7481-20.4154j 0.55361+0.357j 49.0914+28.601j 9.6561+5.01208j -9.30522-6.31907j -11.2549-7.07981j 2.5821+1.88315j -27.7983-16.7866j 44.2731+25.9032j -8.46747-4.09611j 20.9743+11.3278j 13.6894+6.80917j 12.1118+7.27267j 22.6971+13.8136j 3.90169+1.59923j 15.1972+8.3042j 13.1243+10.384j 1.18269+0.959971j -12.0156-8.05022j -5.52498-1.95751j 4.69071+2.48423j 3.35265+1.42737j -2.35234-0.374572j 0.896018-0.064836j 
-0.200659+1.08195j 0.714643-3.60417j 0.944066+5.81577j 1.16799-8.86169j 0.0257652+8.89184j 0.596466-22.5282j -1.19704+3.91028j 0.821605-28.3591j -1.62459+29.8842j 0.795382-6.08783j -0.0554771+45.2555j 1.38173-21.9571j -0.614284-25.1122j 2.53983-41.0178j 0.436162-15.2025j -0.173797-85.5814j 0.629036+55.5077j 0.457035+5.1849j -0.584446-22.6203j 0.324318-17.7418j 0.394626-17.0855j -1.44071-94.5241j 0.715962+1.87367j -2.04106-72.1078j 1.21756-3.65989j -41.3891+54.3063j -29.6052+7.02117j 0.13229-3.41631j 1.05989+72.8079j -0.731388-2.45674j -3.25218-93.7446j 0.868482-16.0453j 2.38529+17.4481j 2.17521+24.5702j -1.73187-3.46039j 3.08918+55.0522j -3.23127-85.6668j 2.29917+15.064j -3.05177-40.3079j -1.23645-25.531j -2.65687-22.9873j -2.07525-44.7138j -1.46722-5.92358j -2.36934-30.68j -3.48337-26.4169j -1.07668-3.47926j 2.42019+22.7802j 1.71562+8.40439j -1.36045-9.26734j 0.617256-5.50991j 0.302253+2.5595j -0.693665-0.306449j 
-0.199841-0.367058j -1.09+1.74921j 0.683754-2.91618j -1.42678+4.1152j 1.82635-4.52693j -3.02581+11.0543j 1.60723-1.68334j -4.79089+14.4836j 4.94194-15.1908j -0.743542+3.18905j 6.2082-23.1266j -3.48793+11.2009j -2.57382+12.5468j -6.20183+20.2138j -2.33868+7.27919j -10.9948+43.1168j 7.7492-26.7166j 0.868074-4.28321j -3.83922+10.3473j -3.7445+10.1667j -1.60864+8.07237j -12.7234+47.0895j 2.22601-1.01602j -10.3533+35.6628j -0.647605+2.71067j 28.1371-19.9563j 15.1404+1.64865j -0.37558+0.80859j 8.72911-36.4382j 0.225599+1.05701j -10.8988+46.7748j -3.30734+9.42489j 0.429233-9.2283j 2.61521-11.509j 0.153775+1.46544j 6.19842-29.8521j -10.5981+42.9049j 1.18416-6.81479j -3.54598+20.5426j -2.19333+12.0604j -1.61691+12.4696j -5.68244+23.007j -0.158042+2.53961j -0.450375+15.6984j -2.07247+15.2211j -0.346201+1.02725j 2.87754-11.8713j 0.26504-6.08156j -0.551476+5.25065j -1.68042+3.03387j 0.234672-1.60132j 0.338815+0.161325j 
0.421594+0.320397j 0.312815-0.483385j 0.312417+0.679824j 0.139648-1.21056j -0.97967+2.10455j 1.58831-3.53533j 0.0908158+0.658595j 0.927699-4.31954j -1.23439+4.6847j -0.2875-2.07911j -1.41271+7.20713j 1.61901-3.2263j 1.84243-4.88368j 1.6868-6.56541j 1.13627-2.68297j 3.32681-13.9791j -2.11549+9.21819j -0.00574539+0.540501j 1.14469-3.85694j 1.16628-2.97089j 0.514451-2.75507j 4.48715-14.2678j 0.817447-0.168841j 1.60888-11.4099j -0.460395-2.01564j -9.66112+7.39489j -5.14478-1.84508j 0.633721-1.5275j -4.2716+12.2519j 0.811873+0.628151j 3.56627-15.7066j 0.457944-2.30455j -0.694257+3.12607j -0.940619+4.65771j -0.285421-0.571047j -1.06962+8.73867j 4.11994-13.791j -0.83641-0.0246307j 0.703599-6.26396j -0.392321-4.12224j 1.19258-3.31704j 1.77927-8.3273j -0.79568-1.50009j 0.783589-4.77254j 0.987445-5.0342j -0.647788-0.779782j -1.11307+3.06475j -0.0998633+0.841589j 0.787507-2.49813j -0.428207-1.22292j 0.00265761+0.318417j -0.0888771+0.0645822j 
0.0273139+0.410196j -1.01684-0.974085j 2.30642+2.03466j -2.75424-2.94016j 2.65752+3.62279j -6.80488-8.35242j 0.682633+1.34755j -8.4952-10.2722j 8.49492+11.1568j -2.13059-1.67998j 13.7312+15.7829j -7.21136-7.89816j -8.25594-9.27413j -12.6556-13.5046j -4.58432-5.34153j -27.9008-30.9739j 18.516+20.4317j 1.19377+2.63467j -7.32789-7.60963j -6.01623-6.43309j -5.23598-5.97598j -31.2229-32.8623j 1.11452+1.01861j -23.6032-25.0818j 0.00183602-0.0308176j 2.97577+33.8644j -8.99974+11.6399j -1.76554-1.07432j 22.0813+25.0037j -0.795739-1.33192j -32.2522-32.1024j -5.00585-4.00469j 7.91096+7.21034j 6.37004+9.05733j -3.65682-2.39008j 19.0786+20.1189j -29.1815-28.793j 5.33056+5.88671j -14.1363-14.5652j -7.75234-8.89342j -7.50267-8.41928j -14.7422-15.3172j -2.76272-2.21601j -9.44277-10.2266j -12.0513-10.6225j -1.97725-1.01814j 8.00667+7.36184j 2.90247+3.26998j -3.13645-3.11323j -1.92443-1.59346j 1.70267+0.955664j -0.495895-0.315131j 
-0.202276-0.304425j 0.559413-0.0972318j -0.966544+0.081491j 1.74015+0.407566j -1.13446+0.067774j 3.60341+0.724086j -0.567372+0.279221j 3.45274+0.222837j -3.80637-0.634505j 0.791136+0.619321j -6.06045-1.23629j 3.55543+0.643513j 4.10966+1.35559j 6.16368+1.1367j 2.48552+0.233549j 13.4328+2.84843j -9.37466-0.619812j 0.263017-0.588316j 3.80778-0.322457j 1.68148+0.440689j 3.09104+0.968045j 14.6487+1.95728j 0.0168733+1.3574j 10.834-0.185934j 0.279033+0.569294j -8.25377-8.08573j -1.27505-4.34564j 1.17229+0.0796983j -11.2799-1.51803j 0.569444-0.267116j 15.2777+2.04151j 1.59105+0.445446j -2.79299-1.11957j -3.88816-0.0514653j 1.05893+0.169727j -7.05982-1.72714j 13.4094+0.948711j -2.6602+0.640058j 6.30424+0.992997j 4.7474+0.773122j 2.18495+1.13527j 6.25839+0.216178j 1.70842+0.267496j 4.56509+2.58513j 3.05181+0.918653j 1.08501-0.722665j -2.58757-0.0334597j -0.20724-0.911234j 1.41458+0.151044j 0.689635-0.240754j -0.572648-0.0274037j 0.148393+0.232276j 
0.199503+0.217844j 0.500003-0.461629j -0.205139+1.61835j 0.723158-2.50185j -0.849413+2.35143j 1.76049-5.66017j -0.711383+0.510403j 1.1378-7.81317j -2.33654+8.00201j -0.395356-1.83176j -2.8523+11.0211j 2.22352-5.85855j 2.09533-5.85418j 2.11346-10.5522j 0.864071-4.14303j 6.19218-21.8891j -4.11768+13.4562j -1.47949+1.38401j 0.992392-5.66393j 2.15385-2.79905j 1.17574-3.20638j 7.32125-23.8657j -1.36236-0.398902j 3.91707-19.4098j 0.706957-1.55707j -15.2804+9.86258j -8.20537+1.40705j 0.0271635-0.67283j -4.73536+19.7242j 0.506235-1.30849j 6.25784-24.1529j 1.81451-3.61208j -0.934268+5.22491j -2.06998+5.78649j -0.535064-1.30137j -3.64158+14.0686j 5.61369-22.3927j -0.064506+5.74891j 2.12537-10.8157j 1.10038-6.27557j 0.146474-5.39854j 2.78409-12.4932j 0.822815-1.09083j 0.268437-6.88302j 1.87555-7.35864j 0.0569721-0.92715j -1.82861+4.89537j -0.803825+2.01375j 1.96031-2.83533j 0.242689-1.25942j 0.0864566+1.39157j -0.27158+0.0980485j 
0.411634-1.12247j -2.68417+3.84243j 2.16885-6.91804j -5.11465+9.90392j 4.6086-9.62523j -10.4499+26.109j 3.2918-4.45807j -14.1095+31.9015j 15.724-33.9349j -3.40253+7.9068j 21.0092-52.152j -11.6464+26.2029j -10.6278+28.9005j -19.2733+46.4273j -7.42091+16.9748j -39.262+97.1791j 25.205-65.2378j 2.93578-4.81597j -9.84645+25.19j -9.28527+21.0093j -8.13435+19.3054j -42.0189+109.008j 1.37938-2.73353j -31.2766+83.0873j -1.58308+3.76544j 72.1312-40.9497j 37.1492+7.58016j -1.14975+3.06326j 28.9508-82.9093j 0.0710108+2.01703j -38.5127+110.649j -6.40623+19.314j 6.62128-21.7644j 9.8564-26.6129j -2.5699+5.72568j 22.395-63.6574j -33.8523+100.037j 3.79858-18.9105j -14.2292+47.9011j -10.1879+28.7777j -8.19772+26.6125j -17.3356+51.7107j -1.21918+7.31623j -9.1901+34.61j -9.83422+33.3786j 0.886338+4.17517j 6.94675-27.3688j 2.87943-11.1574j -2.8091+11.0204j -3.64648+6.6426j 1.4609-3.65212j 0.473821+0.56189j 
0.0960657-0.705882j -0.238736+0.585925j -0.724666-1.38991j 0.468231+1.84497j 0.997262-1.5483j -0.299329+3.781j 0.11102-1.28218j 0.293883+5.28476j 0.0937855-5.77726j -0.877037+2.11385j -0.152236-8.86143j 0.0112232+3.81706j -0.911702+4.62297j -0.1339+7.69589j -0.46125+2.6647j 0.387675+16.5589j -0.240125-11.0264j -0.186466-1.31288j -0.0881882+3.83052j -0.40214+3.09172j -0.132125+3.43218j 1.1391+17.182j -0.472965-1.1465j 1.32261+14.0956j -0.901088+1.91105j 8.49005-10.1189j 3.71552-0.760299j -0.707074+0.542416j 0.133981-12.9279j 1.01869-0.590125j 0.489943+18.0481j 0.2863+3.361j -0.360215-3.27479j 0.649811-4.69351j 0.38655+1.26665j -1.16719-11.1011j 1.17355+15.315j -3.0226-1.657j 1.3149+8.10404j 0.789133+5.76201j 0.325203+3.44406j -0.259676+8.64167j 0.308769+2.29053j 0.493102+5.45999j -0.0412487+5.11207j 0.349761+1.32048j -0.582332-3.52349j -0.775158-1.60705j -0.784603+1.76926j -0.0999549+1.93325j -0.558721-0.378009j 0.236527+0.174317j 
-0.141029-0.600534j 0.865626+0.439163j -1.28471-1.63881j 1.42955+2.33188j -1.01567-2.1977j 3.57201+5.4114j -0.597598-0.739222j 4.34445+8.30693j -3.97009-8.07075j 0.86335+2.71105j -8.06439-11.1544j 3.53907+5.26195j 4.63053+5.42887j 7.41093+11.0847j 2.30794+3.93858j 15.2076+20.6216j -10.0125-12.906j -0.700029-0.746216j 4.01049+5.71455j 4.54626+3.46532j 3.43705+3.37758j 16.7274+21.8405j -0.687088+0.49001j 11.9913+18.4443j -0.1994+1.17825j 0.60971-19.3575j 7.51465-6.74513j 0.930036+0.516827j -11.7574-17.499j -0.194758-0.06242j 17.0566+21.9648j 3.35951+3.48747j -3.05874-4.53954j -3.40641-4.80204j 1.13971+1.89784j -10.7894-13.3969j 15.1871+19.9176j -1.86543-4.79994j 7.62657+10.2022j 4.99833+6.22374j 4.95631+6.29781j 7.08766+11.1418j 1.61682+0.970848j 7.35319+7.47639j 5.23494+6.58869j 0.743885+0.606391j -4.89116-4.31753j -2.18182-1.65815j 0.587065+0.668466j 1.29788+1.81318j -0.579085-1.2237j 0.602927+0.364579j 
0.286313+0.093675j -2.37515+0.102749j 3.82846+0.0528829j -5.74826-1.11272j 5.13032+0.646974j -12.7532-2.04639j 1.98744+0.137991j -16.4392-0.825331j 16.5377+1.61474j -3.46638-0.785757j 24.9561+2.13922j -13.0478-2.01441j -15.1919-1.80701j -25.1918-2.4391j -8.74316-0.701303j -51.8391-3.94205j 31.9794+3.19005j 4.12905+0.678163j -13.5473-1.11979j -12.0163-1.47467j -7.86074-0.0784018j -55.8454-4.29973j 2.00102-0.0723278j -42.1636-3.2469j -1.80664-1.25287j 30.8663+27.651j 2.70308+16.7584j -2.52973+1.27853j 42.8673+4.18835j -1.52548-0.586095j -55.7692-4.83041j -9.96785-0.738684j 11.349+0.307014j 12.2967+1.85326j -1.88928-0.130577j 34.007+1.86021j -50.1622-4.2746j 8.63611+2.24858j -24.3063-2.5692j -15.9333-1.06155j -11.999-1.33697j -27.2583-3.17704j -3.63086-0.612716j -17.0169-0.838226j -16.2008-1.23071j -2.56684-0.703784j 12.6132+1.34713j 4.63335+0.366581j -5.58866+0.220696j -3.85833+0.149821j 2.50081-0.122642j -0.207904-0.231042j 
0.606574-1.27375j -0.952565+3.96489j -0.430216-8.07607j -1.65647+11.174j 0.847174-11.4897j -2.39094+29.1135j 2.18901-5.20352j -2.58102+37.0017j 4.58057-38.5495j -1.3937+8.35991j 2.82643-57.7566j -2.98647+27.7424j -1.47263+33.0385j -3.53814+53.2239j -0.689678+19.3463j -3.77782+111.074j 3.31002-73.216j 0.296276-5.68329j -0.23725+28.7945j -2.94577+23.5957j 0.291896+20.9116j -4.3537+123.114j 1.76346-4.01896j -2.3849+93.0486j 0.304349+4.40944j 57.2655-68.9328j 37.7709-5.25976j 1.77179+5.13066j 1.18659-94.1665j 1.4454+2.18751j -2.02055+122.757j -0.292758+22.0175j -0.32491-24.4283j 0.575472-27.9578j 1.03906+5.55531j -1.64651-72.3664j 0.752551+111.486j -0.280989-20.8193j 1.46844+53.729j -0.537879+32.4093j 1.56307+28.5594j -0.47129+57.0698j 1.53816+8.67453j 3.00428+37.9623j 1.34349+36.5493j 1.97363+4.96708j -0.603693-30.1608j -0.715683-11.7479j 0.522351+12.1488j -0.850515+7.66671j -0.595809-4.20048j 1.04072+1.01147j 
-0.0712929+0.108806j 0.252903-0.228131j -0.386891+0.361221j 0.572208-0.10432j -0.842177+0.431921j 1.69583-0.372632j -0.44526-0.0127713j 2.31586-1.48716j -1.83148+1.25719j 0.0845935+0.0719179j -3.20398+1.30838j 1.38065-0.712696j 2.11262-0.901371j 3.63506-1.69422j 1.58061-0.440743j 6.04043-4.55012j -3.76463+1.08772j -0.731421-0.757138j 2.06665+0.810213j 0.732571-1.27177j 2.16653+1.23056j 6.77269-4.74344j 0.315898+0.203891j 3.29976-3.70817j -1.03562+0.177681j -4.81169-2.85036j -1.08313-3.51517j 0.779928-1.21513j -4.55638+4.61666j 0.31291-0.414047j 5.35239-3.87837j 2.39712+0.924178j -1.0022+1.53358j -2.96235-0.216389j 1.14233+0.390007j -4.77583+1.86956j 4.45375-3.83076j -0.835258+0.100071j 2.32725-1.00571j 1.71022-0.66895j 1.65123-1.07204j 3.39746-1.46591j 0.780777-0.487752j 1.80414-1.51648j 1.3488-1.00297j 0.303544+0.059728j -1.73951+0.721326j -0.30584+0.249203j 0.784642-0.486212j 0.380889-0.291834j -0.196415+0.210227j -0.0546256-0.00108534j 
0.184219-0.577183j 1.33659+2.46306j -2.79441-5.25141j 3.45954+7.37274j -3.30285-8.20241j 8.55969+19.3389j 0.0359211-3.40009j 10.1848+25.0157j -9.6956-26.0917j 2.53528+5.42134j -18.3709-39.1505j 9.91945+18.2079j 10.0368+21.8373j 16.1837+34.5923j 6.32866+13.6531j 35.6421+74.043j -22.6738-48.9778j -2.69862-3.65976j 9.90767+19.5348j 6.90614+14.2759j 7.11831+16.036j 38.9781+81.6763j 1.109-1.14152j 31.2171+61.3566j 2.28081+3.63743j 16.7057-64.3182j 22.8989-16.8146j 1.59084+4.08841j -31.488-61.7115j 2.22918+1.84501j 41.8976+79.7578j 6.6582+14.0464j -8.19329-15.3859j -11.0376-19.4308j 3.81122+5.62076j -25.3966-47.9122j 39.7826+73.8814j -7.41122-12.9484j 19.4972+35.0832j 11.1747+20.3194j 11.9853+19.8404j 21.3394+36.4561j 3.75869+6.22516j 15.1902+24.5576j 13.671+23.9031j 3.07659+2.82344j -10.0009-18.9987j -4.65501-7.56149j 3.99532+7.49852j 2.10693+5.01165j -2.15871-2.99986j 0.813514+1.20932j 
0.775853-1.16999j -1.93281+2.85131j 1.98798-5.13165j -3.84521+7.44993j 4.26988-7.73772j -9.56947+19.3897j 2.98005-3.07353j -13.1013+24.6564j 14.4056-25.3623j -3.35875+6.15152j 20.2598-37.5197j -10.9033+20.2358j -10.7767+20.7898j -18.5249+35.7796j -7.04825+13.2217j -37.1656+75.8406j 23.8943-49.1493j 3.52478-5.4894j -10.7321+20.2484j -7.57433+15.3838j -6.5637+14.3512j -39.6046+82.0546j 2.0654-2.13727j -28.7455+63.1269j -0.590529+3.99112j 59.8467-30.3067j 29.0076+6.8831j -2.08798+4.26556j 28.8593-63.2188j 1.00047+1.14391j -36.1647+83.3077j -6.47026+16.4085j 6.86038-14.6874j 9.17531-20.0536j -2.54438+4.36316j 20.8467-50.091j -32.2869+76.1214j 5.71329-13.9667j -14.7513+35.5319j -9.58262+21.9393j -8.89533+19.1845j -16.7594+39.7417j -2.29125+5.69769j -8.805+26.61j -9.15994+25.3607j 0.208231+3.3225j 7.99694-19.9417j 2.88204-8.2623j -3.37988+7.68183j -2.68271+5.1958j 1.19069-2.77562j 0.20598+0.665495j 
-0.176421+0.230172j -0.127012-0.809888j 0.457933+1.58992j -0.748917-2.24687j 0.268964+2.22487j -1.65936-5.5293j -0.0908063+0.770887j -1.01944-7.21871j 1.2682+8.01162j -0.770412-1.95929j 3.16035+11.1621j -1.79412-5.85925j -1.54361-6.05242j -2.13291-9.70574j -0.792076-3.49977j -4.51104-22.4438j 4.82617+14.1615j 1.2229+0.710339j -2.99637-4.90537j -0.890248-5.17772j -2.49386-2.83528j -5.27977-24.4186j -0.192183+0.88433j -4.99317-20.0816j -1.12805-2.17913j -5.58446+16.6424j -5.3052+3.40561j 0.951152-0.95355j 3.83614+19.3129j -0.0430604-0.42959j -7.59732-25.0229j -2.37359-2.58469j 0.768648+4.96831j 2.34915+4.11168j -0.90722-0.55577j 4.47428+13.2918j -7.20678-23.3776j 1.89109+3.88084j -4.29534-10.5647j -2.28466-6.1156j -1.85325-5.75638j -4.05544-10.7766j -0.324136-1.51674j -2.70079-7.59604j -2.91082-7.55651j -0.877066-0.669416j 1.86825+5.29809j 1.13854+2.42906j -0.587079-2.05253j -0.307664-1.58472j 0.400491+0.980808j -0.209079-0.400128j 
