0.000408631+0.000963718j -0.00208547+0.00062503j 0.00164003+0.0016685j -0.00465659+0.00169752j -0.0037562-0.000720885j 0.00219774-0.00201006j -0.000676038+0.00157558j 0.00692713-0.0024145j -0.00644313-0.000513328j -0.000264491+0.00179457j 0.00093948-0.00196982j 0.00286083-0.00151618j 0.00741118-0.00303767j -0.00505264+0.00215495j -0.0127234+0.00275519j -0.00313287+6.79458e-05j 0.00371333-0.000588589j -0.00605723+0.00110115j 0.00291475-0.000952296j 0.00952326-0.000810775j -0.00114189+0.000344563j -0.0063376+8.21795e-05j 0.00451803+0.000144281j -0.00472093+0.000465497j 0.00482423-0.000409848j -0.00238826+5.32572e-05j -0.0107317+0.000430125j -0.00379999+0.000557325j 0.00861968-0.000560833j 0.00308348-6.8555e-05j 0.00481059+0.000105211j -0.00851502-2.14673e-05j -0.000453425+3.55562e-05j -0.00163549+5.45571e-05j 0.00216695+0.000469019j 1.47464e-05+8.18088e-05j -0.00126264-0.000276105j -0.000431858+0.00075637j -0.00015925+0.000452403j 0.000261437-0.000192916j 0.00174214-7.02523e-05j 0.000514224-0.000148608j 0.00370868-0.000168806j 0.00252919+0.000153732j 0.00975107+0.000723925j 0.00133109+3.25581e-05j -0.00395597-0.000225705j 0.00343751+0.000350519j 0.0110147+0.00151747j 0.00133721+0.000308246j -0.00619302-0.000470769j 0.00252757+0.000179769j -0.00371413-0.000620713j 0.00240917+0.000510266j -0.0050514-0.000316664j -0.00662467-0.000736831j -4.12059e-05+0.000228896j 0.00751857+0.00114977j -0.00304796-0.00122357j 0.00539931+0.00125625j -0.00223718-0.000342056j 0.00248554+0.000295057j 0.00920352+0.00289778j 0.00404401+0.00246318j -0.00432783-0.00239668j 0.00157994+0.00114194j -0.000123097-0.0016795j 0.000416747-0.00148913j -0.00582474+0.000497313j 0.00586519+0.00225938j -0.00052536-0.00143512j 0.00173596+0.00183946j -0.00344378+0.000716033j 0.00429646+0.0016618j 0.00169411-0.00170355j 0.00212573+0.000675372j 0.000531348-0.00113816j 
-0.00186299+0.00177719j -0.000413791+0.000430029j -0.000996057-0.000972847j 0.00256197-0.00288037j -0.00312379+0.0010453j 0.00141058-0.000112729j -7.69679e-05-0.00051743j -0.000651672-0.000825143j -0.000654033+0.00126226j 7.43958e-05+0.000208405j -0.00115892-0.000998591j 0.0010603-0.0018285j 0.000725788+0.000603316j 0.00114431+0.00239401j -0.000992623-0.00112591j -0.00153215+0.000647208j 0.000851566+0.00276134j 0.00101275+0.0014263j -0.000554494+0.00137363j -0.00088479+0.00184292j 0.000977881+0.000648781j 0.00170191+0.00170106j -0.00136736-0.00139278j -0.000350126-0.000667933j 6.1779e-05-0.0022189j 0.000850561-0.00150509j -0.00058302+0.000919974j 0.00255328-0.000205028j -0.000814869+0.00212895j 0.00189907-0.00124233j -0.00100655+0.00124507j -0.00232566+0.000839552j -0.000332273-0.00173555j 0.00111596+0.000815072j -0.00232523-0.00257052j 0.00324161-0.000429634j 0.000857708+0.0013667j 0.000827314+0.000680824j -0.000420968-0.000362372j -0.00114597+0.00490641j 0.000129518+0.00237096j -0.000553185-0.00279996j 0.00083835-0.00391828j 0.00045892-0.0036238j 0.000646666+0.000403257j -0.0019151-0.000467181j -0.00138636+0.00146609j -0.00163713+0.00179073j -0.000853255+0.00104899j 0.000150943+0.00146984j -0.0018183+0.00123281j 0.000458229-0.00158198j -0.0017663+0.000824701j 0.000428842+0.00151676j 0.00068442-7.40298e-05j 0.000537472-0.00234737j -0.00108829+0.00202053j 0.000299766-0.000320476j -0.00076674-0.00118294j -0.000427863+0.000653683j 0.000313442-0.00128972j -0.000244431+0.00160677j -0.000698052+4.33097e-05j 0.000515653+0.0018062j -0.00122813+0.0023437j -0.00198331+0.00184605j 3.36847e-05+0.0017791j -8.08945e-05-0.00118637j -2.48254e-06+0.000681695j -0.00108218-0.00138138j -0.000899314+0.000252392j 0.0015727+0.00158072j 0.000684688-0.000589478j -0.00113827+0.00036163j 0.0024819+0.000125935j 0.00165946+0.000822993j -0.000585538+0.000122901j 
0.000692622-0.000485483j -0.000884203-0.000619641j 0.000457744-0.000770879j 3.47921e-05-0.000136802j 0.00168433+0.00105871j 0.000376704+0.000491945j -3.07979e-05-0.000530138j -0.000895786+0.000222087j 0.000453696+0.00163205j 0.000609681+0.00297505j 0.000336364+0.00061973j -0.000263573+0.0017085j -0.0013313-0.00156291j -0.00189784+0.00107784j 0.000699249+0.0012726j -0.000568714-0.000511489j -0.00122954-0.000422328j -0.000279744-0.00223548j -0.00103799-0.00148904j -0.000310416-0.00283818j -0.0019347-0.00199547j -0.00148149-0.00274844j 0.00138019+0.00194673j -0.000833903+0.000165414j 0.00246883+0.00484775j -0.000511237-8.62449e-06j -0.000711186-0.000336867j -0.00193161+0.000486485j -0.000178187+0.000605408j -0.000798412-0.00104305j -0.00122937-0.00269441j 0.000604305-0.000606539j -0.00136104+1.58e-05j -0.000954138-0.00257637j 0.00268698+0.000832241j -0.00128622+0.000337057j -0.00164681-0.00169114j -0.000522265+0.000995141j 0.00278606+0.00263219j -0.000739727-0.000455028j -0.000440319-0.0004958j 0.000709808-0.00294076j -0.000289901+0.0029913j 0.000345943+0.00125669j 0.000676662-0.00130439j 0.00111381+0.000767683j 0.00198596-0.000244277j -5.30574e-05+0.00178313j 0.000904852+5.36533e-05j -0.00303829-0.00200438j -0.000969186-0.0001585j -0.00128728-0.00217668j 0.000165616+0.000880914j -2.07901e-05+0.00260825j -0.00191879-0.00112035j 0.00158991+0.00262436j 0.00112087-0.00405371j -0.00154491+0.00366181j 0.0011174+7.44247e-05j -0.00180658-0.00284062j -0.000227021+0.00294821j 0.000219681-0.00089131j 0.00108274-0.000307226j 0.000204512-0.00219048j -0.000484037-6.19181e-05j 0.000853596-0.00279018j -1.73916e-05-0.000576366j 0.0020585-0.000686957j 0.000724304-0.00177019j -0.000955966+0.00169603j -2.4154e-05+0.000287944j -5.70814e-05-0.000887403j -0.000743371-0.0016107j -0.000613249+0.000556545j 0.000473187-0.000437466j -0.000591856-0.000280745j 0.000633799-0.00072502j 
-0.00080365+0.00235965j -0.000629068-0.00041784j -0.000545796+0.00171458j 8.77984e-05-0.000489351j -0.00167573+0.00135529j 0.000993653+0.000403333j 0.000914185-0.000380808j -4.72878e-05-0.00100812j -0.000583293+0.000393917j -0.00226802+0.00330241j 7.12567e-07+0.0007101j -5.76382e-05+0.00155404j -0.00146861+0.000393985j -0.000731444-0.00191416j -0.000984655-0.000502085j -0.000690982+0.000498622j -0.000724413+0.00019128j 0.00118987-0.00228829j 8.12238e-05-0.00083356j 0.00199143-0.00199165j 0.000513919-0.00371978j 0.00125855-0.00129536j -0.00118663+0.00291402j -0.000750676+0.000266563j -0.00149754+0.00486602j 0.00202197+0.00239201j 0.000649253+0.000353037j -0.000626037-0.00260443j -0.00123159+0.000664104j 0.00228115-0.00219977j -0.00105116-0.00386015j 0.00126264+0.00081843j -0.000345167-0.00100316j 0.000738857-0.00159811j -0.000732545+0.000399492j -3.76719e-05-0.00416545j -0.000732582-0.00225436j -0.00125285+0.000606684j -0.0022416+0.00120884j -0.00174638-0.000352828j -0.000179131-0.00139104j 0.000298018+0.00216017j -0.00175592+0.0016758j -0.000424508+0.00200516j 0.000195846-0.00136915j -0.0026363+9.06962e-05j 0.0014308+0.00139464j -0.00181969+0.00329807j 0.000489814-0.00131488j 0.00203564-0.00109056j -7.39211e-05-0.000222961j -0.000945192+0.00129881j -0.00275056-0.000894827j -0.00115766+0.00166004j 5.40038e-05+0.00346371j -0.00425274+0.00384591j 0.00281329-0.00104041j -0.00193759+0.00254031j -7.71428e-05+0.00137028j 0.00112931-0.000977615j -0.00273994+0.000719376j 0.0010079+0.000760947j 0.000161282+0.00136821j -0.00017571-0.000450091j 0.000729225-0.000694565j 0.00195832-0.00096286j 0.000216095-0.000798494j 0.00265671-0.00104858j 0.00181669+4.39687e-05j -0.000386565-0.0013138j -0.0011584-0.000662665j 0.00236463+0.000532736j 0.000801344-0.000478396j 0.00117308-0.000714817j 7.94695e-05-0.000637796j 0.00178745-0.000113321j -0.000375558-0.000330069j 
-0.00100091+0.00197938j -0.000632507+0.00164463j -0.00142594+0.0005645j -0.00159418-0.00106324j -0.000158904-0.000147502j -0.000994351+0.000526167j 0.00247861+0.000514767j 0.00389055-0.00219091j -0.000876456-0.00086682j -0.00222161-0.00134077j 0.0018592-0.00134826j 0.00159219-0.000993668j -0.00128565+0.0014657j -0.000746506+0.000136709j 0.000277447-0.00126692j 0.000907457+0.000445779j -0.00131717+0.000316624j -0.00126177+0.00109277j -0.00035068+7.35534e-05j -0.000264927+0.00144749j 0.000733595-0.000867752j -0.00144198+0.00155993j -0.00029925+0.00162123j 0.00215319-9.62129e-05j -0.00074445-0.00146418j 0.00230558+0.00195056j 0.0036768-0.000461706j -0.000335411-0.00380899j -0.00247464+0.00128395j -0.00100189+0.000300944j -0.00150663+0.000215867j 0.00488917+0.000899053j 0.00341899-0.000648081j -0.0020651+0.00146949j -0.000670133+0.000435682j 0.000264266-0.00424502j -0.000752894+3.13063e-05j -0.00206014-0.00237837j -0.00528446+0.000537181j -0.00372915-0.00313665j -0.00242086-0.000409747j -0.00118952+0.00220262j 0.00400448-0.000939972j 0.000811732+0.000898701j 0.000283849-0.000292256j -0.0025175-0.000478679j -0.00220311+0.000394246j 0.00101502-0.000273647j -0.000904991-0.000635618j 0.00803238-0.000640186j 0.0022615+0.000947183j 3.12366e-05+0.00177768j -0.00273179-0.00163374j -0.00301812-0.00183179j 0.0049032+0.00272734j -0.00632949-0.000489344j -0.00282156-0.00101907j 0.00405071+0.000878378j -0.000690334+0.00142188j 0.00193777+0.000923726j 0.000259317+2.9547e-05j 0.000361526+0.000359596j 0.00185478+0.00149812j -0.0019369-0.000753084j -0.00192791-0.00166558j -0.000672838+0.00158282j -0.00321985-0.00177111j -0.000489458+0.000770695j 0.00213182+0.00315077j 0.00160242-0.00138542j -0.00138281-0.0019152j -0.000500698-0.000499447j 0.00235587+0.00190062j 0.000299228+0.000494879j -0.000647817-0.00188698j 0.000897978-0.000147912j -0.00184249+0.000322526j 
-0.00052054+0.00155647j -0.00128989-7.18161e-05j -8.01017e-07+0.000984422j 0.000439851-0.000593441j -0.000915061+0.00118789j 0.000880106-0.00127085j -0.000622843+0.000413724j 0.000107372+0.000959569j 0.00149966-0.000398176j 0.00351171-0.00112498j 0.000519332+5.56943e-05j 0.0028415-0.000876626j -0.000878036+0.00124285j 0.000207698-0.00130367j -0.000213995+0.000575586j -0.000747115+0.00200017j 0.000645481+0.000214311j -0.00210725-0.000382683j -0.000521916+0.00118198j -0.00244375+0.000560535j -0.00248509+0.000279608j -0.000665961-0.000690554j 0.000227312+0.000665543j 0.000375154+0.000872039j 0.00407202-0.000943958j 0.00190749-2.73363e-05j 0.00159279+0.00107248j 0.00123694-0.00173525j 8.94685e-05+2.88614e-05j -8.78891e-05-0.00180604j -0.00455607+0.0013131j -0.000525252+0.00131987j 3.73533e-05+0.00112981j -0.00175851+0.000692531j -0.0031709-0.000147878j 0.00152173-0.00135946j -0.00120972+0.00115245j 0.00125134-0.000622962j -0.00122884-0.000804244j 0.00126311-0.000146112j -0.000503145-0.00184151j -0.00284467+0.00179287j 0.00283705+0.00056119j 0.000491294-0.000574689j -0.00166547+0.000213221j -0.00149979+0.000727178j -0.000304534-0.000920123j 0.00209774+0.00153913j -0.000739259-0.00122136j 0.00238612+0.00152679j 0.000158274+0.00121724j -0.000288184+0.00178172j -0.000534517+0.000194767j 0.00271945-0.000225909j 0.00215564+0.00262419j 0.00054202+4.38512e-07j -0.00178938-0.00140552j 0.00416112+0.00201352j -0.000655222-0.000483045j -0.000490202+0.000741386j 9.15577e-05+0.00121786j 6.14741e-05-0.000190494j 0.000434144+0.000767231j -0.000393956+8.87123e-05j 0.00079466-0.00115798j -0.00278855-0.000848984j 0.000100169-0.000686543j -0.00335415-0.00208903j -0.000899165+0.000481781j 0.000186753+0.00044078j 0.000337483+3.13114e-05j 0.00150439-0.000815382j -0.000263949+0.000460401j 0.000271884-0.00083924j 0.000177346-0.000170999j 0.000787897-0.0003891j -0.000671037-0.000422098j 
-0.00143763+0.000866479j -0.00118638-0.00151264j -0.00132085+0.00104819j -0.0022681+0.000914686j -0.00265182+0.000922139j 0.00267751-0.002068j -0.00175494-0.000463913j 0.000572446-1.29322e-05j 0.0019989+0.0012651j 0.00245872+0.00188939j 0.000833984+0.000632528j 0.002655-3.21514e-05j -0.00142852+0.000470727j 0.00358752-0.000677625j -0.00182723+0.000831113j -0.00145019+0.00104003j 0.00259944+0.000500104j -0.00159513-0.000507036j 0.000659798+0.00226594j -0.0006901+0.00134518j -0.000896467+0.000685979j 0.000763885-0.00140773j -0.00257836-6.79807e-05j -0.000362908-0.000342486j 0.0015313-0.000390217j 0.00348706+0.000735464j 0.00390385+0.0011827j 0.00199403-0.00210689j -0.000104506+0.00149986j 0.000859585+0.00123688j -0.00576276-0.000119528j 0.00172825-0.00280884j -0.000701831-0.000379694j -0.000850209+0.00202224j -0.00539169-0.00199955j 0.000272793-0.0020912j -0.000408208+0.000797327j -0.000120404-0.000938412j -0.003856+0.000131728j 0.00099517+0.00413415j 0.00143008-7.00524e-05j -0.00512728-0.000385097j 0.000525216+0.000474539j -0.000976498-0.0016507j -0.000334423-0.000634888j -0.00338226+0.0018332j 0.000874181+0.0013303j 0.00358379+0.0011051j 0.00108437-0.00151906j 0.00652617-0.000505521j 0.00249522+0.000684689j -0.00140326+0.0020789j -0.00216079+0.00194881j 0.000330605+0.00183739j 0.00480733+0.0010504j -0.00321915-0.00053437j -0.00119315+0.000571889j 0.0058798+0.000729455j -0.000263111-0.00116029j 0.00159775+0.0021793j -0.00191199-0.00098394j 0.001965+7.56294e-06j 0.00185536+0.000203546j -0.0011173-0.000575619j 0.000728064+0.000910673j -1.75988e-05-0.000349951j -0.00118958-0.000697573j -0.00306006-0.00525024j 0.00227542+0.00150338j -0.00140504+0.000223916j -0.000868657+0.00145855j 0.00315005+0.00054368j 0.000751559+0.00120361j 0.000518618-0.000270577j -0.00176248-0.0015893j 0.000788468-0.000884553j -0.000186621-0.00160604j 
0.000268958-0.00100757j 0.000308888-0.000171047j -0.000931591-0.000273382j -0.00110418-0.000446389j 0.000938011-0.000745793j -0.000768878+0.000893912j -0.00127592-0.000926671j -0.000448821-0.000250361j 0.000635899+0.00114911j 0.00221794+0.00103041j -8.68106e-06-0.0002361j -0.00110798-0.00100926j 0.0013101-4.66114e-06j 0.00363237+0.00313992j -0.000276126-0.000661975j 2.0521e-05-0.00038604j 0.00127788+0.00111148j 0.000715335+0.000738684j 0.00147815+0.00169911j -0.00018448+0.00118672j 0.00245543+0.000589912j 0.000422658+0.00133179j -0.00144128-0.00157614j -0.000228324-0.000890617j -0.0013971-0.00131212j -0.00177217-0.000331814j -0.000510391+0.000228272j 0.00109735+0.0023923j 0.00209033+0.00072271j 0.000117896+0.0012081j 0.00170656+0.000457246j -0.000960023-0.00147118j -0.000880809-0.00040955j 0.000266414+0.000822091j -0.00044209-0.00202784j -0.000237428+0.00124769j 0.000995671+0.00165305j 0.000706799+0.000908126j 0.00125743-0.00103139j 0.00343981+0.00454033j 0.00321812+0.00280414j -0.00332671-0.00221224j -0.00154389-0.00168093j -0.0011008-0.00199715j -0.000425775-0.000328299j 0.00160949+0.000308083j -2.7338e-05+0.0011937j 0.000114286+0.000134069j 0.0017717+0.000781494j -0.00109646+0.0013711j 0.000601148+0.00115237j -0.000793154-0.000746708j 0.00219801+0.0015688j 0.000209389+0.00133977j -0.00157158-0.00187421j -0.000230295-0.00276308j -0.00052568+0.00194943j -0.00114704-0.00144678j -0.000558521-0.000609448j -5.16515e-05+0.0019442j 0.000981206-0.00195575j 0.000196538+0.000411968j -0.00121308-0.001707j 0.000500541+0.00197545j -7.49637e-05+0.00413031j 0.000533136+0.00163718j 4.43003e-05+0.00126903j -0.000181804-0.00227964j -0.000759347-0.000590328j -5.93841e-05+0.00120229j 0.000313989+0.00199612j -0.00146515+8.52705e-05j 0.000173552-0.000259277j 0.000611341+0.000799214j -8.44169e-05-0.000903642j -0.000254406+0.000154235j 0.000789547-0.000331486j 
-0.000428681-0.00227741j 0.000403366+1.96227e-06j -0.000209044-0.00167641j -0.00113675+0.00113105j 0.000475013-0.00224932j 0.000310799+0.00228247j 4.82466e-05-0.000278219j 0.00189433-0.00165546j -0.000273186+0.00177999j 0.00121305+0.000441687j 0.00162666-0.00204932j 0.00125673+0.00123776j 0.000878849-0.0017291j 0.000670725+0.00212668j -0.000262085+0.00022854j -0.000432196-0.00209772j -0.000600839-0.000250934j -0.000408307+0.00106269j -0.000226636-0.00163476j -0.00200015-0.000879817j -0.000301765-0.00174396j -0.000615459+0.000231279j -0.000225386+5.09929e-05j 0.00181881-0.000950552j 0.000173699+0.00150962j 0.000607173+0.000291849j 0.00151896-0.000541651j 0.0014981+0.001107j -0.0013389+0.000202384j -0.00215432+0.00197995j -0.000681378-0.00223355j 0.00338751-0.0021061j 0.0018239-0.00083512j -0.00220241+0.000337421j 0.00050317-0.00249797j -0.000152794+0.00439816j -0.000434698+8.83919e-05j -0.00105062-0.00168896j -0.00313352+0.00123119j -0.00130158-0.000874227j 0.000455824+0.000366834j -0.000395421-0.00460625j 0.00312187+0.00198434j 0.00145216-0.00106046j 0.00122421+0.000245016j -0.000169356-0.00205248j -0.00137291-0.000669905j 0.00128289-0.00193626j 0.000390728+0.000179415j 0.00513302+0.000540658j 0.00172006-0.000682501j 0.000796692-0.00259961j -0.00028426+2.89801e-05j -0.0036458+0.000463976j 0.00353232-0.00180669j -0.00234579-0.00225998j -0.00188022-0.00299894j 0.00136283+0.00328478j 0.00117683-1.62586e-05j 0.00159983-0.0015849j -4.86511e-05-4.19241e-05j 0.000599484-0.000619248j 0.00185605+0.00115059j 0.000612094-0.000779789j -0.00162996+0.000394118j 0.001015-0.00101729j -0.00300223-0.000512997j -0.000793392-0.00198097j 0.0015791+0.00200189j 0.00010099-4.24646e-07j -0.00028343-0.000193094j -0.00254928+0.00124714j 0.0018845+0.000358238j -0.00132183+0.000496835j -0.000904193-0.00057988j -0.00137556+0.000563582j 0.000639992-0.000378109j 
0.000106829+0.000990086j 0.000107274-0.000569115j 0.000130989+0.00177954j -0.000244288+0.000648556j -0.000161283+0.000355478j 0.000489605-0.00126092j 0.000241663+0.000165798j -0.000958463+0.000876375j 0.00118925-0.00141308j 0.00200539-0.00115099j -0.000784411+0.000107136j 0.00281753+0.000137803j -0.00166865+0.00154125j -0.00148145-0.00257673j 0.000592112+0.000169641j -0.000596737+0.00161452j -0.000349865+0.000268977j -0.001575-0.00119376j -0.00254882+0.00144j -0.00262786+0.000146074j -0.00446993+0.00137493j -0.00170317-0.00129786j 0.00285195+0.000119581j 0.000731416+0.000998031j 0.00424976-0.000901536j 0.00116325+0.000683066j -0.000210184+8.07491e-05j -0.00137518-0.00137938j 0.000530397-0.0011491j -0.000571553-0.000994101j -0.00324368+0.00162321j -0.000743174+0.000214677j -0.000369094+0.000848839j -0.00132139+0.00122949j -0.00117582+0.000435416j 0.000891765-0.0020282j -0.00207491+0.000226222j 0.000566554+0.00104539j 0.00157241-0.000169824j -0.00108324-0.00214786j -0.00163907-0.00240776j -0.00125251+0.00420895j 0.00271362-0.000156151j 0.00102541+0.00120638j -0.00219721-0.000362786j -0.00121011+0.000856607j -0.000691699-0.00227575j 0.00054812+0.000517656j -0.000953257-0.00132391j -0.000829159-0.000746482j -0.00100457-0.000105065j -0.000787143+0.00340446j 0.000576165+0.000281078j 0.00295823-0.000365497j -0.000467788+0.00277918j 0.00235496+0.00342628j -0.00228803-0.00109152j 0.00421379+0.00057478j 6.06687e-05-0.000205224j -0.00259325-0.000321784j 0.00125095+0.00125864j -0.000903662-0.000688638j 0.000610098-0.000256314j -0.00137369-0.000523287j 0.000611926-0.00274005j -0.0030316-0.00190135j 0.000800932+0.000385138j -0.00158532-0.00031175j -0.00143934-0.00126727j 0.000449728-7.99698e-05j -4.83925e-05-0.000357825j 0.000975123-0.000912276j -0.000987423+9.25489e-05j 0.0016301-0.000655007j -0.00075886+0.000444749j 0.000593818-0.000564226j -0.000309631+0.000260295j 
-0.00112922-9.87759e-05j -0.000166145-0.0012074j -0.000128344+0.000461316j 0.000331018+0.00189697j -0.000448227+0.000610587j -0.00169179-0.000549264j 0.000691659+0.000157215j 0.000795887+2.47913e-05j -0.000875958+0.000554987j -0.00183961+0.00205327j 0.00111785+0.00141371j -0.00133021+0.000516715j -0.00161691-0.000226705j 0.000353509-0.000690646j -0.00016815+0.000661099j 0.000365173-0.000829934j 0.00016157-0.000925487j -0.00133694-0.000180884j 0.00144979+0.00049875j 0.00405306-0.000499626j 0.00300556+3.25978e-05j 0.000558469-0.000906589j -0.00184417-0.000264161j -0.00214119-0.000887253j -0.00220655+0.00157003j 0.000353932+0.000275145j 0.00118615-7.354e-05j -0.00107324-0.000171518j 0.000577327+0.000882925j 0.00366037+0.00192289j 0.000116629-0.00170345j -0.00181259-0.00136465j -0.000517208+0.000482395j 0.00106733-0.00070634j 0.0019802+0.000841473j -0.00296927-0.00137872j 0.000246969-0.000891372j -0.000106219+0.000439767j 0.000170012+0.000708598j 0.000180777+0.00043229j 0.00057505+0.000576586j 0.000711882-0.00105263j -0.00255172+0.000919775j 0.000370324+0.0013614j -0.000324459-0.000785798j 0.00212771+0.00167723j 0.00206664+0.00207969j -0.000498343-0.000329554j 0.000471797+0.000378348j -0.00326843-0.00264342j -4.53829e-05-7.93225e-05j 0.000848005+0.000203388j -0.00134516-0.000906251j -0.000171037+0.00206747j -0.0010367-0.00144858j 0.000204927+0.000635323j 0.00341663+0.0011486j -0.00322232-0.00224811j -0.000254851-0.00121753j 0.002138+0.000805113j -0.00130465+0.000338504j -0.00019241-0.000599263j -0.00133599-0.0014551j -0.00176681-0.000632515j 0.000448767+0.00111498j 0.00146255-0.00101494j -1.48819e-05-0.000729795j 0.00172288+0.00121152j 0.0011294-0.000620439j -0.000690851+0.000784383j 0.000144736+0.000377614j 0.000388911-0.000760237j 0.000743745+0.000470806j 0.000335901-2.26614e-05j -0.000570594+0.00121645j -0.000171733+0.000827059j 0.000320124-0.000183278j 
-0.000525059+0.00016528j 0.000425654+0.00297484j -0.00103755-0.000544569j 0.000787715-0.00164786j -0.00171638-0.000278006j 0.000628633-0.00427785j -0.00143289+0.0030117j 1.79042e-05+0.00221077j 0.000624374-0.00260307j 0.00219358-0.00152351j -0.000786399+0.000151939j 0.000834495+0.0012497j 0.000911065+0.000197745j 0.00202909-0.0015796j 0.000190116-0.000521541j -0.000670354+0.00130099j 0.000511531-0.000625479j 0.00257354-0.0016432j -0.000972063-0.00256797j -0.00242852+0.000639771j 9.93138e-05-0.000416743j 0.000897122+7.06053e-05j 0.000109084+0.00212491j 0.00169544+0.0024972j -3.45969e-05-0.00182864j -0.00111422-2.00245e-05j -0.00208183+0.00139166j 0.0036965-0.00259539j 7.22628e-05-2.7881e-05j -0.00197708+7.48663e-06j 0.00217299+0.000824191j -0.00150044-0.000783809j -0.000841904+0.00084026j -0.000159734-0.000146554j -0.0039141+0.00156012j 0.00608756-0.000656901j 0.00123925-0.000687323j 5.56306e-05+0.00160963j -0.00201147-0.000503034j 0.00536258+0.000293025j 0.00161296-0.000923566j -0.00123844+0.00280345j 0.000905345+0.00182892j -0.00262711+0.00161741j 0.000334825-0.0024021j -0.00276205+0.000649609j -0.00190984-0.0028823j -0.00074355-0.00148987j -0.00188559-0.0014814j 0.00427168+0.00037818j -0.00194965-0.00256759j -0.0022335+0.00330018j 0.00209706+0.000714572j -0.000252754-0.000715543j -0.000726223+0.000576914j -0.00323288+0.000994041j -0.000857392+0.00130217j 0.000641176-0.0014306j 0.000130033-0.00020905j -0.000793466+0.000212939j -0.00115554+0.000714756j 0.00141367-0.00111883j 0.000408519-0.000990283j 0.00134914+0.00160283j 0.00212645-0.0008152j 0.000909885-0.00127348j 0.0011686+0.000688853j -0.00361549-0.000171556j -0.00123601-0.0006654j 0.00131023-0.000934182j 0.00139606-0.000474717j 0.002958-0.00102168j -0.00172206+0.00238595j -0.000566978+0.000591846j -0.000257094+0.000587749j -0.000409363+0.000662626j -0.00244974+0.00135936j 
4.48202e-05-0.00130332j 0.00104864+0.000695509j -9.84214e-05-0.000646273j 0.000357338-0.000310633j -0.000743844-0.00329581j 0.000882519+0.000996327j -0.00122517-0.00128458j -0.000126454-0.000277423j -0.00115491+8.46949e-05j 0.00153831+0.00531495j 0.00158186-0.000542455j 0.000470487+0.00356912j 0.00233707+0.00160157j 0.00197202+0.00335622j -0.000996657-0.00244724j -0.000343681-0.00155653j 0.000201048+0.00281663j 0.00130365-0.000853844j 6.57704e-05-0.000164678j -0.00267704-0.00258402j 0.00213425-0.00233289j 0.0032904+0.0022278j -0.00162526-0.00122853j 0.00146443+0.00137699j -0.00127094+0.000960139j -0.000323825+0.00179066j -0.00120991+0.00160069j 0.00381518+0.00331674j -5.56637e-05+8.80187e-05j -0.000503062+0.000546412j 0.001324-0.00326271j 0.00133073-0.00268285j 0.000727811-0.00131883j -0.00206469+4.41099e-07j -9.32837e-05-0.00579867j 0.001459+0.00303976j -0.000284778+0.000695152j -0.000593351+0.00202916j -0.00350748-0.00259874j 0.000455285+0.00603022j 0.00232408+0.00318212j -0.000736261-0.00208168j 0.000132469+0.00255727j 0.00113599-0.000368239j -0.000132083-0.00124154j -0.00189049-0.00134001j -0.000483849-0.00138714j -0.000490563+0.00115375j 0.000363775-0.00130279j 0.00404473+0.00494434j 0.000531218-0.00100797j -0.000984575+0.00247946j -0.00148396+0.00152146j -0.00321178+0.000970133j 0.00177715+0.00344053j -0.00245764-0.000409219j -0.000182414+0.000703611j -0.00132944+0.0018223j 0.00101897+5.36743e-05j 0.00128216+0.00248271j -0.000414317-0.00220493j 0.00163248+0.000631689j 0.000110315+0.000100739j 0.000497232+0.00418796j -0.00134584+0.00180512j 0.00237202-0.000377714j -0.00162518+1.68623e-05j 0.00259661-0.00690298j -0.00122958-5.45238e-05j 0.000852433-0.0021065j -0.00129226+0.00114359j 0.00010296+0.00103331j 6.75284e-05+0.00208425j 0.000158615-0.000862914j -0.000406072+0.000107016j -3.93311e-05+0.000112915j -0.000203492+0.000664179j 
