0.000442275-0.0125284j 0.00687528-0.0222963j -0.0590384-0.020629j -0.0147952-0.0099149j 0.00770378+0.013694j 0.00250303-0.0202111j 0.0437353+0.00787499j -0.00727121+0.000711566j -0.0250183-0.0251306j -0.0313611-0.00522487j -0.000914935+0.0245737j 0.0186039-0.0047702j -0.0471617-0.0159409j -0.0158919+0.00863951j -0.0339832+0.0449491j 0.0239739+0.0196309j 0.035922-0.0295956j 0.00595441+0.0220599j 0.0224508+0.0181002j 0.0196043+0.0189184j -0.00441642-0.00813856j -0.00950636+0.00259024j 0.0101001+0.00424403j 0.0103048+6.47816e-05j -0.0227789-0.002316j -0.0228873+0.00401134j -0.00671186+0.00858312j 0.0232405+0.0481213j -0.00244016-0.0201284j 0.00463319-0.0106946j 0.0164918-0.00363986j 0.00668157-0.0178442j -0.00993651-0.00710621j -0.00280838-0.00765851j -0.00853047+0.00106403j -0.00918353-0.00888268j -0.00491745+0.0144479j -0.00233863+0.00283644j 0.010475-0.00709019j -0.00166692+0.00226804j -0.0013055-0.000905583j 0.000256502-0.00045103j -0.000761283-0.0013652j -0.00522186+0.00102944j 0.00243471+0.00177629j 0.00437052-0.00162853j 0.00142315+0.00297197j 0.00382494+0.00231763j 0.0052307+0.0059444j -0.00422601+0.000583314j -0.000543891+0.00196819j 0.00202598+0.00123652j 0.00417767+0.0022036j -0.000367886+0.000837106j 0.000310577+0.00344689j 0.0014402-0.000602981j -0.0104733-0.00608171j 0.0147668+0.0021566j 0.00116773-0.0060323j -0.0137512-0.00439238j 0.00165337-0.00272306j 0.00173338-0.00225124j -0.00324874-0.00353573j 0.00181089-0.00249236j -0.000106292+0.000168609j 0.000992272-0.000119044j -0.00535428-0.00426051j 0.000943744-0.000591924j 0.00225798-0.00105464j -0.00175915+0.000178112j 0.00169372+0.00247027j 0.0010471+0.00261246j -0.000372963+0.00093723j 0.00204602+0.00114738j -0.00518099+0.000897611j -0.00573905+0.00402542j 0.00350868-0.00419434j -0.00447616+0.00283249j 0.00353605-0.000568154j 0.00137783+0.00594366j -0.00188787+0.000976435j -0.0028106-0.00399811j 0.00189429+0.00814129j 0.00182228+0.00297246j -0.000255405+0.000162769j 0.0112092+0.00836896j 0.00387791+0.000919364j 0.000426626+0.0023323j 0.0231089+0.00582507j -0.00469396-0.00219884j -0.00148358-0.00410193j 0.00179038+0.00686482j 0.00462707+0.000686535j -0.00341043+0.00618998j -0.00867178-0.00260119j 
0.0878489+0.116782j -0.00289599+0.0084253j -0.0356737-0.079056j 0.0621252+0.0757863j -0.0720652+0.00320416j -0.0809492+0.0343481j 0.102657-0.115948j -0.0383207+0.029779j -0.027338-0.0261868j 0.000144415-0.115379j 0.0356354+0.0850119j -0.0401193+0.0150871j 0.0247262-0.0485172j 0.0651763+0.0116998j 0.120123+0.0391927j 0.010528+0.00610319j -0.00294303+0.101474j -0.0487003-0.0454202j -0.0595362+0.010946j -0.0736648+0.026443j 0.0224768+0.00289899j 0.0161311-0.00182248j 0.0283923-0.00735976j 0.014333-0.00460288j -0.0779627+0.0115786j -0.0621842-0.00521933j -0.0903648+0.00367726j -0.144072-0.125767j 0.033087+0.00875227j 0.0169022+0.00139954j 0.0663333-0.0142829j 0.0637454+0.0246027j -0.0136539+0.00940448j -0.0634309+0.000547209j -0.0584699+0.00526448j -0.014358-0.0015581j -0.0102979+0.0185919j -0.00636705+0.00942729j 0.0398332+0.0112732j 0.00619667-0.00339285j -0.0150984+0.00183981j 0.0011455+0.00779777j 0.0124903-0.000924928j 0.0167035-0.0113224j 0.0103451+0.00358234j 0.00987151+0.00131233j -0.00137552-0.00138813j 0.00596252+0.00245881j 0.00632509-0.00789114j -0.00595642-0.0101115j -0.00858492+0.00975828j 0.00527999-0.00482584j -0.00345573-0.00182265j -0.0122551+0.00429897j -0.00376105-0.00122718j -0.00377738+0.00450709j 0.0068383-0.00251009j -0.00720342+0.00218597j 0.00460332+0.00190799j -0.0147316+0.00399251j -0.00707177+0.00112476j 0.0148286+0.00667994j -0.000906209+0.00528621j -0.0012722+0.00252147j -0.00289795-0.0108685j -0.00140767-0.00271015j -0.000388015+0.00393776j -0.000124385+0.00608287j -0.00282929-0.0017948j 0.00494402-0.00533306j 0.00637017+0.000125576j 0.00534257-0.00291495j -0.00232971-0.00534055j 0.00236358-0.0020271j -0.000852798-0.00341848j -0.00554184-0.0069453j 0.0011286-0.00101448j 0.0173912+0.00126429j 0.00453863+0.00081101j 0.000596212-0.00162166j -0.00521098+0.00221853j -0.00172581+0.000358866j 0.00086894+0.00981319j 0.00130681+0.00255413j -0.00414885+0.0028649j 0.00504433+0.00398058j -0.00764368+0.00167378j -0.00436884-0.00496984j 0.023276-0.00356276j 0.00101981+0.0055578j -0.0117798+0.000502672j 0.00992257-0.00462702j -0.00373115+0.00245141j 0.00248032-0.0122366j -0.0271435-0.000162612j 
0.0549351-0.0450041j 0.0188916+0.110916j -0.120596-0.0430916j -0.0249093-0.140185j 0.00229921+0.0131178j -0.0157051+0.0174645j 0.0410599-0.110315j 0.0459824+0.139264j -0.0920636-0.0211925j 0.0145624-0.0343236j 0.013284+0.0514597j 0.0352133+0.0085356j -0.0258255-0.0532371j -0.0460224-0.035939j 0.0671615+0.0471069j -0.00296005-0.0706451j 0.0463324-0.0252176j -0.0253969-0.0459005j 0.0234821+0.0250893j -0.0582491-0.0260565j 0.0170024+0.00704956j 0.0125525-0.0144225j 0.0252891-0.0052114j 0.0214423+0.00733421j -0.0150755-4.49096e-05j -0.0325721+0.0143546j -0.0172149+0.0222398j 0.00068168+0.123411j 0.00694754-0.0245448j 0.0176552-0.00377021j 0.0446895+0.013905j 0.00526541-0.0242084j 0.00545219-0.0176003j -0.026653-0.00798156j -0.0201389+0.00149617j 0.00284511-0.0105838j 0.00977297-0.00605751j -0.00912611-0.0175112j 0.0106635-0.0126853j 0.00591577+0.00331489j -0.00507882-0.00184646j 0.00127373-0.00203388j 0.0042796+0.000412393j 0.00642757-0.0117498j 0.00674026-0.00077256j -0.00330931-0.00450759j 0.00817255+0.00325029j 9.04157e-05+0.000634553j 0.00668811-0.000323675j 0.00849429+0.000150682j -0.00768748-0.00455193j -0.00703893+0.00392669j 0.000816305+0.00213213j -0.0108281-0.00574194j 0.000505155+0.00180541j 0.00194253+0.00283453j 0.0032981-0.00267378j -0.0131849+0.00222605j 0.000800009-0.00366696j -0.00865739-0.000793101j -9.0037e-05-0.00363388j 0.00866539+0.00601014j -0.00616817+0.00173066j 0.00574679-0.000559907j -0.00140431+0.000496559j 0.003561-0.00763638j -0.0113156-0.00353354j 0.00814469-0.00392324j -0.0036467-0.00373228j 0.00887837-0.00611939j 0.00799151+0.00482743j -0.00526893-0.000596733j -0.00101137-0.00899138j -0.00528375-0.00474933j 0.0065786-0.00127344j 0.00767612-0.0105116j 0.00187881-0.000951898j 0.00697687+0.00620455j -0.0029698+0.00117244j 0.00810135+0.00161272j -0.00130907+0.00513173j -0.0051334-0.00523973j 0.000606389+0.0102858j 0.00158529+0.003387j -0.00122486-0.00127219j 0.000823673-0.00354305j -0.00371913+0.00062613j -0.00648389+7.78619e-06j -0.0039168-0.00529555j -0.00334567-0.00189885j -0.00274719+0.00014901j 0.00519361+0.00226092j -0.00539342-0.00181502j 0.00098828-0.00184403j -0.00564165-0.000772704j 
-0.0802402-0.124583j 0.0764033+0.0395172j 0.0619622+0.0975446j 0.00299757-0.0804456j -0.0135999-0.139627j -0.0608546-0.102902j -0.186748+0.086356j -0.0916409-0.045073j 0.0552641-0.0208995j 0.0581022-0.0284997j -0.0754761-0.0988294j -0.0244734-0.0602443j 0.0388813+0.0593809j -0.015765+0.00232059j 0.123562-0.0133546j -0.0262171-0.028755j 0.0641316-0.131215j -0.0857177-0.015196j -0.057338-0.0672708j -0.000123982-0.0573418j 0.0238987+0.018635j -0.000225327+0.0102905j 0.0174497+0.0193263j 0.0342864+0.0102713j -0.0402818-0.0268128j -0.0204119-0.00810276j -0.033235-0.0157719j 0.0282714-0.0015196j 0.00744741-0.00779595j 0.00751089+0.000444523j 0.045117+0.0152479j 0.0138138+0.00515327j -0.00273171-0.00141217j -0.0186914-0.0134102j -0.0339728+0.00341069j -0.0149038+0.00916904j -0.0434938-0.00200491j 0.0126296+0.00117285j 0.00559335+0.00381311j 0.000275543+0.0129697j 0.00762659-0.00344716j -0.00504137-2.29352e-05j -0.0100463+0.0366604j 0.0120379+0.0173581j -0.000253172+0.00633631j 0.00621395+0.0101098j -0.00272976-0.00765985j -0.00119688+0.00837287j 0.00480234-0.00189628j -0.00313584+0.00383082j 0.00171145+0.00198226j 0.00171562-0.00241257j -0.000160486-0.00482184j -0.00301973-0.00631748j -0.000609483-0.00361734j 0.00574367-0.00918261j -0.00049807+0.0172815j -0.00941929-0.00528131j 0.0108184-0.0035141j -0.0129916-0.00582216j 0.00532513-0.00464954j 0.0188147+0.0264551j 0.00428807+0.00932079j -0.000745933+0.000520653j -0.0112804+0.00024536j 0.00222833+0.00274614j 0.00669551-0.00664359j 0.00475644-0.00250711j 0.000460062-0.000821709j -0.00322372-0.000528974j 0.00075292-0.000762199j -0.00278863+0.000908756j -0.00883026-0.00431023j -0.00762731+0.00397837j 0.000979805-0.00352488j -0.00642473-0.00606972j -0.00228632+0.00153943j 0.015031+0.00307836j -0.00463612+0.00352933j 7.63762e-05+0.000423561j 0.00582132+0.00470975j 0.00914481+0.000459254j 0.00393377-0.00201715j -0.000890667+0.00249351j -0.00669367-0.00740448j 0.00138876+0.0035313j -0.0100237-0.00687411j -0.00841333+0.00452863j 0.00101052+0.00276409j -0.0042575+0.00316189j 0.00448737+0.00143894j -0.00420721-0.00423007j -0.00274495+0.00247086j -0.00418871+0.00738289j -0.00853997-0.00036975j 
-0.08637+0.0365485j -0.0713994-0.000576718j 0.0787166+0.0374287j -0.0152084-0.103093j 0.0758556-0.0655556j -0.078952-0.078581j 0.0373248+0.102335j 0.0439456+0.274447j 0.0180883-0.157839j -0.0113361+0.0818155j -0.0405792-0.0391214j 0.0407724-0.000731853j 0.126272-0.0585431j -0.0465284+0.0752481j -3.69616e-05+0.00950694j 0.0614589+0.0506199j -0.00941218-0.195554j -0.0165245-0.00410183j 0.0415531-0.012036j 0.0431504-0.0354622j -0.0172024-0.0463786j 0.0175975+0.0150869j -0.000744327-0.00164132j -0.0202893-0.0132642j 0.00563202+0.0405058j 0.0184222+0.0481363j -0.00329952+0.0489055j -0.043706+0.0564739j 0.0123733-0.00664689j -0.00438016+0.0102566j -0.000827307-0.0239349j 0.00412998-0.0337206j 0.00608827+0.00510469j 0.031626+0.0302368j 0.00665013+0.0165236j 0.022038+0.0115297j -0.00865868+0.0333273j -0.00910364-0.0102057j -0.0249927-0.0369172j 0.00432878+0.0171014j -0.00204293-0.00258996j 0.00109467-0.000967845j -0.00274964-0.00804426j 0.000526992-0.00569483j 0.00828461+0.00613107j -0.0010217+0.00223037j 0.0052321+0.0150947j 0.000960172-0.0118703j -0.00420125+0.0147115j -0.000807302+0.0195753j -0.00255752+0.00153854j -0.000268206-0.000608696j 0.00172201+0.000108676j -0.00419763-0.0183126j 0.0022249+0.00773763j 0.00452065-0.00799586j 0.000797526+0.0151355j 0.0043495-0.0166888j -0.00418698-0.0103036j -0.00646559+0.0152493j 0.00362534-0.0124693j 0.00176316-0.00367656j -0.00400653-0.00465021j -0.00125423+0.00263227j -0.00278937+0.0067247j 0.00515401-0.0114189j 0.0143784-0.0155707j -0.000890588-0.00399059j 0.00925634-0.0120986j 0.0102236-0.00613606j 0.000219241-0.00558507j -0.00255043-0.0047897j 0.000260598-0.00932265j -0.00731456-0.00122219j 0.000675188+0.0066245j 0.00693497-0.00113393j 0.00704296+0.000311493j 0.0154806-0.00165291j -0.00249682-0.00432969j 0.00848236-0.00415695j 0.000594705+0.0201942j 0.000884473-0.00538788j -0.000362101+0.0169374j -0.00220002+0.0073997j -0.000484702-0.00705637j -0.00354833-0.00671363j -0.00118583+0.00257504j -0.00485015+0.013535j -0.0177887-0.00204768j -0.00133544-0.00426562j 0.00077549-0.00271139j 0.0023276+0.0059467j -0.0115519-0.00232732j -0.0023364+0.0159613j 0.00947204+0.00557773j 
-0.105303+0.0925667j -0.018876-0.0759097j -0.0544824-0.0721273j -0.0149601+0.0727444j 0.169509+0.0327339j -0.127435-0.107588j -0.0305353-0.0357291j -0.00839949+0.0078419j -0.013272-0.0482027j -0.0268557-0.00584289j -0.0174838+0.0222694j 0.126489-0.00167511j 0.0563135-0.124861j -0.0935186-0.00245423j 0.184619+0.120669j -0.00322084+0.010795j 0.206229-0.0640315j -0.0985983+0.050775j 0.0925021+0.0448992j 0.0837246-0.0147964j -0.00665321-0.011792j -0.00490174+0.0130337j 0.00488521+0.033699j -0.00268894+0.00452025j -0.0207651-0.0480417j -0.0189394-0.062297j -0.0187754-0.0404038j 0.0131106+0.0355102j 0.0249195-0.00278121j -0.0126052+0.00220088j -0.00971293+0.036406j 0.0303699+0.0145287j -0.00568301-0.0116912j -0.042846-0.0445159j -0.00822928-0.018493j -0.0277979-0.0059512j -0.0176237+0.0131496j -0.00125987-0.00207954j 0.0433419+0.0179858j -4.52165e-05+0.00554585j -0.00745207-0.0201277j -0.00164937-0.00504649j -0.0254904-0.0110989j -0.0103205+0.0122791j 0.00718916+0.00834439j -0.000370104-0.00393854j 0.0136995+0.00794104j 0.00730244+0.00309578j 0.00566807+0.0105753j -0.00694873-0.00437038j 0.00527609+0.00110575j 0.0146297-0.00227064j 0.00659486-0.00473372j 0.0049447-0.000291081j 0.002118+0.00345343j 0.00899015+0.00684703j -0.00354041+0.0117306j -0.007321+0.000597237j 0.0173266-0.00130098j -0.0197729-0.0284322j 0.00088556-0.00521602j -0.00938537+0.015804j -0.00166154-0.00208169j -0.000165816-0.0046473j -0.00109278-0.00865326j -0.00359358+0.00408317j 0.0049558+0.00205899j -0.00508255+0.00516617j 0.00603592+0.00435297j 0.00259123-0.00482882j 0.00206889-0.00132178j 0.00283933+0.0036893j 0.00265107+0.00272312j -0.00932391+0.00259863j -0.0040549+0.000209954j 0.00350788-0.00698304j -0.00214933-0.000271392j -0.00114532-0.0128788j -0.00294209+0.0111241j -0.00524006-0.000667051j -0.00465-0.014208j 0.0044142-0.00500128j 0.000549248-0.0156176j 0.00437989-0.00105876j 0.00128579-0.00815355j 0.0149244-4.24951e-07j -0.00392132-0.00842623j -0.00387553-0.00464925j -0.0055622-0.0147372j -0.000634872+1.4964e-05j 0.0103674+0.0144024j -0.0113677-0.0152183j 0.00395783+0.00758999j -0.0177392-0.00146939j 0.00160749+0.00880905j 
0.0331646+0.0668524j 0.0473017+0.0724228j -0.060637-0.0694532j 0.00855681+0.0515758j 0.032895-0.0225152j 0.0100151+0.0463081j -0.0651211+0.027224j 0.0743766-0.0548399j 0.0612906+0.0389007j 0.018665+0.0201151j 0.034958-0.0338096j 0.0396767+0.00773102j -0.0111425+0.0600274j -0.0262786+0.0865714j -0.0146087-0.0370538j 0.0161719+0.0220063j 0.0744619+0.0822903j -0.043014-0.0132118j 0.0229532-0.0737538j 0.0380495-0.015789j -0.00734054+0.025085j -0.014757-0.0277129j -0.0121542+0.0308652j -0.011811+0.00686382j 0.0146016-0.0149835j -0.00070163-0.0346451j -0.00104271-0.00883012j -0.0581703-0.00533198j 0.0317543+0.00237479j 0.0338859+0.0123156j -0.0265014+0.0229832j -0.00959305+0.0136185j -0.0106447-0.0052744j 0.00125105-0.0154117j -0.00296303-0.0272795j -0.00303709-0.00271834j -0.00205237-0.0199965j 0.000757798-0.0129558j 0.00545847+0.0129607j 0.00190177+0.00210752j 0.00370005-0.00433772j 0.00180075+0.00270371j -5.12432e-05+0.00604787j -0.00891063-0.000346024j -0.0104962-0.00588655j 0.00294569-0.00258473j -0.00238656-0.00274464j 0.0119428-0.00670941j -0.00863813-0.00593659j -0.0174682+0.00693607j 0.0104605-0.00109926j 0.00568708+0.00626507j 0.00409205-0.00632094j -0.00119013+0.0207298j -0.00380056-0.0119086j -0.00196232-0.00679842j -0.00546639-0.0209158j 0.00049429-0.00768757j 0.00285429+0.00291478j -0.000238356-0.00477318j 0.00176409+0.00411876j -0.000593854+0.00657771j 0.00425564+0.00374697j 0.000550824+0.0045632j 0.00228628+0.00159816j 0.00244056-0.00471323j 0.000620299-0.00898123j -0.00148405+0.00467859j 0.0140326-0.00484862j 0.00471641-0.00279997j -0.00413055-0.004413j 0.000751872-0.00420585j -0.00229642-0.000360637j -0.00396202+0.00348878j 0.000689822+0.00629424j -0.00393578-0.00882932j 0.00224025-0.00176545j -0.00757854+0.0151076j 0.00113387+0.00206008j 0.0140351-0.0203581j -0.00395353-0.00857472j 0.0113709-0.0131351j -0.00161937-0.00639649j -0.00369717-0.000764371j -0.00291529+0.00917011j 0.00575527+0.00293094j -0.0011372-0.00342595j -0.00561602-0.0178732j -0.00623706+0.00635537j 0.00422199-0.00233468j 0.00285889-0.00053079j -0.00517408-0.00175671j 0.00270893+0.00218672j -0.00806353-0.00512417j 0.00196884-0.00717586j 
0.0591263-0.0446775j 0.0133234+0.10408j -0.0825528+0.0199372j -0.0402756-0.107923j 0.0307333-0.0602256j 0.0811992-0.00407478j -0.0660411+0.0941748j 0.0362063+0.0920429j -0.0439764-0.0207792j -0.122024+0.00125658j 0.078055-0.0493518j 0.0274207+0.0467775j -0.117909+0.0770951j 0.0067553+0.0359899j -0.0285112-0.0413006j -0.00929198-0.0354021j 0.0668419-0.0214262j -0.00266942-0.0414778j 0.0279743-0.0525048j 0.0638505-0.11336j -0.0173351+0.026708j 0.00817311+0.00674499j -0.02421+0.0551919j -0.0223125+0.0158739j 0.0613359-0.0971293j 0.0432407-0.062789j 0.0331968-0.0569769j -0.044383-0.0105601j 0.00783162+0.0155773j -0.00848505+0.0183042j -0.0714222+0.0778971j 0.0140612+0.0364843j 0.0114654-0.0144712j 0.01955-0.0564715j 0.0290352-0.061754j 0.0122873-0.0206854j 0.0279649-0.0124611j 0.0107326-0.022626j -0.019668+0.0352461j -0.00958508+0.0083078j 0.00143121-0.0137191j 0.0104927+0.00141881j -0.00398423+0.0119633j -0.019213-0.00558115j -0.00676906+0.0104558j -0.0128657+0.011597j 0.00764133-0.0110056j -0.00709077-0.00539431j -0.00435782+0.00821554j -0.00735205+0.00204879j 0.00373242-0.00963704j -0.0151958-0.00430274j 0.0035738+0.000491168j 0.000719574-0.0194367j 5.95617e-05-0.00458927j 0.0117819-0.00466199j 0.00251744-0.00961099j -0.00468089+0.00429048j 0.0134471+0.00585483j -0.0014852-0.0201989j -0.00288287-0.00175825j -0.00561331+0.00562335j -0.00205005-0.000813041j 0.00348213+0.00490231j -0.0029285+0.00329546j -0.00555931-0.00144027j -0.00258601-0.00157363j 0.00437153+0.000288075j -0.00262154-0.00194916j -0.0107347+0.00639772j -0.00106963+0.0115825j -0.00542059+0.00535956j -0.000660647+0.00203472j -0.0016265+6.37995e-05j -0.0064759-0.00582672j -0.00934892-0.00310061j -0.00688296-0.00328729j -0.00814787+0.00446971j 0.000668176+0.00810726j -0.0112785+0.0092838j -0.000281734-0.00599243j 0.00342913-0.0034685j -0.000296035-0.0103716j 0.000739203-0.00191973j -0.000291233-0.00737048j 0.00294988-0.0153446j 0.000630305-0.000154695j 0.00491071+0.00229745j -0.00351073+0.00549661j 0.00669789-0.00132588j 0.00985397-0.00381892j -0.0156141+0.0020055j 0.0111568+0.00144076j -0.00243835+0.00868609j 0.0156926-0.0127756j 
-0.0169293-0.0523104j 0.00586905-0.0136284j -0.0282755+0.0121694j 0.00144642-0.00996287j 0.00461047+0.0061012j -0.0246813-0.0671644j 0.0646169+0.0720292j -0.12169-0.132519j -0.0367358-0.0291052j -0.011375-0.0140285j -0.103164-0.0941025j 0.0603441+0.00327831j 0.0353467+0.0514218j 0.137276-0.0207137j 0.071517+0.0850045j -0.0747117-0.0821884j 0.0366471+0.00222914j -0.00431444-0.034383j -0.0065233+0.0174853j -0.0206335-0.0118593j 5.57625e-05+0.00883727j -0.00926001+0.0248105j 0.0173488-0.00133333j 0.0114759-0.0108082j -0.0358348-0.00371335j -0.000442055-0.0071649j 0.00797927+0.00323786j 0.25386-0.0388414j -0.030491-0.00416328j -0.00294356+0.00821529j 0.000602857-0.0148703j -0.0434901+0.0167114j -0.0212466+0.00323306j -0.00213601+0.00673158j -0.0133497+0.000576754j 0.000846495+0.00161945j -0.0130772+0.00825954j -0.000456031+0.0133939j -0.000765149-0.00127047j -0.00182583-4.02753e-05j 0.000645693-0.000235387j -0.00197685-0.000268424j -0.0117128+0.00832623j 0.00239829-0.00302994j -5.20169e-05-0.0020907j 0.00186348+0.000515507j -0.00202052-0.00670556j 0.00770127-0.00131647j 0.005125-0.00438024j 0.000309407+0.00127542j 0.00279899+0.0069283j 0.00923578-0.00321545j 0.00862177-0.00433402j -0.000630487+0.00506566j 0.00293893-0.00127277j -0.0048886-0.00229765j -0.0186014-0.000147916j -0.00388906+0.00257597j -0.00369149+0.000147166j 0.00073153-0.00536463j 0.00255621-0.000211469j 0.0059137-0.00163367j 0.00386519-0.00266663j 0.0026681-0.00228833j 0.00318556+0.00400791j 0.00753524+0.000272387j -0.0126063-0.0104576j 0.00619103-0.00616577j 0.00617752-0.00144514j 0.00274102+0.0070036j -0.00845507-0.00984599j -0.00105644-0.00885323j 0.00673838+0.0108244j 0.0023755+0.0053183j 0.00656589+0.000247053j -0.00602052+0.0112822j 9.31259e-05-0.00586488j 0.00413466+0.00340573j -0.00363463-0.00745856j 0.0112493+0.00515106j -0.0014604+0.00706703j 0.0197411+0.00483863j 0.00254789+0.00894297j -0.00222543-0.000398566j -0.00410746+0.000471396j -0.00124314-0.00622285j -0.000766683-0.00123482j 0.00112558+0.0121658j 0.00279759+0.00230916j 0.00301449-0.00211245j -0.00390014+0.000155742j 0.00109077+1.73065e-06j 0.000900891+0.0010287j 0.000973938+0.00483168j -0.00274723+0.00050746j 
-0.0076145+0.00630261j -0.0979503+0.00782321j 0.0494568+0.0206936j 0.0719571+0.0337724j -0.000179211+0.00260959j 0.00540152-0.0147473j 0.188231-0.061884j -0.0302335+0.047389j -0.0308291+0.101078j 0.0410697-0.0990823j 0.0784175+0.065124j -0.0180432+0.0403948j 0.0326929-0.0463028j -0.00238363+0.0654889j -0.0194362+0.006226j 0.0322195-0.225164j 0.0521606-0.0560946j -0.0471199-0.00560873j -0.00473863+0.0711525j 0.0220737-0.0218506j -0.0269389+0.0111171j 0.00615123+0.00228719j 0.0143353-0.0117407j -0.0137399-0.000782814j -0.022038-0.00207562j 0.00464929+0.0200701j 0.00749649-0.0166395j 0.058762-0.00413271j -0.00187216+0.0137031j 0.010935-0.00344508j -0.01013-0.00421117j -0.0335142-0.0152678j -0.00448797-0.00917568j -0.00552935+0.00475698j -0.0102061+0.00519485j -0.00699818-0.000107069j 0.0100038-0.00835234j 0.0159878-0.0152859j 0.00047383-0.00461328j -0.00194807-0.000810413j -0.00271777-0.00126686j -2.74819e-05-0.00324823j 0.0114654+0.00577423j 0.00356382-0.00842625j 0.00594488-0.0133294j -0.00347502-0.00686628j -0.00177766+0.00425094j 0.00573383-0.00253056j 0.000853897-0.00259897j -0.00150088-0.00222315j -0.0041406-0.00152895j -0.00125507-0.0043036j 0.00294035-0.00286164j -0.000266147+0.00711596j 0.000116793-0.00100947j -0.00290978-0.00027421j 0.00660828-0.00144959j 0.00304301-0.00975456j -0.00388788+0.00144983j 0.00129546-0.000783735j -0.00244285+0.00290432j -0.00390587-0.00440877j 0.00047759-0.00504144j -0.00165348-0.000316067j 0.000268144+0.00598587j 0.00365159-0.00283558j 0.00186317-0.00785358j 0.00377052-0.00542212j 0.00397696+0.00137687j -0.00349948+0.00401887j -0.00267099+0.0103891j -0.00301859+0.00176284j 0.00444676-0.030491j 0.00987264-0.016937j -0.00773108+0.0170655j -0.00130688+0.00721486j 0.000846267-0.00779502j 0.00523195+7.24355e-06j 0.00251562-0.00311483j 0.00404724+0.00160523j 0.00225684-0.000948108j 0.00310619+0.00338884j 0.0124264-0.00106141j 0.00510867+0.000191697j -0.000604089+0.00154006j 0.00765234+0.00094149j 0.00408176+0.000148198j 0.00332264+0.00619124j 0.0018064+0.00250068j -0.017913+0.0139648j 0.00868877-0.00239175j 0.00720728-0.000305055j 0.00657967+0.00271684j 0.00195986+0.00367313j -0.00239626+0.00180286j 
0.0132922-0.0779062j -0.135316-0.0221034j 0.228436+0.0816072j 0.0855084+0.0124647j 0.0257078+0.0476167j -0.015852-0.0328605j 0.00279596+0.0580661j 0.213963-0.052202j 0.0179847+0.0305644j -0.0794434-0.0885744j -0.0335636-0.127903j 0.0973532-0.000224352j 0.0723867+0.0947086j -0.0310428-0.185033j -0.110085-0.127259j -0.00553182-0.00310197j -0.0163839+0.0151955j -0.0908415-0.0310826j 0.0454044+0.0268535j -0.0216272+0.0299869j -0.0499459+0.00508468j -0.00857895-0.00194538j -0.000724282-0.00208732j -0.0378388-0.0106042j -0.0260942+0.00334201j 0.00521478-0.01396j -0.0114946-0.0152772j -0.0388999-0.0180231j 0.002179-0.00813733j -0.00554273+0.0052678j 0.00636508-0.00714064j -0.00649029+0.00641964j -0.00414685+0.00410764j -0.0024297-0.00100439j -0.00379525-0.00309539j -0.00544001+0.00310929j -0.00379745-2.5154e-05j -0.00939474-0.00992715j 0.00125036+0.00271304j -0.00115225-0.00527848j -0.00180722+0.00357276j -0.00745551+0.00360326j 0.0076258+0.0158449j 0.00288351-0.015522j -0.0022594-0.00996718j -0.00204369-0.00872506j 0.00570275+0.00308598j 0.0062668-0.0152731j -0.00529027+0.00261318j 0.00662365-0.0182223j -0.0134987-0.0129125j 0.00758976+0.00276411j 0.00157749+0.0138836j -0.0109105-0.00473039j 0.00583256+0.00858355j 0.000820246+0.00154358j -0.000899792+0.00262866j 0.0246073+0.00626354j -0.011888+0.00129633j -0.00468765-0.00767876j -0.00226375+0.00400368j -0.00131766-0.000493333j 0.00101481-0.00178753j 0.00185962+0.00406388j -0.00353048-0.00135565j 0.00277412+0.00306171j -0.0126946-0.00657402j 0.00955413+0.00601375j -0.000338362-0.00512295j -0.00364454-0.00518788j 0.00154833+0.00130487j 0.00856442+0.00450794j 0.000934145+0.00688853j 0.00140584+0.00412223j 0.00110733-0.00849443j 0.00611048+0.00386899j -0.00464203-0.00878189j -0.00550083+0.00477766j 0.00110808+0.00162227j 0.0108807-0.00260288j 0.000763722-0.00141031j -0.0125093+0.00297266j 0.0039667-0.00772323j 0.0012359-0.00281444j -0.00248517-0.00159793j 0.00857159+0.00233648j 0.00985919+0.00451151j -0.00137357+0.00240561j 0.00195322-0.00415155j 0.00613655-0.00189915j -0.00770984-0.00126911j 0.00372751+0.00204212j 0.00821262-0.00151714j 0.00183681-0.00238848j -0.00841699-0.00011444j 
