-1.78715e-16-0.00889254j 7.91202e-16+0.0207406j -5.75646e-18-0.00606105j -9.36194e-19-0.00787991j 1.31259e-17-0.00814609j 7.07165e-18-0.004158j -1.79012e-17+0.00728726j -2.18553e-17+0.00495662j -1.45706e-17+0.00334534j 5.1945e-17-0.00935719j 3.36387e-17-0.00153877j -2.828e-17+0.000862615j 1.0178e-18+0.0133097j 1.98749e-17-0.00759461j 3.9049e-16+0.00320286j -4.90301e-15-0.0142237j 1.21745e-16-0.00809799j -5.5548e-17-0.000442243j -1.55372e-17-0.00139647j -6.89445e-17-0.0101301j -2.42268e-17-0.00959449j 4.61052e-18+0.00472299j 1.24294e-15-0.0115098j 1.10934e-16+0.000242356j 4.6719e-17+0.0119075j -1.66972e-17+0.00688649j 4.12682e-17+0.000698783j -6.65061e-16-0.00307254j -3.49206e-14+0.0104113j -1.58024e-16+0.000441843j -1.49413e-16+0.0151243j -8.6997e-17+0.00494478j -1.1761e-16+0.00445313j -4.23769e-17-9.69345e-05j 2.65328e-16-0.015572j 7.84089e-17+0.000552176j 3.40464e-17+0.0031823j 3.42831e-16+0.00393424j -1.13126e-16-0.00500442j -1.30293e-16-0.00974953j 2.59897e-16+0.00857088j 5.97688e-17-0.00382526j 5.81659e-17-0.0061001j 5.33523e-17-0.0120108j -4.41214e-17-0.00857787j -1.32407e-17-0.00171737j 1.37669e-17-0.00166513j 3.76532e-18-0.00181556j -1.91566e-17+0.00468523j -3.27555e-17+0.00821691j -1.24789e-17+0.00550766j 8.81462e-18+0.000548805j 2.41455e-17+0.00218924j 3.5828e-18+0.0143055j -4.17737e-15-0.0196089j -9.0345e-16+0.006681j 
-1.70034e-16+0.00754518j 3.60361e-16+0.00920717j -1.06471e-16+0.0141858j -8.44392e-17-0.00365689j -7.04848e-17+0.00378426j -6.36126e-17+0.00511568j 5.38455e-17+0.0106629j 3.11306e-17+0.01033j 5.00526e-17-0.000853246j -5.42341e-17+0.00462789j -9.19447e-17-0.00322636j 1.29084e-16-0.00694577j 2.68809e-17-0.00761047j -2.46025e-17-0.00240911j 2.58421e-16+0.000792705j -2.27352e-15-0.00611867j -1.48307e-16+0.0137479j 3.66928e-17+0.0050296j -3.63394e-17-0.00859591j -6.81175e-17+0.00108701j -1.60116e-16-0.00245079j 3.92927e-17+0.0108504j -4.59452e-16+0.00415867j -6.59241e-17+0.00060546j 1.67953e-16+5.44807e-05j -3.31223e-17-0.0238732j 7.37198e-17+0.00942205j -2.28856e-16+0.00682961j -1.08367e-14+0.00314794j 7.33179e-17-0.00399415j 2.2126e-16-0.00289896j -1.08071e-16+0.00592904j 1.74329e-16-0.000419034j 8.29664e-17-0.0218262j -1.70938e-16-0.00150163j -2.74882e-17+0.00938061j -7.86696e-17+0.0127667j -1.64219e-16-0.000758782j -3.5625e-17+0.00597468j -4.59686e-17+0.00979518j 3.9667e-16+0.0112856j -3.22003e-17+0.00113263j -7.95105e-19+0.00591508j -1.38457e-17+0.00317393j -5.06626e-17+0.00553101j -4.77298e-17-0.00433473j 6.57506e-17-0.00817963j -6.09393e-17+0.000945132j 1.44795e-17+0.008537j 4.96379e-17+0.00825459j 8.00337e-17-0.00230949j 3.43659e-17-0.00920527j 2.17519e-18+0.00868088j 1.6351e-16-0.00855179j -3.04853e-15-0.0108913j -5.3854e-16-0.0090023j 
-2.38758e-17-0.000532139j -9.28337e-16-0.00355198j -3.56234e-16-0.00197078j 3.42854e-16-0.000138416j 3.76348e-16+0.00378433j -1.4331e-16+0.000524959j -1.08537e-15-0.00924011j -7.31506e-16-0.00300832j 1.87894e-16+0.00237652j -2.3627e-16-0.00708361j -1.64495e-16+8.37638e-05j -9.35205e-18-0.00107226j 9.38409e-16+0.0106182j -4.11577e-16-0.00277285j -4.35081e-16-0.0049575j 2.97882e-15+0.00587597j -1.61959e-16-0.000275023j -7.66873e-17-0.00266965j 2.43543e-16+0.00224526j 5.09761e-16+0.00161437j 4.57049e-16+0.002025j -6.35994e-16-0.00330149j 5.77793e-16+0.00163651j 7.60953e-17-0.00495229j -1.17155e-16+0.000968986j 1.34275e-15+0.0102542j -4.82007e-16-0.00845906j -2.02323e-17-0.000487845j 2.42557e-14-0.00737117j -3.65515e-16-0.00340415j -9.82011e-16-0.00799536j -1.33862e-16+0.00114114j 1.77377e-16+0.00326012j 8.39013e-16+0.0073868j 4.37338e-16+0.00344482j -5.47074e-16-0.00159579j -5.33717e-16-0.00416139j 1.91845e-16-0.00248559j 1.11022e-16+0.000546717j -4.1652e-17-0.00226723j -1.1087e-15-0.00609871j -3.10608e-16-0.00271892j -3.05286e-16-0.00643234j -8.76448e-16-0.00934985j -1.14329e-16-0.00256668j 1.00392e-16+0.00363175j -1.71332e-16-0.00496737j 1.17788e-16+0.00351885j -7.32254e-16-0.00224447j -1.06606e-15-0.00865563j -1.55332e-17-5.14624e-05j 4.5789e-16+0.00556996j -4.09273e-16+0.000209148j -1.27773e-16-0.000559152j 1.70337e-15+0.00378677j 3.17642e-16+0.000242674j 
5.53312e-17+0.000245057j -1.08736e-15-0.0100569j -2.82838e-16-0.00316813j 2.72728e-16+0.00602072j 3.62331e-16+0.00230238j -9.50614e-17-0.00250865j -9.26364e-16-0.00731532j -5.54153e-16-0.00851901j 1.80715e-16+0.000313667j -2.61152e-16+0.00431353j -1.43356e-16-0.00281984j -4.91896e-17+0.00104465j 7.16175e-16+0.0018441j -3.13844e-16-0.00274927j -4.22118e-16+0.00139499j 3.1822e-15+0.0072808j -1.14398e-16-0.00180811j -4.60872e-17+0.00194759j 1.4255e-16+0.00142672j 4.6993e-16+0.00671314j 3.94894e-16+0.00495288j -5.62014e-16-0.00653826j -5.51475e-16+0.010989j -3.57996e-16+0.00188977j -1.18437e-16-0.00279605j 1.11368e-15+0.00864246j -4.30615e-16+0.0019306j -1.65843e-16-0.00655506j 6.06045e-15-0.00183813j -3.86333e-16-0.00446685j -8.10624e-16-0.00833005j -6.50177e-17-0.00433855j 2.00071e-16+0.000877312j 6.2807e-16+0.00518353j 4.30858e-16+0.00496694j -3.98391e-16-0.00637768j -4.79026e-16-0.00427109j 8.12079e-16+0.00833719j -1.86421e-16-0.000183048j 9.70941e-18+0.00260262j -1.08455e-15-0.00803517j -2.78928e-16-0.00170013j -2.83395e-16+0.00202743j -7.04611e-16-0.0032431j -8.60514e-17+0.00165251j 1.04505e-16-0.0024357j -2.2083e-16+0.00268151j 1.42265e-16-0.00188203j -5.58284e-16-0.00953926j -9.08523e-16-0.00790531j -8.43966e-18-0.000466151j 4.13222e-16+0.00114844j -3.28114e-16-0.00685431j -1.5132e-16-0.0021771j 3.08941e-15+0.00990087j 5.89023e-16+0.00138561j 
-7.76911e-17+0.00408242j 1.36865e-16+0.00851137j -7.55484e-17+0.00809062j 1.35486e-16-0.00318178j -1.53183e-16+0.00186104j -7.24471e-17+0.00494324j 1.47223e-16+0.00259153j -1.22187e-16+0.00501917j -1.16083e-16-0.000733275j 3.17602e-16-0.00458346j 2.38559e-17+0.00303291j 1.96347e-16-0.00459774j -3.3781e-16+0.00534177j 1.72792e-16+5.62603e-05j 2.18357e-16-0.00513804j -8.90841e-16-0.00285018j -1.39977e-16+0.00641582j 1.87413e-17-0.000512791j 5.43902e-17+0.00238454j 8.63565e-18-0.00297821j 2.21397e-17-0.00066631j -1.82222e-17+0.00797602j 4.96756e-16-0.00440675j 4.88905e-16-0.00527088j -1.06975e-16+0.00160167j -1.48829e-16-0.00872129j 2.13998e-16-0.00500097j -1.39464e-16+0.00359367j -2.36414e-16+6.03057e-05j 1.87798e-16+0.00205742j 2.18945e-16-0.00381565j -2.01514e-16+0.00702965j -1.20161e-16-0.000287945j 9.76099e-17-0.00437281j -6.53007e-17-0.00045305j -1.42102e-16+0.00709592j -5.30415e-17+0.00424498j -4.47834e-16-0.00810013j 1.40884e-16+0.00145824j 6.96325e-17+0.00242111j 2.69087e-16+0.0065799j 1.34836e-16+0.001956j 2.37321e-16-0.00597575j 3.87213e-16-0.0044745j 1.05072e-16-0.000190504j -7.64169e-17+0.00426173j 3.7519e-16-0.00703942j -1.66893e-16+0.00445111j -1.22469e-16+0.00627568j 1.43606e-16+0.00274474j -1.47448e-17-0.00254777j -1.07306e-16-0.00167052j -1.61906e-16+0.00717578j 4.22234e-17-0.00412431j -2.21424e-15-0.00895862j -4.34098e-16-0.00566576j 
-1.71667e-16+8.53762e-05j 2.57724e-16+0.00351778j -1.29289e-16+0.00191149j -1.86156e-16-0.0044291j 8.64983e-18+0.00419159j -5.71478e-17+0.00121038j -5.97584e-17-0.00271637j 1.10663e-16+0.00402905j 1.24021e-16+0.0036312j -2.19189e-16-0.00676721j -9.09003e-17-0.00333867j 1.85913e-17-0.00346186j 2.26369e-16+0.00718679j -1.46886e-16-0.00574746j -2.41389e-17-0.00273971j 8.55038e-17+0.00024519j -6.31376e-17+0.00416507j -4.88889e-17-0.000669832j -1.2806e-16-0.00540152j -9.3774e-17+0.000480399j -1.51182e-16-0.00220159j -3.06266e-17+0.0011108j -2.63404e-16+0.0016446j 1.64143e-16-0.00349785j 1.68155e-16+0.00351876j 2.09782e-16+0.00101612j -6.36438e-17-0.00226163j 3.84611e-16+0.00379501j 1.78129e-14-0.00537141j 6.44704e-17-0.00697413j 1.57452e-16-0.00431369j 1.05648e-17+0.00355271j 5.82546e-17+0.00480816j 2.16295e-17-0.00428368j -1.52696e-16-0.000793205j -7.79441e-18+0.00222592j -9.57418e-18+0.0026276j -1.82366e-16-0.00111766j 7.82172e-17+0.00312772j -2.20373e-16-0.000701369j -5.35728e-17-0.000177229j -1.34853e-16-0.00426021j -3.7642e-17-0.00250486j -1.65557e-16-0.00834317j -1.53964e-16-0.00171266j -1.93666e-17-0.000272512j -1.24787e-16-0.00911995j 2.09194e-17+0.00289588j 1.02667e-16+0.00333178j -4.70894e-17-0.00329915j 1.16296e-16+0.00122115j 1.26248e-16+0.00197544j 9.46737e-17+0.00464476j 1.92048e-16-0.000513423j -1.07197e-15-0.00380454j -1.00384e-16-0.00147697j 
-2.72232e-16-0.00351839j 5.94122e-16+0.0135529j -1.88618e-16-8.04781e-05j -5.68903e-17-0.00996209j -9.73877e-17-0.00281706j -1.0844e-16+0.00220853j -8.13716e-18+0.00520539j -5.1968e-17+0.01068j 4.47791e-17+0.00191965j -1.57858e-17-0.012068j -4.9371e-17+0.00358479j 9.68001e-17-0.000641994j 1.16048e-16+0.00459913j -9.09632e-17+0.00167348j 2.86624e-16-0.00377883j -2.86945e-15-0.00847971j -1.23628e-16-0.000748629j -6.86283e-17-0.00521798j -1.3813e-17-0.00159538j -1.25441e-16-0.0102755j -1.28384e-16-0.00771027j -5.76342e-17+0.00602725j 1.78092e-15-0.017162j 4.34682e-16-0.00491645j 1.41007e-16+0.00629093j 1.90655e-16-0.00247435j 5.13235e-17-0.00779779j -5.98047e-17+0.00884675j 3.38603e-15-0.00117214j -6.72032e-17+0.00438531j 7.46164e-17+0.011377j -1.49011e-16+0.00608173j 4.4461e-17+0.00159087j 1.44602e-16-0.00124338j -9.03958e-17-0.00751086j -1.10283e-16+0.0068562j 1.32561e-17+0.00270053j -6.88941e-16-0.0124314j 3.00119e-16-0.000547374j -2.45025e-16-0.00831434j 2.62982e-16+0.00744129j -6.2442e-17-0.000347803j 3.53559e-17-0.00686973j -9.38587e-17-0.00137429j -1.03091e-16-0.0057659j -7.91768e-17+0.00511828j 9.78183e-17-0.00567421j -8.56083e-17+0.00391635j -6.98488e-17+0.0125092j -1.13598e-17+0.00673632j 8.67263e-17+0.00238485j 4.93445e-17+0.00304327j -3.75591e-17+0.00917661j 2.30091e-16+0.00665619j -2.97107e-15-0.0127833j -4.67e-16+0.000894558j 
-2.2531e-16-0.00706543j 4.90945e-16+0.00843335j -1.64297e-16-0.00814959j -6.51466e-17+0.0026573j -6.58234e-17-0.0088729j -8.64548e-17-0.00779059j 1.12566e-17+0.00530655j 2.41421e-17-0.00617985j 7.33775e-17+0.000211707j -1.21917e-16+0.00502169j -3.93049e-17-0.00398626j -2.99468e-17+0.00368654j 1.27669e-16+0.00541156j -9.8098e-17-0.0071642j 3.35916e-16+0.00941965j -3.22291e-15-0.00845947j -5.81889e-17-0.0107286j -2.41032e-17+0.00497464j -1.28445e-16+0.0015428j -9.06969e-17-0.00181969j -1.00844e-16-0.00281261j -6.07223e-17-0.00132016j -3.57539e-16+0.00264486j -3.60617e-16+0.0075245j 1.64678e-16+0.00559598j 2.32942e-16+0.0091565j 6.29349e-17+0.0105838j -9.74695e-16-0.0134148j -5.20933e-14+0.0157351j -3.20297e-16-0.000446731j 9.38227e-17+0.00960729j 1.23994e-17-0.00260694j 2.95215e-17+0.0010732j -7.01236e-17+0.00235681j 9.54955e-17-0.0103788j 4.33473e-17-0.00724981j -1.56991e-17-2.02311e-05j 1.42227e-15+0.0174997j -5.84165e-16-0.00656082j -1.98989e-16-0.00286519j 3.49773e-17+0.00271005j -5.61531e-17-0.0020248j -2.79826e-17+0.00219651j -1.15683e-16-0.006727j -1.52813e-16-0.00311474j -5.92411e-17-0.00747641j -4.171e-17+0.00865638j -1.69394e-17-0.00780176j 3.72223e-18-0.00812227j 1.17586e-17+0.00507588j 9.48226e-17+0.00371657j 6.72661e-17-0.00352252j -4.21036e-17-0.00881283j 1.898e-16+0.0104931j -1.51485e-15-0.00774586j -1.73452e-16+0.00783589j 
-1.557e-17-0.000820841j 9.12146e-17+0.00581925j 1.88578e-17+0.000964279j -6.32606e-18-0.00558559j 4.79818e-17-0.000577798j 3.02378e-17+0.00277027j -4.23876e-17+0.00152558j 8.47294e-18+0.00628061j -1.16705e-17+0.000519723j 4.20137e-17-0.00800523j 1.30001e-17+0.00404146j 3.1523e-17-0.000548128j -1.08428e-16+0.00219637j 6.28252e-17+0.00336413j 2.09069e-17-0.00441923j -8.06232e-16-0.00294944j 6.5462e-17+0.000566135j -7.47528e-17-0.00440775j -2.18043e-17+0.000836881j 2.08746e-18-0.00605476j 3.67975e-18-0.00332492j -2.51507e-17+0.00353452j 1.23038e-15-0.0114812j 3.04107e-16-0.00459121j -5.8024e-17+0.00221617j -7.32174e-17-0.00204548j -3.22834e-17-0.00786953j 2.58599e-16+0.00682765j 1.03814e-14-0.00326479j -6.29177e-18+0.00424368j -8.71308e-17+0.00486295j -8.72503e-17+0.00386214j -1.40065e-17+3.07229e-05j 3.87752e-17+0.00111597j 6.16747e-17-0.00202662j -1.97715e-17+0.00500591j 2.49023e-17+0.000435486j -8.38071e-16-0.0113285j 3.79941e-16+0.000101463j -2.68748e-17-0.00470412j 1.05823e-16+0.00347241j 1.19281e-17+0.000952124j 7.06794e-17-0.00548168j 1.14498e-16+0.000632646j 4.66056e-17-0.00302862j 1.29074e-17+0.0054577j 1.89626e-17-0.00378974j 8.27663e-18+0.00387346j 1.36789e-17+0.00815899j -5.04717e-17+0.00279082j -1.91334e-17+0.000318706j 1.77613e-17+0.00284645j 4.38865e-17+0.00636377j -4.65792e-17+0.00208563j -1.1545e-15-0.00536703j -2.97419e-16-0.000693799j 
-1.07925e-16-0.00114171j 8.67413e-17+0.000613969j -8.2094e-17-0.000559193j -1.92056e-16-0.00387083j 9.55793e-18+0.00290085j -1.92673e-17+0.00016899j 2.78989e-17-0.0023003j 1.95639e-16+0.00359235j 8.54902e-17+0.00318355j -1.39415e-16-0.00515306j -4.87481e-17-0.00288553j 2.25809e-17-0.00136082j -5.74196e-17+0.00273208j -1.02881e-17-0.00329399j -1.26554e-17-0.0013313j 1.89356e-16+0.000646866j -1.12298e-17+0.00192964j -5.91919e-17-0.0013678j -1.70994e-16-0.00574814j -1.04465e-16+0.000239663j -1.56584e-16-0.00234912j -2.91155e-17-0.000995833j -1.90381e-16+0.000288698j 1.10439e-16-0.00181506j 8.39767e-17+0.0022786j 2.49101e-17+0.00198413j -2.16502e-17-0.00138939j 5.30198e-16+0.00432808j 1.84558e-14-0.0055885j 1.02811e-16-0.00538173j 2.25057e-16-0.00084223j -2.84155e-17+0.00108648j 7.74273e-18+0.00372567j -7.87031e-17-0.0027122j -9.68491e-17-0.00055703j 5.38324e-17+0.000864601j 3.31953e-17+0.00112519j -2.69882e-16-0.00116926j 1.16013e-16+0.00252255j -1.99689e-16-0.00208905j -6.23412e-17-0.00150941j -8.54999e-17-0.00371132j 5.65873e-17-0.000298056j 8.1277e-17-0.00350473j -8.6255e-17-0.00148269j -2.06729e-17-0.000636009j -8.21541e-17-0.00578684j 1.73141e-17+0.00167297j 1.88427e-16+0.00295672j 3.70305e-17-0.0026366j 9.83791e-17+0.00185111j 8.82702e-17+0.00255363j 1.30976e-16+0.00307792j 1.37839e-16+0.000939876j -1.86447e-16-0.000660921j 3.85705e-17+0.000246191j 
-3.29938e-17-0.00313226j 2.47515e-16+0.00258982j 4.61311e-17-0.00267336j -1.02686e-16-0.00578376j -2.58255e-17-0.0024904j 3.26328e-17+0.000511801j 1.18001e-16+0.00398999j 1.33266e-16+0.00732018j 1.14594e-19+0.000606939j -1.73992e-17-0.00462508j 2.37639e-17+0.00254362j -1.80932e-17+0.00237864j -9.72044e-17-0.00646765j 3.12303e-17+0.005468j 1.0076e-16-0.00047236j -1.41086e-15-0.00386997j 5.9012e-17-0.00209336j -3.17443e-17-0.00443702j -2.25558e-17-0.00329797j -1.27265e-16-0.00604759j -1.14189e-16-0.00500736j 8.05814e-17+0.000538577j 1.1566e-15-0.0121638j 8.39786e-17-0.000533721j 5.67022e-17+0.00113223j -1.77331e-16-0.00239589j 1.4265e-17-0.00306897j 2.6798e-16+0.00847292j 9.24212e-15-0.00291522j 9.74373e-18+0.00439968j 4.66978e-17+0.0117623j -2.45191e-17-0.000166209j 2.63069e-17-0.00072252j -8.84748e-17-0.000428877j -4.9533e-17-0.00318499j 9.1287e-17+0.0030337j 1.30633e-16+0.000115484j -6.96257e-16-0.00897886j 2.88609e-16+4.15254e-05j -9.73055e-17-0.00646451j 2.27847e-16+0.00241144j 2.68942e-19+0.000594279j 8.89613e-18+0.000494953j 4.58763e-17+0.0086201j -4.84348e-18-0.00228961j -1.31577e-17+0.00241118j -3.35066e-17+0.0006282j 3.97824e-18+0.00096726j 1.27869e-16+0.00839583j 1.09315e-16+0.00507296j 1.24777e-17+0.00225407j -3.48792e-17+0.00260925j 1.21458e-16+0.00435636j 4.29693e-17+0.00493225j -4.63249e-16-0.00192738j -8.566e-17+0.00222287j 
6.9399e-17-0.00294783j -8.99434e-17+0.00786662j 8.95902e-17-0.00302257j 2.94791e-17+0.0038076j 1.99816e-16-0.00544712j 1.12859e-16-0.00445611j -1.35166e-16+0.00226137j 7.25279e-17-0.00709949j -1.20368e-17-0.000593904j 2.75768e-17+0.00347221j 3.98978e-17-0.0020265j -4.60964e-17+0.000637031j -3.2816e-16+0.0100373j 2.05219e-16-0.00709968j 5.21828e-17+0.00490241j -1.64431e-15-0.00524092j 2.44909e-16-0.00612174j -1.09465e-16+0.00485808j -1.94698e-16+0.00525585j 1.37666e-16-0.000291734j 1.12073e-16+0.000252486j -1.01601e-16+0.00112376j -4.23659e-16+0.00462048j -2.42088e-16+0.00351383j -1.92656e-16+0.00424049j -1.45995e-16+0.00679739j -6.56804e-17+0.00584208j -4.96805e-16-0.0132732j -4.37081e-14+0.0131158j -2.35974e-16-0.000315484j -1.97675e-16+0.000830173j -4.14646e-17+0.000491361j -9.7786e-17+0.000725246j -1.40973e-16+0.00298641j 4.41829e-16-0.00636738j 1.15388e-16-0.00475538j -6.05575e-17+0.000141078j 7.61086e-16+0.0134313j -2.61005e-16-0.00524083j 8.50186e-17+0.000652805j -1.16863e-16+0.00268111j 7.08728e-17-0.00070988j 1.47592e-16-0.00205189j 3.70826e-16-0.0109108j 1.00603e-16-0.00202621j 7.67263e-17-0.00406176j -8.38245e-17+0.0045157j 1.0867e-16-0.00447251j 9.07284e-17-0.00815386j -1.47611e-16+0.00203299j -6.13536e-17+0.00078771j 7.94042e-17-0.00354773j 6.40729e-17-0.00655072j -2.42878e-16+0.00486762j -1.21105e-15-0.0076205j -4.63654e-16+0.00345102j 
6.51311e-17-0.00218053j -2.43156e-16-0.00241799j 5.62893e-17-0.00263191j -1.10868e-16-0.0043543j 1.42925e-16-0.000347332j 8.68817e-17+0.000245897j -7.27527e-17+0.0018913j 1.64647e-16+0.00613545j 4.25153e-17+0.000981123j -8.22208e-17-0.00243072j 8.20989e-18+0.000700978j -3.47234e-17+0.0023136j -2.14643e-16-0.00916268j 1.02439e-16+0.00502112j -7.81922e-17+0.000129641j -1.19808e-16-0.000699907j 1.42173e-16-0.000714932j -8.2438e-17-0.00373421j -1.04385e-16-0.00552423j -6.0374e-18-0.00283061j -4.41659e-17-0.00355665j -5.36371e-17-0.00183742j 7.27548e-16-0.00743916j -6.81695e-17+0.000442661j -5.89492e-17-0.000716141j -1.31798e-16-0.00220289j -1.16386e-16-0.00118508j 6.16483e-16+0.00876211j 1.7762e-14-0.00553747j -5.70407e-18+0.0015734j -8.94756e-17+0.00862433j -6.63121e-17-0.0020671j 5.0445e-17-0.000322823j -6.47445e-17-0.00157475j 1.24341e-16-0.000480006j 9.71535e-17+0.00167425j 4.30876e-17-0.000270836j -7.53196e-16-0.00686091j 3.49854e-16+0.00157611j -7.26079e-17-0.00465664j -7.76595e-17-0.000520217j -4.59401e-17-0.000276249j 3.57155e-17+0.0033684j 1.5123e-16+0.0101037j 4.20824e-17-0.000591428j 4.55845e-17+0.000801755j -1.39016e-16+0.000534152j 8.95255e-17+0.000492353j 1.64952e-16+0.00650121j -7.97265e-17+0.00239605j 3.42369e-19+0.00211812j 8.20942e-17+0.00266678j 1.64473e-16+0.00310583j -8.69497e-17+0.00279746j 9.06303e-16+0.00280587j 9.49563e-17+0.00179594j 
4.14493e-17+0.00599508j -1.41211e-17+0.00437217j 6.45853e-17+0.00917907j -7.07906e-18+0.00044123j 9.58286e-17+0.00506137j 5.14693e-17+0.00434544j -8.14697e-17-0.00203766j 1.76851e-17+0.000133371j 5.43642e-18-0.000124651j -2.00129e-17-0.00209969j -2.34192e-17-4.13177e-05j 2.97542e-17-0.00628316j -3.88688e-18+0.00951329j 3.44871e-17-0.004501j -1.3371e-16-0.00498021j 7.51322e-16+0.00155108j 7.22707e-17+0.00835762j -4.18731e-17+0.00216417j -6.81187e-17+0.00251731j 8.51694e-17+0.00245822j 4.5571e-17+0.00280973j 1.65027e-17+0.0058879j -5.25387e-16+0.00562186j 1.88057e-16-0.00502063j -6.32633e-17+0.000615943j -7.70892e-17-0.00554934j -6.40619e-17-0.0029486j 1.31262e-16-0.00106377j 2.48665e-15-0.000749644j 5.97169e-17-0.0033004j -4.31998e-17-0.0131445j 1.59073e-17+0.00636564j -8.22235e-18+0.00133673j 1.44616e-17-0.00435334j 1.91651e-17+0.00279367j -1.1266e-17+0.00434148j -5.40909e-17+0.00374819j -2.72199e-16-0.00153928j 1.09058e-16+0.00250753j 1.09837e-16+0.00656823j 3.42311e-17+0.00283637j 1.75463e-17+0.000192929j 4.32732e-17-0.00541578j 8.75685e-17-0.0106054j 4.83705e-17+0.00146035j 5.43031e-17+0.00201563j -4.34142e-17-0.0086742j 4.75904e-17+0.00402425j 3.59911e-17+0.000289111j -8.19618e-17-0.00283771j -2.74734e-17-0.00355214j 3.76228e-17-0.00232509j 5.18574e-17+0.00418996j -1.06096e-16-0.00776784j -1.46355e-15-0.00532231j -4.04459e-16-0.00691817j 
7.50497e-17-0.00211705j -2.61144e-16-0.00450991j 1.86707e-17-0.00322609j 7.48826e-17-0.00579233j 1.24558e-17+0.00178151j 6.22887e-18+0.00224516j -5.4812e-17-0.00348078j -9.529e-17+0.00630089j -4.46527e-17+0.00174455j 1.11422e-16-0.00902955j 4.11064e-17+0.00376121j 1.10274e-17+0.00198312j -4.42629e-17-0.00404913j 2.70944e-17+0.00704219j -1.20996e-16-0.00522567j 1.24495e-15+0.00294973j -1.29815e-19-0.000632903j 1.93628e-18-0.00771157j 1.44868e-16-0.00246568j 2.5791e-17-0.0041214j 7.23372e-17-0.00264394j -4.92489e-17-0.00285037j 1.31136e-15-0.0117881j 3.25774e-16-0.00453891j -9.5849e-17-0.000846827j 1.8632e-17+0.00245344j -3.33532e-17-0.0105318j 6.55188e-16+0.0117772j 4.01034e-14-0.0121515j 1.55303e-16+0.00302154j -1.37856e-16+0.00549384j -8.04582e-17-0.000530844j -5.97506e-17+0.000379985j 1.18826e-16+0.00469988j 5.9447e-18+0.00242763j -7.84348e-17+0.00281901j 2.07546e-17-0.00362167j -1.00841e-15-0.0148166j 4.58638e-16+0.00188556j -5.83144e-18-0.00759204j -1.26132e-16-0.00349712j 8.8616e-18-0.000288702j 1.57272e-17-0.0025586j 3.93297e-18+0.00744704j 5.74361e-17-0.00266857j 2.70941e-18+0.00632632j 7.31276e-17-0.002685j -2.11428e-17+0.00445564j -9.22231e-17+0.00834313j -5.45619e-17-0.00188655j -4.55302e-17+0.00148234j -2.48747e-17+0.00740868j -3.48735e-17+0.00551736j -5.71959e-17+0.00224316j 1.38837e-15+0.00524251j 2.54925e-16+0.00123897j 
3.91987e-17+0.000799218j -2.67555e-16-0.00504527j -1.25063e-17+0.000445075j -3.60361e-17-0.00152127j 6.4053e-17+0.00186131j 1.39044e-17+0.00105665j -8.55381e-17+0.000561045j 2.3979e-17+0.00371796j 4.0101e-17+0.000195669j -7.03015e-17+0.000930039j -2.17633e-17-0.000261307j -5.56875e-18+0.000703062j 1.89104e-19-0.00913298j -6.41972e-18+0.00379017j -9.16007e-17-1.67918e-05j 7.07566e-16+0.001885j -4.09839e-19+0.00229447j -7.98616e-18-0.00155974j 1.03818e-18-0.00477986j 2.01819e-17+0.000718479j -1.19507e-17-0.00070895j -5.42978e-17-0.00156192j 1.40253e-16-0.00119575j -9.24648e-17+0.000674823j -1.81693e-18-0.00263014j 4.29933e-17-0.0044281j -7.86465e-17+0.000719825j 3.8842e-16+0.00656216j 1.74229e-14-0.00533113j 2.79152e-17-0.000336844j -5.64315e-17+0.00216603j -3.30603e-17-0.00205742j 8.28775e-17-0.000723915j 5.09717e-17-0.00335516j 1.44967e-18+0.0024775j -5.88898e-18+0.00136226j -2.37565e-17+0.000456611j -3.98788e-16-0.00412237j 1.7242e-16+0.00267117j -3.07865e-17-0.000127284j -1.11438e-16-0.00136423j -6.10345e-17+0.000169057j -4.04641e-17+0.00444519j -4.84562e-17+0.00873939j 1.5995e-18+0.00183933j 1.75775e-17-0.000232873j -6.90934e-17-0.000150169j 3.47906e-17+0.000432883j 1.88532e-17+0.00357835j -8.47897e-17+0.000341685j 1.24988e-17+0.000346667j 6.10334e-17+0.0007351j 3.72487e-17+0.00199384j -1.31069e-17-0.00159728j 1.17763e-15+0.00489545j 2.33636e-16-0.000699104j 
