-0.0100768-0.0126464j 0.0106464-0.0324446j -0.00886987-0.0495604j 0.00919501-0.0423143j 0.0311598+0.0104647j -0.0425066+0.0303256j 0.00731074-0.00929641j -0.0189504-0.00329432j -0.000341528-0.0084875j -0.00778353-0.0193167j 0.00238014+0.0390214j -0.00561154-0.0182773j -0.000473902-0.00498511j -0.016963-0.00216911j -0.00580113-0.0173492j -0.0143896+0.0196613j -0.0148539-0.00382188j 0.0342578+0.00682318j 0.0156355-0.00120183j 0.0111081-0.0160293j -0.0150329+0.0154352j -0.00716867+0.00583504j 0.0038136+0.00576903j -0.00113051-0.00241492j 9.89863e-05+0.000559337j 0.00292355-0.0012104j 0.00266424+0.00864767j 0.0216387-0.0235984j -0.00120001+0.00727281j 0.0164237-0.0190323j 0.00507207+0.0109374j 0.0120631-0.0124297j -0.0123289+0.00862796j -0.0167049-0.00991038j 0.0100032-0.00405874j -0.0165165+0.00799257j -0.0141307-0.00496098j 0.00813093+0.0223351j 0.0285924+0.00762032j -0.0387612-0.0147124j -0.00893527+0.0220932j -0.0109041-0.0271747j 0.0129641-0.00335421j 0.026436+0.0101898j -0.0399377+0.00810558j 0.028834-0.000274746j -0.00471994+0.0112729j -0.045976-0.0173749j -0.02803+0.0172398j -0.0270567-0.0376569j -0.0308349+0.0281932j 0.03386+0.0214296j 0.0415148-0.0335842j -0.0312323+0.0110805j 0.0158794+0.0422189j 0.00662394-0.027717j 0.0252359-0.0167382j 0.0296539+0.031109j -0.0198098-0.0470107j 0.0043436+0.0161917j 0.0346928+0.0255024j 0.0152592+0.0192978j 0.0413313+0.0267193j 0.0628162-0.0593857j 0.00827246+0.0701795j -0.0432568-0.0225544j -0.0116751-0.0577608j -0.0530899-0.0103387j 0.0157969-0.114654j -0.137932+0.00594566j 0.0262794-0.053482j 0.00739455-0.021396j 
0.00910821+0.00391856j 0.000613731+0.0225889j -0.0768911+0.0194734j -0.010673-0.0331955j 0.0336394-0.0139607j 0.0961733+0.0426092j -0.0650245-0.0380108j 0.0279202+0.0221465j -0.0357041-0.0362304j -0.0360406+0.0540265j 0.0780469+0.0163568j -0.12453-0.0507654j 0.0477529+0.0372578j -0.0228084+0.0586705j -0.0920722+0.101282j 0.0825821+0.00682599j -0.0251352+0.000708551j -0.116584+0.0380044j -0.0580456+0.0410769j 0.113321+0.0903313j -0.0538779+0.0201235j -0.142168+0.00434355j -0.0924491+0.0419361j 0.0463794-0.00382269j -0.0607348-0.154245j -0.0683869+0.0672825j -0.128373+0.081313j 0.0614533+0.121122j 0.0216167+0.104597j 0.0224041+0.0535361j -0.097633+0.0120193j 0.0249832+0.120689j 0.0130228+0.0806748j -0.0306207+0.0412759j 0.0696053-0.00296924j -0.0624216+0.0517156j 0.024113+0.0192296j -0.0451998+0.0783245j 0.00535179-0.0879005j 0.197125-0.0840105j -0.0776636-0.0331584j 0.0108905+0.0859117j -0.0533784-0.09112j 0.0375607-0.060898j 0.143575+0.0706503j -0.0369613-0.101617j 0.0272982+0.0600347j 0.162267-0.0390766j -0.0129768-0.0356153j 0.0812008+0.0503076j -0.0369571-0.0216083j -0.0265027-0.0166814j -0.025183+0.0845877j 0.0727037+0.0455802j 0.0123611-0.102267j 0.0610778+0.0376494j -0.00909036+0.0479528j -0.0327404+0.0494077j 0.0269539+0.046988j 0.0460531+0.0275253j -0.0324684-0.00280713j 0.00634055-0.03662j -0.0367359+0.0405811j -0.00988221+0.0604395j -0.0450669+0.0269368j 0.00827862-0.0140094j -0.0379701+0.028527j 0.0245717+0.000735294j 0.00547733+0.0189487j 0.0717516+0.00902167j -0.0253845-0.00154796j -0.0107674-0.0179013j 
-0.00024971+0.0013049j -0.00804741+0.0109489j 0.00869018+0.0540402j -0.0513512+0.0150809j 0.0284922-0.0672236j -0.0156122-0.00188702j 0.0480115-0.0482462j -0.0499014-0.0169514j 0.113838+0.0632296j -0.047951+0.0563961j -0.0837972+0.0406489j -0.0391222+0.0355382j -0.14823-0.106606j -0.0619942+0.152401j -0.0821444+0.0443438j -0.0284802-0.124222j 0.0829865-0.0208002j 0.00243065-0.0907529j -0.171636+0.0583708j -0.0616291-0.124692j 0.141041-0.0207923j 0.0756981+0.0575567j 0.0849844-0.0798345j 0.136991-0.0313027j -0.178499-0.189556j 0.0194532-0.237324j 0.0442105+0.0260891j -0.102058+0.239172j -0.0192233+0.0670703j -0.114518-0.0119849j -0.212257-0.0980604j 0.0825897+0.0601949j -0.00258345-0.266756j -0.197486-0.0339331j 0.0828043+0.0527817j -0.00332629+0.10296j 0.0602992-0.0438407j -0.0609152-0.0443304j -0.153412-0.0228105j 0.0245367-0.0672798j -0.0873544+0.0490119j 0.0158196+0.0998892j 0.0212409+0.140116j -0.105546-0.0152387j -0.04532-0.0154649j -0.101811-0.0274766j -0.077266+0.0134821j 0.0195409-0.0920266j -0.135196-0.00801802j -0.0498284-0.0492089j 0.0105663+0.0250483j -0.0150114+0.0171628j 0.0698814+0.00182933j 0.059429+0.0173039j 0.0313201-0.00214031j 0.0138743-0.00393866j -0.00806152+0.0116284j 0.0135978-0.0156409j -0.0586935-0.00559039j -0.007001+0.0468421j 0.0159896+0.00645537j -0.0323833+0.0235621j -0.0039755+0.00506515j -0.00834447-0.0126145j 0.0182135+0.0466325j 0.00765027-0.0126891j -0.0173169-0.0228411j -0.00441338+0.0201308j 0.00650131-0.00400341j -0.0114493-0.0091344j 0.017818+0.00718452j -0.00311745-0.0137778j 
-0.00653542-0.0123107j 0.00727663-0.00132534j 0.0379986+0.0195356j -0.0462076-0.0126509j -0.00285995-0.0298734j -0.000829021-0.000121693j -0.0206844-0.0186579j -1.83923e-05+0.0456061j -0.0373321+0.0527419j 0.0320664-0.0122486j 0.0491494-0.081088j 0.119261+0.0706539j 0.0618393+0.0137393j 0.0849737-0.0770059j 0.0708691+0.0943254j -0.0362984-0.0671425j 0.0111178+0.045423j 0.0289081-0.207049j -0.152452+0.00296053j -0.150494+0.0189639j -0.0370837+0.163332j 0.106156-0.147395j -0.0763351+0.0842794j 0.153005+0.171194j 0.136124+0.0217207j 0.0171358+0.148051j 0.025459-0.054419j 0.049979+0.0587968j 0.0517021-0.0474376j 0.13365-0.0773938j 0.0645799+0.103406j -0.00919761-0.00416238j 0.0204488+0.151418j 0.134097+0.067808j -0.00217151+0.0128011j -0.0657508+0.0185468j -0.090301+0.00130033j 0.0128405+0.00211144j 0.130956+0.123406j -0.0675535+0.0767694j -0.124706+0.0352168j 0.00180103-0.00529998j -0.115847+0.0496785j -0.0573316-0.00920276j 0.0333083-0.0642379j -0.132203-0.0193146j 0.0835765-0.108322j 0.025297-0.110844j -0.0299973+0.0405139j 0.0479689+0.0683738j 0.017387+0.0154844j -0.0419465+0.0195926j 0.0211574+0.0151573j 0.0176818-0.041805j -0.0395645+0.0641316j 0.0376406-0.000463566j 0.00806331-0.0223961j 0.0249964+0.00258535j 0.0153072+0.0224944j 0.0323853+0.0339118j -0.0264742+0.0131194j 0.00680348-0.0649449j 0.0340194+0.0101475j 0.0293895+0.0502374j 0.0110218+0.0463365j -0.0576648-0.0133053j -0.00800057-0.0472185j -0.0130333+0.0131585j 0.00606204-0.0151632j -0.0320053+0.00893865j 0.00681868-0.00017426j -0.00437937-0.0149806j 
-0.00499118+0.0108848j -0.00248893-0.00911916j 0.0193548-0.00740217j -0.021985+0.0391318j 0.00407154-0.0464752j 0.0152249-0.0953486j 0.0430192-0.0760007j 0.00415482+0.0312876j 0.0330005-0.0377309j -0.0275475-0.0471155j -0.0385445+0.0628203j -0.0876609+0.123542j 0.0462609+0.0250185j -0.0408443-0.0568368j -0.0692918-0.0338198j -0.0613373+0.0343328j 0.00207703-0.216401j 0.0730595+0.0205296j 0.0132951-0.0827578j 0.0146073-0.201909j 0.0344762+0.116306j 0.128044-0.00118338j 0.0795732+0.0332297j 0.0559691+0.00782605j 0.0306501+0.182057j 0.0726726-0.198877j -0.000717517-0.089986j -0.114184+0.0293494j -0.0453346-0.202034j 0.0495511+0.0574232j -0.0758867+0.168544j 0.0407711-0.0868125j 0.128492-0.072872j -0.122955-0.06861j -0.0492055+0.0898217j 0.0229997+0.0945229j -0.0317499+0.0846003j 0.123555-0.0884703j -0.0243603+0.108362j -0.0765338+0.0224651j 0.0600771-0.093797j -0.0459827-0.0262179j -0.0831069-0.0293415j -0.0192776-0.0151901j 0.0357038+0.0192245j 0.00952893-0.0594977j -0.0248267-0.0885594j 0.0569992+0.0266341j 0.0499669+0.0665463j 0.00760874-0.00353017j -0.0736533+0.0145268j -0.0587856-0.00911626j 0.0313458-0.00645606j 0.0820487+0.0283878j 0.027169+0.016338j 0.054722+0.0608074j -0.0743902+0.013491j 0.00589689+0.0235277j 0.0773156+0.0208188j 0.00690124+0.0171523j 0.0164832+0.012583j -0.00538255+0.0611517j -0.0446214+0.0647028j 0.0560764-0.0438684j -0.0386778+0.00104465j -0.0217326-0.0260472j -0.00438623-0.0309634j -0.0116859-0.0407806j 0.0441504-0.0268636j -0.0340844-0.0370376j 0.00558576+0.00819577j 0.00201471-0.00160285j 
0.0101396+0.00571628j -0.00257829+0.00544644j 0.0280136+7.49125e-06j -0.0202255-0.0295111j 0.0369517-0.0109342j -0.0794241+0.0438316j 0.031997+0.0354828j -0.0646014-0.0309897j 0.0544383+0.085345j 0.0648163+0.034829j -0.0403767-0.0840112j 0.139161-0.0949568j -0.0843618+0.0131926j 0.0511826+0.0459754j 0.0400864+0.00634837j -0.158544-0.147827j 0.0619381+0.0127579j -0.0740641-0.0329749j -0.00716106+0.0608971j -0.160749+0.0832134j -0.113574+0.119819j 0.233444-0.0307019j 0.0970936+0.0431347j 0.210116+0.0469718j 0.0335383-0.231851j -0.182513+0.0853339j 0.0517126+0.0637645j 0.0587378-0.0209664j 0.103004+0.07008j 0.068316-0.0669396j -0.0205477-0.0989065j 0.0295376+0.01151j -0.060349-0.0332963j -0.105014-0.154124j -0.0424817-0.00618653j 0.0755838-0.0221575j -0.126516+0.0637435j 0.0346403-0.0034533j 0.0724611-0.0171872j -0.142608-0.00419706j 0.0895821+0.0565707j 0.0303186+0.00988504j 0.0456061-0.0194448j -0.0193479-0.00931939j 0.0114787+0.030528j 0.0903644-0.0321793j -0.0193483+0.0118613j -0.0193507-0.0199763j 0.0961062-0.0512776j -0.0958519+0.0757954j 0.00411917-0.000572305j -0.0404298-0.031317j -0.01493+0.0524513j 0.0177177+0.0342095j 0.0393742-0.00796932j -0.0154688+0.0234057j -0.0921699+0.0534547j -0.0629782+0.0144118j 0.0503238+0.0400755j 0.0341617+0.0520768j -0.0175716+0.0202129j -0.00138796+0.0394734j -0.0905837+0.0500763j 0.0730804-0.0101435j -0.0319595+0.0352535j -0.0208732-0.0389554j 0.00677802-0.0165845j 0.0230179-0.026061j 0.03823-0.00536599j -0.0281883-0.0203011j 0.0038099-0.00201009j 0.000254859+0.0033735j 
-3.9876e-05+0.0182264j -0.0244249-0.0031123j -0.0509423+0.0432933j -0.0410271-0.0275414j 0.0392015-0.0618093j 0.0167695+0.0775723j 0.0496287+0.0150107j -0.0222897-0.0309529j 0.0631313+0.0736683j 0.0320918+0.00812941j -0.056243+0.0107899j 0.0665977-0.0686393j 0.0510859+0.0839515j 0.127594+0.0184658j -0.0278681+0.0227125j -0.133377-0.153042j 0.103183-0.111083j -0.0657942-0.114273j -0.0927396+0.0865175j -0.0832762-0.011172j -0.00423917+0.192087j 0.0752584-0.00918289j -0.0766323-0.0698565j 0.14208+0.026833j -0.0738836-0.0257271j 0.0569313+0.0322751j 0.0776931-0.107796j -0.138758+0.100366j 0.120507-0.185771j -0.0385964+0.101566j -0.107678-0.0994262j -0.111857+0.05669j -0.0694291+0.00847362j -0.0269251-0.000908212j -0.0354787+0.0684862j -0.0850026+0.0652785j -0.0522917-0.0792614j -0.0450866+0.0593699j 0.142836+0.155816j 0.0418889-0.0235497j 0.0671338+0.0456908j -0.0810794-0.00681638j -0.0593033+0.0540288j 0.0162467+0.0285753j -0.0197298+0.00868596j -0.0360803+0.00518496j 0.0570733-0.0824798j 0.0649602+0.0564484j 0.0187111-0.073345j 0.102254-0.0172622j 0.00185383-0.00747441j 0.0568006-0.0151892j -0.0961057-0.102549j -0.00696978-0.0237593j -0.00518274-0.0486214j -0.0207489+0.0192114j 0.0554625-0.0539614j 0.0233095-0.0734415j -0.0332908-0.0127229j -0.0208362-0.118167j 0.0424201-0.0414507j 0.0296698-0.00619639j 0.0795195-0.0190584j -0.106699-0.0122601j 0.00716312-0.0813021j 0.0261341+0.0618623j 0.0366197+0.0476678j -0.0115673-0.0433787j 6.23989e-05+0.0570038j 0.0495476-0.0230914j -0.0141542-0.00247053j -0.0158286-0.000483322j 
-0.0293446-0.00339495j -0.00330062-0.020679j 0.0198377+0.0365415j -0.035815+0.0107405j -0.0362544-0.0190775j 0.0156183+0.0672884j 0.0629522+0.0295831j -0.0835976+0.00299416j 0.0157108+0.0622568j 0.0141577-0.0413726j -0.017327+0.0252849j 0.0214974-0.106016j 0.0229578-0.0602042j 0.0679891-0.021902j 0.00614816+0.0368632j -0.0713297+0.0157654j -0.0756316+0.0466886j 0.00709883+0.0474763j 0.0616419-0.0112943j 0.0245339-0.0172849j -0.00230594-0.0126867j 0.0631709+0.0314884j -0.0279318-0.01854j -0.0837257-0.000109191j -0.011155-0.00997894j -0.00786053+0.0379986j -0.0061984+0.0310722j 0.0102961+0.043554j -0.109455+0.024695j 0.0631911-0.0250848j -0.119526-0.0633694j -0.00765665+0.0509861j -0.0439102+0.0328075j -0.0264848-0.015909j -0.00603081+0.00202542j 0.00332022+0.0126508j -0.0292885-0.0730723j 0.0238106+0.0316722j -0.0144392-0.136824j -0.0555942-0.0530424j 0.0379767-0.0504772j -0.0339785+0.0189619j 0.0063267-0.00346742j -0.0245078-0.0510215j -0.0204779-0.0415664j 0.012849-0.106936j 0.0823109+0.0636691j -0.0629388-0.00306553j 0.0133107-0.079106j -0.0418582-0.0230637j -0.0502981+0.0358202j 0.115549+0.0689716j -0.00356236-0.141263j -0.0353173+0.0918026j 0.038237+0.0397789j -0.0199477-0.0430564j 0.0494986-0.0583412j 0.104554+0.059306j -0.128745-0.0281878j 0.00766632-0.0389419j 0.0140408-0.0124297j -0.052619+0.0388938j 0.0759568-0.0986123j -0.0223427+0.0446495j -0.0314204+0.0194397j 0.0343228+0.0220297j 0.0406249-0.0235597j -0.0149556+0.00842531j -0.000975374+0.0118631j -0.0217602-0.011052j -0.0139489-0.0155874j -0.0188215-0.0112811j 
0.00830596-0.0162182j 0.00966879+0.00769573j 0.00155027-0.0105692j 0.0186306-0.00822008j 0.00483238-0.0661845j -0.00471527-0.0185179j -0.022725-0.0164276j 0.0197382+0.0477544j 0.00516987+0.0134224j -0.036128+0.00364811j 0.0261199+0.00578032j -0.0296776+0.0234302j 0.0540294-0.0604808j -0.0335186+0.0272699j -0.0362956-0.01916j 0.0299802-0.0150591j 0.0145128+0.0597017j 0.095081-0.0238151j -0.0704045+0.0483042j -0.106321+0.073485j 0.0214118-0.00530959j 0.0347854+0.0202468j -0.0613475-0.0358507j -0.0451476-0.00976464j -0.0580146-0.0956061j 0.0313522+0.0846159j 0.0661611+0.0250209j 0.022402-0.00245737j 0.0523931+0.0338018j -0.0117817+0.0054519j -0.0241138-0.0595027j -0.023773+0.10579j -0.023895-0.0148157j 0.0926919+0.0362859j 0.0599866-0.0490985j 0.0313473-0.0345101j -0.0357363-0.0574261j 0.0319562+0.0392448j 0.0328975+0.0828613j 8.78251e-05-0.0176258j -0.00733092-0.0554645j -0.00314289+0.101254j 0.0662043-0.0377967j 0.118397+0.00806784j -0.0110034-0.19916j -0.0253549+0.117531j -0.136877+0.01265j -0.0185037+0.0851432j -0.0682413-0.0793128j 0.017608-0.0993723j -0.0171314+0.0349744j 0.031902+0.0300687j 0.0839914+0.0616639j -0.0700622-0.00797024j -0.0484533-0.0946644j 0.0521694-0.0072843j -0.0686213+0.021376j -0.0808039+0.0533211j 0.00979214-0.139831j -0.144925+0.0859158j 0.0556641+0.0302074j -0.0202125+0.0479015j 0.0151792+0.0213508j 0.080778-0.206974j 0.181517+0.0294497j -0.0473885-0.0692325j -0.0318594+0.048351j -0.0582016+0.0705145j -0.106867-0.0474135j -0.068833+0.101943j -0.0115263-0.00163774j 0.0385787-0.02088j 
0.0130281-0.0124682j 0.0229839+0.0248718j 0.0282793-0.0401147j 0.0239606-0.0349219j -0.0278734+0.0712899j 0.00272515-0.0284818j 0.0404341-0.0386921j 0.0251539-0.0205267j -0.00996584-0.00475504j 0.0140981+0.00452992j -0.0263705-0.0445036j -0.0196964-0.0435294j -0.0581756+0.0364982j -0.0511401+0.0547932j -0.0101217-0.042222j 0.0693972-0.0244742j 0.0461477-0.0555871j -0.0686798+0.0315456j -0.0139975+0.0454945j 0.046939-0.0428168j -0.051232+0.0119776j -0.0860482-0.050827j 0.0362596-0.0230794j 0.086355-0.00935466j -0.061877-0.029402j -0.0206548-0.051074j -0.0288435+0.0357943j -0.0597979+0.0512784j 0.0873133+0.0543072j -0.022315+0.0238377j 0.00444278+0.0972936j 0.0313591-0.0484277j 0.0704674+0.00900933j -0.0621953+0.0200945j 0.0254951+0.0142732j -0.00338151+0.0764634j 0.0693498+0.0239057j -0.0460255-0.0806625j -0.0399759+0.0579964j 0.10583+0.00436012j -0.0492301+0.0347899j 0.00517822+0.00382059j -0.0146442-0.0380589j 0.0556044+0.0282518j 0.0190342+0.145875j 0.0627154+0.040369j -0.0162549+0.0181727j 0.0102008+0.109837j -0.0350556+0.107315j 0.00642721-0.0670726j 0.00502745-0.0187224j -0.0438182+0.0450494j -0.0623206+0.159428j -0.103991-0.102974j -0.102962+0.110849j 0.0639488+0.131836j 0.0454853+0.0119005j -0.059231-0.0401492j 0.0735785+0.124801j -0.176243+0.0393618j -0.0378242-0.0306069j 0.104687-0.111676j -0.0184788+0.0427589j 0.0545069+0.00779351j 0.105196-0.0346294j -0.0586211-0.0206993j -0.0156555+0.118828j 0.0616504+0.0231997j -0.062973+0.0379573j 0.0692883+0.0503678j -0.0329006-0.00341109j 0.0114951-0.0191869j 
0.00905247-0.00767571j 0.00831045+0.0193531j 0.00753859+0.0368369j 0.0122195-0.0234108j -0.0436942+0.0258089j 0.0162557-0.0398646j 0.023515+0.0101142j 0.046918-0.0468359j 8.92244e-05+0.00803264j -0.00889236-0.0133259j 0.00473353-0.0577257j -0.0325672+0.0186473j -0.0148882-0.088649j 0.0582771+0.0192747j 0.0542029-0.0354438j -0.090622+0.00116372j -0.00488195+0.0401865j 0.0104823+0.0501933j 0.0867655-0.038523j -0.108416-0.048871j 0.0971012-0.0142693j 0.123723+0.0167869j 0.0733352-0.0100751j -0.0341138-0.0118814j 0.0114334+0.0219945j -0.0447325-0.0567871j 0.0513818-0.0170002j -0.0768837-0.0606662j -0.00351038-0.0387308j -0.0423573+0.021358j 0.027144-0.00547135j -0.0257853-0.0288743j -0.0314376-0.0121817j -0.0340209-0.0246216j -0.0544332-0.00293923j 0.116988+0.0309611j -0.0274913-0.0447246j 0.107705-0.142353j -0.0662281-0.0432644j -0.04693+0.0160551j 0.0950759-0.0270519j -0.0246313-0.056582j 0.0458581+0.0624002j -0.105513-0.00622749j -0.0907729-0.0633965j 0.00690805+0.032877j 0.0126964-0.00685151j -0.0133489+0.140793j 0.193003+0.000527585j -0.049827-0.0744301j 0.0544463+0.0484722j 0.0137255+0.0560793j -0.00801215+0.129812j -0.0463943-0.054915j -0.148878+0.00818227j -0.0360713+0.0182777j 0.0129092+0.0592323j -0.0831031-0.0658807j 0.1209+0.0316367j -0.0858467-0.0485982j 0.0359424-0.107158j 0.066168-0.0424782j -0.104887-0.0433554j -0.058325+0.0170981j 0.0418704-0.093712j 0.0161031+0.0319324j -0.0296632+0.115884j 0.0865008+0.0439948j -0.0448628+0.0793755j 0.12231+0.0624695j -0.0229295+0.0123448j -0.0198534-0.0172135j 
0.00689903-0.00984099j 0.010839-0.0103346j -0.00179095-0.0487149j 0.054365-0.0572212j 0.0321506+0.0306403j -0.0328651-0.0136217j 0.0193831-0.0137817j 0.0349935-0.0250187j 0.00749162-0.0344855j 0.0290552-0.0176153j -0.00282038+0.0276024j -0.0174268-0.0124842j 0.0328219+0.0186917j 0.0439453+0.0251045j 0.0131481+0.0173689j -0.141981-0.0192795j -0.0890943+0.0371004j -0.0484151-0.0339122j 0.0495976-0.0115181j 0.0627698-0.0324383j 0.0662595+0.0263325j 0.0292819+0.0642949j 0.0904468+0.00255199j 0.0240174+0.0297585j 0.0269213-0.0751017j 0.0359532+0.0194509j -0.0259943+0.000229222j 0.0305947+0.0671763j 0.0176815-0.00848694j 0.000101988-0.0210241j -0.0315824-0.092527j -0.103013-0.00422641j -0.0528117+0.0595504j -0.10094+0.0777454j -0.0411282-0.0347151j -0.156722+0.0352427j -0.0724539-0.0971573j -0.0404767-0.0304569j -0.0820878-0.110966j -0.0389881+0.00874123j -0.188017-0.0447289j -0.0935986-0.000649946j 0.131287+0.19022j -0.149984-0.080956j -0.00753715+0.12405j -0.0204803-0.0482255j 0.213785-0.0314999j -0.0349116+0.0190631j -0.0887704+0.110488j -0.0959548-0.117224j 0.216463+0.0429234j 0.0275019+0.0821306j 0.0825505+0.0643255j -0.0299432-0.0326808j -0.00683789+0.0457038j -0.0948613+0.0310596j 0.0344471+0.0512145j -0.0285793+0.109497j 0.150414-0.0053735j 0.085188+0.100786j -0.128197-0.0353998j 0.0296228-0.0830359j 0.192147-0.0547598j 0.0954857+0.15845j 0.0517499+0.0518089j -0.046257-0.0173124j -0.0304559-0.075999j 0.0496822+0.0817737j -0.0580315-0.0648947j 0.00826924+0.0662377j -0.0154432-0.0292793j -0.00695449+0.0103735j 
-0.00740335-0.00668004j 0.012892+0.0169801j 0.0299141+0.0123439j -0.00595356+0.00608901j -0.0619941-0.0273667j 0.053228-0.0414168j -0.0513186+0.00489191j 0.071981+0.0442983j -0.0606105+0.0134117j -0.0356-0.00810439j 0.0276689-0.0751106j 0.00235728+0.0846757j 0.0436032+0.0225145j 0.0541737-0.0394003j 0.0328498-0.048832j 0.0491846-0.0139977j 0.0266184+0.0205699j 0.00927359-0.121752j 0.0157337-0.049901j -0.00787863-0.00757553j 0.0184877+0.00532008j -0.0146124+0.0381702j 0.0149286+0.00791245j -0.0210259-0.018038j 0.0521971+0.0368431j -0.067892+0.0499023j 0.0157214-0.0129796j -0.0716935-0.0103227j 0.0426841-0.040978j -0.0109019-0.0873459j -0.010183-0.0967168j -0.0666353-0.0375457j -0.0095693-0.0158193j 0.00698619+0.0647507j -0.0234245-0.0421239j 0.0632588-0.0528601j -0.149544+0.0485634j -0.103832+0.0311707j 0.0517913-0.0659032j -0.0619849+0.113047j 0.02057+0.011604j 0.117984+0.115139j 0.0950368-0.0179986j -0.181706-0.106871j 0.0896756+0.080553j 0.0297888+0.0339338j -0.102285+0.0246696j 0.0341827-0.104888j 0.0310499+0.117999j 0.11341+0.0439972j -0.0369142-0.0961583j -0.230228+0.0411131j -0.0093418+0.0504461j 0.0920616-0.047903j -0.0695197+0.00673315j 0.058456-0.00138807j 0.0436689-6.13566e-05j 0.0262442+0.0335998j -0.0793746+0.0315761j 0.249514+0.0206551j -0.0807492+0.0223281j -0.0586243-0.0630994j -0.0255332+0.0680018j -0.11139+0.0420505j -0.0257196+0.0455029j 0.0020211+0.0546353j -0.111922+0.0242822j 0.0135507+0.0948208j -0.0329285+0.012773j 0.0621304+0.0424289j -0.015232+0.03537j 0.0390959-0.0100059j 
0.0170154+0.00344766j -0.00301396+0.0246588j -0.011512+0.030093j -0.0168267+0.0234943j 0.0208285-0.0289233j 0.00134247-0.07384j 0.0553005+0.0194101j 0.0126539+0.04248j 0.0360374-0.111714j 0.0781402+0.0726658j 0.00126255+0.101226j 0.114367+0.0335513j -0.0791378+0.00736607j 0.000492946+0.10573j -0.0533959-0.0195888j -0.035116+0.0239749j -0.0705573-0.0142887j -0.0529423+0.00186574j -0.013489-0.00785772j -0.0305521+0.00691457j 0.000973761-0.019079j 0.0299004-0.0380368j 0.0516773-0.00848722j -0.0720918+0.0093094j 0.0622221-0.0232336j 0.0897403-0.00473317j -0.0855214-0.0902712j 0.119918-0.161636j 0.0467037+0.0159641j 0.0131629+0.00249311j 0.021915-0.0459695j -0.0550406+0.0591216j 0.143294+0.0182551j -0.00266845+0.0279868j -0.00162544+0.0956398j 0.0257154-0.0809567j 0.0909061+0.0810788j -0.0148833+0.0759308j -0.0543921+0.0378043j 0.0920293-0.0318718j -0.066535+0.0730238j 0.0576387-0.0390047j -0.0467587-0.0348311j 0.0642829-0.0737717j 0.0213979+0.0224458j 0.0069119-0.00377275j 0.132171+0.0414078j -0.0118509-0.0983469j -0.0792283-0.00518041j -0.0871593-0.12263j 0.197208-0.129694j -0.0370782-0.280197j 0.0644311-0.101581j 0.0675045-0.146041j 0.120694-0.0300396j -0.0131698+0.106528j -0.272507-0.0689284j -0.226614-0.0789043j 0.143105-0.0460356j 0.127274-0.148138j 0.0250129-0.0571807j 0.0592728+0.0150492j 0.129081+0.0574232j -0.0660248+0.0518671j 0.0368786-0.0377743j -0.0576063+0.0580924j 0.0320363+0.0390331j 0.00950693-0.0478127j 0.00929195+0.0743473j 0.00863862-0.0218415j 0.00324159+0.0182225j -0.00061345-0.0188136j 
0.0321558-0.000785092j -0.0107386+0.0292687j -0.0461864+0.0405071j -0.0173636-0.0142018j 0.0716911+0.0113918j -0.0450807+0.052432j -0.0315059-0.045053j -0.076398-0.0874955j 0.0577267-0.0276739j 0.0244648+6.83931e-05j -0.0838481-0.0704937j -0.0424524+0.0631522j -0.0280385+0.0420404j -0.0361821-0.000190572j 0.00966704+0.0344671j 0.00969573+0.018075j 0.0128026-0.00840623j 0.0360331+0.0130773j 0.0670456-0.0424646j 0.024576+0.112051j 0.0383294-0.0239138j 0.088214+0.06269j -0.0336381+0.0407842j 0.111141-0.0530487j 0.0149043+0.0256432j 0.0416902-0.0681255j 0.0682096+0.014254j 0.00330536+0.000431307j -0.0500272-0.0233683j 0.0236183+0.0838431j 0.184081-0.00817742j 0.136182-0.00493721j -0.0947593-0.0263302j 0.0949843-0.000541494j -0.00188569+0.0199658j -0.120082-0.0172007j 0.184082+0.00886568j 0.0438122-0.0112695j -0.0153367-0.0370336j -0.0310024+0.0138264j -0.107459+0.0103293j 0.020308-0.0432402j 0.0737451-0.0181306j 0.0835512+0.0350206j 0.133009-0.0529654j 0.020462+0.0202251j -0.0401172-0.074016j 0.0344521+0.0185539j 0.0428072-0.0390903j -0.0826236+0.26132j 0.188191+0.0611931j 0.0493217+0.00695579j -0.225506+0.170516j -0.0393473+0.0433496j -0.0518388-0.177037j -0.191766-0.134961j 0.0742034+0.139333j -0.032663-0.12375j 0.0847132+0.0110278j 0.0368431-0.0426534j -0.0388583-0.00592649j -0.0309534-0.0908643j 0.0906653+0.0678882j -0.00174626+0.00351946j 0.0240215-0.0988277j -0.035045+0.0287547j 0.0612216+0.0109008j 0.024328-0.0315419j 0.0255982+0.0363845j 0.0325949-0.00853538j -0.00131594-0.00517491j -0.0203139-0.00399059j 
