-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
-1.12053e-16-0.0128135j 5.08093e-16+0.0103909j -3.05316e-17+0.0216363j 9.6588e-17+0.0381625j 1.84654e-17+0.0237534j -6.56229e-18-0.0118157j 1.35412e-17+0.00807762j 1.13254e-17-0.00727338j 2.42926e-17+0.027566j 1.79666e-17+0.00331108j 8.32659e-18-0.000986257j -2.73609e-18+0.00493277j -3.66011e-17-0.00406686j 3.10849e-17+0.0235737j -1.37168e-16-0.00809976j 1.18021e-15+0.00292165j 2.18875e-18-0.00183102j 5.75682e-17+0.000261572j 1.69743e-16-0.0111153j -1.15289e-16-0.00567345j -1.62169e-16-0.00598686j 2.70439e-17+0.0115057j -1.4355e-15+0.0135936j -3.0453e-16+0.00365898j -2.59893e-16-0.00936639j 3.37926e-16+0.0534362j -4.59812e-17+0.00779575j 8.29919e-16-0.011807j 4.12523e-14-0.0120439j -2.53689e-16+0.00790329j -3.04408e-16+0.033893j -1.49114e-16-0.00612229j 3.82984e-16-0.0193086j 2.03569e-16-0.0036361j 2.56283e-16+0.00118421j 1.9118e-16-0.0423621j 8.19575e-17+0.010236j -1.9086e-16+0.00646234j -2.17985e-17+0.0236963j -2.04641e-16-0.00456291j 2.91895e-16+0.00951653j 8.22251e-17+0.00252468j -2.00825e-17-0.0271402j 3.24598e-17+0.0123799j 2.44979e-16+0.021085j 1.1048e-16+0.0103382j 6.04994e-19-0.015849j -2.29711e-17-0.0114264j 9.56442e-18+0.0243056j -3.38326e-17-0.00593179j 4.34056e-18-0.00182767j -1.70054e-18-0.000700996j -5.93157e-18+0.0156436j -3.66074e-17-0.0453238j -6.54572e-15-0.027464j -1.40788e-15-0.00265564j 
-1.50424e-15+0.0300174j 1.89093e-16-0.00792924j -1.27016e-15+0.0195368j 8.90214e-16-0.0174104j -1.65278e-16+0.00398715j -9.28121e-16+0.0134518j 2.06192e-16-0.00305065j 1.13664e-15-0.0169215j -8.41521e-16+0.0167729j -2.0733e-16+0.00351163j 9.62299e-16-0.0177089j 3.1374e-16-0.00370563j -1.02103e-15+0.0175177j -6.57369e-16+0.0114205j 1.39547e-15-0.0180979j -4.86579e-15-0.0184629j -1.69529e-16+0.00352084j -1.81224e-15+0.0280742j -1.12562e-15+0.01398j 4.12172e-16-0.0117452j 1.73026e-15-0.0277912j 4.88142e-16-0.00294957j 1.08477e-15-0.00544635j -7.86657e-16+0.00867203j 1.72972e-17-0.000478778j -2.97999e-16+0.00470634j 1.1919e-15-0.0176386j -2.68493e-15+0.0121456j -9.47244e-14+0.0274953j 1.78069e-15-0.0262996j -1.52837e-15+0.0204209j -1.01074e-15+0.0103362j 8.92863e-16-0.0122867j 1.42263e-15-0.023445j 2.89992e-16-0.00105657j 7.82588e-16-0.0138998j 2.23252e-15-0.0385107j 5.48541e-16+0.0101453j 7.72181e-17-0.00529038j -3.64595e-16+0.00979596j 4.49271e-16-0.0260145j -4.63486e-16+0.0062598j 9.41661e-16-0.0167552j 1.74094e-17+0.00209611j 7.30706e-16-0.0142616j 1.01278e-15-0.0174201j -1.65947e-15+0.0276555j 7.68724e-16-0.0108936j -1.54232e-15+0.0284198j 3.28112e-16-0.0063417j -2.27267e-16+0.00472609j 6.52416e-16-0.00758317j -1.10153e-15+0.0169449j -1.83649e-16+0.00302359j 4.40826e-15+0.0307049j 2.1231e-15-0.0180938j 
1.71562e-16-0.00911058j -1.52094e-15-0.0444821j -1.44116e-16+0.0281773j 1.12861e-17-0.00387906j -3.275e-17-0.00886116j -9.60679e-17+0.0296614j 4.06189e-17-0.00556717j 1.97898e-16-0.0189129j -7.76976e-17-0.0157911j -8.72236e-17+0.0145781j -4.93243e-17+0.00604449j 3.1002e-16-0.0226578j -1.04158e-16+0.0132023j -1.21798e-16+0.000395793j -3.28673e-16+0.00602305j 4.84377e-15+0.0142196j -1.45724e-16+0.00314378j -1.58268e-16+0.0128756j -1.82589e-16+0.00245411j 1.83641e-16+0.0358594j 2.74016e-16-0.0383523j 1.49552e-16-0.0133591j 1.68616e-15-0.0141483j 7.51102e-16-0.013458j -1.79864e-16-0.00875246j -1.46024e-16-0.00120532j 1.19054e-16-0.0169713j -1.45313e-15+0.019844j -6.80352e-14+0.0198187j 1.97526e-16-0.00769743j -4.41182e-16+0.0333456j -3.88663e-16+0.0242969j -6.06721e-16+0.0279181j -3.3568e-17-0.00451387j -1.24119e-16-0.00284455j 1.61551e-18+0.0265699j 1.69297e-16+0.00627044j 2.59964e-16-0.00431375j -7.38216e-17-0.0241169j 1.16816e-16+0.00458822j 4.36334e-16+0.00644167j -1.05389e-16+0.00236857j 1.78371e-16+0.00264245j 5.07313e-17-0.0228995j -8.18799e-17-0.014945j 6.11828e-17-0.0123542j -2.04189e-16+0.0140666j 1.36345e-16-0.01588j -1.56347e-16-0.0131738j 4.31937e-17-0.000592964j 9.35447e-18-0.00568512j 1.15649e-16-0.0313058j 3.6299e-17+0.0333606j 8.12533e-17+0.0119224j 6.35308e-15+0.0204498j 1.48546e-15+0.0354494j 
1.80206e-16-0.0326853j -6.86412e-16-0.0253419j -2.48691e-17+0.0174727j -1.36629e-17+0.0160405j -5.80891e-17+0.0181615j 1.66139e-17+0.0291441j 2.79923e-17-0.00566664j -2.4219e-17+0.0034475j -3.62089e-17+0.00281408j -3.42969e-17+0.00254567j -3.13901e-17+0.00300393j 6.85618e-17-0.00523064j -3.67439e-17-0.00493248j -2.82189e-17+0.00400337j -4.78113e-16-0.00835204j 6.39416e-15+0.0179015j -1.57851e-16+0.00335407j 1.67392e-17+0.0119034j 5.22712e-17-0.000253837j 1.39799e-16+0.0275583j 2.10405e-16+0.00824895j -1.70106e-16-0.0300739j 1.41398e-15-0.0141763j -1.20711e-15+0.0196258j -8.03738e-17-0.0216441j 1.46947e-16+0.0181053j -1.0315e-17-0.0187736j -1.13897e-15+0.00407594j -5.74497e-14+0.0170133j 6.17152e-17-0.00994871j -3.30747e-16+0.0210719j -2.83466e-16+0.0326903j 3.04307e-16-0.00795135j 5.6335e-17-0.00290599j 4.27271e-16-0.0271162j 1.82713e-16+0.00143419j -2.33038e-17+0.0154283j 1.74533e-15+0.0251348j -8.32084e-16-0.00750587j 9.7205e-17+0.00952489j 3.07502e-16+0.0119749j 1.39015e-16-0.00352958j 4.37627e-17-0.00703626j -1.90655e-17-0.00363517j -4.86265e-17-0.00472148j -4.81178e-17+0.00712088j -6.55788e-18+0.00979823j -1.26668e-17+0.011036j -5.2536e-17+0.0144859j 1.52168e-17+0.00147015j -1.60918e-17-0.0212785j -1.86844e-17-0.0113801j 9.33003e-17+0.0341854j 1.0821e-16-0.00916602j -7.57412e-16-0.0110729j -1.74224e-16+0.0357835j 
3.99001e-17+0.00270456j 9.67787e-17+0.00257488j -6.82872e-17+0.0124329j -6.82793e-17+0.0103253j -2.69968e-17+0.00596805j 2.88196e-17-0.00760245j -1.35632e-17+0.00488259j 4.51784e-18-0.00459497j -2.86136e-17+0.0132003j -2.35224e-17+0.000452081j -6.91007e-17+0.000990421j 6.63967e-17-0.00314798j -5.19924e-18-0.000845904j -4.09168e-17+0.0134595j -1.32763e-17-0.00408522j 9.08036e-17+0.000100213j 2.58529e-17-0.00328585j -1.76592e-17+0.00666752j 2.42835e-17-7.21003e-05j -5.83761e-17-0.00654804j -7.44282e-17-0.00670276j 6.27103e-17+0.00380248j -6.28226e-16+0.00619953j 1.0668e-16-0.00122638j -4.49856e-17+0.00585801j -1.52015e-17+0.0198819j 2.3513e-18+0.000893583j 3.53775e-17-0.00245497j 1.5876e-15-0.000418115j -4.20927e-17-0.00151817j -1.98778e-16+0.0152131j -8.64932e-17+6.38694e-05j 2.45898e-16-0.00937173j 8.22949e-17-0.00486236j 5.04271e-17+0.00658176j 8.50065e-17-0.015768j -1.80629e-17-0.00304843j 3.64624e-16+0.00830712j -2.30916e-16+0.00763005j -3.4953e-17-0.00111557j -1.13108e-16-0.0010823j 1.56714e-17+0.00280136j 4.47653e-17-0.0119219j -5.94996e-18+0.00778041j 1.14283e-17+0.00259682j -4.49036e-17+0.00254046j 4.59369e-17-0.00749595j 5.22017e-18-0.00668425j -2.73749e-17+0.0110086j 2.64023e-18-0.00305111j -1.4058e-17+0.00505055j 2.7189e-18-0.000835623j -5.67494e-17+0.00794539j 8.3086e-17-0.0160354j -1.11647e-15-0.00388553j -2.92232e-16-0.00532786j 
9.51626e-17+0.0167976j -4.01297e-16-0.00761381j -1.49374e-18+0.016342j -5.18929e-17-0.00825027j 1.56843e-17-0.00930592j -2.37847e-17-0.0224462j -2.86181e-17+0.00268371j 3.03741e-17+0.00404907j 3.23469e-17+0.00709273j -1.02118e-16+0.0277351j -1.22574e-16+0.0137949j 1.38981e-16-0.0038538j 3.65563e-18+0.0150505j -4.08732e-17+0.00866932j -6.74129e-17-0.00522823j 6.82472e-16+0.00154061j 5.94425e-17-0.0097533j 1.58863e-16+0.0175977j -4.99347e-17-0.0105793j 5.72054e-17-0.00315451j -2.68927e-17-0.00670728j 1.92343e-16+0.0214433j 2.61849e-16-0.00176803j 6.79109e-16-0.00945113j 4.47123e-17+0.0155808j -9.06274e-17+0.000114783j 9.78489e-17-0.0074063j -9.89709e-16+0.0078542j -4.89769e-14+0.0144371j 1.80263e-16-0.0150477j 4.74938e-17+0.0118976j 5.86846e-17-0.0284044j 4.90616e-16-0.0179981j -5.75519e-17-0.0174219j -7.73441e-17+0.0112465j -5.87695e-17+0.00523058j 3.78783e-18-0.0221802j 5.89338e-16+0.0079546j -1.55513e-16+0.00257171j -2.31869e-16-0.0117846j 2.71995e-17+0.00184506j 2.23998e-17-0.00371187j 4.50736e-17-0.0176094j 2.72606e-17-0.00632735j 1.1316e-16+0.00424029j 7.13639e-17+0.015963j 1.18694e-17+0.00277812j 1.78384e-17-0.00907256j -2.58702e-18-0.00128514j -8.21269e-18-0.0123186j 1.19747e-17+0.0340619j 2.1751e-17+0.00691797j 1.45422e-17+0.0101468j 1.23689e-17-0.00418783j 2.99806e-15+0.0151014j 6.25795e-16-0.0102603j 
-1.12588e-16+0.011257j 5.42817e-16+0.0174437j -3.3842e-19-0.0045551j 5.09375e-18+0.00691369j 2.60399e-17+0.000417376j 3.74582e-17-0.00588847j -1.245e-17+0.00390436j 6.2867e-18-0.015458j 4.14429e-18+0.00319528j 9.4875e-17-0.0111766j 4.05228e-17-0.0109949j -1.00009e-16+0.00579893j 5.89977e-17+0.00106583j 1.65211e-17+0.00376945j 3.29226e-16+0.00373948j -4.83657e-15-0.0136099j 9.08312e-17+0.00455408j -5.94095e-17-0.0119324j 4.69499e-17-0.00133853j -1.63732e-16-0.0159647j -2.5895e-16-0.0159821j 8.71008e-17+0.0119176j -1.40463e-15+0.0137557j 5.49401e-16-0.0107752j -1.86669e-16-0.00258647j 2.16544e-17+0.00914055j -6.4505e-17+0.0168529j 1.3129e-15-0.00654832j 6.47316e-14-0.0191233j -2.35217e-16+0.0148254j 4.20719e-18+0.00188725j 2.62017e-17-0.0073585j -3.96038e-16+0.0123842j 2.41411e-17+0.00609341j -1.27308e-16+0.00953736j 2.63791e-17-0.0164935j 3.43409e-17+2.30161e-05j -1.70128e-15-0.0212476j 6.63145e-16+0.0110252j 2.41042e-17-0.000928119j -1.97018e-16-0.00723871j -9.61532e-17+0.00770067j -3.39087e-17+2.10814e-05j -4.08686e-18+0.00528554j 1.92083e-17+0.00665508j 3.0113e-18-0.0135882j 4.37592e-17-0.0063486j -1.62806e-18-0.0134907j 4.14776e-17+0.000910348j -2.59336e-17+0.00170299j 5.66721e-18-0.0047776j 1.12827e-19-0.0032927j -4.49893e-17-0.0153237j -3.08588e-17-0.00787084j -1.72853e-15-0.00388006j -3.79946e-16-0.0170562j 
-1.60824e-17+0.038586j 1.48407e-16+0.0122238j 3.66382e-17-0.00253204j -6.56767e-17-0.0255204j 7.08327e-18-0.00724283j 1.59631e-18-0.0115871j -1.22728e-17+0.000158376j -1.10033e-17-0.0026321j 2.75046e-18+0.010618j 1.81932e-17+0.00181166j 3.55249e-17-0.0100067j -1.23576e-16+0.00469456j 3.86611e-17+0.0128004j 2.34662e-17+0.00352772j 5.78289e-16-0.0116935j -7.19449e-15-0.0219399j 1.2541e-16-0.00169716j -7.00724e-17+0.0165821j -2.38399e-16+0.00761367j -7.30348e-17-0.0276392j -1.20194e-16-0.00585356j 1.67154e-16+0.010852j -5.41597e-17+0.00128757j 2.67445e-18+0.00192416j 1.51746e-16+0.0147901j -1.19349e-16-0.0145757j 1.17714e-16-0.00464677j -9.37448e-16+0.00491209j -4.60946e-14+0.0136438j 2.70536e-16-0.0182355j 1.77328e-16-0.00940972j 8.23275e-17-0.0145229j 4.82251e-16-0.0161144j 3.92603e-17-0.0166687j 3.35716e-17+0.00844788j 3.41318e-17-0.00588999j 7.53622e-17-0.0404058j 4.96261e-16+0.00438626j -7.60481e-17+0.00235988j 5.58264e-17+0.000912411j -9.17017e-16-0.0245931j -6.12771e-17+0.00318265j -9.81687e-18-0.00830386j -5.86587e-18+0.00635416j -9.99506e-17-0.00809555j -3.47369e-17-0.00685594j -1.87685e-17+0.0154865j 6.72314e-18-0.00329147j -1.7722e-17+0.0136598j -9.60902e-18-0.00580698j -1.21436e-17+0.0194455j -1.30097e-17+0.0108905j -3.16284e-17-0.0101199j -1.35261e-17+0.0103109j 4.42375e-15+0.0265095j 9.36478e-16-0.0351936j 
-2.22193e-16-0.0124595j 1.09435e-15+0.0276818j -2.72272e-17+0.00585953j 5.05051e-17+0.0384856j -1.89296e-17+0.0257507j 1.36298e-17-0.0210343j -1.37659e-17+0.00925242j -1.88637e-18+0.00193734j -1.63756e-17+0.0290482j 9.41465e-17-0.0049146j 8.26048e-17-0.00273519j -1.46009e-16+0.0144584j -1.01703e-17-0.0111476j 7.08096e-18+0.0195926j 1.59297e-17-0.00824877j -3.09368e-16-0.00143031j 3.13414e-17-0.00214364j 7.60247e-17-0.00805676j 2.63202e-16-0.0122382j -1.10585e-16-0.017678j -1.79038e-16+0.0130622j -4.90176e-17+0.0134146j -2.03762e-15+0.0180721j -6.22068e-16+0.00898162j -1.43916e-16-0.00735904j 2.7962e-16+0.0485235j -1.14298e-16+0.0154683j 1.53967e-15-0.0199627j 7.43721e-14-0.0217278j -3.30226e-16+0.0132397j -1.75944e-16+0.0151872j -1.12192e-17-0.013508j 5.51162e-16-0.0263692j 2.20882e-16+0.00157852j 3.0486e-16-7.01791e-05j 2.65522e-16-0.047585j 5.28043e-17+0.0115415j -4.11632e-16+0.00665062j -1.21805e-17+0.0314397j -2.57442e-16-0.00570445j 2.26565e-16+0.0083657j 8.53696e-17+0.00112012j -2.74771e-17-0.0233376j -3.84486e-17+0.0201991j 2.67894e-16+0.0258726j 1.16779e-16+0.0148515j 6.53192e-17-0.0215305j -3.56686e-17-0.00217935j -2.27506e-17+0.0252842j -3.89228e-17-0.00373703j 2.81374e-17-0.00290093j -2.2618e-17+0.0116732j -5.79547e-17-0.000462292j 1.3714e-18-0.0457914j -9.18267e-15-0.0367908j -1.96997e-15-0.0133908j 
1.27404e-16+0.0297316j -4.53801e-16-0.00573686j 4.60929e-17+0.0197108j -6.87185e-17-0.0136368j 1.32303e-17-0.0019133j 1.75543e-17-0.00114415j 4.1043e-18-8.64953e-06j -3.52028e-19-0.0139576j 2.95111e-17+0.0140303j -1.80589e-17+0.0109549j -4.4847e-17-0.00751862j -1.0212e-17-0.00340769j 3.8827e-17+0.018629j 2.95785e-17+0.0128982j 3.22063e-16-0.0135004j -4.59555e-15-0.0144737j 7.4494e-17-0.000690043j -1.52549e-17+0.0248683j -2.20671e-16+0.00370023j -5.75723e-17-0.0129437j -1.66856e-16-0.0251947j 2.18233e-16+0.0076674j 2.9758e-16-0.00133325j 1.81261e-16-0.00175435j -4.14891e-17+0.0059318j -1.98468e-17+0.00466049j 1.09948e-16-0.0111932j -1.4078e-15+0.0105192j -6.96287e-14+0.0205475j 2.13084e-16-0.0208905j -4.98197e-17+0.0194651j -1.02226e-16-0.00525458j 3.85763e-16-0.0122239j 2.56373e-17-0.0216763j 1.06077e-16+0.00522608j 7.42187e-17-0.00875217j 7.03035e-17-0.0357717j 7.1853e-16+0.00682145j -1.88804e-16+9.55741e-05j 7.36069e-17+0.00169678j -7.19341e-16-0.0184326j -3.72725e-17+0.00510564j 7.04428e-18-0.0187609j 3.54501e-17-0.000124364j -1.05058e-16-0.00763479j -3.69833e-17-0.00794181j -2.46345e-17+0.0185269j 8.13998e-18-0.0143555j 7.68661e-18+0.0182126j -1.99037e-17-0.00887075j -8.45169e-18+0.0163712j -1.11322e-17-0.00375686j 6.35596e-17+0.0130732j 1.45678e-17-0.000994211j 5.29864e-15+0.0268231j 1.11113e-15-0.0194073j 
-1.87078e-16+0.0230905j 8.57651e-16+0.0282978j 7.98521e-18-0.0186716j -1.08725e-17-0.00798472j 1.63254e-17-0.00617865j -2.3371e-18-0.0185696j -1.57981e-17+0.00383749j 1.41103e-17-0.00292505j 5.46379e-18+0.00260067j 6.62365e-17-0.0102179j 9.46964e-17-0.0101534j -1.90601e-16+0.010492j 2.46221e-17+0.000146349j 2.81202e-17-0.00319929j 5.09203e-16+0.00301324j -6.5356e-15-0.0187405j 1.19786e-16+0.000835005j -5.68783e-17-0.0128056j 2.04926e-17+0.00217474j -1.52981e-16-0.0268423j -1.92768e-16-0.000939933j 6.78046e-17+0.0194865j -1.36304e-15+0.0130017j 4.16791e-16-0.00714383j 8.01905e-17+0.00941071j -7.81866e-17-0.00874276j -2.83664e-17+0.0169843j 1.18137e-15-0.00790091j 5.8475e-14-0.0172377j -1.09028e-16+0.0100494j 2.14184e-16-0.0195727j 2.28982e-16-0.0209404j -1.42873e-16+0.00262768j 2.85349e-17+0.00422624j -1.64137e-16+0.0150601j -2.73951e-17-0.0121449j 4.18949e-17-0.0105812j -1.47222e-15-0.0194788j 6.35269e-16+0.0105387j -2.47273e-17-0.0037871j -3.88354e-16-0.0125332j -1.0136e-16+0.00374109j -2.51543e-17+0.0048493j 3.31272e-18+0.00836804j 8.94972e-18+0.00597476j 2.0916e-17-0.00863239j 1.77722e-18-0.00605967j 9.7043e-18-0.00479221j 1.96597e-17-0.00217575j -1.13375e-17+0.000856451j 1.73422e-17+0.00690385j 3.27297e-18+0.011146j -1.01797e-16-0.0303868j -5.21936e-17+0.00274028j -1.14612e-15+0.00185576j -2.46737e-16-0.0318426j 
1.59601e-16-0.0227249j -5.84778e-16-0.020823j 2.34479e-18+0.00103366j 4.34117e-18+0.00248362j -3.05453e-17-0.00375067j -1.1572e-17+0.0171964j 2.03833e-17-0.00395819j -3.86575e-17+0.00257901j -8.5938e-18-0.0171916j -6.16987e-17+0.00108003j -6.11218e-17+0.00868838j 1.39273e-16-0.00945269j -3.51387e-18-0.00487918j -2.82018e-18-0.00899325j -4.2837e-16+0.00947292j 5.49495e-15+0.0167966j -1.05997e-16+0.00145553j 4.02563e-17-0.00529168j 3.95535e-17+0.000134714j 8.18328e-17+0.0265261j 1.2901e-16+0.00120501j -1.05431e-16-0.0154422j 9.82662e-16-0.00930418j 6.28157e-17-0.00231217j -1.04559e-17-0.00697838j -3.22934e-17-0.0080781j -1.51811e-17-0.0053817j -1.48193e-16+0.00490897j -7.51825e-15+0.00211985j -2.31436e-17+0.00459558j -5.43466e-17+0.00139511j -7.4639e-17+0.017632j -4.15197e-16+0.0179629j -1.1128e-16+0.00927392j -8.00203e-17-0.00764917j -9.26342e-17+0.0226289j -1.13728e-16+0.0221148j 1.50912e-16-0.000718779j -8.25504e-17-0.0143317j 6.65621e-17+0.00242065j 4.93318e-16+0.013558j 4.82861e-17-0.00308595j 1.2916e-17+0.0133655j 1.13444e-17-0.0114029j -6.48156e-17-0.00581389j -5.46426e-17+0.000574454j -4.73678e-18-0.00124469j -2.9016e-17+0.0049874j 2.57475e-18-0.0167578j 2.14e-17+0.00514221j 1.14797e-17-0.0121355j -6.61979e-18-0.0115061j 4.7138e-17+0.0101164j 3.01625e-17+0.0102711j 6.97295e-16-0.00366283j 1.2341e-16+0.0307282j 
-1.14369e-16-0.0264213j 5.97433e-16+0.0103924j -3.02467e-17-0.00335991j 5.5471e-17+0.0283439j 8.74838e-18+0.0134695j -1.93361e-18-0.00674317j -6.32023e-18+0.00412389j 9.70634e-18+0.0073373j 2.08157e-17+0.00489634j 3.75342e-17-0.00530627j 1.3235e-17+0.0052009j -9.85661e-18+0.00598923j -2.8169e-17-0.014753j -4.88885e-18+0.00312688j -3.07092e-16+0.00437197j 3.64377e-15+0.0110832j -4.76605e-17-0.000827996j 8.77847e-17-0.0163785j 2.81102e-16-0.00915976j -2.15398e-17+0.00467268j 2.355e-17+0.0167604j -1.36591e-16+0.00094917j -9.62178e-16+0.00779782j -2.80326e-16+0.00379639j -8.05972e-17-0.00846329j 1.77582e-16+0.0232805j -1.37209e-16+0.0116298j 1.3893e-15-0.0135833j 6.79663e-14-0.0199645j -3.147e-16+0.0176452j -9.39552e-17+0.00233224j 1.73644e-17-0.0012476j -4.9911e-17-0.0036801j 4.87182e-17+0.0124551j 7.89052e-17-0.00371118j 2.96263e-17-0.0154847j -5.72386e-17+0.0284309j -5.01454e-16-8.45641e-05j 7.09671e-17+0.0129985j -1.57788e-16-0.00394567j 5.98899e-16+0.0174442j 6.73181e-17-0.00261598j -3.25219e-17-0.00168448j -9.00313e-18+0.00686888j 1.88443e-16+0.0164644j 7.44686e-17+0.0123375j 6.10775e-17-0.0205107j -1.23009e-17+0.00515353j 4.06452e-17+0.00041324j -1.44018e-17+0.00267331j 2.28916e-17-0.0109132j 1.29865e-17+0.00402307j -2.90349e-17-0.00173053j -1.43252e-17-0.0225263j -7.03886e-15-0.0326069j -1.52846e-15+0.0106832j 
