0.00483882+0.0634774j -0.0954564-0.0281838j 0.0128874-0.14213j 0.0886769-0.0728462j -0.0331905+0.0574561j 0.0539902+0.0133286j 0.1246-0.0473546j 0.00789359+0.00300934j -0.013373+0.0534129j 0.0264454-0.0448682j -0.0148872+0.0135478j 0.0360351-0.105703j 0.0304009+0.0718177j 0.00308963-0.0467322j -0.0335673-0.0522522j 0.0551892-0.0638014j 0.0055492-0.0194139j -0.0350555-0.0376265j -0.00938135+0.0673746j -0.0363344-0.134608j 0.00537139+0.11629j 0.021609+0.0120919j -0.0112987-0.0245691j -0.0193262-0.0755763j -0.0344139-0.029261j 0.032978-0.0372372j -0.0755813+0.0927675j -0.00997977+0.0462594j 0.0213826-0.048178j -0.00543749+0.0747749j -0.0190815+0.0209552j 0.0237894+0.0970426j -0.0932107-0.104525j -0.0567077+0.00492423j -0.100979-0.103682j 0.0290463+0.0575926j 0.0261996-0.0629674j 0.153706+0.131676j -0.155402-0.000365898j -0.0321906+0.122179j -0.111557+0.176386j -0.0298945+0.102505j 0.00927093+0.0224026j 0.238984-0.101937j -0.296323+0.24495j -0.0224379+0.0311486j 0.132804+0.188876j 0.0590711-0.0939544j 0.0800502+0.0700663j 0.0854459+0.152424j -0.0307533+0.0636942j 0.180182+0.289721j 0.0398554+0.277179j 0.233669-0.0244194j -0.0660792+0.15021j 0.233269+0.14304j 0.112585-0.218714j -0.0888138+0.165126j -0.490322-0.0760036j -0.185591-0.105702j 0.119023-0.336906j -0.182187+0.217324j -0.130741-0.184664j -0.28742+0.0147781j -0.0710272+0.133504j 0.156551-0.294832j 0.306214+0.303353j 0.300981+0.24043j -0.0359536-0.776155j 0.657856+0.743747j 
-0.05982-0.00125208j -0.15065-0.245287j 0.277405-0.7754j -0.23181+0.277711j -0.242301-0.066588j 0.0662092+0.519488j -0.344851-0.59898j -0.276155+0.348656j 1.30112+0.291768j 1.24838+0.980976j -0.532312-0.287904j -0.579686-1.21468j 0.311645-1.12123j 0.411387+0.0226756j -0.704952-0.220297j -1.02513-2.59183j -0.019467+2.27089j -0.858424-2.05259j 0.211632+1.8406j -0.849396+0.548426j -0.612055-0.791586j -0.188823+2.72023j 0.270515-2.40023j -0.508566-1.32381j -0.823799-1.89295j 1.09283+4.04331j -0.0917433-1.08381j -0.0127784-0.905746j 0.625962+0.29322j -0.204789-2.55621j 0.0613616+1.333j 0.360173-3.03733j 0.65453+2.54195j 0.689094+1.91543j -2.13672-0.228068j 0.233454-1.70298j -0.177549+1.18041j 0.152708-2.85894j -0.108237+3.00809j 0.761116+1.10898j -0.14174+2.19381j 0.0355964+0.255236j 0.40441-0.997355j 0.158296-0.624803j -0.466796+4.01378j 0.0337615-2.09748j 0.0487378+0.833013j 0.63227-2.286j -0.332418+2.88662j 0.0691666+0.567092j -0.0663204-0.163878j -0.38075+1.64461j 0.508998-2.13325j -0.129543+2.03696j 0.82169-2.20869j 0.0568359-0.981222j -0.0198501-0.0336385j -0.367002-0.629356j -0.494277+1.40159j 0.339528-0.150998j 0.644617-1.09359j 0.577455-0.977876j 0.0966875-0.291156j -0.345021+0.136393j 0.567909-0.989246j -0.0550404-0.10053j -0.153725+0.0222715j 0.0187721+0.468551j 0.119627-0.0857948j -0.0131885-0.109252j 
0.218546-0.352837j -0.044256+0.562985j 0.289085-1.12469j -0.703906-0.0603085j -0.141858-0.413574j 2.01472+2.28286j -0.697637-0.201379j 0.755202+1.29851j 1.43345+1.88686j 2.33632+3.8612j 0.25827-0.815581j -2.22764-5.40526j 0.257998-2.5488j -0.553327+0.535023j -1.05097-2.72096j -0.806869-7.39449j 1.68032+6.06036j -0.911855-6.66861j 0.972165+5.32862j -0.650736+0.286338j -0.148379-2.05962j 1.69059+8.94304j -1.06086-7.37766j -0.32795-3.90294j -1.50855-6.10718j 1.32157+13.7449j -0.706821-1.90134j -1.07325-2.78041j 0.401141-0.119767j -0.735062-7.25772j -0.151915+4.33288j -0.838481-8.88979j 0.902434+8.41353j 0.653999+4.25625j -6.55085-1.31742j 0.0879133-5.50195j -0.6194+4.05772j 0.110569-8.28358j -0.438484+8.39768j -0.213873+4.15414j -0.33342+7.18488j 0.602963+0.207199j 0.640491-2.99595j 0.463455-2.0322j -1.47978+13.7439j 1.06593-6.27752j -0.194148+3.88209j 0.898262-7.49699j -1.50211+9.14781j -0.619404+2.0281j -0.244983-0.0809666j -0.522724+5.53756j 1.4927-7.20658j -0.859424+5.99559j 1.87623-6.3653j 1.07937-2.04818j -0.345723+0.0241249j -0.831795-1.98091j -1.61617+5.36108j 0.793699-0.616351j 1.97836-3.96348j 1.44098-2.71205j 0.13368-1.70682j -0.989848+0.344327j 1.14582-2.56125j -0.167027+0.113147j -0.906409-0.136774j -0.0336967+1.34847j 0.402518-0.327682j -0.0303598-0.232807j 
-0.0211783-0.0999544j -0.0535264+0.13135j 0.0849677-0.429513j -0.402264-0.0755742j 0.107092-0.0280914j 0.631607+1.27425j -0.377203-0.240189j -0.526826+0.424748j 0.233142+1.12471j 0.0795078+1.70104j -2.20812+0.395754j -1.1311-2.17172j 1.15088-0.360432j -0.0625825-0.292308j 0.758315-0.654423j -0.476481-2.6845j 1.01633+2.48429j -0.0840395-2.82864j -0.873656+1.50138j -0.453191+0.332774j 0.0435473-0.465132j 0.340912+3.75403j -0.892347-2.6188j 0.279169-1.9732j -0.643228-1.44112j 0.957806+5.24013j -0.402948-0.978655j 0.0446645-1.38239j -0.00856012+0.249332j -0.423479-2.49039j -0.11644+1.86275j 0.0766169-3.3859j -0.222011+3.17636j 0.460508+1.52661j -2.43723-0.682224j -0.155502-2.09758j 0.105976+1.27039j 0.500528-3.24531j 0.276308+3.43954j -0.0120685+1.5309j 0.158754+2.53768j 0.278756-0.0259508j 0.360512-1.25466j -0.262861-0.802198j -0.576343+5.26669j 0.516974-2.24629j -0.414044+1.34413j 0.414562-2.68941j -0.548069+3.48744j 0.000381477+0.957933j -0.109914-0.181323j -0.543649+2.07833j 0.216302-2.52458j -0.480437+2.25236j 0.731475-2.54099j 0.474824-0.770155j 0.379825+0.220494j -0.24438-0.698425j -0.629202+2.12021j 0.316642-0.214205j 0.871522-1.38124j 0.475191-1.10702j 0.102199-0.707598j -0.39841+0.143719j 0.399959-1.02709j 0.023323+0.116351j -0.252434-0.0473781j -0.0432669+0.514093j 0.118066-0.120388j -0.0492067-0.0185041j 
0.307122-0.110063j 0.116889-0.186162j 0.291107-0.0741229j -0.732417+0.929129j 0.133843+0.0542604j 0.895591-0.278986j -0.529793+0.367659j -0.129702-0.143804j 0.445217-0.502569j 0.273446-0.489373j -0.743013-0.476509j -0.910396+0.00995041j -0.357143+0.54504j 0.0632003-0.506414j -0.147939-0.320702j 0.57186+0.567066j -0.31966+0.122828j -0.276966+0.236153j -0.343466-0.463576j 0.0485688+0.339653j 0.13776+0.467129j -0.381391-0.607048j -0.170619+0.588971j -0.0922264+0.143739j -0.301075+0.457241j -0.149445-0.646868j -0.0968838-0.220843j -0.47482+0.346591j 0.315297-0.205509j -0.497483+0.322943j 0.481931-0.0303196j -0.14446+1.1592j 0.211594-0.577334j 0.627497-0.101846j 0.344743+0.125017j -0.0300912+0.624214j 0.0840064-0.144758j 0.312811+0.917369j 0.0741011-0.840832j 0.275433-0.358199j -0.219765-0.297886j -0.218282+0.0392881j -0.253436+0.0622361j 0.427835+0.0415218j 0.000177362-0.613938j 0.100886+0.53731j 0.0892619-0.407778j 0.126779+0.437528j -0.00855466-0.691863j 0.266251-0.134561j -0.0914022-0.417005j 0.0826843-0.478554j 0.0737213+0.474457j -0.00640374-0.716012j 0.164571+0.516204j 0.22224+0.0138378j -0.0217371-0.319977j 0.111088+0.196192j -0.233966-0.234748j -0.13007+0.0421006j -0.150086+0.120472j 0.215371+0.194634j -0.0140356+0.132027j -0.0970638-0.149084j 0.0610536+0.040974j 0.082997-0.130078j -0.112652+0.194692j -0.181759-0.175846j 0.0105546+0.305958j -0.0854853+0.338224j 
-0.537592+0.0259283j 0.0650871-0.186591j -0.574812+0.3969j 1.0056+0.255746j 0.189079+0.127301j 0.0186018-1.1464j -0.191622-0.539192j 0.480861-1.30196j -2.31908-1.8375j -1.26408-2.96596j 0.343387+0.374174j 0.120423+3.83513j -0.582946+0.709346j -0.0399646-0.0468059j 1.20129+0.83791j 1.37712+3.95499j -0.572334-4.15142j 1.08732+4.17566j -0.733706-3.87748j 0.227035-0.541111j -0.192532+0.90387j -0.807977-5.17538j 1.31935+5.18156j 0.561364+2.7513j 0.902277+3.31856j -1.57395-8.30462j 0.226722+1.39754j 0.366882+2.01282j -0.589241+0.0321419j 0.430796+4.27317j 0.229872-2.2555j 0.221985+5.21165j -0.202209-5.02349j -0.64157-2.45727j 3.9866+0.754361j -0.277853+3.38362j -0.0465086-2.20011j 0.0588931+5.17982j 0.185442-5.86696j -0.00399628-2.43085j 0.232587-4.18385j -0.285216-0.00918557j -0.266129+2.04381j -0.305213+1.02362j 0.747632-8.46225j -0.732943+3.76445j 0.341779-2.51449j -0.916956+4.37819j 0.93763-5.36814j 0.0794265-1.68098j 0.343328-0.135091j 0.592299-3.15368j -0.874358+4.40236j 0.571252-3.92274j -0.897505+3.64239j -0.839251+1.05058j 0.278804-0.0445121j 0.488267+1.3559j 1.19176-3.19266j -0.442375+0.375885j -1.30718+2.41047j -1.12177+1.8066j -0.0678538+1.07636j 0.648984-0.303368j -0.720084+1.61773j -0.0389431+0.0646679j 0.700949-0.0223512j 0.203175-0.753261j -0.266303+0.0275186j 0.0729197-0.0922665j 
-0.0492118+0.174665j -0.363454-0.630308j 0.600838+0.0883135j 0.0856727-0.227832j 0.826287-0.532433j -0.57672+0.134621j -1.04548-1.15806j -0.403279+0.0212584j -0.0430706+0.395299j 1.0406+0.772609j 0.0482608-0.143882j -0.531954-0.658422j 0.366-0.143411j 0.261138-0.275756j -0.372475-0.250483j 0.0329414-0.908309j 0.366253+2.24388j -0.55265-1.13841j 0.153355+0.99564j -0.381732-0.241199j -0.181154-0.808617j 0.0821104+1.36121j -0.650943-0.878494j -0.506015-0.914915j -0.492959-0.975273j 0.561311+2.55614j 0.175862-0.603236j -0.438809-0.447393j 0.440636+0.0767991j 0.373109-0.869508j 0.0253507+0.672071j -0.318223-1.2065j -0.133004+1.95689j -0.142577+0.329256j -1.00845-0.0545181j 0.0467451-0.824057j 0.207259+0.57732j 0.0839444-1.67762j 0.0394094+1.58379j -0.265388+0.649364j 0.385468+1.25057j 0.0749414+0.100279j 0.101219-0.44754j -0.152398-0.257054j -0.466554+2.37014j 0.224088-0.928494j -0.00853997+0.372583j 0.235236-1.16804j -0.340288+1.64658j -0.223495+0.513087j -0.231825-0.297129j -0.179955+0.874108j 0.402243-1.53959j -0.097456+1.142j 0.326627-1.03954j 0.340735-0.396997j -0.166279-0.158991j -0.321015-0.355491j -0.279447+0.818588j 0.165661-0.197821j 0.413383-0.882486j 0.270452-0.420556j -0.0541902-0.325605j -0.0978956-0.0188193j 0.338921-0.358968j -0.0419367+0.00498457j -0.347914+0.0978107j -0.286088+0.138234j -0.112924-0.124197j -0.040405+0.05435j 
0.366284+0.420834j -0.0587089-0.224927j -0.761402+0.0818534j 0.816892+0.266133j 0.78971+0.575386j 0.402555+1.14911j -0.450117+0.35428j 0.661826+0.839434j 0.287043+1.65233j 1.05999+0.670916j -0.430428-0.854431j -0.655787-2.10499j 0.722188-1.00527j -0.351257+0.124283j -0.636816-0.611473j -1.53718-2.58365j 0.63899+2.32867j -0.382265-2.59232j 0.576763+1.77341j 0.0985618-0.0334043j -0.128858-1.33882j 0.708133+2.89549j -0.747507-2.83631j -0.331677-0.718056j -0.689111-1.42139j 0.571159+5.08911j -0.231524-0.779108j -0.452752-1.19084j 0.536623+0.252029j 0.0857856-2.17652j -0.00432822+1.55956j -0.0712807-3.31764j 0.35181+2.89787j 0.299778+1.54694j -2.27692-0.611246j -0.0959004-2.05374j -0.10065+1.71092j -0.350145-3.08733j 0.00488216+3.03718j -0.0896601+1.78668j 0.104414+2.86081j 0.517851-0.0687198j 0.317094-1.24507j 0.659192-0.650425j -0.517548+4.6508j 0.215476-2.27472j -0.0928048+1.20691j 0.288732-2.41058j -0.395721+3.18583j -0.227551+0.602918j -0.329778-0.062397j -0.344731+1.99183j 0.263257-2.1595j -0.503633+2.27472j 0.600453-2.13594j 0.440786-0.641603j 0.0540206+0.0442733j -0.303655-0.725973j -0.740117+1.75228j 0.315611-0.238963j 0.800091-1.34338j 0.896461-1.23274j 0.0461582-0.580418j -0.474645+0.092064j 0.553455-1.07747j -0.000439306-0.0672944j -0.287468+0.0336882j -0.20444+0.34674j 0.171047+0.035437j -0.0372317+0.187574j 
0.326182-0.299117j 0.129295+0.0234505j 0.508118+0.384608j 0.600025+0.287602j 0.916278+0.253794j 0.248033+0.221213j -0.209532-0.400685j -0.123745+0.781399j -0.105366+0.598643j 0.0280334+0.372361j 0.585827-0.425556j 0.39106-0.018359j -0.501496+0.489451j 0.692756+0.152888j 0.323607-0.0714508j 0.0836991-0.54205j -0.224745+0.0216719j 0.492586-0.812399j 0.227665+0.398095j -0.263228+0.0771456j -0.0516071-0.106289j 0.386879+0.726085j 0.241919-0.56852j -0.460218-0.648342j -0.429364-0.815774j 0.105299+1.05389j -0.359083+0.258633j 0.293336-0.296337j -0.172795+0.030506j 0.324144-0.369824j -0.16231+0.285405j -0.0665541-0.541365j -0.000845145+0.880593j -0.0437209+0.36291j -0.500502-0.604281j -0.0933782-0.318192j 0.0502901+0.168329j 0.151394-0.452576j -0.0548327+0.543948j 0.12835+0.427321j 0.356798+0.598617j -0.0448559+0.2886j -0.0977716+0.000491061j -0.145652-0.188187j 0.0807139+0.976983j -0.0423408-0.360734j -0.0218296+0.26845j -0.0508827-0.494208j 0.198797+0.508983j 0.257686-0.0354161j -0.266795+0.151783j 0.0410461+0.44544j 0.0772482-0.265949j 0.124607+0.269036j 0.204855-0.217582j -0.0822082-0.185192j -0.143173+0.0298952j -0.0904031-0.103446j -0.234075+0.312682j 0.0402127+0.0883115j 0.107244+0.0548125j 0.0815196-0.165066j 0.052411-0.0638345j -0.122712+0.0233638j 0.00731696-0.155497j -0.118266-0.0802147j -0.048182+0.209299j 0.15244+0.10351j 0.255491+0.22698j -0.0996706+0.0969273j 
1.03235-0.0695436j -0.220709-0.501464j 0.853119+0.0531017j 0.243574+0.595354j 0.717215+0.377299j 0.201915-0.417613j -0.205128+0.836401j -0.886726-0.122448j -0.656064-0.586834j 0.0379777+0.0169555j 0.122664+0.313304j 0.0302509+0.320847j -0.289148-0.421717j -0.357825-0.0354885j -0.295906+0.825627j 0.203712+0.403818j 0.372537-0.43754j 0.111118+1.2515j -0.168318-0.353089j 0.0434005-0.667923j -0.35469+0.806376j -0.282534-1.13812j 0.0711112+1.1116j -0.131387+0.591469j 0.182486+0.726091j -0.160593-1.75745j -0.117378+0.29771j 0.0721856+0.258245j 0.0348737+0.140599j 0.163577+0.823465j 0.157416-0.200272j 0.281106+1.05103j -0.454383-1.12984j -0.390601-0.284937j 0.225014+0.189473j 0.168192+0.670034j 0.101916-0.329518j 0.272935+0.963512j -0.172086-0.810721j -0.0350568-0.262294j -0.0497093-0.610904j 0.0525094-0.0736566j 0.0182797+0.173202j 0.155223+0.223269j 0.0317369-1.12934j -0.233431+0.498368j 0.181026-0.245472j -0.183896+0.650546j 0.235761-0.83034j -0.174797-0.3645j 0.278688+0.196798j 0.24722-0.399787j -0.17866+0.696371j 0.0837462-0.55673j -0.305635+0.651926j -0.215673+0.291396j 0.175366+0.053626j 0.196422+0.149936j 0.334643-0.575053j -0.0411035+0.0688077j -0.092704+0.422156j -0.223588+0.311111j -0.0144455+0.134758j 0.220686-0.190542j -0.103399+0.234023j -0.0699893+0.0781156j 0.27641-0.200362j 0.324546-0.208898j -0.000307525+0.0207572j -0.0650821-0.0549631j 
-0.281976-1.41626j -0.295915-0.0309644j 0.0955422+0.664767j 0.621664+0.376601j -0.488488+0.589001j 0.190737+0.269214j -0.541339-0.555788j 0.0927947-0.304534j 0.896725-0.122899j -0.454436-0.425873j -0.191389+0.0719207j 0.341605-0.10028j 0.476216+0.0211662j -0.393051-0.751717j -0.0455696-0.175786j 0.247269-0.856313j 0.271711+0.333606j 0.035247-0.373815j 0.426596+0.165346j -0.115899+0.11147j -0.0172706-0.17793j 0.32332+0.327816j -0.181105-0.152681j -0.392478+0.0326735j -0.212741-0.00963264j 0.288937-0.119813j 0.093478+0.232078j -0.104435+0.0771278j -0.00321564-0.0698963j -0.164433+0.108857j 0.0994909-0.127602j 0.0235442-0.0253707j -0.143111+0.168842j 0.00923168+0.002501j 0.0626889+0.145831j 0.052931-0.107971j -0.100092-0.0887841j 0.217268-0.0819976j -0.128017+0.176131j 0.0691602+0.0869067j -0.0854131+0.220927j 0.112695-0.0647102j 0.148436-0.138211j 0.102131-0.1015j -0.204513+0.315543j 0.102009-0.0736192j 0.0282124-0.0932832j 0.0830622-0.176143j -0.10497+0.219036j 0.000378844+0.166162j 0.00916567-0.0582849j -0.0186355+0.0623038j 0.116034-0.209606j -0.0366644+0.184208j 0.0688856-0.0236531j -0.0367626-0.148015j 0.0108431-0.048084j 0.0819994+0.0596247j -0.0664547-0.0278233j -0.0396839-0.1527j -0.043471-0.374382j -0.0275279-0.172695j 0.0491715+0.00514743j 0.0955177-0.169424j 0.0135949-0.247727j 0.016678+0.099906j 0.0465373-0.266735j 0.0685814+0.10257j -0.128345+0.0106292j -0.0157728-0.105777j 
