0.00075932-0.0360147j 0.0676793+0.0122881j 0.0307732+0.0689649j -0.0353609+0.04353j -0.0027176+0.0368634j 0.0353809-0.0217303j 0.0258061-0.0421054j 0.0253875-0.0325784j -0.0837067+0.074575j 0.0743406-0.127228j 0.0458644-0.0256797j -0.0367505+0.0251639j 0.0325719-0.023961j 0.00914626-0.0598955j 0.139538-0.0294364j -0.081669-0.027894j 0.0725161+0.0399332j -0.00579057+0.0210424j -0.0862128+0.0897842j -0.14585+0.0828479j -0.0236317+0.0279839j -0.116364+0.119035j -0.0658064+0.163896j -0.00749183+0.0982152j 0.0619207+0.0785199j -0.154128-0.221448j 0.152227+0.121591j 0.0402647+0.0342528j -0.127339-0.0409712j -0.153213+0.213396j 0.201296-0.0923415j 0.00838286+0.0257979j -0.0730253-0.0476016j -0.155795+0.25812j 0.0181759+0.12309j 0.136556-0.0372363j -0.278378-0.177731j -0.207825-0.144051j -0.0695608+0.111182j -0.115925-0.0221282j -0.0593396+0.26407j 0.125432+0.310002j 0.398823+0.144854j -0.0250551-0.11603j 0.340057-0.244349j 0.0177582+0.29653j 0.38386-0.0634631j -0.0211642+0.510006j 0.371374+0.119593j 0.257369-0.308402j -1.04337+0.115391j 0.350793-0.87643j 
-0.292199+0.00355929j -0.079724+0.00927833j 0.109865+0.272169j 0.0802524-0.232096j -0.0465468-0.173914j 0.14436-0.0503772j -0.00391895+0.157009j 0.484898-0.114152j -0.333556+0.0911943j 0.427929+0.186414j -0.553694+0.381115j -0.00328738-0.135682j 0.0376582-0.0601092j 0.354809-0.195278j 0.463868-0.0609586j 0.0368578-0.135151j -0.140555+0.0594137j -0.115416+0.0959412j -0.285263+0.210103j -0.142008-0.0971236j 0.128327-0.230806j 0.57204-0.134721j -0.165573+0.0931368j 0.593635-0.518723j -0.0578668+0.128518j -0.502453+0.55211j -0.440435-0.175628j 0.0762805-0.476534j 0.0569961+0.0895359j 0.300369+0.300895j 0.189563+0.0972414j -0.0519838-0.0579059j 0.360043+0.248494j -0.0143096-0.0176557j -0.069291+0.343412j -0.673177-0.278908j 0.107985-0.385823j 0.0655501-0.398153j 0.20364+0.202678j 0.484872+0.740394j -0.138863-0.219329j 0.0989303-1.18965j -0.09121-0.222443j -0.276194-0.403271j 0.838274+0.309984j -0.086063-0.0615704j 0.370969-0.44211j 0.534969+0.312833j 0.00223255-0.253844j 0.383072+0.208045j -0.181409-0.0857174j 0.0979852+0.226274j 
0.000100206-0.18272j 0.446962+0.0736331j -0.927392-0.073968j 0.6059+0.00705181j -0.606312-0.131956j 2.55505+0.382935j -0.0185477-0.200388j 3.58998+0.647007j -3.62208-0.611741j 0.645094+0.0255302j -5.70073-0.363493j 2.2776+0.228845j 3.00826+0.100757j 4.83218+0.359238j 1.88201-0.0758863j 10.1886+0.861478j -6.48303-0.0413041j -0.379088-0.125389j 2.77676+0.197913j 2.82205-0.146225j 2.79594+0.0174558j 11.3741-0.157755j -0.194876-0.130336j 9.04867+0.00393107j 0.0744769-0.256168j -6.6551-5.63701j -1.03053-2.93829j 0.766373-0.389391j -8.74476-0.436229j -0.0740459-0.422145j 11.8563+0.172371j 1.99093+0.179364j -1.7832-0.0665792j -3.22796-0.54874j 0.623966+0.971878j -7.89998-0.161809j 10.54+0.287104j -2.17984-0.0361033j 4.97528-0.58065j 2.80012-1.44635j 2.34001-0.277715j 6.33215+0.889259j 0.820109+0.484283j 2.53702-0.503969j 2.88366-0.903998j 0.340942-0.804751j -2.03685-0.0580601j -1.24426-0.542458j 0.963232+0.15556j 1.38332-0.261209j -0.828326+0.0385923j 0.693311+0.0375343j 
0.0103012-0.0147802j 0.0744442+0.0454216j -0.101387+0.0188965j 0.151734+0.0946305j -0.0426035+0.0523477j 0.309446+0.0851173j -0.0537442-0.160407j 0.403319+0.122826j -0.416628-0.0793725j 0.180311+0.150203j -0.703502-0.222102j 0.160594-0.00290174j 0.385361+0.139148j 0.597648+0.311653j 0.287143+0.451299j 1.21718+0.250997j -0.899544-0.0162973j -0.011306+0.0711029j 0.341292+0.168494j 0.489748+0.101546j 0.42213-0.00479617j 1.1773+0.526798j 0.151993+0.279852j 1.12179+0.16466j 0.0975444-0.138342j -0.84284-0.61028j -0.105222-0.75252j 0.0374155-0.0955558j -1.15121+0.127026j 0.126659-0.197624j 1.19215+0.589744j 0.436337+0.336728j -0.492444-0.0445345j -0.55358-0.269341j 0.112073+0.15414j -1.01604+0.0259914j 1.71115-0.353858j -0.582115-0.145246j 0.366095+0.372366j -1.22151+0.951172j -0.169175+0.230425j 0.894643-0.267194j 0.408761-0.0737793j 1.00332-0.536265j -0.476482+0.753515j 0.154284+0.0998619j -0.421883+0.349924j -0.193831+0.0477922j 0.279979-0.128311j 0.0106573-0.0981515j -0.111418+0.0549953j 0.0799948-0.0463744j 
0.118241+0.0304432j -0.0816025-0.116167j 0.294467-0.137169j -0.138368-0.399702j 0.353586+0.228213j -0.576933-0.171666j -0.0498763+0.375705j -0.780175-0.114617j 0.751271+0.13323j -0.056596-0.170215j 1.03338+0.37273j -0.638007-0.424886j -0.444347-0.167568j -0.898331-0.450585j -0.0866446-0.129359j -2.13561-0.776225j 1.14109+0.969124j 0.229926+0.104275j -0.569469-0.00171907j -0.138515+0.242613j -0.191711+0.321498j -2.03917-1.02469j 0.0177528-0.161742j -1.74808-0.423418j -0.338952-0.528862j 0.789288+1.51518j -0.408468+0.817748j 0.119563+0.0431784j 2.41952+0.390633j 0.0129202-0.665273j -2.37652-0.740991j -0.672192-0.649079j 0.835545+0.339602j 0.688788-0.301527j -0.940791+0.0514476j 1.50506-0.195154j -2.20968-0.280392j 0.0279736-0.212774j -0.84182-0.589204j -0.272004-0.85834j -0.489426-0.440373j -1.25441+0.763789j -0.387602+0.0181925j -0.617501-0.819776j -0.538163-1.02476j 0.266407-0.426735j 1.30805+0.552355j 0.592206-0.348257j -0.4798-0.108314j -0.132142+0.338054j 0.0539737-0.215963j 0.0782229+0.314853j 
-0.0766829+0.0431302j -0.297527-0.210459j 0.361992-0.0337579j -0.392053+0.196511j 0.4446+0.0295952j -0.918463+0.30436j -0.0832418+0.272924j -1.60592-0.473567j 1.79994+0.0361664j -0.400164-0.264083j 2.36832+0.440335j -1.22762-0.272876j -1.35088+0.212097j -2.0827+0.0763512j -0.947084+0.19671j -4.72729+0.0303474j 2.63146+0.0741681j 0.462986-0.110219j -1.0834-0.117211j -1.56183+0.0844051j -0.664435-0.0267489j -5.47316+0.438929j 0.0564973-0.52003j -4.32864-0.470947j -0.242519-0.0819753j 2.54219+2.76284j 0.831639+1.7104j -1.47669+0.223809j 4.05696-0.516751j -0.723332-0.954819j -5.47069-0.109732j -1.15232-0.746453j 1.27863-0.0734592j 1.60188+0.268398j -0.549733+0.536764j 3.44466-0.512695j -4.72383+0.414335j 0.450822+0.0945153j -3.05447-0.43669j -1.72891+0.612787j -1.26041-0.187438j -2.55934+0.499545j -0.417477-0.570506j -0.530609-0.301315j -1.10227+0.0274724j -0.623405-0.561917j 1.20355-0.466876j 0.0428722-0.312777j -0.149732+0.127915j -1.12904+0.114471j 0.103069-0.174817j 0.00546111-0.318673j 
-0.0219999-0.066137j 0.519152+0.149421j -1.59526+0.259745j 1.36481+0.164141j -1.87691+0.141754j 4.36462+0.448913j 0.0173294-0.313105j 5.39492+0.503953j -5.58718-0.929382j 0.978421-0.169317j -8.9816-0.47067j 4.36121+0.171305j 4.77172+0.0490277j 7.8519+0.553419j 2.47559+0.304486j 16.5332+0.196732j -11.1637-0.499256j -0.900709+0.244073j 4.52724-0.272878j 3.91812-0.0411257j 3.78883+0.176602j 18.8118-0.0924181j -0.407516+0.0566603j 14.6397-0.621509j 1.19357+0.419025j -10.5922-8.83802j -1.41666-6.13654j 0.258166+0.131077j -15.3126-0.0478402j 0.3996-0.171844j 18.8246+0.078066j 3.17701+0.925691j -3.51952+0.451637j -4.17963+0.307528j 0.886952+0.943928j -11.6293-0.132274j 17.1992-1.34397j -3.05446+0.403684j 7.98765-0.197099j 5.29125+0.49005j 3.98866-0.255575j 8.21862-0.501848j 0.598135-0.0453652j 5.90014-1.62413j 5.50341-0.170518j 0.711872-0.101455j -4.73783+0.0614111j -1.67399-0.237948j 1.70061-0.0266368j 2.0286-0.217615j -1.21775-0.246389j 0.496242+0.349362j 
-0.0253632+0.189718j -0.231764-0.0418234j 0.153191-0.0486576j -0.261398-0.0764012j -0.0745874-0.13093j -0.42078-0.0610083j -0.0657853+0.302729j -0.537612+0.173041j 0.647121+0.356258j 0.190727+0.417587j 0.685129+0.321299j -0.372954-0.0568456j 0.14543-0.333697j -0.845332-0.00346859j -0.764205+0.237049j -1.69461-0.172154j 1.35904+0.0545594j -0.0314866-0.107392j -0.743239-0.339877j -0.525314+0.0638283j -0.158623-0.146639j -1.83452+0.0906436j -0.49405-0.140319j -1.89033-0.18025j 0.030791-0.399865j 1.30685+0.693888j 0.131083+0.450304j 0.341566+0.118401j 1.52979-0.173367j 0.397295-0.161869j -0.641756-0.20144j -0.552493-0.263226j 1.38498+0.147833j 0.539966+0.510652j 0.0455498-0.0572406j 1.46164-0.0221831j -2.53319+0.393043j -1.34259-0.00178983j -0.511918+0.103204j -0.354648-0.105197j 0.760857-0.00314665j -1.06867-0.190376j -1.53053+0.13226j -0.631902-0.400629j -0.54273+0.124943j 0.235751+0.358009j 0.637401+0.0285925j 0.131852-0.0275787j -0.763139-0.105288j -0.129994+0.218973j -0.234849-0.397331j 0.0778599-0.166662j 
0.0186168+0.040731j -0.00715307+0.112344j -0.327067+0.0446154j 0.346362-0.135409j -0.401894-0.038769j 0.978334-0.34311j 0.234039+0.0403916j 0.954891+0.101899j -1.26157-0.0926368j 0.0938334+0.0421356j -1.40189+0.135242j 0.72977+0.0917636j 1.03547-0.304088j 1.5046-0.366182j 0.661068-0.144623j 3.33162-0.606367j -1.7772+0.579321j -0.39108-0.0135747j 0.778934-0.184321j 1.05425+0.056595j 0.611314-0.283246j 3.78416-0.588714j -0.469453+0.160298j 2.60032-0.0478418j 0.0786071+0.366767j -1.86561-1.04403j -0.369501-1.42397j 0.613371+0.471932j -3.09574+0.299288j -0.435901+0.66151j 3.39704-0.428525j 0.0730594+0.454542j -0.757251-0.0367149j -0.868794-0.0599268j 0.412405+0.305683j -2.51144+0.254148j 3.52359-0.802078j -0.378775+0.470537j 1.29375+0.277898j 1.01352-0.00276559j 0.53082-0.251713j 2.23475-0.694283j -0.128114+0.137854j 0.317259-0.755758j 0.458711-0.348613j -0.334503+0.450057j -1.0504-0.0510923j -0.377664+0.360836j 0.259878-0.172718j 0.741247+0.390145j -0.262485+0.118559j -0.170853+0.0844816j 
0.037117+0.0648335j -0.209475+0.101143j 0.852699-0.0656848j -0.534532+0.00881272j 1.05497+0.113461j -1.88824-0.160433j 0.0216157-0.138157j -2.55047+0.110939j 2.38431+0.164833j -0.659882+0.225834j 4.06533-0.214969j -2.11188+0.0769005j -2.12391+0.253728j -3.4572+0.151082j -1.02363+0.325555j -7.7117+0.870377j 4.90082-0.133826j 0.522179-0.187623j -2.38641+0.181553j -1.86348+0.21731j -1.62329-0.0677319j -8.45217+0.930231j 0.161316-0.101675j -6.99866+0.832653j -0.185311-0.614871j 5.28553+3.40901j 0.597499+2.69893j 0.15572+0.602017j 6.89853+0.151308j -0.184831+0.288641j -8.17183+1.01204j -0.919469-0.111715j 1.7866-0.312031j 2.17955-0.718329j 0.207084-0.402279j 4.80925-0.376653j -8.49099+1.34352j 1.56783-0.371572j -3.35803+0.775557j -1.39856+0.0493542j -1.69635+0.560474j -4.07082+1.24831j -0.529157+0.453348j -3.40824+0.413397j -1.95007+0.10066j -0.119784+0.178996j 1.77629+0.406166j 0.655802+0.145534j -0.677654-0.0280952j -0.975455+0.00990418j 0.341127+0.341714j -0.073731-0.283296j 
-0.131055+0.0464987j -0.126567-0.128129j 0.240313-0.00205512j -0.21628-0.131969j 0.177704-0.222159j -0.541648-0.0481356j -0.187236+0.087934j -0.795821+0.0160655j 0.526411+0.312069j -0.300823+0.421014j 0.833999+0.0576956j -0.469149-0.0330348j -0.1401+0.293807j -1.02266-0.0585337j -0.739839-0.228157j -1.92182-0.110281j 1.39455+0.207481j 0.153911-0.00797514j -0.416236-0.278026j -0.545279-0.0651636j -0.255503+0.0605031j -2.39544-0.0697415j -0.118537-0.421415j -1.91575-0.295605j 0.310027-0.0556879j 1.56213+1.21969j 0.255202+0.656967j 0.0850729+0.2951j 1.94489-0.034695j 0.150279+0.351089j -1.65298+0.699992j -0.374182-0.18616j 0.625244+0.666964j 0.289821+0.130873j -0.0903061+0.0860084j 1.51665+0.137489j -2.65683-0.528144j -0.306181-1.33093j -0.931955+0.317396j -0.41182+0.0737829j 0.0410374+0.802378j -0.904301-0.216412j -0.697959-0.908429j -0.264228-0.217705j -0.720902+0.107579j -0.220726+0.390089j 0.436169+0.129183j 0.195091-0.0642429j -0.288038-0.449421j -0.423566+0.0722396j 0.232681-0.429724j 0.122061-0.0146031j 
-0.108065-0.139365j 0.53705+0.226767j -1.63988+0.398702j 1.72631+0.0803772j -1.42708-0.337291j 4.63486+0.381936j -0.307449-0.275753j 4.93384+0.550103j -5.2967-0.977648j 1.3386+0.215394j -8.72887-1.01786j 3.71852+0.394584j 5.00769+0.163154j 7.72315+0.710142j 2.5088-0.0325142j 16.2039+0.887845j -10.484-0.403709j -1.38013-0.388962j 4.12406+0.0939311j 3.55653+0.555897j 3.52884+0.0524421j 18.8625+0.949759j -0.0844389+0.319401j 14.7033+0.0470712j 0.168363-0.506299j -9.88775-9.4211j -1.10376-5.49522j 0.316167+0.192283j -14.6464-0.177545j 0.242026+0.111724j 18.2344+0.318558j 3.9838-0.0772144j -3.21467-0.00633406j -4.80792+0.637763j 1.81577-0.433617j -10.9514+0.323676j 17.063+1.20331j -2.28927+0.0748247j 6.67506+0.329962j 3.95924-0.074612j 3.55851-0.239862j 8.00306+0.142328j 0.895819-0.214066j 5.42269-0.114299j 5.1916-0.73338j -0.00780158+0.51252j -3.69179+0.633528j -1.13356+0.317147j 1.66283-0.399957j 1.76585+0.0294502j -1.07637+0.023816j 0.0233721+0.306584j 
0.105467+0.331225j -0.19638-0.0234885j 0.77827-0.0862349j -0.739835-0.199277j 0.488333+0.225026j -0.870582-0.116667j 0.114028-0.155354j -2.04173-0.292201j 1.66901+0.701064j -0.629445-0.485243j 3.19975+0.273465j -1.44928-0.404758j -1.38119-0.882973j -2.72937-0.838823j -1.05743+0.0963863j -5.43584-1.06814j 3.24783+0.721843j 0.30822-0.0590052j -1.51335-0.524513j -1.35305-0.507897j -0.933296+0.366004j -6.27771-0.467211j 0.248082-0.247823j -3.8981-0.20173j -0.483768+0.779603j 3.14471+3.1475j 0.305858+2.02226j 0.85818-0.592492j 4.97046+0.585122j 0.093305-0.0800683j -6.10108+0.0599552j -0.644855-0.13346j 1.89514-0.464403j 0.911162+0.280482j -0.530897+0.0321546j 3.33598-0.159026j -5.53616-0.0901814j 1.24216+0.142798j -2.96829-0.168559j -1.40744+0.844586j -1.05203-0.561676j -3.1342-0.0372206j -0.280283+0.211417j -1.89128+0.155904j -2.07466+0.317625j -0.897214+0.0322111j 1.75389+0.0250089j 0.814057-0.0852881j -0.679151+0.780531j -0.416314-0.0917736j 0.166059-0.220466j 0.164068-0.312328j 
0.000563612-0.00210483j 0.0725463+0.000337053j -0.119104-0.032256j -0.140847-0.0902292j -0.362612-0.174939j 0.452688+0.331601j -0.0380502-0.249053j 0.712074+0.450473j -0.840781-0.235679j -0.167551-0.0707842j -1.13613-0.599459j 0.572339+0.712884j 0.604563+0.235104j 1.03942+0.471593j 0.0916388+0.494028j 2.28408+0.962325j -1.70766-0.865256j -0.378567+0.317745j 0.30929+0.490664j 0.685115+0.0394922j 0.62102+0.0400284j 2.76311+0.929725j -0.000882822+0.0298018j 1.90314+0.275963j 0.149366+0.848475j -1.39112-1.68926j 0.567471-1.25432j 0.0255128+0.38911j -0.629438-0.236163j 0.0263022-0.0736762j 3.52811+1.21972j -0.353494-0.0656172j -0.650109-0.433514j -0.651375-0.0821242j -0.505782-0.546968j -2.14321-0.400027j 2.26129+0.742864j -0.557963-0.329628j 2.17612+0.647413j 1.3399+1.14259j 0.80211+0.791768j 1.83319+0.417405j 0.0814096+0.242899j 1.24269+0.31359j 0.480568+0.709708j 0.257667+0.169524j -0.241181-0.363219j -0.426378-0.347206j 0.244547+0.136057j 0.263862-0.173402j -0.0855238+0.0455418j 0.200248+0.0516312j 
-0.00334403-0.170736j 0.436492-0.0328442j -1.94186+0.131626j 1.71515-0.0171595j -1.63597-0.176598j 4.66649+0.686496j -0.426941-0.306257j 5.46994-0.00235377j -5.69443-0.502617j 1.19903+0.276778j -8.71711-0.453255j 4.28042+0.0911752j 5.29962+0.0684835j 8.17201+0.0653389j 2.85507-0.145657j 17.3483-0.602683j -11.7895+0.201165j -1.24448-0.201343j 4.23075-0.0831138j 3.86902+0.0730803j 3.67481+0.11043j 19.7862+0.263039j -0.747712+0.559369j 15.5402-0.393671j 0.975453-0.150494j -10.8323-8.80239j -1.3718-6.50653j 0.242494+0.0309959j -14.3377+0.606249j 0.292754-0.42635j 20.1465-1.08681j 3.35657+0.139274j -3.65362+0.575646j -5.50615+0.270144j 1.51126-0.103919j -12.2207+0.683443j 16.3761-0.256315j -2.85126+0.90005j 8.04647-1.60677j 5.14484-0.358371j 4.47469-0.818041j 8.9789-1.1657j 1.07767-0.313388j 5.57426-0.576444j 5.68222-0.543025j -0.301322-0.254062j -4.20282+1.18407j -1.67454+0.640243j 1.92301-0.412867j 1.87825+0.194977j -1.01912-0.219901j -0.15329+0.186082j 
-0.00942293+0.105819j 0.319959+0.0771412j -0.814743+0.390931j 1.20149+0.109913j -1.32005+0.117304j 2.46788+0.337763j -0.318856-0.243383j 3.31752+0.495595j -2.54015-0.159636j 0.784721-0.518056j -4.90361-0.637364j 2.20377+0.498599j 2.69909-0.035463j 4.51886+0.416936j 1.34451-0.0631354j 10.0215+0.707528j -6.21878-0.279648j -0.21096+0.152503j 2.70884+0.119913j 1.57014+0.432034j 2.22023-0.473148j 11.125+0.246428j -0.441867-0.301918j 7.99576+0.754341j 0.748157-0.546204j -5.71677-5.58612j -0.626241-3.36443j 0.267178-0.271229j -7.57213+0.0599895j 0.0220458+0.565935j 10.7003+0.159485j 1.55545+0.0596069j -1.26663+0.00802023j -3.06323-0.816517j -0.0420674-0.00639368j -6.15676+0.272021j 9.57403+0.218157j -1.929+0.146076j 4.8912+0.62346j 2.56858+0.182768j 2.01141+0.17495j 5.29258+0.328024j 0.296029+0.163323j 3.42059+0.0808557j 3.39948-0.311036j 0.29825+0.218042j -2.75286+0.306116j -0.814524+0.253896j 0.947595+0.246386j 0.979317-0.302209j -0.398762-0.00930574j -0.189741+0.198847j 
0.238038-0.205475j 0.195887-0.0534491j -0.873871-0.165762j 0.806404+0.203431j -0.580433-0.0500259j 1.42555-0.397939j -0.304072+0.0253722j 2.20718+0.0918967j -1.83752-0.157999j 0.317925+0.52041j -3.51547-0.0774378j 1.4878+0.0955135j 1.39622+0.0572798j 2.85727+0.210209j 1.30965-0.155084j 5.9359-0.370518j -3.66514+0.360606j -0.556711+0.134214j 1.49136+0.131265j 1.08448+0.266925j 1.65971-0.390821j 7.42041-0.175569j -0.504366-0.111228j 5.32869-0.946018j 1.34751-0.276875j -4.03341-2.90677j -0.609113-2.19366j -0.721196-0.735349j -5.46446-0.0759849j 0.0213556-0.243546j 7.49157-0.944137j 0.877253-0.466004j -2.02221+0.155065j -1.21568+0.378266j 0.36393+0.0645656j -4.3761+0.776697j 6.22813-0.843807j -1.04632+0.0280339j 3.05643-0.35878j 2.26782-0.748145j 0.896718-0.425789j 3.36639-0.199439j 0.373574-0.297302j 1.99462-0.396279j 2.47501-0.223345j 0.445196+0.444428j -1.78793+0.0378838j -0.774403-0.00948028j 1.29245-0.441788j 0.605855+0.0708042j -0.408143+0.117394j -0.449721-0.0245765j 
-0.113945-0.0786125j 0.0670515-0.0707132j -0.0464758+0.0650072j 0.294367+0.112947j 0.146047-0.188185j 0.366506-0.197442j 0.0833919+0.330375j 0.593999+0.195975j -0.325385-0.140516j 0.145324-0.0377869j -0.582286+0.0304703j 0.32634-0.166038j 0.289105-0.0810719j 0.249026+0.0366028j 0.223646-0.255422j 1.78027-0.0658188j -0.868969+0.494935j 0.149482+0.0145716j -0.392222+0.103493j 0.378075+0.0185938j -0.774591+0.544339j 1.00577-0.769636j 0.390012-0.245533j 1.34763-0.350201j 0.511737+0.700933j -1.25947-0.560227j -0.60113-0.764873j -0.249545-0.158195j -0.453936+0.546942j 0.151913+0.103208j 1.36466-0.495085j 0.248875-0.461269j -0.329676-0.155239j -1.44169-0.00962556j 1.14492-0.517277j -1.25869-0.375212j 0.539334-0.171653j -0.388009-0.0965702j 0.568383+0.391721j -0.411424-0.208027j 0.15016-0.421075j 0.503192+0.153043j 0.194115-0.382556j 0.378416-0.302011j 0.458769-0.256391j 0.0149311+0.0629738j -0.633935-0.00834148j 0.0724213-0.177919j 0.264027+0.0617873j -0.167206+0.150077j -0.136301-0.0268855j -0.0995722+0.0303115j 
0.0274271+0.0739302j 0.135943-0.0520371j -0.254487+0.0381294j 0.393982-0.182131j -0.322699+0.235121j 0.439036+0.0259906j -0.00650863-0.141287j 0.649135-0.456464j -0.943022+0.298584j 0.109445+0.0224347j -0.802348+0.684145j 0.405963-0.0587096j 0.842039-0.335951j 1.54751-0.633577j 0.0750119-0.367973j 2.21872-1.18139j -1.18206+0.310176j -0.546237+0.0393653j 0.415459-0.476434j 0.487617-0.130842j 0.690595-0.188186j 2.81029-0.378002j -0.189629-0.0962577j 2.52739-0.408857j 0.422884+0.510681j -1.63101-0.523257j 0.028376-0.463499j -0.450647-0.121197j -1.64836+1.45026j -0.0275163-0.355234j 2.76293-0.52361j -0.240487-0.945873j -0.0595917+0.508052j -0.72929-0.23275j 0.274129-0.198416j -1.7631-0.136169j 1.3152-1.62496j -0.229398+0.400861j 1.51485-0.59243j 0.0111909+0.116377j 0.149148-0.227097j 1.13164-0.322984j -0.167545+0.035744j 0.582979-0.234124j 0.417174-0.229542j -0.313395-0.410154j -0.395587+0.543672j -0.286733+0.32157j 0.0710531-0.0490917j 0.420392+0.0342261j -0.0517187-0.0663416j -0.0195271-0.0425649j 
0.0755086-0.111319j 0.363224-0.189424j -1.15013-0.0530409j 1.1097-0.2795j -1.14049-0.468249j 2.83996+0.152045j -0.380593-0.180697j 3.86219+0.295458j -3.81671-0.410029j 0.795438-0.48287j -6.04418-0.170861j 2.79903+0.134948j 3.229+0.217055j 5.07904+0.186417j 2.09127+0.101379j 12.0197+0.0835175j -8.31187-0.165586j -0.607875-0.310938j 2.98502-0.266022j 2.88734+0.128003j 2.45087+0.0162632j 12.9364-0.123091j -1.09946+0.233174j 9.63771-0.310646j -0.754163-0.294226j -7.66851-6.07669j -0.372373-4.40995j 0.673535-0.280817j -10.1607+1.45957j 0.448566-0.00923072j 13.3459+0.142933j 2.69631+0.0142314j -2.96234-0.00990687j -3.03423-0.0432065j 0.667792-0.321343j -7.78458+0.518766j 12.1574-0.88409j -2.46672+0.176337j 5.67159+0.123916j 4.20629+0.488076j 3.36883+0.107657j 6.93808-0.388737j 0.940552-0.337362j 3.87331-0.219661j 3.61197-0.323147j 0.367576-0.0194525j -3.047+0.640372j -1.17044-0.133537j 1.40327-0.189406j 1.14257+0.103548j -0.510836-0.0596899j -0.178217+0.13069j 
0.150646+0.119661j -0.251827+0.141357j 0.888221-0.0903939j -1.00744-0.156835j 0.623284+0.0413119j -2.55212-0.709554j 0.0274496-0.00997317j -3.37859-0.572871j 3.03367+0.573178j -0.622735-0.352143j 5.04045+0.824696j -2.08729-0.309651j -3.14812-0.281793j -4.86699-0.344471j -2.00874+0.120968j -10.1221-0.622266j 7.23013+0.458905j 1.00962+0.402119j -2.6237-0.332141j -1.75549-0.150616j -2.31241-0.165473j -10.9222-0.405731j -0.263771-0.13356j -8.65799-0.404164j -0.445739-0.126009j 5.77566+4.7608j 0.609391+3.13264j -0.538211-0.0797194j 8.08603-0.0766404j -0.284932-0.618173j -12.1439-0.818732j -2.20814-0.495965j 2.46963+0.562759j 1.67858+0.129926j 0.431389+0.165121j 5.85256+0.255533j -9.3754-0.682146j 1.72494-0.372053j -4.62135+0.115369j -2.32794+0.417312j -3.02119-0.0586035j -4.60508+0.436485j -0.666895-0.102607j -3.01098+0.291409j -3.33974+0.326744j 0.117466-0.019405j 2.65792-0.104157j 0.829029-0.332085j -1.00624-0.129043j -0.648395-0.0778009j 0.679143+0.196861j 0.019531-0.0409157j 
0.146293-0.0431526j -0.284657+0.020833j 0.977857-0.321528j -0.946932-0.272137j 1.26255+0.272179j -2.12396-0.0236687j 0.356715+0.268531j -2.57817-0.330999j 2.63358-0.538308j -1.18091+0.391957j 3.88496-0.17076j -1.7831+0.156881j -2.49556+0.235638j -3.64094+0.137553j -1.48442+0.37323j -8.29999-0.111124j 5.56188-0.418952j 0.377992-0.359138j -2.19776+0.0957598j -1.4078+0.285319j -2.06207+0.114902j -9.64529+0.409738j 0.242697+0.237163j -6.44307+0.385262j -0.782652+0.185795j 5.01645+3.97123j 0.858262+3.03442j -0.545982+0.283008j 6.95873-1.401j 0.482008-0.00802446j -8.95336+0.814984j -1.46941+0.40237j 1.27494-0.94109j 1.80204+0.624246j -0.271901+0.656791j 5.47288-1.04736j -8.04969+1.04714j 1.66865-0.0159618j -3.20026-0.191562j -2.43742+0.289964j -1.67216+0.340922j -4.06366-0.0342775j -0.295449+0.400427j -2.53457+0.120871j -2.81153+0.214544j 0.0664833-0.0349934j 2.29842-0.173123j 0.766026-0.29235j -0.445145+0.0736616j -1.11489+0.0795168j 0.26928-0.110617j 0.292446+0.100625j 
0.0434767-0.181416j 0.034367-0.0173966j -0.0222377+0.0614814j -0.0440267+0.158446j 0.398999+0.0196885j 0.221191+0.0320811j -0.171894+0.291883j -0.155322+0.392713j 0.257706-0.165796j 0.0628619+0.0974694j 0.086995-0.309416j 0.174796+0.120617j -0.0973599+0.0237663j -0.470193-0.0490601j 0.137435+0.0841897j -0.00708322+0.881891j -0.328288-0.0725969j 0.175862+0.314254j -0.520548-0.31856j -0.00235545+0.255127j -1.02559-0.522149j 0.339072-0.302907j 0.391849+0.233998j 0.170057+0.116428j -0.289675+0.33222j 0.157743-0.604555j 0.236474-0.693898j 0.061942-0.0928685j 0.105955-0.0501743j -0.0782766+0.143797j 0.217552-0.055101j 0.330227+0.312286j 0.110231-0.333221j -0.535138-0.954821j 0.887387+0.906679j 0.110994-0.682714j -0.408051+0.269664j 0.12018-0.39955j -0.591321+0.338009j -0.0732243-0.372652j 0.256571-0.0956627j -0.298037+0.194369j 0.487044-0.0425071j 0.174837+0.0382138j 0.185918+0.0882516j -0.0164815+0.193482j -0.0765381-0.459439j 0.363165-0.0389091j 0.0614383+0.148748j -0.272948-0.150236j -0.0178435-0.077403j -0.0934899-0.0155166j 
