8.0724e-15-0.312447j 6.35908e-14-0.577287j 1.46765e-15+0.0967392j 1.75452e-14-0.367029j 8.56044e-15-0.414182j 1.00519e-14-0.120554j -1.18045e-14+0.34531j -1.25455e-15-0.0339425j 3.44224e-15-0.0753105j -3.61174e-15-0.0701931j 4.55095e-15-0.128204j 3.92805e-15-0.0906588j -5.9112e-16-0.0283002j 1.26175e-15+0.0658703j -5.53506e-16-0.0675358j -5.21378e-15+0.0346981j -5.05181e-15-0.00990517j 3.47354e-15+0.012884j 1.25606e-12+0.0112767j -3.58676e-15-0.0165768j 2.25761e-15-0.0367804j 1.22625e-14+0.0587139j 3.76092e-15-0.00679079j -2.20411e-15+0.00576773j -2.28768e-15+0.0055184j 5.03525e-16+0.046716j 1.72618e-14-0.0688015j -9.79719e-15-0.00944698j -2.59566e-14-0.00616686j 2.16875e-14-0.080773j 2.1708e-15-0.0212066j 3.56179e-15-0.01279j 6.14333e-15-7.04837e-05j -8.94894e-15-0.0424324j -5.01895e-15-0.0558077j -5.24636e-15-0.0422631j 9.5351e-16+0.0129093j -1.32683e-14+0.0171997j -7.98548e-15+0.0583736j 3.62495e-16-0.00290233j 6.25439e-15+0.0348042j 7.97501e-15-0.0131926j 3.25688e-15-0.0497146j -1.05686e-15+0.0130405j 1.66411e-15-0.106502j -3.15692e-16+0.0537332j -7.40598e-16-0.00296857j -1.20702e-15+0.0393715j 2.0752e-15-0.0264875j -3.78927e-15+0.093103j 1.38492e-15-0.0914464j 2.08292e-15-0.0294789j 3.81154e-15-0.108892j 3.06748e-15-0.0295432j -4.32492e-14-0.0376603j -4.56854e-15-0.13377j 
-3.27352e-16+0.00175712j 1.02723e-15-0.00248196j -7.02263e-16+0.0148682j -3.46128e-16+6.83696e-05j 5.62009e-16-0.0108781j -7.21891e-16+0.00760756j 8.05823e-16-3.96333e-05j 5.80902e-16+0.00858079j -4.50745e-16-0.0119077j 6.60717e-16+0.0153517j 3.08673e-16+0.0129137j 2.27393e-16+0.000295949j 2.62012e-17-0.00562543j 3.6519e-17+0.0139546j 3.46846e-16-0.000951168j 1.69877e-15-0.00847302j -1.89243e-16-0.00105228j 9.01828e-16-0.000792523j 1.49786e-13+0.00134572j -1.64121e-15-0.0117763j -6.91208e-16-0.0063549j -1.45853e-15-0.00191643j 4.03153e-15-0.00328219j -1.81405e-16+0.00611878j -9.46397e-16-0.0224357j -3.50928e-16-0.00947233j 4.54871e-16-0.00967745j -6.62506e-16+0.00470353j -2.26757e-14-0.00763466j 9.94021e-17+0.000175503j 2.77552e-16-0.011693j -9.05757e-16+0.00305464j -7.39295e-16+0.0078555j -1.96434e-15-0.000938196j -2.30337e-16-0.00446252j 9.58617e-17-0.00643928j 1.53448e-15-0.0173035j 1.14691e-15-0.00508834j 1.37981e-15-0.00517j -5.16527e-15-0.010005j 6.23266e-15+0.0188509j 8.86652e-15-0.000221333j -8.14143e-16+0.00116015j -3.17616e-16+0.0146155j 6.3861e-16-0.00812632j 2.17185e-16-0.00971895j -6.07036e-16+0.0208588j -2.59754e-16+0.00952771j -4.2386e-16+0.0108743j 6.14195e-16-0.0220861j -5.06769e-16+0.00152942j -9.04926e-16-0.00924599j 7.29389e-16-0.0182885j -1.69169e-16-0.00041529j 1.95425e-15-0.000808316j -1.16248e-16+0.00982357j 
-9.97785e-16+0.00829304j 3.15168e-15-0.0187436j -2.4212e-15+0.0167136j -9.44292e-16+0.00510678j 9.75352e-16-0.0120227j -1.61232e-15+0.016495j 1.29923e-15-0.00795327j 1.89861e-16-0.00460468j -5.02516e-17+0.00448019j 1.58164e-16-0.00866916j -3.75814e-17-0.0021982j 1.42784e-15-0.00961589j 9.12515e-16+0.00689514j -1.13343e-16-0.00433871j -1.36477e-15+0.00485745j -3.87811e-15+0.0106984j 1.39109e-15-0.000681551j 4.23023e-15-0.000922063j 1.49118e-12+0.0134173j -1.28152e-15-0.0129103j 1.78673e-16-0.000720939j 2.2424e-15+0.0166952j 1.82357e-15-0.00101267j -2.24207e-15-0.0131381j 7.73764e-16+0.00731424j 4.54002e-17-0.00408826j -3.00132e-15+0.0090224j 2.15212e-16+0.00776853j -1.32356e-14-0.00456695j -1.87445e-15+0.00784404j 1.78888e-15-0.0228777j -2.54228e-16-0.0127562j -2.80207e-15+0.0094579j 6.95677e-16+0.0205397j 1.67367e-15+0.0128295j 2.89355e-15-0.00227456j 2.20388e-15-0.00915988j 3.34781e-15-0.0155061j 6.69292e-16-0.00615491j -1.75767e-14-0.0318327j -8.24745e-15+0.00770065j -2.77116e-15-0.0248282j -9.94362e-16+0.00250135j -1.2194e-15-0.00434425j 7.20278e-16-0.0171147j 5.67558e-16-0.00758593j -1.83643e-15+0.0164094j -3.66115e-16-0.00312837j -9.2196e-16+0.00618892j -1.32269e-16+0.000188833j -1.85599e-15+0.00518872j 1.19532e-16+0.0185244j 6.90448e-16+0.00139394j -1.02784e-15+0.00659625j -7.81643e-15-0.0126557j -3.01735e-15+0.00162146j 
-4.75214e-16+0.0106764j 3.43214e-16+0.00595591j -1.87459e-15+0.0124642j -7.0661e-16+0.00436689j 4.95201e-16+0.00449163j -1.20994e-15+0.0153663j 1.06684e-15-0.0111892j 3.15107e-16-0.0030672j -2.14337e-16-0.00296303j 8.40295e-16+0.00555988j 2.22896e-16+0.00554983j 7.0227e-16-0.00669723j 3.77758e-16-0.0124924j 4.81758e-17+0.00490199j -9.96609e-16+0.0032767j -2.92097e-15+0.00424553j -7.81829e-16-0.011118j -4.27373e-16-0.00259871j -4.23905e-13-0.00380618j 7.40307e-16-0.000270089j -9.45103e-16-0.00451705j -3.00547e-15-0.00940882j 1.1096e-14-0.00757573j 1.05744e-15+0.00653862j -1.78903e-15-0.0160024j 8.07383e-16-0.00087867j -1.65663e-15+0.00806353j -1.04898e-15+0.00623092j 1.86807e-14+0.00610772j 3.41398e-16-0.00228551j 1.78264e-15+0.00814648j 7.80032e-16-0.00391115j -4.05455e-16-0.00319851j -1.0605e-15+0.00411218j -2.38231e-15-0.014765j -8.69694e-16-0.00492775j 1.17717e-15-0.00150322j 3.85211e-16+0.00764013j -1.67237e-15+0.00388527j 1.35015e-14+0.0174426j 1.79356e-15+0.00551842j 4.03002e-15+0.0019125j -6.6702e-16+0.0212893j -1.71363e-15+0.0130302j 1.59867e-15+0.0160723j 1.01831e-15+0.00991304j -1.41969e-15+0.00163013j -1.47913e-16+0.00456152j -4.36364e-16+0.0117391j 6.80529e-17+0.00273492j -1.55665e-15+0.0221998j -4.69245e-16-0.00730945j 9.09786e-17-0.0029187j -4.82294e-16+0.00888693j 6.23177e-15+0.00569695j 2.86566e-16+0.0181393j 
-6.80531e-16-0.0275164j 1.26999e-15-0.0184095j -1.18313e-16-0.0121947j 1.0422e-16-0.00812272j -5.62733e-17-0.0141202j -4.50717e-16-0.0267487j 3.21143e-16+0.0127315j 9.45561e-17+0.00465319j 4.03246e-16+0.00421501j -1.06755e-15-0.0154523j -2.76279e-16-0.0133369j -9.29971e-17+0.0136974j 2.76899e-16+0.00834551j -2.07455e-16-0.00681315j 3.23147e-17-0.00631145j 5.12034e-17+0.00302917j 1.11976e-15+0.00685322j 4.76446e-16+0.000337855j 5.92335e-13+0.00532833j 6.73206e-16+0.00486071j 1.20083e-15-0.00145117j 5.50324e-15+0.0237732j -1.40308e-15-0.000113756j -1.95239e-15-0.0126324j 6.57896e-16+0.0255429j 1.25511e-15+0.0130706j 3.6924e-15-0.0110983j -1.23558e-15-0.0030404j 1.27485e-14+0.00540065j -1.92202e-15+0.00545571j -1.11621e-15-0.015192j 3.613e-16+0.0196793j 2.00563e-15-0.0134005j -8.60498e-16-0.00137292j 2.81671e-15+0.0212308j 8.41177e-16-0.00890517j 4.1759e-16-0.00944895j 2.31465e-15-0.0205856j 2.63107e-15-0.00185196j -7.07319e-15-0.0107999j -2.42972e-15+0.00264248j -2.07336e-15-0.0103715j -2.08093e-16-0.0239119j 7.63631e-16-0.00183044j -1.03995e-15-0.0390887j -1.89194e-16-0.004989j -6.22687e-17+0.00194197j 1.09159e-16+0.00608405j -4.46503e-16-0.0190602j -3.66145e-16-0.0157138j -1.83766e-16-0.000904651j -4.8177e-16+0.00229665j -1.87109e-16-0.0285576j -1.59301e-17-0.00795811j -1.13301e-14-0.0158139j -2.73017e-15-0.0101162j 
9.00995e-17-0.0154732j -1.39922e-15+0.0143223j -3.95071e-16-0.00123695j -2.41794e-16+0.0212337j 1.86287e-16+0.00515056j -3.73115e-16-0.0105856j -2.27734e-16-0.0100344j -4.96438e-17-0.0121231j 7.98972e-17+0.00788692j 1.68164e-16+0.0219961j 2.4719e-16-0.0135674j -2.50276e-16+0.00210289j 1.93585e-16-0.00922136j 1.61511e-16+0.000400611j -3.92787e-16-0.00526958j -3.51728e-15+0.0127034j 8.2783e-16+0.000809975j -2.80682e-15-0.0137606j -1.26018e-12-0.0113161j 8.56129e-16-0.00738979j -6.19922e-16+0.00375849j -1.40606e-15-0.0109646j 2.1888e-14-0.014282j 1.44773e-15+0.0103686j 2.04295e-16+0.0107644j -5.87053e-16+0.00893425j 3.1038e-15-0.0112954j 2.6816e-16+0.0211461j -2.87888e-14-0.0090636j -2.4775e-15+0.013944j -3.68559e-16-0.00198875j -9.24855e-16-0.00391937j -1.76001e-15-0.0063338j 1.80987e-15+0.0130337j 2.51691e-15+0.0163287j 1.54826e-15+0.00735399j 2.11694e-15-0.0154783j -2.06199e-15-0.0122176j -4.49777e-15+0.0396551j 6.40711e-15+0.00634935j -4.5373e-15+0.0132736j -6.85246e-15-0.0287266j -1.0184e-15+0.000682302j 2.2016e-16+0.02936j -1.98265e-16+0.0094915j -2.31872e-16-0.0301352j -5.92552e-18-0.00857942j -3.27956e-17+0.0112179j 1.75635e-16+0.00838453j 1.25234e-16+0.0121472j -4.68884e-16-0.00987609j 6.19472e-16+0.0010608j 1.00781e-16+0.0180493j -7.009e-16-0.0140682j -2.18121e-16+0.00520881j -2.4889e-16-0.0220246j 
-3.7304e-16-0.0156423j -3.3802e-16-0.00254839j 3.98724e-17+0.0151832j -8.46682e-18-0.00151753j -8.65894e-17+0.00199554j -2.92575e-16-0.00781753j 1.97865e-16-0.00702836j 2.78161e-16+0.0120797j 3.76018e-16+0.00314145j -1.02729e-15-0.0219945j -3.1493e-16+0.00465702j 3.98986e-16-0.000626614j 3.98813e-17-0.00465822j -2.43859e-16-0.00601995j -4.64264e-16-0.00672519j -2.17615e-15+0.0118288j 1.23836e-15+0.00448185j -1.03211e-15+0.00494314j -7.21094e-13-0.0064951j 3.89133e-16+0.0028373j 4.29512e-16-0.00474976j 2.86644e-16+0.00253597j -1.63083e-14+0.0106191j -1.09189e-15-0.00525451j 2.88919e-16-0.00510934j 9.29297e-16-0.00475733j -1.43623e-15+0.0111754j 5.32642e-16+0.00986144j 1.9391e-16+2.15382e-05j 2.95613e-15-0.00825834j 6.19071e-16-0.0036962j 1.2879e-15-0.0108492j 2.29311e-15+0.00244316j -5.32502e-16-0.0158557j -3.93678e-16-0.00815032j -4.90365e-16+0.014849j 1.02512e-15-0.030229j -1.97339e-15+0.0236438j -5.00841e-15+0.00422405j -6.38149e-15-0.0137289j -8.00417e-15-0.00435239j -7.05037e-15-0.0131947j -8.74771e-17+0.0115164j -1.49732e-16+0.0220535j -6.58995e-16-0.0290611j 4.28593e-16+0.0150424j 4.19966e-16+0.0339632j 2.34994e-17+0.00245146j -7.7848e-16-0.0211451j -5.01351e-16-0.0054374j 3.65191e-16+0.0309104j 1.05802e-17-0.0172748j -4.72496e-16-0.0258748j 1.12264e-16+0.0068166j 7.89527e-15+0.0102595j 1.77841e-15+0.0112917j 
6.767e-17+0.00835033j 5.96823e-17+0.00018026j 8.68945e-17-0.0200507j -1.36601e-16+0.00419227j -9.35285e-17-0.00288918j -2.8895e-17+0.000992284j -1.99147e-17-0.0136446j -2.50573e-16-0.0174842j -1.47406e-16-0.00476694j 4.21966e-16+0.0104189j 4.32558e-16-0.0150457j 1.97888e-16-0.0185407j 1.81292e-16-0.0111321j 5.47924e-16+0.00632102j -1.96847e-16+0.0085563j -2.28586e-15+0.00868464j 2.85483e-15+0.00969302j -3.47166e-15-0.00908052j -1.21099e-12-0.0108776j 2.12703e-15+0.00811191j -2.46186e-16+0.00549455j -2.18315e-15-0.00798566j 3.01017e-15-0.00243153j -1.83212e-15-0.00652987j 9.00476e-17+0.00262975j 3.07575e-16-0.0102747j -2.72281e-15+0.00872764j 2.28082e-15+0.008797j -3.24467e-14-0.0113937j 9.8051e-16+0.0030073j 1.93751e-15+0.004804j 1.09257e-15-0.0146032j 7.70245e-15-0.0368671j 3.12568e-15+0.00638189j -2.69926e-16-0.0227496j -1.31078e-15+0.00691884j 1.69291e-16-0.00584269j -2.31286e-15+0.0159768j -2.25986e-15+0.007336j -1.03766e-14-0.0134095j 6.19473e-15-0.0148357j 9.41381e-15+0.032504j 1.0289e-16+0.0337336j -9.29063e-16+0.0165656j -4.00363e-16-0.0158686j 2.23615e-16-0.00854338j -8.78785e-17-0.035915j 5.13277e-16-0.0166832j 7.09415e-16+0.0392583j -2.95648e-16-0.0181987j 1.65757e-16+0.0043966j -5.15649e-17+0.00215035j -3.14127e-16+0.0044802j 8.18296e-17-0.0140579j -8.7086e-15-0.0153585j -1.79707e-15+0.00809759j 
-4.96433e-16-0.0107224j 2.56986e-15-0.0269699j -2.08125e-16+0.0249589j 1.48922e-16+0.00187112j -2.21199e-17-0.0229926j -7.44187e-17+0.0189052j -1.41018e-16+0.00241583j -2.13872e-16-0.0131088j 5.87115e-17+0.00415095j -4.65876e-16-0.00392533j -3.30875e-16-0.011557j 5.87769e-16-0.0168941j -6.76368e-16-0.0135079j 5.03676e-16+0.0209371j -1.94838e-15+0.00788953j -6.83277e-15+0.0191767j -2.35086e-15-0.0150428j 1.70738e-15-0.00720241j 6.36213e-13+0.00573509j -1.16565e-15-0.0142958j -1.14764e-15+0.00498413j -2.35385e-15-0.0178925j 1.87022e-14-0.0132533j -1.6915e-15+0.00482j -1.84021e-15-0.0101981j 7.9969e-16+0.00948533j -1.2603e-15-0.005591j 1.83993e-16-0.0195921j -1.44997e-14-0.00609826j 4.30543e-15-0.0180022j 1.75961e-15+0.00606995j 2.08089e-15-0.0169482j 2.71353e-15-0.0103656j -2.31609e-15-0.0205187j -3.02156e-15-0.00617619j -2.3885e-15-0.0177049j -1.22688e-16+0.0126215j -4.28476e-15+0.0229368j -2.85526e-15+0.00742778j 7.77368e-15+0.0106147j 3.77242e-15+0.00538961j 3.57307e-15+0.00601949j -2.50823e-16+0.0486345j -1.76698e-15+0.0399081j 7.27193e-16+0.052317j 5.16443e-16+0.05497j -6.11089e-16-0.0478694j 5.31836e-16+0.054209j 4.64533e-16-0.00323883j -8.56418e-17+0.0554389j -3.2279e-16-0.0203j 1.12383e-16+0.0406447j 6.0985e-18-0.00456161j -1.74435e-16+0.000653675j -1.01446e-14-0.0139207j -2.28049e-15-0.00881726j 
3.58106e-16-0.0395635j -2.61587e-15+0.0173213j -1.86552e-16+0.00174842j -3.31984e-16+0.0130596j -8.76104e-17+0.0117683j 2.1132e-16-0.03212j 4.20691e-16-0.01341j 1.76395e-16+0.00402412j 1.49012e-16+0.0108454j -9.38625e-16-0.0233128j -4.98585e-16-0.0184179j -7.42285e-16+0.0103722j 4.01549e-16-0.00349707j -3.56286e-17-0.0149231j -1.12874e-15-0.00877876j -4.70303e-15+0.0217142j 2.05406e-15+0.00771287j -4.82386e-15+0.00202583j -2.42277e-12-0.0217985j 2.9213e-15+0.0165902j -4.01585e-16-0.000465084j -8.93794e-16-0.00305818j -5.67338e-15+0.00426594j -3.0941e-16+0.00113132j 6.03716e-16+0.0122198j -1.04906e-15+0.0119089j -4.68473e-16+0.00135762j -6.79603e-16+0.00618866j -1.15541e-14-0.00404181j 1.2981e-15-0.00216683j 6.27982e-16-0.0126233j 5.02932e-17-0.0123623j 2.14506e-15-0.015752j 3.71382e-15+0.0146422j 2.13134e-17-0.00713239j 8.61055e-16+0.00794328j -1.33623e-15+0.0024047j -2.00325e-15+0.0211349j -2.3795e-15+0.0136528j 4.18608e-14+0.066982j -7.0147e-16-0.0149045j -5.96048e-15+0.0111982j 5.16631e-16+0.0275817j -2.71007e-16-0.0389532j -8.19171e-16-0.00152836j 8.147e-17+0.045962j -7.87553e-16-0.0215236j -7.09336e-16+0.00744777j -1.0226e-15-0.0683839j -3.87964e-16+0.0274084j -8.09044e-16+0.0334642j -3.83437e-16-0.00695495j 3.6276e-16+0.00466281j -9.32118e-17-0.0273566j 5.99457e-15+0.0134098j 9.20958e-16-0.0204494j 
2.65696e-16+0.0157175j -2.14988e-15+0.0236203j 1.28404e-16+0.0266774j -1.20722e-16+0.0122611j 2.41467e-16+0.0307925j -1.5578e-17+0.0313257j 5.89907e-17-0.00828291j -1.30093e-16-0.00191732j 1.92265e-16+0.00807821j -6.0712e-17-0.00185055j -1.62188e-16-0.00687117j 5.54455e-16+0.00245347j 4.6562e-16-0.000509042j 2.70668e-16-0.0353164j -2.55484e-15+0.00764443j -8.59381e-15+0.0279491j 1.24893e-16-0.00984355j -5.51039e-16-0.00511656j -3.72362e-13-0.00334641j 1.15468e-15-0.00293431j 1.01291e-15+0.00752479j -1.51042e-15-0.0111791j -1.68651e-14+0.0136418j 9.23267e-16-0.00265705j 2.63986e-15+0.0210408j -2.11929e-15-0.000161831j -6.75946e-15+0.0219867j 4.04446e-15+0.044037j -7.82155e-14-0.027784j -2.55186e-15+0.0202844j 2.25426e-15+0.0125773j 4.82128e-16-0.0126727j -3.26818e-15+0.0123733j -1.48915e-16+0.00386942j 4.36383e-16+0.0323376j 1.94128e-15-0.0137799j -2.69959e-15+0.0225348j 7.90083e-15-0.00096187j 5.71791e-15-0.048372j 4.55953e-15+0.00384648j -3.92817e-14-0.0469548j -4.32233e-14-0.0590887j 4.16666e-16+0.0394366j -1.84813e-16-0.0246474j -8.98925e-16-0.0737415j 4.06627e-16-0.0136512j -5.8334e-16-0.0124623j -7.74574e-17+0.0488407j -9.91073e-16-0.0357939j 3.30637e-16-0.0532811j -2.30508e-16+0.0390242j 5.11971e-17+0.0302298j 1.48477e-16+0.0090734j -3.91957e-17+0.0187317j 1.75276e-14+0.0237299j 3.53328e-15+0.0158368j 
-3.31965e-16-0.00384974j 1.19976e-15-0.0133676j -2.83633e-16+0.0289738j 3.07587e-16-0.0257732j -9.14569e-17-0.0229354j -3.52266e-16+0.0323451j -4.91076e-16+0.0159096j -6.88403e-17+0.0160016j -3.04323e-16-0.0279548j 3.55637e-16-0.00735864j 1.40377e-16+0.00120172j -1.18601e-16-0.00680394j -4.58632e-16-0.00418528j 5.81252e-16+0.0120975j -1.50428e-15+0.0186697j -2.87386e-15+0.00163419j -3.36459e-15-0.0268282j 4.70187e-15+0.003347j 1.8602e-12+0.0167338j -3.09132e-15-0.0147852j -1.56324e-15-0.0169167j -2.87154e-15-0.0133388j -7.32482e-15+0.00380504j -3.97003e-15-0.0116509j -1.87199e-15-0.00240013j 8.11124e-16+0.0181688j -2.57523e-15-0.00230804j 1.86437e-16-0.0198973j -1.92084e-14-0.0071721j 2.95541e-15-0.017134j -1.02503e-16+0.0165754j 5.71457e-16-0.0170148j -4.69523e-16+0.0116411j -1.81912e-15-0.0141097j -5.33194e-16+0.0126623j 4.94098e-16-0.0126743j -2.24503e-15+0.0473911j -4.4338e-16-0.00734817j 5.01382e-15-0.0271455j -3.89236e-14-0.0587931j 9.10055e-15+0.0189871j 1.62861e-14+0.010242j 9.23593e-16-0.0257054j 6.3293e-16-0.0294346j 5.6962e-16+0.0176379j 6.83322e-16-0.00287628j -7.88458e-16-0.0245918j 8.06519e-17+0.0277402j -1.06822e-15-0.075854j -2.08571e-16-0.00599291j -3.99053e-17-0.07432j -8.55327e-16+0.0548091j 7.09639e-16-0.0232969j -1.76395e-16-0.0266777j -6.50692e-15-0.0144093j -1.71873e-15+0.015952j 
-3.77986e-16+0.0470745j 1.87175e-15-0.00971873j 8.75527e-17-0.012424j -2.42849e-16+0.0111753j 7.10613e-17+0.0246064j 9.48168e-17+0.0142674j 2.00763e-17-0.0127798j -1.52465e-17-0.028212j -7.41114e-17+0.0323878j 2.68411e-16+0.016453j 8.06058e-17+0.0101476j -2.57786e-16+0.00553181j 6.17828e-16+0.0133855j -6.25981e-16-0.0084846j 6.49115e-16-0.00460558j -4.32179e-16+0.00187221j 1.79347e-15+0.00978153j -3.46475e-15-0.0190531j -1.04219e-12-0.00935393j 1.80367e-15+0.00026751j 6.0932e-16+0.0259624j 5.44342e-16+0.000748804j 6.09686e-15-0.00212533j 6.52575e-15+0.0185798j 2.0823e-15+0.00494594j -2.8966e-15-0.0185288j 8.51926e-17-0.00197714j 6.96191e-16+0.00423027j 3.47906e-15+0.00176819j -3.44475e-15+0.0143968j 2.63666e-17+0.0137636j -1.62461e-15+0.000590296j 1.21293e-16-0.0120564j 4.89199e-15+0.0207686j 2.6165e-15+0.00514197j 1.58162e-15+0.0201395j 4.95657e-16-0.0142681j 4.02234e-15-0.00879375j 9.91866e-16-0.00790372j 1.05672e-14+0.0131739j -3.58259e-15+0.0215977j -5.35383e-15-0.0296453j -3.42924e-16+0.0623422j -1.42796e-16-0.0144808j 5.07445e-16+0.0654268j 2.41521e-16+0.0280172j 2.19764e-16-0.0400115j 1.95066e-16+0.00111233j 5.47147e-16-0.0169014j -4.09162e-16+0.0999786j -2.26766e-16+0.0551908j 1.21337e-16+0.0881023j -1.18599e-15+0.0480767j -2.84602e-16+0.13897j -5.04247e-15-0.0107244j -1.11782e-15+0.012901j 
-8.30319e-16-0.00456611j 4.28763e-15-0.0450614j 1.29108e-16+0.000931503j 1.58581e-16+0.00390087j 2.10171e-16-0.010218j -4.20945e-17+0.0245958j -9.60885e-17+0.0276843j -1.89988e-16-0.0108048j 5.98338e-16+0.0317326j -6.31623e-16-0.00962729j -5.9837e-16+0.00555544j 1.15761e-15-0.0174417j -1.29389e-16+0.00371259j -1.51878e-16-0.0173576j -1.34912e-15-0.0261432j -3.80905e-15+0.0175515j -1.239e-15-0.00207006j 5.02722e-15-0.011687j 2.77551e-12+0.0249775j -1.5514e-15-0.0193201j 2.39495e-15+0.0303761j 4.78524e-15+0.0131069j 9.59375e-15-0.00497886j 4.09559e-15+0.0107964j 2.16338e-15+0.00475863j -2.24748e-15-0.0132344j -1.8608e-15-0.0016624j 9.0869e-16+0.0126591j -3.42621e-14-0.011221j 8.97663e-16+0.000688676j 4.53922e-16+0.0065224j 4.6776e-16+0.0112286j 9.65463e-17+0.0078312j -7.09991e-15-0.0331353j -3.18594e-15+0.00599489j -2.24463e-15-0.0408182j 2.59882e-15-0.0564821j 1.17516e-15+0.0128915j -3.97407e-15+0.00527373j 1.26834e-14+0.0118419j -3.00973e-14-0.0210779j -3.33623e-14-0.0573619j 4.35419e-16-0.0170597j 3.18125e-16-0.0346658j -2.88841e-16-0.0430773j 1.0221e-15+0.0504566j -1.51512e-15-0.0016079j -2.1575e-16+0.0682046j -2.5458e-15-0.0774597j -3.94228e-16-0.0942284j -2.33324e-16+0.0230073j -2.04403e-16-0.0403637j 5.28642e-16-0.159048j 1.20566e-15+0.0843411j -9.29182e-15-0.0110682j -2.05775e-15-0.017188j 
-1.96611e-16+0.0184187j -6.0354e-15+0.0593831j -7.83853e-16+0.0442298j 7.72281e-16+0.0118117j -5.9558e-16+0.0453074j -3.17139e-16-0.0187057j 1.19189e-15-0.0223267j -2.62592e-16+0.0332801j 4.79197e-16+0.00342858j -2.05482e-16+0.0119991j -1.57597e-16-0.00588947j -1.44559e-15+0.0220895j 3.04845e-16-0.0235252j 7.38627e-16-0.030652j -4.3888e-16-0.00397092j -2.70864e-15+0.0110189j 3.47622e-15+0.0166889j -7.18711e-16+0.00995034j -1.22723e-12-0.0110589j -1.95613e-16-0.00349128j -1.00624e-15+0.0111339j -3.34029e-15-0.0245058j 1.94632e-14-0.0134185j -4.20054e-15-0.0056975j -1.49282e-15+0.00479102j 1.30023e-15+0.0205525j -3.91364e-15+0.0116289j 2.40231e-15-0.00904094j -7.06606e-15-0.00376715j -5.74734e-15+0.0168687j 2.48629e-16-0.0196754j -7.69624e-16+0.00967906j -2.82805e-15+0.0069195j -3.01531e-16+0.0086058j -1.65631e-15-0.00774472j 7.46613e-16-0.00757081j -7.47457e-16-0.0171719j -6.86096e-16+0.0216611j -1.9427e-15-0.00658381j 1.0552e-14+0.0176779j -3.98304e-15-0.0246833j -6.46229e-15+0.0124161j -9.47352e-16-0.0222821j -3.29691e-16+0.0164086j -8.65698e-16+0.0095163j 8.32864e-16-0.0562985j -2.9278e-16-0.0318652j -8.17107e-16+0.00229073j -1.35154e-16-0.0198759j 1.80652e-15-0.00254725j -3.75737e-15+0.18798j -2.06977e-15-0.0254539j 2.56659e-15-0.0291255j -1.08164e-15+0.126218j 9.15197e-14+0.0947466j 1.42898e-14+0.209504j 
2.54046e-15-0.0589462j -2.48101e-15+0.0185738j 1.38456e-15-0.0115315j -1.6121e-15+0.0442995j 9.18943e-16-0.00936879j 7.12098e-16-0.0465697j -1.0812e-15+0.0312098j 1.03259e-15-0.00739537j -2.44858e-16+0.0206588j -5.261e-16+0.00252538j 6.58444e-16-0.0378417j 1.32133e-15-0.0252743j -1.91276e-16-0.0079719j -5.38964e-16+0.00812547j 4.74751e-16-0.0196944j 1.13067e-15+0.00356959j 1.20884e-15+0.0143869j 4.39629e-15+0.019744j 1.8952e-12+0.0170218j -1.50277e-15-0.000434696j -5.00303e-16+0.0196379j 3.13354e-15+0.0139448j 3.56398e-14-0.0250707j -1.75502e-15-0.00163705j 5.4081e-17+0.00824896j 5.15024e-16+0.00409395j 7.36082e-15-0.0306358j -2.57989e-15-0.0122607j -8.30249e-15-0.00150479j 4.4624e-15-0.0227714j -5.27299e-16+0.00579603j 3.08261e-16+0.00454691j 2.18746e-15-0.00276183j -6.36387e-16-0.000567442j -1.5682e-15-0.0290786j -1.77441e-15+0.00608043j 7.77497e-16-0.012506j -1.31769e-15+0.00809974j -1.45319e-15+0.00382394j 9.34e-15+0.010325j -5.87034e-15+0.00679578j -5.92832e-15-0.0184271j 8.08053e-16-0.0357323j -4.71657e-16+0.00164925j 1.2351e-15-0.0458767j -1.54356e-15+0.0181921j -3.12083e-16-0.0381434j 7.10142e-16-0.026093j -7.81145e-16-0.0156028j -3.97154e-15+0.122464j 3.81243e-15-0.0215731j 3.20949e-15-0.146243j -5.11258e-15+0.119548j 6.81862e-16+0.0442703j 1.16481e-13+0.210484j 3.25867e-14-0.0965536j 
